ERR1913308.242__1.242	28117__B0MUR5__BHV66_03900
ERR1913308.2430314__1.2430314	28116__A0A1Y4PHM7__DXA80_25130
ERR1913308.2430303__1.2430303	39491__A0A395V0X2__EUBREC_3007
ERR1913308.2430471__1.2430471	328814__GCA_004558275.1_02279
ERR1913308.2430531__1.2430531	301302__R5VFW5__M72_26781
ERR1913308.2430605__1.2430605	28117__B0MSL1__BHV66_06710
ERR1913308.2430567__1.2430567	820__R7E9Z4__DXC68_06065
ERR1913308.2430582__1.2430582	853__A0A2A7A4A9__C4N21_14870
ERR1913308.2430675__1.2430675	301301__A0A395V654__RHOM_11910
ERR1913308.2430679__1.2430679	166486__D4KZP0__ERS852572_00486
ERR1913308.2430825__1.2430825	357276__A0A0M1W657__HMPREF1064_04629
ERR1913308.2430840__1.2430840	1262753__R5B331__BN813_00177
ERR1913308.2430919__1.2430919	1150298__A0A174RJ10__ERS852535_00223
ERR1913308.2431110__1.2431110	214851__D1PSL1__SUBVAR_07394
ERR1913308.2431153__1.2431153	1160721__W0U4D5__RBI_I01230
ERR1913308.2431181__1.2431181	1262753__R5B072__BN813_02023
ERR1913308.2431184__1.2431184	166486__C7GCP5__ROSINTL182_07683
ERR1913308.2431221__1.2431221	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.2431259__1.2431259	821__A0A174NM17__lacZ_6
ERR1913308.2431323__1.2431323	1262753__R5B890__BN813_02145
ERR1913308.2431344__1.2431344	166486__D4L337__msbA_4
ERR1913308.2431539__1.2431539	291644__I9TBC1__ERS852428_01240
ERR1913308.2431665__1.2431665	328814__GCA_004558275.1_02278
ERR1913308.2431669__1.2431669	39491__A0A396FKI0__DXC13_11560
ERR1913308.2431673__1.2431673	1263044__GCA_000433375.1_03428
ERR1913308.2431709__1.2431709	418240__R7CJP2__cycB_1
ERR1913308.2431849__1.2431849	291644__I9IAR0__HMPREF1071_00441
ERR1913308.2431866__1.2431866	39491__A0A396FSR4__ERS852580_02287
ERR1913308.2431883__1.2431883	40518__R5DU52__RB5AMG_02245
ERR1913308.2431954__1.2431954	820__A0A139K5A6__DXB48_12175
ERR1913308.2431983__1.2431983	46228__V8C7Q2__RUMLAC_01460
ERR1913308.2432145__1.2432145	189722__E0NQU7__HMPREF0658_0548
ERR1913308.2432187__1.2432187	39491__C4Z9J5__DXB69_02495
ERR1913308.2432161__1.2432161	626929__F3PJ33__HMPREF9445_02027
ERR1913308.2432270__1.2432270	39491__A0A395ZHV7__ykvU
ERR1913308.2432229__1.2432229	166486__R6AY46__ROSINTL182_06128
ERR1913308.2432242__1.2432242	88431__A0A174MYZ5__ycjP_7
ERR1913308.2432348__1.2432348	39485__C4Z5L8__ERS852490_00665
ERR1913308.2432327__1.2432327	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913308.2432369__1.2432369	821__A0A396FEL8__C5Z04_06030
ERR1913308.2432479__1.2432479	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.2432552__1.2432552	821__A0A174NM17__lacZ_6
ERR1913308.2432650__1.2432650	371601__A0A174FDF7__CW1_1994
ERR1913308.2432708__1.2432708	208479__A8S1Z3__HMPREF1095_01243
ERR1913308.2432751__1.2432751	853__E2ZGD9__C7J97_11715
ERR1913308.2432904__1.2432904	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913308.2432954__1.2432954	39491__A0A396FIZ8__ERE_20410
ERR1913308.2432960__1.2432960	166486__D4KUE4__ROSINTL182_08606
ERR1913308.2433089__1.2433089	1262753__R5B358__BN813_01778
ERR1913308.2433259__1.2433259	39491__A0A174K9A3__DXB69_07785
ERR1913308.2433241__1.2433241	1262777__R5VQY2__BN512_00997
ERR1913308.2433250__1.2433250	853__A0A173SUU8__CGS54_06840
ERR1913308.2433357__1.2433357	1262753__R5B6I2__BN813_00596
ERR1913308.2433469__1.2433469	823__A6LBY1__ERS852380_00510
ERR1913308.2433434__1.2433434	1150298__A0A174APS6__kinA
ERR1913308.2433530__1.2433530	820__A0A174A6K0__M093_0079
ERR1913308.2433556__1.2433556	33039__A0A173RPT9__ERS852502_02389
ERR1913308.2433746__1.2433746	39488__A0A174JLI8__EHLA_0699
ERR1913308.2433944__1.2433944	166486__D4L2T9__lytM
ERR1913308.2433922__1.2433922	823__A0A174VHT1__DHP27_04775
ERR1913308.2434027__1.2434027	28117__B0MWH8__BHV66_01330
ERR1913308.2434036__1.2434036	39491__A0A395ZG74__licR
ERR1913308.2434299__1.2434299	820__A0A139KHX1__HMPREF2141_00289
ERR1913308.2434350__1.2434350	821__A0A396F598__CUU_3259
ERR1913308.2434632__1.2434632	853__D4KAK8__C4N21_13380
ERR1913308.2434679__1.2434679	246787__R6KM92__AA416_01456
ERR1913308.2434825__1.2434825	46228__V8C458__DXD17_08090
ERR1913308.2434911__1.2434911	823__A0A078SYK6__DXB14_02485
ERR1913308.2434985__1.2434985	820__A0A174CG08__DXB62_13215
ERR1913308.2435215__1.2435215	246787__A0A0P0GG22__BACCELL_01899
ERR1913308.2435304__1.2435304	291644__I9T317__ERS852428_03619
ERR1913308.2435293__1.2435293	40518__R5DXW3__DXD86_07900
ERR1913308.2435424__1.2435424	246787__R6KCH8__csbC
ERR1913308.2435437__1.2435437	626929__F3PJ28__B5F24_03465
ERR1913308.2435487__1.2435487	853__A0A174BA00__DW905_01145
ERR1913308.2435528__1.2435528	820__A0A173YYG4__evgS_3
ERR1913308.2435645__1.2435645	39491__A0A395V0H6__ERS852580_02570
ERR1913308.2435798__1.2435798	820__A0A3E4PYB0__yejM
ERR1913308.2435947__1.2435947	823__A6LEQ6__DXB14_05705
ERR1913308.2436123__1.2436123	1160721__A0A373ML50__RBI_I01893
ERR1913308.2436166__1.2436166	166486__D4KV38__ROSINTL182_06841
ERR1913308.2436199__1.2436199	853__A0A174CVG7__CGS58_09335
ERR1913308.2436298__1.2436298	39491__A0A395ZF49__DXB69_05290
ERR1913308.2436377__1.2436377	39491__A0A396FF66__DXD95_01810
ERR1913308.2436621__1.2436621	39491__A0A395ZGU6__ERS852417_01456
ERR1913308.2436714__1.2436714	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913308.2436752__1.2436752	820__A0A3E4RU03__M093_0563
ERR1913308.2436768__1.2436768	820__A0A396EUU8__luxQ_3
ERR1913308.2436817__1.2436817	46228__B5CPX5__RUMLAC_01520
ERR1913308.2436832__1.2436832	820__A0A3E4RU03__M093_0563
ERR1913308.2436845__1.2436845	821__A0A078R9Y9__M097_2119
ERR1913308.2437046__1.2437046	189722__E0NQU7__HMPREF0658_0548
ERR1913308.2437055__1.2437055	40518__R5E4X1__DXD93_05270
ERR1913308.2437060__1.2437060	28117__B0MWZ9__ALIPUT_01735
ERR1913308.2437102__1.2437102	46228__V8BQP5__HMPREF1202_02378
ERR1913308.2437175__1.2437175	39491__A0A395ZGE4__ERS852497_01269
ERR1913308.2437279__1.2437279	820__A0A174M9V5__M093_0237
ERR1913308.2437376__1.2437376	626929__F3PL51__B5F97_10425
ERR1913308.2437567__1.2437567	40518__R5DS37__DXD93_01965
ERR1913308.2437776__1.2437776	214856__I3YPP0__ERS852447_01388
ERR1913308.2437757__1.2437757	291644__I8YFE9__HMPREF1071_02973
ERR1913308.2437913__1.2437913	626940__E8LGF9__DCQ00_00015
ERR1913308.2437923__1.2437923	384638__B7APR1__BACPEC_00667
ERR1913308.2437926__1.2437926	28116__I9AKR7__DXA80_22960
ERR1913308.2438261__1.2438261	820__A0A3E4PYB0__yejM
ERR1913308.2438318__1.2438318	820__A0A139JV05__B5G17_18125
ERR1913308.2438391__1.2438391	246787__R6LGA6__tmoS_11
ERR1913308.2438430__1.2438430	1262743__R5C054__BN727_01980
ERR1913308.2438524__1.2438524	1262753__R5B694__BN813_01605
ERR1913308.2438718__1.2438718	1150298__A0A174HG99__ERS852498_00387
ERR1913308.2438776__1.2438776	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913308.2439040__1.2439040	1262753__R5BCD8__BN813_02149
ERR1913308.2439059__1.2439059	166486__D4L1P3__ERS852572_00760
ERR1913308.2439298__1.2439298	853__A0A173SUU8__CGS54_06840
ERR1913308.2439358__1.2439358	1628085__A0A2U1BH64__C7386_101226
ERR1913308.2439434__1.2439434	820__A0A3E4RU03__M093_0563
ERR1913308.2439501__1.2439501	328814__GCA_004558275.1_00078
ERR1913308.2439602__1.2439602	820__A0A139JRS5__HMPREF1073_04025
ERR1913308.2439666__1.2439666	246787__R6KQ08__AA416_01934
ERR1913308.2439739__1.2439739	820__A7V470__HMPREF1072_02076
ERR1913308.2440045__1.2440045	821__A6L0C7__ERS852556_03520
ERR1913308.2440213__1.2440213	820__A0A139KJ23__celCCA
ERR1913308.2440281__1.2440281	1262753__R5B3F1__BN813_01888
ERR1913308.2440347__1.2440347	39491__A0A395V1R3__T1815_08181
ERR1913308.2440427__1.2440427	820__A0A3E4VXP2__yesR
ERR1913308.2440607__1.2440607	246787__A0A0P0GCR8__xynD_3
ERR1913308.2440620__1.2440620	39491__C4ZHS4__EUR_24420
ERR1913308.2440753__1.2440753	28118__F9Z3G8__B5F99_01835
ERR1913308.2440789__1.2440789	1262753__R5AY47__BN813_00477
ERR1913308.2440736__1.2440736	301302__A0A173TZN3__M72_00321
ERR1913308.2440824__1.2440824	166486__D4KZY5__ROSINTL182_07635
ERR1913308.2440833__1.2440833	820__A0A3E4W980__M093_3873
ERR1913308.2440848__1.2440848	39491__A0A174K9A3__DXB69_07785
ERR1913308.2440945__1.2440945	39491__A0A395UXH0__EUBREC_0021
ERR1913308.2441011__1.2441011	626929__F3PGY0__SAMN05444376_1243
ERR1913308.2441014__1.2441014	291644__I9HQ59__HMPREF1071_02479
ERR1913308.2441045__1.2441045	820__I9A4U7__DHU98_12785
ERR1913308.2441054__1.2441054	216816__E8MVM4__APC1480_1562
ERR1913308.2441076__1.2441076	820__A0A1Q6IDS8__chtA
ERR1913308.2441173__1.2441173	301302__R5UU15__ERS852420_02998
ERR1913308.2441196__1.2441196	1262743__R5C054__BN727_01980
ERR1913308.2441231__1.2441231	357276__I9QBT7__BSEG_03340
ERR1913308.2441324__1.2441324	820__A0A139KHD8__ERS417307_00569
ERR1913308.2441351__1.2441351	1262753__R5AXR5__BN813_00137
ERR1913308.2441373__1.2441373	46228__V8CBX9__HMPREF1202_00568
ERR1913308.2441604__1.2441604	291644__R5JAW4__HMPREF1071_01744
ERR1913308.2441630__1.2441630	820__A0A3E4IBC1__M094_0628
ERR1913308.2441881__1.2441881	626929__F3PIK9__HMPREF9445_01807
ERR1913308.2441967__1.2441967	35833__E5Y875__HMPREF0179_02391
ERR1913308.2442067__1.2442067	39491__A0A396FJJ9__DXB76_11995
ERR1913308.2442193__1.2442193	1263044__GCA_000433375.1_03428
ERR1913308.2442194__1.2442194	1150298__R7JSM7__ERS852535_02465
ERR1913308.2442337__1.2442337	820__A0A3E4WCX3__C801_02709
ERR1913308.2442802__1.2442802	116085__D4J6V9__DW747_08450
ERR1913308.2442909__1.2442909	39485__C4Z1Y9__EUBELI_00143
ERR1913308.2442899__1.2442899	820__A0A139K8X8__DXC80_17665
ERR1913308.2442962__1.2442962	1150298__A0A174J629__ERS852498_00833
ERR1913308.2443013__1.2443013	214856__I3YPR6__Alfi_2724
ERR1913308.2443028__1.2443028	301302__A0A0M6WRT7__ERS852420_02104
ERR1913308.2443449__1.2443449	246787__R6KM92__AA416_01456
ERR1913308.2443593__1.2443593	626929__F3PM80__HMPREF9445_02977
ERR1913308.2443760__1.2443760	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913308.2443841__1.2443841	853__A0A173XRA8__CGS56_09290
ERR1913308.2443875__1.2443875	820__A0A396EUU8__luxQ_3
ERR1913308.2444042__1.2444042	384638__B7AN60__BACPEC_00112
ERR1913308.2444085__1.2444085	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913308.2444196__1.2444196	166486__D4KWN4__ERS852572_01865
ERR1913308.2444377__1.2444377	820__A0A3E4RUC4__DHU98_02635
ERR1913308.2444413__1.2444413	820__A0A374Q854__HMPREF1073_03281
ERR1913308.2444385__1.2444385	74426__pta
ERR1913308.2444504__1.2444504	821__A0A174NM17__lacZ_6
ERR1913308.2444574__1.2444574	820__A0A3E4VZT7__DXB48_16145
ERR1913308.2444722__1.2444722	649756__D4MW63__DCR88_07570
ERR1913308.2444954__1.2444954	1263044__GCA_000433375.1_03428
ERR1913308.2445005__1.2445005	821__A0A0P0M2J4__DXD46_10295
ERR1913308.2445178__1.2445178	626929__R6LKK1__B5F24_07400
ERR1913308.2445236__1.2445236	166486__D4KW59__ERS852572_02363
ERR1913308.2445268__1.2445268	74426__nifJ
ERR1913308.2445304__1.2445304	384639__GCA_003096855.1_00996
ERR1913308.2445329__1.2445329	354260__GeneID:1260676
ERR1913308.2445340__1.2445340	853__A0A173T6P2__DWZ46_14595
ERR1913308.2445413__1.2445413	853__A0A329UEG4__CHR60_00585
ERR1913308.2445646__1.2445646	39485__A0A174ZBJ8__speA_2
ERR1913308.2445681__1.2445681	28052__A0A174MSU9__ERS852499_02010
ERR1913308.2445719__1.2445719	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913308.2445740__1.2445740	1262831__R5KNV8__BN753_00478
ERR1913308.2445810__1.2445810	820__A0A174LJB2__HMPREF1072_04112
ERR1913308.2445970__1.2445970	204516__U6RKS4__HMPREF1534_01431
ERR1913308.2446090__1.2446090	820__A0A139K5E7__DXC68_09550
ERR1913308.2446106__1.2446106	626940__E8LER3__HMPREF9443_01347
ERR1913308.2446127__1.2446127	1262753__R5B3H1__BN813_01908
ERR1913308.2446308__1.2446308	166486__A0A173VSP1__ERS852572_03465
ERR1913308.2446388__1.2446388	853__A0A174BZY1__xerD_1
ERR1913308.2446404__1.2446404	246787__A0A0P0GG22__BACCELL_01899
ERR1913308.2446427__1.2446427	40520__A0A396A356__DXB81_07630
ERR1913308.2446442__1.2446442	46228__V8BMA2__DXD17_11785
ERR1913308.2446703__1.2446703	39491__D4JMW8__ERS852497_01971
ERR1913308.2446744__1.2446744	39485__C4Z5L8__ERS852490_00665
ERR1913308.2446759__1.2446759	626929__F3PER7__B5F24_11615
ERR1913308.2446828__1.2446828	649756__A0A173SZT1__ftsW_3
ERR1913308.2446844__1.2446844	821__A0A0P0LH09__ERS852457_03390
ERR1913308.2446954__1.2446954	1262753__R5B072__BN813_02023
ERR1913308.2447064__1.2447064	39485__R5ZSI4__ERS852492_00875
ERR1913308.2447097__1.2447097	39491__A0A395ZDC6__addB
ERR1913308.2447189__1.2447189	166486__C7GCP5__ROSINTL182_07683
ERR1913308.2447359__1.2447359	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913308.2447369__1.2447369	371601__A0A1Y4VA23__SAMN04487924_1246
ERR1913308.2447407__1.2447407	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913308.2447488__1.2447488	820__I9J701__ERS852510_01809
ERR1913308.2447601__1.2447601	820__A0A3E4W4Y7__B5G17_02055
ERR1913308.2447705__1.2447705	39491__A0A173QT73__alaS_2
ERR1913308.2447973__1.2447973	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.2448049__1.2448049	1262753__R5B890__BN813_02145
ERR1913308.2448142__1.2448142	1897011__A0A1Q6RDN7__BHW41_05650
ERR1913308.2448208__1.2448208	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913308.2448233__1.2448233	820__A0A174CG08__DXB62_13215
ERR1913308.2448390__1.2448390	626940__E8LEB7__DCQ00_02550
ERR1913308.2448397__1.2448397	649756__A0A174K9U9__HMPREF0369_00778
ERR1913308.2448370__1.2448370	28117__B0MT73__ALIPUT_00412
ERR1913308.2448459__1.2448459	823__A0A073I5R7__cloSI
ERR1913308.2448518__1.2448518	649756__A0A173RL48__ERS852571_00544
ERR1913308.2448597__1.2448597	214856__I3YPQ3__Alfi_2711
ERR1913308.2448614__1.2448614	853__E2ZGD9__C7J97_11715
ERR1913308.2448561__1.2448561	1501392__A0A0B2JRQ5__PU94_02610
ERR1913308.2448565__1.2448565	853__A0A173T751__C4N24_10280
ERR1913308.2448571__1.2448571	394340__alaS
ERR1913308.2448719__1.2448719	40518__R5DT16__ysdC_2
ERR1913308.2448849__1.2448849	33039__A0A173VSH9__ERS852530_05439
ERR1913308.2448860__1.2448860	1262777__R5VJI8__BN512_01576
ERR1913308.2448921__1.2448921	853__D4JY61__C4N21_10560
ERR1913308.2448976__1.2448976	1262753__R5AWD4__BN813_01000
ERR1913308.2449005__1.2449005	820__A0A3E4VZT7__DXB48_16145
ERR1913308.2449267__1.2449267	1262753__R5B4I6__BN813_01133
ERR1913308.2449514__1.2449514	626929__R6LJ78__B5F97_01745
ERR1913308.2449591__1.2449591	1261__D3MR67__SAMN05660467_01650
ERR1913308.2449602__1.2449602	821__A0A3E4KIM1__M097_3660
ERR1913308.2449716__1.2449716	214856__I3YPP1__Alfi_2699
ERR1913308.2449802__1.2449802	239935__A0A3F3K9J9__DEF40_00940
ERR1913308.2449797__1.2449797	820__A0A3E4FZM1__adaA_2
ERR1913308.2449895__1.2449895	328814__GCA_004558275.1_00075
ERR1913308.2449916__1.2449916	166486__D4L1P5__ERS852572_00758
ERR1913308.2449940__1.2449940	216816__D6DBD5__DXC32_04335
ERR1913308.2450030__1.2450030	46228__B5CPT7__HMPREF1202_00616
ERR1913308.2450085__1.2450085	418240__A0A173WSQ7__ERS852478_01153
ERR1913308.2450267__1.2450267	1150298__R7JNQ8__ERS852406_00857
ERR1913308.2450259__1.2450259	204516__U6R9H3__HMPREF1534_03348
ERR1913308.2450412__1.2450412	1262753__R5B6B4__BN813_01625
ERR1913308.2450465__1.2450465	116085__D4J6Y2__DW747_12995
ERR1913308.2450471__1.2450471	328814__GCA_004558275.1_00035
ERR1913308.2450544__1.2450544	2033406__A0A2L2WXP9__PvtlMGM2_0921
ERR1913308.2450637__1.2450637	166486__D4KZP0__ERS852572_00486
ERR1913308.2450777__1.2450777	88431__A0A3D0F1X8__ERS852408_00673
ERR1913308.2450854__1.2450854	626929__R6MDM3__B5F24_06470
ERR1913308.2450915__1.2450915	214856__I3YPN0__ERS852447_01398
ERR1913308.2451023__1.2451023	166486__D4L402__ROSINTL182_05182
ERR1913308.2451169__1.2451169	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913308.2451389__1.2451389	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913308.2451420__1.2451420	166486__D4L457__ROSINTL182_07087
ERR1913308.2451633__1.2451633	820__R9I324__HMPREF2141_02414
ERR1913308.2451670__1.2451670	1262930__R6AVG7__BN693_02115
ERR1913308.2451800__1.2451800	821__A0A0P0M5Z6__BVU_0429
ERR1913308.2451835__1.2451835	2108523__A0A2P2F8K1__LAWASA_2323
ERR1913308.2451931__1.2451931	821__A0A174JYD3__ERS852457_02610
ERR1913308.2451962__1.2451962	39491__A0A396FBR6__DXC13_08575
ERR1913308.2452100__1.2452100	1150298__R7JRC8__ERS852535_02456
ERR1913308.2452321__1.2452321	820__A0A3E4W7J3__DXC07_00330
ERR1913308.2452351__1.2452351	39491__A0A0M6WWT1__dus_2
ERR1913308.2452385__1.2452385	239935__A0A2N8IVR0__CXT87_07115
ERR1913308.2452488__1.2452488	1150298__A0A174DU21__toxA_3
ERR1913308.2452680__1.2452680	40518__R5DM08__DXD83_06415
ERR1913308.2452752__1.2452752	39491__A0A395ZEI6__ERE_07950
ERR1913308.2452807__1.2452807	28117__R7JR95__ALIPUT_01367
ERR1913308.2452863__1.2452863	823__A0A078SYK6__DXB14_02485
ERR1913308.2452952__1.2452952	166486__D4KZA5__ERS852572_03317
ERR1913308.2453196__1.2453196	40518__R5DP61__DXD86_06345
ERR1913308.2453216__1.2453216	46228__B5CN43__DXD17_14210
ERR1913308.2453308__1.2453308	116085__D4J3V0__DW747_12385
ERR1913308.2453429__1.2453429	1262753__R5B5Z6__BN813_00492
ERR1913308.2453511__1.2453511	820__A0A174Q0F0__DXB48_08080
ERR1913308.2453583__1.2453583	820__A0A1T4IYF4__mprA_1
ERR1913308.2453652__1.2453652	39491__A0A396FUZ3__phoR_1
ERR1913308.2453852__1.2453852	626929__F3PJ33__HMPREF9445_02027
ERR1913308.2453888__1.2453888	626929__F3PER7__B5F24_11615
ERR1913308.2454218__1.2454218	328812__A0A0F5J9M6__HMPREF1076_05136
ERR1913308.2454279__1.2454279	626929__F3PGX9__HMPREF9445_01323
ERR1913308.2454297__1.2454297	166486__C7GCP5__ROSINTL182_07683
ERR1913308.2454309__1.2454309	820__A0A3E4RU03__M093_0563
ERR1913308.2454347__1.2454347	820__A0A3E4VXP2__yesR
ERR1913308.2454654__1.2454654	39485__A0A175A023__yhhT
ERR1913308.2454702__1.2454702	39491__C4ZD70__LD38_03510
ERR1913308.2454810__1.2454810	214856__I3YPP0__ERS852447_01388
ERR1913308.2454850__1.2454850	214856__A0A174ZLX0__ERS852559_00738
ERR1913308.2455028__1.2455028	1263000__R5EXT3__BN466_02213
ERR1913308.2455155__1.2455155	410072__A0A173SWT8__ERS852389_01443
ERR1913308.2455226__1.2455226	626940__E8LEB7__DCQ00_02550
ERR1913308.2455263__1.2455263	116085__D4J6W1__DW747_08460
ERR1913308.2455275__1.2455275	820__A7VAS1__HMPREF2141_03259
ERR1913308.2455305__1.2455305	28052__A0A174LHM7__ERS852451_02351
ERR1913308.2455412__1.2455412	820__A0A3E4RU03__M093_0563
ERR1913308.2455538__1.2455538	418240__A0A174B589__ERS852523_01681
ERR1913308.2455615__1.2455615	39491__D6E2U1__EUBREC_3278
ERR1913308.2455618__1.2455618	1262777__R5VJI8__BN512_01576
ERR1913308.2455622__1.2455622	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913308.2455640__1.2455640	39491__A0A395ZKJ0__DXD13_11010
ERR1913308.2455658__1.2455658	39491__A0A395ZG74__licR
ERR1913308.2455668__1.2455668	820__A0A174P0L5__glcK_3
ERR1913308.2455686__1.2455686	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.2455691__1.2455691	39491__A0A395ZGU6__ERS852417_01456
ERR1913308.2455697__1.2455697	820__A0A174QT76__B5G17_18060
ERR1913308.2455724__1.2455724	820__A0A139K024__B5G17_02060
ERR1913308.2455840__1.2455840	1262753__R5BCK1__BN813_02229
ERR1913308.2455819__1.2455819	384638__B7APR1__BACPEC_00667
ERR1913308.2455889__1.2455889	39491__C4Z9E9__T1815_12341
ERR1913308.2456010__1.2456010	46228__V8BTB9__RUMLAC_01945
ERR1913308.2455980__1.2455980	820__R9I324__HMPREF2141_02414
ERR1913308.2456070__1.2456070	821__R6F3Y1__SAMN04487923_104318
ERR1913308.2456126__1.2456126	853__A0A173YYY4__DWZ04_09420
ERR1913308.2456153__1.2456153	328814__GCA_004558275.1_00294
ERR1913308.2456225__1.2456225	46228__V8CB66__RUMLAC_02810
ERR1913308.2456390__1.2456390	821__A0A3E4HP25__SAMN04487923_102450
ERR1913308.2456373__1.2456373	1263044__GCA_000433375.1_01437
ERR1913308.2456380__1.2456380	40518__R5DME2__DXD86_07315
ERR1913308.2456402__1.2456402	39486__B0G239__DXD82_09385
ERR1913308.2456439__1.2456439	1261__D3MR67__SAMN05660467_01650
ERR1913308.2456457__1.2456457	28118__F9ZB36__B5F99_17235
ERR1913308.2456559__1.2456559	649756__D4MZ64__ERS852425_00811
ERR1913308.2456622__1.2456622	39491__A0A396FUZ3__phoR_1
ERR1913308.2456659__1.2456659	39485__A0A174ZPH7__ERS852490_01992
ERR1913308.2456737__1.2456737	28052__A0A174Z2D5__mcp2_3
ERR1913308.2456777__1.2456777	1304__T0UNZ5__SSALIVM18_09507
ERR1913308.2456723__1.2456723	28052__R7NCE8__cph2_1
ERR1913308.2456944__1.2456944	39485__A0A174Z2K9__ERS852490_02052
ERR1913308.2457006__1.2457006	820__A0A174A6K0__M093_0079
ERR1913308.2457046__1.2457046	74426__infB
ERR1913308.2457091__1.2457091	357276__I8WEY2__ABI39_04185
ERR1913308.2457211__1.2457211	820__A0A374Q854__HMPREF1073_03281
ERR1913308.2457282__1.2457282	820__A0A3E4XDK3__ERS852554_03650
ERR1913308.2457348__1.2457348	820__A0A173WUD7__DXB48_08055
ERR1913308.2457384__1.2457384	820__A0A139KG60__M094_2679
ERR1913308.2457476__1.2457476	214856__I3YPP2__Alfi_2700
ERR1913308.2457550__1.2457550	1262753__R5AY26__BN813_01168
ERR1913308.2457560__1.2457560	487174__K0X1V7__DIT83_03020
ERR1913308.2457695__1.2457695	823__A6LDT7__CEQ22_002595
ERR1913308.2457706__1.2457706	328814__GCA_004558275.1_00293
ERR1913308.2457757__1.2457757	1160721__A0A1C6CMR2__BHW50_00085
ERR1913308.2457764__1.2457764	74426__argF
ERR1913308.2457800__1.2457800	853__A0A2A7B1Y7__C7K05_11930
ERR1913308.2457872__1.2457872	821__A0A0P0M5Z6__BVU_0429
ERR1913308.2458104__1.2458104	214856__I3YPQ8__ERS852447_01371
ERR1913308.2458231__1.2458231	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913308.2458196__1.2458196	820__A0A174GK47__ERS852421_00200
ERR1913308.2458205__1.2458205	820__A0A139K8X8__DXC80_17665
ERR1913308.2458274__1.2458274	291644__R5JM36__HMPREF1532_00700
ERR1913308.2458336__1.2458336	46228__V8CAV6__addA
ERR1913308.2458355__1.2458355	39485__C4Z6R3__mcp2_1
ERR1913308.2458484__1.2458484	853__D4JY61__C4N21_10560
ERR1913308.2458723__1.2458723	246787__R6KIG0__BcellWH2_02358
ERR1913308.2458750__1.2458750	1628085__A0A374VUI1__C7386_11920
ERR1913308.2458808__1.2458808	1501392__A0A0B2JL74__PU94_02570
ERR1913308.2458891__1.2458891	166486__C7GCP5__ROSINTL182_07683
ERR1913308.2458902__1.2458902	246787__A0A0P0FV02__AA416_03728
ERR1913308.2458981__1.2458981	820__A7VAR9__ERS852421_00197
ERR1913308.2459144__1.2459144	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.2459175__1.2459175	39486__R6SW59__DORFOR_03117
ERR1913308.2459405__1.2459405	39491__A0A173TFQ1__rsmF
ERR1913308.2459534__1.2459534	246787__R6KIG0__BcellWH2_02358
ERR1913308.2459775__1.2459775	35833__E5Y915__HMPREF0179_02683
ERR1913308.2459850__1.2459850	39491__A0A174K9A3__DXB69_07785
ERR1913308.2459887__1.2459887	823__A0A078SYK6__DXB14_02485
ERR1913308.2459960__1.2459960	820__A0A174A6K0__M093_0079
ERR1913308.2459934__1.2459934	39485__A0A175A403__EUBELI_20577
ERR1913308.2460032__1.2460032	853__A0A174BZY1__xerD_1
ERR1913308.2460144__1.2460144	1262753__R5AVM5__BN813_00055
ERR1913308.2460197__1.2460197	166486__D4KUC4__arcB_1
ERR1913308.2460305__1.2460305	1262777__R5VJS3__BN512_00127
ERR1913308.2460352__1.2460352	820__A0A3E4RU03__M093_0563
ERR1913308.2460428__1.2460428	823__A0A355XEX9__ERS852560_03521
ERR1913308.2460483__1.2460483	418240__C6J8A2__ERS852478_02512
ERR1913308.2460502__1.2460502	820__A0A3E4RUC4__DHU98_02635
ERR1913308.2460623__1.2460623	820__A0A3E4GA19__SAMN05444418_10562
ERR1913308.2460648__1.2460648	626940__E8LB15__HMPREF9443_00020
ERR1913308.2460707__1.2460707	39486__B0G2S6__DXC93_16450
ERR1913308.2460733__1.2460733	820__A0A139KJ23__celCCA
ERR1913308.2460754__1.2460754	39491__A0A396FGM9__fliU_1
ERR1913308.2460853__1.2460853	853__R6QDR1__C4N27_08170
ERR1913308.2460859__1.2460859	291644__I9I0P6__HMPREF1532_01982
ERR1913308.2460836__1.2460836	820__R9HUV5__HMPREF2141_02582
ERR1913308.2460924__1.2460924	821__E5UY21__C800_02204
ERR1913308.2460938__1.2460938	1262753__R5B0D1__BN813_02073
