ERR1913176.458__1.458	818__A0A0P0F391__BJP75_009470
ERR1913176.1543501__1.1543501	1262927__R7EUE3__BN677_01107
ERR1913176.1543637__1.1543637	239935__A0A3F3K9J9__DEF40_00940
ERR1913176.1543773__1.1543773	853__C7H1R8__DW905_06675
ERR1913176.1543920__1.1543920	33025__A0A395J8P0__C8D73_1144
ERR1913176.1543943__1.1543943	39492__D4JVN3__spsA
ERR1913176.1543994__1.1543994	1262746__R5SS80__BN750_02125
ERR1913176.1544037__1.1544037	246787__R6LGB3__BcellWH2_02361
ERR1913176.1544082__1.1544082	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913176.1544157__1.1544157	1628085__A0A1C6C323__C7386_10747
ERR1913176.1544389__1.1544389	46506__S3YT03__AA415_01895
ERR1913176.1544425__1.1544425	239935__A0A2N8IU14__ADH72_05655
ERR1913176.1544588__1.1544588	310297__B5CZI0__BACPLE_02145
ERR1913176.1544555__1.1544555	28117__B0MUB4__BHV66_01895
ERR1913176.1544535__1.1544535	301301__A0A395VAD5__RHOM_06975
ERR1913176.1544672__1.1544672	246787__A0A3D6AWM8__BACCELL_01963
ERR1913176.1544766__1.1544766	310297__B5CWN5__DXD04_07295
ERR1913176.1544939__1.1544939	106588__A6NUL8__BACCAP_01900
ERR1913176.1545017__1.1545017	820__R7E9Z4__DXC68_06065
ERR1913176.1545081__1.1545081	46506__A0A108TAK3__fepA_3
ERR1913176.1545114__1.1545114	310297__B5CW17__DXC17_13800
ERR1913176.1545203__1.1545203	820__A0A3E4XM43__DXC91_13960
ERR1913176.1545206__1.1545206	310297__B5CVZ7__DXB87_08345
ERR1913176.1545300__1.1545300	853__E2ZJT1__C4N23_03535
ERR1913176.1545615__1.1545615	46506__B0NRL7__arlS
ERR1913176.1545694__1.1545694	310297__B5CUZ5__BACPLE_00521
ERR1913176.1545838__1.1545838	310297__R5VA64__DXD04_05100
ERR1913176.1545864__1.1545864	310297__B5D433__DXC17_02005
ERR1913176.1545918__1.1545918	301301__A0A395VFD3__ERS852391_02492
ERR1913176.1546016__1.1546016	28116__C3R0H4__DXD69_00155
ERR1913176.1546054__1.1546054	28117__B0MY40__BHV66_05170
ERR1913176.1546161__1.1546161	28116__F7M1Q5__CUY_1584
ERR1913176.1546286__1.1546286	310297__B5D252__BACPLE_03055
ERR1913176.1546323__1.1546323	328814__GCA_004558275.1_00999
ERR1913176.1546375__1.1546375	39491__A0A395ZE48__DXB76_02395
ERR1913176.1546562__1.1546562	410072__A0A174L0Z1__ERS852525_00863
ERR1913176.1546532__1.1546532	1160721__W0U811__RBI_II00162
ERR1913176.1546609__1.1546609	246787__A0A3D6ARC7__BACCELL_03328
ERR1913176.1546612__1.1546612	46506__R6AEZ1__BACSTE_01801
ERR1913176.1546762__1.1546762	46506__R6AEM4__DXC41_06545
ERR1913176.1546826__1.1546826	310297__B5CUD7__BHV76_11070
ERR1913176.1546964__1.1546964	1160721__W0U834__RBI_I01990
ERR1913176.1546985__1.1546985	40520__A0A174L757__DXD81_00835
ERR1913176.1547309__1.1547309	1263006__R6LYS1__BN515_01485
ERR1913176.1547341__1.1547341	310297__B5CZ21__DXB87_00235
ERR1913176.1547373__1.1547373	360807__C0G083__ROSEINA2194_04432
ERR1913176.1547772__1.1547772	214856__I3YK71__ERS852559_02472
ERR1913176.1547837__1.1547837	1263107__GCA_000436995.1_00023
ERR1913176.1547873__1.1547873	28117__B0MY40__BHV66_05170
ERR1913176.1547945__1.1547945	246787__R6KBH9__HMPREF1062_04676
ERR1913176.1548158__1.1548158	46228__V8C6J2__DXD17_03715
ERR1913176.1548328__1.1548328	820__A7V470__HMPREF1072_02076
ERR1913176.1548363__1.1548363	1262911__R6GT76__BN557_01150
ERR1913176.1548442__1.1548442	39492__D4MJF3__EUBSIR_02248
ERR1913176.1548545__1.1548545	1160721__W0U8M9__RBI_II00386
ERR1913176.1548665__1.1548665	28117__B0MYP3__BHV66_04995
ERR1913176.1548738__1.1548738	239935__A0A139TPG3__CXT86_08810
ERR1913176.1548699__1.1548699	328814__GCA_004558275.1_00235
ERR1913176.1548763__1.1548763	47678__R5U978__ERS852558_01076
ERR1913176.1548971__1.1548971	1263006__R6LQF9__BN515_02202
ERR1913176.1549399__1.1549399	310297__B5D0I4__gldH
ERR1913176.1549422__1.1549422	820__A0A174DZ97__SAMN05444418_101240
ERR1913176.1549447__1.1549447	310297__R5VRF5__DXD04_01865
ERR1913176.1549489__1.1549489	410072__C0B4V0__ERS852481_02420
ERR1913176.1549700__1.1549700	1262739__R6N5K3__BN659_01691
ERR1913176.1549750__1.1549750	818__D7I7V5__BJP75_001030
ERR1913176.1549810__1.1549810	33025__A0A395JIJ9__C8D73_101350
ERR1913176.1550016__1.1550016	310297__B5D252__BACPLE_03055
ERR1913176.1550045__1.1550045	28118__F9Z751__DHW44_02965
ERR1913176.1550062__1.1550062	46506__A0A108TAK3__fepA_3
ERR1913176.1550118__1.1550118	818__A0A174LFW3__C5Z03_04710
ERR1913176.1550177__1.1550177	1263000__R5EFA7__BN466_01197
ERR1913176.1550191__1.1550191	1263000__R5EEL2__BN466_01100
ERR1913176.1550271__1.1550271	328814__GCA_004558275.1_00078
ERR1913176.1550351__1.1550351	853__A0A3E2V168__FAEPRAM212_00929
ERR1913176.1550466__1.1550466	246787__A0A3D6AWJ7__AA416_00506
ERR1913176.1550475__1.1550475	28118__R6F2P2__NCTC10826_02131
ERR1913176.1550612__1.1550612	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913176.1550616__1.1550616	28117__B0MTW8__ALIPUT_00502
ERR1913176.1550643__1.1550643	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913176.1550661__1.1550661	1263107__GCA_000436995.1_00210
ERR1913176.1550820__1.1550820	1262927__R7EW59__BN677_01089
ERR1913176.1550882__1.1550882	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1550970__1.1550970	1150298__A0A174SLE6__mlc_1
ERR1913176.1551065__1.1551065	1628085__A0A1C5YAJ9__C7386_10197
ERR1913176.1551075__1.1551075	28117__B0MYZ8__BHV66_04535
ERR1913176.1551093__1.1551093	1263109__GCA_000438135.1_01403
ERR1913176.1551273__1.1551273	552398__T5S086__HMPREF0866_01580
ERR1913176.1551406__1.1551406	46506__S3YU07__AA415_02597
ERR1913176.1551485__1.1551485	310297__B5CV97__DXD04_03850
ERR1913176.1551581__1.1551581	310297__B5CUD7__BHV76_11070
ERR1913176.1551714__1.1551714	246787__A0A0P0FSC0__cytR_2
ERR1913176.1551831__1.1551831	384639__GCA_003096855.1_00996
ERR1913176.1551900__1.1551900	820__A0A139K4W5__HMPREF2141_02394
ERR1913176.1552047__1.1552047	1343__E3CRC7__HMPREF9192_0847
ERR1913176.1552263__1.1552263	1263000__R5EKG2__BN466_02040
ERR1913176.1552330__1.1552330	487174__K0X694__DIT83_09060
ERR1913176.1552371__1.1552371	78345__A0A087BK46__SAMN02745589_0061
ERR1913176.1552487__1.1552487	572010__rpoB
ERR1913176.1552495__1.1552495	820__A0A174F0C1__nreB
ERR1913176.1552646__1.1552646	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1552705__1.1552705	823__A6LHJ7__ERS852380_00253
ERR1913176.1552733__1.1552733	1308__Q5M5E4__STER_0585
ERR1913176.1552806__1.1552806	310298__B3JII2__BACCOP_01694
ERR1913176.1552815__1.1552815	1235835__R9LCU2__C814_02677
ERR1913176.1553046__1.1553046	310297__B5CUZ5__BACPLE_00521
ERR1913176.1553055__1.1553055	487174__K0XES7__HMPREF9448_00566
ERR1913176.1553077__1.1553077	820__A0A174GYA8__DXB64_07370
ERR1913176.1553245__1.1553245	820__A0A3E4QZJ7__C801_01798
ERR1913176.1553305__1.1553305	371601__A0A173ZG72__SAMN04487924_11442
ERR1913176.1553367__1.1553367	310298__B3JII2__BACCOP_01694
ERR1913176.1553447__1.1553447	1262746__R5S2B4__BN750_01573
ERR1913176.1553541__1.1553541	46228__V8C484__HMPREF1202_01707
ERR1913176.1553645__1.1553645	357276__A0A076J0Y3__IY41_06810
ERR1913176.1553594__1.1553594	1262761__R6QWS5__BN606_02019
ERR1913176.1553797__1.1553797	1262761__R6QJQ2__BN606_00751
ERR1913176.1553853__1.1553853	310297__R5W4D8__DXD04_03445
ERR1913176.1554181__1.1554181	820__A0A3E4RU03__M093_0563
ERR1913176.1554221__1.1554221	39491__R6UMS6__DXD13_07035
ERR1913176.1554285__1.1554285	310297__B5CTT3__DXC17_00385
ERR1913176.1554315__1.1554315	310297__R5VE57__BACPLE_03332
ERR1913176.1554301__1.1554301	310297__R5VA64__DXD04_05100
ERR1913176.1554367__1.1554367	239935__A0A2N8IKW7__pstA
ERR1913176.1554464__1.1554464	28117__B0MYW7__ALIPUT_02336
ERR1913176.1554598__1.1554598	1150298__R7JUW7__ERS852406_02089
ERR1913176.1554659__1.1554659	357276__B6VT86__IY41_22515
ERR1913176.1554660__1.1554660	357276__I9R1V6__DXD47_04125
ERR1913176.1554753__1.1554753	28117__B0MY40__BHV66_05170
ERR1913176.1554754__1.1554754	818__A0A3E5HNS1__BSIG_0465
ERR1913176.1554727__1.1554727	310297__B5D3X3__DXB87_14935
ERR1913176.1554845__1.1554845	1160721__R6U304__BHW50_05725
ERR1913176.1554850__1.1554850	1304__A0A2I1TK21__TZ99_00611
ERR1913176.1554817__1.1554817	328814__GCA_004558275.1_01621
ERR1913176.1554823__1.1554823	357276__A0A076IYE6__IY41_04275
ERR1913176.1554954__1.1554954	246787__R6KQ08__AA416_01934
ERR1913176.1555065__1.1555065	1150298__A0A174I056__ERS852535_01387
ERR1913176.1555301__1.1555301	357276__I9G0T7__BACDOR_04266
ERR1913176.1555276__1.1555276	1262536__GeneID:16385454
ERR1913176.1555387__1.1555387	1897011__A0A1Q6RCU3__BHW41_05920
ERR1913176.1555437__1.1555437	1262783__R6CGK3__BN558_01011
ERR1913176.1555470__1.1555470	46506__A0A108TDB0__DXC34_12240
ERR1913176.1555566__1.1555566	1263006__R6ML98__BN515_00848
ERR1913176.1555577__1.1555577	820__A0A173XIP7__B5G17_16050
ERR1913176.1555610__1.1555610	310297__B5D1L4__BACPLE_02858
ERR1913176.1555646__1.1555646	1263006__R6M0F1__BN515_00198
ERR1913176.1555808__1.1555808	1263000__R5EKG2__BN466_02040
ERR1913176.1555942__1.1555942	820__A0A139K4T0__ERS852510_03146
ERR1913176.1556100__1.1556100	46506__S3YBS6__AA415_01011
ERR1913176.1556119__1.1556119	1304__Q55242__V471_04485
ERR1913176.1556145__1.1556145	1160721__W0U839__pheB
ERR1913176.1556245__1.1556245	1263006__R6LYR2__BN515_01475
ERR1913176.1556373__1.1556373	1160721__W0U1Y8__BHW50_02040
ERR1913176.1556544__1.1556544	357276__B6W1J2__BACDOR_03380
ERR1913176.1556548__1.1556548	310297__B5CXJ7__DXB87_06645
ERR1913176.1556644__1.1556644	310297__B5CUX2__DXB87_15440
ERR1913176.1556759__1.1556759	216816__D6ZXB6__BBL306_0063
ERR1913176.1556860__1.1556860	310297__B5CUF3__DXB87_07245
ERR1913176.1556889__1.1556889	1262927__R7F4L9__BN677_00347
ERR1913176.1556899__1.1556899	820__A0A174F0C1__nreB
ERR1913176.1556971__1.1556971	1160721__W0U3I6__RBI_I00579
ERR1913176.1557021__1.1557021	820__A0A174M9V5__M093_0237
ERR1913176.1557090__1.1557090	1262927__R7F4L9__BN677_00347
ERR1913176.1557107__1.1557107	301301__A0A395V654__RHOM_11910
ERR1913176.1557240__1.1557240	357276__D1JZM4__HMPREF1065_01278
ERR1913176.1557196__1.1557196	46506__R6B663__BACSTE_02258
ERR1913176.1557316__1.1557316	246787__R6KCH8__csbC
ERR1913176.1557347__1.1557347	1262886__R6QKQ6__BN563_01547
ERR1913176.1557378__1.1557378	301301__G2T5V7__RHOM_15795
ERR1913176.1557442__1.1557442	820__A0A3E4FZM1__adaA_2
ERR1913176.1557844__1.1557844	818__A0A0P0FBI1__NCTC10582_00163
ERR1913176.1557858__1.1557858	239935__A0A139TQT9__Amuc_1197
ERR1913176.1558002__1.1558002	328814__GCA_004558275.1_00236
ERR1913176.1558088__1.1558088	823__A0A395YQ63__B5F32_15335
ERR1913176.1558144__1.1558144	328814__GCA_004558275.1_00236
ERR1913176.1558294__1.1558294	28118__R6FCJ1__mro_4
ERR1913176.1558367__1.1558367	46503__K5ZX50__dnaG_1
ERR1913176.1558505__1.1558505	310297__B5CVA3__DXD04_03885
ERR1913176.1558627__1.1558627	446660__GCA_003428235.1_00426
ERR1913176.1558649__1.1558649	1263006__R6ML98__BN515_00848
ERR1913176.1558681__1.1558681	820__A0A139K8N1__ERS852554_00951
ERR1913176.1558727__1.1558727	1263006__R6MLE8__BN515_00891
ERR1913176.1558791__1.1558791	1304__A0A1W5ZCY0__CKU37_03270
ERR1913176.1559137__1.1559137	328814__GCA_004558275.1_01614
ERR1913176.1559172__1.1559172	310297__B5D2R6__DXB87_15610
ERR1913176.1559233__1.1559233	1160721__R6T344__RBI_I00565
ERR1913176.1559353__1.1559353	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913176.1559435__1.1559435	1263006__R6LU28__BN515_01365
ERR1913176.1559453__1.1559453	357276__A0A076INK2__BSEG_04225
ERR1913176.1559895__1.1559895	820__A0A3E4VXP2__yesR
ERR1913176.1560056__1.1560056	820__A0A3E4G8F8__ERS852421_01645
ERR1913176.1560237__1.1560237	820__A0A174VD39__DXD90_12235
ERR1913176.1560274__1.1560274	1262886__R6QP39__BN563_00737
ERR1913176.1560279__1.1560279	46506__S3YBS6__AA415_01011
ERR1913176.1560479__1.1560479	818__A0A0N7IB02__BT_3500
ERR1913176.1560847__1.1560847	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913176.1560874__1.1560874	1897011__A0A1Q6RHD3__BHW41_02220
ERR1913176.1560907__1.1560907	46506__B0NPF6__BACSTE_01357
ERR1913176.1561039__1.1561039	310297__B5D433__DXC17_02005
ERR1913176.1561171__1.1561171	239935__A0A2N8INZ4__CXU08_03560
ERR1913176.1561214__1.1561214	823__C7XBX3__HMPREF1059_03212
ERR1913176.1561239__1.1561239	853__C7H1R8__DW905_06675
ERR1913176.1561241__1.1561241	820__A0A174QLF0__SAMN05444418_109151
ERR1913176.1561296__1.1561296	371601__C3R2J2__ERS852396_04353
ERR1913176.1561316__1.1561316	28117__B0MUB4__BHV66_01895
ERR1913176.1561456__1.1561456	487174__K0X5B1__DDY40_01695
ERR1913176.1561574__1.1561574	487174__R5EUJ8__DDY40_00460
ERR1913176.1561643__1.1561643	1263006__R6LLP6__BN515_01041
ERR1913176.1561730__1.1561730	310297__B5CUD7__BHV76_11070
ERR1913176.1561745__1.1561745	853__E2ZGD9__C7J97_11715
ERR1913176.1561901__1.1561901	1099853__G9S6N8__NSB1T_13280
ERR1913176.1561949__1.1561949	820__A0A174F0C1__nreB
ERR1913176.1562046__1.1562046	1262927__R7ETW9__BN677_00993
ERR1913176.1562086__1.1562086	246787__R6LGA6__tmoS_11
ERR1913176.1562496__1.1562496	46506__A0A108TCV1__AA415_00106
ERR1913176.1562506__1.1562506	214856__R6XTZ7__ERS852447_02314
ERR1913176.1562689__1.1562689	310298__B3JII2__BACCOP_01694
ERR1913176.1562659__1.1562659	301301__A0A395V714__evgS
ERR1913176.1562730__1.1562730	46506__B0NM94__HMPREF1181_03250
ERR1913176.1562777__1.1562777	357276__A0A1Y3Z3W0__IY41_20500
ERR1913176.1563009__1.1563009	1304__C2LTN8__DL07_04840
ERR1913176.1563072__1.1563072	1262761__R6QJJ2__BN606_00358
ERR1913176.1563113__1.1563113	40520__D4LUV4__DXB81_08455
ERR1913176.1563149__1.1563149	46503__A7ADV9__ERS852463_01504
ERR1913176.1563213__1.1563213	246787__I8V2S2__BACCELL_02524
ERR1913176.1563244__1.1563244	820__A0A139K4T0__ERS852510_03146
ERR1913176.1563356__1.1563356	544645__A0A3E4T5S7__DXC42_10355
ERR1913176.1563439__1.1563439	1304__T0T9N5__CQA85_09935
ERR1913176.1563540__1.1563540	246787__R6KBH9__HMPREF1062_04676
ERR1913176.1563546__1.1563546	36343__GeneID:1261160
ERR1913176.1563607__1.1563607	820__A0A174M9V5__M093_0237
ERR1913176.1563653__1.1563653	310297__B5CZI0__BACPLE_02145
ERR1913176.1563831__1.1563831	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913176.1563843__1.1563843	1304__T0T9N5__CQA85_09935
ERR1913176.1563848__1.1563848	28117__B0MY41__BHV66_05165
ERR1913176.1563883__1.1563883	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1563891__1.1563891	310297__B5D2Y3__DXD04_12405
ERR1913176.1564052__1.1564052	1262992__R5DBL4__BN795_01435
ERR1913176.1564169__1.1564169	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913176.1564284__1.1564284	28116__A0A139KS89__HMPREF2532_04387
ERR1913176.1564406__1.1564406	1263006__R6LGI4__BN515_00844
ERR1913176.1564434__1.1564434	1262886__R6QIL5__BN563_00897
ERR1913176.1564601__1.1564601	387090__S0F8B2__BACCOPRO_02129
ERR1913176.1564906__1.1564906	39488__C0EYJ6__ERS852578_01971
ERR1913176.1564932__1.1564932	310297__B5CUD7__BHV76_11070
ERR1913176.1564956__1.1564956	1160721__A0A1C6DCM8__RBI_I01997
ERR1913176.1564980__1.1564980	1318__I1ZKU9__CYK20_09005
ERR1913176.1564996__1.1564996	33025__A0A395JED3__C8D73_101461
ERR1913176.1565012__1.1565012	310297__R5VT57__BACPLE_00602
ERR1913176.1565156__1.1565156	853__A0A173YYY4__DWZ04_09420
ERR1913176.1565221__1.1565221	310297__R5VHE6__BACPLE_02321
ERR1913176.1565231__1.1565231	33025__A0A395JED3__C8D73_101461
ERR1913176.1565307__1.1565307	371601__A0A1C7H3W9__SAMN04487924_10816
ERR1913176.1565351__1.1565351	239935__A0A139TPD4__CXT86_06450
ERR1913176.1565645__1.1565645	301301__A0A395VA49__RHOM_13895
ERR1913176.1565864__1.1565864	853__A0A173XRA8__CGS56_09290
ERR1913176.1565886__1.1565886	387090__S0F4H1__BACCOPRO_00084
ERR1913176.1565908__1.1565908	1848158__A0A1E3C344__A7W90_15845
ERR1913176.1565941__1.1565941	487174__K0WZP2__DDY40_04000
ERR1913176.1566123__1.1566123	246787__R6KCH8__csbC
ERR1913176.1566125__1.1566125	1263006__R6MRG8__BN515_00513
ERR1913176.1566144__1.1566144	310297__B5CV52__DXC17_10455
ERR1913176.1566312__1.1566312	1897011__A0A1Q6RH73__BHW41_01885
ERR1913176.1566549__1.1566549	39488__C0EVP9__ERS852450_03163
ERR1913176.1566580__1.1566580	338188__R6D6U2__ERS852397_02840
ERR1913176.1566716__1.1566716	387090__S0F7Y3__BACCOPRO_02028
ERR1913176.1566904__1.1566904	820__I9A4U7__DHU98_12785
ERR1913176.1566929__1.1566929	239935__A0A2N8IKW7__pstA
ERR1913176.1567086__1.1567086	1160721__W0U2H8__BHW50_07775
ERR1913176.1567093__1.1567093	147206__GCF_000156215.1_01776
ERR1913176.1567242__1.1567242	1262986__R6A662__BN492_01834
ERR1913176.1567303__1.1567303	47678__A5ZEA3__ERS852558_00257
ERR1913176.1567359__1.1567359	1262886__R6QJJ7__BN563_01219
ERR1913176.1567502__1.1567502	387090__S0F4H1__BACCOPRO_00084
ERR1913176.1567468__1.1567468	246787__A0A0P0GR24__BcellWH2_03263
ERR1913176.1567643__1.1567643	820__A0A139K4W5__HMPREF2141_02394
ERR1913176.1567735__1.1567735	46506__R5K437__DXC34_00685
ERR1913176.1567756__1.1567756	310298__B3JII2__BACCOP_01694
ERR1913176.1567840__1.1567840	1263107__GCA_000436995.1_00215
ERR1913176.1567957__1.1567957	569__A0A1B7KHS2__yliE
ERR1913176.1568022__1.1568022	46506__A0A3E4USX2__BACSTE_03107
ERR1913176.1568090__1.1568090	40520__A0A395XAI7__DXB81_16005
ERR1913176.1568191__1.1568191	556259__I0PYL9__BSGG_5205
ERR1913176.1568257__1.1568257	239935__B2UPP2__CXU20_12035
ERR1913176.1568261__1.1568261	820__A0A174FUF0__HMPREF1073_03308
ERR1913176.1568221__1.1568221	310298__B3JII2__BACCOP_01694
ERR1913176.1568348__1.1568348	818__A0A0N7I9C8__BT_2965
ERR1913176.1568400__1.1568400	46506__B0NRL7__arlS
ERR1913176.1568406__1.1568406	204516__U6RAM4__HMPREF1534_03439
ERR1913176.1568558__1.1568558	1628085__A0A1C5YNW1__C7386_101221
ERR1913176.1568584__1.1568584	46506__B0NRL4__HMPREF1181_00205
ERR1913176.1568607__1.1568607	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913176.1568661__1.1568661	39491__A0A396FUZ3__phoR_1
ERR1913176.1568756__1.1568756	246787__A0A108T1Y3__fepA_8
ERR1913176.1568821__1.1568821	820__A7V859__ERS852462_00341
ERR1913176.1568856__1.1568856	1680__R5GPK0__B0487_0620
ERR1913176.1569078__1.1569078	387090__S0F8B2__BACCOPRO_02129
ERR1913176.1569232__1.1569232	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913176.1569408__1.1569408	46506__A0A108TCU0__etk
ERR1913176.1569420__1.1569420	239935__A0A139TPD4__CXT86_06450
ERR1913176.1569473__1.1569473	46506__S3YT03__AA415_01895
ERR1913176.1569444__1.1569444	1263006__R6M2H0__BN515_00628
ERR1913176.1569719__1.1569719	357276__B6W1Y1__BSEG_03960
ERR1913176.1569727__1.1569727	310297__B5D252__BACPLE_03055
ERR1913176.1569821__1.1569821	106588__A6NUL8__BACCAP_01900
ERR1913176.1569887__1.1569887	1262886__R6QN23__BN563_00445
ERR1913176.1569948__1.1569948	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913176.1569951__1.1569951	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913176.1570096__1.1570096	1263006__R6LQF9__BN515_02202
ERR1913176.1570118__1.1570118	46506__R6AC22__HMPREF1181_00516
ERR1913176.1570143__1.1570143	46506__B0NT08__BACSTE_02624
ERR1913176.1570389__1.1570389	28116__D7K7K3__SAMN05192581_103348
ERR1913176.1570396__1.1570396	357276__I9QBT7__BSEG_03340
ERR1913176.1570408__1.1570408	853__A0A2A7A628__CGS57_13755
ERR1913176.1570434__1.1570434	1304__J7SI29__DL08_08910
ERR1913176.1570580__1.1570580	1263000__R5EXF8__BN466_01942
ERR1913176.1570651__1.1570651	28117__B0MXG8__ALIPUT_01814
ERR1913176.1570683__1.1570683	820__A7UYX8__DXD40_11635
ERR1913176.1571022__1.1571022	28117__B0MTW8__ALIPUT_00502
ERR1913176.1571054__1.1571054	310297__B5CUD7__BHV76_11070
ERR1913176.1571089__1.1571089	28117__B0MTW8__ALIPUT_00502
ERR1913176.1571183__1.1571183	820__A7V9F9__B5G17_14640
ERR1913176.1571154__1.1571154	246787__R6KIG0__BcellWH2_02358
ERR1913176.1571165__1.1571165	820__A7V470__HMPREF1072_02076
ERR1913176.1571243__1.1571243	1262886__R6QH52__BN563_00488
ERR1913176.1571355__1.1571355	487174__K0XG81__HMPREF9448_02274
ERR1913176.1571434__1.1571434	46506__B0NUC3__SAMN05444283_1019
ERR1913176.1571501__1.1571501	46506__B0NPY3__BACSTE_02000
ERR1913176.1571547__1.1571547	246787__R6KQ08__AA416_01934
ERR1913176.1571644__1.1571644	46506__R6LDN0__HMPREF1181_03103
ERR1913176.1571651__1.1571651	1262986__R5ZUP0__BN492_01284
ERR1913176.1571797__1.1571797	301301__A0A395V407__ERS852391_02230
ERR1913176.1571942__1.1571942	301301__A0A395V9P9__ERS852391_00747
ERR1913176.1572167__1.1572167	46228__V8CB83__RUMLAC_02479
ERR1913176.1572200__1.1572200	1262927__R7EXG0__BN677_01561
ERR1913176.1572205__1.1572205	1262886__R6REZ5__BN563_01087
ERR1913176.1572207__1.1572207	28117__B0MY41__BHV66_05165
ERR1913176.1572315__1.1572315	820__A0A1T4IY71__HMPREF2141_02402
ERR1913176.1572351__1.1572351	649756__B0NZX5__lytC_2
ERR1913176.1572367__1.1572367	820__A0A3E4IGA7__DXD40_07110
ERR1913176.1572435__1.1572435	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913176.1572442__1.1572442	28117__B0MVL5__BHV66_01660
ERR1913176.1572482__1.1572482	310297__B5CXJ7__DXB87_06645
ERR1913176.1572516__1.1572516	310297__B5D2R6__DXB87_15610
ERR1913176.1572632__1.1572632	487174__K0XLH2__HMPREF9448_01152
ERR1913176.1572637__1.1572637	1965604__A0A1Y4EWD1__B5F54_08250
ERR1913176.1572724__1.1572724	246787__A0A0P0FW66__sigW_7
ERR1913176.1572744__1.1572744	820__A0A173WUD7__DXB48_08055
ERR1913176.1572779__1.1572779	46506__B0NSD0__HMPREF1181_00408
ERR1913176.1572894__1.1572894	387090__S0F8B2__BACCOPRO_02129
ERR1913176.1572979__1.1572979	1147152__GeneID:14182018
ERR1913176.1573095__1.1573095	820__A0A396CMY7__HMPREF1072_03009
ERR1913176.1573227__1.1573227	387090__S0F8B2__BACCOPRO_02129
ERR1913176.1573275__1.1573275	410072__C0B8D2__DXD67_01675
ERR1913176.1573284__1.1573284	310297__B5CZS7__BACPLE_02243
ERR1913176.1573359__1.1573359	246787__I8V2S2__BACCELL_02524
ERR1913176.1573390__1.1573390	246787__A0A108T1Y3__fepA_8
ERR1913176.1573434__1.1573434	33025__A0A395J8M7__C8D73_11411
ERR1913176.1573530__1.1573530	1263006__R6LLP6__BN515_01041
ERR1913176.1573634__1.1573634	46503__K5ZX50__dnaG_1
ERR1913176.1573640__1.1573640	357276__A0A076IRX4__ABI39_13585
ERR1913176.1573700__1.1573700	310297__R5VE18__DXD04_14500
ERR1913176.1574067__1.1574067	823__A0A395YY84__DXC05_19515
ERR1913176.1574210__1.1574210	239935__A0A2N8IRL2__CXU06_01170
ERR1913176.1574219__1.1574219	39488__A0A285PUH7__ERS852450_00520
ERR1913176.1574295__1.1574295	487174__K0X488__HMPREF9448_00323
ERR1913176.1574420__1.1574420	818__A0A3E5HEU1__NCTC10582_02468
ERR1913176.1574485__1.1574485	246787__R6KQ08__AA416_01934
ERR1913176.1574512__1.1574512	46506__S3YU07__AA415_02597
ERR1913176.1574536__1.1574536	357276__I9FRW5__B5F95_21685
ERR1913176.1574537__1.1574537	1681__A0A0M4MI21__BBB_0611
ERR1913176.1574749__1.1574749	39491__A0A3E4YFT8__DXB69_10940
ERR1913176.1574959__1.1574959	820__A7UYX8__DXD40_11635
ERR1913176.1575225__1.1575225	853__A0A3E2U7E6__ERS852582_01640
ERR1913176.1575269__1.1575269	357276__A0A076IXE0__HMPREF1064_04364
ERR1913176.1575418__1.1575418	410072__C0B7P0__DXD67_07205
ERR1913176.1575383__1.1575383	1262761__R6QU78__BN606_01972
ERR1913176.1575603__1.1575603	1263109__GCA_000438135.1_01423
ERR1913176.1575782__1.1575782	487174__K0WWT0__DIT83_10190
ERR1913176.1575811__1.1575811	246787__R6KDR9__BcellWH2_02360
ERR1913176.1576248__1.1576248	116085__D4J7N3__DW747_15125
ERR1913176.1576406__1.1576406	820__A0A174QLF0__SAMN05444418_109151
ERR1913176.1576477__1.1576477	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913176.1576673__1.1576673	39492__D4JTF2__mutS2
ERR1913176.1576794__1.1576794	1465754__A0A1H4FGH5__SAMN05444145_11058
ERR1913176.1576882__1.1576882	853__A0A173T0Y8__CGS54_07215
ERR1913176.1576992__1.1576992	310297__B5CXJ7__DXB87_06645
ERR1913176.1577279__1.1577279	310297__B5CXG9__DXB87_06535
ERR1913176.1577297__1.1577297	1262927__R7F4G2__BN677_00840
ERR1913176.1577389__1.1577389	1262777__R5WBZ4__BN512_00810
ERR1913176.1577530__1.1577530	310297__R5VVK0__BACPLE_02007
