ERR1913207.106__1.106	39492__D4JSU6__dacB_3
ERR1913207.1741305__1.1741305	28117__B0MXD0__ALIPUT_01669
ERR1913207.1741450__1.1741450	1099853__G9S8I7__NSB1T_12985
ERR1913207.1741581__1.1741581	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1741668__1.1741668	47678__R5U8S9__DW706_06260
ERR1913207.1741919__1.1741919	239935__A0A139TVH7__CXU22_00215
ERR1913207.1742190__1.1742190	239935__B2UL21__CXT98_03395
ERR1913207.1742261__1.1742261	1501391__GCA_000786575.1_00113
ERR1913207.1742457__1.1742457	100884__E7G844__DXB30_07385
ERR1913207.1742438__1.1742438	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1742500__1.1742500	1965661__A0A1Y3S0N0__B5G37_14460
ERR1913207.1742503__1.1742503	820__A7V859__ERS852462_00341
ERR1913207.1742682__1.1742682	239935__A0A2N8IVT6__CXU13_08520
ERR1913207.1742718__1.1742718	1262743__R5C054__BN727_01980
ERR1913207.1742770__1.1742770	1099853__R7DMC8__NSB1T_00120
ERR1913207.1742791__1.1742791	333367__C0DBH0__CLOSTASPAR_06625
ERR1913207.1742838__1.1742838	821__A0A395UNT8__DXD64_15275
ERR1913207.1742974__1.1742974	310298__B3JII2__BACCOP_01694
ERR1913207.1743212__1.1743212	1512__U2C7Q0__HMPREF9475_01692
ERR1913207.1743329__1.1743329	820__A0A139KIL9__DXC68_05945
ERR1913207.1743335__1.1743335	239935__A0A2N8IUW6__Amuc_1525
ERR1913207.1743437__1.1743437	820__A0A174CK74__DXB48_07060
ERR1913207.1743449__1.1743449	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.1743509__1.1743509	820__A0A174F0C1__nreB
ERR1913207.1743686__1.1743686	821__A0A396EVC9__DXB90_03525
ERR1913207.1743687__1.1743687	1263005__R6F2S9__BN497_00836
ERR1913207.1743729__1.1743729	820__A0A139KIL9__DXC68_05945
ERR1913207.1743902__1.1743902	820__A0A374Q1D8__SAMN05444418_112114
ERR1913207.1743959__1.1743959	820__A0A3E4XM43__DXC91_13960
ERR1913207.1743965__1.1743965	246787__I8V2S2__BACCELL_02524
ERR1913207.1744407__1.1744407	239935__A0A2N8HCF5__CXU15_05660
ERR1913207.1744484__1.1744484	1099853__R7DEQ7__NSB1T_12415
ERR1913207.1744783__1.1744783	1501392__A0A0B2JER2__PU94_14280
ERR1913207.1744921__1.1744921	47678__R5U4P2__CGC64_17185
ERR1913207.1744865__1.1744865	28117__B0MWZ3__BHV66_03240
ERR1913207.1744957__1.1744957	821__A6L0C7__ERS852556_03520
ERR1913207.1745026__1.1745026	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913207.1745009__1.1745009	820__A0A3E5E0T0__ERS852554_00312
ERR1913207.1745072__1.1745072	818__C6IIW4__dapH_1
ERR1913207.1745075__1.1745075	33025__A0A395JBV3__C8D73_10433
ERR1913207.1745256__1.1745256	818__A0A139L1N9__ERS852430_00647
ERR1913207.1745433__1.1745433	821__A0A174WBC9__ERS852556_03145
ERR1913207.1745538__1.1745538	818__A0A2J6AAA9__NCTC10582_00162
ERR1913207.1745569__1.1745569	823__D0T9E4__DHW69_09115
ERR1913207.1745580__1.1745580	821__A0A0P0M6M0__M097_4734
ERR1913207.1745662__1.1745662	239935__R6JWM7__CXU14_12295
ERR1913207.1745715__1.1745715	208479__A8RTF5__HMPREF1089_01378
ERR1913207.1745790__1.1745790	820__A7UYG6__M094_0070
ERR1913207.1745961__1.1745961	820__A0A3E4VZY4__ERS852554_01211
ERR1913207.1746042__1.1746042	239935__A0A2N8HL91__holA
ERR1913207.1746046__1.1746046	1096246__A0A2V3YHE2__DFR60_107258
ERR1913207.1746294__1.1746294	821__A0A395VIK7__BVU_1225
ERR1913207.1746265__1.1746265	74426__infB
ERR1913207.1746561__1.1746561	820__A0A174GYA8__DXB64_07370
ERR1913207.1746764__1.1746764	357276__I9QBT7__BSEG_03340
ERR1913207.1746856__1.1746856	239935__A0A139TTZ7__CXU14_07900
ERR1913207.1746868__1.1746868	28117__B0MXR4__BHV66_08025
ERR1913207.1746872__1.1746872	239935__A0A2N8J2P6__ADH72_06730
ERR1913207.1746922__1.1746922	823__A0A073I9P2__CF162_18000
ERR1913207.1746989__1.1746989	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1747125__1.1747125	214856__R6YD52__ERS852447_02171
ERR1913207.1747272__1.1747272	292800__A0A174RE33__HMPREF0372_03363
ERR1913207.1747418__1.1747418	239935__B2UNF6__CXU17_03450
ERR1913207.1747397__1.1747397	818__C6IJ09__SAMN05216253_102150
ERR1913207.1747485__1.1747485	239935__R6J4Y4__CXU17_09810
ERR1913207.1747489__1.1747489	820__A0A139KJ23__celCCA
ERR1913207.1747581__1.1747581	239935__A0A2N8IQX1__dnaA
ERR1913207.1747714__1.1747714	820__A0A396EWL3__ERS417307_03868
ERR1913207.1747777__1.1747777	820__E5VA63__DXC80_01025
ERR1913207.1747887__1.1747887	246787__A0A0P0GUU5__BACCELL_02894
ERR1913207.1748075__1.1748075	821__A0A174MBW9__SAMN04487923_10272
ERR1913207.1748194__1.1748194	1099853__U5CMJ0__NSB1T_01275
ERR1913207.1748431__1.1748431	821__A6KZK3__ERS852457_04265
ERR1913207.1748432__1.1748432	1512__E7GN34__HMPREF9474_02329
ERR1913207.1748475__1.1748475	821__C3RB94__DXC03_15585
ERR1913207.1748584__1.1748584	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.1748641__1.1748641	820__A0A3E4WA06__ERS852554_03404
ERR1913207.1748732__1.1748732	821__A0A395UNT8__DXD64_15275
ERR1913207.1748831__1.1748831	239935__A0A2N8HX65__CXU17_02540
ERR1913207.1748950__1.1748950	820__A0A174M9V5__M093_0237
ERR1913207.1748952__1.1748952	239935__A0A2N8HAQ1__DEF40_05290
ERR1913207.1748988__1.1748988	823__A0A355XLH0__fepA_1
ERR1913207.1749008__1.1749008	821__A0A396F9T7__M097_3427
ERR1913207.1749025__1.1749025	820__A0A173WZS4__DXD90_10250
ERR1913207.1749278__1.1749278	1262700__R5X902__BN695_00437
ERR1913207.1749284__1.1749284	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913207.1749349__1.1749349	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1749406__1.1749406	1262743__R5C054__BN727_01980
ERR1913207.1749547__1.1749547	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913207.1749707__1.1749707	1099853__G9S4S4__NSB1T_09140
ERR1913207.1749718__1.1749718	818__A0A174LFW3__C5Z03_04710
ERR1913207.1749791__1.1749791	820__A0A139KHX1__HMPREF2141_00289
ERR1913207.1749917__1.1749917	246787__A0A3D6AZF8__BACCELL_02529
ERR1913207.1749966__1.1749966	239935__A0A2N8IQX1__dnaA
ERR1913207.1750049__1.1750049	33025__A0A395J8P0__C8D73_1144
ERR1913207.1750053__1.1750053	246787__A0A3D6AQP8__AA416_04153
ERR1913207.1750076__1.1750076	820__A0A3E4XDK3__ERS852554_03650
ERR1913207.1750107__1.1750107	310298__B3JII2__BACCOP_01694
ERR1913207.1750169__1.1750169	820__A7VAR9__ERS852421_00197
ERR1913207.1750170__1.1750170	823__A0A355XJ56__DDY96_07685
ERR1913207.1750191__1.1750191	821__E5UY21__C800_02204
ERR1913207.1750261__1.1750261	818__A0A174RFL1__ERS852511_03380
ERR1913207.1750661__1.1750661	1262756__R5WRS9__BN568_01800
ERR1913207.1750780__1.1750780	1099853__U5CM58__NSB1T_09885
ERR1913207.1750824__1.1750824	820__A0A374Q854__HMPREF1073_03281
ERR1913207.1750934__1.1750934	1965661__A0A1Y3S0N0__B5G37_14460
ERR1913207.1750937__1.1750937	1965661__A0A1Y3S0N0__B5G37_14460
ERR1913207.1751123__1.1751123	823__K6APS3__DDY96_02400
ERR1913207.1751107__1.1751107	1099853__U5CNF1__NSB1T_01130
ERR1913207.1751166__1.1751166	239935__A0A2N8IQ67__CXU20_08505
ERR1913207.1751168__1.1751168	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1751177__1.1751177	820__A0A173XIP7__B5G17_16050
ERR1913207.1751287__1.1751287	47678__R5U8P0__DW706_15950
ERR1913207.1751351__1.1751351	246787__A0A0P0GET5__AA416_04410
ERR1913207.1751361__1.1751361	208479__A8RJH5__HMPREF1096_03588
ERR1913207.1751391__1.1751391	239935__A0A2N8IAY7__CXU13_02935
ERR1913207.1751786__1.1751786	853__A0A2A7B9I6__DW855_13690
ERR1913207.1751830__1.1751830	47678__R5U7X5__ERS852558_01354
ERR1913207.1751895__1.1751895	818__C6IJ08__BJP75_000645
ERR1913207.1751911__1.1751911	823__C7XA51__BDI_0499
ERR1913207.1752004__1.1752004	820__A7V470__HMPREF1072_02076
ERR1913207.1752293__1.1752293	239935__A0A139TLF5__CXU18_06685
ERR1913207.1752573__1.1752573	1736__A0A0U3FK08__ELI_4400
ERR1913207.1752717__1.1752717	47678__R5U9Z0__HMPREF1061_03210
ERR1913207.1752770__1.1752770	1965661__A0A1Y3SV20__B5G37_06045
ERR1913207.1752879__1.1752879	820__A0A374Q8T2__DXB64_16190
ERR1913207.1752984__1.1752984	239935__A0A2N8HJX0__CXU19_08380
ERR1913207.1753031__1.1753031	818__A0A3E5HY51__rpfC_2
ERR1913207.1753136__1.1753136	820__A7V470__HMPREF1072_02076
ERR1913207.1753188__1.1753188	357276__B6VYT9__HMPREF1063_05030
ERR1913207.1753204__1.1753204	818__A0A3E5HGB5__ERS852511_02145
ERR1913207.1753218__1.1753218	239935__A0A2N8I390__CXU16_10675
ERR1913207.1753298__1.1753298	47678__R5U9Z6__HMPREF1061_03205
ERR1913207.1753408__1.1753408	1965661__A0A1Y3S3X8__B5G37_13860
ERR1913207.1753454__1.1753454	47678__R5UPZ8__ERS852494_01752
ERR1913207.1753469__1.1753469	821__A0A3E4WAR6__DXD64_10735
ERR1913207.1753588__1.1753588	820__A0A396EUV1__B5G17_06465
ERR1913207.1753686__1.1753686	820__A0A139K8N1__ERS852554_00951
ERR1913207.1753826__1.1753826	88431__A0A174G8Q6__ERS852526_02711
ERR1913207.1753769__1.1753769	39492__D4JU31__ERS852540_00198
ERR1913207.1753889__1.1753889	853__A0A173YYY4__DWZ04_09420
ERR1913207.1754139__1.1754139	487175__F3QHY7__HMPREF9439_00534
ERR1913207.1754257__1.1754257	820__A0A3E4WA06__ERS852554_03404
ERR1913207.1754281__1.1754281	821__A0A078R9Y9__M097_2119
ERR1913207.1754283__1.1754283	821__A0A396F598__CUU_3259
ERR1913207.1754304__1.1754304	818__A0A3E5HN77__HMPREF2534_00072
ERR1913207.1754312__1.1754312	40518__R5DW64__RBL236_01394
ERR1913207.1754450__1.1754450	357276__I9QBT7__BSEG_03340
ERR1913207.1754501__1.1754501	1262989__R6Y500__BN815_02152
ERR1913207.1754873__1.1754873	1099853__R7DJI2__NSB1T_00850
ERR1913207.1755098__1.1755098	1262700__R5XJU2__BN695_00943
ERR1913207.1755119__1.1755119	246787__A0A108T429__BACCELL_00192
ERR1913207.1755150__1.1755150	239935__B2URL9__CXU12_02290
ERR1913207.1755218__1.1755218	820__A0A173W419__DXC68_17760
ERR1913207.1755295__1.1755295	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913207.1755474__1.1755474	821__A0A174NM17__lacZ_6
ERR1913207.1755709__1.1755709	821__A0A0P0LJ37__DXB82_14270
ERR1913207.1755734__1.1755734	357276__A0A0K2HJA6__DXD47_07320
ERR1913207.1755784__1.1755784	239935__B2UQP8__CXU15_01110
ERR1913207.1755875__1.1755875	47678__R5UMC3__CGC64_08380
ERR1913207.1755998__1.1755998	239935__B2UNF6__CXU17_03450
ERR1913207.1756119__1.1756119	239935__A0A2N8IAY7__CXU13_02935
ERR1913207.1756056__1.1756056	818__A0A0P0FWH4__Btheta7330_05099
ERR1913207.1756199__1.1756199	1512__A0A174J4W7__HMPREF9474_03081
ERR1913207.1756171__1.1756171	626932__G5H9B2__HMPREF9450_02198
ERR1913207.1756240__1.1756240	239935__A0A2N8I6R6__CXU04_04335
ERR1913207.1756298__1.1756298	821__A0A0P0LNX8__ERS852509_03015
ERR1913207.1756499__1.1756499	28117__B0MU76__ALIPUT_00202
ERR1913207.1756782__1.1756782	292800__U2BU47__ERS852544_01880
ERR1913207.1756858__1.1756858	239935__A0A2N8HCF5__CXU15_05660
ERR1913207.1756860__1.1756860	239935__R6JCH3__CXT95_08205
ERR1913207.1756993__1.1756993	821__A0A3E4XY72__NCTC10583_01067
ERR1913207.1756998__1.1756998	28117__B0MTI4__ALIPUT_00084
ERR1913207.1757160__1.1757160	310297__B5CUD7__BHV76_11070
ERR1913207.1757190__1.1757190	39492__D4JX40__EUBSIR_00020
ERR1913207.1757356__1.1757356	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1757462__1.1757462	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913207.1757474__1.1757474	820__A0A174G065__DXB62_08975
ERR1913207.1757599__1.1757599	820__A0A139K426__B5G17_09115
ERR1913207.1757664__1.1757664	820__R9HP61__DXC91_01090
ERR1913207.1757756__1.1757756	818__A0A139K1T6__SAMN05216253_11033
ERR1913207.1757782__1.1757782	820__A0A3E4RUC4__DHU98_02635
ERR1913207.1757871__1.1757871	1099853__U5CKM5__NSB1T_03870
ERR1913207.1757929__1.1757929	28116__E5CCI2__M089_3437
ERR1913207.1758180__1.1758180	239935__A0A2N8I390__CXU16_10675
ERR1913207.1758231__1.1758231	820__A0A139KH21__DXC80_01780
ERR1913207.1758373__1.1758373	40518__R5DZ88__DXD93_06320
ERR1913207.1758381__1.1758381	821__A0A395VMG0__DXC44_18080
ERR1913207.1758391__1.1758391	239935__A0A2N8I3G2__CXT89_00720
ERR1913207.1758398__1.1758398	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913207.1758524__1.1758524	1099853__G9S1Y4__NSB1T_08325
ERR1913207.1758741__1.1758741	1522__A0A3E2VLY9__DXA38_18060
ERR1913207.1758791__1.1758791	47678__A5ZEA3__ERS852558_00257
ERR1913207.1758923__1.1758923	821__A0A173XDD3__DXB82_17180
ERR1913207.1759020__1.1759020	239935__A0A139TSG7__CXU17_09600
ERR1913207.1759064__1.1759064	1512__U2DM06__HMPREF9475_02600
ERR1913207.1759175__1.1759175	820__A0A3E5E0T0__ERS852554_00312
ERR1913207.1759236__1.1759236	47678__R5U8D1__CGC64_17595
ERR1913207.1759202__1.1759202	823__A0A174L7J4__CF162_00380
ERR1913207.1759242__1.1759242	61171__B9YAW0__HOLDEFILI_02967
ERR1913207.1759429__1.1759429	821__A0A174TD86__C800_00949
ERR1913207.1759884__1.1759884	821__A0A395UNT8__DXD64_15275
ERR1913207.1759907__1.1759907	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1759982__1.1759982	239935__A0A139TLF5__CXU18_06685
ERR1913207.1760112__1.1760112	818__C6IJ08__BJP75_000645
ERR1913207.1760205__1.1760205	821__E5UY21__C800_02204
ERR1913207.1760212__1.1760212	818__A0A0P0FSA3__ERS852557_00283
ERR1913207.1760199__1.1760199	239935__A0A2N8HHB6__B5G29_11500
ERR1913207.1760271__1.1760271	28117__B0MTV5__BHV66_06415
ERR1913207.1760290__1.1760290	214856__A0A175A6T5__ERS852447_02658
ERR1913207.1760230__1.1760230	818__A0A0P0FSA3__ERS852557_00283
ERR1913207.1760240__1.1760240	28118__R6FCU5__B5F99_14335
ERR1913207.1760250__1.1760250	823__A6L9W2__DXB14_07905
ERR1913207.1760306__1.1760306	239935__A0A2N8I390__CXU16_10675
ERR1913207.1760488__1.1760488	239935__A0A2N8I390__CXU16_10675
ERR1913207.1760729__1.1760729	39492__D4JUD9__EUBSIR_01875
ERR1913207.1760783__1.1760783	189722__E0NQU7__HMPREF0658_0548
ERR1913207.1760841__1.1760841	1105171__GeneID:11605488
ERR1913207.1760896__1.1760896	28117__R7JIJ8__BHV66_01635
ERR1913207.1761016__1.1761016	208479__A8RJH5__HMPREF1096_03588
ERR1913207.1761063__1.1761063	821__A0A3E4HP25__SAMN04487923_102450
ERR1913207.1761310__1.1761310	818__A0A3E5HY51__rpfC_2
ERR1913207.1761543__1.1761543	239935__A0A2N8HWS3__CXU19_10285
ERR1913207.1761908__1.1761908	818__A0A1H7TGM1__BJP75_010615
ERR1913207.1762192__1.1762192	818__Q8A335__HMPREF2534_01154
ERR1913207.1762202__1.1762202	821__A0A174NM17__lacZ_6
ERR1913207.1762230__1.1762230	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1762246__1.1762246	310298__B3JII2__BACCOP_01694
ERR1913207.1762260__1.1762260	853__A0A2A7B9I6__DW855_13690
ERR1913207.1762447__1.1762447	820__A7V9F9__B5G17_14640
ERR1913207.1762677__1.1762677	239935__A0A2N8I365__CXU20_11690
ERR1913207.1762650__1.1762650	28118__F9ZCH4__kfoC_2
ERR1913207.1762763__1.1762763	821__A0A174WBC9__ERS852556_03145
ERR1913207.1762772__1.1762772	487174__R5EV44__HMPREF9448_01630
ERR1913207.1762797__1.1762797	818__D7IK38__ERS852430_03017
ERR1913207.1762807__1.1762807	821__C6ZAA5__ERS852556_00403
ERR1913207.1763133__1.1763133	40518__R5DYT8__mscS
ERR1913207.1763139__1.1763139	820__A0A374QGD2__ERS852421_02382
ERR1913207.1763323__1.1763323	820__A0A174TRB5__DXD40_11305
ERR1913207.1763412__1.1763412	292800__G9YTT2__HMPREF0372_02944
ERR1913207.1763597__1.1763597	820__A0A139K2N9__DXB62_12420
ERR1913207.1763544__1.1763544	1262700__R5XCS8__BN695_01594
ERR1913207.1763772__1.1763772	820__A0A139KA34__B5G17_05520
ERR1913207.1764021__1.1764021	333367__C0DBG2__CLOSTASPAR_06617
ERR1913207.1764035__1.1764035	1262700__R5XLA2__BN695_01463
ERR1913207.1764176__1.1764176	239935__A0A2N8I9I3__CXU19_12035
ERR1913207.1764262__1.1764262	820__A0A174R952__DXB48_02570
ERR1913207.1764366__1.1764366	39492__B0MNL5__phoR_1
ERR1913207.1764405__1.1764405	820__A0A3E4VZY4__ERS852554_01211
ERR1913207.1764414__1.1764414	818__Q8A3R2__C799_03293
ERR1913207.1764416__1.1764416	208479__R5F024__DXC96_08485
ERR1913207.1764502__1.1764502	820__A0A139KHX1__HMPREF2141_00289
ERR1913207.1764572__1.1764572	820__R9I3Q7__HMPREF1072_01668
ERR1913207.1764574__1.1764574	310298__B3JII2__BACCOP_01694
ERR1913207.1764586__1.1764586	2049043__A0A316MU51__DBY37_07830
ERR1913207.1764696__1.1764696	471189__GCA_003340385.1_00016
ERR1913207.1764820__1.1764820	820__A0A174G065__DXB62_08975
ERR1913207.1764782__1.1764782	169435__B0P678__B5F55_15220
ERR1913207.1765154__1.1765154	239935__A0A2N8HS88__CXU19_12255
ERR1913207.1765424__1.1765424	239935__A0A2N8HX65__CXU17_02540
ERR1913207.1765453__1.1765453	818__A0A2J6AAG0__C5Z03_04510
ERR1913207.1765450__1.1765450	246787__A0A0P0GNX3__BACCELL_00807
ERR1913207.1765659__1.1765659	626929__F3PKG7__SAMN05444376_0720
ERR1913207.1765665__1.1765665	239935__R6IYQ1__CXU15_06450
ERR1913207.1765670__1.1765670	357276__A0A0M1W657__HMPREF1064_04629
ERR1913207.1765960__1.1765960	239935__A0A139TLF5__CXU18_06685
ERR1913207.1766011__1.1766011	820__A0A078S4C2__ERS417307_00828
ERR1913207.1766228__1.1766228	818__R7KP04__C5Z03_18665
ERR1913207.1766421__1.1766421	239935__A0A2N8IQX1__dnaA
ERR1913207.1766481__1.1766481	821__A0A173XDD3__DXB82_17180
ERR1913207.1766485__1.1766485	239935__A0A2N8IQX1__dnaA
ERR1913207.1766572__1.1766572	487174__K0WX70__DDY40_01710
ERR1913207.1766575__1.1766575	28111__E5WUE9__NCTC11155_01729
ERR1913207.1766696__1.1766696	239935__A0A2N8HUU6__CXT90_06150
ERR1913207.1766708__1.1766708	820__A0A3E4VXP2__yesR
ERR1913207.1766798__1.1766798	820__A0A174QT76__B5G17_18060
ERR1913207.1766854__1.1766854	28117__B0MUY3__BHV66_00515
ERR1913207.1766952__1.1766952	1262989__R6YP31__BN815_01593
ERR1913207.1766954__1.1766954	28117__B0MUY3__BHV66_00515
ERR1913207.1767004__1.1767004	1099853__G9S2I6__NSB1T_08700
ERR1913207.1767297__1.1767297	1501391__GCA_000786575.1_00116
ERR1913207.1767340__1.1767340	239935__A0A2N8I390__CXU16_10675
ERR1913207.1767380__1.1767380	310298__B3JII2__BACCOP_01694
ERR1913207.1767397__1.1767397	239935__B2UL82__CXU14_06655
ERR1913207.1767463__1.1767463	820__A0A174LJB2__HMPREF1072_04112
ERR1913207.1767700__1.1767700	821__A0A3E4WAR6__DXD64_10735
ERR1913207.1767945__1.1767945	820__A0A3E4GE89__DXB48_02565
ERR1913207.1767980__1.1767980	1965661__A0A1Y3S1G6__B5G37_14160
ERR1913207.1768084__1.1768084	818__A0A174RX04__BJP75_008800
ERR1913207.1768059__1.1768059	820__A0A174DZ97__SAMN05444418_101240
ERR1913207.1768135__1.1768135	818__A0A396E023__ERS852430_02808
ERR1913207.1768351__1.1768351	329854__R5M7D4__DXD27_21610
ERR1913207.1768369__1.1768369	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1768471__1.1768471	239935__A0A2N8IDX4__CXU20_07380
ERR1913207.1768585__1.1768585	820__A0A1Q6IDS8__chtA
ERR1913207.1768690__1.1768690	820__A0A1Y3V743__M093_0235
ERR1913207.1768835__1.1768835	239935__A0A2N8IUW6__Amuc_1525
ERR1913207.1768930__1.1768930	818__A0A174SMH7__C799_03313
ERR1913207.1769029__1.1769029	853__A0A174C5M1__CGS58_04460
ERR1913207.1769000__1.1769000	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1769003__1.1769003	818__A0A174TT69__SAMN02910322_02680
ERR1913207.1769145__1.1769145	818__Q89ZX6__ERS852511_03600
ERR1913207.1769213__1.1769213	821__A0A0P0M405__DXC02_15075
ERR1913207.1769293__1.1769293	820__A0A139JRS5__HMPREF1073_04025
ERR1913207.1769378__1.1769378	821__C6Z451__BHV80_04265
ERR1913207.1769379__1.1769379	246787__A0A3D6AQP8__AA416_04153
ERR1913207.1769442__1.1769442	820__A0A139JRS5__HMPREF1073_04025
ERR1913207.1769511__1.1769511	214856__A0A174ZB00__ERS852559_00631
ERR1913207.1769734__1.1769734	1262743__R5C054__BN727_01980
ERR1913207.1769813__1.1769813	820__A0A3E4VZT7__DXB48_16145
ERR1913207.1769798__1.1769798	820__A0A3E4VZT7__DXB48_16145
ERR1913207.1769910__1.1769910	487174__K0X1D9__HMPREF9448_00919
ERR1913207.1770049__1.1770049	28117__R7JLL3__ALIPUT_02219
ERR1913207.1770106__1.1770106	47678__R5USR9__HMPREF1061_01404
ERR1913207.1770175__1.1770175	626940__E8LC93__DCQ00_09725
ERR1913207.1770203__1.1770203	1262700__R5XJA4__BN695_00793
ERR1913207.1770410__1.1770410	239935__A0A139TSG7__CXU17_09600
ERR1913207.1770463__1.1770463	821__A0A0P0M2J4__DXD46_10295
ERR1913207.1770606__1.1770606	28117__B0MSR5__BHV66_02095
ERR1913207.1770621__1.1770621	239935__A0A2N8IQU3__CXU22_05890
ERR1913207.1770655__1.1770655	820__A0A374Q854__HMPREF1073_03281
ERR1913207.1770675__1.1770675	1262989__R6Y4S3__BN815_02095
ERR1913207.1770817__1.1770817	1262700__R5XA62__BN695_00032
ERR1913207.1770998__1.1770998	820__A0A139K1Y6__DXB48_02610
ERR1913207.1771014__1.1771014	239935__A0A2N8IQ67__CXU20_08505
ERR1913207.1771016__1.1771016	562__A0A0E1LDD5__B9N12_14240
ERR1913207.1771097__1.1771097	823__A0A355WYX8__CF162_07950
ERR1913207.1771414__1.1771414	821__A6L0C7__ERS852556_03520
ERR1913207.1771533__1.1771533	823__E1YRQ7__M095_0737
ERR1913207.1771611__1.1771611	821__A0A0P0LNX8__ERS852509_03015
ERR1913207.1771614__1.1771614	28118__R6FGF7__SAMEA44545918_01338
ERR1913207.1771743__1.1771743	823__A6LEF3__ERS852560_01356
ERR1913207.1771754__1.1771754	292800__A0A1C7FR40__ERS852518_06781
ERR1913207.1771819__1.1771819	1263064__GCA_000431175.1_01434
ERR1913207.1771831__1.1771831	1263005__R6EZK9__BN497_01649
ERR1913207.1772094__1.1772094	471189__GCA_003340385.1_00061
ERR1913207.1772130__1.1772130	818__A0A3E5HDS4__BJP75_002620
ERR1913207.1772141__1.1772141	239935__A0A2N8HBM4__CXT85_06270
ERR1913207.1772309__1.1772309	1547__H1AGU5__DW242_00825
ERR1913207.1772385__1.1772385	821__A0A395VLM8__BvMPK_3650
ERR1913207.1772348__1.1772348	246787__A0A108T429__BACCELL_00192
ERR1913207.1772451__1.1772451	239935__A0A2N8J2P6__ADH72_06730
ERR1913207.1772623__1.1772623	239935__R7E4Y3__CXU15_13135
ERR1913207.1772797__1.1772797	487174__K0X2A4__DDY40_04095
ERR1913207.1772814__1.1772814	246787__I8V2S2__BACCELL_02524
ERR1913207.1772815__1.1772815	820__A0A173W419__DXC68_17760
ERR1913207.1772821__1.1772821	239935__A0A2N8HL91__holA
ERR1913207.1772991__1.1772991	823__A0A174PDQ0__DXC05_08200
ERR1913207.1772960__1.1772960	820__A0A3E4W6P0__gmhA
ERR1913207.1772968__1.1772968	1235835__R9LCU2__C814_02677
ERR1913207.1773043__1.1773043	820__A0A174NUS8__DXC80_12885
ERR1913207.1773398__1.1773398	1262700__R5XJU2__BN695_00943
ERR1913207.1773477__1.1773477	818__R7KLE6__BJP75_004275
ERR1913207.1773479__1.1773479	818__Q8A335__HMPREF2534_01154
ERR1913207.1773611__1.1773611	626932__G5H6W0__HMPREF9450_00670
ERR1913207.1773668__1.1773668	333367__C0CX80__CLOSTASPAR_01601
ERR1913207.1773683__1.1773683	820__A0A174G065__DXB62_08975
ERR1913207.1773947__1.1773947	28118__F9Z8Y7__DHW44_02235
ERR1913207.1773989__1.1773989	820__A0A174I980__gldH
ERR1913207.1773975__1.1773975	239935__A0A2N8I390__CXU16_10675
ERR1913207.1774230__1.1774230	487174__K0WV63__DIT83_11035
ERR1913207.1774248__1.1774248	487175__R6A6Q5__HMPREF9439_01787
ERR1913207.1774324__1.1774324	821__A0A396F598__CUU_3259
ERR1913207.1774342__1.1774342	821__A0A396EVC9__DXB90_03525
ERR1913207.1774312__1.1774312	28117__B0MUY3__BHV66_00515
ERR1913207.1774426__1.1774426	1099853__U5CMG7__NSB1T_07970
ERR1913207.1774527__1.1774527	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913207.1774703__1.1774703	1262756__R5XAN3__BN568_00323
ERR1913207.1774782__1.1774782	1099853__G9S433__NSB1T_07535
ERR1913207.1774754__1.1774754	239935__A0A2N8IQU3__CXU22_05890
ERR1913207.1774925__1.1774925	33025__A0A395JF03__C8D73_101684
ERR1913207.1774935__1.1774935	239935__A0A139TLF5__CXU18_06685
ERR1913207.1775139__1.1775139	823__A0A174XJM9__CEQ22_007230
ERR1913207.1775371__1.1775371	1262989__R6YIK3__BN815_02378
ERR1913207.1775556__1.1775556	821__A0A0P0M2J4__DXD46_10295
ERR1913207.1775658__1.1775658	239935__A0A2N8HZZ2__CXU19_04895
ERR1913207.1775635__1.1775635	821__E5UY21__C800_02204
ERR1913207.1775911__1.1775911	239935__R6J4Y4__CXU17_09810
ERR1913207.1776080__1.1776080	239935__A0A2N8HB50__CXU17_02615
ERR1913207.1776084__1.1776084	246787__A0A0P0GNB7__xyl4
ERR1913207.1776162__1.1776162	821__D4V4X2__DXC16_18525
ERR1913207.1776171__1.1776171	820__A0A3E4RUC4__DHU98_02635
ERR1913207.1776280__1.1776280	2108523__A0A2P2F8G3__LAWASA_2336
