ERR1912996.488__1.488	45851__D4RY81__BUTYVIB_00786
ERR1912996.4445349__1.4445349	1262936__R7J5J9__BN799_00247
ERR1912996.4445358__1.4445358	45851__D4S013__BHV86_10590
ERR1912996.4445502__1.4445502	1262936__R7J358__BN799_01390
ERR1912996.4445655__1.4445655	552398__T5S086__HMPREF0866_01580
ERR1912996.4445724__1.4445724	1262936__R7J146__BN799_01697
ERR1912996.4445960__1.4445960	1680__R5GZF2__DXC60_01925
ERR1912996.4446033__1.4446033	1262936__R7J146__BN799_01697
ERR1912996.4446228__1.4446228	1262988__R7N0Q0__BN816_00945
ERR1912996.4446220__1.4446220	45851__D4RYQ0__BUTYVIB_00958
ERR1912996.4446495__1.4446495	1262936__R7J0W9__BN799_00634
ERR1912996.4446865__1.4446865	1263027__R7AXQ2__BN699_01139
ERR1912996.4447145__1.4447145	1262936__R7J169__BN799_00083
ERR1912996.4447324__1.4447324	1628085__A0A1C5ZZM0__C7386_1133
ERR1912996.4447326__1.4447326	45851__D4RYZ4__BHV86_03155
ERR1912996.4447457__1.4447457	45851__R5LRK0__BUTYVIB_00520
ERR1912996.4447588__1.4447588	1655__A0A1Q8XN63__BKH25_09180
ERR1912996.4447641__1.4447641	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.4447676__1.4447676	1680__A1A2N8__LMG10734_1314
ERR1912996.4447742__1.4447742	216816__A0A374SVM3__BLSL_0492
ERR1912996.4447754__1.4447754	901__B6WXA0__aroE
ERR1912996.4447817__1.4447817	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912996.4447842__1.4447842	1263006__R6LK25__BN515_01963
ERR1912996.4447943__1.4447943	45851__R5LRY3__BUTYVIB_01906
ERR1912996.4448269__1.4448269	1660__A0A0V8RSD7__HMPREF0970_00448
ERR1912996.4448316__1.4448316	572010__rpoB
ERR1912996.4448398__1.4448398	328814__GCA_004558275.1_00056
ERR1912996.4448623__1.4448623	172901__A0A2U1ASZ8__C8D82_1208
ERR1912996.4448641__1.4448641	1897011__A0A1Q6RI70__BHW41_00995
ERR1912996.4448740__1.4448740	239935__R7E524__CXT91_06180
ERR1912996.4448814__1.4448814	1263000__R5EXT3__BN466_02213
ERR1912996.4448851__1.4448851	39491__C4Z9D4__DXD95_00055
ERR1912996.4449153__1.4449153	1680__A0A087DHN0__AL0462_1532
ERR1912996.4449289__1.4449289	147206__GCF_000156215.1_01776
ERR1912996.4449366__1.4449366	39491__A0A395ZDC6__addB
ERR1912996.4449408__1.4449408	39485__R5ZZA6__ERS852490_00168
ERR1912996.4450033__1.4450033	45851__R5LVD9__BHV86_05140
ERR1912996.4450107__1.4450107	301302__R5VEI6__cysA_2
ERR1912996.4450566__1.4450566	1262936__R7J3B1__BN799_00034
ERR1912996.4450690__1.4450690	1628085__A0A374VPL1__C7386_10315
ERR1912996.4450929__1.4450929	901__A0A1K1LG50__DESPIG_01817
ERR1912996.4450904__1.4450904	74426__groL
ERR1912996.4450951__1.4450951	1262936__R7IY41__BN799_00608
ERR1912996.4451327__1.4451327	292800__A0A1C7FPN3__B5F52_12070
ERR1912996.4451449__1.4451449	1262882__R5MHZ2__BN519_00742
ERR1912996.4451472__1.4451472	301302__A0A173S436__M72_16191
ERR1912996.4451479__1.4451479	1262936__R7J0Z2__BN799_00650
ERR1912996.4451832__1.4451832	1680__A0A174BEE7__BSTER_1311
ERR1912996.4452215__1.4452215	360807__C0FPV8__RIL183_29891
ERR1912996.4452516__1.4452516	1897011__A0A1Q6RH29__BHW41_01570
ERR1912996.4452985__1.4452985	901__B6WVN9__DESPIG_02157
ERR1912996.4453003__1.4453003	1550024__G9RZ52__TQ39_02420
ERR1912996.4453044__1.4453044	1680__A0A173W5Z2__DXC53_01290
ERR1912996.4453068__1.4453068	1262936__R7J1I2__BN799_01776
ERR1912996.4453332__1.4453332	40520__A0A396FSZ4__DXC87_11975
ERR1912996.4453414__1.4453414	1897011__A0A1Q6RF44__BHW41_03065
ERR1912996.4453488__1.4453488	74426__infB
ERR1912996.4453498__1.4453498	1262882__R5MSI7__BN519_01601
ERR1912996.4453665__1.4453665	301302__R5ULT1__ERS852420_02174
ERR1912996.4453710__1.4453710	1262936__R7IY33__BN799_00622
ERR1912996.4453742__1.4453742	1550024__A0A0D8J0L2__ASJ35_04680
ERR1912996.4453744__1.4453744	1262936__R7IYW6__BN799_00686
ERR1912996.4453966__1.4453966	901__B6WYA9__DHV46_06795
ERR1912996.4454165__1.4454165	1680__A0A087DHN0__AL0462_1532
ERR1912996.4454488__1.4454488	1897011__A0A1Q6RH37__BHW41_01795
ERR1912996.4454670__1.4454670	165179__W1I4H6__DXB80_13655
ERR1912996.4454834__1.4454834	853__A0A173T0Y8__CGS54_07215
ERR1912996.4454956__1.4454956	1262882__R5MSS9__BN519_01662
ERR1912996.4455015__1.4455015	214856__R5UN64__ERS852447_02669
ERR1912996.4455138__1.4455138	1262936__R7IY78__BN799_00717
ERR1912996.4455176__1.4455176	45851__D4S0Q4__lepB
ERR1912996.4455157__1.4455157	45851__D4S283__BUTYVIB_02205
ERR1912996.4455512__1.4455512	853__A0A173T751__C4N24_10280
ERR1912996.4455607__1.4455607	1897011__A0A1Q6RFH2__BHW41_03500
ERR1912996.4455796__1.4455796	45851__R5LHE7__BUTYVIB_00061
ERR1912996.4456026__1.4456026	1262936__R7J2B4__BN799_01114
ERR1912996.4456248__1.4456248	901__B6WVN9__DESPIG_02157
ERR1912996.4456501__1.4456501	1262936__R7J5X5__BN799_00356
ERR1912996.4456511__1.4456511	1262936__R7J5M9__BN799_00277
ERR1912996.4456558__1.4456558	45851__D4S283__BUTYVIB_02205
ERR1912996.4456770__1.4456770	2022527__A0A264Y8D3__CHL74_06055
ERR1912996.4456825__1.4456825	2022527__A0A264YAK6__CHL74_02645
ERR1912996.4456879__1.4456879	74426__purL
ERR1912996.4456933__1.4456933	74426__purL
ERR1912996.4457271__1.4457271	1262936__R7J5J9__BN799_00247
ERR1912996.4457328__1.4457328	1262882__R5MYI1__BN519_00416
ERR1912996.4457353__1.4457353	2022527__A0A264Y8R9__CHL74_05250
ERR1912996.4457366__1.4457366	1262936__R7IYJ1__BN799_00810
ERR1912996.4457542__1.4457542	301301__A0A395VAR4__yieL
ERR1912996.4457593__1.4457593	901__B6WXA0__aroE
ERR1912996.4457841__1.4457841	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912996.4457864__1.4457864	301302__A0A173TZN3__M72_00321
ERR1912996.4457948__1.4457948	1262936__R7J3B1__BN799_00034
ERR1912996.4457994__1.4457994	1262936__R7J0W9__BN799_00634
ERR1912996.4458090__1.4458090	74426__group_4823
ERR1912996.4458496__1.4458496	1628085__A0A374VPL1__C7386_10315
ERR1912996.4458550__1.4458550	74426__purL
ERR1912996.4458967__1.4458967	901__B6WQB0__DHV46_07090
ERR1912996.4459023__1.4459023	45851__D4S200__BHV86_07815
ERR1912996.4459102__1.4459102	1680__A0A174BH90__B0487_1759
ERR1912996.4459267__1.4459267	2045441__A0A2M9HGL7__CSQ87_03315
ERR1912996.4459320__1.4459320	214851__D1PKC5__SUBVAR_04800
ERR1912996.4459390__1.4459390	1628085__A0A2U1AX94__C7386_1283
ERR1912996.4459588__1.4459588	1262936__R7J1E6__BN799_01664
ERR1912996.4459859__1.4459859	100884__E7GFK3__DXB26_14415
ERR1912996.4460147__1.4460147	74426__rpoC
ERR1912996.4460385__1.4460385	301302__R5VFV9__ERS852420_01969
ERR1912996.4460489__1.4460489	1680__A7A7Z9__AAX71_05385
ERR1912996.4460498__1.4460498	1897011__A0A1Q6RGE1__BHW41_02880
ERR1912996.4460535__1.4460535	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1912996.4460613__1.4460613	28052__A0A174NHE1__spoIIIE
ERR1912996.4460709__1.4460709	1680__A0A173XYA2__B0703_0121
ERR1912996.4461060__1.4461060	357276__A0A076IRX7__HMPREF1064_00526
ERR1912996.4461272__1.4461272	1262882__R5MYP2__BN519_00435
ERR1912996.4461253__1.4461253	552398__F4XCQ4__HMPREF0866_01621
ERR1912996.4461398__1.4461398	1262911__R6GY78__BN557_00532
ERR1912996.4461503__1.4461503	1262936__R7IY33__BN799_00622
ERR1912996.4461488__1.4461488	1262911__R6GLA5__BN557_01456
ERR1912996.4461472__1.4461472	1262936__R7IY33__BN799_00622
ERR1912996.4461554__1.4461554	1680__A0A174BEE7__BSTER_1311
ERR1912996.4461725__1.4461725	216816__B7GPE8__I118_0062
ERR1912996.4461780__1.4461780	28117__R7JIY2__BHV66_06465
ERR1912996.4462118__1.4462118	39485__A0A174ZTY8__ycfH
ERR1912996.4462165__1.4462165	239935__A0A2N8I791__CXT99_09415
ERR1912996.4462540__1.4462540	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4462555__1.4462555	2022527__A0A264YA09__CHL74_03035
ERR1912996.4462575__1.4462575	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4462629__1.4462629	1263000__R5EXT3__BN466_02213
ERR1912996.4462851__1.4462851	853__A0A3E2U7E6__ERS852582_01640
ERR1912996.4462969__1.4462969	301302__A0A173UN64__manA_2
ERR1912996.4463127__1.4463127	1628085__A0A2U1BGN2__C7386_10147
ERR1912996.4463260__1.4463260	45851__D4RYK6__BHV86_00465
ERR1912996.4463276__1.4463276	1262936__R7J3N4__BN799_00434
ERR1912996.4463287__1.4463287	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.4463393__1.4463393	165179__R6CNX7__DXB80_02200
ERR1912996.4463402__1.4463402	45851__D4RYC5__BHV86_01930
ERR1912996.4463414__1.4463414	301302__A0A173R1Q9__M72_20711
ERR1912996.4463496__1.4463496	301302__R5V6L8__M72_16121
ERR1912996.4463706__1.4463706	901__B6WVN9__DESPIG_02157
ERR1912996.4464201__1.4464201	1735__A0A0E9EXE5__EUBIFOR_01739
ERR1912996.4464219__1.4464219	508460__GCF_000585335.1_00169
ERR1912996.4464227__1.4464227	901__B6WWW2__DESPIG_02583
ERR1912996.4464380__1.4464380	1680__A0A087DHN0__AL0462_1532
ERR1912996.4464383__1.4464383	28111__R5K5Y3__BACEGG_03205
ERR1912996.4464495__1.4464495	1680__A0A087DHN0__AL0462_1532
ERR1912996.4464476__1.4464476	1262882__R5N3T7__BN519_01188
ERR1912996.4465075__1.4465075	1262911__R6GTZ0__BN557_01437
ERR1912996.4465246__1.4465246	45851__D4RYI3__BHV86_01630
ERR1912996.4465574__1.4465574	1680__A0A374QDL4__LMG18897_0432
ERR1912996.4466204__1.4466204	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1912996.4466310__1.4466310	239935__A0A2N8HAQ1__DEF40_05290
ERR1912996.4466329__1.4466329	1262936__R7J354__BN799_00281
ERR1912996.4466331__1.4466331	239935__A0A139TPD4__CXT86_06450
ERR1912996.4466392__1.4466392	165179__A0A3E5DV57__DXB80_11400
ERR1912996.4466486__1.4466486	1262911__R6HHR1__BN557_01622
ERR1912996.4466579__1.4466579	1897011__A0A1Q6RH97__BHW41_01945
ERR1912996.4466995__1.4466995	1262936__R7J2E3__BN799_00170
ERR1912996.4467111__1.4467111	45851__D4S1B2__BHV86_08920
ERR1912996.4467160__1.4467160	239935__A0A2N8I1R3__CXU05_06075
ERR1912996.4467429__1.4467429	74426__nifJ
ERR1912996.4467432__1.4467432	901__B6WXA0__aroE
ERR1912996.4467502__1.4467502	1628085__A0A396QCK7__C7386_10670
ERR1912996.4467782__1.4467782	301302__R5UIY5__M72_17461
ERR1912996.4467785__1.4467785	39488__C0EXY6__ltaS1_2
ERR1912996.4468009__1.4468009	39488__A0A285Q0V4__paaK_1
ERR1912996.4468442__1.4468442	853__C7H1R8__DW905_06675
ERR1912996.4468810__1.4468810	172901__A0A2U1B3W1__C8D82_10959
ERR1912996.4468954__1.4468954	35833__E5Y6S3__HMPREF0179_01886
ERR1912996.4469161__1.4469161	74426__purL
ERR1912996.4469483__1.4469483	239935__A0A2N8IU45__DEF40_02365
ERR1912996.4469538__1.4469538	39485__A0A174ZQ05__EUBELI_01606
ERR1912996.4469676__1.4469676	40518__R5DV58__htrA
ERR1912996.4469823__1.4469823	901__B6WVE0__DESPIG_02056
ERR1912996.4469951__1.4469951	1299998__GCA_001494635.1_00296
ERR1912996.4470469__1.4470469	1262882__R5MYP8__BN519_00439
ERR1912996.4470604__1.4470604	39485__R5ZPP8__EUBELI_20334
ERR1912996.4470953__1.4470953	74426__infB
ERR1912996.4471410__1.4471410	1262924__R7HRJ9__BN585_00557
ERR1912996.4471489__1.4471489	1550024__G9RT56__TQ39_09200
ERR1912996.4471563__1.4471563	45851__D4RZ40__BHV86_03390
ERR1912996.4471663__1.4471663	74426__nifJ
ERR1912996.4471719__1.4471719	39485__C4Z2I5__ERS852492_02214
ERR1912996.4471807__1.4471807	572010__sigA
ERR1912996.4471865__1.4471865	1262911__R6GPA3__BN557_00827
ERR1912996.4471997__1.4471997	1263011__R6DZ06__BN553_00907
ERR1912996.4472082__1.4472082	74426__group_4823
ERR1912996.4472119__1.4472119	1628085__A0A1C5ZMG9__C7386_104116
ERR1912996.4472209__1.4472209	216816__A0A087BBV6__BFS26_06210
ERR1912996.4472327__1.4472327	74426__rpoC
ERR1912996.4472441__1.4472441	1262936__R7J5M6__BN799_00272
ERR1912996.4472942__1.4472942	901__B6WYA9__DHV46_06795
ERR1912996.4473198__1.4473198	1262936__R7J0V7__BN799_01561
ERR1912996.4473592__1.4473592	74426__purL
ERR1912996.4473610__1.4473610	1897011__A0A1Q6RDX8__BHW41_05330
ERR1912996.4473865__1.4473865	33043__A8SWZ6__ERS852386_02582
ERR1912996.4473905__1.4473905	1680__A0A173YLK6__BAD_0868
ERR1912996.4474333__1.4474333	1262919__R5P777__BN465_01262
ERR1912996.4474288__1.4474288	74426__nifJ
ERR1912996.4474672__1.4474672	1262882__R5N4D8__BN519_01497
ERR1912996.4474629__1.4474629	301302__A0A0M6W9I4__M72_19871
ERR1912996.4474759__1.4474759	1628085__A0A396MQV4__C7386_1213
ERR1912996.4474980__1.4474980	28052__A0A174JKH6__hisZ
ERR1912996.4475156__1.4475156	40518__R5E4X5__RB5AMG_01438
ERR1912996.4475433__1.4475433	1680__A0A076JNH5__DXC60_03835
ERR1912996.4475775__1.4475775	40518__R5DX93__DXD93_03055
ERR1912996.4475818__1.4475818	1263027__R6ZMS6__BN699_00461
ERR1912996.4475882__1.4475882	384639__GCA_003096855.1_00995
ERR1912996.4476091__1.4476091	45851__D4S1P9__BUTYVIB_02021
ERR1912996.4476314__1.4476314	45851__D4RWG7__BUTYVIB_00298
ERR1912996.4476358__1.4476358	1897011__A0A1Q6RDW7__BHW41_05280
ERR1912996.4476834__1.4476834	1262882__R5MIY9__BN519_01097
ERR1912996.4476896__1.4476896	4932__P06776__PDE2
ERR1912996.4476991__1.4476991	147206__GCF_000156215.1_01775
ERR1912996.4477258__1.4477258	39485__C4Z434__tilS
ERR1912996.4477396__1.4477396	901__B6WVN3__DHV46_02690
ERR1912996.4477449__1.4477449	446660__GCA_003428235.1_00227
ERR1912996.4477709__1.4477709	1628085__A0A374VS54__C7386_101156
ERR1912996.4477756__1.4477756	1680__A0A0C2VBJ4__birA
ERR1912996.4477813__1.4477813	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.4477854__1.4477854	239935__A0A2N8I7W6__CXT90_04245
ERR1912996.4477906__1.4477906	301302__R5V4M3__ERS852420_01171
ERR1912996.4477891__1.4477891	901__B6WXH2__DESPIGER_1643
ERR1912996.4477899__1.4477899	901__B6WXH2__DESPIGER_1643
ERR1912996.4478060__1.4478060	1680__A1A1R1__BIFADO_00076
ERR1912996.4478185__1.4478185	74426__nifJ
ERR1912996.4478304__1.4478304	901__B6WXK8__DESPIG_02835
ERR1912996.4478298__1.4478298	239935__A0A2N8IUQ8__CXU09_01665
ERR1912996.4478349__1.4478349	1628085__A0A2U1BEZ3__C7386_103130
ERR1912996.4478482__1.4478482	1550024__A0A0W7TR84__TQ39_05305
ERR1912996.4478499__1.4478499	1262882__R5N0J9__BN519_00773
ERR1912996.4478520__1.4478520	1262911__R6GPC5__BN557_00852
ERR1912996.4478567__1.4478567	626940__E8LGD9__cdsA
ERR1912996.4478722__1.4478722	2022527__A0A264Y8G4__CHL74_05770
ERR1912996.4478819__1.4478819	216816__D6DC91__DXC72_07710
ERR1912996.4478872__1.4478872	1628085__A0A3E2XTK8__C7386_10217
ERR1912996.4478974__1.4478974	1262959__R5Y2W4__BN680_00219
ERR1912996.4478985__1.4478985	1897011__A0A1Q6REZ1__BHW41_04525
ERR1912996.4479049__1.4479049	820__A0A1T4IY80__ERS852554_01621
ERR1912996.4479234__1.4479234	1262936__R7J2B4__BN799_01114
ERR1912996.4479256__1.4479256	147206__GCF_000156215.1_01774
ERR1912996.4479478__1.4479478	1262936__R7J1R1__BN799_00897
ERR1912996.4479607__1.4479607	39491__A0A396FMT0__EUBREC_3020
ERR1912996.4479861__1.4479861	301302__A0A0M6WH46__M72_23101
ERR1912996.4480030__1.4480030	1680__A0A173XYA2__B0703_0121
ERR1912996.4480240__1.4480240	28052__A0A174PF05__ERS852451_02043
ERR1912996.4480244__1.4480244	1262936__R7IYW8__BN799_00842
ERR1912996.4480493__1.4480493	45851__D4S1B2__BHV86_08920
ERR1912996.4480510__1.4480510	147206__GCF_000156215.1_01775
ERR1912996.4480592__1.4480592	2022527__A0A264YA09__CHL74_03035
ERR1912996.4480974__1.4480974	45851__D4S1B2__BHV86_08920
ERR1912996.4481151__1.4481151	209880__A0A1G5UW97__SAMN02910343_00185
ERR1912996.4481122__1.4481122	1262924__R7HQD9__BN585_00129
ERR1912996.4481272__1.4481272	28111__R5JPF7__BACEGG_02051
ERR1912996.4481314__1.4481314	2022527__A0A264YA19__CHL74_03075
ERR1912996.4481462__1.4481462	1680__A0A0B5BIU5__BSTER_0145
ERR1912996.4481844__1.4481844	901__B6WVX9__DESPIG_02247
ERR1912996.4482224__1.4482224	1262936__R7J5J9__BN799_00247
ERR1912996.4482290__1.4482290	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1912996.4482425__1.4482425	1262936__R7J281__BN799_01079
ERR1912996.4482762__1.4482762	1628085__A0A2U1BGN2__C7386_10147
ERR1912996.4482801__1.4482801	39485__A0A174Z768__ERS852492_00306
ERR1912996.4482986__1.4482986	1680__A0A0B5BKZ3__DXD60_01450
ERR1912996.4483324__1.4483324	239935__A0A2N8HQR1__Amuc_0287
ERR1912996.4483650__1.4483650	239935__A0A2N8HAQ1__DEF40_05290
ERR1912996.4483659__1.4483659	1262924__R7HUG0__BN585_00790
ERR1912996.4483832__1.4483832	1897011__A0A1Q6RBR7__BHW41_06875
ERR1912996.4483888__1.4483888	1262936__R7IY78__BN799_00717
ERR1912996.4483922__1.4483922	301302__R5UTE0__ERS852420_02625
ERR1912996.4484013__1.4484013	1262992__R5DG08__BN795_00475
ERR1912996.4484021__1.4484021	166486__D4KUC4__arcB_1
ERR1912996.4484024__1.4484024	301302__A0A173T8V6__ERS852420_01966
ERR1912996.4484089__1.4484089	301302__A0A173R6H4__M72_21671
ERR1912996.4484144__1.4484144	1150298__A0A173YHI7__ERS852406_00466
ERR1912996.4484149__1.4484149	1680__A0A174BEE7__BSTER_1311
ERR1912996.4484212__1.4484212	39485__A0A174Z768__ERS852492_00306
ERR1912996.4484249__1.4484249	106588__A6P303__BACCAP_04887
ERR1912996.4484406__1.4484406	1897011__A0A1Q6REZ1__BHW41_04525
ERR1912996.4484808__1.4484808	1262924__R7HQ14__BN585_00419
ERR1912996.4484838__1.4484838	901__A0A1K1LG50__DESPIG_01817
ERR1912996.4484946__1.4484946	74426__pta
ERR1912996.4485279__1.4485279	1680__R5GR82__AD0028_0014
ERR1912996.4485428__1.4485428	1628085__A0A2U1BGX7__C7386_101149
ERR1912996.4485421__1.4485421	239935__A0A2N8HAQ1__DEF40_05290
ERR1912996.4485577__1.4485577	1897011__A0A1Q6REZ1__BHW41_04525
ERR1912996.4485972__1.4485972	74426__rpoB
ERR1912996.4486105__1.4486105	216816__A0A396FRQ5__DD678_01245
ERR1912996.4486512__1.4486512	1262919__R5PF05__BN465_01997
ERR1912996.4486516__1.4486516	1262882__R5N1L4__BN519_00757
ERR1912996.4486768__1.4486768	1680__A0A174BEE7__BSTER_1311
ERR1912996.4486784__1.4486784	1897011__A0A1Q6RIP7__BHW41_00530
ERR1912996.4486812__1.4486812	246787__A0A3D6AXG0__BACCELL_01743
ERR1912996.4486829__1.4486829	1628085__A0A2U1BHS7__C7386_101494
ERR1912996.4486877__1.4486877	74426__rpoC
ERR1912996.4486895__1.4486895	147206__GCF_000156215.1_01776
ERR1912996.4486911__1.4486911	1262911__R6GPC5__BN557_00852
ERR1912996.4487004__1.4487004	1680__A0A087DHN0__AL0462_1532
ERR1912996.4487089__1.4487089	1897011__A0A1Q6RIN7__BHW41_00540
ERR1912996.4487261__1.4487261	147206__GCF_000156215.1_01774
ERR1912996.4487576__1.4487576	1550024__G9RTW4__TQ39_08265
ERR1912996.4487596__1.4487596	2292352__A0A374UKS9__DXC23_09320
ERR1912996.4487673__1.4487673	1680__A0A174BEE7__BSTER_1311
ERR1912996.4487791__1.4487791	901__B6WRD8__DHV46_04960
ERR1912996.4488060__1.4488060	1680__A0A087DHN0__AL0462_1532
ERR1912996.4488063__1.4488063	239935__A0A139TQT9__Amuc_1197
ERR1912996.4488149__1.4488149	1680__A0A087DHN0__AL0462_1532
ERR1912996.4488155__1.4488155	147206__GCF_000156215.1_01777
ERR1912996.4488183__1.4488183	74426__group_4823
ERR1912996.4488205__1.4488205	165179__R6CNX7__DXB80_02200
ERR1912996.4488265__1.4488265	301302__R5USI9__prsA3
ERR1912996.4488267__1.4488267	1262882__R5MRT2__BN519_01494
ERR1912996.4488385__1.4488385	39485__A0A174YSU1__ERS852492_00576
ERR1912996.4488640__1.4488640	1680__A0A173Y6N7__yhaH
ERR1912996.4488710__1.4488710	853__E2ZGD9__C7J97_11715
ERR1912996.4488722__1.4488722	508460__GCF_000585335.1_00075
ERR1912996.4488853__1.4488853	1262936__R7IZC2__BN799_01006
ERR1912996.4488823__1.4488823	1262936__R7IY41__BN799_00608
ERR1912996.4488983__1.4488983	39491__A0A396FPV7__ERS852580_01177
ERR1912996.4489376__1.4489376	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912996.4489564__1.4489564	1262936__R7J2N8__BN799_01236
ERR1912996.4490178__1.4490178	1897011__A0A1Q6RE56__BHW41_04765
ERR1912996.4490439__1.4490439	1262911__R6GPB1__BN557_00837
ERR1912996.4490474__1.4490474	1680__R5GRA4__ERS852382_01548
ERR1912996.4490763__1.4490763	301302__R5V5K3__M72_10541
ERR1912996.4490939__1.4490939	1262936__R7J354__BN799_00281
ERR1912996.4491205__1.4491205	1680__A0A174BEE7__BSTER_1311
ERR1912996.4491436__1.4491436	901__A0A1K1LGQ2__DESPIG_02072
ERR1912996.4491489__1.4491489	1262936__R7J0S3__BN799_01459
ERR1912996.4491525__1.4491525	1680__A0A087DLC6__C8077_00815
ERR1912996.4491769__1.4491769	1262936__R7J3N4__BN799_00434
ERR1912996.4492067__1.4492067	74426__nifJ
ERR1912996.4492103__1.4492103	1628085__A0A1C6CGB4__C7386_11411
ERR1912996.4492161__1.4492161	1897011__A0A1Q6REW8__BHW41_04435
ERR1912996.4492184__1.4492184	1262882__R5MQ63__BN519_01173
ERR1912996.4492198__1.4492198	1262911__R6H0S8__BN557_01079
ERR1912996.4492490__1.4492490	1263000__R5EXT3__BN466_02213
ERR1912996.4492938__1.4492938	745368__A0A1T4XL82__SAMN02745178_01984
ERR1912996.4493434__1.4493434	901__B6WVX9__DESPIG_02247
ERR1912996.4493834__1.4493834	1262911__R6GN99__BN557_01784
ERR1912996.4494083__1.4494083	1262911__R6GY78__BN557_00532
ERR1912996.4494256__1.4494256	239935__A0A139TPG3__CXT86_08810
ERR1912996.4494348__1.4494348	165179__A0A3E4SG51__DXC61_10575
ERR1912996.4494624__1.4494624	1263000__R5EKG2__BN466_02040
ERR1912996.4494891__1.4494891	1262882__R5MK82__BN519_00260
ERR1912996.4494877__1.4494877	1680__R5GZF2__DXC60_01925
ERR1912996.4495360__1.4495360	1680__A0A076JNH5__DXC60_03835
ERR1912996.4495468__1.4495468	1262882__R5N2A9__BN519_00921
ERR1912996.4495501__1.4495501	901__B6WXG9__DESPIG_02795
ERR1912996.4495747__1.4495747	239935__A0A2N8I9P4__CXT85_05050
ERR1912996.4495832__1.4495832	1628085__A0A2U1BAW1__C7386_11048
ERR1912996.4496095__1.4496095	1680__A0A087DHN0__AL0462_1532
ERR1912996.4496141__1.4496141	901__B6WUI5__DESPIGER_1817
ERR1912996.4496167__1.4496167	1262936__R7J048__BN799_01270
ERR1912996.4496296__1.4496296	2173__A0A1D2WUQ6__METSMIF1_02304
ERR1912996.4496306__1.4496306	45851__D4RZ40__BHV86_03390
ERR1912996.4496448__1.4496448	2022527__A0A264Y7D2__CHL74_07285
ERR1912996.4496540__1.4496540	1550024__A0A0D8IU01__TQ39_19670
ERR1912996.4496614__1.4496614	1262936__R7IYH4__BN799_00795
ERR1912996.4496672__1.4496672	1550024__A0A3B9WIA4__TQ39_14495
ERR1912996.4496833__1.4496833	1262911__R6GVD4__BN557_01470
ERR1912996.4496847__1.4496847	39485__A0A174ZPJ9__tig_2
ERR1912996.4496936__1.4496936	39485__R5ZYJ0__ERS852492_00222
ERR1912996.4496941__1.4496941	901__B6WV45__DESPIGER_1962
ERR1912996.4497307__1.4497307	328814__GCA_004558275.1_00056
ERR1912996.4497504__1.4497504	1262911__R6GS70__BN557_00854
ERR1912996.4497623__1.4497623	853__C7H7F5__DWZ46_01780
ERR1912996.4497688__1.4497688	901__B6WRL8__epaO
ERR1912996.4497707__1.4497707	33039__D4M5E1__ERS852577_03873
ERR1912996.4497723__1.4497723	1262936__R7J1V8__BN799_00957
ERR1912996.4497856__1.4497856	39485__C4Z0B2__EUBELI_01024
ERR1912996.4498201__1.4498201	1262988__R7N406__BN816_02285
ERR1912996.4498301__1.4498301	74426__rpoB
ERR1912996.4498515__1.4498515	572010__hgdC_1
ERR1912996.4498539__1.4498539	1897011__A0A1Q6RH29__BHW41_01570
ERR1912996.4498601__1.4498601	1262882__R5N526__BN519_01603
ERR1912996.4498679__1.4498679	40518__R5DUG7__sbcC
ERR1912996.4499361__1.4499361	39491__A0A395ZKJ0__DXD13_11010
ERR1912996.4499499__1.4499499	39491__A0A395ZKJ0__DXD13_11010
ERR1912996.4499551__1.4499551	28052__A0A174JKH6__hisZ
ERR1912996.4499518__1.4499518	40518__R5DS23__DXD86_01715
ERR1912996.4499591__1.4499591	1897011__A0A1Q6REW8__BHW41_04435
ERR1912996.4499682__1.4499682	1897011__A0A1Q6RH29__BHW41_01570
ERR1912996.4499856__1.4499856	1263000__R5EGP9__BN466_01419
ERR1912996.4499836__1.4499836	1262911__R6GLA5__BN557_01456
ERR1912996.4499844__1.4499844	1262741__R6CJ39__BN697_02147
ERR1912996.4500248__1.4500248	39485__A0A174ZPH7__ERS852490_01992
ERR1912996.4500390__1.4500390	821__A0A0P0M2J4__DXD46_10295
ERR1912996.4500546__1.4500546	40518__R5E0G0__RBATCC27255_01787
ERR1912996.4500589__1.4500589	39485__C4Z6F3__EUBELI_20400
ERR1912996.4500681__1.4500681	147206__GCF_000156215.1_01777
ERR1912996.4500720__1.4500720	1680__A0A173XYA2__B0703_0121
ERR1912996.4500790__1.4500790	165179__D1PGU8__PREVCOP_06463
ERR1912996.4501106__1.4501106	1680__R5GRA4__ERS852382_01548
ERR1912996.4501211__1.4501211	1262924__R7HUG0__BN585_00790
ERR1912996.4501401__1.4501401	216816__A0A083XFS3__APC1472_0413
