ERR1913260.118__1.118	39488__A0A173UQ83__mutY
ERR1913260.680358__1.680358	239935__A0A2N8IUW6__Amuc_1525
ERR1913260.680593__1.680593	301302__R5UMB9__M72_25011
ERR1913260.680876__1.680876	1232426__group_1456
ERR1913260.680896__1.680896	74426__purL
ERR1913260.681063__1.681063	45851__D4RYC5__BHV86_01930
ERR1913260.681086__1.681086	45851__D4S141__BHV86_05760
ERR1913260.681196__1.681196	1263107__GCA_000436995.1_00213
ERR1913260.681490__1.681490	45851__D4RWJ7__BHV86_05950
ERR1913260.681543__1.681543	357276__B6VVS0__HMPREF1064_03951
ERR1913260.681544__1.681544	28025__D3R6X2__BAAM0499_07350
ERR1913260.681802__1.681802	39491__A0A174LTW7__DXD13_08720
ERR1913260.681903__1.681903	1550024__A0A3B9WEL2__TQ39_11090
ERR1913260.682179__1.682179	39491__A0A395ZHV7__ykvU
ERR1913260.682142__1.682142	2173__A0A1D2WVW7__Msm_0828
ERR1913260.682341__1.682341	357276__A0A076INK2__BSEG_04225
ERR1913260.682390__1.682390	1262848__R6U7R7__BN818_01043
ERR1913260.682449__1.682449	418240__C6JFB3__ERS852523_02503
ERR1913260.682450__1.682450	418240__C6JFB3__ERS852523_02503
ERR1913260.682457__1.682457	1263107__GCA_000436995.1_00208
ERR1913260.682569__1.682569	216816__V6XY04__APK78_02285
ERR1913260.682550__1.682550	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913260.682647__1.682647	820__A0A139KH21__DXC80_01780
ERR1913260.682677__1.682677	39491__A0A173U130__ERE_16110
ERR1913260.682926__1.682926	1262848__R6VF33__BN818_01266
ERR1913260.683183__1.683183	216816__A0A395XZB7__DXD37_04075
ERR1913260.683210__1.683210	28117__B0MT84__ALIPUT_00402
ERR1913260.683243__1.683243	28025__D3R7B4__CDD75_01389
ERR1913260.683376__1.683376	384638__B7AT21__BACPEC_01289
ERR1913260.683425__1.683425	2173__A0A1D2WT40__METSMIALI_00302
ERR1913260.683666__1.683666	39491__A0A396FRE7__EUR_27520
ERR1913260.683678__1.683678	1150298__A0A173ZI89__ERS852498_03535
ERR1913260.684128__1.684128	39491__C4Z9Y3__ERS852417_01808
ERR1913260.684159__1.684159	76517__A7HZP8__NCTC13146_00120
ERR1913260.684362__1.684362	1263107__GCA_000436995.1_00097
ERR1913260.684419__1.684419	1681__K2IQE2__uvrD
ERR1913260.684506__1.684506	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913260.684560__1.684560	39491__A0A395UZ89__DXB72_12805
ERR1913260.684732__1.684732	216816__A0A2U0BLP0__tsaB
ERR1913260.684960__1.684960	1550024__G9RQ59__TQ39_14360
ERR1913260.685307__1.685307	853__A0A2A6Z8X1__FPR_03410
ERR1913260.685408__1.685408	39491__A0A396FUZ3__phoR_1
ERR1913260.685527__1.685527	39488__R6GBC5__DXD91_06450
ERR1913260.685780__1.685780	1550024__G9RXV5__TQ39_13455
ERR1913260.685805__1.685805	28116__E5C3L0__B5F02_21065
ERR1913260.685965__1.685965	28117__B0MTI4__ALIPUT_00084
ERR1913260.686037__1.686037	29361__B6FRT6__CLONEX_02860
ERR1913260.686339__1.686339	1150298__A0A174SZP5__ERS852535_02327
ERR1913260.686557__1.686557	1150298__A0A174HD82__yusO_2
ERR1913260.686646__1.686646	1263000__R5EFJ5__BN466_01372
ERR1913260.686720__1.686720	820__R9HXK9__DXB62_08265
ERR1913260.686954__1.686954	39491__A0A173QT73__alaS_2
ERR1913260.687094__1.687094	216816__A0A061M1M5__HMPREF0177_01046
ERR1913260.687099__1.687099	384639__GCA_003096855.1_00253
ERR1913260.687232__1.687232	1550024__G9RXH7__TQ39_11565
ERR1913260.687261__1.687261	39492__D4JWI6__EUBSIR_01073
ERR1913260.687307__1.687307	1262736__R5Y2W2__BN496_01173
ERR1913260.687472__1.687472	1262942__R7QX36__BN520_01383
ERR1913260.687635__1.687635	1304__A0A2I1TK21__TZ99_00611
ERR1913260.687692__1.687692	410072__A0A174J5N8__sbcC
ERR1913260.687799__1.687799	853__E2ZGD9__C7J97_11715
ERR1913260.688192__1.688192	39491__A0A174LTW7__DXD13_08720
ERR1913260.688483__1.688483	184870__W1TM78__CYK25_09255
ERR1913260.688644__1.688644	1897011__A0A1Q6RI70__BHW41_00995
ERR1913260.689044__1.689044	1262882__R5MPJ1__BN519_01023
ERR1913260.689123__1.689123	1262924__R7HLU6__BN585_01291
ERR1913260.689368__1.689368	39486__B0G1X2__DXC93_11150
ERR1913260.689394__1.689394	116085__D4JBM5__DW747_01240
ERR1913260.689539__1.689539	1150298__A0A174PLY5__ERS852406_01056
ERR1913260.689818__1.689818	29361__B6FKH5__CLONEX_00621
ERR1913260.690029__1.690029	46503__R6X5W5__HMPREF1078_03156
ERR1913260.690121__1.690121	1150298__R7JRK4__ERS852406_01648
ERR1913260.690174__1.690174	1262911__R6GIB9__BN557_01439
ERR1913260.690206__1.690206	410072__A0A174HCW3__ERS852574_00529
ERR1913260.690150__1.690150	1550024__A0A0W7TUB9__TQ39_04420
ERR1913260.690469__1.690469	39491__A0A395UYM9__DXC13_07980
ERR1913260.690598__1.690598	418240__A0A174E8U8__sigM_3
ERR1913260.690515__1.690515	39491__A0A396FEV5__EUR_24750
ERR1913260.690713__1.690713	46228__V8BRH7__RUMLAC_01261
ERR1913260.690781__1.690781	239935__R6JAS2__CXU02_10725
ERR1913260.691055__1.691055	1150298__R7JU97__ERS852498_02579
ERR1913260.691084__1.691084	1550024__A0A0D8IY45__ASJ35_05575
ERR1913260.691098__1.691098	1263107__GCA_000436995.1_00208
ERR1913260.691381__1.691381	39488__A0A285PT25__EUBHAL_01908
ERR1913260.691397__1.691397	239935__A0A3F3K985__CXT98_05805
ERR1913260.691641__1.691641	78343__A0A086ZPF2__BBOU_0532
ERR1913260.691576__1.691576	39491__A0A174IJH1__DXB76_01865
ERR1913260.691725__1.691725	1150298__R7JT48__gsiA_6
ERR1913260.691734__1.691734	39488__A0A173SK21__EUBHAL_00799
ERR1913260.691742__1.691742	1680__A0A374QDL4__LMG18897_0432
ERR1913260.691882__1.691882	1262848__R6TXS3__BN818_00318
ERR1913260.691983__1.691983	1680__A0A0B5BME4__DXD63_05015
ERR1913260.691920__1.691920	28117__B0MXR1__BHV66_08035
ERR1913260.691971__1.691971	216816__C2GW26__chb
ERR1913260.692259__1.692259	40518__R5DXH2__DXD83_10135
ERR1913260.692192__1.692192	239935__A0A2N8IHY1__CXU06_00035
ERR1913260.692226__1.692226	1262848__R6UBC5__BN818_01849
ERR1913260.692297__1.692297	1308__Q5M5Z8__STACADC2_0257
ERR1913260.692312__1.692312	239935__A0A2N8HH03__CXU09_08875
ERR1913260.692754__1.692754	357276__I8VN48__ABI39_07855
ERR1913260.692925__1.692925	45851__D4RWP4__BHV86_06190
ERR1913260.693022__1.693022	39491__R6TQ09__DXC13_03010
ERR1913260.693083__1.693083	1262924__R7HU74__BN585_00690
ERR1913260.693298__1.693298	357276__A0A076IRX4__ABI39_13585
ERR1913260.693271__1.693271	1262924__R7HQS1__BN585_00657
ERR1913260.693396__1.693396	357276__I9FGI3__EL88_12385
ERR1913260.693476__1.693476	454155__F3QX11__HMPREF9442_02745
ERR1913260.693598__1.693598	387661__K6AET8__HMPREF1077_00420
ERR1913260.693660__1.693660	1680__A1A132__B0703_0684
ERR1913260.693751__1.693751	40518__R5DUU8__DXD86_08440
ERR1913260.693791__1.693791	1262911__R6H1A6__BN557_01286
ERR1913260.694089__1.694089	649756__D4MW45__DCR88_11455
ERR1913260.694249__1.694249	239935__A0A2N8ITW6__CXT91_06265
ERR1913260.694378__1.694378	40518__R5E0F2__RBATCC27255_01890
ERR1913260.694552__1.694552	1680__A0A0B5BHY4__DXD63_03525
ERR1913260.694711__1.694711	33043__A0A174B7D6__ERS852400_01331
ERR1913260.694669__1.694669	853__A0A3E2U7E6__ERS852582_01640
ERR1913260.694883__1.694883	1262882__R5N1T9__BN519_00804
ERR1913260.694884__1.694884	1262882__R5N1T9__BN519_00804
ERR1913260.694929__1.694929	1263107__GCA_000436995.1_00173
ERR1913260.694988__1.694988	1263000__R5EXT3__BN466_02213
ERR1913260.695085__1.695085	1262992__R5DBL4__BN795_01435
ERR1913260.695330__1.695330	820__A0A3E4RU03__M093_0563
ERR1913260.695435__1.695435	1262848__R6V8P9__BN818_00594
ERR1913260.695523__1.695523	1262848__R6VK39__BN818_01786
ERR1913260.695534__1.695534	1262848__R6U092__BN818_00195
ERR1913260.695746__1.695746	28118__F9Z5N6__SAMEA44545918_01718
ERR1913260.695906__1.695906	1263107__GCA_000436995.1_00230
ERR1913260.695917__1.695917	1262848__R6UA76__BN818_01720
ERR1913260.696047__1.696047	40518__R5DV58__htrA
ERR1913260.696052__1.696052	40518__R5DVV1__RBATCC27255_00999
ERR1913260.696138__1.696138	1262848__R6U2B6__BN818_00428
ERR1913260.696092__1.696092	1263107__GCA_000436995.1_00213
ERR1913260.696152__1.696152	1262924__R7HP98__BN585_02065
ERR1913260.696393__1.696393	1262736__R5Z0U2__BN496_00382
ERR1913260.696433__1.696433	246787__A0A3D6AZX0__BACCELL_00122
ERR1913260.696655__1.696655	1262882__R5N349__BN519_01037
ERR1913260.696675__1.696675	706562__GCA_900112995.1_00569
ERR1913260.696694__1.696694	357276__I8VQA2__HMPREF1065_04183
ERR1913260.696705__1.696705	322505__xre_3
ERR1913260.696857__1.696857	1681__A0A292G5S9__BBPR_1493
ERR1913260.697369__1.697369	39491__C4ZC33__DXC13_11585
ERR1913260.697489__1.697489	418240__D4LQH5__ERS852478_00800
ERR1913260.697983__1.697983	1263011__R6DVN3__BN553_00336
ERR1913260.698073__1.698073	74426__purL
ERR1913260.698129__1.698129	1262848__R6UNC8__BN818_01440
ERR1913260.698310__1.698310	28025__A0A0L7CZ90__BAAA27536_03300
ERR1913260.698366__1.698366	907__G0VN70__CJO36_02960
ERR1913260.698578__1.698578	39491__A0A173VYV1__DXC13_02710
ERR1913260.698657__1.698657	39488__A0A173UIN4__EUBHAL_00539
ERR1913260.698679__1.698679	1262736__R5Y3Y0__BN496_01937
ERR1913260.698772__1.698772	40520__R7DC80__RUMOBE_00153
ERR1913260.698887__1.698887	239935__A0A2N8I6R6__CXU04_04335
ERR1913260.698955__1.698955	74426__group_4851
ERR1913260.699193__1.699193	853__E2ZGD9__C7J97_11715
ERR1913260.699214__1.699214	28025__D3R7Q6__Balac_0120
ERR1913260.699284__1.699284	239935__A0A2N8HPS5__Amuc_0950
ERR1913260.699311__1.699311	39491__C4ZF05__vpr
ERR1913260.699419__1.699419	1262848__R6V5C0__BN818_00210
ERR1913260.699555__1.699555	1263006__R6LWP7__BN515_00823
ERR1913260.699565__1.699565	301301__A0A174G0R7__RHOM_09270
ERR1913260.699787__1.699787	1262886__R6QA41__BN563_00163
ERR1913260.699799__1.699799	2173__A0A1D2WR01__Msm_0221
ERR1913260.699781__1.699781	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913260.699853__1.699853	39492__D4JWB3__EUBSIR_00040
ERR1913260.699848__1.699848	39488__C0EXY6__ltaS1_2
ERR1913260.699953__1.699953	88431__A6BFJ3__ERS852408_01680
ERR1913260.699986__1.699986	418240__A0A174B589__ERS852523_01681
ERR1913260.700497__1.700497	630129__A0A3E5HJB5__AH68_08040
ERR1913260.700549__1.700549	1680__A0A087DHN0__AL0462_1532
ERR1913260.700596__1.700596	28117__R7JJM9__ALIPUT_00662
ERR1913260.700771__1.700771	357276__I8VLL2__HMPREF1065_03395
ERR1913260.700839__1.700839	1150298__A0A174GJF6__bglX_2
ERR1913260.701061__1.701061	2173__A0A1D2WWQ7__METSMIF1_03169
ERR1913260.701085__1.701085	1897011__A0A1Q6REX7__BHW41_04490
ERR1913260.701239__1.701239	76489__A0A1E8EUC5__CLOACE_23150
ERR1913260.701305__1.701305	820__A0A139KHD8__ERS417307_00569
ERR1913260.701645__1.701645	556259__E5C8M5__BSGG_2976
ERR1913260.701691__1.701691	1262848__R6U9R7__BN818_00481
ERR1913260.701907__1.701907	1262924__R7HQB3__BN585_00435
ERR1913260.702184__1.702184	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913260.702201__1.702201	39491__A0A395ZG74__licR
ERR1913260.702234__1.702234	28111__E5X120__NCTC11155_02427
ERR1913260.702347__1.702347	1262687__R7M2I9__BN701_01612
ERR1913260.702329__1.702329	46503__R6X8R7__PARMER_00141
ERR1913260.702448__1.702448	45851__D4S0F7__BUTYVIB_01576
ERR1913260.702681__1.702681	301302__R5UKP4__cbiT
ERR1913260.702610__1.702610	74426__group_4823
ERR1913260.703061__1.703061	33043__A0A173ZXG0__ERS852400_00169
ERR1913260.703143__1.703143	39486__G1WUB8__DXD82_09390
ERR1913260.703170__1.703170	1263000__R5EKR3__BN466_00099
ERR1913260.703203__1.703203	301301__A0A395VAX9__ERS852391_01264
ERR1913260.703494__1.703494	1150298__A0A174PC05__ERS852498_00682
ERR1913260.703545__1.703545	446660__GCA_003428235.1_02337
ERR1913260.703517__1.703517	239935__A0A2N8ITW6__CXT91_06265
ERR1913260.703729__1.703729	1550024__A0A0D8J084__TQ39_06930
ERR1913260.703817__1.703817	2173__A0A1D2WUJ0__Msm_1370
ERR1913260.703979__1.703979	1680__A0A173XYA2__B0703_0121
ERR1913260.703953__1.703953	1550024__G9RZG5__TQ39_11180
ERR1913260.704077__1.704077	239935__B2UPZ6__CXU03_03800
ERR1913260.704058__1.704058	1262848__R6U1W9__BN818_00751
ERR1913260.704257__1.704257	357276__A0A0K2HP62__HMPREF1063_01560
ERR1913260.704277__1.704277	239935__A0A2N8HT18__CXT93_06135
ERR1913260.705123__1.705123	40518__R5E6K4__RB5AMG_02070
ERR1913260.705127__1.705127	820__A0A3E4W7J3__DXC07_00330
ERR1913260.705177__1.705177	39491__A0A396FNY7__LD38_16155
ERR1913260.705203__1.705203	239935__B2URG6__CXU02_00030
ERR1913260.705351__1.705351	1262848__R6U3I8__BN818_00546
ERR1913260.705356__1.705356	39491__A0A395UZL1__DXB76_05950
ERR1913260.705411__1.705411	39485__A0A175A273__plsX_2
ERR1913260.705407__1.705407	410072__A0A174HCW3__ERS852574_00529
ERR1913260.705469__1.705469	1262924__R7HQD9__BN585_00129
ERR1913260.705525__1.705525	1262848__R6U3I8__BN818_00546
ERR1913260.705535__1.705535	46503__R6X8Q3__fepA_2
ERR1913260.705564__1.705564	33043__A0A173YYE7__ERS852445_00670
ERR1913260.705602__1.705602	1262777__R5VQY2__BN512_00997
ERR1913260.705667__1.705667	28052__A0A174NHE1__spoIIIE
ERR1913260.705684__1.705684	823__D7IKW8__DXD05_10310
ERR1913260.705848__1.705848	39491__A0A395ZGE4__ERS852497_01269
ERR1913260.705965__1.705965	1262848__R6VE63__BN818_01150
ERR1913260.706071__1.706071	28111__E5WWI4__HMPREF1016_01032
ERR1913260.706300__1.706300	239935__A0A139TMG9__CXU07_10650
ERR1913260.706282__1.706282	1262911__R6H2J2__BN557_01228
ERR1913260.706493__1.706493	35833__E5YAP3__HMPREF0179_03264
ERR1913260.706603__1.706603	1308__Q5M3L8__CW339_06600
ERR1913260.706682__1.706682	39488__A0A173URJ8__misCB
ERR1913260.706750__1.706750	239935__A0A2N8HBM4__CXT85_06270
ERR1913260.706942__1.706942	39492__D4JV70__EUBSIR_01253
ERR1913260.707290__1.707290	357276__I9FRW5__B5F95_21685
ERR1913260.707412__1.707412	1550024__A0A3B9WIW5__TQ39_04755
ERR1913260.707380__1.707380	239935__A0A2N8ITW6__CXT91_06265
ERR1913260.707514__1.707514	239935__R6JD78__CXU05_09250
ERR1913260.707651__1.707651	45851__D4RWS3__BUTYVIB_00110
ERR1913260.707705__1.707705	45851__D4RZF4__BUTYVIB_01220
ERR1913260.708000__1.708000	45851__D4S1B2__BHV86_08920
ERR1913260.708020__1.708020	28025__D3R624__BALAC2494_00068
ERR1913260.708118__1.708118	28025__D3R744__EN10_07795
ERR1913260.708166__1.708166	39491__C4ZEW3__T1815_18241
ERR1913260.708222__1.708222	301301__A0A395V6S0__dosP
ERR1913260.708252__1.708252	116085__D4JBB3__DW747_02145
ERR1913260.708391__1.708391	40520__R7D6T7__DXD81_06600
ERR1913260.708407__1.708407	301301__A0A173ZW33__RHOM_02600
ERR1913260.708796__1.708796	1680__A0A087DHN0__AL0462_1532
ERR1913260.709253__1.709253	1262911__R6GYT4__BN557_00617
ERR1913260.709437__1.709437	1263107__GCA_000436995.1_00021
ERR1913260.709442__1.709442	301302__R5UNJ6__M72_26701
ERR1913260.709588__1.709588	1262924__R7HT26__BN585_00306
ERR1913260.709659__1.709659	74426__nrdD
ERR1913260.709629__1.709629	216816__A0A2U0BT35__BL1206_1860
ERR1913260.709813__1.709813	1262736__R5YAS8__BN496_01746
ERR1913260.709825__1.709825	246787__R6KUE5__BcellWH2_01117
ERR1913260.709839__1.709839	1262924__R7HNI5__BN585_01038
ERR1913260.710015__1.710015	649756__B0P1Y8__ERS852571_00196
ERR1913260.710225__1.710225	626929__F3PER6__SAMN05444376_2494
ERR1913260.710682__1.710682	2173__A0A1D2WS87__BK798_03170
ERR1913260.710926__1.710926	1579__Q5FLQ8__NH13_02575
ERR1913260.711046__1.711046	239935__A0A2N8HT44__CXT84_11035
ERR1913260.711081__1.711081	39491__A0A395V0X2__EUBREC_3007
ERR1913260.711226__1.711226	39491__R6TQ09__DXC13_03010
ERR1913260.711274__1.711274	239935__A0A139TVG9__CXU13_01700
ERR1913260.711375__1.711375	28025__A0A315S4X2__BLC1_0020
ERR1913260.711725__1.711725	1680__A0A0B5BIU5__BSTER_0145
ERR1913260.711756__1.711756	39491__C4ZCV5__DXB99_11855
ERR1913260.711874__1.711874	301301__A0A395V6S0__dosP
ERR1913260.711953__1.711953	1680__A0A174BEE7__BSTER_1311
ERR1913260.712057__1.712057	1262848__R6U282__BN818_00811
ERR1913260.712203__1.712203	28116__A0A1Y4PVG6__Bovatus_02664
ERR1913260.712367__1.712367	1262911__R6GN99__BN557_01784
ERR1913260.712404__1.712404	39492__A0A174ZHV5__msbA_2
ERR1913260.712453__1.712453	1263030__R5CW77__BN705_01278
ERR1913260.712474__1.712474	820__R9I2U8__DXC68_09590
ERR1913260.712561__1.712561	1680__R5GZJ8__BSTER_1195
ERR1913260.712666__1.712666	1680__A0A076JNH5__DXC60_03835
ERR1913260.712644__1.712644	357276__I9QWD4__DXD47_15075
ERR1913260.712710__1.712710	45851__D4RXA4__BUTYVIB_00455
ERR1913260.712860__1.712860	1550024__A0A3B9WI73__ASJ35_03410
ERR1913260.713039__1.713039	1681__A0A151C793__DD715_06350
ERR1913260.713103__1.713103	1262924__R7HKX0__BN585_01279
ERR1913260.713105__1.713105	823__D0TAX5__HMPREF1075_01064
ERR1913260.713120__1.713120	1150298__A0A174LKY6__ERS852535_00447
ERR1913260.713533__1.713533	28117__B0MWP2__ALIPUT_01468
ERR1913260.713596__1.713596	1550024__G9RYR1__TQ39_01725
ERR1913260.713584__1.713584	1263000__R5EXT3__BN466_02213
ERR1913260.713707__1.713707	1550024__G9RWQ7__ASJ35_03880
ERR1913260.713762__1.713762	1680__A0A2R4G1K8__BBMN23_0315
ERR1913260.714023__1.714023	39491__C4ZAT2__ERE_28440
ERR1913260.714085__1.714085	28117__B0MY40__BHV66_05170
ERR1913260.714131__1.714131	39491__A0A395UZ89__DXB72_12805
ERR1913260.714273__1.714273	357276__A0A0K2HDP3__IY41_00705
ERR1913260.714393__1.714393	2173__A5ULD0__BK798_05990
ERR1913260.714637__1.714637	40518__R5DMC7__blaR1
ERR1913260.714833__1.714833	2173__A0A1D2WU59__Msm_1444
ERR1913260.714922__1.714922	823__A0A355XIK0__CEQ22_011965
ERR1913260.714947__1.714947	39491__A0A396FP46__cobD_2
ERR1913260.715417__1.715417	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913260.715425__1.715425	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913260.715629__1.715629	1680__A0A174BEE7__BSTER_1311
ERR1913260.715831__1.715831	1262848__R6U282__BN818_00811
ERR1913260.715908__1.715908	28117__B0MY40__BHV66_05170
ERR1913260.715989__1.715989	1262848__R6U3I8__BN818_00546
ERR1913260.716209__1.716209	2173__A0A1D2WSY4__METSMIF1_03317
ERR1913260.716353__1.716353	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913260.716394__1.716394	1262882__R5MFA5__BN519_00331
ERR1913260.716727__1.716727	74426__infB
ERR1913260.716825__1.716825	1263000__R5EGP9__BN466_01419
ERR1913260.716889__1.716889	239935__A0A2N8IRH4__CXT92_05605
ERR1913260.717055__1.717055	301301__A0A395V9A0__RHOM_08800
ERR1913260.717554__1.717554	1680__A0A173YLK6__BAD_0868
ERR1913260.717593__1.717593	239935__A0A2N8ITX2__CXT86_11265
ERR1913260.718170__1.718170	1680__A0A087DHN0__AL0462_1532
ERR1913260.718226__1.718226	556499__U2S948__HMPREF0682_2855
ERR1913260.718340__1.718340	384639__GCA_003096855.1_00253
ERR1913260.718513__1.718513	626940__R6XYY7__DCQ00_03935
ERR1913260.718521__1.718521	39491__A0A395UWZ1__DXC13_02175
ERR1913260.718569__1.718569	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913260.718656__1.718656	823__A0A355XEX9__ERS852560_03521
ERR1913260.718726__1.718726	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913260.718812__1.718812	39491__A0A174K9A3__DXB69_07785
ERR1913260.718907__1.718907	40518__R5DP91__RBL236_00890
ERR1913260.718845__1.718845	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913260.718846__1.718846	1262924__R7HMZ4__BN585_01629
ERR1913260.719014__1.719014	1308__A0A0P6UXR1__T303_02640
ERR1913260.719180__1.719180	39492__D4JRZ7__smc
ERR1913260.719226__1.719226	116085__D4J8F7__DW747_09065
ERR1913260.719365__1.719365	40518__R5DUG7__sbcC
ERR1913260.719468__1.719468	39491__A0A396FBR6__DXC13_08575
ERR1913260.719504__1.719504	745368__A0A1T4XC26__SAMN02745178_01685
ERR1913260.719826__1.719826	357276__A0A076IXE0__HMPREF1064_04364
ERR1913260.719864__1.719864	1680__A0A0C2YPV2__AL0462_1474
ERR1913260.719998__1.719998	1680__A0A087DHN0__AL0462_1532
ERR1913260.720187__1.720187	1897011__A0A1Q6RH12__BHW41_01505
ERR1913260.720236__1.720236	1680__A0A173XYA2__B0703_0121
ERR1913260.720240__1.720240	46228__B5CMW7__DXD17_11810
ERR1913260.720263__1.720263	1263107__GCA_000436995.1_00107
ERR1913260.720396__1.720396	267818__A0A0R1P8P8__FC94_GL000470
ERR1913260.720466__1.720466	1685__A0A3D8UE34__NRBB18_0294
ERR1913260.720487__1.720487	28025__D3R3F9__BLC1_0248
ERR1913260.720529__1.720529	116085__D4J6G4__DW747_13800
ERR1913260.720544__1.720544	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913260.720652__1.720652	1150298__A0A174D6N6__accB
ERR1913260.720830__1.720830	239935__A0A2N8HHB6__B5G29_11500
ERR1913260.720873__1.720873	1680__A0A173Y6N7__yhaH
ERR1913260.720902__1.720902	1522__A0A175A0C8__HMPREF1094_01032
ERR1913260.721274__1.721274	45851__D4S0J9__BUTYVIB_01618
ERR1913260.721651__1.721651	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913260.721718__1.721718	40518__R5DME2__DXD86_07315
ERR1913260.721808__1.721808	239935__A0A139TPD4__CXT86_06450
ERR1913260.721810__1.721810	1262761__R6RU22__BN606_01110
ERR1913260.721903__1.721903	2173__A0A1D2WU59__Msm_1444
ERR1913260.721922__1.721922	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913260.722060__1.722060	29361__B6FRT6__CLONEX_02860
ERR1913260.722196__1.722196	820__A0A3E4GA19__SAMN05444418_10562
ERR1913260.722409__1.722409	239935__A0A2N8HMQ8__pgsA
ERR1913260.722538__1.722538	39491__A0A174A751__DXB69_15525
ERR1913260.722969__1.722969	1680__R5GSL8__DXD60_03315
ERR1913260.723147__1.723147	1262848__R6VFB5__BN818_01300
ERR1913260.723438__1.723438	39485__R5ZNS8__rsmG
ERR1913260.723596__1.723596	418240__C6JGL2__ERS852523_00030
ERR1913260.723833__1.723833	1680__A0A173YLK6__BAD_0868
ERR1913260.723940__1.723940	39491__A0A395ZHW3__ERS852417_01359
ERR1913260.724005__1.724005	1263000__R5EKG2__BN466_02040
ERR1913260.724030__1.724030	1262736__R5YAV6__BN496_01775
ERR1913260.724058__1.724058	39491__A0A395ZHH5__ERS852497_02076
ERR1913260.724093__1.724093	1262848__R6U0K1__BN818_00616
ERR1913260.724083__1.724083	28117__B0MT73__ALIPUT_00412
ERR1913260.724119__1.724119	1262736__R5YCL7__BN496_00384
ERR1913260.724224__1.724224	39491__A0A174K9A3__DXB69_07785
ERR1913260.724184__1.724184	1262848__R6UEX2__BN818_00035
ERR1913260.724308__1.724308	39491__A0A396FRK0__ERS852417_00541
ERR1913260.724590__1.724590	39491__C4Z9E9__T1815_12341
ERR1913260.724801__1.724801	1680__A0A2R4G1K8__BBMN23_0315
ERR1913260.725038__1.725038	1501392__A0A0B2JP77__PU94_02150
ERR1913260.725702__1.725702	1262924__R7HPL8__BN585_01826
ERR1913260.725804__1.725804	28116__A0A1Y4PEX5__DXF98_25295
ERR1913260.725833__1.725833	853__A0A2J4JL53__CRH10_10795
ERR1913260.725985__1.725985	1262924__R7HL71__BN585_01341
ERR1913260.725996__1.725996	46503__A7ADV9__ERS852463_01504
ERR1913260.726033__1.726033	39491__A0A395UZ89__DXB72_12805
ERR1913260.726065__1.726065	39491__A0A395ZEN3__DXD95_12655
ERR1913260.726284__1.726284	1262882__R5N0C3__BN519_00731
ERR1913260.726486__1.726486	239935__A0A2N8HH03__CXU09_08875
ERR1913260.726384__1.726384	2173__A0A1D2WW41__BK798_07915
ERR1913260.726492__1.726492	74426__group_4808
ERR1913260.726603__1.726603	116085__D4JAV7__DW747_09940
ERR1913260.726633__1.726633	418240__A0A174NZX7__tagF_1
ERR1913260.726746__1.726746	1897011__A0A1Q6RDU0__BHW41_05265
ERR1913260.726776__1.726776	239935__R6K0V8__CXT94_02055
ERR1913260.726777__1.726777	1262777__R5VK89__BN512_01598
ERR1913260.726865__1.726865	301301__A0A395V7N0__ERS852391_02330
ERR1913260.726873__1.726873	1262848__R6U0K1__BN818_00616
ERR1913260.726961__1.726961	1235793__R9KSF0__C809_01679
ERR1913260.726978__1.726978	239935__R6JAS2__CXU02_10725
ERR1913260.727297__1.727297	418240__C6JEJ0__ERS852478_00752
ERR1913260.727323__1.727323	820__A0A174Q0F0__DXB48_08080
ERR1913260.727346__1.727346	820__A0A174M9V5__M093_0237
ERR1913260.727539__1.727539	2173__A5UK74__pyrP
ERR1913260.727556__1.727556	39488__A0A173URV1__DXD91_07100
ERR1913260.727599__1.727599	1262848__R6U7U6__BN818_00268
ERR1913260.727990__1.727990	1263107__GCA_000436995.1_00178
ERR1913260.728148__1.728148	116085__D4J6K8__DW747_07970
ERR1913260.728268__1.728268	74426__sigA
ERR1913260.728764__1.728764	74426__sigA
ERR1913260.728872__1.728872	357276__I9QBT7__BSEG_03340
ERR1913260.728873__1.728873	45851__D4RYK6__BHV86_00465
ERR1913260.728891__1.728891	301301__A0A395VAM3__yfiN_2
ERR1913260.729029__1.729029	1579__A0A3A9YFT9__CDA67_01449
ERR1913260.729097__1.729097	1550024__A0A0D8IYB1__TQ39_12130
ERR1913260.729224__1.729224	1262848__R6U2G7__BN818_00847
ERR1913260.729187__1.729187	360807__A0A173VUT6__RIL183_10071
ERR1913260.729204__1.729204	418240__A0A173XSX9__ERS852523_01591
ERR1913260.729402__1.729402	1681__E4VBF7__DD684_05570
ERR1913260.729652__1.729652	610243__A0A060QJF7__ASAP_2763
