ERR1913042.39__1.39	39491__A0A395ZDC6__addB
ERR1913042.1692072__1.1692072	116085__D4J7V4__DW747_05820
ERR1913042.1692238__1.1692238	357276__U6R8F9__DXD47_04035
ERR1913042.1692316__1.1692316	371601__D6D2M1__CW1_3199
ERR1913042.1692327__1.1692327	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1692339__1.1692339	28118__R6FC74__DHW44_13330
ERR1913042.1692354__1.1692354	39485__C4Z6Z5__EUBELI_20593
ERR1913042.1692447__1.1692447	39485__A0A174ZAI7__outO
ERR1913042.1692452__1.1692452	1262924__R7HQX0__BN585_00307
ERR1913042.1692412__1.1692412	28118__F9Z5A4__DHW44_14035
ERR1913042.1692421__1.1692421	310298__B3JFK4__BACCOP_00654
ERR1913042.1692424__1.1692424	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1692718__1.1692718	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1692845__1.1692845	821__A0A395UNT8__DXD64_15275
ERR1913042.1692846__1.1692846	88431__A0A174A952__ugpA_1
ERR1913042.1692918__1.1692918	487173__H1D2K8__HMPREF9453_01846
ERR1913042.1693144__1.1693144	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913042.1693292__1.1693292	216816__C5EBT1__BLIF_1344
ERR1913042.1693293__1.1693293	165179__A0A3E5EA43__DXC61_07775
ERR1913042.1693378__1.1693378	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1693412__1.1693412	35833__E5Y1H2__HMPREF0179_00031
ERR1913042.1693456__1.1693456	487175__D9Y5Q5__HMPREF9439_00681
ERR1913042.1693582__1.1693582	74426__rpoB
ERR1913042.1693595__1.1693595	165179__A0A3E5EB26__CFT61_02800
ERR1913042.1693612__1.1693612	165179__R6C330__DXC61_04975
ERR1913042.1693629__1.1693629	39485__R5ZPP8__EUBELI_20334
ERR1913042.1693804__1.1693804	39491__A0A396FE96__EUR_00280
ERR1913042.1693838__1.1693838	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1693879__1.1693879	821__A0A174JYD3__ERS852457_02610
ERR1913042.1693953__1.1693953	1735__B7CCF2__EUBIFOR_01879
ERR1913042.1694000__1.1694000	820__A0A174NUS8__DXC80_12885
ERR1913042.1694010__1.1694010	39491__D6E118__DXB69_05765
ERR1913042.1694020__1.1694020	1262924__R7HQ14__BN585_00419
ERR1913042.1694023__1.1694023	1262924__R7HU74__BN585_00690
ERR1913042.1694107__1.1694107	853__A0A173YYY4__DWZ04_09420
ERR1913042.1694142__1.1694142	165179__A0A3E5A5E5__DXC61_13965
ERR1913042.1694326__1.1694326	310298__B3JH76__BACCOP_01230
ERR1913042.1694298__1.1694298	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913042.1694348__1.1694348	418240__C6J879__ERS852523_04053
ERR1913042.1694381__1.1694381	39485__A0A174YRS0__ERS852492_00307
ERR1913042.1694631__1.1694631	1735__B7C9P4__EUBIFOR_00904
ERR1913042.1694700__1.1694700	165179__A0A3E4SB95__DXC61_13455
ERR1913042.1694763__1.1694763	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1694773__1.1694773	853__D4K7X0__DW905_09540
ERR1913042.1695109__1.1695109	1262739__R6MMI4__BN659_01195
ERR1913042.1695120__1.1695120	1262992__R5D5B1__BN795_00105
ERR1913042.1695164__1.1695164	165179__A0A174IPI3__CFT61_10940
ERR1913042.1695179__1.1695179	214856__R6XUN2__rcsC_1
ERR1913042.1695186__1.1695186	853__A0A173XRA8__CGS56_09290
ERR1913042.1695261__1.1695261	204516__U6R9E0__HMPREF1534_03742
ERR1913042.1695345__1.1695345	328814__GCA_004558275.1_01847
ERR1913042.1695411__1.1695411	39488__A0A173SQY9__minC
ERR1913042.1695461__1.1695461	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1695529__1.1695529	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1695535__1.1695535	216816__Q8G4X6__DXD52_09895
ERR1913042.1695542__1.1695542	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1695670__1.1695670	820__A0A139KJR5__M093_4469
ERR1913042.1695651__1.1695651	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1695847__1.1695847	39485__C4Z0T2__ykvU
ERR1913042.1695829__1.1695829	487173__H1CYN8__HMPREF9453_00476
ERR1913042.1695831__1.1695831	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1695965__1.1695965	40518__R5E5I9__yvhJ_2
ERR1913042.1695980__1.1695980	310298__B3JH76__BACCOP_01230
ERR1913042.1696115__1.1696115	487173__H1D2G6__HMPREF9453_01797
ERR1913042.1696163__1.1696163	165179__D1PCT4__DXB80_09470
ERR1913042.1696188__1.1696188	418240__C6J7Z2__ERS852478_01924
ERR1913042.1696345__1.1696345	165179__A0A174IPI3__CFT61_10940
ERR1913042.1696579__1.1696579	39491__A0A396FRE7__EUR_27520
ERR1913042.1696702__1.1696702	310298__B3JQC6__BACCOP_04084
ERR1913042.1696727__1.1696727	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1696956__1.1696956	1965537__A0A1Y4WQ23__B5E42_01600
ERR1913042.1696963__1.1696963	165179__A0A3E5EA43__DXC61_07775
ERR1913042.1696971__1.1696971	28116__R6JIR4__DXA80_14190
ERR1913042.1696974__1.1696974	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1697034__1.1697034	216816__E8MVM4__APC1480_1562
ERR1913042.1697036__1.1697036	165179__A0A3E5AGH1__DXB80_05820
ERR1913042.1697083__1.1697083	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1697124__1.1697124	820__A0A374Q854__HMPREF1073_03281
ERR1913042.1697266__1.1697266	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1697270__1.1697270	39485__C4Z355__ERS852490_01971
ERR1913042.1697206__1.1697206	371601__D7K8P3__SAMN05216250_10395
ERR1913042.1697214__1.1697214	1262924__R7HU74__BN585_00690
ERR1913042.1697289__1.1697289	39491__A0A395V0H3__ERS852417_01192
ERR1913042.1697386__1.1697386	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1697569__1.1697569	39485__C4Z028__ERS852492_00100
ERR1913042.1697589__1.1697589	39485__C4Z434__tilS
ERR1913042.1697713__1.1697713	39485__A0A174Z9M2__yhbU_1
ERR1913042.1697787__1.1697787	204516__U6RH18__HMPREF1534_01847
ERR1913042.1697922__1.1697922	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1698025__1.1698025	1323__A0A3E3E592__DXC78_05255
ERR1913042.1698050__1.1698050	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1698086__1.1698086	39491__A0A395V0H6__ERS852580_02570
ERR1913042.1698102__1.1698102	40518__R5DU92__DXD93_03170
ERR1913042.1698276__1.1698276	40518__R5DNI6__RBATCC27255_00844
ERR1913042.1698298__1.1698298	39485__A0A174YTF7__ERS852490_01271
ERR1913042.1698393__1.1698393	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913042.1698399__1.1698399	165179__A0A3E5A5E5__DXC61_13965
ERR1913042.1698634__1.1698634	310298__B3JNG7__BACCOP_03480
ERR1913042.1698693__1.1698693	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1698702__1.1698702	310298__B3JH75__BACCOP_01229
ERR1913042.1698733__1.1698733	487173__H1CY24__HMPREF9453_00262
ERR1913042.1698873__1.1698873	544645__A0A3E4T5S7__DXC42_10355
ERR1913042.1699028__1.1699028	820__R9HUV5__HMPREF2141_02582
ERR1913042.1699094__1.1699094	487173__H1D187__HMPREF9453_01375
ERR1913042.1699121__1.1699121	165179__A0A229I7F5__DXB80_02650
ERR1913042.1699187__1.1699187	165179__D1PGU8__PREVCOP_06463
ERR1913042.1699211__1.1699211	47678__R5UAF6__ERS852494_02966
ERR1913042.1699303__1.1699303	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1699527__1.1699527	1323__A0A3E3E592__DXC78_05255
ERR1913042.1699571__1.1699571	371601__F7LA63__HMPREF1074_04288
ERR1913042.1699650__1.1699650	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1699661__1.1699661	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913042.1699756__1.1699756	204516__U6RF32__HMPREF1534_02070
ERR1913042.1699783__1.1699783	39485__C4Z1J7__ERS852490_01574
ERR1913042.1699894__1.1699894	165179__A0A3E5A554__DXB80_13805
ERR1913042.1699964__1.1699964	1262924__R7HRF6__BN585_01735
ERR1913042.1699968__1.1699968	28117__B0MXI8__BHV66_08505
ERR1913042.1700006__1.1700006	39491__A0A396FMF1__EUR_28700
ERR1913042.1700026__1.1700026	28117__B0N007__BHV66_10275
ERR1913042.1700056__1.1700056	820__A0A139K9Q2__DXD40_08795
ERR1913042.1700115__1.1700115	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1700324__1.1700324	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1700417__1.1700417	165179__A0A174SA26__PREVCOP_05758
ERR1913042.1700441__1.1700441	1263107__GCA_000436995.1_00231
ERR1913042.1700492__1.1700492	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1700649__1.1700649	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1700674__1.1700674	39491__A0A395V1Y4__DXB99_08035
ERR1913042.1700949__1.1700949	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1700953__1.1700953	28118__R6F5X8__DF785_07935
ERR1913042.1701009__1.1701009	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1701015__1.1701015	39485__A0A174YMM2__ERS852490_01019
ERR1913042.1701113__1.1701113	310298__B3JNH4__BACCOP_03487
ERR1913042.1701175__1.1701175	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1701183__1.1701183	310298__B3JJG1__BACCOP_02031
ERR1913042.1701186__1.1701186	214856__R6XUN2__rcsC_1
ERR1913042.1701191__1.1701191	204516__U6R9E7__HMPREF1534_03313
ERR1913042.1701213__1.1701213	487174__K0X3A6__HMPREF9448_02725
ERR1913042.1701223__1.1701223	1262825__R5ECH5__BN724_02253
ERR1913042.1701277__1.1701277	39491__A0A174LTW7__DXD13_08720
ERR1913042.1701259__1.1701259	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1701318__1.1701318	28118__F9Z5A4__DHW44_14035
ERR1913042.1701378__1.1701378	28117__B0MT73__ALIPUT_00412
ERR1913042.1701541__1.1701541	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.1701574__1.1701574	410072__A0A174IQI6__ERS852574_01030
ERR1913042.1701678__1.1701678	39485__A0A174YTX0__mro
ERR1913042.1701802__1.1701802	310298__B3JJ24__BACCOP_01886
ERR1913042.1701943__1.1701943	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1701989__1.1701989	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1702332__1.1702332	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1702351__1.1702351	1262924__R7HSF6__BN585_00844
ERR1913042.1702352__1.1702352	165179__D1PCL6__DXB80_13435
ERR1913042.1702432__1.1702432	2293125__A0A374CIC9__DW917_02045
ERR1913042.1702438__1.1702438	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913042.1702516__1.1702516	165179__D1PGU8__PREVCOP_06463
ERR1913042.1702653__1.1702653	1262924__R7HKP8__BN585_01113
ERR1913042.1702764__1.1702764	39485__C4Z2X2__ERS852492_01808
ERR1913042.1702769__1.1702769	1262924__R7HQV3__BN585_00017
ERR1913042.1702902__1.1702902	165179__A0A3E5AHY4__CFT61_07675
ERR1913042.1702949__1.1702949	310298__B3JFS5__BACCOP_00726
ERR1913042.1703080__1.1703080	853__D4KAK8__C4N21_13380
ERR1913042.1703166__1.1703166	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1703142__1.1703142	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1703172__1.1703172	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1703194__1.1703194	820__A0A139K9Q2__DXD40_08795
ERR1913042.1703214__1.1703214	28026__C0BTQ4__DXC75_02895
ERR1913042.1703293__1.1703293	204516__U6RFU0__HMPREF1534_02545
ERR1913042.1703314__1.1703314	820__A0A3E4HWJ4__DXD40_05945
ERR1913042.1703418__1.1703418	853__A0A173YYY4__DWZ04_09420
ERR1913042.1703512__1.1703512	1735__B7CE32__EUBIFOR_02474
ERR1913042.1703576__1.1703576	820__A0A139KH21__DXC80_01780
ERR1913042.1703591__1.1703591	28116__A0A1Y4PWN5__M088_3731
ERR1913042.1703665__1.1703665	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1703927__1.1703927	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1703937__1.1703937	487175__F3QM06__HMPREF9439_01979
ERR1913042.1704045__1.1704045	165179__A0A3E5E920__DXB80_11625
ERR1913042.1704153__1.1704153	88431__A0A174GCE2__ERS852423_01397
ERR1913042.1704305__1.1704305	39491__A0A396FUZ3__phoR_1
ERR1913042.1704328__1.1704328	626930__F3PVE3__HMPREF9446_02721
ERR1913042.1704367__1.1704367	820__A0A3E4G8F8__ERS852421_01645
ERR1913042.1704517__1.1704517	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1704526__1.1704526	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1704641__1.1704641	165179__A0A3E5E9I4__DXB80_09745
ERR1913042.1704681__1.1704681	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1704744__1.1704744	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913042.1704775__1.1704775	821__R9HFW2__DXD01_00365
ERR1913042.1704816__1.1704816	165179__D1PHC0__PREVCOP_06640
ERR1913042.1704872__1.1704872	28117__B0MT73__ALIPUT_00412
ERR1913042.1704874__1.1704874	487173__H1D020__HMPREF9453_00958
ERR1913042.1704948__1.1704948	1262913__R7JHF1__BN646_01974
ERR1913042.1705006__1.1705006	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913042.1705078__1.1705078	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1705103__1.1705103	649756__D4MVS5__yxeP
ERR1913042.1705115__1.1705115	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1705139__1.1705139	820__A0A3E4PYB0__yejM
ERR1913042.1705144__1.1705144	1262924__R7HSM4__BN585_00913
ERR1913042.1705223__1.1705223	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1705244__1.1705244	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1705297__1.1705297	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1705378__1.1705378	1150298__A0A174D6N6__accB
ERR1913042.1705509__1.1705509	165179__A0A3E5EAM5__DXC61_07785
ERR1913042.1705571__1.1705571	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1705696__1.1705696	39492__D4JT56__lepB
ERR1913042.1705697__1.1705697	165179__D1PGU8__PREVCOP_06463
ERR1913042.1705794__1.1705794	1262739__R6MRN4__BN659_01580
ERR1913042.1705787__1.1705787	820__A0A139K0J1__HMPREF2141_03205
ERR1913042.1705815__1.1705815	310298__B3JK99__BACCOP_02328
ERR1913042.1705933__1.1705933	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1705941__1.1705941	39492__D4MJF3__EUBSIR_02248
ERR1913042.1706087__1.1706087	40518__R5DZB1__DXD83_08840
ERR1913042.1706091__1.1706091	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1706110__1.1706110	204516__U6RDJ3__HMPREF1534_02097
ERR1913042.1706185__1.1706185	28117__B0MYW7__ALIPUT_02336
ERR1913042.1706552__1.1706552	165179__A0A3E5AAM8__DXB80_10240
ERR1913042.1706634__1.1706634	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1706690__1.1706690	39488__A0A174CH59__DXD91_12625
ERR1913042.1706719__1.1706719	1160721__R6TC37__BHW50_00820
ERR1913042.1706777__1.1706777	39491__A0A396FMF1__EUR_28700
ERR1913042.1706830__1.1706830	165179__R6PNJ9__PREVCOP_04730
ERR1913042.1706858__1.1706858	1680__A0A3E4SB79__BAD_1517
ERR1913042.1706869__1.1706869	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1706889__1.1706889	39485__R6AKA4__rssA
ERR1913042.1707026__1.1707026	28117__B0MY40__BHV66_05170
ERR1913042.1707152__1.1707152	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1707156__1.1707156	261299__W1UIM9__SAMN02745147_1886
ERR1913042.1707183__1.1707183	88431__A0A174G8Q6__ERS852526_02711
ERR1913042.1707247__1.1707247	310298__B3JGJ2__BACCOP_00994
ERR1913042.1707343__1.1707343	28117__B0MU53__ALIPUT_00569
ERR1913042.1707318__1.1707318	371601__A0A1H4AKU1__BXY_45200
ERR1913042.1707323__1.1707323	165179__A0A3E5DV57__DXB80_11400
ERR1913042.1707364__1.1707364	165179__W1I4H6__DXB80_13655
ERR1913042.1707369__1.1707369	28118__A0A3D4ZFP4__DHW44_00270
ERR1913042.1707423__1.1707423	39485__C4Z1W5__ERS852492_01530
ERR1913042.1707440__1.1707440	40520__A0A174HSN4__ltaS1_2
ERR1913042.1707494__1.1707494	216816__C5E7T6__B5781_0828
ERR1913042.1707546__1.1707546	39491__A0A395V464__EUBREC_1509
ERR1913042.1707634__1.1707634	1263107__GCA_000436995.1_00132
ERR1913042.1707817__1.1707817	310297__B5D370__DXC17_06570
ERR1913042.1707891__1.1707891	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1707941__1.1707941	1262924__R7HSH9__BN585_00133
ERR1913042.1707954__1.1707954	28116__A7M018__M089_5540
ERR1913042.1707991__1.1707991	204516__U6R838__HMPREF1534_03867
ERR1913042.1708089__1.1708089	39491__A0A395ZG74__licR
ERR1913042.1708093__1.1708093	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1708285__1.1708285	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1708356__1.1708356	204516__U6RAL8__HMPREF1534_03434
ERR1913042.1708412__1.1708412	487173__H1CYJ4__HMPREF9453_00432
ERR1913042.1708475__1.1708475	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1708582__1.1708582	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1708648__1.1708648	165179__A0A3E5AGH1__DXB80_05820
ERR1913042.1708650__1.1708650	1160721__W0U274__RBI_I00073
ERR1913042.1708685__1.1708685	1739406__A0A1S1EDE3__HMPREF2902_04445
ERR1913042.1708739__1.1708739	1262924__R7HML0__BN585_01508
ERR1913042.1708742__1.1708742	39492__D4MIY5__EUBSIR_00233
ERR1913042.1708785__1.1708785	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1708874__1.1708874	165179__A0A3E5DY64__CFT61_10025
ERR1913042.1708997__1.1708997	820__A0A1Q6IDS8__chtA
ERR1913042.1709074__1.1709074	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1709183__1.1709183	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1709254__1.1709254	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1709262__1.1709262	1318__I1ZPN1__NCTC12854_02060
ERR1913042.1709356__1.1709356	165179__A0A3E4SID1__DXB80_01945
ERR1913042.1709502__1.1709502	310298__B3JLC6__BACCOP_02712
ERR1913042.1709557__1.1709557	28117__B0MU53__ALIPUT_00569
ERR1913042.1709565__1.1709565	165179__R6C330__DXC61_04975
ERR1913042.1709607__1.1709607	28117__B0MWH8__BHV66_01330
ERR1913042.1709658__1.1709658	40518__R5E2U9__RBL263_01292
ERR1913042.1709805__1.1709805	165179__R6C330__DXC61_04975
ERR1913042.1709829__1.1709829	39485__A0A174YRS0__ERS852492_00307
ERR1913042.1709975__1.1709975	28116__A7LS06__HMPREF2532_04668
ERR1913042.1710019__1.1710019	39485__C4Z069__EUBELI_00981
ERR1913042.1710029__1.1710029	552398__F4XCR9__HMPREF0866_01636
ERR1913042.1710157__1.1710157	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913042.1710234__1.1710234	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1710209__1.1710209	39485__A0A174ZJ13__ssuB
ERR1913042.1710222__1.1710222	165179__A0A3E5E4T9__DXB80_08030
ERR1913042.1710223__1.1710223	165179__A0A3E5EA43__DXC61_07775
ERR1913042.1710294__1.1710294	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1710258__1.1710258	165179__A0A3E4SID1__DXB80_01945
ERR1913042.1710277__1.1710277	88431__A0A3D0F1H3__ERS852573_02429
ERR1913042.1710451__1.1710451	310298__B3JH76__BACCOP_01230
ERR1913042.1710510__1.1710510	1262743__R5C054__BN727_01980
ERR1913042.1710524__1.1710524	310298__B3JMG0__BACCOP_03099
ERR1913042.1710612__1.1710612	28117__B0MT73__ALIPUT_00412
ERR1913042.1710660__1.1710660	39485__C4Z6F3__EUBELI_20400
ERR1913042.1710807__1.1710807	1150298__A0A174SLE6__mlc_1
ERR1913042.1710809__1.1710809	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1710770__1.1710770	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1710850__1.1710850	820__A0A174G065__DXB62_08975
ERR1913042.1710939__1.1710939	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1710983__1.1710983	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1711137__1.1711137	1262924__R7HRT1__BN585_00630
ERR1913042.1711183__1.1711183	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1711260__1.1711260	165179__A0A3E5AHY4__CFT61_07675
ERR1913042.1711297__1.1711297	47678__R5UST1__ERS852558_03505
ERR1913042.1711329__1.1711329	853__D4KAK8__C4N21_13380
ERR1913042.1711460__1.1711460	823__A0A395YVY3__ERS852513_03204
ERR1913042.1711548__1.1711548	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1711653__1.1711653	853__A0A174BZY1__xerD_1
ERR1913042.1711772__1.1711772	28117__B0MSS1__ALIPUT_00273
ERR1913042.1711780__1.1711780	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1711841__1.1711841	33038__A7B057__CDL26_15045
ERR1913042.1712022__1.1712022	310298__B3JH76__BACCOP_01230
ERR1913042.1712092__1.1712092	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1712176__1.1712176	39488__C0ERK9__cbiK
ERR1913042.1712224__1.1712224	39491__A0A395UXH0__EUBREC_0021
ERR1913042.1712408__1.1712408	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1712438__1.1712438	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1712508__1.1712508	820__A0A396CMY7__HMPREF1072_03009
ERR1913042.1712578__1.1712578	853__A0A2A7B1Y7__C7K05_11930
ERR1913042.1712519__1.1712519	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1712598__1.1712598	1262924__R7HTA4__BN585_00391
ERR1913042.1712849__1.1712849	1323__A0A3E3DZZ5__DXC78_09505
ERR1913042.1712950__1.1712950	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.1712854__1.1712854	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1713047__1.1713047	40518__R5DRX3__RBL236_02039
ERR1913042.1713137__1.1713137	204516__U6R9V8__HMPREF1534_03108
ERR1913042.1713220__1.1713220	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1713205__1.1713205	39485__C4Z6F3__EUBELI_20400
ERR1913042.1713291__1.1713291	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1713330__1.1713330	165179__A0A3E5DY64__CFT61_10025
ERR1913042.1713408__1.1713408	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1713478__1.1713478	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1713553__1.1713553	354276__A0A0T5XMK7__VE14_07845
ERR1913042.1713559__1.1713559	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1713562__1.1713562	310298__B3JFK4__BACCOP_00654
ERR1913042.1713694__1.1713694	28117__B0MYI9__BHV66_05415
ERR1913042.1713813__1.1713813	165179__A0A3E5AER8__DXB80_07075
ERR1913042.1713848__1.1713848	487173__H1D020__HMPREF9453_00958
ERR1913042.1713864__1.1713864	1262911__R6GTZ0__BN557_01437
ERR1913042.1714046__1.1714046	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1714220__1.1714220	204516__U6R7Y8__HMPREF1534_03942
ERR1913042.1714234__1.1714234	39485__A0A174Z1T6__sfp
ERR1913042.1714243__1.1714243	39492__D4JV38__EUBSIR_01205
ERR1913042.1714248__1.1714248	487173__H1D090__HMPREF9453_01028
ERR1913042.1714271__1.1714271	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1714338__1.1714338	853__A0A2A7AXC8__C4N21_14120
ERR1913042.1714458__1.1714458	28117__B0MWZ9__ALIPUT_01735
ERR1913042.1714538__1.1714538	39483__D4JDX3__HMPREF0367_00631
ERR1913042.1714566__1.1714566	165179__A0A3E5AER8__DXB80_07075
ERR1913042.1714635__1.1714635	39488__A0A374N0M3__EUBHAL_02860
ERR1913042.1714672__1.1714672	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913042.1714849__1.1714849	853__A0A2A7B9I6__DW855_13690
ERR1913042.1714876__1.1714876	1150298__A0A174SLE6__mlc_1
ERR1913042.1715031__1.1715031	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1715043__1.1715043	165179__R6PU83__CFT61_14275
ERR1913042.1715053__1.1715053	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1715060__1.1715060	39485__A0A174ZUV1__tig_3
ERR1913042.1715065__1.1715065	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1715152__1.1715152	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1715212__1.1715212	154288__A0A173Y8C5__ccpA_2
ERR1913042.1715228__1.1715228	410072__A0A173Y2U9__aprX_2
ERR1913042.1715234__1.1715234	487173__H1CXT1__HMPREF9453_00169
ERR1913042.1715316__1.1715316	39491__A0A396FSK3__ERS852417_00383
ERR1913042.1715381__1.1715381	165179__A0A174IPI3__CFT61_10940
ERR1913042.1715391__1.1715391	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1715394__1.1715394	39485__C4Z637__ERS852490_00218
ERR1913042.1715449__1.1715449	39491__A0A395ZGU6__ERS852417_01456
ERR1913042.1715487__1.1715487	821__A0A395VLM8__BvMPK_3650
ERR1913042.1715567__1.1715567	39491__R6UMS6__DXD13_07035
ERR1913042.1715572__1.1715572	820__A0A3E4WA06__ERS852554_03404
ERR1913042.1715608__1.1715608	47678__A5ZL09__BACCAC_03608
ERR1913042.1715679__1.1715679	853__A0A173T0Y8__CGS54_07215
ERR1913042.1715818__1.1715818	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1715825__1.1715825	165179__A0A229I6N7__DXC61_06720
ERR1913042.1715855__1.1715855	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1715978__1.1715978	39485__A0A174ZPH7__ERS852490_01992
ERR1913042.1716015__1.1716015	853__A0A173TAZ8__DWZ46_14590
ERR1913042.1716111__1.1716111	204516__U6R838__HMPREF1534_03867
ERR1913042.1716207__1.1716207	310298__B3JFS5__BACCOP_00726
ERR1913042.1716211__1.1716211	28117__B0MTW8__ALIPUT_00502
ERR1913042.1716214__1.1716214	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1716237__1.1716237	410072__C0B9A6__yvhJ
ERR1913042.1716294__1.1716294	626933__H1DGX0__HMPREF9449_01506
ERR1913042.1716257__1.1716257	40518__R5DPA7__RBATCC27255_01319
ERR1913042.1716439__1.1716439	820__A0A3E4W4Y7__B5G17_02055
ERR1913042.1716451__1.1716451	40518__R5E550__aroK
ERR1913042.1716457__1.1716457	821__A0A395VIK7__BVU_1225
ERR1913042.1716550__1.1716550	165179__D1PHM6__DXC61_06700
ERR1913042.1716572__1.1716572	69974__A0A090FEL8__MPL3365_630008
ERR1913042.1716732__1.1716732	39491__A0A396FJJ9__DXB76_11995
