ERR1913171.1__1.1	74426__group_4823
ERR1913171.593831__1.593831	820__A0A174F0C1__nreB
ERR1913171.593870__1.593870	357276__A0A0K2HG61__BACDOR_02028
ERR1913171.593834__1.593834	39491__A0A395UZ82__EUR_31520
ERR1913171.593886__1.593886	28117__B0MTV5__BHV66_06415
ERR1913171.593928__1.593928	820__A0A173XIP7__B5G17_16050
ERR1913171.593997__1.593997	292800__A0A174P338__HMPREF0372_00533
ERR1913171.594112__1.594112	40518__R5DV58__htrA
ERR1913171.594266__1.594266	40518__R5DVL2__penA
ERR1913171.594279__1.594279	357276__A0A076J726__IY41_15030
ERR1913171.594297__1.594297	47678__R5U7X8__C5Z00_18270
ERR1913171.594365__1.594365	820__A0A3E4QZJ7__C801_01798
ERR1913171.594441__1.594441	820__A7V9F9__B5G17_14640
ERR1913171.594721__1.594721	172901__A0A2U1AV19__C8D82_11898
ERR1913171.594741__1.594741	246787__A0A3D6AXH7__BACCELL_04262
ERR1913171.594786__1.594786	820__A0A3E4PYB0__yejM
ERR1913171.594949__1.594949	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913171.595158__1.595158	820__A0A3E4RU03__M093_0563
ERR1913171.595175__1.595175	360807__A0A0M6WN30__RIL183_03801
ERR1913171.595293__1.595293	360807__C0FYL6__ROSEINA2194_03855
ERR1913171.595528__1.595528	820__A0A173XIP7__B5G17_16050
ERR1913171.595494__1.595494	357276__A0A076J9V8__BACDOR_01395
ERR1913171.595549__1.595549	357276__A0A076INK2__BSEG_04225
ERR1913171.595630__1.595630	357276__A0A076IXE0__HMPREF1064_04364
ERR1913171.595658__1.595658	239935__A0A2N8I791__CXT99_09415
ERR1913171.595789__1.595789	1849041__A0A3E2SZQ9__DW086_06595
ERR1913171.595855__1.595855	47678__R5U3A7__ERS852494_02965
ERR1913171.596020__1.596020	820__A0A3E4VZY4__ERS852554_01211
ERR1913171.596025__1.596025	820__A0A3E4VZT7__DXB48_16145
ERR1913171.596050__1.596050	246787__A0A3D6AZF8__BACCELL_02529
ERR1913171.596121__1.596121	357276__C3REQ8__GV66_09740
ERR1913171.596178__1.596178	338188__A0A174ETX3__ERS852397_01955
ERR1913171.596330__1.596330	820__A0A3E4W984__pssA
ERR1913171.596540__1.596540	820__A0A374MXK3__HMPREF1072_00166
ERR1913171.596695__1.596695	39486__B0G2J6__DXB12_13190
ERR1913171.596838__1.596838	246787__A0A0P0FSC9__BACCELL_02534
ERR1913171.596880__1.596880	357276__C3R5A0__B5F00_02960
ERR1913171.597055__1.597055	821__R6F3Y1__SAMN04487923_104318
ERR1913171.597074__1.597074	820__A0A3E4G493__ERS417307_00253
ERR1913171.597205__1.597205	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.597171__1.597171	820__A7V092__hldE
ERR1913171.597184__1.597184	47678__R5UUB5__ERS852558_00247
ERR1913171.597263__1.597263	2292352__A0A374UNS4__DXC23_05055
ERR1913171.597341__1.597341	820__A0A3E4WA06__ERS852554_03404
ERR1913171.597373__1.597373	823__A6LHK0__M090_1297
ERR1913171.597433__1.597433	28117__B0MWZ9__ALIPUT_01735
ERR1913171.597434__1.597434	818__A0A3E5GY47__SAMN02910322_02002
ERR1913171.597540__1.597540	28116__F7L8H9__BACOVA_00587
ERR1913171.597610__1.597610	28116__A0A3A9HTT7__BACOVA_05446
ERR1913171.597669__1.597669	28116__F7M1Q5__CUY_1584
ERR1913171.597673__1.597673	820__A0A3E4WCX3__C801_02709
ERR1913171.597766__1.597766	28118__F9Z408__NCTC10826_01194
ERR1913171.597791__1.597791	818__A0A0N7IB02__BT_3500
ERR1913171.597903__1.597903	820__A0A174CG08__DXB62_13215
ERR1913171.597915__1.597915	239935__A0A2N8HT18__CXT93_06135
ERR1913171.597966__1.597966	357276__I8WC65__EL88_00520
ERR1913171.598102__1.598102	820__I9J701__ERS852510_01809
ERR1913171.598122__1.598122	487174__K0XK83__HMPREF9448_01485
ERR1913171.598125__1.598125	818__A0A3E5HWN5__BSIG_3066
ERR1913171.598084__1.598084	39491__C4ZF05__vpr
ERR1913171.598194__1.598194	40518__R5E426__DXD93_04485
ERR1913171.598236__1.598236	357276__I9R994__BACDOR_04044
ERR1913171.598410__1.598410	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913171.598510__1.598510	74426__purL
ERR1913171.598705__1.598705	820__A0A3E5BMG9__DXD40_05130
ERR1913171.598757__1.598757	28116__I9TDA4__BACOV975_03134
ERR1913171.598785__1.598785	853__A0A3E2V168__FAEPRAM212_00929
ERR1913171.598799__1.598799	821__A0A174WBC9__ERS852556_03145
ERR1913171.598828__1.598828	487174__K0WXG8__DIT83_09300
ERR1913171.598930__1.598930	820__A7V9F9__B5G17_14640
ERR1913171.599062__1.599062	820__A0A396EWL3__ERS417307_03868
ERR1913171.599106__1.599106	1150298__A0A174SLJ2__ERS852498_03294
ERR1913171.599101__1.599101	357276__B6VW91__BACDOR_01584
ERR1913171.599177__1.599177	216816__A0A2N0SME6__BLIF_1881
ERR1913171.599269__1.599269	357276__D1K3K9__EL88_23995
ERR1913171.599240__1.599240	820__A0A3E4G826__C801_01612
ERR1913171.599687__1.599687	39486__R6SW59__DORFOR_03117
ERR1913171.599769__1.599769	820__A0A3E4PYB0__yejM
ERR1913171.599826__1.599826	823__A0A174LWY0__lepB
ERR1913171.599849__1.599849	360807__A0A1Q6T5F1__fliF
ERR1913171.600043__1.600043	820__A0A174Q0F0__DXB48_08080
ERR1913171.600073__1.600073	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913171.600135__1.600135	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913171.600145__1.600145	39491__A0A395V397__EUR_09960
ERR1913171.600412__1.600412	40518__R5DQR9__DXD83_00030
ERR1913171.600441__1.600441	626929__F3PEC8__HMPREF9445_00337
ERR1913171.600466__1.600466	853__D4K7X0__DW905_09540
ERR1913171.600468__1.600468	28116__A0A3D2LPA1__CUY_3388
ERR1913171.600523__1.600523	820__A0A174DZ97__SAMN05444418_101240
ERR1913171.600684__1.600684	28117__R7JIJ8__BHV66_01635
ERR1913171.600893__1.600893	47678__R5U9M8__CGC64_07665
ERR1913171.600975__1.600975	357276__I9R1V6__DXD47_04125
ERR1913171.601380__1.601380	28116__C3R1N5__SAMN05444282_12443
ERR1913171.601446__1.601446	820__A0A174QT76__B5G17_18060
ERR1913171.601453__1.601453	544645__A0A1Y3VLY1__DXC42_17440
ERR1913171.601882__1.601882	28117__B0MUL5__ALIPUT_00722
ERR1913171.602052__1.602052	47678__A5ZF31__DXB67_11050
ERR1913171.602176__1.602176	39486__R6STY4__DXB36_12980
ERR1913171.602185__1.602185	820__A0A3E4XM43__DXC91_13960
ERR1913171.602277__1.602277	820__A0A374Q854__HMPREF1073_03281
ERR1913171.602294__1.602294	820__A0A374Q854__HMPREF1073_03281
ERR1913171.602333__1.602333	338188__R6RT73__HMPREF1057_02828
ERR1913171.602479__1.602479	33039__A0A174XML0__RTO_02290
ERR1913171.602532__1.602532	239935__R6J9Y2__CXT85_07000
ERR1913171.602564__1.602564	371601__D4WBK5__BN891_3970
ERR1913171.602578__1.602578	28116__R6K4N7__ERS852555_03750
ERR1913171.602601__1.602601	39491__A0A395V464__EUBREC_1509
ERR1913171.602657__1.602657	820__A0A173YYG4__evgS_3
ERR1913171.602687__1.602687	820__A0A174A6K0__M093_0079
ERR1913171.602713__1.602713	357276__I9QWD4__DXD47_15075
ERR1913171.602913__1.602913	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913171.602941__1.602941	410072__A0A173ZG02__ERS852574_01061
ERR1913171.603171__1.603171	357276__I9R1V6__DXD47_04125
ERR1913171.603260__1.603260	820__R9HP61__DXC91_01090
ERR1913171.603287__1.603287	820__A0A173WUD7__DXB48_08055
ERR1913171.603374__1.603374	33038__F7JTR7__CDL22_03005
ERR1913171.603459__1.603459	820__A0A173XIP7__B5G17_16050
ERR1913171.603552__1.603552	357276__A0A076ISD9__EL88_07480
ERR1913171.603701__1.603701	371601__A0A173ZQ83__SAMN04487924_1257
ERR1913171.603775__1.603775	39491__A0A395V0X2__EUBREC_3007
ERR1913171.603832__1.603832	33038__A0A2N5P318__HMPREF1201_01171
ERR1913171.603834__1.603834	357276__A0A076IRX7__HMPREF1064_00526
ERR1913171.603836__1.603836	820__A0A396EUU8__luxQ_3
ERR1913171.603865__1.603865	357276__I8WC65__EL88_00520
ERR1913171.603876__1.603876	39491__A0A396FJJ9__DXB76_11995
ERR1913171.603984__1.603984	820__A0A374Q854__HMPREF1073_03281
ERR1913171.604097__1.604097	820__A0A174CG08__DXB62_13215
ERR1913171.604199__1.604199	487174__K0WV63__DIT83_11035
ERR1913171.604351__1.604351	33039__D4M6E9__ERS852390_02866
ERR1913171.604409__1.604409	214851__D1PN40__SUBVAR_05755
ERR1913171.604412__1.604412	360807__A0A173VD35__suhB
ERR1913171.604491__1.604491	371601__A0A1C7H1Z9__BN890_35950
ERR1913171.604564__1.604564	820__A7VAS1__HMPREF2141_03259
ERR1913171.604710__1.604710	371601__I9JEF3__DXD80_17785
ERR1913171.604720__1.604720	357276__A0A076J8D4__HMPREF1064_00553
ERR1913171.604730__1.604730	818__Q8A3A6__Btheta7330_00071
ERR1913171.604823__1.604823	39488__C0ET55__tauA
ERR1913171.604881__1.604881	820__A0A174Q0F0__DXB48_08080
ERR1913171.605047__1.605047	1150298__A0A174R4D7__tmpC_2
ERR1913171.605093__1.605093	47678__R5U2X1__ERS852494_00033
ERR1913171.605254__1.605254	820__A0A174Q0F0__DXB48_08080
ERR1913171.605326__1.605326	47678__R5UWN2__BACCAC_01649
ERR1913171.605339__1.605339	471189__GCA_003340385.1_00363
ERR1913171.605387__1.605387	40518__R5DY98__mepA_5
ERR1913171.605421__1.605421	47678__A5ZEP5__CGC64_03450
ERR1913171.605441__1.605441	39486__B0G9E4__tilS
ERR1913171.605566__1.605566	357276__A0A076IRV2__BACDOR_02822
ERR1913171.605593__1.605593	47678__R5U9M8__CGC64_07665
ERR1913171.605528__1.605528	39491__A0A173TAZ5__DXB99_09520
ERR1913171.605535__1.605535	160404__R7B723__B5G26_02480
ERR1913171.605674__1.605674	40518__R5DZB3__RB5AMG_01719
ERR1913171.605695__1.605695	818__Q8A3I3__HMPREF2534_00068
ERR1913171.606055__1.606055	47678__A5ZL09__BACCAC_03608
ERR1913171.606077__1.606077	47678__R5UES3__CGC64_00760
ERR1913171.606122__1.606122	246787__R6KQ08__AA416_01934
ERR1913171.606210__1.606210	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913171.606283__1.606283	820__A0A3E4PYB0__yejM
ERR1913171.606262__1.606262	487174__K0X7X4__DIT83_09125
ERR1913171.606385__1.606385	357276__I9QWN0__ABI39_00335
ERR1913171.606352__1.606352	239935__A0A139TT05__CXU09_03335
ERR1913171.606438__1.606438	820__A0A3E4G826__C801_01612
ERR1913171.606444__1.606444	357276__A0A076IRX7__HMPREF1064_00526
ERR1913171.606484__1.606484	40518__R5DS23__DXD86_01715
ERR1913171.606514__1.606514	357276__I9R994__BACDOR_04044
ERR1913171.606519__1.606519	544645__A0A1U7LBK0__DXC42_07670
ERR1913171.606808__1.606808	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.606811__1.606811	39491__A0A395ZGU6__ERS852417_01456
ERR1913171.606817__1.606817	28117__B0MVL2__BHV66_01645
ERR1913171.606820__1.606820	357276__A0A076J8M3__ABI39_13695
ERR1913171.606848__1.606848	357276__I9R1V6__DXD47_04125
ERR1913171.606869__1.606869	28116__A0A1Y4Q112__evgS_13
ERR1913171.606957__1.606957	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.606995__1.606995	901__A0A1K1LF78__DESPIGER_1556
ERR1913171.607027__1.607027	823__A0A355XKQ8__DHP27_04010
ERR1913171.607047__1.607047	39491__A0A174LTW7__DXD13_08720
ERR1913171.607089__1.607089	823__A6LHK0__M090_1297
ERR1913171.607118__1.607118	40518__R5DZC6__mreC
ERR1913171.607205__1.607205	204516__U6R9E7__HMPREF1534_03313
ERR1913171.607266__1.607266	357276__B6VXX7__HMPREF1063_02683
ERR1913171.607371__1.607371	28118__F9Z750__Odosp_3044
ERR1913171.607422__1.607422	39491__A0A396FJJ9__DXB76_11995
ERR1913171.607508__1.607508	40520__R7DC80__RUMOBE_00153
ERR1913171.607509__1.607509	357276__C3R9Y0__HMPREF1064_01889
ERR1913171.607538__1.607538	823__A0A355XEX9__ERS852560_03521
ERR1913171.607582__1.607582	820__A0A174CG08__DXB62_13215
ERR1913171.607617__1.607617	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913171.607641__1.607641	357276__C3R5A0__B5F00_02960
ERR1913171.607656__1.607656	626929__R6L317__HMPREF9445_00686
ERR1913171.607832__1.607832	357276__A0A076II57__GV66_07710
ERR1913171.607986__1.607986	357276__A0A076IRZ5__BACDOR_00630
ERR1913171.607961__1.607961	246787__A0A108T1Y3__fepA_8
ERR1913171.608047__1.608047	371601__I9UPW7__BN890_25900
ERR1913171.608070__1.608070	823__A0A395YSW8__CF162_05645
ERR1913171.608183__1.608183	820__A0A139KIL9__DXC68_05945
ERR1913171.608212__1.608212	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.608338__1.608338	33038__A0A2N5NXH5__CDL27_14300
ERR1913171.608491__1.608491	357276__I8WPR6__EL88_06675
ERR1913171.608542__1.608542	357276__B6W1Y5__IY41_11405
ERR1913171.608607__1.608607	820__A0A174Q0F0__DXB48_08080
ERR1913171.608715__1.608715	40518__R5E7G3__DXD86_03405
ERR1913171.609084__1.609084	33038__A0A2N5PIX3__CDL26_14635
ERR1913171.609130__1.609130	74426__sugC
ERR1913171.609273__1.609273	357276__I8WPR6__EL88_06675
ERR1913171.609430__1.609430	820__A0A396EUU8__luxQ_3
ERR1913171.609535__1.609535	239935__A0A2N8IL82__CXU02_11740
ERR1913171.609757__1.609757	371601__D6CXF7__BN891_50120
ERR1913171.609805__1.609805	39491__D6E558__DXB69_00810
ERR1913171.609835__1.609835	649756__E5VJS7__mecR1_3
ERR1913171.610013__1.610013	487174__K0X3V7__DIT83_01400
ERR1913171.610049__1.610049	28116__F7LEX0__CUY_5042
ERR1913171.610057__1.610057	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913171.610106__1.610106	33039__D4M4L0__ERS852577_02891
ERR1913171.610161__1.610161	823__A0A073I5R7__cloSI
ERR1913171.610419__1.610419	820__A0A3E4G826__C801_01612
ERR1913171.610379__1.610379	1897011__A0A1Q6RH73__BHW41_01885
ERR1913171.610519__1.610519	1628085__A0A2U1BE42__C7386_104118
ERR1913171.610684__1.610684	357276__A0A0M1W4C0__DXD47_07095
ERR1913171.610723__1.610723	626929__R6L6C2__B5F97_02175
ERR1913171.610814__1.610814	292800__H1C6M9__ERS852518_00105
ERR1913171.610931__1.610931	357276__I9QBT7__BSEG_03340
ERR1913171.611019__1.611019	820__A0A139K5A6__DXB48_12175
ERR1913171.611041__1.611041	818__A0A1H7L4U6__BSIG_3287
ERR1913171.611104__1.611104	818__A0A1H7TGM1__BJP75_010615
ERR1913171.611131__1.611131	371601__A0A1H4AKU1__BXY_45200
ERR1913171.611177__1.611177	820__A0A139K4W1__M093_0353
ERR1913171.611322__1.611322	823__A0A174XJM9__CEQ22_007230
ERR1913171.611367__1.611367	556259__I0PYM3__BSGG_5385
ERR1913171.611473__1.611473	371601__D6CXF8__DXD80_06045
ERR1913171.611560__1.611560	357276__I8WPR6__EL88_06675
ERR1913171.611579__1.611579	40518__R5DUU2__yvhJ_2
ERR1913171.611806__1.611806	853__A0A2A7B9I6__DW855_13690
ERR1913171.611780__1.611780	818__Q8A112__BT_3859
ERR1913171.612102__1.612102	39491__A0A395V0H3__ERS852417_01192
ERR1913171.612193__1.612193	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.612697__1.612697	820__A0A1T4IYF4__mprA_1
ERR1913171.612799__1.612799	820__A0A3E4W984__pssA
ERR1913171.613075__1.613075	1262992__R5DA07__BN795_01576
ERR1913171.613198__1.613198	39492__D4JWI6__EUBSIR_01073
ERR1913171.613278__1.613278	39488__A0A174BS94__DXD91_16570
ERR1913171.613378__1.613378	818__Q8A3I3__HMPREF2534_00068
ERR1913171.613407__1.613407	357276__I8WEY2__ABI39_04185
ERR1913171.613499__1.613499	823__A0A174MNW4__M091_0199
ERR1913171.613610__1.613610	246787__R6LGB3__BcellWH2_02361
ERR1913171.613615__1.613615	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913171.613802__1.613802	47678__R5U206__C5Z00_07065
ERR1913171.613816__1.613816	357276__C3R5A0__B5F00_02960
ERR1913171.613844__1.613844	357276__A0A0K2HDP3__IY41_00705
ERR1913171.613853__1.613853	1150298__R7JTW4__yvhJ
ERR1913171.613927__1.613927	40518__R5DP21__RBATCC27255_00348
ERR1913171.613986__1.613986	823__A0A355XF06__B5F32_11480
ERR1913171.613979__1.613979	901__B6WVJ0__BHW59_08380
ERR1913171.613982__1.613982	47678__R5U9Z0__HMPREF1061_03210
ERR1913171.614020__1.614020	626929__F3PJ33__HMPREF9445_02027
ERR1913171.614028__1.614028	40518__R5DQL2__RBATCC27255_00937
ERR1913171.614077__1.614077	820__A0A3E4VZT7__DXB48_16145
ERR1913171.614229__1.614229	357276__A0A076INK2__BSEG_04225
ERR1913171.614302__1.614302	357276__A0A076IS73__GV66_00410
ERR1913171.614376__1.614376	2108523__A0A2P2F504__LAWASA_1087
ERR1913171.614575__1.614575	1150298__A0A174LLX0__dhaD
ERR1913171.614600__1.614600	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913171.614738__1.614738	39491__D4JMW8__ERS852497_01971
ERR1913171.614810__1.614810	1262743__R5C054__BN727_01980
ERR1913171.614847__1.614847	40518__R5E1J7__RBL236_02062
ERR1913171.614905__1.614905	820__A0A1T4IYF4__mprA_1
ERR1913171.614977__1.614977	820__A0A174QLF0__SAMN05444418_109151
ERR1913171.615113__1.615113	544645__A0A1Y3W1L7__DXC42_19080
ERR1913171.615587__1.615587	820__A0A139JRS5__HMPREF1073_04025
ERR1913171.615764__1.615764	28116__A0A395VZB9__Bovatus_03205
ERR1913171.615787__1.615787	820__A0A3E4W984__pssA
ERR1913171.615888__1.615888	47678__R5UAG4__DW706_17045
ERR1913171.615898__1.615898	357276__I8WEZ6__BACDOR_02323
ERR1913171.615912__1.615912	820__A0A3E4W984__pssA
ERR1913171.615931__1.615931	544645__A0A3E4TJQ9__DXC42_00310
ERR1913171.615956__1.615956	28117__B0MXG8__ALIPUT_01814
ERR1913171.616113__1.616113	239935__B2UL21__CXT98_03395
ERR1913171.616119__1.616119	40518__R5E4X1__DXD93_05270
ERR1913171.616139__1.616139	820__I9TWZ7__DXC80_10550
ERR1913171.616081__1.616081	1263107__GCA_000436995.1_00223
ERR1913171.616103__1.616103	818__Q8A3R2__C799_03293
ERR1913171.616173__1.616173	820__A0A174M9V5__M093_0237
ERR1913171.616190__1.616190	1262992__R5D3X7__BN795_00539
ERR1913171.616217__1.616217	39491__C4ZCH3__EUR_17560
ERR1913171.616297__1.616297	28116__A0A1G6G396__DXD69_22115
ERR1913171.616302__1.616302	39491__A0A396FSN2__EUBREC_0707
ERR1913171.616325__1.616325	39491__A0A395UYM9__DXC13_07980
ERR1913171.616462__1.616462	39491__A0A395UZZ5__htpG_1
ERR1913171.616555__1.616555	357276__C3REQ8__GV66_09740
ERR1913171.616694__1.616694	357276__E5UTL1__HMPREF1065_03551
ERR1913171.616712__1.616712	820__A0A174F0C1__nreB
ERR1913171.616896__1.616896	357276__A0A0K2HDP3__IY41_00705
ERR1913171.616914__1.616914	820__A0A174CG08__DXB62_13215
ERR1913171.616918__1.616918	33038__A7B7G7__CDL25_12200
ERR1913171.616953__1.616953	820__A0A3E4VXP2__yesR
ERR1913171.616973__1.616973	1096246__A0A2V3XU36__DFR60_13033
ERR1913171.617023__1.617023	1262911__R6GIB9__BN557_01439
ERR1913171.617133__1.617133	28117__B0MYZ8__BHV66_04535
ERR1913171.617262__1.617262	39491__A0A395V397__EUR_09960
ERR1913171.617347__1.617347	28117__B0MY34__BHV66_05195
ERR1913171.617358__1.617358	246787__E2NH87__BcellWH2_04496
ERR1913171.617378__1.617378	823__A0A069S0G2__DXB14_03195
ERR1913171.617380__1.617380	820__A0A1T4IY71__HMPREF2141_02402
ERR1913171.617382__1.617382	820__A0A173YYG4__evgS_3
ERR1913171.617487__1.617487	39491__A0A395ZBW8__DXC13_08840
ERR1913171.617504__1.617504	1150298__A0A174HXS4__ERS852498_00503
ERR1913171.617890__1.617890	357276__I8WPR6__EL88_06675
ERR1913171.618113__1.618113	47678__R5UG96__C5Z00_12630
ERR1913171.618078__1.618078	818__C6IEU8__BSIG_0269
ERR1913171.618251__1.618251	649756__B0NYW1__DCR88_01045
ERR1913171.618345__1.618345	820__A0A139KHX1__HMPREF2141_00289
ERR1913171.618494__1.618494	357276__I9R994__BACDOR_04044
ERR1913171.618509__1.618509	820__A0A3E4WCX3__C801_02709
ERR1913171.618518__1.618518	820__A0A374QGD2__ERS852421_02382
ERR1913171.618599__1.618599	116085__D4JAV2__DW747_16210
ERR1913171.618608__1.618608	357276__A0A076J8M3__ABI39_13695
ERR1913171.618660__1.618660	357276__B6VXX7__HMPREF1063_02683
ERR1913171.618672__1.618672	820__A0A374Q8T2__DXB64_16190
ERR1913171.618721__1.618721	47678__R5UXJ2__DW706_08325
ERR1913171.618817__1.618817	39491__D4JMW8__ERS852497_01971
ERR1913171.619219__1.619219	457421__C5ERC0__CBFG_04276
ERR1913171.619307__1.619307	39491__C4Z872__LD38_07250
ERR1913171.619548__1.619548	357276__I9FTR0__HMPREF1065_02861
ERR1913171.619583__1.619583	39491__A0A174LTW7__DXD13_08720
ERR1913171.619510__1.619510	357276__I9QWD4__DXD47_15075
ERR1913171.619692__1.619692	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913171.620043__1.620043	357276__A0A076IRV2__BACDOR_02822
ERR1913171.620062__1.620062	820__A0A174DZ97__SAMN05444418_101240
ERR1913171.620070__1.620070	39492__R6SA81__EUBSIR_00402
ERR1913171.620150__1.620150	820__A0A139JY23__B5G17_06330
ERR1913171.620151__1.620151	239935__R6JD78__CXU05_09250
ERR1913171.620185__1.620185	357276__A0A076IKP7__BACDOR_04239
ERR1913171.620293__1.620293	33039__A0A173VTT4__frdB_1
ERR1913171.620306__1.620306	487174__K0X455__HMPREF9448_00399
ERR1913171.620381__1.620381	39492__D4JRZ7__smc
ERR1913171.620469__1.620469	40518__R5DRY6__RB5AMG_00549
ERR1913171.620597__1.620597	39491__C4ZCH3__EUR_17560
ERR1913171.620786__1.620786	357276__A0A0K2HJA6__DXD47_07320
ERR1913171.620845__1.620845	357276__B6VT86__IY41_22515
ERR1913171.620973__1.620973	47678__R5UAF6__ERS852494_02966
ERR1913171.621058__1.621058	820__A0A174CK74__DXB48_07060
ERR1913171.621076__1.621076	357276__B6W1Y1__BSEG_03960
ERR1913171.621128__1.621128	820__A0A174CG08__DXB62_13215
ERR1913171.621268__1.621268	818__A0A1H7S810__BJP75_003270
ERR1913171.621355__1.621355	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913171.621316__1.621316	40518__R5E7G3__DXD86_03405
ERR1913171.621317__1.621317	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913171.621497__1.621497	357276__A0A076IRV2__BACDOR_02822
ERR1913171.621498__1.621498	823__A0A078TE44__DD466_14830
ERR1913171.621594__1.621594	357276__B6W1Y1__BSEG_03960
ERR1913171.621635__1.621635	39491__A0A396FUZ3__phoR_1
ERR1913171.621858__1.621858	820__A0A3E4G3J9__ERS852459_02265
ERR1913171.621832__1.621832	33038__A0A2N5PU17__C5Y99_11950
ERR1913171.622034__1.622034	39491__A0A396FFW0__ERE_10580
ERR1913171.622140__1.622140	387090__S0F7Y3__BACCOPRO_02028
ERR1913171.622261__1.622261	39491__A0A174EQV2__DXB69_10230
ERR1913171.622335__1.622335	820__A0A173YYG4__evgS_3
ERR1913171.622404__1.622404	47678__R5UHH8__HMPREF1061_02584
ERR1913171.622382__1.622382	371601__I9URB1__HMPREF1074_03344
ERR1913171.622388__1.622388	820__A0A174A6K0__M093_0079
ERR1913171.622618__1.622618	820__A0A173WUD7__DXB48_08055
ERR1913171.622884__1.622884	166486__D4KYC3__ROSINTL182_05485
ERR1913171.622886__1.622886	239935__B2UQP8__CXU15_01110
ERR1913171.622967__1.622967	823__A0A355XKQ8__DHP27_04010
ERR1913171.623071__1.623071	820__A7V9F9__B5G17_14640
ERR1913171.623243__1.623243	823__A0A355XIK0__CEQ22_011965
ERR1913171.623270__1.623270	820__A0A3E4VZY4__ERS852554_01211
ERR1913171.623338__1.623338	357276__I9F327__DXD47_22495
ERR1913171.623493__1.623493	357276__A0A0K2HJA6__DXD47_07320
ERR1913171.623628__1.623628	820__A0A173YYG4__evgS_3
ERR1913171.623689__1.623689	820__A0A374Q854__HMPREF1073_03281
ERR1913171.623935__1.623935	487174__K0X2Y1__lepB
ERR1913171.623875__1.623875	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.623888__1.623888	820__A0A3E4GA19__SAMN05444418_10562
ERR1913171.623972__1.623972	357276__B6W5Q9__HMPREF1063_03125
ERR1913171.624015__1.624015	820__A0A3E4RU03__M093_0563
ERR1913171.624020__1.624020	818__A0A139KW19__nedA_1
ERR1913171.624086__1.624086	74426__purL
ERR1913171.624195__1.624195	371601__A0A139LNM6__BN891_32770
ERR1913171.624285__1.624285	487174__K0X0F6__HMPREF9448_01444
ERR1913171.624516__1.624516	40518__R5E6K4__RB5AMG_02070
ERR1913171.624706__1.624706	357276__I8WEZ6__BACDOR_02323
ERR1913171.624832__1.624832	487174__R5FJH0__DDY40_07055
ERR1913171.624874__1.624874	357276__A0A076INK2__BSEG_04225
ERR1913171.624960__1.624960	820__A0A139JRH8__HMPREF2141_04326
ERR1913171.625004__1.625004	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913171.625326__1.625326	357276__C3R5A0__B5F00_02960
ERR1913171.625275__1.625275	40518__R5E4X1__DXD93_05270
ERR1913171.625333__1.625333	820__A0A173YYG4__evgS_3
ERR1913171.625549__1.625549	820__A0A174I980__gldH
ERR1913171.625467__1.625467	239935__A0A2N8J2P6__ADH72_06730
ERR1913171.625476__1.625476	820__A0A139KIL9__DXC68_05945
ERR1913171.625556__1.625556	47678__R5UMP1__CGC64_03365
ERR1913171.625629__1.625629	291645__I8WZT8__HMPREF1068_04327
ERR1913171.625653__1.625653	649756__A0A174F5S4__ecfA2
ERR1913171.625767__1.625767	239935__A0A2N8HZZ2__CXU19_04895
ERR1913171.626003__1.626003	39491__C4Z9E9__T1815_12341
ERR1913171.626029__1.626029	745368__A0A1T4WAV4__SAMN02745178_00326
ERR1913171.626071__1.626071	39486__B0G6T5__DXD50_07965
ERR1913171.626075__1.626075	820__A0A3E4RUC4__DHU98_02635
ERR1913171.626096__1.626096	418240__A0A174G147__toxA_4
ERR1913171.626114__1.626114	166486__D4L1H3__sacC
ERR1913171.626117__1.626117	357276__A0A0M1W4C0__DXD47_07095
ERR1913171.626139__1.626139	649756__D4MV98__ERS852475_00895
ERR1913171.626149__1.626149	39491__D4JMW8__ERS852497_01971
ERR1913171.626242__1.626242	310298__B3JFI7__BACCOP_00636
ERR1913171.626246__1.626246	39491__A0A395UZZ5__htpG_1
ERR1913171.626281__1.626281	820__A0A174TRB5__DXD40_11305
ERR1913171.626430__1.626430	823__A0A355XKQ8__DHP27_04010
ERR1913171.626375__1.626375	357276__A0A076IP73__BACDOR_04237
ERR1913171.626398__1.626398	820__A0A139KJR5__M093_4469
ERR1913171.626518__1.626518	820__A7UYX8__DXD40_11635
