ERR1913261.83__1.83	1150298__A0A174AM35__ERS852498_00645
ERR1913261.830105__1.830105	39491__A0A395ZBW8__DXC13_08840
ERR1913261.830166__1.830166	39491__A0A395V0H3__ERS852417_01192
ERR1913261.830273__1.830273	1262922__R6F3P6__BN487_01980
ERR1913261.830283__1.830283	823__A0A355XKQ8__DHP27_04010
ERR1913261.830404__1.830404	40518__R5DVL2__penA
ERR1913261.830458__1.830458	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913261.830963__1.830963	39491__A0A395UZZ5__htpG_1
ERR1913261.830986__1.830986	39491__R6UMS6__DXD13_07035
ERR1913261.831065__1.831065	39491__A0A173QT73__alaS_2
ERR1913261.831134__1.831134	39486__B0G7S3__HMPREF9457_01465
ERR1913261.831382__1.831382	487174__K0XG34__HMPREF9448_02234
ERR1913261.831401__1.831401	1150298__R7JXH6__mecR1
ERR1913261.831689__1.831689	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913261.831819__1.831819	360807__A0A1Q6T5F1__fliF
ERR1913261.831794__1.831794	40518__R5E1J7__RBL236_02062
ERR1913261.831857__1.831857	28117__B0MVL5__BHV66_01660
ERR1913261.831903__1.831903	39491__A0A395ZG74__licR
ERR1913261.831837__1.831837	1150298__A0A174D6N6__accB
ERR1913261.832140__1.832140	46503__R6X5I4__ERS852463_01136
ERR1913261.832528__1.832528	1262992__R5DCV6__BN795_00412
ERR1913261.832567__1.832567	853__A0A174C5M1__CGS58_04460
ERR1913261.832590__1.832590	301302__R5VFU2__xynA1
ERR1913261.832634__1.832634	39491__A0A2U2EKL1__ERS852580_00911
ERR1913261.832823__1.832823	1150298__R7JUW7__ERS852406_02089
ERR1913261.832891__1.832891	39491__A0A395UZ89__DXB72_12805
ERR1913261.833103__1.833103	1262922__R6F3E6__BN487_01915
ERR1913261.833132__1.833132	1262933__R7P835__BN736_01586
ERR1913261.833138__1.833138	39491__D6E118__DXB69_05765
ERR1913261.833474__1.833474	821__A0A174NVL6__NCTC10583_01782
ERR1913261.833487__1.833487	823__A6LEF1__CF162_12695
ERR1913261.833603__1.833603	28117__B0MZ22__BHV66_04430
ERR1913261.833738__1.833738	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913261.833800__1.833800	328814__GCA_004558275.1_02279
ERR1913261.833959__1.833959	39491__C4ZAT2__ERE_28440
ERR1913261.834400__1.834400	28117__B0MY40__BHV66_05170
ERR1913261.834603__1.834603	487174__K0WS78__HMPREF9448_02825
ERR1913261.834617__1.834617	1262933__R7PA55__BN736_01698
ERR1913261.834661__1.834661	817__A0A015P1E8__M085_2472
ERR1913261.834699__1.834699	39491__C4ZAT2__ERE_28440
ERR1913261.834881__1.834881	39491__A0A395UYA6__EUBREC_0408
ERR1913261.834855__1.834855	160404__R6QUY2__SAMN02745138_03128
ERR1913261.834932__1.834932	1262933__R7PE99__BN736_00515
ERR1913261.834975__1.834975	360807__A0A1Q6SXK5__RIL183_06541
ERR1913261.835137__1.835137	1263000__R5EIH8__BN466_01210
ERR1913261.835157__1.835157	823__C7XA51__BDI_0499
ERR1913261.835181__1.835181	28116__R6JIR4__DXA80_14190
ERR1913261.835715__1.835715	1262933__R7PDZ9__BN736_00494
ERR1913261.835854__1.835854	292800__G9YPX7__ERS852518_06690
ERR1913261.835982__1.835982	1550024__G9RWQ7__ASJ35_03880
ERR1913261.836055__1.836055	39491__A0A395ZHW9__DXC13_02590
ERR1913261.836160__1.836160	1262922__R6F3P6__BN487_01980
ERR1913261.836223__1.836223	1262922__R6EVJ0__BN487_00736
ERR1913261.836248__1.836248	418240__C6JAX8__ERS852478_02355
ERR1913261.836292__1.836292	160404__R6PUZ1__SAMN02745138_01660
ERR1913261.836656__1.836656	39491__A0A395ZDC6__addB
ERR1913261.836793__1.836793	418240__A0A173X9D3__ERS852478_00421
ERR1913261.836801__1.836801	28117__B0MZ50__ALIPUT_02424
ERR1913261.836805__1.836805	487173__H1D2L5__HMPREF9453_01853
ERR1913261.836815__1.836815	357276__A0A076INK2__BSEG_04225
ERR1913261.837230__1.837230	1262933__R7PCN4__BN736_01780
ERR1913261.837258__1.837258	39491__A0A395ZHW3__ERS852417_01359
ERR1913261.837272__1.837272	820__A0A174A6K0__M093_0079
ERR1913261.837371__1.837371	39491__A0A396FNP1__DXD95_06025
ERR1913261.837650__1.837650	39491__C4ZGN3__DXB99_14175
ERR1913261.837812__1.837812	823__A0A355XLT7__HMPREF1075_03402
ERR1913261.837846__1.837846	1150298__A0A174GQV8__ERS852406_02454
ERR1913261.838072__1.838072	1262922__R6E195__BN487_00989
ERR1913261.838121__1.838121	1262922__R6EEP0__BN487_01314
ERR1913261.838171__1.838171	649756__D4MXQ4__HMPREF0369_01551
ERR1913261.838205__1.838205	2108523__A0A2P2FDD9__LAWASA_4026
ERR1913261.838288__1.838288	1262922__R6ECW3__BN487_01323
ERR1913261.838559__1.838559	1262933__R7P8L6__BN736_01776
ERR1913261.838939__1.838939	1550024__G9RZ99__TQ39_02720
ERR1913261.839371__1.839371	1262922__R6E290__BN487_01114
ERR1913261.839521__1.839521	1262922__R6E5H3__BN487_01250
ERR1913261.839586__1.839586	39485__R5ZRN3__ERS852490_00208
ERR1913261.839587__1.839587	1262933__R7PB85__BN736_00258
ERR1913261.839740__1.839740	1262889__R7HGV8__BN634_01881
ERR1913261.839765__1.839765	39488__A0A174BS94__DXD91_16570
ERR1913261.839903__1.839903	39491__A0A174EQV2__DXB69_10230
ERR1913261.839964__1.839964	39491__C4Z9K7__EUBREC_0050
ERR1913261.840226__1.840226	1150298__A0A174DSD1__dacB_3
ERR1913261.840429__1.840429	1262922__R6EE49__BN487_01193
ERR1913261.840460__1.840460	39491__A0A395ZBQ4__cph2_2
ERR1913261.840562__1.840562	28117__B0MT73__ALIPUT_00412
ERR1913261.840572__1.840572	1262922__R6E8Z6__BN487_01791
ERR1913261.840581__1.840581	172901__A0A2U1AT14__C8D82_12016
ERR1913261.840623__1.840623	1262922__R6E3T8__BN487_00972
ERR1913261.840601__1.840601	1150298__R7JTW4__yvhJ
ERR1913261.840794__1.840794	1263000__R5EKT2__BN466_02168
ERR1913261.840814__1.840814	39491__A0A0M6WPN4__DXB69_06325
ERR1913261.840833__1.840833	39485__A0A174ZA72__glgB_1
ERR1913261.840914__1.840914	39491__A0A395V5R3__EUBREC_1883
ERR1913261.840958__1.840958	1262933__R7PAQ0__BN736_01876
ERR1913261.840979__1.840979	39491__A0A395ZDC6__addB
ERR1913261.841046__1.841046	418240__A0A174FQH1__yutF
ERR1913261.841127__1.841127	821__A0A174T998__DXB82_10860
ERR1913261.841108__1.841108	39485__A0A174Z7G5__EUBELI_01168
ERR1913261.841176__1.841176	1034346__A0A2V2FYK1__DES51_106219
ERR1913261.841243__1.841243	1262922__R6ECW3__BN487_01323
ERR1913261.841334__1.841334	301302__A0A173S3L8__vpr
ERR1913261.841362__1.841362	39491__A0A174K9A3__DXB69_07785
ERR1913261.841759__1.841759	329854__R5MCA7__DXD57_10010
ERR1913261.841775__1.841775	1262922__R6EAK5__BN487_00566
ERR1913261.841823__1.841823	28117__B0MXW9__ALIPUT_01981
ERR1913261.841867__1.841867	214856__A0A174Z9G9__ERS852447_00497
ERR1913261.841947__1.841947	1150298__R7JVR8__ERS852498_01126
ERR1913261.842011__1.842011	1262922__R6ECP0__BN487_01268
ERR1913261.842178__1.842178	28117__B0N007__BHV66_10275
ERR1913261.842199__1.842199	1262922__R6E5U1__BN487_01344
ERR1913261.842397__1.842397	745368__A0A1T4XN25__SAMN02745178_02084
ERR1913261.842491__1.842491	39485__C4Z5L8__ERS852490_00665
ERR1913261.842575__1.842575	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913261.842631__1.842631	1263000__R5EKR4__BN466_01609
ERR1913261.842798__1.842798	821__A0A0P0M2J4__DXD46_10295
ERR1913261.842760__1.842760	39485__C4Z028__ERS852492_00100
ERR1913261.842823__1.842823	853__A0A2A6Z8X1__FPR_03410
ERR1913261.842845__1.842845	39491__A0A396FKG5__DXB76_07455
ERR1913261.842957__1.842957	2108523__A0A2P2FD12__LAWASA_3965
ERR1913261.842982__1.842982	39491__A0A395V0X2__EUBREC_3007
ERR1913261.843071__1.843071	44742__A0A0X8JHP9__AXF13_01270
ERR1913261.843181__1.843181	28117__R7JMT0__BHV66_05875
ERR1913261.843190__1.843190	39491__C4ZAT2__ERE_28440
ERR1913261.843295__1.843295	39491__A0A395ZGE4__ERS852497_01269
ERR1913261.843455__1.843455	39491__A0A395ZGU6__ERS852417_01456
ERR1913261.843482__1.843482	823__A0A395YX30__M090_4590
ERR1913261.843753__1.843753	487174__R5F4K8__HMPREF9448_01532
ERR1913261.843757__1.843757	39491__R6TNE7__T1815_09811
ERR1913261.843781__1.843781	487174__K0XES7__HMPREF9448_00566
ERR1913261.843821__1.843821	39485__C4Z684__ERS852492_01895
ERR1913261.843836__1.843836	39491__A0A396FJJ9__DXB76_11995
ERR1913261.843866__1.843866	39491__A0A395UWA3__DXB69_11805
ERR1913261.843967__1.843967	39491__A0A396FQ67__DXB99_07505
ERR1913261.844068__1.844068	39491__C4ZD70__LD38_03510
ERR1913261.844179__1.844179	39491__A0A395ZDC6__addB
ERR1913261.844745__1.844745	823__D7IKW8__DXD05_10310
ERR1913261.845053__1.845053	39491__A0A0M6WNS5__DXC13_02015
ERR1913261.845348__1.845348	821__A0A395US34__C5Z04_18975
ERR1913261.845351__1.845351	39491__C4Z9K7__EUBREC_0050
ERR1913261.845382__1.845382	39491__D6E118__DXB69_05765
ERR1913261.845467__1.845467	216816__D6DBD5__DXC32_04335
ERR1913261.845632__1.845632	1262933__R7PDE9__BN736_00222
ERR1913261.846110__1.846110	1262922__R6EBP8__BN487_00770
ERR1913261.846049__1.846049	357276__I8WBQ9__HMPREF1065_03212
ERR1913261.846175__1.846175	39491__A0A174K9A3__DXB69_07785
ERR1913261.846511__1.846511	39491__A0A395ZDC6__addB
ERR1913261.846763__1.846763	823__A0A174DZM1__DDY96_10310
ERR1913261.846940__1.846940	823__A0A174XJM9__CEQ22_007230
ERR1913261.847138__1.847138	1262922__R6EDI1__BN487_01092
ERR1913261.847303__1.847303	823__A0A174U5E4__BDI_3390
ERR1913261.847356__1.847356	28117__B0N028__BHV66_05935
ERR1913261.847491__1.847491	418240__R7CJP2__cycB_1
ERR1913261.847493__1.847493	1262792__R6ZPX7__BN593_00514
ERR1913261.847759__1.847759	487174__K0X789__DIT83_10440
ERR1913261.847789__1.847789	39491__A0A0M6WNS5__DXC13_02015
ERR1913261.847960__1.847960	1263107__GCA_000436995.1_00097
ERR1913261.847929__1.847929	1965586__A0A1Y4HM59__B5F34_07730
ERR1913261.848112__1.848112	39491__D6E408__EUBREC_1466
ERR1913261.848281__1.848281	39485__C4Z2I5__ERS852492_02214
ERR1913261.848285__1.848285	1262922__R6DZZ7__BN487_00771
ERR1913261.848323__1.848323	106588__A6NPX7__BACCAP_00246
ERR1913261.848337__1.848337	1262922__R6E5U1__BN487_01344
ERR1913261.848374__1.848374	39491__A0A396FFW0__ERE_10580
ERR1913261.848798__1.848798	39491__A0A396FMF1__EUR_28700
ERR1913261.849092__1.849092	39491__A0A395UZL1__DXB76_05950
ERR1913261.849128__1.849128	39491__A0A173RA59__EUR_24800
ERR1913261.849497__1.849497	39491__A0A396FQV7__T1815_10751
ERR1913261.849756__1.849756	1262922__R6ECX9__BN487_01332
ERR1913261.849907__1.849907	1262933__R7PBZ0__BN736_00523
ERR1913261.849946__1.849946	39491__A0A395V297__EUR_01010
ERR1913261.849947__1.849947	823__A0A078SYK6__DXB14_02485
ERR1913261.849997__1.849997	853__A0A173T751__C4N24_10280
ERR1913261.850111__1.850111	1262933__R7PAS1__BN736_01218
ERR1913261.850152__1.850152	39491__A0A395ZGU6__ERS852417_01456
ERR1913261.850297__1.850297	106588__A6NQY0__BACCAP_00604
ERR1913261.850464__1.850464	214856__A0A173W3Y5__ERS852559_02032
ERR1913261.850586__1.850586	39491__D4JM76__DXC13_02150
ERR1913261.850599__1.850599	1263000__R5EGY6__BN466_00973
ERR1913261.850642__1.850642	39491__A0A395ZHW9__DXC13_02590
ERR1913261.850712__1.850712	821__A0A395US34__C5Z04_18975
ERR1913261.850760__1.850760	1262922__R6E4W9__BN487_01554
ERR1913261.850982__1.850982	1262933__R7P835__BN736_01586
ERR1913261.851043__1.851043	1703337__A0A2U0U7Q7__C7379_11089
ERR1913261.851148__1.851148	39491__A0A395ZDC6__addB
ERR1913261.851157__1.851157	1262922__R6EZH3__BN487_01393
ERR1913261.851355__1.851355	46503__K5ZBF7__DD461_15285
ERR1913261.851704__1.851704	360807__A0A0M6WDI8__RIL183_01921
ERR1913261.851841__1.851841	46503__R6X6Y1__DCY29_15600
ERR1913261.851874__1.851874	1262922__R6E874__BN487_00500
ERR1913261.851948__1.851948	1150298__A0A174HB98__ERS852406_02617
ERR1913261.851970__1.851970	821__A0A0P0M2J4__DXD46_10295
ERR1913261.852003__1.852003	39491__A0A396FSR4__ERS852580_02287
ERR1913261.852266__1.852266	360807__A0A1Q6T326__appA_1
ERR1913261.852417__1.852417	1262922__R6E219__BN487_00678
ERR1913261.852464__1.852464	39491__A0A174G6M3__DXD13_14470
ERR1913261.852699__1.852699	39491__A0A395ZEI6__ERE_07950
ERR1913261.852706__1.852706	39491__C4ZHS4__EUR_24420
ERR1913261.852747__1.852747	823__A0A355XP97__M092_2525
ERR1913261.852837__1.852837	39491__A0A395ZEN3__DXD95_12655
ERR1913261.852932__1.852932	823__A0A174W1A8__panE
ERR1913261.853010__1.853010	1262922__R6EBP8__BN487_00770
ERR1913261.853172__1.853172	1262933__R7PDJ8__BN736_00265
ERR1913261.854001__1.854001	28117__B0MWC6__BHV66_00965
ERR1913261.854133__1.854133	39491__A0A395UZ82__EUR_31520
ERR1913261.854214__1.854214	1262933__R7PAV0__BN736_01209
ERR1913261.854332__1.854332	358743__G5HMZ6__SAMN05216568_101173
ERR1913261.854458__1.854458	39491__A0A395V1R3__T1815_08181
ERR1913261.854468__1.854468	1262922__R6EDI1__BN487_01092
ERR1913261.854527__1.854527	562__P0ADK7__yibA
ERR1913261.854747__1.854747	1150298__A0A174MFD0__degA_1
ERR1913261.854908__1.854908	39491__A0A173RA59__EUR_24800
ERR1913261.855045__1.855045	1262922__R6E8K7__BN487_01739
ERR1913261.855038__1.855038	823__A0A355XFH7__ERS852513_00769
ERR1913261.855085__1.855085	39491__A0A174K265__DXB76_05915
ERR1913261.855127__1.855127	1262922__R6E8Z6__BN487_01791
ERR1913261.855171__1.855171	820__A0A374MMF0__HMPREF1073_03811
ERR1913261.855179__1.855179	823__D7IV95__DXC05_09565
ERR1913261.855195__1.855195	39486__G1WX25__DXD84_13390
ERR1913261.855292__1.855292	39491__A0A395ZHV7__ykvU
ERR1913261.855296__1.855296	1262922__R6EXS9__BN487_01090
ERR1913261.855357__1.855357	28117__B0MUB3__ALIPUT_00727
ERR1913261.855388__1.855388	1262933__R7PAJ4__BN736_00159
ERR1913261.855425__1.855425	823__A0A078SBS5__DXC05_19830
ERR1913261.855465__1.855465	328814__GCA_004558275.1_00014
ERR1913261.855524__1.855524	1262933__R7PDP2__BN736_00894
ERR1913261.855670__1.855670	1965537__A0A1Y4WLK0__B5E42_08175
ERR1913261.855699__1.855699	39491__A0A396FEW6__T1815_18721
ERR1913261.855683__1.855683	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913261.855690__1.855690	487174__R5F3K6__DDY40_04230
ERR1913261.855987__1.855987	39491__R6TQ09__DXC13_03010
ERR1913261.856086__1.856086	823__A0A355XJ56__DDY96_07685
ERR1913261.856371__1.856371	552398__F4XDJ8__HMPREF0866_01919
ERR1913261.856468__1.856468	1262933__R7PBA5__BN736_01379
ERR1913261.856653__1.856653	1262922__R6E0J0__BN487_00426
ERR1913261.856683__1.856683	1550024__A0A0D8IY45__ASJ35_05575
ERR1913261.856758__1.856758	39491__C4Z872__LD38_07250
ERR1913261.856786__1.856786	2108523__A0A2P2FCY4__LAWASA_3930
ERR1913261.856915__1.856915	39491__D6DXZ8__DXB72_15035
ERR1913261.857050__1.857050	39491__A0A396FFW0__ERE_10580
ERR1913261.857008__1.857008	821__C6ZAA5__ERS852556_00403
ERR1913261.857083__1.857083	626932__G5HA68__HMPREF9450_01533
ERR1913261.857396__1.857396	39491__A0A395ZBQ4__cph2_2
ERR1913261.857415__1.857415	626932__G5H6Y6__HMPREF9450_00829
ERR1913261.857433__1.857433	1262922__R6E4W9__BN487_01554
ERR1913261.857642__1.857642	1262922__R6E4G3__BN487_01085
ERR1913261.857765__1.857765	1262922__R6EE49__BN487_01193
ERR1913261.857988__1.857988	39485__A0A174YTX0__mro
ERR1913261.858141__1.858141	1262922__R6E6V1__BN487_00270
ERR1913261.858457__1.858457	1262922__R6EXS9__BN487_01090
ERR1913261.858561__1.858561	39491__D6E2U1__EUBREC_3278
ERR1913261.858626__1.858626	1150298__A0A174GJF6__bglX_2
ERR1913261.858649__1.858649	39491__A0A395ZDC6__addB
ERR1913261.858666__1.858666	39496__A5Z5I2__EUBVEN_00963
ERR1913261.858999__1.858999	823__A0A174V089__BDI_3204
ERR1913261.858948__1.858948	28117__B0MXG7__BHV66_08620
ERR1913261.859019__1.859019	552398__F4X994__HMPREF0866_01020
ERR1913261.859115__1.859115	39491__D4JMW8__ERS852497_01971
ERR1913261.859063__1.859063	40518__R5DR39__mreB_2
ERR1913261.859217__1.859217	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913261.859247__1.859247	1965582__A0A1Y4IYF2__B5F28_08850
ERR1913261.859367__1.859367	1550024__A0A0D8IZ65__TQ39_09425
ERR1913261.859398__1.859398	28117__B0MYP3__BHV66_04995
ERR1913261.859471__1.859471	165179__A0A3E5EB26__CFT61_02800
ERR1913261.859481__1.859481	39491__A0A395ZG74__licR
ERR1913261.859610__1.859610	28117__B0N007__BHV66_10275
ERR1913261.859686__1.859686	1262933__R7PA34__BN736_01673
ERR1913261.860064__1.860064	39491__A0A396FKI0__DXC13_11560
ERR1913261.860066__1.860066	823__A0A355XJ56__DDY96_07685
ERR1913261.860083__1.860083	1262922__R6E3T8__BN487_00972
ERR1913261.860167__1.860167	28117__B0MY40__BHV66_05170
ERR1913261.860344__1.860344	39491__A0A396FKG5__DXB76_07455
ERR1913261.860521__1.860521	39491__A0A173QT73__alaS_2
ERR1913261.860588__1.860588	39485__C4Z4X5__ERS852492_02859
ERR1913261.860625__1.860625	39491__A0A396FKI0__DXC13_11560
ERR1913261.860727__1.860727	1262922__R6EXU8__BN487_01099
ERR1913261.860747__1.860747	360807__A0A0M6X0M8__ERS852444_00740
ERR1913261.860805__1.860805	39491__A0A396FNY7__LD38_16155
ERR1913261.860757__1.860757	2108523__A0A2P2FDD0__LAWASA_4016
ERR1913261.860917__1.860917	39491__A0A395ZG74__licR
ERR1913261.860899__1.860899	39491__C4ZCV7__ERE_23110
ERR1913261.860959__1.860959	487174__R5G1E8__DIT83_00510
ERR1913261.860998__1.860998	1262922__R6EIW5__BN487_01923
ERR1913261.861126__1.861126	39491__A0A395ZL98__DXB99_00620
ERR1913261.861166__1.861166	1262922__R6EG11__BN487_01517
ERR1913261.861250__1.861250	1501391__GCA_000786575.1_00059
ERR1913261.861324__1.861324	214856__A0A174H6R3__ERS852447_02809
ERR1913261.861444__1.861444	39491__A0A174LTW7__DXD13_08720
ERR1913261.861841__1.861841	1150298__A0A174AP40__ERS852535_01165
ERR1913261.862005__1.862005	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913261.862032__1.862032	853__A0A2J4JL53__CRH10_10795
ERR1913261.862200__1.862200	46503__R6X275__DD461_10840
ERR1913261.862302__1.862302	1262922__R6ECX9__BN487_01332
ERR1913261.862577__1.862577	39491__D4JMW8__ERS852497_01971
ERR1913261.862612__1.862612	1472761__GCA_002159295.1_00744
ERR1913261.862736__1.862736	1262922__R6EZ98__BN487_01346
ERR1913261.863059__1.863059	1263000__R5EFA7__BN466_01197
ERR1913261.863094__1.863094	39485__A0A175A023__yhhT
ERR1913261.863289__1.863289	1262922__R6E5H3__BN487_01250
ERR1913261.863291__1.863291	39491__A0A396FJA4__DXB99_05435
ERR1913261.863454__1.863454	1262922__R6E4W9__BN487_01554
ERR1913261.863603__1.863603	1262933__R7P924__BN736_01166
ERR1913261.863815__1.863815	35833__E5Y6S3__HMPREF0179_01886
ERR1913261.863908__1.863908	39491__A0A395UXH0__EUBREC_0021
ERR1913261.863942__1.863942	1965588__A0A1Y4GZJ8__B5F36_14450
ERR1913261.864085__1.864085	292800__A0A1C7FR40__ERS852518_06781
ERR1913261.864243__1.864243	28117__B0N028__BHV66_05935
ERR1913261.864264__1.864264	214856__E4MFP6__ERS852447_01708
ERR1913261.864398__1.864398	39491__C4Z9K0__DXD95_07445
ERR1913261.864430__1.864430	821__A0A395UNT8__DXD64_15275
ERR1913261.864502__1.864502	39491__C4ZC33__DXC13_11585
ERR1913261.864504__1.864504	1263000__R5EVY6__BN466_01709
ERR1913261.864743__1.864743	39491__A0A395UUN5__EUBREC_0291
ERR1913261.864751__1.864751	1262922__R6E4S1__BN487_00090
ERR1913261.864812__1.864812	39491__A0A173SH34__EUR_24920
ERR1913261.865102__1.865102	821__A0A174WBC9__ERS852556_03145
ERR1913261.865136__1.865136	1262922__R6DZZ7__BN487_00771
ERR1913261.865189__1.865189	39496__A5Z5I2__EUBVEN_00963
ERR1913261.865191__1.865191	1263000__R5EMZ8__BN466_00707
ERR1913261.865302__1.865302	39491__A0A396FFW0__ERE_10580
ERR1913261.865353__1.865353	1262933__R7PAA0__BN736_01753
ERR1913261.865372__1.865372	823__A0A173UDF6__CEQ22_003270
ERR1913261.865481__1.865481	29361__B6FRT6__CLONEX_02860
ERR1913261.865484__1.865484	39491__A0A395UWA3__DXB69_11805
ERR1913261.865626__1.865626	1262922__R6EE49__BN487_01193
ERR1913261.865692__1.865692	1262933__R7PAQ0__BN736_01876
ERR1913261.865961__1.865961	39491__A0A3E4E7C5__DXB69_03255
ERR1913261.866303__1.866303	28117__B0MXG8__ALIPUT_01814
ERR1913261.866311__1.866311	821__A0A3E4XY72__NCTC10583_01067
ERR1913261.866419__1.866419	33039__R6PZ42__mprA_2
ERR1913261.866528__1.866528	39491__A0A396FKG5__DXB76_07455
ERR1913261.866587__1.866587	418240__C6J9Y8__ERS852478_00235
ERR1913261.866600__1.866600	39492__D4JWX2__accB
ERR1913261.867000__1.867000	823__A0A395YZG9__M092_4358
ERR1913261.867084__1.867084	39491__A0A395ZGU6__ERS852417_01456
ERR1913261.867467__1.867467	1263000__R5EC87__BN466_00713
ERR1913261.867636__1.867636	821__A0A396FEL8__C5Z04_06030
ERR1913261.867750__1.867750	2108523__A0A2P2FCQ2__LAWASA_3778
ERR1913261.867890__1.867890	823__D0TGE9__ERS852429_03294
ERR1913261.868203__1.868203	28117__B0MY36__BHV66_05185
ERR1913261.868243__1.868243	328814__GCA_004558275.1_00296
ERR1913261.868333__1.868333	1262922__R6EDI1__BN487_01092
ERR1913261.868335__1.868335	1262922__R6DZZ7__BN487_00771
ERR1913261.868345__1.868345	301302__A0A173UN64__manA_2
ERR1913261.868370__1.868370	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913261.868863__1.868863	1262933__R7PBW4__BN736_01558
ERR1913261.868962__1.868962	1262922__R6E290__BN487_01114
ERR1913261.868923__1.868923	823__D0TGD9__hpt
ERR1913261.868926__1.868926	28117__R7JMT0__BHV66_05875
ERR1913261.869347__1.869347	1150298__A0A174RP87__uppP_1
ERR1913261.869462__1.869462	1262922__R6E4S1__BN487_00090
ERR1913261.869607__1.869607	39485__C4Z389__ERS852490_01920
ERR1913261.869619__1.869619	28117__B0MSS1__ALIPUT_00273
ERR1913261.869785__1.869785	552398__F4XDJ8__HMPREF0866_01919
ERR1913261.869987__1.869987	458033__GCA_001482755.1_02203
ERR1913261.870077__1.870077	39491__A0A396FP46__cobD_2
ERR1913261.870131__1.870131	39491__A0A2U2EI54__DXD95_12010
ERR1913261.870226__1.870226	1262922__R6EG11__BN487_01517
ERR1913261.870231__1.870231	28117__B0N028__BHV66_05935
ERR1913261.870533__1.870533	562__P0AFH7__oppC
ERR1913261.870683__1.870683	39491__A0A395ZHW9__DXC13_02590
ERR1913261.870790__1.870790	328814__GCA_004558275.1_01621
ERR1913261.870721__1.870721	28117__B0MWP2__ALIPUT_01468
ERR1913261.870928__1.870928	39491__A0A395V0E5__ERE_31370
ERR1913261.870946__1.870946	39491__A0A395V6A3__DXB69_00505
ERR1913261.870968__1.870968	328814__GCA_004558275.1_00035
ERR1913261.871032__1.871032	1263000__R5EKR3__BN466_00099
ERR1913261.871099__1.871099	1150298__A0A174MDL5__ERS852406_00648
ERR1913261.871417__1.871417	39491__A0A395ZBW8__DXC13_08840
ERR1913261.871461__1.871461	28117__B0MUL5__ALIPUT_00722
ERR1913261.871568__1.871568	1262922__R6ECX9__BN487_01332
ERR1913261.871675__1.871675	39491__A0A395UZL1__DXB76_05950
ERR1913261.871781__1.871781	46503__K5ZX50__dnaG_1
ERR1913261.871857__1.871857	39491__A0A395ZDC6__addB
ERR1913261.872021__1.872021	1501391__GCA_000786575.1_00024
ERR1913261.872072__1.872072	2108523__A0A2P2FDD8__LAWASA_4079
ERR1913261.872251__1.872251	40518__R5DLJ7__lytR_4
ERR1913261.872625__1.872625	1262922__R6E682__BN487_01726
ERR1913261.872636__1.872636	820__A0A174CK74__DXB48_07060
ERR1913261.872681__1.872681	28117__B0MY40__BHV66_05170
ERR1913261.872773__1.872773	40518__R5DWP7__ansA
ERR1913261.872843__1.872843	39491__A0A396FBR6__DXC13_08575
ERR1913261.872895__1.872895	1160721__W0U5X6__RBI_I01796
ERR1913261.873076__1.873076	1262756__R5WU00__BN568_02373
ERR1913261.873362__1.873362	1262933__R7P862__BN736_01621
ERR1913261.873376__1.873376	821__A0A0P0LQT3__DXC03_05050
ERR1913261.873383__1.873383	39491__A0A395UXH0__EUBREC_0021
ERR1913261.873761__1.873761	1160721__W0U7A0__parB2
ERR1913261.873837__1.873837	28117__B0MXG8__ALIPUT_01814
ERR1913261.873994__1.873994	39491__R6TQ09__DXC13_03010
ERR1913261.874202__1.874202	1262922__R6E736__BN487_01852
ERR1913261.874292__1.874292	1262933__R7PCS3__BN736_01852
ERR1913261.874323__1.874323	39491__C4ZHS4__EUR_24420
ERR1913261.874484__1.874484	487174__K0X7X4__DIT83_09125
ERR1913261.874613__1.874613	1965586__A0A1Y4HM59__B5F34_07730
ERR1913261.874835__1.874835	820__A0A139KEW8__DXB64_06405
ERR1913261.874915__1.874915	28117__B0MY36__BHV66_05185
ERR1913261.875004__1.875004	821__A0A174V2F3__NCTC10583_01474
ERR1913261.875027__1.875027	853__A0A2A7B1Y7__C7K05_11930
ERR1913261.875081__1.875081	387661__K5XZJ0__B5F96_07555
ERR1913261.875179__1.875179	1262933__R7PDE9__BN736_00222
ERR1913261.875234__1.875234	28117__B0N007__BHV66_10275
ERR1913261.875242__1.875242	39491__A0A395UWZ1__DXC13_02175
ERR1913261.875271__1.875271	39491__A0A395ZF49__DXB69_05290
ERR1913261.875352__1.875352	40518__R5E1J7__RBL236_02062
ERR1913261.875378__1.875378	46503__R5DM05__DD461_09230
ERR1913261.875520__1.875520	1262922__R6EVJ0__BN487_00736
ERR1913261.875521__1.875521	160404__R7BAJ1__B5G26_05485
ERR1913261.875638__1.875638	821__A0A0P0L952__M097_4235
ERR1913261.875683__1.875683	39491__D6E408__EUBREC_1466
ERR1913261.875893__1.875893	2137880__A0A316NM61__DBY21_08225
ERR1913261.876056__1.876056	172901__A0A2U1BAB8__C8D82_102181
ERR1913261.876173__1.876173	39491__A0A396FIU1__DXC13_07905
