ERR1913276.154__1.154	1262929__R6EXF7__BN691_00015
ERR1913276.719754__1.719754	820__R9HP61__DXC91_01090
ERR1913276.719776__1.719776	214856__I3YPQ3__Alfi_2711
ERR1913276.719858__1.719858	821__E5UY21__C800_02204
ERR1913276.719870__1.719870	39491__A0A395ZJZ1__LD38_01870
ERR1913276.720307__1.720307	818__A0A3E5HN72__C799_03359
ERR1913276.720747__1.720747	33039__R6PZ42__mprA_2
ERR1913276.720907__1.720907	1680__A0A3E4SB79__BAD_1517
ERR1913276.721088__1.721088	1897011__A0A1Q6RD95__BHW41_05725
ERR1913276.721200__1.721200	165179__A0A3E5E4P9__DXB80_07930
ERR1913276.721214__1.721214	165179__A0A174W369__PREVCOP_04548
ERR1913276.721415__1.721415	820__A0A173W419__DXC68_17760
ERR1913276.721529__1.721529	239935__A0A2N8I3Z7__CXU05_10555
ERR1913276.721861__1.721861	246787__A0A3D6AQP8__AA416_04153
ERR1913276.721869__1.721869	74426__pta
ERR1913276.721930__1.721930	1550024__G9RXB5__TQ39_17835
ERR1913276.722347__1.722347	39492__D4JTG7__EUBSIR_00572
ERR1913276.722372__1.722372	820__A0A173YYG4__evgS_3
ERR1913276.722418__1.722418	28116__A0A1Y4PWN5__M088_3731
ERR1913276.722658__1.722658	357276__I8WEY2__ABI39_04185
ERR1913276.722821__1.722821	74426__asnS
ERR1913276.722899__1.722899	39488__A0A285PT56__ERS852450_02640
ERR1913276.722912__1.722912	1262736__R5YYI5__BN496_01562
ERR1913276.722883__1.722883	28117__B0MWP2__ALIPUT_01468
ERR1913276.723287__1.723287	28117__B0MXG7__BHV66_08620
ERR1913276.723341__1.723341	1965537__A0A1Y4WKU1__B5E42_05610
ERR1913276.723362__1.723362	28117__B0MYZ8__BHV66_04535
ERR1913276.723415__1.723415	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913276.723632__1.723632	820__A0A139K8N1__ERS852554_00951
ERR1913276.723679__1.723679	820__A0A3E5BMG9__DXD40_05130
ERR1913276.724343__1.724343	28117__B0MWX3__BHV66_03010
ERR1913276.724592__1.724592	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913276.724573__1.724573	1150298__A0A174HXS4__ERS852498_00503
ERR1913276.724772__1.724772	1680__A0A1X3A951__AL0462_1583
ERR1913276.724859__1.724859	1680__A0A1X3AAI9__BADO_1163
ERR1913276.724874__1.724874	116085__D4J6R4__DW747_08190
ERR1913276.725051__1.725051	820__A0A139KH21__DXC80_01780
ERR1913276.725068__1.725068	40518__R5E2F3__artQ
ERR1913276.725140__1.725140	214856__R6XS46__ERS852559_00812
ERR1913276.725514__1.725514	84030__D4MQ19__B5F06_05065
ERR1913276.725612__1.725612	214856__R6XKW1__ERS852559_01141
ERR1913276.725711__1.725711	328814__GCA_004558275.1_01743
ERR1913276.725804__1.725804	39492__D4JUR4__ERS852540_01427
ERR1913276.725856__1.725856	823__D0T9E4__DHW69_09115
ERR1913276.725812__1.725812	820__A0A3E4WA06__ERS852554_03404
ERR1913276.725828__1.725828	28117__B0MXR1__BHV66_08035
ERR1913276.725829__1.725829	28052__R7NB47__msbA_2
ERR1913276.725838__1.725838	28117__B0MY41__BHV66_05165
ERR1913276.725894__1.725894	239935__B2UPZ6__CXU03_03800
ERR1913276.725938__1.725938	216816__E8MVM4__APC1480_1562
ERR1913276.726252__1.726252	853__A0A173YYY4__DWZ04_09420
ERR1913276.726269__1.726269	47678__R5UAF6__ERS852494_02966
ERR1913276.726381__1.726381	820__A0A139JY23__B5G17_06330
ERR1913276.726477__1.726477	214856__A0A174A257__ERS852447_01007
ERR1913276.726601__1.726601	1550024__A0A3B9WIA4__TQ39_14495
ERR1913276.726659__1.726659	884684__GCA_002892425.1_01417
ERR1913276.726848__1.726848	28117__R7JLL3__ALIPUT_02219
ERR1913276.726862__1.726862	1262882__R5MKW1__BN519_00390
ERR1913276.727218__1.727218	28116__I9JM49__NCTC11153_01044
ERR1913276.727178__1.727178	1680__A0A0B5BIU5__BSTER_0145
ERR1913276.727234__1.727234	214856__R6XKT4__ERS852559_01719
ERR1913276.727412__1.727412	357276__I9F327__DXD47_22495
ERR1913276.727683__1.727683	820__A0A174CG08__DXB62_13215
ERR1913276.727669__1.727669	626932__G5H6N6__HMPREF9450_00596
ERR1913276.727702__1.727702	28117__B0MT73__ALIPUT_00412
ERR1913276.727964__1.727964	410072__C0B8G7__ERS852525_00626
ERR1913276.727977__1.727977	28117__B0MTD2__ALIPUT_00428
ERR1913276.728174__1.728174	820__A0A139JRH8__HMPREF2141_04326
ERR1913276.728309__1.728309	28117__B0MY40__BHV66_05170
ERR1913276.728402__1.728402	78535__F9P4B8__NCTC1080_00260
ERR1913276.728436__1.728436	292800__A0A174P641__tap_4
ERR1913276.728455__1.728455	1680__R5GRA4__ERS852382_01548
ERR1913276.728570__1.728570	39488__R5G6A7__DXD91_05835
ERR1913276.728579__1.728579	820__A0A3E4FZM1__adaA_2
ERR1913276.728676__1.728676	40518__R5DT16__ysdC_2
ERR1913276.728788__1.728788	820__A0A3E4WA06__ERS852554_03404
ERR1913276.728947__1.728947	1680__A7A4N3__ERS852382_00779
ERR1913276.729368__1.729368	216816__B7GQM4__BLIC_f01073
ERR1913276.729431__1.729431	28117__B0MXG8__ALIPUT_01814
ERR1913276.729914__1.729914	820__A0A173XIP7__B5G17_16050
ERR1913276.730035__1.730035	214856__I3YPR6__Alfi_2724
ERR1913276.730162__1.730162	28117__B0MY34__BHV66_05195
ERR1913276.730304__1.730304	1686__B6XSS3__BCAT_0381
ERR1913276.730404__1.730404	28117__B0MYW7__ALIPUT_02336
ERR1913276.730538__1.730538	28116__I8YA52__M088_0798
ERR1913276.730620__1.730620	165179__D1PAJ7__PREVCOP_04222
ERR1913276.730682__1.730682	301301__A0A395V6S0__dosP
ERR1913276.730746__1.730746	1262929__R6EV27__BN691_00137
ERR1913276.730785__1.730785	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913276.730832__1.730832	28117__R7JJM9__ALIPUT_00662
ERR1913276.730935__1.730935	1680__A0A087DHN0__AL0462_1532
ERR1913276.731060__1.731060	216816__A0A3D8U0T6__BN57_1990
ERR1913276.731250__1.731250	357276__I9G0T7__BACDOR_04266
ERR1913276.731267__1.731267	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913276.731599__1.731599	1262740__R7CV37__BN666_01616
ERR1913276.731604__1.731604	214856__A0A173W3Y5__ERS852559_02032
ERR1913276.731925__1.731925	328814__GCA_004558275.1_00076
ERR1913276.732163__1.732163	820__A0A3E4VZY4__ERS852554_01211
ERR1913276.732125__1.732125	328814__GCA_004558275.1_00007
ERR1913276.732232__1.732232	28117__B0MWZ3__BHV66_03240
ERR1913276.732376__1.732376	28116__R6JIR4__DXA80_14190
ERR1913276.732433__1.732433	214856__A0A174FY71__ERS852559_01033
ERR1913276.732670__1.732670	820__A0A174CK74__DXB48_07060
ERR1913276.732690__1.732690	853__E2ZGD9__C7J97_11715
ERR1913276.732700__1.732700	1680__A0A173XYA2__B0703_0121
ERR1913276.732930__1.732930	371601__A0A1H3XPY7__CW1_0993
ERR1913276.732949__1.732949	214856__A0A174G1M7__ERS852559_00594
ERR1913276.733043__1.733043	817__F7LVE5__HMPREF1066_03880
ERR1913276.733103__1.733103	817__Q64W74__DXD74_13435
ERR1913276.733115__1.733115	1262911__R6H0U7__BN557_01104
ERR1913276.733261__1.733261	47678__R5UA23__C5Z00_15610
ERR1913276.733402__1.733402	33039__A0A173W0K9__ERS852502_02246
ERR1913276.733496__1.733496	216816__E8MFM6__DXC54_08560
ERR1913276.733442__1.733442	410072__A0A173Y2U9__aprX_2
ERR1913276.733459__1.733459	28117__B0MXU0__BHV66_07550
ERR1913276.733596__1.733596	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913276.733717__1.733717	823__A0A395YZ10__NCTC11152_02955
ERR1913276.733830__1.733830	1680__A0A0B5BIU5__BSTER_0145
ERR1913276.733740__1.733740	291645__I8WZT8__HMPREF1068_04327
ERR1913276.733885__1.733885	820__A0A396EUU8__luxQ_3
ERR1913276.733918__1.733918	626932__G5H9Q9__HMPREF9450_01374
ERR1913276.734069__1.734069	214856__A0A174H3U9__ERS852559_00612
ERR1913276.734185__1.734185	820__A0A139KA34__B5G17_05520
ERR1913276.734187__1.734187	28117__R7JR95__ALIPUT_01367
ERR1913276.734309__1.734309	823__A0A395YZ10__NCTC11152_02955
ERR1913276.734361__1.734361	1550024__A0A0D8IYB1__TQ39_12130
ERR1913276.734366__1.734366	239935__A0A139TMG9__CXU07_10650
ERR1913276.734369__1.734369	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913276.734537__1.734537	214856__A0A174C683__ERS852559_00523
ERR1913276.734711__1.734711	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913276.734837__1.734837	239935__A0A139TMD2__CXU18_02250
ERR1913276.734769__1.734769	328813__A0A1Y3QZ64__B5G41_14235
ERR1913276.735139__1.735139	626932__G5H6M5__HMPREF9450_00585
ERR1913276.735163__1.735163	74426__infB
ERR1913276.735203__1.735203	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913276.735319__1.735319	1099853__U5CM58__NSB1T_09885
ERR1913276.735528__1.735528	487174__K0XA48__DDY40_03955
ERR1913276.735579__1.735579	165179__A0A3E5AG99__DXB80_04390
ERR1913276.735639__1.735639	39490__U2PIQ8__ERS852448_02846
ERR1913276.735652__1.735652	28117__B0MSS1__ALIPUT_00273
ERR1913276.735699__1.735699	33039__A0A174ZQJ6__ERS852530_06709
ERR1913276.735788__1.735788	1965631__A0A1Y4A7Z5__B5F90_10000
ERR1913276.735790__1.735790	47678__R5UPZ8__ERS852494_01752
ERR1913276.735817__1.735817	853__A0A2A7B1Y7__C7K05_11930
ERR1913276.736022__1.736022	1262882__R5N1N6__BN519_00968
ERR1913276.736163__1.736163	823__C7XBX3__HMPREF1059_03212
ERR1913276.736589__1.736589	626940__E8LCB1__BHW43_07535
ERR1913276.736609__1.736609	28116__R6JIR4__DXA80_14190
ERR1913276.736684__1.736684	818__A0A1H7S810__BJP75_003270
ERR1913276.736862__1.736862	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913276.736920__1.736920	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913276.736883__1.736883	28117__B0MTS2__ALIPUT_00159
ERR1913276.736980__1.736980	216816__B7GQM4__BLIC_f01073
ERR1913276.737130__1.737130	40518__R5DT93__DXD86_08730
ERR1913276.737318__1.737318	363265__R6F6E7__HMPREF0673_02119
ERR1913276.737336__1.737336	1680__A0A374QDL4__LMG18897_0432
ERR1913276.737440__1.737440	39492__B0MN61__epsF_2
ERR1913276.737359__1.737359	214856__A0A174ZEW0__ERS852447_00985
ERR1913276.737777__1.737777	1262929__R6EVR0__BN691_01628
ERR1913276.737978__1.737978	357276__A0A0K2HJA6__DXD47_07320
ERR1913276.738159__1.738159	357276__I8WPR6__EL88_06675
ERR1913276.738230__1.738230	1263107__GCA_000436995.1_00213
ERR1913276.738345__1.738345	39492__D4MMN2__EUBSIR_00964
ERR1913276.738450__1.738450	630129__A0A087ATC6__BKAS_1964
ERR1913276.738557__1.738557	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913276.738571__1.738571	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.738668__1.738668	823__A0A395YXR9__M091_4086
ERR1913276.738746__1.738746	301302__A0A0M6WB38__ERS852420_00286
ERR1913276.738828__1.738828	40518__R5DZM6__lytR_3
ERR1913276.738892__1.738892	214856__R6YC22__ERS852447_01215
ERR1913276.739003__1.739003	214856__A0A174A1J3__ERS852447_01000
ERR1913276.738972__1.738972	1680__R5GR82__AD0028_0014
ERR1913276.739083__1.739083	374840__GeneID:2546403
ERR1913276.739101__1.739101	374840__GeneID:2546403
ERR1913276.739147__1.739147	357276__I9F327__DXD47_22495
ERR1913276.739263__1.739263	823__A0A073I748__M096_3057
ERR1913276.739301__1.739301	214856__A0A174Z2J8__ERS852447_00942
ERR1913276.739342__1.739342	1680__R5GZJ8__BSTER_1195
ERR1913276.739567__1.739567	33039__A0A174ZQJ6__ERS852530_06709
ERR1913276.739730__1.739730	410072__C0BAS6__ERS852481_01274
ERR1913276.740236__1.740236	74426__sugC
ERR1913276.740548__1.740548	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.740981__1.740981	328814__GCA_004558275.1_00075
ERR1913276.741070__1.741070	28117__B0MYW7__ALIPUT_02336
ERR1913276.741196__1.741196	214856__A0A173ZZ16__umuC_2
ERR1913276.741239__1.741239	820__A0A173XIP7__B5G17_16050
ERR1913276.741367__1.741367	214856__A0A175A6T5__ERS852447_02658
ERR1913276.741441__1.741441	214856__I3YPI7__pepD_1
ERR1913276.741481__1.741481	487174__K0X5B1__DDY40_01695
ERR1913276.741658__1.741658	214856__I3YPI7__pepD_1
ERR1913276.741698__1.741698	817__Q64W68__M125_1923
ERR1913276.741756__1.741756	28117__B0MTS2__ALIPUT_00159
ERR1913276.741769__1.741769	310298__B3JII2__BACCOP_01694
ERR1913276.741785__1.741785	1262740__R7CZ90__BN666_02138
ERR1913276.741909__1.741909	40518__R5DVL2__penA
ERR1913276.742056__1.742056	1262911__R6GI18__BN557_01377
ERR1913276.742107__1.742107	357276__I8WEY2__ABI39_04185
ERR1913276.742211__1.742211	39485__A0A174ZA72__glgB_1
ERR1913276.742430__1.742430	239935__A0A2N8IXN0__CXT95_01765
ERR1913276.742529__1.742529	214856__A0A174A257__ERS852447_01007
ERR1913276.742646__1.742646	374840__GeneID:2546403
ERR1913276.742735__1.742735	853__A0A2A7A4A9__C4N21_14870
ERR1913276.742750__1.742750	28117__B0MU76__ALIPUT_00202
ERR1913276.742882__1.742882	328814__GCA_004558275.1_00236
ERR1913276.742924__1.742924	28117__R7JIJ8__BHV66_01635
ERR1913276.743196__1.743196	10678__GeneID:2777481
ERR1913276.743266__1.743266	823__A0A395YXR9__M091_4086
ERR1913276.743288__1.743288	40518__R5DMZ0__DXD83_05610
ERR1913276.743461__1.743461	1262743__R5C054__BN727_01980
ERR1913276.743576__1.743576	47678__R5UXJ2__DW706_08325
ERR1913276.743679__1.743679	214856__A0A173YXX1__ERS852559_01651
ERR1913276.743749__1.743749	214856__A0A174FY71__ERS852559_01033
ERR1913276.743699__1.743699	39485__C4Z0B2__EUBELI_01024
ERR1913276.743870__1.743870	820__A0A139KJ23__celCCA
ERR1913276.743780__1.743780	214856__A0A174G1M7__ERS852559_00594
ERR1913276.743905__1.743905	28117__B0MWX3__BHV66_03010
ERR1913276.743874__1.743874	820__A0A139K8N1__ERS852554_00951
ERR1913276.744011__1.744011	1550024__G9RUM6__TQ39_16565
ERR1913276.744498__1.744498	1262929__R6F053__BN691_00334
ERR1913276.744719__1.744719	818__A0A174LFW3__C5Z03_04710
ERR1913276.744736__1.744736	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913276.744872__1.744872	116085__D4JAK3__DW747_10755
ERR1913276.744909__1.744909	214856__R6Y7P0__ERS852447_00307
ERR1913276.744940__1.744940	28117__B0MTH2__ALIPUT_00061
ERR1913276.744981__1.744981	28117__B0MYW7__ALIPUT_02336
ERR1913276.745021__1.745021	28117__B0MWX3__BHV66_03010
ERR1913276.745035__1.745035	147207__adhE_1
ERR1913276.745090__1.745090	246787__A0A0P0GCR8__xynD_3
ERR1913276.745208__1.745208	28117__R7JLL3__ALIPUT_02219
ERR1913276.745226__1.745226	671232__I0SK89__ANG4_0955
ERR1913276.745148__1.745148	239935__A0A2N8ITX2__CXT86_11265
ERR1913276.745179__1.745179	46503__R6X6Y1__DCY29_15600
ERR1913276.745432__1.745432	1965537__A0A1Y4WMR9__B5E42_08475
ERR1913276.745546__1.745546	28117__B0MTH2__ALIPUT_00061
ERR1913276.745596__1.745596	28117__B0MUY3__BHV66_00515
ERR1913276.745834__1.745834	28117__B0MTH2__ALIPUT_00061
ERR1913276.745975__1.745975	216816__C2GSX7__DD678_03555
ERR1913276.746059__1.746059	387090__S0FBZ8__BACCOPRO_01470
ERR1913276.746186__1.746186	1550024__G9RTW4__TQ39_08265
ERR1913276.746265__1.746265	556259__I0PYM3__BSGG_5385
ERR1913276.746306__1.746306	28117__B0MXR1__BHV66_08035
ERR1913276.746510__1.746510	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913276.746561__1.746561	33039__A0A175A099__cynR_1
ERR1913276.746670__1.746670	214856__A0A174FWM7__ERS852559_00590
ERR1913276.746640__1.746640	39491__D4JMW8__ERS852497_01971
ERR1913276.746692__1.746692	328814__GCA_004558275.1_00035
ERR1913276.746933__1.746933	28117__B0MU57__ALIPUT_00175
ERR1913276.747035__1.747035	820__A0A374MMF0__HMPREF1073_03811
ERR1913276.747040__1.747040	1550024__G9RZ38__ASJ35_12765
ERR1913276.747068__1.747068	46503__R6WU62__PARMER_00182
ERR1913276.747263__1.747263	214856__A0A174FWM7__ERS852559_00590
ERR1913276.747289__1.747289	1262911__R6H2J2__BN557_01228
ERR1913276.747512__1.747512	820__A0A174QLF0__SAMN05444418_109151
ERR1913276.747576__1.747576	1262740__R7CW46__BN666_01523
ERR1913276.747594__1.747594	1628085__A0A2U1BE42__C7386_104118
ERR1913276.747567__1.747567	74426__sigA
ERR1913276.747722__1.747722	410072__C0BC38__ERS852574_02017
ERR1913276.747780__1.747780	821__A0A0P0M2J4__DXD46_10295
ERR1913276.747858__1.747858	820__A7UYX8__DXD40_11635
ERR1913276.747882__1.747882	410072__A0A173XU61__ykvU
ERR1913276.748017__1.748017	820__A0A139K8N1__ERS852554_00951
ERR1913276.748019__1.748019	821__A0A173XDD3__DXB82_17180
ERR1913276.748071__1.748071	853__A0A174C5M1__CGS58_04460
ERR1913276.748409__1.748409	1262736__R5YCY9__BN496_00487
ERR1913276.748391__1.748391	410072__A0A174HCW3__ERS852574_00529
ERR1913276.748431__1.748431	214856__A0A174A1J3__ERS852447_01000
ERR1913276.748873__1.748873	823__A0A355XLS2__ERS852380_02644
ERR1913276.749029__1.749029	1680__A1A132__B0703_0684
ERR1913276.749144__1.749144	328814__GCA_004558275.1_00072
ERR1913276.749177__1.749177	328814__GCA_004558275.1_00035
ERR1913276.749248__1.749248	820__A0A3E4PYB0__yejM
ERR1913276.749345__1.749345	823__D0TGE9__ERS852429_03294
ERR1913276.749403__1.749403	1735__B7C777__EUBIFOR_00024
ERR1913276.749452__1.749452	626940__E8LGD9__cdsA
ERR1913276.749421__1.749421	818__A0A0P0F525__C799_04575
ERR1913276.749562__1.749562	820__A0A139KJR5__M093_4469
ERR1913276.749798__1.749798	820__A0A1T4IY80__ERS852554_01621
ERR1913276.749808__1.749808	147206__GCF_000156215.1_00014
ERR1913276.750129__1.750129	1897011__A0A1Q6RJU7__BHW41_00015
ERR1913276.750153__1.750153	820__A0A374Q4X1__HMPREF2141_02370
ERR1913276.750434__1.750434	818__A0A174VDI6__BSIG_1023
ERR1913276.750580__1.750580	239935__A0A2N8I368__CXT95_04550
ERR1913276.750637__1.750637	573__A0A378AFE8__citZ
ERR1913276.751193__1.751193	214856__A0A174A257__ERS852447_01007
ERR1913276.751620__1.751620	214856__A0A175A6T5__ERS852447_02658
ERR1913276.751632__1.751632	10742__GeneID:1262491
ERR1913276.751635__1.751635	410072__A0A3E4GPR9__ERS852481_01341
ERR1913276.751706__1.751706	46228__V8CE19__DXD17_01950
ERR1913276.751796__1.751796	387661__A7AFT6__HMPREF1077_01317
ERR1913276.751914__1.751914	28117__B0MUX7__ALIPUT_00918
ERR1913276.752110__1.752110	1262924__R7HQ03__BN585_01295
ERR1913276.752195__1.752195	165179__A0A3E5AF88__DXC61_14960
ERR1913276.752209__1.752209	28117__B0N007__BHV66_10275
ERR1913276.752334__1.752334	239935__A0A2N8INZ4__CXU08_03560
ERR1913276.752564__1.752564	28117__B0MTS2__ALIPUT_00159
ERR1913276.752588__1.752588	47678__R5USZ3__DXB67_12245
ERR1913276.752693__1.752693	35833__E5Y6S3__HMPREF0179_01886
ERR1913276.752922__1.752922	820__A0A174GK47__ERS852421_00200
ERR1913276.752928__1.752928	626929__F3PKG7__SAMN05444376_0720
ERR1913276.752945__1.752945	360807__C0FZM4__RIL183_06871
ERR1913276.753032__1.753032	394340__icd
ERR1913276.753036__1.753036	1262929__R6FRG9__BN691_01453
ERR1913276.753317__1.753317	165179__A0A3E5E2B6__DXB80_02820
ERR1913276.753325__1.753325	820__A0A139K0K1__DXB37_05460
ERR1913276.753364__1.753364	363265__G6AY47__HMPREF0673_01556
ERR1913276.753668__1.753668	28117__B0MWP2__ALIPUT_01468
ERR1913276.753658__1.753658	40518__R5DUU0__DXD93_03985
ERR1913276.753721__1.753721	39492__D4JU36__cobC_1
ERR1913276.753810__1.753810	301302__A0A0M6WKN8__M72_27741
ERR1913276.753911__1.753911	28117__B0MT84__ALIPUT_00402
ERR1913276.753958__1.753958	214856__A0A174ZLY7__ERS852447_02456
ERR1913276.753985__1.753985	357276__I9R2M6__BSEG_03499
ERR1913276.754119__1.754119	47678__A5ZI88__BACCAC_02617
ERR1913276.754175__1.754175	214856__A0A174A257__ERS852447_01007
ERR1913276.754244__1.754244	46503__R6X1R0__ERS852463_00596
ERR1913276.754494__1.754494	1535__A7VNH0__CLOLEP_00095
ERR1913276.754738__1.754738	1633__A0A2N6QYT9__FC58_GL001184
ERR1913276.754804__1.754804	28117__B0MWP2__ALIPUT_01468
ERR1913276.754887__1.754887	387661__A7AHF8__PRABACTJOHN_00803
ERR1913276.754947__1.754947	360807__A0A1Q6SWU5__ERS852444_03068
ERR1913276.754926__1.754926	544644__GCA_001915615.1_02004
ERR1913276.755581__1.755581	46228__V8BL81__DXD17_11825
ERR1913276.755610__1.755610	853__A0A173TAZ8__DWZ46_14590
ERR1913276.755618__1.755618	28117__B0MTY2__BHV66_06485
ERR1913276.755653__1.755653	39485__C4Z390__EUBELI_01689
ERR1913276.755764__1.755764	1550024__G9RPC6__TQ39_05630
ERR1913276.755806__1.755806	823__A0A174U5E4__BDI_3390
ERR1913276.755882__1.755882	52227__F9D1R5__Prede_0933
ERR1913276.755897__1.755897	28117__B0MY41__BHV66_05165
ERR1913276.756061__1.756061	1099853__U5CMJ0__NSB1T_01275
ERR1913276.756235__1.756235	328814__GCA_004558275.1_01002
ERR1913276.756398__1.756398	165179__A0A3E5E189__PREVCOP_06699
ERR1913276.756413__1.756413	1680__A0A087DKM6__B0042_0664
ERR1913276.756685__1.756685	1550024__A0A0W7TU47__TQ39_07155
ERR1913276.756941__1.756941	33039__D4M4L0__ERS852577_02891
ERR1913276.757193__1.757193	239935__A0A2N8HDT1__CXT94_05270
ERR1913276.757205__1.757205	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913276.757345__1.757345	626940__E8LCM1__HMPREF9443_00590
ERR1913276.757419__1.757419	357276__A0A0M1W4C0__DXD47_07095
ERR1913276.757514__1.757514	820__A0A139KJR5__M093_4469
ERR1913276.757542__1.757542	40518__R5DS68__hcpC
ERR1913276.757548__1.757548	818__Q8A0V7__BSIG_2755
ERR1913276.757744__1.757744	239935__A0A2N8I3Z7__CXU05_10555
ERR1913276.757725__1.757725	823__A0A174VHT1__DHP27_04775
ERR1913276.758074__1.758074	820__R9HXK9__DXB62_08265
ERR1913276.758016__1.758016	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913276.758256__1.758256	40518__R5DZ88__DXD93_06320
ERR1913276.758271__1.758271	239935__A0A2N8HX65__CXU17_02540
ERR1913276.758531__1.758531	28117__B0MTH2__ALIPUT_00061
ERR1913276.758903__1.758903	214856__A0A174G1M7__ERS852559_00594
ERR1913276.759025__1.759025	214856__A0A174G1M7__ERS852559_00594
ERR1913276.759029__1.759029	820__R9HP61__DXC91_01090
ERR1913276.759135__1.759135	823__A0A355XF06__B5F32_11480
ERR1913276.759225__1.759225	821__A0A3E4KIM1__M097_3660
ERR1913276.759406__1.759406	820__A0A139KHX1__HMPREF2141_00289
ERR1913276.759486__1.759486	301302__A0A173T010__M72_26571
ERR1913276.759719__1.759719	165179__R6BQP4__DXC61_02015
ERR1913276.759982__1.759982	40518__R5DS23__DXD86_01715
ERR1913276.760282__1.760282	239935__A0A139TPU7__CXT91_06575
ERR1913276.760382__1.760382	387661__K6AET8__HMPREF1077_00420
ERR1913276.760398__1.760398	671232__E6J3U9__C6A31_00630
ERR1913276.760424__1.760424	39492__B0MNL5__phoR_1
ERR1913276.760448__1.760448	410072__A0A173Y221__spoIIIAE
ERR1913276.760524__1.760524	1262989__R6YGB8__BN815_00667
ERR1913276.760652__1.760652	39488__A0A174ALY3__ERS852450_00805
ERR1913276.760680__1.760680	823__A0A174U5E4__BDI_3390
ERR1913276.760690__1.760690	47678__R5U8D1__CGC64_17595
ERR1913276.760768__1.760768	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913276.760818__1.760818	706562__GCA_900112995.1_02127
ERR1913276.760888__1.760888	165179__D1PE06__DXC61_05975
ERR1913276.760967__1.760967	820__A0A174GYA8__DXB64_07370
ERR1913276.761095__1.761095	46228__V8BQN5__RUMLAC_01272
ERR1913276.761279__1.761279	1150298__R7JSS6__ERS852535_01362
ERR1913276.761176__1.761176	820__A0A396EWL3__ERS417307_03868
ERR1913276.761311__1.761311	28116__E5C458__BACOV975_02730
ERR1913276.761506__1.761506	28117__B0MWC6__BHV66_00965
ERR1913276.761553__1.761553	28117__B0MUX7__ALIPUT_00918
ERR1913276.761601__1.761601	1262929__R6F558__BN691_01421
ERR1913276.761621__1.761621	357276__E5UTL1__HMPREF1065_03551
ERR1913276.761747__1.761747	214856__A0A174ZEW0__ERS852447_00985
ERR1913276.761802__1.761802	28117__B0MY45__ALIPUT_02164
ERR1913276.761776__1.761776	712888__U1RP05__HMPREF0043_00089
ERR1913276.761901__1.761901	239935__A0A2N8HQR1__Amuc_0287
ERR1913276.762075__1.762075	626932__G5H5B5__HMPREF9450_00125
ERR1913276.762294__1.762294	39492__D4JVT0__EUBSIR_00059
ERR1913276.762381__1.762381	1633__C2ETX3__FC58_GL001548
ERR1913276.762431__1.762431	214856__A0A174A1J3__ERS852447_01000
ERR1913276.762469__1.762469	626940__E8LCM1__HMPREF9443_00590
ERR1913276.762500__1.762500	626932__G5H5L6__HMPREF9450_00226
ERR1913276.762505__1.762505	357276__I8WPR6__EL88_06675
ERR1913276.762693__1.762693	39491__A0A396FPV7__ERS852580_01177
ERR1913276.762750__1.762750	1965538__A0A1Y4W209__B5E43_11875
ERR1913276.762826__1.762826	214856__I3YPN9__ERS852447_01389
ERR1913276.762893__1.762893	216816__B3DNW2__BL171B_07980
ERR1913276.763032__1.763032	74426__pdxS
ERR1913276.763109__1.763109	820__A0A3E4QZJ7__C801_01798
ERR1913276.763230__1.763230	410072__A0A174LWU8__ERS852481_03155
ERR1913276.763352__1.763352	28117__R7JPX7__BHV66_00900
ERR1913276.763564__1.763564	1262924__R7HQB3__BN585_00435
ERR1913276.763567__1.763567	39491__A0A396FM36__DXB99_00820
ERR1913276.763693__1.763693	1759399__E7S908__ATM98_06295
ERR1913276.763777__1.763777	47678__R5UAF6__ERS852494_02966
ERR1913276.763882__1.763882	823__D0TBY4__M090_0431
ERR1913276.764017__1.764017	410072__A0A174D6E7__ERS852574_01257
ERR1913276.764069__1.764069	820__A0A3E4G3J9__ERS852459_02265
ERR1913276.764170__1.764170	28117__B0MU76__ALIPUT_00202
ERR1913276.764247__1.764247	853__D4JY61__C4N21_10560
ERR1913276.764366__1.764366	28117__B0MWC6__BHV66_00965
ERR1913276.764630__1.764630	1965627__A0A1Y4BAX1__B5F86_05040
ERR1913276.764641__1.764641	410072__A0A173Y8R3__rng
ERR1913276.764772__1.764772	216816__C2GUV2__APC1478_0430
