ERR1913284.369__1.369	40519__U2KBF3__RUMCAL_01572
ERR1913284.862838__1.862838	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.862851__1.862851	39491__A0A395ZG74__licR
ERR1913284.862889__1.862889	1262803__R6NKT8__BN649_00709
ERR1913284.863106__1.863106	33043__A0A173ZZ54__ERS852400_00193
ERR1913284.863055__1.863055	46503__A7AG59__ERS852463_00349
ERR1913284.863136__1.863136	239935__R6JCH3__CXT95_08205
ERR1913284.863141__1.863141	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913284.863185__1.863185	165179__A0A3E5E8N5__DXC61_13460
ERR1913284.863229__1.863229	47678__R5U6B9__BACCAC_01372
ERR1913284.863301__1.863301	165179__A0A3E5E8M8__DXB80_11580
ERR1913284.863373__1.863373	820__A0A3E4RU03__M093_0563
ERR1913284.863375__1.863375	328814__GCA_004558275.1_00100
ERR1913284.863569__1.863569	239935__A0A2N8ITX2__CXT86_11265
ERR1913284.863683__1.863683	33043__D5HFA0__glfT2
ERR1913284.863647__1.863647	165179__A0A3E5DV57__DXB80_11400
ERR1913284.863739__1.863739	39491__A0A396FF17__EUR_31400
ERR1913284.863761__1.863761	165179__A0A3E5E8N5__DXC61_13460
ERR1913284.863777__1.863777	394340__obg
ERR1913284.863821__1.863821	165179__R6BPK1__DXB80_04445
ERR1913284.863845__1.863845	39491__A0A0M6WLC7__ERS852497_00640
ERR1913284.863848__1.863848	165179__D1PDF6__DXB80_12430
ERR1913284.864057__1.864057	165179__D1PGD2__DXC61_10875
ERR1913284.864156__1.864156	28026__C0BTE9__DXD43_01250
ERR1913284.864163__1.864163	165179__A0A174UTZ7__DXC61_06705
ERR1913284.864352__1.864352	39491__A0A395UZ82__EUR_31520
ERR1913284.864373__1.864373	165179__D1PDG7__DXB80_11180
ERR1913284.864482__1.864482	360807__C0FVL1__ERS852392_00394
ERR1913284.864608__1.864608	33043__D5HI39__baeS_1
ERR1913284.864670__1.864670	706562__GCA_900112995.1_00062
ERR1913284.864636__1.864636	165179__D1PES9__DXB80_11585
ERR1913284.864639__1.864639	357276__A0A076IP73__BACDOR_04237
ERR1913284.864794__1.864794	936548__J1LNH3__HMPREF1136_0622
ERR1913284.864933__1.864933	165179__D1PEZ7__DXC61_06515
ERR1913284.864945__1.864945	820__I9A4U7__DHU98_12785
ERR1913284.864984__1.864984	28116__A0A078Q626__HMPREF1070_02735
ERR1913284.865019__1.865019	39492__D4JRZ7__smc
ERR1913284.865068__1.865068	39491__A0A396FKG5__DXB76_07455
ERR1913284.865150__1.865150	33043__D5HFA0__glfT2
ERR1913284.865297__1.865297	33043__A0A174A481__ERS852400_01067
ERR1913284.865359__1.865359	165179__D1P8V8__DXC61_01940
ERR1913284.865390__1.865390	28052__R6JVH3__ERS852499_00454
ERR1913284.865460__1.865460	357276__B6W5Q9__HMPREF1063_03125
ERR1913284.865518__1.865518	165179__A0A229I6N7__DXC61_06720
ERR1913284.865691__1.865691	28052__A0A174KY36__mepA_13
ERR1913284.865744__1.865744	39486__B0G2S4__DXD10_16540
ERR1913284.865797__1.865797	239935__A0A2N8HZW2__A4V05_11120
ERR1913284.865813__1.865813	40518__R5E6K4__RB5AMG_02070
ERR1913284.865782__1.865782	33043__A0A173WPI1__ERS852400_02100
ERR1913284.866023__1.866023	165179__A0A174IPI3__CFT61_10940
ERR1913284.866052__1.866052	1262889__R7HFE6__BN634_01394
ERR1913284.866077__1.866077	46228__B5CSE2__HMPREF1202_00716
ERR1913284.866200__1.866200	28117__B0MY45__ALIPUT_02164
ERR1913284.866246__1.866246	1263000__R5EF36__BN466_01303
ERR1913284.866270__1.866270	187979__A0A173WIS8__ERS852385_00261
ERR1913284.866466__1.866466	328814__GCA_004558275.1_00391
ERR1913284.866520__1.866520	301302__R5VBR7__phoR_11
ERR1913284.866609__1.866609	39491__A0A173RJ81__DXB76_01570
ERR1913284.866735__1.866735	33043__A0A173RQ80__ERS852445_02211
ERR1913284.866753__1.866753	239935__A0A2N8IVK9__CXU08_03750
ERR1913284.866941__1.866941	47678__R5U7T0__CGC64_00755
ERR1913284.866980__1.866980	165179__A0A174SA26__PREVCOP_05758
ERR1913284.867037__1.867037	820__A0A3E4XM43__DXC91_13960
ERR1913284.867184__1.867184	39492__D4JVG1__ERS852540_00951
ERR1913284.867195__1.867195	165179__A0A3E5DZA5__DXB80_12550
ERR1913284.867201__1.867201	1262803__R6P0X6__BN649_00395
ERR1913284.867290__1.867290	33043__D5HIS6__ERS852575_02019
ERR1913284.867469__1.867469	1263000__R5EC87__BN466_00713
ERR1913284.867478__1.867478	384639__GCA_003096855.1_00980
ERR1913284.867501__1.867501	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913284.867521__1.867521	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913284.867582__1.867582	165179__A0A3E4S980__PREVCOP_04626
ERR1913284.867615__1.867615	165179__D1PCT4__DXB80_09470
ERR1913284.867726__1.867726	165179__A0A3E5EDS1__DXC61_03115
ERR1913284.867779__1.867779	165179__A0A3E5E4P9__DXB80_07930
ERR1913284.867785__1.867785	165179__D1PAR0__DXB80_01190
ERR1913284.867803__1.867803	649756__D4MW50__HMPREF0369_01323
ERR1913284.868025__1.868025	360807__A0A396AIC7__ERS852392_01627
ERR1913284.868132__1.868132	418240__A0A174AX68__ERS852478_00844
ERR1913284.868173__1.868173	47678__R5U7T0__CGC64_00755
ERR1913284.868206__1.868206	29361__B6FRT6__CLONEX_02860
ERR1913284.868252__1.868252	39491__A0A395ZGU6__ERS852417_01456
ERR1913284.868450__1.868450	33043__D5HIC8__vspIM
ERR1913284.868472__1.868472	1262803__R6NS26__BN649_01231
ERR1913284.868491__1.868491	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913284.868728__1.868728	239935__R7DVL7__CXT93_01180
ERR1913284.868679__1.868679	39492__D4JVG1__ERS852540_00951
ERR1913284.868864__1.868864	39492__A0A174ZG93__EUBSIR_00254
ERR1913284.869026__1.869026	649756__B0NZY6__CL2_25770
ERR1913284.869092__1.869092	1262924__R7HP98__BN585_02065
ERR1913284.869161__1.869161	40518__R5DXI4__DXD86_07420
ERR1913284.869166__1.869166	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913284.869519__1.869519	39492__A0A174ZP27__EUBSIR_00033
ERR1913284.869542__1.869542	1262803__R6NF94__BN649_01522
ERR1913284.869561__1.869561	301302__A0A0M6W9N8__tig_2
ERR1913284.869831__1.869831	165179__D1PDG7__DXB80_11180
ERR1913284.870067__1.870067	165179__D1P8V8__DXC61_01940
ERR1913284.870081__1.870081	33043__A0A174CPX4__ERS852386_02360
ERR1913284.870113__1.870113	165179__A0A3E5EDP4__DXB80_05800
ERR1913284.870191__1.870191	165179__A0A174IYW3__DXC61_01235
ERR1913284.870375__1.870375	165179__R6XLJ7__CFT61_06250
ERR1913284.870648__1.870648	1262924__R7HPG6__BN585_00099
ERR1913284.870687__1.870687	39491__C4ZHS4__EUR_24420
ERR1913284.870688__1.870688	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.870816__1.870816	1263011__R6E3I0__BN553_00387
ERR1913284.870931__1.870931	28052__A0A174M9U3__ERS852451_02548
ERR1913284.871100__1.871100	165179__D1P8K1__DXB80_06045
ERR1913284.871488__1.871488	39491__A0A396FQV7__T1815_10751
ERR1913284.871556__1.871556	39492__D4JUL3__nreC_2
ERR1913284.871651__1.871651	165179__A0A174W369__PREVCOP_04548
ERR1913284.871686__1.871686	28052__R7NAP6__ERS852499_01969
ERR1913284.871760__1.871760	39492__D4JWI6__EUBSIR_01073
ERR1913284.871798__1.871798	1628085__A0A2U1BH26__C7386_101229
ERR1913284.871926__1.871926	33043__D5HFA1__ERS852400_02183
ERR1913284.871985__1.871985	1262924__R7HNT3__BN585_00018
ERR1913284.872245__1.872245	216816__Q8G4D7__DD721_10575
ERR1913284.872272__1.872272	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913284.872273__1.872273	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.872287__1.872287	2292352__A0A374UKA6__DXC23_10805
ERR1913284.872411__1.872411	39491__A0A396FRE7__EUR_27520
ERR1913284.872429__1.872429	239935__A0A2N8IRW0__A4V05_11620
ERR1913284.872444__1.872444	28118__R6FGS3__DHW44_03135
ERR1913284.872635__1.872635	1262924__R7HR75__BN585_00689
ERR1913284.873437__1.873437	239935__A0A2N8INK7__Amuc_0521
ERR1913284.873442__1.873442	328814__GCA_004558275.1_00294
ERR1913284.873703__1.873703	52226__C9KL71__glyA
ERR1913284.873937__1.873937	165179__D1PAN5__PREVCOP_04260
ERR1913284.874029__1.874029	28118__R6F707__B5F99_15665
ERR1913284.874057__1.874057	1262911__R6H130__BN557_00756
ERR1913284.874175__1.874175	74426__thrZ
ERR1913284.874234__1.874234	39491__A0A395ZE48__DXB76_02395
ERR1913284.874331__1.874331	165179__A0A3E5E643__DXB80_06030
ERR1913284.874429__1.874429	165179__A0A3E5E8N5__DXC61_13460
ERR1913284.874530__1.874530	39491__A0A395V0H6__ERS852580_02570
ERR1913284.874699__1.874699	33043__A0A173WCG7__ERS852575_01602
ERR1913284.874844__1.874844	853__A0A2A7A4A9__C4N21_14870
ERR1913284.874908__1.874908	39491__C4Z9K7__EUBREC_0050
ERR1913284.874951__1.874951	165179__R6C330__DXC61_04975
ERR1913284.875001__1.875001	33043__A0A173R1J6__rpfG_1
ERR1913284.875325__1.875325	46228__V8BQJ8__DXD17_00240
ERR1913284.875394__1.875394	165179__D1PGD2__DXC61_10875
ERR1913284.875464__1.875464	28117__B0MXQ6__ALIPUT_01917
ERR1913284.875642__1.875642	39492__D4JRL2__ERS852540_01608
ERR1913284.875740__1.875740	745368__A0A1T4WAV4__SAMN02745178_00326
ERR1913284.875958__1.875958	40518__R5DUG7__sbcC
ERR1913284.876080__1.876080	357276__D1JY58__BACDOR_04277
ERR1913284.876098__1.876098	820__A0A174M9V5__M093_0237
ERR1913284.876139__1.876139	410072__A0A173YNZ0__ERS852481_00766
ERR1913284.876215__1.876215	165179__A0A3E5E2C8__folA
ERR1913284.876268__1.876268	39491__R6TQ09__DXC13_03010
ERR1913284.876383__1.876383	39492__D4JWI6__EUBSIR_01073
ERR1913284.876425__1.876425	28052__R7NHJ5__ERS852499_01501
ERR1913284.876470__1.876470	487175__R5E7Q1__HMPREF9439_01340
ERR1913284.876492__1.876492	649756__B0NZZ8__DO83_09740
ERR1913284.876730__1.876730	1262803__R6NXQ0__BN649_00926
ERR1913284.876998__1.876998	165179__A0A174WRI9__DXB80_04870
ERR1913284.877125__1.877125	33043__A0A173WCG7__ERS852575_01602
ERR1913284.877142__1.877142	357276__A0A076IXE0__HMPREF1064_04364
ERR1913284.877243__1.877243	386414__D1VY80__HMPREF9019_1081
ERR1913284.877283__1.877283	33043__A0A173ZEP9__araC_1
ERR1913284.877348__1.877348	40520__D4LUV4__DXB81_08455
ERR1913284.877366__1.877366	165179__D1PAR0__DXB80_01190
ERR1913284.877381__1.877381	28118__R6FI30__NCTC10826_00479
ERR1913284.877616__1.877616	820__A0A1T4IY71__HMPREF2141_02402
ERR1913284.877696__1.877696	39491__A0A396FVC0__ERE_15900
ERR1913284.877821__1.877821	33043__A0A174GPT0__plsC_2
ERR1913284.877975__1.877975	39492__D4MIY5__EUBSIR_00233
ERR1913284.877984__1.877984	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913284.878023__1.878023	239935__A0A2N8IHY1__CXU06_00035
ERR1913284.878049__1.878049	165179__A0A174NK27__PREVCOP_06433
ERR1913284.878082__1.878082	39491__A0A396FUZ3__phoR_1
ERR1913284.878170__1.878170	165179__D1PC26__PREVCOP_04756
ERR1913284.878223__1.878223	33043__D5HIK4__ERS852400_01112
ERR1913284.878183__1.878183	28052__R7NA90__tcyB
ERR1913284.878186__1.878186	28117__B0MWZ9__ALIPUT_01735
ERR1913284.878329__1.878329	2293125__A0A374C7P4__DW917_07690
ERR1913284.878371__1.878371	165179__A0A3E5DX15__DXC61_00345
ERR1913284.878406__1.878406	301302__R5VE56__M72_25941
ERR1913284.878455__1.878455	165179__A0A3E5E643__DXB80_06030
ERR1913284.878571__1.878571	28132__D9RV83__HMPREF0660_00835
ERR1913284.878636__1.878636	165179__A0A3E5E4P9__DXB80_07930
ERR1913284.878754__1.878754	823__A0A174V089__BDI_3204
ERR1913284.878770__1.878770	165179__A0A3E5DRF6__DXC61_00200
ERR1913284.878775__1.878775	853__A0A2A7B9I6__DW855_13690
ERR1913284.878814__1.878814	165179__A0A3E5E3D6__DXC61_05750
ERR1913284.878864__1.878864	33043__A0A173ZDC4__malL_1
ERR1913284.878889__1.878889	410072__A0A174AQ98__COPCOM_03377
ERR1913284.878921__1.878921	165179__A0A3E5AGH1__DXB80_05820
ERR1913284.879085__1.879085	187979__A0A173ZJ35__ERS852385_01288
ERR1913284.879191__1.879191	40518__R5DV58__htrA
ERR1913284.879259__1.879259	33043__D5HIC8__vspIM
ERR1913284.879455__1.879455	151538__GeneID:920430
ERR1913284.879431__1.879431	1160721__W0U2W0__BHW50_02075
ERR1913284.879592__1.879592	853__A0A2A7A4A9__C4N21_14870
ERR1913284.879612__1.879612	301302__R5VCU3__cbiK_2
ERR1913284.879630__1.879630	239935__A0A139TVJ4__CXT86_02020
ERR1913284.879705__1.879705	821__A0A173XDD3__DXB82_17180
ERR1913284.879896__1.879896	387090__S0F8B2__BACCOPRO_02129
ERR1913284.879940__1.879940	28117__B0MVL5__BHV66_01660
ERR1913284.879946__1.879946	39491__A0A395UZ82__EUR_31520
ERR1913284.879973__1.879973	165179__D1P9T6__PREVCOP_04016
ERR1913284.880157__1.880157	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.880200__1.880200	360807__A0A0M6X184__ERS852392_03203
ERR1913284.880208__1.880208	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1913284.880371__1.880371	52226__A0A173ZSL9__MITSMUL_04307
ERR1913284.880905__1.880905	39496__A5Z5I2__EUBVEN_00963
ERR1913284.881281__1.881281	165179__A0A3E5E7J5__DXC61_10360
ERR1913284.881289__1.881289	39492__R6RYB8__ERS852540_00322
ERR1913284.881367__1.881367	360807__C0FWL1__RIL183_24711
ERR1913284.881455__1.881455	165179__A0A3E4SEG4__DXC61_11235
ERR1913284.882254__1.882254	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913284.882396__1.882396	165179__D1P9T6__PREVCOP_04016
ERR1913284.882427__1.882427	28052__R7NBT0__mltF
ERR1913284.882526__1.882526	165179__A0A174W369__PREVCOP_04548
ERR1913284.882605__1.882605	39492__D4JWG6__EUBSIR_00253
ERR1913284.882564__1.882564	1262743__R5C9Z4__BN727_02376
ERR1913284.882727__1.882727	165179__D1PAJ7__PREVCOP_04222
ERR1913284.883096__1.883096	1262924__R7HT26__BN585_00306
ERR1913284.883202__1.883202	33043__D5HFE3__lacR
ERR1913284.883156__1.883156	239935__R6JD78__CXU05_09250
ERR1913284.883401__1.883401	820__A0A174F696__macB_13
ERR1913284.883433__1.883433	165179__A0A3E5DZ45__DXC61_02820
ERR1913284.883462__1.883462	52226__A0A174AFF4__rbsK
ERR1913284.883523__1.883523	165179__A0A174NK27__PREVCOP_06433
ERR1913284.883605__1.883605	46503__B7B776__DXB85_00355
ERR1913284.883812__1.883812	1897011__A0A1Q6RH35__BHW41_01705
ERR1913284.883815__1.883815	165179__R6CNX7__DXB80_02200
ERR1913284.883910__1.883910	301302__A0A173TWC1__phoR_7
ERR1913284.884016__1.884016	165179__A0A3E5A832__DXC61_13685
ERR1913284.884111__1.884111	165179__W1I4H6__DXB80_13655
ERR1913284.884113__1.884113	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913284.884048__1.884048	165179__D1PGJ6__DXC61_07300
ERR1913284.884063__1.884063	33043__A0A173YEP6__ERS852575_00888
ERR1913284.884202__1.884202	40518__R5DME2__DXD86_07315
ERR1913284.884449__1.884449	33043__A0A174DVD4__prkC_7
ERR1913284.884530__1.884530	165179__A0A174IYW3__DXC61_01235
ERR1913284.884585__1.884585	239935__A0A2N8ILG3__CXT93_10135
ERR1913284.884633__1.884633	214856__A0A174ZLY7__ERS852447_02456
ERR1913284.884679__1.884679	172901__A0A2U1ASG0__C8D82_12144
ERR1913284.884765__1.884765	706562__GCA_900112995.1_02104
ERR1913284.884781__1.884781	853__A0A2A7B1Y7__C7K05_11930
ERR1913284.884868__1.884868	151537__GeneID:920387
ERR1913284.884910__1.884910	39491__A0A395ZHW9__DXC13_02590
ERR1913284.885119__1.885119	165179__R6CNX7__DXB80_02200
ERR1913284.885135__1.885135	40518__R5DWP7__ansA
ERR1913284.885349__1.885349	1150298__A0A174S4G4__dacB_1
ERR1913284.885359__1.885359	33043__D5HDL8__ERS852575_02529
ERR1913284.885364__1.885364	1262924__R7HND0__BN585_00157
ERR1913284.885574__1.885574	165179__A0A3E5AEF7__DXC61_05000
ERR1913284.885648__1.885648	165179__D1PE06__DXC61_05975
ERR1913284.885584__1.885584	39492__D4JTG7__EUBSIR_00572
ERR1913284.885658__1.885658	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.885671__1.885671	165179__D1PCT4__DXB80_09470
ERR1913284.885800__1.885800	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913284.886049__1.886049	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913284.886318__1.886318	39491__A0A396FGM9__fliU_1
ERR1913284.886342__1.886342	33043__D5HEE1__ERS852386_01671
ERR1913284.886443__1.886443	39491__A0A396FKI0__DXC13_11560
ERR1913284.886452__1.886452	39492__D4JWP8__EUBSIR_00699
ERR1913284.886569__1.886569	39491__A0A395V0E5__ERE_31370
ERR1913284.886604__1.886604	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913284.886616__1.886616	39491__A0A396FMF1__EUR_28700
ERR1913284.886782__1.886782	820__A0A3E4W9W8__C801_01069
ERR1913284.887369__1.887369	357276__A0A0K2HKT7__B5F95_21090
ERR1913284.887659__1.887659	33043__A0A173WXS1__ERS852445_00262
ERR1913284.887765__1.887765	28118__F9Z857__DER54_07670
ERR1913284.887729__1.887729	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913284.887921__1.887921	39485__A0A174ZQT9__EUBELI_20278
ERR1913284.888030__1.888030	39491__A0A395ZIT8__EUR_13460
ERR1913284.888101__1.888101	33043__D5HFA1__ERS852400_02183
ERR1913284.888284__1.888284	745368__A0A1T4X705__SAMN02745178_01472
ERR1913284.888217__1.888217	33043__A0A174GGF8__dcuS_1
ERR1913284.888206__1.888206	328814__GCA_004558275.1_00999
ERR1913284.888555__1.888555	239935__A0A2N8IRH4__CXT92_05605
ERR1913284.888601__1.888601	39491__A0A395UZ89__DXB72_12805
ERR1913284.888739__1.888739	28052__A0A174LHM7__ERS852451_02351
ERR1913284.888740__1.888740	28052__A0A174LHM7__ERS852451_02351
ERR1913284.888847__1.888847	301302__R5UNJ6__M72_26701
ERR1913284.888909__1.888909	1150298__R7JXP3__ERS852535_00653
ERR1913284.888927__1.888927	33043__D5HGR0__rpfC_2
ERR1913284.888954__1.888954	649756__L1Q8U4__ERS852571_01677
ERR1913284.889195__1.889195	410072__A0A174H348__sfp_2
ERR1913284.889386__1.889386	39491__A0A396FSR4__ERS852580_02287
ERR1913284.889630__1.889630	39492__R6RYB8__ERS852540_00322
ERR1913284.889682__1.889682	165179__A0A3E5AEF7__DXC61_05000
ERR1913284.890321__1.890321	39491__A0A396FRK0__ERS852417_00541
ERR1913284.890483__1.890483	165179__A0A3E5E6S6__DXB80_07575
ERR1913284.890583__1.890583	39491__A0A395ZHW9__DXC13_02590
ERR1913284.890539__1.890539	853__A0A174C5M1__CGS58_04460
ERR1913284.890659__1.890659	853__A0A329UEG4__CHR60_00585
ERR1913284.890675__1.890675	1262803__R6NV39__BN649_01654
ERR1913284.890772__1.890772	165179__A0A3E5A554__DXB80_13805
ERR1913284.890865__1.890865	357276__I9FTR0__HMPREF1065_02861
ERR1913284.890882__1.890882	28052__A0A174MLS2__ERS852451_02445
ERR1913284.891085__1.891085	387090__S0F7Y3__BACCOPRO_02028
ERR1913284.891424__1.891424	187979__A0A173XW40__ERS852385_00757
ERR1913284.891460__1.891460	28117__B0MSS1__ALIPUT_00273
ERR1913284.891539__1.891539	165179__D1PGD2__DXC61_10875
ERR1913284.891990__1.891990	40518__R5DME2__DXD86_07315
ERR1913284.892064__1.892064	357276__A0A076J8D4__HMPREF1064_00553
ERR1913284.892205__1.892205	165179__D1PDG7__DXB80_11180
ERR1913284.892326__1.892326	1262746__R5S4S7__BN750_02366
ERR1913284.892449__1.892449	371601__A0A1I4R345__BN891_16250
ERR1913284.892404__1.892404	357276__D1K3K9__EL88_23995
ERR1913284.892473__1.892473	1262929__R6FTR6__BN691_00242
ERR1913284.892542__1.892542	239935__A0A2N8IMD6__CXU03_05585
ERR1913284.892668__1.892668	301301__A0A395VAX9__ERS852391_01264
ERR1913284.892765__1.892765	820__A7VAS1__HMPREF2141_03259
ERR1913284.892926__1.892926	239935__A0A2N8HDT1__CXT94_05270
ERR1913284.893045__1.893045	165179__A0A3E5AER8__DXB80_07075
ERR1913284.893142__1.893142	165179__A0A3E5A5E5__DXC61_13965
ERR1913284.893161__1.893161	1262911__R6H2J2__BN557_01228
ERR1913284.893167__1.893167	1262803__R6NRN7__BN649_01195
ERR1913284.893172__1.893172	165179__A0A3E5EA83__DXC61_07750
ERR1913284.893175__1.893175	165179__A0A3E5E8N5__DXC61_13460
ERR1913284.893180__1.893180	39492__D4JRV7__EUBSIR_01513
ERR1913284.893226__1.893226	165179__A0A229I6N7__DXC61_06720
ERR1913284.893404__1.893404	165179__A0A174MTF2__DXC61_13200
ERR1913284.893441__1.893441	820__A0A139KHX1__HMPREF2141_00289
ERR1913284.893485__1.893485	1262743__R5C564__BN727_01104
ERR1913284.893601__1.893601	410072__A0A173SJX0__ytpA
ERR1913284.893606__1.893606	39491__A0A395ZG74__licR
ERR1913284.893627__1.893627	39491__A0A174K9A3__DXB69_07785
ERR1913284.893920__1.893920	853__A0A173T6P2__DWZ46_14595
ERR1913284.894325__1.894325	165179__A0A3E5EB26__CFT61_02800
ERR1913284.894370__1.894370	1262743__R5C5I2__BN727_00230
ERR1913284.894414__1.894414	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913284.894393__1.894393	853__A0A173T751__C4N24_10280
ERR1913284.894596__1.894596	745368__A0A1T4Y4V4__SAMN02745178_02738
ERR1913284.894659__1.894659	39491__C4ZAT2__ERE_28440
ERR1913284.894725__1.894725	239935__A0A2N8IU14__ADH72_05655
ERR1913284.894813__1.894813	394340__fusA_2
ERR1913284.894933__1.894933	28117__B0MY40__BHV66_05170
ERR1913284.895071__1.895071	28117__B0MXG8__ALIPUT_01814
ERR1913284.895579__1.895579	28118__F9ZCH4__kfoC_2
ERR1913284.895586__1.895586	165179__A0A3E5DX15__DXC61_00345
ERR1913284.895646__1.895646	165179__D1PDJ4__DXB80_08505
ERR1913284.895893__1.895893	39491__A0A396FM36__DXB99_00820
ERR1913284.895896__1.895896	40518__R5DYU1__DXD86_01160
ERR1913284.895899__1.895899	28052__A0A174KNE1__ptsI_2
ERR1913284.895980__1.895980	820__A0A174M9V5__M093_0237
ERR1913284.896254__1.896254	165179__D1PAJ7__PREVCOP_04222
ERR1913284.896420__1.896420	39491__C4ZD70__LD38_03510
ERR1913284.896431__1.896431	165179__A0A3E5EDV6__DXC61_03365
ERR1913284.896735__1.896735	165179__A0A229I9X5__CFT61_01205
ERR1913284.896747__1.896747	28052__A0A174KY36__mepA_13
ERR1913284.896879__1.896879	165179__A0A3E5E2S3__DXB80_03455
ERR1913284.896976__1.896976	214856__A0A174FY71__ERS852559_01033
ERR1913284.896980__1.896980	39492__D4JUL3__nreC_2
ERR1913284.897100__1.897100	357276__B6W5Q9__HMPREF1063_03125
ERR1913284.897224__1.897224	33043__A8SPT5__yfiN_2
ERR1913284.897213__1.897213	357276__A0A076II57__GV66_07710
ERR1913284.897246__1.897246	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913284.897492__1.897492	165179__A0A3E4SEG4__DXC61_11235
ERR1913284.897585__1.897585	46503__R6WTW1__NCTC13052_03440
ERR1913284.897703__1.897703	1263000__R5EGY7__BN466_01478
ERR1913284.897806__1.897806	46228__B5CTE5__HMPREF1202_00334
ERR1913284.897881__1.897881	1262924__R7HQN1__BN585_00550
ERR1913284.897935__1.897935	1263011__R6E1P2__BN553_01898
ERR1913284.897956__1.897956	2293125__A0A374CA90__DW917_07695
ERR1913284.898121__1.898121	1150298__R7JT48__gsiA_6
ERR1913284.898382__1.898382	28052__R7NDF6__ERS852499_01807
ERR1913284.898641__1.898641	165179__R6BQP4__DXC61_02015
ERR1913284.898745__1.898745	1262743__R5C9Z4__BN727_02376
ERR1913284.898724__1.898724	1262911__R6GKS1__BN557_00184
ERR1913284.898787__1.898787	165179__A0A3E4SID1__DXB80_01945
ERR1913284.898887__1.898887	28052__R7NCQ8__ERS852499_02306
ERR1913284.898895__1.898895	165179__A0A3E5AG99__DXB80_04390
ERR1913284.898898__1.898898	239935__A0A139TPD4__CXT86_06450
ERR1913284.899142__1.899142	165179__A0A174WGF6__PREVCOP_04095
ERR1913284.899397__1.899397	165179__D1P9T6__PREVCOP_04016
ERR1913284.899416__1.899416	33043__A0A174DSP1__essC_2
ERR1913284.899450__1.899450	357276__A0A076J8D4__HMPREF1064_00553
ERR1913284.899619__1.899619	39488__A0A285PNU6__ERS852578_01621
ERR1913284.899846__1.899846	165179__A0A3E5A554__DXB80_13805
ERR1913284.900073__1.900073	1262803__R6NXP4__BN649_01953
ERR1913284.900133__1.900133	165179__R6C3K4__PREVCOP_05795
ERR1913284.900175__1.900175	165179__D1PCT4__DXB80_09470
ERR1913284.900310__1.900310	33043__D5HGZ8__nnr
ERR1913284.900323__1.900323	853__A0A3E2U7E6__ERS852582_01640
ERR1913284.900341__1.900341	823__A0A073I748__M096_3057
ERR1913284.900462__1.900462	165179__A0A174IYW3__DXC61_01235
ERR1913284.900535__1.900535	853__A0A3E2V168__FAEPRAM212_00929
ERR1913284.900657__1.900657	1262803__R6N9Q3__BN649_01144
ERR1913284.900659__1.900659	33043__A0A3A6J8T3__yvhJ
ERR1913284.900868__1.900868	853__A0A2A7A628__CGS57_13755
ERR1913284.900869__1.900869	853__A0A2A7A628__CGS57_13755
ERR1913284.901313__1.901313	39485__C4Z6U7__EUBELI_20545
ERR1913284.901506__1.901506	1262803__R6NKT8__BN649_00709
ERR1913284.901639__1.901639	820__A0A374Q1D8__SAMN05444418_112114
ERR1913284.901740__1.901740	39492__D4JX50__EUBSIR_00410
ERR1913284.901930__1.901930	165179__D1PAJ7__PREVCOP_04222
ERR1913284.901960__1.901960	823__A0A174MNW4__M091_0199
ERR1913284.901964__1.901964	360807__C0FVL1__ERS852392_00394
ERR1913284.902011__1.902011	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913284.902122__1.902122	165179__A0A3E5A554__DXB80_13805
ERR1913284.902156__1.902156	165179__A0A3E5AE59__DXC61_12885
ERR1913284.902192__1.902192	1262911__R6HIJ8__BN557_01742
ERR1913284.902285__1.902285	100886__A0A174J1P1__rhlE_2
ERR1913284.902617__1.902617	165179__D1P9T6__PREVCOP_04016
ERR1913284.902752__1.902752	410072__A0A174D6E7__ERS852574_01257
ERR1913284.902878__1.902878	88431__A0A3D0EYA4__atpH
ERR1913284.902980__1.902980	39491__A0A396FEW6__T1815_18721
ERR1913284.902993__1.902993	239935__A0A2N8IIB9__CXU04_01970
ERR1913284.903004__1.903004	165179__A0A3E5E2B6__DXB80_02820
ERR1913284.903030__1.903030	39492__D4JW10__pppA
