ERR1913167.17__1.17	47678__R5U3D5__DW706_05635
ERR1913167.677997__1.677997	820__A0A139KG04__ERS852459_01249
ERR1913167.678048__1.678048	820__A0A139KG04__ERS852459_01249
ERR1913167.678066__1.678066	28117__R7JJM9__ALIPUT_00662
ERR1913167.678012__1.678012	820__A0A3E4RUC4__DHU98_02635
ERR1913167.678134__1.678134	1262882__R5MND9__BN519_00831
ERR1913167.678258__1.678258	1262882__R5MYX5__BN519_00333
ERR1913167.678283__1.678283	1099853__R7DGD2__NSB1T_01240
ERR1913167.678287__1.678287	1262882__R5MS31__BN519_01529
ERR1913167.678361__1.678361	820__A0A174GYA8__DXB64_07370
ERR1913167.678500__1.678500	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.678571__1.678571	28111__R5JN40__HMPREF1016_01803
ERR1913167.678653__1.678653	1262924__R7HPG6__BN585_00099
ERR1913167.678643__1.678643	818__A0A0N7I9H8__ERS852461_00040
ERR1913167.678738__1.678738	1550024__G9RNN7__TQ39_03420
ERR1913167.678702__1.678702	166486__A0A173T114__ROSINTL182_05085
ERR1913167.678710__1.678710	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.678693__1.678693	487174__K0WTW4__DDY40_12630
ERR1913167.679042__1.679042	820__A0A139KHD8__ERS417307_00569
ERR1913167.679043__1.679043	820__A0A139KHD8__ERS417307_00569
ERR1913167.679179__1.679179	853__A0A174AML0__FPR_08640
ERR1913167.679185__1.679185	39486__B0G7Q6__DXD18_07840
ERR1913167.679365__1.679365	39492__D4JV38__EUBSIR_01205
ERR1913167.679628__1.679628	820__A0A396EWL3__ERS417307_03868
ERR1913167.679690__1.679690	1262911__R6H1K1__BN557_00910
ERR1913167.679738__1.679738	821__A0A174NM17__lacZ_6
ERR1913167.679751__1.679751	821__A0A0P0M2J4__DXD46_10295
ERR1913167.679823__1.679823	39491__C4Z9D4__DXD95_00055
ERR1913167.679832__1.679832	820__A0A1T4IY80__ERS852554_01621
ERR1913167.680000__1.680000	820__A0A374Q854__HMPREF1073_03281
ERR1913167.680165__1.680165	820__A7VAR9__ERS852421_00197
ERR1913167.680185__1.680185	1262980__R5BM52__BN814_00030
ERR1913167.680216__1.680216	39492__R6RYB8__ERS852540_00322
ERR1913167.680401__1.680401	239935__A0A2N8INK7__Amuc_0521
ERR1913167.680501__1.680501	1262882__R5MHZ2__BN519_00742
ERR1913167.680567__1.680567	239935__A0A2N8HT44__CXT84_11035
ERR1913167.680768__1.680768	1262882__R5MM69__BN519_00075
ERR1913167.680864__1.680864	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.680966__1.680966	371601__G1UK36__HMPREF1074_03496
ERR1913167.681162__1.681162	820__A0A174CK74__DXB48_07060
ERR1913167.681325__1.681325	674529__A0A174FE49__DXB21_01625
ERR1913167.681333__1.681333	40520__A0A3E5ENP4__DXD81_04390
ERR1913167.681382__1.681382	1262743__R5C3P9__BN727_00587
ERR1913167.681476__1.681476	1297617__A0A0S2W8I4__BIV19_10735
ERR1913167.681588__1.681588	1318__W1VLP5__HMPREF1195_01494
ERR1913167.681613__1.681613	820__A7VAS1__HMPREF2141_03259
ERR1913167.681563__1.681563	820__A0A3E4W084__BACUNI_04042
ERR1913167.681656__1.681656	820__A0A3E4IGA7__DXD40_07110
ERR1913167.681870__1.681870	544645__A0A3E4SZ64__DXC42_14790
ERR1913167.681935__1.681935	820__A0A173YYG4__evgS_3
ERR1913167.681980__1.681980	39492__B0MNL5__phoR_1
ERR1913167.682144__1.682144	1262743__R5C7D3__BN727_00606
ERR1913167.682151__1.682151	820__A7V092__hldE
ERR1913167.682280__1.682280	1262882__R5MEN2__BN519_00200
ERR1913167.682236__1.682236	820__A0A174QT76__B5G17_18060
ERR1913167.682588__1.682588	821__A0A3E4HP25__SAMN04487923_102450
ERR1913167.682636__1.682636	820__R7E9Z4__DXC68_06065
ERR1913167.682598__1.682598	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.682607__1.682607	328814__GCA_004558275.1_01002
ERR1913167.682736__1.682736	823__D7IV95__DXC05_09565
ERR1913167.682949__1.682949	820__A0A396EXA7__DXB37_15530
ERR1913167.682916__1.682916	1262882__R5MT08__BN519_01706
ERR1913167.683149__1.683149	410072__C0BBR9__yqeC
ERR1913167.683240__1.683240	47678__R5U978__ERS852558_01076
ERR1913167.683197__1.683197	820__A0A3E4WA06__ERS852554_03404
ERR1913167.683305__1.683305	820__A7UYX8__DXD40_11635
ERR1913167.683343__1.683343	1262882__R5MQ68__BN519_01178
ERR1913167.683361__1.683361	1965576__A0A1Y4LFI5__B5F19_08625
ERR1913167.683409__1.683409	39492__D4JTF2__mutS2
ERR1913167.683482__1.683482	820__A0A174P0L5__glcK_3
ERR1913167.683825__1.683825	820__A0A3E4XM43__DXC91_13960
ERR1913167.683845__1.683845	1262882__R5N3T7__BN519_01188
ERR1913167.683941__1.683941	820__A0A173YYG4__evgS_3
ERR1913167.684019__1.684019	820__A0A1T4IYF4__mprA_1
ERR1913167.684091__1.684091	820__R9I3Q7__HMPREF1072_01668
ERR1913167.684110__1.684110	821__A0A395VIK7__BVU_1225
ERR1913167.684083__1.684083	1262882__R5N4D8__BN519_01497
ERR1913167.684278__1.684278	820__A0A174Q0F0__DXB48_08080
ERR1913167.684301__1.684301	1262882__R5MIW5__BN519_00945
ERR1913167.684340__1.684340	823__A0A174U5E4__BDI_3390
ERR1913167.684494__1.684494	28117__B0MYI9__BHV66_05415
ERR1913167.684539__1.684539	1965549__A0A1Y4TRB5__B5E65_00360
ERR1913167.684601__1.684601	820__A0A139JRH8__HMPREF2141_04326
ERR1913167.684622__1.684622	820__A7V9F9__B5G17_14640
ERR1913167.684645__1.684645	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.684650__1.684650	46503__R6WRM8__HMPREF1060_03046
ERR1913167.684655__1.684655	820__A0A139KIL9__DXC68_05945
ERR1913167.684798__1.684798	820__A0A396EUU8__luxQ_3
ERR1913167.684919__1.684919	820__A0A3E4VXP2__yesR
ERR1913167.684955__1.684955	1262911__R6H2J2__BN557_01228
ERR1913167.684990__1.684990	204516__U6R7Y8__HMPREF1534_03942
ERR1913167.685002__1.685002	821__A0A396F9T7__M097_3427
ERR1913167.685109__1.685109	1262882__R5N4P6__BN519_01346
ERR1913167.685097__1.685097	706562__GCA_900112995.1_02127
ERR1913167.685283__1.685283	820__A0A3E4QZJ7__C801_01798
ERR1913167.685307__1.685307	820__A7V8C2__ERS852554_01338
ERR1913167.685533__1.685533	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.685624__1.685624	1262882__R5N2U9__BN519_01221
ERR1913167.685831__1.685831	1262882__R5N3T7__BN519_01188
ERR1913167.685962__1.685962	338188__A0A174GXA9__bglX_10
ERR1913167.686115__1.686115	820__A0A173WUD7__DXB48_08055
ERR1913167.686166__1.686166	1262882__R5MFR3__BN519_00473
ERR1913167.686338__1.686338	39492__D4JUP6__ERS852540_01404
ERR1913167.686399__1.686399	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.686363__1.686363	39492__D4JQY4__EUBSIR_01325
ERR1913167.686481__1.686481	301302__R5V671__M72_27831
ERR1913167.686498__1.686498	823__A6LB62__B5F32_04550
ERR1913167.686612__1.686612	239935__A0A2N8IF99__lpdA
ERR1913167.686648__1.686648	820__A0A139KIL9__DXC68_05945
ERR1913167.686712__1.686712	556259__E5C445__BSGG_0931
ERR1913167.686796__1.686796	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.686854__1.686854	1262882__R5MJ49__BN519_01124
ERR1913167.687026__1.687026	227943__C8P7C8__HMPREF0494_1222
ERR1913167.686995__1.686995	820__A0A1T4IY80__ERS852554_01621
ERR1913167.687001__1.687001	1262882__R5N5W2__BN519_00074
ERR1913167.687009__1.687009	820__A0A174Q0F0__DXB48_08080
ERR1913167.687073__1.687073	28111__E5WUE7__BACEGG_02087
ERR1913167.687107__1.687107	544645__A0A3E4T3I2__DXC42_11395
ERR1913167.687121__1.687121	28111__R5JSC9__HMPREF1016_01677
ERR1913167.687301__1.687301	239935__A0A2N8HT18__CXT93_06135
ERR1913167.687458__1.687458	820__R9I3N4__M093_0061
ERR1913167.687717__1.687717	820__A0A139K9Q2__DXD40_08795
ERR1913167.687680__1.687680	820__A0A173YYG4__evgS_3
ERR1913167.687964__1.687964	1262882__R5N511__BN519_01592
ERR1913167.687966__1.687966	239935__A0A2N8HH03__CXU09_08875
ERR1913167.687970__1.687970	204516__U6RFV1__HMPREF1534_02560
ERR1913167.688028__1.688028	1262882__R5MKV8__BN519_01281
ERR1913167.688101__1.688101	239935__A0A2N8I3G2__CXT89_00720
ERR1913167.688135__1.688135	487174__K0X0F6__HMPREF9448_01444
ERR1913167.688311__1.688311	820__A0A139JRS5__HMPREF1073_04025
ERR1913167.688392__1.688392	508451__A0A0R2DCC8__CBF61_01140
ERR1913167.688371__1.688371	301302__R5UKF2__M72_19701
ERR1913167.688376__1.688376	166486__D4L0L8__ROSINTL182_08063
ERR1913167.688717__1.688717	204516__U6R7Y8__HMPREF1534_03942
ERR1913167.688814__1.688814	1262743__R5C7B5__BN727_00586
ERR1913167.688801__1.688801	820__A0A174G065__DXB62_08975
ERR1913167.688914__1.688914	1550024__G9RTE9__ASJ35_09555
ERR1913167.688998__1.688998	820__A0A174TRB5__DXD40_11305
ERR1913167.689050__1.689050	820__A0A374MMF0__HMPREF1073_03811
ERR1913167.689016__1.689016	239935__A0A2N8ITX2__CXT86_11265
ERR1913167.689024__1.689024	820__A0A139KG60__M094_2679
ERR1913167.689175__1.689175	357276__B6W1J2__BACDOR_03380
ERR1913167.689265__1.689265	28117__B0MY40__BHV66_05170
ERR1913167.689278__1.689278	457421__C5ERC0__CBFG_04276
ERR1913167.689367__1.689367	820__A0A3E4PYB0__yejM
ERR1913167.689399__1.689399	820__A0A3E4WCC2__lptB_1
ERR1913167.689674__1.689674	820__A0A3E4XM43__DXC91_13960
ERR1913167.689692__1.689692	487173__H1CY10__HMPREF9453_00248
ERR1913167.690059__1.690059	216816__B7GNA5__BL71B_04625
ERR1913167.690157__1.690157	371601__D6D1F8__BN891_3980
ERR1913167.690165__1.690165	820__A0A139KEW8__DXB64_06405
ERR1913167.690300__1.690300	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913167.690316__1.690316	39491__A0A174EQV2__DXB69_10230
ERR1913167.690343__1.690343	189722__E0NQU7__HMPREF0658_0548
ERR1913167.690357__1.690357	1262882__R5MYX5__BN519_00333
ERR1913167.690599__1.690599	1262992__R5DA07__BN795_01576
ERR1913167.690612__1.690612	28117__R7JIY2__BHV66_06465
ERR1913167.690844__1.690844	28111__E5X118__NCTC11155_02425
ERR1913167.690891__1.690891	239935__A0A2N8HL91__holA
ERR1913167.690954__1.690954	387090__S0F7Y3__BACCOPRO_02028
ERR1913167.691189__1.691189	1150298__A0A174LLX0__dhaD
ERR1913167.691382__1.691382	820__A0A3E4W4Y7__B5G17_02055
ERR1913167.691387__1.691387	820__A0A174LJB2__HMPREF1072_04112
ERR1913167.691414__1.691414	820__A0A3E4WCX3__C801_02709
ERR1913167.691437__1.691437	820__A0A174CG08__DXB62_13215
ERR1913167.691533__1.691533	28117__B0MTD2__ALIPUT_00428
ERR1913167.691675__1.691675	1262882__R5MFM2__BN519_00460
ERR1913167.691745__1.691745	239935__A0A2N8HM32__CXT85_08075
ERR1913167.691856__1.691856	820__A0A173W419__DXC68_17760
ERR1913167.691924__1.691924	820__A0A139JRS5__HMPREF1073_04025
ERR1913167.691974__1.691974	1262882__R5MHZ2__BN519_00742
ERR1913167.692090__1.692090	1262882__R5N2A9__BN519_00921
ERR1913167.692151__1.692151	1262743__R5C7C5__BN727_00596
ERR1913167.692180__1.692180	47678__A5ZEA3__ERS852558_00257
ERR1913167.692351__1.692351	820__A0A1Y3V743__M093_0235
ERR1913167.692501__1.692501	674529__A0A174PUY5__SAMN05444400_103201
ERR1913167.692769__1.692769	204516__U6RFU0__HMPREF1534_02545
ERR1913167.693021__1.693021	28111__E5X333__NCTC11155_03016
ERR1913167.693046__1.693046	1262882__R5N3T7__BN519_01188
ERR1913167.693103__1.693103	1262882__R5MQ68__BN519_01178
ERR1913167.693262__1.693262	853__A0A173T6P2__DWZ46_14595
ERR1913167.693313__1.693313	47678__R5UER2__CGC64_00710
ERR1913167.693327__1.693327	820__A0A139K1Y6__DXB48_02610
ERR1913167.693385__1.693385	820__A0A174F696__macB_13
ERR1913167.693471__1.693471	820__A0A374Q854__HMPREF1073_03281
ERR1913167.693538__1.693538	1262924__R7HTK4__BN585_00496
ERR1913167.693665__1.693665	820__A0A174F0C1__nreB
ERR1913167.693772__1.693772	1262743__R5C7B5__BN727_00586
ERR1913167.693994__1.693994	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.694003__1.694003	820__A0A139K8X8__DXC80_17665
ERR1913167.694066__1.694066	820__E5VEH7__ERS852459_01300
ERR1913167.694486__1.694486	1262882__R5MPY4__BN519_01128
ERR1913167.694469__1.694469	821__A0A395UNT8__DXD64_15275
ERR1913167.694432__1.694432	820__A0A3E4W9D9__B5G17_12400
ERR1913167.694598__1.694598	823__A0A174GGT1__queG
ERR1913167.694616__1.694616	35833__E5Y8N1__HMPREF0179_02549
ERR1913167.694754__1.694754	410072__R6LD64__ERS852525_02440
ERR1913167.694923__1.694923	820__A0A3E4PYB0__yejM
ERR1913167.695110__1.695110	820__A0A173XIP7__B5G17_16050
ERR1913167.695198__1.695198	1262882__R5MQ68__BN519_01178
ERR1913167.695308__1.695308	820__A0A139JUD3__DXC91_19380
ERR1913167.695345__1.695345	820__A0A374Q854__HMPREF1073_03281
ERR1913167.695409__1.695409	301302__A0A0M6WU48__M72_10411
ERR1913167.695672__1.695672	820__A7V859__ERS852462_00341
ERR1913167.695715__1.695715	39491__A0A396FP46__cobD_2
ERR1913167.695917__1.695917	1262882__R5MEK3__BN519_00296
ERR1913167.696148__1.696148	39492__A0A174ZYY6__EUBSIR_02510
ERR1913167.696415__1.696415	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.696430__1.696430	820__A0A139K024__B5G17_02060
ERR1913167.696376__1.696376	820__A0A174VD39__DXD90_12235
ERR1913167.696636__1.696636	556259__I0PXW0__BSGG_5187
ERR1913167.696770__1.696770	820__A0A139KEW8__DXB64_06405
ERR1913167.696869__1.696869	454155__F3QU38__HMPREF9442_01709
ERR1913167.696877__1.696877	1262882__R5MND9__BN519_00831
ERR1913167.697001__1.697001	454154__G5SPP3__HMPREF9441_01326
ERR1913167.697183__1.697183	820__A0A174CG08__DXB62_13215
ERR1913167.697295__1.697295	853__C7H1R8__DW905_06675
ERR1913167.697612__1.697612	418240__A0A174C465__ydaM
ERR1913167.697617__1.697617	820__A0A3E4WA06__ERS852554_03404
ERR1913167.697738__1.697738	39492__R6SA81__EUBSIR_00402
ERR1913167.697775__1.697775	239935__A0A2N8IRL2__CXU06_01170
ERR1913167.697813__1.697813	1262992__R5D546__BN795_00726
ERR1913167.697957__1.697957	39492__A0A174ZHV5__msbA_2
ERR1913167.698090__1.698090	1262980__R5BIJ7__BN814_02293
ERR1913167.698092__1.698092	820__A0A3E5E0T0__ERS852554_00312
ERR1913167.698239__1.698239	1262882__A0A356PSJ4__BN519_01180
ERR1913167.698350__1.698350	1262882__R5MLT4__BN519_01496
ERR1913167.698319__1.698319	1263000__R5EXT3__BN466_02213
ERR1913167.698547__1.698547	1262743__R5C7C5__BN727_00596
ERR1913167.698598__1.698598	357276__G5SMD3__BSEG_02959
ERR1913167.698798__1.698798	371601__D0TRG1__HMPREF1074_04676
ERR1913167.698865__1.698865	820__A0A139KHD8__ERS417307_00569
ERR1913167.699093__1.699093	46503__R6Y8M7__ERS852463_01228
ERR1913167.699123__1.699123	204516__U6RFV1__HMPREF1534_02560
ERR1913167.699235__1.699235	1262924__R7HUJ5__BN585_00830
ERR1913167.699243__1.699243	820__R9I2U8__DXC68_09590
ERR1913167.699674__1.699674	1262882__R5MQ63__BN519_01173
ERR1913167.699834__1.699834	1262882__R5MZF2__BN519_00592
ERR1913167.699835__1.699835	820__A0A139KA34__B5G17_05520
ERR1913167.699895__1.699895	674529__R6VF01__DXB21_13480
ERR1913167.699865__1.699865	820__R9I324__HMPREF2141_02414
ERR1913167.699882__1.699882	239935__A0A2N8HAQ1__DEF40_05290
ERR1913167.700035__1.700035	239935__A0A2N8IUW6__Amuc_1525
ERR1913167.700089__1.700089	820__A0A3E4IGA7__DXD40_07110
ERR1913167.700541__1.700541	820__R9HXK9__DXB62_08265
ERR1913167.700517__1.700517	820__A0A3E4WCX3__C801_02709
ERR1913167.700624__1.700624	853__A8S882__C4N23_07600
ERR1913167.700631__1.700631	820__A0A174QT76__B5G17_18060
ERR1913167.700661__1.700661	40518__R5DY73__DXD86_02865
ERR1913167.700731__1.700731	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913167.700947__1.700947	820__A7VAR9__ERS852421_00197
ERR1913167.700958__1.700958	1262980__R5C0H7__BN814_00054
ERR1913167.700990__1.700990	371601__I9UNH8__SAMN04487924_12147
ERR1913167.701203__1.701203	820__A0A173WZS4__DXD90_10250
ERR1913167.701293__1.701293	1262882__R5N2U9__BN519_01221
ERR1913167.701297__1.701297	820__A0A3E4VZY4__ERS852554_01211
ERR1913167.701252__1.701252	820__A0A139K4W5__HMPREF2141_02394
ERR1913167.701466__1.701466	487174__K0XG34__HMPREF9448_02234
ERR1913167.701552__1.701552	454154__G5SLP5__HMPREF9441_00264
ERR1913167.701518__1.701518	820__A7VAR9__ERS852421_00197
ERR1913167.701520__1.701520	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913167.701593__1.701593	410072__A0A3E4GT98__ERS852574_02351
ERR1913167.701627__1.701627	1262882__R5MKV8__BN519_01281
ERR1913167.701891__1.701891	1262882__R5MYI1__BN519_00416
ERR1913167.702002__1.702002	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.702029__1.702029	301302__R5VCB8__M72_07901
ERR1913167.701975__1.701975	820__A0A3E5E0T0__ERS852554_00312
ERR1913167.702063__1.702063	1262882__R5MSI5__BN519_01596
ERR1913167.702136__1.702136	820__A0A3E4PYB0__yejM
ERR1913167.702218__1.702218	626929__F3PKG7__SAMN05444376_0720
ERR1913167.702237__1.702237	204516__U6R9H3__HMPREF1534_03348
ERR1913167.702241__1.702241	39485__A0A174ZAI7__outO
ERR1913167.702305__1.702305	39492__D4JUD7__EUBSIR_01877
ERR1913167.702323__1.702323	820__A0A139K4W1__M093_0353
ERR1913167.702491__1.702491	39491__C4Z8B6__ERE_17960
ERR1913167.702502__1.702502	204516__U6REI9__HMPREF1534_02357
ERR1913167.702815__1.702815	47678__R5U8S9__DW706_06260
ERR1913167.702860__1.702860	1550024__A0A0D8IYY8__TQ39_09180
ERR1913167.702877__1.702877	1263044__GCA_000433375.1_01440
ERR1913167.702953__1.702953	487174__K0WT60__DDY40_05170
ERR1913167.703120__1.703120	820__R9I324__HMPREF2141_02414
ERR1913167.703231__1.703231	823__A0A174GGT1__queG
ERR1913167.703405__1.703405	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.703733__1.703733	46506__B0NRJ1__DXC41_14065
ERR1913167.703900__1.703900	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913167.703937__1.703937	820__A7VAR9__ERS852421_00197
ERR1913167.703954__1.703954	239935__B2UL21__CXT98_03395
ERR1913167.703990__1.703990	39492__D4JUN0__EUBSIR_02705
ERR1913167.704051__1.704051	820__A0A3E4PYB0__yejM
ERR1913167.704391__1.704391	1262924__R7HSH9__BN585_00133
ERR1913167.704472__1.704472	1262924__R7HNL2__BN585_01068
ERR1913167.704567__1.704567	820__A0A174DZ97__SAMN05444418_101240
ERR1913167.704584__1.704584	1262882__R5MMP8__BN519_01654
ERR1913167.704670__1.704670	1262882__R5MIC9__BN519_00834
ERR1913167.704683__1.704683	820__A0A3E4W984__pssA
ERR1913167.704688__1.704688	820__A0A174QT76__B5G17_18060
ERR1913167.704814__1.704814	544645__A0A3E4T972__DXC42_08370
ERR1913167.704921__1.704921	820__A0A139JV05__B5G17_18125
ERR1913167.704939__1.704939	1262882__R5MGI7__BN519_00643
ERR1913167.704951__1.704951	387661__K5ZS68__PRABACTJOHN_02984
ERR1913167.704973__1.704973	39491__A0A396FJJ9__DXB76_11995
ERR1913167.705095__1.705095	820__A0A174Q0F0__DXB48_08080
ERR1913167.705134__1.705134	1262882__R5N3T7__BN519_01188
ERR1913167.705144__1.705144	820__R9HVB9__DXC68_17285
ERR1913167.705259__1.705259	28117__B0MT86__BHV66_02450
ERR1913167.705338__1.705338	1796613__A0A1C7GYD6__A4V03_03700
ERR1913167.705766__1.705766	820__A0A173WUD7__DXB48_08055
ERR1913167.706130__1.706130	853__C7H7F8__yccM_1
ERR1913167.706168__1.706168	1262882__R5MHZ2__BN519_00742
ERR1913167.706261__1.706261	821__A0A078R9Y9__M097_2119
ERR1913167.706433__1.706433	820__A0A174G065__DXB62_08975
ERR1913167.706503__1.706503	1262882__R5N2U9__BN519_01221
ERR1913167.706524__1.706524	371601__G1UK36__HMPREF1074_03496
ERR1913167.706621__1.706621	820__A0A139KG60__M094_2679
ERR1913167.706697__1.706697	820__R9HUV5__HMPREF2141_02582
ERR1913167.706858__1.706858	820__A0A139KEW8__DXB64_06405
ERR1913167.706889__1.706889	820__A7V780__adaA_3
ERR1913167.706936__1.706936	820__A0A139KEW8__DXB64_06405
ERR1913167.706939__1.706939	820__A0A374Q351__DXD40_05850
ERR1913167.706978__1.706978	820__A0A173YYG4__evgS_3
ERR1913167.706992__1.706992	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913167.707002__1.707002	820__A0A174F0C1__nreB
ERR1913167.707251__1.707251	487173__H1D3F9__HMPREF9453_02142
ERR1913167.707373__1.707373	1550024__A0A0D8IVH7__TQ39_18980
ERR1913167.707437__1.707437	239935__R6J776__CXU07_02355
ERR1913167.707683__1.707683	47678__A5ZB44__C5Z00_17730
ERR1913167.707620__1.707620	820__A0A173W419__DXC68_17760
ERR1913167.708067__1.708067	853__A0A2A7A4A9__C4N21_14870
ERR1913167.708085__1.708085	239935__A0A2N8I1R3__CXU05_06075
ERR1913167.708103__1.708103	820__A0A1Y3V743__M093_0235
ERR1913167.708119__1.708119	1262882__R5MT08__BN519_01706
ERR1913167.708126__1.708126	1262882__R5MM25__BN519_00600
ERR1913167.708194__1.708194	820__A0A174LIN6__HMPREF1072_03144
ERR1913167.708334__1.708334	820__A0A3E4FZM1__adaA_2
ERR1913167.708376__1.708376	1262882__R5N4I5__BN519_01288
ERR1913167.708389__1.708389	820__A0A3E4VZT7__DXB48_16145
ERR1913167.708392__1.708392	820__A0A139KHX1__HMPREF2141_00289
ERR1913167.708672__1.708672	1262882__R5MM96__BN519_01545
ERR1913167.708858__1.708858	821__A0A0P0M6M0__M097_4734
ERR1913167.708880__1.708880	820__A0A173W419__DXC68_17760
ERR1913167.708905__1.708905	1262882__R5N1T9__BN519_00804
ERR1913167.708945__1.708945	1262980__R5BZQ1__BN814_00049
ERR1913167.709036__1.709036	1262882__R5N1L4__BN519_00757
ERR1913167.709219__1.709219	28116__A0A1Y4PWN5__M088_3731
ERR1913167.709396__1.709396	454154__G5SPR9__HMPREF9441_01352
ERR1913167.709436__1.709436	820__A0A139K8X8__DXC80_17665
ERR1913167.709479__1.709479	1262882__R5MZZ3__BN519_00482
ERR1913167.709717__1.709717	820__A0A374Q8T2__DXB64_16190
ERR1913167.709769__1.709769	1263044__GCA_000433375.1_02948
ERR1913167.709897__1.709897	328814__GCA_004558275.1_01620
ERR1913167.709984__1.709984	329854__R5MB40__DXD27_08105
ERR1913167.710027__1.710027	1262882__R5MYI1__BN519_00416
ERR1913167.710189__1.710189	360807__C0FQD4__codY
ERR1913167.710226__1.710226	820__A0A174QLF0__SAMN05444418_109151
ERR1913167.710229__1.710229	28117__B0MTI4__ALIPUT_00084
ERR1913167.710330__1.710330	204516__U6RPN2__HMPREF1534_00368
ERR1913167.710335__1.710335	1550024__G9RZG5__TQ39_11180
ERR1913167.710517__1.710517	1262882__R5MT42__BN519_01729
ERR1913167.710621__1.710621	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913167.710653__1.710653	1263044__GCA_000433375.1_02948
ERR1913167.710722__1.710722	820__R9I3N4__M093_0061
ERR1913167.710899__1.710899	1262882__R5N2E1__BN519_01117
ERR1913167.711048__1.711048	1262980__R5BM32__BN814_00274
ERR1913167.711186__1.711186	820__A0A174P0L5__glcK_3
ERR1913167.711189__1.711189	820__A7V8C2__ERS852554_01338
ERR1913167.711195__1.711195	820__A0A078S4C2__ERS417307_00828
ERR1913167.711306__1.711306	28111__E5WZE2__NCTC11155_00550
ERR1913167.711329__1.711329	820__A0A396EXA7__DXB37_15530
ERR1913167.711360__1.711360	487174__K0XRL3__HMPREF9448_00669
ERR1913167.711380__1.711380	1262924__R7HQB7__BN585_02057
ERR1913167.711470__1.711470	1263044__GCA_000433375.1_01822
ERR1913167.711525__1.711525	674529__R6V111__SAMN05444400_14521
ERR1913167.711554__1.711554	818__A0A0P0F7K1__ERS852461_02719
ERR1913167.711683__1.711683	823__A0A395YS82__M091_1569
ERR1913167.711695__1.711695	39492__D4JSG7__EUBSIR_01006
ERR1913167.711896__1.711896	357276__A0A0M1VZP2__IY41_00605
ERR1913167.711964__1.711964	1160721__W0U2P8__RBI_I00340
ERR1913167.712491__1.712491	820__A0A1T4IY71__HMPREF2141_02402
ERR1913167.712701__1.712701	204516__U6RFB2__HMPREF1534_01733
ERR1913167.712658__1.712658	28117__B0MUL5__ALIPUT_00722
ERR1913167.712670__1.712670	1150298__A0A174PA84__sigM
ERR1913167.712678__1.712678	39492__R6RYB8__ERS852540_00322
ERR1913167.712680__1.712680	820__A0A396EUU8__luxQ_3
ERR1913167.712792__1.712792	1262882__R5MHZ2__BN519_00742
ERR1913167.712856__1.712856	820__A0A173YYG4__evgS_3
ERR1913167.712861__1.712861	820__A0A3E4VZT7__DXB48_16145
ERR1913167.712848__1.712848	329854__A0A3E4ILU6__BACINT_00653
ERR1913167.713038__1.713038	820__A0A374Q854__HMPREF1073_03281
ERR1913167.713272__1.713272	28111__R5JUE8__HMPREF1016_02680
ERR1913167.713361__1.713361	820__A0A396CMY7__HMPREF1072_03009
ERR1913167.713713__1.713713	165179__A0A229I9X5__CFT61_01205
ERR1913167.713778__1.713778	1262882__R5MZF2__BN519_00592
ERR1913167.713847__1.713847	820__A0A139K8N1__ERS852554_00951
ERR1913167.713947__1.713947	239935__R6J5N6__CXT99_10770
ERR1913167.714170__1.714170	1262882__R5MJ49__BN519_01124
ERR1913167.714267__1.714267	1262882__R5MZZ3__BN519_00482
ERR1913167.714251__1.714251	820__A0A139K426__B5G17_09115
ERR1913167.714366__1.714366	820__A0A078S4C2__ERS417307_00828
ERR1913167.714467__1.714467	39492__D4JSB6__ERS852540_00627
ERR1913167.714541__1.714541	28117__B0MTV5__BHV66_06415
ERR1913167.714632__1.714632	820__E5VA63__DXC80_01025
ERR1913167.714689__1.714689	39492__A0A174ZYY6__EUBSIR_02510
ERR1913167.714697__1.714697	39485__A0A174ZLH6__EUBELI_01564
ERR1913167.714676__1.714676	821__A0A396F9T7__M097_3427
ERR1913167.714828__1.714828	818__A0A174P8N7__BSIG_4141
ERR1913167.714883__1.714883	820__A0A3E4QZJ7__C801_01798
ERR1913167.714925__1.714925	823__A0A395YZ10__NCTC11152_02955
ERR1913167.714935__1.714935	820__A0A139KA34__B5G17_05520
ERR1913167.715023__1.715023	239935__A0A2N8J2P6__ADH72_06730
ERR1913167.715002__1.715002	40518__R5E4V5__RBL263_01242
ERR1913167.715057__1.715057	1262882__R5MXW0__BN519_00317
