ERR1913181.91__1.91	39492__D4MMN2__EUBSIR_00964
ERR1913181.4401137__1.4401137	2292352__A0A374UMB7__DXC23_09370
ERR1913181.4401243__1.4401243	1160721__W0U5X7__BHW50_08665
ERR1913181.4401385__1.4401385	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4401311__1.4401311	74426__rpoB
ERR1913181.4401323__1.4401323	1150298__A0A174BE63__ERS852406_01048
ERR1913181.4401391__1.4401391	487174__K0X9T7__HMPREF9448_00996
ERR1913181.4401395__1.4401395	33043__D5HFA0__glfT2
ERR1913181.4401467__1.4401467	39491__A0A396FPV7__ERS852580_01177
ERR1913181.4401589__1.4401589	853__A0A2A7B9I6__DW855_13690
ERR1913181.4401602__1.4401602	33043__D5HEF6__ERS852445_00180
ERR1913181.4401609__1.4401609	33043__A0A174B5C6__acm_3
ERR1913181.4401684__1.4401684	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4401870__1.4401870	1262911__R6GJ95__BN557_01617
ERR1913181.4401909__1.4401909	1160721__R6U5L6__RBI_I01802
ERR1913181.4401884__1.4401884	1150298__A0A174E950__ERS852498_02096
ERR1913181.4402127__1.4402127	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4402202__1.4402202	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913181.4402453__1.4402453	821__D4VD59__BHV80_04260
ERR1913181.4402539__1.4402539	1160721__W0U560__RBI_I01229
ERR1913181.4402631__1.4402631	562__A0A377AAV3__CDL32_10800
ERR1913181.4402649__1.4402649	1501391__GCA_000786575.1_00117
ERR1913181.4402703__1.4402703	46228__V8CE19__DXD17_01950
ERR1913181.4402689__1.4402689	511969__GeneID:3959334
ERR1913181.4403044__1.4403044	357276__A0A076IS73__GV66_00410
ERR1913181.4403059__1.4403059	33043__D5HIL8__ERS852386_02009
ERR1913181.4403083__1.4403083	562__P0ABQ5__COD41_16240
ERR1913181.4403118__1.4403118	28116__A7LYG5__M089_5828
ERR1913181.4403331__1.4403331	820__A0A139K8X8__DXC80_17665
ERR1913181.4403495__1.4403495	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4403577__1.4403577	33043__D5HIS6__ERS852575_02019
ERR1913181.4403601__1.4403601	1608898__F0EQA6__HMPREF3279_06030
ERR1913181.4403685__1.4403685	410072__A0A3E4GQ67__sigV_1
ERR1913181.4403715__1.4403715	1262882__R5MY46__BN519_00355
ERR1913181.4403724__1.4403724	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4403929__1.4403929	1262882__R5MF51__BN519_00287
ERR1913181.4404066__1.4404066	40518__R5E2U9__RBL263_01292
ERR1913181.4404084__1.4404084	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4404270__1.4404270	39492__D4JQS7__ERS852540_01645
ERR1913181.4404272__1.4404272	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4404285__1.4404285	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4404393__1.4404393	74426__purL
ERR1913181.4404568__1.4404568	47678__A5ZG68__ERS852494_02968
ERR1913181.4404631__1.4404631	374840__GeneID:2546403
ERR1913181.4404622__1.4404622	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4404648__1.4404648	487174__K0X3H8__HMPREF9448_02822
ERR1913181.4404698__1.4404698	39492__D4JU67__EUBSIR_00791
ERR1913181.4404763__1.4404763	1262882__R5N3T7__BN519_01188
ERR1913181.4404770__1.4404770	487174__K0X3L3__DDY40_11345
ERR1913181.4404774__1.4404774	1262882__R5N0F4__BN519_00593
ERR1913181.4405002__1.4405002	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4405124__1.4405124	1262911__R6H2J2__BN557_01228
ERR1913181.4405154__1.4405154	1262911__R6GUQ4__BN557_01581
ERR1913181.4405199__1.4405199	1262882__R5N1L4__BN519_00757
ERR1913181.4405220__1.4405220	563769__GeneID:6973158
ERR1913181.4405281__1.4405281	28117__B0MU57__ALIPUT_00175
ERR1913181.4405571__1.4405571	33043__D5HFA1__ERS852400_02183
ERR1913181.4405594__1.4405594	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4405650__1.4405650	1535__A7VZB9__CLOLEP_03948
ERR1913181.4405810__1.4405810	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913181.4405896__1.4405896	511969__GeneID:3959334
ERR1913181.4406074__1.4406074	47678__A5ZH12__DXB67_04890
ERR1913181.4406080__1.4406080	853__E2ZGD9__C7J97_11715
ERR1913181.4406093__1.4406093	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4406122__1.4406122	46503__R6WWC9__PARMER_03215
ERR1913181.4406271__1.4406271	1262882__R5N3T7__BN519_01188
ERR1913181.4406290__1.4406290	853__C7H7F5__DWZ46_01780
ERR1913181.4406415__1.4406415	1262882__R5MYX5__BN519_00333
ERR1913181.4406442__1.4406442	33043__A0A173YQY3__ERS852445_01438
ERR1913181.4406476__1.4406476	1680__A0A374QDL4__LMG18897_0432
ERR1913181.4406527__1.4406527	1150298__R7JSS6__ERS852535_01362
ERR1913181.4406553__1.4406553	39492__D4JTH4__ERS852540_00702
ERR1913181.4406583__1.4406583	214856__A0A173ZUI6__ERS852447_00955
ERR1913181.4406650__1.4406650	39492__A0A174ZHV5__msbA_2
ERR1913181.4406718__1.4406718	853__A0A2J4JL53__CRH10_10795
ERR1913181.4406724__1.4406724	1262882__R5MJ49__BN519_01124
ERR1913181.4406757__1.4406757	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4406857__1.4406857	1735__B7CCE4__EUBIFOR_01871
ERR1913181.4406965__1.4406965	328814__GCA_004558275.1_00236
ERR1913181.4407041__1.4407041	301302__A0A0M6WBZ5__spr
ERR1913181.4407110__1.4407110	239935__A0A2N8IQX1__dnaA
ERR1913181.4407147__1.4407147	1965537__A0A1Y4WKX1__B5E42_05770
ERR1913181.4407252__1.4407252	1262882__R5MLT4__BN519_01496
ERR1913181.4407343__1.4407343	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4407409__1.4407409	511969__GeneID:3959334
ERR1913181.4407415__1.4407415	487174__K0X4F7__DDY40_08055
ERR1913181.4407388__1.4407388	47678__R5USS6__C5Z00_03300
ERR1913181.4407551__1.4407551	1262882__R5MJM8__BN519_01064
ERR1913181.4407620__1.4407620	556259__E5C690__BSGG_1431
ERR1913181.4407638__1.4407638	1262882__R5MFA5__BN519_00331
ERR1913181.4407654__1.4407654	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4407704__1.4407704	1262911__R6GY78__BN557_00532
ERR1913181.4407921__1.4407921	1304__A0A110Z5J8__SSALIVM18_06191
ERR1913181.4407957__1.4407957	33043__A0A173ZZF8__sbp_2
ERR1913181.4407980__1.4407980	1680__A1A1R1__BIFADO_00076
ERR1913181.4408019__1.4408019	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4408146__1.4408146	1262915__R6HFW1__BN574_00201
ERR1913181.4408169__1.4408169	1735__B7C9S1__EUBIFOR_00931
ERR1913181.4408346__1.4408346	821__A0A174NM17__lacZ_6
ERR1913181.4408427__1.4408427	1262882__R5MLA4__BN519_01536
ERR1913181.4408462__1.4408462	374844__GeneID:1260912
ERR1913181.4408603__1.4408603	487174__R5F4K8__HMPREF9448_01532
ERR1913181.4408753__1.4408753	1735__B7C7S7__EUBIFOR_00227
ERR1913181.4408733__1.4408733	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4408738__1.4408738	47678__R5USR9__HMPREF1061_01404
ERR1913181.4408747__1.4408747	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913181.4408873__1.4408873	1262882__R5N678__BN519_01604
ERR1913181.4408983__1.4408983	1262882__R5N587__BN519_01643
ERR1913181.4409055__1.4409055	28118__R6F1C2__rpoE_1
ERR1913181.4409218__1.4409218	1262882__R5MM96__BN519_01545
ERR1913181.4409223__1.4409223	1262882__R5MHZ2__BN519_00742
ERR1913181.4409617__1.4409617	1262882__R5MGX3__BN519_00046
ERR1913181.4409620__1.4409620	374840__GeneID:2546403
ERR1913181.4409599__1.4409599	823__D0TGD9__hpt
ERR1913181.4409740__1.4409740	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4409842__1.4409842	47678__R5UME6__BACCAC_01239
ERR1913181.4409886__1.4409886	39488__A0A374NVK2__DXD91_03585
ERR1913181.4409939__1.4409939	1262882__R5MSX6__BN519_01697
ERR1913181.4409901__1.4409901	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4409999__1.4409999	39492__D4JUP6__ERS852540_01404
ERR1913181.4410091__1.4410091	1680__A0A087DHN0__AL0462_1532
ERR1913181.4410202__1.4410202	187327__G4Q590__Acin_2065
ERR1913181.4410171__1.4410171	47678__A0A174TQR6__CGC64_14735
ERR1913181.4410185__1.4410185	552398__F4XCR9__HMPREF0866_01636
ERR1913181.4410258__1.4410258	39492__A0A174Z2N0__EUBSIR_01615
ERR1913181.4410294__1.4410294	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4410308__1.4410308	1160721__W0U8E3__BHW50_10005
ERR1913181.4410433__1.4410433	562__A0A3F3QTB1__AML16_28280
ERR1913181.4410592__1.4410592	40518__R5DNY7__RBATCC27255_00367
ERR1913181.4410606__1.4410606	1262911__R6GKS1__BN557_00184
ERR1913181.4410641__1.4410641	1150298__A0A174EBT8__ERS852406_01739
ERR1913181.4410736__1.4410736	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4410801__1.4410801	374840__GeneID:2546403
ERR1913181.4410802__1.4410802	1262911__R6GTB9__BN557_01187
ERR1913181.4410843__1.4410843	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4410861__1.4410861	487174__K0X2Q8__DDY40_04590
ERR1913181.4410881__1.4410881	46503__R6Y837__PARMER_03866
ERR1913181.4411022__1.4411022	823__A0A174VHT1__DHP27_04775
ERR1913181.4411109__1.4411109	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913181.4411194__1.4411194	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4411283__1.4411283	28117__B0MUT8__ALIPUT_00879
ERR1913181.4411365__1.4411365	487174__K0X1V7__DIT83_03020
ERR1913181.4411459__1.4411459	1735__B7CBN5__EUBIFOR_01610
ERR1913181.4411554__1.4411554	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4411559__1.4411559	1262911__R6GY78__BN557_00532
ERR1913181.4411632__1.4411632	1680__A0A0B5BME4__DXD63_05015
ERR1913181.4411715__1.4411715	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4411782__1.4411782	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1913181.4411791__1.4411791	1150298__R7JNU0__nagK
ERR1913181.4411983__1.4411983	47678__R5UPZ8__ERS852494_01752
ERR1913181.4412092__1.4412092	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4412128__1.4412128	823__A0A355XLQ9__DXC05_02185
ERR1913181.4412160__1.4412160	1262882__R5N3T7__BN519_01188
ERR1913181.4412344__1.4412344	1262882__R5MJM8__BN519_01064
ERR1913181.4412393__1.4412393	33043__A0A174AEP1__apr
ERR1913181.4412372__1.4412372	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4412538__1.4412538	33043__A8SQU6__ERS852386_01237
ERR1913181.4412674__1.4412674	1262911__R6GVN8__BN557_01732
ERR1913181.4412965__1.4412965	40518__R5E328__DXD86_08885
ERR1913181.4412940__1.4412940	301302__R5VG21__M72_16591
ERR1913181.4412998__1.4412998	487174__K0X9T7__HMPREF9448_00996
ERR1913181.4413210__1.4413210	1262911__R6GZT6__BN557_00804
ERR1913181.4413246__1.4413246	847__C3X918__OFBG_00722
ERR1913181.4413337__1.4413337	40518__R5DZB3__RB5AMG_01719
ERR1913181.4413385__1.4413385	418240__A0A174DPU9__ERS852523_01652
ERR1913181.4413351__1.4413351	39492__D4JXA0__ERS852540_02538
ERR1913181.4413553__1.4413553	1262882__R5N0Q5__BN519_00642
ERR1913181.4413666__1.4413666	374840__GeneID:2546403
ERR1913181.4413602__1.4413602	1262911__R6HJT1__BN557_00291
ERR1913181.4413716__1.4413716	1262882__R5N587__BN519_01643
ERR1913181.4413736__1.4413736	1550024__G9RT86__ASJ35_16935
ERR1913181.4413780__1.4413780	1262911__R6GT99__BN557_01335
ERR1913181.4413832__1.4413832	853__A0A174C5M1__CGS58_04460
ERR1913181.4413927__1.4413927	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4413975__1.4413975	28116__I9TDA4__BACOV975_03134
ERR1913181.4414108__1.4414108	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4414114__1.4414114	1263000__R5EHB0__BN466_01647
ERR1913181.4414228__1.4414228	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4414272__1.4414272	1262911__R6GTF7__BN557_01242
ERR1913181.4414310__1.4414310	40518__R5DWB0__DXD86_00925
ERR1913181.4414284__1.4414284	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4414361__1.4414361	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4414398__1.4414398	487174__K0XBH1__DIT83_01445
ERR1913181.4414428__1.4414428	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4414534__1.4414534	823__A0A355XKQ8__DHP27_04010
ERR1913181.4414557__1.4414557	1262882__R5MS31__BN519_01529
ERR1913181.4414573__1.4414573	1262882__R5MJ49__BN519_01124
ERR1913181.4414592__1.4414592	853__A0A2A7B1Y7__C7K05_11930
ERR1913181.4414651__1.4414651	2173__A0A1D2WW38__METSMIF1_03111
ERR1913181.4414780__1.4414780	39492__D4MJF3__EUBSIR_02248
ERR1913181.4414787__1.4414787	33043__A0A174B7D6__ERS852400_01331
ERR1913181.4414800__1.4414800	1150298__A0A174L6T3__cobD
ERR1913181.4414805__1.4414805	40518__R5E5I9__yvhJ_2
ERR1913181.4414964__1.4414964	487174__K0WYG8__HMPREF9448_01522
ERR1913181.4415143__1.4415143	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4415295__1.4415295	1150298__A0A174QNY9__ERS852498_01028
ERR1913181.4415299__1.4415299	1262882__R5N0M6__BN519_00794
ERR1913181.4415535__1.4415535	40519__U2KYP1__RUMCAL_00200
ERR1913181.4415538__1.4415538	74426__pta
ERR1913181.4415507__1.4415507	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913181.4415665__1.4415665	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4415766__1.4415766	1263107__GCA_000436995.1_00021
ERR1913181.4415799__1.4415799	374840__GeneID:2546403
ERR1913181.4415887__1.4415887	1262882__R5MLT4__BN519_01496
ERR1913181.4415931__1.4415931	1262882__R5MEK3__BN519_00296
ERR1913181.4416080__1.4416080	2173__A0A1D2WU72__BK798_05485
ERR1913181.4416034__1.4416034	1262882__R5MLP0__BN519_01597
ERR1913181.4416129__1.4416129	572010__fusA
ERR1913181.4416173__1.4416173	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4416473__1.4416473	1262882__R5MHZ2__BN519_00742
ERR1913181.4416619__1.4416619	823__A0A173TMY6__M096_4753
ERR1913181.4416877__1.4416877	487174__R5EP60__DIT83_09045
ERR1913181.4416923__1.4416923	1780376__A0A143XSC4__BN3659_01663
ERR1913181.4416965__1.4416965	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4417058__1.4417058	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4417087__1.4417087	28117__B0MU53__ALIPUT_00569
ERR1913181.4417263__1.4417263	487174__K0WRZ5__HMPREF9448_02826
ERR1913181.4417332__1.4417332	487174__K0WWY0__DIT83_10195
ERR1913181.4417392__1.4417392	33043__A0A173SQ62__ERS852575_01610
ERR1913181.4417403__1.4417403	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4417420__1.4417420	28117__B0MXG8__ALIPUT_01814
ERR1913181.4417447__1.4417447	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913181.4417671__1.4417671	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4417678__1.4417678	28117__B0MXG8__ALIPUT_01814
ERR1913181.4417683__1.4417683	40518__R5DYT8__mscS
ERR1913181.4418029__1.4418029	1160721__R6UAE5__BHW50_03280
ERR1913181.4418040__1.4418040	823__K6A253__DHP27_13535
ERR1913181.4418417__1.4418417	239935__A0A2N8HWQ2__CXU13_01775
ERR1913181.4418565__1.4418565	1262882__R5N1T9__BN519_00804
ERR1913181.4418512__1.4418512	1262882__R5MKL9__BN519_00353
ERR1913181.4418589__1.4418589	387661__B7BCP9__HMPREF1077_01044
ERR1913181.4418781__1.4418781	1735__B7CAX9__EUBIFOR_01350
ERR1913181.4419047__1.4419047	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4419034__1.4419034	626932__G5HA90__HMPREF9450_01555
ERR1913181.4419102__1.4419102	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4419281__1.4419281	1263006__R6LU28__BN515_01365
ERR1913181.4419308__1.4419308	33043__A0A174GAW5__ydcV_2
ERR1913181.4419389__1.4419389	1262882__R5MSI7__BN519_01601
ERR1913181.4419576__1.4419576	1735__B7C7W3__EUBIFOR_00263
ERR1913181.4419553__1.4419553	1150298__R7JPB1__corA
ERR1913181.4419524__1.4419524	821__A0A0P0LJ37__DXB82_14270
ERR1913181.4419529__1.4419529	1262911__R6GQM3__BN557_01245
ERR1913181.4419530__1.4419530	1262963__R6C7W6__BN718_00713
ERR1913181.4419594__1.4419594	1262911__R6GPB1__BN557_00837
ERR1913181.4419612__1.4419612	1150298__A0A174QAL8__ERS852498_02570
ERR1913181.4419694__1.4419694	1262882__R5MGK3__BN519_00655
ERR1913181.4419941__1.4419941	1262882__R5MZQ5__BN519_00648
ERR1913181.4420032__1.4420032	853__A0A173XRA8__CGS56_09290
ERR1913181.4420179__1.4420179	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4420233__1.4420233	28117__B0MSS1__ALIPUT_00273
ERR1913181.4420269__1.4420269	1160721__W0U1Y8__BHW50_02040
ERR1913181.4420310__1.4420310	936548__J1LMW8__HMPREF1136_0424
ERR1913181.4420386__1.4420386	487174__K0WY34__DDY40_07435
ERR1913181.4420553__1.4420553	214856__A0A174ZB00__ERS852559_00631
ERR1913181.4420525__1.4420525	1262911__R6GMD8__BN557_01647
ERR1913181.4420594__1.4420594	328814__GCA_004558275.1_01620
ERR1913181.4420744__1.4420744	33043__A0A174H5E3__ERS852400_02880
ERR1913181.4420851__1.4420851	572010__adhR
ERR1913181.4420855__1.4420855	74426__yccM
ERR1913181.4420902__1.4420902	47678__R5UZM4__DW706_15680
ERR1913181.4421134__1.4421134	39488__R5G6A7__DXD91_05835
ERR1913181.4421217__1.4421217	40518__R5DMC7__blaR1
ERR1913181.4421187__1.4421187	40518__R5DP21__RBATCC27255_00348
ERR1913181.4421420__1.4421420	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4421527__1.4421527	33043__D5HHE4__ERS852445_02332
ERR1913181.4421803__1.4421803	40518__R5DRY6__RB5AMG_00549
ERR1913181.4421865__1.4421865	33043__A0A173WPI1__ERS852400_02100
ERR1913181.4421952__1.4421952	1262882__R5MEN9__BN519_00201
ERR1913181.4421978__1.4421978	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913181.4422237__1.4422237	88431__A0A173UIQ4__lip2
ERR1913181.4422369__1.4422369	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4422465__1.4422465	39492__D4JX05__EUBSIR_01678
ERR1913181.4422466__1.4422466	1262915__R6HP14__BN574_00277
ERR1913181.4422643__1.4422643	46503__R6XDP9__ERS852463_01752
ERR1913181.4422768__1.4422768	357276__A0A1Y3Z3W0__IY41_20500
ERR1913181.4422791__1.4422791	47678__R5UST1__ERS852558_03505
ERR1913181.4422805__1.4422805	33043__A0A174A481__ERS852400_01067
ERR1913181.4422836__1.4422836	1262882__R5N3H1__BN519_01121
ERR1913181.4422991__1.4422991	1304__J7SIV6__pspA_3
ERR1913181.4423097__1.4423097	1262882__R5N2A9__BN519_00921
ERR1913181.4423104__1.4423104	487174__K0X109__DDY40_03235
ERR1913181.4423211__1.4423211	1262911__R6GT76__BN557_01150
ERR1913181.4423219__1.4423219	40518__R5DTJ1__DXD86_03635
ERR1913181.4423343__1.4423343	33043__A0A174BPV6__ERS852445_01773
ERR1913181.4423372__1.4423372	853__A0A174BZY1__xerD_1
ERR1913181.4423413__1.4423413	552398__F4XCR9__HMPREF0866_01636
ERR1913181.4423436__1.4423436	823__A0A173VPM3__DHW69_17170
ERR1913181.4423443__1.4423443	33043__A0A173WZE5__ERS852386_00374
ERR1913181.4423598__1.4423598	33043__A0A174FIJ8__ERS852445_02217
ERR1913181.4423570__1.4423570	823__A0A174XJM9__CEQ22_007230
ERR1913181.4423710__1.4423710	1735__B7CEC3__EUBIFOR_02567
ERR1913181.4423712__1.4423712	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4423776__1.4423776	1262911__R6GI18__BN557_01377
ERR1913181.4423861__1.4423861	33043__A0A173YQY3__ERS852445_01438
ERR1913181.4423901__1.4423901	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4424086__1.4424086	47678__R5U9M8__CGC64_07665
ERR1913181.4424183__1.4424183	1263000__R5ES99__BN466_01121
ERR1913181.4424227__1.4424227	33043__D5HFA1__ERS852400_02183
ERR1913181.4424319__1.4424319	1262882__R5N1T9__BN519_00804
ERR1913181.4424576__1.4424576	216816__B3DR71__CE159_04070
ERR1913181.4424580__1.4424580	1262911__R6H0U7__BN557_01104
ERR1913181.4424889__1.4424889	1262882__R5MEN9__BN519_00201
ERR1913181.4425018__1.4425018	1262882__R5N4P6__BN519_01346
ERR1913181.4425271__1.4425271	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4425523__1.4425523	384638__B7APR0__BACPEC_00666
ERR1913181.4425600__1.4425600	40518__R5E550__aroK
ERR1913181.4425694__1.4425694	1262915__R6HNF6__BN574_00878
ERR1913181.4425648__1.4425648	47678__A0A174H7W9__ERS852494_00524
ERR1913181.4425687__1.4425687	33043__A0A173X520__ERS852575_01617
ERR1913181.4425718__1.4425718	1262882__R5N3H1__BN519_01121
ERR1913181.4425970__1.4425970	116085__D4J6M2__cobT
ERR1913181.4425979__1.4425979	1262882__R5MYX5__BN519_00333
ERR1913181.4426180__1.4426180	410072__C0BBT6__DXD67_02315
ERR1913181.4426293__1.4426293	1262882__R5MGI7__BN519_00643
ERR1913181.4426355__1.4426355	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4426462__1.4426462	40518__R5DUG7__sbcC
ERR1913181.4426552__1.4426552	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4426660__1.4426660	1262882__R5N3H1__BN519_01121
ERR1913181.4426742__1.4426742	33043__A0A173WXS1__ERS852445_00262
ERR1913181.4426900__1.4426900	214856__I3YMC8__ERS852447_02666
ERR1913181.4426950__1.4426950	1262882__R5MHZ2__BN519_00742
ERR1913181.4427247__1.4427247	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4427248__1.4427248	328814__GCA_004558275.1_00014
ERR1913181.4427336__1.4427336	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4427401__1.4427401	1262882__R5N4D8__BN519_01497
ERR1913181.4427555__1.4427555	487174__K0WV13__DIT83_10890
ERR1913181.4427521__1.4427521	116085__D4J9Y4__rsmB
ERR1913181.4427606__1.4427606	1262911__R6H174__BN557_01246
ERR1913181.4427672__1.4427672	1263109__GCA_000438135.1_01224
ERR1913181.4427878__1.4427878	1262911__R6GUQ4__BN557_01581
ERR1913181.4427915__1.4427915	1262882__R5MZZ3__BN519_00482
ERR1913181.4428247__1.4428247	33043__A0A174H5E3__ERS852400_02880
ERR1913181.4428493__1.4428493	28117__B0MY41__BHV66_05165
ERR1913181.4428647__1.4428647	1147152__GeneID:14181982
ERR1913181.4428829__1.4428829	47678__R5V1A3__BACCAC_02796
ERR1913181.4428930__1.4428930	1262882__R5MSS9__BN519_01662
ERR1913181.4428902__1.4428902	1262882__R5MJM8__BN519_01064
ERR1913181.4428921__1.4428921	40518__R5DZE2__DXD86_07400
ERR1913181.4429017__1.4429017	562__P23837__phoQ
ERR1913181.4429111__1.4429111	46503__A7AG59__ERS852463_00349
ERR1913181.4429144__1.4429144	88431__A6BGH9__ERS852408_02691
ERR1913181.4429236__1.4429236	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4429279__1.4429279	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4429398__1.4429398	1680__R5GKP2__DXD60_06200
ERR1913181.4429420__1.4429420	821__A6L0C7__ERS852556_03520
ERR1913181.4429426__1.4429426	10678__GeneID:2777399
ERR1913181.4429386__1.4429386	33043__A0A173YEP6__ERS852575_00888
ERR1913181.4429387__1.4429387	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4429580__1.4429580	1263000__R5EXT3__BN466_02213
ERR1913181.4429642__1.4429642	1262886__R6RCB2__BN563_00311
ERR1913181.4429715__1.4429715	40518__R5E6K5__speA
ERR1913181.4429726__1.4429726	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4429741__1.4429741	328814__GCA_004558275.1_00033
ERR1913181.4429895__1.4429895	47678__R5UXJ2__DW706_08325
ERR1913181.4429903__1.4429903	1262882__R5MGX3__BN519_00046
ERR1913181.4429845__1.4429845	40518__R5DS68__hcpC
ERR1913181.4429916__1.4429916	511969__GeneID:3959334
ERR1913181.4430066__1.4430066	28116__I9ST00__M088_5588
ERR1913181.4430137__1.4430137	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4430500__1.4430500	487174__R5EV44__HMPREF9448_01630
ERR1913181.4430582__1.4430582	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4430636__1.4430636	47678__A5ZB44__C5Z00_17730
ERR1913181.4430776__1.4430776	2173__A0A1D2WW40__BK798_07930
ERR1913181.4430965__1.4430965	1262882__R5MNC1__BN519_00818
ERR1913181.4431233__1.4431233	40518__R5DVL2__penA
ERR1913181.4431263__1.4431263	1262882__R5MSI5__BN519_01596
ERR1913181.4431287__1.4431287	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4431349__1.4431349	823__A6LHJ7__ERS852380_00253
ERR1913181.4431505__1.4431505	46503__K6A7H7__DCY29_03460
ERR1913181.4431576__1.4431576	1262963__R6C7W6__BN718_00713
ERR1913181.4431607__1.4431607	172901__A0A2U1ANM4__C8D82_12928
ERR1913181.4431854__1.4431854	374840__GeneID:2546403
ERR1913181.4431882__1.4431882	374840__GeneID:2546403
ERR1913181.4432233__1.4432233	1263107__GCA_000436995.1_00199
ERR1913181.4432211__1.4432211	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4432457__1.4432457	1735__A0A374QY76__EUBIFOR_00627
ERR1913181.4432750__1.4432750	562__P0AFH7__oppC
ERR1913181.4433015__1.4433015	823__A0A395YZ10__NCTC11152_02955
ERR1913181.4433117__1.4433117	1263107__GCA_000436995.1_00236
ERR1913181.4433139__1.4433139	1628085__A0A2U1BCV0__C7386_1063
ERR1913181.4433161__1.4433161	357276__B6W1Y1__BSEG_03960
ERR1913181.4433176__1.4433176	28117__B0MY40__BHV66_05170
ERR1913181.4433557__1.4433557	310297__R5VFU0__DXD04_13360
ERR1913181.4433671__1.4433671	1262986__R5ZUS1__BN492_00989
ERR1913181.4433629__1.4433629	214856__I3YMB7__Alfi_1811
ERR1913181.4433936__1.4433936	2292352__A0A374UML6__DXC23_09355
ERR1913181.4433994__1.4433994	487174__K0WX70__DDY40_01710
ERR1913181.4434275__1.4434275	69974__A0A090FEL8__MPL3365_630008
ERR1913181.4434367__1.4434367	1150298__A0A173ZPH3__rnhA
ERR1913181.4434498__1.4434498	351676__A0A2D0KSQ6__Xkoz_03831
ERR1913181.4434499__1.4434499	487174__K0XG34__HMPREF9448_02234
ERR1913181.4434559__1.4434559	103807__GeneID:929680
