ERR1913258.46__1.46	1550024__A0A0D8IWM4__TQ39_15635
ERR1913258.760780__1.760780	216816__A0A083X5W4__HMPREF0177_01593
ERR1913258.760937__1.760937	1550024__A0A3B9WG46__ASJ35_14590
ERR1913258.761024__1.761024	357276__A0A076IXE0__HMPREF1064_04364
ERR1913258.761127__1.761127	1680__R5GMB5__AD0028_1137
ERR1913258.761225__1.761225	45851__R5LAF0__BHV86_08225
ERR1913258.761233__1.761233	39491__A0A395ZG74__licR
ERR1913258.761429__1.761429	116085__D4J5M3__DW747_05085
ERR1913258.761453__1.761453	28025__D3R6V5__BLC1_1405
ERR1913258.761514__1.761514	267818__A0A0R1PHC8__FC94_GL000574
ERR1913258.761788__1.761788	239935__A0A139TMZ5__CXU00_03150
ERR1913258.761889__1.761889	626932__G5HBJ2__HMPREF9450_02302
ERR1913258.762131__1.762131	88431__A6BFJ3__ERS852408_01680
ERR1913258.762237__1.762237	820__R9I3Q7__HMPREF1072_01668
ERR1913258.762327__1.762327	1262777__R5WBM3__BN512_00738
ERR1913258.762371__1.762371	40520__R7D6X4__addA
ERR1913258.762503__1.762503	1263107__GCA_000436995.1_00103
ERR1913258.762652__1.762652	1262911__R6H2B5__BN557_01151
ERR1913258.762673__1.762673	216816__D6DBD7__BL71B_09615
ERR1913258.762821__1.762821	1680__R5GR82__AD0028_0014
ERR1913258.762887__1.762887	28117__B0MZ22__BHV66_04430
ERR1913258.762903__1.762903	1550024__G9RW35__ASJ35_04635
ERR1913258.762995__1.762995	1262882__R5MDR8__BN519_00124
ERR1913258.763085__1.763085	418240__C6JH11__ERS852523_02507
ERR1913258.763253__1.763253	45851__D4RWY2__BHV86_07415
ERR1913258.763298__1.763298	46503__K5ZK07__PARMER_03787
ERR1913258.763323__1.763323	1680__A0A0B5BME4__DXD63_05015
ERR1913258.763374__1.763374	1680__A0A174BEE7__BSTER_1311
ERR1913258.763474__1.763474	649756__B0P1Y8__ERS852571_00196
ERR1913258.763514__1.763514	1550024__A0A0D8IY61__ASJ35_05690
ERR1913258.763535__1.763535	454155__F3QXB7__HMPREF9442_02852
ERR1913258.763636__1.763636	1680__A0A0B5BHY4__DXD63_03525
ERR1913258.763684__1.763684	1262736__R5Y3Y0__BN496_01937
ERR1913258.763965__1.763965	853__A0A174C5M1__CGS58_04460
ERR1913258.764020__1.764020	216816__A0A2N0SME6__BLIF_1881
ERR1913258.764115__1.764115	1262992__R5DC38__BN795_00276
ERR1913258.764140__1.764140	1262848__R6U1A8__BN818_00676
ERR1913258.764154__1.764154	39491__C4Z9E9__T1815_12341
ERR1913258.764246__1.764246	1550024__A0A3B9WEL2__TQ39_11090
ERR1913258.764178__1.764178	1262848__R6V8J8__BN818_00569
ERR1913258.764191__1.764191	28025__D3R4R4__BLAC_03655
ERR1913258.764404__1.764404	1685__A0A3D8UE34__NRBB18_0294
ERR1913258.764382__1.764382	33043__A0A173WWJ5__ERS852386_00339
ERR1913258.764844__1.764844	1550024__A0A3B9WI73__ASJ35_03410
ERR1913258.764889__1.764889	1262911__R6GP42__BN557_00222
ERR1913258.765032__1.765032	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913258.764995__1.764995	1680__A0A173XYA2__B0703_0121
ERR1913258.765246__1.765246	458033__GCA_001482755.1_02203
ERR1913258.765297__1.765297	1263107__GCA_000436995.1_00032
ERR1913258.765498__1.765498	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913258.765503__1.765503	187327__G4Q5M4__ACDG_00271
ERR1913258.765527__1.765527	39491__A0A396FQV7__T1815_10751
ERR1913258.765565__1.765565	40520__A5ZY33__DXC87_11790
ERR1913258.765597__1.765597	45851__D4RWZ9__murF
ERR1913258.765677__1.765677	239935__A0A139TT05__CXU09_03335
ERR1913258.765739__1.765739	820__A0A174CG08__DXB62_13215
ERR1913258.765804__1.765804	853__A0A173YYY4__DWZ04_09420
ERR1913258.765886__1.765886	1897011__A0A1Q6RG48__BHW41_02345
ERR1913258.765988__1.765988	39491__A0A173U130__ERE_16110
ERR1913258.766014__1.766014	1550024__A0A0W7TVR8__ASJ35_01140
ERR1913258.766117__1.766117	357276__B6VW91__BACDOR_01584
ERR1913258.766140__1.766140	1550024__G9RWE3__TQ39_04170
ERR1913258.766272__1.766272	1262911__R6GVN8__BN557_01732
ERR1913258.766395__1.766395	39491__A0A395ZHW3__ERS852417_01359
ERR1913258.766451__1.766451	147206__GCF_000156215.1_01777
ERR1913258.766613__1.766613	40520__A0A3E5E983__DXC87_15505
ERR1913258.766593__1.766593	820__A0A3E4XDK3__ERS852554_03650
ERR1913258.766882__1.766882	301302__R5UQK8__M72_11501
ERR1913258.766961__1.766961	1262736__R5Y8K5__BN496_01060
ERR1913258.767007__1.767007	357276__I8WPR6__EL88_06675
ERR1913258.767015__1.767015	28025__A0A0L7CV69__BLC1_1290
ERR1913258.767053__1.767053	820__A0A3E4VXP2__yesR
ERR1913258.767195__1.767195	39491__A0A396FMF1__EUR_28700
ERR1913258.767271__1.767271	1262848__R6U9X1__BN818_01687
ERR1913258.767357__1.767357	1681__K2HTL7__BBJK_03159
ERR1913258.767392__1.767392	1262924__R7HPS8__BN585_00646
ERR1913258.767759__1.767759	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913258.767812__1.767812	1263107__GCA_000436995.1_00176
ERR1913258.767831__1.767831	1150298__R7JL35__ERS852498_02809
ERR1913258.767938__1.767938	649756__B0NZZ1__trpF
ERR1913258.768147__1.768147	1263107__GCA_000436995.1_00212
ERR1913258.768164__1.768164	2173__A0A1D2WST6__METSMIALI_00213
ERR1913258.768290__1.768290	239935__A0A2N8HMQ8__pgsA
ERR1913258.768245__1.768245	45851__D4RZ82__BHV86_03550
ERR1913258.768379__1.768379	33043__A0A174CLG4__hemA
ERR1913258.768638__1.768638	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913258.768647__1.768647	28127__D1W585__HMPREF2140_07495
ERR1913258.768893__1.768893	1263107__GCA_000436995.1_00193
ERR1913258.769220__1.769220	1262848__R6VF33__BN818_01266
ERR1913258.769286__1.769286	46503__R6WTP2__HMPREF1078_03512
ERR1913258.769304__1.769304	301301__A0A395V8K9__RHOM_00130
ERR1913258.769462__1.769462	239935__A0A2N8IB69__CXU22_11315
ERR1913258.769471__1.769471	239935__A0A2N8IVK9__CXU08_03750
ERR1913258.769620__1.769620	147206__GCF_000156215.1_01772
ERR1913258.769685__1.769685	821__A0A396FEL8__C5Z04_06030
ERR1913258.769711__1.769711	28117__B0MTH2__ALIPUT_00061
ERR1913258.769724__1.769724	1262736__R5Y7T6__BN496_00858
ERR1913258.769954__1.769954	1263107__GCA_000436995.1_00136
ERR1913258.770165__1.770165	216816__C5E9N8__DD678_02795
ERR1913258.770200__1.770200	131111__K0YUE5__CYJ25_04285
ERR1913258.770210__1.770210	1681__K2I8N0__DXD62_05100
ERR1913258.770364__1.770364	40518__R5DVX3__RBL263_01584
ERR1913258.770511__1.770511	239935__A0A2N8HTZ8__CXU09_01270
ERR1913258.770513__1.770513	1550024__A0A0D8J136__TQ39_12150
ERR1913258.770542__1.770542	1897011__A0A1Q6REU8__BHW41_04300
ERR1913258.770561__1.770561	40518__R5DYP7__envC
ERR1913258.770568__1.770568	45851__D4RXL7__BUTYVIB_00568
ERR1913258.770670__1.770670	239935__A0A2N8IG27__CXT85_07805
ERR1913258.770698__1.770698	1262992__R5D224__BN795_00203
ERR1913258.770749__1.770749	1262848__R6TXS3__BN818_00318
ERR1913258.770948__1.770948	1150298__A0A174R4D7__tmpC_2
ERR1913258.771024__1.771024	1150298__R7JU97__ERS852498_02579
ERR1913258.771097__1.771097	572010__nifJ
ERR1913258.771118__1.771118	239935__A0A2N8HB50__CXU17_02615
ERR1913258.771170__1.771170	28025__A0A0L7CV89__Balat_1383
ERR1913258.771363__1.771363	1680__A0A174BH90__B0487_1759
ERR1913258.771606__1.771606	28117__B0MWC6__BHV66_00965
ERR1913258.771538__1.771538	45851__D4S1J8__BUTYVIB_01969
ERR1913258.771555__1.771555	39491__A0A396FM36__DXB99_00820
ERR1913258.772017__1.772017	214856__A0A173YE57__ERS852559_00126
ERR1913258.772210__1.772210	216816__A0A061M1M5__HMPREF0177_01046
ERR1913258.772277__1.772277	184870__A0A134BI98__lacI4
ERR1913258.772367__1.772367	1262911__R6GTZ0__BN557_01437
ERR1913258.772452__1.772452	239935__A0A2N8IEP3__CXT84_03735
ERR1913258.772793__1.772793	907__A0A1M6MZB9__C6Y28_08765
ERR1913258.772804__1.772804	116085__D4JAK3__DW747_10755
ERR1913258.772813__1.772813	216816__B3DQ11__APC1466_1528
ERR1913258.772947__1.772947	1550024__A0A3B9WIA4__TQ39_14495
ERR1913258.773171__1.773171	446660__GCA_003428235.1_00654
ERR1913258.773553__1.773553	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913258.773605__1.773605	1550024__G9RT62__ASJ35_10800
ERR1913258.773625__1.773625	853__A0A2A7B9I6__DW855_13690
ERR1913258.773742__1.773742	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913258.773760__1.773760	239935__A0A2N8HPS5__Amuc_0950
ERR1913258.773864__1.773864	239935__A0A2N8IRW0__A4V05_11620
ERR1913258.774016__1.774016	88431__A6BDF9__ERS852573_01553
ERR1913258.774302__1.774302	39491__A0A173SH34__EUR_24920
ERR1913258.774583__1.774583	1262924__R7HMZ4__BN585_01629
ERR1913258.774691__1.774691	40518__R5DUG7__sbcC
ERR1913258.774773__1.774773	1262924__R7HRJ9__BN585_00557
ERR1913258.774873__1.774873	1680__A0A0C2YNK5__BADO_0780
ERR1913258.774937__1.774937	1263107__GCA_000436995.1_00142
ERR1913258.775033__1.775033	1262924__R7HQD9__BN585_00129
ERR1913258.775252__1.775252	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913258.775161__1.775161	1262948__R7EGL5__BN671_00676
ERR1913258.775333__1.775333	1681__E4VBF7__DD684_05570
ERR1913258.775444__1.775444	1550024__G9RPK6__TQ39_05330
ERR1913258.775455__1.775455	39491__A0A395V5L2__ERE_28270
ERR1913258.775617__1.775617	1681__A0A0E2ZCN8__DXD31_01560
ERR1913258.775884__1.775884	357276__A0A076IXE0__HMPREF1064_04364
ERR1913258.776139__1.776139	418240__C6J8M5__yiaD
ERR1913258.776217__1.776217	626940__E8LD82__BHW43_05615
ERR1913258.776377__1.776377	40520__A0A174GNL5__DXD81_10555
ERR1913258.776506__1.776506	40520__A0A174KAG0__DXB81_01690
ERR1913258.776532__1.776532	1550024__A0A0D8J0K7__TQ39_06245
ERR1913258.776573__1.776573	1681__E4VA65__APS66_06405
ERR1913258.776678__1.776678	46503__R6X0P0__DXB61_03855
ERR1913258.776775__1.776775	2173__A0A1D2WU48__Msm_1454
ERR1913258.776895__1.776895	28025__A0A0L7CZ86__BIF_00641
ERR1913258.776977__1.776977	1897011__A0A1Q6RE54__BHW41_04745
ERR1913258.777005__1.777005	357276__I9QWD4__DXD47_15075
ERR1913258.777117__1.777117	1263107__GCA_000436995.1_00137
ERR1913258.777260__1.777260	39491__A0A396FFW0__ERE_10580
ERR1913258.777423__1.777423	39492__B0MM84__lgt
ERR1913258.777577__1.777577	301301__A0A395VG51__RHOM_05870
ERR1913258.777641__1.777641	1550024__G9RTW4__TQ39_08265
ERR1913258.777682__1.777682	1680__A0A087DHN0__AL0462_1532
ERR1913258.778047__1.778047	1262992__R5D6J2__BN795_00288
ERR1913258.778081__1.778081	88431__A6BF91__ERS852573_01159
ERR1913258.778137__1.778137	1262924__R7HLJ5__BN585_01491
ERR1913258.778198__1.778198	1263000__R5EXT3__BN466_02213
ERR1913258.778177__1.778177	820__A0A3E4VZY4__ERS852554_01211
ERR1913258.778334__1.778334	28117__B0MXR1__BHV66_08035
ERR1913258.778488__1.778488	357276__A0A076IRV2__BACDOR_02822
ERR1913258.778630__1.778630	1262743__R5C054__BN727_01980
ERR1913258.778679__1.778679	216816__B7GPE8__I118_0062
ERR1913258.778769__1.778769	418240__A0A173X9L0__ERS852523_01318
ERR1913258.778780__1.778780	239935__A0A2N8HPS5__Amuc_0950
ERR1913258.778868__1.778868	1262848__R6U7R7__BN818_01043
ERR1913258.778904__1.778904	301301__A0A395V5W5__RHOM_01200
ERR1913258.778908__1.778908	907__A0A1M6Q474__C6362_07805
ERR1913258.778979__1.778979	649756__A0A173RL48__ERS852571_00544
ERR1913258.778980__1.778980	410072__A0A3E4GMB7__COPCOM_03357
ERR1913258.779011__1.779011	2173__R7PV46__BK798_00245
ERR1913258.779048__1.779048	649756__B0NWS2__CL2_06980
ERR1913258.779209__1.779209	649756__A0A173RL48__ERS852571_00544
ERR1913258.779477__1.779477	39491__A0A396FS17__envC
ERR1913258.779462__1.779462	39491__C4Z872__LD38_07250
ERR1913258.779662__1.779662	39491__A0A396FPV7__ERS852580_01177
ERR1913258.779690__1.779690	1680__A0A1X3A951__AL0462_1583
ERR1913258.779935__1.779935	28111__E5WUU3__HMPREF1016_00520
ERR1913258.780011__1.780011	1263107__GCA_000436995.1_00192
ERR1913258.780198__1.780198	820__A0A3E4VZT7__DXB48_16145
ERR1913258.780233__1.780233	28025__A0A0L7CV42__EN10_08055
ERR1913258.780398__1.780398	239935__A0A2N8HB50__CXU17_02615
ERR1913258.780582__1.780582	552398__T5S086__HMPREF0866_01580
ERR1913258.780815__1.780815	1308__A0A0P6UXB9__str1900
ERR1913258.780897__1.780897	1262911__R6GVD4__BN557_01470
ERR1913258.781361__1.781361	40518__R5DVR2__RBL236_00303
ERR1913258.781386__1.781386	239935__A0A2N8IUQ8__CXU09_01665
ERR1913258.781402__1.781402	116085__D4J6V9__DW747_08450
ERR1913258.781694__1.781694	552398__F4XCQ4__HMPREF0866_01621
ERR1913258.781707__1.781707	1550024__G9RTA6__TQ39_10970
ERR1913258.781727__1.781727	39496__A5Z5I2__EUBVEN_00963
ERR1913258.782087__1.782087	39496__A5Z5I2__EUBVEN_00963
ERR1913258.782204__1.782204	1680__A0A0B5BIU5__BSTER_0145
ERR1913258.782395__1.782395	821__A0A174NM17__lacZ_6
ERR1913258.782470__1.782470	1680__A0A174BEE7__BSTER_1311
ERR1913258.782637__1.782637	745368__A0A1T4XUK3__SAMN02745178_02339
ERR1913258.782949__1.782949	823__A0A174PDQ0__DXC05_08200
ERR1913258.782934__1.782934	39485__R5ZRS0__EUBELI_20324
ERR1913258.782985__1.782985	1263000__R5EKR4__BN466_01609
ERR1913258.783011__1.783011	28111__E5X237__NCTC11155_00628
ERR1913258.783087__1.783087	88431__A0A3D0EYE9__rafA
ERR1913258.783283__1.783283	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913258.783300__1.783300	1150298__A0A174PC05__ERS852498_00682
ERR1913258.783303__1.783303	239935__A0A2N8HB50__CXU17_02615
ERR1913258.783347__1.783347	1680__A0A174BEE7__BSTER_1311
ERR1913258.783533__1.783533	1262777__R5W3X5__BN512_01201
ERR1913258.783628__1.783628	357276__B6VYT9__HMPREF1063_05030
ERR1913258.783669__1.783669	626940__E8LGC1__HMPREF9443_01937
ERR1913258.783675__1.783675	649756__L1Q497__ERS852571_03051
ERR1913258.783715__1.783715	39486__B0G3R8__DXB12_09875
ERR1913258.783847__1.783847	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913258.784303__1.784303	204516__U6RFB2__HMPREF1534_01733
ERR1913258.784514__1.784514	394340__group_3414
ERR1913258.784547__1.784547	1579__Q5FLR0__DBQ19_06095
ERR1913258.784653__1.784653	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913258.784610__1.784610	357276__A0A076IYE6__IY41_04275
ERR1913258.784626__1.784626	1263000__R5EGY6__BN466_00973
ERR1913258.784635__1.784635	649756__D4MU34__DO83_08115
ERR1913258.784738__1.784738	39491__A0A174K9A3__DXB69_07785
ERR1913258.784720__1.784720	1262924__R7HTK4__BN585_00496
ERR1913258.784768__1.784768	1262911__R6GXS5__BN557_00160
ERR1913258.784866__1.784866	1550024__A0A0W7TR84__TQ39_05305
ERR1913258.785500__1.785500	823__A0A174PAQ4__ERS852429_04218
ERR1913258.785520__1.785520	1680__R5GZJ8__BSTER_1195
ERR1913258.785634__1.785634	40520__D4LUV4__DXB81_08455
ERR1913258.785779__1.785779	301301__A0A395VG51__RHOM_05870
ERR1913258.785809__1.785809	45851__D4S1B2__BHV86_08920
ERR1913258.785946__1.785946	39491__D6E4H2__DXB99_00485
ERR1913258.785947__1.785947	820__R9I3Q7__HMPREF1072_01668
ERR1913258.786041__1.786041	39491__D4JMW8__ERS852497_01971
ERR1913258.786213__1.786213	45851__D4RY78__BUTYVIB_00783
ERR1913258.786363__1.786363	820__A0A3E4W6P0__gmhA
ERR1913258.786421__1.786421	39491__C4ZC33__DXC13_11585
ERR1913258.786663__1.786663	1263030__R5CZV8__BN705_01159
ERR1913258.786678__1.786678	2173__A0A1D2WVA1__Msm_0411
ERR1913258.787107__1.787107	216816__A0A374SVM3__BLSL_0492
ERR1913258.787278__1.787278	853__A0A2A7B1Y7__C7K05_11930
ERR1913258.787280__1.787280	39491__A0A395V5R3__EUBREC_1883
ERR1913258.787583__1.787583	239935__A0A2N8I1R3__CXU05_06075
ERR1913258.787738__1.787738	2173__A0A1D2WSG3__METSMIALI_00588
ERR1913258.787827__1.787827	1579__A0A3A9YFT9__CDA67_01449
ERR1913258.787870__1.787870	1262848__R6V7V7__BN818_00495
ERR1913258.787949__1.787949	1262848__R6UJQ9__BN818_01594
ERR1913258.788165__1.788165	360807__C0G0A1__ERS852444_02410
ERR1913258.788204__1.788204	40518__R5E2R8__nnr_2
ERR1913258.788191__1.788191	1550024__G9RWQ7__ASJ35_03880
ERR1913258.788266__1.788266	1680__A0A0B5BIU5__BSTER_0145
ERR1913258.788395__1.788395	1681__I3WKG9__BBJK_01327
ERR1913258.788496__1.788496	1150298__A0A174RJU1__gsiA_4
ERR1913258.788677__1.788677	76489__A0A1E8EUC5__CLOACE_23150
ERR1913258.788692__1.788692	216816__D6ZW33__azlC
ERR1913258.788700__1.788700	33043__A0A173WWJ5__ERS852386_00339
ERR1913258.788743__1.788743	301302__A0A0M6WPV4__M72_29701
ERR1913258.788901__1.788901	1897011__A0A1Q6RF44__BHW41_03065
ERR1913258.788955__1.788955	1262911__R6H1A6__BN557_01286
ERR1913258.788968__1.788968	239935__A0A2N8IKW7__pstA
ERR1913258.789205__1.789205	1680__A0A087DLC6__C8077_00815
ERR1913258.789397__1.789397	820__A0A174A6K0__M093_0079
ERR1913258.789339__1.789339	28025__D3R7B4__CDD75_01389
ERR1913258.789349__1.789349	39491__A0A396FRE7__EUR_27520
ERR1913258.789320__1.789320	1235790__S0J8L6__C805_00148
ERR1913258.789419__1.789419	39491__C4Z9K0__DXD95_07445
ERR1913258.789435__1.789435	552398__F4XCQ4__HMPREF0866_01621
ERR1913258.789510__1.789510	46503__R6XAG6__DXB85_14995
ERR1913258.789567__1.789567	184870__A0A134BH44__Q618_VCMC00003G0232
ERR1913258.789632__1.789632	29361__B6FKH5__CLONEX_00621
ERR1913258.789642__1.789642	39491__A0A395ZDC6__addB
ERR1913258.789645__1.789645	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913258.789647__1.789647	40518__R5DXH2__DXD83_10135
ERR1913258.789660__1.789660	1262777__R5W471__BN512_01274
ERR1913258.789703__1.789703	821__I9R3W6__DXC16_12455
ERR1913258.789738__1.789738	1263107__GCA_000436995.1_00209
ERR1913258.789835__1.789835	39491__A0A396FRE7__EUR_27520
ERR1913258.789939__1.789939	39491__D6E4H2__DXB99_00485
ERR1913258.790243__1.790243	454155__F3QVN4__HMPREF9442_02260
ERR1913258.790261__1.790261	1681__K2IQE2__uvrD
ERR1913258.790296__1.790296	216816__D6DCL7__BFS26_02835
ERR1913258.790335__1.790335	1150298__R7JT16__ERS852498_00500
ERR1913258.790351__1.790351	1680__A0A3E4SB79__BAD_1517
ERR1913258.790408__1.790408	360807__A0A173VUT6__RIL183_10071
ERR1913258.790412__1.790412	1262989__R6Y631__BN815_01131
ERR1913258.790606__1.790606	1262848__R6U7U6__BN818_00268
ERR1913258.790621__1.790621	1262848__R6U6L1__BN818_00132
ERR1913258.790649__1.790649	239935__A0A139TT05__CXU09_03335
ERR1913258.791146__1.791146	1262848__R6TXR7__BN818_00316
ERR1913258.791275__1.791275	823__A0A395YRX4__ERS852513_03444
ERR1913258.791340__1.791340	39491__R6TNE7__T1815_09811
ERR1913258.791568__1.791568	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913258.791768__1.791768	39491__A0A396FKG5__DXB76_07455
ERR1913258.792084__1.792084	1393034__GCA_001552785.1_00506
ERR1913258.792206__1.792206	239935__A0A2N8IQU3__CXU22_05890
ERR1913258.792404__1.792404	45851__D4RXL7__BUTYVIB_00568
ERR1913258.792721__1.792721	671267__R9ICM6__C802_00589
ERR1913258.792802__1.792802	1263107__GCA_000436995.1_00040
ERR1913258.792856__1.792856	239935__A0A139TQT9__Amuc_1197
ERR1913258.793017__1.793017	1262736__R5Y6S0__BN496_00488
ERR1913258.793046__1.793046	239935__A0A2N8IHY1__CXU06_00035
ERR1913258.793155__1.793155	820__A0A173YYG4__evgS_3
ERR1913258.793268__1.793268	214856__A0A174CRY5__ERS852559_01060
ERR1913258.793484__1.793484	1262882__R5MIW5__BN519_00945
ERR1913258.793568__1.793568	39492__B0MPL6__EUBSIR_01779
ERR1913258.793735__1.793735	239935__A0A2N8IUW6__Amuc_1525
ERR1913258.793769__1.793769	1550024__G9RW43__TQ39_06925
ERR1913258.794091__1.794091	1680__A1A1R1__BIFADO_00076
ERR1913258.794264__1.794264	1680__A0A0B5BME4__DXD63_05015
ERR1913258.794415__1.794415	239935__R6JWJ7__CXT94_02580
ERR1913258.794726__1.794726	1263000__R5EGY6__BN466_00973
ERR1913258.794831__1.794831	39491__A0A174K265__DXB76_05915
ERR1913258.794852__1.794852	410072__A0A174D6E7__ERS852574_01257
ERR1913258.794889__1.794889	1262945__R6ZXV9__BN600_01599
ERR1913258.795308__1.795308	1263000__R5EXT3__BN466_02213
ERR1913258.795692__1.795692	1262848__R6U3I8__BN818_00546
ERR1913258.795722__1.795722	1262848__R6U3P5__BN818_00966
ERR1913258.795765__1.795765	2173__A0A1D2WT40__METSMIALI_00302
ERR1913258.795827__1.795827	239935__R7E524__CXT91_06180
ERR1913258.795871__1.795871	418240__C6JEJ0__ERS852478_00752
ERR1913258.795874__1.795874	2173__A5UK74__pyrP
ERR1913258.796215__1.796215	1262848__R6U148__BN818_00289
ERR1913258.796334__1.796334	239935__A0A2N8HPS5__Amuc_0950
ERR1913258.796419__1.796419	1263006__R6LMY4__BN515_01429
ERR1913258.796602__1.796602	187327__R6MTJ8__Acin_0940
ERR1913258.796586__1.796586	1262848__R6U9D6__BN818_01628
ERR1913258.796798__1.796798	1150298__R7JTW4__yvhJ
ERR1913258.796875__1.796875	458033__GCA_001482755.1_02203
ERR1913258.796931__1.796931	88431__A0A174EMW0__thiD_1
ERR1913258.796936__1.796936	357276__A0A076IRZ5__BACDOR_00630
ERR1913258.796965__1.796965	1263011__R6DZ06__BN553_00907
ERR1913258.797088__1.797088	216816__A0A2N0SME6__BLIF_1881
ERR1913258.797096__1.797096	1681__A0A0H2PEL3__BBTM_00625
ERR1913258.797044__1.797044	184870__W1TRR4__Q618_VCMC00003G0220
ERR1913258.797565__1.797565	1262743__R5C054__BN727_01980
ERR1913258.797601__1.797601	45851__D4RZ17__BUTYVIB_01081
ERR1913258.797630__1.797630	39491__A0A395ZGE4__ERS852497_01269
ERR1913258.797735__1.797735	1150298__A0A174HHW8__yhbU_1
ERR1913258.797876__1.797876	39491__A0A174A751__DXB69_15525
ERR1913258.798207__1.798207	1262848__R6UHA0__BN818_00707
ERR1913258.798781__1.798781	1681__U2BXF8__DXC70_05435
ERR1913258.798789__1.798789	1262848__R6UQ08__BN818_01621
ERR1913258.798843__1.798843	357276__A0A0K2HKT7__B5F95_21090
ERR1913258.798942__1.798942	712124__F9EC79__HMPREF9062_0051
ERR1913258.799002__1.799002	39491__A0A396FIZ8__ERE_20410
ERR1913258.799108__1.799108	239935__A0A139TQT9__Amuc_1197
ERR1913258.799239__1.799239	1680__A7A7Z9__AAX71_05385
ERR1913258.799254__1.799254	74426__rpoB
ERR1913258.799470__1.799470	239935__A0A139TSG7__CXU17_09600
ERR1913258.799483__1.799483	1550024__A0A0W7TU47__TQ39_07155
ERR1913258.799448__1.799448	823__A0A174U5E4__BDI_3390
ERR1913258.799499__1.799499	1680__A0A174BEE7__BSTER_1311
ERR1913258.799567__1.799567	1263107__GCA_000436995.1_00222
ERR1913258.799865__1.799865	216816__A0A133LQN7__BL15B_00780
ERR1913258.799893__1.799893	1681__E4V7X5__BBNG_00264
ERR1913258.800220__1.800220	39491__A0A395ZBW8__DXC13_08840
ERR1913258.800295__1.800295	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913258.800408__1.800408	2173__A0A1D2WVA1__Msm_0411
ERR1913258.800447__1.800447	39488__A0A173RDD7__DXD91_00105
ERR1913258.800580__1.800580	1308__A0A1J0HRS7__SMQ301_1679
ERR1913258.800646__1.800646	1263107__GCA_000436995.1_00183
ERR1913258.800732__1.800732	216816__A0A133LD41__NL89_06245
ERR1913258.800876__1.800876	1262736__R5YMG1__BN496_00514
ERR1913258.800922__1.800922	1263000__R5EKR4__BN466_01609
ERR1913258.801008__1.801008	39491__A0A395ZBW8__DXC13_08840
ERR1913258.801076__1.801076	418240__A0A174FQH1__yutF
ERR1913258.801317__1.801317	1150298__A0A174QSP7__ERS852406_03088
ERR1913258.801419__1.801419	1262882__R5MM25__BN519_00600
ERR1913258.801444__1.801444	74426__gap
ERR1913258.801650__1.801650	116085__D4J841__DW747_06300
ERR1913258.801715__1.801715	1681__K2I8N0__DXD62_05100
ERR1913258.802012__1.802012	239935__A0A2N8HEH9__CXU07_11710
ERR1913258.802029__1.802029	246787__A0A0P0GCR8__xynD_3
ERR1913258.802257__1.802257	216816__A0A396FVC5__BL71B_00290
ERR1913258.802371__1.802371	40520__A5ZRI6__DXC87_12175
ERR1913258.802406__1.802406	301301__A0A395VA65__eutA
ERR1913258.802448__1.802448	821__A0A174NVL6__NCTC10583_01782
ERR1913258.802554__1.802554	239935__A0A2N8HZW2__A4V05_11120
ERR1913258.802563__1.802563	187327__G4Q3E6__Acin_1729
ERR1913258.802579__1.802579	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913258.802679__1.802679	39491__C4ZF05__vpr
ERR1913258.802762__1.802762	1680__A0A0B5BME4__DXD63_05015
ERR1913258.802798__1.802798	39491__A0A174K9A3__DXB69_07785
ERR1913258.802869__1.802869	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913258.802898__1.802898	1680__A0A173XYA2__B0703_0121
ERR1913258.803146__1.803146	820__A0A396EWL3__ERS417307_03868
ERR1913258.803150__1.803150	39491__A0A396FGM9__fliU_1
ERR1913258.803191__1.803191	1680__A0A174BEE7__BSTER_1311
ERR1913258.803215__1.803215	40518__R5DVR2__RBL236_00303
ERR1913258.803474__1.803474	216816__Q8G585__APC1473_0508
ERR1913258.803523__1.803523	28117__B0MWX3__BHV66_03010
ERR1913258.803645__1.803645	39491__R6TQ09__DXC13_03010
ERR1913258.803808__1.803808	1262848__R6UMZ1__BN818_01403
ERR1913258.803817__1.803817	1262848__R6U804__BN818_00069
ERR1913258.803922__1.803922	1262848__R6UEX2__BN818_00035
ERR1913258.804209__1.804209	39491__A0A395ZE48__DXB76_02395
ERR1913258.804340__1.804340	1262988__R7N3I4__BN816_01805
ERR1913258.804387__1.804387	1262777__R5W4M5__BN512_01441
ERR1913258.804435__1.804435	1262911__R6GN99__BN557_01784
ERR1913258.804545__1.804545	1262924__R7HMW0__BN585_01951
