ERR1913285.200__1.200	33043__A0A173YEP6__ERS852575_00888
ERR1913285.860853__1.860853	39491__A0A396FSR4__ERS852580_02287
ERR1913285.861040__1.861040	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913285.861048__1.861048	165179__A0A3E5EB26__CFT61_02800
ERR1913285.861051__1.861051	360807__R5HHK5__ROSEINA2194_02134
ERR1913285.861175__1.861175	301302__R5UK77__M72_08681
ERR1913285.861320__1.861320	165179__A0A3E5AER8__DXB80_07075
ERR1913285.861412__1.861412	39488__C0F0P8__EUBHAL_03272
ERR1913285.861531__1.861531	165179__A0A3E5E920__DXB80_11625
ERR1913285.861545__1.861545	328814__GCA_004558275.1_00035
ERR1913285.861757__1.861757	165179__R6C3K4__PREVCOP_05795
ERR1913285.861715__1.861715	33043__D5HH34__ERS852386_00170
ERR1913285.861722__1.861722	821__A0A3E4WAR6__DXD64_10735
ERR1913285.861845__1.861845	418240__A0A174R660__rluD_1
ERR1913285.861869__1.861869	33043__D5HIA8__ERS852575_01867
ERR1913285.861884__1.861884	165179__D1PE06__DXC61_05975
ERR1913285.862011__1.862011	28117__B0MU76__ALIPUT_00202
ERR1913285.862090__1.862090	33043__A0A173SQ62__ERS852575_01610
ERR1913285.862186__1.862186	165179__A0A174NK27__PREVCOP_06433
ERR1913285.862229__1.862229	28052__R7NDF6__ERS852499_01807
ERR1913285.862327__1.862327	239935__A0A2N8HT18__CXT93_06135
ERR1913285.862306__1.862306	39492__D4JVG1__ERS852540_00951
ERR1913285.862362__1.862362	39492__D4JQS6__ykoD
ERR1913285.862435__1.862435	39491__A0A396FM36__DXB99_00820
ERR1913285.862496__1.862496	1150298__A0A174SLE6__mlc_1
ERR1913285.862583__1.862583	33043__A0A374K1H3__ykoD_2
ERR1913285.862699__1.862699	821__A6L0C7__ERS852556_03520
ERR1913285.862743__1.862743	165179__A0A3E5E189__PREVCOP_06699
ERR1913285.862746__1.862746	28052__A0A174PF05__ERS852451_02043
ERR1913285.862755__1.862755	820__A0A174CK74__DXB48_07060
ERR1913285.862838__1.862838	46503__R6WYJ8__DXB85_13825
ERR1913285.862932__1.862932	33043__D5HEQ5__gluP_2
ERR1913285.862955__1.862955	165179__A0A3E5DZA5__DXB80_12550
ERR1913285.863422__1.863422	360807__A0A0M6WIL3__ERS852444_01365
ERR1913285.863568__1.863568	40518__R5DX17__DXD86_01230
ERR1913285.863662__1.863662	1628085__A0A2U1BCV0__C7386_1063
ERR1913285.863772__1.863772	214856__I3YMC8__ERS852447_02666
ERR1913285.863790__1.863790	165179__A0A3E5DX15__DXC61_00345
ERR1913285.863899__1.863899	853__A0A173T6P2__DWZ46_14595
ERR1913285.864050__1.864050	28052__R7NA90__tcyB
ERR1913285.864150__1.864150	165179__A0A3E5E2C8__folA
ERR1913285.864240__1.864240	853__A0A2A7AXC8__C4N21_14120
ERR1913285.864393__1.864393	821__A0A174K302__CUU_3129
ERR1913285.864490__1.864490	1262924__R7HPU8__BN585_00010
ERR1913285.864461__1.864461	28052__A0A174IP79__gmr_4
ERR1913285.865087__1.865087	338188__A0A174GWW7__ERS852397_02491
ERR1913285.865124__1.865124	820__A0A139KIL9__DXC68_05945
ERR1913285.865465__1.865465	1262911__R6HN81__BN557_00921
ERR1913285.865671__1.865671	239935__B2UPZ6__CXU03_03800
ERR1913285.865623__1.865623	165179__D1PAV8__DXB80_13055
ERR1913285.865721__1.865721	39492__D4JRV7__EUBSIR_01513
ERR1913285.865772__1.865772	1262924__R7HL71__BN585_01341
ERR1913285.865785__1.865785	39491__A0A395ZDC6__addB
ERR1913285.865921__1.865921	239935__A0A2N8IU45__DEF40_02365
ERR1913285.865855__1.865855	853__D4KAK8__C4N21_13380
ERR1913285.865860__1.865860	165179__D1PDG7__DXB80_11180
ERR1913285.866014__1.866014	39491__A0A395ZE48__DXB76_02395
ERR1913285.866039__1.866039	1262803__R6NUU3__BN649_00403
ERR1913285.866127__1.866127	165179__A0A229I740__DXC61_10430
ERR1913285.866228__1.866228	28117__B0MUT8__ALIPUT_00879
ERR1913285.866271__1.866271	33043__D5HI86__ERS852575_00288
ERR1913285.866278__1.866278	39491__A0A395V0E5__ERE_31370
ERR1913285.866954__1.866954	165179__A0A3E5DZA5__DXB80_12550
ERR1913285.866871__1.866871	1262924__R7HQB7__BN585_02057
ERR1913285.866976__1.866976	1262924__R7HPL8__BN585_01826
ERR1913285.867072__1.867072	239935__R7DVW2__CXU02_03915
ERR1913285.867134__1.867134	28117__B0MU76__ALIPUT_00202
ERR1913285.867477__1.867477	165179__A0A3E5DY64__CFT61_10025
ERR1913285.867537__1.867537	40518__R5E6X5__sbcD
ERR1913285.867602__1.867602	165179__A0A3E5EBQ2__DXC61_01930
ERR1913285.867641__1.867641	360807__A0A1Q6T7T2__artP
ERR1913285.867649__1.867649	1472761__GCA_002159295.1_00744
ERR1913285.867694__1.867694	165179__R6BQP4__DXC61_02015
ERR1913285.867731__1.867731	28052__A0A174JNK0__ERS852451_01116
ERR1913285.867735__1.867735	28052__A0A174N8X0__ERS852499_02136
ERR1913285.867741__1.867741	1262924__R7HMZ4__BN585_01629
ERR1913285.867760__1.867760	165179__A0A3E5A554__DXB80_13805
ERR1913285.867810__1.867810	1150298__A0A174PHI0__ERS852498_00826
ERR1913285.867811__1.867811	28117__B0MWC6__BHV66_00965
ERR1913285.867880__1.867880	39491__A0A174LTW7__DXD13_08720
ERR1913285.867969__1.867969	360807__A0A1Q6T7T2__artP
ERR1913285.868001__1.868001	40518__R5E550__aroK
ERR1913285.868060__1.868060	28117__R7JMT0__BHV66_05875
ERR1913285.868089__1.868089	823__K6APS3__DDY96_02400
ERR1913285.868185__1.868185	28117__B0MU76__ALIPUT_00202
ERR1913285.868244__1.868244	46228__V8C4P0__DXD17_04270
ERR1913285.868352__1.868352	33043__D5HFE5__ERS852445_00644
ERR1913285.868458__1.868458	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913285.868497__1.868497	33043__A0A173X520__ERS852575_01617
ERR1913285.868583__1.868583	39492__D4JTG7__EUBSIR_00572
ERR1913285.868996__1.868996	165179__R6C330__DXC61_04975
ERR1913285.869125__1.869125	1262924__R7HQB3__BN585_00435
ERR1913285.869240__1.869240	165179__R6BQP4__DXC61_02015
ERR1913285.869399__1.869399	165179__A0A3E5E9I4__DXB80_09745
ERR1913285.869444__1.869444	165179__A0A229I6N7__DXC61_06720
ERR1913285.869596__1.869596	165179__A0A3E5E189__PREVCOP_06699
ERR1913285.869706__1.869706	1262911__R6H054__BN557_00908
ERR1913285.869744__1.869744	239935__A0A2N8IMC3__CXT96_03840
ERR1913285.869801__1.869801	33043__D5HHT0__ERS852445_02798
ERR1913285.870121__1.870121	823__A0A355XN73__DXC05_07000
ERR1913285.870144__1.870144	165179__A0A3E4SID1__DXB80_01945
ERR1913285.870163__1.870163	853__A0A2A7ATM9__DWZ89_13645
ERR1913285.870248__1.870248	394340__nifJ
ERR1913285.870251__1.870251	46503__K5YT67__HMPREF1060_04023
ERR1913285.870360__1.870360	33043__D5HHZ6__ERS852386_02725
ERR1913285.870390__1.870390	165179__D1PAJ7__PREVCOP_04222
ERR1913285.870444__1.870444	165179__D1PGU8__PREVCOP_06463
ERR1913285.870479__1.870479	39492__D4JR58__EUBSIR_02090
ERR1913285.870504__1.870504	165179__D1PGD2__DXC61_10875
ERR1913285.870674__1.870674	360807__C0FVL1__ERS852392_00394
ERR1913285.870741__1.870741	39491__C4ZCH3__EUR_17560
ERR1913285.870872__1.870872	39491__A0A396FRK0__ERS852417_00541
ERR1913285.871187__1.871187	820__A0A3E5E0T0__ERS852554_00312
ERR1913285.871189__1.871189	39485__R6AKA4__rssA
ERR1913285.871230__1.871230	1680__A0A087DHN0__AL0462_1532
ERR1913285.871295__1.871295	821__R7P1Q7__M099_2990
ERR1913285.871308__1.871308	165179__D1PEQ5__PREVCOP_05711
ERR1913285.871330__1.871330	165179__A0A3E5E7J5__DXC61_10360
ERR1913285.871353__1.871353	165179__A0A3E5E643__DXB80_06030
ERR1913285.871366__1.871366	39491__A0A396FKG5__DXB76_07455
ERR1913285.871441__1.871441	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913285.871524__1.871524	165179__R6C5D6__PREVCOP_04658
ERR1913285.871588__1.871588	239935__R7DVW2__CXU02_03915
ERR1913285.871952__1.871952	165179__A0A174IPI3__CFT61_10940
ERR1913285.872001__1.872001	39486__G1WN57__DORFOR_02477
ERR1913285.872076__1.872076	301302__A0A173SCU7__M72_12871
ERR1913285.872148__1.872148	165179__D1PGU8__PREVCOP_06463
ERR1913285.872187__1.872187	1262803__R6P0X6__BN649_00395
ERR1913285.872194__1.872194	301302__A0A0M6W9I4__M72_19871
ERR1913285.872720__1.872720	706562__GCA_900112995.1_02127
ERR1913285.872882__1.872882	823__A0A355XLS2__ERS852380_02644
ERR1913285.872931__1.872931	165179__A0A3E5EDP4__DXB80_05800
ERR1913285.872953__1.872953	338188__R6S2N9__ERS852397_00568
ERR1913285.872975__1.872975	39492__D4JUS6__accD5
ERR1913285.873059__1.873059	357276__I8VQA2__HMPREF1065_04183
ERR1913285.873114__1.873114	1262924__R7HPU8__BN585_00010
ERR1913285.873314__1.873314	239935__A0A2N8HPS5__Amuc_0950
ERR1913285.873279__1.873279	649756__A0A174B2V7__ERS852475_01064
ERR1913285.873791__1.873791	1262743__R5C8H2__BN727_00054
ERR1913285.873854__1.873854	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913285.873961__1.873961	1262924__R7HSV7__BN585_00245
ERR1913285.874006__1.874006	39492__A0A174ZHV5__msbA_2
ERR1913285.874028__1.874028	33043__D5HIK4__ERS852400_01112
ERR1913285.874032__1.874032	39492__D4JSS2__EUBSIR_00553
ERR1913285.874053__1.874053	165179__A0A3E5E2C8__folA
ERR1913285.874096__1.874096	28118__F9Z7P4__B5F99_17665
ERR1913285.874201__1.874201	165179__A0A3E5DZ45__DXC61_02820
ERR1913285.874408__1.874408	33043__A0A173YPE0__thiD
ERR1913285.874460__1.874460	39492__D4JVG1__ERS852540_00951
ERR1913285.874475__1.874475	39492__D4JWY0__EUBSIR_01648
ERR1913285.874492__1.874492	1263011__R6E1P3__BN553_01495
ERR1913285.874584__1.874584	853__A0A173XRA8__CGS56_09290
ERR1913285.874627__1.874627	410072__A0A174CHL0__ERS852574_02022
ERR1913285.874606__1.874606	52226__A0A174AFF4__rbsK
ERR1913285.874875__1.874875	40519__U2MA69__RUMCAL_01342
ERR1913285.874903__1.874903	165179__R6BPK1__DXB80_04445
ERR1913285.875135__1.875135	360807__C0FNY7__ERS852392_01257
ERR1913285.875181__1.875181	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913285.875252__1.875252	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913285.875356__1.875356	487174__K0WXG8__DIT83_09300
ERR1913285.875424__1.875424	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913285.875703__1.875703	39491__C4Z9Y3__ERS852417_01808
ERR1913285.875954__1.875954	165179__D1PCT4__DXB80_09470
ERR1913285.875974__1.875974	626940__E8LCL1__BHW43_00460
ERR1913285.875995__1.875995	1263011__R6DNP5__BN553_01272
ERR1913285.876005__1.876005	165179__A0A3E5E9I4__DXB80_09745
ERR1913285.876147__1.876147	360807__A0A174CZ42__RIL183_11251
ERR1913285.876170__1.876170	1262743__R5C534__BN727_01046
ERR1913285.876347__1.876347	384638__B7APR0__BACPEC_00666
ERR1913285.876427__1.876427	39491__C4ZHS4__EUR_24420
ERR1913285.876542__1.876542	28052__R7N6Q7__rafA
ERR1913285.876570__1.876570	165179__D1P9T6__PREVCOP_04016
ERR1913285.876839__1.876839	821__D4VC51__M099_1508
ERR1913285.876845__1.876845	28052__A0A174M8X5__ERS852499_01897
ERR1913285.876850__1.876850	239935__R7E524__CXT91_06180
ERR1913285.876984__1.876984	39491__A0A0M6WLC7__ERS852497_00640
ERR1913285.877185__1.877185	1263011__R6DNP5__BN553_01272
ERR1913285.877250__1.877250	165179__D1PHV2__PREVCOP_06822
ERR1913285.877266__1.877266	28052__R7NAP6__ERS852499_01969
ERR1913285.877331__1.877331	328814__GCA_004558275.1_00056
ERR1913285.877478__1.877478	39491__C4ZGN3__DXB99_14175
ERR1913285.877545__1.877545	165179__A0A3E5E2S3__DXB80_03455
ERR1913285.877607__1.877607	1262743__R5C0T1__BN727_02241
ERR1913285.877746__1.877746	165179__A0A174XZU8__DXB80_12180
ERR1913285.877749__1.877749	147206__GCF_000156215.1_01108
ERR1913285.877860__1.877860	165179__A0A3E5E643__DXB80_06030
ERR1913285.877898__1.877898	39491__A0A395V0H3__ERS852417_01192
ERR1913285.877956__1.877956	39491__D6E4H2__DXB99_00485
ERR1913285.877986__1.877986	165179__D1P9T6__PREVCOP_04016
ERR1913285.878218__1.878218	1262741__R6D2Z4__BN697_01266
ERR1913285.878264__1.878264	239935__A0A2N8IRW0__A4V05_11620
ERR1913285.878587__1.878587	165179__A0A3E5DX15__DXC61_00345
ERR1913285.878593__1.878593	239935__A0A2N8IF99__lpdA
ERR1913285.878603__1.878603	28117__B0N007__BHV66_10275
ERR1913285.878945__1.878945	33043__A0A174B7D6__ERS852400_01331
ERR1913285.879004__1.879004	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913285.879330__1.879330	28052__R7N9R4__gsiA_2
ERR1913285.879693__1.879693	649756__B0P2G4__HMPREF0369_01300
ERR1913285.879721__1.879721	33043__A0A174AHE2__ERS852445_01187
ERR1913285.879730__1.879730	28052__A0A174GFL5__ERS852451_00478
ERR1913285.880028__1.880028	357276__A0A0M1W657__HMPREF1064_04629
ERR1913285.880048__1.880048	165179__D1PCT4__DXB80_09470
ERR1913285.880130__1.880130	33043__A0A173YPE0__thiD
ERR1913285.880269__1.880269	39491__A0A396FKG5__DXB76_07455
ERR1913285.880362__1.880362	649756__D4MYV7__HMPREF0369_00400
ERR1913285.880394__1.880394	165179__A0A3E5EDS1__DXC61_03115
ERR1913285.880474__1.880474	33043__D5HFE5__ERS852445_00644
ERR1913285.880491__1.880491	39492__A0A174ZHV5__msbA_2
ERR1913285.880518__1.880518	1262743__R5CCN6__BN727_02239
ERR1913285.880575__1.880575	39492__D4JQL8__ywpJ
ERR1913285.880618__1.880618	357276__I9R994__BACDOR_04044
ERR1913285.880718__1.880718	165179__A0A3E4SEG4__DXC61_11235
ERR1913285.880742__1.880742	410072__C0BEV2__ERS852525_03010
ERR1913285.880744__1.880744	40520__R7D6X9__DXB81_05355
ERR1913285.880886__1.880886	853__D4JY61__C4N21_10560
ERR1913285.880994__1.880994	360807__A0A396AF38__RIL183_00781
ERR1913285.881001__1.881001	1262945__R7A098__BN600_00317
ERR1913285.881100__1.881100	39492__D4JT91__EUBSIR_01750
ERR1913285.881305__1.881305	626940__E8LF94__DCQ00_07860
ERR1913285.881346__1.881346	33043__D5HEE1__ERS852386_01671
ERR1913285.881638__1.881638	544645__A0A3E4T972__DXC42_08370
ERR1913285.881785__1.881785	28117__B0MSR5__BHV66_02095
ERR1913285.881854__1.881854	33043__A0A173QUA9__ERS852400_01795
ERR1913285.881895__1.881895	853__E2ZGD9__C7J97_11715
ERR1913285.882007__1.882007	165179__A0A174IPI3__CFT61_10940
ERR1913285.882103__1.882103	39491__C4ZAT2__ERE_28440
ERR1913285.882112__1.882112	33043__D5HFD3__ybbD
ERR1913285.882137__1.882137	40518__A0A2N0UUY0__DXD83_02620
ERR1913285.882168__1.882168	823__A0A355XLT7__HMPREF1075_03402
ERR1913285.882257__1.882257	40518__R5DUU0__DXD93_03985
ERR1913285.882334__1.882334	165179__A0A3E5E2S3__DXB80_03455
ERR1913285.882991__1.882991	165179__R6XIF8__DXC61_07265
ERR1913285.883188__1.883188	39491__D6DXZ8__DXB72_15035
ERR1913285.883256__1.883256	165179__W1I4H6__DXB80_13655
ERR1913285.883433__1.883433	1263000__R5EXT3__BN466_02213
ERR1913285.883461__1.883461	1796652__ltrA_3
ERR1913285.883504__1.883504	33043__A0A174B5C6__acm_3
ERR1913285.883582__1.883582	1750__I6Y0G9__HMPREF9154_3130
ERR1913285.883621__1.883621	165179__A0A229I1J2__DXB80_03950
ERR1913285.883623__1.883623	33043__D5HFA0__glfT2
ERR1913285.883849__1.883849	165179__D1P9T6__PREVCOP_04016
ERR1913285.883986__1.883986	33043__A0A174ADZ1__dcuS_1
ERR1913285.883992__1.883992	47678__A5ZBL9__C5Z00_18710
ERR1913285.884226__1.884226	357276__B6W5Q9__HMPREF1063_03125
ERR1913285.884319__1.884319	39491__A0A396FRE7__EUR_27520
ERR1913285.884323__1.884323	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.884337__1.884337	39491__A0A173VYV1__DXC13_02710
ERR1913285.884539__1.884539	187979__A0A173XSR0__ERS852385_00724
ERR1913285.884589__1.884589	165179__D1PDG7__DXB80_11180
ERR1913285.884628__1.884628	853__A0A3E2U7E6__ERS852582_01640
ERR1913285.884737__1.884737	1262746__R5S4S7__BN750_02366
ERR1913285.884997__1.884997	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913285.885041__1.885041	384639__GCA_003096855.1_00847
ERR1913285.885190__1.885190	39491__C4ZGN3__DXB99_14175
ERR1913285.885330__1.885330	165179__D1PGU8__PREVCOP_06463
ERR1913285.885361__1.885361	357276__I9QBT7__BSEG_03340
ERR1913285.885377__1.885377	165179__D1PCL6__DXB80_13435
ERR1913285.885384__1.885384	39491__A0A3E4E7C5__DXB69_03255
ERR1913285.885453__1.885453	410072__A0A173Z452__COPCOM_02514
ERR1913285.885477__1.885477	165179__D1P9T6__PREVCOP_04016
ERR1913285.885550__1.885550	39491__A0A0M6WWT1__dus_2
ERR1913285.885561__1.885561	165179__A0A3E5E2S3__DXB80_03455
ERR1913285.885590__1.885590	165179__A0A3E5AEF7__DXC61_05000
ERR1913285.885681__1.885681	165179__A0A174W369__PREVCOP_04548
ERR1913285.885692__1.885692	40518__R5DY98__mepA_5
ERR1913285.885836__1.885836	1263011__R6DYR2__BN553_01198
ERR1913285.885903__1.885903	1262911__R6H2J2__BN557_01228
ERR1913285.885921__1.885921	165179__D1PAJ7__PREVCOP_04222
ERR1913285.885986__1.885986	853__A0A173XRA8__CGS56_09290
ERR1913285.886076__1.886076	28118__R6F0X5__NCTC10826_02952
ERR1913285.886126__1.886126	33043__A0A173WZE5__ERS852386_00374
ERR1913285.886303__1.886303	301302__R5UK77__M72_08681
ERR1913285.886307__1.886307	1263000__R5EKR4__BN466_01609
ERR1913285.886521__1.886521	165179__A0A3E5A554__DXB80_13805
ERR1913285.886532__1.886532	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913285.886767__1.886767	39491__C4Z9K7__EUBREC_0050
ERR1913285.886941__1.886941	33043__A8SWZ6__ERS852386_02582
ERR1913285.886963__1.886963	1262746__R5SUJ9__BN750_00526
ERR1913285.887013__1.887013	165179__D1PEW8__DXB80_13775
ERR1913285.887072__1.887072	165179__R6XLJ7__CFT61_06250
ERR1913285.887102__1.887102	818__A0A3E5GYI4__NCTC10582_00013
ERR1913285.887111__1.887111	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913285.887114__1.887114	165179__R6CNX7__DXB80_02200
ERR1913285.887117__1.887117	74426__group_1871
ERR1913285.887245__1.887245	239935__A0A2N8HUU6__CXT90_06150
ERR1913285.887264__1.887264	28118__F9Z408__NCTC10826_01194
ERR1913285.887363__1.887363	360807__A0A1Q6T326__appA_1
ERR1913285.887400__1.887400	33043__D5HF53__ERS852386_02418
ERR1913285.887442__1.887442	39491__A0A395ZEN3__DXD95_12655
ERR1913285.887512__1.887512	33043__A0A173YEP6__ERS852575_00888
ERR1913285.887568__1.887568	40518__R5DZB1__DXD83_08840
ERR1913285.887571__1.887571	165179__R6C3K4__PREVCOP_05795
ERR1913285.887654__1.887654	165179__A0A3E5E5L1__DXB80_05980
ERR1913285.887664__1.887664	39491__A0A174M1X5__DXB99_18695
ERR1913285.887671__1.887671	1262911__R6H074__BN557_00923
ERR1913285.887818__1.887818	47678__R5U3L4__C5Z00_12600
ERR1913285.887827__1.887827	165179__A0A3E5DZ45__DXC61_02820
ERR1913285.887859__1.887859	1262803__R6NQK5__BN649_01826
ERR1913285.887949__1.887949	187979__A0A173XSR0__ERS852385_00724
ERR1913285.888097__1.888097	165179__W1I4H6__DXB80_13655
ERR1913285.888103__1.888103	39492__B0MS79__ERS852540_01394
ERR1913285.888220__1.888220	165179__D1PGU8__PREVCOP_06463
ERR1913285.888370__1.888370	28117__B0N007__BHV66_10275
ERR1913285.888589__1.888589	165179__D1PAJ7__PREVCOP_04222
ERR1913285.888700__1.888700	853__A0A2A7B1Y7__C7K05_11930
ERR1913285.888826__1.888826	626940__E8LF94__DCQ00_07860
ERR1913285.888822__1.888822	39492__D4JRV5__acrR_2
ERR1913285.889024__1.889024	1262924__R7HRA8__BN585_01680
ERR1913285.889083__1.889083	384639__GCA_003096855.1_01178
ERR1913285.889165__1.889165	165179__A0A3E5E2S3__DXB80_03455
ERR1913285.889191__1.889191	853__A8SGX8__C4N21_08625
ERR1913285.889220__1.889220	165179__D1PHV2__PREVCOP_06822
ERR1913285.889260__1.889260	28117__B0MXW9__ALIPUT_01981
ERR1913285.889428__1.889428	39491__A0A395V1Y4__DXB99_08035
ERR1913285.889508__1.889508	2108523__A0A2P2F3W3__LAWASA_692
ERR1913285.889714__1.889714	1263107__GCA_000436995.1_00065
ERR1913285.889949__1.889949	1262992__R5D6F1__BN795_00820
ERR1913285.890019__1.890019	165179__A0A3E5DRF6__DXC61_00200
ERR1913285.890120__1.890120	33043__A8SWM2__ERS852575_01910
ERR1913285.890145__1.890145	33043__A8SPT5__yfiN_2
ERR1913285.890240__1.890240	39491__A0A395ZDC6__addB
ERR1913285.890203__1.890203	28052__A0A174GR15__mcp3_1
ERR1913285.890347__1.890347	1262911__R6H092__BN557_00938
ERR1913285.890355__1.890355	1262746__R5S4S7__BN750_02366
ERR1913285.890485__1.890485	1262743__R5C1N5__BN727_02492
ERR1913285.890429__1.890429	46228__B5CPX5__RUMLAC_01520
ERR1913285.890433__1.890433	649756__A0A173TB83__HMPREF0369_01758
ERR1913285.890450__1.890450	1262911__R6H1M1__BN557_00925
ERR1913285.890518__1.890518	165179__R6C3K4__PREVCOP_05795
ERR1913285.890575__1.890575	47678__A5ZB44__C5Z00_17730
ERR1913285.890773__1.890773	39492__B0MPL6__EUBSIR_01779
ERR1913285.890879__1.890879	165179__D1PEW8__DXB80_13775
ERR1913285.890924__1.890924	33043__A0A174BPV6__ERS852445_01773
ERR1913285.890938__1.890938	39491__A0A395ZJZ1__LD38_01870
ERR1913285.890959__1.890959	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913285.890979__1.890979	165179__A0A3E5A5E5__DXC61_13965
ERR1913285.891253__1.891253	357276__I9FTR0__HMPREF1065_02861
ERR1913285.891225__1.891225	820__A0A3E4WA06__ERS852554_03404
ERR1913285.891349__1.891349	165179__A0A3E5DV57__DXB80_11400
ERR1913285.891351__1.891351	357276__A0A076IRX7__HMPREF1064_00526
ERR1913285.891451__1.891451	165179__R6BPK1__DXB80_04445
ERR1913285.891506__1.891506	46503__A7AHD3__DXB85_00810
ERR1913285.891631__1.891631	39492__D4JW10__pppA
ERR1913285.891662__1.891662	33043__A0A174H1Y6__ERS852575_02698
ERR1913285.891906__1.891906	818__R7KV41__Btheta7330_04616
ERR1913285.891932__1.891932	853__A0A174BZY1__xerD_1
ERR1913285.891993__1.891993	165179__A0A3E5EDV6__DXC61_03365
ERR1913285.891995__1.891995	165179__D1PDG7__DXB80_11180
ERR1913285.892228__1.892228	165179__R6BPK1__DXB80_04445
ERR1913285.892290__1.892290	1262803__R6PNM6__BN649_02050
ERR1913285.892335__1.892335	46503__R6X8R7__PARMER_00141
ERR1913285.892418__1.892418	820__I9TWZ7__DXC80_10550
ERR1913285.892505__1.892505	39491__A0A395UWZ1__DXC13_02175
ERR1913285.892643__1.892643	28052__A0A174KGM3__ERS852451_01819
ERR1913285.892742__1.892742	239935__A0A2N8HT44__CXT84_11035
ERR1913285.892817__1.892817	47678__R5U878__ERS852494_03300
ERR1913285.892959__1.892959	165179__D1P9T6__PREVCOP_04016
ERR1913285.892974__1.892974	1262803__R6NKZ1__BN649_00281
ERR1913285.893209__1.893209	165179__A0A3E5E2S3__DXB80_03455
ERR1913285.893137__1.893137	47678__R5UZM4__DW706_15680
ERR1913285.893653__1.893653	39492__D4JWP8__EUBSIR_00699
ERR1913285.893629__1.893629	853__A0A174CVG7__CGS58_09335
ERR1913285.893690__1.893690	820__A7UYX8__DXD40_11635
ERR1913285.893738__1.893738	328814__GCA_004558275.1_01002
ERR1913285.893984__1.893984	165179__D1PDT3__PREVCOP_05375
ERR1913285.894070__1.894070	165179__A0A3E5DZD8__DXB80_09150
ERR1913285.894328__1.894328	165179__A0A3E5EA83__DXC61_07750
ERR1913285.894433__1.894433	39491__A0A395V0H3__ERS852417_01192
ERR1913285.894463__1.894463	39485__A0A174Z851__cdaR_1
ERR1913285.894524__1.894524	165179__A0A229I4J4__proA
ERR1913285.894714__1.894714	239935__A0A2N8ITX2__CXT86_11265
ERR1913285.894900__1.894900	165179__D1PCT4__DXB80_09470
ERR1913285.895033__1.895033	357276__I8WEY2__ABI39_04185
ERR1913285.895190__1.895190	100886__E2NRI8__ERS852383_05979
ERR1913285.895228__1.895228	165179__R6BQP4__DXC61_02015
ERR1913285.895285__1.895285	39491__A0A395UZZ5__htpG_1
ERR1913285.895289__1.895289	853__A0A173XRA8__CGS56_09290
ERR1913285.895423__1.895423	39491__A0A395V1R3__T1815_08181
ERR1913285.895527__1.895527	394340__obg
ERR1913285.895807__1.895807	33043__D5HI09__ERS852575_02656
ERR1913285.896135__1.896135	33043__A0A174CLG4__hemA
ERR1913285.896217__1.896217	165179__D1PFV4__PREVCOP_06112
ERR1913285.896183__1.896183	33043__A0A173X520__ERS852575_01617
ERR1913285.896250__1.896250	39491__A0A396FFW0__ERE_10580
ERR1913285.896562__1.896562	165179__A0A3E5DV57__DXB80_11400
ERR1913285.896605__1.896605	820__A0A3E4W6P0__gmhA
ERR1913285.896688__1.896688	33043__D5HI39__baeS_1
ERR1913285.896689__1.896689	40518__R5DU38__DXD83_06770
ERR1913285.896712__1.896712	1308__A0A2X3UXQ1__CG712_00985
ERR1913285.896772__1.896772	165179__A0A3E5DV57__DXB80_11400
ERR1913285.896853__1.896853	165179__A0A174UI01__DXB80_12165
ERR1913285.896929__1.896929	39492__B0MM84__lgt
ERR1913285.896956__1.896956	853__A0A174CVG7__CGS58_09335
ERR1913285.897021__1.897021	39488__A0A285PMW6__ERS852450_00808
ERR1913285.897036__1.897036	39492__D4JWL2__ERS852540_01201
ERR1913285.897047__1.897047	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913285.897400__1.897400	165179__D1PES9__DXB80_11585
ERR1913285.897615__1.897615	1262882__R5MND9__BN519_00831
ERR1913285.897556__1.897556	39491__A0A396FF66__DXD95_01810
ERR1913285.897652__1.897652	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913285.897685__1.897685	39491__A0A396FMF1__EUR_28700
ERR1913285.897717__1.897717	884684__GCA_002892425.1_01408
ERR1913285.897902__1.897902	818__A0A0N7IAV7__ERS852557_04536
ERR1913285.897923__1.897923	39491__A0A396FRE7__EUR_27520
ERR1913285.897976__1.897976	40520__A5ZRI6__DXC87_12175
ERR1913285.898209__1.898209	39485__R6AET9__EUBELI_01205
ERR1913285.898240__1.898240	28052__A0A174KUL2__phoR_1
ERR1913285.898270__1.898270	1263109__GCA_000438135.1_00076
ERR1913285.898303__1.898303	1262911__R6GSH8__BN557_00939
ERR1913285.898374__1.898374	165179__A0A3E5EDV6__DXC61_03365
