ERR1913236.229__1.229	357276__B6W1Y1__BSEG_03960
ERR1913236.1776288__1.1776288	820__A0A139K4T0__ERS852510_03146
ERR1913236.1776311__1.1776311	357276__B6VYT9__HMPREF1063_05030
ERR1913236.1776481__1.1776481	357276__A0A0P0M2G3__BACDOR_03913
ERR1913236.1776541__1.1776541	40520__A0A174RXS7__ERS852394_03137
ERR1913236.1776621__1.1776621	204516__U6REI9__HMPREF1534_02357
ERR1913236.1776632__1.1776632	394340__gatB
ERR1913236.1776684__1.1776684	820__A0A174FUF0__HMPREF1073_03308
ERR1913236.1776705__1.1776705	820__A0A174QLF0__SAMN05444418_109151
ERR1913236.1776770__1.1776770	1099853__G9S6U1__NSB1T_01770
ERR1913236.1776812__1.1776812	820__A0A174GK47__ERS852421_00200
ERR1913236.1776944__1.1776944	1263044__GCA_000433375.1_01152
ERR1913236.1776973__1.1776973	435637__GeneID:5075980
ERR1913236.1776958__1.1776958	820__A7VAR9__ERS852421_00197
ERR1913236.1777020__1.1777020	410072__C0B9G6__ERS852481_03113
ERR1913236.1777028__1.1777028	39491__A0A2U2EK03__ERE_28780
ERR1913236.1777038__1.1777038	360807__A0A173XR05__RIL183_10401
ERR1913236.1777147__1.1777147	820__A0A174GK47__ERS852421_00200
ERR1913236.1777133__1.1777133	821__E5UY21__C800_02204
ERR1913236.1777191__1.1777191	820__A0A3E5E0T0__ERS852554_00312
ERR1913236.1777161__1.1777161	357276__I9F327__DXD47_22495
ERR1913236.1777254__1.1777254	214856__R6Z5D0__resA_4
ERR1913236.1777255__1.1777255	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913236.1777333__1.1777333	1653434__A0A150Y9M8__DWV46_13340
ERR1913236.1777383__1.1777383	1263107__GCA_000436995.1_00226
ERR1913236.1777468__1.1777468	1263107__GCA_000436995.1_00249
ERR1913236.1777584__1.1777584	820__A0A139K1Y6__DXB48_02610
ERR1913236.1777651__1.1777651	1150298__A0A174EBT8__ERS852406_01739
ERR1913236.1777786__1.1777786	821__A0A0P0M6M0__M097_4734
ERR1913236.1777740__1.1777740	820__A0A1Q6IDS8__chtA
ERR1913236.1777747__1.1777747	1263044__GCA_000433375.1_00653
ERR1913236.1777813__1.1777813	28117__B0MWZ9__ALIPUT_01735
ERR1913236.1778014__1.1778014	1318__A0A359YHH6__TZ97_00107
ERR1913236.1778064__1.1778064	166486__D4KWX0__ERS852572_01785
ERR1913236.1778096__1.1778096	291644__I9HP97__HMPREF1532_00061
ERR1913236.1778152__1.1778152	820__A0A174KKV6__DXC07_02635
ERR1913236.1778393__1.1778393	410072__A0A173XU61__ykvU
ERR1913236.1778460__1.1778460	40518__R5DU92__DXD93_03170
ERR1913236.1778419__1.1778419	360807__C0FPW0__ROSEINA2194_00763
ERR1913236.1778447__1.1778447	214856__R6XKT4__ERS852559_01719
ERR1913236.1778781__1.1778781	820__A0A3E4W4Y7__B5G17_02055
ERR1913236.1778843__1.1778843	1308__Q56S46__AMD33_01255
ERR1913236.1779131__1.1779131	820__A0A174CK74__DXB48_07060
ERR1913236.1779188__1.1779188	394340__queF
ERR1913236.1779189__1.1779189	820__A7V780__adaA_3
ERR1913236.1779282__1.1779282	357276__I9RAC4__BSEG_00561
ERR1913236.1779294__1.1779294	33025__A0A395JD47__C8D73_101260
ERR1913236.1779515__1.1779515	820__A0A173WUD7__DXB48_08055
ERR1913236.1779575__1.1779575	166486__D4KRN9__ERS852572_01822
ERR1913236.1779641__1.1779641	1263044__GCA_000433375.1_00652
ERR1913236.1779820__1.1779820	40518__R5DZB3__RB5AMG_01719
ERR1913236.1780024__1.1780024	487175__R5EEQ9__HMPREF9439_02786
ERR1913236.1780067__1.1780067	674529__A0A174PUY5__SAMN05444400_103201
ERR1913236.1780097__1.1780097	214856__A0A173ZUI6__ERS852447_00955
ERR1913236.1780104__1.1780104	360807__A0A173XR05__RIL183_10401
ERR1913236.1780167__1.1780167	1735__B7CE22__EUBIFOR_02457
ERR1913236.1780203__1.1780203	820__R9I3N4__M093_0061
ERR1913236.1780277__1.1780277	39492__D4JUR4__ERS852540_01427
ERR1913236.1780324__1.1780324	853__A0A174BZY1__xerD_1
ERR1913236.1780351__1.1780351	40518__R5E1X3__clcA
ERR1913236.1780595__1.1780595	552398__F4XHD7__HMPREF0866_03041
ERR1913236.1780599__1.1780599	850__C3WAN9__C4N19_06110
ERR1913236.1780631__1.1780631	166486__D4KXA6__ROSINTL182_05897
ERR1913236.1780722__1.1780722	28118__F9Z6B5__SAMEA44545918_01808
ERR1913236.1780712__1.1780712	552398__F4XEV0__HMPREF0866_02122
ERR1913236.1780744__1.1780744	40518__R5DVL2__penA
ERR1913236.1780958__1.1780958	487174__K0X4F7__DDY40_08055
ERR1913236.1780974__1.1780974	28117__B0MXI8__BHV66_08505
ERR1913236.1781031__1.1781031	823__A0A3E4P9U5__ERS852380_02719
ERR1913236.1781014__1.1781014	1304__J7T755__RSSL_02099
ERR1913236.1781017__1.1781017	410072__A0A3E4GNK4__COPCOM_02769
ERR1913236.1781115__1.1781115	246787__A0A0P0GCR8__xynD_3
ERR1913236.1781209__1.1781209	820__A0A3E4W084__BACUNI_04042
ERR1913236.1781302__1.1781302	28117__B0MXG8__ALIPUT_01814
ERR1913236.1781308__1.1781308	40518__R5E6K4__RB5AMG_02070
ERR1913236.1781367__1.1781367	820__A0A174M9V5__M093_0237
ERR1913236.1781413__1.1781413	2108523__A0A2P2F819__LAWASA_2157
ERR1913236.1781467__1.1781467	204516__U6RPN2__HMPREF1534_00368
ERR1913236.1781507__1.1781507	214856__R6XUN2__rcsC_1
ERR1913236.1781584__1.1781584	384638__B7APN3__BACPEC_00639
ERR1913236.1781561__1.1781561	823__A0A174VHT1__DHP27_04775
ERR1913236.1781635__1.1781635	1303__A0A139PPJ9__ribF
ERR1913236.1781672__1.1781672	33039__A0A173U4W1__ERS852502_00464
ERR1913236.1781743__1.1781743	820__A0A174EV88__HMPREF1072_01427
ERR1913236.1781838__1.1781838	166486__D4KWZ7__cph2_5
ERR1913236.1781853__1.1781853	40518__R5DR39__mreB_2
ERR1913236.1781861__1.1781861	46503__R6WSB3__DCY29_07745
ERR1913236.1781817__1.1781817	821__A0A3E4HP25__SAMN04487923_102450
ERR1913236.1781820__1.1781820	39485__C4Z1S0__ERS852492_00886
ERR1913236.1781895__1.1781895	166486__D4KVZ2__cbiT
ERR1913236.1781923__1.1781923	626929__F3PER9__HMPREF9445_00479
ERR1913236.1781944__1.1781944	820__A0A374Q351__DXD40_05850
ERR1913236.1781950__1.1781950	853__A0A173YYY4__DWZ04_09420
ERR1913236.1782044__1.1782044	39491__A0A395UVM9__DXB76_04540
ERR1913236.1782139__1.1782139	39491__A0A395ZEI6__ERE_07950
ERR1913236.1782142__1.1782142	39491__A0A395UVM9__DXB76_04540
ERR1913236.1782146__1.1782146	47678__R5U978__ERS852558_01076
ERR1913236.1782157__1.1782157	820__A0A139KHX1__HMPREF2141_00289
ERR1913236.1782226__1.1782226	820__A0A173YYG4__evgS_3
ERR1913236.1782233__1.1782233	1263044__GCA_000433375.1_00653
ERR1913236.1782394__1.1782394	204516__U6RFB2__HMPREF1534_01733
ERR1913236.1782362__1.1782362	410072__C0BBP9__ERS852525_00825
ERR1913236.1782422__1.1782422	1304__A0A0Y1V0J7__CQA85_06265
ERR1913236.1782736__1.1782736	674529__R6UY37__SAMN05444400_12650
ERR1913236.1782898__1.1782898	360807__A0A173UZ94__ssuC_2
ERR1913236.1782872__1.1782872	214856__A0A174H6R3__ERS852447_02809
ERR1913236.1782902__1.1782902	820__R9I2U8__DXC68_09590
ERR1913236.1782970__1.1782970	1318__A0A380L8D7__HMPREF9626_0877
ERR1913236.1783061__1.1783061	28118__F9Z667__NCTC10826_00403
ERR1913236.1783123__1.1783123	39491__A0A395ZDC6__addB
ERR1913236.1783288__1.1783288	214856__A0A175A1E6__ERS852447_01907
ERR1913236.1783436__1.1783436	214856__A0A173ZQB9__ERS852559_00006
ERR1913236.1783461__1.1783461	820__A0A3E4PYB0__yejM
ERR1913236.1783643__1.1783643	40518__R5DRG6__ylbJ
ERR1913236.1783686__1.1783686	820__A0A078STJ8__DXC68_04690
ERR1913236.1783760__1.1783760	40518__R5DRG6__ylbJ
ERR1913236.1783869__1.1783869	360807__A0A396AIC7__ERS852392_01627
ERR1913236.1783912__1.1783912	821__A0A174V2F3__NCTC10583_01474
ERR1913236.1783920__1.1783920	40518__R5DME2__DXD86_07315
ERR1913236.1783945__1.1783945	820__A0A174VD39__DXD90_12235
ERR1913236.1784072__1.1784072	820__A0A374Q854__HMPREF1073_03281
ERR1913236.1784112__1.1784112	671267__R9IB12__C802_00696
ERR1913236.1784113__1.1784113	823__A0A173UDF6__CEQ22_003270
ERR1913236.1784116__1.1784116	626929__F3PKM1__B5F24_11225
ERR1913236.1784211__1.1784211	214856__A0A173YXX1__ERS852559_01651
ERR1913236.1784195__1.1784195	204516__U6R9H3__HMPREF1534_03348
ERR1913236.1784197__1.1784197	74426__rpoC
ERR1913236.1784268__1.1784268	821__A0A396F598__CUU_3259
ERR1913236.1784313__1.1784313	410072__A0A174BWR4__ERS852389_00309
ERR1913236.1784443__1.1784443	357276__I9R994__BACDOR_04044
ERR1913236.1784435__1.1784435	823__A0A355XLQ9__DXC05_02185
ERR1913236.1784485__1.1784485	820__A0A174A6K0__M093_0079
ERR1913236.1784565__1.1784565	820__A0A174NUS8__DXC80_12885
ERR1913236.1784663__1.1784663	2108523__A0A2P2F3I3__LAWASA_548
ERR1913236.1784692__1.1784692	214856__A0A173YE57__ERS852559_00126
ERR1913236.1784722__1.1784722	360807__A0A396ADM2__ERS852392_02872
ERR1913236.1784766__1.1784766	39485__A0A174YSU1__ERS852492_00576
ERR1913236.1784797__1.1784797	39491__A0A395ZHW9__DXC13_02590
ERR1913236.1784822__1.1784822	818__R9HBA6__HMPREF2534_04317
ERR1913236.1784824__1.1784824	820__R7E9Z4__DXC68_06065
ERR1913236.1784924__1.1784924	820__R7E9Z4__DXC68_06065
ERR1913236.1785076__1.1785076	204516__U6RH18__HMPREF1534_01847
ERR1913236.1784949__1.1784949	823__A6LHK0__M090_1297
ERR1913236.1785236__1.1785236	338188__C9KS73__BACFIN_05154
ERR1913236.1785267__1.1785267	820__A0A174DZ97__SAMN05444418_101240
ERR1913236.1785393__1.1785393	371601__D6D4G5__DXD80_16235
ERR1913236.1785373__1.1785373	820__A0A3E4RU03__M093_0563
ERR1913236.1785375__1.1785375	1628085__A0A1C5YNW1__C7386_101221
ERR1913236.1785365__1.1785365	40518__R5DZU5__RBL263_00458
ERR1913236.1785442__1.1785442	1550024__G9RPS1__TQ39_05000
ERR1913236.1785448__1.1785448	820__A0A173WUD7__DXB48_08055
ERR1913236.1785564__1.1785564	1735__B7CDL6__EUBIFOR_02299
ERR1913236.1785575__1.1785575	40518__R5E2F3__artQ
ERR1913236.1785650__1.1785650	821__A0A396F9T7__M097_3427
ERR1913236.1785652__1.1785652	820__A7UYX8__DXD40_11635
ERR1913236.1785656__1.1785656	246787__R6KM92__AA416_01456
ERR1913236.1785726__1.1785726	39491__A0A395UZ82__EUR_31520
ERR1913236.1785757__1.1785757	40518__A0A2N0UUY0__DXD83_02620
ERR1913236.1785791__1.1785791	102148__E7MMA6__HMPREF9430_00645
ERR1913236.1785827__1.1785827	410072__C0B8H9__ERS852481_01810
ERR1913236.1785882__1.1785882	40518__R5DYT8__mscS
ERR1913236.1785871__1.1785871	33025__A0A395JA92__C8D73_108100
ERR1913236.1785899__1.1785899	853__A0A173T8T3__DW882_06555
ERR1913236.1785910__1.1785910	820__I9TWZ7__DXC80_10550
ERR1913236.1786012__1.1786012	40520__R7DCR4__DXB81_00490
ERR1913236.1786101__1.1786101	166486__A0A173VSA0__ROSINTL182_06124
ERR1913236.1786289__1.1786289	39488__C0EY05__EUBHAL_02306
ERR1913236.1786465__1.1786465	47678__R5U2B3__ERS852558_04029
ERR1913236.1786444__1.1786444	40518__R5DVL2__penA
ERR1913236.1786447__1.1786447	204516__U6RFU0__HMPREF1534_02545
ERR1913236.1786911__1.1786911	1263044__GCA_000433375.1_00655
ERR1913236.1786939__1.1786939	39491__A0A395V0H6__ERS852580_02570
ERR1913236.1786962__1.1786962	823__A0A174JYU9__DER51_02115
ERR1913236.1786977__1.1786977	39488__A0A285PUH7__ERS852450_00520
ERR1913236.1787013__1.1787013	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913236.1787128__1.1787128	46503__R6WWC9__PARMER_03215
ERR1913236.1787155__1.1787155	1262948__R7EGZ0__BN671_00075
ERR1913236.1787252__1.1787252	1150298__A0A174BE63__ERS852406_01048
ERR1913236.1787318__1.1787318	823__D0TGE9__ERS852429_03294
ERR1913236.1787324__1.1787324	626929__R6L473__HMPREF9445_00229
ERR1913236.1787342__1.1787342	47678__R5UES3__CGC64_00760
ERR1913236.1787347__1.1787347	1263044__GCA_000433375.1_03282
ERR1913236.1787360__1.1787360	40518__R5DUG7__sbcC
ERR1913236.1787385__1.1787385	674529__A0A174K7S1__DXB21_05915
ERR1913236.1787399__1.1787399	820__A0A078S4C2__ERS417307_00828
ERR1913236.1787433__1.1787433	166486__D4KX00__ROSINTL182_07577
ERR1913236.1787451__1.1787451	626930__F3PSV3__HMPREF9446_01815
ERR1913236.1787511__1.1787511	820__A0A374QGD2__ERS852421_02382
ERR1913236.1787499__1.1787499	40518__R5E282__DXD86_08940
ERR1913236.1787569__1.1787569	1262986__R6AAL4__BN492_00774
ERR1913236.1787577__1.1787577	214856__A0A174FWM7__ERS852559_00590
ERR1913236.1787736__1.1787736	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913236.1787740__1.1787740	40518__A0A1C6H844__DXD93_02510
ERR1913236.1787872__1.1787872	410072__C0B9A1__COPCOM_01727
ERR1913236.1787985__1.1787985	626929__R6L3U9__B5F97_00045
ERR1913236.1788076__1.1788076	33039__R6P9Z4__ERS852502_00114
ERR1913236.1788136__1.1788136	40518__R5DQD6__DXD83_09060
ERR1913236.1788171__1.1788171	357276__I9F327__DXD47_22495
ERR1913236.1788259__1.1788259	39491__C4Z9K7__EUBREC_0050
ERR1913236.1788283__1.1788283	214856__A0A175A1E9__ERS852559_02611
ERR1913236.1788329__1.1788329	626929__F3PE25__B5F97_01770
ERR1913236.1788341__1.1788341	39491__A0A395UWA3__DXB69_11805
ERR1913236.1788374__1.1788374	820__A0A173W419__DXC68_17760
ERR1913236.1788431__1.1788431	357276__D1K3K9__EL88_23995
ERR1913236.1788669__1.1788669	214856__R6XQX8__ERS852559_02550
ERR1913236.1788709__1.1788709	823__A0A355XJT5__ERS852429_03504
ERR1913236.1788693__1.1788693	40518__R5DUJ5__DXD83_01635
ERR1913236.1788816__1.1788816	821__A0A174MBW9__SAMN04487923_10272
ERR1913236.1788817__1.1788817	344021__GeneID:3707741
ERR1913236.1788955__1.1788955	28117__B0MXX3__BHV66_07695
ERR1913236.1788959__1.1788959	1262992__R5DDW9__BN795_00572
ERR1913236.1788963__1.1788963	487174__K0X522__DDY40_12660
ERR1913236.1788967__1.1788967	166486__D4L402__ROSINTL182_05182
ERR1913236.1789124__1.1789124	166486__A0A173VTG0__ROSINTL182_06283
ERR1913236.1789246__1.1789246	818__A0A1H7TGM1__BJP75_010615
ERR1913236.1789354__1.1789354	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913236.1789326__1.1789326	310298__B3JH49__BACCOP_01205
ERR1913236.1789377__1.1789377	246787__I8V2S2__BACCELL_02524
ERR1913236.1789395__1.1789395	40520__A0A3E5EH57__ERS852533_00253
ERR1913236.1789401__1.1789401	820__R9I3N4__M093_0061
ERR1913236.1789424__1.1789424	33025__A0A395J973__C8D73_11010
ERR1913236.1789431__1.1789431	338188__A0A174ADC5__HMPREF1057_02306
ERR1913236.1789482__1.1789482	881953__GeneID:10358966
ERR1913236.1789693__1.1789693	552398__F4XHL2__HMPREF0866_03116
ERR1913236.1789739__1.1789739	28117__B0MU57__ALIPUT_00175
ERR1913236.1789747__1.1789747	166486__D4L2T9__lytM
ERR1913236.1789834__1.1789834	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913236.1789837__1.1789837	1262992__R5CY96__BN795_00067
ERR1913236.1789877__1.1789877	1263107__GCA_000436995.1_00254
ERR1913236.1789886__1.1789886	166486__D4L1P3__ERS852572_00760
ERR1913236.1789909__1.1789909	39491__D4JIB6__ERS852417_01685
ERR1913236.1790014__1.1790014	820__A0A174FUG6__DXC91_11265
ERR1913236.1790034__1.1790034	28118__F9Z410__NCTC10826_01196
ERR1913236.1790095__1.1790095	33039__A0A173RPT9__ERS852502_02389
ERR1913236.1790177__1.1790177	823__A0A078TL61__ERS852429_00610
ERR1913236.1790283__1.1790283	820__A0A174F696__macB_13
ERR1913236.1790328__1.1790328	204516__U6RDD8__HMPREF1534_02559
ERR1913236.1790397__1.1790397	74426__thrZ
ERR1913236.1790498__1.1790498	820__A0A173WUD7__DXB48_08055
ERR1913236.1790633__1.1790633	820__A0A174TRB5__DXD40_11305
ERR1913236.1790636__1.1790636	204516__U6RFV1__HMPREF1534_02560
ERR1913236.1790674__1.1790674	166486__D4L346__ROSINTL182_06263
ERR1913236.1790756__1.1790756	674529__R6V7P0__SAMN05444400_102331
ERR1913236.1790813__1.1790813	544645__A0A3E4T962__DXC42_08310
ERR1913236.1790926__1.1790926	39491__A0A395ZF49__DXB69_05290
ERR1913236.1790962__1.1790962	40518__R5E6N4__DXD93_01325
ERR1913236.1791116__1.1791116	39491__A0A396FMF1__EUR_28700
ERR1913236.1791145__1.1791145	1150298__R7JU23__ERS852498_02342
ERR1913236.1791194__1.1791194	371601__A0A139LNM1__SAMN05216250_15312
ERR1913236.1791236__1.1791236	821__A0A396F9T7__M097_3427
ERR1913236.1791331__1.1791331	33025__A0A395JHD9__C8D73_101774
ERR1913236.1791353__1.1791353	820__A0A173YYG4__evgS_3
ERR1913236.1791649__1.1791649	166486__D4KZ45__ROSINTL182_05738
ERR1913236.1791697__1.1791697	338188__C9L213__ERS852397_00630
ERR1913236.1791788__1.1791788	1263044__GCA_000433375.1_01441
ERR1913236.1791961__1.1791961	820__A0A396EUU8__luxQ_3
ERR1913236.1791964__1.1791964	1262986__R6ANN9__BN492_01105
ERR1913236.1791981__1.1791981	818__A0A139KMC9__C799_02694
ERR1913236.1792004__1.1792004	246787__I8V2S2__BACCELL_02524
ERR1913236.1792097__1.1792097	881953__GeneID:10358865
ERR1913236.1792119__1.1792119	360807__A0A396AIL7__RIL183_26291
ERR1913236.1792214__1.1792214	344022__GeneID:3837332
ERR1913236.1792305__1.1792305	1262986__R5ZZY1__BN492_00394
ERR1913236.1792394__1.1792394	39491__A0A395V464__EUBREC_1509
ERR1913236.1792424__1.1792424	39485__C4Z1W5__ERS852492_01530
ERR1913236.1792463__1.1792463	1263107__GCA_000436995.1_00255
ERR1913236.1792519__1.1792519	821__A0A174V2F3__NCTC10583_01474
ERR1913236.1792577__1.1792577	39491__A0A395UYA6__EUBREC_0408
ERR1913236.1792655__1.1792655	881953__GeneID:10358865
ERR1913236.1792706__1.1792706	626929__R6MDM3__B5F24_06470
ERR1913236.1792888__1.1792888	1720294__A0A3E3IA46__DWY69_27750
ERR1913236.1792927__1.1792927	360807__A0A173XR05__RIL183_10401
ERR1913236.1792898__1.1792898	820__A0A1T4IYF4__mprA_1
ERR1913236.1793082__1.1793082	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913236.1793242__1.1793242	820__A0A139K024__B5G17_02060
ERR1913236.1793319__1.1793319	39491__A0A173VD97__DXB69_07350
ERR1913236.1793445__1.1793445	39491__A0A174K265__DXB76_05915
ERR1913236.1793570__1.1793570	821__A0A3E4XY72__NCTC10583_01067
ERR1913236.1793575__1.1793575	460384__A0A1I0GW27__SAMN05216313_11380
ERR1913236.1793763__1.1793763	487174__K0X2Q8__DDY40_04590
ERR1913236.1793819__1.1793819	820__A0A173YYG4__evgS_3
ERR1913236.1793872__1.1793872	28117__B0MXG8__ALIPUT_01814
ERR1913236.1794012__1.1794012	214856__A0A174FSW2__ERS852447_02420
ERR1913236.1794030__1.1794030	39488__C0EUG1__DXD91_05025
ERR1913236.1794054__1.1794054	820__R9HP61__DXC91_01090
ERR1913236.1794066__1.1794066	674529__R6VF01__DXB21_13480
ERR1913236.1794204__1.1794204	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913236.1794329__1.1794329	357276__B6W1J2__BACDOR_03380
ERR1913236.1794347__1.1794347	626929__R6L6C2__B5F97_02175
ERR1913236.1794394__1.1794394	204516__U6R9H3__HMPREF1534_03348
ERR1913236.1794410__1.1794410	214856__R6Y8K1__ERS852447_02509
ERR1913236.1794432__1.1794432	820__A0A3E4G493__ERS417307_00253
ERR1913236.1794475__1.1794475	821__A0A396F9T7__M097_3427
ERR1913236.1794480__1.1794480	33039__D4M5J1__spoIIIAE_2
ERR1913236.1794497__1.1794497	820__A0A1Q6IDS8__chtA
ERR1913236.1794572__1.1794572	214856__A0A174H6R3__ERS852447_02809
ERR1913236.1794576__1.1794576	1735__B7CE12__EUBIFOR_02447
ERR1913236.1794800__1.1794800	823__D0TCC2__HMPREF1075_01590
ERR1913236.1794869__1.1794869	40520__A0A174IER6__ywaD
ERR1913236.1794907__1.1794907	820__A0A374MMF0__HMPREF1073_03811
ERR1913236.1795114__1.1795114	216816__D6DAZ0__DXD28_02040
ERR1913236.1795166__1.1795166	674529__R6UXP9__SAMN05444400_11577
ERR1913236.1795192__1.1795192	33039__D4LZZ3__psf-1
ERR1913236.1795225__1.1795225	40518__A0A2N0UUY0__DXD83_02620
ERR1913236.1795364__1.1795364	410072__A0A174ASR3__DXD67_15560
ERR1913236.1795395__1.1795395	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913236.1795403__1.1795403	344022__GeneID:3837296
ERR1913236.1795436__1.1795436	40518__R5E6K4__RB5AMG_02070
ERR1913236.1795441__1.1795441	649756__L1QBG9__ERS852520_01392
ERR1913236.1795523__1.1795523	338188__A0A174GX93__BACFIN_07818
ERR1913236.1795662__1.1795662	357276__A0A076ISJ4__B5F95_19420
ERR1913236.1795666__1.1795666	28116__C3QZB5__M088_3811
ERR1913236.1795702__1.1795702	820__A0A3E4G826__C801_01612
ERR1913236.1795818__1.1795818	40518__R5E2Z2__DXD93_09295
ERR1913236.1795852__1.1795852	820__A0A374Q351__DXD40_05850
ERR1913236.1795956__1.1795956	820__A0A173WUD7__DXB48_08055
ERR1913236.1795964__1.1795964	204516__U6R8I1__HMPREF1534_03341
ERR1913236.1796019__1.1796019	166486__R6AY46__ROSINTL182_06128
ERR1913236.1796150__1.1796150	1735__B7CDP2__carA
ERR1913236.1796197__1.1796197	166486__D4L273__ERS852572_01638
ERR1913236.1796216__1.1796216	46503__R6Y901__HMPREF1060_01754
ERR1913236.1796266__1.1796266	1262746__R5SS80__BN750_02125
ERR1913236.1796287__1.1796287	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913236.1796332__1.1796332	821__A0A395UNT8__DXD64_15275
ERR1913236.1796475__1.1796475	1965639__A0A1Y3XML7__B5G03_12130
ERR1913236.1796488__1.1796488	40520__A0A395XDY5__ERS852394_00913
ERR1913236.1796542__1.1796542	1304__A0A0F3HJ73__RSSL_01900
ERR1913236.1796574__1.1796574	35833__E5Y1H2__HMPREF0179_00031
ERR1913236.1796631__1.1796631	39491__A0A395V5R3__EUBREC_1883
ERR1913236.1796711__1.1796711	881953__GeneID:10358948
ERR1913236.1796712__1.1796712	344022__GeneID:3837332
ERR1913236.1796802__1.1796802	40518__R5DTW7__phoU
ERR1913236.1796861__1.1796861	821__A0A3E4WAR6__DXD64_10735
ERR1913236.1796937__1.1796937	28118__F9ZCN9__DHW44_07820
ERR1913236.1796974__1.1796974	820__A0A174A6K0__M093_0079
ERR1913236.1796998__1.1796998	344022__GeneID:3837332
ERR1913236.1797005__1.1797005	884684__GCA_002892425.1_01408
ERR1913236.1797134__1.1797134	39491__A0A395ZEN3__DXD95_12655
ERR1913236.1797202__1.1797202	1550024__G9RT62__ASJ35_10800
ERR1913236.1797179__1.1797179	371601__I9ABE6__BN890_20100
ERR1913236.1797286__1.1797286	39491__A0A395ZG74__licR
ERR1913236.1797549__1.1797549	28117__B0MUY3__BHV66_00515
ERR1913236.1797768__1.1797768	1304__Q55242__V471_04485
ERR1913236.1797781__1.1797781	39491__D4JMW8__ERS852497_01971
ERR1913236.1797818__1.1797818	881953__GeneID:10358920
ERR1913236.1797853__1.1797853	214856__R6XKT4__ERS852559_01719
ERR1913236.1797919__1.1797919	360807__A0A0M6WAF4__ERS852392_02663
ERR1913236.1798013__1.1798013	820__A0A173YYG4__evgS_3
ERR1913236.1798030__1.1798030	821__A0A0P0M3U7__DXB90_14325
ERR1913236.1798046__1.1798046	166486__D4KWN4__ERS852572_01865
ERR1913236.1798101__1.1798101	820__A0A139JV05__B5G17_18125
ERR1913236.1798137__1.1798137	850__C3W9X3__DXB84_00760
ERR1913236.1798421__1.1798421	1262783__R6D5H4__BN558_00559
ERR1913236.1798491__1.1798491	214856__A0A173ZPR4__ERS852447_00928
ERR1913236.1798627__1.1798627	562__A0A377AAV3__CDL32_10800
ERR1913236.1798660__1.1798660	671266__GCA_004801615.1_01637
ERR1913236.1798681__1.1798681	820__A0A396EUU8__luxQ_3
ERR1913236.1798726__1.1798726	1263044__GCA_000433375.1_01728
ERR1913236.1798838__1.1798838	40520__R7D7W1__DXB81_08070
ERR1913236.1798906__1.1798906	820__A0A1Q6IDS8__chtA
ERR1913236.1799008__1.1799008	564886__GeneID:6973115
ERR1913236.1799052__1.1799052	1303__A0A0F2DGS0__A4222_03605
ERR1913236.1799058__1.1799058	626929__R6MB88__B5F97_05310
ERR1913236.1799150__1.1799150	40518__R5DZ88__DXD93_06320
ERR1913236.1799251__1.1799251	1304__J7TNT8__AWB63_08895
ERR1913236.1799262__1.1799262	204516__U6RFU0__HMPREF1534_02545
ERR1913236.1799308__1.1799308	33039__D4M398__ERS852530_00575
ERR1913236.1799328__1.1799328	338188__A0A174K6G7__ERS852397_03397
ERR1913236.1799347__1.1799347	820__A7V470__HMPREF1072_02076
ERR1913236.1799353__1.1799353	214856__A0A173ZQB9__ERS852559_00006
ERR1913236.1799405__1.1799405	46503__R6WRM8__HMPREF1060_03046
ERR1913236.1799416__1.1799416	853__A0A174C5M1__CGS58_04460
ERR1913236.1799478__1.1799478	204516__U6RR05__HMPREF1534_00736
ERR1913236.1799483__1.1799483	166486__D4KX18__ROSINTL182_07596
ERR1913236.1799434__1.1799434	820__A0A374Q351__DXD40_05850
ERR1913236.1799508__1.1799508	820__E5VA63__DXC80_01025
ERR1913236.1799523__1.1799523	338188__K5CC46__BACFIN_04779
ERR1913236.1799563__1.1799563	1304__T0SYC6__TZ98_01429
ERR1913236.1799537__1.1799537	28116__A0A1Y4Q112__evgS_13
ERR1913236.1799550__1.1799550	214856__A0A173ZSA1__cnrH_1
ERR1913236.1799777__1.1799777	1262783__R6CJ17__BN558_00922
ERR1913236.1799857__1.1799857	338188__K5CPU8__BACFIN_06494
ERR1913236.1799899__1.1799899	39491__A0A395V297__EUR_01010
ERR1913236.1799944__1.1799944	649756__A0A173S1U5__DCR88_06920
ERR1913236.1799978__1.1799978	53443__A0A173UWW8__RUMHYD_03252
ERR1913236.1799970__1.1799970	360807__C0FVL1__ERS852392_00394
ERR1913236.1800008__1.1800008	674529__A0A174I0V6__DXB21_05415
ERR1913236.1800296__1.1800296	821__C6Z451__BHV80_04265
ERR1913236.1800351__1.1800351	338188__R6S8N0__BACFIN_06127
ERR1913236.1800388__1.1800388	1735__B7CBR4__EUBIFOR_01639
ERR1913236.1800509__1.1800509	820__A0A174TRB5__DXD40_11305
