ERR1913287.193__1.193	39492__D4JUJ6__ssuB_2
ERR1913287.691610__1.691610	39491__A0A396FFW0__ERE_10580
ERR1913287.691731__1.691731	239935__A0A2N8HPS5__Amuc_0950
ERR1913287.691744__1.691744	165179__A0A3E5E8M8__DXB80_11580
ERR1913287.691983__1.691983	39491__A0A173RA59__EUR_24800
ERR1913287.692124__1.692124	165179__A0A3E5DV57__DXB80_11400
ERR1913287.692134__1.692134	39492__D4MMN2__EUBSIR_00964
ERR1913287.692210__1.692210	1262743__R5CD45__BN727_02375
ERR1913287.692350__1.692350	165179__A0A174SA26__PREVCOP_05758
ERR1913287.692427__1.692427	360807__C0FVL6__ERS852444_00333
ERR1913287.692524__1.692524	2293125__A0A374CA90__DW917_07695
ERR1913287.692684__1.692684	39492__D4JR08__ERS852540_02467
ERR1913287.692702__1.692702	487174__K0X455__HMPREF9448_00399
ERR1913287.693011__1.693011	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913287.693139__1.693139	33043__D5HDZ9__ERS852386_00394
ERR1913287.693210__1.693210	39491__A0A395ZDC6__addB
ERR1913287.693305__1.693305	357276__A0A076IKP7__BACDOR_04239
ERR1913287.693506__1.693506	165179__A0A174WRI9__DXB80_04870
ERR1913287.693528__1.693528	853__A0A173XRA8__CGS56_09290
ERR1913287.693590__1.693590	360807__A0A396AK01__RIL183_20461
ERR1913287.693671__1.693671	39491__A0A396FM36__DXB99_00820
ERR1913287.693704__1.693704	458033__GCA_001482755.1_02203
ERR1913287.693732__1.693732	556259__I0PYM3__BSGG_5385
ERR1913287.693788__1.693788	626940__E8LG81__BHW43_02530
ERR1913287.694020__1.694020	2108523__A0A2P2FC97__LAWASA_3643
ERR1913287.694113__1.694113	239935__R7DVW2__CXU02_03915
ERR1913287.694144__1.694144	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1913287.694290__1.694290	165179__R6CNX7__DXB80_02200
ERR1913287.694431__1.694431	33043__A0A173SQ62__ERS852575_01610
ERR1913287.694412__1.694412	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913287.694491__1.694491	33043__D5HH72__ERS852445_02265
ERR1913287.694503__1.694503	39491__A0A395V0H3__ERS852417_01192
ERR1913287.694518__1.694518	28117__B0MXG8__ALIPUT_01814
ERR1913287.694616__1.694616	39491__A0A173TFQ1__rsmF
ERR1913287.694639__1.694639	33043__A0A173YUV6__ERS852386_00507
ERR1913287.695277__1.695277	239935__A0A2N8I694__CXU04_06245
ERR1913287.695320__1.695320	46503__R6X6L7__HMPREF1060_00291
ERR1913287.695402__1.695402	28052__A0A174GS61__ERS852451_00341
ERR1913287.695362__1.695362	239935__B2UPZ6__CXU03_03800
ERR1913287.695494__1.695494	165179__A0A3E5AGH1__DXB80_05820
ERR1913287.695519__1.695519	39491__A0A395V1Y4__DXB99_08035
ERR1913287.695623__1.695623	1263011__R6DVN3__BN553_00336
ERR1913287.695646__1.695646	239935__A0A2N8IUW6__Amuc_1525
ERR1913287.695869__1.695869	1262803__R6PNM6__BN649_02050
ERR1913287.695876__1.695876	39491__A0A395UUN5__EUBREC_0291
ERR1913287.695910__1.695910	46228__V8CC14__HMPREF1202_00614
ERR1913287.695977__1.695977	165179__A0A174XZU8__DXB80_12180
ERR1913287.696095__1.696095	1262942__R7R1Z5__BN520_00272
ERR1913287.696162__1.696162	165179__A0A3E5E920__DXB80_11625
ERR1913287.696270__1.696270	40518__R5E1X3__clcA
ERR1913287.696338__1.696338	1262889__R7HEB0__BN634_01682
ERR1913287.696432__1.696432	1262743__R5C8J0__BN727_01904
ERR1913287.696442__1.696442	39491__A0A396FJA4__DXB99_05435
ERR1913287.696484__1.696484	33043__A0A174EI47__inlJ
ERR1913287.696572__1.696572	820__A0A374Q854__HMPREF1073_03281
ERR1913287.696769__1.696769	853__A0A173XRA8__CGS56_09290
ERR1913287.697147__1.697147	360807__C0FTG2__RIL183_32211
ERR1913287.697193__1.697193	39491__A0A173TAZ5__DXB99_09520
ERR1913287.697215__1.697215	165179__D1P9T6__PREVCOP_04016
ERR1913287.697357__1.697357	1262743__R5CEY1__BN727_01432
ERR1913287.697330__1.697330	28052__R7NBE1__ERS852499_01798
ERR1913287.697515__1.697515	487174__K0X773__DIT83_07170
ERR1913287.697555__1.697555	853__A0A174BZY1__xerD_1
ERR1913287.697628__1.697628	165179__A0A3E5EBV0__DXB80_01745
ERR1913287.697659__1.697659	39491__A0A395ZHW3__ERS852417_01359
ERR1913287.697684__1.697684	33043__A0A173X520__ERS852575_01617
ERR1913287.697745__1.697745	33043__D5HHY4__luxQ_1
ERR1913287.697851__1.697851	1262924__R7HRA8__BN585_01680
ERR1913287.697956__1.697956	1263000__R5EMZ8__BN466_00707
ERR1913287.697967__1.697967	1262803__R6NKZ1__BN649_00281
ERR1913287.698117__1.698117	165179__A0A3E5A832__DXC61_13685
ERR1913287.698121__1.698121	165179__A0A3E5DX33__PREVCOP_05190
ERR1913287.698161__1.698161	165179__D1PCT4__DXB80_09470
ERR1913287.698314__1.698314	39491__D4JMW8__ERS852497_01971
ERR1913287.698719__1.698719	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.698911__1.698911	28117__B0MVL5__BHV66_01660
ERR1913287.698959__1.698959	357276__A0A0K2HDP3__IY41_00705
ERR1913287.699037__1.699037	1262930__R6AHZ9__BN693_00537
ERR1913287.699435__1.699435	165179__D1PGJ6__DXC61_07300
ERR1913287.699401__1.699401	1150298__R7JTH7__ERS852498_00177
ERR1913287.699547__1.699547	1262803__R6NXH4__BN649_00883
ERR1913287.699647__1.699647	28117__B0MY41__BHV66_05165
ERR1913287.699675__1.699675	46503__R6X0L4__DXB61_05325
ERR1913287.699682__1.699682	853__A0A174BZY1__xerD_1
ERR1913287.699704__1.699704	46503__A7AB27__DXB85_00430
ERR1913287.699724__1.699724	853__D4KAK8__C4N21_13380
ERR1913287.699805__1.699805	33043__A8SWM2__ERS852575_01910
ERR1913287.699868__1.699868	360807__A0A173R6E5__ERS852444_00251
ERR1913287.699919__1.699919	853__A0A173T751__C4N24_10280
ERR1913287.699892__1.699892	40518__R5DU92__DXD93_03170
ERR1913287.700094__1.700094	165179__R6XIF8__DXC61_07265
ERR1913287.700332__1.700332	39491__D6E2U1__EUBREC_3278
ERR1913287.700451__1.700451	165179__A0A3E5AER8__DXB80_07075
ERR1913287.700479__1.700479	39492__D4JUS6__accD5
ERR1913287.700936__1.700936	165179__A0A174IPI3__CFT61_10940
ERR1913287.700987__1.700987	33043__D5HED4__ERS852575_01589
ERR1913287.701336__1.701336	39491__D6E4H2__DXB99_00485
ERR1913287.701373__1.701373	165179__A0A3E5E4T9__DXB80_08030
ERR1913287.701470__1.701470	46228__B5CPT9__DXD17_07345
ERR1913287.701514__1.701514	649756__A0A174J035__DO83_03925
ERR1913287.701588__1.701588	165179__A0A3E5DV57__DXB80_11400
ERR1913287.701688__1.701688	39485__A0A174YKY3__EUBELI_00877
ERR1913287.701927__1.701927	165179__D1PGU8__PREVCOP_06463
ERR1913287.701978__1.701978	39486__B0G426__DXB12_12525
ERR1913287.701986__1.701986	165179__A0A3E5E2B6__DXB80_02820
ERR1913287.702020__1.702020	33043__A0A173XX37__ERS852445_02100
ERR1913287.702188__1.702188	147206__GCF_000156215.1_01108
ERR1913287.702338__1.702338	410072__C0B8G3__DXD67_01535
ERR1913287.702508__1.702508	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913287.702592__1.702592	33043__A0A173X7L1__ERS852400_00423
ERR1913287.702693__1.702693	165179__A0A174UTZ7__DXC61_06705
ERR1913287.702844__1.702844	360807__A0A173VDL4__dosC_2
ERR1913287.702892__1.702892	47678__A5ZG68__ERS852494_02968
ERR1913287.702923__1.702923	165179__A0A174SA26__PREVCOP_05758
ERR1913287.702932__1.702932	165179__A0A3E5A5E5__DXC61_13965
ERR1913287.703264__1.703264	33043__A8SWI7__bcrC
ERR1913287.703409__1.703409	1680__A0A087DLC6__C8077_00815
ERR1913287.703451__1.703451	1262924__R7HQB7__BN585_02057
ERR1913287.703538__1.703538	301302__A0A0M6WKN8__M72_27741
ERR1913287.703564__1.703564	820__A0A3E4IGA7__DXD40_07110
ERR1913287.703802__1.703802	487174__K0X347__DIT83_07775
ERR1913287.704016__1.704016	239935__A0A2N8I791__CXT99_09415
ERR1913287.703996__1.703996	301302__R5UI99__M72_25591
ERR1913287.704142__1.704142	40518__R5E2R8__nnr_2
ERR1913287.704075__1.704075	74426__purL
ERR1913287.704115__1.704115	100886__A0A174IWV6__CATMIT_02431
ERR1913287.704262__1.704262	165179__A0A3E5EBV0__DXB80_01745
ERR1913287.704368__1.704368	165179__D1PES9__DXB80_11585
ERR1913287.704514__1.704514	823__A0A355XKQ8__DHP27_04010
ERR1913287.704531__1.704531	818__R7KV41__Btheta7330_04616
ERR1913287.704558__1.704558	33043__A8SQU6__ERS852386_01237
ERR1913287.704630__1.704630	165179__R6C3K4__PREVCOP_05795
ERR1913287.704973__1.704973	33043__D5HIK4__ERS852400_01112
ERR1913287.705133__1.705133	28117__B0MTW8__ALIPUT_00502
ERR1913287.705286__1.705286	39491__A0A395V0H6__ERS852580_02570
ERR1913287.705537__1.705537	165179__A0A3E5EB26__CFT61_02800
ERR1913287.705571__1.705571	33043__A8SV35__ERS852386_01106
ERR1913287.705574__1.705574	853__A0A2A7B1Y7__C7K05_11930
ERR1913287.705763__1.705763	626940__E8LD34__BHW43_10295
ERR1913287.705798__1.705798	165179__A0A3E5AG99__DXB80_04390
ERR1913287.705857__1.705857	357276__C3R5C9__HMPREF1063_00213
ERR1913287.705902__1.705902	33043__A8SPT5__yfiN_2
ERR1913287.705910__1.705910	2108523__A0A2P2F828__LAWASA_2158
ERR1913287.706018__1.706018	165179__A0A3E5E8M8__DXB80_11580
ERR1913287.706002__1.706002	165179__D1P9T6__PREVCOP_04016
ERR1913287.706284__1.706284	165179__A0A174SA26__PREVCOP_05758
ERR1913287.706302__1.706302	39491__D6E118__DXB69_05765
ERR1913287.706318__1.706318	360807__A0A0M6WHB7__ERS852444_00092
ERR1913287.706470__1.706470	1262736__R5Z142__BN496_00440
ERR1913287.706600__1.706600	1262743__R5C9V1__BN727_02345
ERR1913287.706629__1.706629	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913287.706762__1.706762	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913287.706903__1.706903	1680__A0A174BEE7__BSTER_1311
ERR1913287.707005__1.707005	487174__K0X3H8__HMPREF9448_02822
ERR1913287.706968__1.706968	39491__A0A3E4YFT8__DXB69_10940
ERR1913287.707127__1.707127	39492__D4JWY0__EUBSIR_01648
ERR1913287.707201__1.707201	39485__C4Z0K2__ERS852490_00991
ERR1913287.707210__1.707210	39491__A0A396FMT0__EUBREC_3020
ERR1913287.707285__1.707285	239935__A0A2N8IF99__lpdA
ERR1913287.707323__1.707323	328814__GCA_004558275.1_01977
ERR1913287.707373__1.707373	853__A0A173XRA8__CGS56_09290
ERR1913287.707375__1.707375	33043__A0A173YLD4__ERS852575_00535
ERR1913287.707420__1.707420	853__A0A174C5M1__CGS58_04460
ERR1913287.707484__1.707484	28052__A0A174KGM3__ERS852451_01819
ERR1913287.707629__1.707629	165179__A0A3E5E2S3__DXB80_03455
ERR1913287.707711__1.707711	28117__B0N028__BHV66_05935
ERR1913287.707766__1.707766	39491__A0A395ZDC6__addB
ERR1913287.708457__1.708457	165179__D1PAN5__PREVCOP_04260
ERR1913287.708466__1.708466	487174__K0WUJ8__DIT83_08050
ERR1913287.708480__1.708480	1262889__R7H960__BN634_00690
ERR1913287.708481__1.708481	165179__A0A174K816__DXB80_12000
ERR1913287.708507__1.708507	239935__A0A2N8HL14__CXT98_09285
ERR1913287.708510__1.708510	410072__A0A174IE93__DXD67_12120
ERR1913287.708571__1.708571	818__A0A139L1D5__BT_2967
ERR1913287.708675__1.708675	165179__A0A3E5E8N5__DXC61_13460
ERR1913287.708766__1.708766	239935__A0A139TMG9__CXU07_10650
ERR1913287.708828__1.708828	46228__V8CBX9__HMPREF1202_00568
ERR1913287.708902__1.708902	1262743__R5BYX4__BN727_01661
ERR1913287.708887__1.708887	33043__A0A173YYE7__ERS852445_00670
ERR1913287.708931__1.708931	165179__R6C3K4__PREVCOP_05795
ERR1913287.709089__1.709089	1262924__R7HM98__BN585_01697
ERR1913287.709107__1.709107	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913287.709129__1.709129	165179__A0A3E5E2B6__DXB80_02820
ERR1913287.709239__1.709239	301302__R5USI9__prsA3
ERR1913287.709351__1.709351	165179__R6C330__DXC61_04975
ERR1913287.709390__1.709390	328814__GCA_004558275.1_00293
ERR1913287.709422__1.709422	410072__A0A173YQW3__dtpT_1
ERR1913287.709487__1.709487	360807__A0A0M6WQ40__hisK_1
ERR1913287.709584__1.709584	33043__A8SPT5__yfiN_2
ERR1913287.709733__1.709733	1263011__R6E2C8__BN553_00191
ERR1913287.709832__1.709832	28052__A0A174NHE1__spoIIIE
ERR1913287.709892__1.709892	1262911__R6GSH8__BN557_00939
ERR1913287.710333__1.710333	33043__A0A174BPV6__ERS852445_01773
ERR1913287.710378__1.710378	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913287.710701__1.710701	357276__C3R9Y0__HMPREF1064_01889
ERR1913287.710733__1.710733	360807__A0A173WE18__prkC_2
ERR1913287.710772__1.710772	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913287.710878__1.710878	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.711014__1.711014	165179__A0A3E5E3D6__DXC61_05750
ERR1913287.711112__1.711112	301301__G2SZ87__RHOM_00995
ERR1913287.711115__1.711115	40518__R5DZE2__DXD86_07400
ERR1913287.711125__1.711125	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913287.711312__1.711312	165179__D1PCT4__DXB80_09470
ERR1913287.711350__1.711350	33043__D5HFD3__ybbD
ERR1913287.711405__1.711405	39488__A0A173UQ83__mutY
ERR1913287.711428__1.711428	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913287.711545__1.711545	165179__D1PCT4__DXB80_09470
ERR1913287.711560__1.711560	39491__A0A173VYV1__DXC13_02710
ERR1913287.711626__1.711626	33043__A0A173XM20__ERS852445_01573
ERR1913287.711628__1.711628	239935__A0A2N8I6R6__CXU04_04335
ERR1913287.711932__1.711932	165179__D1PGU8__PREVCOP_06463
ERR1913287.711947__1.711947	28052__A0A174M373__speA_2
ERR1913287.711948__1.711948	165179__A0A174W369__PREVCOP_04548
ERR1913287.712058__1.712058	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913287.712274__1.712274	28117__B0MWX3__BHV66_03010
ERR1913287.712381__1.712381	2293125__A0A374CA90__DW917_07695
ERR1913287.712458__1.712458	165179__D1PES9__DXB80_11585
ERR1913287.712605__1.712605	28117__B0MWC6__BHV66_00965
ERR1913287.712615__1.712615	40518__R5DNI6__RBATCC27255_00844
ERR1913287.712680__1.712680	165179__A0A3E5DZ45__DXC61_02820
ERR1913287.712824__1.712824	572010__group_144
ERR1913287.712982__1.712982	1262803__R6N9F6__BN649_01105
ERR1913287.713014__1.713014	165179__A0A3E5AAM8__DXB80_10240
ERR1913287.713202__1.713202	1262803__R6NGM0__BN649_02029
ERR1913287.713307__1.713307	33043__A0A174AEP1__apr
ERR1913287.713358__1.713358	165179__D1PGU8__PREVCOP_06463
ERR1913287.713445__1.713445	39492__D4JRZ7__smc
ERR1913287.713453__1.713453	28052__R7NAW0__ERS852499_00868
ERR1913287.713540__1.713540	410072__A0A173Z452__COPCOM_02514
ERR1913287.713548__1.713548	165179__A0A174WRI9__DXB80_04870
ERR1913287.713714__1.713714	39491__D4JM76__DXC13_02150
ERR1913287.713778__1.713778	823__A6LHK0__M090_1297
ERR1913287.713846__1.713846	1628085__A0A396QBL9__C7386_10351
ERR1913287.714017__1.714017	33043__A0A173W9Y8__ERS852575_00062
ERR1913287.714099__1.714099	357276__A0A0P0M2G3__BACDOR_03913
ERR1913287.714263__1.714263	745368__A0A1T4Y1B7__SAMN02745178_02639
ERR1913287.714298__1.714298	853__A0A173XRA8__CGS56_09290
ERR1913287.714354__1.714354	39485__C4Z6V1__ERS852492_02640
ERR1913287.714401__1.714401	820__A0A174QT76__B5G17_18060
ERR1913287.714402__1.714402	820__A0A174QT76__B5G17_18060
ERR1913287.714428__1.714428	1262803__R6PU37__BN649_01002
ERR1913287.714540__1.714540	33043__D5HEE1__ERS852386_01671
ERR1913287.714865__1.714865	2293125__A0A374C7P4__DW917_07690
ERR1913287.715161__1.715161	165179__A0A3E5DWQ1__DXB80_06635
ERR1913287.715210__1.715210	165179__A0A3E5E5L1__DXB80_05980
ERR1913287.715321__1.715321	165179__D1PGU8__PREVCOP_06463
ERR1913287.715488__1.715488	33043__A0A173WTR4__ERS852386_00324
ERR1913287.715548__1.715548	39491__A0A395UVM9__DXB76_04540
ERR1913287.715586__1.715586	1262911__R6H212__BN557_01031
ERR1913287.715627__1.715627	165179__A0A174W369__PREVCOP_04548
ERR1913287.715732__1.715732	1262803__R6NKZ1__BN649_00281
ERR1913287.715800__1.715800	100886__A0A174M1T3__yijE
ERR1913287.715986__1.715986	39492__R6SPM9__pheT
ERR1913287.715992__1.715992	28052__R7N8Y9__macB_4
ERR1913287.716409__1.716409	165179__A0A174SA26__PREVCOP_05758
ERR1913287.716451__1.716451	28052__A0A174JKH6__hisZ
ERR1913287.716520__1.716520	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.716619__1.716619	239935__A0A2N8IRH4__CXT92_05605
ERR1913287.716634__1.716634	357276__I9FRW5__B5F95_21685
ERR1913287.716715__1.716715	649756__A0A174FRG0__blaR1_3
ERR1913287.716862__1.716862	33043__A0A174E9K7__sigF_1
ERR1913287.716902__1.716902	239935__A0A2N8IRH4__CXT92_05605
ERR1913287.716926__1.716926	165179__R6BQP4__DXC61_02015
ERR1913287.716990__1.716990	39488__C0EVP9__ERS852450_03163
ERR1913287.716960__1.716960	39491__C4ZGN3__DXB99_14175
ERR1913287.717119__1.717119	1262924__R7HPU8__BN585_00010
ERR1913287.717183__1.717183	47678__A5ZB44__C5Z00_17730
ERR1913287.717345__1.717345	28052__A0A174KGM3__ERS852451_01819
ERR1913287.717419__1.717419	28052__A0A174MSU9__ERS852499_02010
ERR1913287.717496__1.717496	33043__A0A174GGF8__dcuS_1
ERR1913287.717499__1.717499	33043__A8SPT5__yfiN_2
ERR1913287.717666__1.717666	1262911__R6H0U7__BN557_01104
ERR1913287.717670__1.717670	33043__A0A174BPV6__ERS852445_01773
ERR1913287.717706__1.717706	410072__A0A174E1G6__phoR_6
ERR1913287.717746__1.717746	410072__C0BAZ4__ERS852574_02324
ERR1913287.717749__1.717749	28052__A0A174GS61__ERS852451_00341
ERR1913287.717813__1.717813	165179__A0A174W369__PREVCOP_04548
ERR1913287.717818__1.717818	46503__R6X3F9__DCY29_09585
ERR1913287.717858__1.717858	1262803__R6P3Q2__BN649_00880
ERR1913287.717875__1.717875	39491__A0A173RA59__EUR_24800
ERR1913287.717970__1.717970	165179__A0A229I4J4__proA
ERR1913287.717972__1.717972	626932__G5H4Z9__HMPREF9450_00009
ERR1913287.718198__1.718198	1227276__U2IIH7__HMPREF9148_02509
ERR1913287.718307__1.718307	165179__A0A3E5EDS1__DXC61_03115
ERR1913287.718357__1.718357	47678__I9ECI0__HMPREF1061_03742
ERR1913287.718426__1.718426	239935__A0A2N8IHY1__CXU06_00035
ERR1913287.718428__1.718428	33043__A0A3A6J8T3__yvhJ
ERR1913287.718654__1.718654	649756__A0A173SJN7__fgs_1
ERR1913287.718708__1.718708	33043__A0A173WTR4__ERS852386_00324
ERR1913287.718946__1.718946	39491__A0A396FPV7__ERS852580_01177
ERR1913287.718913__1.718913	28052__A0A174YGN0__mcp4_2
ERR1913287.718871__1.718871	165179__A0A3E5ED28__PREVCOP_06655
ERR1913287.719020__1.719020	165179__A0A3E5A554__DXB80_13805
ERR1913287.719133__1.719133	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913287.719199__1.719199	165179__A0A174IYW3__DXC61_01235
ERR1913287.719272__1.719272	1262743__R5C5Y3__BN727_01337
ERR1913287.719588__1.719588	165179__A0A3E5EA43__DXC61_07775
ERR1913287.719621__1.719621	28117__R7JG17__ALIPUT_01859
ERR1913287.719719__1.719719	39491__A0A396FPV7__ERS852580_01177
ERR1913287.719788__1.719788	818__Q8A3R2__C799_03293
ERR1913287.719927__1.719927	39491__A0A395V1R3__T1815_08181
ERR1913287.719940__1.719940	165179__A0A3E5A554__DXB80_13805
ERR1913287.719965__1.719965	745368__A0A1T4WBZ5__SAMN02745178_00335
ERR1913287.719975__1.719975	39491__A0A395V0H6__ERS852580_02570
ERR1913287.720007__1.720007	39491__A0A395UWA3__DXB69_11805
ERR1913287.720027__1.720027	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913287.720065__1.720065	165179__D1PGU8__PREVCOP_06463
ERR1913287.720139__1.720139	39491__A0A395ZG74__licR
ERR1913287.720163__1.720163	626940__R6WNN9__BHW43_04575
ERR1913287.720269__1.720269	165179__D1PCT4__DXB80_09470
ERR1913287.720239__1.720239	39491__A0A396FFW0__ERE_10580
ERR1913287.720389__1.720389	821__U6RDC2__DXD46_15675
ERR1913287.720428__1.720428	853__A0A2A7B9I6__DW855_13690
ERR1913287.720560__1.720560	301302__A0A0M6WHI7__M72_23941
ERR1913287.720592__1.720592	820__R9HUV5__HMPREF2141_02582
ERR1913287.720695__1.720695	39485__A0A174Z1A6__EUBELI_00220
ERR1913287.720711__1.720711	1263011__R6E0W5__BN553_01321
ERR1913287.720980__1.720980	165179__D1PAV8__DXB80_13055
ERR1913287.721169__1.721169	1150298__R7JU97__ERS852498_02579
ERR1913287.721187__1.721187	165179__A0A3E5ED28__PREVCOP_06655
ERR1913287.721226__1.721226	28052__A0A174I2V6__ERS852499_00643
ERR1913287.721287__1.721287	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913287.721295__1.721295	39492__D4MIY5__EUBSIR_00233
ERR1913287.721348__1.721348	165179__D1PCT4__DXB80_09470
ERR1913287.721517__1.721517	853__D4JY61__C4N21_10560
ERR1913287.721657__1.721657	40520__A0A3E5ENE1__DXB81_01340
ERR1913287.721676__1.721676	165179__A0A3E5E5H1__DXC61_07220
ERR1913287.721682__1.721682	853__A0A2A7A628__CGS57_13755
ERR1913287.721780__1.721780	28052__A0A174YME0__acm_2
ERR1913287.721981__1.721981	239935__A0A2N8I8X8__B5G29_00185
ERR1913287.721960__1.721960	74426__yccM
ERR1913287.722012__1.722012	165179__A0A3E5E920__DXB80_11625
ERR1913287.722025__1.722025	165179__R6CNX7__DXB80_02200
ERR1913287.722191__1.722191	165179__A0A3E5DZ45__DXC61_02820
ERR1913287.722200__1.722200	165179__D1PAJ7__PREVCOP_04222
ERR1913287.722482__1.722482	28116__C3QXZ9__DXA80_15295
ERR1913287.722440__1.722440	39491__A0A173U130__ERE_16110
ERR1913287.722508__1.722508	40518__R5DZC6__mreC
ERR1913287.722609__1.722609	46228__V8C6B2__DXD17_09805
ERR1913287.722612__1.722612	165179__D1P8Q2__trpF
ERR1913287.722630__1.722630	360807__A0A0M6WC24__ERS852444_00338
ERR1913287.722734__1.722734	853__C7H1R8__DW905_06675
ERR1913287.722755__1.722755	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913287.722851__1.722851	216816__A0A396FRQ5__DD678_01245
ERR1913287.722814__1.722814	187979__A0A173XSR0__ERS852385_00724
ERR1913287.722957__1.722957	165179__W1I4H6__DXB80_13655
ERR1913287.722970__1.722970	39491__A0A395V0H6__ERS852580_02570
ERR1913287.723176__1.723176	28052__A0A174H9I6__ERS852451_00172
ERR1913287.723178__1.723178	165179__R6C5D6__PREVCOP_04658
ERR1913287.723208__1.723208	28117__B0MWC6__BHV66_00965
ERR1913287.723402__1.723402	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913287.723456__1.723456	39492__D4JT90__coaE
ERR1913287.723495__1.723495	165179__D1PDJ4__DXB80_08505
ERR1913287.723506__1.723506	39491__A0A396FEV5__EUR_24750
ERR1913287.723611__1.723611	165179__A0A3E5DR10__DXC61_03505
ERR1913287.723692__1.723692	165179__D1P8K1__DXB80_06045
ERR1913287.723796__1.723796	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913287.723811__1.723811	33043__D5HFA0__glfT2
ERR1913287.723984__1.723984	40518__R5DZU5__RBL263_00458
ERR1913287.724043__1.724043	1262803__R6NLI1__BN649_00352
ERR1913287.724051__1.724051	39491__D4JMW8__ERS852497_01971
ERR1913287.724131__1.724131	1262803__R6NCA1__BN649_01150
ERR1913287.724162__1.724162	239935__A0A2N8HSC0__CXU06_05505
ERR1913287.724341__1.724341	165179__D1PHV2__PREVCOP_06822
ERR1913287.724342__1.724342	165179__D1PHV2__PREVCOP_06822
ERR1913287.724542__1.724542	28052__R6KXH8__ERS852451_00168
ERR1913287.724684__1.724684	165179__R6BPK1__DXB80_04445
ERR1913287.724650__1.724650	1262803__R6NVA3__BN649_00486
ERR1913287.724799__1.724799	357276__E5UTL1__HMPREF1065_03551
ERR1913287.724994__1.724994	165179__A0A3E5EBQ2__DXC61_01930
ERR1913287.725003__1.725003	33043__A0A174EI47__inlJ
ERR1913287.725196__1.725196	458033__GCA_001482755.1_02203
ERR1913287.725246__1.725246	165179__D1PCL6__DXB80_13435
ERR1913287.725511__1.725511	40518__R5DUU8__DXD86_08440
ERR1913287.725521__1.725521	28118__F9Z750__Odosp_3044
ERR1913287.725799__1.725799	39492__D4JWP8__EUBSIR_00699
ERR1913287.725917__1.725917	28052__R7NCE8__cph2_1
ERR1913287.726047__1.726047	165179__D1P9T6__PREVCOP_04016
ERR1913287.726051__1.726051	1897011__A0A1Q6RH61__BHW41_01970
ERR1913287.726382__1.726382	823__A0A395YRW4__DD466_15895
ERR1913287.726499__1.726499	100886__A0A174KYF6__CATMIT_02587
ERR1913287.726503__1.726503	239935__A0A2N8INK7__Amuc_0521
ERR1913287.726524__1.726524	853__A0A173YYY4__DWZ04_09420
ERR1913287.726531__1.726531	1262986__R5ZTC2__BN492_01087
ERR1913287.726773__1.726773	46503__K5ZV67__PARMER_03859
ERR1913287.727014__1.727014	1263011__R6DWT0__BN553_00469
ERR1913287.726931__1.726931	39492__D4JUL4__ERS852540_01381
ERR1913287.727071__1.727071	165179__A0A174UTZ7__DXC61_06705
ERR1913287.727107__1.727107	39492__D4JWA3__ERS852540_01332
ERR1913287.727136__1.727136	626940__E8LEM1__BHW43_06255
ERR1913287.727195__1.727195	39496__A5Z774__EUBVEN_01557
ERR1913287.727231__1.727231	40518__R5DVR2__RBL236_00303
ERR1913287.727397__1.727397	818__A0A3E5H650__C799_01514
ERR1913287.727512__1.727512	39496__A5Z5I2__EUBVEN_00963
ERR1913287.727458__1.727458	165179__A0A3E5E189__PREVCOP_06699
ERR1913287.727751__1.727751	100886__A0A174HN43__ERS852383_04112
ERR1913287.727849__1.727849	33043__D5HEU4__ftsW_3
ERR1913287.728186__1.728186	33043__D5HF53__ERS852386_02418
ERR1913287.728371__1.728371	360807__A0A173WJE3__mcp4_4
ERR1913287.728520__1.728520	239935__A0A2N8HBM4__CXT85_06270
ERR1913287.728526__1.728526	28117__B0MXG7__BHV66_08620
ERR1913287.728537__1.728537	46503__A7AH78__DD461_04085
ERR1913287.728590__1.728590	46503__R6X1R0__ERS852463_00596
ERR1913287.728660__1.728660	1099853__U5CER2__NSB1T_13270
ERR1913287.728708__1.728708	33043__A0A174CPX4__ERS852386_02360
ERR1913287.728735__1.728735	1318__K8MWD6__CYK20_04200
ERR1913287.728851__1.728851	165179__A0A3E5E2S3__DXB80_03455
