ERR1913225.225__1.225	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913225.972956__1.972956	820__A0A174NUS8__DXC80_12885
ERR1913225.973223__1.973223	2293125__A0A374BSW4__DW917_13420
ERR1913225.973241__1.973241	821__A0A174V2F3__NCTC10583_01474
ERR1913225.973379__1.973379	820__A0A078STJ8__DXC68_04690
ERR1913225.973396__1.973396	2293125__A0A374C8A8__DW917_07550
ERR1913225.973406__1.973406	1262761__R6QH71__BN606_00371
ERR1913225.973424__1.973424	1262783__R6CMY7__BN558_01678
ERR1913225.973610__1.973610	1263044__GCA_000433375.1_03425
ERR1913225.973678__1.973678	853__A8S882__C4N23_07600
ERR1913225.973783__1.973783	165179__D1PGU8__PREVCOP_06463
ERR1913225.973880__1.973880	821__A0A395US34__C5Z04_18975
ERR1913225.973940__1.973940	1262761__R6R4Y1__BN606_02001
ERR1913225.973972__1.973972	1262911__R6GPX9__BN557_00406
ERR1913225.973993__1.973993	820__A0A3E4W6P0__gmhA
ERR1913225.974004__1.974004	1262761__R6RU22__BN606_01110
ERR1913225.974010__1.974010	821__A0A3E4HP25__SAMN04487923_102450
ERR1913225.974135__1.974135	1099853__U5CB66__NSB1T_01370
ERR1913225.974263__1.974263	2293125__A0A374BUM7__DW917_12980
ERR1913225.974286__1.974286	1262911__R6GKS1__BN557_00184
ERR1913225.974357__1.974357	820__A0A3E5BMG9__DXD40_05130
ERR1913225.974425__1.974425	214856__R6XS46__ERS852559_00812
ERR1913225.974484__1.974484	2293125__A0A374C4J1__DW917_09855
ERR1913225.974495__1.974495	820__A0A174LJB2__HMPREF1072_04112
ERR1913225.974634__1.974634	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913225.974651__1.974651	820__A0A3E4VZS7__DXC07_14435
ERR1913225.974699__1.974699	1262700__R5XC07__BN695_01332
ERR1913225.974792__1.974792	820__A0A174CK74__DXB48_07060
ERR1913225.974843__1.974843	820__A7V049__DXB48_04755
ERR1913225.975025__1.975025	1262911__R6GZX7__BN557_00838
ERR1913225.975047__1.975047	47678__R5UV30__C5Z00_12615
ERR1913225.975171__1.975171	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913225.975221__1.975221	1262889__R7HAP4__BN634_00533
ERR1913225.975365__1.975365	39491__R6TNE2__LD38_07270
ERR1913225.975487__1.975487	820__A0A3E4WA06__ERS852554_03404
ERR1913225.975834__1.975834	165179__A0A229I1J2__DXB80_03950
ERR1913225.975857__1.975857	1897011__A0A1Q6RH58__BHW41_01950
ERR1913225.976203__1.976203	1262911__R6GMD8__BN557_01647
ERR1913225.976662__1.976662	384638__B7ANX8__BACPEC_00382
ERR1913225.976679__1.976679	2293125__A0A374CII0__DW917_03470
ERR1913225.976913__1.976913	39485__A0A174YMM2__ERS852490_01019
ERR1913225.976960__1.976960	1501391__GCA_000786575.1_00016
ERR1913225.977078__1.977078	1262783__R6CV26__BN558_00810
ERR1913225.977145__1.977145	1262761__R6QYZ5__BN606_00402
ERR1913225.977590__1.977590	1263107__GCA_000436995.1_00080
ERR1913225.977661__1.977661	562__A0A377AAV3__CDL32_10800
ERR1913225.977836__1.977836	39492__D4JT56__lepB
ERR1913225.977853__1.977853	1501391__GCA_000786575.1_00006
ERR1913225.977921__1.977921	2293125__A0A374BQ34__DW917_14250
ERR1913225.978176__1.978176	39485__C4Z390__EUBELI_01689
ERR1913225.978340__1.978340	1262743__R5C054__BN727_01980
ERR1913225.978477__1.978477	2293125__A0A374BSW4__DW917_13420
ERR1913225.978585__1.978585	46228__V8BLW9__DXD17_14090
ERR1913225.978692__1.978692	820__A0A3E4VZT7__DXB48_16145
ERR1913225.978844__1.978844	2293125__A0A374BZ50__DW917_11090
ERR1913225.979013__1.979013	40520__D4LXF6__RUMOBE_00717
ERR1913225.979085__1.979085	165179__A0A3E5A5E5__DXC61_13965
ERR1913225.979173__1.979173	1262761__R6RB66__BN606_01964
ERR1913225.979488__1.979488	820__R9I2U8__DXC68_09590
ERR1913225.979543__1.979543	820__R9HXK9__DXB62_08265
ERR1913225.979544__1.979544	1628085__A0A396MGZ2__C7386_12111
ERR1913225.979887__1.979887	1235835__R9LCU2__C814_02677
ERR1913225.979940__1.979940	301301__G2T5V7__RHOM_15795
ERR1913225.980068__1.980068	1501391__GCA_000786575.1_00001
ERR1913225.980318__1.980318	823__A6L9W2__DXB14_07905
ERR1913225.980282__1.980282	820__A0A374Q1D8__SAMN05444418_112114
ERR1913225.980292__1.980292	853__A0A2A7ATM9__DWZ89_13645
ERR1913225.980518__1.980518	820__A0A139JRS5__HMPREF1073_04025
ERR1913225.980521__1.980521	1262988__R7N6C8__BN816_02368
ERR1913225.980644__1.980644	1262911__R6GZ01__BN557_00641
ERR1913225.980745__1.980745	1262761__R6QN52__BN606_00884
ERR1913225.981027__1.981027	1263000__R5EXT3__BN466_02213
ERR1913225.981100__1.981100	40520__A0A396G1I4__DXB81_08365
ERR1913225.981049__1.981049	28116__A0A078Q626__HMPREF1070_02735
ERR1913225.981073__1.981073	820__R9I3Q7__HMPREF1072_01668
ERR1913225.981119__1.981119	1501391__GCA_000786575.1_00068
ERR1913225.981535__1.981535	1262761__R6RU22__BN606_01110
ERR1913225.981663__1.981663	116085__D4JAP5__DW747_11495
ERR1913225.981862__1.981862	2293125__A0A374CIC9__DW917_02045
ERR1913225.982023__1.982023	165179__A0A3E5A5E5__DXC61_13965
ERR1913225.981968__1.981968	458033__GCA_001482755.1_02203
ERR1913225.982298__1.982298	2293125__A0A374CI55__DW917_03455
ERR1913225.982444__1.982444	106588__A6NV36__BACCAP_02070
ERR1913225.982567__1.982567	820__A0A3E4VXP2__yesR
ERR1913225.982625__1.982625	817__D1JRG3__M076_0507
ERR1913225.982640__1.982640	2293125__A0A374C4I0__DW917_08630
ERR1913225.982669__1.982669	2293125__A0A374CFW0__DW917_03450
ERR1913225.982729__1.982729	823__D0TDY6__DHP27_09090
ERR1913225.982752__1.982752	1262761__R6RZ48__BN606_01724
ERR1913225.982833__1.982833	1262761__R6QXL2__BN606_02127
ERR1913225.982811__1.982811	165179__A0A174SA26__PREVCOP_05758
ERR1913225.982961__1.982961	218538__C9LL79__GCWU000321_00015
ERR1913225.983141__1.983141	1262911__R6GTF7__BN557_01242
ERR1913225.983152__1.983152	820__A0A139KJR5__M093_4469
ERR1913225.983479__1.983479	1262761__R6QMI9__BN606_00798
ERR1913225.983535__1.983535	40520__R7DB69__lgt_1
ERR1913225.983636__1.983636	394340__lepA
ERR1913225.983721__1.983721	820__A0A139K8N1__ERS852554_00951
ERR1913225.983829__1.983829	39485__A0A174YSU1__ERS852492_00576
ERR1913225.984021__1.984021	1501391__GCA_000786575.1_00040
ERR1913225.984298__1.984298	2293125__A0A374CFZ2__DW917_03445
ERR1913225.984463__1.984463	116085__D4J8J5__DW747_08855
ERR1913225.984595__1.984595	28118__F9Z5N6__SAMEA44545918_01718
ERR1913225.984628__1.984628	853__E2ZGD9__C7J97_11715
ERR1913225.984870__1.984870	39492__D4JUP6__ERS852540_01404
ERR1913225.984941__1.984941	39485__R5ZVC3__ERS852490_00250
ERR1913225.984957__1.984957	360807__C0G0B4__ERS852444_02399
ERR1913225.985036__1.985036	2293125__A0A374CFZ2__DW917_03445
ERR1913225.985216__1.985216	2293125__A0A374BSW4__DW917_13420
ERR1913225.985302__1.985302	1262761__R6QU78__BN606_01972
ERR1913225.985413__1.985413	2293125__A0A374BV30__DW917_13395
ERR1913225.985520__1.985520	39492__D4JU79__EUBSIR_01975
ERR1913225.985530__1.985530	820__A0A139KJR5__M093_4469
ERR1913225.985693__1.985693	246787__A0A0P0GR24__BcellWH2_03263
ERR1913225.985840__1.985840	165179__R6XLJ7__CFT61_06250
ERR1913225.986546__1.986546	1262761__R6QJJ2__BN606_00358
ERR1913225.986641__1.986641	239935__A0A2N8I5A2__DEF40_08455
ERR1913225.986931__1.986931	165179__A0A229I7F5__DXB80_02650
ERR1913225.986968__1.986968	821__A0A174NM17__lacZ_6
ERR1913225.987362__1.987362	487174__K0WZU7__HMPREF9448_01154
ERR1913225.987398__1.987398	246787__A0A0P0G254__axeA1_2
ERR1913225.987498__1.987498	2293125__A0A374BSW4__DW917_13420
ERR1913225.987640__1.987640	239935__R6JAS2__CXU02_10725
ERR1913225.987773__1.987773	884684__GCA_002892425.1_01408
ERR1913225.987791__1.987791	1262889__R7HAZ4__BN634_01288
ERR1913225.987911__1.987911	39491__A0A0M6WPN4__DXB69_06325
ERR1913225.987931__1.987931	1263107__GCA_000436995.1_00133
ERR1913225.988064__1.988064	33043__A8SWL7__ERS852386_02506
ERR1913225.988195__1.988195	820__A0A3E5E9Y8__DXD90_09110
ERR1913225.988227__1.988227	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913225.988414__1.988414	820__A0A3E4PYB0__yejM
ERR1913225.988433__1.988433	2293125__A0A374C955__DW917_08135
ERR1913225.988595__1.988595	2293125__A0A374C4I0__DW917_08630
ERR1913225.988818__1.988818	165179__A0A3E5AHY4__CFT61_07675
ERR1913225.988889__1.988889	820__A0A3E4PYB0__yejM
ERR1913225.988849__1.988849	853__A0A173T751__C4N24_10280
ERR1913225.988915__1.988915	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.989242__1.989242	1263107__GCA_000436995.1_00039
ERR1913225.989317__1.989317	820__R9HP61__DXC91_01090
ERR1913225.989319__1.989319	1160721__R6T617__truA
ERR1913225.989378__1.989378	28116__D7J6B1__B5F02_07870
ERR1913225.989379__1.989379	821__C3RB94__DXC03_15585
ERR1913225.989506__1.989506	246787__A0A3D6AXG0__BACCELL_01743
ERR1913225.989947__1.989947	626933__H1DGX0__HMPREF9449_01506
ERR1913225.989982__1.989982	1262761__R6QU78__BN606_01972
ERR1913225.990310__1.990310	820__A0A374Q8T2__DXB64_16190
ERR1913225.990568__1.990568	820__A0A1T4IYF4__mprA_1
ERR1913225.990689__1.990689	165179__A0A229I7F5__DXB80_02650
ERR1913225.990697__1.990697	2293125__A0A374CBD1__DW917_06995
ERR1913225.990768__1.990768	360807__A0A396ADY6__RIL183_17001
ERR1913225.991093__1.991093	40518__R5DR72__RBL236_02110
ERR1913225.991221__1.991221	1262911__R6H0S8__BN557_01079
ERR1913225.991847__1.991847	2293125__A0A374C7Q4__DW917_07745
ERR1913225.991947__1.991947	165179__A0A3E5E8M8__DXB80_11580
ERR1913225.992084__1.992084	820__A0A139K4W1__M093_0353
ERR1913225.992228__1.992228	2293125__A0A374CII0__DW917_03470
ERR1913225.992713__1.992713	28116__E5C687__DXA80_21890
ERR1913225.992974__1.992974	39485__A0A1Q6PG30__ERS852492_00010
ERR1913225.993038__1.993038	1263000__R5EXT3__BN466_02213
ERR1913225.993059__1.993059	39491__A0A174IJH1__DXB76_01865
ERR1913225.993384__1.993384	39485__C4Z6R3__mcp2_1
ERR1913225.993411__1.993411	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.993521__1.993521	1262761__R6R4Y1__BN606_02001
ERR1913225.993825__1.993825	40520__D4LH75__RUMOBE_01837
ERR1913225.993983__1.993983	820__A0A3E4PYB0__yejM
ERR1913225.994244__1.994244	1262988__R7N4U5__BN816_00495
ERR1913225.994433__1.994433	820__A0A3E5BMG9__DXD40_05130
ERR1913225.994487__1.994487	2293125__A0A374BSW4__DW917_13420
ERR1913225.995196__1.995196	2293125__A0A374BRB6__DW917_13815
ERR1913225.995259__1.995259	1981510__A0A2K9P2I6__B9O19_00873
ERR1913225.995384__1.995384	28116__A7M4E1__NCTC11153_01558
ERR1913225.995538__1.995538	165179__D1PCL6__DXB80_13435
ERR1913225.995695__1.995695	165179__D1PHC0__PREVCOP_06640
ERR1913225.995823__1.995823	2293125__A0A374C955__DW917_08135
ERR1913225.996191__1.996191	39485__A0A174ZLH6__EUBELI_01564
ERR1913225.996271__1.996271	1262889__R7H6R3__BN634_02192
ERR1913225.996399__1.996399	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913225.996451__1.996451	552398__F4XHU2__HMPREF0866_03196
ERR1913225.997026__1.997026	2293125__A0A374C4J1__DW917_09855
ERR1913225.997027__1.997027	33043__A8SWM2__ERS852575_01910
ERR1913225.997152__1.997152	418240__R7CMR9__yehU_7
ERR1913225.997246__1.997246	1262889__R7HA29__BN634_00657
ERR1913225.997730__1.997730	165179__D1PHC0__PREVCOP_06640
ERR1913225.997773__1.997773	1501391__GCA_000786575.1_00017
ERR1913225.997822__1.997822	820__A0A173WZS4__DXD90_10250
ERR1913225.997828__1.997828	1262911__R6GPM2__BN557_00937
ERR1913225.997964__1.997964	39485__A0A174Z1A6__EUBELI_00220
ERR1913225.998806__1.998806	40520__R7D5D8__DXD81_09550
ERR1913225.998807__1.998807	820__R9I2U8__DXC68_09590
ERR1913225.998901__1.998901	1501391__GCA_000786575.1_00147
ERR1913225.999267__1.999267	165179__A0A3E5DN34__DXC61_07865
ERR1913225.999287__1.999287	33043__A0A173X5R2__ERS852445_01329
ERR1913225.999527__1.999527	39485__C4Z434__tilS
ERR1913225.999666__1.999666	626940__E8LGB7__BN587_02010
ERR1913225.1000018__1.1000018	820__A0A174RFI5__SAMN05444418_12240
ERR1913225.1000149__1.1000149	1262736__R5Y7T6__BN496_00858
ERR1913225.1000178__1.1000178	360807__A0A173XR05__RIL183_10401
ERR1913225.1000278__1.1000278	39485__A0A174Z9M2__yhbU_1
ERR1913225.1000302__1.1000302	357276__A0A0K2HF54__HMPREF1063_03537
ERR1913225.1000407__1.1000407	820__A0A174B4N2__M093_2531
ERR1913225.1000505__1.1000505	218538__C9LL79__GCWU000321_00015
ERR1913225.1000570__1.1000570	40520__R7DDC2__DXB81_16115
ERR1913225.1000657__1.1000657	552398__T5S086__HMPREF0866_01580
ERR1913225.1000940__1.1000940	706562__GCA_900112995.1_01429
ERR1913225.1000963__1.1000963	2293125__A0A374C7Q7__DW917_07770
ERR1913225.1001084__1.1001084	1262911__R6GKS1__BN557_00184
ERR1913225.1001451__1.1001451	2293125__A0A374CIX5__DW917_01125
ERR1913225.1001455__1.1001455	820__A0A139K1Y6__DXB48_02610
ERR1913225.1001572__1.1001572	2293125__A0A374BSW4__DW917_13420
ERR1913225.1001907__1.1001907	384638__B7ANW7__BACPEC_00371
ERR1913225.1002125__1.1002125	2293125__A0A374CJ13__DW917_03145
ERR1913225.1002254__1.1002254	1911679__C4FSB3__VCHSUH03_07835
ERR1913225.1002367__1.1002367	562__Q8XBR9__G770_00628
ERR1913225.1002410__1.1002410	165179__D1PAJ7__PREVCOP_04222
ERR1913225.1002442__1.1002442	1501391__GCA_000786575.1_00036
ERR1913225.1002557__1.1002557	1160721__W0U3D5__BHW50_00380
ERR1913225.1002580__1.1002580	1262911__R6GKS1__BN557_00184
ERR1913225.1002586__1.1002586	1501391__GCA_000786575.1_00124
ERR1913225.1002590__1.1002590	33039__D4M286__ERS852502_02380
ERR1913225.1002752__1.1002752	46228__V8C458__DXD17_08090
ERR1913225.1002964__1.1002964	1262911__R6HG37__BN557_01341
ERR1913225.1002914__1.1002914	1262911__R6GZX7__BN557_00838
ERR1913225.1003029__1.1003029	1262761__R6QU78__BN606_01972
ERR1913225.1003244__1.1003244	853__A0A173YYY4__DWZ04_09420
ERR1913225.1003513__1.1003513	820__A0A3E4G8F8__ERS852421_01645
ERR1913225.1003721__1.1003721	820__I9TWZ7__DXC80_10550
ERR1913225.1003673__1.1003673	39485__A0A174YMI9__cph2_5
ERR1913225.1003906__1.1003906	47678__R5UER2__CGC64_00710
ERR1913225.1004144__1.1004144	821__D4V4X2__DXC16_18525
ERR1913225.1004271__1.1004271	218538__C9LM16__csm1
ERR1913225.1004291__1.1004291	1862668__GCA_001945525.1_00031
ERR1913225.1004503__1.1004503	820__A0A374Q351__DXD40_05850
ERR1913225.1004718__1.1004718	1182515__GeneID:16838247
ERR1913225.1004731__1.1004731	820__A0A374Q854__HMPREF1073_03281
ERR1913225.1004738__1.1004738	1262536__GeneID:16385454
ERR1913225.1004839__1.1004839	2293125__A0A374C7Q7__DW917_07770
ERR1913225.1004910__1.1004910	458033__GCA_001482755.1_02203
ERR1913225.1005382__1.1005382	544644__GCA_001915615.1_01854
ERR1913225.1005393__1.1005393	40520__A0A174M3Q7__DXD81_08640
ERR1913225.1005474__1.1005474	39485__C4Z6J7__ERS852492_02047
ERR1913225.1005836__1.1005836	1897011__A0A1Q6RH97__BHW41_01945
ERR1913225.1005903__1.1005903	820__A0A078STJ8__DXC68_04690
ERR1913225.1005963__1.1005963	33043__A0A173ZDC4__malL_1
ERR1913225.1006192__1.1006192	2293125__A0A374BLR6__DW917_15555
ERR1913225.1006448__1.1006448	239935__A0A2N8HTZ8__CXU09_01270
ERR1913225.1006522__1.1006522	394340__guaA_1
ERR1913225.1006469__1.1006469	165179__A0A3E5EB26__CFT61_02800
ERR1913225.1006566__1.1006566	1262911__R6GQM3__BN557_01245
ERR1913225.1006588__1.1006588	246787__A0A3D6AQP8__AA416_04153
ERR1913225.1006903__1.1006903	351052__ilvD
ERR1913225.1006912__1.1006912	1262988__R7N2L5__BN816_01804
ERR1913225.1007068__1.1007068	39491__A0A395V5L2__ERE_28270
ERR1913225.1007392__1.1007392	2293125__A0A374CII0__DW917_03470
ERR1913225.1007407__1.1007407	820__A0A3E4QZJ7__C801_01798
ERR1913225.1007839__1.1007839	706562__GCA_900112995.1_01429
ERR1913225.1007867__1.1007867	39485__R6AKA4__rssA
ERR1913225.1007935__1.1007935	165179__A0A3E5EB26__CFT61_02800
ERR1913225.1007950__1.1007950	820__A0A3E4W984__pssA
ERR1913225.1008143__1.1008143	39485__C4Z1Y9__EUBELI_00143
ERR1913225.1008206__1.1008206	853__A0A173XRA8__CGS56_09290
ERR1913225.1008226__1.1008226	1262911__R6H2B5__BN557_01151
ERR1913225.1008503__1.1008503	343516__GeneID:3952996
ERR1913225.1008693__1.1008693	418240__A0A174NZX7__tagF_1
ERR1913225.1008835__1.1008835	820__R9I2U8__DXC68_09590
ERR1913225.1008903__1.1008903	1712665__A0A2G3E1H3__CSX02_08860
ERR1913225.1009049__1.1009049	1160721__R6UA13__BHW50_07285
ERR1913225.1009394__1.1009394	2293125__A0A374BZ50__DW917_11090
ERR1913225.1009521__1.1009521	39492__D4MMN2__EUBSIR_00964
ERR1913225.1009843__1.1009843	28116__A0A396DFW5__C5Z02_07010
ERR1913225.1009848__1.1009848	47678__R5U9Z0__HMPREF1061_03210
ERR1913225.1009885__1.1009885	39491__A0A174K265__DXB76_05915
ERR1913225.1009911__1.1009911	301301__G2SZ66__RHOM_00485
ERR1913225.1010110__1.1010110	820__A0A139KA34__B5G17_05520
ERR1913225.1010145__1.1010145	820__A0A174M9V5__M093_0237
ERR1913225.1010372__1.1010372	2293125__A0A374BZ50__DW917_11090
ERR1913225.1010376__1.1010376	28116__A0A1Y4Q114__DXF98_00470
ERR1913225.1010398__1.1010398	823__A0A174V089__BDI_3204
ERR1913225.1010419__1.1010419	1262911__R6GYT4__BN557_00617
ERR1913225.1010434__1.1010434	47678__A5ZEA3__ERS852558_00257
ERR1913225.1011213__1.1011213	1262736__R5Y6N8__BN496_00438
ERR1913225.1011463__1.1011463	1263107__GCA_000436995.1_00173
ERR1913225.1011607__1.1011607	706562__GCA_900112995.1_02156
ERR1913225.1011716__1.1011716	2293125__A0A374BZ50__DW917_11090
ERR1913225.1011994__1.1011994	820__A7V859__ERS852462_00341
ERR1913225.1012149__1.1012149	1262988__R7N2N0__BN816_00043
ERR1913225.1012479__1.1012479	384638__B7AUX0__BACPEC_02518
ERR1913225.1012557__1.1012557	39485__C4Z6J7__ERS852492_02047
ERR1913225.1012572__1.1012572	46228__V8C4T8__RUMLAC_02058
ERR1913225.1012576__1.1012576	2293125__A0A374CFZ2__DW917_03445
ERR1913225.1012737__1.1012737	39485__C4Z208__ywiB
ERR1913225.1012844__1.1012844	820__R9HP61__DXC91_01090
ERR1913225.1012947__1.1012947	821__A0A0P0M405__DXC02_15075
ERR1913225.1013496__1.1013496	2293125__A0A374BUM7__DW917_12980
ERR1913225.1013563__1.1013563	1263107__GCA_000436995.1_00213
ERR1913225.1013590__1.1013590	1262889__R7HA08__BN634_00271
ERR1913225.1013723__1.1013723	1262761__R6QMI9__BN606_00798
ERR1913225.1013732__1.1013732	1262761__R6RMH1__BN606_00005
ERR1913225.1013818__1.1013818	39485__C4Z637__ERS852490_00218
ERR1913225.1013968__1.1013968	47678__R5UZM4__DW706_15680
ERR1913225.1014487__1.1014487	1262761__R6QJW9__BN606_00404
ERR1913225.1014490__1.1014490	204516__U6RAM4__HMPREF1534_03439
ERR1913225.1014600__1.1014600	214856__R6Z186__ERS852447_00718
ERR1913225.1014628__1.1014628	1262736__R5YCL2__BN496_00379
ERR1913225.1014638__1.1014638	189722__E0NQU7__HMPREF0658_0548
ERR1913225.1014694__1.1014694	820__A0A139K4T0__ERS852510_03146
ERR1913225.1014757__1.1014757	165179__A0A3E5AG99__DXB80_04390
ERR1913225.1015042__1.1015042	301301__A0A395V6Z6__ERS852391_00966
ERR1913225.1015206__1.1015206	1262761__R6QR25__BN606_01386
ERR1913225.1015459__1.1015459	2293125__A0A374CHT4__DW917_03485
ERR1913225.1015530__1.1015530	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.1015670__1.1015670	853__A0A2A7B1Y7__C7K05_11930
ERR1913225.1015747__1.1015747	820__E5VA63__DXC80_01025
ERR1913225.1015871__1.1015871	544644__GCA_001915615.1_01047
ERR1913225.1015884__1.1015884	820__A0A174EV88__HMPREF1072_01427
ERR1913225.1015967__1.1015967	1501391__GCA_000786575.1_00024
ERR1913225.1016019__1.1016019	821__E5UY21__C800_02204
ERR1913225.1016256__1.1016256	301301__G2T5Z5__RHOM_15985
ERR1913225.1016355__1.1016355	1262988__R7N4G5__BN816_01692
ERR1913225.1016380__1.1016380	47678__R5UAY9__DW706_07200
ERR1913225.1016517__1.1016517	1262911__R6GZ01__BN557_00641
ERR1913225.1016672__1.1016672	28116__A0A3D2LPA1__CUY_3388
ERR1913225.1016673__1.1016673	820__A0A173YYG4__evgS_3
ERR1913225.1016793__1.1016793	28116__A0A1Y4Q363__Bovatus_00608
ERR1913225.1016858__1.1016858	2293125__A0A374C3L4__DW917_09100
ERR1913225.1016906__1.1016906	218538__C9LPD3__GCWU000321_01411
ERR1913225.1016823__1.1016823	39485__A0A1Q6PGI7__pehX_3
ERR1913225.1016957__1.1016957	39492__D4JQX3__EUBSIR_01310
ERR1913225.1017019__1.1017019	2293125__A0A374C4J1__DW917_09855
ERR1913225.1017002__1.1017002	1262783__R6CQW1__BN558_00305
ERR1913225.1017070__1.1017070	556259__I0PXW0__BSGG_5187
ERR1913225.1017230__1.1017230	301301__G2SZ87__RHOM_00995
ERR1913225.1017237__1.1017237	239935__A0A139TQT9__Amuc_1197
ERR1913225.1017320__1.1017320	853__A0A173TAZ8__DWZ46_14590
ERR1913225.1017385__1.1017385	1262761__R6QJJ2__BN606_00358
ERR1913225.1017397__1.1017397	823__A0A073I748__M096_3057
ERR1913225.1017588__1.1017588	2293125__A0A374BZ93__DW917_11205
ERR1913225.1017706__1.1017706	853__A0A3E2U7E6__ERS852582_01640
ERR1913225.1017782__1.1017782	46228__V8CDQ4__RUMLAC_02769
ERR1913225.1017841__1.1017841	2293125__A0A374BUM7__DW917_12980
ERR1913225.1018003__1.1018003	418240__A0A174AQ30__ERS852478_00945
ERR1913225.1018227__1.1018227	39485__C4Z390__EUBELI_01689
ERR1913225.1018543__1.1018543	820__A0A174M9V5__M093_0237
ERR1913225.1018990__1.1018990	820__A0A174A6K0__M093_0079
ERR1913225.1019319__1.1019319	165179__A0A3E5A5E5__DXC61_13965
ERR1913225.1019445__1.1019445	1262736__R5Y4B3__BN496_02066
ERR1913225.1019538__1.1019538	820__A0A3E4FZM1__adaA_2
ERR1913225.1019575__1.1019575	1262783__R6CU22__BN558_01143
ERR1913225.1019580__1.1019580	39491__C4ZF05__vpr
ERR1913225.1019677__1.1019677	39485__A0A174ZPH7__ERS852490_01992
ERR1913225.1019799__1.1019799	33039__A0A174ZIS2__RTO_10090
ERR1913225.1019814__1.1019814	1501391__GCA_000786575.1_00085
ERR1913225.1020165__1.1020165	1262761__R6R2J2__BN606_00943
ERR1913225.1020186__1.1020186	2293125__A0A374BIB7__DW917_16550
ERR1913225.1020233__1.1020233	39485__A0A174ZG70__ERS852492_00929
ERR1913225.1020471__1.1020471	2293125__A0A374BR61__DW917_14880
ERR1913225.1020480__1.1020480	706562__GCA_900112995.1_01429
ERR1913225.1020551__1.1020551	1262942__R7QW43__BN520_01080
ERR1913225.1020502__1.1020502	544644__GCA_001915615.1_02238
ERR1913225.1020587__1.1020587	1501391__GCA_000786575.1_00093
ERR1913225.1020677__1.1020677	47678__A5ZEA3__ERS852558_00257
ERR1913225.1020622__1.1020622	40518__R5DU28__DXD86_07960
ERR1913225.1020625__1.1020625	1262911__R6GMD8__BN557_01647
ERR1913225.1020689__1.1020689	2293125__A0A374CHT4__DW917_03485
ERR1913225.1020752__1.1020752	1262963__R6C7W6__BN718_00713
ERR1913225.1020892__1.1020892	1262911__R6GXS5__BN557_00160
ERR1913225.1020895__1.1020895	706562__GCA_900112995.1_02127
ERR1913225.1021141__1.1021141	1262911__R6H1A6__BN557_01286
ERR1913225.1021271__1.1021271	39485__C4Z4X5__ERS852492_02859
ERR1913225.1021437__1.1021437	40518__R5DUG7__sbcC
ERR1913225.1021560__1.1021560	2293125__A0A374BVX3__DW917_12740
ERR1913225.1021614__1.1021614	1262736__R5YJ29__BN496_01288
ERR1913225.1021721__1.1021721	387090__S0FDJ4__BACCOPRO_03775
ERR1913225.1021920__1.1021920	487174__K0X3H8__HMPREF9448_02822
ERR1913225.1021933__1.1021933	823__A0A174JYU9__DER51_02115
ERR1913225.1022213__1.1022213	1262942__R7QXX9__BN520_01320
ERR1913225.1022576__1.1022576	1235835__R9LCU2__C814_02677
ERR1913225.1022776__1.1022776	820__A7V8C2__ERS852554_01338
ERR1913225.1022882__1.1022882	2293125__A0A374CHT4__DW917_03485
ERR1913225.1022906__1.1022906	371601__C3QR34__DXD03_22980
ERR1913225.1022946__1.1022946	360807__C0FMY6__ROSEINA2194_00074
ERR1913225.1023015__1.1023015	1262761__R6QYZ5__BN606_00402
ERR1913225.1023067__1.1023067	544644__GCA_001915615.1_01953
ERR1913225.1023079__1.1023079	1263030__R5CUH1__BN705_00716
ERR1913225.1023157__1.1023157	47678__A5ZHJ2__DXB67_12405
ERR1913225.1023288__1.1023288	820__A0A139K2N9__DXB62_12420
ERR1913225.1023632__1.1023632	214856__A0A173ZQB9__ERS852559_00006
ERR1913225.1023689__1.1023689	820__A0A174LJB2__HMPREF1072_04112
ERR1913225.1023803__1.1023803	239935__A0A2N8HT18__CXT93_06135
ERR1913225.1023965__1.1023965	2293125__A0A374CI55__DW917_03455
ERR1913225.1024034__1.1024034	2293125__A0A374C8E6__DW917_07195
ERR1913225.1024006__1.1024006	39485__C4Z1Y9__EUBELI_00143
ERR1913225.1024066__1.1024066	214856__I3YPI7__pepD_1
ERR1913225.1024169__1.1024169	39492__D4JTW6__ERS852540_00220
ERR1913225.1024278__1.1024278	214856__E4MF20__Alfi_0697
ERR1913225.1024304__1.1024304	1262761__R6RNL8__BN606_00387
ERR1913225.1024446__1.1024446	1262783__R6CWS8__BN558_01039
ERR1913225.1024512__1.1024512	820__A0A174VD39__DXD90_12235
ERR1913225.1024473__1.1024473	39485__A0A174Z9M2__yhbU_1
ERR1913225.1024489__1.1024489	1262988__R7N2E1__BN816_02359
ERR1913225.1024624__1.1024624	1262761__R6RXA7__BN606_01380
ERR1913225.1024711__1.1024711	165179__A0A174SA26__PREVCOP_05758
ERR1913225.1024645__1.1024645	165179__D1PGU8__PREVCOP_06463
