ERR1913246.489__1.489	84030__D6DE34__B5F06_14455
ERR1913246.1766600__1.1766600	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913246.1766584__1.1766584	216816__D6ZW33__azlC
ERR1913246.1766682__1.1766682	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913246.1766734__1.1766734	487174__K0WZU9__HMPREF9448_01159
ERR1913246.1766797__1.1766797	47678__R5USZ3__DXB67_12245
ERR1913246.1766813__1.1766813	1531__A0A174S6A8__HMPREF1083_02172
ERR1913246.1766826__1.1766826	626932__G5H6Y6__HMPREF9450_00829
ERR1913246.1766769__1.1766769	28116__A0A1Y4PUF8__DXF98_07610
ERR1913246.1766926__1.1766926	10678__GeneID:2777481
ERR1913246.1766968__1.1766968	1262911__R6GUQ4__BN557_01581
ERR1913246.1767101__1.1767101	487174__K0WZP2__DDY40_04000
ERR1913246.1767111__1.1767111	1262911__R6HG37__BN557_01341
ERR1913246.1767214__1.1767214	1232426__carB_1
ERR1913246.1767432__1.1767432	246787__A0A0P0FSC9__BACCELL_02534
ERR1913246.1767477__1.1767477	46503__K5ZKR1__dnaB
ERR1913246.1767542__1.1767542	10678__GeneID:2777481
ERR1913246.1767563__1.1767563	1965576__A0A1Y4LPM5__B5F19_07170
ERR1913246.1767614__1.1767614	35833__E5Y2V2__HMPREF0179_00466
ERR1913246.1767629__1.1767629	246787__A0A108T429__BACCELL_00192
ERR1913246.1767695__1.1767695	357276__C3R9Y0__HMPREF1064_01889
ERR1913246.1767776__1.1767776	216816__A0A2U0BT35__BL1206_1860
ERR1913246.1767858__1.1767858	214856__R6Y8K1__ERS852447_02509
ERR1913246.1767955__1.1767955	216816__E5Y0K4__B8809_0128
ERR1913246.1767982__1.1767982	40518__R5DQD6__DXD83_09060
ERR1913246.1768151__1.1768151	357276__D1K3K9__EL88_23995
ERR1913246.1768212__1.1768212	100886__A0A174K0P2__cysA_2
ERR1913246.1768279__1.1768279	10678__GeneID:2777478
ERR1913246.1768330__1.1768330	508460__GCF_000585335.1_00244
ERR1913246.1768424__1.1768424	214851__D1PRQ8__SUBVAR_07067
ERR1913246.1768580__1.1768580	216816__C2GSX7__DD678_03555
ERR1913246.1768624__1.1768624	357276__C3R9Y0__HMPREF1064_01889
ERR1913246.1768712__1.1768712	563769__GeneID:6973158
ERR1913246.1768762__1.1768762	1262911__R6GZX7__BN557_00838
ERR1913246.1769092__1.1769092	564886__GeneID:6973115
ERR1913246.1769137__1.1769137	35833__E5Y2V2__HMPREF0179_00466
ERR1913246.1769256__1.1769256	33039__A0A174ZHW3__ERS852424_00452
ERR1913246.1769301__1.1769301	10678__GeneID:2777494
ERR1913246.1769393__1.1769393	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913246.1769511__1.1769511	357276__A0A076IYG1__B5F95_22465
ERR1913246.1769522__1.1769522	40518__R5DQW8__sipW_2
ERR1913246.1769455__1.1769455	508460__GCF_000585335.1_00221
ERR1913246.1769497__1.1769497	1550024__A0A3B9WIA4__TQ39_14495
ERR1913246.1769604__1.1769604	40518__R5DVV1__RBATCC27255_00999
ERR1913246.1769734__1.1769734	1262889__R7H7F9__BN634_02079
ERR1913246.1769735__1.1769735	1965576__A0A1Y4LEN9__B5F19_09660
ERR1913246.1769778__1.1769778	216816__A0A396FRQ5__DD678_01245
ERR1913246.1769830__1.1769830	10678__GeneID:2777418
ERR1913246.1769840__1.1769840	47678__R5U2I4__ERS852558_03712
ERR1913246.1769878__1.1769878	39492__D4JTF2__mutS2
ERR1913246.1769894__1.1769894	1232426__mfd
ERR1913246.1769959__1.1769959	1262911__R6GT12__BN557_01070
ERR1913246.1770109__1.1770109	1262911__R6H1P0__BN557_00940
ERR1913246.1770232__1.1770232	216816__A0A133L1E2__ptsP
ERR1913246.1770437__1.1770437	216816__A0A374SVM3__BLSL_0492
ERR1913246.1770512__1.1770512	1262911__R6GSH0__BN557_00934
ERR1913246.1770517__1.1770517	357276__A0A0M1W1I8__ABI39_13620
ERR1913246.1770483__1.1770483	871324__A0A1M6KRZ5__SAMN05444350_14031
ERR1913246.1770602__1.1770602	562__P0ADK7__yibA
ERR1913246.1770608__1.1770608	357276__A0A076IRZ5__BACDOR_00630
ERR1913246.1770935__1.1770935	214856__I3YPR5__ERS852447_01364
ERR1913246.1770928__1.1770928	1262911__R6GPM2__BN557_00937
ERR1913246.1771039__1.1771039	357276__I9QWD4__DXD47_15075
ERR1913246.1771046__1.1771046	818__A0A3E5HNS1__BSIG_0465
ERR1913246.1771056__1.1771056	10678__GeneID:2777456
ERR1913246.1771158__1.1771158	10678__GeneID:2777456
ERR1913246.1771175__1.1771175	10678__GeneID:2777432
ERR1913246.1771214__1.1771214	357276__I8W1E1__B5F00_10785
ERR1913246.1771288__1.1771288	214856__I3YMB7__Alfi_1811
ERR1913246.1771313__1.1771313	1851568__A0A1B8YKN4__Phpb_01224
ERR1913246.1771586__1.1771586	2173__A5UK74__pyrP
ERR1913246.1771657__1.1771657	10678__GeneID:2777413
ERR1913246.1771666__1.1771666	1432052__A0A1E3AIC2__BEI63_04195
ERR1913246.1771754__1.1771754	1262911__R6H2J2__BN557_01228
ERR1913246.1771730__1.1771730	1262911__R6GZX7__BN557_00838
ERR1913246.1771915__1.1771915	216816__B7GPE8__I118_0062
ERR1913246.1772179__1.1772179	10678__GeneID:2777408
ERR1913246.1772275__1.1772275	357276__I9QBT7__BSEG_03340
ERR1913246.1772675__1.1772675	46503__K5ZV67__PARMER_03859
ERR1913246.1772734__1.1772734	1308__Q5M2A2__STN4L_01810
ERR1913246.1772747__1.1772747	357276__B6W5Q7__DXD47_13945
ERR1913246.1772777__1.1772777	638849__D1Y656__HMPREF7215_2722
ERR1913246.1773007__1.1773007	40518__R5E282__DXD86_08940
ERR1913246.1773148__1.1773148	562__A0A376L0A6__CQA14_19985
ERR1913246.1773181__1.1773181	47678__R5UT79__ERS852558_03890
ERR1913246.1773234__1.1773234	1501391__GCA_000786575.1_00133
ERR1913246.1773365__1.1773365	84030__R5M9A7__B5F06_08435
ERR1913246.1773393__1.1773393	357276__I8WC65__EL88_00520
ERR1913246.1773445__1.1773445	216816__B7GPH6__DXC74_08225
ERR1913246.1773745__1.1773745	47678__R5UA23__C5Z00_15610
ERR1913246.1773929__1.1773929	214856__I3YMC8__ERS852447_02666
ERR1913246.1773974__1.1773974	246787__A0A0P0GPP9__BACCELL_01902
ERR1913246.1774070__1.1774070	10678__GeneID:2777406
ERR1913246.1774177__1.1774177	246787__R6LGB3__BcellWH2_02361
ERR1913246.1774299__1.1774299	1262911__R6GZX7__BN557_00838
ERR1913246.1774356__1.1774356	216816__C2GUV2__APC1478_0430
ERR1913246.1774379__1.1774379	1501391__GCA_000786575.1_00047
ERR1913246.1774491__1.1774491	40518__R5DW64__RBL236_01394
ERR1913246.1774642__1.1774642	1262744__R6FST0__BN744_00381
ERR1913246.1774721__1.1774721	214856__R6Z288__ERS852447_00734
ERR1913246.1774799__1.1774799	487175__F3QLF9__HMPREF9439_01778
ERR1913246.1774886__1.1774886	84030__D6DKX8__B5F06_02560
ERR1913246.1774910__1.1774910	216816__C5E9A6__mutT4
ERR1913246.1774979__1.1774979	216816__B3DQ11__APC1466_1528
ERR1913246.1775037__1.1775037	40518__R5DUG7__sbcC
ERR1913246.1775023__1.1775023	823__A0A174KUS4__araC_7
ERR1913246.1775144__1.1775144	40518__R5DME2__DXD86_07315
ERR1913246.1775225__1.1775225	487174__K0WTW4__DDY40_12630
ERR1913246.1775255__1.1775255	1262889__R7HAY6__BN634_02225
ERR1913246.1775303__1.1775303	562__P0ABR8__antA
ERR1913246.1775312__1.1775312	28118__F9Z7S2__DF785_12600
ERR1913246.1775455__1.1775455	216816__A0A0A1GN66__APC1468_1044
ERR1913246.1775471__1.1775471	39486__G1WS03__DXD50_12470
ERR1913246.1775576__1.1775576	562__P0ABR8__antA
ERR1913246.1775634__1.1775634	357276__I9R994__BACDOR_04044
ERR1913246.1775758__1.1775758	371601__D6D4P9__BXY_44110
ERR1913246.1775777__1.1775777	1262911__R6GSH8__BN557_00939
ERR1913246.1775791__1.1775791	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913246.1776105__1.1776105	84030__D4MSB3__B5F06_07550
ERR1913246.1776135__1.1776135	357276__A0A0M1W9N4__GV66_05135
ERR1913246.1776174__1.1776174	562__P77393__PU31_14870
ERR1913246.1776397__1.1776397	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913246.1776450__1.1776450	10678__GeneID:2777396
ERR1913246.1776574__1.1776574	457421__C5ERC0__CBFG_04276
ERR1913246.1776743__1.1776743	216816__C2GSX7__DD678_03555
ERR1913246.1776774__1.1776774	626932__G5H833__HMPREF9450_01093
ERR1913246.1776832__1.1776832	246787__A0A0P0GCR8__xynD_3
ERR1913246.1776862__1.1776862	10678__GeneID:2777380
ERR1913246.1776872__1.1776872	1354__I6S469__CHB54_11135
ERR1913246.1776881__1.1776881	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913246.1776899__1.1776899	329854__R7E733__DXD57_00120
ERR1913246.1776950__1.1776950	1262889__R7H773__BN634_02377
ERR1913246.1776996__1.1776996	10678__GeneID:2777431
ERR1913246.1777042__1.1777042	357276__I9FTR0__HMPREF1065_02861
ERR1913246.1777098__1.1777098	10678__GeneID:2777407
ERR1913246.1777156__1.1777156	1262911__R6GSH8__BN557_00939
ERR1913246.1777338__1.1777338	487174__K0X3E8__DIT83_11025
ERR1913246.1777343__1.1777343	818__A0A139KQP8__BJP75_006755
ERR1913246.1777409__1.1777409	1432052__A0A1E3A9A0__BEI64_12750
ERR1913246.1777574__1.1777574	246787__R6KBH9__HMPREF1062_04676
ERR1913246.1777644__1.1777644	853__A0A174UDE9__C4N25_12775
ERR1913246.1777745__1.1777745	745368__A0A1T4Y1B7__SAMN02745178_02639
ERR1913246.1777923__1.1777923	1262911__R6GPA3__BN557_00827
ERR1913246.1777932__1.1777932	1262986__R6A5X9__BN492_01780
ERR1913246.1777972__1.1777972	40518__R5DME2__DXD86_07315
ERR1913246.1778070__1.1778070	1262911__R6H2J2__BN557_01228
ERR1913246.1778084__1.1778084	1501391__GCA_000786575.1_00082
ERR1913246.1778094__1.1778094	328814__GCA_004558275.1_00035
ERR1913246.1778184__1.1778184	1432052__A0A1E3AJB0__lacF_4
ERR1913246.1778415__1.1778415	1262873__R6WEG3__BN605_01246
ERR1913246.1778521__1.1778521	10678__GeneID:2777494
ERR1913246.1778600__1.1778600	1147152__GeneID:14181982
ERR1913246.1778657__1.1778657	1685__A0A2K9C192__Bbr_1771
ERR1913246.1778970__1.1778970	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913246.1779228__1.1779228	1262911__R6HN81__BN557_00921
ERR1913246.1779238__1.1779238	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913246.1779298__1.1779298	487174__R5FN40__HMPREF9448_01366
ERR1913246.1779363__1.1779363	10678__GeneID:2777380
ERR1913246.1779394__1.1779394	40518__R5E0G0__RBATCC27255_01787
ERR1913246.1779460__1.1779460	39492__D4JVG7__ERS852540_00946
ERR1913246.1779551__1.1779551	40518__R5E426__DXD93_04485
ERR1913246.1779658__1.1779658	328814__GCA_004558275.1_00079
ERR1913246.1779813__1.1779813	357276__A0A0K2HJA6__DXD47_07320
ERR1913246.1779770__1.1779770	214856__R6Z186__ERS852447_00718
ERR1913246.1779865__1.1779865	10678__GeneID:2777400
ERR1913246.1779991__1.1779991	28116__I8YA07__C5Z02_15915
ERR1913246.1779964__1.1779964	40518__R5DTP7__DXD83_02415
ERR1913246.1780099__1.1780099	10678__GeneID:2777481
ERR1913246.1780113__1.1780113	33039__A0A174Z4G4__ERS852530_00994
ERR1913246.1780132__1.1780132	823__A0A355XLQ9__DXC05_02185
ERR1913246.1780145__1.1780145	216816__B7GQF0__CE170_00160
ERR1913246.1780159__1.1780159	40518__R5E670__DXD93_06195
ERR1913246.1780212__1.1780212	216816__A0A2U0BLP0__tsaB
ERR1913246.1780229__1.1780229	39491__A0A395V0H6__ERS852580_02570
ERR1913246.1780343__1.1780343	328814__GCA_004558275.1_00033
ERR1913246.1780479__1.1780479	357276__I9QBT7__BSEG_03340
ERR1913246.1780546__1.1780546	1232426__mfd
ERR1913246.1780616__1.1780616	564__B7LVH7__VL22_0208320
ERR1913246.1780647__1.1780647	322505__xre_3
ERR1913246.1780718__1.1780718	10678__GeneID:2777425
ERR1913246.1780826__1.1780826	1501391__GCA_000786575.1_00064
ERR1913246.1780871__1.1780871	1501391__GCA_000786575.1_00028
ERR1913246.1781010__1.1781010	1262911__R6H212__BN557_01031
ERR1913246.1781032__1.1781032	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913246.1781196__1.1781196	562__P0A9K7__AUQ29_19530
ERR1913246.1781303__1.1781303	820__A0A173YYG4__evgS_3
ERR1913246.1781311__1.1781311	1262911__R6GUQ4__BN557_01581
ERR1913246.1781321__1.1781321	357276__A0A0M1W657__HMPREF1064_04629
ERR1913246.1781402__1.1781402	246787__I8V2S2__BACCELL_02524
ERR1913246.1781491__1.1781491	100886__E2NUH9__CATMIT_02260
ERR1913246.1781594__1.1781594	246787__R6LGA6__tmoS_11
ERR1913246.1781723__1.1781723	28116__A7M344__BACOV975_04644
ERR1913246.1781712__1.1781712	10678__GeneID:2777415
ERR1913246.1781775__1.1781775	328813__A0A1Y3QZ64__B5G41_14235
ERR1913246.1781849__1.1781849	1147152__GeneID:14181982
ERR1913246.1781904__1.1781904	216816__C2GTV2__BLIF_0674
ERR1913246.1782122__1.1782122	216816__A0A3D8U0T6__BN57_1990
ERR1913246.1782154__1.1782154	384639__GCA_003096855.1_00253
ERR1913246.1782190__1.1782190	216816__B3DNW2__BL171B_07980
ERR1913246.1782208__1.1782208	214856__R6Y6H8__ERS852447_01719
ERR1913246.1782233__1.1782233	214856__R6Y6H8__ERS852447_01719
ERR1913246.1782286__1.1782286	1099853__U5CEJ4__NSB1T_04000
ERR1913246.1782320__1.1782320	28116__A0A1G8IGK0__DXF98_23045
ERR1913246.1782362__1.1782362	564886__GeneID:6973115
ERR1913246.1782467__1.1782467	508460__GCF_000585335.1_00222
ERR1913246.1782776__1.1782776	10678__GeneID:2777393
ERR1913246.1782778__1.1782778	563769__GeneID:6973141
ERR1913246.1782817__1.1782817	216816__D6DD25__APC1482_1109
ERR1913246.1782825__1.1782825	40518__R5DWH8__DXD86_04530
ERR1913246.1782832__1.1782832	10678__GeneID:2777408
ERR1913246.1782843__1.1782843	10678__GeneID:2777427
ERR1913246.1782884__1.1782884	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913246.1782887__1.1782887	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913246.1782902__1.1782902	216816__C5E8I1__yciB
ERR1913246.1783119__1.1783119	216816__A0A0A1GSN4__DVB78_03875
ERR1913246.1783150__1.1783150	216816__C5E8I1__yciB
ERR1913246.1783223__1.1783223	172901__A0A2U1ALG8__C8D82_13225
ERR1913246.1783458__1.1783458	357276__A0A076IXE0__HMPREF1064_04364
ERR1913246.1783535__1.1783535	357276__A0A0M1W1I8__ABI39_13620
ERR1913246.1783679__1.1783679	357276__D1JZM4__HMPREF1065_01278
ERR1913246.1783851__1.1783851	214856__R6Y2Y4__ERS852447_01086
ERR1913246.1783875__1.1783875	1262911__R6GPA3__BN557_00827
ERR1913246.1783898__1.1783898	40518__R5DVL2__penA
ERR1913246.1783987__1.1783987	1965576__A0A1Y4LK62__B5F19_04800
ERR1913246.1784049__1.1784049	1354__A0A2U2P7A7__EI18_08205
ERR1913246.1784063__1.1784063	1262889__R7HFS7__BN634_01527
ERR1913246.1784077__1.1784077	214856__R6XNE7__ERS852447_02267
ERR1913246.1784095__1.1784095	216816__A0A0M0VK23__BLGT_09805
ERR1913246.1784144__1.1784144	246787__A0A0P0GNB7__xyl4
ERR1913246.1784171__1.1784171	2173__A5UK74__pyrP
ERR1913246.1784229__1.1784229	418240__A0A173Y587__ERS852523_00316
ERR1913246.1784232__1.1784232	40518__R5DWP7__ansA
ERR1913246.1784364__1.1784364	1262889__R7HAK5__BN634_00884
ERR1913246.1784443__1.1784443	28116__A0A3D2LPA1__CUY_3388
ERR1913246.1784461__1.1784461	360807__A0A1Q6T326__appA_1
ERR1913246.1784499__1.1784499	1432052__A0A1E3A9A0__BEI64_12750
ERR1913246.1784532__1.1784532	357276__I9R4T1__IY41_06800
ERR1913246.1784616__1.1784616	246787__A0A0P0FV02__AA416_03728
ERR1913246.1784646__1.1784646	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913246.1784772__1.1784772	214856__I3YPI7__pepD_1
ERR1913246.1784740__1.1784740	10678__GeneID:2777476
ERR1913246.1784847__1.1784847	563769__GeneID:6973158
ERR1913246.1784833__1.1784833	10678__GeneID:2777381
ERR1913246.1785126__1.1785126	216816__V6XWW6__RY67_1738
ERR1913246.1785144__1.1785144	216816__D6D9A3__BLNIAS_01911
ERR1913246.1785241__1.1785241	216816__A0A061M1M5__HMPREF0177_01046
ERR1913246.1785298__1.1785298	100886__A0A174J1P1__rhlE_2
ERR1913246.1785333__1.1785333	418240__A0A174AUI7__ERS852478_00883
ERR1913246.1785431__1.1785431	216816__A0A083XFS3__APC1472_0413
ERR1913246.1785445__1.1785445	562__P52045__CW278_17595
ERR1913246.1785461__1.1785461	214856__R6Y6H8__ERS852447_01719
ERR1913246.1785519__1.1785519	357276__A0A076IP73__BACDOR_04237
ERR1913246.1785700__1.1785700	357276__B6W1Y5__IY41_11405
ERR1913246.1785796__1.1785796	10678__GeneID:2777481
ERR1913246.1785969__1.1785969	1262911__R6H212__BN557_01031
ERR1913246.1786083__1.1786083	1965576__A0A1Y4KVW6__B5F19_16225
ERR1913246.1786168__1.1786168	214856__R6XP73__ERS852447_00886
ERR1913246.1786432__1.1786432	214856__I3YPP9__Alfi_2707
ERR1913246.1786484__1.1786484	216816__C2GUV2__APC1478_0430
ERR1913246.1786498__1.1786498	216816__C2GUV2__APC1478_0430
ERR1913246.1786567__1.1786567	564886__GeneID:6973115
ERR1913246.1786569__1.1786569	823__D7IRG1__NCTC11152_02276
ERR1913246.1786594__1.1786594	1262911__R6GPA9__BN557_00286
ERR1913246.1786842__1.1786842	40518__R5DUG7__sbcC
ERR1913246.1786867__1.1786867	214856__R6XKW1__ERS852559_01141
ERR1913246.1787003__1.1787003	821__I9R3W6__DXC16_12455
ERR1913246.1787155__1.1787155	216816__A0A087BBV6__BFS26_06210
ERR1913246.1787167__1.1787167	246787__A0A3D6AZF8__BACCELL_02529
ERR1913246.1787428__1.1787428	10678__GeneID:2777426
ERR1913246.1787479__1.1787479	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913246.1787540__1.1787540	214856__I3YPP9__Alfi_2707
ERR1913246.1787548__1.1787548	357276__I9QBT7__BSEG_03340
ERR1913246.1787575__1.1787575	246787__R6KIG0__BcellWH2_02358
ERR1913246.1787607__1.1787607	1262911__R6GKS1__BN557_00184
ERR1913246.1787660__1.1787660	487174__K0X4Y9__DDY40_09115
ERR1913246.1787663__1.1787663	745368__A0A1T4Y6I3__SAMN02745178_02753
ERR1913246.1787649__1.1787649	1262911__R6GPI7__BN557_00907
ERR1913246.1787791__1.1787791	39491__C4Z9D4__DXD95_00055
ERR1913246.1787801__1.1787801	214856__I3YMN6__Alfi_1938
ERR1913246.1787865__1.1787865	1432052__A0A1E3UK06__BEI63_14710
ERR1913246.1787890__1.1787890	47678__R5UMC3__CGC64_08380
ERR1913246.1788082__1.1788082	216816__C5E7T6__B5781_0828
ERR1913246.1788427__1.1788427	626932__G5H5L6__HMPREF9450_00226
ERR1913246.1788531__1.1788531	821__A0A0P0L8F8__ERS852509_03705
ERR1913246.1788506__1.1788506	214856__R6Z186__ERS852447_00718
ERR1913246.1788498__1.1788498	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913246.1788688__1.1788688	216816__A0A396FVC5__BL71B_00290
ERR1913246.1788660__1.1788660	84030__D6DJ92__B5F06_11330
ERR1913246.1788744__1.1788744	487175__D9Y5T7__HMPREF9439_00715
ERR1913246.1788879__1.1788879	28118__F9ZBL4__NCTC10826_02348
ERR1913246.1788903__1.1788903	333367__C0D6P1__CLOSTASPAR_04938
ERR1913246.1788942__1.1788942	10678__GeneID:2777400
ERR1913246.1788968__1.1788968	487174__K0XDI7__DIT83_12065
ERR1913246.1789121__1.1789121	1262911__R6H054__BN557_00908
ERR1913246.1789200__1.1789200	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913246.1789424__1.1789424	1262911__R6GPL1__BN557_00927
ERR1913246.1789489__1.1789489	1262911__R6GUQ4__BN557_01581
ERR1913246.1789666__1.1789666	562__P77393__PU31_14870
ERR1913246.1789724__1.1789724	563769__GeneID:6973156
ERR1913246.1789741__1.1789741	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913246.1789826__1.1789826	357276__I8WBQ9__HMPREF1065_03212
ERR1913246.1789764__1.1789764	10678__GeneID:2777425
ERR1913246.1789853__1.1789853	357276__A0A0M1W657__HMPREF1064_04629
ERR1913246.1789835__1.1789835	562__P46855__PU39_09885
ERR1913246.1789948__1.1789948	357276__I8WBQ9__HMPREF1065_03212
ERR1913246.1790035__1.1790035	84030__D6DJE5__B5F06_11510
ERR1913246.1790204__1.1790204	28025__A0A0L7CZ86__BIF_00641
ERR1913246.1790332__1.1790332	1472761__GCA_002159295.1_00890
ERR1913246.1790576__1.1790576	1262992__R5DA07__BN795_01576
ERR1913246.1790692__1.1790692	1262911__R6GUQ4__BN557_01581
ERR1913246.1790715__1.1790715	357276__I9F327__DXD47_22495
ERR1913246.1790773__1.1790773	214856__I3YPN5__Alfi_2693
ERR1913246.1790864__1.1790864	823__D7ILK2__ERS852380_00031
ERR1913246.1790893__1.1790893	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913246.1790936__1.1790936	1262873__R6WV66__BN605_01325
ERR1913246.1791021__1.1791021	357276__A0A076IS46__BACDOR_03265
ERR1913246.1791048__1.1791048	1354__I6T8B8__UAE_02554
ERR1913246.1791119__1.1791119	357276__I9QXD4__IY41_00345
ERR1913246.1791135__1.1791135	216816__A0A0A6VPB9__B624_1780
ERR1913246.1791214__1.1791214	544644__GCA_001915615.1_02007
ERR1913246.1791290__1.1791290	10678__GeneID:2777417
ERR1913246.1791317__1.1791317	100886__E2NP62__nagE
ERR1913246.1791413__1.1791413	328814__GCA_004558275.1_00059
ERR1913246.1791584__1.1791584	10678__GeneID:2777408
ERR1913246.1791657__1.1791657	10678__GeneID:2777424
ERR1913246.1791825__1.1791825	28118__F9Z856__macA_2
ERR1913246.1792020__1.1792020	39486__B0G5R7__DXD84_02680
ERR1913246.1792093__1.1792093	246787__I8V2S2__BACCELL_02524
ERR1913246.1792173__1.1792173	2173__A5UK74__pyrP
ERR1913246.1792279__1.1792279	387661__B7B704__B5F96_16210
ERR1913246.1792282__1.1792282	745368__A0A1T4XTU3__SAMN02745178_02321
ERR1913246.1792318__1.1792318	47678__A5ZJ14__ERS852494_02225
ERR1913246.1792355__1.1792355	564__B7LVH7__VL22_0208320
ERR1913246.1792367__1.1792367	626932__G5HBJ2__HMPREF9450_02302
ERR1913246.1792457__1.1792457	1501391__GCA_000786575.1_00056
ERR1913246.1792464__1.1792464	84030__D6DIL6__B5F06_08445
ERR1913246.1792572__1.1792572	10678__GeneID:2777478
ERR1913246.1792647__1.1792647	40518__R5DY98__mepA_5
ERR1913246.1792679__1.1792679	1683__C4FFP8__BIFANG_03162
ERR1913246.1792691__1.1792691	563769__GeneID:6973158
ERR1913246.1792734__1.1792734	10678__GeneID:2777424
ERR1913246.1792784__1.1792784	47678__R5UT79__ERS852558_03890
ERR1913246.1792808__1.1792808	1501391__GCA_000786575.1_00157
ERR1913246.1792836__1.1792836	216816__D6D9H5__APC1466_0493
ERR1913246.1792827__1.1792827	216816__B3DNW2__BL171B_07980
ERR1913246.1793033__1.1793033	40518__R5E1J2__DXD93_04070
ERR1913246.1793061__1.1793061	1262873__R6WGU7__BN605_01961
ERR1913246.1793007__1.1793007	508460__GCF_000585335.1_00030
ERR1913246.1793018__1.1793018	1262911__R6GPM2__BN557_00937
ERR1913246.1793146__1.1793146	745368__A0A1T4Y388__SAMN02745178_02684
ERR1913246.1793190__1.1793190	216816__A0A061M1M5__HMPREF0177_01046
ERR1913246.1793361__1.1793361	508460__GCF_000585335.1_00281
ERR1913246.1793428__1.1793428	214856__I3YPQ0__ERS852447_01379
ERR1913246.1793512__1.1793512	357276__I8WBQ9__HMPREF1065_03212
ERR1913246.1793654__1.1793654	10678__GeneID:2777481
ERR1913246.1793741__1.1793741	563769__GeneID:6973156
ERR1913246.1793796__1.1793796	216816__C2GW26__chb
ERR1913246.1793772__1.1793772	1501391__GCA_000786575.1_00008
ERR1913246.1793833__1.1793833	357276__A0A076INK2__BSEG_04225
ERR1913246.1793874__1.1793874	216816__B7GN29__BL72_08765
ERR1913246.1793923__1.1793923	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913246.1793996__1.1793996	100886__A0A174KNJ2__ERS852383_05320
ERR1913246.1794031__1.1794031	357276__C3RDQ5__HMPREF1065_03827
ERR1913246.1794064__1.1794064	357276__A0A076J8D4__HMPREF1064_00553
ERR1913246.1794127__1.1794127	432201__GeneID:14182722
ERR1913246.1794270__1.1794270	562__P0ABR8__antA
ERR1913246.1794284__1.1794284	40518__R5DZ88__DXD93_06320
ERR1913246.1794364__1.1794364	1262911__R6GPM2__BN557_00937
ERR1913246.1794370__1.1794370	214856__I3YPP9__Alfi_2707
ERR1913246.1794375__1.1794375	487174__R5ER56__HMPREF9448_02812
ERR1913246.1794383__1.1794383	246787__A0A0P0GIA4__AA416_04405
ERR1913246.1794424__1.1794424	28118__R6F2P2__NCTC10826_02131
ERR1913246.1794468__1.1794468	823__A0A355XPA0__DXB14_05710
ERR1913246.1794516__1.1794516	626932__G5H6N6__HMPREF9450_00596
ERR1913246.1794587__1.1794587	156456__G9YIG0__HMPREF0080_01452
ERR1913246.1794598__1.1794598	1432052__A0A1E3AAY6__hypBA2
ERR1913246.1794789__1.1794789	1262911__R6GSH8__BN557_00939
ERR1913246.1794819__1.1794819	40518__R5E8B6__RB5AMG_00876
ERR1913246.1794917__1.1794917	1501391__GCA_000786575.1_00064
ERR1913246.1794944__1.1794944	823__A0A395YRW4__DD466_15895
ERR1913246.1794964__1.1794964	508460__GCF_000585335.1_00181
ERR1913246.1795124__1.1795124	216816__A0A396FRQ5__DD678_01245
ERR1913246.1795160__1.1795160	1354__A0A1V8XDW0__EB39_00701
ERR1913246.1795175__1.1795175	357276__I9F327__DXD47_22495
ERR1913246.1795238__1.1795238	820__A0A174DZ97__SAMN05444418_101240
ERR1913246.1795260__1.1795260	40518__R5DV58__htrA
ERR1913246.1795294__1.1795294	1262911__R6GPM2__BN557_00937
ERR1913246.1795325__1.1795325	40518__R5DS37__DXD93_01965
ERR1913246.1795326__1.1795326	10678__GeneID:2777481
ERR1913246.1795331__1.1795331	216816__A0A0A0UDU9__BL1246
ERR1913246.1795339__1.1795339	33039__R6P9Z4__ERS852502_00114
ERR1913246.1795344__1.1795344	216816__D6DAZ0__DXD28_02040
ERR1913246.1795366__1.1795366	562__P0AFH7__oppC
ERR1913246.1795489__1.1795489	10678__GeneID:2777402
ERR1913246.1795583__1.1795583	1547__H1AN73__CLORAM_00405
ERR1913246.1795741__1.1795741	214856__R6YD52__ERS852447_02171
ERR1913246.1795795__1.1795795	10678__GeneID:2777478
ERR1913246.1795879__1.1795879	432200__GeneID:14182864
ERR1913246.1795944__1.1795944	638849__D1Y7S2__HMPREF7215_0992
ERR1913246.1796032__1.1796032	216816__B7GPE8__I118_0062
