ERR1913280.111__1.111	1262700__R5XM04__BN695_00162
ERR1913280.690212__1.690212	1262700__R5XWM8__BN695_01537
ERR1913280.690272__1.690272	39491__C4ZHS4__EUR_24420
ERR1913280.690405__1.690405	823__D0TBY4__M090_0431
ERR1913280.690439__1.690439	1262911__R6GSH8__BN557_00939
ERR1913280.690460__1.690460	239935__A0A2N8J2P6__ADH72_06730
ERR1913280.690494__1.690494	239935__A0A139TPG3__CXT86_08810
ERR1913280.690506__1.690506	74426__groL
ERR1913280.690574__1.690574	823__A0A174KUS4__araC_7
ERR1913280.690627__1.690627	28117__R7JQW0__ALIPUT_01453
ERR1913280.690776__1.690776	239935__A0A2N8HT44__CXT84_11035
ERR1913280.690843__1.690843	39486__B0G768__DXD10_08260
ERR1913280.691148__1.691148	1262700__R5XX89__BN695_00144
ERR1913280.691157__1.691157	552398__F4XHJ6__HMPREF0866_03100
ERR1913280.691206__1.691206	357276__A0A076IP73__BACDOR_04237
ERR1913280.691213__1.691213	1262911__R6HN81__BN557_00921
ERR1913280.691232__1.691232	39492__D4JRZ7__smc
ERR1913280.691266__1.691266	39491__A0A395ZG74__licR
ERR1913280.691324__1.691324	39491__A0A395ZIT8__EUR_13460
ERR1913280.691342__1.691342	116085__D4J8U5__DW747_04340
ERR1913280.691537__1.691537	487174__K0X429__HMPREF9448_00932
ERR1913280.691586__1.691586	40518__R5DT93__DXD86_08730
ERR1913280.691639__1.691639	820__A0A174F0C1__nreB
ERR1913280.691756__1.691756	820__A0A3E4PYB0__yejM
ERR1913280.691907__1.691907	487174__K0XES7__HMPREF9448_00566
ERR1913280.691971__1.691971	239935__A0A139TPU7__CXT91_06575
ERR1913280.692147__1.692147	1262992__R5D0E5__BN795_01570
ERR1913280.692181__1.692181	28117__B0MWC6__BHV66_00965
ERR1913280.692227__1.692227	357276__I9FTR0__HMPREF1065_02861
ERR1913280.692373__1.692373	33025__A0A395JED3__C8D73_101461
ERR1913280.692454__1.692454	853__A0A173XRA8__CGS56_09290
ERR1913280.692615__1.692615	1897011__A0A1Q6RFA6__BHW41_03080
ERR1913280.693009__1.693009	338188__R6RY59__BACFIN_08333
ERR1913280.693174__1.693174	384639__GCA_003096855.1_01937
ERR1913280.693237__1.693237	88431__A0A3D0EY52__ERS852573_01763
ERR1913280.693239__1.693239	28117__B0MT73__ALIPUT_00412
ERR1913280.693258__1.693258	338188__A0A173WNX1__ERS852397_00143
ERR1913280.693546__1.693546	39491__A0A395ZDC6__addB
ERR1913280.693662__1.693662	33025__A0A395JBU5__C8D73_10423
ERR1913280.693764__1.693764	818__A0A174P8N7__BSIG_4141
ERR1913280.693802__1.693802	1262736__R5Y4S4__BN496_00323
ERR1913280.693885__1.693885	310298__B3JLT1__BACCOP_02878
ERR1913280.693886__1.693886	823__C7X996__DD466_12595
ERR1913280.693894__1.693894	487174__K0X429__HMPREF9448_00932
ERR1913280.694155__1.694155	823__A0A173V751__DXD05_02690
ERR1913280.694160__1.694160	46503__R6WYJ8__DXB85_13825
ERR1913280.694548__1.694548	620903__W1TUE0__Q612_NSC00346G0002
ERR1913280.694629__1.694629	357276__A0A076J8M3__ABI39_13695
ERR1913280.694660__1.694660	39491__A0A395V464__EUBREC_1509
ERR1913280.694710__1.694710	2137880__A0A316NNA8__DBY21_07440
ERR1913280.695031__1.695031	1262911__R6GLA5__BN557_01456
ERR1913280.695054__1.695054	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913280.695115__1.695115	1897011__A0A1Q6RC54__BHW41_06555
ERR1913280.695123__1.695123	239935__A0A2N8I368__CXT95_04550
ERR1913280.695219__1.695219	28116__D6D0T8__DXA80_14760
ERR1913280.695230__1.695230	78345__A0A087BIF7__BMERY_0243
ERR1913280.695246__1.695246	239935__A0A2N8IHY1__CXU06_00035
ERR1913280.695262__1.695262	338188__R6RV06__HMPREF1057_00250
ERR1913280.695356__1.695356	29361__B6FKH5__CLONEX_00621
ERR1913280.695377__1.695377	40518__R5E1X3__clcA
ERR1913280.695419__1.695419	338188__C9L0Q6__HMPREF1057_02405
ERR1913280.695383__1.695383	823__A0A173TL14__M095_0764
ERR1913280.695471__1.695471	820__A0A396EXA7__DXB37_15530
ERR1913280.695479__1.695479	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913280.695728__1.695728	28117__B0MSS1__ALIPUT_00273
ERR1913280.695901__1.695901	820__A0A3E4G493__ERS417307_00253
ERR1913280.695927__1.695927	487174__K0X694__DIT83_09060
ERR1913280.696025__1.696025	820__A0A3E4XM43__DXC91_13960
ERR1913280.696111__1.696111	39491__C4Z9K0__DXD95_07445
ERR1913280.696128__1.696128	820__A0A173YYG4__evgS_3
ERR1913280.696406__1.696406	626929__R6LKK1__B5F24_07400
ERR1913280.696343__1.696343	1862668__GCA_001945525.1_00031
ERR1913280.696455__1.696455	39491__R6UMS6__DXD13_07035
ERR1913280.696577__1.696577	39491__A0A395UZZ5__htpG_1
ERR1913280.696658__1.696658	487174__K0WV96__HMPREF9448_01901
ERR1913280.696756__1.696756	28117__R7JPX7__BHV66_00900
ERR1913280.696807__1.696807	239935__R7E524__CXT91_06180
ERR1913280.696820__1.696820	239935__A0A2N8I9N0__CXT97_09915
ERR1913280.696996__1.696996	39491__A0A395ZM93__DXD13_03490
ERR1913280.697149__1.697149	216816__A0A1S2VTC3__BLIC_e00847
ERR1913280.697256__1.697256	626929__F3PF96__B5F24_01800
ERR1913280.697278__1.697278	820__A0A3E4G493__ERS417307_00253
ERR1913280.697581__1.697581	1150298__A0A174SLE6__mlc_1
ERR1913280.697705__1.697705	360807__A0A174D2B1__ROSEINA2194_00224
ERR1913280.697779__1.697779	1150298__A0A174LE54__cysA
ERR1913280.697802__1.697802	1160721__W0U811__RBI_II00162
ERR1913280.697972__1.697972	820__A0A174CG08__DXB62_13215
ERR1913280.698014__1.698014	1262700__R5XK22__BN695_00076
ERR1913280.698054__1.698054	823__K6A718__CEQ22_003390
ERR1913280.698182__1.698182	820__A0A139K426__B5G17_09115
ERR1913280.698204__1.698204	544644__GCA_001915615.1_01913
ERR1913280.698263__1.698263	338188__K5CJA6__ERS852397_02346
ERR1913280.698393__1.698393	1262911__R6GN33__BN557_00616
ERR1913280.698505__1.698505	1262700__R5XF05__BN695_01686
ERR1913280.698585__1.698585	33025__A0A395JBB5__C8D73_107104
ERR1913280.698824__1.698824	1150298__A0A174DU21__toxA_3
ERR1913280.698838__1.698838	28117__B0MWP2__ALIPUT_01468
ERR1913280.699229__1.699229	1262889__R7HCM3__BN634_01536
ERR1913280.699405__1.699405	239935__A0A2N8HMQ8__pgsA
ERR1913280.699555__1.699555	820__A0A173YYG4__evgS_3
ERR1913280.699653__1.699653	1262911__R6GPM2__BN557_00937
ERR1913280.699599__1.699599	357276__I9FRW5__B5F95_21685
ERR1913280.699932__1.699932	1263044__GCA_000433375.1_02419
ERR1913280.700002__1.700002	166486__D4L1H3__sacC
ERR1913280.700073__1.700073	338188__R6SVZ5__ERS852397_02415
ERR1913280.700573__1.700573	338188__C9L2Z0__HMPREF1057_03240
ERR1913280.700662__1.700662	1150298__R7JT48__gsiA_6
ERR1913280.700665__1.700665	1262743__R5C054__BN727_01980
ERR1913280.700891__1.700891	1262736__R5Y5F6__BN496_00551
ERR1913280.701079__1.701079	820__A0A174DZ97__SAMN05444418_101240
ERR1913280.701086__1.701086	820__A0A174F696__macB_13
ERR1913280.701089__1.701089	216816__A0A1D7MV89__EK5BL_04715
ERR1913280.701414__1.701414	338188__A0A173XHS4__BACFIN_08438
ERR1913280.701379__1.701379	357276__G5SMD3__BSEG_02959
ERR1913280.701513__1.701513	820__A0A174VD39__DXD90_12235
ERR1913280.701530__1.701530	239935__A0A139TPG3__CXT86_08810
ERR1913280.701588__1.701588	1897011__A0A1Q6RE83__BHW41_04925
ERR1913280.701633__1.701633	61171__B9Y5T8__HOLDEFILI_01170
ERR1913280.701965__1.701965	820__A7VAR9__ERS852421_00197
ERR1913280.702166__1.702166	1262700__R5XJI9__BN695_00813
ERR1913280.702187__1.702187	338188__C9KT88__ERS852397_01691
ERR1913280.702278__1.702278	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913280.702351__1.702351	820__A0A1T4IYF4__mprA_1
ERR1913280.702436__1.702436	671267__R9IEN1__C802_02405
ERR1913280.702654__1.702654	2108523__A0A2P2F3W3__LAWASA_692
ERR1913280.702703__1.702703	310298__B3JED9__BACCOP_00230
ERR1913280.702795__1.702795	1262948__R7E6E7__BN671_00098
ERR1913280.703049__1.703049	239935__A0A2N8HT18__CXT93_06135
ERR1913280.703216__1.703216	820__A0A173WUD7__DXB48_08055
ERR1913280.703293__1.703293	1262911__R6H1P0__BN557_00940
ERR1913280.703384__1.703384	28117__B0MZ50__ALIPUT_02424
ERR1913280.703742__1.703742	1262700__R5Y691__BN695_00466
ERR1913280.703753__1.703753	239935__A0A2N8IEP3__CXT84_03735
ERR1913280.703804__1.703804	28117__B0MY82__BHV66_04755
ERR1913280.703862__1.703862	46503__R6Y9P8__evgS_3
ERR1913280.703928__1.703928	39491__A0A174K9A3__DXB69_07785
ERR1913280.703908__1.703908	239935__A0A2N8HQR1__Amuc_0287
ERR1913280.703924__1.703924	552398__F4XCQ4__HMPREF0866_01621
ERR1913280.704275__1.704275	328814__GCA_004558275.1_00073
ERR1913280.704276__1.704276	1262700__R5XLR5__BN695_01665
ERR1913280.704468__1.704468	1897011__A0A1Q6REU8__BHW41_04300
ERR1913280.704512__1.704512	338188__A0A173WKZ0__BACFIN_07292
ERR1913280.704539__1.704539	1263044__GCA_000433375.1_00353
ERR1913280.704654__1.704654	28118__F9ZAB2__SAMEA44545918_01079
ERR1913280.704726__1.704726	626929__A0A1Y4JTW9__B5F97_02770
ERR1913280.704858__1.704858	39491__D4JMW8__ERS852497_01971
ERR1913280.704939__1.704939	820__A0A396EUU8__luxQ_3
ERR1913280.705608__1.705608	28117__B0MY45__ALIPUT_02164
ERR1913280.705781__1.705781	820__A0A174GK47__ERS852421_00200
ERR1913280.705818__1.705818	1262889__R7HBI6__BN634_00794
ERR1913280.705830__1.705830	239935__A0A2N8I1R3__CXU05_06075
ERR1913280.705884__1.705884	338188__K5CL92__BACFIN_07565
ERR1913280.706167__1.706167	1262911__R6H054__BN557_00908
ERR1913280.706172__1.706172	239935__A0A2N8I9P4__CXT85_05050
ERR1913280.706313__1.706313	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913280.706318__1.706318	1262945__R6YNE4__BN600_01653
ERR1913280.706531__1.706531	39491__A0A0M6WLC7__ERS852497_00640
ERR1913280.706741__1.706741	820__A0A173WZS4__DXD90_10250
ERR1913280.706882__1.706882	1263044__GCA_000433375.1_01140
ERR1913280.707252__1.707252	1262700__R5XEF2__BN695_01474
ERR1913280.707298__1.707298	338188__K5CK57__ERS852397_02236
ERR1913280.707302__1.707302	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913280.707770__1.707770	820__A0A3E4W9W8__C801_01069
ERR1913280.707897__1.707897	2173__A0A1D2WU59__Msm_1444
ERR1913280.708019__1.708019	39492__D4JWB3__EUBSIR_00040
ERR1913280.708039__1.708039	820__A0A139KHX1__HMPREF2141_00289
ERR1913280.708053__1.708053	39491__A0A395V6A3__DXB69_00505
ERR1913280.708077__1.708077	1160721__W0U3Z9__RBI_I00543
ERR1913280.708104__1.708104	1262911__R6H2J2__BN557_01228
ERR1913280.708173__1.708173	239935__A0A2N8IRH4__CXT92_05605
ERR1913280.708374__1.708374	246787__A0A0P0FV02__AA416_03728
ERR1913280.708613__1.708613	328814__GCA_004558275.1_00073
ERR1913280.708816__1.708816	39491__A0A173TFQ1__rsmF
ERR1913280.708854__1.708854	39491__A0A173VYV1__DXC13_02710
ERR1913280.708882__1.708882	77635__A0A087DP32__BISU_2386
ERR1913280.709022__1.709022	487174__K0WZN5__HMPREF9448_01108
ERR1913280.709217__1.709217	246787__R6KK25__HMPREF1062_01860
ERR1913280.709463__1.709463	239935__A0A2N8IEP3__CXT84_03735
ERR1913280.709735__1.709735	39492__D4JQY4__EUBSIR_01325
ERR1913280.709856__1.709856	357276__A0A0M1W1I8__ABI39_13620
ERR1913280.709967__1.709967	1262700__R5Y911__BN695_01316
ERR1913280.709929__1.709929	360807__C0FVL1__ERS852392_00394
ERR1913280.710083__1.710083	39492__D4JWD3__EUBSIR_00151
ERR1913280.710222__1.710222	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913280.710253__1.710253	1262700__R5XEX6__BN695_01651
ERR1913280.710384__1.710384	1681__E4V807__BIFI_0882
ERR1913280.710757__1.710757	820__A0A3E4G3J9__ERS852459_02265
ERR1913280.710818__1.710818	28117__B0MXG7__BHV66_08620
ERR1913280.711053__1.711053	246787__A0A3D6B0E4__BACCELL_02533
ERR1913280.711095__1.711095	239935__A0A2N8HB50__CXU17_02615
ERR1913280.711437__1.711437	39491__A0A173TFQ1__rsmF
ERR1913280.711549__1.711549	1262743__R5C054__BN727_01980
ERR1913280.711682__1.711682	487174__K0WV96__HMPREF9448_01901
ERR1913280.712145__1.712145	239935__A0A2N8ITW6__CXT91_06265
ERR1913280.712710__1.712710	239935__A0A2N8HPS5__Amuc_0950
ERR1913280.712779__1.712779	1262700__R5XK36__BN695_01015
ERR1913280.712787__1.712787	239935__R6JAS2__CXU02_10725
ERR1913280.712853__1.712853	39488__R5G6A7__DXD91_05835
ERR1913280.712878__1.712878	1262700__R5XVC6__BN695_01077
ERR1913280.713185__1.713185	239935__A0A2N8HQR1__Amuc_0287
ERR1913280.713208__1.713208	820__A0A139KHD8__ERS417307_00569
ERR1913280.713442__1.713442	239935__A0A2N8IMC9__CXU09_02095
ERR1913280.713588__1.713588	1262739__R6MK77__BN659_00760
ERR1913280.713638__1.713638	239935__A0A2N8IUW6__Amuc_1525
ERR1913280.713710__1.713710	166486__D4L334__mcp3_1
ERR1913280.713809__1.713809	165179__A0A174XZU8__DXB80_12180
ERR1913280.713989__1.713989	820__A0A3E4RU03__M093_0563
ERR1913280.714108__1.714108	39491__C4Z9D4__DXD95_00055
ERR1913280.714170__1.714170	820__A0A139K0J1__HMPREF2141_03205
ERR1913280.714178__1.714178	28117__B0MYZ8__BHV66_04535
ERR1913280.714232__1.714232	823__A0A395YY84__DXC05_19515
ERR1913280.714235__1.714235	454155__F3QX17__HMPREF9442_02751
ERR1913280.714255__1.714255	1262700__R5Y911__BN695_01316
ERR1913280.714471__1.714471	310298__B3JK49__BACCOP_02273
ERR1913280.714580__1.714580	239935__R7E524__CXT91_06180
ERR1913280.715023__1.715023	1262700__R5XAC9__BN695_00822
ERR1913280.715027__1.715027	239935__A0A2N8IF99__lpdA
ERR1913280.715031__1.715031	1262700__R5Y7V8__BN695_00991
ERR1913280.715060__1.715060	28117__R7JMT0__BHV66_05875
ERR1913280.715360__1.715360	487174__K0X524__DDY40_09270
ERR1913280.715397__1.715397	1262736__R5YA02__BN496_01443
ERR1913280.715564__1.715564	1262700__R5XIM5__BN695_00563
ERR1913280.715601__1.715601	410072__A0A174J5N8__sbcC
ERR1913280.715624__1.715624	239935__A0A2N8IRW0__A4V05_11620
ERR1913280.715665__1.715665	246787__R6KBH9__HMPREF1062_04676
ERR1913280.715809__1.715809	301302__A0A173RZU9__M72_23561
ERR1913280.715850__1.715850	1262700__R5XWP9__BN695_01562
ERR1913280.715943__1.715943	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913280.716007__1.716007	487174__K0WRZ5__HMPREF9448_02826
ERR1913280.716068__1.716068	1262700__R5Y7V8__BN695_00991
ERR1913280.716229__1.716229	338188__R6RV06__HMPREF1057_00250
ERR1913280.716288__1.716288	357276__A0A076IXE0__HMPREF1064_04364
ERR1913280.716380__1.716380	820__A0A173YYG4__evgS_3
ERR1913280.716531__1.716531	239935__R6JFR5__CXT84_04850
ERR1913280.716597__1.716597	39491__A0A395V2Y7__DXB72_13970
ERR1913280.716684__1.716684	820__A0A3E4VZY4__ERS852554_01211
ERR1913280.716689__1.716689	1262700__R5Y6J6__BN695_00596
ERR1913280.716803__1.716803	239935__A0A2N8IYM5__CXT84_05130
ERR1913280.717049__1.717049	39488__C0EX25__DXD91_11965
ERR1913280.717226__1.717226	360807__C0FPN7__ERS852444_02993
ERR1913280.717314__1.717314	39492__D4JRM4__tap_5
ERR1913280.717625__1.717625	820__A7V470__HMPREF1072_02076
ERR1913280.717789__1.717789	1262911__R6HN72__BN557_00911
ERR1913280.717822__1.717822	1263107__GCA_000436995.1_00019
ERR1913280.717957__1.717957	39491__C4ZC33__DXC13_11585
ERR1913280.718175__1.718175	820__A0A174P0L5__glcK_3
ERR1913280.718188__1.718188	28117__B0N007__BHV66_10275
ERR1913280.718287__1.718287	166486__R6AY46__ROSINTL182_06128
ERR1913280.718457__1.718457	39488__C0EVP9__ERS852450_03163
ERR1913280.718590__1.718590	820__A0A174KKV6__DXC07_02635
ERR1913280.718602__1.718602	338188__R6RV06__HMPREF1057_00250
ERR1913280.718636__1.718636	39485__A0A174YYW2__benM
ERR1913280.718829__1.718829	1262911__R6HIJ8__BN557_01742
ERR1913280.718913__1.718913	1262700__R5XA62__BN695_00032
ERR1913280.719101__1.719101	487174__K0WV96__HMPREF9448_01901
ERR1913280.719148__1.719148	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913280.719075__1.719075	239935__A0A2N8HZW2__A4V05_11120
ERR1913280.719328__1.719328	33025__A0A395JAJ0__C8D73_107105
ERR1913280.719312__1.719312	820__A0A374Q854__HMPREF1073_03281
ERR1913280.719489__1.719489	1160721__R6TGH1__BHW50_05060
ERR1913280.719543__1.719543	823__A0A174VHT1__DHP27_04775
ERR1913280.719884__1.719884	39491__C4Z9Y3__ERS852417_01808
ERR1913280.719984__1.719984	1683__C4FGU5__BIANG_0917
ERR1913280.719989__1.719989	1262889__R7HCH8__BN634_01555
ERR1913280.720047__1.720047	823__C7XA51__BDI_0499
ERR1913280.720083__1.720083	216816__A0A0M0VKE6__BL0626
ERR1913280.720255__1.720255	818__A0A0N7I9M6__Btheta7330_00939
ERR1913280.720272__1.720272	39491__A0A396FP46__cobD_2
ERR1913280.720579__1.720579	487174__K0X079__DIT83_00640
ERR1913280.720616__1.720616	1263044__GCA_000433375.1_00678
ERR1913280.720946__1.720946	820__A0A1T4IYF4__mprA_1
ERR1913280.721263__1.721263	218538__C9LQ77__GCWU000321_01709
ERR1913280.721375__1.721375	28118__R6F1C2__rpoE_1
ERR1913280.721290__1.721290	1263044__GCA_000433375.1_01440
ERR1913280.721609__1.721609	487174__K0WRP3__HMPREF9448_02660
ERR1913280.721621__1.721621	818__R9HBA6__HMPREF2534_04317
ERR1913280.721966__1.721966	1262889__R7HAC7__BN634_01118
ERR1913280.722049__1.722049	1262736__R5YCY9__BN496_00487
ERR1913280.722080__1.722080	1262700__R5XDW9__BN695_01259
ERR1913280.722285__1.722285	674529__A0A174FE49__DXB21_01625
ERR1913280.722524__1.722524	1262893__R5GK54__BN782_01557
ERR1913280.722619__1.722619	1262911__R6H1P0__BN557_00940
ERR1913280.722837__1.722837	239935__B2UPZ6__CXU03_03800
ERR1913280.722920__1.722920	944036__A0A196S755__AV274_6406
ERR1913280.722921__1.722921	944036__A0A196S755__AV274_6406
ERR1913280.722942__1.722942	1262700__R5XF05__BN695_01686
ERR1913280.722993__1.722993	1160721__R6THG6__RBI_I00012
ERR1913280.723029__1.723029	562__P76135__CTY41_23560
ERR1913280.723233__1.723233	1262911__R6GZX7__BN557_00838
ERR1913280.723408__1.723408	166486__D4KZW9__degS
ERR1913280.723554__1.723554	33043__A8SWM2__ERS852575_01910
ERR1913280.723565__1.723565	820__A0A174M9V5__M093_0237
ERR1913280.723570__1.723570	39491__A0A395ZDC6__addB
ERR1913280.723753__1.723753	820__A0A3E4VXP2__yesR
ERR1913280.723798__1.723798	39492__D4JWM0__atpF
ERR1913280.724040__1.724040	39491__A0A396FNY7__LD38_16155
ERR1913280.724148__1.724148	33025__A0A395JA92__C8D73_108100
ERR1913280.724242__1.724242	357276__B6VW91__BACDOR_01584
ERR1913280.724344__1.724344	39492__D4JWD3__EUBSIR_00151
ERR1913280.724498__1.724498	39491__A0A396FPV7__ERS852580_01177
ERR1913280.724597__1.724597	674529__A0A174S5F6__SAMN05444400_11892
ERR1913280.724822__1.724822	28117__B0MTH2__ALIPUT_00061
ERR1913280.724834__1.724834	39492__A0A174ZP27__EUBSIR_00033
ERR1913280.724764__1.724764	239935__R6J9Y2__CXT85_07000
ERR1913280.724916__1.724916	820__A7V8C2__ERS852554_01338
ERR1913280.724954__1.724954	166486__D4KZ45__ROSINTL182_05738
ERR1913280.724930__1.724930	820__A0A174Q0F0__DXB48_08080
ERR1913280.725001__1.725001	39491__A0A396FIZ8__ERE_20410
ERR1913280.725167__1.725167	823__A0A395YX30__M090_4590
ERR1913280.725278__1.725278	823__D0TC25__B5F32_04575
ERR1913280.725310__1.725310	338188__A0A174K390__pnuC
ERR1913280.725348__1.725348	214856__A0A175A6T5__ERS852447_02658
ERR1913280.725452__1.725452	1262700__R5XEX6__BN695_01651
ERR1913280.725585__1.725585	1262889__R7HAZ4__BN634_01288
ERR1913280.725688__1.725688	33025__A0A395J8P0__C8D73_1144
ERR1913280.725689__1.725689	1263044__GCA_000433375.1_00648
ERR1913280.725925__1.725925	1160721__W0U3Q4__BHW50_08110
ERR1913280.725892__1.725892	1160721__W0U4N3__BHW50_05270
ERR1913280.726094__1.726094	360807__A0A1Q6T7T2__artP
ERR1913280.726443__1.726443	1262736__R5YKF5__BN496_01748
ERR1913280.726411__1.726411	28117__B0MSR5__BHV66_02095
ERR1913280.726432__1.726432	820__A0A139KJR5__M093_4469
ERR1913280.726476__1.726476	239935__A0A139TPD4__CXT86_06450
ERR1913280.726478__1.726478	40518__R5E282__DXD86_08940
ERR1913280.726519__1.726519	39492__D4JTF2__mutS2
ERR1913280.726580__1.726580	239935__A0A2N8ITG2__Amuc_0335
ERR1913280.726624__1.726624	28117__B0MTH2__ALIPUT_00061
ERR1913280.726678__1.726678	853__A0A3E2U7E6__ERS852582_01640
ERR1913280.726784__1.726784	338188__A0A173XHS4__BACFIN_08438
ERR1913280.726975__1.726975	239935__A0A2N8HQY4__CXT99_03170
ERR1913280.727175__1.727175	1262889__R7HD12__BN634_00607
ERR1913280.727103__1.727103	338188__R6S0J1__BACFIN_08786
ERR1913280.727541__1.727541	552398__F4XHU2__HMPREF0866_03196
ERR1913280.727764__1.727764	853__A0A173XRA8__CGS56_09290
ERR1913280.727975__1.727975	28117__B0MYI9__BHV66_05415
ERR1913280.728130__1.728130	487174__K0X429__HMPREF9448_00932
ERR1913280.728172__1.728172	218538__C9LQ77__GCWU000321_01709
ERR1913280.728268__1.728268	239935__A0A2N8I3G2__CXT89_00720
ERR1913280.728437__1.728437	218538__C9LPF0__GCWU000321_01429
ERR1913280.728396__1.728396	1262700__R5X9G7__BN695_00632
ERR1913280.728400__1.728400	820__A0A1T4IY80__ERS852554_01621
ERR1913280.728486__1.728486	487174__K0X429__HMPREF9448_00932
ERR1913280.728730__1.728730	214856__A0A175A6T5__ERS852447_02658
ERR1913280.728857__1.728857	1739491__J1DK07__HMPREF2987_07410
ERR1913280.729189__1.729189	820__A0A139KJR5__M093_4469
ERR1913280.729604__1.729604	821__A0A174WBC9__ERS852556_03145
ERR1913280.729584__1.729584	820__A0A139KH21__DXC80_01780
ERR1913280.729656__1.729656	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913280.729674__1.729674	1262700__R5X902__BN695_00437
ERR1913280.729772__1.729772	1262911__R6H1P0__BN557_00940
ERR1913280.730124__1.730124	820__A7V092__hldE
ERR1913280.730235__1.730235	820__A0A3E4VZF8__C801_00319
ERR1913280.730252__1.730252	338188__K5CA25__BACFIN_08966
ERR1913280.730478__1.730478	33025__A0A395J973__C8D73_11010
ERR1913280.730870__1.730870	39491__A0A395ZHW3__ERS852417_01359
ERR1913280.730949__1.730949	1262700__R5Y750__BN695_00786
ERR1913280.731531__1.731531	46503__K5ZV67__PARMER_03859
ERR1913280.731730__1.731730	39491__A0A395ZDC6__addB
ERR1913280.731763__1.731763	1262911__R6HN81__BN557_00921
ERR1913280.731881__1.731881	28117__B0MYP3__BHV66_04995
ERR1913280.732083__1.732083	820__A0A174TRB5__DXD40_11305
ERR1913280.732271__1.732271	166486__D4L1P5__ERS852572_00758
ERR1913280.732312__1.732312	1262700__R5XJU2__BN695_00943
ERR1913280.732429__1.732429	1262777__R5VJI8__BN512_01576
ERR1913280.732565__1.732565	216816__C5E9A6__mutT4
ERR1913280.732624__1.732624	1262889__R7HAN4__BN634_02105
ERR1913280.732643__1.732643	166486__D4KX18__ROSINTL182_07596
ERR1913280.732703__1.732703	1262700__R5Y9F5__BN695_01481
ERR1913280.732724__1.732724	820__A0A139JRS5__HMPREF1073_04025
ERR1913280.732843__1.732843	820__A7VAR9__ERS852421_00197
ERR1913280.732944__1.732944	487174__K0WUJ8__DIT83_08050
ERR1913280.732949__1.732949	239935__A0A139TT05__CXU09_03335
ERR1913280.733037__1.733037	47678__A5ZI88__BACCAC_02617
ERR1913280.733067__1.733067	33025__A0A395JEP7__C8D73_10844
ERR1913280.733198__1.733198	1263006__R6MLA8__BN515_00853
ERR1913280.733236__1.733236	1686__A1A2Q5__BIFCAT_00347
ERR1913280.733274__1.733274	301301__A0A395VG51__RHOM_05870
ERR1913280.733339__1.733339	239935__A0A2N8HT44__CXT84_11035
ERR1913280.733459__1.733459	166486__D4L0J8__ROSINTL182_08089
ERR1913280.733461__1.733461	310298__B3JII2__BACCOP_01694
ERR1913280.733842__1.733842	338188__K5CPU8__BACFIN_06494
ERR1913280.733867__1.733867	28117__B0MXW9__ALIPUT_01981
ERR1913280.734054__1.734054	823__A0A174LDE8__M096_3277
ERR1913280.734239__1.734239	338188__A0A174FPA3__BACFIN_06857
ERR1913280.734292__1.734292	1628085__A0A2U1BD76__C7386_10691
ERR1913280.734382__1.734382	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913280.734519__1.734519	487174__K0X665__DIT83_12000
ERR1913280.734559__1.734559	39492__A0A174ZP27__EUBSIR_00033
ERR1913280.734616__1.734616	821__A0A174T998__DXB82_10860
ERR1913280.734648__1.734648	360807__C0FVL1__ERS852392_00394
ERR1913280.734677__1.734677	239935__A0A2N8HL14__CXT98_09285
ERR1913280.734790__1.734790	39488__C0F0P7__ERS852578_02651
ERR1913280.734832__1.734832	33025__A0A395JED3__C8D73_101461
ERR1913280.734903__1.734903	626929__K9EMN2__SAMN05444376_2987
ERR1913280.735012__1.735012	28117__B0MTH2__ALIPUT_00061
ERR1913280.735129__1.735129	338188__R6RT73__HMPREF1057_02828
ERR1913280.735192__1.735192	33025__A0A395JHD9__C8D73_101774
ERR1913280.735328__1.735328	357276__I8WPR6__EL88_06675
ERR1913280.735377__1.735377	239935__A0A2N8IVR0__CXT87_07115
ERR1913280.735506__1.735506	1262889__R7H889__BN634_02048
ERR1913280.735567__1.735567	1150298__R7JT48__gsiA_6
ERR1913280.735586__1.735586	1262700__R5XJA4__BN695_00793
ERR1913280.735664__1.735664	820__A0A173XIP7__B5G17_16050
ERR1913280.735678__1.735678	820__A0A174EV88__HMPREF1072_01427
ERR1913280.735914__1.735914	39491__D4JMW8__ERS852497_01971
ERR1913280.736066__1.736066	40520__A0A395XAI7__DXB81_16005
ERR1913280.736339__1.736339	46503__R6Y4W3__DXB85_01650
ERR1913280.736342__1.736342	1262911__R6GS52__BN557_00834
ERR1913280.736521__1.736521	820__E5VA63__DXC80_01025
ERR1913280.736694__1.736694	820__A0A174F0C1__nreB
ERR1913280.736726__1.736726	239935__A0A2N8I390__CXU16_10675
ERR1913280.736939__1.736939	820__A0A174VD39__DXD90_12235
