ERR1913060.381__1.381	820__A7V092__hldE
ERR1913060.3917445__1.3917445	40520__A0A174GNL5__DXD81_10555
ERR1913060.3917523__1.3917523	357276__I9QBT7__BSEG_03340
ERR1913060.3917783__1.3917783	204516__U6RFB2__HMPREF1534_01733
ERR1913060.3917942__1.3917942	357276__I8WBQ9__HMPREF1065_03212
ERR1913060.3918158__1.3918158	166486__D4L457__ROSINTL182_07087
ERR1913060.3918402__1.3918402	357276__A0A076IYG1__B5F95_22465
ERR1913060.3918452__1.3918452	1735__B7CC21__EUBIFOR_01746
ERR1913060.3918855__1.3918855	410072__C0B8D2__DXD67_01675
ERR1913060.3918856__1.3918856	1262930__R6A468__BN693_01366
ERR1913060.3918857__1.3918857	821__A0A396F1N0__M099_1553
ERR1913060.3918944__1.3918944	2293125__A0A374CMK5__DW917_00330
ERR1913060.3918945__1.3918945	1262930__R6A090__BN693_00649
ERR1913060.3918978__1.3918978	357276__E5UTL1__HMPREF1065_03551
ERR1913060.3919133__1.3919133	310298__B3JED9__BACCOP_00230
ERR1913060.3919210__1.3919210	310298__B3JNH3__BACCOP_03486
ERR1913060.3919576__1.3919576	820__A7V470__HMPREF1072_02076
ERR1913060.3919610__1.3919610	39491__A0A0M6WPN4__DXB69_06325
ERR1913060.3919794__1.3919794	820__A0A374Q854__HMPREF1073_03281
ERR1913060.3920381__1.3920381	1262930__R5ZXL8__BN693_01321
ERR1913060.3920447__1.3920447	357276__A0A0K2HDV9__DXD47_02600
ERR1913060.3920808__1.3920808	1263044__GCA_000433375.1_00352
ERR1913060.3920956__1.3920956	820__A7VAR9__ERS852421_00197
ERR1913060.3920957__1.3920957	46503__A7AG59__ERS852463_00349
ERR1913060.3921018__1.3921018	310298__B3JQJ5__BACCOP_04231
ERR1913060.3921031__1.3921031	39491__A0A173VYV1__DXC13_02710
ERR1913060.3921322__1.3921322	39488__A0A285PVA5__ERS852450_01472
ERR1913060.3921602__1.3921602	357276__B6VYT9__HMPREF1063_05030
ERR1913060.3921608__1.3921608	106588__A6P303__BACCAP_04887
ERR1913060.3921616__1.3921616	357276__I8VLL2__HMPREF1065_03395
ERR1913060.3921637__1.3921637	39488__A0A285PS86__EUBHAL_02647
ERR1913060.3921650__1.3921650	166486__A0A173RAP7__ROSINTL182_07969
ERR1913060.3921946__1.3921946	853__A0A2J4JL53__CRH10_10795
ERR1913060.3922046__1.3922046	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3922070__1.3922070	2293125__A0A374CMK5__DW917_00330
ERR1913060.3922130__1.3922130	1262911__R6GPM2__BN557_00937
ERR1913060.3922151__1.3922151	1262924__R7HPU8__BN585_00010
ERR1913060.3922177__1.3922177	818__A0A396DZ59__NCTC13706_00402
ERR1913060.3922243__1.3922243	166486__C7GAX1__ERS852572_03188
ERR1913060.3922686__1.3922686	371601__A0A174FWT4__SAMN04487924_11134
ERR1913060.3922816__1.3922816	166486__D4L456__rpfG_10
ERR1913060.3922903__1.3922903	33025__A0A395JAF6__C8D73_10758
ERR1913060.3922980__1.3922980	33039__A0A174VX97__ERS852530_02623
ERR1913060.3923013__1.3923013	821__A0A3E4WAR6__DXD64_10735
ERR1913060.3923052__1.3923052	1262930__R6AYA7__BN693_00428
ERR1913060.3923091__1.3923091	39496__A5Z671__EUBVEN_01204
ERR1913060.3923326__1.3923326	165179__D1PGU8__PREVCOP_06463
ERR1913060.3923451__1.3923451	357276__A0A076ISJ4__B5F95_19420
ERR1913060.3923543__1.3923543	28116__C3QSX8__SAMN05444282_101331
ERR1913060.3923579__1.3923579	418240__A0A174C465__ydaM
ERR1913060.3923635__1.3923635	820__A0A139K8N1__ERS852554_00951
ERR1913060.3923791__1.3923791	165179__D1PHC0__PREVCOP_06640
ERR1913060.3923828__1.3923828	544644__GCA_001915615.1_01718
ERR1913060.3923898__1.3923898	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913060.3923943__1.3923943	166486__D4L273__ERS852572_01638
ERR1913060.3924045__1.3924045	33039__A0A173VTT4__frdB_1
ERR1913060.3924184__1.3924184	39496__A5Z776__EUBVEN_01559
ERR1913060.3924231__1.3924231	165179__D1PGU8__PREVCOP_06463
ERR1913060.3924291__1.3924291	820__R9I2U8__DXC68_09590
ERR1913060.3924300__1.3924300	166486__D4KWR9__dapF_1
ERR1913060.3924907__1.3924907	322505__manY_2
ERR1913060.3924889__1.3924889	853__A0A2A7ATM9__DWZ89_13645
ERR1913060.3925059__1.3925059	310298__B3JQJ5__BACCOP_04231
ERR1913060.3925128__1.3925128	821__U6RDC2__DXD46_15675
ERR1913060.3925146__1.3925146	165179__A0A229I2W6__PREVCOP_04332
ERR1913060.3925169__1.3925169	310298__B3JK99__BACCOP_02328
ERR1913060.3925235__1.3925235	821__A0A395US34__C5Z04_18975
ERR1913060.3925237__1.3925237	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913060.3925323__1.3925323	166486__D4KYB5__mcp3_2
ERR1913060.3925344__1.3925344	820__A0A173YYG4__evgS_3
ERR1913060.3925370__1.3925370	310298__B3JQJ5__BACCOP_04231
ERR1913060.3925422__1.3925422	310298__B3JK99__BACCOP_02328
ERR1913060.3925506__1.3925506	853__A0A173YYY4__DWZ04_09420
ERR1913060.3925526__1.3925526	165179__D1PHC0__PREVCOP_06640
ERR1913060.3925598__1.3925598	1262924__R7HLK0__BN585_01496
ERR1913060.3925548__1.3925548	410072__C0BAJ3__ERS852574_01527
ERR1913060.3925626__1.3925626	544644__GCA_001915615.1_02129
ERR1913060.3925688__1.3925688	487174__K0XK83__HMPREF9448_01485
ERR1913060.3925724__1.3925724	820__I9A4U7__DHU98_12785
ERR1913060.3925715__1.3925715	28118__R6FC74__DHW44_13330
ERR1913060.3925719__1.3925719	310298__B3JQJ5__BACCOP_04231
ERR1913060.3925826__1.3925826	1262924__R7HU74__BN585_00690
ERR1913060.3925846__1.3925846	821__A0A0P0LFP6__C5Z04_13890
ERR1913060.3925891__1.3925891	357276__A0A174L570__GV66_05720
ERR1913060.3925977__1.3925977	301301__A0A395V5W5__RHOM_01200
ERR1913060.3926031__1.3926031	544644__GCA_001915615.1_00059
ERR1913060.3926074__1.3926074	1262930__R6ADH9__BN693_01876
ERR1913060.3926165__1.3926165	853__A0A173T6P2__DWZ46_14595
ERR1913060.3926180__1.3926180	46503__R6WWH2__DXB85_00365
ERR1913060.3926717__1.3926717	410072__C0BF38__DXD67_15395
ERR1913060.3926815__1.3926815	2293125__A0A374BSW4__DW917_13420
ERR1913060.3926920__1.3926920	820__A0A3E5BMG9__DXD40_05130
ERR1913060.3927349__1.3927349	487174__K0X3L3__DDY40_11345
ERR1913060.3927543__1.3927543	821__A0A174JYD3__ERS852457_02610
ERR1913060.3927555__1.3927555	410072__C0BBR9__yqeC
ERR1913060.3927606__1.3927606	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913060.3927624__1.3927624	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.3927801__1.3927801	310298__B3JQJ5__BACCOP_04231
ERR1913060.3928106__1.3928106	357276__I9RCD3__IY41_15070
ERR1913060.3928126__1.3928126	853__A0A173T751__C4N24_10280
ERR1913060.3928589__1.3928589	33025__A0A395J8P0__C8D73_1144
ERR1913060.3928645__1.3928645	418240__C6J8B6__ERS852523_03677
ERR1913060.3928715__1.3928715	310298__B3JQJ5__BACCOP_04231
ERR1913060.3928812__1.3928812	853__C7H7F5__DWZ46_01780
ERR1913060.3929006__1.3929006	821__A0A174MBW9__SAMN04487923_10272
ERR1913060.3929116__1.3929116	357276__A0A076IS46__BACDOR_03265
ERR1913060.3929137__1.3929137	165179__D1PGU8__PREVCOP_06463
ERR1913060.3929255__1.3929255	2293125__A0A374CCM7__DW917_05375
ERR1913060.3929264__1.3929264	410072__R6LKC9__ERS852525_01807
ERR1913060.3929486__1.3929486	165179__A0A174UTZ7__DXC61_06705
ERR1913060.3929631__1.3929631	2293125__A0A374BY09__DW917_11855
ERR1913060.3929831__1.3929831	853__A0A2A7B9I6__DW855_13690
ERR1913060.3929883__1.3929883	1262739__R6MRD4__BN659_02013
ERR1913060.3930070__1.3930070	28052__R7NB47__msbA_2
ERR1913060.3930246__1.3930246	853__D4JY61__C4N21_10560
ERR1913060.3930270__1.3930270	818__E5C5U7__SAMN05216253_101163
ERR1913060.3930511__1.3930511	28111__R5JRR0__NCTC11155_01063
ERR1913060.3930595__1.3930595	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.3930615__1.3930615	821__R7P1Q7__M099_2990
ERR1913060.3930673__1.3930673	1150298__A0A174RP87__uppP_1
ERR1913060.3930693__1.3930693	853__A0A2A7B9I6__DW855_13690
ERR1913060.3931117__1.3931117	457421__C5EFY5__CBFG_00830
ERR1913060.3931146__1.3931146	310298__B3JGJ2__BACCOP_00994
ERR1913060.3931200__1.3931200	28052__R7NCE0__ERS852499_00449
ERR1913060.3931286__1.3931286	156456__G9YIG0__HMPREF0080_01452
ERR1913060.3931385__1.3931385	310298__B3JNR4__BACCOP_03579
ERR1913060.3931476__1.3931476	818__A0A396E023__ERS852430_02808
ERR1913060.3931477__1.3931477	818__A0A396E023__ERS852430_02808
ERR1913060.3931658__1.3931658	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913060.3931699__1.3931699	821__E5UPR6__SAMN04487923_101768
ERR1913060.3931833__1.3931833	1262992__R5CY96__BN795_00067
ERR1913060.3931884__1.3931884	818__A0A3E5HDU6__C799_04515
ERR1913060.3931990__1.3931990	28118__R6F2P2__NCTC10826_02131
ERR1913060.3932133__1.3932133	818__A0A0P0EV21__NCTC13706_01181
ERR1913060.3932192__1.3932192	39496__A5Z8Q7__EUBVEN_02099
ERR1913060.3932290__1.3932290	39491__C4ZAT2__ERE_28440
ERR1913060.3932964__1.3932964	1262930__R6A0F8__BN693_00680
ERR1913060.3932944__1.3932944	310298__B3JQJ5__BACCOP_04231
ERR1913060.3933015__1.3933015	1262930__R6A2C3__BN693_02165
ERR1913060.3933229__1.3933229	821__A0A396F9T7__M097_3427
ERR1913060.3933253__1.3933253	165179__R6PU83__CFT61_14275
ERR1913060.3933351__1.3933351	310298__B3JEV6__BACCOP_00400
ERR1913060.3933426__1.3933426	552398__F4XHU2__HMPREF0866_03196
ERR1913060.3933436__1.3933436	1150298__R7JUX4__ERS852535_02669
ERR1913060.3933403__1.3933403	1262930__R5ZVG4__BN693_00969
ERR1913060.3933643__1.3933643	1262930__R6AAD1__BN693_01367
ERR1913060.3933644__1.3933644	310298__B3JQJ5__BACCOP_04231
ERR1913060.3933693__1.3933693	1262930__R6AUX8__BN693_00160
ERR1913060.3933697__1.3933697	1262948__R7E8R3__BN671_00101
ERR1913060.3933758__1.3933758	2293125__A0A374C9I8__DW917_06795
ERR1913060.3933802__1.3933802	821__A0A0P0LH09__ERS852457_03390
ERR1913060.3933819__1.3933819	821__A0A396F1N0__M099_1553
ERR1913060.3933870__1.3933870	39496__A5Z6P6__EUBVEN_01379
ERR1913060.3933883__1.3933883	357276__A0A076INK2__BSEG_04225
ERR1913060.3934473__1.3934473	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3934697__1.3934697	410072__C0BC63__ERS852525_02815
ERR1913060.3934707__1.3934707	821__A0A174WBC9__ERS852556_03145
ERR1913060.3934887__1.3934887	2293125__A0A374C9I8__DW917_06795
ERR1913060.3934948__1.3934948	821__A0A395UNT8__DXD64_15275
ERR1913060.3934963__1.3934963	292800__A0A173ZLU6__A4U99_17975
ERR1913060.3935011__1.3935011	1262930__R6A468__BN693_01366
ERR1913060.3935081__1.3935081	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.3935084__1.3935084	165179__D1PCL6__DXB80_13435
ERR1913060.3935296__1.3935296	818__A0A139KDV3__HMPREF2534_02467
ERR1913060.3935306__1.3935306	1262924__R7HPX8__BN585_00310
ERR1913060.3935308__1.3935308	853__A0A2A7A628__CGS57_13755
ERR1913060.3935389__1.3935389	853__A0A173T751__C4N24_10280
ERR1913060.3935905__1.3935905	310298__B3JJG1__BACCOP_02031
ERR1913060.3935969__1.3935969	821__R7P1Q7__M099_2990
ERR1913060.3936060__1.3936060	2293125__A0A374CKY3__DW917_01805
ERR1913060.3936157__1.3936157	39496__A5Z807__EUBVEN_01847
ERR1913060.3936187__1.3936187	1262924__R7HUR1__BN585_00057
ERR1913060.3936280__1.3936280	2293125__A0A374CBD1__DW917_06995
ERR1913060.3936494__1.3936494	166486__D4L1L1__ROSINTL182_05277
ERR1913060.3936564__1.3936564	33039__D4M398__ERS852530_00575
ERR1913060.3936599__1.3936599	360807__A0A1Q6T9R3__ERS852392_02666
ERR1913060.3936614__1.3936614	165179__A0A174UTZ7__DXC61_06705
ERR1913060.3936636__1.3936636	2293125__A0A374BMK9__DW917_16190
ERR1913060.3936882__1.3936882	487174__K0X109__DDY40_03235
ERR1913060.3937121__1.3937121	823__A0A174XJM9__CEQ22_007230
ERR1913060.3937197__1.3937197	310298__B3JQJ5__BACCOP_04231
ERR1913060.3937207__1.3937207	165179__R6B8D8__DXC61_09245
ERR1913060.3937290__1.3937290	884684__GCA_002892425.1_01408
ERR1913060.3937307__1.3937307	165179__D1PGU8__PREVCOP_06463
ERR1913060.3937472__1.3937472	410072__A0A3E4GPR9__ERS852481_01341
ERR1913060.3937433__1.3937433	1262930__R6AB27__BN693_00390
ERR1913060.3937836__1.3937836	821__A6L0C7__ERS852556_03520
ERR1913060.3937843__1.3937843	46506__A0A108TBL0__BACSTE_01998
ERR1913060.3937988__1.3937988	310298__B3JFH4__BACCOP_00624
ERR1913060.3938204__1.3938204	853__C7H1R8__DW905_06675
ERR1913060.3938428__1.3938428	671267__R9ICM6__C802_00589
ERR1913060.3938445__1.3938445	544644__GCA_001915615.1_01797
ERR1913060.3938646__1.3938646	1261__D3MR67__SAMN05660467_01650
ERR1913060.3938691__1.3938691	820__R7E9Z4__DXC68_06065
ERR1913060.3938692__1.3938692	820__A0A139K5A6__DXB48_12175
ERR1913060.3939174__1.3939174	818__A0A3E5GYI4__NCTC10582_00013
ERR1913060.3939185__1.3939185	1262948__R7EBD6__BN671_01768
ERR1913060.3939225__1.3939225	820__A0A173XIP7__B5G17_16050
ERR1913060.3939304__1.3939304	310298__B3JFK5__BACCOP_00655
ERR1913060.3939525__1.3939525	2293125__A0A374CMK5__DW917_00330
ERR1913060.3939612__1.3939612	166486__D4KXK8__xynB_1
ERR1913060.3939568__1.3939568	28116__I9JM49__NCTC11153_01044
ERR1913060.3939778__1.3939778	1262744__R6FST0__BN744_00381
ERR1913060.3939838__1.3939838	310298__B3JNG7__BACCOP_03480
ERR1913060.3940025__1.3940025	820__A0A396EUU8__luxQ_3
ERR1913060.3940097__1.3940097	1735__B7CD06__EUBIFOR_02085
ERR1913060.3940168__1.3940168	301301__A0A395V6G4__ERS852391_00892
ERR1913060.3940212__1.3940212	166486__D4KZ24__ROSINTL182_05766
ERR1913060.3940371__1.3940371	357276__I8VN30__HMPREF1065_03051
ERR1913060.3940385__1.3940385	39496__A5Z7Y6__EUBVEN_01827
ERR1913060.3940417__1.3940417	165179__D1PCL6__DXB80_13435
ERR1913060.3940496__1.3940496	1263044__GCA_000433375.1_00023
ERR1913060.3940552__1.3940552	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913060.3940577__1.3940577	2293125__A0A374BMK9__DW917_16190
ERR1913060.3940612__1.3940612	820__A0A3E5BMG9__DXD40_05130
ERR1913060.3940673__1.3940673	1262924__R7HSB4__BN585_00816
ERR1913060.3940716__1.3940716	46506__B0NMY5__AA415_00377
ERR1913060.3940854__1.3940854	204516__U6RFB2__HMPREF1534_01733
ERR1913060.3940887__1.3940887	820__A0A3E4PYB0__yejM
ERR1913060.3941221__1.3941221	1262992__R5D952__BN795_00714
ERR1913060.3941285__1.3941285	310298__B3JI31__BACCOP_01543
ERR1913060.3941296__1.3941296	384638__B7AN60__BACPEC_00112
ERR1913060.3941337__1.3941337	165179__R6B8D8__DXC61_09245
ERR1913060.3941454__1.3941454	626929__R5K4I0__B5F24_03615
ERR1913060.3941456__1.3941456	39496__A5Z889__EUBVEN_01929
ERR1913060.3941550__1.3941550	165179__R6B8D8__DXC61_09245
ERR1913060.3941574__1.3941574	1262930__R6A6G2__BN693_00683
ERR1913060.3941652__1.3941652	823__D7IV95__DXC05_09565
ERR1913060.3941660__1.3941660	853__A0A174BZY1__xerD_1
ERR1913060.3941724__1.3941724	2293125__A0A374C9I8__DW917_06795
ERR1913060.3941744__1.3941744	820__A0A174F0C1__nreB
ERR1913060.3941783__1.3941783	2293125__A0A374BSW4__DW917_13420
ERR1913060.3941907__1.3941907	821__A0A395US34__C5Z04_18975
ERR1913060.3942180__1.3942180	39491__A0A396FKG5__DXB76_07455
ERR1913060.3942220__1.3942220	2293125__A0A374C9I8__DW917_06795
ERR1913060.3942611__1.3942611	165179__A0A3E5E4T9__DXB80_08030
ERR1913060.3942642__1.3942642	204516__U6RNF5__HMPREF1534_00381
ERR1913060.3943157__1.3943157	821__E5UY21__C800_02204
ERR1913060.3943120__1.3943120	1262924__R7HM98__BN585_01697
ERR1913060.3943392__1.3943392	1099853__G9S521__NSB1T_00320
ERR1913060.3943394__1.3943394	28118__F9ZBW3__Odosp_3541
ERR1913060.3943560__1.3943560	1262930__R5ZVH8__BN693_01324
ERR1913060.3943570__1.3943570	626933__H1DGX0__HMPREF9449_01506
ERR1913060.3943624__1.3943624	165179__A0A229I4J4__proA
ERR1913060.3943941__1.3943941	1262739__R6M9P7__BN659_01903
ERR1913060.3943987__1.3943987	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3944038__1.3944038	818__A0A0P0F004__SAMN02910322_02925
ERR1913060.3944144__1.3944144	1262911__R6GSH8__BN557_00939
ERR1913060.3944417__1.3944417	487174__K0X4Y9__DDY40_09115
ERR1913060.3944521__1.3944521	218538__C9LQ92__GCWU000321_01724
ERR1913060.3944592__1.3944592	166486__D4KZI1__ERS852572_00422
ERR1913060.3944690__1.3944690	1099853__U5CNF1__NSB1T_01130
ERR1913060.3944738__1.3944738	39488__A0A173SK21__EUBHAL_00799
ERR1913060.3944779__1.3944779	1262930__R5ZWP2__BN693_01542
ERR1913060.3944783__1.3944783	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913060.3944879__1.3944879	166486__A0A173T114__ROSINTL182_05085
ERR1913060.3944950__1.3944950	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.3945019__1.3945019	487174__K0X551__HMPREF9448_02151
ERR1913060.3945079__1.3945079	821__A0A0P0L8F8__ERS852509_03705
ERR1913060.3945167__1.3945167	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.3945205__1.3945205	1262930__R6AXR1__BN693_00352
ERR1913060.3945263__1.3945263	1262924__R7HPB3__BN585_00488
ERR1913060.3945193__1.3945193	821__A0A397WGD6__M098_0084
ERR1913060.3945432__1.3945432	820__A0A3E4WA06__ERS852554_03404
ERR1913060.3945416__1.3945416	357276__D1JZM4__HMPREF1065_01278
ERR1913060.3945816__1.3945816	820__A0A139K4T0__ERS852510_03146
ERR1913060.3945821__1.3945821	2293125__A0A374C0L7__DW917_11510
ERR1913060.3945865__1.3945865	338188__A0A174ETX3__ERS852397_01955
ERR1913060.3945902__1.3945902	33025__A0A395JBA6__C8D73_1039
ERR1913060.3945954__1.3945954	165179__D1PGU8__PREVCOP_06463
ERR1913060.3946059__1.3946059	310298__B3JEE8__BACCOP_00239
ERR1913060.3946033__1.3946033	28116__A0A078Q626__HMPREF1070_02735
ERR1913060.3946147__1.3946147	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.3946154__1.3946154	821__R6F3Y1__SAMN04487923_104318
ERR1913060.3946446__1.3946446	821__R6F3Y1__SAMN04487923_104318
ERR1913060.3946474__1.3946474	310298__B3JQJ5__BACCOP_04231
ERR1913060.3946546__1.3946546	1262930__R6AHR4__BN693_00447
ERR1913060.3946779__1.3946779	338188__A0A174ETX3__ERS852397_01955
ERR1913060.3946780__1.3946780	310298__B3JI31__BACCOP_01543
ERR1913060.3946890__1.3946890	820__A0A139KJR5__M093_4469
ERR1913060.3946998__1.3946998	820__A0A374Q854__HMPREF1073_03281
ERR1913060.3947087__1.3947087	823__A0A395YRE1__DXC05_20005
ERR1913060.3947172__1.3947172	820__A0A3E4VZT7__DXB48_16145
ERR1913060.3947320__1.3947320	46503__R6WVN9__HMPREF1078_01964
ERR1913060.3947394__1.3947394	1262948__R7EF85__BN671_00955
ERR1913060.3947408__1.3947408	165179__D1PCL6__DXB80_13435
ERR1913060.3947586__1.3947586	820__A0A139JV05__B5G17_18125
ERR1913060.3947598__1.3947598	166486__D4KZ24__ROSINTL182_05766
ERR1913060.3947626__1.3947626	218538__C9LR48__GCWU000321_00316
ERR1913060.3947856__1.3947856	74426__rpoC
ERR1913060.3947965__1.3947965	28116__C3QQN3__CUY_4207
ERR1913060.3948169__1.3948169	410072__A0A174E1G6__phoR_6
ERR1913060.3948453__1.3948453	28118__R6F3B7__B5F93_04425
ERR1913060.3948648__1.3948648	823__D0TAX5__HMPREF1075_01064
ERR1913060.3948665__1.3948665	823__C7XBX3__HMPREF1059_03212
ERR1913060.3948675__1.3948675	310298__B3JFK5__BACCOP_00655
ERR1913060.3948889__1.3948889	626929__A0A1Y4JTW9__B5F97_02770
ERR1913060.3949016__1.3949016	820__A0A374QGD2__ERS852421_02382
ERR1913060.3949077__1.3949077	46503__R6Y4W3__DXB85_01650
ERR1913060.3949257__1.3949257	310298__B3JLT9__BACCOP_02886
ERR1913060.3949411__1.3949411	410072__C0BF75__ERS852389_02248
ERR1913060.3949479__1.3949479	165179__A0A3E5AER8__DXB80_07075
ERR1913060.3949650__1.3949650	166486__D4KRN2__ERS852572_01816
ERR1913060.3949679__1.3949679	46503__R6X5W5__HMPREF1078_03156
ERR1913060.3949974__1.3949974	2293125__A0A374BMK9__DW917_16190
ERR1913060.3950059__1.3950059	165179__R6XLJ7__CFT61_06250
ERR1913060.3950072__1.3950072	204516__U6RFB2__HMPREF1534_01733
ERR1913060.3950172__1.3950172	371601__F7LYR1__DXD03_13150
ERR1913060.3950364__1.3950364	39496__A5Z8J4__EUBVEN_02036
ERR1913060.3950562__1.3950562	39488__C0ERK9__cbiK
ERR1913060.3950604__1.3950604	1262930__R6AHR6__BN693_00452
ERR1913060.3950669__1.3950669	39492__D4JT90__coaE
ERR1913060.3950709__1.3950709	166486__D4KW49__ROSINTL182_07746
ERR1913060.3950831__1.3950831	821__A0A396F1N0__M099_1553
ERR1913060.3950855__1.3950855	626933__H1DGX0__HMPREF9449_01506
ERR1913060.3950939__1.3950939	487174__K0WT60__DDY40_05170
ERR1913060.3950941__1.3950941	1262930__R6A2C3__BN693_02165
ERR1913060.3950901__1.3950901	310298__B3JQL6__BACCOP_04252
ERR1913060.3951125__1.3951125	357276__A0A0M1W1I8__ABI39_13620
ERR1913060.3951257__1.3951257	2293125__A0A374BLR6__DW917_15555
ERR1913060.3951263__1.3951263	166486__D4KZ69__ERS852572_01502
ERR1913060.3951304__1.3951304	818__A0A2J6AAG0__C5Z03_04510
ERR1913060.3951328__1.3951328	544644__GCA_001915615.1_01040
ERR1913060.3951424__1.3951424	33025__A0A395JAA6__C8D73_10641
ERR1913060.3951434__1.3951434	166486__D4KNM9__ERS852572_00072
ERR1913060.3951693__1.3951693	1263044__GCA_000433375.1_03404
ERR1913060.3951826__1.3951826	1262930__R6A775__BN693_00822
ERR1913060.3951883__1.3951883	1261__D3MR67__SAMN05660467_01650
ERR1913060.3951907__1.3951907	360807__C0FR49__ROSEINA2194_01203
ERR1913060.3952369__1.3952369	823__C7XA51__BDI_0499
ERR1913060.3952482__1.3952482	166486__D4KZH8__ERS852572_00419
ERR1913060.3952549__1.3952549	166486__D4L0Q4__ERS852572_03675
ERR1913060.3952634__1.3952634	821__A0A395US34__C5Z04_18975
ERR1913060.3952922__1.3952922	823__A0A073I748__M096_3057
ERR1913060.3953044__1.3953044	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.3953138__1.3953138	1628085__A0A3E2XSZ1__C7386_1044
ERR1913060.3953346__1.3953346	649756__D4MY87__ERS852520_02651
ERR1913060.3953362__1.3953362	310298__B3JFK6__BACCOP_00656
ERR1913060.3953425__1.3953425	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.3953437__1.3953437	292800__A0A174U3S2__mleN_3
ERR1913060.3953503__1.3953503	165179__D1PHD6__DXC61_03380
ERR1913060.3953548__1.3953548	544645__A0A3E4TER1__DXC42_05460
ERR1913060.3953682__1.3953682	1262992__R5D9U9__BN795_01022
ERR1913060.3953700__1.3953700	76517__A7I129__fokIM_1
ERR1913060.3953838__1.3953838	1628085__A0A374VL33__C7386_102212
ERR1913060.3953871__1.3953871	2293125__A0A374C9I8__DW917_06795
ERR1913060.3953958__1.3953958	821__A0A174NVL6__NCTC10583_01782
ERR1913060.3953930__1.3953930	1262930__R6ACJ7__BN693_00131
ERR1913060.3953990__1.3953990	1262930__R6AUX8__BN693_00160
ERR1913060.3953994__1.3953994	357276__B6W1J2__BACDOR_03380
ERR1913060.3954094__1.3954094	544644__GCA_001915615.1_01953
ERR1913060.3954166__1.3954166	2293125__A0A374BSW4__DW917_13420
ERR1913060.3954277__1.3954277	1262930__R5ZXR2__BN693_01728
ERR1913060.3954284__1.3954284	166486__A0A173T114__ROSINTL182_05085
ERR1913060.3954349__1.3954349	1735__B7CDQ5__EUBIFOR_02338
ERR1913060.3954562__1.3954562	1262930__R6A2Q0__BN693_00487
ERR1913060.3954641__1.3954641	410072__C0BAQ2__ERS852574_01938
ERR1913060.3954762__1.3954762	820__A0A374QGD2__ERS852421_02382
ERR1913060.3954914__1.3954914	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.3954941__1.3954941	28116__A0A1Y4PHM7__DXA80_25130
ERR1913060.3955002__1.3955002	165179__D1PHC0__PREVCOP_06640
ERR1913060.3955037__1.3955037	46503__B7BG40__ERS852463_01623
ERR1913060.3955084__1.3955084	204516__U6RPN2__HMPREF1534_00368
ERR1913060.3955101__1.3955101	487174__K0WXG8__DIT83_09300
ERR1913060.3955155__1.3955155	410072__A0A3E4GPR9__ERS852481_01341
ERR1913060.3955243__1.3955243	46503__R6X5W5__HMPREF1078_03156
ERR1913060.3955308__1.3955308	410072__A0A174PW62__DXD67_02115
ERR1913060.3955441__1.3955441	310298__B3JMG0__BACCOP_03099
ERR1913060.3955560__1.3955560	165179__A0A174IPI3__CFT61_10940
ERR1913060.3955594__1.3955594	166486__D4KX00__ROSINTL182_07577
ERR1913060.3955632__1.3955632	166486__D4L334__mcp3_1
ERR1913060.3955679__1.3955679	166486__D4KWM6__ERS852572_00729
ERR1913060.3955850__1.3955850	2293125__A0A374BUM7__DW917_12980
ERR1913060.3955894__1.3955894	2293125__A0A374BSW4__DW917_13420
ERR1913060.3955935__1.3955935	166486__D4L398__ERS852572_03633
ERR1913060.3956020__1.3956020	156456__G9YIG0__HMPREF0080_01452
ERR1913060.3956099__1.3956099	357276__A0A076IYG1__B5F95_22465
ERR1913060.3956249__1.3956249	1262889__R7H9H9__BN634_02436
ERR1913060.3956297__1.3956297	821__A0A395US34__C5Z04_18975
ERR1913060.3956314__1.3956314	821__A0A395UNT8__DXD64_15275
ERR1913060.3956382__1.3956382	360807__A0A173VDL4__dosC_2
ERR1913060.3956392__1.3956392	88431__A6BFJ3__ERS852408_01680
ERR1913060.3956476__1.3956476	818__C6IIW4__dapH_1
ERR1913060.3956487__1.3956487	1262930__R6AUX8__BN693_00160
ERR1913060.3956546__1.3956546	1735__B7CCH2__EUBIFOR_01900
ERR1913060.3956759__1.3956759	88431__A0A174RXE9__ERS852526_02186
ERR1913060.3956796__1.3956796	357276__A0A0M1W4C0__DXD47_07095
