ERR1913060.366__1.366	1262930__R6ACJ7__BN693_00131
ERR1913060.5666423__1.5666423	28052__R7NEJ4__ERS852451_01746
ERR1913060.5666487__1.5666487	357276__A0A0M1W9N4__GV66_05135
ERR1913060.5666522__1.5666522	649756__E5VMQ9__prkC_2
ERR1913060.5666532__1.5666532	821__A0A397WGD6__M098_0084
ERR1913060.5666610__1.5666610	821__A0A174TD86__C800_00949
ERR1913060.5666632__1.5666632	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.5666662__1.5666662	1262930__R6AS47__BN693_01577
ERR1913060.5666702__1.5666702	410072__A0A173S248__ERS852525_02992
ERR1913060.5666751__1.5666751	1262948__R7EGX1__BN671_01225
ERR1913060.5667047__1.5667047	165179__D1PGU8__PREVCOP_06463
ERR1913060.5667182__1.5667182	166486__D4KWR9__dapF_1
ERR1913060.5667162__1.5667162	310298__B3JMG0__BACCOP_03099
ERR1913060.5667216__1.5667216	166486__A0A173VSA0__ROSINTL182_06124
ERR1913060.5667239__1.5667239	823__A0A355XLT7__HMPREF1075_03402
ERR1913060.5667344__1.5667344	820__A0A3E4VZY4__ERS852554_01211
ERR1913060.5667431__1.5667431	853__A0A329UEG4__CHR60_00585
ERR1913060.5667915__1.5667915	28118__F9Z750__Odosp_3044
ERR1913060.5668067__1.5668067	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913060.5668129__1.5668129	1262930__R6AQM8__BN693_01323
ERR1913060.5668188__1.5668188	2293125__A0A374BY09__DW917_11855
ERR1913060.5668238__1.5668238	820__A0A174LJB2__HMPREF1072_04112
ERR1913060.5668343__1.5668343	357276__I8WHY2__HMPREF1063_00555
ERR1913060.5668312__1.5668312	818__Q8A0V7__BSIG_2755
ERR1913060.5668545__1.5668545	820__A0A174CK74__DXB48_07060
ERR1913060.5668542__1.5668542	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.5668768__1.5668768	28118__R6FI57__DF785_14020
ERR1913060.5668829__1.5668829	1262924__R7HP98__BN585_02065
ERR1913060.5669211__1.5669211	410072__A0A173WZ94__DXD67_05780
ERR1913060.5669250__1.5669250	204516__U6RPN2__HMPREF1534_00368
ERR1913060.5669366__1.5669366	1262930__R6AY75__BN693_00384
ERR1913060.5669369__1.5669369	853__A0A2A7B9I6__DW855_13690
ERR1913060.5669579__1.5669579	46503__R6X0L4__DXB61_05325
ERR1913060.5669892__1.5669892	310298__B3JEV6__BACCOP_00400
ERR1913060.5669951__1.5669951	1263044__GCA_000433375.1_03403
ERR1913060.5670324__1.5670324	2293125__A0A374BUM7__DW917_12980
ERR1913060.5670352__1.5670352	821__R6F3Y1__SAMN04487923_104318
ERR1913060.5670390__1.5670390	823__A0A355XKQ8__DHP27_04010
ERR1913060.5670578__1.5670578	2293125__A0A374BSW4__DW917_13420
ERR1913060.5670581__1.5670581	310298__B3JPR1__BACCOP_03861
ERR1913060.5670591__1.5670591	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.5670615__1.5670615	166486__D4KZ24__ROSINTL182_05766
ERR1913060.5670819__1.5670819	218538__C9LQW2__GCWU000321_01944
ERR1913060.5670825__1.5670825	371601__C3QPA5__B5E52_17855
ERR1913060.5670798__1.5670798	357276__A0A1Y3Z6X3__GV66_07715
ERR1913060.5670935__1.5670935	853__A0A174AML0__FPR_08640
ERR1913060.5671136__1.5671136	1262924__R7HPU8__BN585_00010
ERR1913060.5671102__1.5671102	410072__A0A174PXK1__ERS852481_01537
ERR1913060.5671186__1.5671186	204516__U6RDD8__HMPREF1534_02559
ERR1913060.5671417__1.5671417	821__I9R3W6__DXC16_12455
ERR1913060.5671490__1.5671490	818__A0A3E5HN77__HMPREF2534_00072
ERR1913060.5671535__1.5671535	46503__K5ZX50__dnaG_1
ERR1913060.5671564__1.5671564	823__A0A173W404__DHP27_04905
ERR1913060.5671549__1.5671549	820__A0A396EUU8__luxQ_3
ERR1913060.5671596__1.5671596	310298__B3JQJ5__BACCOP_04231
ERR1913060.5671583__1.5671583	823__A0A395YZ10__NCTC11152_02955
ERR1913060.5671652__1.5671652	88431__A0A3D0F1H3__ERS852573_02429
ERR1913060.5671714__1.5671714	88431__A0A3D0F1H3__ERS852573_02429
ERR1913060.5671717__1.5671717	2293125__A0A374BUM7__DW917_12980
ERR1913060.5671766__1.5671766	360807__A0A0M6X0S9__RIL183_10591
ERR1913060.5671936__1.5671936	1262746__R5SLM9__BN750_01953
ERR1913060.5672068__1.5672068	39488__A0A285PVA5__ERS852450_01472
ERR1913060.5672377__1.5672377	39492__D4JT87__clpC
ERR1913060.5672390__1.5672390	1262992__R5D046__BN795_01532
ERR1913060.5672542__1.5672542	39488__A0A285PT56__ERS852450_02640
ERR1913060.5672641__1.5672641	853__A0A329UEG4__CHR60_00585
ERR1913060.5672665__1.5672665	39490__U2Q3Z3__atpF
ERR1913060.5672736__1.5672736	418240__C6J887__ERS852523_03392
ERR1913060.5673010__1.5673010	166486__D4L1D8__ROSINTL182_06455
ERR1913060.5673077__1.5673077	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913060.5673113__1.5673113	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913060.5673146__1.5673146	1262992__R5D1K9__BN795_01025
ERR1913060.5673153__1.5673153	357276__C3R9Y0__HMPREF1064_01889
ERR1913060.5673178__1.5673178	310298__B3JMZ2__BACCOP_03297
ERR1913060.5673262__1.5673262	626929__K9EMN2__SAMN05444376_2987
ERR1913060.5673431__1.5673431	1262930__R6A0L1__BN693_02245
ERR1913060.5673451__1.5673451	2293125__A0A374BSW4__DW917_13420
ERR1913060.5673470__1.5673470	165179__D1PHC0__PREVCOP_06640
ERR1913060.5673479__1.5673479	33025__A0A395J947__C8D73_11315
ERR1913060.5673513__1.5673513	853__A0A173YYY4__DWZ04_09420
ERR1913060.5673582__1.5673582	165179__A0A3E5AER8__DXB80_07075
ERR1913060.5673624__1.5673624	487174__K0X3V7__DIT83_01400
ERR1913060.5673701__1.5673701	310298__B3JGJ2__BACCOP_00994
ERR1913060.5673763__1.5673763	2293125__A0A374BN09__DW917_16245
ERR1913060.5673821__1.5673821	2293125__A0A374BV30__DW917_13395
ERR1913060.5673908__1.5673908	1263044__GCA_000433375.1_03407
ERR1913060.5674348__1.5674348	39488__A0A173RGK1__ERS852450_00574
ERR1913060.5674420__1.5674420	1262743__R5C054__BN727_01980
ERR1913060.5674478__1.5674478	165179__A0A174IPI3__CFT61_10940
ERR1913060.5674549__1.5674549	818__Q8AAE0__Btheta7330_02023
ERR1913060.5674588__1.5674588	1680__A0A087DHN0__AL0462_1532
ERR1913060.5674623__1.5674623	820__A0A139K0J1__HMPREF2141_03205
ERR1913060.5674641__1.5674641	1262930__R6AB27__BN693_00390
ERR1913060.5674815__1.5674815	1262992__R5DGC6__BN795_00540
ERR1913060.5675049__1.5675049	166486__D4KZ45__ROSINTL182_05738
ERR1913060.5675115__1.5675115	166486__D4L301__ROSINTL182_06234
ERR1913060.5675216__1.5675216	166486__R6B4E4__sinR_2
ERR1913060.5675239__1.5675239	626929__F3PJP7__HMPREF9445_02250
ERR1913060.5675295__1.5675295	820__A0A174A6K0__M093_0079
ERR1913060.5675485__1.5675485	820__R9HP61__DXC91_01090
ERR1913060.5675642__1.5675642	418240__C6JGM0__ERS852478_02067
ERR1913060.5675788__1.5675788	821__A0A174V2F3__NCTC10583_01474
ERR1913060.5675825__1.5675825	39486__B0G6T5__DXD50_07965
ERR1913060.5675959__1.5675959	357276__A0A1Y3Z3W0__IY41_20500
ERR1913060.5675972__1.5675972	165179__A0A3E5A5E5__DXC61_13965
ERR1913060.5676246__1.5676246	1262930__R5ZVH8__BN693_01324
ERR1913060.5676276__1.5676276	28118__F9ZBG8__DHW44_04410
ERR1913060.5676367__1.5676367	28116__A0A1G8H1M8__DXF98_11065
ERR1913060.5676617__1.5676617	818__A0A0P0EV21__NCTC13706_01181
ERR1913060.5676763__1.5676763	410072__A0A173ZG02__ERS852574_01061
ERR1913060.5676857__1.5676857	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.5676930__1.5676930	2293125__A0A374BUM7__DW917_12980
ERR1913060.5677024__1.5677024	2293125__A0A374CBD1__DW917_06995
ERR1913060.5677031__1.5677031	88431__A0A174EDE9__yxeP_2
ERR1913060.5677139__1.5677139	310298__B3JED9__BACCOP_00230
ERR1913060.5677131__1.5677131	487174__K0X694__DIT83_09060
ERR1913060.5677164__1.5677164	39486__B0G7S5__DXD50_04355
ERR1913060.5677266__1.5677266	820__A0A3E4W980__M093_3873
ERR1913060.5677337__1.5677337	28116__I9ST00__M088_5588
ERR1913060.5677414__1.5677414	1150298__R7JTY5__ERS852406_02079
ERR1913060.5677502__1.5677502	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.5677522__1.5677522	166486__D4KVI9__comEA
ERR1913060.5677672__1.5677672	487174__K0X2Y1__lepB
ERR1913060.5677709__1.5677709	310298__B3JED9__BACCOP_00230
ERR1913060.5677734__1.5677734	165179__D1PHC0__PREVCOP_06640
ERR1913060.5677735__1.5677735	2293125__A0A374BUM7__DW917_12980
ERR1913060.5677825__1.5677825	2293125__A0A374C9I8__DW917_06795
ERR1913060.5677873__1.5677873	1262739__R6M9P7__BN659_01903
ERR1913060.5677858__1.5677858	818__A0A3E5HNS1__BSIG_0465
ERR1913060.5677920__1.5677920	28116__A0A1Y4Q112__evgS_13
ERR1913060.5678011__1.5678011	310298__B3JLC6__BACCOP_02712
ERR1913060.5678031__1.5678031	39491__A0A3E4YFT8__DXB69_10940
ERR1913060.5678227__1.5678227	2293125__A0A374C4C8__DW917_09805
ERR1913060.5678259__1.5678259	418240__C6JGG3__ERS852523_00073
ERR1913060.5678395__1.5678395	357276__B6W1Y1__BSEG_03960
ERR1913060.5678409__1.5678409	853__A0A173TAZ8__DWZ46_14590
ERR1913060.5678460__1.5678460	384638__B7APR0__BACPEC_00666
ERR1913060.5678492__1.5678492	1099853__U5CJB2__NSB1T_07700
ERR1913060.5678540__1.5678540	357276__I9R4T1__IY41_06800
ERR1913060.5678513__1.5678513	47678__R5UZM4__DW706_15680
ERR1913060.5678586__1.5678586	166486__D4L1H8__ERS852572_02204
ERR1913060.5678729__1.5678729	166486__D4KZA5__ERS852572_03317
ERR1913060.5678739__1.5678739	166486__D4KX18__ROSINTL182_07596
ERR1913060.5679030__1.5679030	310298__B3JPY4__BACCOP_04016
ERR1913060.5679185__1.5679185	310298__B3JFK4__BACCOP_00654
ERR1913060.5679277__1.5679277	820__I9J701__ERS852510_01809
ERR1913060.5679366__1.5679366	1262930__R6AQF3__BN693_01271
ERR1913060.5679435__1.5679435	821__U6RDC2__DXD46_15675
ERR1913060.5679741__1.5679741	823__A0A173W404__DHP27_04905
ERR1913060.5679779__1.5679779	820__A0A1Q6IDS8__chtA
ERR1913060.5679937__1.5679937	28111__E5WZE2__NCTC11155_00550
ERR1913060.5679999__1.5679999	1034346__A0A3C0DCM2__DES51_101230
ERR1913060.5680065__1.5680065	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913060.5680076__1.5680076	1262930__R5ZVH8__BN693_01324
ERR1913060.5680109__1.5680109	820__A0A139K0J1__HMPREF2141_03205
ERR1913060.5680307__1.5680307	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.5680342__1.5680342	2293125__A0A374BUM7__DW917_12980
ERR1913060.5680395__1.5680395	165179__D1PGU8__PREVCOP_06463
ERR1913060.5680423__1.5680423	46503__K5ZBF7__DD461_15285
ERR1913060.5680453__1.5680453	165179__A0A174SA26__PREVCOP_05758
ERR1913060.5680475__1.5680475	818__R6VB25__BSIG_5053
ERR1913060.5680768__1.5680768	818__A0A1H7TGM1__BJP75_010615
ERR1913060.5680914__1.5680914	1262930__R6A0F8__BN693_00680
ERR1913060.5681138__1.5681138	818__Q8A3R2__C799_03293
ERR1913060.5681445__1.5681445	33025__A0A395JE11__C8D73_101318
ERR1913060.5681474__1.5681474	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.5681538__1.5681538	818__A0A139JVX2__ERS852557_01101
ERR1913060.5681853__1.5681853	820__A0A173WUD7__DXB48_08055
ERR1913060.5681862__1.5681862	165179__R6XLJ7__CFT61_06250
ERR1913060.5682007__1.5682007	1262924__R7HRJ9__BN585_00557
ERR1913060.5682201__1.5682201	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913060.5682234__1.5682234	39496__A5Z5I2__EUBVEN_00963
ERR1913060.5682294__1.5682294	1262930__R6A468__BN693_01366
ERR1913060.5682367__1.5682367	357276__U6R8F9__DXD47_04035
ERR1913060.5682438__1.5682438	1262924__R7HMN2__BN585_01573
ERR1913060.5682418__1.5682418	1099853__G9S2I6__NSB1T_08700
ERR1913060.5682400__1.5682400	165179__D1PGU8__PREVCOP_06463
ERR1913060.5682523__1.5682523	1262948__R7EF85__BN671_00955
ERR1913060.5682612__1.5682612	1735__B7C8J4__EUBIFOR_00498
ERR1913060.5682651__1.5682651	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.5682894__1.5682894	310298__B3JMG0__BACCOP_03099
ERR1913060.5682978__1.5682978	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.5682979__1.5682979	821__E5UY21__C800_02204
ERR1913060.5683013__1.5683013	310298__B3JQJ5__BACCOP_04231
ERR1913060.5683190__1.5683190	1262930__R6AUX8__BN693_00160
ERR1913060.5683203__1.5683203	1235798__R9NB29__C817_01776
ERR1913060.5683237__1.5683237	357276__A0A0M1W9N4__GV66_05135
ERR1913060.5683248__1.5683248	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.5683336__1.5683336	1262930__R6AYK2__BN693_00543
ERR1913060.5683562__1.5683562	2293125__A0A374BUM7__DW917_12980
ERR1913060.5683657__1.5683657	357276__B6W1J2__BACDOR_03380
ERR1913060.5683820__1.5683820	649756__B0P3S8__ywpJ_4
ERR1913060.5683835__1.5683835	1262992__R5D1H8__BN795_00995
ERR1913060.5683847__1.5683847	2293125__A0A374BSW4__DW917_13420
ERR1913060.5683856__1.5683856	1262930__R6A8Q7__BN693_01064
ERR1913060.5683963__1.5683963	360807__C0FNM3__ERS852392_00919
ERR1913060.5684046__1.5684046	166486__D4L2T9__lytM
ERR1913060.5684149__1.5684149	28118__F9ZBW3__Odosp_3541
ERR1913060.5684204__1.5684204	39492__D4JVZ6__truB
ERR1913060.5684233__1.5684233	360807__A0A396AIL7__RIL183_26291
ERR1913060.5684277__1.5684277	818__A0A0P0FKT1__C5Z03_19050
ERR1913060.5684470__1.5684470	2293125__A0A374BUM7__DW917_12980
ERR1913060.5684781__1.5684781	1735__B7C932__EUBIFOR_00689
ERR1913060.5684809__1.5684809	166486__A0A173VTG0__ROSINTL182_06283
ERR1913060.5684963__1.5684963	820__A0A3E4XM43__DXC91_13960
ERR1913060.5685136__1.5685136	1262930__R6AF63__BN693_02166
ERR1913060.5685162__1.5685162	1262930__R6AF63__BN693_02166
ERR1913060.5685710__1.5685710	418240__A0A173YIF6__ypdA_1
ERR1913060.5685998__1.5685998	46503__R6X0L4__DXB61_05325
ERR1913060.5686178__1.5686178	820__A0A396CMY7__HMPREF1072_03009
ERR1913060.5686273__1.5686273	360807__A0A0M6WN30__RIL183_03801
ERR1913060.5686257__1.5686257	487174__K0X694__DIT83_09060
ERR1913060.5686392__1.5686392	165179__D1PHC0__PREVCOP_06640
ERR1913060.5686424__1.5686424	165179__R6B8D8__DXC61_09245
ERR1913060.5686449__1.5686449	853__A0A2A7B9I6__DW855_13690
ERR1913060.5686630__1.5686630	1262924__R7HQB7__BN585_02057
ERR1913060.5686665__1.5686665	820__A0A374Q4X1__HMPREF2141_02370
ERR1913060.5686729__1.5686729	2293125__A0A374C9I8__DW917_06795
ERR1913060.5686703__1.5686703	1262930__R6AB27__BN693_00390
ERR1913060.5686739__1.5686739	821__I9R3W6__DXC16_12455
ERR1913060.5686818__1.5686818	818__A0A0N7I9M6__Btheta7330_00939
ERR1913060.5686824__1.5686824	418240__C6JFD7__ERS852523_02475
ERR1913060.5686833__1.5686833	2293125__A0A374C9I8__DW917_06795
ERR1913060.5686896__1.5686896	2293125__A0A374C4C8__DW917_09805
ERR1913060.5687007__1.5687007	166486__D4KZ14__inlA_1
ERR1913060.5687188__1.5687188	371601__A0A174KV09__B5E50_18085
ERR1913060.5687164__1.5687164	310298__B3JMG0__BACCOP_03099
ERR1913060.5687242__1.5687242	357276__I9QBT7__BSEG_03340
ERR1913060.5687387__1.5687387	357276__A0A076IXE0__HMPREF1064_04364
ERR1913060.5687464__1.5687464	165179__D1PHM6__DXC61_06700
ERR1913060.5687515__1.5687515	820__A0A3E4GA19__SAMN05444418_10562
ERR1913060.5687538__1.5687538	310298__B3JFK5__BACCOP_00655
ERR1913060.5687568__1.5687568	33039__D4M149__ERS852390_03118
ERR1913060.5687681__1.5687681	165179__D1PGU8__PREVCOP_06463
ERR1913060.5687871__1.5687871	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913060.5687902__1.5687902	1535__A7VTI7__CLOLEP_01879
ERR1913060.5687905__1.5687905	28118__F9ZBV2__NCTC10826_00352
ERR1913060.5687972__1.5687972	357276__I8VQA2__HMPREF1065_04183
ERR1913060.5688195__1.5688195	46503__R6Y837__PARMER_03866
ERR1913060.5688174__1.5688174	28118__F9Z6D0__DHW44_12795
ERR1913060.5688305__1.5688305	29361__B6FT60__CLONEX_03337
ERR1913060.5688314__1.5688314	853__A0A174C5M1__CGS58_04460
ERR1913060.5688346__1.5688346	487174__K0WTW4__DDY40_12630
ERR1913060.5688364__1.5688364	357276__B6VW91__BACDOR_01584
ERR1913060.5688423__1.5688423	487174__K0WZ94__HMPREF9448_00984
ERR1913060.5688435__1.5688435	166486__D4KZH8__ERS852572_00419
ERR1913060.5688466__1.5688466	544645__A0A373UZ25__DXC42_17170
ERR1913060.5688679__1.5688679	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.5688684__1.5688684	1262924__R7HTK4__BN585_00496
ERR1913060.5688763__1.5688763	544644__GCA_001915615.1_02045
ERR1913060.5688793__1.5688793	166486__D4KWN4__ERS852572_01865
ERR1913060.5688844__1.5688844	1735__B7CCQ4__EUBIFOR_01982
ERR1913060.5688973__1.5688973	853__A0A173YYY4__DWZ04_09420
ERR1913060.5689029__1.5689029	2293125__A0A374BSW4__DW917_13420
ERR1913060.5689146__1.5689146	820__A0A174M9V5__M093_0237
ERR1913060.5689227__1.5689227	166486__D4KW03__ERS852572_03114
ERR1913060.5689228__1.5689228	166486__A0A173VSP1__ERS852572_03465
ERR1913060.5689389__1.5689389	46503__K5ZBF7__DD461_15285
ERR1913060.5689425__1.5689425	487174__K0WZ94__HMPREF9448_00984
ERR1913060.5689451__1.5689451	28118__F9Z690__SAMEA44545918_01782
ERR1913060.5689480__1.5689480	853__A0A2A7B1Y7__C7K05_11930
ERR1913060.5689595__1.5689595	2293125__A0A374BMK9__DW917_16190
ERR1913060.5689833__1.5689833	818__A0A174Q773__SAMN02910322_03683
ERR1913060.5689857__1.5689857	823__A0A395YRW4__DD466_15895
ERR1913060.5689950__1.5689950	39488__A0A285Q0V4__paaK_1
ERR1913060.5690026__1.5690026	28111__E5WZI1__BACEGG_01444
ERR1913060.5690036__1.5690036	1262911__R6HG22__BN557_01336
ERR1913060.5690103__1.5690103	28118__F9ZAB2__SAMEA44545918_01079
ERR1913060.5690251__1.5690251	820__R9HUV5__HMPREF2141_02582
ERR1913060.5690313__1.5690313	310298__B3JEE8__BACCOP_00239
ERR1913060.5690474__1.5690474	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.5690566__1.5690566	853__A0A173YYY4__DWZ04_09420
ERR1913060.5690719__1.5690719	853__A0A173T751__C4N24_10280
ERR1913060.5690790__1.5690790	1261__D3MR67__SAMN05660467_01650
ERR1913060.5690795__1.5690795	1262930__R5ZZ59__BN693_01578
ERR1913060.5691013__1.5691013	626933__H1DGX0__HMPREF9449_01506
ERR1913060.5691438__1.5691438	357276__D1JYA0__EL88_06560
ERR1913060.5691602__1.5691602	2293125__A0A374BSW4__DW917_13420
ERR1913060.5691640__1.5691640	310298__B3JJ24__BACCOP_01886
ERR1913060.5691755__1.5691755	853__A0A173YYY4__DWZ04_09420
ERR1913060.5691821__1.5691821	1262948__R7EG47__BN671_01193
ERR1913060.5691910__1.5691910	820__A0A3E4W4W5__ERS852554_02179
ERR1913060.5691866__1.5691866	1262930__R6AAD1__BN693_01367
ERR1913060.5691873__1.5691873	166486__R6AY46__ROSINTL182_06128
ERR1913060.5692005__1.5692005	39496__A5Z886__EUBVEN_01926
ERR1913060.5692034__1.5692034	2293125__A0A374BUM7__DW917_12980
ERR1913060.5692116__1.5692116	39488__C0EVP9__ERS852450_03163
ERR1913060.5692377__1.5692377	487174__K0WUZ1__DIT83_10815
ERR1913060.5692458__1.5692458	1262930__R5ZXL8__BN693_01321
ERR1913060.5692795__1.5692795	821__A0A3E4WAR6__DXD64_10735
ERR1913060.5692948__1.5692948	78257__A0A087CUE0__BSAE_1156
ERR1913060.5693074__1.5693074	544644__GCA_001915615.1_00029
ERR1913060.5693148__1.5693148	1262930__R5ZZ59__BN693_01578
ERR1913060.5693279__1.5693279	28118__R6FD01__B5F99_06665
ERR1913060.5693352__1.5693352	204516__U6REI9__HMPREF1534_02357
ERR1913060.5693424__1.5693424	544644__GCA_001915615.1_01039
ERR1913060.5693663__1.5693663	820__A0A139KIL9__DXC68_05945
ERR1913060.5693770__1.5693770	28116__F7LEX0__CUY_5042
ERR1913060.5693912__1.5693912	39496__A5Z7Y0__EUBVEN_01820
ERR1913060.5693923__1.5693923	204516__U6RDD8__HMPREF1534_02559
ERR1913060.5693974__1.5693974	818__A0A139L1N9__ERS852430_00647
ERR1913060.5693958__1.5693958	544645__A0A1U7LBV3__DXC42_12245
ERR1913060.5693999__1.5693999	357276__C3REQ8__GV66_09740
ERR1913060.5694286__1.5694286	1261__D3MR67__SAMN05660467_01650
ERR1913060.5694473__1.5694473	820__A0A3E4IGA7__DXD40_07110
ERR1913060.5694705__1.5694705	165179__A0A3E5AER8__DXB80_07075
ERR1913060.5694849__1.5694849	2293125__A0A374BUM7__DW917_12980
ERR1913060.5694939__1.5694939	853__A0A174C5M1__CGS58_04460
ERR1913060.5694984__1.5694984	1308__F8LTK3__CDA68_01155
ERR1913060.5695016__1.5695016	853__E2ZJT1__C4N23_03535
ERR1913060.5695027__1.5695027	487174__R5EXS5__HMPREF9448_02541
ERR1913060.5695080__1.5695080	357276__I8W1E1__B5F00_10785
ERR1913060.5695215__1.5695215	39491__A0A2U2EI54__DXD95_12010
ERR1913060.5695190__1.5695190	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913060.5695563__1.5695563	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913060.5695782__1.5695782	165179__D1PAV8__DXB80_13055
ERR1913060.5695792__1.5695792	821__A0A174NVL6__NCTC10583_01782
ERR1913060.5695848__1.5695848	310298__B3JN86__BACCOP_03398
ERR1913060.5695949__1.5695949	821__A6L0C7__ERS852556_03520
ERR1913060.5696011__1.5696011	165179__A0A229I2W6__PREVCOP_04332
ERR1913060.5696044__1.5696044	165179__A0A174IPI3__CFT61_10940
ERR1913060.5696092__1.5696092	2293125__A0A374BSW4__DW917_13420
ERR1913060.5696129__1.5696129	360807__A0A0M6WEL6__RIL183_13901
ERR1913060.5696207__1.5696207	310298__B3JQJ5__BACCOP_04231
ERR1913060.5696265__1.5696265	1262930__R6AY75__BN693_00384
ERR1913060.5696505__1.5696505	166486__D4L457__ROSINTL182_07087
ERR1913060.5696547__1.5696547	166486__D4KXA3__ROSINTL182_05894
ERR1913060.5696566__1.5696566	1262930__R6A8Q7__BN693_01064
ERR1913060.5696648__1.5696648	165179__D1PCL6__DXB80_13435
ERR1913060.5696626__1.5696626	1262924__R7HUI3__BN585_00815
ERR1913060.5696804__1.5696804	818__A0A3E5HN77__HMPREF2534_00072
ERR1913060.5696874__1.5696874	487174__K0X1H0__DDY40_11080
ERR1913060.5696920__1.5696920	360807__A0A0M6WAF4__ERS852392_02663
ERR1913060.5697110__1.5697110	1262930__R6AHR6__BN693_00452
ERR1913060.5697182__1.5697182	820__A0A173W419__DXC68_17760
ERR1913060.5697171__1.5697171	28118__F9Z8J0__DF785_14955
ERR1913060.5697290__1.5697290	1262930__R6A468__BN693_01366
ERR1913060.5697325__1.5697325	853__A0A2A7B1Y7__C7K05_11930
ERR1913060.5697355__1.5697355	1150298__A0A174S4G4__dacB_1
ERR1913060.5697494__1.5697494	28116__A0A078Q626__HMPREF1070_02735
ERR1913060.5697706__1.5697706	165179__A0A174UTZ7__DXC61_06705
ERR1913060.5697862__1.5697862	166486__D4KWZ7__cph2_5
ERR1913060.5697913__1.5697913	487174__K0WR72__HMPREF9448_02610
ERR1913060.5697993__1.5697993	165179__D1PDF6__DXB80_12430
ERR1913060.5698205__1.5698205	165179__D1PCL6__DXB80_13435
ERR1913060.5698223__1.5698223	1628085__A0A3E2XZQ1__C7386_101439
ERR1913060.5698377__1.5698377	1262992__R5D1X3__BN795_00176
ERR1913060.5698503__1.5698503	310298__B3JK97__BACCOP_02326
ERR1913060.5698515__1.5698515	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.5698548__1.5698548	1262924__R7HRW7__BN585_01894
ERR1913060.5698731__1.5698731	39496__A5Z8C5__EUBVEN_01966
ERR1913060.5698849__1.5698849	1099853__G9S612__NSB1T_01470
ERR1913060.5698891__1.5698891	823__A0A355XJ56__DDY96_07685
ERR1913060.5698951__1.5698951	487174__K0X0F6__HMPREF9448_01444
ERR1913060.5699030__1.5699030	418240__A0A174NZX7__tagF_1
ERR1913060.5699048__1.5699048	33025__A0A395J9R3__C8D73_10817
ERR1913060.5699088__1.5699088	410072__A0A174J5N8__sbcC
ERR1913060.5699091__1.5699091	418240__A0A174SL99__ERS852478_00007
ERR1913060.5699109__1.5699109	2293125__A0A374BSW4__DW917_13420
ERR1913060.5699120__1.5699120	820__A0A3E4QZJ7__C801_01798
ERR1913060.5699163__1.5699163	853__A8SB03__C4Q21_07960
ERR1913060.5699141__1.5699141	338188__A0A174ETX3__ERS852397_01955
ERR1913060.5699201__1.5699201	853__A8SB03__C4Q21_07960
ERR1913060.5699239__1.5699239	544644__GCA_001915615.1_01039
ERR1913060.5699289__1.5699289	823__E1YR62__HMPREF1059_02331
ERR1913060.5699337__1.5699337	2293125__A0A374BUM7__DW917_12980
ERR1913060.5699380__1.5699380	2293125__A0A374BY09__DW917_11855
ERR1913060.5699425__1.5699425	2293125__A0A374BUM7__DW917_12980
ERR1913060.5699448__1.5699448	165179__A0A174SA26__PREVCOP_05758
ERR1913060.5699517__1.5699517	1262924__R7HUG0__BN585_00790
ERR1913060.5699579__1.5699579	818__A0A0N7I9M6__Btheta7330_00939
ERR1913060.5699631__1.5699631	1262930__R6AHR4__BN693_00447
ERR1913060.5699783__1.5699783	2293125__A0A374C9I8__DW917_06795
ERR1913060.5699946__1.5699946	820__A0A396EUU8__luxQ_3
ERR1913060.5700117__1.5700117	487174__K0WZP2__DDY40_04000
ERR1913060.5700125__1.5700125	371601__A0A1H4GWY8__CW1_1428
ERR1913060.5700241__1.5700241	487174__K0WX70__DDY40_01710
ERR1913060.5700299__1.5700299	1099853__U5CFJ1__NSB1T_13500
ERR1913060.5700282__1.5700282	823__A6L9D3__ERS852560_03374
ERR1913060.5700321__1.5700321	39488__A0A374NKN1__ltaS_2
ERR1913060.5700414__1.5700414	821__A0A3E4KIM1__M097_3660
ERR1913060.5700516__1.5700516	218538__C9LPF0__GCWU000321_01429
ERR1913060.5700499__1.5700499	823__D7IUM6__M091_1082
ERR1913060.5700584__1.5700584	165179__D1PHC0__PREVCOP_06640
