ERR1913143.22__1.22	40518__R5DP61__DXD86_06345
ERR1913143.853487__1.853487	239935__A0A2N8HH03__CXU09_08875
ERR1913143.853652__1.853652	239935__R6JAS2__CXU02_10725
ERR1913143.853677__1.853677	239935__R7E524__CXT91_06180
ERR1913143.853719__1.853719	820__A0A173WUD7__DXB48_08055
ERR1913143.853750__1.853750	820__A0A174VD39__DXD90_12235
ERR1913143.853811__1.853811	47678__A5ZB44__C5Z00_17730
ERR1913143.853814__1.853814	357276__A0A076IN30__DXD47_09350
ERR1913143.853886__1.853886	357276__A0A076IR37__DXD47_07890
ERR1913143.854058__1.854058	1262882__R5MND9__BN519_00831
ERR1913143.854137__1.854137	357276__B6W1Y1__BSEG_03960
ERR1913143.854143__1.854143	47678__R5UXY0__CGC64_03535
ERR1913143.854145__1.854145	40518__R5DME2__DXD86_07315
ERR1913143.854193__1.854193	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913143.854253__1.854253	40518__R5DTH7__DXD83_02405
ERR1913143.854356__1.854356	239935__A0A2N8I7W6__CXT90_04245
ERR1913143.854372__1.854372	239935__A0A2N8J1K0__CXT97_05765
ERR1913143.854467__1.854467	820__A0A1Q6IDS8__chtA
ERR1913143.854559__1.854559	239935__A0A2N8IU45__DEF40_02365
ERR1913143.854671__1.854671	47678__R5UPZ8__ERS852494_01752
ERR1913143.854709__1.854709	820__A0A174B4N2__M093_2531
ERR1913143.854728__1.854728	338188__R6RPM1__BACFIN_05401
ERR1913143.854931__1.854931	40520__R7DAS6__ERS852533_00380
ERR1913143.854950__1.854950	371601__C3R2J2__ERS852396_04353
ERR1913143.855165__1.855165	328814__GCA_004558275.1_00035
ERR1913143.855219__1.855219	820__A0A174Q0F0__DXB48_08080
ERR1913143.855546__1.855546	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913143.855570__1.855570	39492__D4MMN2__EUBSIR_00964
ERR1913143.855643__1.855643	239935__R6K0V8__CXT94_02055
ERR1913143.855714__1.855714	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.855742__1.855742	1262882__R5N0H9__BN519_00764
ERR1913143.855769__1.855769	649756__A0A173TB83__HMPREF0369_01758
ERR1913143.855827__1.855827	706562__GCA_900112995.1_00569
ERR1913143.855839__1.855839	1780376__A0A143XEY2__BN3659_00222
ERR1913143.855910__1.855910	1262980__R5C0H7__BN814_00054
ERR1913143.856047__1.856047	820__A7UYG6__M094_0070
ERR1913143.856278__1.856278	239935__R6J5N6__CXT99_10770
ERR1913143.856331__1.856331	100884__E7GFT4__DXB30_10010
ERR1913143.856598__1.856598	818__A0A0N7IB02__BT_3500
ERR1913143.856522__1.856522	47678__R5UST1__ERS852558_03505
ERR1913143.856748__1.856748	239935__A0A3F3K9J9__DEF40_00940
ERR1913143.856751__1.856751	1501391__GCA_000786575.1_00097
ERR1913143.857090__1.857090	239935__A0A2N8I7W6__CXT90_04245
ERR1913143.857151__1.857151	1263044__GCA_000433375.1_01142
ERR1913143.857171__1.857171	40520__R7D9L9__DXC87_14715
ERR1913143.857227__1.857227	239935__R7E524__CXT91_06180
ERR1913143.857390__1.857390	820__I9TWZ7__DXC80_10550
ERR1913143.857561__1.857561	818__D7I7V5__BJP75_001030
ERR1913143.857600__1.857600	1501391__GCA_000786575.1_00034
ERR1913143.857702__1.857702	371601__A0A1H4AUL8__BXY_43960
ERR1913143.857755__1.857755	1263044__GCA_000433375.1_01144
ERR1913143.857725__1.857725	328814__GCA_004558275.1_00987
ERR1913143.857769__1.857769	1263000__R5EK63__BN466_02075
ERR1913143.857833__1.857833	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913143.857838__1.857838	239935__A0A2N8ILG3__CXT93_10135
ERR1913143.857862__1.857862	410072__A0A173YQW3__dtpT_1
ERR1913143.857888__1.857888	239935__A0A2N8I368__CXT95_04550
ERR1913143.857979__1.857979	239935__A0A2N8HT44__CXT84_11035
ERR1913143.858119__1.858119	239935__A0A139TQT9__Amuc_1197
ERR1913143.858126__1.858126	1897011__A0A1Q6RCY9__BHW41_06000
ERR1913143.858401__1.858401	239935__A0A2N8I8X8__B5G29_00185
ERR1913143.858406__1.858406	1262882__R5MND9__BN519_00831
ERR1913143.858529__1.858529	820__A0A139K5E7__DXC68_09550
ERR1913143.858646__1.858646	28118__F9Z3J9__B5F93_07500
ERR1913143.858738__1.858738	239935__R6J5N6__CXT99_10770
ERR1913143.858841__1.858841	357276__A0A174L570__GV66_05720
ERR1913143.858869__1.858869	239935__A0A2N8IHY1__CXU06_00035
ERR1913143.858877__1.858877	239935__A0A139TMG9__CXU07_10650
ERR1913143.859058__1.859058	46506__A0A108TAK3__fepA_3
ERR1913143.859215__1.859215	1262882__R5MEI8__BN519_00283
ERR1913143.859328__1.859328	818__Q8A3A6__Btheta7330_00071
ERR1913143.859362__1.859362	820__A0A396EUU8__luxQ_3
ERR1913143.859588__1.859588	357276__A0A076IS73__GV66_00410
ERR1913143.859709__1.859709	239935__A0A2N8HM32__CXT85_08075
ERR1913143.859731__1.859731	820__A0A174LJB2__HMPREF1072_04112
ERR1913143.859736__1.859736	239935__A0A2N8ITW6__CXT91_06265
ERR1913143.859800__1.859800	147206__GCF_000156215.1_01775
ERR1913143.859818__1.859818	820__A0A3E4WA06__ERS852554_03404
ERR1913143.859933__1.859933	1501391__GCA_000786575.1_00029
ERR1913143.859897__1.859897	239935__A0A2N8I8X8__B5G29_00185
ERR1913143.860396__1.860396	1501391__GCA_000786575.1_00092
ERR1913143.860440__1.860440	820__A0A174M9V5__M093_0237
ERR1913143.860507__1.860507	671266__GCA_004801615.1_01355
ERR1913143.860517__1.860517	820__R7E9Z4__DXC68_06065
ERR1913143.860574__1.860574	1160721__W0U979__BHW50_09935
ERR1913143.860584__1.860584	820__A7V470__HMPREF1072_02076
ERR1913143.860861__1.860861	239935__A0A2N8IL82__CXU02_11740
ERR1913143.860953__1.860953	357276__A0A076IS73__GV66_00410
ERR1913143.861148__1.861148	47678__R5UUD7__bga_1
ERR1913143.861456__1.861456	820__A0A3E4VXP2__yesR
ERR1913143.861464__1.861464	818__Q8A5L6__BT_2223
ERR1913143.861551__1.861551	823__A0A174VBJ5__M091_5021
ERR1913143.861566__1.861566	820__A7VAR9__ERS852421_00197
ERR1913143.861636__1.861636	239935__A0A2N8I694__CXU04_06245
ERR1913143.861738__1.861738	649756__A0A173RNX6__ERS852475_00267
ERR1913143.861926__1.861926	239935__A0A2N8IQU3__CXU22_05890
ERR1913143.861928__1.861928	818__A0A0N7I9M6__Btheta7330_00939
ERR1913143.862371__1.862371	239935__A0A139TPU7__CXT91_06575
ERR1913143.862470__1.862470	46506__B0NRJ1__DXC41_14065
ERR1913143.862563__1.862563	239935__A0A2N8HBM4__CXT85_06270
ERR1913143.862679__1.862679	1501391__GCA_000786575.1_00084
ERR1913143.862614__1.862614	1262989__R6Y5W1__BN815_00268
ERR1913143.863012__1.863012	239935__A0A2N8HM32__CXT85_08075
ERR1913143.863121__1.863121	47678__R5UUB1__DXB67_02860
ERR1913143.863138__1.863138	239935__A0A2N8HBP0__CXT94_04450
ERR1913143.863191__1.863191	1501391__GCA_000786575.1_00146
ERR1913143.863291__1.863291	394340__dnaE
ERR1913143.863401__1.863401	239935__A0A2N8IVK9__CXU08_03750
ERR1913143.863369__1.863369	239935__A0A139TPD4__CXT86_06450
ERR1913143.863696__1.863696	47678__R5U4P2__CGC64_17185
ERR1913143.863738__1.863738	239935__A0A2N8IYM5__CXT84_05130
ERR1913143.863767__1.863767	239935__R7DVL7__CXT93_01180
ERR1913143.863794__1.863794	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.863919__1.863919	47678__R5UXY0__CGC64_03535
ERR1913143.863992__1.863992	674529__R6V9C9__DXB21_16435
ERR1913143.863957__1.863957	357276__A0A076IP73__BACDOR_04237
ERR1913143.864091__1.864091	47678__R5U325__HMPREF1061_03209
ERR1913143.864245__1.864245	239935__A0A2N8HQR1__Amuc_0287
ERR1913143.864384__1.864384	239935__A0A2N8IMC9__CXU09_02095
ERR1913143.864362__1.864362	818__Q8A3A6__Btheta7330_00071
ERR1913143.864458__1.864458	820__A0A174EV88__HMPREF1072_01427
ERR1913143.864560__1.864560	47678__R5UUB1__DXB67_02860
ERR1913143.864681__1.864681	357276__A0A076IXE0__HMPREF1064_04364
ERR1913143.864664__1.864664	1897011__A0A1Q6RH97__BHW41_01945
ERR1913143.864851__1.864851	820__A0A396EUU8__luxQ_3
ERR1913143.864921__1.864921	239935__R7DVW2__CXU02_03915
ERR1913143.864935__1.864935	239935__R6J776__CXU07_02355
ERR1913143.865128__1.865128	239935__A0A2N8HT44__CXT84_11035
ERR1913143.865278__1.865278	1262882__R5N3T7__BN519_01188
ERR1913143.865577__1.865577	239935__A0A2N8HB50__CXU17_02615
ERR1913143.865610__1.865610	239935__A0A139TM51__CXT91_12120
ERR1913143.865664__1.865664	239935__A0A2N8HZW2__A4V05_11120
ERR1913143.865843__1.865843	357276__I9R994__BACDOR_04044
ERR1913143.866033__1.866033	357276__A0A0K2HNG3__HMPREF1064_03004
ERR1913143.866303__1.866303	818__A0A139KKJ5__Btheta7330_00072
ERR1913143.866330__1.866330	338188__K5CL54__HMPREF1057_02531
ERR1913143.866393__1.866393	214856__R6XUN2__rcsC_1
ERR1913143.866350__1.866350	338188__R6RPM5__bglX_6
ERR1913143.866429__1.866429	239935__A0A2N8I3G2__CXT89_00720
ERR1913143.866478__1.866478	239935__A0A2N8HT44__CXT84_11035
ERR1913143.866709__1.866709	39488__A0A173SSM6__EUBHAL_01799
ERR1913143.866796__1.866796	40518__R5DQJ0__DXD93_03790
ERR1913143.866825__1.866825	357276__B6W1J2__BACDOR_03380
ERR1913143.866874__1.866874	1263000__R5EHB0__BN466_01647
ERR1913143.866931__1.866931	820__A0A139KHX1__HMPREF2141_00289
ERR1913143.867234__1.867234	1262882__R5N5W2__BN519_00074
ERR1913143.867651__1.867651	214856__I3YMN6__Alfi_1938
ERR1913143.867774__1.867774	40518__R5DVR2__RBL236_00303
ERR1913143.867964__1.867964	1262882__R5N1Z9__BN519_01020
ERR1913143.868062__1.868062	40518__R5DWP7__ansA
ERR1913143.868069__1.868069	239935__A0A2N8IL82__CXU02_11740
ERR1913143.868363__1.868363	214856__A0A174ZEF7__mboIIM_1
ERR1913143.868436__1.868436	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.868464__1.868464	1263000__R5EH44__BN466_01492
ERR1913143.868509__1.868509	39492__D4JWP8__EUBSIR_00699
ERR1913143.868765__1.868765	1263000__R5EXT3__BN466_02213
ERR1913143.868851__1.868851	39492__R6RT40__prkC_3
ERR1913143.868993__1.868993	239935__A0A139TT05__CXU09_03335
ERR1913143.869017__1.869017	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.869048__1.869048	1501391__GCA_000786575.1_00068
ERR1913143.869139__1.869139	1262882__R5N2A9__BN519_00921
ERR1913143.869151__1.869151	61171__B9Y5U6__HOLDEFILI_01178
ERR1913143.869186__1.869186	823__A6LGI3__DXB14_09215
ERR1913143.869246__1.869246	239935__A0A2N8I9N0__CXT97_09915
ERR1913143.869385__1.869385	239935__A0A2N8ILG3__CXT93_10135
ERR1913143.869552__1.869552	47678__R5UT79__ERS852558_03890
ERR1913143.869851__1.869851	818__A0A0N7IAB5__SAMN05216253_10880
ERR1913143.869817__1.869817	820__A0A3E4VZY4__ERS852554_01211
ERR1913143.869825__1.869825	74426__rpoC
ERR1913143.869881__1.869881	820__A0A174LJB2__HMPREF1072_04112
ERR1913143.870096__1.870096	820__A0A174DZ97__SAMN05444418_101240
ERR1913143.870243__1.870243	239935__A0A2N8ITX2__CXT86_11265
ERR1913143.870313__1.870313	1263044__GCA_000433375.1_01144
ERR1913143.870643__1.870643	2108523__A0A2P2F677__LAWASA_1497
ERR1913143.870734__1.870734	818__A0A174RX04__BJP75_008800
ERR1913143.870738__1.870738	1262882__R5MXS6__BN519_00286
ERR1913143.870988__1.870988	1965538__A0A1Y4W8Q2__B5E43_09955
ERR1913143.871442__1.871442	239935__A0A2N8I3Z7__CXU05_10555
ERR1913143.871582__1.871582	239935__A0A2N8IU45__DEF40_02365
ERR1913143.871731__1.871731	820__A0A139K5A6__DXB48_12175
ERR1913143.871864__1.871864	1262980__R5BQV7__BN814_00277
ERR1913143.871985__1.871985	239935__A0A2N8HM32__CXT85_08075
ERR1913143.872068__1.872068	357276__I9QWD4__DXD47_15075
ERR1913143.872115__1.872115	46503__R6X607__HMPREF1060_03545
ERR1913143.872267__1.872267	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913143.872316__1.872316	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913143.872376__1.872376	40518__R5DWH8__DXD86_04530
ERR1913143.872397__1.872397	239935__A0A139TPD8__CXU12_11015
ERR1913143.872419__1.872419	239935__A0A2N8IJI1__B5G29_04615
ERR1913143.872511__1.872511	1262882__R5MHZ2__BN519_00742
ERR1913143.872734__1.872734	1160721__W0U3C6__BHW50_11080
ERR1913143.872766__1.872766	239935__A0A2N8IVK9__CXU08_03750
ERR1913143.872840__1.872840	820__A7UYX8__DXD40_11635
ERR1913143.873010__1.873010	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913143.873070__1.873070	1262882__R5MEI8__BN519_00283
ERR1913143.873336__1.873336	214856__A0A175A1E6__ERS852447_01907
ERR1913143.873390__1.873390	46506__R6AEM4__DXC41_06545
ERR1913143.873559__1.873559	33039__A0A174ZHW3__ERS852424_00452
ERR1913143.873883__1.873883	239935__A0A2N8IF99__lpdA
ERR1913143.873888__1.873888	239935__A0A2N8ITX2__CXT86_11265
ERR1913143.873911__1.873911	239935__A0A2N8IUK0__CXU01_07370
ERR1913143.873917__1.873917	820__A0A173XIP7__B5G17_16050
ERR1913143.873925__1.873925	1262882__R5MYX5__BN519_00333
ERR1913143.873949__1.873949	821__A0A173XDD3__DXB82_17180
ERR1913143.874048__1.874048	1501391__GCA_000786575.1_00062
ERR1913143.874078__1.874078	1501391__GCA_000786575.1_00112
ERR1913143.874217__1.874217	1262882__R5N3T7__BN519_01188
ERR1913143.874240__1.874240	820__A7UYG6__M094_0070
ERR1913143.874285__1.874285	820__A0A174CG08__DXB62_13215
ERR1913143.874366__1.874366	418240__C6JHP9__ERS852478_02092
ERR1913143.874416__1.874416	1550024__G9RWR2__TQ39_04385
ERR1913143.874506__1.874506	239935__A0A2N8ITX2__CXT86_11265
ERR1913143.874562__1.874562	239935__A0A2N8HBM4__CXT85_06270
ERR1913143.874610__1.874610	33039__A0A173RPT9__ERS852502_02389
ERR1913143.874738__1.874738	165179__D1PC26__PREVCOP_04756
ERR1913143.874889__1.874889	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.874933__1.874933	357276__I9R994__BACDOR_04044
ERR1913143.874965__1.874965	40518__R5DT16__ysdC_2
ERR1913143.875232__1.875232	1263000__R5EKY5__BN466_02100
ERR1913143.875359__1.875359	820__A0A174B4N2__M093_2531
ERR1913143.875361__1.875361	39492__A0A174ZP27__EUBSIR_00033
ERR1913143.875507__1.875507	74426__purL
ERR1913143.875556__1.875556	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.875636__1.875636	338188__R6RT73__HMPREF1057_02828
ERR1913143.875768__1.875768	1501391__GCA_000786575.1_00056
ERR1913143.875801__1.875801	818__A0A3E5HDS4__BJP75_002620
ERR1913143.875806__1.875806	239935__A0A139TPD8__CXU12_11015
ERR1913143.875830__1.875830	820__A0A3E4WCC2__lptB_1
ERR1913143.876025__1.876025	357276__I8WBQ9__HMPREF1065_03212
ERR1913143.876194__1.876194	116085__D4J7N7__DW747_15105
ERR1913143.876234__1.876234	818__C6ILT7__BSIG_2708
ERR1913143.876279__1.876279	47678__R5UER2__CGC64_00710
ERR1913143.876526__1.876526	357276__I8WML9__DXD47_10570
ERR1913143.876574__1.876574	46506__A0A108TCU0__etk
ERR1913143.876578__1.876578	239935__A0A139TQT9__Amuc_1197
ERR1913143.876838__1.876838	1981510__A0A2K9P5G6__B9O19_02057
ERR1913143.876898__1.876898	239935__A0A2N8ITW6__CXT91_06265
ERR1913143.876948__1.876948	1501391__GCA_000786575.1_00081
ERR1913143.877026__1.877026	1262882__R5MKI3__BN519_00334
ERR1913143.877076__1.877076	239935__R6JCH3__CXT95_08205
ERR1913143.877205__1.877205	1501391__GCA_000786575.1_00065
ERR1913143.877735__1.877735	371601__D7J5J8__DXD80_05790
ERR1913143.877737__1.877737	40520__A0A174T131__RUMOBE_01417
ERR1913143.877796__1.877796	47678__R5UER2__CGC64_00710
ERR1913143.877817__1.877817	820__A0A374Q351__DXD40_05850
ERR1913143.877833__1.877833	1263000__R5EU91__BN466_01432
ERR1913143.878035__1.878035	1262882__R5MND9__BN519_00831
ERR1913143.878018__1.878018	239935__R6JD78__CXU05_09250
ERR1913143.878027__1.878027	239935__A0A2N8HH03__CXU09_08875
ERR1913143.878070__1.878070	338188__A0A1Q6HLG8__ERS852397_03417
ERR1913143.878097__1.878097	76489__A0A1E8EUC5__CLOACE_23150
ERR1913143.878104__1.878104	239935__A0A2N8HUU6__CXT90_06150
ERR1913143.878238__1.878238	1262739__R6N5K3__BN659_01691
ERR1913143.878247__1.878247	214856__A0A174G1M7__ERS852559_00594
ERR1913143.878271__1.878271	1262882__R5MIY9__BN519_01097
ERR1913143.878275__1.878275	47678__R5UES3__CGC64_00760
ERR1913143.878476__1.878476	29361__B6FRT6__CLONEX_02860
ERR1913143.878517__1.878517	40518__R5DXH2__DXD83_10135
ERR1913143.879760__1.879760	357276__C3R9Y0__HMPREF1064_01889
ERR1913143.879762__1.879762	820__A0A3E4G3J9__ERS852459_02265
ERR1913143.879841__1.879841	1262882__R5MJJ9__BN519_01035
ERR1913143.879912__1.879912	239935__A0A2N8IRH4__CXT92_05605
ERR1913143.879915__1.879915	1263000__R5EU91__BN466_01432
ERR1913143.880042__1.880042	1262882__R5MKU2__BN519_01271
ERR1913143.880081__1.880081	820__A0A374MXK3__HMPREF1072_00166
ERR1913143.880163__1.880163	357276__A0A0K2HKT7__B5F95_21090
ERR1913143.880223__1.880223	1501391__GCA_000786575.1_00084
ERR1913143.880393__1.880393	47678__R5U7X8__C5Z00_18270
ERR1913143.880635__1.880635	1263000__R5F0H4__BN466_00249
ERR1913143.880600__1.880600	239935__B2UNC5__B5G29_07685
ERR1913143.880693__1.880693	1501391__GCA_000786575.1_00005
ERR1913143.880726__1.880726	239935__A0A139TT05__CXU09_03335
ERR1913143.880699__1.880699	1501391__GCA_000786575.1_00055
ERR1913143.880964__1.880964	239935__A0A2N8ITG2__Amuc_0335
ERR1913143.881048__1.881048	1160721__R6TAA3__BHW50_03385
ERR1913143.881135__1.881135	239935__A0A2N8HBM4__CXT85_06270
ERR1913143.881505__1.881505	820__A0A174M9V5__M093_0237
ERR1913143.881632__1.881632	239935__A0A2N8IF99__lpdA
ERR1913143.882000__1.882000	239935__A0A2N8IMC9__CXU09_02095
ERR1913143.882223__1.882223	35519__X8IQH8__HMPREF0581_0503
ERR1913143.882465__1.882465	100884__E7GF26__DXB26_00220
ERR1913143.882466__1.882466	46506__A0A120A0V1__DXC41_00280
ERR1913143.882446__1.882446	239935__A0A2N8IUW6__Amuc_1525
ERR1913143.882662__1.882662	357276__A0A076IYE6__IY41_04275
ERR1913143.882830__1.882830	39496__A5Z3H5__EUBVEN_00221
ERR1913143.882873__1.882873	1501391__GCA_000786575.1_00057
ERR1913143.882986__1.882986	100884__E7G8A3__DXB26_15400
ERR1913143.883392__1.883392	820__R7E9Z4__DXC68_06065
ERR1913143.883396__1.883396	818__D7I8A4__C799_02600
ERR1913143.883483__1.883483	410072__C0BBR9__yqeC
ERR1913143.883492__1.883492	1262882__R5N349__BN519_01037
ERR1913143.883508__1.883508	239935__A0A2N8IV82__CXT99_06735
ERR1913143.883541__1.883541	40518__R5E6N4__DXD93_01325
ERR1913143.883610__1.883610	1262882__R5N532__BN519_01420
ERR1913143.883690__1.883690	338188__R6S638__HMPREF1057_04127
ERR1913143.883836__1.883836	46506__B0NQN6__AA415_00632
ERR1913143.883915__1.883915	384638__B7APN3__BACPEC_00639
ERR1913143.884133__1.884133	239935__A0A2N8HT44__CXT84_11035
ERR1913143.884185__1.884185	820__A0A174M9V5__M093_0237
ERR1913143.884266__1.884266	239935__A0A2N8IVR0__CXT87_07115
ERR1913143.884400__1.884400	1262882__R5N3H1__BN519_01121
ERR1913143.884421__1.884421	649756__D4MTX1__DCR88_05080
ERR1913143.884607__1.884607	818__A0A0P0F7K1__ERS852461_02719
ERR1913143.884661__1.884661	820__A0A3E4G3J9__ERS852459_02265
ERR1913143.884976__1.884976	1550024__G9RT62__ASJ35_10800
ERR1913143.885041__1.885041	47678__R5UU25__DXB67_16190
ERR1913143.885069__1.885069	239935__A0A2N8HL91__holA
ERR1913143.885079__1.885079	239935__A0A2N8IMC3__CXT96_03840
ERR1913143.885200__1.885200	1262882__R5MYS9__BN519_00290
ERR1913143.885233__1.885233	1263000__R5EHI3__BN466_01684
ERR1913143.885346__1.885346	239935__A0A2N8IMD6__CXU03_05585
ERR1913143.885362__1.885362	239935__A0A2N8IKW7__pstA
ERR1913143.885450__1.885450	214856__A0A174ZLY7__ERS852447_02456
ERR1913143.885672__1.885672	651822__GCA_000210715.1_00753
ERR1913143.885819__1.885819	446660__GCA_003428235.1_00602
ERR1913143.885868__1.885868	357276__A0A076IXE0__HMPREF1064_04364
ERR1913143.885951__1.885951	239935__A0A139TQT9__Amuc_1197
ERR1913143.886109__1.886109	371601__F7LA63__HMPREF1074_04288
ERR1913143.886144__1.886144	1501391__GCA_000786575.1_00018
ERR1913143.886268__1.886268	1262743__R5C054__BN727_01980
ERR1913143.886408__1.886408	239935__A0A139TQT9__Amuc_1197
ERR1913143.886465__1.886465	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913143.886467__1.886467	239935__A0A2N8HM32__CXT85_08075
ERR1913143.886797__1.886797	360807__C0FMY6__ROSEINA2194_00074
ERR1913143.886839__1.886839	239935__A0A2N8HB50__CXU17_02615
ERR1913143.886854__1.886854	1501391__GCA_000786575.1_00056
ERR1913143.886870__1.886870	671267__R9I8L9__C802_02304
ERR1913143.887124__1.887124	1262882__R5MEK3__BN519_00296
ERR1913143.887296__1.887296	818__A0A139L1D5__BT_2967
ERR1913143.887314__1.887314	820__A0A374Q1D8__SAMN05444418_112114
ERR1913143.887448__1.887448	394340__atpB
ERR1913143.887577__1.887577	239935__A0A2N8IMC9__CXU09_02095
ERR1913143.887792__1.887792	1501391__GCA_000786575.1_00107
ERR1913143.887812__1.887812	820__A0A139KHX1__HMPREF2141_00289
ERR1913143.887903__1.887903	820__R9I2U8__DXC68_09590
ERR1913143.888078__1.888078	239935__A0A2N8IMC9__CXU09_02095
ERR1913143.888177__1.888177	1262911__R6H2J2__BN557_01228
ERR1913143.888217__1.888217	39492__D4JSB6__ERS852540_00627
ERR1913143.888261__1.888261	47678__R5UPZ8__ERS852494_01752
ERR1913143.888340__1.888340	116085__D4J678__DW747_12620
ERR1913143.888578__1.888578	40520__R7D6X9__DXB81_05355
ERR1913143.888610__1.888610	1501391__GCA_000786575.1_00150
ERR1913143.888679__1.888679	239935__A0A139TPD4__CXT86_06450
ERR1913143.888928__1.888928	218538__C9LMG6__GCWU000321_00719
ERR1913143.889135__1.889135	371601__I9A9Z3__CW3_2765
ERR1913143.889187__1.889187	1262882__R5MM96__BN519_01545
ERR1913143.889282__1.889282	239935__A0A2N8ITG2__Amuc_0335
ERR1913143.889570__1.889570	47678__R5UMC3__CGC64_08380
ERR1913143.889618__1.889618	338188__A0A173WBJ8__rpoE_1
ERR1913143.889919__1.889919	820__A0A174I980__gldH
ERR1913143.890198__1.890198	410072__A0A174LAX8__DXD67_10655
ERR1913143.890346__1.890346	1262882__R5MJZ7__BN519_01272
ERR1913143.890362__1.890362	310298__B3JH48__BACCOP_01204
ERR1913143.890408__1.890408	239935__A0A2N8HDT1__CXT94_05270
ERR1913143.890485__1.890485	820__A0A139K5A6__DXB48_12175
ERR1913143.890617__1.890617	239935__A0A2N8IMC9__CXU09_02095
ERR1913143.890811__1.890811	1262882__R5N3A4__BN519_01270
ERR1913143.890792__1.890792	820__A0A139K4W5__HMPREF2141_02394
ERR1913143.890857__1.890857	47678__R5U558__ERS852558_02232
ERR1913143.891065__1.891065	47678__R5UG30__ERS852558_03525
ERR1913143.891121__1.891121	820__A0A139KJR5__M093_4469
ERR1913143.891333__1.891333	820__I9TWZ7__DXC80_10550
ERR1913143.891350__1.891350	820__A0A139KJR5__M093_4469
ERR1913143.891375__1.891375	823__A0A395YSW8__CF162_05645
ERR1913143.891380__1.891380	823__A0A174LWY0__lepB
ERR1913143.891752__1.891752	371601__I9JEF3__DXD80_17785
ERR1913143.891804__1.891804	1501391__GCA_000786575.1_00128
ERR1913143.892112__1.892112	1262882__R5MYP8__BN519_00439
ERR1913143.892127__1.892127	818__A0A0P0FSA3__ERS852557_00283
ERR1913143.892165__1.892165	46503__R6WSB3__DCY29_07745
ERR1913143.892285__1.892285	1262882__R5MGI7__BN519_00643
ERR1913143.892298__1.892298	214856__A0A175A6T5__ERS852447_02658
ERR1913143.892358__1.892358	338188__R6RPM1__BACFIN_05401
ERR1913143.892497__1.892497	1501391__GCA_000786575.1_00055
ERR1913143.893037__1.893037	1263000__R5EKT2__BN466_02168
ERR1913143.893160__1.893160	357276__A0A076IRX7__HMPREF1064_00526
ERR1913143.893550__1.893550	239935__R6JAS2__CXU02_10725
ERR1913143.893557__1.893557	28116__A0A078Q626__HMPREF1070_02735
ERR1913143.893746__1.893746	239935__A0A139TMY7__CXU13_02020
ERR1913143.893773__1.893773	1262882__R5N004__BN519_00490
ERR1913143.893904__1.893904	1262911__R6H2J2__BN557_01228
ERR1913143.893923__1.893923	357276__A0A076IXE0__HMPREF1064_04364
ERR1913143.893938__1.893938	818__R9GZ02__C799_04453
ERR1913143.894089__1.894089	823__A6LC27__DXB14_11470
ERR1913143.894125__1.894125	239935__A0A2N8IRL2__CXU06_01170
ERR1913143.894179__1.894179	239935__A0A2N8IIB9__CXU04_01970
ERR1913143.894232__1.894232	46503__R6X5I4__ERS852463_01136
ERR1913143.894244__1.894244	1501391__GCA_000786575.1_00158
ERR1913143.894309__1.894309	357276__I8WML9__DXD47_10570
ERR1913143.894323__1.894323	1501391__GCA_000786575.1_00025
ERR1913143.894556__1.894556	39491__D4JMW8__ERS852497_01971
ERR1913143.894617__1.894617	239935__A0A139TPD4__CXT86_06450
ERR1913143.894704__1.894704	39491__A0A395ZDC6__addB
ERR1913143.894789__1.894789	239935__R6JAS2__CXU02_10725
ERR1913143.894985__1.894985	1501391__GCA_000786575.1_00121
ERR1913143.895035__1.895035	1262882__R5MJZ7__BN519_01272
ERR1913143.895133__1.895133	47678__R5UHH8__HMPREF1061_02584
ERR1913143.895253__1.895253	204516__U6RAM4__HMPREF1534_03439
ERR1913143.895268__1.895268	46503__A7AB74__DD461_00855
ERR1913143.895440__1.895440	39490__A0A173UKU1__ERS852448_02086
ERR1913143.895610__1.895610	239935__A0A2N8I1R3__CXU05_06075
ERR1913143.895778__1.895778	820__A0A3E4VZY4__ERS852554_01211
ERR1913143.896085__1.896085	821__I9R3W6__DXC16_12455
ERR1913143.896361__1.896361	2293125__A0A374BRU5__DW917_14365
ERR1913143.896792__1.896792	357276__I8VN30__HMPREF1065_03051
ERR1913143.896843__1.896843	1501391__GCA_000786575.1_00046
ERR1913143.897092__1.897092	357276__I9R2M6__BSEG_03499
ERR1913143.897230__1.897230	46506__B0NUC3__SAMN05444283_1019
ERR1913143.897476__1.897476	820__A0A3E4W4Y7__B5G17_02055
ERR1913143.897498__1.897498	1262882__R5MY46__BN519_00355
