ERR1913214.431__1.431	821__A0A3E4WAR6__DXD64_10735
ERR1913214.813449__1.813449	1501391__GCA_000786575.1_00124
ERR1913214.813452__1.813452	1262935__R5GQI1__BN773_00059
ERR1913214.813517__1.813517	556259__E5C690__BSGG_1431
ERR1913214.813659__1.813659	28117__B0MZ50__ALIPUT_02424
ERR1913214.813674__1.813674	39492__D4JR08__ERS852540_02467
ERR1913214.813709__1.813709	820__A0A3E4FZM1__adaA_2
ERR1913214.813978__1.813978	1262942__R7QYC5__BN520_01797
ERR1913214.814092__1.814092	39491__R6TNE2__LD38_07270
ERR1913214.814251__1.814251	1262945__R6YHY2__BN600_01802
ERR1913214.814473__1.814473	1262889__R7HDJ0__BN634_01493
ERR1913214.814536__1.814536	28111__E5WXQ8__NCTC11155_03183
ERR1913214.814782__1.814782	820__A0A3E4GA19__SAMN05444418_10562
ERR1913214.814878__1.814878	1862668__GCA_001945525.1_00031
ERR1913214.814934__1.814934	487174__K0X5B1__DDY40_01695
ERR1913214.815045__1.815045	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913214.815172__1.815172	2293125__A0A374CIX5__DW917_01125
ERR1913214.815375__1.815375	165179__A0A3E5EA43__DXC61_07775
ERR1913214.815500__1.815500	39491__A0A173TFQ1__rsmF
ERR1913214.815507__1.815507	820__A0A078S569__gmhB
ERR1913214.815526__1.815526	46506__R5K3I5__BACSTE_02520
ERR1913214.815699__1.815699	35833__E5Y1J0__HMPREF0179_00049
ERR1913214.815671__1.815671	418240__A0A173WPF0__spoIIIAE
ERR1913214.815642__1.815642	46228__V8CE19__DXD17_01950
ERR1913214.815903__1.815903	671267__R9I7B5__C802_04018
ERR1913214.816532__1.816532	1501391__GCA_000786575.1_00042
ERR1913214.817017__1.817017	46503__R6WTW1__NCTC13052_03440
ERR1913214.817215__1.817215	1262935__R5GCM2__BN773_01053
ERR1913214.817351__1.817351	626930__F3PVE3__HMPREF9446_02721
ERR1913214.817522__1.817522	821__E5UY21__C800_02204
ERR1913214.817947__1.817947	246787__A0A108T1Y3__fepA_8
ERR1913214.817969__1.817969	28117__B0MXL6__ALIPUT_01851
ERR1913214.817995__1.817995	28116__A0A1Y4PWN5__M088_3731
ERR1913214.818112__1.818112	820__A7V859__ERS852462_00341
ERR1913214.818270__1.818270	820__A0A173YYG4__evgS_3
ERR1913214.818275__1.818275	1262935__R5GVL3__BN773_00865
ERR1913214.818434__1.818434	1262825__R5DYW1__BN724_00868
ERR1913214.818861__1.818861	46228__V8CB03__HMPREF1202_00647
ERR1913214.819037__1.819037	1897011__A0A1Q6REX0__BHW41_04225
ERR1913214.819050__1.819050	487174__K0WXG8__DIT83_09300
ERR1913214.819051__1.819051	820__A0A173W419__DXC68_17760
ERR1913214.819147__1.819147	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913214.819287__1.819287	46228__V8BYC1__RUMLAC_00426
ERR1913214.819355__1.819355	357276__I9R002__HMPREF1064_01826
ERR1913214.819435__1.819435	357276__A0A076II57__GV66_07710
ERR1913214.819749__1.819749	821__I9R3W6__DXC16_12455
ERR1913214.819760__1.819760	821__E5UY21__C800_02204
ERR1913214.819922__1.819922	357276__B6VW91__BACDOR_01584
ERR1913214.820125__1.820125	39492__D4JR58__EUBSIR_02090
ERR1913214.820140__1.820140	214856__A0A174FHU9__ERS852447_02347
ERR1913214.820223__1.820223	291644__I8YWR0__HMPREF1071_01375
ERR1913214.820490__1.820490	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.820967__1.820967	166486__D4L456__rpfG_10
ERR1913214.821052__1.821052	39492__B0MPL6__EUBSIR_01779
ERR1913214.821194__1.821194	821__A0A174NVL6__NCTC10583_01782
ERR1913214.821433__1.821433	35833__E5Y2V2__HMPREF0179_00466
ERR1913214.821462__1.821462	291644__R5JR56__HMPREF1532_03512
ERR1913214.821525__1.821525	46228__V8C7M2__RUMLAC_01453
ERR1913214.821617__1.821617	371601__A0A1H4AKU1__BXY_45200
ERR1913214.821905__1.821905	1262743__R5C054__BN727_01980
ERR1913214.822184__1.822184	357276__B6VT86__IY41_22515
ERR1913214.822234__1.822234	821__A0A0P0L8F8__ERS852509_03705
ERR1913214.822274__1.822274	46506__A0A108T991__AA415_01433
ERR1913214.822340__1.822340	291644__R5JDR3__HMPREF1071_02272
ERR1913214.822957__1.822957	1262935__R5GQI1__BN773_00059
ERR1913214.823277__1.823277	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.823323__1.823323	1262744__R6FST0__BN744_00381
ERR1913214.823606__1.823606	357276__I9R994__BACDOR_04044
ERR1913214.824029__1.824029	821__A6L0C7__ERS852556_03520
ERR1913214.824399__1.824399	357276__A0A076IRX4__ABI39_13585
ERR1913214.824516__1.824516	1263006__R6LWF1__BN515_02111
ERR1913214.824753__1.824753	1262986__R6A878__BN492_00369
ERR1913214.824850__1.824850	204516__U6RDD8__HMPREF1534_02559
ERR1913214.825865__1.825865	487174__K0WUM9__HMPREF9448_02608
ERR1913214.826522__1.826522	487174__R5FN40__HMPREF9448_01366
ERR1913214.826555__1.826555	39492__D4JVG1__ERS852540_00951
ERR1913214.826703__1.826703	820__A0A1T4IYF4__mprA_1
ERR1913214.826758__1.826758	28116__A0A1Y4PHM7__DXA80_25130
ERR1913214.827014__1.827014	39492__D4JW10__pppA
ERR1913214.827383__1.827383	291644__U6RV10__ERS852428_00490
ERR1913214.827487__1.827487	33039__A0A173VTT4__frdB_1
ERR1913214.827726__1.827726	454155__F3QU38__HMPREF9442_01709
ERR1913214.827688__1.827688	1105031__J1H3W2__HMPREF1141_2783
ERR1913214.828028__1.828028	357276__A0A076IN30__DXD47_09350
ERR1913214.828170__1.828170	165179__A0A3E5EA43__DXC61_07775
ERR1913214.828555__1.828555	357276__A0A076IRV2__BACDOR_02822
ERR1913214.828772__1.828772	1262888__R6P830__BN582_00368
ERR1913214.829173__1.829173	384638__B7AVU0__BACPEC_02840
ERR1913214.829231__1.829231	820__A0A174QLF0__SAMN05444418_109151
ERR1913214.829346__1.829346	357276__B6VYT9__HMPREF1063_05030
ERR1913214.829313__1.829313	357276__A0A0M1W1I8__ABI39_13620
ERR1913214.829364__1.829364	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.829503__1.829503	166486__D4KV78__aroA
ERR1913214.829675__1.829675	1897011__A0A1Q6RET2__BHW41_04000
ERR1913214.830138__1.830138	820__A0A174P0L5__glcK_3
ERR1913214.830141__1.830141	1262935__R5GVK8__BN773_00860
ERR1913214.830284__1.830284	28118__F9Z4H5__DHW44_02810
ERR1913214.830356__1.830356	1262935__R5GHV4__BN773_00876
ERR1913214.830630__1.830630	357276__A6L053__ABI39_04450
ERR1913214.830874__1.830874	823__A6LBY1__ERS852380_00510
ERR1913214.831048__1.831048	2293125__A0A374BSW4__DW917_13420
ERR1913214.831213__1.831213	823__D7IRG1__NCTC11152_02276
ERR1913214.831313__1.831313	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.831325__1.831325	823__A0A395YY84__DXC05_19515
ERR1913214.831330__1.831330	204516__U6R9H3__HMPREF1534_03348
ERR1913214.831611__1.831611	1262736__R5Y7T6__BN496_00858
ERR1913214.831965__1.831965	28117__B0MXW9__ALIPUT_01981
ERR1913214.832350__1.832350	1897011__A0A1Q6RF88__BHW41_03295
ERR1913214.832384__1.832384	1262886__R6QCG3__BN563_00145
ERR1913214.832431__1.832431	28111__R5JVV2__BACEGG_02950
ERR1913214.832557__1.832557	1262889__R7HAY6__BN634_02225
ERR1913214.832796__1.832796	39492__D4JWM0__atpF
ERR1913214.832730__1.832730	28111__E5WVR8__NCTC11155_02792
ERR1913214.832770__1.832770	853__A0A173RZ39__C4N22_01650
ERR1913214.833100__1.833100	291644__R5JMN9__HMPREF1532_00991
ERR1913214.833375__1.833375	291644__I9I2F9__HMPREF1532_01625
ERR1913214.833430__1.833430	1262886__R6QHS7__BN563_00615
ERR1913214.833434__1.833434	28111__E5X333__NCTC11155_03016
ERR1913214.833580__1.833580	1262935__R5GH71__BN773_01017
ERR1913214.833754__1.833754	1262942__R7QX36__BN520_01383
ERR1913214.833764__1.833764	246787__R6K756__HMPREF1062_01819
ERR1913214.833952__1.833952	28111__E5X120__NCTC11155_02427
ERR1913214.834200__1.834200	544645__A0A3E4T972__DXC42_08370
ERR1913214.834368__1.834368	46506__A0A108TAK3__fepA_3
ERR1913214.834579__1.834579	35833__E5Y4N9__HMPREF0179_01151
ERR1913214.835068__1.835068	1262889__R7HD84__BN634_01675
ERR1913214.835239__1.835239	820__A0A3E4XDK3__ERS852554_03650
ERR1913214.835246__1.835246	47678__R5U3D5__DW706_05635
ERR1913214.835255__1.835255	357276__A0A076IRZ5__BACDOR_00630
ERR1913214.835432__1.835432	610243__A0A060QJF7__ASAP_2763
ERR1913214.835527__1.835527	39492__D4JSA4__ERS852540_00596
ERR1913214.835629__1.835629	204516__U6RPN2__HMPREF1534_00368
ERR1913214.835632__1.835632	820__A0A3E4RTP0__C801_01067
ERR1913214.835765__1.835765	544645__A0A3E4TFH4__DXC42_04875
ERR1913214.835909__1.835909	47678__R5U9X5__BACCAC_01339
ERR1913214.835955__1.835955	454155__F3QY50__HMPREF9442_03142
ERR1913214.836151__1.836151	820__A0A3E4W9W8__C801_01069
ERR1913214.836242__1.836242	454155__F3QUP7__HMPREF9442_01920
ERR1913214.836298__1.836298	1262992__R5CXM7__BN795_01016
ERR1913214.836501__1.836501	39492__A0A174ZP27__EUBSIR_00033
ERR1913214.836713__1.836713	39488__A0A285PTA0__EUBHAL_00097
ERR1913214.836882__1.836882	239935__B2UQP8__CXU15_01110
ERR1913214.837293__1.837293	28117__R7JJM9__ALIPUT_00662
ERR1913214.837591__1.837591	1150298__A0A174J629__ERS852498_00833
ERR1913214.837884__1.837884	820__A0A174CG08__DXB62_13215
ERR1913214.838011__1.838011	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913214.838320__1.838320	46228__V8C8S2__RUMLAC_01015
ERR1913214.838398__1.838398	357276__B6VXX7__HMPREF1063_02683
ERR1913214.838618__1.838618	291644__I8Y0K6__HMPREF1532_04085
ERR1913214.839138__1.839138	166486__D4L1H8__ERS852572_02204
ERR1913214.839377__1.839377	821__A0A397WGD6__M098_0084
ERR1913214.839379__1.839379	39491__A0A396FFW0__ERE_10580
ERR1913214.839760__1.839760	1262889__R7HA41__BN634_01028
ERR1913214.840074__1.840074	39492__D4JUS6__accD5
ERR1913214.840482__1.840482	39492__D4JR58__EUBSIR_02090
ERR1913214.840553__1.840553	39491__D4JMW8__ERS852497_01971
ERR1913214.841157__1.841157	165179__A0A3E5DWZ6__DXC61_10880
ERR1913214.841251__1.841251	1262942__R7QVY2__BN520_01870
ERR1913214.841673__1.841673	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913214.841819__1.841819	410072__A0A174M202__COPCOM_00641
ERR1913214.841955__1.841955	454155__F3QTL7__HMPREF9442_01535
ERR1913214.842000__1.842000	357276__A0A0M1W4C0__DXD47_07095
ERR1913214.842012__1.842012	1262935__R5GT76__BN773_01902
ERR1913214.842076__1.842076	671266__GCA_004801615.1_01510
ERR1913214.842548__1.842548	39488__A0A374NVK2__DXD91_03585
ERR1913214.842555__1.842555	1262935__R5GGB5__BN773_00347
ERR1913214.842923__1.842923	28111__E5WXY3__NCTC11155_00116
ERR1913214.843025__1.843025	821__A0A174MBW9__SAMN04487923_10272
ERR1913214.843164__1.843164	1262889__R7H967__BN634_00445
ERR1913214.843197__1.843197	820__A7V049__DXB48_04755
ERR1913214.843345__1.843345	46228__V8BLW9__DXD17_14090
ERR1913214.843559__1.843559	1262935__R5GG83__BN773_00512
ERR1913214.843568__1.843568	1263000__R5EC93__BN466_00873
ERR1913214.843835__1.843835	28117__B0MSQ3__ALIPUT_00347
ERR1913214.843872__1.843872	487174__K0X2Y1__lepB
ERR1913214.844234__1.844234	28118__F9Z4H5__DHW44_02810
ERR1913214.844394__1.844394	1262893__R5GYK3__BN782_01562
ERR1913214.844425__1.844425	823__A0A174KUS4__araC_7
ERR1913214.844586__1.844586	291644__I9HP97__HMPREF1532_00061
ERR1913214.844782__1.844782	28116__I9AKR7__DXA80_22960
ERR1913214.844997__1.844997	1262935__R5GKU2__BN773_00436
ERR1913214.845057__1.845057	357276__D1JYA0__EL88_06560
ERR1913214.845188__1.845188	821__A0A395UNT8__DXD64_15275
ERR1913214.845652__1.845652	357276__A0A076IN21__BSEG_03078
ERR1913214.845881__1.845881	166486__D4KWN0__ERS852572_00733
ERR1913214.845928__1.845928	820__A0A173WZS4__DXD90_10250
ERR1913214.845965__1.845965	39488__A0A174JUI0__EUBHAL_01212
ERR1913214.846084__1.846084	39492__D4JTJ1__EUBSIR_01453
ERR1913214.846136__1.846136	853__R6QDR1__C4N27_08170
ERR1913214.846421__1.846421	28116__A0A139LD88__CUY_2408
ERR1913214.846495__1.846495	821__A0A0P0LQT3__DXC03_05050
ERR1913214.846560__1.846560	291644__I8Y6B7__HMPREF1532_02902
ERR1913214.846855__1.846855	165179__A0A3E5EA43__DXC61_07775
ERR1913214.846940__1.846940	410072__A0A3E4GP91__COPCOM_03835
ERR1913214.847002__1.847002	626932__G5H8A5__HMPREF9450_01165
ERR1913214.847151__1.847151	291644__I9HRU8__ERS852428_03635
ERR1913214.847283__1.847283	204516__U6RA51__HMPREF1534_03959
ERR1913214.847930__1.847930	40518__R5DUU0__DXD93_03985
ERR1913214.847964__1.847964	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913214.848909__1.848909	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913214.849006__1.849006	46228__B5CQD2__HMPREF1202_00579
ERR1913214.849116__1.849116	1262935__R5GRK6__BN773_01192
ERR1913214.849241__1.849241	487174__K0WX28__HMPREF9448_02178
ERR1913214.849634__1.849634	1262886__R6QP39__BN563_00737
ERR1913214.849990__1.849990	1262889__R7H7F9__BN634_02079
ERR1913214.849996__1.849996	28111__R5JPB6__NCTC11155_02514
ERR1913214.850119__1.850119	1262911__R6H1D2__BN557_00855
ERR1913214.850294__1.850294	28111__R5JN40__HMPREF1016_01803
ERR1913214.850626__1.850626	1262889__R7HAQ6__BN634_02130
ERR1913214.850648__1.850648	33043__A0A174H1B6__ERS852575_02702
ERR1913214.850606__1.850606	1262958__R7H4H1__BN645_00346
ERR1913214.850973__1.850973	39492__D4JRL2__ERS852540_01608
ERR1913214.850982__1.850982	28118__F9ZCN1__B5F99_10605
ERR1913214.850921__1.850921	214856__A0A173YXX1__ERS852559_01651
ERR1913214.851395__1.851395	357276__A0A076IYE6__IY41_04275
ERR1913214.851493__1.851493	165179__A0A174IPI3__CFT61_10940
ERR1913214.851524__1.851524	1263000__R5EBF6__BN466_00505
ERR1913214.851604__1.851604	239935__A0A139TPD4__CXT86_06450
ERR1913214.851839__1.851839	823__D7ILK2__ERS852380_00031
ERR1913214.851995__1.851995	357276__A0A076IN30__DXD47_09350
ERR1913214.852050__1.852050	1262889__R7HAY6__BN634_02225
ERR1913214.852184__1.852184	1262945__R6YIH0__BN600_01967
ERR1913214.852494__1.852494	28117__B0MYW7__ALIPUT_02336
ERR1913214.852555__1.852555	487174__W0ES49__HMPREF9448_00709
ERR1913214.852580__1.852580	1262935__R5GCM2__BN773_01053
ERR1913214.852446__1.852446	39492__D4JV86__spoIIE
ERR1913214.853171__1.853171	884684__GCA_002892425.1_01408
ERR1913214.853259__1.853259	487174__K0X694__DIT83_09060
ERR1913214.853349__1.853349	28117__B0MTH2__ALIPUT_00061
ERR1913214.853296__1.853296	1262935__R5GDB4__BN773_01091
ERR1913214.853670__1.853670	454155__F3QTU9__HMPREF9442_01618
ERR1913214.853872__1.853872	39491__A0A395ZE48__DXB76_02395
ERR1913214.854017__1.854017	821__A0A174NM17__lacZ_6
ERR1913214.854342__1.854342	46506__B0NRJ1__DXC41_14065
ERR1913214.854512__1.854512	823__A0A355XIK0__CEQ22_011965
ERR1913214.854635__1.854635	165179__A0A3E5EAM5__DXC61_07785
ERR1913214.855322__1.855322	40518__R5DP21__RBATCC27255_00348
ERR1913214.855360__1.855360	1897011__A0A1Q6RFB9__BHW41_03520
ERR1913214.855587__1.855587	357276__G5SMD3__BSEG_02959
ERR1913214.856136__1.856136	357276__I9R994__BACDOR_04044
ERR1913214.856173__1.856173	357276__I8WBQ9__HMPREF1065_03212
ERR1913214.856243__1.856243	357276__A0A076J8D4__HMPREF1064_00553
ERR1913214.856306__1.856306	821__A0A173XDD3__DXB82_17180
ERR1913214.856584__1.856584	1262911__R6H2J2__BN557_01228
ERR1913214.856707__1.856707	1263044__GCA_000433375.1_03429
ERR1913214.857089__1.857089	28117__B0MY34__BHV66_05195
ERR1913214.857296__1.857296	46503__R6WNB1__PARMER_00135
ERR1913214.857374__1.857374	357276__A0A076IS46__BACDOR_03265
ERR1913214.857437__1.857437	1262935__R5GIS0__BN773_01547
ERR1913214.857501__1.857501	853__A0A2A7B1Y7__C7K05_11930
ERR1913214.857728__1.857728	39488__A0A374NRX1__licR_1
ERR1913214.857700__1.857700	246787__R6KCH8__csbC
ERR1913214.858147__1.858147	1897011__A0A1Q6REW8__BHW41_04435
ERR1913214.858467__1.858467	357276__D1JZM4__HMPREF1065_01278
ERR1913214.858500__1.858500	246787__R6LGB3__BcellWH2_02361
ERR1913214.858679__1.858679	487174__K0XBH1__DIT83_01445
ERR1913214.858713__1.858713	28118__R6G1Z6__B5F93_09405
ERR1913214.858783__1.858783	458033__GCA_001482755.1_02203
ERR1913214.858905__1.858905	46506__S3YU07__AA415_02597
ERR1913214.859088__1.859088	28118__F9Z7S2__DF785_12600
ERR1913214.859417__1.859417	823__A0A174DZM1__DDY96_10310
ERR1913214.859885__1.859885	1262935__R5GT80__BN773_01758
ERR1913214.859931__1.859931	28118__F9Z920__B5F99_04535
ERR1913214.860014__1.860014	1262886__R6QNU3__BN563_00612
ERR1913214.860040__1.860040	39491__A0A395ZE48__DXB76_02395
ERR1913214.860096__1.860096	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913214.860127__1.860127	46506__R6L6Y9__wza_1
ERR1913214.860343__1.860343	291644__I9T2X5__ERS852428_03729
ERR1913214.860421__1.860421	371601__A0A139LNM6__BN891_32770
ERR1913214.860396__1.860396	39486__G1WS07__DXC93_09710
ERR1913214.860730__1.860730	853__A0A173XRA8__CGS56_09290
ERR1913214.860752__1.860752	1780376__A0A143XQT4__BN3659_01658
ERR1913214.860764__1.860764	1262736__R5Y4B3__BN496_02066
ERR1913214.861152__1.861152	821__A0A0P0M405__DXC02_15075
ERR1913214.861281__1.861281	821__A0A174WBC9__ERS852556_03145
ERR1913214.861304__1.861304	818__A0A174VV39__BT_3492
ERR1913214.861308__1.861308	1262935__R5GF37__BN773_01715
ERR1913214.861321__1.861321	2293125__A0A374BSW4__DW917_13420
ERR1913214.861364__1.861364	35833__E5Y8N1__HMPREF0179_02549
ERR1913214.861550__1.861550	1262935__R5GM63__BN773_00882
ERR1913214.861749__1.861749	46506__A0A108TAK3__fepA_3
ERR1913214.862069__1.862069	28117__B0MTW8__ALIPUT_00502
ERR1913214.862578__1.862578	246787__A0A108TGC9__BACCELL_01371
ERR1913214.862733__1.862733	1262889__R7HA49__BN634_00677
ERR1913214.862932__1.862932	818__A0A0N7I9H8__ERS852461_00040
ERR1913214.863021__1.863021	487174__K0XLV6__DIT83_00940
ERR1913214.863076__1.863076	1262886__R6QAM6__BN563_01696
ERR1913214.863272__1.863272	1262935__R5GEB1__BN773_01644
ERR1913214.863304__1.863304	165179__A0A3E5AER8__DXB80_07075
ERR1913214.863312__1.863312	239935__A0A2N8HW65__CXU09_08515
ERR1913214.863472__1.863472	1262935__R5GIS0__BN773_01547
ERR1913214.863738__1.863738	1547597__A0A0C3NFJ5__DMB45_11880
ERR1913214.863817__1.863817	39492__D4JWM0__atpF
ERR1913214.864004__1.864004	357276__D1JZM4__HMPREF1065_01278
ERR1913214.864078__1.864078	1262889__R7HCR1__BN634_01576
ERR1913214.864493__1.864493	1262935__R5GSG2__BN773_01661
ERR1913214.864515__1.864515	291644__R5JNC3__HMPREF1071_03576
ERR1913214.864847__1.864847	823__A6LEF3__ERS852560_01356
ERR1913214.865137__1.865137	357276__I9QWD4__DXD47_15075
ERR1913214.865518__1.865518	821__A0A396F9T7__M097_3427
ERR1913214.865967__1.865967	357276__A0A0M1VXQ9__BSEG_00942
ERR1913214.866246__1.866246	1501391__GCA_000786575.1_00024
ERR1913214.866297__1.866297	1263006__R6LY37__BN515_01224
ERR1913214.866807__1.866807	357276__A0A0M1W1I8__ABI39_13620
ERR1913214.866950__1.866950	1628085__A0A396Q6V9__C7386_102126
ERR1913214.867103__1.867103	2293125__A0A374CJZ2__DW917_00735
ERR1913214.867207__1.867207	357276__B6VXX7__HMPREF1063_02683
ERR1913214.867240__1.867240	47678__A5ZJ14__ERS852494_02225
ERR1913214.867269__1.867269	1501391__GCA_000786575.1_00036
ERR1913214.867419__1.867419	384638__B7APN3__BACPEC_00639
ERR1913214.867517__1.867517	1262935__R5GCS7__BN773_00941
ERR1913214.867902__1.867902	357276__I9RCD3__IY41_15070
ERR1913214.868064__1.868064	1262889__R7H773__BN634_02377
ERR1913214.868109__1.868109	357276__A0A076IRX7__HMPREF1064_00526
ERR1913214.868408__1.868408	2293125__A0A374BSW4__DW917_13420
ERR1913214.868613__1.868613	1262935__R5GIL8__BN773_01483
ERR1913214.868967__1.868967	1262992__R5CXM7__BN795_01016
ERR1913214.869115__1.869115	544645__A0A1U7LBK0__DXC42_07670
ERR1913214.869264__1.869264	1262889__R7HA79__BN634_01068
ERR1913214.869300__1.869300	2293125__A0A374BSW4__DW917_13420
ERR1913214.869469__1.869469	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913214.869599__1.869599	40518__R5E1X3__clcA
ERR1913214.869776__1.869776	1262935__R5GF26__BN773_01700
ERR1913214.869836__1.869836	820__A0A3E4XM43__DXC91_13960
ERR1913214.870063__1.870063	487174__K0XA68__DDY40_04135
ERR1913214.870139__1.870139	820__A0A374Q8T2__DXB64_16190
ERR1913214.870293__1.870293	487174__K0WUJ8__DIT83_08050
ERR1913214.870788__1.870788	214856__A0A173YXX1__ERS852559_01651
ERR1913214.871012__1.871012	28117__B0MSQ3__ALIPUT_00347
ERR1913214.871687__1.871687	165179__A0A174IPI3__CFT61_10940
ERR1913214.872086__1.872086	28111__E5WYC3__NCTC11155_03517
ERR1913214.872352__1.872352	410072__C0B8G3__DXD67_01535
ERR1913214.872505__1.872505	487174__K0X909__HMPREF9448_01469
ERR1913214.872631__1.872631	384638__B7APR1__BACPEC_00667
ERR1913214.872689__1.872689	46506__B0NM94__HMPREF1181_03250
ERR1913214.872725__1.872725	371601__R6KBI9__SAMN05216250_110102
ERR1913214.872910__1.872910	291644__U6RCK0__HMPREF1532_04079
ERR1913214.872944__1.872944	28117__R7JJM9__ALIPUT_00662
ERR1913214.873080__1.873080	1262935__R5GL68__BN773_00556
ERR1913214.873089__1.873089	410072__A0A173SHF2__COPCOM_03201
ERR1913214.873511__1.873511	487174__R5EXS5__HMPREF9448_02541
ERR1913214.873530__1.873530	28117__B0MTV5__BHV66_06415
ERR1913214.873607__1.873607	357276__A0A076IN30__DXD47_09350
ERR1913214.873903__1.873903	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.874017__1.874017	487174__R5G1E8__DIT83_00510
ERR1913214.874566__1.874566	46228__V8CD18__DXD17_11645
ERR1913214.875112__1.875112	28117__B0MTY2__BHV66_06485
ERR1913214.875123__1.875123	820__A0A174DZ97__SAMN05444418_101240
ERR1913214.875208__1.875208	2173__A0A1D2WTP5__BK798_02785
ERR1913214.875428__1.875428	1262743__R5C054__BN727_01980
ERR1913214.875661__1.875661	46228__V8CAV6__addA
ERR1913214.875615__1.875615	39492__D4JR08__ERS852540_02467
ERR1913214.876068__1.876068	28117__B0MZ14__ALIPUT_02383
ERR1913214.876236__1.876236	1262736__R5Z0V0__BN496_00387
ERR1913214.876803__1.876803	823__A6LDT7__CEQ22_002595
ERR1913214.877438__1.877438	1262935__R5GQL0__BN773_00002
ERR1913214.877503__1.877503	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.877657__1.877657	291644__I8Y0K6__HMPREF1532_04085
ERR1913214.877728__1.877728	28111__R5JN40__HMPREF1016_01803
ERR1913214.877695__1.877695	28117__B0MTV0__BHV66_06395
ERR1913214.877916__1.877916	1262935__R5GG37__BN773_00249
ERR1913214.878064__1.878064	823__A0A174PAQ4__ERS852429_04218
ERR1913214.878152__1.878152	1262935__R5GRB3__BN773_01260
ERR1913214.878393__1.878393	1263044__GCA_000433375.1_03429
ERR1913214.878509__1.878509	39486__R6SFA1__DXC93_11325
ERR1913214.878543__1.878543	821__A0A173XDD3__DXB82_17180
ERR1913214.878612__1.878612	40518__A0A1C6H8C4__DXD93_02535
ERR1913214.878710__1.878710	46228__V8BRM9__HMPREF1202_02379
ERR1913214.878749__1.878749	39492__D4JR08__ERS852540_02467
ERR1913214.878996__1.878996	853__A0A2J4JL53__CRH10_10795
ERR1913214.879014__1.879014	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913214.879207__1.879207	1262889__R7HA79__BN634_01068
ERR1913214.879277__1.879277	821__A0A0P0LFP6__C5Z04_13890
ERR1913214.879472__1.879472	487174__K0XL60__DDY40_11760
ERR1913214.879593__1.879593	357276__A0A076ISD9__EL88_07480
ERR1913214.879779__1.879779	28117__R7JMT0__BHV66_05875
ERR1913214.879865__1.879865	239935__A0A2N8IYM5__CXT84_05130
ERR1913214.880231__1.880231	291644__I9HQ59__HMPREF1071_02479
ERR1913214.880259__1.880259	1703337__A0A2U0U7Q7__C7379_11089
ERR1913214.880385__1.880385	1897011__A0A1Q6RG37__BHW41_02405
ERR1913214.880421__1.880421	572010__ttrB_1
ERR1913214.880747__1.880747	291644__I8YKM2__HMPREF1532_00428
ERR1913214.880782__1.880782	28111__E5X205__NCTC11155_00661
ERR1913214.880828__1.880828	35833__E5Y3G7__HMPREF0179_00728
ERR1913214.880865__1.880865	853__A0A173SUU8__CGS54_06840
ERR1913214.881095__1.881095	818__A0A3E5HHL6__C799_04659
ERR1913214.881219__1.881219	1262935__R5GFW3__BN773_00404
ERR1913214.881239__1.881239	1262935__R5GL68__BN773_00556
ERR1913214.881250__1.881250	47678__R5U9Z0__HMPREF1061_03210
ERR1913214.881368__1.881368	357276__I9R994__BACDOR_04044
ERR1913214.881777__1.881777	820__A7UYX8__DXD40_11635
ERR1913214.881838__1.881838	40518__R5E6X1__DXD83_01720
ERR1913214.882060__1.882060	1262911__R6GY22__BN557_00023
ERR1913214.882273__1.882273	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.882276__1.882276	291644__R5JR56__HMPREF1532_03512
ERR1913214.882372__1.882372	1262777__R5VKW5__BN512_01807
ERR1913214.882398__1.882398	820__A0A139JRH8__HMPREF2141_04326
ERR1913214.882587__1.882587	1262945__R6YZY9__BN600_00542
ERR1913214.882777__1.882777	40518__R5E304__thiT
ERR1913214.883139__1.883139	821__A0A396F1N0__M099_1553
ERR1913214.883435__1.883435	1262935__R5GH23__BN773_00804
ERR1913214.883415__1.883415	165179__A0A174IPI3__CFT61_10940
ERR1913214.883561__1.883561	821__I9R3W6__DXC16_12455
ERR1913214.883583__1.883583	357276__A0A0M1W657__HMPREF1064_04629
ERR1913214.883645__1.883645	1262935__R5GLD8__BN773_00587
ERR1913214.883886__1.883886	357276__A0A174L570__GV66_05720
ERR1913214.884016__1.884016	28118__F9Z9Z6__DHW44_15190
ERR1913214.884342__1.884342	357276__I9R994__BACDOR_04044
ERR1913214.884455__1.884455	458033__GCA_001482755.1_02203
ERR1913214.884666__1.884666	46228__B5CL07__DXD17_04190
