ERR1913174.31__1.31	209880__A0A1G5WTG1__SAMN02910343_01605
ERR1913174.542786__1.542786	544645__A0A1Y3W0G8__DXC42_07680
ERR1913174.542995__1.542995	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913174.543048__1.543048	360807__C0FZM4__RIL183_06871
ERR1913174.543222__1.543222	47678__R5USZ3__DXB67_12245
ERR1913174.543248__1.543248	39491__A0A2U2EK03__ERE_28780
ERR1913174.543324__1.543324	823__D7IKW8__DXD05_10310
ERR1913174.543491__1.543491	820__A0A174M9V5__M093_0237
ERR1913174.543583__1.543583	820__A0A174DZ97__SAMN05444418_101240
ERR1913174.543543__1.543543	39491__A0A395UVM9__DXB76_04540
ERR1913174.543867__1.543867	39491__A0A3E4E7C5__DXB69_03255
ERR1913174.543877__1.543877	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.543846__1.543846	820__A0A174R952__DXB48_02570
ERR1913174.543851__1.543851	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913174.543890__1.543890	487174__K0WRZ5__HMPREF9448_02826
ERR1913174.543900__1.543900	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913174.543908__1.543908	39491__A0A395V1T9__DXD13_03310
ERR1913174.543982__1.543982	28117__B0MU76__ALIPUT_00202
ERR1913174.543995__1.543995	820__A0A3E4G493__ERS417307_00253
ERR1913174.544065__1.544065	39491__A0A395ZF49__DXB69_05290
ERR1913174.544272__1.544272	818__D7IK38__ERS852430_03017
ERR1913174.544330__1.544330	28117__B0MU53__ALIPUT_00569
ERR1913174.544342__1.544342	239935__R6JFR5__CXT84_04850
ERR1913174.544512__1.544512	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.544518__1.544518	28117__B0MUT8__ALIPUT_00879
ERR1913174.544466__1.544466	39486__B0G7S5__DXD50_04355
ERR1913174.544641__1.544641	820__A0A174EV88__HMPREF1072_01427
ERR1913174.544847__1.544847	820__A0A174R952__DXB48_02570
ERR1913174.544912__1.544912	901__B6WR60__DESPIGER_0223
ERR1913174.544930__1.544930	487174__K0WUW8__DDY40_02615
ERR1913174.544951__1.544951	357276__I9QDB8__B5F95_08105
ERR1913174.545010__1.545010	40518__R5DZE2__DXD86_07400
ERR1913174.545094__1.545094	820__A0A3E4VXP2__yesR
ERR1913174.545101__1.545101	820__A0A3E4VZY4__ERS852554_01211
ERR1913174.545234__1.545234	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.545259__1.545259	820__A0A3E4FZM1__adaA_2
ERR1913174.545373__1.545373	820__A0A139K4T0__ERS852510_03146
ERR1913174.545467__1.545467	820__A0A3E4VXP2__yesR
ERR1913174.545504__1.545504	33039__A0A174P3P0__ERS852424_01681
ERR1913174.545763__1.545763	239935__A0A2N8HTZ8__CXU09_01270
ERR1913174.545789__1.545789	33039__R6PZ42__mprA_2
ERR1913174.545808__1.545808	820__A0A139K1Y6__DXB48_02610
ERR1913174.545870__1.545870	820__A0A174DZ97__SAMN05444418_101240
ERR1913174.545901__1.545901	853__A0A3E2V168__FAEPRAM212_00929
ERR1913174.545918__1.545918	1262992__R5CXL2__BN795_00996
ERR1913174.545853__1.545853	204516__U6R9E7__HMPREF1534_03313
ERR1913174.546027__1.546027	853__A8SB03__C4Q21_07960
ERR1913174.546072__1.546072	649756__B0NZZ8__DO83_09740
ERR1913174.546162__1.546162	853__A0A3E2U7E6__ERS852582_01640
ERR1913174.546314__1.546314	820__A0A3E4VZY4__ERS852554_01211
ERR1913174.546528__1.546528	39491__A0A395ZHW3__ERS852417_01359
ERR1913174.546543__1.546543	357276__B6VT86__IY41_22515
ERR1913174.546587__1.546587	820__A0A1T4IYF4__mprA_1
ERR1913174.546554__1.546554	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913174.546888__1.546888	544645__A0A1U7LBY3__DXC42_16420
ERR1913174.546978__1.546978	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913174.546988__1.546988	820__A0A3E4HWJ4__DXD40_05945
ERR1913174.547081__1.547081	47678__R5UU25__DXB67_16190
ERR1913174.547180__1.547180	39491__A0A396FKG5__DXB76_07455
ERR1913174.547391__1.547391	84112__C8WI51__Elen_1827
ERR1913174.547563__1.547563	820__A0A139KHX1__HMPREF2141_00289
ERR1913174.547679__1.547679	418240__C6JGM0__ERS852478_02067
ERR1913174.547718__1.547718	239935__A0A2N8IVR0__CXT87_07115
ERR1913174.547749__1.547749	818__A0A0N7I9H8__ERS852461_00040
ERR1913174.547790__1.547790	357276__A0A076IP73__BACDOR_04237
ERR1913174.547825__1.547825	214856__I3YMN6__Alfi_1938
ERR1913174.547951__1.547951	357276__I9RCD3__IY41_15070
ERR1913174.548075__1.548075	214856__A0A175A1E6__ERS852447_01907
ERR1913174.548134__1.548134	39491__A0A396FNY7__LD38_16155
ERR1913174.548141__1.548141	820__A0A174LJB2__HMPREF1072_04112
ERR1913174.548172__1.548172	371601__I9JEF3__DXD80_17785
ERR1913174.548297__1.548297	820__A0A139KJR5__M093_4469
ERR1913174.548429__1.548429	820__A0A139KJ23__celCCA
ERR1913174.548415__1.548415	291645__I8XPK0__HMPREF1068_01554
ERR1913174.548508__1.548508	28116__A0A395W017__HMPREF1017_03721
ERR1913174.548716__1.548716	357276__B6W1Y1__BSEG_03960
ERR1913174.548730__1.548730	39491__C4ZF05__vpr
ERR1913174.548802__1.548802	820__A0A174Q0F0__DXB48_08080
ERR1913174.549278__1.549278	371601__D4WBK5__BN891_3970
ERR1913174.549266__1.549266	310298__B3JFI7__BACCOP_00636
ERR1913174.549299__1.549299	818__R7KZU1__ERS852430_01306
ERR1913174.549324__1.549324	33038__A0A2N5PFY8__CDL19_06745
ERR1913174.549328__1.549328	820__A0A174EV88__HMPREF1072_01427
ERR1913174.549337__1.549337	853__D4K7X0__DW905_09540
ERR1913174.549512__1.549512	818__A0A0P0F2P7__BT_1771
ERR1913174.549691__1.549691	246787__A0A0P0GCR8__xynD_3
ERR1913174.549721__1.549721	454155__F3QQP4__HMPREF9442_00486
ERR1913174.549846__1.549846	818__A0A3E5HE16__C5Z03_22745
ERR1913174.550194__1.550194	487174__K0WUM9__HMPREF9448_02608
ERR1913174.550172__1.550172	246787__A0A108THP8__HMPREF1062_03171
ERR1913174.550183__1.550183	820__A0A139JRH8__HMPREF2141_04326
ERR1913174.550278__1.550278	371601__I9UPW7__BN890_25900
ERR1913174.550508__1.550508	821__A0A078R9Y9__M097_2119
ERR1913174.550510__1.550510	47678__A5ZEP5__CGC64_03450
ERR1913174.550583__1.550583	820__A0A3E4RU03__M093_0563
ERR1913174.550710__1.550710	626929__F3PLU6__SAMN05444376_0082
ERR1913174.550783__1.550783	818__A0A139K9H8__C5Z03_23905
ERR1913174.550791__1.550791	820__A0A139K4T0__ERS852510_03146
ERR1913174.550869__1.550869	487174__K0WRI1__DIT83_06780
ERR1913174.551218__1.551218	291645__I8WZT8__HMPREF1068_04327
ERR1913174.551372__1.551372	357276__I9QWD4__DXD47_15075
ERR1913174.551473__1.551473	626929__A0A1Y4JTW9__B5F97_02770
ERR1913174.551479__1.551479	820__A0A1T4IY71__HMPREF2141_02402
ERR1913174.551612__1.551612	820__A7V092__hldE
ERR1913174.551664__1.551664	39491__A0A173RA59__EUR_24800
ERR1913174.551786__1.551786	29361__B6FKH5__CLONEX_00621
ERR1913174.551839__1.551839	246787__R6LGB3__BcellWH2_02361
ERR1913174.551881__1.551881	820__A0A174DZ97__SAMN05444418_101240
ERR1913174.551952__1.551952	357276__I8WPR6__EL88_06675
ERR1913174.551888__1.551888	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.552035__1.552035	204516__U6R9H3__HMPREF1534_03348
ERR1913174.552041__1.552041	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.552042__1.552042	418240__C6J9W6__ERS852523_00370
ERR1913174.552206__1.552206	28118__R6F7J8__Odosp_3206
ERR1913174.552301__1.552301	820__A7V9F9__B5G17_14640
ERR1913174.552258__1.552258	39491__A0A395V464__EUBREC_1509
ERR1913174.552385__1.552385	820__A0A173XIP7__B5G17_16050
ERR1913174.552752__1.552752	357276__B6W1Y1__BSEG_03960
ERR1913174.552835__1.552835	357276__I9FTR0__HMPREF1065_02861
ERR1913174.553015__1.553015	204516__U6R9E7__HMPREF1534_03313
ERR1913174.553185__1.553185	239935__A0A2N8HT44__CXT84_11035
ERR1913174.553243__1.553243	84112__C8WNT7__Elen_2938
ERR1913174.553363__1.553363	357276__A0A0K2HI25__DXD47_04465
ERR1913174.553481__1.553481	820__A0A139KHD8__ERS417307_00569
ERR1913174.553491__1.553491	357276__I8VLL2__HMPREF1065_03395
ERR1913174.553522__1.553522	357276__I8WEY2__ABI39_04185
ERR1913174.553683__1.553683	246787__A0A3D6AWM8__BACCELL_01963
ERR1913174.553721__1.553721	820__A0A173YYG4__evgS_3
ERR1913174.553727__1.553727	371601__C3R2J2__ERS852396_04353
ERR1913174.553782__1.553782	818__A0A1H7L4U6__BSIG_3287
ERR1913174.553792__1.553792	820__A0A3E5BMG9__DXD40_05130
ERR1913174.553850__1.553850	39491__A0A395ZE48__DXB76_02395
ERR1913174.553859__1.553859	821__C6ZAA5__ERS852556_00403
ERR1913174.553867__1.553867	1150298__R7JUS2__ERS852498_02193
ERR1913174.553877__1.553877	820__A0A3E4PYB0__yejM
ERR1913174.554022__1.554022	208479__R0BFL4__CGC65_01675
ERR1913174.554119__1.554119	387090__S0F7Y3__BACCOPRO_02028
ERR1913174.554223__1.554223	39491__C4ZC33__DXC13_11585
ERR1913174.554299__1.554299	357276__A0A076IS73__GV66_00410
ERR1913174.554343__1.554343	818__C6IEV5__ERS852430_00644
ERR1913174.554417__1.554417	357276__A0A0M1W1I8__ABI39_13620
ERR1913174.554504__1.554504	1150298__R7JTX5__ERS852535_01291
ERR1913174.554584__1.554584	544645__A0A1Y3W0T0__DXC42_17695
ERR1913174.554508__1.554508	853__A0A2A7A4A9__C4N21_14870
ERR1913174.554528__1.554528	47678__R5U6J0__ERS852558_00310
ERR1913174.554719__1.554719	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913174.554871__1.554871	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913174.554844__1.554844	818__A0A3E5HEU1__NCTC10582_02468
ERR1913174.554972__1.554972	329854__R7E733__DXD57_00120
ERR1913174.555265__1.555265	28116__E5C5U2__HMPREF2532_02418
ERR1913174.555216__1.555216	357276__B6VT86__IY41_22515
ERR1913174.555218__1.555218	454155__F3QSG2__HMPREF9442_01120
ERR1913174.555346__1.555346	28116__D7J6A7__NCTC11153_02798
ERR1913174.555369__1.555369	820__A0A174G065__DXB62_08975
ERR1913174.555525__1.555525	28116__A0A1Y4PVC6__C5Z02_22085
ERR1913174.555589__1.555589	28117__B0MU76__ALIPUT_00202
ERR1913174.555720__1.555720	820__A0A174LIN6__HMPREF1072_03144
ERR1913174.555642__1.555642	39491__A0A395UWA3__DXB69_11805
ERR1913174.555731__1.555731	47678__R5UER2__CGC64_00710
ERR1913174.555769__1.555769	33039__A0A173U9Q3__ERS852390_00518
ERR1913174.555775__1.555775	357276__C3R9Y0__HMPREF1064_01889
ERR1913174.556139__1.556139	820__A0A3E4WA06__ERS852554_03404
ERR1913174.556239__1.556239	626933__H1DGX0__HMPREF9449_01506
ERR1913174.556245__1.556245	818__A0A1H7S810__BJP75_003270
ERR1913174.556395__1.556395	820__A0A3E4PYB0__yejM
ERR1913174.556563__1.556563	820__I9TWZ7__DXC80_10550
ERR1913174.556739__1.556739	357276__B6VXX7__HMPREF1063_02683
ERR1913174.556798__1.556798	39491__A0A396FSK3__ERS852417_00383
ERR1913174.556875__1.556875	818__A0A1H7S810__BJP75_003270
ERR1913174.556952__1.556952	649756__B0P476__ERS852475_00941
ERR1913174.556986__1.556986	360807__C0FRV5__ROSEINA2194_01466
ERR1913174.557029__1.557029	487174__K0X6Z7__DDY40_11525
ERR1913174.557019__1.557019	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913174.557066__1.557066	820__A0A1T4IYF4__mprA_1
ERR1913174.557119__1.557119	357276__E5UTL1__HMPREF1065_03551
ERR1913174.557091__1.557091	357276__A0A076IS73__GV66_00410
ERR1913174.557288__1.557288	1150298__A0A174DSD1__dacB_3
ERR1913174.557298__1.557298	820__A0A174M9V5__M093_0237
ERR1913174.557262__1.557262	823__A0A174KUS4__araC_7
ERR1913174.557370__1.557370	39491__A0A395V0H6__ERS852580_02570
ERR1913174.557509__1.557509	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.557556__1.557556	246787__A0A0P0GM08__BcellWH2_01845
ERR1913174.557538__1.557538	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913174.557681__1.557681	820__A0A3E4VXP2__yesR
ERR1913174.557846__1.557846	820__A0A174R952__DXB48_02570
ERR1913174.558049__1.558049	357276__D1K3K9__EL88_23995
ERR1913174.558055__1.558055	820__A0A174RFI5__SAMN05444418_12240
ERR1913174.558101__1.558101	47678__R5U6B9__BACCAC_01372
ERR1913174.558161__1.558161	471189__GCA_003340385.1_00588
ERR1913174.558169__1.558169	823__A0A355XLS2__ERS852380_02644
ERR1913174.558284__1.558284	216816__D6DBD7__BL71B_09615
ERR1913174.558347__1.558347	820__A0A174CG08__DXB62_13215
ERR1913174.558348__1.558348	239935__A0A2N8IG27__CXT85_07805
ERR1913174.558557__1.558557	820__R7E9Z4__DXC68_06065
ERR1913174.558573__1.558573	357276__I8WPR6__EL88_06675
ERR1913174.558575__1.558575	454154__G5SVM9__HMPREF9441_03446
ERR1913174.558635__1.558635	40518__R5E426__DXD93_04485
ERR1913174.558719__1.558719	818__A0A1H7K3G1__BSIG_3067
ERR1913174.558807__1.558807	28116__C3R1N5__SAMN05444282_12443
ERR1913174.559088__1.559088	31971__R7G9W4__EUBDOL_02330
ERR1913174.559164__1.559164	40518__R5DS23__DXD86_01715
ERR1913174.559173__1.559173	357276__B6W5Q7__DXD47_13945
ERR1913174.559188__1.559188	823__A0A355XKQ8__DHP27_04010
ERR1913174.559334__1.559334	820__A0A174F0C1__nreB
ERR1913174.559348__1.559348	39491__A0A396FQV7__T1815_10751
ERR1913174.559460__1.559460	626929__R6L5A2__SAMN05444376_1245
ERR1913174.559411__1.559411	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913174.559509__1.559509	204516__U6RAM4__HMPREF1534_03439
ERR1913174.559605__1.559605	820__A0A139KJ23__celCCA
ERR1913174.559689__1.559689	1262992__R5D733__BN795_00375
ERR1913174.559789__1.559789	387090__S0F7Y3__BACCOPRO_02028
ERR1913174.559793__1.559793	820__A0A3E4PYB0__yejM
ERR1913174.559703__1.559703	47678__R5U8P0__DW706_15950
ERR1913174.559877__1.559877	820__R9I3Q7__HMPREF1072_01668
ERR1913174.559900__1.559900	33039__R6NZL9__RTO_21970
ERR1913174.559968__1.559968	820__A0A139KJR5__M093_4469
ERR1913174.560048__1.560048	39491__A0A396FNY7__LD38_16155
ERR1913174.560073__1.560073	823__D0TGE9__ERS852429_03294
ERR1913174.560152__1.560152	40518__R5E6G1__DXD83_06815
ERR1913174.560203__1.560203	39486__R6SC25__DXD84_05670
ERR1913174.560368__1.560368	39491__C4Z9K7__EUBREC_0050
ERR1913174.560487__1.560487	33039__A0A174Y8E4__suhB
ERR1913174.560603__1.560603	371601__A0A1C7H1Z9__BN890_35950
ERR1913174.560670__1.560670	1263064__GCA_000431175.1_00901
ERR1913174.560714__1.560714	371601__D6CXF8__DXD80_06045
ERR1913174.560923__1.560923	239935__A0A2N8HUU6__CXT90_06150
ERR1913174.560969__1.560969	33039__A0A174ZCB2__ERS852577_04014
ERR1913174.561010__1.561010	33039__D4M6I1__nadB_2
ERR1913174.561027__1.561027	357276__A0A0M1W4C0__DXD47_07095
ERR1913174.561076__1.561076	556259__E5C8S0__BSGG_1769
ERR1913174.561123__1.561123	28118__R6F7E0__SAMEA44545918_02355
ERR1913174.561177__1.561177	820__A0A174F696__macB_13
ERR1913174.561398__1.561398	360807__A0A396AF38__RIL183_00781
ERR1913174.561339__1.561339	853__A0A173T751__C4N24_10280
ERR1913174.561341__1.561341	820__A0A3E4GA19__SAMN05444418_10562
ERR1913174.561704__1.561704	357276__I8WC65__EL88_00520
ERR1913174.562010__1.562010	33039__A0A3D0EY88__ERS852390_03120
ERR1913174.561962__1.561962	823__D7IRG1__NCTC11152_02276
ERR1913174.562034__1.562034	39492__D4JSD3__EUBSIR_00131
ERR1913174.562085__1.562085	820__R9HP61__DXC91_01090
ERR1913174.562090__1.562090	88431__R7FUI2__ERS852423_02700
ERR1913174.562051__1.562051	357276__A0A076IXE0__HMPREF1064_04364
ERR1913174.562156__1.562156	454155__F3QUP7__HMPREF9442_01920
ERR1913174.562191__1.562191	820__A0A174DZ97__SAMN05444418_101240
ERR1913174.562229__1.562229	357276__I8WEZ6__BACDOR_02323
ERR1913174.562230__1.562230	1897011__A0A1Q6RI93__BHW41_01175
ERR1913174.562248__1.562248	820__A0A3E4VXP2__yesR
ERR1913174.562256__1.562256	820__A0A3E4QZJ7__C801_01798
ERR1913174.562365__1.562365	239935__A0A2N8IUU3__CXU18_08060
ERR1913174.562377__1.562377	40518__R5E282__DXD86_08940
ERR1913174.562333__1.562333	357276__I8WPR6__EL88_06675
ERR1913174.562696__1.562696	821__I9R3W6__DXC16_12455
ERR1913174.562761__1.562761	544645__A0A3E4T2T3__lgt
ERR1913174.562812__1.562812	820__A0A173W419__DXC68_17760
ERR1913174.562867__1.562867	214856__A0A173YH59__ERS852447_00672
ERR1913174.563017__1.563017	357276__C3RA36__HMPREF1065_03270
ERR1913174.563172__1.563172	626933__H1DGX0__HMPREF9449_01506
ERR1913174.563179__1.563179	820__A0A3E4VXP2__yesR
ERR1913174.563149__1.563149	820__A0A3E4WCC2__lptB_1
ERR1913174.563457__1.563457	820__A7V092__hldE
ERR1913174.563403__1.563403	649756__B0P476__ERS852475_00941
ERR1913174.563591__1.563591	239935__A0A139TPG3__CXT86_08810
ERR1913174.563626__1.563626	74426__pflB_2
ERR1913174.563881__1.563881	820__A0A174TRB5__DXD40_11305
ERR1913174.564013__1.564013	357276__A0A076IS73__GV66_00410
ERR1913174.564016__1.564016	820__A0A174LJB2__HMPREF1072_04112
ERR1913174.564045__1.564045	357276__I9F327__DXD47_22495
ERR1913174.564185__1.564185	357276__I9QPN0__B5F95_09195
ERR1913174.564284__1.564284	357276__A0A076IN30__DXD47_09350
ERR1913174.564419__1.564419	454155__F3QT57__HMPREF9442_01374
ERR1913174.564505__1.564505	487174__K0WRZ5__HMPREF9448_02826
ERR1913174.564488__1.564488	47678__A0A3E5BQM1__DXB67_08970
ERR1913174.564464__1.564464	357276__B6VVS0__HMPREF1064_03951
ERR1913174.564566__1.564566	33038__A0A2N5PPH4__DXD36_06695
ERR1913174.564763__1.564763	28118__R6F7E0__SAMEA44545918_02355
ERR1913174.564816__1.564816	820__A0A174M9V5__M093_0237
ERR1913174.564831__1.564831	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913174.564880__1.564880	1235790__S0J8L6__C805_00148
ERR1913174.564912__1.564912	28116__R6K4H5__NCTC11153_04693
ERR1913174.564917__1.564917	1150298__A0A174PHI0__ERS852498_00826
ERR1913174.564989__1.564989	371601__C3QVE5__CW1_1049
ERR1913174.565128__1.565128	818__A0A174Q773__SAMN02910322_03683
ERR1913174.565161__1.565161	357276__I9FRW5__B5F95_21685
ERR1913174.565199__1.565199	820__A0A173W419__DXC68_17760
ERR1913174.565163__1.565163	820__A0A174CG08__DXB62_13215
ERR1913174.565323__1.565323	1150298__A0A174R918__ERS852535_01749
ERR1913174.565349__1.565349	166486__C7GE31__ganB_3
ERR1913174.565389__1.565389	292800__A0A096BAF6__HMPREF9460_01483
ERR1913174.565408__1.565408	820__A0A139K2N9__DXB62_12420
ERR1913174.565427__1.565427	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913174.565793__1.565793	357276__I9QBT7__BSEG_03340
ERR1913174.565780__1.565780	556259__I0PYJ6__BSGG_5210
ERR1913174.565944__1.565944	818__C6IEV5__ERS852430_00644
ERR1913174.565958__1.565958	357276__I8VLL2__HMPREF1065_03395
ERR1913174.566039__1.566039	357276__B6W1J2__BACDOR_03380
ERR1913174.566043__1.566043	84112__F0HMN7__Elen_3038
ERR1913174.566076__1.566076	39491__A0A0M6WPN4__DXB69_06325
ERR1913174.566083__1.566083	39488__A0A173UK14__araC_3
ERR1913174.566122__1.566122	40518__R5E1X3__clcA
ERR1913174.566356__1.566356	47678__R5U9Z0__HMPREF1061_03210
ERR1913174.566614__1.566614	626929__F3PJP7__HMPREF9445_02250
ERR1913174.566678__1.566678	821__A0A174AYT0__DXC02_03530
ERR1913174.566793__1.566793	166486__D4KUM5__afr
ERR1913174.566848__1.566848	820__A0A173W419__DXC68_17760
ERR1913174.566870__1.566870	820__A0A173YYG4__evgS_3
ERR1913174.567015__1.567015	820__A0A174Q0F0__DXB48_08080
ERR1913174.567056__1.567056	820__A0A139K4T0__ERS852510_03146
ERR1913174.567085__1.567085	626933__H1DGX0__HMPREF9449_01506
ERR1913174.567103__1.567103	820__A0A3E4WA06__ERS852554_03404
ERR1913174.567276__1.567276	1263044__GCA_000433375.1_00353
ERR1913174.567415__1.567415	166486__D4L284__ERS852572_01651
ERR1913174.567480__1.567480	28116__A0A1Y4PWN5__M088_3731
ERR1913174.567571__1.567571	371601__E4VPR2__BXY_44130
ERR1913174.567579__1.567579	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913174.567719__1.567719	821__R6F3Y1__SAMN04487923_104318
ERR1913174.567940__1.567940	821__A0A078R9Y9__M097_2119
ERR1913174.568109__1.568109	357276__B6W5Q7__DXD47_13945
ERR1913174.568132__1.568132	820__A0A174F696__macB_13
ERR1913174.568167__1.568167	357276__A6L053__ABI39_04450
ERR1913174.568342__1.568342	820__A0A3E4VZY4__ERS852554_01211
ERR1913174.568580__1.568580	418240__A0A173XT66__ERS852478_00742
ERR1913174.568592__1.568592	28117__R7JJM9__ALIPUT_00662
ERR1913174.568676__1.568676	901__B6WVE0__DESPIG_02056
ERR1913174.568703__1.568703	821__R9HFW2__DXD01_00365
ERR1913174.568959__1.568959	39486__B0G7R1__DXD10_04295
ERR1913174.569025__1.569025	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913174.569219__1.569219	823__A0A174U5E4__BDI_3390
ERR1913174.569343__1.569343	28116__R6JI94__ERS852555_01222
ERR1913174.569462__1.569462	239935__A0A2N8IMD6__CXU03_05585
ERR1913174.569554__1.569554	33039__R6P270__sleB_2
ERR1913174.569523__1.569523	818__Q8A3I3__HMPREF2534_00068
ERR1913174.569530__1.569530	371601__F7LA63__HMPREF1074_04288
ERR1913174.569620__1.569620	820__A7UYX8__DXD40_11635
ERR1913174.569674__1.569674	1262911__R6GLA5__BN557_01456
ERR1913174.569712__1.569712	166486__C7GFD3__ERS852572_00983
ERR1913174.569740__1.569740	818__A0A0P0EV21__NCTC13706_01181
ERR1913174.569756__1.569756	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913174.569888__1.569888	820__A0A3E4W984__pssA
ERR1913174.569858__1.569858	820__A0A174CG08__DXB62_13215
ERR1913174.570030__1.570030	357276__D1JZM4__HMPREF1065_01278
ERR1913174.570068__1.570068	1262911__R6GSH8__BN557_00939
ERR1913174.570040__1.570040	820__A0A174KKV6__DXC07_02635
ERR1913174.570049__1.570049	40518__R5DS68__hcpC
ERR1913174.570126__1.570126	39491__A0A174EQV2__DXB69_10230
ERR1913174.570167__1.570167	47678__R5U7T0__CGC64_00755
ERR1913174.570239__1.570239	818__A0A139K1T6__SAMN05216253_11033
ERR1913174.570283__1.570283	820__A0A139K024__B5G17_02060
ERR1913174.570341__1.570341	39491__A0A395UZ89__DXB72_12805
ERR1913174.570437__1.570437	204516__U6REI9__HMPREF1534_02357
ERR1913174.570613__1.570613	39491__A0A395ZHW3__ERS852417_01359
ERR1913174.570733__1.570733	357276__C3RA36__HMPREF1065_03270
ERR1913174.570768__1.570768	357276__C3R9Y0__HMPREF1064_01889
ERR1913174.570965__1.570965	820__A0A3E4G2R7__DXC07_00510
ERR1913174.570925__1.570925	820__A0A374Q854__HMPREF1073_03281
ERR1913174.571006__1.571006	820__A0A174F0C1__nreB
ERR1913174.571062__1.571062	371601__I9JDI5__B5E50_12405
ERR1913174.571144__1.571144	357276__D1JZM4__HMPREF1065_01278
ERR1913174.571152__1.571152	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913174.571166__1.571166	820__A0A173XIP7__B5G17_16050
ERR1913174.571210__1.571210	39491__A0A395ZHV7__ykvU
ERR1913174.571289__1.571289	820__A0A374Q854__HMPREF1073_03281
ERR1913174.571298__1.571298	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913174.571314__1.571314	166486__R6B4E4__sinR_2
ERR1913174.571327__1.571327	823__A0A174LDE8__M096_3277
ERR1913174.571341__1.571341	246787__A0A3D6AWJ7__AA416_00506
ERR1913174.571438__1.571438	626933__H1DGX0__HMPREF9449_01506
ERR1913174.571449__1.571449	820__A0A139K1Y6__DXB48_02610
ERR1913174.571465__1.571465	649756__B0NZZ1__trpF
ERR1913174.571770__1.571770	204516__U6R898__HMPREF1534_03335
ERR1913174.571984__1.571984	357276__I9FTR0__HMPREF1065_02861
ERR1913174.572110__1.572110	357276__A0A076INK2__BSEG_04225
ERR1913174.572371__1.572371	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913174.572406__1.572406	239935__A0A2N8IVR0__CXT87_07115
ERR1913174.572556__1.572556	901__B6WTW8__DESPIGER_1202
ERR1913174.572656__1.572656	39491__A0A396FKI0__DXC13_11560
ERR1913174.572742__1.572742	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.572818__1.572818	556259__E5C445__BSGG_0931
ERR1913174.572802__1.572802	291645__I8WZT8__HMPREF1068_04327
ERR1913174.572940__1.572940	820__A0A3E4G493__ERS417307_00253
ERR1913174.572980__1.572980	820__A0A174F696__macB_13
ERR1913174.573050__1.573050	40518__R5DMZ0__DXD83_05610
ERR1913174.573171__1.573171	820__R9I3Q7__HMPREF1072_01668
ERR1913174.573276__1.573276	823__A0A395YZ10__NCTC11152_02955
ERR1913174.573301__1.573301	204516__U6R9E0__HMPREF1534_03742
ERR1913174.573353__1.573353	649756__B0NZZ1__trpF
ERR1913174.573421__1.573421	357276__B6W5Q7__DXD47_13945
ERR1913174.573445__1.573445	84112__F0HQ18__Elen_3101
ERR1913174.573471__1.573471	820__A0A3E4WCC2__lptB_1
ERR1913174.573586__1.573586	823__A6LFW2__M095_1860
ERR1913174.573591__1.573591	820__A0A174KKV6__DXC07_02635
ERR1913174.573571__1.573571	357276__A0A1Y3Z6X3__GV66_07715
ERR1913174.573828__1.573828	357276__I9QDB8__B5F95_08105
ERR1913174.574067__1.574067	239935__A0A2N8HPS5__Amuc_0950
ERR1913174.574110__1.574110	487174__R5F5Z4__DIT83_00635
ERR1913174.574200__1.574200	820__A0A174QLF0__SAMN05444418_109151
ERR1913174.574214__1.574214	820__A7UYX8__DXD40_11635
ERR1913174.574269__1.574269	823__A6LER2__ERS852513_00365
ERR1913174.574272__1.574272	818__A0A174TT69__SAMN02910322_02680
ERR1913174.574306__1.574306	28116__A0A139L3C0__C5Z02_05550
ERR1913174.574318__1.574318	338188__A0A174ETX3__ERS852397_01955
ERR1913174.574442__1.574442	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913174.574680__1.574680	823__A0A174W1A8__panE
ERR1913174.574608__1.574608	371601__A0A1Y4VA43__HMPREF1074_02112
ERR1913174.574784__1.574784	820__A0A3E4VZY4__ERS852554_01211
ERR1913174.574885__1.574885	39486__B0G912__DXD84_12340
ERR1913174.574994__1.574994	487174__R5ER56__HMPREF9448_02812
