ERR1913312.55__1.55	357276__A0A076IXE0__HMPREF1064_04364
ERR1913312.1129456__1.1129456	214856__I3YPQ0__ERS852447_01379
ERR1913312.1129501__1.1129501	301301__A0A174EZ95__graS_1
ERR1913312.1129479__1.1129479	821__R7P1Q7__M099_2990
ERR1913312.1129480__1.1129480	544645__A0A3E4TJL2__DXC42_00055
ERR1913312.1129462__1.1129462	39492__D4JRM9__bglB_2
ERR1913312.1129567__1.1129567	487175__D9Y5Q5__HMPREF9439_00681
ERR1913312.1129631__1.1129631	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913312.1129691__1.1129691	39492__D4JQS6__ykoD
ERR1913312.1129756__1.1129756	39492__D4JWY0__EUBSIR_01648
ERR1913312.1129768__1.1129768	357276__A0A076IRV2__BACDOR_02822
ERR1913312.1129815__1.1129815	214856__A0A174CRY5__ERS852559_01060
ERR1913312.1129883__1.1129883	1262924__R7HU74__BN585_00690
ERR1913312.1129926__1.1129926	39491__A0A395ZGU6__ERS852417_01456
ERR1913312.1129934__1.1129934	1735__B7C9S1__EUBIFOR_00931
ERR1913312.1129952__1.1129952	328814__GCA_004558275.1_01006
ERR1913312.1130048__1.1130048	39485__C4Z355__ERS852490_01971
ERR1913312.1130207__1.1130207	1262882__R5MGX3__BN519_00046
ERR1913312.1130239__1.1130239	166486__A0A173VSP1__ERS852572_03465
ERR1913312.1130279__1.1130279	371601__F7LA63__HMPREF1074_04288
ERR1913312.1130327__1.1130327	246787__A0A0P0G254__axeA1_2
ERR1913312.1130356__1.1130356	35833__E5Y1H2__HMPREF0179_00031
ERR1913312.1130358__1.1130358	820__A0A3E4G826__C801_01612
ERR1913312.1130428__1.1130428	39492__D4JQU6__ERS852540_02194
ERR1913312.1130526__1.1130526	1262882__R5N0M6__BN519_00794
ERR1913312.1130576__1.1130576	487175__R5EEX5__HMPREF9439_00305
ERR1913312.1130740__1.1130740	166486__D4L457__ROSINTL182_07087
ERR1913312.1130777__1.1130777	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913312.1130803__1.1130803	371601__I9JEF3__DXD80_17785
ERR1913312.1130852__1.1130852	1262989__R6ZIJ7__BN815_01511
ERR1913312.1130909__1.1130909	214856__A0A174H3U9__ERS852559_00612
ERR1913312.1131277__1.1131277	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913312.1131320__1.1131320	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913312.1131369__1.1131369	1262882__R5N1T9__BN519_00804
ERR1913312.1131370__1.1131370	39491__D4JMW8__ERS852497_01971
ERR1913312.1131404__1.1131404	39492__D4JRZ7__smc
ERR1913312.1131463__1.1131463	46228__V8BRK9__DXD17_11400
ERR1913312.1131494__1.1131494	166486__D4KVZ2__cbiT
ERR1913312.1131590__1.1131590	39492__R6SPM9__pheT
ERR1913312.1131610__1.1131610	39492__D4JWY1__rnfA_1
ERR1913312.1131714__1.1131714	39492__D4JQS6__ykoD
ERR1913312.1131726__1.1131726	1262743__R5C054__BN727_01980
ERR1913312.1131755__1.1131755	1262986__R6AQW4__BN492_00061
ERR1913312.1131776__1.1131776	818__A0A3E5HNS1__BSIG_0465
ERR1913312.1131791__1.1131791	1262882__R5MM25__BN519_00600
ERR1913312.1131839__1.1131839	820__A0A139KG60__M094_2679
ERR1913312.1131921__1.1131921	40520__R7D3S9__DXD81_14140
ERR1913312.1132105__1.1132105	1150298__A0A174QAL8__ERS852498_02570
ERR1913312.1132348__1.1132348	371601__G1UK36__HMPREF1074_03496
ERR1913312.1132398__1.1132398	357276__I9FU68__HMPREF1063_00557
ERR1913312.1132439__1.1132439	1262882__R5MND9__BN519_00831
ERR1913312.1132447__1.1132447	1262913__R7JQL8__BN646_00411
ERR1913312.1132473__1.1132473	544645__A0A1Y3VYF4__DXC42_05190
ERR1913312.1132475__1.1132475	46228__V8BRM9__HMPREF1202_02379
ERR1913312.1132515__1.1132515	821__A0A0P0M3U7__DXB90_14325
ERR1913312.1132528__1.1132528	418240__C6JH13__ERS852478_02750
ERR1913312.1132597__1.1132597	39492__D4JV86__spoIIE
ERR1913312.1132886__1.1132886	1262882__R5MSX6__BN519_01697
ERR1913312.1132874__1.1132874	360807__C0FUN2__ERS852444_01353
ERR1913312.1132883__1.1132883	39492__D4JSU6__dacB_3
ERR1913312.1132976__1.1132976	1735__B7CEC3__EUBIFOR_02567
ERR1913312.1133071__1.1133071	1262882__R5MEK3__BN519_00296
ERR1913312.1133237__1.1133237	39491__D6E555__DXB99_06765
ERR1913312.1133313__1.1133313	39492__D4JU79__EUBSIR_01975
ERR1913312.1133409__1.1133409	39492__D4JR58__EUBSIR_02090
ERR1913312.1133508__1.1133508	1262882__R5N5C3__BN519_01664
ERR1913312.1133517__1.1133517	246787__R6LGB3__BcellWH2_02361
ERR1913312.1133729__1.1133729	39491__A0A395V5R3__EUBREC_1883
ERR1913312.1133706__1.1133706	292800__U2BU47__ERS852544_01880
ERR1913312.1133843__1.1133843	39492__A0A175A133__cycB_1
ERR1913312.1133970__1.1133970	46228__V8C7M2__RUMLAC_01453
ERR1913312.1134011__1.1134011	39492__D4JVG7__ERS852540_00946
ERR1913312.1134060__1.1134060	39491__C4ZD70__LD38_03510
ERR1913312.1134135__1.1134135	357276__A0A0K2HI42__ABI39_06975
ERR1913312.1134352__1.1134352	1262992__R5DCG2__BN795_00315
ERR1913312.1134329__1.1134329	1150298__A0A174GH24__ERS852406_02992
ERR1913312.1134731__1.1134731	821__A0A174WBC9__ERS852556_03145
ERR1913312.1134705__1.1134705	1680__A0A174BEE7__BSTER_1311
ERR1913312.1134790__1.1134790	246787__A0A3D6AQP8__AA416_04153
ERR1913312.1134833__1.1134833	39492__D4JTH4__ERS852540_00702
ERR1913312.1134879__1.1134879	39491__A0A395V5L2__ERE_28270
ERR1913312.1134855__1.1134855	1680__A7A7Z9__AAX71_05385
ERR1913312.1134861__1.1134861	1262882__R5MYX5__BN519_00333
ERR1913312.1134937__1.1134937	1150298__A0A173ZPH3__rnhA
ERR1913312.1135050__1.1135050	1262882__R5MKF5__BN519_00316
ERR1913312.1135065__1.1135065	823__A0A173UDF6__CEQ22_003270
ERR1913312.1135127__1.1135127	1150298__A0A174QNY9__ERS852498_01028
ERR1913312.1135190__1.1135190	214856__A0A174ZB00__ERS852559_00631
ERR1913312.1135213__1.1135213	39492__D4JSA4__ERS852540_00596
ERR1913312.1135266__1.1135266	28118__F9ZAE2__NCTC10826_03559
ERR1913312.1135340__1.1135340	46228__V8BTB9__RUMLAC_01945
ERR1913312.1135354__1.1135354	33039__A0A173VTT4__frdB_1
ERR1913312.1135402__1.1135402	1150298__A0A174EBT8__ERS852406_01739
ERR1913312.1135407__1.1135407	1262882__R5MEN9__BN519_00201
ERR1913312.1135442__1.1135442	39492__D4JVC7__yfgF
ERR1913312.1135463__1.1135463	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913312.1135490__1.1135490	1680__A7A7Z9__AAX71_05385
ERR1913312.1135497__1.1135497	39491__A0A396FUZ3__phoR_1
ERR1913312.1135536__1.1135536	39492__D4JX87__EUBSIR_00361
ERR1913312.1135546__1.1135546	821__A0A173XDD3__DXB82_17180
ERR1913312.1135618__1.1135618	360807__C0FVL1__ERS852392_00394
ERR1913312.1135642__1.1135642	166486__D4KW49__ROSINTL182_07746
ERR1913312.1135645__1.1135645	39491__A0A395ZM93__DXD13_03490
ERR1913312.1135649__1.1135649	216816__A0A0A1GS44__BBG7_0558
ERR1913312.1135789__1.1135789	1262924__R7HT26__BN585_00306
ERR1913312.1135827__1.1135827	1262882__R5MYS0__BN519_00284
ERR1913312.1135866__1.1135866	39492__D4JU94__ispE
ERR1913312.1135962__1.1135962	46228__V8C4P0__DXD17_04270
ERR1913312.1136033__1.1136033	1262924__R7HM17__BN585_01318
ERR1913312.1136115__1.1136115	1735__B7CE14__EUBIFOR_02449
ERR1913312.1136227__1.1136227	301301__A0A395V7G5__RHOM_16755
ERR1913312.1136278__1.1136278	39492__D4JU81__xseA
ERR1913312.1136414__1.1136414	338188__A0A174ETX3__ERS852397_01955
ERR1913312.1136462__1.1136462	214856__R6Y0B9__ERS852559_00164
ERR1913312.1136446__1.1136446	39492__D4JR08__ERS852540_02467
ERR1913312.1136448__1.1136448	1550024__G9RY06__TQ39_00225
ERR1913312.1136471__1.1136471	1262924__R7HM17__BN585_01318
ERR1913312.1136501__1.1136501	39491__A0A395ZHH5__ERS852497_02076
ERR1913312.1136560__1.1136560	1965632__A0A1Y4A628__B5F91_13735
ERR1913312.1136579__1.1136579	246787__A0A108TBH4__BACCELL_02980
ERR1913312.1136583__1.1136583	39485__A0A174YMC1__recN
ERR1913312.1137021__1.1137021	1262882__R5MEK3__BN519_00296
ERR1913312.1137030__1.1137030	1262882__R5MSS9__BN519_01662
ERR1913312.1137160__1.1137160	1262924__R7HPX8__BN585_00310
ERR1913312.1137284__1.1137284	1262882__R5MM90__BN519_01721
ERR1913312.1137361__1.1137361	1262989__R6YI19__BN815_02193
ERR1913312.1137472__1.1137472	1680__A0A087DLC6__C8077_00815
ERR1913312.1137637__1.1137637	1262882__R5MSQ8__BN519_01647
ERR1913312.1137645__1.1137645	1262986__R6AU20__BN492_00182
ERR1913312.1137672__1.1137672	39492__D4JV70__EUBSIR_01253
ERR1913312.1137679__1.1137679	1262882__R5MJ49__BN519_01124
ERR1913312.1137683__1.1137683	1262924__R7HPS8__BN585_00646
ERR1913312.1137785__1.1137785	338188__A0A174EU88__BACFIN_08820
ERR1913312.1137845__1.1137845	1263005__R6F1A1__BN497_00406
ERR1913312.1137974__1.1137974	218538__C9LQG5__GCWU000321_01796
ERR1913312.1138037__1.1138037	39491__A0A395ZEI6__ERE_07950
ERR1913312.1138069__1.1138069	1262882__R5MPY4__BN519_01128
ERR1913312.1138092__1.1138092	1262924__R7HPY0__BN585_01950
ERR1913312.1138136__1.1138136	1262882__R5N526__BN519_01603
ERR1913312.1138250__1.1138250	39492__D4JW28__spoVFA
ERR1913312.1138323__1.1138323	46228__V8CAV6__addA
ERR1913312.1138354__1.1138354	1262882__R5N2E1__BN519_01117
ERR1913312.1138458__1.1138458	1262882__R5N1Z9__BN519_01020
ERR1913312.1138515__1.1138515	1262913__R7JJ24__BN646_02388
ERR1913312.1138613__1.1138613	216816__B3DRU6__DPC6323_0992
ERR1913312.1138792__1.1138792	1262992__R5D5B1__BN795_00105
ERR1913312.1139030__1.1139030	1262924__R7HUI3__BN585_00815
ERR1913312.1139047__1.1139047	1150298__R7JPI7__cotI
ERR1913312.1139115__1.1139115	39491__A0A395UVM9__DXB76_04540
ERR1913312.1139159__1.1139159	218538__C9LNQ3__GCWU000321_01176
ERR1913312.1139209__1.1139209	1150298__R7JPI7__cotI
ERR1913312.1139211__1.1139211	487175__D9Y8B5__HMPREF9439_02353
ERR1913312.1139324__1.1139324	1262913__R7JG60__BN646_02159
ERR1913312.1139370__1.1139370	371601__A0A3E4NKK5__B5E52_17685
ERR1913312.1139380__1.1139380	214856__A0A174H3U9__ERS852559_00612
ERR1913312.1139425__1.1139425	1263005__R6EZM8__BN497_01947
ERR1913312.1139575__1.1139575	1262882__R5MYS0__BN519_00284
ERR1913312.1139801__1.1139801	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913312.1140010__1.1140010	1150298__R7JUS2__ERS852498_02193
ERR1913312.1140037__1.1140037	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913312.1140102__1.1140102	39492__D4MIK7__EUBSIR_00676
ERR1913312.1140192__1.1140192	418240__C6J887__ERS852523_03392
ERR1913312.1140257__1.1140257	39492__D4JVG7__ERS852540_00946
ERR1913312.1140460__1.1140460	1262924__R7HTA4__BN585_00391
ERR1913312.1140530__1.1140530	246787__A0A3D6AXU9__BACCELL_01366
ERR1913312.1140539__1.1140539	39491__C4Z9Y3__ERS852417_01808
ERR1913312.1140581__1.1140581	39491__A0A396FMF1__EUR_28700
ERR1913312.1140617__1.1140617	360807__C0FQL8__tipA
ERR1913312.1140858__1.1140858	1262882__R5MJJ3__BN519_01027
ERR1913312.1140859__1.1140859	1262924__R7HNF7__BN585_01769
ERR1913312.1141022__1.1141022	216816__A0A133L1E2__ptsP
ERR1913312.1140991__1.1140991	1965576__A0A1Y4LL50__B5F19_06615
ERR1913312.1141007__1.1141007	40518__R5DLM5__RB5AMG_00422
ERR1913312.1141103__1.1141103	39492__D4MJF3__EUBSIR_02248
ERR1913312.1141296__1.1141296	1262924__R7HSM4__BN585_00913
ERR1913312.1141286__1.1141286	649756__A0A173RGN8__DO83_04830
ERR1913312.1141370__1.1141370	40518__R5E6K4__RB5AMG_02070
ERR1913312.1141446__1.1141446	821__A0A3E4WAR6__DXD64_10735
ERR1913312.1141464__1.1141464	1262882__R5MQ63__BN519_01173
ERR1913312.1141625__1.1141625	1262913__R7JDE9__BN646_01761
ERR1913312.1141725__1.1141725	2108523__A0A2P2F586__LAWASA_1166
ERR1913312.1141762__1.1141762	239935__A0A2N8I6R6__CXU04_04335
ERR1913312.1141928__1.1141928	371601__I9JEF3__DXD80_17785
ERR1913312.1141955__1.1141955	1262986__R6ADB4__BN492_00152
ERR1913312.1141959__1.1141959	1262913__R7JHU4__BN646_02031
ERR1913312.1142010__1.1142010	39492__D4JWX2__accB
ERR1913312.1142080__1.1142080	301301__G2T3Q2__ERS852391_00522
ERR1913312.1142241__1.1142241	418240__A0A174SK46__Int-Tn_1
ERR1913312.1142365__1.1142365	46228__V8BPQ4__HMPREF1202_02321
ERR1913312.1142372__1.1142372	884684__GCA_002892425.1_01408
ERR1913312.1142441__1.1142441	39491__A0A396FM36__DXB99_00820
ERR1913312.1142510__1.1142510	360807__R5HHK5__ROSEINA2194_02134
ERR1913312.1142624__1.1142624	1262882__R5N1N6__BN519_00968
ERR1913312.1142823__1.1142823	39492__A0A174ZHV5__msbA_2
ERR1913312.1142930__1.1142930	40518__R5E8B6__RB5AMG_00876
ERR1913312.1142931__1.1142931	1262882__R5N1L4__BN519_00757
ERR1913312.1142991__1.1142991	39492__D4JX50__EUBSIR_00410
ERR1913312.1143009__1.1143009	1735__B7CC83__EUBIFOR_01786
ERR1913312.1143060__1.1143060	28118__F9ZBV2__NCTC10826_00352
ERR1913312.1143070__1.1143070	1897011__A0A1Q6RIQ9__BHW41_00470
ERR1913312.1143132__1.1143132	216816__C2GSX7__DD678_03555
ERR1913312.1143288__1.1143288	39492__D4JUY6__ERS852540_01913
ERR1913312.1143326__1.1143326	1262924__R7HRR0__BN585_00872
ERR1913312.1143339__1.1143339	46228__B5CTE5__HMPREF1202_00334
ERR1913312.1143447__1.1143447	45851__D4S0P6__BUTYVIB_01665
ERR1913312.1143482__1.1143482	1680__A0A076JNS9__BIFADO_02309
ERR1913312.1143488__1.1143488	39492__D4JWI6__EUBSIR_01073
ERR1913312.1143595__1.1143595	371601__G1UK36__HMPREF1074_03496
ERR1913312.1143708__1.1143708	39491__D6E408__EUBREC_1466
ERR1913312.1143773__1.1143773	166486__D4L301__ROSINTL182_06234
ERR1913312.1143846__1.1143846	214856__A0A174ZLY7__ERS852447_02456
ERR1913312.1143784__1.1143784	46228__V8CB83__RUMLAC_02479
ERR1913312.1143914__1.1143914	1735__B7C892__EUBIFOR_00389
ERR1913312.1144023__1.1144023	487174__K0X6Z7__DDY40_11525
ERR1913312.1143985__1.1143985	40518__R5E8B6__RB5AMG_00876
ERR1913312.1144054__1.1144054	35833__E5Y2K0__HMPREF0179_00411
ERR1913312.1144126__1.1144126	1262913__R7JMN5__BN646_02586
ERR1913312.1144209__1.1144209	1262882__R5MMP8__BN519_01654
ERR1913312.1144328__1.1144328	39492__D4JUL3__nreC_2
ERR1913312.1144354__1.1144354	39492__D4JRY3__EUBSIR_01473
ERR1913312.1144375__1.1144375	246787__A0A3D6AXI0__AA416_04256
ERR1913312.1144460__1.1144460	39492__B0MN61__epsF_2
ERR1913312.1144469__1.1144469	487174__K0X1V7__DIT83_03020
ERR1913312.1144487__1.1144487	1150298__A0A174FT27__ERS852535_01803
ERR1913312.1144548__1.1144548	216816__C2GUV2__APC1478_0430
ERR1913312.1144550__1.1144550	487175__F3QNF9__HMPREF9439_02491
ERR1913312.1144724__1.1144724	39492__R6SPM9__pheT
ERR1913312.1144727__1.1144727	39492__D4JQS6__ykoD
ERR1913312.1144838__1.1144838	46228__V8CAH7__HMPREF1202_00795
ERR1913312.1144867__1.1144867	1262882__R5MKV8__BN519_01281
ERR1913312.1144882__1.1144882	338188__A0A174ETX3__ERS852397_01955
ERR1913312.1144953__1.1144953	214856__R5UN64__ERS852447_02669
ERR1913312.1144968__1.1144968	39492__D4JU81__xseA
ERR1913312.1144994__1.1144994	246787__A0A3D6AXI0__AA416_04256
ERR1913312.1145041__1.1145041	39492__D4JR20__trmD
ERR1913312.1145076__1.1145076	39492__D4JX87__EUBSIR_00361
ERR1913312.1145153__1.1145153	1262882__R5MK82__BN519_00260
ERR1913312.1145144__1.1145144	1262924__R7HND0__BN585_00157
ERR1913312.1145223__1.1145223	40518__R5DV58__htrA
ERR1913312.1145263__1.1145263	1262882__R5MT08__BN519_01706
ERR1913312.1145270__1.1145270	39492__D4JTW6__ERS852540_00220
ERR1913312.1145319__1.1145319	1262882__R5MYP8__BN519_00439
ERR1913312.1145332__1.1145332	28116__F7LC60__AA414_00422
ERR1913312.1145341__1.1145341	1262924__R7HTA4__BN585_00391
ERR1913312.1145466__1.1145466	1262924__R7HM72__BN585_01169
ERR1913312.1145532__1.1145532	40518__R5DX31__DXD86_09775
ERR1913312.1145613__1.1145613	39492__D4JT90__coaE
ERR1913312.1145564__1.1145564	1262882__R5MIC9__BN519_00834
ERR1913312.1145723__1.1145723	39492__D4JV70__EUBSIR_01253
ERR1913312.1145825__1.1145825	39491__C4ZC33__DXC13_11585
ERR1913312.1145897__1.1145897	39488__C0EVP9__ERS852450_03163
ERR1913312.1145875__1.1145875	1262882__R5MYI1__BN519_00416
ERR1913312.1145916__1.1145916	28118__F9Z667__NCTC10826_00403
ERR1913312.1146009__1.1146009	371601__D6D4G5__DXD80_16235
ERR1913312.1146063__1.1146063	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913312.1146118__1.1146118	1262882__R5N3H1__BN519_01121
ERR1913312.1146144__1.1146144	166486__D4KRN2__ERS852572_01816
ERR1913312.1146152__1.1146152	371601__I9AGU6__CW1_2721
ERR1913312.1146236__1.1146236	1150298__A0A174U7I9__ERS852406_02991
ERR1913312.1146333__1.1146333	39492__D4JSU6__dacB_3
ERR1913312.1146310__1.1146310	39491__D6DXZ8__DXB72_15035
ERR1913312.1146450__1.1146450	39492__D4JV38__EUBSIR_01205
ERR1913312.1146419__1.1146419	39492__R6SPM9__pheT
ERR1913312.1146483__1.1146483	40518__R5DYM0__DXD86_08165
ERR1913312.1146548__1.1146548	328814__GCA_004558275.1_00999
ERR1913312.1146554__1.1146554	39492__D4MIK7__EUBSIR_00676
ERR1913312.1146720__1.1146720	28116__A0A1Y4PEX5__DXF98_25295
ERR1913312.1146724__1.1146724	1297617__A0A2U1BI57__IB211_03159
ERR1913312.1146777__1.1146777	39492__D4JQY4__EUBSIR_01325
ERR1913312.1146811__1.1146811	1262882__R5N1T9__BN519_00804
ERR1913312.1146879__1.1146879	39492__D4MIK7__EUBSIR_00676
ERR1913312.1146903__1.1146903	821__R7P1Q7__M099_2990
ERR1913312.1146840__1.1146840	821__A0A396F9T7__M097_3427
ERR1913312.1146956__1.1146956	301301__A0A395V683__RHOM_00495
ERR1913312.1146998__1.1146998	28118__F9Z857__DER54_07670
ERR1913312.1147097__1.1147097	301301__A0A395V9V0__RHOM_01245
ERR1913312.1147099__1.1147099	218538__C9LQW2__GCWU000321_01944
ERR1913312.1147133__1.1147133	39492__D4JU31__ERS852540_00198
ERR1913312.1147200__1.1147200	1262882__R5N5W2__BN519_00074
ERR1913312.1147278__1.1147278	1262913__R7JGU2__BN646_02213
ERR1913312.1147303__1.1147303	1262924__R7HQI4__BN585_00500
ERR1913312.1147326__1.1147326	1262924__R7HQN1__BN585_00550
ERR1913312.1147461__1.1147461	460384__A0A1I0B5R4__SAMN05216313_101335
ERR1913312.1147554__1.1147554	626933__H1DGX0__HMPREF9449_01506
ERR1913312.1147556__1.1147556	1262889__R7HAE2__BN634_00423
ERR1913312.1147610__1.1147610	1262913__R7JEY4__BN646_02004
ERR1913312.1147677__1.1147677	1262992__R5CXL4__BN795_01001
ERR1913312.1147853__1.1147853	1262882__R5N5W2__BN519_00074
ERR1913312.1147896__1.1147896	649756__E5VMQ9__prkC_2
ERR1913312.1147898__1.1147898	39492__D4JTW6__ERS852540_00220
ERR1913312.1147903__1.1147903	649756__E5VMQ9__prkC_2
ERR1913312.1147957__1.1147957	1262882__R5MFN3__BN519_00392
ERR1913312.1148005__1.1148005	216816__C2GV16__APC1504_1666
ERR1913312.1148175__1.1148175	78257__A0A087CUE0__BSAE_1156
ERR1913312.1148178__1.1148178	301301__A0A395V4X8__ERS852391_01546
ERR1913312.1148438__1.1148438	39492__D4JUL4__ERS852540_01381
ERR1913312.1148359__1.1148359	214856__R6XNE7__ERS852447_02267
ERR1913312.1148498__1.1148498	322505__yddM_1
ERR1913312.1148682__1.1148682	40518__R5E670__DXD93_06195
ERR1913312.1148704__1.1148704	39492__D4JV70__EUBSIR_01253
ERR1913312.1148708__1.1148708	1262924__R7HQX0__BN585_00307
ERR1913312.1148787__1.1148787	39492__D4JSU6__dacB_3
ERR1913312.1148923__1.1148923	39492__D4JTI2__ERS852540_00694
ERR1913312.1149001__1.1149001	46228__V8C7P7__HMPREF1202_01523
ERR1913312.1149010__1.1149010	39492__D4JUN0__EUBSIR_02705
ERR1913312.1149045__1.1149045	216816__D6ZSV1__CE169_00930
ERR1913312.1149110__1.1149110	1262882__R5MJ49__BN519_01124
ERR1913312.1149192__1.1149192	40518__R5DZC6__mreC
ERR1913312.1149251__1.1149251	46228__V8CE73__DXD17_11635
ERR1913312.1149328__1.1149328	33039__D4M5E1__ERS852577_03873
ERR1913312.1149352__1.1149352	46228__V8CG89__RUMLAC_00663
ERR1913312.1149450__1.1149450	1262913__R7JDU0__BN646_01809
ERR1913312.1149621__1.1149621	39492__D4JWL2__ERS852540_01201
ERR1913312.1149632__1.1149632	39492__D4JWL2__ERS852540_01201
ERR1913312.1149656__1.1149656	1263044__GCA_000433375.1_03429
ERR1913312.1149691__1.1149691	1150298__A0A174BC67__ERS852498_00837
ERR1913312.1149739__1.1149739	1297617__A0A0S2W0X1__IB211_00621
ERR1913312.1149963__1.1149963	39496__A5Z5I2__EUBVEN_00963
ERR1913312.1150128__1.1150128	301301__A0A395V4X8__ERS852391_01546
ERR1913312.1150152__1.1150152	39492__D4JRS7__ERS852540_02076
ERR1913312.1150302__1.1150302	40518__R5DR39__mreB_2
ERR1913312.1150397__1.1150397	301301__A0A395VEZ0__mcp4_1
ERR1913312.1150421__1.1150421	371601__A0A174FWT4__SAMN04487924_11134
ERR1913312.1150484__1.1150484	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913312.1150555__1.1150555	820__A0A174CG08__DXB62_13215
ERR1913312.1150760__1.1150760	39492__D4JU30__EUBSIR_00838
ERR1913312.1150826__1.1150826	301301__A0A395V944__ERS852391_00514
ERR1913312.1150849__1.1150849	35833__E5Y2V2__HMPREF0179_00466
ERR1913312.1150876__1.1150876	487175__R5E0S2__HMPREF9439_00834
ERR1913312.1150889__1.1150889	487175__R5EH98__HMPREF9439_01623
ERR1913312.1150949__1.1150949	39491__A0A395V0H3__ERS852417_01192
ERR1913312.1150965__1.1150965	39492__D4JX50__EUBSIR_00410
ERR1913312.1151007__1.1151007	1262913__R7JGD1__BN646_02188
ERR1913312.1150996__1.1150996	552398__F4XCR9__HMPREF0866_01636
ERR1913312.1151161__1.1151161	1262882__R5MZ58__BN519_00525
ERR1913312.1151164__1.1151164	410072__A0A174A5E2__dtpT
ERR1913312.1151176__1.1151176	301301__A0A395V7P2__ERS852391_05080
ERR1913312.1151242__1.1151242	1150298__A0A174MDL5__ERS852406_00648
ERR1913312.1151308__1.1151308	820__A0A174M9V5__M093_0237
ERR1913312.1151388__1.1151388	371601__G1UK36__HMPREF1074_03496
ERR1913312.1151454__1.1151454	166486__D4KUE6__ROSINTL182_08604
ERR1913312.1151695__1.1151695	357276__E5UTL1__HMPREF1065_03551
ERR1913312.1151709__1.1151709	39492__D4JTW6__ERS852540_00220
ERR1913312.1151779__1.1151779	46228__V8CAH7__HMPREF1202_00795
ERR1913312.1151788__1.1151788	1262743__R5C054__BN727_01980
ERR1913312.1151872__1.1151872	39492__D4JTK2__EUBSIR_01439
ERR1913312.1151942__1.1151942	214856__A0A174ZLY7__ERS852447_02456
ERR1913312.1151962__1.1151962	39492__D4JV38__EUBSIR_01205
ERR1913312.1152000__1.1152000	28116__A0A1Y4PWN5__M088_3731
ERR1913312.1152022__1.1152022	214851__D1PSM4__SUBVAR_07407
ERR1913312.1152310__1.1152310	39492__D4JTH4__ERS852540_00702
ERR1913312.1152401__1.1152401	1680__A0A1X3A951__AL0462_1583
ERR1913312.1152403__1.1152403	853__A0A3E2U7E6__ERS852582_01640
ERR1913312.1152431__1.1152431	28116__A0A3D2LPA1__CUY_3388
ERR1913312.1152450__1.1152450	371601__I9UUB0__SAMN04487924_11836
ERR1913312.1152497__1.1152497	418240__C6J9Y8__ERS852478_00235
ERR1913312.1152521__1.1152521	46503__R6Y837__PARMER_03866
ERR1913312.1152612__1.1152612	39492__D4JSS2__EUBSIR_00553
ERR1913312.1152858__1.1152858	1262882__R5MRS7__BN519_01490
ERR1913312.1153079__1.1153079	216816__A0A0A0UDU9__BL1246
ERR1913312.1153105__1.1153105	1262924__R7HM17__BN585_01318
ERR1913312.1153107__1.1153107	39492__A0A3D4MN89__nadD
ERR1913312.1153272__1.1153272	39492__D4JR31__EUBSIR_00106
ERR1913312.1153300__1.1153300	40518__R5DX31__DXD86_09775
ERR1913312.1153339__1.1153339	357276__D1JYA0__EL88_06560
ERR1913312.1153385__1.1153385	338188__A0A174ETX3__ERS852397_01955
ERR1913312.1153463__1.1153463	39491__D6E4H2__DXB99_00485
ERR1913312.1153512__1.1153512	46503__K5ZAK9__NCTC13052_03308
ERR1913312.1153604__1.1153604	39492__D4JWY0__EUBSIR_01648
ERR1913312.1153609__1.1153609	39492__D4JQL8__ywpJ
ERR1913312.1153665__1.1153665	820__A0A174CG08__DXB62_13215
ERR1913312.1153763__1.1153763	239935__R6J9N8__CXT96_07990
ERR1913312.1153854__1.1153854	1262924__R7HTA4__BN585_00391
ERR1913312.1154077__1.1154077	46228__B5CPX5__RUMLAC_01520
ERR1913312.1154106__1.1154106	1262882__R5N1M9__BN519_00768
ERR1913312.1154158__1.1154158	360807__A0A0M6X0S9__RIL183_10591
ERR1913312.1154230__1.1154230	46228__B5CQI6__RUMLAC_01732
ERR1913312.1154319__1.1154319	853__A0A174C5M1__CGS58_04460
ERR1913312.1154345__1.1154345	1262882__R5MSX6__BN519_01697
ERR1913312.1154297__1.1154297	39492__D4JX87__EUBSIR_00361
ERR1913312.1154446__1.1154446	301301__A0A395VBJ2__ERS852391_02160
ERR1913312.1154488__1.1154488	1262924__R7HU74__BN585_00690
ERR1913312.1154540__1.1154540	1262882__R5MLP0__BN519_01597
ERR1913312.1154606__1.1154606	371601__D6D5Q9__BN890_35020
ERR1913312.1154639__1.1154639	1262924__R7HL71__BN585_01341
ERR1913312.1154870__1.1154870	1262986__R5ZYE0__BN492_00151
ERR1913312.1154885__1.1154885	214856__A0A174G1M7__ERS852559_00594
ERR1913312.1154931__1.1154931	1262989__R6Y5W1__BN815_00268
ERR1913312.1154944__1.1154944	40518__R5DS68__hcpC
ERR1913312.1155071__1.1155071	39491__A0A396FBR6__DXC13_08575
