ERR1913243.162__1.162	487174__K0WZN5__HMPREF9448_01108
ERR1913243.677378__1.677378	40518__R5DNY7__RBATCC27255_00367
ERR1913243.677456__1.677456	821__A6L0C7__ERS852556_03520
ERR1913243.677590__1.677590	1550024__A0A0D8J112__TQ39_05560
ERR1913243.677640__1.677640	204516__U6R9E7__HMPREF1534_03313
ERR1913243.677684__1.677684	649756__B0P0D0__ERS852571_02742
ERR1913243.677791__1.677791	246787__A0A0P0GPP9__BACCELL_01902
ERR1913243.677798__1.677798	1262882__R5MJ49__BN519_01124
ERR1913243.677890__1.677890	40518__R5DUW7__DXD83_02105
ERR1913243.678022__1.678022	328814__GCA_004558275.1_00033
ERR1913243.678050__1.678050	39492__D4JQL8__ywpJ
ERR1913243.678070__1.678070	328814__GCA_004558275.1_00060
ERR1913243.678106__1.678106	40518__R5E304__thiT
ERR1913243.678122__1.678122	371601__R6JE01__SAMN05216250_10396
ERR1913243.678435__1.678435	29361__B6FRT6__CLONEX_02860
ERR1913243.678690__1.678690	39492__D4JRM9__bglB_2
ERR1913243.678699__1.678699	1262882__R5N1T9__BN519_00804
ERR1913243.678785__1.678785	39492__D4JQS6__ykoD
ERR1913243.678953__1.678953	1263107__GCA_000436995.1_00099
ERR1913243.678924__1.678924	820__A0A3E4QZJ7__C801_01798
ERR1913243.679036__1.679036	39492__B0MLV5__EUBSIR_00804
ERR1913243.679071__1.679071	487174__K0X3V7__DIT83_01400
ERR1913243.679096__1.679096	28116__D7J6A7__NCTC11153_02798
ERR1913243.679101__1.679101	1262989__R6ZAH8__BN815_00636
ERR1913243.679152__1.679152	154046__D3ANE7__DWZ21_25610
ERR1913243.679216__1.679216	1263000__R5EUM2__BN466_01747
ERR1913243.679234__1.679234	40518__R5DSI5__fieF
ERR1913243.679281__1.679281	40518__R5DP21__RBATCC27255_00348
ERR1913243.679312__1.679312	239935__A0A2N8ITX2__CXT86_11265
ERR1913243.679479__1.679479	2292352__A0A374UM14__DXC23_07860
ERR1913243.679448__1.679448	40518__R5DW64__RBL236_01394
ERR1913243.679624__1.679624	328814__GCA_004558275.1_00292
ERR1913243.679792__1.679792	39492__D4JQS6__ykoD
ERR1913243.679804__1.679804	239935__A0A2N8HEH9__CXU07_11710
ERR1913243.679867__1.679867	100884__E7GFK8__HMPREF9488_03551
ERR1913243.679920__1.679920	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913243.679924__1.679924	40518__R5E2Z2__DXD93_09295
ERR1913243.680143__1.680143	1262992__R5D4S4__BN795_00634
ERR1913243.680213__1.680213	821__A0A395UNT8__DXD64_15275
ERR1913243.680256__1.680256	301302__R5UK77__M72_08681
ERR1913243.680502__1.680502	821__A0A0P0M3U7__DXB90_14325
ERR1913243.680778__1.680778	154046__A0A174Q5J1__DWX31_16705
ERR1913243.680884__1.680884	1965549__A0A1Y4TLK0__B5E65_04435
ERR1913243.681459__1.681459	46503__K5ZV67__PARMER_03859
ERR1913243.681582__1.681582	1263086__GCA_000431395.1_00168
ERR1913243.681643__1.681643	2292352__A0A374US54__DXC23_03155
ERR1913243.682062__1.682062	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913243.682106__1.682106	823__D7IUM6__M091_1082
ERR1913243.682110__1.682110	40518__R5E6X5__sbcD
ERR1913243.682040__1.682040	39492__R6SPM9__pheT
ERR1913243.682259__1.682259	626933__H1DGX0__HMPREF9449_01506
ERR1913243.682234__1.682234	328814__GCA_004558275.1_00035
ERR1913243.682207__1.682207	39492__R6SPM9__pheT
ERR1913243.682218__1.682218	1263006__R6LU28__BN515_01365
ERR1913243.682383__1.682383	61171__B9Y6J6__HOLDEFILI_01437
ERR1913243.682386__1.682386	1501391__GCA_000786575.1_00007
ERR1913243.682538__1.682538	239935__B2UQP8__CXU15_01110
ERR1913243.682627__1.682627	39492__D4JX50__EUBSIR_00410
ERR1913243.682762__1.682762	40518__R5DUU0__DXD93_03985
ERR1913243.682830__1.682830	1262882__R5MGJ7__BN519_00652
ERR1913243.683247__1.683247	39492__D4JRY3__EUBSIR_01473
ERR1913243.683508__1.683508	40518__R5E6X5__sbcD
ERR1913243.683489__1.683489	1262882__R5MPY4__BN519_01128
ERR1913243.683723__1.683723	357276__A0A0K2HKT7__B5F95_21090
ERR1913243.683918__1.683918	1262739__R6M9P7__BN659_01903
ERR1913243.684044__1.684044	246787__A0A3D6AV26__BcellWH2_02579
ERR1913243.684184__1.684184	2173__A5UK74__pyrP
ERR1913243.684231__1.684231	246787__R6KBH9__HMPREF1062_04676
ERR1913243.684270__1.684270	1262882__R5N3H1__BN519_01121
ERR1913243.684312__1.684312	39492__D4JU81__xseA
ERR1913243.684642__1.684642	2292352__A0A374URE4__DXC23_03565
ERR1913243.684704__1.684704	1262882__R5N3T7__BN519_01188
ERR1913243.684756__1.684756	40518__R5DX93__DXD93_03055
ERR1913243.684978__1.684978	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913243.685041__1.685041	28117__B0MTH2__ALIPUT_00061
ERR1913243.685076__1.685076	853__A0A173XRA8__CGS56_09290
ERR1913243.685256__1.685256	1501391__GCA_000786575.1_00120
ERR1913243.685302__1.685302	371601__F7LYR1__DXD03_13150
ERR1913243.685477__1.685477	1262882__R5MY46__BN519_00355
ERR1913243.685601__1.685601	40518__R5E2F3__artQ
ERR1913243.685653__1.685653	39492__D4MIY5__EUBSIR_00233
ERR1913243.685917__1.685917	40518__R5E2U9__RBL263_01292
ERR1913243.686013__1.686013	239935__A0A139TPG3__CXT86_08810
ERR1913243.686109__1.686109	823__A6LHU5__M092_0203
ERR1913243.686394__1.686394	2292352__A0A374UKS3__DXC23_09270
ERR1913243.686449__1.686449	40518__A0A1C6H8C4__DXD93_02535
ERR1913243.686564__1.686564	204516__U6RH18__HMPREF1534_01847
ERR1913243.686786__1.686786	46506__R5K437__DXC34_00685
ERR1913243.686798__1.686798	40518__R5E6K4__RB5AMG_02070
ERR1913243.686921__1.686921	1262882__R5MYX5__BN519_00333
ERR1913243.687065__1.687065	371601__C3R2J2__ERS852396_04353
ERR1913243.687009__1.687009	821__A0A396F598__CUU_3259
ERR1913243.687399__1.687399	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913243.687482__1.687482	28026__A0A072MUU6__DXD87_08375
ERR1913243.687492__1.687492	239935__A0A2N8I3Z7__CXU05_10555
ERR1913243.687639__1.687639	649756__A0A173UQJ7__ERS852475_02472
ERR1913243.687703__1.687703	46506__S3YBS6__AA415_01011
ERR1913243.687903__1.687903	40518__R5E1J7__RBL236_02062
ERR1913243.687910__1.687910	39496__A5Z6U7__EUBVEN_01430
ERR1913243.687924__1.687924	1262882__R5MND9__BN519_00831
ERR1913243.688113__1.688113	556259__I0PYM3__BSGG_5385
ERR1913243.688277__1.688277	387661__K5ZFR2__B5F96_11430
ERR1913243.688306__1.688306	39492__D4JTJ1__EUBSIR_01453
ERR1913243.688352__1.688352	745368__A0A1T4XIF3__SAMN02745178_01889
ERR1913243.688429__1.688429	40518__R5DY98__mepA_5
ERR1913243.688498__1.688498	239935__A0A2N8IHY1__CXU06_00035
ERR1913243.688550__1.688550	1262882__R5MRS7__BN519_01490
ERR1913243.688578__1.688578	487174__K0X3E9__DDY40_04905
ERR1913243.688723__1.688723	40518__R5DUG7__sbcC
ERR1913243.688702__1.688702	1550024__G9RUG5__ASJ35_14060
ERR1913243.688942__1.688942	40518__R5DZ88__DXD93_06320
ERR1913243.688981__1.688981	649756__B0P1Y8__ERS852571_00196
ERR1913243.689116__1.689116	46506__B0NLK0__AA415_02543
ERR1913243.689119__1.689119	1262882__R5N4P6__BN519_01346
ERR1913243.689208__1.689208	384639__GCA_003096855.1_01178
ERR1913243.689513__1.689513	371601__I9UMY2__DXD03_18740
ERR1913243.689762__1.689762	820__A0A174M9V5__M093_0237
ERR1913243.689982__1.689982	821__A0A0P0M2J4__DXD46_10295
ERR1913243.689993__1.689993	40518__R5DU28__DXD86_07960
ERR1913243.689999__1.689999	821__A0A396F9T7__M097_3427
ERR1913243.690175__1.690175	40518__R5DYT8__mscS
ERR1913243.690988__1.690988	487174__K0WRR5__DDY40_06130
ERR1913243.691056__1.691056	40518__R5E6N4__DXD93_01325
ERR1913243.691062__1.691062	1501391__GCA_000786575.1_00103
ERR1913243.691221__1.691221	1263000__R5EK86__BN466_02022
ERR1913243.691241__1.691241	1535__A7VXT7__CLOLEP_03413
ERR1913243.691455__1.691455	158847__H3K717__yjjP_1
ERR1913243.691461__1.691461	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913243.691643__1.691643	1262882__R5MIC9__BN519_00834
ERR1913243.691911__1.691911	487174__K0WUZ1__DIT83_10815
ERR1913243.691994__1.691994	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913243.692080__1.692080	40518__R5E6X1__DXD83_01720
ERR1913243.692210__1.692210	821__D4VD59__BHV80_04260
ERR1913243.692224__1.692224	40518__R5DX93__DXD93_03055
ERR1913243.692345__1.692345	371601__A0A1C7H1B8__BN890_22320
ERR1913243.692498__1.692498	1262882__R5N532__BN519_01420
ERR1913243.692548__1.692548	204516__U6R9H3__HMPREF1534_03348
ERR1913243.692624__1.692624	357276__C3R5C9__HMPREF1063_00213
ERR1913243.692687__1.692687	239935__A0A2N8IXN0__CXT95_01765
ERR1913243.692903__1.692903	820__A0A139KA34__B5G17_05520
ERR1913243.693236__1.693236	1262882__R5N3T7__BN519_01188
ERR1913243.693243__1.693243	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913243.693438__1.693438	39492__D4JUT9__ERS852540_01449
ERR1913243.693375__1.693375	40518__R5DXI4__DXD86_07420
ERR1913243.693591__1.693591	821__C6Z087__DXB90_00750
ERR1913243.693695__1.693695	2173__A5UK74__pyrP
ERR1913243.693702__1.693702	820__A0A174F0C1__nreB
ERR1913243.693705__1.693705	823__A0A174U5E4__BDI_3390
ERR1913243.693648__1.693648	1780376__A0A143XQT4__BN3659_01658
ERR1913243.693926__1.693926	40518__R5DVV1__RBATCC27255_00999
ERR1913243.694194__1.694194	239935__A0A2N8HZW2__A4V05_11120
ERR1913243.694298__1.694298	823__D7IV95__DXC05_09565
ERR1913243.694525__1.694525	239935__A0A2N8I9P4__CXT85_05050
ERR1913243.694503__1.694503	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913243.694620__1.694620	328814__GCA_004558275.1_00061
ERR1913243.694752__1.694752	39488__A0A173TCD3__lytR_1
ERR1913243.694786__1.694786	410072__A0A174QX27__murE_2
ERR1913243.695028__1.695028	239935__A0A2N8I8X8__B5G29_00185
ERR1913243.695129__1.695129	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913243.695298__1.695298	166486__D4L337__msbA_4
ERR1913243.695475__1.695475	1262882__R5MYI1__BN519_00416
ERR1913243.695480__1.695480	40518__R5DZB1__DXD83_08840
ERR1913243.695619__1.695619	626933__H1DGX0__HMPREF9449_01506
ERR1913243.695601__1.695601	40518__R5DYT8__mscS
ERR1913243.696212__1.696212	40518__R5DQL2__RBATCC27255_00937
ERR1913243.696239__1.696239	40518__R5E6K4__RB5AMG_02070
ERR1913243.696722__1.696722	821__A0A396F9T7__M097_3427
ERR1913243.696970__1.696970	39492__D4JRZ7__smc
ERR1913243.697102__1.697102	1262882__R5MEN2__BN519_00200
ERR1913243.697186__1.697186	671267__R9IL60__C802_00379
ERR1913243.697304__1.697304	40518__R5E550__aroK
ERR1913243.697452__1.697452	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913243.697540__1.697540	384638__B7AT21__BACPEC_01289
ERR1913243.697543__1.697543	40518__R5DUG7__sbcC
ERR1913243.697713__1.697713	357276__A0A076IP73__BACDOR_04237
ERR1913243.697822__1.697822	1262882__R5MT08__BN519_01706
ERR1913243.698040__1.698040	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913243.698080__1.698080	28117__B0MT86__BHV66_02450
ERR1913243.698153__1.698153	371601__I9UNH8__SAMN04487924_12147
ERR1913243.698258__1.698258	1262882__R5N3H1__BN519_01121
ERR1913243.698417__1.698417	40518__R5DY73__DXD86_02865
ERR1913243.698431__1.698431	487174__K0X591__DDY40_01805
ERR1913243.698487__1.698487	817__E1WPG4__M133_4264
ERR1913243.698668__1.698668	40518__R5E6K5__speA
ERR1913243.698808__1.698808	106588__A6NPX7__BACCAP_00246
ERR1913243.698943__1.698943	40518__R5DT16__ysdC_2
ERR1913243.699112__1.699112	39492__D4JRM4__tap_5
ERR1913243.699144__1.699144	1262911__R6H1M1__BN557_00925
ERR1913243.699435__1.699435	823__E1YV41__BDI_1376
ERR1913243.699566__1.699566	1965604__A0A1Y4EX91__B5F54_00385
ERR1913243.699989__1.699989	2292352__A0A374UPK2__DXC23_03595
ERR1913243.700123__1.700123	1262882__R5MEK3__BN519_00296
ERR1913243.700100__1.700100	40518__R5E6U1__yunB
ERR1913243.700150__1.700150	28117__B0MTH2__ALIPUT_00061
ERR1913243.700226__1.700226	1262948__R7EGW0__BN671_00708
ERR1913243.700197__1.700197	40518__R5DYT8__mscS
ERR1913243.700294__1.700294	328814__GCA_004558275.1_00067
ERR1913243.700354__1.700354	239935__A0A2N8IRL2__CXU06_01170
ERR1913243.700773__1.700773	821__C6Z087__DXB90_00750
ERR1913243.700861__1.700861	246787__A0A0P0G254__axeA1_2
ERR1913243.700936__1.700936	1262739__R6M9P7__BN659_01903
ERR1913243.701050__1.701050	39488__A0A173SKK4__ERS852578_01024
ERR1913243.701094__1.701094	39492__D4JWL2__ERS852540_01201
ERR1913243.701073__1.701073	1263000__R5EC87__BN466_00713
ERR1913243.701125__1.701125	39492__B0MNQ2__EUBSIR_01459
ERR1913243.701281__1.701281	216816__A0A1D7MV89__EK5BL_04715
ERR1913243.701658__1.701658	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913243.701824__1.701824	40518__R5DVL2__penA
ERR1913243.701873__1.701873	1262882__R5MKV8__BN519_01281
ERR1913243.701883__1.701883	2173__A0A1D2WWF3__METSMIALI_00379
ERR1913243.701899__1.701899	292800__A0A174V693__HMPREF9460_03050
ERR1913243.701965__1.701965	821__A0A173WG51__BVU_2549
ERR1913243.702020__1.702020	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913243.702077__1.702077	1550024__A0A0D8J112__TQ39_05560
ERR1913243.702080__1.702080	28117__B0MY40__BHV66_05170
ERR1913243.702094__1.702094	40520__A5ZSL9__DXC87_07025
ERR1913243.702138__1.702138	1262882__R5MXW0__BN519_00317
ERR1913243.702324__1.702324	28117__B0MT84__ALIPUT_00402
ERR1913243.702338__1.702338	40518__R5DZU5__RBL263_00458
ERR1913243.702453__1.702453	39492__D4JRM9__bglB_2
ERR1913243.702705__1.702705	1262882__R5MFY4__BN519_00529
ERR1913243.702722__1.702722	239935__A0A139TPG3__CXT86_08810
ERR1913243.702899__1.702899	1262882__R5MM69__BN519_00075
ERR1913243.702936__1.702936	116085__D4J7A8__DW747_12000
ERR1913243.703002__1.703002	487174__K0X068__DDY40_07105
ERR1913243.703054__1.703054	1262886__R6QJR0__BN563_01268
ERR1913243.703071__1.703071	39492__D4JV38__EUBSIR_01205
ERR1913243.703168__1.703168	246787__A0A0P0GNB7__xyl4
ERR1913243.703420__1.703420	487174__K0XLV6__DIT83_00940
ERR1913243.703443__1.703443	39492__D4JW10__pppA
ERR1913243.703494__1.703494	40520__A0A395X2X5__C4886_03165
ERR1913243.703516__1.703516	40518__R5E5I9__yvhJ_2
ERR1913243.703448__1.703448	40518__R5DWP7__ansA
ERR1913243.703559__1.703559	1501391__GCA_000786575.1_00076
ERR1913243.703603__1.703603	246787__A0A3D6ARC7__BACCELL_03328
ERR1913243.703914__1.703914	2022527__A0A264YB35__CHL74_00015
ERR1913243.703867__1.703867	39492__B0MNQ2__EUBSIR_01459
ERR1913243.703944__1.703944	1262882__R5N5J6__BN519_01504
ERR1913243.704581__1.704581	1262882__R5MLA4__BN519_01536
ERR1913243.704637__1.704637	821__C6Z087__DXB90_00750
ERR1913243.704898__1.704898	239935__A0A2N8HH03__CXU09_08875
ERR1913243.704917__1.704917	2137880__A0A316NNE6__DBY21_08645
ERR1913243.705003__1.705003	1262882__R5MM90__BN519_01721
ERR1913243.705013__1.705013	1262882__R5MKV8__BN519_01281
ERR1913243.705406__1.705406	821__A0A396F598__CUU_3259
ERR1913243.705362__1.705362	40518__R5DLU0__fmt
ERR1913243.705551__1.705551	328814__GCA_004558275.1_00059
ERR1913243.705809__1.705809	1262882__R5MZZ3__BN519_00482
ERR1913243.705883__1.705883	649756__L1Q987__ERS852520_02359
ERR1913243.706047__1.706047	1262882__R5MFA5__BN519_00331
ERR1913243.706581__1.706581	39492__D4JTK2__EUBSIR_01439
ERR1913243.706783__1.706783	40518__R5E7S2__RBL263_00671
ERR1913243.706839__1.706839	1262739__R6M9P7__BN659_01903
ERR1913243.707134__1.707134	2108523__A0A2P2FDD0__LAWASA_4016
ERR1913243.707136__1.707136	1263086__GCA_000431395.1_00173
ERR1913243.707202__1.707202	1263000__R5EK86__BN466_02022
ERR1913243.707392__1.707392	823__D7ILK2__ERS852380_00031
ERR1913243.707314__1.707314	1262882__R5MFY4__BN519_00529
ERR1913243.707602__1.707602	214856__I3YMB7__Alfi_1811
ERR1913243.707709__1.707709	823__A0A174VBJ5__M091_5021
ERR1913243.707669__1.707669	437897__H3K8R9__HMPREF9454_01642
ERR1913243.707760__1.707760	39492__D4JRV7__EUBSIR_01513
ERR1913243.707824__1.707824	1262743__R5C054__BN727_01980
ERR1913243.708144__1.708144	418240__A0A174AX68__ERS852478_00844
ERR1913243.708217__1.708217	1501391__GCA_000786575.1_00124
ERR1913243.708306__1.708306	301302__A0A0M6WH46__M72_23101
ERR1913243.708482__1.708482	239935__A0A2N8HDT1__CXT94_05270
ERR1913243.708544__1.708544	1262882__R5N1V0__BN519_00816
ERR1913243.708639__1.708639	40518__R5DMZ0__DXD83_05610
ERR1913243.708651__1.708651	239935__R6JAS2__CXU02_10725
ERR1913243.708630__1.708630	46503__A7AH78__DD461_04085
ERR1913243.709040__1.709040	28117__B0MTV0__BHV66_06395
ERR1913243.709061__1.709061	1262882__R5N1R4__BN519_00788
ERR1913243.708954__1.708954	40518__R5E2F3__artQ
ERR1913243.709268__1.709268	39492__D4JQS6__ykoD
ERR1913243.709530__1.709530	821__A0A395UNT8__DXD64_15275
ERR1913243.709547__1.709547	40518__A0A373KL92__RBATCC27255_01378
ERR1913243.709650__1.709650	28117__B0MUY3__BHV66_00515
ERR1913243.709712__1.709712	1262882__R5N0C3__BN519_00731
ERR1913243.709685__1.709685	487174__R5EPJ7__HMPREF9448_00444
ERR1913243.709689__1.709689	28117__B0MXU0__BHV66_07550
ERR1913243.709795__1.709795	39492__R6SA81__EUBSIR_00402
ERR1913243.710214__1.710214	239935__A0A2N8HT68__ADH72_00510
ERR1913243.710424__1.710424	40520__A0A174NUP5__DXC87_01375
ERR1913243.710807__1.710807	239935__A0A2N8ITG2__Amuc_0335
ERR1913243.710936__1.710936	40518__R5DZC6__mreC
ERR1913243.711220__1.711220	40518__R5DP21__RBATCC27255_00348
ERR1913243.711241__1.711241	1262743__R5C054__BN727_01980
ERR1913243.711272__1.711272	40518__R5DME2__DXD86_07315
ERR1913243.711352__1.711352	46503__R6Y901__HMPREF1060_01754
ERR1913243.711464__1.711464	40518__R5DVH6__DXD86_08955
ERR1913243.711750__1.711750	1550024__A0A3B9WG56__TQ39_01145
ERR1913243.711812__1.711812	214856__I3YMC8__ERS852447_02666
ERR1913243.712096__1.712096	1263086__GCA_000431395.1_00168
ERR1913243.712137__1.712137	853__A0A173T751__C4N24_10280
ERR1913243.712187__1.712187	821__A0A174NSU0__BVU_3144
ERR1913243.712209__1.712209	39492__D4JRR5__ERS852540_02089
ERR1913243.712257__1.712257	40518__R5DZ16__DXD86_01455
ERR1913243.712705__1.712705	239935__A0A2N8INK7__Amuc_0521
ERR1913243.712706__1.712706	239935__A0A2N8INK7__Amuc_0521
ERR1913243.712747__1.712747	820__A0A374Q8T2__DXB64_16190
ERR1913243.712751__1.712751	1262911__R6GYU2__BN557_00621
ERR1913243.712773__1.712773	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913243.712908__1.712908	39492__D4JR20__trmD
ERR1913243.712833__1.712833	246787__A0A120A560__BACCELL_01375
ERR1913243.713133__1.713133	40518__R5E6X5__sbcD
ERR1913243.713160__1.713160	204516__U6REI9__HMPREF1534_02357
ERR1913243.713311__1.713311	39492__D4JQY4__EUBSIR_01325
ERR1913243.713517__1.713517	1550024__A0A0W7TVN4__ASJ35_01120
ERR1913243.713569__1.713569	310298__B3JFI7__BACCOP_00636
ERR1913243.713636__1.713636	1262824__R6S2B5__BN719_02090
ERR1913243.714072__1.714072	187327__G4Q7K1__ACDG_00798
ERR1913243.714176__1.714176	28026__A0A396B960__DXC71_09530
ERR1913243.714113__1.714113	40518__R5E2R8__nnr_2
ERR1913243.714547__1.714547	1262882__R5N2A9__BN519_00921
ERR1913243.714630__1.714630	239935__A0A2N8HQY4__CXT99_03170
ERR1913243.714754__1.714754	487174__R5F5Z4__DIT83_00635
ERR1913243.714861__1.714861	40518__R5E8B6__RB5AMG_00876
ERR1913243.714957__1.714957	1780376__A0A143XSC4__BN3659_01663
ERR1913243.714985__1.714985	823__D0TCC2__HMPREF1075_01590
ERR1913243.715533__1.715533	487174__K0X4L2__pgl
ERR1913243.715514__1.715514	1262882__R5N5C3__BN519_01664
ERR1913243.715805__1.715805	1262882__R5MGK3__BN519_00655
ERR1913243.715881__1.715881	1262824__R6RY19__BN719_00373
ERR1913243.715900__1.715900	1262882__R5MDR8__BN519_00124
ERR1913243.715965__1.715965	471189__GCA_003340385.1_00423
ERR1913243.716209__1.716209	2292352__A0A374UKS3__DXC23_09270
ERR1913243.716307__1.716307	2173__A0A1D2WTV4__Msm_1285
ERR1913243.716523__1.716523	471189__GCA_003340385.1_00459
ERR1913243.716873__1.716873	487174__K0XES7__HMPREF9448_00566
ERR1913243.716916__1.716916	1262882__R5MIW5__BN519_00945
ERR1913243.716927__1.716927	28117__B0MY40__BHV66_05170
ERR1913243.716928__1.716928	1501391__GCA_000786575.1_00076
ERR1913243.716976__1.716976	40518__R5DY98__mepA_5
ERR1913243.716989__1.716989	39492__D4JQS6__ykoD
ERR1913243.717062__1.717062	39492__D4JU81__xseA
ERR1913243.717066__1.717066	1262882__R5MHZ2__BN519_00742
ERR1913243.717132__1.717132	487174__K0XRP0__DDY40_09260
ERR1913243.717237__1.717237	487174__K0XK80__DIT83_00335
ERR1913243.717240__1.717240	46503__R6Y901__HMPREF1060_01754
ERR1913243.717293__1.717293	116085__D4J8Q3__DW747_08750
ERR1913243.717287__1.717287	39492__D4JR20__trmD
ERR1913243.717428__1.717428	745368__A0A1T4WAW2__SAMN02745178_00328
ERR1913243.717512__1.717512	39492__D4JR08__ERS852540_02467
ERR1913243.717792__1.717792	1262882__R5MRT2__BN519_01494
ERR1913243.717841__1.717841	246787__A0A108TGC9__BACCELL_01371
ERR1913243.717895__1.717895	544645__A0A1U7LBV3__DXC42_12245
ERR1913243.717942__1.717942	821__A0A396EVC9__DXB90_03525
ERR1913243.717958__1.717958	2108523__A0A2P2FDC5__LAWASA_4082
ERR1913243.718011__1.718011	239935__A0A2N8I6R6__CXU04_04335
ERR1913243.718341__1.718341	40518__R5DLM5__RB5AMG_00422
ERR1913243.718393__1.718393	239935__A0A2N8HQR1__Amuc_0287
ERR1913243.718544__1.718544	2173__A0A1D2WRQ8__METSMIALI_00487
ERR1913243.718741__1.718741	371601__C3R2J2__ERS852396_04353
ERR1913243.718872__1.718872	823__A0A173VS36__M091_4727
ERR1913243.718917__1.718917	40518__R5E7S2__RBL263_00671
ERR1913243.719296__1.719296	39492__D4MIY5__EUBSIR_00233
ERR1913243.719509__1.719509	40518__R5DTH7__DXD83_02405
ERR1913243.719613__1.719613	328814__GCA_004558275.1_00033
ERR1913243.719620__1.719620	246787__A0A3D6AS39__ina
ERR1913243.719606__1.719606	40518__R5DSI5__fieF
ERR1913243.719952__1.719952	2173__A0A1D2WU48__Msm_1454
ERR1913243.719967__1.719967	239935__A0A2N8IRW0__A4V05_11620
ERR1913243.720063__1.720063	40518__R5DNY7__RBATCC27255_00367
ERR1913243.720292__1.720292	40518__R5DT93__DXD86_08730
ERR1913243.720320__1.720320	40518__R5DX93__DXD93_03055
ERR1913243.720408__1.720408	40518__R5DP91__RBL236_00890
ERR1913243.720551__1.720551	239935__R6JAS2__CXU02_10725
ERR1913243.720761__1.720761	1263064__GCA_000431175.1_02659
ERR1913243.720849__1.720849	40518__R5DR39__mreB_2
ERR1913243.721022__1.721022	28117__B0MTY2__BHV66_06485
ERR1913243.721169__1.721169	328814__GCA_004558275.1_00066
ERR1913243.721252__1.721252	820__A0A174A6K0__M093_0079
ERR1913243.721287__1.721287	1150298__A0A174E950__ERS852498_02096
ERR1913243.721674__1.721674	1262882__R5MRS7__BN519_01490
ERR1913243.721700__1.721700	2292352__A0A374UNU9__DXC23_01235
ERR1913243.721792__1.721792	46503__R6Y4W3__DXB85_01650
ERR1913243.721935__1.721935	820__A0A3E4VXP2__yesR
ERR1913243.722130__1.722130	823__A0A073I748__M096_3057
ERR1913243.722410__1.722410	820__A0A374Q854__HMPREF1073_03281
ERR1913243.722508__1.722508	40518__R5DVL2__penA
ERR1913243.722569__1.722569	40518__R5DR72__RBL236_02110
ERR1913243.722677__1.722677	1262824__R6RMR2__BN719_02646
ERR1913243.722887__1.722887	371601__C3R084__DXD80_12980
ERR1913243.722891__1.722891	40518__R5DPI9__DXD83_07375
ERR1913243.722914__1.722914	1262989__R6Y8S0__BN815_01559
ERR1913243.723024__1.723024	28117__B0MYI9__BHV66_05415
ERR1913243.723523__1.723523	458033__GCA_001482755.1_02203
ERR1913243.723524__1.723524	1262882__R5N0C3__BN519_00731
ERR1913243.723572__1.723572	239935__R6JAS2__CXU02_10725
ERR1913243.723598__1.723598	820__R7E9Z4__DXC68_06065
ERR1913243.723701__1.723701	33039__D4M1A7__RTO_02350
ERR1913243.723821__1.723821	28117__B0MXR4__BHV66_08025
ERR1913243.723834__1.723834	2292352__A0A374URH1__DXC23_03540
ERR1913243.723908__1.723908	204516__U6R9E6__HMPREF1534_03149
ERR1913243.723965__1.723965	1535__A7VXU1__CLOLEP_03417
ERR1913243.724012__1.724012	853__A0A173XRA8__CGS56_09290
ERR1913243.724246__1.724246	28116__A0A1Y4Q112__evgS_13
ERR1913243.724254__1.724254	33039__D4M1A4__ERS852502_00742
ERR1913243.724274__1.724274	823__A0A173UDF6__CEQ22_003270
ERR1913243.724570__1.724570	239935__A0A2N8I694__CXU04_06245
ERR1913243.724670__1.724670	1262743__R5C054__BN727_01980
ERR1913243.724644__1.724644	1262882__R5MDR8__BN519_00124
ERR1913243.724685__1.724685	40518__R5DMZ0__DXD83_05610
ERR1913243.724834__1.724834	1262882__R5MH81__BN519_00748
ERR1913243.725269__1.725269	1263000__R5EU91__BN466_01432
ERR1913243.725556__1.725556	1262992__R5D546__BN795_00726
ERR1913243.726000__1.726000	820__A7VAR9__ERS852421_00197
ERR1913243.726211__1.726211	1262882__R5MFT7__BN519_00494
ERR1913243.726453__1.726453	39492__D4JWY7__EUBSIR_01655
ERR1913243.726456__1.726456	1262882__R5MKV8__BN519_01281
ERR1913243.726468__1.726468	2173__A0A1D2WT83__METSMIF1_03309
ERR1913243.726475__1.726475	820__E5VEH7__ERS852459_01300
ERR1913243.726726__1.726726	357276__A0A076IYG1__B5F95_22465
ERR1913243.726811__1.726811	487174__K0XA48__DDY40_03955
ERR1913243.726874__1.726874	35345__GeneID:921079
ERR1913243.726983__1.726983	1263000__R5EKG2__BN466_02040
ERR1913243.727051__1.727051	1262882__R5N0M6__BN519_00794
