ERR1913247.224__1.224	100886__E2NQ59__ERS852383_05954
ERR1913247.1700774__1.1700774	33039__D4M325__ERS852390_01663
ERR1913247.1700803__1.1700803	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913247.1700813__1.1700813	100886__E2NW15__CATMIT_02805
ERR1913247.1700842__1.1700842	821__I9R3W6__DXC16_12455
ERR1913247.1700919__1.1700919	487175__R5E5P8__HMPREF9439_00961
ERR1913247.1701064__1.1701064	40518__R5DS23__DXD86_01715
ERR1913247.1701216__1.1701216	626932__G5HBL4__HMPREF9450_02324
ERR1913247.1701331__1.1701331	818__A0A0N7I9H8__ERS852461_00040
ERR1913247.1701342__1.1701342	10678__GeneID:2777413
ERR1913247.1701364__1.1701364	418240__C6JFI6__ERS852523_01129
ERR1913247.1701445__1.1701445	328814__GCA_004558275.1_00066
ERR1913247.1701505__1.1701505	1262873__R6WM58__BN605_01388
ERR1913247.1701576__1.1701576	10678__GeneID:2777387
ERR1913247.1701601__1.1701601	214856__I3YPQ0__ERS852447_01379
ERR1913247.1701844__1.1701844	214856__R6Y6H8__ERS852447_01719
ERR1913247.1702002__1.1702002	638849__D1Y6R2__HMPREF7215_1090
ERR1913247.1702036__1.1702036	357276__I9QBT4__GV66_09000
ERR1913247.1702037__1.1702037	214856__R6YBX3__msbA_2
ERR1913247.1702134__1.1702134	216816__A0A2U0BT35__BL1206_1860
ERR1913247.1702177__1.1702177	10678__GeneID:2777420
ERR1913247.1702299__1.1702299	40518__R5DVL2__penA
ERR1913247.1702319__1.1702319	216816__D6ZWI5__B5781_1661
ERR1913247.1702606__1.1702606	214856__R6Z186__ERS852447_00718
ERR1913247.1702612__1.1702612	487174__K0WUZ1__DIT83_10815
ERR1913247.1702615__1.1702615	418240__A0A174FAS2__btr_1
ERR1913247.1702726__1.1702726	10678__GeneID:2777420
ERR1913247.1702727__1.1702727	1262911__R6GI18__BN557_01377
ERR1913247.1702780__1.1702780	214856__I3YMC8__ERS852447_02666
ERR1913247.1702804__1.1702804	357276__A0A0K2HNG3__HMPREF1064_03004
ERR1913247.1702857__1.1702857	1262911__R6GKS1__BN557_00184
ERR1913247.1702962__1.1702962	216816__Q8G6X1__DD674_00140
ERR1913247.1703078__1.1703078	357276__E5UTL1__HMPREF1065_03551
ERR1913247.1703149__1.1703149	10678__GeneID:2777408
ERR1913247.1703175__1.1703175	216816__C2GSX7__DD678_03555
ERR1913247.1703223__1.1703223	246787__E2N7F5__AA416_04404
ERR1913247.1703304__1.1703304	239935__A0A2N8HWQ2__CXU13_01775
ERR1913247.1703366__1.1703366	562__P0AF07__motB_2
ERR1913247.1703444__1.1703444	563769__GeneID:6973158
ERR1913247.1703516__1.1703516	35833__E5Y934__HMPREF0179_02702
ERR1913247.1703705__1.1703705	1965542__A0A1Y4UU91__B5E53_18620
ERR1913247.1703777__1.1703777	39491__A0A395V5R3__EUBREC_1883
ERR1913247.1703831__1.1703831	246787__A0A139L268__BcellWH2_03192
ERR1913247.1703955__1.1703955	418240__C6JDI6__ERS852478_02871
ERR1913247.1704069__1.1704069	1232426__rplE
ERR1913247.1704086__1.1704086	246787__R6K756__HMPREF1062_01819
ERR1913247.1704130__1.1704130	357276__D1K3K9__EL88_23995
ERR1913247.1704304__1.1704304	1262911__R6GZX7__BN557_00838
ERR1913247.1704365__1.1704365	487174__K0WRZ5__HMPREF9448_02826
ERR1913247.1704602__1.1704602	820__A7V470__HMPREF1072_02076
ERR1913247.1704676__1.1704676	40518__R5E1X3__clcA
ERR1913247.1704785__1.1704785	357276__A0A0M1W9N4__GV66_05135
ERR1913247.1704792__1.1704792	216816__D6D9A3__BLNIAS_01911
ERR1913247.1704804__1.1704804	40518__R5DQR9__DXD83_00030
ERR1913247.1704869__1.1704869	28116__C3QQN3__CUY_4207
ERR1913247.1704920__1.1704920	552398__F4XHL2__HMPREF0866_03116
ERR1913247.1704975__1.1704975	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913247.1705061__1.1705061	1354__A0A0E2HUV3__UAE_00369
ERR1913247.1705092__1.1705092	357276__I9QWD4__DXD47_15075
ERR1913247.1705175__1.1705175	214856__R6YC22__ERS852447_01215
ERR1913247.1705437__1.1705437	357276__A0A0M1W1I8__ABI39_13620
ERR1913247.1705496__1.1705496	563769__GeneID:6973141
ERR1913247.1705551__1.1705551	246787__A0A0P0GG22__BACCELL_01899
ERR1913247.1705632__1.1705632	357276__B6W5Q9__HMPREF1063_03125
ERR1913247.1705728__1.1705728	823__A0A173RD26__B5F32_03910
ERR1913247.1705751__1.1705751	1261__D3MR67__SAMN05660467_01650
ERR1913247.1705951__1.1705951	214856__R6XKW1__ERS852559_01141
ERR1913247.1706023__1.1706023	1501391__GCA_000786575.1_00144
ERR1913247.1706146__1.1706146	10678__GeneID:2777494
ERR1913247.1706186__1.1706186	28116__A0A3D2LPA1__CUY_3388
ERR1913247.1706205__1.1706205	638849__D1Y384__HMPREF7215_0377
ERR1913247.1706295__1.1706295	1501391__GCA_000786575.1_00060
ERR1913247.1706340__1.1706340	40518__R5DS38__RBL236_00785
ERR1913247.1706463__1.1706463	562__P64549__K758_00320
ERR1913247.1706483__1.1706483	1262911__R6GPL1__BN557_00927
ERR1913247.1706676__1.1706676	1501391__GCA_000786575.1_00105
ERR1913247.1706739__1.1706739	487175__R5E7Z6__HMPREF9439_00332
ERR1913247.1706871__1.1706871	40518__R5DYU1__DXD86_01160
ERR1913247.1707110__1.1707110	1262911__R6H212__BN557_01031
ERR1913247.1707151__1.1707151	10678__GeneID:2777474
ERR1913247.1707173__1.1707173	626932__G5H5K6__HMPREF9450_00216
ERR1913247.1707286__1.1707286	216816__D6DBD5__DXC32_04335
ERR1913247.1707458__1.1707458	214856__I3YPR6__Alfi_2724
ERR1913247.1707584__1.1707584	84030__D6DGP4__B5F06_05020
ERR1913247.1707610__1.1707610	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913247.1707693__1.1707693	216816__E8MVM4__APC1480_1562
ERR1913247.1707751__1.1707751	562__P40876__fimC_1
ERR1913247.1707793__1.1707793	214856__I3YPP9__Alfi_2707
ERR1913247.1707954__1.1707954	39492__R6SPM9__pheT
ERR1913247.1708037__1.1708037	214856__R6YD52__ERS852447_02171
ERR1913247.1708081__1.1708081	1943580__A0A1V4AL24__B0D78_04740
ERR1913247.1708366__1.1708366	2173__A0A1D2WWU1__METSMIALI_01068
ERR1913247.1708603__1.1708603	820__A0A139K4T0__ERS852510_03146
ERR1913247.1708674__1.1708674	1550024__A0A3B9WGS9__ASJ35_05050
ERR1913247.1708703__1.1708703	562__P46855__PU39_09885
ERR1913247.1708770__1.1708770	218538__C9LQG6__GCWU000321_01798
ERR1913247.1708782__1.1708782	216816__A0A133L1E2__ptsP
ERR1913247.1708796__1.1708796	246787__R6LGA6__tmoS_11
ERR1913247.1708899__1.1708899	357276__B6W5Q9__HMPREF1063_03125
ERR1913247.1708889__1.1708889	10678__GeneID:2777403
ERR1913247.1708914__1.1708914	1262911__R6GPM2__BN557_00937
ERR1913247.1708981__1.1708981	10678__GeneID:2777384
ERR1913247.1708993__1.1708993	216816__A0A133L1E2__ptsP
ERR1913247.1709022__1.1709022	214856__I3YPN5__Alfi_2693
ERR1913247.1709041__1.1709041	40518__R5DZI2__DXD93_06940
ERR1913247.1709196__1.1709196	1262911__R6H174__BN557_01246
ERR1913247.1709217__1.1709217	40518__R5E1X3__clcA
ERR1913247.1709269__1.1709269	745368__A0A1T4Y443__SAMN02745178_02724
ERR1913247.1709373__1.1709373	357276__A0A076IYG1__B5F95_22465
ERR1913247.1709488__1.1709488	10678__GeneID:2777466
ERR1913247.1709579__1.1709579	214856__A0A173W3Y5__ERS852559_02032
ERR1913247.1709590__1.1709590	1262911__R6GMH5__BN557_00511
ERR1913247.1709642__1.1709642	1232426__group_103
ERR1913247.1709617__1.1709617	544645__A0A3E4T7H5__DXC42_09155
ERR1913247.1709699__1.1709699	357276__I9RAC4__BSEG_00561
ERR1913247.1709776__1.1709776	1776392__A0A1Y4T0H6__B5E75_06020
ERR1913247.1710085__1.1710085	1262911__R6HGD7__BN557_00108
ERR1913247.1710061__1.1710061	216816__B7GQ29__APC1465_1199
ERR1913247.1710189__1.1710189	818__C6IJ09__SAMN05216253_102150
ERR1913247.1710330__1.1710330	1262911__R6GSH8__BN557_00939
ERR1913247.1710504__1.1710504	1232426__fusA_1
ERR1913247.1710628__1.1710628	246787__A0A0P0GR24__BcellWH2_03263
ERR1913247.1710652__1.1710652	216816__Q8G585__APC1473_0508
ERR1913247.1710689__1.1710689	216816__V6XY04__APK78_02285
ERR1913247.1710739__1.1710739	10678__GeneID:2777481
ERR1913247.1710823__1.1710823	216816__C2GUV2__APC1478_0430
ERR1913247.1710939__1.1710939	562__P77183__CDL50_13955
ERR1913247.1710962__1.1710962	10678__GeneID:2777437
ERR1913247.1710970__1.1710970	1263107__GCA_000436995.1_00174
ERR1913247.1711137__1.1711137	357276__A0A076IN21__BSEG_03078
ERR1913247.1711260__1.1711260	357276__A0A0K2HG61__BACDOR_02028
ERR1913247.1711310__1.1711310	100884__E7G5M7__DXB26_01875
ERR1913247.1711464__1.1711464	418240__A0A173ZFY9__ERS852478_00591
ERR1913247.1712168__1.1712168	214856__I3YMC8__ERS852447_02666
ERR1913247.1712210__1.1712210	1550024__A0A0D8IZ65__TQ39_09425
ERR1913247.1712272__1.1712272	1262911__R6GZ01__BN557_00641
ERR1913247.1712313__1.1712313	84030__D6DE21__B5F06_10975
ERR1913247.1712391__1.1712391	1501391__GCA_000786575.1_00108
ERR1913247.1712516__1.1712516	418240__C6J8B6__ERS852523_03677
ERR1913247.1712543__1.1712543	1262911__R6GZX7__BN557_00838
ERR1913247.1712605__1.1712605	216816__C2GSX7__DD678_03555
ERR1913247.1712614__1.1712614	10678__GeneID:2777481
ERR1913247.1712681__1.1712681	1501391__GCA_000786575.1_00029
ERR1913247.1712764__1.1712764	418240__A0A174VMW5__ERS852478_01082
ERR1913247.1713304__1.1713304	246787__A0A3D6ARN8__yehU_6
ERR1913247.1713423__1.1713423	1262911__R6GUQ4__BN557_01581
ERR1913247.1713645__1.1713645	1432052__A0A1E3A162__BEI62_17235
ERR1913247.1713742__1.1713742	1099853__R7DKP8__NSB1T_07205
ERR1913247.1713822__1.1713822	10678__GeneID:2777415
ERR1913247.1713840__1.1713840	10678__GeneID:2777476
ERR1913247.1714294__1.1714294	1943580__A0A1V4AMS7__B0D78_03160
ERR1913247.1714311__1.1714311	10678__GeneID:2777445
ERR1913247.1714315__1.1714315	1262911__R6GKS1__BN557_00184
ERR1913247.1714338__1.1714338	1379702__U6EE28__MBMB1_1515
ERR1913247.1714390__1.1714390	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1714771__1.1714771	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913247.1714870__1.1714870	214856__I3YMC8__ERS852447_02666
ERR1913247.1714892__1.1714892	196242__GeneID:5580412
ERR1913247.1715246__1.1715246	246787__A0A0P0GMR5__HMPREF1062_04678
ERR1913247.1715346__1.1715346	322505__manX_3
ERR1913247.1715399__1.1715399	214856__R6XYY8__ERS852447_01722
ERR1913247.1715508__1.1715508	84030__D6DFT4__B5F06_13625
ERR1913247.1715912__1.1715912	46506__A0A108T991__AA415_01433
ERR1913247.1716050__1.1716050	487174__K0XRP0__DDY40_09260
ERR1913247.1716082__1.1716082	10678__GeneID:2777481
ERR1913247.1716091__1.1716091	1501391__GCA_000786575.1_00120
ERR1913247.1716599__1.1716599	357276__A0A076ISD9__EL88_07480
ERR1913247.1716724__1.1716724	357276__C3RDQ5__HMPREF1065_03827
ERR1913247.1716765__1.1716765	47678__R5UES3__CGC64_00760
ERR1913247.1716858__1.1716858	1262911__R6GT99__BN557_01335
ERR1913247.1716863__1.1716863	33039__A0A174Y8E4__suhB
ERR1913247.1716971__1.1716971	84030__D6DJS9__B5F06_00245
ERR1913247.1717060__1.1717060	1262986__R5ZX08__BN492_01351
ERR1913247.1717319__1.1717319	562__P0A9K7__AUQ29_19530
ERR1913247.1717391__1.1717391	357276__C3R5A0__B5F00_02960
ERR1913247.1717457__1.1717457	357276__B6VT86__IY41_22515
ERR1913247.1717516__1.1717516	33038__A0A2N5P1G8__lyc
ERR1913247.1717535__1.1717535	216816__C2GUV2__APC1478_0430
ERR1913247.1717690__1.1717690	28116__A7M018__M089_5540
ERR1913247.1717821__1.1717821	1262911__R6GT76__BN557_01150
ERR1913247.1717963__1.1717963	1262911__R6HJS5__BN557_00288
ERR1913247.1718102__1.1718102	28116__D6D0T8__DXA80_14760
ERR1913247.1718071__1.1718071	84030__D6DDX5__B5F06_06530
ERR1913247.1718120__1.1718120	357276__I9FRW5__B5F95_21685
ERR1913247.1718174__1.1718174	216816__A0A374SVM3__BLSL_0492
ERR1913247.1718154__1.1718154	10678__GeneID:2777477
ERR1913247.1718190__1.1718190	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913247.1718301__1.1718301	10678__GeneID:2777395
ERR1913247.1718268__1.1718268	1501391__GCA_000786575.1_00026
ERR1913247.1718436__1.1718436	1124654__GeneID:14005780
ERR1913247.1718638__1.1718638	1262873__R6WDY4__BN605_01047
ERR1913247.1718691__1.1718691	136841__Q9I1B8__AO949_07780
ERR1913247.1718790__1.1718790	2108523__A0A2P2F472__LAWASA_799
ERR1913247.1718915__1.1718915	562__P63202__gadW
ERR1913247.1718977__1.1718977	820__A0A139JRS5__HMPREF1073_04025
ERR1913247.1718987__1.1718987	40518__R5DQK2__DXD93_03730
ERR1913247.1719053__1.1719053	28025__A0A315S8J6__BIFLAC_01957
ERR1913247.1719279__1.1719279	47678__A5ZJ80__BACCAC_02965
ERR1913247.1719265__1.1719265	1262911__R6H212__BN557_01031
ERR1913247.1719393__1.1719393	214856__I3YPP2__Alfi_2700
ERR1913247.1719397__1.1719397	246787__A0A0P0FSC9__BACCELL_02534
ERR1913247.1719535__1.1719535	40518__R5DVX3__RBL263_01584
ERR1913247.1719589__1.1719589	40518__R5E304__thiT
ERR1913247.1719691__1.1719691	562__P77294__fimG
ERR1913247.1720135__1.1720135	820__A0A3E5E9Y8__DXD90_09110
ERR1913247.1720137__1.1720137	291645__I8X4G4__HMPREF1068_03645
ERR1913247.1720144__1.1720144	1232426__alaA
ERR1913247.1720149__1.1720149	357276__C3R9Y0__HMPREF1064_01889
ERR1913247.1720173__1.1720173	418240__A0A174AUI7__ERS852478_00883
ERR1913247.1720393__1.1720393	40518__R5DME2__DXD86_07315
ERR1913247.1720578__1.1720578	216816__D6DC91__DXC72_07710
ERR1913247.1720896__1.1720896	214856__R6XQX8__ERS852559_02550
ERR1913247.1721031__1.1721031	1262911__R6GT76__BN557_01150
ERR1913247.1721043__1.1721043	216816__C2GUV2__APC1478_0430
ERR1913247.1721089__1.1721089	357276__A0A0M1W4C0__DXD47_07095
ERR1913247.1721193__1.1721193	216816__D6ZXD1__APC1461_0104
ERR1913247.1721279__1.1721279	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913247.1721337__1.1721337	1262911__R6HIJ8__BN557_01742
ERR1913247.1721697__1.1721697	84030__D6DK33__B5F06_00810
ERR1913247.1721920__1.1721920	1262911__R6H1P0__BN557_00940
ERR1913247.1721990__1.1721990	29361__B6FKH5__CLONEX_00621
ERR1913247.1722053__1.1722053	100886__A0A174KEC0__CATMIT_00757
ERR1913247.1722199__1.1722199	84112__C8WMN5__Elen_0685
ERR1913247.1722316__1.1722316	1501391__GCA_000786575.1_00137
ERR1913247.1722374__1.1722374	216816__B3DNW2__BL171B_07980
ERR1913247.1722569__1.1722569	562__P63202__gadW
ERR1913247.1722607__1.1722607	1262911__R6GLA5__BN557_01456
ERR1913247.1722591__1.1722591	39492__D4JRV7__EUBSIR_01513
ERR1913247.1722594__1.1722594	1262911__R6HHR1__BN557_01622
ERR1913247.1722652__1.1722652	40518__R5E642__RBATCC27255_00729
ERR1913247.1722718__1.1722718	508460__GCF_000585335.1_00043
ERR1913247.1722734__1.1722734	246787__R6KCH8__csbC
ERR1913247.1722797__1.1722797	10678__GeneID:2777477
ERR1913247.1722836__1.1722836	1262911__R6GZ01__BN557_00641
ERR1913247.1722864__1.1722864	216816__D6DCQ7__HMPREF1312_1623
ERR1913247.1722865__1.1722865	292800__A0A096BAF6__HMPREF9460_01483
ERR1913247.1722899__1.1722899	823__D7IT19__DHP27_03495
ERR1913247.1723227__1.1723227	818__A0A139KW19__nedA_1
ERR1913247.1723266__1.1723266	10678__GeneID:2777415
ERR1913247.1723237__1.1723237	214856__I3YK71__ERS852559_02472
ERR1913247.1723419__1.1723419	1262911__R6GNY6__BN557_00004
ERR1913247.1723545__1.1723545	508460__GCF_000585335.1_00036
ERR1913247.1723609__1.1723609	1299998__GCA_001494635.1_01799
ERR1913247.1723624__1.1723624	10678__GeneID:2777481
ERR1913247.1723659__1.1723659	10678__GeneID:2777408
ERR1913247.1723696__1.1723696	821__A0A173XDD3__DXB82_17180
ERR1913247.1723836__1.1723836	216816__C2GSX7__DD678_03555
ERR1913247.1723987__1.1723987	40518__R5E4Y8__RBATCC27255_01448
ERR1913247.1724035__1.1724035	357276__I9FGI3__EL88_12385
ERR1913247.1724010__1.1724010	823__K6AMD2__B5F32_04565
ERR1913247.1724257__1.1724257	1851568__A0A1B8YKN4__Phpb_01224
ERR1913247.1724315__1.1724315	292800__A0A1C7FPH9__B5F52_09250
ERR1913247.1724459__1.1724459	1262889__R7HD84__BN634_01675
ERR1913247.1724535__1.1724535	216816__B3DU85__APC1504_0160
ERR1913247.1724579__1.1724579	88431__A0A3D0EZN6__DORLON_02944
ERR1913247.1724702__1.1724702	10678__GeneID:2777418
ERR1913247.1724715__1.1724715	328814__GCA_004558275.1_00290
ERR1913247.1724742__1.1724742	1262911__R6GUQ4__BN557_01581
ERR1913247.1724970__1.1724970	10678__GeneID:2777395
ERR1913247.1725003__1.1725003	563769__GeneID:6973141
ERR1913247.1725015__1.1725015	46503__A7AII9__ERS852463_00984
ERR1913247.1725114__1.1725114	216816__A0A087AWM6__APK78_00765
ERR1913247.1725159__1.1725159	246787__A0A3D6ART2__HMPREF1062_06211
ERR1913247.1725158__1.1725158	216816__A0A087BBV6__BFS26_06210
ERR1913247.1725323__1.1725323	10678__GeneID:2777395
ERR1913247.1725387__1.1725387	214856__D4IMT6__Alfi_1830
ERR1913247.1725423__1.1725423	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913247.1725704__1.1725704	1232426__clpB
ERR1913247.1725855__1.1725855	1262911__R6GPM2__BN557_00937
ERR1913247.1725861__1.1725861	564886__GeneID:6973115
ERR1913247.1726228__1.1726228	1262911__R6H2J2__BN557_01228
ERR1913247.1726252__1.1726252	357276__A0A0K2HP62__HMPREF1063_01560
ERR1913247.1726502__1.1726502	214856__R6YC22__ERS852447_01215
ERR1913247.1726672__1.1726672	10678__GeneID:2777406
ERR1913247.1726688__1.1726688	1262911__R6HN87__BN557_00926
ERR1913247.1726792__1.1726792	216816__A0A395XZB7__DXD37_04075
ERR1913247.1726796__1.1726796	216816__A0A0S2MCH0__AYW81_04880
ERR1913247.1726881__1.1726881	357276__A0A0M1W1I8__ABI39_13620
ERR1913247.1726903__1.1726903	216816__A0A396FVC5__BL71B_00290
ERR1913247.1726953__1.1726953	10678__GeneID:2777434
ERR1913247.1726997__1.1726997	626932__G5H597__HMPREF9450_00107
ERR1913247.1727229__1.1727229	1262911__R6GNY6__BN557_00004
ERR1913247.1727261__1.1727261	10678__GeneID:2777481
ERR1913247.1727315__1.1727315	1262911__R6GT76__BN557_01150
ERR1913247.1727390__1.1727390	1262911__R6GQM3__BN557_01245
ERR1913247.1727646__1.1727646	328814__GCA_004558275.1_00025
ERR1913247.1727756__1.1727756	818__A0A3E5HDU6__C799_04515
ERR1913247.1727785__1.1727785	1262911__R6GPA9__BN557_00286
ERR1913247.1727818__1.1727818	28116__I8Y7V6__HMPREF1017_02728
ERR1913247.1727829__1.1727829	562__A0A377AAV3__CDL32_10800
ERR1913247.1727876__1.1727876	1090133__GeneID:14008334
ERR1913247.1727997__1.1727997	1262873__R6WGS6__BN605_01931
ERR1913247.1728082__1.1728082	106588__A6P303__BACCAP_04887
ERR1913247.1728093__1.1728093	906669__GeneID:11294425
ERR1913247.1728300__1.1728300	214856__A0A174AYS4__ERS852447_01192
ERR1913247.1728338__1.1728338	1262911__R6GT12__BN557_01070
ERR1913247.1728358__1.1728358	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913247.1728326__1.1728326	216816__A0A396FRQ5__DD678_01245
ERR1913247.1728487__1.1728487	47678__R5U7A9__C5Z00_03635
ERR1913247.1728495__1.1728495	818__A0A139KKJ5__Btheta7330_00072
ERR1913247.1728512__1.1728512	379329__GeneID:4397429
ERR1913247.1728539__1.1728539	820__R7E9Z4__DXC68_06065
ERR1913247.1728662__1.1728662	33039__D4M149__ERS852390_03118
ERR1913247.1728664__1.1728664	1262911__R6H212__BN557_01031
ERR1913247.1728667__1.1728667	1393034__GCA_001552785.1_00728
ERR1913247.1728724__1.1728724	10678__GeneID:2777482
ERR1913247.1728827__1.1728827	1232426__leuS
ERR1913247.1728864__1.1728864	10678__GeneID:2777420
ERR1913247.1728872__1.1728872	823__A6LB62__B5F32_04550
ERR1913247.1729069__1.1729069	745368__A0A1T4Y1B7__SAMN02745178_02639
ERR1913247.1729092__1.1729092	394340__metG_1
ERR1913247.1729146__1.1729146	1262911__R6H074__BN557_00923
ERR1913247.1729256__1.1729256	630129__A0A087ATC6__BKAS_1964
ERR1913247.1729316__1.1729316	562__P08371__RW92_04043
ERR1913247.1729481__1.1729481	508460__GCF_000585335.1_00250
ERR1913247.1729620__1.1729620	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913247.1729722__1.1729722	418240__R7CMK4__ERS852478_03653
ERR1913247.1729887__1.1729887	216816__A0A0A6VPB9__B624_1780
ERR1913247.1730023__1.1730023	214856__R6XKW1__ERS852559_01141
ERR1913247.1730024__1.1730024	1262911__R6GUQ4__BN557_01581
ERR1913247.1730289__1.1730289	1262873__R6W679__BN605_02121
ERR1913247.1730405__1.1730405	1099853__R7DGD2__NSB1T_01240
ERR1913247.1730411__1.1730411	1501391__GCA_000786575.1_00025
ERR1913247.1730586__1.1730586	216816__A0A395XZB7__DXD37_04075
ERR1913247.1730593__1.1730593	216816__C2GW26__chb
ERR1913247.1730744__1.1730744	33039__R6P9A7__ERS852424_01559
ERR1913247.1730716__1.1730716	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913247.1730853__1.1730853	1262911__R6GY22__BN557_00023
ERR1913247.1730925__1.1730925	905__D2RKQ8__Acfer_1299
ERR1913247.1731015__1.1731015	246787__A0A3D6B0E4__BACCELL_02533
ERR1913247.1731038__1.1731038	216816__A0A2U0BLP0__tsaB
ERR1913247.1730994__1.1730994	28118__R6G2E8__DHW44_05790
ERR1913247.1730995__1.1730995	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913247.1731283__1.1731283	562__P0ADK7__yibA
ERR1913247.1731385__1.1731385	216816__A0A2U0BT35__BL1206_1860
ERR1913247.1731323__1.1731323	214856__R6XKW1__ERS852559_01141
ERR1913247.1731372__1.1731372	1262911__R6GMK4__BN557_00535
ERR1913247.1731416__1.1731416	1262911__R6HN81__BN557_00921
ERR1913247.1731627__1.1731627	1203556__S2Z3V2__HMPREF1478_01883
ERR1913247.1731634__1.1731634	328813__A0A1Y3QQ66__B5G41_14240
ERR1913247.1731640__1.1731640	418240__A0A173WSQ7__ERS852478_01153
ERR1913247.1731801__1.1731801	10678__GeneID:2777420
ERR1913247.1731841__1.1731841	216816__E8MVM4__APC1480_1562
ERR1913247.1731816__1.1731816	40518__R5E282__DXD86_08940
ERR1913247.1732110__1.1732110	214856__A0A174ZLW6__ERS852559_01424
ERR1913247.1732128__1.1732128	216816__D6ZW33__azlC
ERR1913247.1732164__1.1732164	218538__C9LNQ3__GCWU000321_01176
ERR1913247.1732242__1.1732242	10678__GeneID:2777427
ERR1913247.1732316__1.1732316	1262911__R6GPA9__BN557_00286
ERR1913247.1732428__1.1732428	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1732603__1.1732603	216816__E8MH24__APS65_02760
ERR1913247.1733222__1.1733222	216816__C2GUV2__APC1478_0430
ERR1913247.1733423__1.1733423	487174__K0X3H8__HMPREF9448_02822
ERR1913247.1733468__1.1733468	40518__R5DTJ1__DXD86_03635
ERR1913247.1733528__1.1733528	562__P76656__CD803_05075
ERR1913247.1733900__1.1733900	823__D0TAX5__HMPREF1075_01064
ERR1913247.1733913__1.1733913	214856__I3YMB7__Alfi_1811
ERR1913247.1733936__1.1733936	246787__E2NCX3__HMPREF1062_01637
ERR1913247.1733951__1.1733951	214856__I3YMN6__Alfi_1938
ERR1913247.1733968__1.1733968	1432052__A0A1E3ABI2__BEI63_16840
ERR1913247.1734008__1.1734008	10678__GeneID:2777481
ERR1913247.1734245__1.1734245	47678__R5U558__ERS852558_02232
ERR1913247.1734550__1.1734550	214856__I3YPQ0__ERS852447_01379
ERR1913247.1734787__1.1734787	84030__D6DDX5__B5F06_06530
ERR1913247.1734814__1.1734814	1780381__A0A143ZTT5__pgdS
ERR1913247.1734860__1.1734860	214856__R6XUN2__rcsC_1
ERR1913247.1734893__1.1734893	1262911__R6GZX7__BN557_00838
ERR1913247.1735104__1.1735104	216816__A0A061M1M5__HMPREF0177_01046
ERR1913247.1735206__1.1735206	322505__frlB
ERR1913247.1735248__1.1735248	40518__R5E1J2__DXD93_04070
ERR1913247.1735259__1.1735259	1262911__R6GPB1__BN557_00837
ERR1913247.1735340__1.1735340	40518__R5E670__DXD93_06195
ERR1913247.1735730__1.1735730	508460__GCF_000585335.1_00172
ERR1913247.1735825__1.1735825	357276__I9FTR0__HMPREF1065_02861
ERR1913247.1735898__1.1735898	214856__R6XKT4__ERS852559_01719
ERR1913247.1735944__1.1735944	216816__A0A3D8U0T6__BN57_1990
ERR1913247.1736088__1.1736088	10678__GeneID:2777422
ERR1913247.1736297__1.1736297	1262911__R6GVB3__BN557_01690
ERR1913247.1736819__1.1736819	35833__E5Y2V2__HMPREF0179_00466
ERR1913247.1736832__1.1736832	1262873__R6XQI8__BN605_01913
ERR1913247.1736912__1.1736912	216816__A0A083X5W4__HMPREF0177_01593
ERR1913247.1736935__1.1736935	818__A0A174WSX6__Btheta7330_01915
ERR1913247.1737017__1.1737017	216816__A0A0S2MCH0__AYW81_04880
ERR1913247.1737070__1.1737070	10678__GeneID:2777415
ERR1913247.1737135__1.1737135	1472761__GCA_002159295.1_00590
ERR1913247.1737300__1.1737300	40518__R5E4X1__DXD93_05270
ERR1913247.1737304__1.1737304	357276__A0A0M1W1I8__ABI39_13620
ERR1913247.1737520__1.1737520	823__A0A395YRX4__ERS852513_03444
ERR1913247.1737537__1.1737537	1965603__A0A1Y4ESD2__B5F53_18910
ERR1913247.1737668__1.1737668	10678__GeneID:2777381
ERR1913247.1737711__1.1737711	10678__GeneID:2777425
ERR1913247.1737749__1.1737749	47678__A5ZL09__BACCAC_03608
ERR1913247.1737754__1.1737754	106588__A6NYZ2__BACCAP_03441
ERR1913247.1737767__1.1737767	1262889__R7HCR1__BN634_01576
ERR1913247.1737974__1.1737974	216816__C2GSX7__DD678_03555
ERR1913247.1738057__1.1738057	1354__I6RZF0__BH736_02665
ERR1913247.1738197__1.1738197	10678__GeneID:2777413
ERR1913247.1738255__1.1738255	1262911__R6GPI7__BN557_00907
ERR1913247.1738398__1.1738398	218139__GCA_002259595.1_01049
ERR1913247.1738431__1.1738431	40518__R5DZE2__DXD86_07400
ERR1913247.1738561__1.1738561	1685__W6EXB4__B31L_1221
ERR1913247.1738615__1.1738615	1262911__R6GKS1__BN557_00184
