ERR1913216.557__1.557	823__E1YQ32__DXC05_04185
ERR1913216.748199__1.748199	1262886__R6QIV0__BN563_00982
ERR1913216.748224__1.748224	204516__U6R9E7__HMPREF1534_03313
ERR1913216.748354__1.748354	33043__A0A173ZEP9__araC_1
ERR1913216.748465__1.748465	28111__R5K5Y3__BACEGG_03205
ERR1913216.748887__1.748887	853__A0A173XRA8__CGS56_09290
ERR1913216.749666__1.749666	818__D7I7V5__BJP75_001030
ERR1913216.750056__1.750056	1262935__R5GQA8__BN773_00915
ERR1913216.750111__1.750111	46228__V8BLW9__DXD17_14090
ERR1913216.750422__1.750422	28118__F9Z8Y8__B5F99_07140
ERR1913216.750620__1.750620	28118__R6F7H1__DF785_12785
ERR1913216.750540__1.750540	1262935__R5GK32__BN773_00174
ERR1913216.750677__1.750677	39492__B0MM84__lgt
ERR1913216.750705__1.750705	1105031__J1H3W2__HMPREF1141_2783
ERR1913216.750804__1.750804	820__R9HUV5__HMPREF2141_02582
ERR1913216.750850__1.750850	1262889__R7HEG5__BN634_01757
ERR1913216.750983__1.750983	487174__K0X068__DDY40_07105
ERR1913216.751000__1.751000	487174__K0XJ34__DDY40_06890
ERR1913216.751078__1.751078	1262935__R5GG37__BN773_00249
ERR1913216.751400__1.751400	1262889__R7H7F9__BN634_02079
ERR1913216.751422__1.751422	291644__I9SJB6__HMPREF1532_04086
ERR1913216.751461__1.751461	1628085__A0A2U1BDY5__C7386_104102
ERR1913216.751738__1.751738	246787__A0A3D6ARC7__BACCELL_03328
ERR1913216.752011__1.752011	823__A0A355XP97__M092_2525
ERR1913216.752272__1.752272	1501391__GCA_000786575.1_00018
ERR1913216.752563__1.752563	291644__I9TBC1__ERS852428_01240
ERR1913216.752671__1.752671	823__A0A355XN73__DXC05_07000
ERR1913216.753017__1.753017	46228__V8CBW1__HMPREF1202_00636
ERR1913216.753029__1.753029	487174__K0X488__HMPREF9448_00323
ERR1913216.753318__1.753318	1262935__R5GTD3__BN773_01821
ERR1913216.754246__1.754246	410072__C0BER6__DXD67_15575
ERR1913216.755050__1.755050	39492__D4JR58__EUBSIR_02090
ERR1913216.755691__1.755691	2293125__A0A374BSW4__DW917_13420
ERR1913216.756083__1.756083	357276__C3R5A0__B5F00_02960
ERR1913216.756308__1.756308	821__R9HFW2__DXD01_00365
ERR1913216.756322__1.756322	1262886__R6RCG0__BN563_00376
ERR1913216.756341__1.756341	1262935__R5GEC6__BN773_01664
ERR1913216.756637__1.756637	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913216.756963__1.756963	410072__A0A174J2F2__rimI
ERR1913216.757171__1.757171	371601__A0A0J9FJQ6__HMPREF1074_04066
ERR1913216.757324__1.757324	823__A0A073IAS1__M091_0201
ERR1913216.757541__1.757541	820__A0A174DZ97__SAMN05444418_101240
ERR1913216.757943__1.757943	1262886__R6QAM6__BN563_01696
ERR1913216.757988__1.757988	291644__I8Z2C6__HMPREF1071_00595
ERR1913216.758498__1.758498	821__A0A174WBC9__ERS852556_03145
ERR1913216.758576__1.758576	357276__A0A0M1W9N4__GV66_05135
ERR1913216.758842__1.758842	246787__A0A0P0GG59__BcellWH2_02752
ERR1913216.759064__1.759064	35833__E5Y2B5__HMPREF0179_00325
ERR1913216.759301__1.759301	821__A0A174JYD3__ERS852457_02610
ERR1913216.759444__1.759444	1628085__A0A1C6BMM1__C7386_11221
ERR1913216.759522__1.759522	291644__R5JS80__HMPREF1532_00848
ERR1913216.759598__1.759598	46506__B0NP81__SAMN05444283_10688
ERR1913216.759727__1.759727	357276__A0A0K2HDP3__IY41_00705
ERR1913216.759897__1.759897	291644__I8YWU4__HMPREF1532_01473
ERR1913216.759902__1.759902	1262935__R5GT62__BN773_01738
ERR1913216.760487__1.760487	1262825__R5DZG9__BN724_01005
ERR1913216.761445__1.761445	214856__R5UN64__ERS852447_02669
ERR1913216.761678__1.761678	291644__I8YWU4__HMPREF1532_01473
ERR1913216.761935__1.761935	39488__A0A173SMQ7__EUBHAL_00819
ERR1913216.761936__1.761936	39488__A0A173SMQ7__EUBHAL_00819
ERR1913216.762128__1.762128	39492__A0A174ZG93__EUBSIR_00254
ERR1913216.762207__1.762207	357276__I8WEZ6__BACDOR_02323
ERR1913216.762388__1.762388	1262935__R5GVS8__BN773_00775
ERR1913216.762404__1.762404	28111__R5JSC9__HMPREF1016_01677
ERR1913216.762572__1.762572	821__E5UY21__C800_02204
ERR1913216.762854__1.762854	357276__B6W1Y1__BSEG_03960
ERR1913216.762939__1.762939	39492__B0MM84__lgt
ERR1913216.763029__1.763029	1099853__U5CBZ4__NSB1T_00950
ERR1913216.763002__1.763002	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913216.763374__1.763374	820__A0A139KH21__DXC80_01780
ERR1913216.763832__1.763832	39492__D4MN06__EUBSIR_02672
ERR1913216.764554__1.764554	1262886__R6Q673__BN563_00372
ERR1913216.764561__1.764561	1262889__R7HCG5__BN634_01481
ERR1913216.764818__1.764818	39488__A0A285PP79__murD
ERR1913216.765088__1.765088	1262935__R5GHV4__BN773_00876
ERR1913216.765299__1.765299	1150298__A0A174TF64__ERS852406_00108
ERR1913216.765851__1.765851	291644__I8YWU4__HMPREF1532_01473
ERR1913216.765867__1.765867	823__C7X996__DD466_12595
ERR1913216.765932__1.765932	454154__G5SVM9__HMPREF9441_03446
ERR1913216.765999__1.765999	820__A0A174F696__macB_13
ERR1913216.765957__1.765957	1262935__R5GT80__BN773_01758
ERR1913216.766529__1.766529	1262992__R5DDW9__BN795_00572
ERR1913216.766630__1.766630	39492__D4JR58__EUBSIR_02090
ERR1913216.766692__1.766692	357276__A0A076J8D4__HMPREF1064_00553
ERR1913216.766780__1.766780	1262935__R5GUE2__BN773_00325
ERR1913216.766799__1.766799	487174__K0WXG8__DIT83_09300
ERR1913216.766851__1.766851	166486__C7GFB3__ERS852572_03826
ERR1913216.767140__1.767140	1099853__U5CHR3__NSB1T_13310
ERR1913216.767656__1.767656	1262825__R5E9U6__BN724_00394
ERR1913216.768035__1.768035	39492__D4JRZ7__smc
ERR1913216.768098__1.768098	820__A0A174Q0F0__DXB48_08080
ERR1913216.768141__1.768141	357276__I9R1V6__DXD47_04125
ERR1913216.768284__1.768284	487174__K0X7X4__DIT83_09125
ERR1913216.768547__1.768547	1262935__R5GVK8__BN773_00860
ERR1913216.768603__1.768603	357276__C3RDQ5__HMPREF1065_03827
ERR1913216.768818__1.768818	328814__GCA_004558275.1_02280
ERR1913216.768847__1.768847	556259__E5C6L5__BSGG_0298
ERR1913216.768975__1.768975	649756__B0P476__ERS852475_00941
ERR1913216.768994__1.768994	1262736__R5Y3Y0__BN496_01937
ERR1913216.769269__1.769269	821__A0A173XDD3__DXB82_17180
ERR1913216.769420__1.769420	1780381__A0A143ZZD9__BN3661_02224
ERR1913216.769793__1.769793	454154__G5ST89__HMPREF9441_02589
ERR1913216.769905__1.769905	166486__D4KZ04__ERS852572_01569
ERR1913216.770110__1.770110	821__A0A173WG51__BVU_2549
ERR1913216.770287__1.770287	46228__B5CSZ6__HMPREF1202_01560
ERR1913216.770288__1.770288	1262935__R5GH94__BN773_00883
ERR1913216.770403__1.770403	820__A0A1T4IYF4__mprA_1
ERR1913216.770637__1.770637	820__R9HP61__DXC91_01090
ERR1913216.771039__1.771039	1262935__R5GHR6__BN773_01235
ERR1913216.771096__1.771096	291644__I8Z302__HMPREF1532_01182
ERR1913216.771165__1.771165	357276__B6W5Q7__DXD47_13945
ERR1913216.771286__1.771286	821__R9HFW2__DXD01_00365
ERR1913216.771895__1.771895	35833__E5Y1J0__HMPREF0179_00049
ERR1913216.771986__1.771986	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913216.772490__1.772490	1262886__R6QR12__BN563_01295
ERR1913216.772666__1.772666	357276__B6VVS0__HMPREF1064_03951
ERR1913216.773135__1.773135	1547597__A0A0C3R208__BA92_13275
ERR1913216.773248__1.773248	1262889__R7H5X2__BN634_01934
ERR1913216.773428__1.773428	1235835__R9LCU2__C814_02677
ERR1913216.773465__1.773465	357276__D1K3K9__EL88_23995
ERR1913216.773689__1.773689	39492__D4JQM9__EUBSIR_00669
ERR1913216.774021__1.774021	1628085__A0A1C5ZVV6__C7386_11323
ERR1913216.774043__1.774043	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913216.774075__1.774075	46228__B5CPX5__RUMLAC_01520
ERR1913216.774255__1.774255	1262889__R7HAY6__BN634_02225
ERR1913216.774379__1.774379	487174__K0WVG2__DDY40_00285
ERR1913216.774555__1.774555	28118__F9Z8Y7__DHW44_02235
ERR1913216.774752__1.774752	28118__F9Z5M1__NCTC10826_02946
ERR1913216.774769__1.774769	823__A0A395YZG9__M092_4358
ERR1913216.774731__1.774731	487174__R5EUJ8__DDY40_00460
ERR1913216.775045__1.775045	2173__A0A1D2WR01__Msm_0221
ERR1913216.775577__1.775577	487174__K0WV13__DIT83_10890
ERR1913216.775730__1.775730	1262935__R5GHV4__BN773_00876
ERR1913216.776148__1.776148	821__E5UMZ6__BVU_1450
ERR1913216.776519__1.776519	1262958__R7GZC7__BN645_01359
ERR1913216.776612__1.776612	39492__B0MPL6__EUBSIR_01779
ERR1913216.776716__1.776716	820__A0A3E4WCX3__C801_02709
ERR1913216.776800__1.776800	165179__A0A3E5DWZ6__DXC61_10880
ERR1913216.777004__1.777004	1203556__S3AD37__HMPREF1478_00070
ERR1913216.777273__1.777273	46228__V8BLL4__HMPREF1202_02582
ERR1913216.777377__1.777377	1262942__R7QZT1__BN520_02233
ERR1913216.777648__1.777648	371601__I9A9S3__ERS852396_01220
ERR1913216.777838__1.777838	40518__R5DMZ0__DXD83_05610
ERR1913216.777861__1.777861	454155__F3QQI4__HMPREF9442_00426
ERR1913216.777875__1.777875	328814__GCA_004558275.1_01621
ERR1913216.778349__1.778349	28117__B0MU57__ALIPUT_00175
ERR1913216.778454__1.778454	46506__S3YVT5__BACSTE_02352
ERR1913216.778907__1.778907	204516__U6R9E7__HMPREF1534_03313
ERR1913216.779085__1.779085	1262911__R6H2B5__BN557_01151
ERR1913216.779143__1.779143	820__A0A3E4W9W8__C801_01069
ERR1913216.779283__1.779283	28111__E5X333__NCTC11155_03016
ERR1913216.779360__1.779360	28111__R5JN40__HMPREF1016_01803
ERR1913216.779971__1.779971	1262929__R6FAA0__BN691_00664
ERR1913216.780066__1.780066	28117__B0MT73__ALIPUT_00412
ERR1913216.780256__1.780256	1897011__A0A1Q6RI93__BHW41_01175
ERR1913216.780903__1.780903	820__A0A078S4C2__ERS417307_00828
ERR1913216.780968__1.780968	823__D0T9Q9__M095_2648
ERR1913216.781121__1.781121	454155__F3QS51__HMPREF9442_01006
ERR1913216.781122__1.781122	1628085__A0A3E2Y462__C7386_1246
ERR1913216.781267__1.781267	1262889__R7HBH6__BN634_02400
ERR1913216.781227__1.781227	1680__A0A0C2YPV2__AL0462_1474
ERR1913216.781310__1.781310	371601__C3R2J2__ERS852396_04353
ERR1913216.781454__1.781454	418240__A0A174FAS2__btr_1
ERR1913216.781473__1.781473	1501391__GCA_000786575.1_00110
ERR1913216.781838__1.781838	820__A0A1T4IY71__HMPREF2141_02402
ERR1913216.781847__1.781847	1262889__R7HDC3__BN634_00683
ERR1913216.781823__1.781823	246787__R6K756__HMPREF1062_01819
ERR1913216.781981__1.781981	1262935__R5GV51__BN773_00707
ERR1913216.782126__1.782126	823__A0A395YY84__DXC05_19515
ERR1913216.782230__1.782230	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913216.782420__1.782420	40518__R5DZ16__DXD86_01455
ERR1913216.782490__1.782490	1263044__GCA_000433375.1_03428
ERR1913216.782638__1.782638	357276__I9FRW5__B5F95_21685
ERR1913216.782809__1.782809	1262825__R5ELY8__BN724_02320
ERR1913216.783137__1.783137	1235793__R9KSF0__C809_01679
ERR1913216.783431__1.783431	28111__R5JN40__HMPREF1016_01803
ERR1913216.783489__1.783489	1235835__R9LCU2__C814_02677
ERR1913216.783770__1.783770	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913216.784090__1.784090	39492__D4MM10__EUBSIR_01460
ERR1913216.784103__1.784103	46228__B5CT56__RUMLAC_02679
ERR1913216.784075__1.784075	46506__B0NUC8__DXC34_03410
ERR1913216.784218__1.784218	47678__R5U8D1__CGC64_17595
ERR1913216.784151__1.784151	28116__F7L8H9__BACOVA_00587
ERR1913216.784308__1.784308	1150298__A0A174KML4__hisK
ERR1913216.784386__1.784386	1262886__R6RCF6__BN563_00371
ERR1913216.785052__1.785052	46228__V8CA96__RUMLAC_01531
ERR1913216.784979__1.784979	544645__A0A1Y3W1B6__DXC42_01600
ERR1913216.784995__1.784995	46228__V8C5M9__HMPREF1202_01286
ERR1913216.785136__1.785136	823__A0A078SLK0__ERS852513_02755
ERR1913216.785348__1.785348	39492__D4MMN2__EUBSIR_00964
ERR1913216.785358__1.785358	358743__A0A0F0CF33__DWZ14_26395
ERR1913216.785596__1.785596	39491__A0A396FRK0__ERS852417_00541
ERR1913216.785677__1.785677	357276__A0A076IRV2__BACDOR_02822
ERR1913216.785950__1.785950	1262825__R5E0J0__BN724_01159
ERR1913216.786320__1.786320	2108523__A0A2P2F3V9__LAWASA_688
ERR1913216.786798__1.786798	454155__F3QXB7__HMPREF9442_02852
ERR1913216.787244__1.787244	291644__I9TDL9__HMPREF1532_01624
ERR1913216.787323__1.787323	291644__I8YWU4__HMPREF1532_01473
ERR1913216.787398__1.787398	1262889__R7H889__BN634_02048
ERR1913216.787399__1.787399	40518__R5DUU2__yvhJ_2
ERR1913216.787419__1.787419	357276__A0A076ISJ4__B5F95_19420
ERR1913216.787430__1.787430	357276__B6W1J2__BACDOR_03380
ERR1913216.787483__1.787483	384638__B7ASI3__BACPEC_02038
ERR1913216.787500__1.787500	39488__A0A174DBY3__DXD91_08835
ERR1913216.787624__1.787624	147206__GCF_000156215.1_01777
ERR1913216.787640__1.787640	39492__D4JSU6__dacB_3
ERR1913216.787758__1.787758	706562__GCA_900112995.1_01419
ERR1913216.788197__1.788197	28111__E5WVR8__NCTC11155_02792
ERR1913216.788438__1.788438	291644__I9SJB6__HMPREF1532_04086
ERR1913216.788900__1.788900	1262911__R6GMD8__BN557_01647
ERR1913216.789230__1.789230	1262911__R6H1D2__BN557_00855
ERR1913216.789286__1.789286	1628085__A0A2U1APD9__C7386_1551
ERR1913216.789341__1.789341	338188__A0A174ETX3__ERS852397_01955
ERR1913216.789367__1.789367	1262935__R5GDW5__BN773_01474
ERR1913216.789775__1.789775	357276__A0A076IYG1__B5F95_22465
ERR1913216.791442__1.791442	556259__I0PXW0__BSGG_5187
ERR1913216.791635__1.791635	28117__B0MXD0__ALIPUT_01669
ERR1913216.791991__1.791991	357276__I8WDF1__B5F00_02455
ERR1913216.792116__1.792116	357276__B6VVS0__HMPREF1064_03951
ERR1913216.792149__1.792149	204516__U6RH18__HMPREF1534_01847
ERR1913216.792315__1.792315	1262889__R7H889__BN634_02048
ERR1913216.792388__1.792388	1262935__R5GHS7__BN773_01245
ERR1913216.792568__1.792568	39492__A0A174ZHV5__msbA_2
ERR1913216.793047__1.793047	246787__A0A3D6AWM8__BACCELL_01963
ERR1913216.793093__1.793093	39492__D4JT75__EUBSIR_01776
ERR1913216.793077__1.793077	1262935__R5GRH6__BN773_01325
ERR1913216.793367__1.793367	823__A0A395YRX4__ERS852513_03444
ERR1913216.793673__1.793673	820__A7V092__hldE
ERR1913216.794048__1.794048	291644__I9I9V2__ERS852428_00583
ERR1913216.794197__1.794197	487174__R5EPJ7__HMPREF9448_00444
ERR1913216.794311__1.794311	821__A0A396F9T7__M097_3427
ERR1913216.794566__1.794566	487174__K0XES7__HMPREF9448_00566
ERR1913216.794608__1.794608	39492__D4JUL4__ERS852540_01381
ERR1913216.794677__1.794677	821__A0A396F9T7__M097_3427
ERR1913216.794694__1.794694	823__K6ACX1__ERS852513_00266
ERR1913216.795487__1.795487	552398__F4XCR9__HMPREF0866_01636
ERR1913216.796309__1.796309	39488__R5G6A7__DXD91_05835
ERR1913216.796340__1.796340	291644__I9T9Y0__HMPREF1071_01813
ERR1913216.796741__1.796741	291644__I9SWB4__HMPREF1071_03184
ERR1913216.796641__1.796641	454155__F3QXY1__HMPREF9442_03071
ERR1913216.798033__1.798033	1318__I1ZPN1__NCTC12854_02060
ERR1913216.798117__1.798117	357276__I8WDF1__B5F00_02455
ERR1913216.798458__1.798458	357276__I9QDB8__B5F95_08105
ERR1913216.798988__1.798988	1628085__A0A396Q5P9__C7386_10870
ERR1913216.798995__1.798995	39492__D4JT75__EUBSIR_01776
ERR1913216.799179__1.799179	204516__U6RDD8__HMPREF1534_02559
ERR1913216.799399__1.799399	357276__A0A0K2HDP3__IY41_00705
ERR1913216.799894__1.799894	39492__D4JRX7__EUBSIR_01480
ERR1913216.799895__1.799895	357276__I8WPR6__EL88_06675
ERR1913216.800180__1.800180	1262911__R6GPC5__BN557_00852
ERR1913216.800581__1.800581	116085__D4JBM5__DW747_01240
ERR1913216.800684__1.800684	1262911__R6GPC5__BN557_00852
ERR1913216.800975__1.800975	821__U6RDC2__DXD46_15675
ERR1913216.801358__1.801358	29361__B6FKH5__CLONEX_00621
ERR1913216.801359__1.801359	214856__R6Z186__ERS852447_00718
ERR1913216.801290__1.801290	1262958__R7GU98__BN645_01262
ERR1913216.801313__1.801313	823__A0A395YRX4__ERS852513_03444
ERR1913216.801581__1.801581	1262825__R5EER7__BN724_00148
ERR1913216.802113__1.802113	853__A0A2J4JL53__CRH10_10795
ERR1913216.802123__1.802123	1262825__R5E9U6__BN724_00394
ERR1913216.802197__1.802197	1262935__R5GH23__BN773_00804
ERR1913216.802589__1.802589	1262980__R5BMR8__BN814_00052
ERR1913216.802627__1.802627	357276__I8WEZ6__BACDOR_02323
ERR1913216.802707__1.802707	820__A0A1T4IY71__HMPREF2141_02402
ERR1913216.802750__1.802750	46506__S3YU07__AA415_02597
ERR1913216.802814__1.802814	1262935__R5GM63__BN773_00882
ERR1913216.802976__1.802976	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913216.803140__1.803140	28116__I9JM49__NCTC11153_01044
ERR1913216.803299__1.803299	28117__B0MWC6__BHV66_00965
ERR1913216.803400__1.803400	28118__F9Z9H9__DF785_03070
ERR1913216.803664__1.803664	454155__F3QY50__HMPREF9442_03142
ERR1913216.803590__1.803590	291644__I9HQ59__HMPREF1071_02479
ERR1913216.803830__1.803830	1262935__R5GU54__BN773_00232
ERR1913216.803871__1.803871	39491__C4Z9E9__T1815_12341
ERR1913216.804232__1.804232	28116__A0A1Y4PZ83__DHW41_02625
ERR1913216.804273__1.804273	1897011__A0A1Q6RH61__BHW41_01970
ERR1913216.804348__1.804348	166486__D4KYC3__ROSINTL182_05485
ERR1913216.804361__1.804361	2293125__A0A374BSW4__DW917_13420
ERR1913216.804611__1.804611	454154__G5STG0__HMPREF9441_02663
ERR1913216.804777__1.804777	1262935__R5GIS0__BN773_01547
ERR1913216.804968__1.804968	821__A0A174NVL6__NCTC10583_01782
ERR1913216.804985__1.804985	1262935__R5GGB1__BN773_00342
ERR1913216.805081__1.805081	291644__I9SJB6__HMPREF1532_04086
ERR1913216.805301__1.805301	357276__I9FTR0__HMPREF1065_02861
ERR1913216.805237__1.805237	28118__F9Z332__NCTC10826_03194
ERR1913216.805386__1.805386	1262988__R7N3G4__BN816_02057
ERR1913216.805881__1.805881	246787__A0A0P0GET5__AA416_04410
ERR1913216.805885__1.805885	371601__A0A3E4NKK5__B5E52_17685
ERR1913216.806066__1.806066	1160721__R6TGH1__BHW50_05060
ERR1913216.806069__1.806069	291644__I9SRU5__HMPREF1532_02538
ERR1913216.806198__1.806198	357276__B6W5Q7__DXD47_13945
ERR1913216.806350__1.806350	1262889__R7HDC3__BN634_00683
ERR1913216.806368__1.806368	165179__A0A174SA26__PREVCOP_05758
ERR1913216.806446__1.806446	820__A7VAR9__ERS852421_00197
ERR1913216.806821__1.806821	821__I9R3W6__DXC16_12455
ERR1913216.806914__1.806914	823__D7IKW8__DXD05_10310
ERR1913216.806989__1.806989	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913216.807139__1.807139	820__A0A139KHX1__HMPREF2141_00289
ERR1913216.807240__1.807240	46228__V8BQJ8__DXD17_00240
ERR1913216.807254__1.807254	291644__R5JCI3__HMPREF1532_04074
ERR1913216.807419__1.807419	1501391__GCA_000786575.1_00074
ERR1913216.807544__1.807544	166486__D4L1H3__sacC
ERR1913216.807603__1.807603	2293125__A0A374BSW4__DW917_13420
ERR1913216.808104__1.808104	410072__A0A174LWU8__ERS852481_03155
ERR1913216.808438__1.808438	239935__A0A2N8HT68__ADH72_00510
ERR1913216.808590__1.808590	291644__R5JEU7__HMPREF1532_03611
ERR1913216.808618__1.808618	487174__K0XQM6__HMPREF9448_00330
ERR1913216.808745__1.808745	357276__A0A076IXE0__HMPREF1064_04364
ERR1913216.809076__1.809076	28116__C3QSX8__SAMN05444282_101331
ERR1913216.809109__1.809109	39492__D4JX40__EUBSIR_00020
ERR1913216.809335__1.809335	821__E5UMZ6__BVU_1450
ERR1913216.809448__1.809448	35833__E5Y2U0__HMPREF0179_00454
ERR1913216.809560__1.809560	214856__R6YBX3__msbA_2
ERR1913216.809712__1.809712	33039__A0A173U9Q3__ERS852390_00518
ERR1913216.810260__1.810260	1262935__R5GH71__BN773_01017
ERR1913216.810401__1.810401	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913216.810874__1.810874	1262935__R5GH23__BN773_00804
ERR1913216.810946__1.810946	357276__E5UTL1__HMPREF1065_03551
ERR1913216.811008__1.811008	357276__D1JZM4__HMPREF1065_01278
ERR1913216.811033__1.811033	371601__A0A1Y4Q353__CW1_1747
ERR1913216.811102__1.811102	357276__A0A076J8M3__ABI39_13695
ERR1913216.811420__1.811420	487174__K0X1V7__DIT83_03020
ERR1913216.811598__1.811598	823__D0T9E4__DHW69_09115
ERR1913216.811745__1.811745	820__A7V092__hldE
ERR1913216.812059__1.812059	1501391__GCA_000786575.1_00081
ERR1913216.812224__1.812224	853__A0A2A7B9I6__DW855_13690
ERR1913216.812329__1.812329	572010__napA
ERR1913216.812373__1.812373	291644__I9TLE2__HMPREF1071_00556
ERR1913216.812542__1.812542	2293125__A0A374BSW4__DW917_13420
ERR1913216.812585__1.812585	821__A0A174NVL6__NCTC10583_01782
ERR1913216.812820__1.812820	357276__A0A0M1W657__HMPREF1064_04629
ERR1913216.813196__1.813196	28118__F9ZCH4__kfoC_2
ERR1913216.813274__1.813274	823__A0A395YVY3__ERS852513_03204
ERR1913216.813321__1.813321	1262958__R7H1C4__BN645_01922
ERR1913216.813381__1.813381	357276__A0A076IYE6__IY41_04275
ERR1913216.813548__1.813548	28118__F9Z7P4__B5F99_17665
ERR1913216.813574__1.813574	28116__I9T1P7__BACOV975_02228
ERR1913216.813695__1.813695	76489__A0A1E8EUC5__CLOACE_23150
ERR1913216.813843__1.813843	113107__E7SB32__HMPREF9961_1317
ERR1913216.813888__1.813888	47678__A5ZBL9__C5Z00_18710
ERR1913216.813986__1.813986	28111__E5X205__NCTC11155_00661
ERR1913216.814026__1.814026	745368__A0A1T4XHM8__SAMN02745178_01848
ERR1913216.814232__1.814232	552398__F4XCQ4__HMPREF0866_01621
ERR1913216.814243__1.814243	1262935__R5GEN3__BN773_01757
ERR1913216.814432__1.814432	418240__A0A174T5R0__yehU_2
ERR1913216.814560__1.814560	204516__U6RFV1__HMPREF1534_02560
ERR1913216.814627__1.814627	1501332__G9WWX5__HMPREF9624_01349
ERR1913216.814636__1.814636	357276__A0A076J8M3__ABI39_13695
ERR1913216.814717__1.814717	1262935__R5GIL8__BN773_01483
ERR1913216.814763__1.814763	823__A0A395YRX4__ERS852513_03444
ERR1913216.814823__1.814823	28117__B0MYI9__BHV66_05415
ERR1913216.814831__1.814831	291644__R5JUW8__wecA_3
ERR1913216.814868__1.814868	1262958__R7GQW9__BN645_00913
ERR1913216.814875__1.814875	820__A7UYX8__DXD40_11635
ERR1913216.815173__1.815173	821__A0A0P0M2J4__DXD46_10295
ERR1913216.815206__1.815206	204516__U6RDD8__HMPREF1534_02559
ERR1913216.815449__1.815449	28111__E5WXQ8__NCTC11155_03183
ERR1913216.815759__1.815759	47678__R5U7T0__CGC64_00755
ERR1913216.815859__1.815859	487174__K0XES7__HMPREF9448_00566
ERR1913216.815862__1.815862	821__E5UY21__C800_02204
ERR1913216.815892__1.815892	1150298__A0A174R4D7__tmpC_2
ERR1913216.815935__1.815935	544644__GCA_001915615.1_02250
ERR1913216.815926__1.815926	39492__D4JWA3__ERS852540_01332
ERR1913216.815961__1.815961	28117__B0MXX3__BHV66_07695
ERR1913216.816017__1.816017	204516__U6RFV1__HMPREF1534_02560
ERR1913216.816070__1.816070	1628085__A0A2U1B3Y8__C7386_12130
ERR1913216.816129__1.816129	357276__A0A076J726__IY41_15030
ERR1913216.816114__1.816114	1862668__GCA_001945525.1_00025
ERR1913216.816419__1.816419	246787__A0A3D6AZX0__BACCELL_00122
ERR1913216.816917__1.816917	291644__I9SRU5__HMPREF1532_02538
ERR1913216.817335__1.817335	39491__A0A3E4YFT8__DXB69_10940
ERR1913216.817475__1.817475	1262935__R5GF26__BN773_01700
ERR1913216.817611__1.817611	39491__A0A396FMT0__EUBREC_3020
ERR1913216.817728__1.817728	28118__F9Z408__NCTC10826_01194
ERR1913216.817885__1.817885	46228__B5CLE1__HMPREF1202_01861
ERR1913216.818072__1.818072	2293125__A0A374C671__DW917_09135
ERR1913216.818597__1.818597	291644__R5JDR3__HMPREF1071_02272
ERR1913216.818691__1.818691	46228__V8C5T7__DXD17_10485
ERR1913216.819088__1.819088	28111__R5K5Y0__NCTC11155_03071
ERR1913216.819312__1.819312	1262889__R7H927__BN634_00660
ERR1913216.819360__1.819360	47678__R5U6B9__BACCAC_01372
ERR1913216.819621__1.819621	165179__A0A3E5E920__DXB80_11625
ERR1913216.819632__1.819632	357276__I8WAB8__B5F00_08100
ERR1913216.819693__1.819693	1897011__A0A1Q6RH58__BHW41_01950
ERR1913216.819861__1.819861	487174__K0WTV8__DIT83_04385
ERR1913216.819972__1.819972	821__A0A174NSU0__BVU_3144
ERR1913216.820392__1.820392	46228__V8BL46__HMPREF1202_02714
ERR1913216.820531__1.820531	458033__GCA_001482755.1_02203
ERR1913216.820651__1.820651	1262886__R6QHD5__BN563_00547
ERR1913216.820939__1.820939	28111__E5WWI4__HMPREF1016_01032
ERR1913216.821088__1.821088	1262889__R7H889__BN634_02048
ERR1913216.821151__1.821151	454155__F3QUP7__HMPREF9442_01920
ERR1913216.821172__1.821172	820__A0A3E4RU03__M093_0563
ERR1913216.821245__1.821245	1262935__R5GT62__BN773_01738
ERR1913216.821471__1.821471	487174__K0WRR5__DDY40_06130
ERR1913216.821533__1.821533	28116__A0A1Y4PHM7__DXA80_25130
ERR1913216.821701__1.821701	357276__A0A0M1W4C0__DXD47_07095
ERR1913216.821718__1.821718	39491__A0A395V1Y4__DXB99_08035
ERR1913216.821768__1.821768	1262935__R5GK32__BN773_00174
ERR1913216.822082__1.822082	47678__R5UZM4__DW706_15680
ERR1913216.822142__1.822142	1262935__R5GQL0__BN773_00002
ERR1913216.822188__1.822188	1262988__R7N3I4__BN816_01805
ERR1913216.822212__1.822212	39488__A0A374N0M3__EUBHAL_02860
ERR1913216.822969__1.822969	821__A0A396F1N0__M099_1553
ERR1913216.823061__1.823061	487174__R5FN40__HMPREF9448_01366
ERR1913216.823067__1.823067	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913216.823129__1.823129	39492__A0A174Z2N0__EUBSIR_01615
ERR1913216.823144__1.823144	1262736__R5Y314__BN496_01681
ERR1913216.823223__1.823223	301301__G2T207__cph2_5
