ERR1913252.674__1.674	1262924__R7HST1__BN585_00215
ERR1913252.1942948__1.1942948	626929__F3PIN4__SAMN05444376_2010
ERR1913252.1943265__1.1943265	454154__G5SVM9__HMPREF9441_03446
ERR1913252.1943515__1.1943515	28118__F9ZAB2__SAMEA44545918_01079
ERR1913252.1943641__1.1943641	821__A0A396EVC9__DXB90_03525
ERR1913252.1943992__1.1943992	39496__A5Z776__EUBVEN_01559
ERR1913252.1944041__1.1944041	1262930__R5ZV69__BN693_01268
ERR1913252.1944048__1.1944048	1262930__R6A468__BN693_01366
ERR1913252.1944195__1.1944195	166486__D4KUE6__ROSINTL182_08604
ERR1913252.1944255__1.1944255	357276__B6W5Q9__HMPREF1063_03125
ERR1913252.1944423__1.1944423	853__A0A173RZ39__C4N22_01650
ERR1913252.1944665__1.1944665	2293125__A0A374CCM7__DW917_05375
ERR1913252.1944623__1.1944623	166486__A0A173V5I7__ERS852572_02640
ERR1913252.1944824__1.1944824	310298__B3JPR1__BACCOP_03861
ERR1913252.1944828__1.1944828	649756__D4MZI8__ERS852387_00933
ERR1913252.1944852__1.1944852	357276__D1JYA0__EL88_06560
ERR1913252.1945135__1.1945135	487174__R5F4K8__HMPREF9448_01532
ERR1913252.1945168__1.1945168	820__A0A174F0C1__nreB
ERR1913252.1945250__1.1945250	649756__A0A1Q2C724__CL2_20160
ERR1913252.1945293__1.1945293	1550024__G9RPC6__TQ39_05630
ERR1913252.1945451__1.1945451	853__A8SB03__C4Q21_07960
ERR1913252.1945542__1.1945542	820__A0A3E4WA06__ERS852554_03404
ERR1913252.1945625__1.1945625	2293125__A0A374BN09__DW917_16245
ERR1913252.1945795__1.1945795	165179__A0A3E5A5E5__DXC61_13965
ERR1913252.1945914__1.1945914	1262924__R7HU74__BN585_00690
ERR1913252.1946047__1.1946047	165179__A0A229I2W6__PREVCOP_04332
ERR1913252.1946101__1.1946101	1262930__R5ZZ59__BN693_01578
ERR1913252.1946102__1.1946102	39491__R6TQ09__DXC13_03010
ERR1913252.1946271__1.1946271	2293125__A0A374BUM7__DW917_12980
ERR1913252.1946780__1.1946780	47678__R5UMP1__CGC64_03365
ERR1913252.1947221__1.1947221	46506__S3YVT5__BACSTE_02352
ERR1913252.1947308__1.1947308	310298__B3JQJ5__BACCOP_04231
ERR1913252.1947366__1.1947366	310298__B3JK99__BACCOP_02328
ERR1913252.1947371__1.1947371	821__A0A174V2F3__NCTC10583_01474
ERR1913252.1947416__1.1947416	853__A0A2J4JL53__CRH10_10795
ERR1913252.1947515__1.1947515	357276__B6W1Y1__BSEG_03960
ERR1913252.1947573__1.1947573	28052__R7NCE0__ERS852499_00449
ERR1913252.1947941__1.1947941	487174__K0X522__DDY40_12660
ERR1913252.1948085__1.1948085	410072__A0A3E4GRE0__DXD67_07105
ERR1913252.1948321__1.1948321	853__A0A2A7A4A9__C4N21_14870
ERR1913252.1948526__1.1948526	1150298__R7JRU1__degA_3
ERR1913252.1948586__1.1948586	823__A0A355XJ56__DDY96_07685
ERR1913252.1948678__1.1948678	1735__B7C799__EUBIFOR_00046
ERR1913252.1948800__1.1948800	360807__A0A0M6WEL6__RIL183_13901
ERR1913252.1948840__1.1948840	165179__D1PGU8__PREVCOP_06463
ERR1913252.1949493__1.1949493	166486__D4L346__ROSINTL182_06263
ERR1913252.1949535__1.1949535	310298__B3JNH3__BACCOP_03486
ERR1913252.1950197__1.1950197	166486__D4KYC3__ROSINTL182_05485
ERR1913252.1950258__1.1950258	1262948__R7E7C6__BN671_01765
ERR1913252.1950308__1.1950308	821__A0A395VIK7__BVU_1225
ERR1913252.1950317__1.1950317	165179__D1PCL6__DXB80_13435
ERR1913252.1950460__1.1950460	39486__B0G1Y1__DXD82_09465
ERR1913252.1950609__1.1950609	487174__R5EPJ7__HMPREF9448_00444
ERR1913252.1950837__1.1950837	1262948__R7EES8__BN671_00717
ERR1913252.1950898__1.1950898	218538__C9LR41__GCWU000321_00309
ERR1913252.1950947__1.1950947	1150298__A0A174SLE6__mlc_1
ERR1913252.1950956__1.1950956	357276__I8WAB8__B5F00_08100
ERR1913252.1951089__1.1951089	487174__K0WZN5__HMPREF9448_01108
ERR1913252.1951266__1.1951266	357276__I8WAB8__B5F00_08100
ERR1913252.1951311__1.1951311	818__A0A3E5HGN6__Btheta7330_00798
ERR1913252.1951414__1.1951414	820__R9HP61__DXC91_01090
ERR1913252.1951645__1.1951645	1150298__R7JUX4__ERS852535_02669
ERR1913252.1951758__1.1951758	2293125__A0A374BUM7__DW917_12980
ERR1913252.1951794__1.1951794	1628085__A0A2U1BHQ4__C7386_101458
ERR1913252.1951963__1.1951963	1262992__R5CZ75__BN795_01422
ERR1913252.1951909__1.1951909	165179__A0A229I4J4__proA
ERR1913252.1952148__1.1952148	357276__B6W5Q9__HMPREF1063_03125
ERR1913252.1952223__1.1952223	1262924__R7HSV7__BN585_00245
ERR1913252.1952274__1.1952274	1262930__R6AS47__BN693_01577
ERR1913252.1952460__1.1952460	2293125__A0A374BUM7__DW917_12980
ERR1913252.1952617__1.1952617	39496__A5Z8T3__EUBVEN_02125
ERR1913252.1952587__1.1952587	33039__D4M4L7__ripA
ERR1913252.1952760__1.1952760	165179__A0A3E5DY64__CFT61_10025
ERR1913252.1953040__1.1953040	357276__A0A076IYG1__B5F95_22465
ERR1913252.1953120__1.1953120	1735__B7C934__EUBIFOR_00691
ERR1913252.1953226__1.1953226	301301__A0A395VBI2__RHOM_00545
ERR1913252.1953289__1.1953289	46503__R6WX12__DXB85_11560
ERR1913252.1953337__1.1953337	823__A0A173UDF6__CEQ22_003270
ERR1913252.1953485__1.1953485	884684__GCA_002892425.1_01408
ERR1913252.1953761__1.1953761	33039__D4M281__ERS852530_00073
ERR1913252.1953944__1.1953944	1262924__R7HPX8__BN585_00310
ERR1913252.1953979__1.1953979	1262739__R6MRD4__BN659_02013
ERR1913252.1954133__1.1954133	165179__D1PCL6__DXB80_13435
ERR1913252.1954183__1.1954183	165179__D1PCL6__DXB80_13435
ERR1913252.1954279__1.1954279	410072__A0A173YQW3__dtpT_1
ERR1913252.1954284__1.1954284	165179__R6PNJ9__PREVCOP_04730
ERR1913252.1954350__1.1954350	2293125__A0A374C0L7__DW917_11510
ERR1913252.1954408__1.1954408	46503__A7AG59__ERS852463_00349
ERR1913252.1954417__1.1954417	820__A0A139KHD8__ERS417307_00569
ERR1913252.1954438__1.1954438	487174__R5F3K6__DDY40_04230
ERR1913252.1954490__1.1954490	487174__K0WZA7__DDY40_11890
ERR1913252.1954514__1.1954514	821__A0A174NSU0__BVU_3144
ERR1913252.1954566__1.1954566	853__A0A173T6P2__DWZ46_14595
ERR1913252.1954693__1.1954693	357276__I9QBT7__BSEG_03340
ERR1913252.1954777__1.1954777	1735__B7CDA5__EUBIFOR_02186
ERR1913252.1954794__1.1954794	2293125__A0A374CBD1__DW917_06995
ERR1913252.1954860__1.1954860	821__A0A396F598__CUU_3259
ERR1913252.1955092__1.1955092	360807__C0FZM4__RIL183_06871
ERR1913252.1955103__1.1955103	1262930__R6A1N0__BN693_00917
ERR1913252.1955314__1.1955314	821__R7P1Q7__M099_2990
ERR1913252.1955430__1.1955430	821__A0A174NSU0__BVU_3144
ERR1913252.1955502__1.1955502	821__A0A173WG51__BVU_2549
ERR1913252.1955640__1.1955640	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.1955900__1.1955900	39491__A0A396FNY7__LD38_16155
ERR1913252.1955926__1.1955926	818__A0A3E5GY47__SAMN02910322_02002
ERR1913252.1955973__1.1955973	820__A0A174F696__macB_13
ERR1913252.1956288__1.1956288	28111__B0NT39__NCTC11155_02876
ERR1913252.1956325__1.1956325	1150298__A0A174I2L4__ERS852535_01377
ERR1913252.1956495__1.1956495	46503__R6WTW1__NCTC13052_03440
ERR1913252.1956581__1.1956581	165179__D1PEQ5__PREVCOP_05711
ERR1913252.1956717__1.1956717	487174__K0WZN5__HMPREF9448_01108
ERR1913252.1956699__1.1956699	820__A7V9F9__B5G17_14640
ERR1913252.1956922__1.1956922	1262930__R6A1N0__BN693_00917
ERR1913252.1957080__1.1957080	818__A0A3E5HEU1__NCTC10582_02468
ERR1913252.1957478__1.1957478	165179__A0A3E5AER8__DXB80_07075
ERR1913252.1957633__1.1957633	387090__S0F7Y3__BACCOPRO_02028
ERR1913252.1957675__1.1957675	2293125__A0A374C8A8__DW917_07550
ERR1913252.1957704__1.1957704	821__A0A395VIK7__BVU_1225
ERR1913252.1957678__1.1957678	310298__B3JK99__BACCOP_02328
ERR1913252.1957903__1.1957903	310298__B3JPR1__BACCOP_03861
ERR1913252.1958057__1.1958057	853__D4JY61__C4N21_10560
ERR1913252.1958132__1.1958132	1262948__R7EDH6__BN671_00137
ERR1913252.1958347__1.1958347	1262992__R5D303__BN795_01389
ERR1913252.1958441__1.1958441	39488__A0A285PP79__murD
ERR1913252.1958673__1.1958673	1262930__R6AYK2__BN693_00543
ERR1913252.1958662__1.1958662	2293125__A0A374BSW4__DW917_13420
ERR1913252.1958691__1.1958691	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.1958732__1.1958732	39496__A5Z5I2__EUBVEN_00963
ERR1913252.1958948__1.1958948	166486__D4L082__yicI_5
ERR1913252.1959201__1.1959201	1262948__R7E9E1__BN671_00103
ERR1913252.1959284__1.1959284	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913252.1959312__1.1959312	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.1959314__1.1959314	166486__R6AY46__ROSINTL182_06128
ERR1913252.1959562__1.1959562	853__A0A173YYY4__DWZ04_09420
ERR1913252.1959630__1.1959630	1262930__R6AUX8__BN693_00160
ERR1913252.1959704__1.1959704	357276__A0A076INK2__BSEG_04225
ERR1913252.1959815__1.1959815	626933__H1DGX0__HMPREF9449_01506
ERR1913252.1959944__1.1959944	166486__D4L082__yicI_5
ERR1913252.1959979__1.1959979	1262948__R7E9U5__BN671_02041
ERR1913252.1959988__1.1959988	165179__D1PHC0__PREVCOP_06640
ERR1913252.1960180__1.1960180	357276__A0A0M1VZP2__IY41_00605
ERR1913252.1960284__1.1960284	28111__R5K222__bglX_7
ERR1913252.1960508__1.1960508	818__A0A174SHK6__ERS852511_01161
ERR1913252.1960490__1.1960490	46506__R6AEZ1__BACSTE_01801
ERR1913252.1960676__1.1960676	1262924__R7HUI3__BN585_00815
ERR1913252.1960712__1.1960712	310298__B3JQJ5__BACCOP_04231
ERR1913252.1960857__1.1960857	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.1960899__1.1960899	1262924__R7HMZ4__BN585_01629
ERR1913252.1961105__1.1961105	821__I9R3W6__DXC16_12455
ERR1913252.1961259__1.1961259	310298__B3JQJ5__BACCOP_04231
ERR1913252.1961386__1.1961386	33025__A0A395J9Q9__C8D73_11126
ERR1913252.1961394__1.1961394	410072__C0BBT6__DXD67_02315
ERR1913252.1961798__1.1961798	310298__B3JNH3__BACCOP_03486
ERR1913252.1961816__1.1961816	310298__B3JFH4__BACCOP_00624
ERR1913252.1961867__1.1961867	821__A0A174WBC9__ERS852556_03145
ERR1913252.1962054__1.1962054	46506__R6AEM4__DXC41_06545
ERR1913252.1962276__1.1962276	310298__B3JMG0__BACCOP_03099
ERR1913252.1962306__1.1962306	1262924__R7HSV7__BN585_00245
ERR1913252.1962562__1.1962562	820__R9I3Q7__HMPREF1072_01668
ERR1913252.1962651__1.1962651	357276__A0A076J8D4__HMPREF1064_00553
ERR1913252.1962825__1.1962825	204516__U6R9H3__HMPREF1534_03348
ERR1913252.1962945__1.1962945	33039__D4M1A4__ERS852502_00742
ERR1913252.1962998__1.1962998	28118__F9Z408__NCTC10826_01194
ERR1913252.1963243__1.1963243	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.1963364__1.1963364	357276__B6W1Y1__BSEG_03960
ERR1913252.1963472__1.1963472	1262739__R6MRD4__BN659_02013
ERR1913252.1963532__1.1963532	853__D4JY61__C4N21_10560
ERR1913252.1963735__1.1963735	626929__F3PLK2__B5F97_09745
ERR1913252.1963800__1.1963800	2293125__A0A374BUM7__DW917_12980
ERR1913252.1963959__1.1963959	2293125__A0A374BSW4__DW917_13420
ERR1913252.1963998__1.1963998	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913252.1964034__1.1964034	310298__B3JMG0__BACCOP_03099
ERR1913252.1964105__1.1964105	1262924__R7HNZ2__BN585_02017
ERR1913252.1964445__1.1964445	1262924__R7HTK4__BN585_00496
ERR1913252.1964641__1.1964641	39491__A0A395ZBQ4__cph2_2
ERR1913252.1964706__1.1964706	357276__D1JZM4__HMPREF1065_01278
ERR1913252.1964824__1.1964824	39488__A0A374N0M3__EUBHAL_02860
ERR1913252.1964880__1.1964880	487174__K0XLV6__DIT83_00940
ERR1913252.1964894__1.1964894	853__A0A173YYY4__DWZ04_09420
ERR1913252.1964925__1.1964925	33039__D4M325__ERS852390_01663
ERR1913252.1965174__1.1965174	1262911__R6GSH8__BN557_00939
ERR1913252.1965763__1.1965763	1262924__R7HRE7__BN585_00055
ERR1913252.1965909__1.1965909	165179__D1PGU8__PREVCOP_06463
ERR1913252.1966049__1.1966049	39491__A0A395ZG74__licR
ERR1913252.1966051__1.1966051	1628085__A0A2U1BHQ4__C7386_101458
ERR1913252.1966194__1.1966194	820__A0A3E4VXP2__yesR
ERR1913252.1966400__1.1966400	1262992__R5CWT5__BN795_00747
ERR1913252.1966481__1.1966481	39488__A0A173RXS4__ribF
ERR1913252.1966638__1.1966638	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.1966649__1.1966649	39488__A0A173T8Z7__hemZ_2
ERR1913252.1966745__1.1966745	818__A0A0P0FBI1__NCTC10582_00163
ERR1913252.1966836__1.1966836	39488__A0A374NJP4__DXD91_10845
ERR1913252.1966877__1.1966877	2293125__A0A374BMK9__DW917_16190
ERR1913252.1966956__1.1966956	820__A0A139K1Y6__DXB48_02610
ERR1913252.1966970__1.1966970	820__A0A396EUV1__B5G17_06465
ERR1913252.1967093__1.1967093	487174__K0WXI5__DDY40_07185
ERR1913252.1967112__1.1967112	357276__A0A076IR37__DXD47_07890
ERR1913252.1967399__1.1967399	2293125__A0A374BN09__DW917_16245
ERR1913252.1967429__1.1967429	1262992__R5D952__BN795_00714
ERR1913252.1967630__1.1967630	821__A0A0P0L952__M097_4235
ERR1913252.1967636__1.1967636	310298__B3JFS5__BACCOP_00726
ERR1913252.1967811__1.1967811	165179__D1PGU8__PREVCOP_06463
ERR1913252.1968069__1.1968069	821__A0A174MBW9__SAMN04487923_10272
ERR1913252.1968102__1.1968102	360807__A0A173VDL4__dosC_2
ERR1913252.1968237__1.1968237	2293125__A0A374BUM7__DW917_12980
ERR1913252.1968292__1.1968292	46503__R6Y8M7__ERS852463_01228
ERR1913252.1968311__1.1968311	410072__A0A173ZG02__ERS852574_01061
ERR1913252.1968351__1.1968351	821__A0A395UNT8__DXD64_15275
ERR1913252.1968369__1.1968369	28118__R6F2P2__NCTC10826_02131
ERR1913252.1968403__1.1968403	310298__B3JQ37__BACCOP_04069
ERR1913252.1968476__1.1968476	2293125__A0A374BSW4__DW917_13420
ERR1913252.1968551__1.1968551	818__A0A1H7S810__BJP75_003270
ERR1913252.1968798__1.1968798	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.1968812__1.1968812	410072__A0A174QU55__luxQ
ERR1913252.1968893__1.1968893	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913252.1968901__1.1968901	33039__D4M5E1__ERS852577_03873
ERR1913252.1969157__1.1969157	820__A0A374MMF0__HMPREF1073_03811
ERR1913252.1969265__1.1969265	39491__A0A395V0E5__ERE_31370
ERR1913252.1969416__1.1969416	165179__A0A3E5ED28__PREVCOP_06655
ERR1913252.1969461__1.1969461	818__Q8A5L9__BJP75_000955
ERR1913252.1969640__1.1969640	357276__I9R4T1__IY41_06800
ERR1913252.1969607__1.1969607	357276__A0A1Y3Z6X3__GV66_07715
ERR1913252.1969655__1.1969655	1735__B7CAS0__EUBIFOR_01291
ERR1913252.1969817__1.1969817	884684__GCA_002892425.1_00077
ERR1913252.1969983__1.1969983	357276__A0A076ISJ4__B5F95_19420
ERR1913252.1970064__1.1970064	823__A0A355XN73__DXC05_07000
ERR1913252.1970220__1.1970220	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.1970285__1.1970285	1262930__R6A0L1__BN693_02245
ERR1913252.1970463__1.1970463	165179__D1PDF6__DXB80_12430
ERR1913252.1970557__1.1970557	2293125__A0A374BN09__DW917_16245
ERR1913252.1970845__1.1970845	1262992__R5DBE5__BN795_01410
ERR1913252.1971367__1.1971367	165179__A0A229I3Z6__PREVCOP_03666
ERR1913252.1971466__1.1971466	410072__A0A174JCL9__tee6
ERR1913252.1971931__1.1971931	360807__A0A173XR05__RIL183_10401
ERR1913252.1971938__1.1971938	165179__R6B8D8__DXC61_09245
ERR1913252.1971942__1.1971942	166486__D4KPQ7__ROSINTL182_09065
ERR1913252.1971963__1.1971963	821__A0A397WGD6__M098_0084
ERR1913252.1971992__1.1971992	28052__A0A174H9I6__ERS852451_00172
ERR1913252.1972069__1.1972069	821__A0A395US34__C5Z04_18975
ERR1913252.1972145__1.1972145	1263044__GCA_000433375.1_00023
ERR1913252.1972656__1.1972656	1262739__R6M9P7__BN659_01903
ERR1913252.1972717__1.1972717	1735__B7CEC3__EUBIFOR_02567
ERR1913252.1972838__1.1972838	1735__B7CDQ5__EUBIFOR_02338
ERR1913252.1972950__1.1972950	2293125__A0A374BUM7__DW917_12980
ERR1913252.1973100__1.1973100	357276__I8VLL2__HMPREF1065_03395
ERR1913252.1973146__1.1973146	821__R9HFW2__DXD01_00365
ERR1913252.1973157__1.1973157	357276__A0A076IS73__GV66_00410
ERR1913252.1973233__1.1973233	1099853__R7DGD2__NSB1T_01240
ERR1913252.1973336__1.1973336	1628085__A0A374VUI1__C7386_11920
ERR1913252.1973684__1.1973684	2293125__A0A374BN09__DW917_16245
ERR1913252.1973804__1.1973804	626932__G5H871__HMPREF9450_01131
ERR1913252.1973952__1.1973952	1099853__G9S8I7__NSB1T_12985
ERR1913252.1974013__1.1974013	820__A0A374QGD2__ERS852421_02382
ERR1913252.1974177__1.1974177	39488__C0EY66__prkC_1
ERR1913252.1974293__1.1974293	2293125__A0A374BSW4__DW917_13420
ERR1913252.1974381__1.1974381	46503__K5ZBF7__DD461_15285
ERR1913252.1974386__1.1974386	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.1974586__1.1974586	357276__A0A076IKP7__BACDOR_04239
ERR1913252.1974793__1.1974793	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913252.1974865__1.1974865	649756__D4MV03__ERS852425_01248
ERR1913252.1975502__1.1975502	357276__A0A076IYG1__B5F95_22465
ERR1913252.1975953__1.1975953	39488__A0A173YJL3__EUBHAL_01681
ERR1913252.1976077__1.1976077	1262930__R6A2Q0__BN693_00487
ERR1913252.1976128__1.1976128	821__A0A173XDD3__DXB82_17180
ERR1913252.1976216__1.1976216	165179__A0A3E5AER8__DXB80_07075
ERR1913252.1976226__1.1976226	310298__B3JQJ5__BACCOP_04231
ERR1913252.1976277__1.1976277	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.1976620__1.1976620	165179__D1PAV8__DXB80_13055
ERR1913252.1976795__1.1976795	218538__C9LQ77__GCWU000321_01709
ERR1913252.1976800__1.1976800	301301__A0A395V714__evgS
ERR1913252.1976886__1.1976886	39486__G1WQ06__DXD84_02875
ERR1913252.1976972__1.1976972	357276__I9R1V6__DXD47_04125
ERR1913252.1976937__1.1976937	820__A0A3E4VZY4__ERS852554_01211
ERR1913252.1976974__1.1976974	2293125__A0A374BUM7__DW917_12980
ERR1913252.1977006__1.1977006	357276__I9FGI3__EL88_12385
ERR1913252.1977038__1.1977038	1262930__R6A775__BN693_00822
ERR1913252.1977286__1.1977286	1262930__R6A0F8__BN693_00680
ERR1913252.1977486__1.1977486	165179__D1PCL6__DXB80_13435
ERR1913252.1977561__1.1977561	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.1977631__1.1977631	2293125__A0A374CJ42__DW917_03305
ERR1913252.1978118__1.1978118	165179__D1PCL6__DXB80_13435
ERR1913252.1978246__1.1978246	2293125__A0A374BUM7__DW917_12980
ERR1913252.1978327__1.1978327	1262992__R5D6J2__BN795_00288
ERR1913252.1978373__1.1978373	1735__A0A395WAL9__EUBIFOR_01618
ERR1913252.1978528__1.1978528	116085__D4J7I3__DW747_10245
ERR1913252.1978553__1.1978553	39488__A0A173URJ8__misCB
ERR1913252.1978585__1.1978585	821__A0A396F9T7__M097_3427
ERR1913252.1978904__1.1978904	357276__A0A076IN30__DXD47_09350
ERR1913252.1978981__1.1978981	166486__D4KNM9__ERS852572_00072
ERR1913252.1979068__1.1979068	357276__I9G0T7__BACDOR_04266
ERR1913252.1979202__1.1979202	310298__B3JQJ5__BACCOP_04231
ERR1913252.1979260__1.1979260	1099853__G9S6N8__NSB1T_13280
ERR1913252.1979274__1.1979274	2293125__A0A374CJ42__DW917_03305
ERR1913252.1979438__1.1979438	39491__A0A395ZDC6__addB
ERR1913252.1979606__1.1979606	165179__D1PHC0__PREVCOP_06640
ERR1913252.1979589__1.1979589	166486__D4KZW9__degS
ERR1913252.1979650__1.1979650	28118__F9Z857__DER54_07670
ERR1913252.1979733__1.1979733	88431__A6BG03__ERS852408_01790
ERR1913252.1979998__1.1979998	166486__D4KW38__ERS852572_02341
ERR1913252.1979986__1.1979986	28116__A0A1G8H1M8__DXF98_11065
ERR1913252.1980080__1.1980080	165179__A0A3E5EAM5__DXC61_07785
ERR1913252.1980204__1.1980204	29361__B6FRT6__CLONEX_02860
ERR1913252.1980270__1.1980270	2293125__A0A374BUM7__DW917_12980
ERR1913252.1980322__1.1980322	818__R7KZF1__C5Z03_07410
ERR1913252.1980308__1.1980308	28118__F9Z4U0__B5F99_17595
ERR1913252.1980335__1.1980335	820__A0A174FUG6__DXC91_11265
ERR1913252.1980338__1.1980338	410072__A0A174LAX8__DXD67_10655
ERR1913252.1980505__1.1980505	1262911__R6GSH8__BN557_00939
ERR1913252.1980657__1.1980657	1150298__R7JTX5__ERS852535_01291
ERR1913252.1980652__1.1980652	410072__C0B9A1__COPCOM_01727
ERR1913252.1980739__1.1980739	39488__A0A173U8N3__yhbU_1
ERR1913252.1980776__1.1980776	166486__C7GAX1__ERS852572_03188
ERR1913252.1980884__1.1980884	166486__D4KZ24__ROSINTL182_05766
ERR1913252.1981218__1.1981218	33039__R6P0F1__ERS852424_02256
ERR1913252.1981243__1.1981243	818__R6VB25__BSIG_5053
ERR1913252.1981254__1.1981254	487174__K0WZP2__DDY40_04000
ERR1913252.1981351__1.1981351	39488__C0EXY6__ltaS1_2
ERR1913252.1981381__1.1981381	39488__R6GBC5__DXD91_06450
ERR1913252.1981458__1.1981458	28132__D9RV83__HMPREF0660_00835
ERR1913252.1981545__1.1981545	46503__R6X6Y1__DCY29_15600
ERR1913252.1981773__1.1981773	33039__A0A173W0K9__ERS852502_02246
ERR1913252.1982202__1.1982202	33039__A0A173U4W1__ERS852502_00464
ERR1913252.1982342__1.1982342	46503__R6WX12__DXB85_11560
ERR1913252.1982319__1.1982319	1099853__R7DEQ7__NSB1T_12415
ERR1913252.1982433__1.1982433	853__A0A174C5M1__CGS58_04460
ERR1913252.1982524__1.1982524	310298__B3JM32__BACCOP_00571
ERR1913252.1982915__1.1982915	310298__B3JQJ5__BACCOP_04231
ERR1913252.1983021__1.1983021	1262930__R6AES4__BN693_02093
ERR1913252.1983067__1.1983067	165179__A0A3E5AHY4__CFT61_07675
ERR1913252.1983137__1.1983137	853__C7H7F5__DWZ46_01780
ERR1913252.1983255__1.1983255	1263044__GCA_000433375.1_03385
ERR1913252.1983289__1.1983289	165179__R6PU83__CFT61_14275
ERR1913252.1983295__1.1983295	310298__B3JQJ5__BACCOP_04231
ERR1913252.1983325__1.1983325	1262924__R7HQK6__BN585_00186
ERR1913252.1983381__1.1983381	39488__A0A173V5H8__appA
ERR1913252.1983384__1.1983384	28111__E5X0Y0__HMPREF1016_02598
ERR1913252.1983522__1.1983522	820__A0A3E4W4Y7__B5G17_02055
ERR1913252.1983548__1.1983548	1262930__R6AQM8__BN693_01323
ERR1913252.1983581__1.1983581	853__A0A173RZ39__C4N22_01650
ERR1913252.1983601__1.1983601	46503__R6WRM8__HMPREF1060_03046
ERR1913252.1983667__1.1983667	2293125__A0A374CJ42__DW917_03305
ERR1913252.1983884__1.1983884	1150298__A0A174I2L4__ERS852535_01377
ERR1913252.1983897__1.1983897	1262930__R6AXR1__BN693_00352
ERR1913252.1983918__1.1983918	820__A0A3E4VXP2__yesR
ERR1913252.1983982__1.1983982	487174__K0X028__DIT83_00950
ERR1913252.1983991__1.1983991	1099853__U5C500__NSB1T_05700
ERR1913252.1984443__1.1984443	410072__A0A3E4GPS4__tagA
ERR1913252.1984430__1.1984430	1150298__A0A174KW35__cbbX
ERR1913252.1984640__1.1984640	165179__R6XLJ7__CFT61_06250
ERR1913252.1984793__1.1984793	818__A0A0P0FT56__BSIG_1453
ERR1913252.1984850__1.1984850	78257__A0A087CUE0__BSAE_1156
ERR1913252.1984944__1.1984944	166486__D4KV78__aroA
ERR1913252.1985026__1.1985026	28116__A7LS02__DXF98_24100
ERR1913252.1985070__1.1985070	310298__B3JK99__BACCOP_02328
ERR1913252.1985224__1.1985224	165179__A0A174UTZ7__DXC61_06705
ERR1913252.1985296__1.1985296	166486__D4KUT4__ERS852572_01421
ERR1913252.1985548__1.1985548	487174__K0X2Y1__lepB
ERR1913252.1985553__1.1985553	2293125__A0A374BUM7__DW917_12980
ERR1913252.1985634__1.1985634	357276__I9QBT7__BSEG_03340
ERR1913252.1985643__1.1985643	1262930__R6A468__BN693_01366
ERR1913252.1985708__1.1985708	165179__R6B8D8__DXC61_09245
ERR1913252.1985734__1.1985734	818__R7KVH8__SAMN02910322_00597
ERR1913252.1985771__1.1985771	487174__K0WV13__DIT83_10890
ERR1913252.1985845__1.1985845	166486__D4KXZ4__ROSINTL182_05055
ERR1913252.1985924__1.1985924	33039__A0A174ZX07__dapE_1
ERR1913252.1986077__1.1986077	301301__G2SX14__RHOM_09085
ERR1913252.1986195__1.1986195	418240__A0A173WVP8__acm
ERR1913252.1986207__1.1986207	165179__D1PCL6__DXB80_13435
ERR1913252.1986445__1.1986445	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913252.1986420__1.1986420	649756__R5Z9G3__ERS852571_02234
ERR1913252.1986410__1.1986410	1262930__R6AA23__BN693_01312
ERR1913252.1986542__1.1986542	165179__D1PGU8__PREVCOP_06463
ERR1913252.1986993__1.1986993	310298__B3JFQ2__BACCOP_00703
ERR1913252.1987066__1.1987066	544644__GCA_001915615.1_00060
ERR1913252.1987186__1.1987186	820__A0A173YYG4__evgS_3
ERR1913252.1987252__1.1987252	165179__A0A3E5AAM8__DXB80_10240
ERR1913252.1987325__1.1987325	218538__C9LNQ3__GCWU000321_01176
ERR1913252.1987384__1.1987384	216816__B7GN29__BL72_08765
ERR1913252.1987485__1.1987485	853__A0A3E2U7E6__ERS852582_01640
ERR1913252.1987615__1.1987615	357276__I9QWN0__ABI39_00335
ERR1913252.1987736__1.1987736	410072__A0A173XQG6__ERS852574_01620
ERR1913252.1988007__1.1988007	165179__D1PHC0__PREVCOP_06640
ERR1913252.1988114__1.1988114	74426__group_1871
ERR1913252.1988182__1.1988182	310298__B3JQJ5__BACCOP_04231
ERR1913252.1988492__1.1988492	28116__A0A078Q626__HMPREF1070_02735
ERR1913252.1988787__1.1988787	1262930__R6AYA7__BN693_00428
ERR1913252.1989076__1.1989076	218538__C9LQW2__GCWU000321_01944
ERR1913252.1989121__1.1989121	820__A0A174F0C1__nreB
