ERR1913315.80__1.80	649756__L1Q8X1__DCR88_03995
ERR1913315.873931__1.873931	214856__I3YMC8__ERS852447_02666
ERR1913315.874210__1.874210	820__A0A139KJR5__M093_4469
ERR1913315.874152__1.874152	820__A0A3E4VZT7__DXB48_16145
ERR1913315.874334__1.874334	74426__rpoB
ERR1913315.874395__1.874395	40518__R5DS37__DXD93_01965
ERR1913315.874464__1.874464	820__A0A3E4GE89__DXB48_02565
ERR1913315.874536__1.874536	187327__U2U4L1__Acin_2007
ERR1913315.874599__1.874599	187327__G4Q707__Acin_2297
ERR1913315.874709__1.874709	820__A0A139JY23__B5G17_06330
ERR1913315.874771__1.874771	820__A0A3E4WCX3__C801_02709
ERR1913315.874837__1.874837	820__A0A173W419__DXC68_17760
ERR1913315.875058__1.875058	40518__R5DZC6__mreC
ERR1913315.875078__1.875078	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913315.875246__1.875246	39491__A0A395ZF49__DXB69_05290
ERR1913315.875362__1.875362	40518__R5DZC6__mreC
ERR1913315.875426__1.875426	1262980__R5BMR8__BN814_00052
ERR1913315.875437__1.875437	1512__A0A174E6R9__CLOSYM_01670
ERR1913315.875516__1.875516	821__A0A396F598__CUU_3259
ERR1913315.875612__1.875612	820__A0A3E4VZY4__ERS852554_01211
ERR1913315.875683__1.875683	821__A0A3E4WAR6__DXD64_10735
ERR1913315.875702__1.875702	28116__A0A1Y4PHJ3__HMPREF1070_05178
ERR1913315.875897__1.875897	160404__A0A1Y4F405__B5G26_06625
ERR1913315.875924__1.875924	216816__A0A395XZB7__DXD37_04075
ERR1913315.875967__1.875967	39488__C0ESJ6__EUBHAL_00369
ERR1913315.876026__1.876026	46506__A0A108TCV1__AA415_00106
ERR1913315.876100__1.876100	216816__D6D9H5__APC1466_0493
ERR1913315.876087__1.876087	187327__G4Q682__Acin_1672
ERR1913315.876124__1.876124	88431__A0A3D0EYV0__DXB16_09650
ERR1913315.876432__1.876432	820__A0A3E4WCX3__C801_02709
ERR1913315.876443__1.876443	28118__F9ZAB2__SAMEA44545918_01079
ERR1913315.876506__1.876506	1550024__G9RZN9__ASJ35_05735
ERR1913315.876484__1.876484	47678__R5U3D5__DW706_05635
ERR1913315.876631__1.876631	820__A0A374Q1D8__SAMN05444418_112114
ERR1913315.876795__1.876795	358742__A0A3E2WS72__DWX59_01515
ERR1913315.876801__1.876801	820__A0A139KA34__B5G17_05520
ERR1913315.876866__1.876866	820__A0A173WUD7__DXB48_08055
ERR1913315.876925__1.876925	187327__G4Q440__pepD
ERR1913315.876935__1.876935	28116__A0A3E5ID75__SAMN05444282_10832
ERR1913315.877155__1.877155	28116__F7L9A3__Bovatus_01458
ERR1913315.877184__1.877184	28116__A0A1Y4PWE4__M089_4352
ERR1913315.877459__1.877459	239935__A0A2N8IQ67__CXU20_08505
ERR1913315.877530__1.877530	820__E5VA63__DXC80_01025
ERR1913315.877633__1.877633	1628085__A0A3E2XST6__C7386_11832
ERR1913315.877714__1.877714	820__A0A174A6K0__M093_0079
ERR1913315.877780__1.877780	216816__C2GSX7__DD678_03555
ERR1913315.877833__1.877833	357276__B6VYT9__HMPREF1063_05030
ERR1913315.877854__1.877854	301302__R5VG21__M72_16591
ERR1913315.877884__1.877884	649756__L1PUE8__ERS852571_00747
ERR1913315.877905__1.877905	40518__R5DXW3__DXD86_07900
ERR1913315.877939__1.877939	216816__D6DBD5__DXC32_04335
ERR1913315.877948__1.877948	572010__lepA
ERR1913315.878101__1.878101	487175__F3QMH5__HMPREF9439_02154
ERR1913315.878106__1.878106	28116__A0A1G8H1M8__DXF98_11065
ERR1913315.878345__1.878345	47678__R5U2I4__ERS852558_03712
ERR1913315.878441__1.878441	39491__A0A396FNY7__LD38_16155
ERR1913315.878625__1.878625	820__A0A174GYA8__DXB64_07370
ERR1913315.878636__1.878636	28052__A0A174JZ61__ERS852451_01201
ERR1913315.878661__1.878661	820__E5VA63__DXC80_01025
ERR1913315.878738__1.878738	820__A0A139KHD8__ERS417307_00569
ERR1913315.878877__1.878877	626929__F3PJP7__HMPREF9445_02250
ERR1913315.878883__1.878883	357276__A0A0M1W9N4__GV66_05135
ERR1913315.878906__1.878906	28052__A0A174N8X0__ERS852499_02136
ERR1913315.879018__1.879018	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913315.879048__1.879048	39488__A0A174IFL3__DXD91_00270
ERR1913315.879074__1.879074	292800__A0A174LIV0__HMPREF0372_01538
ERR1913315.879085__1.879085	820__A0A139JV05__B5G17_18125
ERR1913315.879130__1.879130	301302__A0A173R048__M72_22311
ERR1913315.879202__1.879202	820__A7V470__HMPREF1072_02076
ERR1913315.879251__1.879251	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913315.879287__1.879287	40518__R5DVQ2__DXD93_00365
ERR1913315.879308__1.879308	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913315.879378__1.879378	74426__purL
ERR1913315.879394__1.879394	214856__I3YMN6__Alfi_1938
ERR1913315.879454__1.879454	1263107__GCA_000436995.1_00047
ERR1913315.879619__1.879619	187327__U2VMS3__ACDG_00972
ERR1913315.879591__1.879591	762212__A0A087A2N3__BBIA_1009
ERR1913315.879677__1.879677	1680__A0A1X3AAI9__BADO_1163
ERR1913315.879799__1.879799	187327__G4Q6A3__ACDG_01732
ERR1913315.879844__1.879844	216816__A0A0A0UDU9__BL1246
ERR1913315.879970__1.879970	39491__C4ZHS4__EUR_24420
ERR1913315.879930__1.879930	820__R9I3Q7__HMPREF1072_01668
ERR1913315.880002__1.880002	820__R7E9Z4__DXC68_06065
ERR1913315.880012__1.880012	187327__G4Q6A3__ACDG_01732
ERR1913315.880163__1.880163	28116__R6JI94__ERS852555_01222
ERR1913315.880197__1.880197	820__A0A174TRB5__DXD40_11305
ERR1913315.880307__1.880307	187327__G4Q909__Acin_0465
ERR1913315.880609__1.880609	28116__R6JAK2__DXD69_23875
ERR1913315.880541__1.880541	821__C6ZAA5__ERS852556_00403
ERR1913315.880683__1.880683	823__A0A174XJM9__CEQ22_007230
ERR1913315.880708__1.880708	357276__B6W1J2__BACDOR_03380
ERR1913315.880740__1.880740	820__A0A374Q351__DXD40_05850
ERR1913315.880800__1.880800	820__A0A139K1Y6__DXB48_02610
ERR1913315.880760__1.880760	216816__A0A374SVM3__BLSL_0492
ERR1913315.880805__1.880805	820__A0A174TRB5__DXD40_11305
ERR1913315.880880__1.880880	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913315.880911__1.880911	1776081__A0A1B8WVB9__A0U42_08750
ERR1913315.881397__1.881397	40518__R5DLM5__RB5AMG_00422
ERR1913315.881488__1.881488	821__A0A3E4WAR6__DXD64_10735
ERR1913315.881608__1.881608	40518__R5DNI6__RBATCC27255_00844
ERR1913315.881651__1.881651	216816__A0A061M1M5__HMPREF0177_01046
ERR1913315.881692__1.881692	820__A0A374Q351__DXD40_05850
ERR1913315.881828__1.881828	1034346__A0A318KP60__DES51_11074
ERR1913315.881881__1.881881	40520__A0A174M3Q7__DXD81_08640
ERR1913315.881886__1.881886	246787__A0A0P0GG22__BACCELL_01899
ERR1913315.881898__1.881898	820__A0A374QGD2__ERS852421_02382
ERR1913315.882014__1.882014	39491__C4Z872__LD38_07250
ERR1913315.882111__1.882111	820__A0A139JV05__B5G17_18125
ERR1913315.882188__1.882188	39491__A0A395ZE48__DXB76_02395
ERR1913315.882212__1.882212	28117__B0MXI8__BHV66_08505
ERR1913315.882218__1.882218	820__A0A139KIL9__DXC68_05945
ERR1913315.882304__1.882304	820__A0A3E4RU03__M093_0563
ERR1913315.882431__1.882431	187327__G4Q682__Acin_1672
ERR1913315.882423__1.882423	626929__F3PLK2__B5F97_09745
ERR1913315.882480__1.882480	762209__A0A086ZY68__BCAL_1203
ERR1913315.882488__1.882488	147206__GCF_000156215.1_01773
ERR1913315.882534__1.882534	292800__A0A174W622__ADH75_01915
ERR1913315.882605__1.882605	820__A0A174M9V5__M093_0237
ERR1913315.882710__1.882710	820__A0A139KJ23__celCCA
ERR1913315.882897__1.882897	28116__F7L4N5__BACOVA_00137
ERR1913315.882930__1.882930	821__A0A174WBC9__ERS852556_03145
ERR1913315.882957__1.882957	487174__R5FJY1__DDY40_07045
ERR1913315.882984__1.882984	818__A0A139KY34__ERS852461_03898
ERR1913315.883091__1.883091	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913315.883122__1.883122	40518__R5E1J2__DXD93_04070
ERR1913315.883145__1.883145	818__A0A3E5HY51__rpfC_2
ERR1913315.883183__1.883183	820__A0A3E4WA06__ERS852554_03404
ERR1913315.883277__1.883277	39491__A0A174A751__DXB69_15525
ERR1913315.883339__1.883339	818__A0A174TT69__SAMN02910322_02680
ERR1913315.883602__1.883602	1365__A0A2A5RVB0__RU87_GL000611
ERR1913315.883714__1.883714	820__A0A396EUV1__B5G17_06465
ERR1913315.883771__1.883771	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913315.883893__1.883893	1680__R5GRA4__ERS852382_01548
ERR1913315.884087__1.884087	28116__A0A078Q626__HMPREF1070_02735
ERR1913315.884103__1.884103	301302__R5UK77__M72_08681
ERR1913315.884291__1.884291	40518__R5DVR2__RBL236_00303
ERR1913315.884351__1.884351	1680__A1A0V3__C8077_03025
ERR1913315.884360__1.884360	1680__A0A1X2ZFB6__AD0028_0856
ERR1913315.884363__1.884363	74426__group_4851
ERR1913315.884393__1.884393	487174__K0WYI1__DDY40_08675
ERR1913315.884503__1.884503	820__A0A3E4WA06__ERS852554_03404
ERR1913315.884521__1.884521	820__A0A374MXK3__HMPREF1072_00166
ERR1913315.884568__1.884568	40518__R5DY98__mepA_5
ERR1913315.884720__1.884720	1160721__W0U3I6__RBI_I00579
ERR1913315.884783__1.884783	820__A0A3E4G826__C801_01612
ERR1913315.884789__1.884789	394340__dnaE
ERR1913315.884951__1.884951	214856__I3YMC8__ERS852447_02666
ERR1913315.885182__1.885182	823__A0A174U5E4__BDI_3390
ERR1913315.885368__1.885368	820__A0A3E4FZM1__adaA_2
ERR1913315.885373__1.885373	820__A0A3E4VZT7__DXB48_16145
ERR1913315.885456__1.885456	39485__C4Z6B7__EUBELI_20364
ERR1913315.885477__1.885477	40518__R5DZI2__DXD93_06940
ERR1913315.885616__1.885616	820__A0A174M9V5__M093_0237
ERR1913315.885592__1.885592	301302__A0A0M6WCT0__M72_03221
ERR1913315.885675__1.885675	28116__I9ST00__M088_5588
ERR1913315.885712__1.885712	40518__R5DXI4__DXD86_07420
ERR1913315.885869__1.885869	28118__F9Z750__Odosp_3044
ERR1913315.885810__1.885810	74426__thrZ
ERR1913315.886034__1.886034	1262869__R7CT51__BN625_00231
ERR1913315.886162__1.886162	47678__R5U4P2__CGC64_17185
ERR1913315.886301__1.886301	649756__B0NZZ8__DO83_09740
ERR1913315.886366__1.886366	820__A0A396CMY7__HMPREF1072_03009
ERR1913315.886441__1.886441	820__A0A173YYG4__evgS_3
ERR1913315.886464__1.886464	820__A7V9F9__B5G17_14640
ERR1913315.886628__1.886628	1099853__U5CHX6__NSB1T_13635
ERR1913315.886782__1.886782	292800__A0A096DG10__HMPREF9460_01046
ERR1913315.886958__1.886958	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913315.886924__1.886924	821__E5UPR6__SAMN04487923_101768
ERR1913315.887026__1.887026	28116__A7LYG5__M089_5828
ERR1913315.887135__1.887135	1776045__A0A0U5J7K7__BN3456_00132
ERR1913315.887281__1.887281	28116__D6D0T8__DXA80_14760
ERR1913315.887249__1.887249	820__A0A374Q8T2__DXB64_16190
ERR1913315.887355__1.887355	40518__R5DS23__DXD86_01715
ERR1913315.887461__1.887461	1680__A0A087DHN0__AL0462_1532
ERR1913315.887492__1.887492	820__A0A139JY23__B5G17_06330
ERR1913315.887604__1.887604	821__A0A0P0LQT3__DXC03_05050
ERR1913315.887609__1.887609	487175__R5DY71__HMPREF9439_00300
ERR1913315.887872__1.887872	371601__A0A1Y4Q353__CW1_1747
ERR1913315.887934__1.887934	821__A0A174WBC9__ERS852556_03145
ERR1913315.888176__1.888176	820__A0A3E4RU03__M093_0563
ERR1913315.888222__1.888222	28116__R6JLW4__DHW41_14880
ERR1913315.888277__1.888277	821__A0A396F9T7__M097_3427
ERR1913315.888389__1.888389	28116__A0A1Y4Q112__evgS_13
ERR1913315.888507__1.888507	820__A0A174G065__DXB62_08975
ERR1913315.888828__1.888828	821__A0A0P0M405__DXC02_15075
ERR1913315.888850__1.888850	1680__A0A173W5Z2__DXC53_01290
ERR1913315.888968__1.888968	821__A0A397WGD6__M098_0084
ERR1913315.888975__1.888975	821__I9R3W6__DXC16_12455
ERR1913315.889087__1.889087	39496__A5Z8E2__EUBVEN_01983
ERR1913315.889102__1.889102	1776081__A0A1B8WV06__A0U42_08505
ERR1913315.889157__1.889157	216816__A0A2N0SME6__BLIF_1881
ERR1913315.889186__1.889186	820__A0A139KG04__ERS852459_01249
ERR1913315.889325__1.889325	1680__A0A087DHN0__AL0462_1532
ERR1913315.889417__1.889417	1502943__K9D317__HMPREF9282_00736
ERR1913315.889437__1.889437	40518__R5E1J7__RBL236_02062
ERR1913315.889442__1.889442	821__A0A174T998__DXB82_10860
ERR1913315.889726__1.889726	74426__pflB_2
ERR1913315.889885__1.889885	820__A0A3E4W6P0__gmhA
ERR1913315.889917__1.889917	821__A0A3E4XY72__NCTC10583_01067
ERR1913315.890022__1.890022	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913315.889989__1.889989	39491__A0A395UVM9__DXB76_04540
ERR1913315.889990__1.889990	820__A7VAR9__ERS852421_00197
ERR1913315.890098__1.890098	820__A0A3E4G3J9__ERS852459_02265
ERR1913315.890240__1.890240	88431__A0A3D0EY52__ERS852573_01763
ERR1913315.890384__1.890384	40518__R5E0F2__RBATCC27255_01890
ERR1913315.890415__1.890415	820__A0A174QT76__B5G17_18060
ERR1913315.890704__1.890704	40518__R5E6K5__speA
ERR1913315.890769__1.890769	1263044__GCA_000433375.1_00023
ERR1913315.890785__1.890785	187327__G4Q7L1__Acin_1124
ERR1913315.890836__1.890836	820__A0A139K0J1__HMPREF2141_03205
ERR1913315.890904__1.890904	28116__A7LXU0__HMPREF1070_00358
ERR1913315.890911__1.890911	28116__A7M344__BACOV975_04644
ERR1913315.890950__1.890950	1150298__A0A174KDB8__psd
ERR1913315.890976__1.890976	418240__A0A174B589__ERS852523_01681
ERR1913315.890984__1.890984	820__A0A139K1Y6__DXB48_02610
ERR1913315.891004__1.891004	28116__C3R1N5__SAMN05444282_12443
ERR1913315.891088__1.891088	187327__G4Q2Z3__ACDG_00762
ERR1913315.891221__1.891221	40518__R5E1J2__DXD93_04070
ERR1913315.891313__1.891313	39491__A0A395UVM9__DXB76_04540
ERR1913315.891499__1.891499	823__A0A173W404__DHP27_04905
ERR1913315.891571__1.891571	1776081__A0A1B8WT22__A0U42_02640
ERR1913315.891543__1.891543	216816__B3DRU6__DPC6323_0992
ERR1913315.891664__1.891664	1776081__A0A1B8WV06__A0U42_08505
ERR1913315.891726__1.891726	39491__A0A395ZEN3__DXD95_12655
ERR1913315.891731__1.891731	820__A0A139KJR5__M093_4469
ERR1913315.891823__1.891823	820__A0A174FUF0__HMPREF1073_03308
ERR1913315.891959__1.891959	821__A0A396F598__CUU_3259
ERR1913315.892039__1.892039	626929__R6L8P6__HMPREF9445_03047
ERR1913315.892072__1.892072	47678__A0A174TQR6__CGC64_14735
ERR1913315.892075__1.892075	28116__A0A139L6N6__HMPREF2532_02529
ERR1913315.892282__1.892282	1262980__R5BQ24__BN814_00064
ERR1913315.892325__1.892325	853__A0A2J4JL53__CRH10_10795
ERR1913315.892660__1.892660	322505__xre_3
ERR1913315.892869__1.892869	821__A0A396F1N0__M099_1553
ERR1913315.892966__1.892966	818__A0A174L0X1__NCTC10582_00394
ERR1913315.893064__1.893064	820__A0A139K0J1__HMPREF2141_03205
ERR1913315.893088__1.893088	40518__R5DTP7__DXD83_02415
ERR1913315.893171__1.893171	1262980__R5BM32__BN814_00274
ERR1913315.893246__1.893246	1263107__GCA_000436995.1_00213
ERR1913315.893277__1.893277	821__A0A395UNT8__DXD64_15275
ERR1913315.893350__1.893350	214856__R5UN64__ERS852447_02669
ERR1913315.893533__1.893533	40518__R5DZC6__mreC
ERR1913315.893585__1.893585	820__A0A3E5BMG9__DXD40_05130
ERR1913315.893746__1.893746	310298__B3JII2__BACCOP_01694
ERR1913315.893786__1.893786	40518__R5DX93__DXD93_03055
ERR1913315.893754__1.893754	39488__A0A173UQ83__mutY
ERR1913315.893771__1.893771	46506__A0A3E4TL81__HMPREF1181_01022
ERR1913315.894370__1.894370	28116__A0A078Q626__HMPREF1070_02735
ERR1913315.894388__1.894388	46506__R6A5T2__DXC41_10795
ERR1913315.894699__1.894699	820__A0A139K4W1__M093_0353
ERR1913315.894651__1.894651	208479__R5FBY1__CGC65_01775
ERR1913315.894661__1.894661	28116__A7M019__HMPREF1070_01109
ERR1913315.894753__1.894753	187327__G4Q8G6__sun
ERR1913315.894845__1.894845	820__A7V9F9__B5G17_14640
ERR1913315.895028__1.895028	487174__R5ER56__HMPREF9448_02812
ERR1913315.895085__1.895085	28116__A0A1Y4PH15__DXA80_17985
ERR1913315.895098__1.895098	40518__R5DV58__htrA
ERR1913315.895109__1.895109	820__A0A374Q854__HMPREF1073_03281
ERR1913315.895159__1.895159	820__A0A374QGD2__ERS852421_02382
ERR1913315.895173__1.895173	820__A0A173W419__DXC68_17760
ERR1913315.895209__1.895209	1680__A0A173Y6N7__yhaH
ERR1913315.895357__1.895357	820__A0A396EWL3__ERS417307_03868
ERR1913315.895374__1.895374	820__I9A4U7__DHU98_12785
ERR1913315.895338__1.895338	626929__F3PKG7__SAMN05444376_0720
ERR1913315.895405__1.895405	820__A0A374Q854__HMPREF1073_03281
ERR1913315.895441__1.895441	46503__R6X0L4__DXB61_05325
ERR1913315.895500__1.895500	40518__R5DYP7__envC
ERR1913315.895511__1.895511	820__A0A3E4VXP2__yesR
ERR1913315.895543__1.895543	371601__F7LA63__HMPREF1074_04288
ERR1913315.895593__1.895593	28117__B0MY82__BHV66_04755
ERR1913315.895629__1.895629	821__A6L0C7__ERS852556_03520
ERR1913315.895757__1.895757	1262869__R7CL97__BN625_00982
ERR1913315.895808__1.895808	1776081__A0A1B8WUW8__A0U42_08610
ERR1913315.895889__1.895889	820__A0A174CK74__DXB48_07060
ERR1913315.895972__1.895972	820__A0A139JRH8__HMPREF2141_04326
ERR1913315.896011__1.896011	39491__A0A0M6WWT1__dus_2
ERR1913315.896144__1.896144	28117__B0MU58__BHV66_05630
ERR1913315.896102__1.896102	418240__A0A173ZFY9__ERS852478_00591
ERR1913315.896270__1.896270	214856__A0A175A6T5__ERS852447_02658
ERR1913315.896229__1.896229	28117__B0MTH2__ALIPUT_00061
ERR1913315.896358__1.896358	823__D0TCC2__HMPREF1075_01590
ERR1913315.896423__1.896423	187327__G4Q7K1__ACDG_00798
ERR1913315.896431__1.896431	28117__B0MXR4__BHV66_08025
ERR1913315.896528__1.896528	216816__A0A396FVC5__BL71B_00290
ERR1913315.896579__1.896579	357276__A0A076IS26__EL88_15950
ERR1913315.896634__1.896634	40518__R5DXI4__DXD86_07420
ERR1913315.896687__1.896687	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913315.896696__1.896696	1262743__R5C054__BN727_01980
ERR1913315.896790__1.896790	187327__G4Q8Y0__Acin_0436
ERR1913315.896757__1.896757	246787__A0A3D6AQP8__AA416_04153
ERR1913315.896819__1.896819	626929__F3PJP7__HMPREF9445_02250
ERR1913315.896914__1.896914	40518__R5DWQ2__DXD93_03810
ERR1913315.896882__1.896882	1776081__A0A1B8WV06__A0U42_08505
ERR1913315.896931__1.896931	649756__L1Q987__ERS852520_02359
ERR1913315.896957__1.896957	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913315.897002__1.897002	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913315.897076__1.897076	39486__B0G2S6__DXC93_16450
ERR1913315.897080__1.897080	818__Q8AAI7__SAMN05216253_10875
ERR1913315.897103__1.897103	820__A0A139JUD3__DXC91_19380
ERR1913315.897207__1.897207	187327__G4Q3P7__Acin_0528
ERR1913315.897237__1.897237	187327__G4Q7Q6__ACDG_00853
ERR1913315.897214__1.897214	820__A0A173YYG4__evgS_3
ERR1913315.897406__1.897406	187327__G4Q6P7__ACDG_01266
ERR1913315.897445__1.897445	35833__E5Y720__HMPREF0179_01984
ERR1913315.897486__1.897486	39491__A0A395V1R3__T1815_08181
ERR1913315.897491__1.897491	40518__R5E328__DXD86_08885
ERR1913315.897492__1.897492	1680__R5GMB5__AD0028_1137
ERR1913315.897525__1.897525	216816__A0A061M1M5__HMPREF0177_01046
ERR1913315.897583__1.897583	823__A0A073I1X2__DXD05_18820
ERR1913315.897696__1.897696	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913315.897677__1.897677	357276__A0A076J9V8__BACDOR_01395
ERR1913315.897766__1.897766	820__A0A174NUS8__DXC80_12885
ERR1913315.897846__1.897846	147207__arcB
ERR1913315.897862__1.897862	384638__B7APR0__BACPEC_00666
ERR1913315.897884__1.897884	820__A0A174GYA8__DXB64_07370
ERR1913315.897956__1.897956	40518__R5DXW3__DXD86_07900
ERR1913315.898012__1.898012	40518__A0A1Q6S5M1__DXD83_09325
ERR1913315.898123__1.898123	187327__G4Q337__ACDG_01307
ERR1913315.898170__1.898170	28116__A0A1Y4PDJ7__C5Z02_08485
ERR1913315.898171__1.898171	821__A0A174JYD3__ERS852457_02610
ERR1913315.898221__1.898221	39488__C0EY66__prkC_1
ERR1913315.898507__1.898507	821__E5UY21__C800_02204
ERR1913315.898591__1.898591	28117__B0MYI9__BHV66_05415
ERR1913315.898669__1.898669	820__A7V092__hldE
ERR1913315.898674__1.898674	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913315.898679__1.898679	39491__A0A3E4YFT8__DXB69_10940
ERR1913315.898685__1.898685	187327__G4Q446__ACDG_01775
ERR1913315.898688__1.898688	187327__U2VMS3__ACDG_00972
ERR1913315.898756__1.898756	28116__F7L4X5__M089_2857
ERR1913315.898784__1.898784	818__C6IEV5__ERS852430_00644
ERR1913315.898821__1.898821	187327__U2VKS6__Acin_2226
ERR1913315.898823__1.898823	357276__I9QBT7__BSEG_03340
ERR1913315.898906__1.898906	820__A0A139K1Y6__DXB48_02610
ERR1913315.898891__1.898891	40518__R5DZE2__DXD86_07400
ERR1913315.898893__1.898893	821__A0A3E4HP25__SAMN04487923_102450
ERR1913315.899073__1.899073	39491__A0A395UZ82__EUR_31520
ERR1913315.899120__1.899120	47678__R5UG22__ERS852558_01514
ERR1913315.899304__1.899304	820__A7UYX8__DXD40_11635
ERR1913315.899318__1.899318	820__R9I3Q7__HMPREF1072_01668
ERR1913315.899368__1.899368	820__A0A374Q8T2__DXB64_16190
ERR1913315.899392__1.899392	88431__A0A174GCE2__ERS852423_01397
ERR1913315.899409__1.899409	820__A0A139KA34__B5G17_05520
ERR1913315.899673__1.899673	28116__D4WLZ3__C5Z02_24105
ERR1913315.899698__1.899698	39491__A0A396FS17__envC
ERR1913315.899772__1.899772	39488__A0A285PMW6__ERS852450_00808
ERR1913315.899823__1.899823	28117__B0MXG8__ALIPUT_01814
ERR1913315.899997__1.899997	1550024__A0A0D8IWH3__ASJ35_08185
ERR1913315.900041__1.900041	820__A0A139K1Y6__DXB48_02610
ERR1913315.900061__1.900061	39488__A0A173RSC6__ERS852450_01530
ERR1913315.900071__1.900071	40518__R5DUU2__yvhJ_2
ERR1913315.900138__1.900138	39488__A0A374NU13__mtnK_2
ERR1913315.900151__1.900151	187327__G4Q5W1__thi80
ERR1913315.900180__1.900180	187327__G4Q6G7__Acin_2262
ERR1913315.900286__1.900286	39488__R5GAY8__EUBHAL_01199
ERR1913315.900481__1.900481	820__A7V9F9__B5G17_14640
ERR1913315.900503__1.900503	1776081__A0A1B8WVB2__A0U42_08515
ERR1913315.900529__1.900529	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913315.900663__1.900663	487174__K0XA11__DDY40_03585
ERR1913315.900744__1.900744	187327__G4Q6V7__ACDG_01233
ERR1913315.900724__1.900724	820__A0A3E4VXP2__yesR
ERR1913315.900708__1.900708	47678__A5ZF31__DXB67_11050
ERR1913315.900781__1.900781	820__A0A174CG08__DXB62_13215
ERR1913315.900845__1.900845	40518__R5DYP7__envC
ERR1913315.900927__1.900927	40520__A0A395XAI7__DXB81_16005
ERR1913315.901142__1.901142	820__A0A139K4T0__ERS852510_03146
ERR1913315.901181__1.901181	823__A0A173W404__DHP27_04905
ERR1913315.901210__1.901210	823__A0A355XKQ8__DHP27_04010
ERR1913315.901225__1.901225	39488__A0A173RU01__EUBHAL_00881
ERR1913315.901232__1.901232	28116__E5C5U2__HMPREF2532_02418
ERR1913315.901323__1.901323	820__A7UYX8__DXD40_11635
ERR1913315.901418__1.901418	823__A0A355XKQ8__DHP27_04010
ERR1913315.901475__1.901475	1262746__R5SS80__BN750_02125
ERR1913315.901487__1.901487	28117__B0MWH8__BHV66_01330
ERR1913315.901496__1.901496	821__A0A173XDD3__DXB82_17180
ERR1913315.901585__1.901585	820__A0A3E4G493__ERS417307_00253
ERR1913315.901660__1.901660	39491__A0A174IJH1__DXB76_01865
ERR1913315.901668__1.901668	1680__A0A174BEE7__BSTER_1311
ERR1913315.901789__1.901789	1776081__A0A1B8WVE2__A0U42_07925
ERR1913315.901864__1.901864	1628085__A0A3E2XXM5__C7386_10955
ERR1913315.901929__1.901929	28116__I8YA07__C5Z02_15915
ERR1913315.901937__1.901937	821__I9R3W6__DXC16_12455
ERR1913315.902081__1.902081	821__A0A0P0M3U7__DXB90_14325
ERR1913315.902098__1.902098	820__R9I2U8__DXC68_09590
ERR1913315.902188__1.902188	487174__K0X694__DIT83_09060
ERR1913315.902191__1.902191	1262743__R5C054__BN727_01980
ERR1913315.902241__1.902241	40518__R5DUJ5__DXD83_01635
ERR1913315.902220__1.902220	40518__R5E5I9__yvhJ_2
ERR1913315.902256__1.902256	216816__A0A0M0VK23__BLGT_09805
ERR1913315.902257__1.902257	820__A0A374QGD2__ERS852421_02382
ERR1913315.902259__1.902259	39496__A5ZAL3__EUBVEN_02760
ERR1913315.902266__1.902266	39491__R6TQ09__DXC13_03010
ERR1913315.902292__1.902292	40518__R5DU92__DXD93_03170
ERR1913315.902476__1.902476	28116__A7LS02__DXF98_24100
ERR1913315.902634__1.902634	187327__G4Q2R0__ACDG_01369
ERR1913315.902615__1.902615	820__A0A3E4G826__C801_01612
ERR1913315.902677__1.902677	40518__R5DZM6__lytR_3
ERR1913315.902962__1.902962	28116__A0A395VRD0__HMPREF1017_03376
ERR1913315.902970__1.902970	1262954__R7FDM0__BN611_02159
ERR1913315.903077__1.903077	820__A0A374QGD2__ERS852421_02382
ERR1913315.903252__1.903252	187327__G4Q707__Acin_2297
ERR1913315.903312__1.903312	28116__D4WJ30__DHW41_06080
ERR1913315.903487__1.903487	820__A0A174TRB5__DXD40_11305
ERR1913315.903559__1.903559	74426__yccM
ERR1913315.903598__1.903598	187327__U2VZ61__Acin_0538
ERR1913315.903620__1.903620	39491__A0A396FNY7__LD38_16155
ERR1913315.903659__1.903659	823__A0A174PDQ0__DXC05_08200
ERR1913315.903759__1.903759	820__A0A174R952__DXB48_02570
ERR1913315.903818__1.903818	40518__R5DWQ2__DXD93_03810
ERR1913315.903869__1.903869	1150298__A0A173ZI89__ERS852498_03535
ERR1913315.904075__1.904075	820__A0A3E4W4Y7__B5G17_02055
ERR1913315.904457__1.904457	487174__K0XKD7__HMPREF9448_01550
ERR1913315.904485__1.904485	28117__B0MSR5__BHV66_02095
ERR1913315.904497__1.904497	47678__R5UG22__ERS852558_01514
