ERR1913048.648__1.648	166486__D4KZH8__ERS852572_00419
ERR1913048.6157562__1.6157562	853__A0A174C5M1__CGS58_04460
ERR1913048.6157738__1.6157738	214856__R6Y7P0__ERS852447_00307
ERR1913048.6158339__1.6158339	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.6158511__1.6158511	626929__F3PF36__B5F24_16825
ERR1913048.6158613__1.6158613	204516__U6R9E7__HMPREF1534_03313
ERR1913048.6158892__1.6158892	458033__GCA_001482755.1_02203
ERR1913048.6158858__1.6158858	572010__pnp
ERR1913048.6159084__1.6159084	1263000__R5EPJ2__BN466_00954
ERR1913048.6159281__1.6159281	901__B6WXF1__DESPIGER_1660
ERR1913048.6159402__1.6159402	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913048.6159489__1.6159489	28117__R7JJM9__ALIPUT_00662
ERR1913048.6159906__1.6159906	1262911__R6H2J2__BN557_01228
ERR1913048.6159960__1.6159960	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.6160008__1.6160008	39486__R6STY4__DXB36_12980
ERR1913048.6160068__1.6160068	901__B6WTQ4__DESPIGER_1255
ERR1913048.6160072__1.6160072	166486__D4L449__ROSINTL182_08802
ERR1913048.6160109__1.6160109	821__A0A174MBW9__SAMN04487923_10272
ERR1913048.6160349__1.6160349	1262911__R6H0S8__BN557_01079
ERR1913048.6160489__1.6160489	74426__nifJ
ERR1913048.6160965__1.6160965	1501391__GCA_000786575.1_00097
ERR1913048.6161188__1.6161188	572010__hgdC_1
ERR1913048.6161551__1.6161551	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913048.6161580__1.6161580	901__B6WXX4__DESPIGER_1515
ERR1913048.6161783__1.6161783	853__D4K7X0__DW905_09540
ERR1913048.6161948__1.6161948	901__B6WRB3__DESPIGER_0300
ERR1913048.6162033__1.6162033	28117__B0MY41__BHV66_05165
ERR1913048.6162135__1.6162135	901__B6WPS9__DHV46_04165
ERR1913048.6162121__1.6162121	674529__A0A174P761__SAMN05444400_106145
ERR1913048.6162410__1.6162410	1501391__GCA_000786575.1_00096
ERR1913048.6162446__1.6162446	487174__K0X7X4__DIT83_09125
ERR1913048.6162562__1.6162562	487174__K0X7X4__DIT83_09125
ERR1913048.6162658__1.6162658	1262927__R7EX56__BN677_00089
ERR1913048.6162762__1.6162762	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913048.6162941__1.6162941	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913048.6163519__1.6163519	1150298__A0A174BP05__murAA
ERR1913048.6164452__1.6164452	1739406__J2ZAP1__HMPREF2902_08395
ERR1913048.6164475__1.6164475	39491__C4ZAT2__ERE_28440
ERR1913048.6164615__1.6164615	1393034__GCA_001552785.1_00502
ERR1913048.6164790__1.6164790	901__B6WXH1__DESPIGER_1644
ERR1913048.6164798__1.6164798	572010__hgdC_1
ERR1913048.6164985__1.6164985	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.6165294__1.6165294	28117__B0MY40__BHV66_05170
ERR1913048.6165376__1.6165376	901__B6WVX9__DESPIG_02247
ERR1913048.6165814__1.6165814	28117__B0MT86__BHV66_02450
ERR1913048.6166308__1.6166308	853__A0A173T0Y8__CGS54_07215
ERR1913048.6166324__1.6166324	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913048.6166325__1.6166325	328814__GCA_004558275.1_00296
ERR1913048.6166356__1.6166356	74426__sugC
ERR1913048.6166865__1.6166865	1262911__R6GYL3__BN557_00607
ERR1913048.6166964__1.6166964	357276__I9R1V6__DXD47_04125
ERR1913048.6167245__1.6167245	1263000__R5ESM1__BN466_01440
ERR1913048.6167352__1.6167352	1897011__A0A1Q6RH97__BHW41_01945
ERR1913048.6167542__1.6167542	1262927__R7EX56__BN677_00089
ERR1913048.6167546__1.6167546	901__B6WY35__DESPIGER_1461
ERR1913048.6167641__1.6167641	626929__R6MB88__B5F97_05310
ERR1913048.6167769__1.6167769	1262927__R7EX56__BN677_00089
ERR1913048.6168328__1.6168328	823__K6A718__CEQ22_003390
ERR1913048.6168911__1.6168911	1501391__GCA_000786575.1_00083
ERR1913048.6169464__1.6169464	28117__B0N028__BHV66_05935
ERR1913048.6169547__1.6169547	357276__A0A0M1W657__HMPREF1064_04629
ERR1913048.6169819__1.6169819	28117__B0MU76__ALIPUT_00202
ERR1913048.6170212__1.6170212	39491__C4ZHS4__EUR_24420
ERR1913048.6170295__1.6170295	1262743__R5C9G8__BN727_01341
ERR1913048.6170305__1.6170305	1897011__A0A1Q6RG85__BHW41_02670
ERR1913048.6170406__1.6170406	147206__GCF_000156215.1_00014
ERR1913048.6170522__1.6170522	1150298__A0A174SLE6__mlc_1
ERR1913048.6170901__1.6170901	1897011__A0A1Q6RG85__BHW41_02670
ERR1913048.6171262__1.6171262	1263000__R5ER71__BN466_00316
ERR1913048.6171399__1.6171399	1263044__GCA_000433375.1_01728
ERR1913048.6171692__1.6171692	1262927__R7EX56__BN677_00089
ERR1913048.6171695__1.6171695	166486__D4L1L1__ROSINTL182_05277
ERR1913048.6171826__1.6171826	1263000__R5EFA7__BN466_01197
ERR1913048.6171900__1.6171900	28117__B0N028__BHV66_05935
ERR1913048.6172361__1.6172361	28117__B0MVL5__BHV66_01660
ERR1913048.6172488__1.6172488	901__B6WR00__DESPIGER_0128
ERR1913048.6172521__1.6172521	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.6172560__1.6172560	901__B6WQE3__DHV46_07200
ERR1913048.6173217__1.6173217	901__B6WYA8__DESPIGER_1386
ERR1913048.6173240__1.6173240	901__B6WRK3__DESPIG_00694
ERR1913048.6173282__1.6173282	39488__R5GCC7__DXD91_10385
ERR1913048.6173301__1.6173301	29361__B6FKH5__CLONEX_00621
ERR1913048.6173785__1.6173785	1897011__A0A1Q6REV3__BHW41_04080
ERR1913048.6174100__1.6174100	1262889__R7HCL5__BN634_01590
ERR1913048.6174213__1.6174213	1262893__R5H7Y7__BN782_00665
ERR1913048.6174441__1.6174441	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913048.6174785__1.6174785	1263000__R5EF36__BN466_01303
ERR1913048.6175079__1.6175079	147206__GCF_000156215.1_01108
ERR1913048.6175101__1.6175101	166486__D4KVZ2__cbiT
ERR1913048.6175112__1.6175112	649756__A0A174F5S4__ecfA2
ERR1913048.6175201__1.6175201	166486__D4KZ14__inlA_1
ERR1913048.6175251__1.6175251	901__B6WX15__DESPIG_02640
ERR1913048.6175363__1.6175363	901__B6WQH5__DESPIG_00299
ERR1913048.6175757__1.6175757	1501391__GCA_000786575.1_00107
ERR1913048.6175910__1.6175910	214856__R5UN64__ERS852447_02669
ERR1913048.6176510__1.6176510	1297617__A0A0S2W5V7__BIV19_06810
ERR1913048.6176686__1.6176686	214856__I3YPR5__ERS852447_01364
ERR1913048.6176708__1.6176708	1262886__R6QN23__BN563_00445
ERR1913048.6176744__1.6176744	1150298__A0A174GH24__ERS852406_02992
ERR1913048.6176900__1.6176900	28117__B0MTY2__BHV66_06485
ERR1913048.6177197__1.6177197	821__A0A174MBW9__SAMN04487923_10272
ERR1913048.6177233__1.6177233	35833__E5Y6S3__HMPREF0179_01886
ERR1913048.6177337__1.6177337	1235835__R9LCU2__C814_02677
ERR1913048.6177575__1.6177575	1796613__A0A1C7GZG2__ADH74_03485
ERR1913048.6177676__1.6177676	901__B6WRI9__DESPIGER_0385
ERR1913048.6177903__1.6177903	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913048.6178033__1.6178033	1150298__A0A174SLE6__mlc_1
ERR1913048.6178138__1.6178138	28117__B0MTH2__ALIPUT_00061
ERR1913048.6178678__1.6178678	166486__D4L2C5__ERS852572_01688
ERR1913048.6178703__1.6178703	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.6178981__1.6178981	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913048.6178960__1.6178960	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913048.6179447__1.6179447	387090__S0F7Y3__BACCOPRO_02028
ERR1913048.6179476__1.6179476	39492__D4JR31__EUBSIR_00106
ERR1913048.6179520__1.6179520	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913048.6179808__1.6179808	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913048.6179810__1.6179810	292800__A0A1C7FHV2__HMPREF9460_00045
ERR1913048.6179991__1.6179991	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913048.6180064__1.6180064	292800__A0A1C7FQ74__HMPREF9460_03995
ERR1913048.6180588__1.6180588	147206__GCF_000156215.1_01774
ERR1913048.6180812__1.6180812	1262927__R7EX56__BN677_00089
ERR1913048.6181141__1.6181141	1263000__R5EUG9__BN466_01476
ERR1913048.6181301__1.6181301	1150298__A0A174SLE6__mlc_1
ERR1913048.6181973__1.6181973	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913048.6182094__1.6182094	1263044__GCA_000433375.1_00676
ERR1913048.6182347__1.6182347	47678__R5U7L8__DXB67_16595
ERR1913048.6182588__1.6182588	1262886__R6Q951__BN563_00504
ERR1913048.6182608__1.6182608	1262911__R6H0U7__BN557_01104
ERR1913048.6182640__1.6182640	1263000__R5EC87__BN466_00713
ERR1913048.6182719__1.6182719	166486__D4KPQ7__ROSINTL182_09065
ERR1913048.6182811__1.6182811	106588__A6P303__BACCAP_04887
ERR1913048.6182892__1.6182892	1262911__R6GN99__BN557_01784
ERR1913048.6183177__1.6183177	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.6183200__1.6183200	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.6183322__1.6183322	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.6183344__1.6183344	1262911__R6GMK4__BN557_00535
ERR1913048.6183574__1.6183574	1263000__R5EFY3__BN466_01416
ERR1913048.6184361__1.6184361	1263044__GCA_000433375.1_01144
ERR1913048.6184410__1.6184410	901__A0A1K1LG50__DESPIG_01817
ERR1913048.6184522__1.6184522	901__A0A1K1LG50__DESPIG_01817
ERR1913048.6184544__1.6184544	901__B6WVE2__DHV46_05785
ERR1913048.6184918__1.6184918	853__C7H7F8__yccM_1
ERR1913048.6185040__1.6185040	47678__R5U7L8__DXB67_16595
ERR1913048.6185320__1.6185320	214856__A0A173YE57__ERS852559_00126
ERR1913048.6185323__1.6185323	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.6185370__1.6185370	328814__GCA_004558275.1_00056
ERR1913048.6185396__1.6185396	1262927__R7EX56__BN677_00089
ERR1913048.6185410__1.6185410	1897011__A0A1Q6RG48__BHW41_02345
ERR1913048.6185677__1.6185677	1897011__A0A1Q6RFC7__BHW41_03540
ERR1913048.6185756__1.6185756	853__A0A2A7AXC8__C4N21_14120
ERR1913048.6185910__1.6185910	214856__A0A173W3Y5__ERS852559_02032
ERR1913048.6186234__1.6186234	216816__C2GTV6__AS143_01355
ERR1913048.6186239__1.6186239	1263000__R5ES99__BN466_01121
ERR1913048.6186678__1.6186678	853__A0A173RZ39__C4N22_01650
ERR1913048.6186828__1.6186828	39491__A0A395ZBW8__DXC13_08840
ERR1913048.6186959__1.6186959	1262927__R7EX56__BN677_00089
ERR1913048.6186966__1.6186966	28117__B0MY36__BHV66_05185
ERR1913048.6187003__1.6187003	1263030__R5CX12__BN705_00275
ERR1913048.6187148__1.6187148	1263000__R5ESM1__BN466_01440
ERR1913048.6187283__1.6187283	1235835__R9LCU2__C814_02677
ERR1913048.6187520__1.6187520	1897011__A0A1Q6REU8__BHW41_04300
ERR1913048.6187765__1.6187765	1262911__R6GUQ4__BN557_01581
ERR1913048.6188145__1.6188145	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913048.6188186__1.6188186	2108523__A0A2P2F677__LAWASA_1497
ERR1913048.6188639__1.6188639	1263000__R5EC87__BN466_00713
ERR1913048.6188965__1.6188965	28117__R7JPX7__BHV66_00900
ERR1913048.6188984__1.6188984	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913048.6189028__1.6189028	1262889__R7HCR1__BN634_01576
ERR1913048.6189094__1.6189094	901__B6WTQ4__DESPIGER_1255
ERR1913048.6189103__1.6189103	821__A0A174RA14__M099_1655
ERR1913048.6189136__1.6189136	1262927__R7EX56__BN677_00089
ERR1913048.6189138__1.6189138	821__A0A174RA14__M099_1655
ERR1913048.6189328__1.6189328	706562__GCA_900112995.1_02104
ERR1913048.6189768__1.6189768	1897011__A0A1Q6RE67__BHW41_04635
ERR1913048.6189806__1.6189806	46503__R6WQ01__PARMER_03826
ERR1913048.6189816__1.6189816	216816__C2GW26__chb
ERR1913048.6189974__1.6189974	901__A0A1K1LF78__DESPIGER_1556
ERR1913048.6189996__1.6189996	28117__B0N028__BHV66_05935
ERR1913048.6190091__1.6190091	166486__D4KZI1__ERS852572_00422
ERR1913048.6190159__1.6190159	1262911__R6H0U7__BN557_01104
ERR1913048.6190165__1.6190165	214856__A0A174C683__ERS852559_00523
ERR1913048.6190449__1.6190449	33025__A0A395J9P6__C8D73_109115
ERR1913048.6190488__1.6190488	360807__C0G083__ROSEINA2194_04432
ERR1913048.6190650__1.6190650	901__B6WXA0__aroE
ERR1913048.6191158__1.6191158	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913048.6191310__1.6191310	1897011__A0A1Q6RH29__BHW41_01570
ERR1913048.6191361__1.6191361	901__B6WPV2__DHV46_04070
ERR1913048.6191592__1.6191592	901__B6WUN9__DESPIGER_1850
ERR1913048.6191670__1.6191670	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913048.6192224__1.6192224	1501391__GCA_000786575.1_00108
ERR1913048.6192354__1.6192354	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913048.6192691__1.6192691	853__A0A174C5M1__CGS58_04460
ERR1913048.6192759__1.6192759	2108523__A0A2P2F507__LAWASA_1081
ERR1913048.6192846__1.6192846	1897011__A0A1Q6RI93__BHW41_01175
ERR1913048.6193326__1.6193326	901__B6WVX9__DESPIG_02247
ERR1913048.6193362__1.6193362	214856__R5UN64__ERS852447_02669
ERR1913048.6193742__1.6193742	936548__J1LLQ1__HMPREF1136_0595
ERR1913048.6193851__1.6193851	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913048.6194193__1.6194193	214856__R6Z320__ERS852447_02148
ERR1913048.6194294__1.6194294	2108523__A0A2P2F4E1__LAWASA_871
ERR1913048.6195063__1.6195063	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913048.6195150__1.6195150	39491__C4ZCH3__EUR_17560
ERR1913048.6195445__1.6195445	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913048.6195488__1.6195488	1965604__A0A1Y4F2R3__B5F54_02490
ERR1913048.6195590__1.6195590	216816__Q8G4X6__DXD52_09895
ERR1913048.6195653__1.6195653	901__B6WTC8__DESPIGER_0642
ERR1913048.6195714__1.6195714	901__B6WQ96__DESPIGER_1063
ERR1913048.6195927__1.6195927	1262911__R6H2J2__BN557_01228
ERR1913048.6196062__1.6196062	28117__B0MTS2__ALIPUT_00159
ERR1913048.6196129__1.6196129	394340__group_3119
ERR1913048.6197240__1.6197240	853__E2ZGD9__C7J97_11715
ERR1913048.6197222__1.6197222	39491__C4Z9Y3__ERS852417_01808
ERR1913048.6197392__1.6197392	204516__U6R9E6__HMPREF1534_03149
ERR1913048.6197427__1.6197427	1262948__R7E9S8__BN671_01993
ERR1913048.6197440__1.6197440	853__A0A173YYY4__DWZ04_09420
ERR1913048.6197631__1.6197631	1897011__A0A1Q6RH61__BHW41_01970
ERR1913048.6197649__1.6197649	28117__B0MVL5__BHV66_01660
ERR1913048.6197887__1.6197887	901__B6WTQ4__DESPIGER_1255
ERR1913048.6197941__1.6197941	1628085__A0A3E2XST6__C7386_11832
ERR1913048.6198015__1.6198015	28117__B0MXL6__ALIPUT_01851
ERR1913048.6198115__1.6198115	901__B6WXX4__DESPIGER_1515
ERR1913048.6198184__1.6198184	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913048.6198199__1.6198199	39491__C4ZC33__DXC13_11585
ERR1913048.6198239__1.6198239	216816__R5MZK3__DPC6320_1630
ERR1913048.6198325__1.6198325	1501391__GCA_000786575.1_00115
ERR1913048.6198597__1.6198597	28117__R7JIJ8__BHV66_01635
ERR1913048.6198724__1.6198724	394340__ilvC
ERR1913048.6198885__1.6198885	166486__D4L458__ROSINTL182_07088
ERR1913048.6198886__1.6198886	1550024__A0A3B9WIW5__TQ39_04755
ERR1913048.6198938__1.6198938	216816__Q8G4X6__DXD52_09895
ERR1913048.6198918__1.6198918	28117__B0MVL5__BHV66_01660
ERR1913048.6198944__1.6198944	28117__B0MYI9__BHV66_05415
ERR1913048.6199118__1.6199118	246787__R6LGB3__BcellWH2_02361
ERR1913048.6199317__1.6199317	1160721__R6TH97__BHW50_04165
ERR1913048.6199672__1.6199672	901__B6WWB4__DESPIGER_2273
ERR1913048.6199901__1.6199901	901__B6WXI0__DHV46_02055
ERR1913048.6200010__1.6200010	820__A0A374QGD2__ERS852421_02382
ERR1913048.6200154__1.6200154	216816__E5Y0K4__B8809_0128
ERR1913048.6200485__1.6200485	1897011__A0A1Q6RE56__BHW41_04765
ERR1913048.6200664__1.6200664	387090__S0F7Y3__BACCOPRO_02028
ERR1913048.6200725__1.6200725	1262927__R7EX56__BN677_00089
ERR1913048.6200937__1.6200937	1501391__GCA_000786575.1_00035
ERR1913048.6201167__1.6201167	1628085__A0A2U1BGQ7__C7386_101108
ERR1913048.6201865__1.6201865	901__B6WXG9__DESPIG_02795
ERR1913048.6201936__1.6201936	74426__rpoB
ERR1913048.6202310__1.6202310	1262743__R5C9G8__BN727_01341
ERR1913048.6202319__1.6202319	39491__D6E118__DXB69_05765
ERR1913048.6202672__1.6202672	821__A0A395VIK7__BVU_1225
ERR1913048.6202712__1.6202712	572010__aspS
ERR1913048.6203054__1.6203054	1150298__A0A174KMK7__rluD_3
ERR1913048.6203062__1.6203062	74426__purL
ERR1913048.6203169__1.6203169	214856__A0A175A6T5__ERS852447_02658
ERR1913048.6203398__1.6203398	147206__GCF_000156215.1_01777
ERR1913048.6203484__1.6203484	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913048.6203890__1.6203890	1796613__A0A1V0QD55__ADH74_03490
ERR1913048.6203892__1.6203892	28117__B0MTV3__BHV66_06405
ERR1913048.6204015__1.6204015	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913048.6204046__1.6204046	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.6204154__1.6204154	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913048.6204265__1.6204265	1628085__A0A374VP93__C7386_10150
ERR1913048.6204343__1.6204343	1262927__R7EX56__BN677_00089
ERR1913048.6204390__1.6204390	216816__C2GSX7__DD678_03555
ERR1913048.6204530__1.6204530	28117__B0MTV0__BHV66_06395
ERR1913048.6204855__1.6204855	246787__R6K756__HMPREF1062_01819
ERR1913048.6204886__1.6204886	853__A0A3E2V168__FAEPRAM212_00929
ERR1913048.6204892__1.6204892	1262927__R7EX56__BN677_00089
ERR1913048.6204969__1.6204969	471189__GCA_003340385.1_00053
ERR1913048.6205362__1.6205362	1897011__A0A1Q6RH85__BHW41_01750
ERR1913048.6205367__1.6205367	821__A0A174NM17__lacZ_6
ERR1913048.6205322__1.6205322	1262927__R7EX56__BN677_00089
ERR1913048.6205383__1.6205383	166486__D4KXZ4__ROSINTL182_05055
ERR1913048.6205474__1.6205474	28117__B0MU76__ALIPUT_00202
ERR1913048.6205648__1.6205648	1263000__R5EH44__BN466_01492
ERR1913048.6205777__1.6205777	214856__A0A175A6T5__ERS852447_02658
ERR1913048.6205816__1.6205816	35833__E5Y6S3__HMPREF0179_01886
ERR1913048.6206127__1.6206127	28117__B0MT38__BHV66_05995
ERR1913048.6206196__1.6206196	853__E2ZGD9__C7J97_11715
ERR1913048.6206342__1.6206342	1897011__A0A1Q6RI11__BHW41_00845
ERR1913048.6206429__1.6206429	1262927__R7EX56__BN677_00089
ERR1913048.6206604__1.6206604	166486__D4KVZ2__cbiT
ERR1913048.6206709__1.6206709	901__B6WUI5__DESPIGER_1817
ERR1913048.6206773__1.6206773	1897011__A0A1Q6REW8__BHW41_04435
ERR1913048.6206819__1.6206819	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913048.6207218__1.6207218	1897011__A0A1Q6RE59__BHW41_04605
ERR1913048.6207447__1.6207447	1262927__R7EX56__BN677_00089
ERR1913048.6207820__1.6207820	901__B6WTW8__DESPIGER_1202
ERR1913048.6207823__1.6207823	166486__D4KZ14__inlA_1
ERR1913048.6208326__1.6208326	901__B6WUL1__DESPIG_01755
ERR1913048.6208536__1.6208536	1263000__R5ESM1__BN466_01440
ERR1913048.6208627__1.6208627	28117__B0MWP2__ALIPUT_01468
ERR1913048.6208892__1.6208892	394340__gatB
ERR1913048.6208908__1.6208908	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913048.6209065__1.6209065	28117__B0MWH8__BHV66_01330
ERR1913048.6209343__1.6209343	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913048.6209668__1.6209668	28117__B0MSL1__BHV66_06710
ERR1913048.6209995__1.6209995	853__A0A3E2U7E6__ERS852582_01640
ERR1913048.6210047__1.6210047	901__B6WXT8__DESPIGER_1543
ERR1913048.6210084__1.6210084	820__I9A4U7__DHU98_12785
ERR1913048.6210363__1.6210363	901__B6WXI1__DESPIGER_1636
ERR1913048.6210556__1.6210556	901__B6WWB4__DESPIGER_2273
ERR1913048.6210981__1.6210981	1739406__J2ZAP1__HMPREF2902_08395
ERR1913048.6211109__1.6211109	204516__U6RFB2__HMPREF1534_01733
ERR1913048.6211110__1.6211110	214856__R6Y0B9__ERS852559_00164
ERR1913048.6211181__1.6211181	2108523__A0A2P2FAD2__LAWASA_3010
ERR1913048.6211367__1.6211367	821__U6RDC2__DXD46_15675
ERR1913048.6211372__1.6211372	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913048.6211343__1.6211343	818__A0A0P0FLN9__NCTC13706_01794
ERR1913048.6211534__1.6211534	39485__A0A174ZA72__glgB_1
ERR1913048.6211623__1.6211623	28117__B0MTV5__BHV66_06415
ERR1913048.6211737__1.6211737	216816__A0A396FRQ5__DD678_01245
ERR1913048.6211812__1.6211812	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913048.6211820__1.6211820	1263000__R5F0Q6__BN466_00318
ERR1913048.6211872__1.6211872	216816__A0A396FRQ5__DD678_01245
ERR1913048.6212009__1.6212009	1263000__R5EWT9__BN466_02076
ERR1913048.6212024__1.6212024	166486__D4KV78__aroA
ERR1913048.6212272__1.6212272	1263000__R5EU91__BN466_01432
ERR1913048.6212311__1.6212311	1263000__R5EC87__BN466_00713
ERR1913048.6212458__1.6212458	487174__K0WX70__DDY40_01710
ERR1913048.6212680__1.6212680	29347__B0NHX5__CLOSCI_03091
ERR1913048.6212705__1.6212705	1262927__R7EX56__BN677_00089
ERR1913048.6212706__1.6212706	1897011__A0A1Q6RH97__BHW41_01945
ERR1913048.6212919__1.6212919	1235835__R9LCU2__C814_02677
ERR1913048.6213035__1.6213035	901__B6WVE0__DESPIG_02056
ERR1913048.6213067__1.6213067	1262927__R7EX56__BN677_00089
ERR1913048.6213280__1.6213280	1262886__R6QIW7__BN563_00997
ERR1913048.6213341__1.6213341	1262911__R6GI18__BN557_01377
ERR1913048.6213538__1.6213538	1262927__R7EX56__BN677_00089
ERR1913048.6213546__1.6213546	901__B6WXT8__DESPIGER_1543
ERR1913048.6213626__1.6213626	821__A0A396F9T7__M097_3427
ERR1913048.6213859__1.6213859	626929__F3PF36__B5F24_16825
ERR1913048.6214111__1.6214111	853__D4K7X0__DW905_09540
ERR1913048.6214454__1.6214454	1796646__A0A1B1S8E7__ADH68_13145
ERR1913048.6214430__1.6214430	1263000__R5F0Q6__BN466_00318
ERR1913048.6214680__1.6214680	853__A0A173T0Y8__CGS54_07215
ERR1913048.6215128__1.6215128	216816__B3DNW2__BL171B_07980
ERR1913048.6215902__1.6215902	28117__B0N028__BHV66_05935
ERR1913048.6216044__1.6216044	821__A0A3E4XY72__NCTC10583_01067
ERR1913048.6216711__1.6216711	328814__GCA_004558275.1_02278
ERR1913048.6216723__1.6216723	1262927__R7EX56__BN677_00089
ERR1913048.6216889__1.6216889	214856__R6Y1K2__ERS852447_02306
ERR1913048.6216912__1.6216912	901__B6WXH2__DESPIGER_1643
ERR1913048.6216984__1.6216984	214856__A0A173YXX1__ERS852559_01651
ERR1913048.6217447__1.6217447	901__A0A1K1LG50__DESPIG_01817
ERR1913048.6217528__1.6217528	1262927__R7EX56__BN677_00089
ERR1913048.6218035__1.6218035	821__A0A395VIK7__BVU_1225
ERR1913048.6218231__1.6218231	1263000__R5EEL2__BN466_01100
ERR1913048.6218282__1.6218282	901__B6WRB3__DESPIGER_0300
ERR1913048.6218803__1.6218803	853__A0A173RZ39__C4N22_01650
ERR1913048.6218961__1.6218961	1262911__R6GVN8__BN557_01732
ERR1913048.6218991__1.6218991	166486__D4L0Q4__ERS852572_03675
ERR1913048.6219053__1.6219053	745368__A0A1T4YA51__SAMN02745178_02876
ERR1913048.6219227__1.6219227	88431__A0A3D0F2C1__DORLON_02135
ERR1913048.6219176__1.6219176	901__B6WTR4__DESPIGER_1248
ERR1913048.6219276__1.6219276	88431__A0A3D0F2C1__DORLON_02135
ERR1913048.6219744__1.6219744	214856__R6Z590__ERS852447_01059
ERR1913048.6219774__1.6219774	821__A0A396F9T7__M097_3427
ERR1913048.6220221__1.6220221	166486__D4L458__ROSINTL182_07088
ERR1913048.6220282__1.6220282	28117__B0MTS2__ALIPUT_00159
ERR1913048.6220240__1.6220240	821__D4VD59__BHV80_04260
ERR1913048.6221205__1.6221205	1739406__A0A1S1EFJ6__HMPREF2902_09525
ERR1913048.6221323__1.6221323	1262927__R7EX56__BN677_00089
ERR1913048.6221489__1.6221489	901__B6WQE3__DHV46_07200
ERR1913048.6221525__1.6221525	1739406__A0A1S1EFJ6__HMPREF2902_09525
ERR1913048.6221589__1.6221589	2108523__A0A2P2F6E4__LAWASA_1598
ERR1913048.6221830__1.6221830	46228__V8BL81__DXD17_11825
ERR1913048.6221888__1.6221888	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913048.6222016__1.6222016	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913048.6222072__1.6222072	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913048.6222261__1.6222261	821__A0A174V2F3__NCTC10583_01474
ERR1913048.6222505__1.6222505	166486__R6AY46__ROSINTL182_06128
ERR1913048.6222658__1.6222658	214856__R6Y7P0__ERS852447_00307
ERR1913048.6222723__1.6222723	1897011__A0A1Q6RIP7__BHW41_00530
ERR1913048.6222775__1.6222775	853__D4K7X0__DW905_09540
ERR1913048.6222779__1.6222779	1897011__A0A1Q6RCY0__BHW41_05945
ERR1913048.6223238__1.6223238	216816__A0A133L1E2__ptsP
ERR1913048.6223415__1.6223415	166486__D4KU79__ROSINTL182_06970
ERR1913048.6223453__1.6223453	901__B6WVE0__DESPIG_02056
ERR1913048.6223750__1.6223750	1263000__R5EBJ1__BN466_00540
ERR1913048.6223929__1.6223929	901__B6WY35__DESPIGER_1461
ERR1913048.6223996__1.6223996	1262927__R7EX56__BN677_00089
ERR1913048.6224366__1.6224366	2108523__A0A2P2F586__LAWASA_1166
ERR1913048.6224403__1.6224403	1262992__R5D1Y3__BN795_00199
ERR1913048.6224440__1.6224440	901__B6WWW5__DESPIGER_2454
ERR1913048.6224785__1.6224785	1262992__R5D1Y3__BN795_00199
ERR1913048.6224999__1.6224999	1263000__R5EDV4__BN466_01097
ERR1913048.6225063__1.6225063	28117__B0MTV3__BHV66_06405
ERR1913048.6225169__1.6225169	216816__Q8G464__BFS25_05925
