ERR1913233.21__1.21	204516__U6RJY4__HMPREF1534_01494
ERR1913233.131748__1.131748	853__A0A2A7B9I6__DW855_13690
ERR1913233.131752__1.131752	853__A0A173YYY4__DWZ04_09420
ERR1913233.131774__1.131774	165179__A0A3E5AGH1__DXB80_05820
ERR1913233.131824__1.131824	820__A0A174R952__DXB48_02570
ERR1913233.131803__1.131803	69974__A0A090FEL8__MPL3365_630008
ERR1913233.131886__1.131886	69974__A0A090FEL8__MPL3365_630008
ERR1913233.132503__1.132503	310298__B3JH76__BACCOP_01230
ERR1913233.132550__1.132550	39485__C4Z434__tilS
ERR1913233.132565__1.132565	1263107__GCA_000436995.1_00180
ERR1913233.132653__1.132653	552398__F4XCR9__HMPREF0866_01636
ERR1913233.132745__1.132745	69974__A0A090FEL8__MPL3365_630008
ERR1913233.132774__1.132774	1262743__R5C054__BN727_01980
ERR1913233.132983__1.132983	74426__rpoC
ERR1913233.133009__1.133009	28117__B0MVL2__BHV66_01645
ERR1913233.133367__1.133367	487173__H1D090__HMPREF9453_01028
ERR1913233.133480__1.133480	69974__A0A090FEL8__MPL3365_630008
ERR1913233.133570__1.133570	1262924__R7HNN4__BN585_01505
ERR1913233.133576__1.133576	371601__C3QXN6__ERS852396_01055
ERR1913233.133535__1.133535	40518__R5DW64__RBL236_01394
ERR1913233.133870__1.133870	29361__B6FKH5__CLONEX_00621
ERR1913233.134007__1.134007	2293125__A0A374CIC9__DW917_02045
ERR1913233.134133__1.134133	165179__A0A229I1J2__DXB80_03950
ERR1913233.134183__1.134183	165179__D1PCL6__DXB80_13435
ERR1913233.134464__1.134464	28117__B0MY40__BHV66_05170
ERR1913233.134621__1.134621	310298__B3JLT9__BACCOP_02886
ERR1913233.134672__1.134672	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913233.134703__1.134703	39492__D4JWI6__EUBSIR_01073
ERR1913233.134866__1.134866	818__A0A0P0F989__BJP75_019080
ERR1913233.135019__1.135019	1262743__R5C3A8__BN727_00457
ERR1913233.135229__1.135229	28117__B0MWC6__BHV66_00965
ERR1913233.135232__1.135232	165179__D1PGU8__PREVCOP_06463
ERR1913233.135475__1.135475	1262992__R5DE88__BN795_00202
ERR1913233.135503__1.135503	28117__B0MT73__ALIPUT_00412
ERR1913233.135510__1.135510	33039__A0A173VTT4__frdB_1
ERR1913233.135572__1.135572	823__A0A173W404__DHP27_04905
ERR1913233.135621__1.135621	69974__A0A090FEL8__MPL3365_630008
ERR1913233.135646__1.135646	39485__A0A174ZPJ9__tig_2
ERR1913233.135770__1.135770	39491__A0A395ZHV7__ykvU
ERR1913233.135795__1.135795	165179__A0A3E5A554__DXB80_13805
ERR1913233.135855__1.135855	165179__A0A3E5AGH1__DXB80_05820
ERR1913233.135888__1.135888	1628085__A0A2U1BHD5__C7386_101308
ERR1913233.136037__1.136037	820__A0A3E4W084__BACUNI_04042
ERR1913233.136054__1.136054	820__A0A1Q6IDS8__chtA
ERR1913233.136155__1.136155	40518__R5DVQ2__DXD93_00365
ERR1913233.136260__1.136260	328814__GCA_004558275.1_00992
ERR1913233.136263__1.136263	69974__A0A090FEL8__MPL3365_630008
ERR1913233.136342__1.136342	69974__A0A090FEL8__MPL3365_630008
ERR1913233.136617__1.136617	853__A0A2A7B1Y7__C7K05_11930
ERR1913233.136666__1.136666	1262992__R5D3X7__BN795_00539
ERR1913233.136704__1.136704	39491__A0A396FSK3__ERS852417_00383
ERR1913233.136977__1.136977	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913233.137082__1.137082	487175__D9Y712__HMPREF9439_02495
ERR1913233.137253__1.137253	69974__A0A090FEL8__MPL3365_630008
ERR1913233.137386__1.137386	165179__A0A3E5AER8__DXB80_07075
ERR1913233.137713__1.137713	40518__R5DNV4__RBATCC27255_00359
ERR1913233.137718__1.137718	165179__D1PER3__DXB80_11525
ERR1913233.137816__1.137816	410072__A0A173YNZ0__ERS852481_00766
ERR1913233.138011__1.138011	39485__C4Z6K2__ERS852490_00407
ERR1913233.137941__1.137941	310298__B3JNH4__BACCOP_03487
ERR1913233.137947__1.137947	1262924__R7HU74__BN585_00690
ERR1913233.137908__1.137908	204516__U6RDD8__HMPREF1534_02559
ERR1913233.137925__1.137925	39485__C4Z5L9__ERS852490_00668
ERR1913233.138039__1.138039	69974__A0A090FEL8__MPL3365_630008
ERR1913233.138100__1.138100	69974__A0A090FEL8__MPL3365_630008
ERR1913233.138095__1.138095	74426__nifJ
ERR1913233.138382__1.138382	69974__A0A090FEL8__MPL3365_630008
ERR1913233.138418__1.138418	301302__R5VFU2__xynA1
ERR1913233.138498__1.138498	39485__C4Z028__ERS852492_00100
ERR1913233.138503__1.138503	820__A0A3E4WA06__ERS852554_03404
ERR1913233.138875__1.138875	301301__A0A395VA74__RHOM_00280
ERR1913233.138906__1.138906	1262992__R5D1U8__BN795_00158
ERR1913233.139133__1.139133	39491__A0A3E4E7C5__DXB69_03255
ERR1913233.139492__1.139492	39491__A0A395ZBQ4__cph2_2
ERR1913233.139701__1.139701	821__A0A396F9T7__M097_3427
ERR1913233.139869__1.139869	310298__B3JH75__BACCOP_01229
ERR1913233.139953__1.139953	1262924__R7HQS1__BN585_00657
ERR1913233.140140__1.140140	40518__R5DVR2__RBL236_00303
ERR1913233.140391__1.140391	216816__A0A0A1GSN4__DVB78_03875
ERR1913233.140630__1.140630	310298__B3JQL6__BACCOP_04252
ERR1913233.140676__1.140676	671267__R9ICM6__C802_00589
ERR1913233.140718__1.140718	1262924__R7HRE7__BN585_00055
ERR1913233.140913__1.140913	39485__C4Z0T2__ykvU
ERR1913233.140888__1.140888	28117__B0MXJ1__BHV66_08445
ERR1913233.140982__1.140982	820__R9I3N4__M093_0061
ERR1913233.140991__1.140991	204516__U6RJY4__HMPREF1534_01494
ERR1913233.140995__1.140995	39485__A0A174YYW2__benM
ERR1913233.141102__1.141102	116085__D4J9V4__DW747_03200
ERR1913233.141247__1.141247	1528099__A0A0M5L7T5__AL705_02410
ERR1913233.141494__1.141494	853__A0A173YYY4__DWZ04_09420
ERR1913233.141662__1.141662	165179__D1PHC0__PREVCOP_06640
ERR1913233.142010__1.142010	853__A0A173YYY4__DWZ04_09420
ERR1913233.142036__1.142036	39491__A0A174K9A3__DXB69_07785
ERR1913233.142093__1.142093	165179__D1PCL6__DXB80_13435
ERR1913233.142204__1.142204	626933__H1DGX0__HMPREF9449_01506
ERR1913233.142156__1.142156	69974__A0A090FEL8__MPL3365_630008
ERR1913233.142161__1.142161	28117__B0N028__BHV66_05935
ERR1913233.142230__1.142230	817__D1JR62__M110_0404
ERR1913233.142263__1.142263	216816__A0A087BBV6__BFS26_06210
ERR1913233.142301__1.142301	626933__H1DGX0__HMPREF9449_01506
ERR1913233.142427__1.142427	69974__A0A090FEL8__MPL3365_630008
ERR1913233.142410__1.142410	820__A0A3E4VXP2__yesR
ERR1913233.142567__1.142567	69974__A0A090FEL8__MPL3365_630008
ERR1913233.142672__1.142672	820__A0A139K5A6__DXB48_12175
ERR1913233.142718__1.142718	69974__A0A090FEL8__MPL3365_630008
ERR1913233.142745__1.142745	487173__H1D082__HMPREF9453_01020
ERR1913233.143022__1.143022	40518__R5DQW8__sipW_2
ERR1913233.143178__1.143178	88431__A0A173VJL7__ERS852526_01348
ERR1913233.143153__1.143153	165179__A0A3E5AFJ9__CFT61_15180
ERR1913233.143377__1.143377	69974__A0A090FEL8__MPL3365_630008
ERR1913233.143404__1.143404	28117__B0MTV3__BHV66_06405
ERR1913233.143471__1.143471	69974__A0A090FEL8__MPL3365_630008
ERR1913233.143873__1.143873	165179__D1PGU8__PREVCOP_06463
ERR1913233.144146__1.144146	165179__A0A3E5AHY4__CFT61_07675
ERR1913233.144154__1.144154	39485__R5ZYJ0__ERS852492_00222
ERR1913233.144184__1.144184	165179__A0A3E5EAM5__DXC61_07785
ERR1913233.144305__1.144305	28118__F9Z4H5__DHW44_02810
ERR1913233.144419__1.144419	853__A0A173T751__C4N24_10280
ERR1913233.144513__1.144513	821__A0A3E4WAR6__DXD64_10735
ERR1913233.144514__1.144514	301302__R5VCU3__cbiK_2
ERR1913233.144612__1.144612	1262913__R7J7E0__BN646_00943
ERR1913233.144568__1.144568	328814__GCA_004558275.1_00067
ERR1913233.144760__1.144760	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913233.144783__1.144783	487173__H1CYJ4__HMPREF9453_00432
ERR1913233.144852__1.144852	40518__R5DW64__RBL236_01394
ERR1913233.144895__1.144895	69974__A0A090FEL8__MPL3365_630008
ERR1913233.144932__1.144932	39491__A0A395ZE48__DXB76_02395
ERR1913233.145022__1.145022	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913233.145111__1.145111	74426__thrZ
ERR1913233.145464__1.145464	69974__A0A090FEL8__MPL3365_630008
ERR1913233.145511__1.145511	487175__R5E7Q1__HMPREF9439_01340
ERR1913233.145541__1.145541	28117__R7JH62__BHV66_05735
ERR1913233.145569__1.145569	1262929__R6F6C8__BN691_01344
ERR1913233.145591__1.145591	556259__I0PXW0__BSGG_5187
ERR1913233.145620__1.145620	33038__F7JT04__CDL21_01120
ERR1913233.145703__1.145703	853__A0A173YYY4__DWZ04_09420
ERR1913233.145708__1.145708	165179__D1PCL6__DXB80_13435
ERR1913233.146149__1.146149	39485__A0A174ZPH7__ERS852490_01992
ERR1913233.146070__1.146070	310298__B3JK99__BACCOP_02328
ERR1913233.146372__1.146372	69974__A0A090FEL8__MPL3365_630008
ERR1913233.146661__1.146661	69974__A0A090FEL8__MPL3365_630008
ERR1913233.146690__1.146690	823__K6ACX1__ERS852513_00266
ERR1913233.147292__1.147292	165179__A0A3E5A5E5__DXC61_13965
ERR1913233.147296__1.147296	1262924__R7HQD9__BN585_00129
ERR1913233.147629__1.147629	165179__D1PEQ5__PREVCOP_05711
ERR1913233.147640__1.147640	39485__A0A174YSS6__trxB_2
ERR1913233.147643__1.147643	69974__A0A090FEL8__MPL3365_630008
ERR1913233.147750__1.147750	39485__A0A174ZBK4__ERS852490_01585
ERR1913233.147938__1.147938	1965555__A0A1Y4S6Z9__B5E77_13380
ERR1913233.147964__1.147964	1262924__R7HP98__BN585_02065
ERR1913233.147974__1.147974	165179__A0A174SA26__PREVCOP_05758
ERR1913233.147908__1.147908	165179__A0A3E5AGH1__DXB80_05820
ERR1913233.147920__1.147920	39485__A0A174ZPJ9__tig_2
ERR1913233.148084__1.148084	310298__B3JQ37__BACCOP_04069
ERR1913233.148110__1.148110	204516__U6RFV1__HMPREF1534_02560
ERR1913233.148117__1.148117	310298__B3JFH4__BACCOP_00624
ERR1913233.148243__1.148243	310298__B3JJX9__BACCOP_02203
ERR1913233.148264__1.148264	1262911__R6H2J2__BN557_01228
ERR1913233.148412__1.148412	371601__D4WBK5__BN891_3970
ERR1913233.148381__1.148381	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913233.148337__1.148337	28117__B0MTW8__ALIPUT_00502
ERR1913233.148519__1.148519	69974__A0A090FEL8__MPL3365_630008
ERR1913233.148637__1.148637	458033__GCA_001482755.1_02203
ERR1913233.148895__1.148895	1262924__R7HPZ6__BN585_00681
ERR1913233.148904__1.148904	39485__A0A174ZNZ2__ERS852492_02345
ERR1913233.149131__1.149131	39491__C4ZCH3__EUR_17560
ERR1913233.149173__1.149173	39492__D4JUS6__accD5
ERR1913233.149231__1.149231	165179__A0A3E5DN34__DXC61_07865
ERR1913233.149296__1.149296	1262924__R7HMB7__BN585_01717
ERR1913233.149584__1.149584	310298__B3JQL6__BACCOP_04252
ERR1913233.149710__1.149710	40518__R5DV58__htrA
ERR1913233.149892__1.149892	853__A0A173T8T3__DW882_06555
ERR1913233.149904__1.149904	39491__C4ZAT2__ERE_28440
ERR1913233.149940__1.149940	165179__D1PGU8__PREVCOP_06463
ERR1913233.150064__1.150064	165179__D1PGU8__PREVCOP_06463
ERR1913233.150067__1.150067	626933__H1DGX0__HMPREF9449_01506
ERR1913233.150070__1.150070	69974__A0A090FEL8__MPL3365_630008
ERR1913233.150074__1.150074	1262924__R7HPZ6__BN585_00681
ERR1913233.150692__1.150692	39491__A0A395ZBW8__DXC13_08840
ERR1913233.150763__1.150763	28116__R6JIR4__DXA80_14190
ERR1913233.150852__1.150852	1263006__R6LU28__BN515_01365
ERR1913233.150817__1.150817	204516__U6RR96__HMPREF1534_00277
ERR1913233.151488__1.151488	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913233.151520__1.151520	39485__A0A174ZKZ4__spoIIQ_1
ERR1913233.151552__1.151552	2293125__A0A374CIC9__DW917_02045
ERR1913233.151626__1.151626	1262924__R7HKZ9__BN585_01304
ERR1913233.151695__1.151695	1262924__R7HQB3__BN585_00435
ERR1913233.151713__1.151713	487173__H1D2L5__HMPREF9453_01853
ERR1913233.151766__1.151766	39491__C4ZHS4__EUR_24420
ERR1913233.151961__1.151961	1284680__A0A095WUR0__HMPREF1627_03525
ERR1913233.151972__1.151972	165179__D1PGU8__PREVCOP_06463
ERR1913233.152033__1.152033	821__A6L0C7__ERS852556_03520
ERR1913233.152098__1.152098	165179__R6PU83__CFT61_14275
ERR1913233.152243__1.152243	47678__A5ZBL9__C5Z00_18710
ERR1913233.152332__1.152332	1262924__R7HTA4__BN585_00391
ERR1913233.152409__1.152409	39485__A0A175A023__yhhT
ERR1913233.152434__1.152434	310298__B3JNH3__BACCOP_03486
ERR1913233.152489__1.152489	28117__B0N007__BHV66_10275
ERR1913233.152756__1.152756	820__A0A174FUF0__HMPREF1073_03308
ERR1913233.152760__1.152760	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913233.152942__1.152942	487173__H1CYN8__HMPREF9453_00476
ERR1913233.152945__1.152945	40518__R5DV66__DXD83_04215
ERR1913233.153079__1.153079	165179__D1PHV2__PREVCOP_06822
ERR1913233.153225__1.153225	1628085__A0A2U1BG30__C7386_102206
ERR1913233.153254__1.153254	28117__B0MSQ3__ALIPUT_00347
ERR1913233.153336__1.153336	820__A0A374Q854__HMPREF1073_03281
ERR1913233.153488__1.153488	39485__A0A174Z8V5__fliU_2
ERR1913233.153494__1.153494	204516__U6RFV1__HMPREF1534_02560
ERR1913233.153534__1.153534	165179__A0A3E5A5E5__DXC61_13965
ERR1913233.153586__1.153586	354276__A0A0T5XFT4__UO80_17005
ERR1913233.153941__1.153941	310298__B3JFK5__BACCOP_00655
ERR1913233.154019__1.154019	40518__R5DME2__DXD86_07315
ERR1913233.154025__1.154025	69974__A0A090FEL8__MPL3365_630008
ERR1913233.154582__1.154582	165179__A0A3E5AHY4__CFT61_07675
ERR1913233.154603__1.154603	40518__R5DZC6__mreC
ERR1913233.154637__1.154637	165179__A0A3E5EAM5__DXC61_07785
ERR1913233.154661__1.154661	384639__GCA_003096855.1_00996
ERR1913233.154754__1.154754	487174__K0WRZ5__HMPREF9448_02826
ERR1913233.154726__1.154726	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913233.154964__1.154964	28117__B0MXG8__ALIPUT_01814
ERR1913233.155013__1.155013	1263107__GCA_000436995.1_00165
ERR1913233.155069__1.155069	853__A0A173XRA8__CGS56_09290
ERR1913233.155263__1.155263	39485__A0A174YVS4__EUBELI_00620
ERR1913233.155340__1.155340	39488__A0A285PRH2__EUBHAL_01264
ERR1913233.155756__1.155756	28117__B0MTW8__ALIPUT_00502
ERR1913233.155926__1.155926	39485__C4Z028__ERS852492_00100
ERR1913233.156215__1.156215	69974__A0A090FEL8__MPL3365_630008
ERR1913233.156291__1.156291	39491__A0A395UYL9__ERS852417_00624
ERR1913233.156259__1.156259	1262924__R7HQI4__BN585_00500
ERR1913233.156375__1.156375	1150298__R7JTX5__ERS852535_01291
ERR1913233.156398__1.156398	69974__A0A090FEL8__MPL3365_630008
ERR1913233.156463__1.156463	28117__B0MY34__BHV66_05195
ERR1913233.156700__1.156700	1262924__R7HNF7__BN585_01769
ERR1913233.156727__1.156727	165179__A0A3E5AHY4__CFT61_07675
ERR1913233.156896__1.156896	28118__R6FGF7__SAMEA44545918_01338
ERR1913233.157025__1.157025	853__A0A174UDE9__C4N25_12775
ERR1913233.157111__1.157111	69974__A0A090FEL8__MPL3365_630008
ERR1913233.157294__1.157294	165179__A0A3E5E8N5__DXC61_13460
ERR1913233.157351__1.157351	165179__A0A229I6N7__DXC61_06720
ERR1913233.157367__1.157367	28117__B0N007__BHV66_10275
ERR1913233.157460__1.157460	820__A0A139KH21__DXC80_01780
ERR1913233.157765__1.157765	47678__A5ZEA3__ERS852558_00257
ERR1913233.157854__1.157854	69974__A0A090FEL8__MPL3365_630008
ERR1913233.158081__1.158081	1262911__R6H2J2__BN557_01228
ERR1913233.158348__1.158348	1262924__R7HQB3__BN585_00435
ERR1913233.158423__1.158423	28117__B0MTI4__ALIPUT_00084
ERR1913233.158460__1.158460	39485__C4Z6V7__walK
ERR1913233.158616__1.158616	28117__B0MXL6__ALIPUT_01851
ERR1913233.158739__1.158739	1262924__R7HPZ6__BN585_00681
ERR1913233.158778__1.158778	69974__A0A090FEL8__MPL3365_630008
ERR1913233.158966__1.158966	88431__A0A3D0F1H3__ERS852573_02429
ERR1913233.158975__1.158975	69974__A0A090FEL8__MPL3365_630008
ERR1913233.159051__1.159051	165179__A0A229I443__DXB80_10950
ERR1913233.159106__1.159106	69974__A0A090FEL8__MPL3365_630008
ERR1913233.159184__1.159184	165179__D1PHC0__PREVCOP_06640
ERR1913233.159188__1.159188	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913233.159259__1.159259	1262992__R5D3X7__BN795_00539
ERR1913233.159293__1.159293	487173__H1D0W9__HMPREF9453_01257
ERR1913233.159319__1.159319	69974__A0A090FEL8__MPL3365_630008
ERR1913233.159398__1.159398	457421__C5ERC0__CBFG_04276
ERR1913233.159570__1.159570	28117__B0MXU6__ALIPUT_01958
ERR1913233.159582__1.159582	384639__GCA_003096855.1_00995
ERR1913233.159618__1.159618	165179__D1PGU8__PREVCOP_06463
ERR1913233.159686__1.159686	1262924__R7HT26__BN585_00306
ERR1913233.159875__1.159875	1796652__group_1831
ERR1913233.159961__1.159961	39491__A0A396FJJ9__DXB76_11995
ERR1913233.160090__1.160090	204516__U6RR96__HMPREF1534_00277
ERR1913233.160295__1.160295	165179__A0A174IPI3__CFT61_10940
ERR1913233.160369__1.160369	165179__A0A3E5EAM5__DXC61_07785
ERR1913233.160438__1.160438	10742__GeneID:1262491
ERR1913233.160448__1.160448	310298__B3JED9__BACCOP_00230
ERR1913233.160613__1.160613	204516__U6RAM4__HMPREF1534_03439
ERR1913233.160650__1.160650	28116__A0A078Q626__HMPREF1070_02735
ERR1913233.160671__1.160671	626933__H1DGX0__HMPREF9449_01506
ERR1913233.160882__1.160882	487173__H1D020__HMPREF9453_00958
ERR1913233.160957__1.160957	69974__A0A090FEL8__MPL3365_630008
ERR1913233.160958__1.160958	69974__A0A090FEL8__MPL3365_630008
ERR1913233.161282__1.161282	371601__D7K8P3__SAMN05216250_10395
ERR1913233.161562__1.161562	310298__B3JMZ2__BACCOP_03297
ERR1913233.161564__1.161564	69974__A0A090FEL8__MPL3365_630008
ERR1913233.161605__1.161605	310298__B3JM32__BACCOP_00571
ERR1913233.161607__1.161607	216816__C5E9N8__DD678_02795
ERR1913233.161696__1.161696	39485__A0A174YZE2__spoIIE
ERR1913233.161645__1.161645	821__A0A0P0M2J4__DXD46_10295
ERR1913233.161911__1.161911	853__A0A174AML0__FPR_08640
ERR1913233.161983__1.161983	39485__A0A174ZNZ2__ERS852492_02345
ERR1913233.162175__1.162175	165179__A0A3E5AGH1__DXB80_05820
ERR1913233.162703__1.162703	1262924__R7HQV3__BN585_00017
ERR1913233.162775__1.162775	74426__group_1871
ERR1913233.162874__1.162874	28117__B0MXU6__ALIPUT_01958
ERR1913233.163062__1.163062	1262911__R6H2J2__BN557_01228
ERR1913233.163107__1.163107	39491__A0A173TFQ1__rsmF
ERR1913233.163108__1.163108	310298__B3JNR4__BACCOP_03579
ERR1913233.163141__1.163141	165179__A0A3E5E4T9__DXB80_08030
ERR1913233.163194__1.163194	165179__A0A3E5A5E5__DXC61_13965
ERR1913233.163229__1.163229	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913233.163265__1.163265	820__A0A3E4VXP2__yesR
ERR1913233.163373__1.163373	165179__A0A3E5E8N5__DXC61_13460
ERR1913233.163430__1.163430	371601__A0A139LNM6__BN891_32770
ERR1913233.163677__1.163677	28117__B0N007__BHV66_10275
ERR1913233.163809__1.163809	301301__A0A395VBK4__RHOM_13190
ERR1913233.164019__1.164019	1262992__R5DBS7__BN795_00217
ERR1913233.164391__1.164391	39485__A0A174YZZ2__ERS852492_00215
ERR1913233.164436__1.164436	69974__A0A090FEL8__MPL3365_630008
ERR1913233.164657__1.164657	28117__B0MU76__ALIPUT_00202
ERR1913233.164767__1.164767	310298__B3JK99__BACCOP_02328
ERR1913233.164789__1.164789	410072__A0A173YNZ0__ERS852481_00766
ERR1913233.164900__1.164900	820__A0A173WUD7__DXB48_08055
ERR1913233.164863__1.164863	165179__A0A3E5A5E5__DXC61_13965
ERR1913233.164969__1.164969	1262924__R7HLJ5__BN585_01491
ERR1913233.165727__1.165727	88431__A0A3D0EXY5__ERS852526_00139
ERR1913233.165948__1.165948	69974__A0A090FEL8__MPL3365_630008
ERR1913233.165986__1.165986	69974__A0A090FEL8__MPL3365_630008
ERR1913233.166151__1.166151	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913233.166152__1.166152	1308__A0A2S4DZ34__DID82_04655
ERR1913233.166190__1.166190	69974__A0A090FEL8__MPL3365_630008
ERR1913233.166534__1.166534	39491__A0A396FFW0__ERE_10580
ERR1913233.166608__1.166608	69974__A0A090FEL8__MPL3365_630008
ERR1913233.166638__1.166638	165179__D1PEQ5__PREVCOP_05711
ERR1913233.166891__1.166891	165179__A0A174UTZ7__DXC61_06705
ERR1913233.166943__1.166943	165179__A0A3E5DN34__DXC61_07865
ERR1913233.167000__1.167000	69974__A0A090FEL8__MPL3365_630008
ERR1913233.167122__1.167122	165179__R6PU83__CFT61_14275
ERR1913233.167198__1.167198	301301__A0A395V407__ERS852391_02230
ERR1913233.167413__1.167413	47678__R5U7X8__C5Z00_18270
ERR1913233.167442__1.167442	301302__R5VC75__ERS852420_02858
ERR1913233.167491__1.167491	1323__A0A3E3E4M4__capA
ERR1913233.167670__1.167670	853__A0A173T8T3__DW882_06555
ERR1913233.167818__1.167818	1262924__R7HLU6__BN585_01291
ERR1913233.167819__1.167819	1262924__R7HLU6__BN585_01291
ERR1913233.167785__1.167785	487173__H1CY53__HMPREF9453_00291
ERR1913233.167799__1.167799	216816__C2GUV2__APC1478_0430
ERR1913233.168084__1.168084	69974__A0A090FEL8__MPL3365_630008
ERR1913233.168161__1.168161	28117__B0MUX4__ALIPUT_00911
ERR1913233.168365__1.168365	853__A0A174BA00__DW905_01145
ERR1913233.168370__1.168370	39491__A0A395V5R3__EUBREC_1883
ERR1913233.168348__1.168348	165179__W1I4H6__DXB80_13655
ERR1913233.168487__1.168487	853__A0A173XRA8__CGS56_09290
ERR1913233.168512__1.168512	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913233.168751__1.168751	40518__R5DME2__DXD86_07315
ERR1913233.168825__1.168825	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913233.168996__1.168996	165179__A0A174IPI3__CFT61_10940
ERR1913233.169080__1.169080	165179__A0A3E5AHY4__CFT61_07675
ERR1913233.169709__1.169709	40518__R5E1X3__clcA
ERR1913233.169742__1.169742	371601__F7LA63__HMPREF1074_04288
ERR1913233.169879__1.169879	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913233.169907__1.169907	487173__H1D2V9__HMPREF9453_01947
ERR1913233.170025__1.170025	165179__A0A229I6N7__DXC61_06720
ERR1913233.170222__1.170222	69974__A0A090FEL8__MPL3365_630008
ERR1913233.170390__1.170390	40518__R5DVL2__penA
ERR1913233.170473__1.170473	84024__A0A174LEU5__cwlC2_2
ERR1913233.170684__1.170684	821__D4V4X2__DXC16_18525
ERR1913233.170862__1.170862	69974__A0A090FEL8__MPL3365_630008
ERR1913233.171006__1.171006	39485__A0A174ZTY8__ycfH
ERR1913233.171151__1.171151	1262743__R5C3A8__BN727_00457
ERR1913233.171286__1.171286	165179__A0A229I6N7__DXC61_06720
ERR1913233.171613__1.171613	39485__A0A174ZPH7__ERS852490_01992
ERR1913233.171726__1.171726	69974__A0A090FEL8__MPL3365_630008
ERR1913233.171781__1.171781	69974__A0A090FEL8__MPL3365_630008
ERR1913233.171816__1.171816	39491__A0A395UUN5__EUBREC_0291
ERR1913233.171865__1.171865	69974__A0A090FEL8__MPL3365_630008
ERR1913233.172176__1.172176	165179__A0A3E5AER8__DXB80_07075
ERR1913233.172209__1.172209	853__A0A2A7B9I6__DW855_13690
ERR1913233.172257__1.172257	165179__A0A3E5EA43__DXC61_07775
ERR1913233.172758__1.172758	154288__A0A174QD73__rsmB
ERR1913233.172788__1.172788	69974__A0A090FEL8__MPL3365_630008
ERR1913233.173066__1.173066	69974__A0A090FEL8__MPL3365_630008
ERR1913233.173432__1.173432	1262924__R7HNN4__BN585_01505
ERR1913233.173560__1.173560	310298__B3JGJ2__BACCOP_00994
ERR1913233.173626__1.173626	39485__A0A174Z7G5__EUBELI_01168
ERR1913233.173665__1.173665	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913233.173876__1.173876	310298__B3JQ37__BACCOP_04069
ERR1913233.173925__1.173925	40518__R5E2R8__nnr_2
ERR1913233.174022__1.174022	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913233.174035__1.174035	487175__D9Y8N2__HMPREF9439_01198
ERR1913233.174046__1.174046	69974__A0A090FEL8__MPL3365_630008
ERR1913233.174198__1.174198	39488__A0A285PS86__EUBHAL_02647
ERR1913233.174400__1.174400	69974__A0A090FEL8__MPL3365_630008
ERR1913233.174577__1.174577	165179__A0A3E5EAM5__DXC61_07785
ERR1913233.174698__1.174698	626933__H1DGX0__HMPREF9449_01506
ERR1913233.175031__1.175031	28117__R7JJM9__ALIPUT_00662
ERR1913233.175113__1.175113	626933__H1DGX0__HMPREF9449_01506
ERR1913233.175141__1.175141	1262986__R6A9J1__BN492_01353
ERR1913233.175148__1.175148	626933__H1DGX0__HMPREF9449_01506
ERR1913233.175294__1.175294	1628085__A0A2U1BG30__C7386_102206
ERR1913233.175368__1.175368	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913233.175380__1.175380	69974__A0A090FEL8__MPL3365_630008
ERR1913233.175519__1.175519	40518__R5E1J2__DXD93_04070
ERR1913233.175680__1.175680	1965632__A0A1Y4A853__B5F91_11650
ERR1913233.175681__1.175681	165179__A0A3E5E189__PREVCOP_06699
ERR1913233.175695__1.175695	39485__A0A175A403__EUBELI_20577
ERR1913233.175785__1.175785	216816__U2TWA1__DD678_00805
ERR1913233.175760__1.175760	69974__A0A090FEL8__MPL3365_630008
ERR1913233.175871__1.175871	371601__R6JE01__SAMN05216250_10396
ERR1913233.175911__1.175911	39491__A0A395UWA3__DXB69_11805
ERR1913233.175966__1.175966	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913233.175974__1.175974	354276__A0A0T5XMK7__VE14_07845
ERR1913233.176060__1.176060	301301__A0A395VAL3__mcp2_2
ERR1913233.176440__1.176440	487175__R5ECJ2__HMPREF9439_00165
ERR1913233.176489__1.176489	69974__A0A090FEL8__MPL3365_630008
ERR1913233.176540__1.176540	69974__A0A090FEL8__MPL3365_630008
ERR1913233.176561__1.176561	165179__D1PHV2__PREVCOP_06822
ERR1913233.176593__1.176593	40518__R5DTJ1__DXD86_03635
ERR1913233.176692__1.176692	69974__A0A090FEL8__MPL3365_630008
