ERR1913185.233__1.233	487174__K0WYG8__HMPREF9448_01522
ERR1913185.1470682__1.1470682	853__A0A174AML0__FPR_08640
ERR1913185.1470756__1.1470756	357276__I9FRW5__B5F95_21685
ERR1913185.1470803__1.1470803	1680__R5GRA4__ERS852382_01548
ERR1913185.1470851__1.1470851	214856__A0A174ZB00__ERS852559_00631
ERR1913185.1470833__1.1470833	1160721__R6U983__RBI_I00047
ERR1913185.1470839__1.1470839	39488__C0F0P7__ERS852578_02651
ERR1913185.1470850__1.1470850	39492__R6RYB8__ERS852540_00322
ERR1913185.1470913__1.1470913	357276__A0A076INK2__BSEG_04225
ERR1913185.1470878__1.1470878	1262911__R6H174__BN557_01246
ERR1913185.1470965__1.1470965	820__A0A174A6K0__M093_0079
ERR1913185.1471121__1.1471121	47678__R5U978__ERS852558_01076
ERR1913185.1471227__1.1471227	40518__R5DU52__RB5AMG_02245
ERR1913185.1471215__1.1471215	1262986__R6ASP8__BN492_01782
ERR1913185.1471358__1.1471358	46506__A0A120A3P8__SAMN05444283_1172
ERR1913185.1471450__1.1471450	28111__R5JVV2__BACEGG_02950
ERR1913185.1471494__1.1471494	1262882__R5MY46__BN519_00355
ERR1913185.1471514__1.1471514	40518__R5DTP7__DXD83_02415
ERR1913185.1471553__1.1471553	291644__R5J8I9__ERS852428_03546
ERR1913185.1471619__1.1471619	1262911__R6GZ01__BN557_00641
ERR1913185.1471777__1.1471777	1262986__D9Y8J4__BN492_00022
ERR1913185.1471792__1.1471792	1160721__W0U633__BHW50_00240
ERR1913185.1471935__1.1471935	487174__R5F5Z4__DIT83_00635
ERR1913185.1471949__1.1471949	39491__A0A173RJ81__DXB76_01570
ERR1913185.1471984__1.1471984	39492__D4MN06__EUBSIR_02672
ERR1913185.1471997__1.1471997	1262882__R5MF58__BN519_00393
ERR1913185.1472036__1.1472036	39491__A0A396FMT0__EUBREC_3020
ERR1913185.1472130__1.1472130	1680__A0A2R4G1K8__BBMN23_0315
ERR1913185.1472137__1.1472137	820__A0A174CG08__DXB62_13215
ERR1913185.1472138__1.1472138	1262882__R5N532__BN519_01420
ERR1913185.1472151__1.1472151	40518__R5DS23__DXD86_01715
ERR1913185.1472228__1.1472228	39491__A0A173TFQ1__rsmF
ERR1913185.1472238__1.1472238	28118__R6F5X8__DF785_07935
ERR1913185.1472241__1.1472241	39491__A0A395ZHW9__DXC13_02590
ERR1913185.1472309__1.1472309	1263000__R5EFJ5__BN466_01372
ERR1913185.1472326__1.1472326	28117__R7JN92__BHV66_00550
ERR1913185.1472392__1.1472392	820__A7V8C2__ERS852554_01338
ERR1913185.1472396__1.1472396	1680__R5GR82__AD0028_0014
ERR1913185.1472639__1.1472639	1680__A0A174BH90__B0487_1759
ERR1913185.1472658__1.1472658	1680__A0A173W5Z2__DXC53_01290
ERR1913185.1472754__1.1472754	410072__A0A174QX27__murE_2
ERR1913185.1472873__1.1472873	39491__A0A395ZDC6__addB
ERR1913185.1472907__1.1472907	187327__G4Q6A3__ACDG_01732
ERR1913185.1473025__1.1473025	28117__B0MWC6__BHV66_00965
ERR1913185.1473004__1.1473004	357276__I9F327__DXD47_22495
ERR1913185.1473454__1.1473454	907__S7HLT4__CJO36_00210
ERR1913185.1473459__1.1473459	74426__nrdD
ERR1913185.1473432__1.1473432	1680__A0A087DHN0__AL0462_1532
ERR1913185.1473479__1.1473479	1262882__R5MRT2__BN519_01494
ERR1913185.1473523__1.1473523	39491__A0A395ZDC6__addB
ERR1913185.1473586__1.1473586	626929__F3PM80__HMPREF9445_02977
ERR1913185.1473867__1.1473867	39491__A0A395ZGE4__ERS852497_01269
ERR1913185.1473870__1.1473870	1262882__R5MRS7__BN519_01490
ERR1913185.1474032__1.1474032	1680__A0A1X2ZKM8__B5789_0981
ERR1913185.1474219__1.1474219	47678__R5UUB1__DXB67_02860
ERR1913185.1474222__1.1474222	1262882__R5MQ68__BN519_01178
ERR1913185.1474388__1.1474388	74426__gap
ERR1913185.1474393__1.1474393	1262882__R5MFT7__BN519_00494
ERR1913185.1474464__1.1474464	165179__A0A174SR12__DXB80_04410
ERR1913185.1474612__1.1474612	39491__C4ZD70__LD38_03510
ERR1913185.1474728__1.1474728	1262954__R7FBG4__BN611_01879
ERR1913185.1474792__1.1474792	46506__A0A108TAK3__fepA_3
ERR1913185.1474843__1.1474843	1680__R5GR82__AD0028_0014
ERR1913185.1474873__1.1474873	39491__A0A395UZ82__EUR_31520
ERR1913185.1474924__1.1474924	1262954__R7FBG4__BN611_01879
ERR1913185.1474983__1.1474983	384638__B7ASI3__BACPEC_02038
ERR1913185.1475001__1.1475001	39491__A0A174K265__DXB76_05915
ERR1913185.1475100__1.1475100	46506__A0A108T991__AA415_01433
ERR1913185.1475137__1.1475137	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913185.1475122__1.1475122	907__A0A1M6MLE8__C6362_03290
ERR1913185.1475278__1.1475278	39496__A5Z5I2__EUBVEN_00963
ERR1913185.1475283__1.1475283	544645__A0A3E4TE71__DXC42_06580
ERR1913185.1475254__1.1475254	39491__C4ZD70__LD38_03510
ERR1913185.1475380__1.1475380	820__A0A396EUV1__B5G17_06465
ERR1913185.1475582__1.1475582	1160721__R6U304__BHW50_05725
ERR1913185.1475586__1.1475586	820__A0A174F0C1__nreB
ERR1913185.1475627__1.1475627	823__A0A174WTX5__DD466_11965
ERR1913185.1475603__1.1475603	1263000__R5EMM7__BN466_00616
ERR1913185.1475672__1.1475672	46503__R6WWH2__DXB85_00365
ERR1913185.1475810__1.1475810	46506__A0A3E4UIV1__DXC34_17755
ERR1913185.1475985__1.1475985	1263107__GCA_000436995.1_00136
ERR1913185.1475998__1.1475998	820__A0A3E4W984__pssA
ERR1913185.1476135__1.1476135	39491__D4JMW8__ERS852497_01971
ERR1913185.1476180__1.1476180	46503__R6WY21__DXB85_01605
ERR1913185.1476154__1.1476154	46506__B0NQN6__AA415_00632
ERR1913185.1476252__1.1476252	1681__I3WJE6__A0008_0093
ERR1913185.1476288__1.1476288	40518__R5E175__RB5AMG_00757
ERR1913185.1476311__1.1476311	40518__R5E6K4__RB5AMG_02070
ERR1913185.1476478__1.1476478	357276__I8WPR6__EL88_06675
ERR1913185.1476487__1.1476487	410072__C0B511__DXD67_14355
ERR1913185.1476523__1.1476523	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913185.1476583__1.1476583	1262911__R6GSH8__BN557_00939
ERR1913185.1476617__1.1476617	1262954__R7FBD9__BN611_01260
ERR1913185.1476723__1.1476723	818__A0A139K1T6__SAMN05216253_11033
ERR1913185.1476774__1.1476774	88431__A0A3D0EZT9__ERS852423_01745
ERR1913185.1476770__1.1476770	1263000__R5EKR3__BN466_00099
ERR1913185.1477102__1.1477102	820__A0A3E4G8F8__ERS852421_01645
ERR1913185.1477173__1.1477173	40518__R5DUG7__sbcC
ERR1913185.1477195__1.1477195	291644__I8Y2A3__HMPREF1532_03851
ERR1913185.1477213__1.1477213	1262911__R6GPL1__BN557_00927
ERR1913185.1477366__1.1477366	1262882__R5MHA1__BN519_00763
ERR1913185.1477421__1.1477421	40518__R5DVQ2__DXD93_00365
ERR1913185.1477435__1.1477435	46506__S3YGB4__DXC41_06355
ERR1913185.1477488__1.1477488	820__I9J701__ERS852510_01809
ERR1913185.1477639__1.1477639	39483__D4JDZ3__B5F14_00745
ERR1913185.1477595__1.1477595	410072__C0B8G3__DXD67_01535
ERR1913185.1477596__1.1477596	46506__B0NM04__DXC41_13195
ERR1913185.1477604__1.1477604	39483__D4JDN2__HMPREF0367_01361
ERR1913185.1477657__1.1477657	46506__R6AEP1__HMPREF1181_01415
ERR1913185.1477673__1.1477673	46506__S3YVF9__BACSTE_02487
ERR1913185.1477778__1.1477778	39491__A0A395ZBQ4__cph2_2
ERR1913185.1477812__1.1477812	301302__R5VBF4__ERS852420_01650
ERR1913185.1477875__1.1477875	39491__A0A396FRE7__EUR_27520
ERR1913185.1478046__1.1478046	820__A0A3E4VZT7__DXB48_16145
ERR1913185.1478004__1.1478004	28111__R5K222__bglX_7
ERR1913185.1478017__1.1478017	187327__G4Q3B5__arcB
ERR1913185.1478198__1.1478198	100886__E2NNL4__yihX_2
ERR1913185.1478226__1.1478226	1262882__R5MIQ8__BN519_01036
ERR1913185.1478203__1.1478203	454154__G5SPC2__HMPREF9441_01204
ERR1913185.1478251__1.1478251	187327__G4Q3Q9__pth
ERR1913185.1478352__1.1478352	1262911__R6GSH8__BN557_00939
ERR1913185.1478506__1.1478506	214856__A0A174H3U9__ERS852559_00612
ERR1913185.1478566__1.1478566	1262882__R5MPY4__BN519_01128
ERR1913185.1478620__1.1478620	39491__A0A395V464__EUBREC_1509
ERR1913185.1478655__1.1478655	820__A0A174F0C1__nreB
ERR1913185.1478677__1.1478677	820__A0A174CG08__DXB62_13215
ERR1913185.1478714__1.1478714	820__A7VAR9__ERS852421_00197
ERR1913185.1478815__1.1478815	39491__A0A396FJA4__DXB99_05435
ERR1913185.1478830__1.1478830	487175__D9Y712__HMPREF9439_02495
ERR1913185.1478870__1.1478870	1262882__R5MM10__BN519_01679
ERR1913185.1478939__1.1478939	1262882__A0A356PSJ4__BN519_01180
ERR1913185.1479006__1.1479006	28117__B0N007__BHV66_10275
ERR1913185.1479032__1.1479032	1262989__R6Y8H5__BN815_00655
ERR1913185.1479012__1.1479012	39491__A0A395V0E5__ERE_31370
ERR1913185.1479253__1.1479253	39483__D4JCG0__HMPREF0367_01879
ERR1913185.1479300__1.1479300	1550024__G9RPS1__TQ39_05000
ERR1913185.1479304__1.1479304	1262954__R7FER8__BN611_00446
ERR1913185.1479414__1.1479414	410072__A0A174LAX8__DXD67_10655
ERR1913185.1479544__1.1479544	46506__A0A108TAK3__fepA_3
ERR1913185.1479628__1.1479628	1796613__A0A1C7H300__A4V03_17350
ERR1913185.1479637__1.1479637	1262882__R5N678__BN519_01604
ERR1913185.1479867__1.1479867	40518__R5DVX3__RBL263_01584
ERR1913185.1479898__1.1479898	357276__A0A076ISD9__EL88_07480
ERR1913185.1479936__1.1479936	165179__D1PDJ4__DXB80_08505
ERR1913185.1480085__1.1480085	907__A0A269TF14__C6Y28_11870
ERR1913185.1480173__1.1480173	1680__A0A0B5BL52__ERS852382_00480
ERR1913185.1480176__1.1480176	1262911__R6GPM2__BN557_00937
ERR1913185.1480197__1.1480197	39491__D4JMW8__ERS852497_01971
ERR1913185.1480245__1.1480245	1680__A0A076JNH5__DXC60_03835
ERR1913185.1480388__1.1480388	1262882__R5N211__BN519_01033
ERR1913185.1480502__1.1480502	39491__A0A395ZM93__DXD13_03490
ERR1913185.1480487__1.1480487	46228__V8C4T8__RUMLAC_02058
ERR1913185.1480489__1.1480489	88431__A0A3D0F1X8__ERS852408_00673
ERR1913185.1480550__1.1480550	28123__F4KNV6__Poras_0561
ERR1913185.1480573__1.1480573	1262911__R6GJ95__BN557_01617
ERR1913185.1480672__1.1480672	28052__A0A174KUL2__phoR_1
ERR1913185.1480697__1.1480697	1680__A0A1X3AAI9__BADO_1163
ERR1913185.1480698__1.1480698	39491__A0A396FJJ9__DXB76_11995
ERR1913185.1480727__1.1480727	384638__B7ASI3__BACPEC_02038
ERR1913185.1480842__1.1480842	853__A0A329UEG4__CHR60_00585
ERR1913185.1480913__1.1480913	1262986__R5ZW93__BN492_01240
ERR1913185.1480960__1.1480960	46503__R6WPS1__lepB
ERR1913185.1481039__1.1481039	39483__U2PAM8__B5F14_04705
ERR1913185.1481068__1.1481068	28117__B0MY40__BHV66_05170
ERR1913185.1481081__1.1481081	1680__R5GRA4__ERS852382_01548
ERR1913185.1481137__1.1481137	1262882__R5MQ63__BN519_01173
ERR1913185.1481790__1.1481790	301302__R5UNJ6__M72_26701
ERR1913185.1481818__1.1481818	40518__R5DVQ2__DXD93_00365
ERR1913185.1481868__1.1481868	1262743__R5C054__BN727_01980
ERR1913185.1482082__1.1482082	1263000__R5EDV4__BN466_01097
ERR1913185.1482092__1.1482092	46506__S3YVT5__BACSTE_02352
ERR1913185.1482159__1.1482159	39488__A0A174CKH9__EUBHAL_00342
ERR1913185.1482162__1.1482162	1308__A0A2X3V4X8__Y016_09410
ERR1913185.1482222__1.1482222	1262882__R5N1T9__BN519_00804
ERR1913185.1482301__1.1482301	39483__D4JEL2__B5F14_03320
ERR1913185.1482476__1.1482476	1680__A0A2R4G1K8__BBMN23_0315
ERR1913185.1482485__1.1482485	1160721__W0U5X6__RBI_I01796
ERR1913185.1482669__1.1482669	39491__A0A395UWA3__DXB69_11805
ERR1913185.1482767__1.1482767	74426__rpoC
ERR1913185.1482883__1.1482883	820__R9I2U8__DXC68_09590
ERR1913185.1482999__1.1482999	187327__G4Q682__Acin_1672
ERR1913185.1483027__1.1483027	204516__U6RR05__HMPREF1534_00736
ERR1913185.1483095__1.1483095	1262882__R5MLP0__BN519_01597
ERR1913185.1483099__1.1483099	28117__R7JJM9__ALIPUT_00662
ERR1913185.1483164__1.1483164	28111__R5K5X6__NCTC11155_02508
ERR1913185.1483383__1.1483383	39483__D4JE16__B5F14_00935
ERR1913185.1483339__1.1483339	40518__R5DR72__RBL236_02110
ERR1913185.1483424__1.1483424	40518__R5DLJ7__lytR_4
ERR1913185.1483460__1.1483460	40518__R5DX17__DXD86_01230
ERR1913185.1483507__1.1483507	28117__B0MZ50__ALIPUT_02424
ERR1913185.1483530__1.1483530	1262882__R5N1L4__BN519_00757
ERR1913185.1483632__1.1483632	39491__A0A173U130__ERE_16110
ERR1913185.1483685__1.1483685	454155__F3QVD3__HMPREF9442_02159
ERR1913185.1483701__1.1483701	1262986__R5ZUP0__BN492_01284
ERR1913185.1483745__1.1483745	39491__D6E118__DXB69_05765
ERR1913185.1483803__1.1483803	2292352__A0A374UNZ9__DXC23_01520
ERR1913185.1484015__1.1484015	1262911__R6HGD7__BN557_00108
ERR1913185.1484130__1.1484130	820__A0A396EUU8__luxQ_3
ERR1913185.1484261__1.1484261	2108523__A0A2P2F3W3__LAWASA_692
ERR1913185.1484299__1.1484299	823__A6LHJ7__ERS852380_00253
ERR1913185.1484410__1.1484410	907__G0VPQ1__AZ49_11950
ERR1913185.1484485__1.1484485	487174__K0WRZ5__HMPREF9448_02826
ERR1913185.1484524__1.1484524	1262882__R5N1V0__BN519_00816
ERR1913185.1484647__1.1484647	46506__B0NLK0__AA415_02543
ERR1913185.1484686__1.1484686	39491__A0A0M6WLC7__ERS852497_00640
ERR1913185.1484865__1.1484865	1262911__R6GSH8__BN557_00939
ERR1913185.1484925__1.1484925	1262882__R5MHZ2__BN519_00742
ERR1913185.1485061__1.1485061	338188__C9KV84__ERS852397_00567
ERR1913185.1485104__1.1485104	39492__R6RT40__prkC_3
ERR1913185.1485212__1.1485212	28111__E5X1H4__HMPREF1016_02781
ERR1913185.1485249__1.1485249	46506__B0NUC8__DXC34_03410
ERR1913185.1485375__1.1485375	39491__C4ZAT2__ERE_28440
ERR1913185.1485394__1.1485394	1262882__R5ML49__BN519_01361
ERR1913185.1485414__1.1485414	46506__B0NUC8__DXC34_03410
ERR1913185.1485549__1.1485549	1262882__R5MF58__BN519_00393
ERR1913185.1485603__1.1485603	39492__D4JTJ1__EUBSIR_01453
ERR1913185.1485655__1.1485655	371601__F7M533__ERS852396_01023
ERR1913185.1485767__1.1485767	1680__R5GRA4__ERS852382_01548
ERR1913185.1485749__1.1485749	1262882__R5MJJ3__BN519_01027
ERR1913185.1485780__1.1485780	1262882__R5MJM8__BN519_01064
ERR1913185.1485871__1.1485871	1262986__R6AT92__BN492_00084
ERR1913185.1485989__1.1485989	39483__U2PEN1__B5F14_07835
ERR1913185.1486083__1.1486083	28118__F9ZAK9__DF785_10030
ERR1913185.1486236__1.1486236	1262954__R7FF88__BN611_00437
ERR1913185.1486323__1.1486323	1262882__R5MFY4__BN519_00529
ERR1913185.1486343__1.1486343	39491__A0A395V464__EUBREC_1509
ERR1913185.1486383__1.1486383	292800__G9YVG8__HMPREF0372_03533
ERR1913185.1486399__1.1486399	187327__G4Q4A5__ACDG_01070
ERR1913185.1486409__1.1486409	853__A0A3E2V168__FAEPRAM212_00929
ERR1913185.1486423__1.1486423	1160721__R6T8U0__atpF
ERR1913185.1486497__1.1486497	74426__gap
ERR1913185.1486553__1.1486553	820__A0A139K2N9__DXB62_12420
ERR1913185.1486602__1.1486602	39491__D6E555__DXB99_06765
ERR1913185.1486644__1.1486644	39491__A0A396FGM9__fliU_1
ERR1913185.1486709__1.1486709	204516__U6R9H3__HMPREF1534_03348
ERR1913185.1486719__1.1486719	218538__C9LQG5__GCWU000321_01796
ERR1913185.1486725__1.1486725	1263000__R5EGP9__BN466_01419
ERR1913185.1486802__1.1486802	1262986__R5ZTC2__BN492_01087
ERR1913185.1486861__1.1486861	39491__A0A396FIU1__DXC13_07905
ERR1913185.1486885__1.1486885	1160721__W0U633__BHW50_00240
ERR1913185.1487117__1.1487117	39491__A0A395V0X2__EUBREC_3007
ERR1913185.1487125__1.1487125	1262882__R5MMP8__BN519_01654
ERR1913185.1487205__1.1487205	1262882__A0A356PSJ4__BN519_01180
ERR1913185.1487141__1.1487141	487174__K0XL60__DDY40_11760
ERR1913185.1487150__1.1487150	820__A0A3E4VZT7__DXB48_16145
ERR1913185.1487331__1.1487331	1262954__R7F8T1__BN611_01015
ERR1913185.1487354__1.1487354	907__S7HMK3__MELS_0423
ERR1913185.1487393__1.1487393	1262882__R5MDR8__BN519_00124
ERR1913185.1487415__1.1487415	46506__B0NU77__AA415_02810
ERR1913185.1487439__1.1487439	28111__R5K5Y0__NCTC11155_03071
ERR1913185.1487454__1.1487454	40518__R5E1J2__DXD93_04070
ERR1913185.1487456__1.1487456	214856__A0A174FWM7__ERS852559_00590
ERR1913185.1487684__1.1487684	39491__C4Z9D4__DXD95_00055
ERR1913185.1487738__1.1487738	1262882__R5MHA1__BN519_00763
ERR1913185.1487701__1.1487701	47678__R5UBT0__CGC64_12195
ERR1913185.1487702__1.1487702	39491__A0A396FE96__EUR_00280
ERR1913185.1487853__1.1487853	46503__R6X6Y7__ERS852463_01453
ERR1913185.1487880__1.1487880	1262911__R6H1J5__BN557_00905
ERR1913185.1488092__1.1488092	46506__B0NSD0__HMPREF1181_00408
ERR1913185.1488099__1.1488099	1680__A0A3E4SB79__BAD_1517
ERR1913185.1488226__1.1488226	410072__A0A174QHJ5__COPCOM_03116
ERR1913185.1488232__1.1488232	1263000__R5EZ76__BN466_00319
ERR1913185.1488266__1.1488266	39491__A0A174K9A3__DXB69_07785
ERR1913185.1488297__1.1488297	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913185.1488322__1.1488322	28111__E5WWI8__HMPREF1016_01036
ERR1913185.1488387__1.1488387	100886__E2NRU7__ERS852383_04606
ERR1913185.1488398__1.1488398	214856__A0A174ZLY7__ERS852447_02456
ERR1913185.1488474__1.1488474	39491__C4ZC33__DXC13_11585
ERR1913185.1488476__1.1488476	28118__F9Z7M2__B5F99_10065
ERR1913185.1488478__1.1488478	820__A0A3E4QZJ7__C801_01798
ERR1913185.1488520__1.1488520	40518__R5DRY6__RB5AMG_00549
ERR1913185.1488568__1.1488568	40518__R5DX31__DXD86_09775
ERR1913185.1488579__1.1488579	1150298__A0A174QRU8__ERS852498_00962
ERR1913185.1488590__1.1488590	1262911__R6GPL1__BN557_00927
ERR1913185.1488712__1.1488712	1262911__R6GUE9__BN557_01306
ERR1913185.1488748__1.1488748	820__A0A174VD39__DXD90_12235
ERR1913185.1488753__1.1488753	1680__A0A0B5BME4__DXD63_05015
ERR1913185.1488897__1.1488897	46506__S3YU07__AA415_02597
ERR1913185.1488874__1.1488874	39492__R6RYB8__ERS852540_00322
ERR1913185.1488955__1.1488955	40518__R5DX31__DXD86_09775
ERR1913185.1488999__1.1488999	28111__E5X121__BACEGG_03113
ERR1913185.1489033__1.1489033	1262911__R6H1P0__BN557_00940
ERR1913185.1489145__1.1489145	39491__A0A395V297__EUR_01010
ERR1913185.1489183__1.1489183	39491__A0A395V297__EUR_01010
ERR1913185.1489279__1.1489279	1263000__R5ESM1__BN466_01440
ERR1913185.1489306__1.1489306	216816__D6DCR3__APC1464_1142
ERR1913185.1489377__1.1489377	820__R7E9Z4__DXC68_06065
ERR1913185.1489382__1.1489382	46506__B0NRL5__DXC34_10445
ERR1913185.1489417__1.1489417	28118__R6FCN5__Odosp_2070
ERR1913185.1489419__1.1489419	187327__G4Q4A2__ACDG_01113
ERR1913185.1489440__1.1489440	39491__A0A395V1R3__T1815_08181
ERR1913185.1489487__1.1489487	39491__A0A174M1X5__DXB99_18695
ERR1913185.1489679__1.1489679	1263000__R5ER71__BN466_00316
ERR1913185.1489651__1.1489651	820__A0A139KHX1__HMPREF2141_00289
ERR1913185.1489784__1.1489784	216816__D6ZSV1__CE169_00930
ERR1913185.1489804__1.1489804	410072__A0A173YNZ0__ERS852481_00766
ERR1913185.1489813__1.1489813	454154__G5ST89__HMPREF9441_02589
ERR1913185.1490166__1.1490166	28117__B0MXW9__ALIPUT_01981
ERR1913185.1490202__1.1490202	28118__R6FGF7__SAMEA44545918_01338
ERR1913185.1490265__1.1490265	1262911__R6GMD8__BN557_01647
ERR1913185.1490233__1.1490233	1680__A0A3E4SB79__BAD_1517
ERR1913185.1490280__1.1490280	46506__A0A108TBL0__BACSTE_01998
ERR1913185.1490411__1.1490411	1681__D4QAP5__CJD48_05740
ERR1913185.1490485__1.1490485	214856__A0A174H6R3__ERS852447_02809
ERR1913185.1490420__1.1490420	1262911__R6GUQ4__BN557_01581
ERR1913185.1490501__1.1490501	1150298__A0A174GDE8__ERS852535_00119
ERR1913185.1490504__1.1490504	487174__K0WY34__DDY40_07435
ERR1913185.1490540__1.1490540	301302__R5UK77__M72_08681
ERR1913185.1490546__1.1490546	187327__G4Q440__pepD
ERR1913185.1490577__1.1490577	1262882__R5MXW0__BN519_00317
ERR1913185.1490557__1.1490557	204516__U6RGV4__HMPREF1534_01764
ERR1913185.1490608__1.1490608	487174__K0WYI1__DDY40_08675
ERR1913185.1490685__1.1490685	187327__G4Q2R6__Acin_2204
ERR1913185.1490785__1.1490785	853__E2ZJT1__C4N23_03535
ERR1913185.1490988__1.1490988	214856__I3YPQ4__Alfi_2712
ERR1913185.1491028__1.1491028	544645__A0A1Y3VSQ7__DXC42_05530
ERR1913185.1491076__1.1491076	39491__A0A395ZDC6__addB
ERR1913185.1491116__1.1491116	487174__K0XA48__DDY40_03955
ERR1913185.1491134__1.1491134	821__A0A395VMG0__DXC44_18080
ERR1913185.1491182__1.1491182	39491__R6UMS6__DXD13_07035
ERR1913185.1491245__1.1491245	1160721__R6UAE5__BHW50_03280
ERR1913185.1491317__1.1491317	39491__A0A395ZHW9__DXC13_02590
ERR1913185.1491457__1.1491457	487174__K0X3U2__DIT83_02455
ERR1913185.1491531__1.1491531	39492__D4JRV5__acrR_2
ERR1913185.1491646__1.1491646	1262954__R7F8M1__BN611_00969
ERR1913185.1491941__1.1491941	1681__A0A0H2Q3M0__B0085_1011
ERR1913185.1491956__1.1491956	1262911__R6H1K1__BN557_00910
ERR1913185.1491964__1.1491964	820__A0A139K9Q2__DXD40_08795
ERR1913185.1492130__1.1492130	46503__R6XCJ0__PARMER_01847
ERR1913185.1492008__1.1492008	1262882__R5MYI1__BN519_00416
ERR1913185.1492185__1.1492185	46503__R6XCJ0__PARMER_01847
ERR1913185.1492180__1.1492180	46503__R6Y201__ERS852463_00554
ERR1913185.1492226__1.1492226	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913185.1492231__1.1492231	187327__G4Q7P5__ACDG_00844
ERR1913185.1492240__1.1492240	821__C6ZAA5__ERS852556_00403
ERR1913185.1492327__1.1492327	187327__G4Q3J1__ACDG_01977
ERR1913185.1492403__1.1492403	821__A0A174V2F3__NCTC10583_01474
ERR1913185.1492405__1.1492405	39491__A0A395ZGE4__ERS852497_01269
ERR1913185.1492503__1.1492503	187327__G4Q2R6__Acin_2204
ERR1913185.1492546__1.1492546	1681__R6GK25__DXD45_08865
ERR1913185.1492575__1.1492575	187327__G4Q572__Acin_0824
ERR1913185.1492553__1.1492553	820__A0A139KH21__DXC80_01780
ERR1913185.1492564__1.1492564	1262986__R6A1K6__BN492_01053
ERR1913185.1492512__1.1492512	39491__A0A395UXH0__EUBREC_0021
ERR1913185.1492717__1.1492717	1262882__R5N1T9__BN519_00804
ERR1913185.1492819__1.1492819	1262687__R7M2I9__BN701_01612
ERR1913185.1492946__1.1492946	357276__I9R201__B5F00_01910
ERR1913185.1493075__1.1493075	1160721__W0U532__RBI_I00944
ERR1913185.1493040__1.1493040	74426__group_4851
ERR1913185.1493061__1.1493061	626929__F3PJ28__B5F24_03465
ERR1913185.1493117__1.1493117	1680__A0A1X3AAI9__BADO_1163
ERR1913185.1493213__1.1493213	39491__C4ZHS4__EUR_24420
ERR1913185.1493326__1.1493326	39491__A0A396FUZ3__phoR_1
ERR1913185.1493516__1.1493516	39488__C0EUW7__ERS852578_01381
ERR1913185.1493532__1.1493532	292800__A0A174NIK9__rbsC_3
ERR1913185.1493684__1.1493684	626929__F3PJ28__B5F24_03465
ERR1913185.1493691__1.1493691	68891__A0A0F2DY13__dnaK
ERR1913185.1493769__1.1493769	39491__D4JM76__DXC13_02150
ERR1913185.1493896__1.1493896	1681__E4V7T9__BJL93_02365
ERR1913185.1493948__1.1493948	454155__F3QX42__HMPREF9442_02776
ERR1913185.1494278__1.1494278	1681__A0A3E4TVZ7__DD715_06415
ERR1913185.1494286__1.1494286	39491__A0A395ZDC6__addB
ERR1913185.1494310__1.1494310	487174__K0X4Y9__DDY40_09115
ERR1913185.1494384__1.1494384	39491__A0A395ZGU6__ERS852417_01456
ERR1913185.1494447__1.1494447	40518__R5E6K5__speA
ERR1913185.1494496__1.1494496	1262882__R5N526__BN519_01603
ERR1913185.1494683__1.1494683	165179__A0A3E5EBM5__DXC61_02170
ERR1913185.1494806__1.1494806	1262882__R5N4D8__BN519_01497
ERR1913185.1494901__1.1494901	46506__B0NQN6__AA415_00632
ERR1913185.1494979__1.1494979	291644__I8Y0K6__HMPREF1532_04085
ERR1913185.1495005__1.1495005	1160721__A0A373ML50__RBI_I01893
ERR1913185.1495176__1.1495176	46506__B0NUC8__DXC34_03410
ERR1913185.1495132__1.1495132	487174__K0WXG8__DIT83_09300
ERR1913185.1495231__1.1495231	357276__A0A0P0M2G3__BACDOR_03913
ERR1913185.1495242__1.1495242	39488__A0A285PMW6__ERS852450_00808
ERR1913185.1495297__1.1495297	187327__G4Q909__Acin_0465
ERR1913185.1495319__1.1495319	46506__B0NM94__HMPREF1181_03250
ERR1913185.1495326__1.1495326	187327__G4Q3P7__Acin_0528
ERR1913185.1495365__1.1495365	214856__R6XRA1__vatD_3
ERR1913185.1495422__1.1495422	907__A0A1M6RW57__SAMN02910401_02018
ERR1913185.1495576__1.1495576	46503__A0A3E4ZQE0__DCY29_09200
ERR1913185.1495583__1.1495583	187327__G4Q8J8__crr
ERR1913185.1495911__1.1495911	552398__F4XHU2__HMPREF0866_03196
ERR1913185.1495919__1.1495919	214856__I3YPN9__ERS852447_01389
ERR1913185.1495939__1.1495939	28111__E5WUE9__NCTC11155_01729
ERR1913185.1495943__1.1495943	214856__I3YMN6__Alfi_1938
ERR1913185.1496018__1.1496018	218538__C9LQG5__GCWU000321_01796
ERR1913185.1496019__1.1496019	1262882__R5MLP5__BN519_01602
ERR1913185.1496003__1.1496003	39491__C4ZCV5__DXB99_11855
ERR1913185.1496055__1.1496055	1263000__R5ESM1__BN466_01440
ERR1913185.1496089__1.1496089	39491__A0A395ZHH5__ERS852497_02076
ERR1913185.1496250__1.1496250	39491__A0A395ZHV7__ykvU
ERR1913185.1496285__1.1496285	1262954__R7F9E8__BN611_01218
