ERR1913259.103__1.103	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913259.634392__1.634392	907__A0A1M6N1N7__MELS_1198
ERR1913259.634575__1.634575	28117__R7JN92__BHV66_00550
ERR1913259.634602__1.634602	1262743__R5C054__BN727_01980
ERR1913259.634611__1.634611	2293125__A0A374C0H7__DW917_10480
ERR1913259.634733__1.634733	301301__A0A395V944__ERS852391_00514
ERR1913259.635012__1.635012	649756__A0A174SER1__HMPREF0369_00070
ERR1913259.635358__1.635358	418240__C6J892__ERS852478_02502
ERR1913259.635382__1.635382	165179__R6PU83__CFT61_14275
ERR1913259.635611__1.635611	384638__B7APR0__BACPEC_00666
ERR1913259.635807__1.635807	39491__A0A396FM36__DXB99_00820
ERR1913259.635903__1.635903	1262924__R7HTK4__BN585_00496
ERR1913259.635972__1.635972	39491__A0A396FKI0__DXC13_11560
ERR1913259.636083__1.636083	1262736__R5Y2P0__BN496_01097
ERR1913259.636133__1.636133	88431__A0A3E5GJ50__DORLON_02273
ERR1913259.636192__1.636192	907__R7MV47__SAMN04488492_10520
ERR1913259.636283__1.636283	418240__C6J892__ERS852478_02502
ERR1913259.636364__1.636364	446660__GCA_003428235.1_01233
ERR1913259.636574__1.636574	39491__A0A174K1W6__DXB99_15020
ERR1913259.636683__1.636683	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913259.636790__1.636790	853__A0A2A7A4A9__C4N21_14870
ERR1913259.636851__1.636851	357276__I8WPR6__EL88_06675
ERR1913259.636890__1.636890	1550024__A0A0W7TUB9__TQ39_04420
ERR1913259.636952__1.636952	1680__A0A374QDL4__LMG18897_0432
ERR1913259.637107__1.637107	1263011__R6DZ06__BN553_00907
ERR1913259.637201__1.637201	39491__A0A395ZGU6__ERS852417_01456
ERR1913259.637381__1.637381	39491__D4JMW8__ERS852497_01971
ERR1913259.637395__1.637395	821__A0A395UNT8__DXD64_15275
ERR1913259.637428__1.637428	626940__E8LB62__BHW43_02905
ERR1913259.637543__1.637543	1262911__R6GR13__BN557_00618
ERR1913259.637779__1.637779	1262848__R6UQ08__BN818_01621
ERR1913259.637811__1.637811	1681__A0A0H3ECG3__BBBF_1813
ERR1913259.637850__1.637850	40518__R5E1J7__RBL236_02062
ERR1913259.637901__1.637901	1550024__G9RX51__TQ39_04720
ERR1913259.637906__1.637906	216816__B7GQF0__CE170_00160
ERR1913259.637973__1.637973	39491__A0A395UXH0__EUBREC_0021
ERR1913259.638088__1.638088	357276__I9QPN0__B5F95_09195
ERR1913259.638063__1.638063	216816__A0A0S2MI06__pepV
ERR1913259.638188__1.638188	357276__A0A076IP73__BACDOR_04237
ERR1913259.638195__1.638195	1680__A0A173W9E6__C8077_07070
ERR1913259.638347__1.638347	39491__A0A395ZF49__DXB69_05290
ERR1913259.638325__1.638325	239935__A0A139TMY7__CXU13_02020
ERR1913259.638458__1.638458	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913259.638473__1.638473	1262992__R5D5B1__BN795_00105
ERR1913259.638434__1.638434	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913259.638763__1.638763	39485__C4Z390__EUBELI_01689
ERR1913259.638911__1.638911	28025__D3R458__GU89_02585
ERR1913259.638972__1.638972	1263107__GCA_000436995.1_00126
ERR1913259.638988__1.638988	1262848__R6UEX2__BN818_00035
ERR1913259.639142__1.639142	1262911__R6HKM0__BN557_00430
ERR1913259.639187__1.639187	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913259.639386__1.639386	40520__A0A396A222__ERS852533_00316
ERR1913259.639453__1.639453	74426__rpoB
ERR1913259.639920__1.639920	1680__A0A1X3A951__AL0462_1583
ERR1913259.639947__1.639947	40520__R7DCR4__DXB81_00490
ERR1913259.639971__1.639971	626929__F3PF37__B5F24_16820
ERR1913259.639983__1.639983	357276__A0A076INK2__BSEG_04225
ERR1913259.640007__1.640007	1262911__R6H2B5__BN557_01151
ERR1913259.640197__1.640197	649756__B0P3X0__DCR88_11535
ERR1913259.640254__1.640254	204516__U6RKS4__HMPREF1534_01431
ERR1913259.640376__1.640376	39492__R6SPM9__pheT
ERR1913259.640494__1.640494	1262924__R7HNI5__BN585_01038
ERR1913259.640645__1.640645	74426__asnS
ERR1913259.640690__1.640690	649756__B0NWY4__blaR1_3
ERR1913259.640888__1.640888	39491__A0A396FIZ8__ERE_20410
ERR1913259.640967__1.640967	820__A0A1T4IY71__HMPREF2141_02402
ERR1913259.640996__1.640996	1262924__R7HLJ5__BN585_01491
ERR1913259.641009__1.641009	88431__A0A3D0F1X8__ERS852408_00673
ERR1913259.641031__1.641031	1263000__R5EF60__BN466_01316
ERR1913259.641069__1.641069	39492__D4JVG1__ERS852540_00951
ERR1913259.641182__1.641182	39491__A0A174A751__DXB69_15525
ERR1913259.641196__1.641196	1262736__R5Y4W9__BN496_00368
ERR1913259.641214__1.641214	28117__B0MU57__ALIPUT_00175
ERR1913259.641394__1.641394	28117__B0MY40__BHV66_05170
ERR1913259.641830__1.641830	1680__A1A0V3__C8077_03025
ERR1913259.641867__1.641867	1262848__R6U7U6__BN818_00268
ERR1913259.641776__1.641776	1263107__GCA_000436995.1_00175
ERR1913259.641931__1.641931	39491__A0A395ZG74__licR
ERR1913259.642096__1.642096	820__A0A139K024__B5G17_02060
ERR1913259.642125__1.642125	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913259.642223__1.642223	45851__D4S1I1__BHV86_08605
ERR1913259.642333__1.642333	116085__D4JA02__DW747_02945
ERR1913259.642626__1.642626	626940__E8LDA6__BHW43_10055
ERR1913259.642725__1.642725	626940__R6WR72__HMPREF9443_00288
ERR1913259.642811__1.642811	40518__R5DYP7__envC
ERR1913259.642923__1.642923	820__A0A174FUF0__HMPREF1073_03308
ERR1913259.643086__1.643086	246787__A0A108T831__glaB_2
ERR1913259.643310__1.643310	1262848__R6U092__BN818_00195
ERR1913259.643396__1.643396	357276__A0A0K2HDP3__IY41_00705
ERR1913259.643407__1.643407	1262954__R7FB91__BN611_01809
ERR1913259.643465__1.643465	147206__GCF_000156215.1_01820
ERR1913259.643798__1.643798	328813__A0A1Y3QRL5__B5G41_11625
ERR1913259.643726__1.643726	1262924__R7HKP8__BN585_01113
ERR1913259.644088__1.644088	28117__B0MST8__ALIPUT_00310
ERR1913259.644458__1.644458	1680__A0A1X3A7D3__AD0028_1139
ERR1913259.644471__1.644471	239935__A0A2N8IUU3__CXU18_08060
ERR1913259.644528__1.644528	239935__B2UL82__CXU14_06655
ERR1913259.644546__1.644546	40520__A0A174HSN4__ltaS1_2
ERR1913259.644623__1.644623	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913259.644663__1.644663	1680__A0A3E4SB79__BAD_1517
ERR1913259.644681__1.644681	1263006__R6MLA8__BN515_00853
ERR1913259.644800__1.644800	267818__K1N0V6__B8W86_08265
ERR1913259.644806__1.644806	1262942__R7QZL1__BN520_02168
ERR1913259.645134__1.645134	1550024__A0A0D8IY45__ASJ35_05575
ERR1913259.645280__1.645280	187327__G4Q6A3__ACDG_01732
ERR1913259.645393__1.645393	387090__S0FBZ8__BACCOPRO_01470
ERR1913259.645362__1.645362	39491__A0A396FRK0__ERS852417_00541
ERR1913259.645409__1.645409	1680__A0A2R4G1K8__BBMN23_0315
ERR1913259.645455__1.645455	239935__A0A2N8HBP0__CXT94_04450
ERR1913259.645487__1.645487	216816__A0A0S2MCH0__AYW81_04880
ERR1913259.645602__1.645602	39491__A0A396FIZ8__ERE_20410
ERR1913259.645744__1.645744	1680__R5GR82__AD0028_0014
ERR1913259.645872__1.645872	40520__R7D6X9__DXB81_05355
ERR1913259.645917__1.645917	267818__A0A0R1PGI7__SAMN02983011_02130
ERR1913259.645918__1.645918	267818__A0A0R1PGI7__SAMN02983011_02130
ERR1913259.646140__1.646140	572010__rpoB
ERR1913259.646295__1.646295	39491__A0A396FM36__DXB99_00820
ERR1913259.646298__1.646298	39491__A0A395ZDC6__addB
ERR1913259.646424__1.646424	1263107__GCA_000436995.1_00213
ERR1913259.646510__1.646510	626940__E8LGA6__BHW43_03960
ERR1913259.646633__1.646633	1681__U2CEB2__RY70_929
ERR1913259.646706__1.646706	1262911__R6GUQ4__BN557_01581
ERR1913259.646845__1.646845	39491__A0A395UXH0__EUBREC_0021
ERR1913259.646934__1.646934	216816__C5E8I1__yciB
ERR1913259.646999__1.646999	357276__I8WML9__DXD47_10570
ERR1913259.647099__1.647099	239935__A0A2N8I8X8__B5G29_00185
ERR1913259.647124__1.647124	39492__D4JU57__EUBSIR_00802
ERR1913259.647269__1.647269	39491__A0A173QT73__alaS_2
ERR1913259.647467__1.647467	239935__A0A2N8HBM4__CXT85_06270
ERR1913259.647629__1.647629	1862668__GCA_001945525.1_00030
ERR1913259.647647__1.647647	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913259.647835__1.647835	39486__B0G3L7__DXD82_04335
ERR1913259.648079__1.648079	1262848__R6TWE9__BN818_00149
ERR1913259.648136__1.648136	39491__A0A396FSK3__ERS852417_00383
ERR1913259.648297__1.648297	1579__A0A3A9YFT9__CDA67_01449
ERR1913259.648392__1.648392	216816__C5E7T6__B5781_0828
ERR1913259.648423__1.648423	88431__A0A174MYZ5__ycjP_7
ERR1913259.648453__1.648453	39492__D4JRV7__EUBSIR_01513
ERR1913259.648609__1.648609	2173__A0A1D2WTR8__METSMIALI_00113
ERR1913259.648827__1.648827	239935__A0A2N8HEH9__CXU07_11710
ERR1913259.649211__1.649211	216816__A0A0A1GN66__APC1468_1044
ERR1913259.649334__1.649334	1304__A0A1V0H636__RSSL_01707
ERR1913259.649347__1.649347	39491__A0A173VYV1__DXC13_02710
ERR1913259.649535__1.649535	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913259.649744__1.649744	239935__A0A2N8HUU6__CXT90_06150
ERR1913259.649747__1.649747	39491__A0A396FKG5__DXB76_07455
ERR1913259.649773__1.649773	39485__A0A174ZLH6__EUBELI_01564
ERR1913259.649787__1.649787	1262924__R7HPU8__BN585_00010
ERR1913259.650138__1.650138	1262924__R7HRA8__BN585_01680
ERR1913259.650318__1.650318	1262848__R6UNC8__BN818_01440
ERR1913259.650291__1.650291	1262924__R7HP98__BN585_02065
ERR1913259.650334__1.650334	818__A0A139KMR0__Btheta7330_03958
ERR1913259.650375__1.650375	2173__A0A1D2WX19__METSMIF1_03132
ERR1913259.650419__1.650419	1262924__R7HKX0__BN585_01279
ERR1913259.650770__1.650770	1262924__R7HQN1__BN585_00550
ERR1913259.650925__1.650925	239935__A0A139TPD4__CXT86_06450
ERR1913259.651198__1.651198	40518__R5DLM5__RB5AMG_00422
ERR1913259.651231__1.651231	39488__A0A374NVK2__DXD91_03585
ERR1913259.651403__1.651403	39491__A0A395V1R3__T1815_08181
ERR1913259.651547__1.651547	1263107__GCA_000436995.1_00130
ERR1913259.651722__1.651722	28117__B0MUL5__ALIPUT_00722
ERR1913259.651742__1.651742	239935__A0A2N8I390__CXU16_10675
ERR1913259.651750__1.651750	1263107__GCA_000436995.1_00090
ERR1913259.651762__1.651762	39491__A0A396FSN2__EUBREC_0707
ERR1913259.651801__1.651801	45851__D4S029__BHV86_10510
ERR1913259.652102__1.652102	1262911__R6GHG8__BN557_01301
ERR1913259.652256__1.652256	239935__A0A2N8IKW7__pstA
ERR1913259.652349__1.652349	1550024__A0A0D8IWU5__TQ39_13940
ERR1913259.652423__1.652423	239935__A0A2N8IMC3__CXT96_03840
ERR1913259.652440__1.652440	821__E5UY21__C800_02204
ERR1913259.652594__1.652594	40518__R5E2F3__artQ
ERR1913259.652683__1.652683	40520__R7DAS1__RUMOBE_00778
ERR1913259.652740__1.652740	40518__R5DUU0__DXD93_03985
ERR1913259.653076__1.653076	1680__A7A7Z9__AAX71_05385
ERR1913259.653267__1.653267	649756__A0A174RGG7__senX3_2
ERR1913259.653688__1.653688	1522__T4P4Q6__SAMN04487929_111122
ERR1913259.653765__1.653765	1263000__R5EFA7__BN466_01197
ERR1913259.654042__1.654042	216816__A0A2U0BT35__BL1206_1860
ERR1913259.654144__1.654144	239935__A0A2N8HDT1__CXT94_05270
ERR1913259.654166__1.654166	74426__pta
ERR1913259.654253__1.654253	28025__A0A0L7BUQ4__Balat_0268
ERR1913259.654328__1.654328	39491__C4ZF05__vpr
ERR1913259.654568__1.654568	1680__R5GR82__AD0028_0014
ERR1913259.654764__1.654764	216816__C5E9N8__DD678_02795
ERR1913259.654836__1.654836	1099853__U5CG95__NSB1T_05860
ERR1913259.655215__1.655215	267818__K1N0V6__B8W86_08265
ERR1913259.655367__1.655367	418240__C6JGW8__ERS852523_02296
ERR1913259.655830__1.655830	39491__A0A174LTW7__DXD13_08720
ERR1913259.656019__1.656019	40520__R7D4G0__ERS852533_01128
ERR1913259.656110__1.656110	820__A0A1T4IY71__HMPREF2141_02402
ERR1913259.656172__1.656172	28111__R5JUE8__HMPREF1016_02680
ERR1913259.656181__1.656181	823__A0A173W8N5__ERS852513_00780
ERR1913259.656425__1.656425	39491__A0A0M6WLC7__ERS852497_00640
ERR1913259.656430__1.656430	39488__A0A285PT56__ERS852450_02640
ERR1913259.656581__1.656581	1262848__R6U8M7__BN818_00370
ERR1913259.656797__1.656797	1263109__GCA_000438135.1_01182
ERR1913259.657008__1.657008	239935__A0A139TLF5__CXU18_06685
ERR1913259.657230__1.657230	1680__A0A3E4SB79__BAD_1517
ERR1913259.657403__1.657403	1150298__A0A174MSM0__toxA_2
ERR1913259.657565__1.657565	45851__D4RWC8__BHV86_07020
ERR1913259.657552__1.657552	28025__A0A315T518__BLA_0169
ERR1913259.658029__1.658029	2173__A0A1D2WV05__BK798_06920
ERR1913259.658160__1.658160	40518__R5E1J7__RBL236_02062
ERR1913259.658214__1.658214	853__A0A173YYY4__DWZ04_09420
ERR1913259.658303__1.658303	216816__B7GQ29__APC1465_1199
ERR1913259.658384__1.658384	28116__I9TDA4__BACOV975_03134
ERR1913259.658516__1.658516	1263107__GCA_000436995.1_00131
ERR1913259.658586__1.658586	76489__A0A1E8EUC5__CLOACE_23150
ERR1913259.659070__1.659070	1262986__R5ZW93__BN492_01240
ERR1913259.659138__1.659138	418240__A0A173XSX9__ERS852523_01591
ERR1913259.659131__1.659131	1262882__R5N345__BN519_01034
ERR1913259.659341__1.659341	1262848__R6U2G7__BN818_00847
ERR1913259.659457__1.659457	454155__F3QUK4__HMPREF9442_01877
ERR1913259.659538__1.659538	2173__A5ULD0__BK798_05990
ERR1913259.659581__1.659581	301301__G2SZK8__ERS852391_00581
ERR1913259.659800__1.659800	2173__R7PV46__BK798_00245
ERR1913259.660088__1.660088	116085__D4J6A4__DW747_12795
ERR1913259.660143__1.660143	821__I9R3W6__DXC16_12455
ERR1913259.660151__1.660151	820__R9HUV5__HMPREF2141_02582
ERR1913259.660186__1.660186	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913259.660282__1.660282	39490__U2QKW0__ERS852448_01378
ERR1913259.660464__1.660464	39492__D4JUS6__accD5
ERR1913259.660477__1.660477	116085__D4J6A3__cls
ERR1913259.660492__1.660492	1263030__R5CX12__BN705_00275
ERR1913259.660542__1.660542	239935__A0A2N8I368__CXT95_04550
ERR1913259.660601__1.660601	1262761__R6RU22__BN606_01110
ERR1913259.660760__1.660760	1262848__R6UMZ1__BN818_01403
ERR1913259.660797__1.660797	216816__E8MVM4__APC1480_1562
ERR1913259.660834__1.660834	239935__A0A139TQT9__Amuc_1197
ERR1913259.660849__1.660849	39491__D4JMW8__ERS852497_01971
ERR1913259.660987__1.660987	239935__A0A2N8IYM5__CXT84_05130
ERR1913259.661079__1.661079	216816__C5E9N8__DD678_02795
ERR1913259.661311__1.661311	1262848__R6U0K1__BN818_00616
ERR1913259.661272__1.661272	1897011__A0A1Q6RH61__BHW41_01970
ERR1913259.661457__1.661457	1897011__A0A1Q6RF20__BHW41_02930
ERR1913259.661810__1.661810	1680__R5GR82__AD0028_0014
ERR1913259.661997__1.661997	1501392__A0A0B2JEQ8__PU94_14255
ERR1913259.662131__1.662131	820__A0A174DZ97__SAMN05444418_101240
ERR1913259.662143__1.662143	1262924__R7HRA8__BN585_01680
ERR1913259.662190__1.662190	626929__R6LJ78__B5F97_01745
ERR1913259.662377__1.662377	1263107__GCA_000436995.1_00230
ERR1913259.662522__1.662522	46503__R6X2Z6__PARMER_01597
ERR1913259.662635__1.662635	74426__group_1871
ERR1913259.662708__1.662708	239935__R6J9Y2__CXT85_07000
ERR1913259.662893__1.662893	552398__F4XCQ4__HMPREF0866_01621
ERR1913259.663257__1.663257	1263011__R6E568__BN553_00665
ERR1913259.663494__1.663494	1550024__G9RX51__TQ39_04720
ERR1913259.663496__1.663496	39491__A0A173QT73__alaS_2
ERR1913259.663643__1.663643	39491__A0A396FUZ3__phoR_1
ERR1913259.663675__1.663675	301301__G2SZ66__RHOM_00485
ERR1913259.663752__1.663752	357276__A0A076IR37__DXD47_07890
ERR1913259.663764__1.663764	301302__A0A0M6WWE7__ERS852420_01309
ERR1913259.663874__1.663874	1680__A0A1X2ZKM8__B5789_0981
ERR1913259.664088__1.664088	267818__A0A0R1PAD8__B8W86_01830
ERR1913259.664328__1.664328	39491__A0A3E4E7C5__DXB69_03255
ERR1913259.664357__1.664357	1263000__R5EUG9__BN466_01476
ERR1913259.664367__1.664367	239935__A0A2N8IRW0__A4V05_11620
ERR1913259.664469__1.664469	239935__A0A139TQT9__Amuc_1197
ERR1913259.664517__1.664517	301301__G2T0A9__RHOM_03910
ERR1913259.664546__1.664546	1681__A0A286T9U4__DD698_01470
ERR1913259.664690__1.664690	1262848__R6UGM0__BN818_00635
ERR1913259.664722__1.664722	1262848__R6TXS3__BN818_00318
ERR1913259.664747__1.664747	28117__B0MTS2__ALIPUT_00159
ERR1913259.664885__1.664885	1550024__A0A0D8IWE6__ASJ35_08175
ERR1913259.664916__1.664916	1099853__U5CMJ0__NSB1T_01275
ERR1913259.664961__1.664961	40520__R7D3S9__DXD81_14140
ERR1913259.665352__1.665352	1262942__R7QXX9__BN520_01320
ERR1913259.665448__1.665448	39491__A0A395UUN5__EUBREC_0291
ERR1913259.665462__1.665462	1681__I3WJE6__A0008_0093
ERR1913259.665618__1.665618	239935__A0A2N8IVR0__CXT87_07115
ERR1913259.665676__1.665676	28052__R7N8I1__pimB_4
ERR1913259.665730__1.665730	214856__R6Y0B9__ERS852559_00164
ERR1913259.666067__1.666067	907__G0VQS7__C6362_11465
ERR1913259.666195__1.666195	1681__A0A2U0BVI9__DD686_07310
ERR1913259.666442__1.666442	820__A0A3E4RU03__M093_0563
ERR1913259.666519__1.666519	357276__A0A076IXE0__HMPREF1064_04364
ERR1913259.666640__1.666640	28117__B0MWP2__ALIPUT_01468
ERR1913259.666847__1.666847	418240__C6JDI6__ERS852478_02871
ERR1913259.667303__1.667303	216816__D6D9A3__BLNIAS_01911
ERR1913259.667330__1.667330	1262848__R6U092__BN818_00195
ERR1913259.667343__1.667343	239935__A0A139TPG3__CXT86_08810
ERR1913259.667391__1.667391	821__A0A174NVL6__NCTC10583_01782
ERR1913259.667510__1.667510	74426__thrZ
ERR1913259.667585__1.667585	1472761__GCA_002159295.1_00744
ERR1913259.667789__1.667789	74426__rpoB
ERR1913259.667846__1.667846	40518__R5DVH6__DXD86_08955
ERR1913259.667935__1.667935	357276__C3RA36__HMPREF1065_03270
ERR1913259.668032__1.668032	40520__R7D800__DXB81_00095
ERR1913259.668040__1.668040	239935__A0A139TSG7__CXU17_09600
ERR1913259.668087__1.668087	1680__A0A087DHN0__AL0462_1532
ERR1913259.668135__1.668135	2173__A5UNC4__METSMIALI_00562
ERR1913259.668173__1.668173	39491__A0A396FMT0__EUBREC_3020
ERR1913259.668264__1.668264	357276__A0A0M1W9N4__GV66_05135
ERR1913259.668297__1.668297	1262882__R5MND9__BN519_00831
ERR1913259.668469__1.668469	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913259.668612__1.668612	301301__A0A395V7C8__RHOM_02390
ERR1913259.668990__1.668990	357276__I9QPN0__B5F95_09195
ERR1913259.669102__1.669102	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913259.669447__1.669447	39486__B0G2A7__DXB12_08805
ERR1913259.669454__1.669454	39491__A0A396FFW0__ERE_10580
ERR1913259.669435__1.669435	818__A0A3E5HHE1__Btheta7330_00796
ERR1913259.669539__1.669539	1680__A0A0C2YNK5__BADO_0780
ERR1913259.669600__1.669600	45851__D4S1R9__BHV86_08150
ERR1913259.669852__1.669852	2173__A0A1D2WU72__BK798_05485
ERR1913259.669948__1.669948	116085__D4JAK5__DW747_10745
ERR1913259.669975__1.669975	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913259.670126__1.670126	40518__R5DVH6__DXD86_08955
ERR1913259.670134__1.670134	1680__A0A374QDL4__LMG18897_0432
ERR1913259.670136__1.670136	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913259.670240__1.670240	74426__yccM
ERR1913259.670440__1.670440	40518__R5DVL2__penA
ERR1913259.670688__1.670688	39491__A0A3E4YFT8__DXB69_10940
ERR1913259.670714__1.670714	28025__D3R3F9__BLC1_0248
ERR1913259.670770__1.670770	1262848__R6VB39__BN818_00852
ERR1913259.671038__1.671038	39488__A0A173UD79__EHLA_0346
ERR1913259.671088__1.671088	39491__A0A2U2EI54__DXD95_12010
ERR1913259.671118__1.671118	1550024__A0A0D8J0M2__TQ39_06330
ERR1913259.671562__1.671562	239935__A0A3F3K985__CXT98_05805
ERR1913259.671630__1.671630	1263011__R6DRV2__BN553_01393
ERR1913259.671836__1.671836	1150298__A0A174SLE6__mlc_1
ERR1913259.671960__1.671960	820__A0A139K426__B5G17_09115
ERR1913259.672086__1.672086	1262736__R5YWX2__BN496_01074
ERR1913259.672104__1.672104	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913259.672257__1.672257	40518__R5DUG7__sbcC
ERR1913259.672543__1.672543	239935__A0A2N8IJI1__B5G29_04615
ERR1913259.672826__1.672826	1150298__A0A174L2G3__ERS852498_01371
ERR1913259.672922__1.672922	1550024__A0A0W7TR84__TQ39_05305
ERR1913259.672974__1.672974	239935__A0A139TPU7__CXT91_06575
ERR1913259.673064__1.673064	2173__A0A1D2WV05__BK798_06920
ERR1913259.673077__1.673077	1681__A0A0M4MI21__BBB_0611
ERR1913259.673202__1.673202	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913259.673824__1.673824	1681__A0A151CB13__B0156_0656
ERR1913259.674040__1.674040	246787__A0A3D6AWM8__BACCELL_01963
ERR1913259.674078__1.674078	204516__U6REI9__HMPREF1534_02357
ERR1913259.674042__1.674042	39491__C4ZHS4__EUR_24420
ERR1913259.674188__1.674188	626929__F3PER6__SAMN05444376_2494
ERR1913259.674253__1.674253	301301__G2SZL1__ERS852391_00584
ERR1913259.674235__1.674235	1263107__GCA_000436995.1_00069
ERR1913259.674866__1.674866	1262848__R6UE24__BN818_00969
ERR1913259.675059__1.675059	454155__F3QX41__HMPREF9442_02775
ERR1913259.675256__1.675256	40520__R7DC80__RUMOBE_00153
ERR1913259.675699__1.675699	239935__A0A2N8IVR0__CXT87_07115
ERR1913259.675737__1.675737	33039__A0A173VTT4__frdB_1
ERR1913259.675868__1.675868	40520__D4LXF6__RUMOBE_00717
ERR1913259.675941__1.675941	1263107__GCA_000436995.1_00230
ERR1913259.675914__1.675914	820__A0A139KH21__DXC80_01780
ERR1913259.676176__1.676176	1897011__A0A1Q6REX0__BHW41_04225
ERR1913259.676201__1.676201	1150298__R7JT48__gsiA_6
ERR1913259.676366__1.676366	1579__A0A3A9YFT9__CDA67_01449
ERR1913259.676544__1.676544	39491__A0A395UYA6__EUBREC_0408
ERR1913259.676665__1.676665	823__A0A073I9P2__CF162_18000
ERR1913259.676624__1.676624	1550024__A0A0D8IY45__ASJ35_05575
ERR1913259.676885__1.676885	371601__A0A1H4AKU1__BXY_45200
ERR1913259.677071__1.677071	2173__A0A1D2WRC1__Msm_0093
ERR1913259.677042__1.677042	239935__A0A2N8IVK9__CXU08_03750
ERR1913259.677118__1.677118	745368__A0A1T4Y576__SAMN02745178_02757
ERR1913259.677200__1.677200	1681__A0A286TD18__DD718_00365
ERR1913259.677360__1.677360	745368__A0A1T4X373__SAMN02745178_01365
ERR1913259.677425__1.677425	301302__R5UQ61__M72_23071
ERR1913259.677448__1.677448	116085__D4J740__DW747_11625
ERR1913259.677493__1.677493	1680__A0A087DHN0__AL0462_1532
ERR1913259.677679__1.677679	360807__A0A0M6WAF4__ERS852392_02663
ERR1913259.677721__1.677721	39491__A0A395UXH0__EUBREC_0021
ERR1913259.677942__1.677942	1262924__R7HPY0__BN585_01950
ERR1913259.678002__1.678002	239935__A0A2N8IMD6__CXU03_05585
ERR1913259.678274__1.678274	88431__A0A174KC10__ERS852423_00293
ERR1913259.678425__1.678425	1262848__R6U7U6__BN818_00268
ERR1913259.678470__1.678470	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913259.678712__1.678712	1550024__G9RVD5__ASJ35_04350
ERR1913259.678726__1.678726	40520__A0A3E5EMQ4__DXD81_00675
ERR1913259.678793__1.678793	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913259.678796__1.678796	1262992__R5CXM7__BN795_01016
ERR1913259.678955__1.678955	823__A6LBY1__ERS852380_00510
ERR1913259.679135__1.679135	45851__R5LYT8__BUTYVIB_02538
ERR1913259.679417__1.679417	40520__D4LUV4__DXB81_08455
ERR1913259.679479__1.679479	28025__A0A315RZM8__BALAC2494_00069
ERR1913259.679480__1.679480	28025__A0A315RZM8__BALAC2494_00069
ERR1913259.679508__1.679508	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913259.679590__1.679590	1262942__R7QX36__BN520_01383
ERR1913259.679596__1.679596	39488__A0A285PP42__cobQ
ERR1913259.679778__1.679778	1550024__A0A3B9WEL2__TQ39_11090
ERR1913259.679883__1.679883	1150298__A0A174LKY6__ERS852535_00447
ERR1913259.679941__1.679941	1262924__R7HKX0__BN585_01279
ERR1913259.680119__1.680119	39491__A0A395ZDC6__addB
ERR1913259.680140__1.680140	40520__R7D9B5__RUMOBE_02828
ERR1913259.680316__1.680316	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913259.680493__1.680493	39491__A0A396FFW0__ERE_10580
ERR1913259.680555__1.680555	1263000__R5EHB0__BN466_01647
ERR1913259.680687__1.680687	28117__B0MTI4__ALIPUT_00084
ERR1913259.680846__1.680846	1680__A0A0B5BIU5__BSTER_0145
ERR1913259.680949__1.680949	39491__A0A396FS17__envC
ERR1913259.680964__1.680964	853__A0A2A7B1Y7__C7K05_11930
ERR1913259.681027__1.681027	88431__A0A3E5GJ50__DORLON_02273
ERR1913259.681316__1.681316	820__A0A3E4RU03__M093_0563
ERR1913259.681319__1.681319	216816__E8MVM4__APC1480_1562
ERR1913259.681336__1.681336	1262848__R6VK39__BN818_01786
ERR1913259.681468__1.681468	239935__A0A2N8J2P6__ADH72_06730
ERR1913259.681752__1.681752	626940__E8LCQ8__BHW43_05915
ERR1913259.681766__1.681766	1262848__R6U1A8__BN818_00676
ERR1913259.681843__1.681843	1299998__GCA_001494635.1_00422
ERR1913259.681848__1.681848	39491__D4JM76__DXC13_02150
ERR1913259.681906__1.681906	239935__A0A2N8ITG2__Amuc_0335
ERR1913259.682455__1.682455	357276__A0A076INK2__BSEG_04225
ERR1913259.682546__1.682546	45851__D4RWZ9__murF
ERR1913259.682548__1.682548	246787__A0A139L268__BcellWH2_03192
ERR1913259.682632__1.682632	418240__A0A174C465__ydaM
ERR1913259.682662__1.682662	239935__R6JD78__CXU05_09250
ERR1913259.682796__1.682796	1262848__R6VKD4__BN818_01839
ERR1913259.682970__1.682970	216816__D6ZXD1__APC1461_0104
