ERR1913199.530__1.530	544645__A0A3E4TGD2__DXC42_03440
ERR1913199.1682384__1.1682384	28026__A0A267WP56__DXD43_06910
ERR1913199.1682517__1.1682517	626929__F3PLK1__B5F97_09750
ERR1913199.1682642__1.1682642	1262948__R7E8R3__BN671_00101
ERR1913199.1682876__1.1682876	46503__R6WWH2__DXB85_00365
ERR1913199.1683191__1.1683191	649756__D4MXW9__ERS852520_02286
ERR1913199.1683357__1.1683357	649756__D4MXW9__ERS852520_02286
ERR1913199.1683524__1.1683524	1680__R5GZF2__DXC60_01925
ERR1913199.1683820__1.1683820	823__A0A174DZM1__DDY96_10310
ERR1913199.1683832__1.1683832	387090__S0F421__BACCOPRO_00166
ERR1913199.1683921__1.1683921	166486__D4L1P5__ERS852572_00758
ERR1913199.1684142__1.1684142	1680__A7A7Z9__AAX71_05385
ERR1913199.1684167__1.1684167	820__A0A139KJ23__celCCA
ERR1913199.1684221__1.1684221	357276__A0A076IS73__GV66_00410
ERR1913199.1684098__1.1684098	357276__A0A076IS26__EL88_15950
ERR1913199.1684115__1.1684115	74426__rpoB
ERR1913199.1684262__1.1684262	74426__nrdD
ERR1913199.1684432__1.1684432	46503__R6WX12__DXB85_11560
ERR1913199.1684539__1.1684539	823__A0A173TMY6__M096_4753
ERR1913199.1684561__1.1684561	357276__A0A0M1W657__HMPREF1064_04629
ERR1913199.1684660__1.1684660	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913199.1684668__1.1684668	74426__nifJ
ERR1913199.1684711__1.1684711	820__A0A139K0J1__HMPREF2141_03205
ERR1913199.1684996__1.1684996	818__A0A139K1T6__SAMN05216253_11033
ERR1913199.1685154__1.1685154	649756__A0A174Q8Z0__mtlD_4
ERR1913199.1685311__1.1685311	166486__C7GCP5__ROSINTL182_07683
ERR1913199.1685326__1.1685326	88431__A0A174UTT9__clcA
ERR1913199.1685363__1.1685363	818__A0A1H7TGM1__BJP75_010615
ERR1913199.1685395__1.1685395	410072__A0A174Q9M2__DXD67_05965
ERR1913199.1685710__1.1685710	301302__A0A173T248__M72_19091
ERR1913199.1685727__1.1685727	823__D7IV95__DXC05_09565
ERR1913199.1685820__1.1685820	360807__A0A1Q6T326__appA_1
ERR1913199.1685845__1.1685845	821__A6L0C7__ERS852556_03520
ERR1913199.1685915__1.1685915	357276__A0A0K2HDP3__IY41_00705
ERR1913199.1685989__1.1685989	39488__C0EX25__DXD91_11965
ERR1913199.1686055__1.1686055	820__I9A4U7__DHU98_12785
ERR1913199.1686487__1.1686487	216816__C5E9C3__CJO32_03030
ERR1913199.1686519__1.1686519	216816__A0A0A1GN66__APC1468_1044
ERR1913199.1686549__1.1686549	301302__R5VFV9__ERS852420_01969
ERR1913199.1686560__1.1686560	338188__A0A174ETX3__ERS852397_01955
ERR1913199.1686574__1.1686574	1150298__A0A174SLE6__mlc_1
ERR1913199.1686722__1.1686722	28116__A7LS06__HMPREF2532_04668
ERR1913199.1686726__1.1686726	821__A0A396F598__CUU_3259
ERR1913199.1686774__1.1686774	853__A0A174C5M1__CGS58_04460
ERR1913199.1686940__1.1686940	820__A0A374QGD2__ERS852421_02382
ERR1913199.1686980__1.1686980	820__A0A139JV05__B5G17_18125
ERR1913199.1687094__1.1687094	357276__A0A0M1W1I8__ABI39_13620
ERR1913199.1687170__1.1687170	47678__R5U6B9__BACCAC_01372
ERR1913199.1687512__1.1687512	216816__A0A0S2MCH0__AYW81_04880
ERR1913199.1687547__1.1687547	33039__D4M244__ERS852424_01686
ERR1913199.1687639__1.1687639	410072__C0BF38__DXD67_15395
ERR1913199.1687847__1.1687847	39496__A5Z890__EUBVEN_01930
ERR1913199.1687904__1.1687904	166486__D4KZ95__ERS852572_03327
ERR1913199.1688132__1.1688132	301302__R5UL57__ERS852420_00622
ERR1913199.1688221__1.1688221	166486__D4KUL4__pemA
ERR1913199.1688171__1.1688171	166486__D4L378__hcaR
ERR1913199.1688141__1.1688141	853__A0A173T6P2__DWZ46_14595
ERR1913199.1688369__1.1688369	310297__R5VAF2__DXC17_13935
ERR1913199.1688381__1.1688381	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913199.1688563__1.1688563	74426__groL
ERR1913199.1688607__1.1688607	301302__A0A0M6WWC3__M72_11371
ERR1913199.1688710__1.1688710	823__A0A355XKQ8__DHP27_04010
ERR1913199.1688711__1.1688711	821__D4VD59__BHV80_04260
ERR1913199.1688924__1.1688924	47678__R5UAI1__BACCAC_01922
ERR1913199.1688889__1.1688889	1628085__A0A2U1B224__C7386_12221
ERR1913199.1689043__1.1689043	387090__S0F8F6__BACCOPRO_01915
ERR1913199.1689077__1.1689077	823__A0A174VBJ5__M091_5021
ERR1913199.1689412__1.1689412	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913199.1689471__1.1689471	821__A0A174NM17__lacZ_6
ERR1913199.1689599__1.1689599	74426__pflB_2
ERR1913199.1689560__1.1689560	39491__A0A395ZF49__DXB69_05290
ERR1913199.1689639__1.1689639	357276__A0A174L570__GV66_05720
ERR1913199.1689738__1.1689738	47678__R5U7T0__CGC64_00755
ERR1913199.1689740__1.1689740	387090__S0F541__BACCOPRO_00727
ERR1913199.1690020__1.1690020	166486__D4KW49__ROSINTL182_07746
ERR1913199.1690132__1.1690132	410072__C0BEV2__ERS852525_03010
ERR1913199.1690129__1.1690129	821__A0A0P0M3U7__DXB90_14325
ERR1913199.1690193__1.1690193	823__A6L9W2__DXB14_07905
ERR1913199.1690160__1.1690160	47678__A5ZEP4__DXB67_14045
ERR1913199.1690269__1.1690269	387661__B7B704__B5F96_16210
ERR1913199.1690278__1.1690278	39491__A0A174K9A3__DXB69_07785
ERR1913199.1690384__1.1690384	47678__A0A174TQR6__CGC64_14735
ERR1913199.1690390__1.1690390	166486__A0A173T114__ROSINTL182_05085
ERR1913199.1690414__1.1690414	821__A6L0C7__ERS852556_03520
ERR1913199.1690532__1.1690532	39485__A0A175A403__EUBELI_20577
ERR1913199.1690570__1.1690570	387090__S0F4F9__BACCOPRO_00490
ERR1913199.1690571__1.1690571	39491__A0A396FMT0__EUBREC_3020
ERR1913199.1690609__1.1690609	820__A0A174M9V5__M093_0237
ERR1913199.1690865__1.1690865	166486__D4KWZ7__cph2_5
ERR1913199.1690890__1.1690890	357276__I9R994__BACDOR_04044
ERR1913199.1690910__1.1690910	46228__V8BY98__RUMLAC_00452
ERR1913199.1690943__1.1690943	292800__A0A174NR23__ADH75_11365
ERR1913199.1690950__1.1690950	166486__D4L255__mcp4_5
ERR1913199.1690973__1.1690973	820__A0A3E4W9D9__B5G17_12400
ERR1913199.1691083__1.1691083	853__A0A3E2U7E6__ERS852582_01640
ERR1913199.1691235__1.1691235	216816__E5XYF2__APC1480_0509
ERR1913199.1691363__1.1691363	218538__C9LQ77__GCWU000321_01709
ERR1913199.1691395__1.1691395	39491__A0A174LTW7__DXD13_08720
ERR1913199.1691501__1.1691501	360807__A0A174EVF2__RIL183_27331
ERR1913199.1691481__1.1691481	418240__C6J879__ERS852523_04053
ERR1913199.1691532__1.1691532	301302__A0A0M6WCT0__M72_03221
ERR1913199.1691708__1.1691708	28118__R6F7E0__SAMEA44545918_02355
ERR1913199.1691719__1.1691719	487174__K0X7X4__DIT83_09125
ERR1913199.1691869__1.1691869	165179__A0A229I4J4__proA
ERR1913199.1692225__1.1692225	820__A0A3E4G2R7__DXC07_00510
ERR1913199.1692248__1.1692248	33039__A0A174Y8E4__suhB
ERR1913199.1692488__1.1692488	46503__R6X6Y1__DCY29_15600
ERR1913199.1692545__1.1692545	821__A0A174NM17__lacZ_6
ERR1913199.1692659__1.1692659	1262924__R7HMF7__BN585_01507
ERR1913199.1692771__1.1692771	39486__B0G7S5__DXD50_04355
ERR1913199.1692782__1.1692782	301302__R5VCU3__cbiK_2
ERR1913199.1692865__1.1692865	216816__A0A133L1E2__ptsP
ERR1913199.1692832__1.1692832	821__R9HFW2__DXD01_00365
ERR1913199.1692875__1.1692875	216816__B7GTR6__BLD_0992
ERR1913199.1693001__1.1693001	487174__K0X694__DIT83_09060
ERR1913199.1693053__1.1693053	820__A0A174LIN6__HMPREF1072_03144
ERR1913199.1693540__1.1693540	821__A0A396F598__CUU_3259
ERR1913199.1693510__1.1693510	387090__S0FA58__BACCOPRO_00930
ERR1913199.1693555__1.1693555	410072__A0A174LWU8__ERS852481_03155
ERR1913199.1693738__1.1693738	39491__A0A173SH34__EUR_24920
ERR1913199.1693769__1.1693769	357276__A0A076J8D4__HMPREF1064_00553
ERR1913199.1693912__1.1693912	301302__A0A0M6WJW1__ERS852420_02245
ERR1913199.1694084__1.1694084	39491__A0A174K1W6__DXB99_15020
ERR1913199.1694195__1.1694195	46503__K5ZK07__PARMER_03787
ERR1913199.1694311__1.1694311	166486__D4KRN2__ERS852572_01816
ERR1913199.1694330__1.1694330	357276__I8WC65__EL88_00520
ERR1913199.1694387__1.1694387	204516__U6RAM4__HMPREF1534_03439
ERR1913199.1694522__1.1694522	74426__pta
ERR1913199.1694527__1.1694527	39488__R5G6A7__DXD91_05835
ERR1913199.1694556__1.1694556	1735__B7CDP2__carA
ERR1913199.1694540__1.1694540	357276__I9R994__BACDOR_04044
ERR1913199.1694624__1.1694624	74426__sufB
ERR1913199.1694671__1.1694671	1862668__GCA_001945525.1_00031
ERR1913199.1694716__1.1694716	820__R7E9Z4__DXC68_06065
ERR1913199.1694818__1.1694818	820__A0A174CG08__DXB62_13215
ERR1913199.1694873__1.1694873	28052__R7NCE0__ERS852499_00449
ERR1913199.1694966__1.1694966	47678__R5UER2__CGC64_00710
ERR1913199.1695112__1.1695112	39491__A0A396FMF1__EUR_28700
ERR1913199.1695154__1.1695154	820__A7V470__HMPREF1072_02076
ERR1913199.1695199__1.1695199	818__A0A174TXD9__C799_03229
ERR1913199.1695261__1.1695261	360807__C0FZM4__RIL183_06871
ERR1913199.1695411__1.1695411	823__D7IUM6__M091_1082
ERR1913199.1695471__1.1695471	1680__A0A0B5BME4__DXD63_05015
ERR1913199.1695554__1.1695554	28118__F9Z4Q2__Odosp_2759
ERR1913199.1695618__1.1695618	821__A0A174AYT0__DXC02_03530
ERR1913199.1695626__1.1695626	39491__D6DXZ8__DXB72_15035
ERR1913199.1695837__1.1695837	1628085__A0A2U1B7H2__C7386_11616
ERR1913199.1695930__1.1695930	820__A0A139KH21__DXC80_01780
ERR1913199.1695936__1.1695936	28116__A0A1Y4Q112__evgS_13
ERR1913199.1695951__1.1695951	821__A0A0P0M2J4__DXD46_10295
ERR1913199.1696140__1.1696140	1680__A0A087DHN0__AL0462_1532
ERR1913199.1696117__1.1696117	821__E5UY21__C800_02204
ERR1913199.1696171__1.1696171	166486__D4KUC4__arcB_1
ERR1913199.1696230__1.1696230	1735__B7CEC3__EUBIFOR_02567
ERR1913199.1696342__1.1696342	821__A6L0C7__ERS852556_03520
ERR1913199.1696432__1.1696432	820__A0A174LJB2__HMPREF1072_04112
ERR1913199.1696497__1.1696497	1105031__J1H3W2__HMPREF1141_2783
ERR1913199.1696585__1.1696585	357276__I8WFU9__BACDOR_02006
ERR1913199.1696723__1.1696723	821__A6L0C7__ERS852556_03520
ERR1913199.1696796__1.1696796	853__A0A174C5M1__CGS58_04460
ERR1913199.1696809__1.1696809	216816__A0A374SVM3__BLSL_0492
ERR1913199.1696810__1.1696810	357276__C3RA36__HMPREF1065_03270
ERR1913199.1696834__1.1696834	33039__A0A174XW11__RTO_07780
ERR1913199.1696880__1.1696880	820__A0A396EUV1__B5G17_06465
ERR1913199.1696842__1.1696842	410072__C0BF75__ERS852389_02248
ERR1913199.1697050__1.1697050	820__A0A139KH21__DXC80_01780
ERR1913199.1697137__1.1697137	853__D4JY61__C4N21_10560
ERR1913199.1697415__1.1697415	820__R9I3Q7__HMPREF1072_01668
ERR1913199.1697432__1.1697432	821__A0A396F598__CUU_3259
ERR1913199.1697521__1.1697521	820__A0A174GK47__ERS852421_00200
ERR1913199.1697816__1.1697816	821__C6Z087__DXB90_00750
ERR1913199.1697829__1.1697829	820__A7V470__HMPREF1072_02076
ERR1913199.1697944__1.1697944	853__A0A174AML0__FPR_08640
ERR1913199.1697954__1.1697954	821__E5UY21__C800_02204
ERR1913199.1697964__1.1697964	821__A0A0P0LQT3__DXC03_05050
ERR1913199.1698229__1.1698229	357276__C3R5C9__HMPREF1063_00213
ERR1913199.1698238__1.1698238	74426__group_4823
ERR1913199.1698744__1.1698744	820__A0A174F0C1__nreB
ERR1913199.1699039__1.1699039	818__A0A1H7S810__BJP75_003270
ERR1913199.1698995__1.1698995	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913199.1699005__1.1699005	357276__A0A076ITU4__EL88_22160
ERR1913199.1699079__1.1699079	166486__D4L456__rpfG_10
ERR1913199.1699153__1.1699153	820__A0A396EUU8__luxQ_3
ERR1913199.1699269__1.1699269	821__I9R3W6__DXC16_12455
ERR1913199.1699296__1.1699296	47678__R5U8Y1__BACCAC_02615
ERR1913199.1699310__1.1699310	1735__B7CDA5__EUBIFOR_02186
ERR1913199.1699595__1.1699595	74426__gap
ERR1913199.1699731__1.1699731	357276__I8WEZ6__BACDOR_02323
ERR1913199.1700252__1.1700252	39491__A0A395UVM9__DXB76_04540
ERR1913199.1700400__1.1700400	28118__F9ZAE1__DF785_04930
ERR1913199.1700402__1.1700402	1262743__R5C054__BN727_01980
ERR1913199.1700425__1.1700425	821__A0A173WG51__BVU_2549
ERR1913199.1700467__1.1700467	74426__rpoB
ERR1913199.1700507__1.1700507	47678__R5USS6__C5Z00_03300
ERR1913199.1700549__1.1700549	821__A6L0C7__ERS852556_03520
ERR1913199.1700623__1.1700623	28116__A7LS02__DXF98_24100
ERR1913199.1700653__1.1700653	357276__I9R2M6__BSEG_03499
ERR1913199.1700700__1.1700700	39491__A0A395ZG74__licR
ERR1913199.1701141__1.1701141	46503__R6X3F9__DCY29_09585
ERR1913199.1701272__1.1701272	357276__D1K3K9__EL88_23995
ERR1913199.1701299__1.1701299	820__A0A173W419__DXC68_17760
ERR1913199.1701322__1.1701322	166486__D4KZ95__ERS852572_03327
ERR1913199.1701429__1.1701429	28118__R6FGS2__DER54_04485
ERR1913199.1701456__1.1701456	820__A0A374Q1D8__SAMN05444418_112114
ERR1913199.1701545__1.1701545	357276__B6W5Q7__DXD47_13945
ERR1913199.1701504__1.1701504	821__A0A174RA14__M099_1655
ERR1913199.1701784__1.1701784	820__A7VAR9__ERS852421_00197
ERR1913199.1701916__1.1701916	821__D4VD59__BHV80_04260
ERR1913199.1701960__1.1701960	47678__R5USR9__HMPREF1061_01404
ERR1913199.1701854__1.1701854	1150298__A0A174APS6__kinA
ERR1913199.1701857__1.1701857	823__A6LFW2__M095_1860
ERR1913199.1702409__1.1702409	28116__A0A139L3C0__C5Z02_05550
ERR1913199.1702520__1.1702520	33039__A0A173RPT9__ERS852502_02389
ERR1913199.1702796__1.1702796	556259__I0PYM3__BSGG_5385
ERR1913199.1702804__1.1702804	418240__A0A173XCL4__ERS852523_02725
ERR1913199.1703149__1.1703149	820__A7V049__DXB48_04755
ERR1913199.1703218__1.1703218	418240__C6JAJ8__ERS852478_03436
ERR1913199.1703372__1.1703372	74426__pflB_2
ERR1913199.1703416__1.1703416	487174__K0X694__DIT83_09060
ERR1913199.1703495__1.1703495	853__A8SCP3__C4N26_07960
ERR1913199.1703773__1.1703773	821__I9R3W6__DXC16_12455
ERR1913199.1703825__1.1703825	820__A0A3E4G493__ERS417307_00253
ERR1913199.1703909__1.1703909	216816__A0A395XZB7__DXD37_04075
ERR1913199.1703921__1.1703921	28116__A0A1Y4PHM7__DXA80_25130
ERR1913199.1703936__1.1703936	820__A7V049__DXB48_04755
ERR1913199.1703939__1.1703939	39488__A0A174JUI0__EUBHAL_01212
ERR1913199.1704040__1.1704040	818__Q8A3R2__C799_03293
ERR1913199.1704543__1.1704543	357276__A0A0M1VZP2__IY41_00605
ERR1913199.1704630__1.1704630	301302__A0A173TZN3__M72_00321
ERR1913199.1704774__1.1704774	418240__A0A174G147__toxA_4
ERR1913199.1704812__1.1704812	1735__B7CEC3__EUBIFOR_02567
ERR1913199.1704994__1.1704994	47678__R5UT83__DW706_09750
ERR1913199.1705141__1.1705141	1735__B7CBP2__EUBIFOR_01617
ERR1913199.1705320__1.1705320	821__A0A395UNT8__DXD64_15275
ERR1913199.1705442__1.1705442	88431__A0A174JYP5__DORLON_02789
ERR1913199.1705554__1.1705554	821__A0A0P0L8F8__ERS852509_03705
ERR1913199.1705765__1.1705765	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913199.1705788__1.1705788	33039__D4M5E1__ERS852577_03873
ERR1913199.1706209__1.1706209	357276__A0A076IS26__EL88_15950
ERR1913199.1706307__1.1706307	820__A7V9F9__B5G17_14640
ERR1913199.1706498__1.1706498	39490__U2NV68__ERS852448_01381
ERR1913199.1706730__1.1706730	33039__R6P284__spoIIIE
ERR1913199.1706829__1.1706829	74426__rpoB
ERR1913199.1706830__1.1706830	371601__D6D1F8__BN891_3980
ERR1913199.1707216__1.1707216	47678__R5UPG7__C5Z00_18695
ERR1913199.1707259__1.1707259	371601__D0TRG1__HMPREF1074_04676
ERR1913199.1707299__1.1707299	1680__A1A0V3__C8077_03025
ERR1913199.1707327__1.1707327	360807__C0FSM3__ROSEINA2194_01739
ERR1913199.1707280__1.1707280	418240__A0A174FWP2__ERS852478_02093
ERR1913199.1707288__1.1707288	28116__D4WPD7__HMPREF1069_02183
ERR1913199.1707345__1.1707345	357276__D1JZM4__HMPREF1065_01278
ERR1913199.1707435__1.1707435	47678__A5ZG68__ERS852494_02968
ERR1913199.1707460__1.1707460	820__A0A1T4IY71__HMPREF2141_02402
ERR1913199.1707505__1.1707505	487174__K0X3U2__DIT83_02455
ERR1913199.1707564__1.1707564	821__A0A396F598__CUU_3259
ERR1913199.1707688__1.1707688	166486__A0A173V5I7__ERS852572_02640
ERR1913199.1707739__1.1707739	301302__A0A0M6WWE7__ERS852420_01309
ERR1913199.1707872__1.1707872	216816__D6ZXD1__APC1461_0104
ERR1913199.1707888__1.1707888	454154__G5SVN0__HMPREF9441_03447
ERR1913199.1707996__1.1707996	821__A0A0P0L8F8__ERS852509_03705
ERR1913199.1708098__1.1708098	357276__I9G0T7__BACDOR_04266
ERR1913199.1708106__1.1708106	166486__D4L2T9__lytM
ERR1913199.1708122__1.1708122	1263107__GCA_000436995.1_00137
ERR1913199.1708179__1.1708179	166486__D4L284__ERS852572_01651
ERR1913199.1708204__1.1708204	357276__I8WC65__EL88_00520
ERR1913199.1708273__1.1708273	216816__A0A133LQN7__BL15B_00780
ERR1913199.1708434__1.1708434	47678__R5U7T0__CGC64_00755
ERR1913199.1708573__1.1708573	357276__I9R994__BACDOR_04044
ERR1913199.1708619__1.1708619	357276__A0A076IN30__DXD47_09350
ERR1913199.1708649__1.1708649	853__A8SCP3__C4N26_07960
ERR1913199.1708923__1.1708923	357276__I9FRW5__B5F95_21685
ERR1913199.1708991__1.1708991	74426__pta
ERR1913199.1709225__1.1709225	166486__D4KUL4__pemA
ERR1913199.1709231__1.1709231	1472761__GCA_002159295.1_00743
ERR1913199.1709299__1.1709299	46503__K5ZKR1__dnaB
ERR1913199.1709407__1.1709407	166486__D4KUL4__pemA
ERR1913199.1709425__1.1709425	47678__R5UXY0__CGC64_03535
ERR1913199.1709358__1.1709358	821__A0A395VIK7__BVU_1225
ERR1913199.1709517__1.1709517	39491__A0A395ZDC6__addB
ERR1913199.1709546__1.1709546	357276__D1JYA3__BSEG_00395
ERR1913199.1709737__1.1709737	820__A0A139K8N1__ERS852554_00951
ERR1913199.1709766__1.1709766	166486__D4L1H8__ERS852572_02204
ERR1913199.1709802__1.1709802	649756__B0P3S8__ywpJ_4
ERR1913199.1710002__1.1710002	818__A0A139KCA0__SAMN05216253_102371
ERR1913199.1710044__1.1710044	387090__S0F3Z2__BACCOPRO_00057
ERR1913199.1710079__1.1710079	820__A0A3E5E0T0__ERS852554_00312
ERR1913199.1710236__1.1710236	301302__A0A0M6WIX9__ERS852420_01972
ERR1913199.1710314__1.1710314	820__A0A3E4WA06__ERS852554_03404
ERR1913199.1710323__1.1710323	820__A0A139K426__B5G17_09115
ERR1913199.1710366__1.1710366	1735__B7C9Y8__EUBIFOR_00992
ERR1913199.1710436__1.1710436	1680__A0A087DLC6__C8077_00815
ERR1913199.1710653__1.1710653	821__A0A396F598__CUU_3259
ERR1913199.1710656__1.1710656	39491__A0A3E4YFT8__DXB69_10940
ERR1913199.1710815__1.1710815	47678__R5UER2__CGC64_00710
ERR1913199.1710816__1.1710816	74426__rpoB
ERR1913199.1710933__1.1710933	310298__B3JMA0__BACCOP_03051
ERR1913199.1711064__1.1711064	820__A0A139JRH8__HMPREF2141_04326
ERR1913199.1711177__1.1711177	1262882__R5N1N6__BN519_00968
ERR1913199.1711247__1.1711247	357276__D1JZM4__HMPREF1065_01278
ERR1913199.1711283__1.1711283	166486__D4KWM8__ROSINTL182_06037
ERR1913199.1711414__1.1711414	216816__B3DNW2__BL171B_07980
ERR1913199.1711584__1.1711584	387090__S0FA58__BACCOPRO_00930
ERR1913199.1711707__1.1711707	357276__I9QBT7__BSEG_03340
ERR1913199.1711787__1.1711787	39490__U2PBV8__ERS852448_00639
ERR1913199.1711881__1.1711881	33039__A0A174YIE5__soxS_4
ERR1913199.1712065__1.1712065	29361__B6FRT6__CLONEX_02860
ERR1913199.1712005__1.1712005	818__A0A174WSX6__Btheta7330_01915
ERR1913199.1712119__1.1712119	39491__A0A395UWZ1__DXC13_02175
ERR1913199.1712138__1.1712138	216816__A0A1S2VTC3__BLIC_e00847
ERR1913199.1712365__1.1712365	820__A0A139K4T0__ERS852510_03146
ERR1913199.1712379__1.1712379	39492__D4JT68__spoIIIE
ERR1913199.1712479__1.1712479	818__A0A0P0FKT1__C5Z03_19050
ERR1913199.1712481__1.1712481	1150298__R7JSE8__coaX_1
ERR1913199.1712591__1.1712591	1628085__A0A374VPA3__C7386_11438
ERR1913199.1712644__1.1712644	166486__D4L449__ROSINTL182_08802
ERR1913199.1712750__1.1712750	166486__D4KZW9__degS
ERR1913199.1712784__1.1712784	47678__A5ZI88__BACCAC_02617
ERR1913199.1712718__1.1712718	371601__E5CE41__ERS852396_04351
ERR1913199.1713050__1.1713050	357276__I9QBT7__BSEG_03340
ERR1913199.1713129__1.1713129	74426__nifJ
ERR1913199.1713132__1.1713132	74426__rpoC
ERR1913199.1713409__1.1713409	387090__S0FCI9__BACCOPRO_03388
ERR1913199.1713487__1.1713487	166486__D4KW49__ROSINTL182_07746
ERR1913199.1713493__1.1713493	1262743__R5C054__BN727_01980
ERR1913199.1713502__1.1713502	166486__D4L334__mcp3_1
ERR1913199.1713580__1.1713580	47678__I9ECI0__HMPREF1061_03742
ERR1913199.1713704__1.1713704	821__I9R3W6__DXC16_12455
ERR1913199.1713740__1.1713740	371601__D7K8P3__SAMN05216250_10395
ERR1913199.1713765__1.1713765	166486__D4KZ78__ROSINTL182_05698
ERR1913199.1714011__1.1714011	1308__G6EPE2__Y018_01915
ERR1913199.1714162__1.1714162	46503__A7AGD9__HMPREF1078_01631
ERR1913199.1714163__1.1714163	820__A0A174M9V5__M093_0237
ERR1913199.1714168__1.1714168	821__D4V4X2__DXC16_18525
ERR1913199.1714193__1.1714193	853__A0A173RZ39__C4N22_01650
ERR1913199.1714201__1.1714201	1262992__R5DE38__BN795_00174
ERR1913199.1714324__1.1714324	166486__D4L0E1__ypdA_4
ERR1913199.1714339__1.1714339	821__A0A174NM17__lacZ_6
ERR1913199.1714350__1.1714350	47678__R5U7X8__C5Z00_18270
ERR1913199.1714371__1.1714371	818__A0A396DZ59__NCTC13706_00402
ERR1913199.1714443__1.1714443	820__A0A174M9V5__M093_0237
ERR1913199.1714487__1.1714487	166486__A0A173VTG0__ROSINTL182_06283
ERR1913199.1714539__1.1714539	357276__A0A076IYE6__IY41_04275
ERR1913199.1714509__1.1714509	357276__I9QWD4__DXD47_15075
ERR1913199.1714692__1.1714692	820__A0A3E4VZY4__ERS852554_01211
ERR1913199.1714711__1.1714711	357276__I9QBT7__BSEG_03340
ERR1913199.1714801__1.1714801	166486__D4KWP5__ROSINTL182_06014
ERR1913199.1714846__1.1714846	28116__A0A1G6G396__DXD69_22115
ERR1913199.1714965__1.1714965	301302__R5V5K3__M72_10541
ERR1913199.1715071__1.1715071	357276__I8WAB8__B5F00_08100
ERR1913199.1715162__1.1715162	47678__R5UT83__DW706_09750
ERR1913199.1715164__1.1715164	487174__K0X1D9__HMPREF9448_00919
ERR1913199.1715363__1.1715363	371601__A0A174FDF7__CW1_1994
ERR1913199.1715425__1.1715425	649756__L1PXG6__CL2_21620
ERR1913199.1715502__1.1715502	853__A0A174C5M1__CGS58_04460
ERR1913199.1715713__1.1715713	853__A0A174C5M1__CGS58_04460
ERR1913199.1715931__1.1715931	166486__D4KYB5__mcp3_2
ERR1913199.1716004__1.1716004	357276__A0A076IRV2__BACDOR_02822
ERR1913199.1716271__1.1716271	1680__A7A7Z9__AAX71_05385
ERR1913199.1716323__1.1716323	418240__A0A174QSP2__kinA_1
ERR1913199.1716341__1.1716341	216816__C2GV16__APC1504_1666
ERR1913199.1716412__1.1716412	820__A0A174VD39__DXD90_12235
ERR1913199.1716494__1.1716494	360807__A0A0M6WQ40__hisK_1
ERR1913199.1716594__1.1716594	1735__B7C9Y8__EUBIFOR_00992
ERR1913199.1716608__1.1716608	823__A0A355XEX9__ERS852560_03521
ERR1913199.1716701__1.1716701	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913199.1716748__1.1716748	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913199.1716759__1.1716759	821__D4V4X2__DXC16_18525
ERR1913199.1716804__1.1716804	818__A0A2J6AED2__C5Z03_02940
ERR1913199.1716895__1.1716895	818__Q8A3R2__C799_03293
ERR1913199.1716947__1.1716947	39491__A0A174IJH1__DXB76_01865
ERR1913199.1717007__1.1717007	166486__D4L0G5__ROSINTL182_08176
ERR1913199.1717068__1.1717068	821__A0A3E4KIM1__M097_3660
ERR1913199.1717110__1.1717110	1735__B7C9Q6__EUBIFOR_00916
ERR1913199.1717402__1.1717402	166486__D4L458__ROSINTL182_07088
ERR1913199.1717437__1.1717437	357276__B6W5Q9__HMPREF1063_03125
ERR1913199.1717488__1.1717488	820__A0A174P0L5__glcK_3
ERR1913199.1717588__1.1717588	47678__A5ZHL2__DXB67_12495
ERR1913199.1717970__1.1717970	821__D4V4X2__DXC16_18525
ERR1913199.1718022__1.1718022	820__A0A374Q4X1__HMPREF2141_02370
ERR1913199.1718030__1.1718030	387090__S0F470__BACCOPRO_00167
ERR1913199.1718081__1.1718081	853__A8SCP3__C4N26_07960
ERR1913199.1718133__1.1718133	74426__rpoB
ERR1913199.1718135__1.1718135	820__A0A174GK47__ERS852421_00200
ERR1913199.1718591__1.1718591	166486__D4KWL4__ROSINTL182_06052
ERR1913199.1718712__1.1718712	853__A0A2A7B9I6__DW855_13690
ERR1913199.1718722__1.1718722	39491__D6DXZ8__DXB72_15035
ERR1913199.1718738__1.1718738	630129__A0A087B916__BKAS_0818
ERR1913199.1718782__1.1718782	74426__rpoB
ERR1913199.1718957__1.1718957	357276__A0A0K2HDP3__IY41_00705
ERR1913199.1719098__1.1719098	820__A0A1T4IYF4__mprA_1
ERR1913199.1719037__1.1719037	821__E5UY21__C800_02204
ERR1913199.1719038__1.1719038	1686__B6XUW3__BIFCAT_00676
ERR1913199.1719203__1.1719203	216816__A0A0S2MI06__pepV
ERR1913199.1719330__1.1719330	39491__A0A395ZIT8__EUR_13460
ERR1913199.1719340__1.1719340	823__A0A395YS82__M091_1569
ERR1913199.1719467__1.1719467	820__A0A3E4HWJ4__DXD40_05945
