ERR1913196.134__1.134	301302__R5UIY5__M72_17461
ERR1913196.682987__1.682987	649756__D4MW63__DCR88_07570
ERR1913196.683212__1.683212	301302__R5VFU2__xynA1
ERR1913196.683153__1.683153	301302__A0A0M6WWC3__M72_11371
ERR1913196.683325__1.683325	165179__D1PAJ7__PREVCOP_04222
ERR1913196.683708__1.683708	820__A0A3E4RU03__M093_0563
ERR1913196.683796__1.683796	39491__A0A396FSK3__ERS852417_00383
ERR1913196.684291__1.684291	165179__D1PCT4__DXB80_09470
ERR1913196.684526__1.684526	165179__D1PGU8__PREVCOP_06463
ERR1913196.684679__1.684679	2024222__A0A255T0W2__CIK99_03190
ERR1913196.684770__1.684770	301302__R5VEI6__cysA_2
ERR1913196.684778__1.684778	301302__R5VFQ6__ERS852420_00378
ERR1913196.684833__1.684833	39488__C0EUG1__DXD91_05025
ERR1913196.684891__1.684891	165179__R6CNX7__DXB80_02200
ERR1913196.684892__1.684892	33043__A0A173S5P8__ERS852445_00566
ERR1913196.685068__1.685068	418240__A0A174R2N4__ERS852523_02758
ERR1913196.685033__1.685033	301302__A0A0M6WIX9__ERS852420_01972
ERR1913196.685097__1.685097	165179__D1PCL6__DXB80_13435
ERR1913196.685253__1.685253	165179__A0A174SA26__PREVCOP_05758
ERR1913196.685444__1.685444	363265__G6B055__HMPREF0673_02272
ERR1913196.685590__1.685590	165179__A0A3E5AGH1__DXB80_05820
ERR1913196.685710__1.685710	165179__A0A3E5E920__DXB80_11625
ERR1913196.685716__1.685716	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913196.685757__1.685757	363265__R7H1Q3__HMPREF0673_02409
ERR1913196.685819__1.685819	165179__A0A3E5E189__PREVCOP_06699
ERR1913196.685892__1.685892	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913196.685965__1.685965	371601__D4WBK5__BN891_3970
ERR1913196.686007__1.686007	28117__B0MTV3__BHV66_06405
ERR1913196.686128__1.686128	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913196.686256__1.686256	626940__E8LD83__BHW43_05620
ERR1913196.686506__1.686506	165179__D1PEQ5__PREVCOP_05711
ERR1913196.686654__1.686654	1262929__R6F9D0__BN691_00320
ERR1913196.686853__1.686853	301302__R5V671__M72_27831
ERR1913196.686860__1.686860	40518__R5E4E8__phoR_4
ERR1913196.687011__1.687011	301302__A0A173TEJ2__M72_09031
ERR1913196.687136__1.687136	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.687292__1.687292	1262882__R5N2E1__BN519_01117
ERR1913196.687515__1.687515	165179__D1PES9__DXB80_11585
ERR1913196.687606__1.687606	1262882__R5MGK3__BN519_00655
ERR1913196.687734__1.687734	301302__A0A0M6WVL0__celA
ERR1913196.687809__1.687809	165179__D1PER3__DXB80_11525
ERR1913196.687942__1.687942	301302__A0A0M6WPH4__ERS852420_01173
ERR1913196.687996__1.687996	1262929__R6EV27__BN691_00137
ERR1913196.688031__1.688031	165179__A0A174XZU8__DXB80_12180
ERR1913196.688041__1.688041	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913196.688156__1.688156	165179__A0A3E5EA43__DXC61_07775
ERR1913196.688197__1.688197	165179__A0A3E5AGH1__DXB80_05820
ERR1913196.688202__1.688202	1262882__R5MF51__BN519_00287
ERR1913196.688269__1.688269	165179__A0A229I4J4__proA
ERR1913196.688216__1.688216	328814__GCA_004558275.1_00079
ERR1913196.688407__1.688407	28132__D9RV83__HMPREF0660_00835
ERR1913196.688416__1.688416	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913196.688422__1.688422	40518__R5DME2__DXD86_07315
ERR1913196.688636__1.688636	165179__D1P9T6__PREVCOP_04016
ERR1913196.688589__1.688589	301302__A0A0M6WJB3__ERS852420_02173
ERR1913196.688810__1.688810	626940__E8LGW7__HMPREF9443_02123
ERR1913196.688851__1.688851	1262882__R5MXS6__BN519_00286
ERR1913196.688952__1.688952	1680__R5GSL8__DXD60_03315
ERR1913196.689052__1.689052	165179__A0A174SA26__PREVCOP_05758
ERR1913196.689100__1.689100	552398__T5S086__HMPREF0866_01580
ERR1913196.689190__1.689190	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913196.689251__1.689251	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.689299__1.689299	572010__pnp
ERR1913196.689950__1.689950	1160721__W0U8M9__RBI_II00386
ERR1913196.689959__1.689959	1262882__R5N1T9__BN519_00804
ERR1913196.689960__1.689960	78345__A0A087BKM2__SAMN02745589_0665
ERR1913196.690073__1.690073	165179__A0A174W369__PREVCOP_04548
ERR1913196.690363__1.690363	823__A0A174XJM9__CEQ22_007230
ERR1913196.690407__1.690407	165179__A0A174SA26__PREVCOP_05758
ERR1913196.690442__1.690442	165179__A0A3E5DWQ1__DXB80_06635
ERR1913196.690609__1.690609	1262882__R5MRS7__BN519_01490
ERR1913196.690836__1.690836	301302__R5VEI6__cysA_2
ERR1913196.690760__1.690760	1262882__R5N1T9__BN519_00804
ERR1913196.691349__1.691349	165179__A0A174SR12__DXB80_04410
ERR1913196.691359__1.691359	301302__R5UJW6__ERS852420_01698
ERR1913196.691408__1.691408	301302__A0A173SUI7__M72_11091
ERR1913196.691652__1.691652	28118__F9ZC62__DF785_13495
ERR1913196.691683__1.691683	1680__A7A2Y2__NCTC11814_00537
ERR1913196.691874__1.691874	165179__A0A229I1J2__DXB80_03950
ERR1913196.692200__1.692200	165179__D1PEQ5__PREVCOP_05711
ERR1913196.692252__1.692252	363265__G6AZB1__HMPREF0673_01975
ERR1913196.692371__1.692371	165179__A0A3E5DWQ1__DXB80_06635
ERR1913196.692548__1.692548	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.692693__1.692693	165179__A0A3E5AG99__DXB80_04390
ERR1913196.692708__1.692708	821__A0A396F598__CUU_3259
ERR1913196.692777__1.692777	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.692993__1.692993	165179__A0A174W369__PREVCOP_04548
ERR1913196.693033__1.693033	39488__A0A173RDQ1__EUBHAL_02348
ERR1913196.693139__1.693139	28117__B0MWC6__BHV66_00965
ERR1913196.693148__1.693148	301302__A0A0M6WMV7__M72_28281
ERR1913196.693181__1.693181	1262882__R5MFY4__BN519_00529
ERR1913196.693330__1.693330	165179__A0A3E5E2C8__folA
ERR1913196.693416__1.693416	165179__D1P8Q2__trpF
ERR1913196.693511__1.693511	165179__A0A174SA26__PREVCOP_05758
ERR1913196.693533__1.693533	626940__E8LDK5__DCQ00_02560
ERR1913196.693813__1.693813	165179__A0A174SA26__PREVCOP_05758
ERR1913196.693887__1.693887	165179__D1PES9__DXB80_11585
ERR1913196.693910__1.693910	28118__R6FD01__B5F99_06665
ERR1913196.694076__1.694076	301302__A0A173TNM6__luxQ
ERR1913196.694133__1.694133	301302__R5V741__M72_13261
ERR1913196.694191__1.694191	301302__A0A173UN64__manA_2
ERR1913196.694260__1.694260	100886__A0A174GMU3__dnaI
ERR1913196.694282__1.694282	165179__A0A3E5E2S3__DXB80_03455
ERR1913196.694320__1.694320	2293125__A0A374C955__DW917_08135
ERR1913196.694461__1.694461	69974__A0A090FEL8__MPL3365_630008
ERR1913196.694785__1.694785	853__A0A2A7A628__CGS57_13755
ERR1913196.694808__1.694808	33043__A0A173SS22__yceG
ERR1913196.694939__1.694939	363265__G6AWS7__HMPREF0673_01076
ERR1913196.695038__1.695038	301302__A0A0M6WB53__mcp4_4
ERR1913196.695340__1.695340	165179__A0A3E5EA43__DXC61_07775
ERR1913196.695462__1.695462	165179__D1P8Q2__trpF
ERR1913196.695822__1.695822	165179__A0A3E5EBQ2__DXC61_01930
ERR1913196.695838__1.695838	165179__R6B8D8__DXC61_09245
ERR1913196.695991__1.695991	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913196.695999__1.695999	1262882__R5MYX5__BN519_00333
ERR1913196.696378__1.696378	301302__A0A173SCU7__M72_12871
ERR1913196.696559__1.696559	39488__A0A173U4P2__ERS852578_02139
ERR1913196.696576__1.696576	40518__R5E282__DXD86_08940
ERR1913196.696611__1.696611	214856__A0A174FWM7__ERS852559_00590
ERR1913196.696776__1.696776	1262924__R7HRR0__BN585_00872
ERR1913196.696896__1.696896	165179__D1P9T6__PREVCOP_04016
ERR1913196.696994__1.696994	1262882__R5N0J9__BN519_00773
ERR1913196.697238__1.697238	165179__A0A174W369__PREVCOP_04548
ERR1913196.697215__1.697215	301302__A0A173TWC1__phoR_7
ERR1913196.697376__1.697376	33043__A0A374K1H3__ykoD_2
ERR1913196.697687__1.697687	1262882__R5MKV8__BN519_01281
ERR1913196.697669__1.697669	1262882__R5N1N6__BN519_00968
ERR1913196.697717__1.697717	820__A0A173WUD7__DXB48_08055
ERR1913196.697849__1.697849	165179__A0A3E5AHY4__CFT61_07675
ERR1913196.697872__1.697872	1262882__R5MND9__BN519_00831
ERR1913196.697915__1.697915	2022527__A0A264YA42__CHL74_01870
ERR1913196.698081__1.698081	239935__A0A139TM51__CXT91_12120
ERR1913196.698162__1.698162	165179__A0A3E5A832__DXC61_13685
ERR1913196.698164__1.698164	100886__E2NNS9__CATMIT_00226
ERR1913196.698169__1.698169	907__A0A1M6T0V3__C6Y28_00180
ERR1913196.698448__1.698448	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913196.698512__1.698512	165179__A0A174MTF2__DXC61_13200
ERR1913196.698561__1.698561	165179__R6B8D8__DXC61_09245
ERR1913196.698656__1.698656	165179__W1I4H6__DXB80_13655
ERR1913196.698687__1.698687	301302__R5UKP4__cbiT
ERR1913196.698720__1.698720	360807__C0FSM3__ROSEINA2194_01739
ERR1913196.698916__1.698916	214856__A0A174A1J3__ERS852447_01000
ERR1913196.699201__1.699201	301302__R5UL57__ERS852420_00622
ERR1913196.699208__1.699208	301302__A0A0M6WKN8__M72_27741
ERR1913196.699310__1.699310	39491__A0A174M1X5__DXB99_18695
ERR1913196.699403__1.699403	1263005__R6FP08__BN497_00169
ERR1913196.699627__1.699627	43675__D2NSN7__RMDY18_08310
ERR1913196.699751__1.699751	165179__R6C3K4__PREVCOP_05795
ERR1913196.699761__1.699761	301302__R5VBR7__phoR_11
ERR1913196.699764__1.699764	165179__A0A3E5DZD8__DXB80_09150
ERR1913196.699916__1.699916	363265__G6B1B0__HMPREF0673_02681
ERR1913196.700056__1.700056	165179__D1PGJ6__DXC61_07300
ERR1913196.700207__1.700207	165179__A0A3E5A554__DXB80_13805
ERR1913196.700331__1.700331	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.700456__1.700456	301302__R5VGE0__ERS852420_00121
ERR1913196.700398__1.700398	165179__D1PAJ7__PREVCOP_04222
ERR1913196.700442__1.700442	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913196.700639__1.700639	301302__R5VCU3__cbiK_2
ERR1913196.700732__1.700732	360807__C0FVL1__ERS852392_00394
ERR1913196.700916__1.700916	165179__R6XIF8__DXC61_07265
ERR1913196.701090__1.701090	360807__A0A173V2S2__phoR_7
ERR1913196.701202__1.701202	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.701392__1.701392	1262911__R6GKS1__BN557_00184
ERR1913196.701483__1.701483	165179__A0A3E5DR10__DXC61_03505
ERR1913196.701701__1.701701	363265__R6FUC6__HMPREF0673_00680
ERR1913196.702038__1.702038	649756__A0A173T5Y7__HMPREF0369_02769
ERR1913196.702102__1.702102	100886__A0A174GV62__CATMIT_00996
ERR1913196.702188__1.702188	1262882__R5MM69__BN519_00075
ERR1913196.702387__1.702387	165179__A0A3E4SB80__DXC61_12880
ERR1913196.702480__1.702480	165179__D1PGU8__PREVCOP_06463
ERR1913196.702998__1.702998	626940__R6X4D9__HMPREF9443_00471
ERR1913196.703003__1.703003	165179__R6XIF8__DXC61_07265
ERR1913196.703271__1.703271	28132__D9RV83__HMPREF0660_00835
ERR1913196.703320__1.703320	901__B6WR17__DHV46_00835
ERR1913196.703330__1.703330	1262882__R5MQ68__BN519_01178
ERR1913196.703376__1.703376	165179__R6C3K4__PREVCOP_05795
ERR1913196.703427__1.703427	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.703449__1.703449	387661__K5YX34__B5F96_10110
ERR1913196.703503__1.703503	165179__A0A3E5DX15__DXC61_00345
ERR1913196.703677__1.703677	301302__A0A0M6WZT5__M72_18331
ERR1913196.703777__1.703777	1262911__R6GTZ0__BN557_01437
ERR1913196.703887__1.703887	165179__D1PE06__DXC61_05975
ERR1913196.704278__1.704278	165179__A0A174UTZ7__DXC61_06705
ERR1913196.704412__1.704412	820__A0A3E4RTP0__C801_01067
ERR1913196.704565__1.704565	165179__A0A3E4SB80__DXC61_12880
ERR1913196.704810__1.704810	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.704819__1.704819	301302__A0A173TZN3__M72_00321
ERR1913196.705018__1.705018	626940__E8LEB0__BHW43_01865
ERR1913196.705074__1.705074	301302__A0A173T010__M72_26571
ERR1913196.705076__1.705076	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913196.705132__1.705132	626940__R6WP89__BN587_00391
ERR1913196.705209__1.705209	165179__D1PE06__DXC61_05975
ERR1913196.705534__1.705534	301302__A0A0M6WVL0__celA
ERR1913196.705664__1.705664	626940__E8LGW1__BHW43_07850
ERR1913196.705796__1.705796	40518__R5E7S2__RBL263_00671
ERR1913196.705911__1.705911	147206__GCF_000156215.1_00118
ERR1913196.706030__1.706030	28117__B0MY40__BHV66_05170
ERR1913196.706361__1.706361	301302__A0A173T929__M72_26841
ERR1913196.706601__1.706601	301302__R5UJW6__ERS852420_01698
ERR1913196.706555__1.706555	165179__D1PGU8__PREVCOP_06463
ERR1913196.706651__1.706651	39491__D6E408__EUBREC_1466
ERR1913196.706944__1.706944	165179__A0A174W369__PREVCOP_04548
ERR1913196.707046__1.707046	165179__A0A174IYW3__DXC61_01235
ERR1913196.707059__1.707059	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.707080__1.707080	301302__A0A173UT39__M72_23901
ERR1913196.707221__1.707221	1262882__R5MF51__BN519_00287
ERR1913196.707449__1.707449	1262882__R5MHA1__BN519_00763
ERR1913196.707396__1.707396	165179__A0A3E5E8M8__DXB80_11580
ERR1913196.707633__1.707633	301302__R5VEI6__cysA_2
ERR1913196.707763__1.707763	165179__R6BQP4__DXC61_02015
ERR1913196.707774__1.707774	301302__R5UTG6__M72_25801
ERR1913196.707841__1.707841	818__A0A174RFL1__ERS852511_03380
ERR1913196.707940__1.707940	1680__A0A076JNH5__DXC60_03835
ERR1913196.707956__1.707956	853__A0A173T6P2__DWZ46_14595
ERR1913196.707957__1.707957	853__A0A173T6P2__DWZ46_14595
ERR1913196.708054__1.708054	1262882__R5MT42__BN519_01729
ERR1913196.708346__1.708346	1262924__R7HRW7__BN585_01894
ERR1913196.708664__1.708664	165179__D1PHV2__PREVCOP_06822
ERR1913196.708724__1.708724	1262882__R5N5S3__BN519_00085
ERR1913196.708877__1.708877	165179__A0A3E5AEF7__DXC61_05000
ERR1913196.709066__1.709066	2024223__A0A255TFB9__CIL02_01190
ERR1913196.709149__1.709149	301302__R5UU15__ERS852420_02998
ERR1913196.709590__1.709590	1284775__A0A095Y4Z7__HMPREF1640_07200
ERR1913196.709591__1.709591	853__A0A173YYY4__DWZ04_09420
ERR1913196.709596__1.709596	165179__A0A3E5E3D6__DXC61_05750
ERR1913196.709931__1.709931	1284775__A0A095Y663__HMPREF1640_07240
ERR1913196.710122__1.710122	853__A0A174BA00__DW905_01145
ERR1913196.710168__1.710168	165179__A0A174SR12__DXB80_04410
ERR1913196.710210__1.710210	165179__D1PGD2__DXC61_10875
ERR1913196.710358__1.710358	165179__A0A229I7F5__DXB80_02650
ERR1913196.710309__1.710309	1262929__R6FV28__BN691_00620
ERR1913196.710317__1.710317	165179__D1PER3__DXB80_11525
ERR1913196.710782__1.710782	33039__A0A173VTT4__frdB_1
ERR1913196.710941__1.710941	301302__A0A173T1J1__M72_18951
ERR1913196.710906__1.710906	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.710981__1.710981	165179__A0A3E5E3D6__DXC61_05750
ERR1913196.711092__1.711092	1262882__R5N5S3__BN519_00085
ERR1913196.711178__1.711178	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.711245__1.711245	301302__A0A173T3P5__ERS852420_01836
ERR1913196.711139__1.711139	165179__A0A174WRI9__DXB80_04870
ERR1913196.711533__1.711533	821__A0A3E4HP25__SAMN04487923_102450
ERR1913196.711553__1.711553	100886__E2NSF9__rpoB
ERR1913196.711641__1.711641	40518__R5DVR2__RBL236_00303
ERR1913196.711758__1.711758	363265__R7H0Q0__HMPREF0673_02864
ERR1913196.711777__1.711777	165179__A0A3E5DRF6__DXC61_00200
ERR1913196.711963__1.711963	35818__C5EY24__HPMG_00251
ERR1913196.712092__1.712092	1262882__R5MRT2__BN519_01494
ERR1913196.712845__1.712845	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913196.712859__1.712859	1262882__R5MQ68__BN519_01178
ERR1913196.713148__1.713148	853__A0A174C5M1__CGS58_04460
ERR1913196.713219__1.713219	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913196.713358__1.713358	418240__C6JH13__ERS852478_02750
ERR1913196.713636__1.713636	1262929__R6F839__BN691_00353
ERR1913196.713665__1.713665	165179__A0A3E5A832__DXC61_13685
ERR1913196.713800__1.713800	165179__R6B8D8__DXC61_09245
ERR1913196.713944__1.713944	626940__E8LB53__holA
ERR1913196.714058__1.714058	165179__A0A174SA26__PREVCOP_05758
ERR1913196.714399__1.714399	100886__A0A174GMU3__dnaI
ERR1913196.714486__1.714486	165179__D1PGU8__PREVCOP_06463
ERR1913196.714631__1.714631	301302__R5VFQ6__ERS852420_00378
ERR1913196.714741__1.714741	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.714857__1.714857	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913196.714993__1.714993	301302__R5UTE0__ERS852420_02625
ERR1913196.715121__1.715121	165179__A0A3E5E6S6__DXB80_07575
ERR1913196.715198__1.715198	1235793__R9KSF0__C809_01679
ERR1913196.715209__1.715209	165179__A0A174WGF6__PREVCOP_04095
ERR1913196.715379__1.715379	1262882__R5N678__BN519_01604
ERR1913196.715619__1.715619	40518__R5DU92__DXD93_03170
ERR1913196.715674__1.715674	100886__A0A174M1X1__CATMIT_00960
ERR1913196.715678__1.715678	301302__A0A173T8V6__ERS852420_01966
ERR1913196.715714__1.715714	165179__A0A3E5E2C8__folA
ERR1913196.716326__1.716326	165179__A0A3E5DZA5__DXB80_12550
ERR1913196.716347__1.716347	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913196.716376__1.716376	33043__A0A173YYE7__ERS852445_00670
ERR1913196.716698__1.716698	1262929__R6EXT3__BN691_00303
ERR1913196.716872__1.716872	165179__W1I4H6__DXB80_13655
ERR1913196.717180__1.717180	1262882__R5MEI8__BN519_00283
ERR1913196.717364__1.717364	901__B6WR15__DESPIGER_0142
ERR1913196.717482__1.717482	165179__A0A3E5DRF6__DXC61_00200
ERR1913196.717496__1.717496	1262882__R5MYS0__BN519_00284
ERR1913196.717634__1.717634	165179__A0A174UI01__DXB80_12165
ERR1913196.717824__1.717824	40518__R5DUG7__sbcC
ERR1913196.717870__1.717870	418240__A0A173YEF7__ERS852478_00090
ERR1913196.718047__1.718047	165179__A0A174W369__PREVCOP_04548
ERR1913196.718149__1.718149	214856__A0A174A1J3__ERS852447_01000
ERR1913196.718150__1.718150	1262882__R5MYS0__BN519_00284
ERR1913196.718444__1.718444	1262929__R6EXT3__BN691_00303
ERR1913196.718578__1.718578	301302__A0A0M6WBZ5__spr
ERR1913196.718586__1.718586	1262882__R5MYX5__BN519_00333
ERR1913196.718631__1.718631	46506__S3YS03__DXC34_03445
ERR1913196.718761__1.718761	823__A0A395YS82__M091_1569
ERR1913196.718872__1.718872	165179__A0A3E5E5L1__DXB80_05980
ERR1913196.719124__1.719124	165179__D1PDJ4__DXB80_08505
ERR1913196.719368__1.719368	165179__D1PCL6__DXB80_13435
ERR1913196.719474__1.719474	1262882__R5MLP5__BN519_01602
ERR1913196.719481__1.719481	165179__D1PE06__DXC61_05975
ERR1913196.719595__1.719595	301302__A0A0M6WI31__znuC_2
ERR1913196.719680__1.719680	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.720106__1.720106	1262929__R6F9R1__BN691_00465
ERR1913196.720108__1.720108	165179__R6C5D6__PREVCOP_04658
ERR1913196.720436__1.720436	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913196.720511__1.720511	360807__A0A173YFC9__ROSEINA2194_03541
ERR1913196.720716__1.720716	165179__R6CNX7__DXB80_02200
ERR1913196.720766__1.720766	363265__R6EXZ0__HMPREF0673_02525
ERR1913196.720774__1.720774	301302__A0A173T8V6__ERS852420_01966
ERR1913196.720860__1.720860	216816__A0A0A1GS44__BBG7_0558
ERR1913196.720865__1.720865	1262882__R5MEN2__BN519_00200
ERR1913196.720980__1.720980	165179__A0A3E5DY64__CFT61_10025
ERR1913196.720937__1.720937	1623__G2SLQ5__HMPREF0542_11206
ERR1913196.721061__1.721061	165179__A0A229I4J4__proA
ERR1913196.721342__1.721342	165179__A0A3E5EA43__DXC61_07775
ERR1913196.721394__1.721394	33043__A0A173YSY7__tilS
ERR1913196.721672__1.721672	165179__D1PES9__DXB80_11585
ERR1913196.721674__1.721674	165179__A0A229I1J2__DXB80_03950
ERR1913196.721843__1.721843	28117__R7JR95__ALIPUT_01367
ERR1913196.721887__1.721887	165179__R6CJG8__DXC61_09290
ERR1913196.722010__1.722010	33039__D4M286__ERS852502_02380
ERR1913196.722437__1.722437	165179__D1PE06__DXC61_05975
ERR1913196.722699__1.722699	165179__A0A3E5EAM5__DXC61_07785
ERR1913196.722721__1.722721	165179__D1PAN5__PREVCOP_04260
ERR1913196.723282__1.723282	649756__L1Q8U4__ERS852571_01677
ERR1913196.723351__1.723351	328814__GCA_004558275.1_02279
ERR1913196.723377__1.723377	301302__R5ULQ3__ERS852420_02626
ERR1913196.723542__1.723542	165179__A0A3E5E920__DXB80_11625
ERR1913196.723783__1.723783	165179__R6CNX7__DXB80_02200
ERR1913196.723933__1.723933	33043__A0A174A113__ERS852445_00416
ERR1913196.723965__1.723965	363265__G6B1B1__HMPREF0673_02682
ERR1913196.724044__1.724044	165179__R6CNX7__DXB80_02200
ERR1913196.724166__1.724166	165179__A0A174W369__PREVCOP_04548
ERR1913196.724693__1.724693	1262930__R6ARC0__BN693_01458
ERR1913196.724787__1.724787	626940__E8LCL7__BN587_01653
ERR1913196.725036__1.725036	214856__A0A174A1J3__ERS852447_01000
ERR1913196.725284__1.725284	100886__A0A174HS89__CATMIT_02596
ERR1913196.725496__1.725496	40518__R5DS23__DXD86_01715
ERR1913196.725539__1.725539	165179__A0A174K816__DXB80_12000
ERR1913196.725737__1.725737	853__A0A3E2U7E6__ERS852582_01640
ERR1913196.725754__1.725754	301302__A0A173S3L8__vpr
ERR1913196.725833__1.725833	40518__R5E4V5__RBL263_01242
ERR1913196.725872__1.725872	165179__D1PGU8__PREVCOP_06463
ERR1913196.725969__1.725969	1284775__A0A095ZFV3__HMPREF1640_07245
ERR1913196.726134__1.726134	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913196.726201__1.726201	1262882__R5MQ68__BN519_01178
ERR1913196.726233__1.726233	626940__E8LGD9__cdsA
ERR1913196.726383__1.726383	301302__A0A0M6W9I4__M72_19871
ERR1913196.726564__1.726564	363265__G6B1Q3__HMPREF0673_02828
ERR1913196.726664__1.726664	821__A0A0P0LH09__ERS852457_03390
ERR1913196.726858__1.726858	165179__A0A3E5EA43__DXC61_07775
ERR1913196.726868__1.726868	1262929__R6F5P4__BN691_01119
ERR1913196.726907__1.726907	301302__R5UK77__M72_08681
ERR1913196.726970__1.726970	165179__A0A3E5EB26__CFT61_02800
ERR1913196.726978__1.726978	165179__A0A3E5E5L1__DXB80_05980
ERR1913196.727251__1.727251	33043__A0A174B7D6__ERS852400_01331
ERR1913196.727285__1.727285	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913196.727425__1.727425	165179__A0A174SA26__PREVCOP_05758
ERR1913196.727565__1.727565	626940__E8LGM9__DCQ00_02420
ERR1913196.727575__1.727575	165179__D1PE06__DXC61_05975
ERR1913196.727553__1.727553	1535__A7VUI1__CH238_07280
ERR1913196.727620__1.727620	1262882__R5MIC9__BN519_00834
ERR1913196.727673__1.727673	301302__R5UMB3__M72_01421
ERR1913196.727918__1.727918	301302__A0A173R6H4__M72_21671
ERR1913196.727897__1.727897	301302__A0A173S3L8__vpr
ERR1913196.727957__1.727957	165179__A0A3E5EBV0__DXB80_01745
ERR1913196.728185__1.728185	2293125__A0A374BSV3__DW917_13360
ERR1913196.728416__1.728416	165179__A0A174IYW3__DXC61_01235
ERR1913196.728441__1.728441	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913196.728520__1.728520	165179__A0A3E5DWZ6__DXC61_10880
ERR1913196.728629__1.728629	165179__A0A3E5AEF7__DXC61_05000
ERR1913196.728903__1.728903	301302__A0A173RZU9__M72_23561
ERR1913196.729105__1.729105	165179__A0A3E5DN34__DXC61_07865
ERR1913196.729199__1.729199	1262929__R6EYQ0__BN691_00631
ERR1913196.729202__1.729202	165179__A0A174SR12__DXB80_04410
ERR1913196.729758__1.729758	853__A0A329UEG4__CHR60_00585
ERR1913196.729810__1.729810	1261__D3MR67__SAMN05660467_01650
ERR1913196.729935__1.729935	301302__R5UMN4__M72_24341
ERR1913196.730283__1.730283	360807__A0A173RZE9__polC_2
ERR1913196.730688__1.730688	301302__R5V6L8__M72_16121
ERR1913196.730961__1.730961	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913196.730982__1.730982	360807__A0A1Q6T326__appA_1
ERR1913196.730990__1.730990	165179__R6B8D8__DXC61_09245
ERR1913196.731232__1.731232	301302__R5UQK8__M72_11501
ERR1913196.731658__1.731658	39491__A0A396FRE7__EUR_27520
ERR1913196.732234__1.732234	74426__rpoB
ERR1913196.732284__1.732284	487174__K0X909__HMPREF9448_01469
ERR1913196.732601__1.732601	40518__R5DVH6__DXD86_08955
ERR1913196.732650__1.732650	39492__D4JVG1__ERS852540_00951
ERR1913196.732687__1.732687	1262882__R5MFA5__BN519_00331
ERR1913196.732717__1.732717	853__R6QDR1__C4N27_08170
ERR1913196.732726__1.732726	165179__D1PGU8__PREVCOP_06463
ERR1913196.733138__1.733138	147206__GCF_000156215.1_01776
ERR1913196.733148__1.733148	301302__A0A0M6WCT0__M72_03221
ERR1913196.733151__1.733151	165179__A0A3E4SEG4__DXC61_11235
ERR1913196.733274__1.733274	1262929__R6F753__BN691_02112
ERR1913196.733384__1.733384	626940__E8LC93__DCQ00_09725
ERR1913196.733620__1.733620	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913196.733738__1.733738	301302__R5VFU2__xynA1
ERR1913196.733954__1.733954	418240__A0A173XAN5__ERS852523_02751
ERR1913196.734267__1.734267	165179__D1PCL6__DXB80_13435
ERR1913196.734448__1.734448	165179__A0A3E5E2C8__folA
ERR1913196.734618__1.734618	649756__A0A173RGN8__DO83_04830
ERR1913196.734638__1.734638	165179__R6CNX7__DXB80_02200
ERR1913196.734772__1.734772	823__D0T9E4__DHW69_09115
ERR1913196.734975__1.734975	301302__R5UM41__M72_15921
ERR1913196.735225__1.735225	384638__B7AN60__BACPEC_00112
ERR1913196.735266__1.735266	214856__A0A174FZ29__ERS852559_00600
ERR1913196.735572__1.735572	165179__A0A174SA26__PREVCOP_05758
ERR1913196.735617__1.735617	301302__A0A0M6WB53__mcp4_4
ERR1913196.735831__1.735831	301302__A0A0M6WJW1__ERS852420_02245
ERR1913196.736198__1.736198	165179__D1PGJ6__DXC61_07300
