ERR1913155.341__1.341	387661__R5DFX1__PRABACTJOHN_01199
ERR1913155.2333438__1.2333438	46503__R6WVI6__HMPREF1060_03610
ERR1913155.2333493__1.2333493	853__D4KAK8__C4N21_13380
ERR1913155.2333805__1.2333805	39492__D4MN06__EUBSIR_02672
ERR1913155.2333835__1.2333835	1160721__W0U834__RBI_I01990
ERR1913155.2333936__1.2333936	457421__C5ERC0__CBFG_04276
ERR1913155.2333947__1.2333947	40518__R5DLM5__RB5AMG_00422
ERR1913155.2334187__1.2334187	39491__A0A395V0E5__ERE_31370
ERR1913155.2334375__1.2334375	1262743__R5C054__BN727_01980
ERR1913155.2334440__1.2334440	47678__R5U2I4__ERS852558_03712
ERR1913155.2334395__1.2334395	40518__R5E1J2__DXD93_04070
ERR1913155.2334488__1.2334488	40518__R5E2Z2__DXD93_09295
ERR1913155.2334576__1.2334576	1262911__R6GKS1__BN557_00184
ERR1913155.2334910__1.2334910	33043__A0A173WU55__ganB_2
ERR1913155.2334919__1.2334919	1262924__R7HMZ4__BN585_01629
ERR1913155.2334971__1.2334971	1263005__R6EQ00__BN497_00303
ERR1913155.2334983__1.2334983	301302__A0A0M6WRT7__ERS852420_02104
ERR1913155.2334990__1.2334990	454155__F3QX42__HMPREF9442_02776
ERR1913155.2335065__1.2335065	823__A0A355XLT7__HMPREF1075_03402
ERR1913155.2335265__1.2335265	1262924__R7HKZ9__BN585_01304
ERR1913155.2335322__1.2335322	40518__R5DXP6__DXD83_06110
ERR1913155.2335427__1.2335427	1160721__W0U5X6__RBI_I01796
ERR1913155.2335590__1.2335590	39491__A0A395ZJZ1__LD38_01870
ERR1913155.2335639__1.2335639	40518__R5DS68__hcpC
ERR1913155.2335683__1.2335683	1150298__A0A174B7I7__ERS852535_01258
ERR1913155.2335816__1.2335816	1262886__R6QHZ9__BN563_00710
ERR1913155.2335915__1.2335915	1262886__R6QHZ9__BN563_00710
ERR1913155.2335931__1.2335931	39491__A0A395V0E5__ERE_31370
ERR1913155.2335989__1.2335989	46503__R6WVN9__HMPREF1078_01964
ERR1913155.2336068__1.2336068	40518__R5DXI4__DXD86_07420
ERR1913155.2336123__1.2336123	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913155.2336193__1.2336193	823__A0A078SYK6__DXB14_02485
ERR1913155.2336384__1.2336384	301302__A0A0M6W9I4__M72_19871
ERR1913155.2336394__1.2336394	33025__A0A395J947__C8D73_11315
ERR1913155.2336513__1.2336513	40518__R5DXP6__DXD83_06110
ERR1913155.2336516__1.2336516	820__A0A174F0C1__nreB
ERR1913155.2336640__1.2336640	40518__R5DXP6__DXD83_06110
ERR1913155.2336649__1.2336649	649756__B0NZZ8__DO83_09740
ERR1913155.2336685__1.2336685	46228__V8CAH7__HMPREF1202_00795
ERR1913155.2336724__1.2336724	293939__A0A0S7DXK2__ALT_7486
ERR1913155.2336740__1.2336740	33025__A0A395JEW1__C8D73_101668
ERR1913155.2336756__1.2336756	820__A0A374MMF0__HMPREF1073_03811
ERR1913155.2336761__1.2336761	40518__R5E1J7__RBL236_02062
ERR1913155.2336863__1.2336863	40518__R5DU52__RB5AMG_02245
ERR1913155.2336954__1.2336954	387090__S0F8B2__BACCOPRO_02129
ERR1913155.2337042__1.2337042	33043__D5HIA8__ERS852575_01867
ERR1913155.2337147__1.2337147	301302__A0A173R1Q9__M72_20711
ERR1913155.2337284__1.2337284	46503__R6X607__HMPREF1060_03545
ERR1913155.2337292__1.2337292	33043__A0A173YQY3__ERS852445_01438
ERR1913155.2337412__1.2337412	301302__A0A0M6WRT7__ERS852420_02104
ERR1913155.2337442__1.2337442	39496__A5Z3H5__EUBVEN_00221
ERR1913155.2337584__1.2337584	28116__A0A396DFW5__C5Z02_07010
ERR1913155.2337636__1.2337636	821__A0A174NVL6__NCTC10583_01782
ERR1913155.2337712__1.2337712	820__A0A374QGD2__ERS852421_02382
ERR1913155.2337775__1.2337775	46228__V8C4V0__HMPREF1202_01552
ERR1913155.2337819__1.2337819	61171__B9Y5T9__HOLDEFILI_01171
ERR1913155.2337865__1.2337865	820__A0A173WZS4__DXD90_10250
ERR1913155.2337971__1.2337971	40518__R5DTH7__DXD83_02405
ERR1913155.2337888__1.2337888	39491__A0A395V464__EUBREC_1509
ERR1913155.2338078__1.2338078	218538__C9LPF0__GCWU000321_01429
ERR1913155.2338141__1.2338141	1263000__R5EXT3__BN466_02213
ERR1913155.2338226__1.2338226	1150298__A0A174S2H3__spoIIQ
ERR1913155.2338336__1.2338336	33043__A0A173QXC2__hyaD_1
ERR1913155.2338385__1.2338385	301302__R5UMB9__M72_25011
ERR1913155.2338494__1.2338494	246787__R6LCL3__AA416_03522
ERR1913155.2338834__1.2338834	40518__R5E4X1__DXD93_05270
ERR1913155.2338898__1.2338898	40518__A0A373KL92__RBATCC27255_01378
ERR1913155.2338948__1.2338948	46503__K5ZM81__DCY29_16460
ERR1913155.2338968__1.2338968	39491__A0A396FUZ3__phoR_1
ERR1913155.2339125__1.2339125	39491__A0A396FUZ3__phoR_1
ERR1913155.2339199__1.2339199	216816__D6D9H5__APC1466_0493
ERR1913155.2339194__1.2339194	301302__A0A173TTX1__M72_22141
ERR1913155.2339341__1.2339341	823__E1YSG0__DHP27_00465
ERR1913155.2339370__1.2339370	338188__R6S8N0__BACFIN_06127
ERR1913155.2339374__1.2339374	310298__B3JQJ5__BACCOP_04231
ERR1913155.2339592__1.2339592	28116__I8YA52__M088_0798
ERR1913155.2339653__1.2339653	821__E5UY21__C800_02204
ERR1913155.2339670__1.2339670	1150298__R7JND0__ERS852498_02814
ERR1913155.2339721__1.2339721	387090__S0F8B2__BACCOPRO_02129
ERR1913155.2339739__1.2339739	1262886__R6QD45__BN563_01703
ERR1913155.2339785__1.2339785	387661__B7B834__HMPREF1077_03486
ERR1913155.2339914__1.2339914	28116__D7J6A7__NCTC11153_02798
ERR1913155.2339965__1.2339965	820__A0A3E4W9W8__C801_01069
ERR1913155.2339949__1.2339949	28117__B0MWP2__ALIPUT_01468
ERR1913155.2339929__1.2339929	301302__R5UK77__M72_08681
ERR1913155.2339993__1.2339993	216816__A0A396FVC5__BL71B_00290
ERR1913155.2340096__1.2340096	820__A0A174CG08__DXB62_13215
ERR1913155.2340178__1.2340178	387661__B7B704__B5F96_16210
ERR1913155.2340338__1.2340338	33043__A0A173QUA9__ERS852400_01795
ERR1913155.2340365__1.2340365	40518__R5DS68__hcpC
ERR1913155.2340405__1.2340405	47678__A0A174H7W9__ERS852494_00524
ERR1913155.2340416__1.2340416	821__A0A0P0LH09__ERS852457_03390
ERR1913155.2340516__1.2340516	28111__E5X0X9__HMPREF1016_02597
ERR1913155.2340449__1.2340449	74426__asnS
ERR1913155.2340590__1.2340590	820__A0A078S4C2__ERS417307_00828
ERR1913155.2340790__1.2340790	1262886__R6QAR9__BN563_00973
ERR1913155.2340750__1.2340750	100884__E7G7E4__HMPREF9488_00658
ERR1913155.2340762__1.2340762	28117__B0MU58__BHV66_05630
ERR1913155.2340856__1.2340856	301302__A0A173TZN3__M72_00321
ERR1913155.2340868__1.2340868	410072__A0A174QU55__luxQ
ERR1913155.2340890__1.2340890	1897011__A0A1Q6RE22__BHW41_04590
ERR1913155.2341011__1.2341011	46503__A7AG59__ERS852463_00349
ERR1913155.2341044__1.2341044	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913155.2341064__1.2341064	823__D7IUM6__M091_1082
ERR1913155.2341276__1.2341276	820__A0A1T4IY80__ERS852554_01621
ERR1913155.2341280__1.2341280	328814__GCA_004558275.1_00088
ERR1913155.2341443__1.2341443	47678__R5U3D5__DW706_05635
ERR1913155.2341451__1.2341451	39496__A5Z8J4__EUBVEN_02036
ERR1913155.2341486__1.2341486	310298__B3JEV4__BACCOP_00398
ERR1913155.2341508__1.2341508	1150298__A0A174DPC6__ERS852535_01374
ERR1913155.2341575__1.2341575	357276__B6W1J2__BACDOR_03380
ERR1913155.2341665__1.2341665	216816__Q8G4D7__DD721_10575
ERR1913155.2341964__1.2341964	39491__C4ZCH3__EUR_17560
ERR1913155.2342000__1.2342000	61171__B9Y5T9__HOLDEFILI_01171
ERR1913155.2342127__1.2342127	39485__C4Z355__ERS852490_01971
ERR1913155.2342295__1.2342295	1262911__R6H1B2__BN557_00840
ERR1913155.2342438__1.2342438	1262824__R6RNJ9__BN719_00866
ERR1913155.2342493__1.2342493	28111__E5X0Y0__HMPREF1016_02598
ERR1913155.2342546__1.2342546	39485__A0A174Z9M2__yhbU_1
ERR1913155.2342632__1.2342632	360807__A0A1Q6TDQ5__ROSEINA2194_04225
ERR1913155.2342740__1.2342740	246787__R6KDR9__BcellWH2_02360
ERR1913155.2342819__1.2342819	39486__R6SC25__DXD84_05670
ERR1913155.2342868__1.2342868	28052__A0A174NY34__ERS852499_02326
ERR1913155.2342987__1.2342987	820__A0A396EWL3__ERS417307_03868
ERR1913155.2343141__1.2343141	1897011__A0A1Q6RCU3__BHW41_05920
ERR1913155.2343170__1.2343170	39488__A0A174ALY3__ERS852450_00805
ERR1913155.2343373__1.2343373	40518__R5DU38__DXD83_06770
ERR1913155.2343379__1.2343379	39491__C4ZGN3__DXB99_14175
ERR1913155.2343317__1.2343317	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913155.2343439__1.2343439	820__A0A396EUU8__luxQ_3
ERR1913155.2343723__1.2343723	39491__A0A396FE96__EUR_00280
ERR1913155.2344015__1.2344015	821__A6L0C7__ERS852556_03520
ERR1913155.2344040__1.2344040	46228__B5CTE5__HMPREF1202_00334
ERR1913155.2344222__1.2344222	46503__R6XCJ0__PARMER_01847
ERR1913155.2344264__1.2344264	371601__D7J175__DXD03_05675
ERR1913155.2344521__1.2344521	33043__A0A173YSY7__tilS
ERR1913155.2344448__1.2344448	40518__R5E5I9__yvhJ_2
ERR1913155.2344450__1.2344450	394340__rpoA
ERR1913155.2344589__1.2344589	46228__B5CLJ3__HMPREF1202_00485
ERR1913155.2344624__1.2344624	40518__R5DRG6__ylbJ
ERR1913155.2344687__1.2344687	853__A0A3E2V168__FAEPRAM212_00929
ERR1913155.2344752__1.2344752	40518__R5E2F3__artQ
ERR1913155.2344846__1.2344846	821__A0A174RA14__M099_1655
ERR1913155.2344807__1.2344807	28111__R5K3D9__NCTC11155_02788
ERR1913155.2345002__1.2345002	40518__R5E2F3__artQ
ERR1913155.2345165__1.2345165	40518__R5DV58__htrA
ERR1913155.2345203__1.2345203	820__A0A3E4IGA7__DXD40_07110
ERR1913155.2345354__1.2345354	40518__R5E282__DXD86_08940
ERR1913155.2345379__1.2345379	1262886__R6QSD9__BN563_01679
ERR1913155.2345411__1.2345411	821__A0A395VMG0__DXC44_18080
ERR1913155.2345418__1.2345418	820__A0A3E4WA06__ERS852554_03404
ERR1913155.2345563__1.2345563	1680__A0A1V8QAM8__BIFADO_02272
ERR1913155.2345609__1.2345609	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913155.2345818__1.2345818	40518__R5E2U9__RBL263_01292
ERR1913155.2345853__1.2345853	1150298__R7JRT0__ERS852498_01068
ERR1913155.2345887__1.2345887	40518__R5DV58__htrA
ERR1913155.2345896__1.2345896	552398__F4XCR9__HMPREF0866_01636
ERR1913155.2345912__1.2345912	301302__R5UUM8__ganB_1
ERR1913155.2345913__1.2345913	820__A0A139K2N9__DXB62_12420
ERR1913155.2346134__1.2346134	301302__A0A0M6X038__M72_18501
ERR1913155.2346230__1.2346230	40518__R5E175__RB5AMG_00757
ERR1913155.2346318__1.2346318	823__A0A355XFH7__ERS852513_00769
ERR1913155.2346378__1.2346378	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913155.2346534__1.2346534	310298__B3JEV4__BACCOP_00398
ERR1913155.2346583__1.2346583	301302__R5UTE0__ERS852420_02625
ERR1913155.2346568__1.2346568	1680__A0A173W9E6__C8077_07070
ERR1913155.2346575__1.2346575	40518__R5DQD6__DXD83_09060
ERR1913155.2346608__1.2346608	820__A0A174I980__gldH
ERR1913155.2346783__1.2346783	821__A0A174NSU0__BVU_3144
ERR1913155.2346856__1.2346856	820__A7V049__DXB48_04755
ERR1913155.2347145__1.2347145	28117__B0MU76__ALIPUT_00202
ERR1913155.2347304__1.2347304	28117__R7JG17__ALIPUT_01859
ERR1913155.2347651__1.2347651	1262986__R5ZUP0__BN492_01284
ERR1913155.2347765__1.2347765	28111__E5WUE7__BACEGG_02087
ERR1913155.2347835__1.2347835	649756__A0A173T0Q8__DCR88_01335
ERR1913155.2347864__1.2347864	1150298__R7JU23__ERS852498_02342
ERR1913155.2347919__1.2347919	1628085__A0A2U1BCH3__C7386_10746
ERR1913155.2348009__1.2348009	1262746__R5SS80__BN750_02125
ERR1913155.2348150__1.2348150	216816__B7GPE8__I118_0062
ERR1913155.2348253__1.2348253	166486__R6AY46__ROSINTL182_06128
ERR1913155.2348348__1.2348348	1262886__R6QML7__BN563_00260
ERR1913155.2348354__1.2348354	820__A0A3E4PYB0__yejM
ERR1913155.2348362__1.2348362	457421__C5ERC0__CBFG_04276
ERR1913155.2348495__1.2348495	853__A0A173RZ39__C4N22_01650
ERR1913155.2348821__1.2348821	40518__R5DUU2__yvhJ_2
ERR1913155.2348888__1.2348888	40518__R5E670__DXD93_06195
ERR1913155.2348994__1.2348994	166486__D4KYD7__ERS852572_03817
ERR1913155.2349302__1.2349302	28111__E5WWI8__HMPREF1016_01036
ERR1913155.2349533__1.2349533	820__A7UYX8__DXD40_11635
ERR1913155.2349606__1.2349606	820__A0A374QGD2__ERS852421_02382
ERR1913155.2349657__1.2349657	301302__R5VFU2__xynA1
ERR1913155.2349692__1.2349692	40518__R5E2Z2__DXD93_09295
ERR1913155.2349713__1.2349713	301302__R5UV35__M72_02721
ERR1913155.2349800__1.2349800	446660__GCA_003428235.1_01258
ERR1913155.2349802__1.2349802	1262911__R6GQM3__BN557_01245
ERR1913155.2349889__1.2349889	357276__I9QBT7__BSEG_03340
ERR1913155.2349908__1.2349908	1965604__A0A1Y4EQD1__B5F54_10040
ERR1913155.2350105__1.2350105	39491__A0A395V0H6__ERS852580_02570
ERR1913155.2350282__1.2350282	33043__A0A174GGF8__dcuS_1
ERR1913155.2350446__1.2350446	216816__D6DC09__BLIC_a02334
ERR1913155.2350796__1.2350796	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913155.2351011__1.2351011	820__A0A139JY23__B5G17_06330
ERR1913155.2351341__1.2351341	46228__V8C7P7__HMPREF1202_01523
ERR1913155.2351434__1.2351434	418240__C6JAJ8__ERS852478_03436
ERR1913155.2351737__1.2351737	39492__D4JTG7__EUBSIR_00572
ERR1913155.2351788__1.2351788	40518__R5DP21__RBATCC27255_00348
ERR1913155.2351908__1.2351908	1262886__R6QGN8__BN563_00318
ERR1913155.2351809__1.2351809	214856__A0A173ZS19__ERS852447_00954
ERR1913155.2352049__1.2352049	1150298__A0A174FT27__ERS852535_01803
ERR1913155.2351983__1.2351983	820__A7V8C2__ERS852554_01338
ERR1913155.2352138__1.2352138	39492__D4JRV7__EUBSIR_01513
ERR1913155.2352158__1.2352158	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913155.2352267__1.2352267	328814__GCA_004558275.1_00061
ERR1913155.2352285__1.2352285	820__A0A174GYA8__DXB64_07370
ERR1913155.2352293__1.2352293	40518__R5E6U1__yunB
ERR1913155.2352415__1.2352415	626933__H1DGX0__HMPREF9449_01506
ERR1913155.2352525__1.2352525	47678__R5U3L4__C5Z00_12600
ERR1913155.2352527__1.2352527	1262743__R5C054__BN727_01980
ERR1913155.2352567__1.2352567	820__A0A173YYG4__evgS_3
ERR1913155.2352639__1.2352639	360807__A0A173VUT6__RIL183_10071
ERR1913155.2352660__1.2352660	46503__A7AG59__ERS852463_00349
ERR1913155.2352714__1.2352714	28117__B0MXU0__BHV66_07550
ERR1913155.2353190__1.2353190	47678__R5U9Z0__HMPREF1061_03210
ERR1913155.2353238__1.2353238	28111__E5X123__BACEGG_03115
ERR1913155.2353219__1.2353219	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913155.2353270__1.2353270	821__A0A0P0M405__DXC02_15075
ERR1913155.2353464__1.2353464	39491__A0A2U2EED4__ERS852580_01584
ERR1913155.2353575__1.2353575	40518__R5DS68__hcpC
ERR1913155.2353660__1.2353660	39491__A0A395UWA3__DXB69_11805
ERR1913155.2353677__1.2353677	487174__K0WZP2__DDY40_04000
ERR1913155.2353874__1.2353874	853__A0A173T6P2__DWZ46_14595
ERR1913155.2353910__1.2353910	360807__C0FPN7__ERS852444_02993
ERR1913155.2353912__1.2353912	823__A0A173RD26__B5F32_03910
ERR1913155.2354246__1.2354246	40518__R5E6X5__sbcD
ERR1913155.2354869__1.2354869	46228__V8BLW9__DXD17_14090
ERR1913155.2355460__1.2355460	820__A0A139K5A6__DXB48_12175
ERR1913155.2355491__1.2355491	46503__A7AHZ8__PARMER_03051
ERR1913155.2355504__1.2355504	216816__A0A0S2MI06__pepV
ERR1913155.2355550__1.2355550	410072__C0BC63__ERS852525_02815
ERR1913155.2355573__1.2355573	40518__R5DU38__DXD83_06770
ERR1913155.2355649__1.2355649	1685__F9Y281__B31L_1344
ERR1913155.2355659__1.2355659	1160721__W0U2T9__BHW50_11050
ERR1913155.2355818__1.2355818	821__A0A3E4HP25__SAMN04487923_102450
ERR1913155.2355820__1.2355820	39492__D4MMZ8__ERS852540_01407
ERR1913155.2355744__1.2355744	2173__A0A1D2WSY4__METSMIF1_03317
ERR1913155.2355780__1.2355780	40518__R5E4E8__phoR_4
ERR1913155.2355931__1.2355931	165179__A0A174IYW3__DXC61_01235
ERR1913155.2355933__1.2355933	1150298__A0A174MDL5__ERS852406_00648
ERR1913155.2355995__1.2355995	1262924__R7HRW9__BN585_00665
ERR1913155.2356146__1.2356146	46503__R6XAG6__DXB85_14995
ERR1913155.2356194__1.2356194	301302__A0A173RYX5__ERS852420_00973
ERR1913155.2356218__1.2356218	39492__D4JU79__EUBSIR_01975
ERR1913155.2356261__1.2356261	487174__K0WZU9__HMPREF9448_01159
ERR1913155.2356338__1.2356338	47678__R5UUS9__ERS852558_01432
ERR1913155.2356420__1.2356420	572010__fusA
ERR1913155.2356695__1.2356695	40518__R5DTJ1__DXD86_03635
ERR1913155.2356785__1.2356785	820__A0A1T4IYF4__mprA_1
ERR1913155.2356862__1.2356862	39486__B0G582__DXC93_01235
ERR1913155.2356950__1.2356950	39491__A0A396FBR6__DXC13_08575
ERR1913155.2357138__1.2357138	821__A0A0P0M4G3__M099_3092
ERR1913155.2357172__1.2357172	1263044__GCA_000433375.1_01145
ERR1913155.2357234__1.2357234	357276__I8WBQ9__HMPREF1065_03212
ERR1913155.2357519__1.2357519	47678__R5UUB1__DXB67_02860
ERR1913155.2357778__1.2357778	39491__A0A395UVM9__DXB76_04540
ERR1913155.2357751__1.2357751	40518__R5DZ88__DXD93_06320
ERR1913155.2357755__1.2357755	166486__D4KYW5__ROSINTL182_05595
ERR1913155.2357825__1.2357825	246787__A0A0P0G684__cirA_10
ERR1913155.2357930__1.2357930	40518__R5E7S2__RBL263_00671
ERR1913155.2357954__1.2357954	239935__A0A2N8HZZ2__CXU19_04895
ERR1913155.2358036__1.2358036	39491__A0A395ZGU6__ERS852417_01456
ERR1913155.2358102__1.2358102	40518__R5DZE2__DXD86_07400
ERR1913155.2358118__1.2358118	1262783__R6D1Z2__BN558_00296
ERR1913155.2358155__1.2358155	418240__C6JH11__ERS852523_02507
ERR1913155.2358301__1.2358301	166486__D4KUL4__pemA
ERR1913155.2358330__1.2358330	216816__A0A0M0VK23__BLGT_09805
ERR1913155.2358341__1.2358341	40518__R5DTG5__RBATCC27255_00890
ERR1913155.2358345__1.2358345	301302__R5VE75__M72_12161
ERR1913155.2358423__1.2358423	39491__C4ZHS4__EUR_24420
ERR1913155.2358388__1.2358388	371601__R6JE01__SAMN05216250_10396
ERR1913155.2358537__1.2358537	39491__A0A0M6WNS5__DXC13_02015
ERR1913155.2358771__1.2358771	39486__B0G9E4__tilS
ERR1913155.2358836__1.2358836	116085__D4J9Y4__rsmB
ERR1913155.2359042__1.2359042	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913155.2359053__1.2359053	88431__A0A3D0F0I7__DORLON_00967
ERR1913155.2359073__1.2359073	820__A0A139K5A6__DXB48_12175
ERR1913155.2359156__1.2359156	1262911__R6H2B5__BN557_01151
ERR1913155.2359163__1.2359163	310298__B3JQJ5__BACCOP_04231
ERR1913155.2359250__1.2359250	33043__D5HIS6__ERS852575_02019
ERR1913155.2359431__1.2359431	328814__GCA_004558275.1_00090
ERR1913155.2359467__1.2359467	246787__E2N7G0__resA_6
ERR1913155.2359470__1.2359470	28118__F9Z408__NCTC10826_01194
ERR1913155.2359477__1.2359477	33043__D5HGS9__ERS852445_02226
ERR1913155.2359479__1.2359479	28118__F9Z408__NCTC10826_01194
ERR1913155.2359555__1.2359555	360807__C0FR49__ROSEINA2194_01203
ERR1913155.2359530__1.2359530	1262911__R6GS70__BN557_00854
ERR1913155.2359531__1.2359531	40518__R5E6N4__DXD93_01325
ERR1913155.2359558__1.2359558	40518__R5DV58__htrA
ERR1913155.2359617__1.2359617	39491__C4Z875__T1815_09771
ERR1913155.2359600__1.2359600	39491__A0A395ZDC6__addB
ERR1913155.2359662__1.2359662	28117__B0MYI9__BHV66_05415
ERR1913155.2359814__1.2359814	46503__B7B776__DXB85_00355
ERR1913155.2359877__1.2359877	1262886__R6QIV0__BN563_00982
ERR1913155.2359894__1.2359894	821__A0A0P0LFP6__C5Z04_13890
ERR1913155.2360099__1.2360099	1150298__R7JV71__ERS852498_00755
ERR1913155.2360173__1.2360173	39491__A0A396FGM9__fliU_1
ERR1913155.2360193__1.2360193	371601__I9UQS7__B5E52_06635
ERR1913155.2360207__1.2360207	28111__R5JQ07__BACEGG_03203
ERR1913155.2360497__1.2360497	820__R9HP61__DXC91_01090
ERR1913155.2360575__1.2360575	820__I9A4U7__DHU98_12785
ERR1913155.2360628__1.2360628	821__I9R3W6__DXC16_12455
ERR1913155.2360728__1.2360728	823__A0A174PDQ0__DXC05_08200
ERR1913155.2360738__1.2360738	33043__D5HEU4__ftsW_3
ERR1913155.2360927__1.2360927	216816__B3DU85__APC1504_0160
ERR1913155.2361082__1.2361082	301302__A0A173TZN3__M72_00321
ERR1913155.2361084__1.2361084	853__A0A3E2V168__FAEPRAM212_00929
ERR1913155.2361115__1.2361115	1150298__A0A174M5F7__ERS852535_00457
ERR1913155.2361150__1.2361150	33043__D5HHE4__ERS852445_02332
ERR1913155.2361195__1.2361195	40518__R5DZ88__DXD93_06320
ERR1913155.2361197__1.2361197	823__A0A078TL61__ERS852429_00610
ERR1913155.2361430__1.2361430	88431__A0A174A952__ugpA_1
ERR1913155.2361535__1.2361535	301302__R5UHX5__M72_14301
ERR1913155.2361659__1.2361659	39491__C4Z9Y3__ERS852417_01808
ERR1913155.2361771__1.2361771	40518__R5DVQ2__DXD93_00365
ERR1913155.2362041__1.2362041	1262886__R6QAC0__BN563_00833
ERR1913155.2362127__1.2362127	1262886__R6QGP2__BN563_00323
ERR1913155.2362296__1.2362296	33043__A8SWZ6__ERS852386_02582
ERR1913155.2362364__1.2362364	821__A6L0C7__ERS852556_03520
ERR1913155.2362406__1.2362406	116085__A0A3E2TF13__mobB
ERR1913155.2362458__1.2362458	33025__A0A395JB55__C8D73_104122
ERR1913155.2362564__1.2362564	47678__R5UPZ8__ERS852494_01752
ERR1913155.2362582__1.2362582	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913155.2362702__1.2362702	820__A0A139KHX1__HMPREF2141_00289
ERR1913155.2362717__1.2362717	28052__A0A174Z2D5__mcp2_3
ERR1913155.2362758__1.2362758	301302__A0A173UAS4__M72_15061
ERR1913155.2362996__1.2362996	40518__R5DVX3__RBL263_01584
ERR1913155.2363177__1.2363177	1262911__R6H212__BN557_01031
ERR1913155.2363183__1.2363183	820__A0A174F696__macB_13
ERR1913155.2363271__1.2363271	28052__R7NAP6__ERS852499_01969
ERR1913155.2363446__1.2363446	28117__B0MTV0__BHV66_06395
ERR1913155.2363472__1.2363472	39491__C4Z8S1__DXB76_06750
ERR1913155.2363482__1.2363482	1099853__R7DMW0__NSB1T_11540
ERR1913155.2363787__1.2363787	39488__C0EUG1__DXD91_05025
ERR1913155.2363899__1.2363899	821__A0A174NSU0__BVU_3144
ERR1913155.2363927__1.2363927	1262886__R6QPP8__BN563_00924
ERR1913155.2363946__1.2363946	1262911__R6H2J2__BN557_01228
ERR1913155.2364059__1.2364059	33025__A0A395JHD9__C8D73_101774
ERR1913155.2364182__1.2364182	28117__R7JJM9__ALIPUT_00662
ERR1913155.2364479__1.2364479	40518__R5DZB3__RB5AMG_01719
ERR1913155.2364685__1.2364685	39492__D4JW10__pppA
ERR1913155.2364732__1.2364732	823__A0A069S0G2__DXB14_03195
ERR1913155.2364949__1.2364949	47678__R5USS6__C5Z00_03300
ERR1913155.2364893__1.2364893	216816__B3DNW2__BL171B_07980
ERR1913155.2364979__1.2364979	46503__R6WWH2__DXB85_00365
ERR1913155.2365029__1.2365029	39485__C4Z1W5__ERS852492_01530
ERR1913155.2365218__1.2365218	28111__R5K5Y3__BACEGG_03205
ERR1913155.2365259__1.2365259	292800__G9YQ32__ERS852518_04089
ERR1913155.2365219__1.2365219	40518__R5DVX3__RBL263_01584
ERR1913155.2365235__1.2365235	338188__C9L213__ERS852397_00630
ERR1913155.2365238__1.2365238	357276__I9QBT7__BSEG_03340
ERR1913155.2365320__1.2365320	2173__A0A1D2WVA1__Msm_0411
ERR1913155.2365322__1.2365322	40518__R5DVU7__RBL236_00839
ERR1913155.2365399__1.2365399	40518__R5E4X1__DXD93_05270
ERR1913155.2365519__1.2365519	33043__A0A173YSY7__tilS
ERR1913155.2365572__1.2365572	820__A0A3E5BMG9__DXD40_05130
ERR1913155.2365602__1.2365602	458033__GCA_001482755.1_02203
ERR1913155.2365697__1.2365697	39491__A0A395V1T9__DXD13_03310
ERR1913155.2365713__1.2365713	1262886__R6QHS7__BN563_00615
ERR1913155.2365784__1.2365784	28117__B0MWH8__BHV66_01330
ERR1913155.2365945__1.2365945	418240__C6JFD7__ERS852523_02475
ERR1913155.2366041__1.2366041	820__A0A174GYA8__DXB64_07370
ERR1913155.2366051__1.2366051	338188__R6T1V3__BACFIN_07936
ERR1913155.2366113__1.2366113	39492__A0A3D4MN89__nadD
ERR1913155.2366084__1.2366084	626933__H1DGX0__HMPREF9449_01506
ERR1913155.2366160__1.2366160	40518__R5E2U9__RBL263_01292
ERR1913155.2366345__1.2366345	28117__B0MTY2__BHV66_06485
ERR1913155.2366432__1.2366432	1150298__R7JXH6__mecR1
ERR1913155.2366483__1.2366483	1160721__W0U8M9__RBI_II00386
ERR1913155.2366786__1.2366786	1262886__R6Q7T1__BN563_00856
ERR1913155.2366962__1.2366962	1160721__W0U7T4__BHW50_09645
ERR1913155.2367217__1.2367217	28118__R6F1T8__Odosp_0789
ERR1913155.2367250__1.2367250	1150298__A0A174D6N6__accB
ERR1913155.2367347__1.2367347	239935__B2UNF6__CXU17_03450
ERR1913155.2367304__1.2367304	46503__R6WTW1__NCTC13052_03440
ERR1913155.2367842__1.2367842	216816__C2GUV2__APC1478_0430
ERR1913155.2367878__1.2367878	853__A0A2A7B9I6__DW855_13690
ERR1913155.2367967__1.2367967	39486__G1WLK1__DXD50_02145
ERR1913155.2367978__1.2367978	821__E5UY21__C800_02204
ERR1913155.2368027__1.2368027	28117__B0MXR1__BHV66_08035
ERR1913155.2368061__1.2368061	39491__A0A396FIZ8__ERE_20410
ERR1913155.2368184__1.2368184	301302__A0A173T3P5__ERS852420_01836
ERR1913155.2368219__1.2368219	820__A0A3E4IGB2__HMPREF1073_03893
