ERR1913249.568__1.568	1680__A0A374QDL4__LMG18897_0432
ERR1913249.1279888__1.1279888	357276__B6VYT9__HMPREF1063_05030
ERR1913249.1280005__1.1280005	239935__A0A2N8HZW2__A4V05_11120
ERR1913249.1280143__1.1280143	1262911__R6H0U7__BN557_01104
ERR1913249.1280881__1.1280881	28118__R6F1R3__NCTC10826_00739
ERR1913249.1281090__1.1281090	1262911__R6GR13__BN557_00618
ERR1913249.1281146__1.1281146	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913249.1281340__1.1281340	1550024__A0A3B9WI73__ASJ35_03410
ERR1913249.1281510__1.1281510	1680__A1A1R1__BIFADO_00076
ERR1913249.1281513__1.1281513	1681__A0A0E2ZAJ3__BJL93_03770
ERR1913249.1281732__1.1281732	239935__R6K0V8__CXT94_02055
ERR1913249.1281752__1.1281752	214856__A0A174ZLX0__ERS852559_00738
ERR1913249.1281806__1.1281806	28117__B0MTS2__ALIPUT_00159
ERR1913249.1281875__1.1281875	239935__A0A2N8I8X8__B5G29_00185
ERR1913249.1281878__1.1281878	239935__A0A2N8IRH4__CXT92_05605
ERR1913249.1281933__1.1281933	820__A0A3E4VZY4__ERS852554_01211
ERR1913249.1281997__1.1281997	28117__B0MWH8__BHV66_01330
ERR1913249.1282174__1.1282174	28117__B0MTH2__ALIPUT_00061
ERR1913249.1282227__1.1282227	1262911__R6GY78__BN557_00532
ERR1913249.1282232__1.1282232	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1282356__1.1282356	28117__B0MTH2__ALIPUT_00061
ERR1913249.1282352__1.1282352	239935__A0A2N8IXN0__CXT95_01765
ERR1913249.1282483__1.1282483	28117__B0MWC6__BHV66_00965
ERR1913249.1282589__1.1282589	329854__R5M3H0__DXD57_06945
ERR1913249.1282665__1.1282665	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.1282853__1.1282853	1680__A0A3E4SB79__BAD_1517
ERR1913249.1282872__1.1282872	1681__E4VB47__IF1010_0583
ERR1913249.1282911__1.1282911	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1282949__1.1282949	165179__D1PES9__DXB80_11585
ERR1913249.1282995__1.1282995	1262992__R5DGC6__BN795_00540
ERR1913249.1282998__1.1282998	239935__A0A2N8IB69__CXU22_11315
ERR1913249.1283008__1.1283008	239935__A0A2N8I390__CXU16_10675
ERR1913249.1283114__1.1283114	74426__nifJ
ERR1913249.1283138__1.1283138	1262958__R7H8V8__BN645_00723
ERR1913249.1283228__1.1283228	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.1283252__1.1283252	239935__A0A2N8HH03__CXU09_08875
ERR1913249.1283457__1.1283457	1550024__G9RWG1__ASJ35_03770
ERR1913249.1283720__1.1283720	239935__R7DVL7__CXT93_01180
ERR1913249.1283679__1.1283679	1550024__A0A0D8J259__TQ39_04100
ERR1913249.1284081__1.1284081	216816__C2GUV2__APC1478_0430
ERR1913249.1284096__1.1284096	1550024__G9RZN9__ASJ35_05735
ERR1913249.1284240__1.1284240	214856__R6Z186__ERS852447_00718
ERR1913249.1284579__1.1284579	823__A0A173W8N5__ERS852513_00780
ERR1913249.1284669__1.1284669	1263000__R5EXT3__BN466_02213
ERR1913249.1284972__1.1284972	817__D1JRG3__M076_0507
ERR1913249.1285071__1.1285071	1681__E4VBF7__DD684_05570
ERR1913249.1285273__1.1285273	216816__A0A0S2MI06__pepV
ERR1913249.1285464__1.1285464	239935__R6K0V8__CXT94_02055
ERR1913249.1285472__1.1285472	239935__A0A2N8INK7__Amuc_0521
ERR1913249.1285605__1.1285605	28117__B0MT86__BHV66_02450
ERR1913249.1285613__1.1285613	820__A0A374Q854__HMPREF1073_03281
ERR1913249.1285865__1.1285865	1262911__R6GLA5__BN557_01456
ERR1913249.1286274__1.1286274	239935__A0A2N8IJI1__B5G29_04615
ERR1913249.1286374__1.1286374	292800__A0A174V8M0__A4U99_15280
ERR1913249.1286377__1.1286377	1262911__R6GKW2__BN557_01379
ERR1913249.1286593__1.1286593	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.1286974__1.1286974	1263000__R5EXT3__BN466_02213
ERR1913249.1287120__1.1287120	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1287134__1.1287134	817__Q64RY5__M122_2555
ERR1913249.1287219__1.1287219	817__Q64RY5__M122_2555
ERR1913249.1287906__1.1287906	239935__A0A2N8IAY7__CXU13_02935
ERR1913249.1288098__1.1288098	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1288045__1.1288045	216816__A0A133L1E2__ptsP
ERR1913249.1288263__1.1288263	239935__A0A139TPG3__CXT86_08810
ERR1913249.1288245__1.1288245	1680__A0A174BEE7__BSTER_1311
ERR1913249.1288682__1.1288682	1262911__R6GZ01__BN557_00641
ERR1913249.1288878__1.1288878	820__A0A139KIL9__DXC68_05945
ERR1913249.1288960__1.1288960	28117__B0MY36__BHV66_05185
ERR1913249.1289082__1.1289082	1550024__G9RPG8__TQ39_05515
ERR1913249.1289246__1.1289246	1150298__A0A174HXS4__ERS852498_00503
ERR1913249.1289267__1.1289267	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.1289338__1.1289338	1262869__R7CQJ4__BN625_01587
ERR1913249.1289306__1.1289306	214856__R6XS46__ERS852559_00812
ERR1913249.1289580__1.1289580	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.1289700__1.1289700	394340__rplK
ERR1913249.1289798__1.1289798	821__A0A173XDD3__DXB82_17180
ERR1913249.1289928__1.1289928	572010__rpoB
ERR1913249.1289981__1.1289981	216816__A0A061M1M5__HMPREF0177_01046
ERR1913249.1290348__1.1290348	239935__A0A139TMY7__CXU13_02020
ERR1913249.1290441__1.1290441	239935__A0A2N8IHY1__CXU06_00035
ERR1913249.1290591__1.1290591	239935__A0A139TVJ4__CXT86_02020
ERR1913249.1290689__1.1290689	216816__C5EBT1__BLIF_1344
ERR1913249.1290851__1.1290851	1550024__A0A0W7TR84__TQ39_05305
ERR1913249.1291032__1.1291032	239935__A0A139TVJ4__CXT86_02020
ERR1913249.1291041__1.1291041	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1291110__1.1291110	1262869__R7CUK0__BN625_00521
ERR1913249.1291329__1.1291329	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.1291482__1.1291482	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.1291464__1.1291464	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913249.1291543__1.1291543	239935__R7E524__CXT91_06180
ERR1913249.1291666__1.1291666	1680__A0A174BEE7__BSTER_1311
ERR1913249.1291711__1.1291711	1501391__GCA_000786575.1_00091
ERR1913249.1292128__1.1292128	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1292554__1.1292554	1550024__G9RX76__ASJ35_12355
ERR1913249.1292567__1.1292567	328814__GCA_004558275.1_00025
ERR1913249.1292619__1.1292619	853__A0A173YYY4__DWZ04_09420
ERR1913249.1293017__1.1293017	1550024__A0A3B9WKW6__TQ39_07780
ERR1913249.1293230__1.1293230	762212__A0A087A2N3__BBIA_1009
ERR1913249.1293406__1.1293406	329854__B3C9R7__DXD57_13140
ERR1913249.1293587__1.1293587	1520815__A0A1I3JM32__SAMN02910435_00447
ERR1913249.1293676__1.1293676	1262911__R6H1A6__BN557_01286
ERR1913249.1293881__1.1293881	1681__I3WJE2__DXC50_07465
ERR1913249.1294002__1.1294002	216816__A0A0M0VK23__BLGT_09805
ERR1913249.1293956__1.1293956	1262911__R6GTB9__BN557_01187
ERR1913249.1294051__1.1294051	35833__E5Y5X2__HMPREF0179_01585
ERR1913249.1294226__1.1294226	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1294588__1.1294588	239935__R6JD78__CXU05_09250
ERR1913249.1294776__1.1294776	853__D4JY61__C4N21_10560
ERR1913249.1295091__1.1295091	239935__A0A139TPD4__CXT86_06450
ERR1913249.1295185__1.1295185	28117__B0MY36__BHV66_05185
ERR1913249.1295262__1.1295262	563769__GeneID:6973158
ERR1913249.1295466__1.1295466	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.1295558__1.1295558	1680__R5GZF2__DXC60_01925
ERR1913249.1295689__1.1295689	487174__K0XL60__DDY40_11760
ERR1913249.1295767__1.1295767	216816__A0A374SVM3__BLSL_0492
ERR1913249.1295908__1.1295908	329854__R5MCA7__DXD57_10010
ERR1913249.1295923__1.1295923	1262911__R6GQM3__BN557_01245
ERR1913249.1296175__1.1296175	1262869__R7CT51__BN625_00231
ERR1913249.1296367__1.1296367	74426__yccM
ERR1913249.1296438__1.1296438	1735__B7CBN6__EUBIFOR_01611
ERR1913249.1296507__1.1296507	84112__C8WMI2__Elen_2729
ERR1913249.1296616__1.1296616	28117__B0MT86__BHV66_02450
ERR1913249.1296726__1.1296726	1263000__R5EXT3__BN466_02213
ERR1913249.1296792__1.1296792	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1296869__1.1296869	28117__B0MXW9__ALIPUT_01981
ERR1913249.1296872__1.1296872	39496__A5Z5I2__EUBVEN_00963
ERR1913249.1296936__1.1296936	817__Q64N43__HMPREF1205_01348
ERR1913249.1297099__1.1297099	1680__A0A1X3A7D3__AD0028_1139
ERR1913249.1297153__1.1297153	1680__A0A0C2YPV2__AL0462_1474
ERR1913249.1297215__1.1297215	214856__A0A174A257__ERS852447_01007
ERR1913249.1297362__1.1297362	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1297443__1.1297443	1262869__R7CPS6__BN625_01465
ERR1913249.1297530__1.1297530	1297617__A0A0S2W845__C7373_107139
ERR1913249.1297582__1.1297582	1680__A0A0C2YNK5__BADO_0780
ERR1913249.1297677__1.1297677	1262869__R7CM75__BN625_00831
ERR1913249.1297909__1.1297909	239935__B2UNC5__B5G29_07685
ERR1913249.1297942__1.1297942	2108523__A0A2P2F4W7__LAWASA_1054
ERR1913249.1298024__1.1298024	46228__V8C484__HMPREF1202_01707
ERR1913249.1298113__1.1298113	239935__A0A2N8HH03__CXU09_08875
ERR1913249.1298168__1.1298168	1393034__GCA_001552785.1_00515
ERR1913249.1298567__1.1298567	1262869__R7CR66__BN625_01456
ERR1913249.1298663__1.1298663	216816__D6DCQ7__HMPREF1312_1623
ERR1913249.1298928__1.1298928	239935__A0A139TVJ4__CXT86_02020
ERR1913249.1299269__1.1299269	216816__C5E9A6__mutT4
ERR1913249.1299249__1.1299249	239935__A0A2N8IF99__lpdA
ERR1913249.1299293__1.1299293	853__A8S882__C4N23_07600
ERR1913249.1299651__1.1299651	1262911__R6GZX7__BN557_00838
ERR1913249.1299938__1.1299938	357276__I9QBT7__BSEG_03340
ERR1913249.1299978__1.1299978	1262911__R6H1D2__BN557_00855
ERR1913249.1300222__1.1300222	562__P26458__cydB
ERR1913249.1300494__1.1300494	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1300755__1.1300755	239935__A0A2N8I1R3__CXU05_06075
ERR1913249.1300763__1.1300763	239935__A0A2N8HH03__CXU09_08875
ERR1913249.1300907__1.1300907	1550024__A0A0W7TN61__ASJ35_14460
ERR1913249.1301027__1.1301027	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.1301029__1.1301029	1262911__R6GQM3__BN557_01245
ERR1913249.1301118__1.1301118	328814__GCA_004558275.1_00051
ERR1913249.1301134__1.1301134	239935__A0A2N8INZ4__CXU08_03560
ERR1913249.1301135__1.1301135	239935__R6JAS2__CXU02_10725
ERR1913249.1301150__1.1301150	820__A0A139KA34__B5G17_05520
ERR1913249.1301245__1.1301245	821__A0A396F9T7__M097_3427
ERR1913249.1301475__1.1301475	820__A0A139K426__B5G17_09115
ERR1913249.1301564__1.1301564	1550024__A0A0D8IU01__TQ39_19670
ERR1913249.1301567__1.1301567	1680__A0A173Y6N7__yhaH
ERR1913249.1301740__1.1301740	823__A0A355XEX9__ERS852560_03521
ERR1913249.1301741__1.1301741	1550024__A0A3B9WIA4__TQ39_14495
ERR1913249.1301858__1.1301858	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.1302237__1.1302237	820__R9HXK9__DXB62_08265
ERR1913249.1302270__1.1302270	28117__B0MXG8__ALIPUT_01814
ERR1913249.1302304__1.1302304	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.1302422__1.1302422	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.1302498__1.1302498	1550024__G9RPI3__ASJ35_09180
ERR1913249.1302705__1.1302705	1680__A0A3E4SB79__BAD_1517
ERR1913249.1303210__1.1303210	1680__A0A0B5BL52__ERS852382_00480
ERR1913249.1303391__1.1303391	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1303498__1.1303498	239935__A0A139TMG9__CXU07_10650
ERR1913249.1303748__1.1303748	239935__A0A139TPU7__CXT91_06575
ERR1913249.1303813__1.1303813	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1304002__1.1304002	214856__A0A174ZLW6__ERS852559_01424
ERR1913249.1304054__1.1304054	1150298__A0A174KML4__hisK
ERR1913249.1304143__1.1304143	74426__purL
ERR1913249.1304384__1.1304384	1262911__R6GP58__BN557_00798
ERR1913249.1304461__1.1304461	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.1304528__1.1304528	239935__A0A2N8IMC3__CXT96_03840
ERR1913249.1304832__1.1304832	328814__GCA_004558275.1_00296
ERR1913249.1304875__1.1304875	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.1305135__1.1305135	936548__J0SLJ3__HMPREF1136_1215
ERR1913249.1305272__1.1305272	1262911__R6GKS1__BN557_00184
ERR1913249.1305389__1.1305389	1263000__R5ESM1__BN466_01440
ERR1913249.1305442__1.1305442	239935__A0A2N8INK7__Amuc_0521
ERR1913249.1305487__1.1305487	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.1305648__1.1305648	239935__A0A139TT05__CXU09_03335
ERR1913249.1305989__1.1305989	28117__B0MXG8__ALIPUT_01814
ERR1913249.1306251__1.1306251	44742__A0A109W4D7__AXF13_08160
ERR1913249.1306412__1.1306412	239935__A0A139TPG3__CXT86_08810
ERR1913249.1306471__1.1306471	239935__A0A2N8IL82__CXU02_11740
ERR1913249.1306512__1.1306512	239935__A0A2N8IVR0__CXT87_07115
ERR1913249.1306625__1.1306625	239935__A0A2N8ITW6__CXT91_06265
ERR1913249.1306893__1.1306893	239935__A0A139TPU7__CXT91_06575
ERR1913249.1306981__1.1306981	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.1307014__1.1307014	239935__A0A2N8HZW2__A4V05_11120
ERR1913249.1307044__1.1307044	1550024__G9RP65__ASJ35_11645
ERR1913249.1307294__1.1307294	310297__B5CXG7__DXD04_11450
ERR1913249.1307271__1.1307271	1680__A0A174BEE7__BSTER_1311
ERR1913249.1307422__1.1307422	45851__D4RWN6__BUTYVIB_00072
ERR1913249.1307533__1.1307533	1501391__GCA_000786575.1_00110
ERR1913249.1307570__1.1307570	1262911__R6GP42__BN557_00222
ERR1913249.1307574__1.1307574	28117__B0MY36__BHV66_05185
ERR1913249.1307633__1.1307633	28117__B0MYZ8__BHV66_04535
ERR1913249.1308109__1.1308109	853__A0A2A7B9I6__DW855_13690
ERR1913249.1308391__1.1308391	817__D1JWD2__M134_4100
ERR1913249.1308639__1.1308639	28117__B0MTS2__ALIPUT_00159
ERR1913249.1308732__1.1308732	1550024__G9RZG0__ASJ35_05540
ERR1913249.1308768__1.1308768	239935__A0A2N8HT68__ADH72_00510
ERR1913249.1308831__1.1308831	1263000__R5EK63__BN466_02075
ERR1913249.1308839__1.1308839	216816__B7GPE8__I118_0062
ERR1913249.1308910__1.1308910	216816__A0A087BBV6__BFS26_06210
ERR1913249.1309214__1.1309214	572010__nifJ
ERR1913249.1309235__1.1309235	239935__A0A139TPU7__CXT91_06575
ERR1913249.1309482__1.1309482	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.1309526__1.1309526	1262911__R6GZX7__BN557_00838
ERR1913249.1309605__1.1309605	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.1309636__1.1309636	239935__A0A139TPG3__CXT86_08810
ERR1913249.1310284__1.1310284	239935__A0A2N8HT44__CXT84_11035
ERR1913249.1310385__1.1310385	28117__B0MVL5__BHV66_01660
ERR1913249.1310539__1.1310539	239935__A0A139TQT9__Amuc_1197
ERR1913249.1310684__1.1310684	216816__A0A133LQN7__BL15B_00780
ERR1913249.1310693__1.1310693	1550024__G9RPS1__TQ39_05000
ERR1913249.1310658__1.1310658	239935__R6JD78__CXU05_09250
ERR1913249.1311413__1.1311413	74426__rpoC
ERR1913249.1311475__1.1311475	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.1311465__1.1311465	1262911__R6GKS1__BN557_00184
ERR1913249.1311701__1.1311701	239935__A0A2N8IF99__lpdA
ERR1913249.1311775__1.1311775	33043__A0A374K1H3__ykoD_2
ERR1913249.1311781__1.1311781	1262911__R6GKX4__BN557_01388
ERR1913249.1311854__1.1311854	487174__R5F4K8__HMPREF9448_01532
ERR1913249.1311904__1.1311904	1550024__A0A0D8IWM4__TQ39_15635
ERR1913249.1312003__1.1312003	239935__A0A2N8IRL2__CXU06_01170
ERR1913249.1312319__1.1312319	239935__A0A139TVJ4__CXT86_02020
ERR1913249.1312414__1.1312414	1262911__R6H1B2__BN557_00840
ERR1913249.1312492__1.1312492	1262911__R6GT76__BN557_01150
ERR1913249.1312546__1.1312546	239935__A0A2N8INK7__Amuc_0521
ERR1913249.1312621__1.1312621	239935__A0A2N8I5A2__DEF40_08455
ERR1913249.1312688__1.1312688	1501391__GCA_000786575.1_00071
ERR1913249.1312775__1.1312775	357276__I8WPR6__EL88_06675
ERR1913249.1312797__1.1312797	239935__A0A139TT05__CXU09_03335
ERR1913249.1312902__1.1312902	239935__A0A2N8HTZ8__CXU09_01270
ERR1913249.1313122__1.1313122	820__A0A174GYA8__DXB64_07370
ERR1913249.1313212__1.1313212	214856__A0A174ZEW0__ERS852447_00985
ERR1913249.1313281__1.1313281	239935__A0A2N8IKW7__pstA
ERR1913249.1313375__1.1313375	1550024__G9RVD5__ASJ35_04350
ERR1913249.1313321__1.1313321	562__P0A9K7__AUQ29_19530
ERR1913249.1314098__1.1314098	239935__B2UNC5__B5G29_07685
ERR1913249.1314157__1.1314157	239935__A0A2N8I368__CXT95_04550
ERR1913249.1314239__1.1314239	39492__D4JR31__EUBSIR_00106
ERR1913249.1314650__1.1314650	1262869__R7CU59__BN625_00397
ERR1913249.1314672__1.1314672	28117__B0MU76__ALIPUT_00202
ERR1913249.1314714__1.1314714	820__A0A173W419__DXC68_17760
ERR1913249.1314732__1.1314732	239935__A0A3F3K9J9__DEF40_00940
ERR1913249.1314777__1.1314777	1262911__R6GQM3__BN557_01245
ERR1913249.1314834__1.1314834	28117__B0MUR5__BHV66_03900
ERR1913249.1315078__1.1315078	28117__B0MTI4__ALIPUT_00084
ERR1913249.1315089__1.1315089	74426__nifJ
ERR1913249.1315124__1.1315124	1550024__G9RZ38__ASJ35_12765
ERR1913249.1315316__1.1315316	1550024__G9RZG5__TQ39_11180
ERR1913249.1315343__1.1315343	239935__A0A2N8IUW6__Amuc_1525
ERR1913249.1315429__1.1315429	40518__R5DN55__RBATCC27255_01652
ERR1913249.1315493__1.1315493	820__A0A3E4RU03__M093_0563
ERR1913249.1315497__1.1315497	1680__A0A374QDL4__LMG18897_0432
ERR1913249.1315547__1.1315547	1263000__R5EXT3__BN466_02213
ERR1913249.1315517__1.1315517	820__A0A139K1Y6__DXB48_02610
ERR1913249.1315524__1.1315524	1550024__A0A3B9WIW5__TQ39_04755
ERR1913249.1315594__1.1315594	28117__B0MT73__ALIPUT_00412
ERR1913249.1315668__1.1315668	1262911__R6GP42__BN557_00222
ERR1913249.1315968__1.1315968	35833__E5Y3Z3__HMPREF0179_00904
ERR1913249.1316090__1.1316090	239935__A0A139TMG9__CXU07_10650
ERR1913249.1316128__1.1316128	853__A0A174UDE9__C4N25_12775
ERR1913249.1316220__1.1316220	1262911__R6HIJ8__BN557_01742
ERR1913249.1316278__1.1316278	1681__A0A2U0BVI9__DD686_07310
ERR1913249.1316305__1.1316305	1124654__GeneID:14005747
ERR1913249.1316521__1.1316521	61171__B9Y5T8__HOLDEFILI_01170
ERR1913249.1316640__1.1316640	61171__B9Y5T8__HOLDEFILI_01170
ERR1913249.1317042__1.1317042	46503__A7AB27__DXB85_00430
ERR1913249.1317204__1.1317204	1550024__A0A0D8J274__ASJ35_12405
ERR1913249.1317294__1.1317294	239935__R6J9N8__CXT96_07990
ERR1913249.1317549__1.1317549	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.1317707__1.1317707	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913249.1317795__1.1317795	853__A0A3E2U7E6__ERS852582_01640
ERR1913249.1318135__1.1318135	216816__A0A0A6VPB9__B624_1780
ERR1913249.1318258__1.1318258	216816__B7GQ29__APC1465_1199
ERR1913249.1318269__1.1318269	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1318453__1.1318453	1681__A0A0H3ECG3__BBBF_1813
ERR1913249.1318461__1.1318461	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913249.1318587__1.1318587	820__A0A174Q0F0__DXB48_08080
ERR1913249.1319272__1.1319272	28117__B0MXX3__BHV66_07695
ERR1913249.1319504__1.1319504	820__A0A3E4W9D9__B5G17_12400
ERR1913249.1319554__1.1319554	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1319792__1.1319792	239935__A0A2N8HB50__CXU17_02615
ERR1913249.1319979__1.1319979	853__D4JY61__C4N21_10560
ERR1913249.1320049__1.1320049	328814__GCA_004558275.1_00074
ERR1913249.1320102__1.1320102	563769__GeneID:6973158
ERR1913249.1320226__1.1320226	1550024__G9RPC6__TQ39_05630
ERR1913249.1320279__1.1320279	239935__A0A2N8INK7__Amuc_0521
ERR1913249.1320346__1.1320346	239935__A0A139TPD8__CXU12_11015
ERR1913249.1320351__1.1320351	1262911__R6GPC5__BN557_00852
ERR1913249.1321257__1.1321257	239935__A0A2N8IYM5__CXT84_05130
ERR1913249.1321442__1.1321442	1263006__R6LRF6__BN515_00540
ERR1913249.1321496__1.1321496	1965660__A0A1Y3SSG6__B5G34_01735
ERR1913249.1321684__1.1321684	329854__R5M3H0__DXD57_06945
ERR1913249.1321810__1.1321810	239935__A0A2N8IRW0__A4V05_11620
ERR1913249.1321825__1.1321825	216816__A0A396FRQ5__DD678_01245
ERR1913249.1321895__1.1321895	239935__B2URG6__CXU02_00030
ERR1913249.1321897__1.1321897	239935__A0A2N8IEP3__CXT84_03735
ERR1913249.1321918__1.1321918	214856__A0A174FMT0__ERS852559_02565
ERR1913249.1322083__1.1322083	216816__A0A2U0BLP0__tsaB
ERR1913249.1322699__1.1322699	239935__A0A2N8ITX2__CXT86_11265
ERR1913249.1322807__1.1322807	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1322872__1.1322872	817__Q64RY5__M122_2555
ERR1913249.1323031__1.1323031	1263000__R5EXT3__BN466_02213
ERR1913249.1323118__1.1323118	33043__D5HGM5__ERS852575_00437
ERR1913249.1323183__1.1323183	328814__GCA_004558275.1_00296
ERR1913249.1323248__1.1323248	216816__E5XYF2__APC1480_0509
ERR1913249.1323321__1.1323321	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.1323450__1.1323450	239935__R7DVL7__CXT93_01180
ERR1913249.1323849__1.1323849	1284680__A0A095XY99__HMPREF1627_09780
ERR1913249.1323894__1.1323894	239935__A0A2N8HAQ1__DEF40_05290
ERR1913249.1323987__1.1323987	1550024__G9RT56__TQ39_09200
ERR1913249.1323950__1.1323950	1680__A0A173W5Z2__DXC53_01290
ERR1913249.1324099__1.1324099	239935__A0A2N8IMD6__CXU03_05585
ERR1913249.1324116__1.1324116	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1324142__1.1324142	106588__A6P303__BACCAP_04887
ERR1913249.1324215__1.1324215	1262911__R6GT99__BN557_01335
ERR1913249.1324533__1.1324533	817__A0A3E5IB15__M145_2707
ERR1913249.1324541__1.1324541	214856__R6XQX8__ERS852559_02550
ERR1913249.1324618__1.1324618	35833__S2KTD2__HMPREF0179_05242
ERR1913249.1324677__1.1324677	239935__A0A2N8IKW7__pstA
ERR1913249.1325148__1.1325148	239935__R6JAS2__CXU02_10725
ERR1913249.1325434__1.1325434	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913249.1325613__1.1325613	562__C6EBU6__ESQG_00710
ERR1913249.1325804__1.1325804	239935__A0A2N8HBM4__CXT85_06270
ERR1913249.1325932__1.1325932	239935__A0A2N8HPS5__Amuc_0950
ERR1913249.1326146__1.1326146	239935__A0A2N8HPX2__CXT90_09930
ERR1913249.1326427__1.1326427	1680__R5GRA4__ERS852382_01548
ERR1913249.1326490__1.1326490	74426__infB
ERR1913249.1326833__1.1326833	239935__A0A2N8I3G2__CXT89_00720
ERR1913249.1327121__1.1327121	216816__C5E8I1__yciB
ERR1913249.1327129__1.1327129	820__A0A174TRB5__DXD40_11305
ERR1913249.1327173__1.1327173	239935__R6JAS2__CXU02_10725
ERR1913249.1327245__1.1327245	817__A0A395WHI5__M113_3549
ERR1913249.1327388__1.1327388	239935__R6JD78__CXU05_09250
ERR1913249.1327852__1.1327852	853__A0A2A7B9I6__DW855_13690
ERR1913249.1327982__1.1327982	1550024__A0A3B9WLJ1__TQ39_10125
ERR1913249.1328369__1.1328369	1680__A0A0B5BIU5__BSTER_0145
ERR1913249.1328417__1.1328417	74426__rpoB
ERR1913249.1328440__1.1328440	239935__A0A2N8HH03__CXU09_08875
ERR1913249.1328476__1.1328476	239935__A0A2N8HUU6__CXT90_06150
ERR1913249.1328452__1.1328452	1680__A0A174BEE7__BSTER_1311
ERR1913249.1328518__1.1328518	884684__GCA_002892425.1_01416
ERR1913249.1328563__1.1328563	1262911__R6GZX7__BN557_00838
ERR1913249.1328851__1.1328851	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913249.1328870__1.1328870	1680__A0A0B5BKZ3__DXD60_01450
ERR1913249.1328822__1.1328822	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913249.1328896__1.1328896	823__A0A078SLK0__ERS852513_02755
ERR1913249.1329186__1.1329186	28117__B0MY40__BHV66_05170
ERR1913249.1329401__1.1329401	239935__A0A139TT05__CXU09_03335
ERR1913249.1329537__1.1329537	414970__GeneID:5204365
ERR1913249.1329623__1.1329623	239935__A0A3F3K985__CXT98_05805
ERR1913249.1329712__1.1329712	216816__C5E9C3__CJO32_03030
ERR1913249.1330046__1.1330046	239935__A0A2N8HEH9__CXU07_11710
ERR1913249.1330064__1.1330064	239935__A0A2N8ILG3__CXT93_10135
ERR1913249.1330254__1.1330254	1550024__G9RNN7__TQ39_03420
ERR1913249.1330320__1.1330320	28117__B0MY40__BHV66_05170
ERR1913249.1330509__1.1330509	239935__A0A139TPU7__CXT91_06575
ERR1913249.1331029__1.1331029	239935__A0A2N8I9P4__CXT85_05050
ERR1913249.1331295__1.1331295	387090__S0F7Y3__BACCOPRO_02028
ERR1913249.1331296__1.1331296	239935__A0A2N8I8X8__B5G29_00185
ERR1913249.1331305__1.1331305	823__A0A395YY84__DXC05_19515
ERR1913249.1331347__1.1331347	239935__A0A2N8IF99__lpdA
ERR1913249.1331526__1.1331526	1965604__A0A1Y4ELT7__B5F54_15250
ERR1913249.1331543__1.1331543	1262911__R6GZX7__BN557_00838
ERR1913249.1331640__1.1331640	239935__A0A2N8HM32__CXT85_08075
ERR1913249.1331688__1.1331688	147206__GCF_000156215.1_01820
ERR1913249.1331833__1.1331833	853__A0A173RZ39__C4N22_01650
ERR1913249.1332086__1.1332086	817__Q64W73__M108_1440
ERR1913249.1332138__1.1332138	239935__A0A2N8IRL2__CXU06_01170
