ERR1913168.436__1.436	360807__A0A0M6WZJ4__ERS852392_03439
ERR1913168.1458925__1.1458925	28052__R7NA73__ERS852451_00115
ERR1913168.1459091__1.1459091	165179__R6XLJ7__CFT61_06250
ERR1913168.1459335__1.1459335	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913168.1459427__1.1459427	33038__A0A2N5PJY4__C5Y99_04415
ERR1913168.1459574__1.1459574	246787__A0A3D6AZF8__BACCELL_02529
ERR1913168.1459710__1.1459710	384639__GCA_003096855.1_01187
ERR1913168.1459901__1.1459901	821__A0A396F1N0__M099_1553
ERR1913168.1459962__1.1459962	246787__A0A3D6AWJ7__AA416_00506
ERR1913168.1459940__1.1459940	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1460159__1.1460159	329854__R5MCJ1__DXD57_00165
ERR1913168.1460882__1.1460882	39492__D4JWG6__EUBSIR_00253
ERR1913168.1460906__1.1460906	1262988__R7N3R7__BN816_01427
ERR1913168.1461056__1.1461056	360807__C0FNY7__ERS852392_01257
ERR1913168.1461186__1.1461186	821__A0A3E4WAR6__DXD64_10735
ERR1913168.1461269__1.1461269	1147152__GeneID:14181982
ERR1913168.1461286__1.1461286	329854__A0A3E4KPG4__DXD27_21195
ERR1913168.1461420__1.1461420	301301__A0A395VDQ5__RHOM_08975
ERR1913168.1461424__1.1461424	360807__A0A1Q6T326__appA_1
ERR1913168.1461615__1.1461615	1262743__R5C054__BN727_01980
ERR1913168.1461663__1.1461663	1896974__A0A1Q6H7S4__BHV77_07555
ERR1913168.1461918__1.1461918	446660__GCA_003428235.1_02052
ERR1913168.1461919__1.1461919	165179__A0A174SA26__PREVCOP_05758
ERR1913168.1462376__1.1462376	242750__D1PVH0__HMPREF0645_0955
ERR1913168.1462461__1.1462461	165179__D1PGU8__PREVCOP_06463
ERR1913168.1462521__1.1462521	33038__A0A3E4VAW9__CDL19_05110
ERR1913168.1462648__1.1462648	821__A0A173XDD3__DXB82_17180
ERR1913168.1462789__1.1462789	1262824__R6RKY7__BN719_01145
ERR1913168.1462798__1.1462798	487174__K0WYI1__DDY40_08675
ERR1913168.1462982__1.1462982	239935__A0A139TQT9__Amuc_1197
ERR1913168.1463341__1.1463341	360807__A0A1Q6T4B4__ROSEINA2194_04053
ERR1913168.1463561__1.1463561	1262824__R6RLG9__BN719_02221
ERR1913168.1463726__1.1463726	821__A0A174WBC9__ERS852556_03145
ERR1913168.1463823__1.1463823	1160721__W0U3K4__RBI_I00339
ERR1913168.1464109__1.1464109	853__A0A3E2U7E6__ERS852582_01640
ERR1913168.1464762__1.1464762	552398__T5S086__HMPREF0866_01580
ERR1913168.1464751__1.1464751	501571__R8VTP2__B5F17_00725
ERR1913168.1465464__1.1465464	39492__R6RYB8__ERS852540_00322
ERR1913168.1465616__1.1465616	821__R6F3Y1__SAMN04487923_104318
ERR1913168.1466165__1.1466165	39485__R5ZVC3__ERS852490_00250
ERR1913168.1466292__1.1466292	33038__F7JTR7__CDL22_03005
ERR1913168.1466517__1.1466517	33038__A0A2N5PPZ0__CDL27_15150
ERR1913168.1467357__1.1467357	820__A7VAR9__ERS852421_00197
ERR1913168.1467489__1.1467489	1776045__A0A0U5J7K7__BN3456_00132
ERR1913168.1467538__1.1467538	31971__A8RAG8__EUBDOL_00806
ERR1913168.1467677__1.1467677	1263000__R5EI25__BN466_01781
ERR1913168.1467766__1.1467766	1262989__R6Y388__BN815_01680
ERR1913168.1467821__1.1467821	242750__D1PVG9__HMPREF0645_0954
ERR1913168.1467879__1.1467879	28052__A0A174IBJ6__luxQ_1
ERR1913168.1468168__1.1468168	2292352__A0A374UJE7__DXC23_11305
ERR1913168.1468189__1.1468189	301301__A0A395V948__rsgA_2
ERR1913168.1468144__1.1468144	1263000__R5ESM1__BN466_01440
ERR1913168.1468599__1.1468599	33039__A0A173VNF2__truB
ERR1913168.1468760__1.1468760	821__D4V4X2__DXC16_18525
ERR1913168.1469018__1.1469018	2137880__A0A316NJ34__DBY21_09630
ERR1913168.1469166__1.1469166	239935__A0A2N8I1R3__CXU05_06075
ERR1913168.1469615__1.1469615	150055__A0A1H0P4W0__SLUDD06_00990
ERR1913168.1469693__1.1469693	39492__D4JQM9__EUBSIR_00669
ERR1913168.1469878__1.1469878	1150298__A0A174MFD0__degA_1
ERR1913168.1469889__1.1469889	33038__A0A2N5NVF0__CDL23_09615
ERR1913168.1470256__1.1470256	821__A0A173WG51__BVU_2549
ERR1913168.1470264__1.1470264	671267__R9IB12__C802_00696
ERR1913168.1470298__1.1470298	371601__A0A1H3XPY7__CW1_0993
ERR1913168.1470351__1.1470351	418240__C6JAX8__ERS852478_02355
ERR1913168.1470524__1.1470524	39485__C4Z6V1__ERS852492_02640
ERR1913168.1470722__1.1470722	371601__C3QR34__DXD03_22980
ERR1913168.1470885__1.1470885	33038__F7K1D5__CDL23_09565
ERR1913168.1470922__1.1470922	357276__A0A0M1W657__HMPREF1064_04629
ERR1913168.1470961__1.1470961	384639__GCA_003096855.1_01180
ERR1913168.1471036__1.1471036	239935__A0A2N8IKW7__pstA
ERR1913168.1471077__1.1471077	39485__A0A174ZNW9__luxQ_1
ERR1913168.1471203__1.1471203	821__E5UY21__C800_02204
ERR1913168.1471211__1.1471211	394340__group_3174
ERR1913168.1471547__1.1471547	821__A0A173XDD3__DXB82_17180
ERR1913168.1471654__1.1471654	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1471686__1.1471686	33038__A7AYC4__CDL21_13075
ERR1913168.1471893__1.1471893	214856__I3YMC8__ERS852447_02666
ERR1913168.1471995__1.1471995	556259__I0PXW0__BSGG_5187
ERR1913168.1472117__1.1472117	301302__A0A173TWC1__phoR_7
ERR1913168.1472141__1.1472141	1550024__A0A0W7TUB9__TQ39_04420
ERR1913168.1472091__1.1472091	28116__A0A3E5HTL2__SAMN05444282_12366
ERR1913168.1472198__1.1472198	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913168.1472415__1.1472415	360807__C0FSM3__ROSEINA2194_01739
ERR1913168.1472427__1.1472427	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.1472850__1.1472850	487174__K0WXB5__DIT83_09520
ERR1913168.1472856__1.1472856	487174__K0X028__DIT83_00950
ERR1913168.1473483__1.1473483	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913168.1473622__1.1473622	446660__GCA_003428235.1_01550
ERR1913168.1474561__1.1474561	328814__GCA_004558275.1_00288
ERR1913168.1474988__1.1474988	501571__R8VUQ4__B5F15_03005
ERR1913168.1475076__1.1475076	329854__R7E6E5__DXK01_14405
ERR1913168.1475274__1.1475274	39492__D4JVC7__yfgF
ERR1913168.1475332__1.1475332	216816__R5MZK3__DPC6320_1630
ERR1913168.1475709__1.1475709	1262911__R6GTG0__BN557_01247
ERR1913168.1475928__1.1475928	501571__R8W1Z6__HMPREF1526_01582
ERR1913168.1476114__1.1476114	165179__A0A174SA26__PREVCOP_05758
ERR1913168.1476302__1.1476302	39485__C4Z389__ERS852490_01920
ERR1913168.1476303__1.1476303	39485__A0A174Z8V5__fliU_2
ERR1913168.1476442__1.1476442	165179__A0A3E5A5E5__DXC61_13965
ERR1913168.1476743__1.1476743	33038__A0A2N5NVF0__CDL23_09615
ERR1913168.1476772__1.1476772	1262988__R7N756__BN816_00589
ERR1913168.1476775__1.1476775	33038__A0A2N5Q375__RUMGNA_00645
ERR1913168.1477020__1.1477020	562__P46855__PU39_09885
ERR1913168.1477123__1.1477123	239935__A0A2N8IFA0__CXT92_02050
ERR1913168.1477176__1.1477176	328814__GCA_004558275.1_00007
ERR1913168.1477296__1.1477296	853__A0A3E2V168__FAEPRAM212_00929
ERR1913168.1477346__1.1477346	28116__A0A1Y4Q112__evgS_13
ERR1913168.1477363__1.1477363	239935__R7E524__CXT91_06180
ERR1913168.1477758__1.1477758	33038__A0A396G855__CDL23_11555
ERR1913168.1477848__1.1477848	1160721__R6T617__truA
ERR1913168.1477864__1.1477864	28116__A7LXT4__DXF98_03755
ERR1913168.1477999__1.1477999	329854__R5M7D4__DXD27_21610
ERR1913168.1478002__1.1478002	1160721__R6TGH1__BHW50_05060
ERR1913168.1478196__1.1478196	33038__A0A2N5P1G8__lyc
ERR1913168.1478241__1.1478241	2292352__A0A374UKZ5__DXC23_11285
ERR1913168.1478293__1.1478293	357276__B6VYT9__HMPREF1063_05030
ERR1913168.1478625__1.1478625	821__I9R3W6__DXC16_12455
ERR1913168.1478691__1.1478691	33038__A0A396G387__HMPREF1201_01180
ERR1913168.1478936__1.1478936	33038__A0A2N5PU17__C5Y99_11950
ERR1913168.1478964__1.1478964	821__A0A3E4WAR6__DXD64_10735
ERR1913168.1479018__1.1479018	360807__A0A0M6WKR9__ROSEINA2194_01912
ERR1913168.1479236__1.1479236	33038__A7B6J7__CDL19_09220
ERR1913168.1479376__1.1479376	239935__A0A2N8HL50__CXT98_09135
ERR1913168.1479444__1.1479444	246787__R6LGA6__tmoS_11
ERR1913168.1479508__1.1479508	1897011__A0A1Q6RDU0__BHW41_05265
ERR1913168.1479800__1.1479800	360807__A0A396AF38__RIL183_00781
ERR1913168.1480032__1.1480032	28118__F9Z751__DHW44_02965
ERR1913168.1480259__1.1480259	487174__R5EUJ8__DDY40_00460
ERR1913168.1480349__1.1480349	1535__A7VS87__CLOLEP_01425
ERR1913168.1480612__1.1480612	33038__A0A2N5NPD5__CCY17_06280
ERR1913168.1480681__1.1480681	821__D4VD59__BHV80_04260
ERR1913168.1480901__1.1480901	1160721__W0U2P8__RBI_I00340
ERR1913168.1480980__1.1480980	1550024__A0A3B9WG46__ASJ35_14590
ERR1913168.1481065__1.1481065	329854__A0A3E4KRK8__DXK01_03500
ERR1913168.1481179__1.1481179	329854__A0A3E4KRG9__DXK01_03510
ERR1913168.1481445__1.1481445	1263000__R5EI35__BN466_01649
ERR1913168.1481493__1.1481493	487174__K0X591__DDY40_01805
ERR1913168.1481583__1.1481583	329854__B3CFY5__DXD57_10960
ERR1913168.1481640__1.1481640	487174__K0X4Y9__DDY40_09115
ERR1913168.1481743__1.1481743	301301__A0A395V714__evgS
ERR1913168.1481805__1.1481805	1263000__R5EMC1__BN466_00539
ERR1913168.1481846__1.1481846	329854__R5M6T4__HMPREF2531_03715
ERR1913168.1482186__1.1482186	329854__R5M415__BACINT_04491
ERR1913168.1482266__1.1482266	33038__A0A2N5NGH4__CCY17_10680
ERR1913168.1482273__1.1482273	821__A0A174NSU0__BVU_3144
ERR1913168.1482518__1.1482518	28117__B0MVL5__BHV66_01660
ERR1913168.1482617__1.1482617	29361__B6FQ81__CLONEX_02300
ERR1913168.1482552__1.1482552	1262743__R5C054__BN727_01980
ERR1913168.1482915__1.1482915	487174__K0X9T7__HMPREF9448_00996
ERR1913168.1483133__1.1483133	556259__E5C7I5__BSGG_0461
ERR1913168.1483225__1.1483225	301301__A0A395V654__RHOM_11910
ERR1913168.1483351__1.1483351	214856__A0A174A0P3__ERS852447_00994
ERR1913168.1483646__1.1483646	33038__A0A396G4S6__CDL21_13680
ERR1913168.1483781__1.1483781	301302__A0A173T3P5__ERS852420_01836
ERR1913168.1484046__1.1484046	301301__G2T1N2__ERS852391_00344
ERR1913168.1484267__1.1484267	165179__D1PDF6__DXB80_12430
ERR1913168.1484393__1.1484393	562__P77393__PU31_14870
ERR1913168.1484401__1.1484401	33038__A0A3E4VAW9__CDL19_05110
ERR1913168.1484647__1.1484647	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1484658__1.1484658	246787__A0A0P0FSC9__BACCELL_02534
ERR1913168.1484767__1.1484767	33038__F7JV68__C5Y99_05575
ERR1913168.1484966__1.1484966	371601__A0A174KV09__B5E50_18085
ERR1913168.1484926__1.1484926	853__A0A173T0Y8__CGS54_07215
ERR1913168.1485203__1.1485203	1262988__R7N521__BN816_01886
ERR1913168.1485272__1.1485272	487174__K0X347__DIT83_07775
ERR1913168.1485329__1.1485329	39491__A0A395ZHW3__ERS852417_01359
ERR1913168.1485599__1.1485599	39496__A5Z6U7__EUBVEN_01430
ERR1913168.1485610__1.1485610	1160721__R6TBU4__BHW50_04080
ERR1913168.1485555__1.1485555	360807__A0A0M6WW50__ROSEINA2194_00764
ERR1913168.1485761__1.1485761	39485__A0A175A403__EUBELI_20577
ERR1913168.1485680__1.1485680	562__P63202__gadW
ERR1913168.1485683__1.1485683	301301__A0A395V9V0__RHOM_01245
ERR1913168.1486753__1.1486753	39485__C4Z0T2__ykvU
ERR1913168.1486896__1.1486896	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1487010__1.1487010	1848158__A0A1E3C2V8__A7W90_15850
ERR1913168.1487479__1.1487479	214856__I3YMN6__Alfi_1938
ERR1913168.1487422__1.1487422	301302__R5UJV1__ERS852420_01672
ERR1913168.1487469__1.1487469	564__B7LVH7__VL22_0208320
ERR1913168.1487562__1.1487562	1262824__R6RTN9__BN719_01242
ERR1913168.1487589__1.1487589	1150298__R7JVR8__ERS852498_01126
ERR1913168.1487607__1.1487607	239935__R7E524__CXT91_06180
ERR1913168.1487745__1.1487745	1262783__R6CQZ1__BN558_00344
ERR1913168.1487720__1.1487720	28116__A7LS06__HMPREF2532_04668
ERR1913168.1487778__1.1487778	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.1487909__1.1487909	28052__R7N6Q7__rafA
ERR1913168.1488026__1.1488026	329854__A0A3E4IPS4__DXD57_02175
ERR1913168.1488490__1.1488490	29361__B6FTH3__CLONEX_03450
ERR1913168.1488596__1.1488596	39488__C0EVP9__ERS852450_03163
ERR1913168.1488581__1.1488581	216816__A0A133L1E2__ptsP
ERR1913168.1488633__1.1488633	487174__R5ER56__HMPREF9448_02812
ERR1913168.1488770__1.1488770	360807__A0A173YFC9__ROSEINA2194_03541
ERR1913168.1489003__1.1489003	360807__A0A1Q6T4B4__ROSEINA2194_04053
ERR1913168.1489184__1.1489184	28052__R7NCR8__ERS852499_01142
ERR1913168.1489197__1.1489197	301301__A0A395VB45__ERS852391_02575
ERR1913168.1489432__1.1489432	471189__GCA_003340385.1_00555
ERR1913168.1489472__1.1489472	39485__A0A174YNV0__cheW_1
ERR1913168.1489698__1.1489698	2173__A0A1D2WXI2__METSMIF1_02140
ERR1913168.1489710__1.1489710	33038__A0A3E4K4Y5__CDL20_06020
ERR1913168.1490099__1.1490099	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913168.1490281__1.1490281	301301__A0A395VD41__RHOM_11540
ERR1913168.1490323__1.1490323	239935__A0A2N8IL82__CXU02_11740
ERR1913168.1490900__1.1490900	165179__D1PEQ5__PREVCOP_05711
ERR1913168.1490875__1.1490875	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.1491174__1.1491174	384639__GCA_003096855.1_00971
ERR1913168.1491316__1.1491316	1160721__R6UA13__BHW50_07285
ERR1913168.1491328__1.1491328	74426__infB
ERR1913168.1491360__1.1491360	301301__A0A395V654__RHOM_11910
ERR1913168.1491464__1.1491464	360807__C0FPP6__ERS852444_02985
ERR1913168.1491482__1.1491482	28052__A0A174IKM0__ERS852499_00833
ERR1913168.1491715__1.1491715	649756__A0A173RNX6__ERS852475_00267
ERR1913168.1491860__1.1491860	39496__A5Z612__EUBVEN_01144
ERR1913168.1491939__1.1491939	1160721__R6TB54__RBI_I01327
ERR1913168.1491972__1.1491972	1150298__R7JUX4__ERS852535_02669
ERR1913168.1492310__1.1492310	1150298__R7JTY5__ERS852406_02079
ERR1913168.1492347__1.1492347	39485__A0A175A403__EUBELI_20577
ERR1913168.1492406__1.1492406	28052__A0A174IJM6__cph2_4
ERR1913168.1492521__1.1492521	165179__D1PHD6__DXC61_03380
ERR1913168.1492621__1.1492621	1304__F8LID4__HMPREF3219_0200617
ERR1913168.1493034__1.1493034	2292352__A0A374UL63__DXC23_08410
ERR1913168.1493241__1.1493241	1550024__G9RPH0__TQ39_05505
ERR1913168.1493290__1.1493290	2292352__A0A374UKZ5__DXC23_11285
ERR1913168.1493432__1.1493432	360807__C0G083__ROSEINA2194_04432
ERR1913168.1493969__1.1493969	239935__A0A139TQT9__Amuc_1197
ERR1913168.1494023__1.1494023	28116__C3QXZ9__DXA80_15295
ERR1913168.1494064__1.1494064	239935__R6K0V8__CXT94_02055
ERR1913168.1494270__1.1494270	33038__A0A3E4K696__HMPREF1201_01836
ERR1913168.1494320__1.1494320	28118__R6FDR5__B5F93_17520
ERR1913168.1494393__1.1494393	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.1494395__1.1494395	1263000__R5EF60__BN466_01316
ERR1913168.1494519__1.1494519	1262911__R6GUQ4__BN557_01581
ERR1913168.1494600__1.1494600	46503__R6X5E7__PARMER_00245
ERR1913168.1494631__1.1494631	39485__A0A174ZA72__glgB_1
ERR1913168.1494749__1.1494749	821__I9R3W6__DXC16_12455
ERR1913168.1494775__1.1494775	328814__GCA_004558275.1_00290
ERR1913168.1494898__1.1494898	853__A0A173T8T3__DW882_06555
ERR1913168.1495043__1.1495043	239935__A0A2N8I3G2__CXT89_00720
ERR1913168.1495088__1.1495088	33038__A0A2N5NGH4__CCY17_10680
ERR1913168.1495103__1.1495103	820__A0A3E4VZY4__ERS852554_01211
ERR1913168.1495412__1.1495412	823__A0A174GGT1__queG
ERR1913168.1495585__1.1495585	487174__K0WYI1__DDY40_08675
ERR1913168.1495746__1.1495746	1263000__R5EJ76__BN466_01936
ERR1913168.1495872__1.1495872	357276__B6W1J2__BACDOR_03380
ERR1913168.1496037__1.1496037	39486__G1WUI9__yqeC
ERR1913168.1496040__1.1496040	39485__R6AJT3__EUBELI_01178
ERR1913168.1496125__1.1496125	1160721__W0U560__RBI_I01229
ERR1913168.1496294__1.1496294	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913168.1496464__1.1496464	501571__R8W3E2__SAMN02745978_00833
ERR1913168.1496529__1.1496529	820__A0A139JRH8__HMPREF2141_04326
ERR1913168.1496560__1.1496560	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1496775__1.1496775	487174__K0WV13__DIT83_10890
ERR1913168.1497636__1.1497636	360807__A0A0M6X0S9__RIL183_10591
ERR1913168.1497837__1.1497837	214856__A0A174ZEW0__ERS852447_00985
ERR1913168.1497968__1.1497968	1897011__A0A1Q6RF20__BHW41_02930
ERR1913168.1497997__1.1497997	649756__A0A173TB83__HMPREF0369_01758
ERR1913168.1498065__1.1498065	564886__GeneID:6973115
ERR1913168.1498272__1.1498272	821__A0A396F598__CUU_3259
ERR1913168.1498334__1.1498334	39492__D4JQS6__ykoD
ERR1913168.1498767__1.1498767	39485__A0A175A403__EUBELI_20577
ERR1913168.1499011__1.1499011	487175__R5EHY8__HMPREF9439_01174
ERR1913168.1499134__1.1499134	33038__A0A396G729__RUMGNA_01796
ERR1913168.1499165__1.1499165	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1499238__1.1499238	39485__C4Z0S8__hisK
ERR1913168.1499339__1.1499339	33038__A0A2N5P318__HMPREF1201_01171
ERR1913168.1499534__1.1499534	1262989__R6Y532__BN815_01013
ERR1913168.1499660__1.1499660	33038__A0A3E4VAW9__CDL19_05110
ERR1913168.1499734__1.1499734	1965604__A0A1Y4ETI2__B5F54_16500
ERR1913168.1499999__1.1499999	360807__A0A174EVF2__RIL183_27331
ERR1913168.1500232__1.1500232	33038__A0A2N5PB54__CDL25_13710
ERR1913168.1500309__1.1500309	1776045__A0A0U5J7K7__BN3456_00132
ERR1913168.1500407__1.1500407	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.1500409__1.1500409	1262824__R6RP26__BN719_00906
ERR1913168.1500502__1.1500502	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913168.1500528__1.1500528	40519__U2MCQ8__RUMCAL_00556
ERR1913168.1500535__1.1500535	1160721__R6U983__RBI_I00047
ERR1913168.1500722__1.1500722	501571__R8W5C1__SAMN02745978_01154
ERR1913168.1500746__1.1500746	1263000__R5EUM2__BN466_01747
ERR1913168.1500798__1.1500798	28052__R7N9R4__gsiA_2
ERR1913168.1500906__1.1500906	39485__A0A174ZA72__glgB_1
ERR1913168.1500917__1.1500917	564886__GeneID:6973115
ERR1913168.1501278__1.1501278	1262986__D9Y8J4__BN492_00022
ERR1913168.1501413__1.1501413	165179__D1PGU8__PREVCOP_06463
ERR1913168.1501456__1.1501456	301301__A0A395V8K9__RHOM_00130
ERR1913168.1501458__1.1501458	446660__GCA_003428235.1_01781
ERR1913168.1501517__1.1501517	562__P46855__PU39_09885
ERR1913168.1501680__1.1501680	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913168.1501663__1.1501663	165179__D1PCL6__DXB80_13435
ERR1913168.1501670__1.1501670	28052__R7NB47__msbA_2
ERR1913168.1501813__1.1501813	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.1501958__1.1501958	501571__R8W4R2__SAMN02745978_00682
ERR1913168.1502051__1.1502051	33038__A0A2N5NWR8__CDL18_14140
ERR1913168.1502144__1.1502144	328814__GCA_004558275.1_00294
ERR1913168.1502064__1.1502064	33038__A0A2N5PPG0__CDL25_06295
ERR1913168.1502077__1.1502077	626933__H1DGX0__HMPREF9449_01506
ERR1913168.1502269__1.1502269	820__A0A174GK47__ERS852421_00200
ERR1913168.1502360__1.1502360	329854__A0A3E4IFR4__DXD27_22685
ERR1913168.1502471__1.1502471	1160721__W0U4Y3__sipW2
ERR1913168.1502521__1.1502521	821__A0A0P0M2J4__DXD46_10295
ERR1913168.1502741__1.1502741	39485__C4Z6J7__ERS852492_02047
ERR1913168.1503155__1.1503155	371601__C3QR34__DXD03_22980
ERR1913168.1503160__1.1503160	487174__K0XKB7__DDY40_03475
ERR1913168.1503385__1.1503385	39492__D4JQS6__ykoD
ERR1913168.1503445__1.1503445	823__A0A174LWY0__lepB
ERR1913168.1503829__1.1503829	39485__C4Z5L8__ERS852490_00665
ERR1913168.1503854__1.1503854	384638__B7APR1__BACPEC_00667
ERR1913168.1503946__1.1503946	1965560__A0A1Y4RJZ4__B5E82_09050
ERR1913168.1504094__1.1504094	446660__GCA_003428235.1_00483
ERR1913168.1504241__1.1504241	552398__F4XCQ4__HMPREF0866_01621
ERR1913168.1504595__1.1504595	2292352__A0A374UL49__DXC23_11310
ERR1913168.1504912__1.1504912	301301__A0A395VG30__RHOM_05975
ERR1913168.1505038__1.1505038	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913168.1505194__1.1505194	329854__R5M7D4__DXD27_21610
ERR1913168.1505544__1.1505544	820__A0A3E4VXP2__yesR
ERR1913168.1505974__1.1505974	329854__R5M2W2__DXD57_07845
ERR1913168.1506293__1.1506293	33038__F7K1D5__CDL23_09565
ERR1913168.1506331__1.1506331	853__A0A3E2V168__FAEPRAM212_00929
ERR1913168.1506340__1.1506340	853__A0A3E2V168__FAEPRAM212_00929
ERR1913168.1506485__1.1506485	501571__R8W4R2__SAMN02745978_00682
ERR1913168.1506767__1.1506767	39485__C4Z0F4__ERS852490_00945
ERR1913168.1506853__1.1506853	301301__A0A395V700__RHOM_03405
ERR1913168.1507134__1.1507134	165179__A0A3E5AHY4__CFT61_07675
ERR1913168.1507226__1.1507226	821__A6L0C7__ERS852556_03520
ERR1913168.1507481__1.1507481	501571__R8W4R2__SAMN02745978_00682
ERR1913168.1507514__1.1507514	853__C7H7F5__DWZ46_01780
ERR1913168.1507673__1.1507673	1897011__A0A1Q6RIN7__BHW41_00540
ERR1913168.1507731__1.1507731	821__A0A174WBC9__ERS852556_03145
ERR1913168.1507928__1.1507928	33038__A0A2N5NUB0__CCY17_12840
ERR1913168.1508017__1.1508017	239935__A0A2N8HW65__CXU09_08515
ERR1913168.1508062__1.1508062	246787__E2N7F5__AA416_04404
ERR1913168.1508273__1.1508273	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1508397__1.1508397	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913168.1508927__1.1508927	1262989__R6Y8S0__BN815_01559
ERR1913168.1508946__1.1508946	328814__GCA_004558275.1_00073
ERR1913168.1509014__1.1509014	33038__A7AZH0__HMPREF1201_02167
ERR1913168.1509049__1.1509049	39485__A0A174ZA72__glgB_1
ERR1913168.1509291__1.1509291	360807__A0A173R6E5__ERS852444_00251
ERR1913168.1509562__1.1509562	301301__A0A395VA74__RHOM_00280
ERR1913168.1509570__1.1509570	562__P32704__COD56_15900
ERR1913168.1509782__1.1509782	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913168.1509966__1.1509966	28052__A0A174NHE1__spoIIIE
ERR1913168.1510100__1.1510100	458033__GCA_001482755.1_02203
ERR1913168.1510173__1.1510173	338188__A0A174ETX3__ERS852397_01955
ERR1913168.1510230__1.1510230	301301__A0A395V4X8__ERS852391_01546
ERR1913168.1510366__1.1510366	292800__A0A173ZCZ3__A4U99_03035
ERR1913168.1510381__1.1510381	328814__GCA_004558275.1_02294
ERR1913168.1510476__1.1510476	821__A0A174JYD3__ERS852457_02610
ERR1913168.1510531__1.1510531	33038__A0A3E4K696__HMPREF1201_01836
ERR1913168.1510533__1.1510533	33038__A0A2N5P0V0__CDL19_10970
ERR1913168.1510587__1.1510587	821__A0A174NM17__lacZ_6
ERR1913168.1510594__1.1510594	239935__A0A2N8I791__CXT99_09415
ERR1913168.1510909__1.1510909	487174__K0WV96__HMPREF9448_01901
ERR1913168.1510927__1.1510927	301301__A0A395VAM3__yfiN_2
ERR1913168.1510982__1.1510982	329854__R5M1Z2__DXD57_10480
ERR1913168.1511108__1.1511108	1262988__R7N2E1__BN816_02359
ERR1913168.1511130__1.1511130	88431__A0A3D0F1H3__ERS852573_02429
ERR1913168.1511172__1.1511172	821__A0A395VIK7__BVU_1225
ERR1913168.1511316__1.1511316	821__A0A395UNT8__DXD64_15275
ERR1913168.1511465__1.1511465	1263000__R5EAZ0__BN466_00537
ERR1913168.1511847__1.1511847	649756__A0A173QW26__ERS852571_00238
ERR1913168.1511858__1.1511858	1263076__GCA_000437615.1_00088
ERR1913168.1511993__1.1511993	1124654__GeneID:14005780
ERR1913168.1511954__1.1511954	384639__GCA_003096855.1_01179
ERR1913168.1512397__1.1512397	33038__A0A2N5PIX3__CDL26_14635
ERR1913168.1512652__1.1512652	821__I9R3W6__DXC16_12455
ERR1913168.1512828__1.1512828	329854__A0A3E4IQD7__BACINT_01717
ERR1913168.1512875__1.1512875	301301__A0A395V8W4__RHOM_04130
ERR1913168.1512894__1.1512894	1263000__R5EMM7__BN466_00616
ERR1913168.1513092__1.1513092	33038__F7K1I3__CDL19_03785
ERR1913168.1513103__1.1513103	33038__A0A2N5PFY8__CDL19_06745
ERR1913168.1513104__1.1513104	821__A0A174T998__DXB82_10860
ERR1913168.1513105__1.1513105	649756__L1QAG6__etfB_5
ERR1913168.1513107__1.1513107	329854__R5M2W2__DXD57_07845
ERR1913168.1513224__1.1513224	371601__D4WBK5__BN891_3970
ERR1913168.1513334__1.1513334	487174__R5FMM3__DDY40_00820
ERR1913168.1513715__1.1513715	552398__F4XCR9__HMPREF0866_01636
ERR1913168.1514079__1.1514079	821__A0A174T998__DXB82_10860
ERR1913168.1514088__1.1514088	357276__A0A076ITH2__BSEG_03273
ERR1913168.1514415__1.1514415	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913168.1514603__1.1514603	1897011__A0A1Q6RH29__BHW41_01570
ERR1913168.1514769__1.1514769	301301__A0A395V8J8__RHOM_11280
ERR1913168.1515097__1.1515097	301301__G2SZ87__RHOM_00995
ERR1913168.1515169__1.1515169	301301__A0A173YZL6__RHOM_00815
ERR1913168.1515146__1.1515146	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913168.1515160__1.1515160	39492__D4JTG7__EUBSIR_00572
ERR1913168.1515317__1.1515317	33038__R5U4Y3__CDL26_04555
ERR1913168.1515449__1.1515449	820__A0A139KJ23__celCCA
