ERR1913166.89__1.89	1262743__R5C7C5__BN727_00596
ERR1913166.806924__1.806924	820__A7V470__HMPREF1072_02076
ERR1913166.807138__1.807138	820__A0A3E4W9W8__C801_01069
ERR1913166.807098__1.807098	239935__A0A2N8IMC3__CXT96_03840
ERR1913166.807113__1.807113	239935__A0A139TPD4__CXT86_06450
ERR1913166.807165__1.807165	820__A0A173XIP7__B5G17_16050
ERR1913166.807194__1.807194	820__A0A374Q4X1__HMPREF2141_02370
ERR1913166.807283__1.807283	820__A0A174CK74__DXB48_07060
ERR1913166.807296__1.807296	28117__B0MWC6__BHV66_00965
ERR1913166.807431__1.807431	1262992__R5D046__BN795_01532
ERR1913166.807402__1.807402	239935__A0A2N8IMC9__CXU09_02095
ERR1913166.807449__1.807449	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.807488__1.807488	1262743__R5C054__BN727_01980
ERR1913166.807590__1.807590	239935__A0A139TPD4__CXT86_06450
ERR1913166.807692__1.807692	28117__B0MT84__ALIPUT_00402
ERR1913166.807739__1.807739	820__A0A374Q854__HMPREF1073_03281
ERR1913166.807761__1.807761	204516__U6R9E6__HMPREF1534_03149
ERR1913166.807828__1.807828	1263044__GCA_000433375.1_01439
ERR1913166.807863__1.807863	820__I9TWZ7__DXC80_10550
ERR1913166.807874__1.807874	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.807976__1.807976	820__A0A139K0K1__DXB37_05460
ERR1913166.808062__1.808062	820__A0A173YYG4__evgS_3
ERR1913166.808107__1.808107	1297617__A0A2U1BIA1__IB211_03110c
ERR1913166.808158__1.808158	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.808171__1.808171	47678__R5UER2__CGC64_00710
ERR1913166.808224__1.808224	820__A0A174KKV6__DXC07_02635
ERR1913166.808228__1.808228	820__A0A173WUD7__DXB48_08055
ERR1913166.808318__1.808318	338188__R6RY36__BACFIN_08642
ERR1913166.808438__1.808438	820__A7V8C2__ERS852554_01338
ERR1913166.808479__1.808479	1262882__R5MZZ3__BN519_00482
ERR1913166.808506__1.808506	820__A0A174TRB5__DXD40_11305
ERR1913166.808644__1.808644	1318__A0A3E4UFM9__HMPREF0833_10608
ERR1913166.808666__1.808666	239935__A0A139TQT9__Amuc_1197
ERR1913166.808724__1.808724	820__A0A1T4IYF4__mprA_1
ERR1913166.808772__1.808772	1262924__R7HUJ5__BN585_00830
ERR1913166.808727__1.808727	820__A0A173W419__DXC68_17760
ERR1913166.808730__1.808730	1262882__R5MS31__BN519_01529
ERR1913166.808875__1.808875	820__A7V092__hldE
ERR1913166.808887__1.808887	820__A0A1T4IYF4__mprA_1
ERR1913166.808979__1.808979	820__A0A174A6K0__M093_0079
ERR1913166.809175__1.809175	47678__A5ZL09__BACCAC_03608
ERR1913166.809141__1.809141	28118__F9Z9Z6__DHW44_15190
ERR1913166.809250__1.809250	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913166.809340__1.809340	820__A0A3E4W4Y7__B5G17_02055
ERR1913166.809404__1.809404	820__A0A173W419__DXC68_17760
ERR1913166.809408__1.809408	821__A0A174NM17__lacZ_6
ERR1913166.809499__1.809499	820__A0A139K0J1__HMPREF2141_03205
ERR1913166.809434__1.809434	1262882__R5MGK3__BN519_00655
ERR1913166.809625__1.809625	820__A0A139KJ23__celCCA
ERR1913166.809758__1.809758	1262882__R5MRT2__BN519_01494
ERR1913166.809822__1.809822	1262882__R5N4F5__BN519_01266
ERR1913166.809909__1.809909	820__A0A3E4IBC1__M094_0628
ERR1913166.809927__1.809927	1262882__R5MM96__BN519_01545
ERR1913166.809941__1.809941	820__A0A173YYG4__evgS_3
ERR1913166.809951__1.809951	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.810107__1.810107	823__K6APS3__DDY96_02400
ERR1913166.810161__1.810161	1681__A0A292FUY6__DD684_00535
ERR1913166.810261__1.810261	1262743__R5C3K9__BN727_00605
ERR1913166.810419__1.810419	1160721__W0U1Y8__BHW50_02040
ERR1913166.810481__1.810481	246787__A0A3D6AZX0__BACCELL_00122
ERR1913166.810595__1.810595	820__A0A139JY23__B5G17_06330
ERR1913166.810709__1.810709	818__R6VB25__BSIG_5053
ERR1913166.810780__1.810780	239935__A0A2N8IRW0__A4V05_11620
ERR1913166.810810__1.810810	820__A0A3E4IGA7__DXD40_07110
ERR1913166.811001__1.811001	820__R9I3N4__M093_0061
ERR1913166.810969__1.810969	818__A0A396EA53__ERS852557_04332
ERR1913166.811045__1.811045	239935__A0A2N8HPS5__Amuc_0950
ERR1913166.811054__1.811054	823__C7XBX3__HMPREF1059_03212
ERR1913166.811072__1.811072	1263044__GCA_000433375.1_03282
ERR1913166.811171__1.811171	674529__A0A174FE49__DXB21_01625
ERR1913166.811254__1.811254	239935__A0A139TVJ4__CXT86_02020
ERR1913166.811223__1.811223	820__A0A139KA34__B5G17_05520
ERR1913166.811227__1.811227	39492__D4JTU4__ykfG
ERR1913166.811309__1.811309	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.811449__1.811449	39492__D4MM10__EUBSIR_01460
ERR1913166.811506__1.811506	338188__C9KTQ6__BACFIN_05559
ERR1913166.811510__1.811510	39491__A0A396FP46__cobD_2
ERR1913166.811543__1.811543	820__A0A374QGD2__ERS852421_02382
ERR1913166.811731__1.811731	820__A0A139KIL9__DXC68_05945
ERR1913166.811787__1.811787	820__A0A374Q854__HMPREF1073_03281
ERR1913166.811828__1.811828	820__R9HP61__DXC91_01090
ERR1913166.811837__1.811837	28117__B0MTS2__ALIPUT_00159
ERR1913166.812106__1.812106	1262882__R5MDR8__BN519_00124
ERR1913166.812111__1.812111	999425__F9PBV5__HMPREF9186_00274
ERR1913166.812171__1.812171	239935__A0A2N8HPS5__Amuc_0950
ERR1913166.812237__1.812237	820__A0A174Q0F0__DXB48_08080
ERR1913166.812313__1.812313	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.812484__1.812484	301301__A0A395V3Q5__sufB
ERR1913166.812489__1.812489	487174__R5F5Z4__DIT83_00635
ERR1913166.812621__1.812621	1150298__A0A174RJ10__ERS852535_00223
ERR1913166.812723__1.812723	239935__A0A2N8HB50__CXU17_02615
ERR1913166.812928__1.812928	820__A0A173WUD7__DXB48_08055
ERR1913166.813005__1.813005	1262882__R5N1T9__BN519_00804
ERR1913166.813006__1.813006	357276__I9RHT4__EL88_09235
ERR1913166.813093__1.813093	1262882__R5MND9__BN519_00831
ERR1913166.813150__1.813150	1262882__R5MZ41__BN519_00356
ERR1913166.813275__1.813275	310298__B3JII2__BACCOP_01694
ERR1913166.813408__1.813408	823__D7IXG8__ERS852560_01232
ERR1913166.813448__1.813448	28117__R7JIJ8__BHV66_01635
ERR1913166.813452__1.813452	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.813465__1.813465	1263000__R5EXT3__BN466_02213
ERR1913166.813839__1.813839	1263044__GCA_000433375.1_01861
ERR1913166.813896__1.813896	1262882__R5MIY9__BN519_01097
ERR1913166.813940__1.813940	1160721__W0U633__BHW50_00240
ERR1913166.814237__1.814237	821__A0A396F1N0__M099_1553
ERR1913166.814296__1.814296	820__A7V470__HMPREF1072_02076
ERR1913166.814384__1.814384	820__A0A1Y3V743__M093_0235
ERR1913166.814546__1.814546	1262882__R5N2U9__BN519_01221
ERR1913166.814552__1.814552	1297617__A0A0S2W3X6__IB211_01636c
ERR1913166.814707__1.814707	820__A0A173YYG4__evgS_3
ERR1913166.814653__1.814653	310298__B3JFI7__BACCOP_00636
ERR1913166.814716__1.814716	820__A0A139K024__B5G17_02060
ERR1913166.814893__1.814893	820__A0A374Q854__HMPREF1073_03281
ERR1913166.815156__1.815156	821__E5UY21__C800_02204
ERR1913166.815140__1.815140	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913166.815203__1.815203	47678__R5U2I4__ERS852558_03712
ERR1913166.815223__1.815223	1262882__R5MYI1__BN519_00416
ERR1913166.815182__1.815182	1262882__R5MLA4__BN519_01536
ERR1913166.815292__1.815292	40520__R7DC80__RUMOBE_00153
ERR1913166.815310__1.815310	328814__GCA_004558275.1_00025
ERR1913166.815494__1.815494	1263044__GCA_000433375.1_02417
ERR1913166.815503__1.815503	239935__A0A3F3K985__CXT98_05805
ERR1913166.815576__1.815576	820__A0A174F0C1__nreB
ERR1913166.815579__1.815579	39492__D4JV86__spoIIE
ERR1913166.815764__1.815764	487174__K0X524__DDY40_09270
ERR1913166.815863__1.815863	820__A0A3E4XM43__DXC91_13960
ERR1913166.815933__1.815933	820__A0A3E4FWC8__DXC91_14635
ERR1913166.815967__1.815967	820__A0A174F696__macB_13
ERR1913166.815968__1.815968	820__A0A174F696__macB_13
ERR1913166.816030__1.816030	1262743__R5C054__BN727_01980
ERR1913166.816103__1.816103	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.816160__1.816160	820__R9HUV5__HMPREF2141_02582
ERR1913166.816184__1.816184	626929__F3PJP7__HMPREF9445_02250
ERR1913166.816295__1.816295	28116__A0A1Y4Q112__evgS_13
ERR1913166.816389__1.816389	239935__A0A2N8HDT1__CXT94_05270
ERR1913166.816435__1.816435	28116__I9ST00__M088_5588
ERR1913166.816501__1.816501	1262882__R5N4I5__BN519_01288
ERR1913166.816629__1.816629	239935__A0A139TPG3__CXT86_08810
ERR1913166.816712__1.816712	820__A0A174M9V5__M093_0237
ERR1913166.816713__1.816713	820__A0A174M9V5__M093_0237
ERR1913166.816888__1.816888	544645__A0A1U7L9B0__DXC42_03910
ERR1913166.816941__1.816941	1550024__G9RWQ7__ASJ35_03880
ERR1913166.817039__1.817039	39488__A0A374NPE4__EUBHAL_00845
ERR1913166.817119__1.817119	46503__A7AKE6__DCY29_01960
ERR1913166.817212__1.817212	820__A0A174G065__DXB62_08975
ERR1913166.817179__1.817179	1262980__R5BSE1__BN814_02439
ERR1913166.817289__1.817289	1550024__G9RWP9__TQ39_04320
ERR1913166.817367__1.817367	239935__A0A2N8IL82__CXU02_11740
ERR1913166.817401__1.817401	338188__R6RPM1__BACFIN_05401
ERR1913166.817605__1.817605	820__A0A3E4FWC8__DXC91_14635
ERR1913166.817634__1.817634	1262743__R5C7D3__BN727_00606
ERR1913166.817692__1.817692	820__A0A173WZS4__DXD90_10250
ERR1913166.817738__1.817738	487173__H1D2V9__HMPREF9453_01947
ERR1913166.817781__1.817781	28116__F7LBW8__C5Z02_16055
ERR1913166.817843__1.817843	818__A0A174SMH7__C799_03313
ERR1913166.818068__1.818068	820__R9I2U8__DXC68_09590
ERR1913166.818458__1.818458	820__A0A396EWL3__ERS417307_03868
ERR1913166.818609__1.818609	204516__U6RAM4__HMPREF1534_03439
ERR1913166.818729__1.818729	1262882__R5MQ68__BN519_01178
ERR1913166.818980__1.818980	39492__D4JSS2__EUBSIR_00553
ERR1913166.818982__1.818982	853__A0A173T751__C4N24_10280
ERR1913166.818994__1.818994	1150298__A0A174J629__ERS852498_00833
ERR1913166.819407__1.819407	1308__V8LZ20__amtB
ERR1913166.819521__1.819521	40518__R5DU92__DXD93_03170
ERR1913166.819601__1.819601	820__A0A3E4W6P0__gmhA
ERR1913166.819681__1.819681	821__I9R3W6__DXC16_12455
ERR1913166.819773__1.819773	28117__B0MWC6__BHV66_00965
ERR1913166.819799__1.819799	1262924__R7HRW9__BN585_00665
ERR1913166.819818__1.819818	454155__F3QTH4__HMPREF9442_01492
ERR1913166.819838__1.819838	820__A0A3E4W9D9__B5G17_12400
ERR1913166.819963__1.819963	674529__R6V9C9__DXB21_16435
ERR1913166.820003__1.820003	239935__A0A2N8IMD6__CXU03_05585
ERR1913166.820135__1.820135	820__A0A3E4WA06__ERS852554_03404
ERR1913166.820173__1.820173	1262992__R5DEQ5__BN795_00722
ERR1913166.820244__1.820244	1262882__R5MZZ3__BN519_00482
ERR1913166.820305__1.820305	820__A0A174TRB5__DXD40_11305
ERR1913166.820509__1.820509	1263044__GCA_000433375.1_01814
ERR1913166.820550__1.820550	1262924__R7HMZ4__BN585_01629
ERR1913166.820732__1.820732	40518__R5DVU7__RBL236_00839
ERR1913166.820734__1.820734	1262882__R5MQ68__BN519_01178
ERR1913166.820783__1.820783	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913166.821033__1.821033	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.821039__1.821039	1262882__R5MZ58__BN519_00525
ERR1913166.821090__1.821090	216816__E8MVM4__APC1480_1562
ERR1913166.821170__1.821170	1263000__R5EXT3__BN466_02213
ERR1913166.821241__1.821241	544645__A0A3E4TG71__DXC42_03425
ERR1913166.821670__1.821670	1262882__R5MM90__BN519_01721
ERR1913166.821730__1.821730	820__A0A374Q8T2__DXB64_16190
ERR1913166.821816__1.821816	1263044__GCA_000433375.1_01823
ERR1913166.821942__1.821942	820__A0A139KEW8__DXB64_06405
ERR1913166.822028__1.822028	1262882__R5N532__BN519_01420
ERR1913166.822263__1.822263	239935__A0A2N8I5A2__DEF40_08455
ERR1913166.822317__1.822317	1262882__R5MQ68__BN519_01178
ERR1913166.822439__1.822439	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913166.822442__1.822442	28111__R5K5X6__NCTC11155_02508
ERR1913166.822523__1.822523	820__A0A139JRS5__HMPREF1073_04025
ERR1913166.822687__1.822687	1262882__R5N0F4__BN519_00593
ERR1913166.822717__1.822717	39492__D4JUD9__EUBSIR_01875
ERR1913166.822764__1.822764	820__A0A174LJB2__HMPREF1072_04112
ERR1913166.822989__1.822989	820__A0A1T4IY71__HMPREF2141_02402
ERR1913166.823144__1.823144	454155__F3QS52__HMPREF9442_01007
ERR1913166.823104__1.823104	39491__A0A396FQ67__DXB99_07505
ERR1913166.823207__1.823207	1263044__GCA_000433375.1_01822
ERR1913166.823234__1.823234	674529__R6W0I5__SAMN05444400_108102
ERR1913166.823467__1.823467	820__A0A174GK47__ERS852421_00200
ERR1913166.823482__1.823482	1262882__R5MGX3__BN519_00046
ERR1913166.823551__1.823551	487174__K0XLC3__HMPREF9448_01065
ERR1913166.823627__1.823627	40518__R5E6G1__DXD83_06815
ERR1913166.823806__1.823806	820__A7V8C2__ERS852554_01338
ERR1913166.823853__1.823853	216816__D6ZW33__azlC
ERR1913166.823884__1.823884	820__A0A1Q6IDS8__chtA
ERR1913166.823938__1.823938	1160721__R6U7U7__cheW1
ERR1913166.823984__1.823984	204516__U6RFU0__HMPREF1534_02545
ERR1913166.824032__1.824032	239935__A0A2N8HB50__CXU17_02615
ERR1913166.824109__1.824109	820__A0A139K0K1__DXB37_05460
ERR1913166.824113__1.824113	820__A7V8C2__ERS852554_01338
ERR1913166.824243__1.824243	1262882__R5N4D8__BN519_01497
ERR1913166.824299__1.824299	820__A0A3E4QZJ7__C801_01798
ERR1913166.824343__1.824343	820__A0A173XIP7__B5G17_16050
ERR1913166.824406__1.824406	823__A0A395YSW8__CF162_05645
ERR1913166.824478__1.824478	820__A0A139K4W5__HMPREF2141_02394
ERR1913166.824636__1.824636	820__A0A174A6K0__M093_0079
ERR1913166.824688__1.824688	1262924__R7HQD9__BN585_00129
ERR1913166.824747__1.824747	626933__H1DGX0__HMPREF9449_01506
ERR1913166.824779__1.824779	823__A6LEF3__ERS852560_01356
ERR1913166.824788__1.824788	820__A0A374Q854__HMPREF1073_03281
ERR1913166.824846__1.824846	572010__tgt
ERR1913166.825014__1.825014	674529__A0A174VGZ4__SAMN05444400_14914
ERR1913166.825016__1.825016	47678__R5U4P2__CGC64_17185
ERR1913166.824950__1.824950	328814__GCA_004558275.1_00036
ERR1913166.825145__1.825145	820__A0A174LJB2__HMPREF1072_04112
ERR1913166.825279__1.825279	2173__A0A1D2WSN7__Msm_1465
ERR1913166.825403__1.825403	39491__A0A396FPV7__ERS852580_01177
ERR1913166.825472__1.825472	820__A0A139KEW8__DXB64_06405
ERR1913166.825535__1.825535	556259__I0PYM3__BSGG_5385
ERR1913166.825569__1.825569	820__A0A173W419__DXC68_17760
ERR1913166.825657__1.825657	820__A0A139KJR5__M093_4469
ERR1913166.825619__1.825619	1297617__A0A0S2W1D1__C7373_11621
ERR1913166.825748__1.825748	823__A0A355XPA0__DXB14_05710
ERR1913166.825838__1.825838	39492__D4JSA4__ERS852540_00596
ERR1913166.825810__1.825810	820__A7VAS1__HMPREF2141_03259
ERR1913166.825980__1.825980	544645__A0A3E4T484__DXC42_11405
ERR1913166.826023__1.826023	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.826053__1.826053	1262882__R5MGX3__BN519_00046
ERR1913166.826055__1.826055	329854__R7DRH1__DXD27_19880
ERR1913166.826360__1.826360	820__A0A174Q0F0__DXB48_08080
ERR1913166.826563__1.826563	1262882__R5MIW5__BN519_00945
ERR1913166.826654__1.826654	39492__D4MJF3__EUBSIR_02248
ERR1913166.826689__1.826689	1262882__R5MHZ2__BN519_00742
ERR1913166.826731__1.826731	487174__K0XER9__DDY40_08885
ERR1913166.826773__1.826773	239935__A0A3F3K9J9__DEF40_00940
ERR1913166.826974__1.826974	1681__A0A3E4TVE9__HMPREF3196_01855
ERR1913166.826985__1.826985	1535__A7VTN9__CLOLEP_01932
ERR1913166.827109__1.827109	454155__F3QY71__HMPREF9442_03163
ERR1913166.827117__1.827117	371601__D7J0R3__SAMN04487924_11751
ERR1913166.827371__1.827371	328814__GCA_004558275.1_00198
ERR1913166.827498__1.827498	1262882__R5MSX6__BN519_01697
ERR1913166.827453__1.827453	384638__B7APR1__BACPEC_00667
ERR1913166.827686__1.827686	357276__A0A076IXE0__HMPREF1064_04364
ERR1913166.827873__1.827873	1262882__R5MRS7__BN519_01490
ERR1913166.827939__1.827939	820__A0A396CMY7__HMPREF1072_03009
ERR1913166.828067__1.828067	338188__R6RPM5__bglX_6
ERR1913166.828118__1.828118	820__A0A3E4XM43__DXC91_13960
ERR1913166.828183__1.828183	1262924__R7HRW9__BN585_00665
ERR1913166.828216__1.828216	820__A0A3E4VZY4__ERS852554_01211
ERR1913166.828231__1.828231	823__A0A355XIK0__CEQ22_011965
ERR1913166.828278__1.828278	1262924__R7HP98__BN585_02065
ERR1913166.828684__1.828684	820__A0A3E4VZY4__ERS852554_01211
ERR1913166.828651__1.828651	820__A0A139K337__ERS852459_02375
ERR1913166.828984__1.828984	853__A0A2A7B9I6__DW855_13690
ERR1913166.829009__1.829009	820__A0A174QLF0__SAMN05444418_109151
ERR1913166.829068__1.829068	28117__B0MTV3__BHV66_06405
ERR1913166.829107__1.829107	301302__A0A173T3P5__ERS852420_01836
ERR1913166.829266__1.829266	820__A0A3E4PYB0__yejM
ERR1913166.829267__1.829267	1262882__R5N2U9__BN519_01221
ERR1913166.829353__1.829353	820__A0A3E4GA19__SAMN05444418_10562
ERR1913166.829497__1.829497	820__A0A3E4VZY4__ERS852554_01211
ERR1913166.829761__1.829761	204516__U6RFU0__HMPREF1534_02545
ERR1913166.829892__1.829892	820__A0A374Q854__HMPREF1073_03281
ERR1913166.830141__1.830141	239935__A0A2N8IEP3__CXT84_03735
ERR1913166.830123__1.830123	1262882__R5N3T7__BN519_01188
ERR1913166.830220__1.830220	820__A0A139KJ23__celCCA
ERR1913166.830342__1.830342	626933__H1DGX0__HMPREF9449_01506
ERR1913166.830434__1.830434	487174__K0XMA0__HMPREF9448_01432
ERR1913166.830405__1.830405	820__A0A1T4IYF4__mprA_1
ERR1913166.830409__1.830409	1262882__R5MND9__BN519_00831
ERR1913166.830473__1.830473	820__A0A139KH21__DXC80_01780
ERR1913166.830514__1.830514	338188__C9L0Q6__HMPREF1057_02405
ERR1913166.830574__1.830574	820__A0A374Q854__HMPREF1073_03281
ERR1913166.830599__1.830599	28117__B0MXR4__BHV66_08025
ERR1913166.830681__1.830681	820__A0A3E5E0T0__ERS852554_00312
ERR1913166.830735__1.830735	820__A0A3E4VXP2__yesR
ERR1913166.831241__1.831241	820__A0A139KH21__DXC80_01780
ERR1913166.831348__1.831348	820__A0A139K8N1__ERS852554_00951
ERR1913166.831408__1.831408	820__A0A3E4G3J9__ERS852459_02265
ERR1913166.831434__1.831434	357276__A0A0K2HDP3__IY41_00705
ERR1913166.831674__1.831674	823__A0A069S0G2__DXB14_03195
ERR1913166.831946__1.831946	28111__E5WUH3__BACEGG_02112
ERR1913166.832038__1.832038	820__A0A173W419__DXC68_17760
ERR1913166.832044__1.832044	239935__R7DVW2__CXU02_03915
ERR1913166.832108__1.832108	1262882__R5N0J9__BN519_00773
ERR1913166.832207__1.832207	820__R7E9Z4__DXC68_06065
ERR1913166.832252__1.832252	301302__A0A0M6WJW1__ERS852420_02245
ERR1913166.832425__1.832425	820__A0A1T4IYF4__mprA_1
ERR1913166.832473__1.832473	820__A0A139K9Q2__DXD40_08795
ERR1913166.832478__1.832478	214856__A0A173YE57__ERS852559_00126
ERR1913166.832705__1.832705	820__A7VAR9__ERS852421_00197
ERR1913166.832787__1.832787	818__C6ILT7__BSIG_2708
ERR1913166.832887__1.832887	28117__B0MTW8__ALIPUT_00502
ERR1913166.832958__1.832958	387090__S0F7Y3__BACCOPRO_02028
ERR1913166.832978__1.832978	1262882__R5MKV8__BN519_01281
ERR1913166.833027__1.833027	820__A0A174F696__macB_13
ERR1913166.833032__1.833032	820__A0A396EUV1__B5G17_06465
ERR1913166.833097__1.833097	204516__U6RNF5__HMPREF1534_00381
ERR1913166.833110__1.833110	487174__K0X3U2__DIT83_02455
ERR1913166.833169__1.833169	820__I9TWZ7__DXC80_10550
ERR1913166.833207__1.833207	1262882__R5MIC9__BN519_00834
ERR1913166.833308__1.833308	1262882__R5MZ58__BN519_00525
ERR1913166.833315__1.833315	1262882__R5N3H1__BN519_01121
ERR1913166.833319__1.833319	820__A0A173YYG4__evgS_3
ERR1913166.833465__1.833465	328814__GCA_004558275.1_01621
ERR1913166.833511__1.833511	820__A0A174CK74__DXB48_07060
ERR1913166.833575__1.833575	1897011__A0A1Q6RH37__BHW41_01795
ERR1913166.833576__1.833576	487174__K0X3H8__HMPREF9448_02822
ERR1913166.834059__1.834059	39491__C4Z9K0__DXD95_07445
ERR1913166.834105__1.834105	544644__GCA_001915615.1_02201
ERR1913166.834165__1.834165	40520__A0A174LZ30__DXC87_12825
ERR1913166.834537__1.834537	301302__R5V631__ERS852420_03369
ERR1913166.834561__1.834561	820__A0A139KHD8__ERS417307_00569
ERR1913166.834707__1.834707	674529__R6V7P0__SAMN05444400_102331
ERR1913166.834714__1.834714	301302__A0A173QV75__M72_03601
ERR1913166.834752__1.834752	820__A0A3E4VXP2__yesR
ERR1913166.835110__1.835110	1262882__R5MMD8__BN519_01576
ERR1913166.835112__1.835112	820__A0A3E4IGA7__DXD40_07110
ERR1913166.835221__1.835221	820__A0A174QT76__B5G17_18060
ERR1913166.835267__1.835267	1160721__W0U5X6__RBI_I01796
ERR1913166.835279__1.835279	820__A0A173XIP7__B5G17_16050
ERR1913166.835289__1.835289	820__A0A374Q4X1__HMPREF2141_02370
ERR1913166.835442__1.835442	1150298__R7JNQ8__ERS852406_00857
ERR1913166.835516__1.835516	820__A7V859__ERS852462_00341
ERR1913166.835592__1.835592	818__R7KLE6__BJP75_004275
ERR1913166.835818__1.835818	820__A0A374MMF0__HMPREF1073_03811
ERR1913166.835847__1.835847	1262882__R5MHZ2__BN519_00742
ERR1913166.835913__1.835913	216816__B7GQM4__BLIC_f01073
ERR1913166.835927__1.835927	1262882__R5MQ68__BN519_01178
ERR1913166.835959__1.835959	1262882__R5MY46__BN519_00355
ERR1913166.836026__1.836026	239935__A0A2N8HQR1__Amuc_0287
ERR1913166.836100__1.836100	820__I9TWZ7__DXC80_10550
ERR1913166.836218__1.836218	820__I9A4U7__DHU98_12785
ERR1913166.836224__1.836224	820__R9HUV5__HMPREF2141_02582
ERR1913166.836305__1.836305	1262924__R7HRA6__BN585_00467
ERR1913166.836308__1.836308	820__A0A173W419__DXC68_17760
ERR1913166.836314__1.836314	1262882__R5MZZ3__BN519_00482
ERR1913166.836480__1.836480	820__A0A374Q854__HMPREF1073_03281
ERR1913166.836543__1.836543	166486__C7GCP5__ROSINTL182_07683
ERR1913166.836577__1.836577	46503__R6Y6S8__xynB_2
ERR1913166.836641__1.836641	820__A0A396EUV1__B5G17_06465
ERR1913166.836708__1.836708	227945__C2ENL9__HMPREF0548_1265
ERR1913166.836853__1.836853	821__A0A0P0M5Z6__BVU_0429
ERR1913166.837029__1.837029	820__A0A139KJR5__M093_4469
ERR1913166.837077__1.837077	1262882__R5MYI1__BN519_00416
ERR1913166.837226__1.837226	40518__R5DY73__DXD86_02865
ERR1913166.837251__1.837251	360807__C0FSM3__ROSEINA2194_01739
ERR1913166.837478__1.837478	106588__A6NUL8__BACCAP_01900
ERR1913166.837718__1.837718	1262882__R5N0J9__BN519_00773
ERR1913166.837940__1.837940	820__A0A396EWL3__ERS417307_03868
ERR1913166.837968__1.837968	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.838088__1.838088	1262882__R5MSX6__BN519_01697
ERR1913166.838118__1.838118	1262882__R5MYS0__BN519_00284
ERR1913166.838120__1.838120	820__A0A139KJR5__M093_4469
ERR1913166.838144__1.838144	39492__D4JRM9__bglB_2
ERR1913166.838388__1.838388	454155__F3QTH8__HMPREF9442_01496
ERR1913166.838497__1.838497	1297617__A0A0S2VZV7__IB211_00225
ERR1913166.838524__1.838524	820__A7VAR9__ERS852421_00197
ERR1913166.838582__1.838582	1262882__R5MKV8__BN519_01281
ERR1913166.838710__1.838710	1550024__A0A3B9WI73__ASJ35_03410
ERR1913166.838780__1.838780	39492__D4JVG7__ERS852540_00946
ERR1913166.838736__1.838736	1297617__A0A0S2W319__C7373_102437
ERR1913166.838785__1.838785	239935__A0A2N8I1R3__CXU05_06075
ERR1913166.838871__1.838871	823__A0A355XKQ8__DHP27_04010
ERR1913166.839096__1.839096	820__I9A4U7__DHU98_12785
ERR1913166.839238__1.839238	28117__B0MSS1__ALIPUT_00273
ERR1913166.839265__1.839265	1099853__G9S0L9__NSB1T_05150
ERR1913166.839443__1.839443	338188__A0A174AD17__BACFIN_08100
ERR1913166.839507__1.839507	818__R6VB25__BSIG_5053
ERR1913166.839556__1.839556	820__A0A374Q8T2__DXB64_16190
ERR1913166.839634__1.839634	820__A0A3E4IBC1__M094_0628
ERR1913166.839673__1.839673	39491__C4Z872__LD38_07250
ERR1913166.839723__1.839723	1262882__R5MSI5__BN519_01596
ERR1913166.840021__1.840021	820__A0A174TRB5__DXD40_11305
ERR1913166.840047__1.840047	820__A0A139KHX1__HMPREF2141_00289
ERR1913166.840048__1.840048	1099853__G9S871__NSB1T_02700
ERR1913166.840160__1.840160	626932__G5H751__HMPREF9450_00894
ERR1913166.840274__1.840274	39486__R6SE83__DXD82_03080
ERR1913166.840298__1.840298	1628085__A0A1C5ZVV6__C7386_11323
ERR1913166.840508__1.840508	1262743__R5C3K9__BN727_00605
ERR1913166.840578__1.840578	820__A7VAR9__ERS852421_00197
ERR1913166.840594__1.840594	853__A0A173YYY4__DWZ04_09420
ERR1913166.840662__1.840662	1263006__R6LYW4__BN515_01529
ERR1913166.840665__1.840665	820__A0A3E4W6P0__gmhA
ERR1913166.840763__1.840763	1796613__A0A1C7GYD6__A4V03_03700
ERR1913166.840838__1.840838	820__A0A3E4W9D9__B5G17_12400
ERR1913166.840849__1.840849	487173__H1D2K8__HMPREF9453_01846
ERR1913166.841047__1.841047	1262882__A0A356PSJ4__BN519_01180
ERR1913166.841222__1.841222	1262882__R5MKV8__BN519_01281
ERR1913166.841250__1.841250	371601__D6CXF7__BN891_50120
ERR1913166.841415__1.841415	820__A0A173W419__DXC68_17760
ERR1913166.841428__1.841428	820__A0A396EXA7__DXB37_15530
ERR1913166.841436__1.841436	46503__R6X8R7__PARMER_00141
ERR1913166.841450__1.841450	823__A0A355XGQ3__prmC
