ERR1913205.32__1.32	649756__D4MXW8__gpr
ERR1913205.1029147__1.1029147	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.1029148__1.1029148	239935__A0A2N8I6R6__CXU04_04335
ERR1913205.1029460__1.1029460	214856__A0A174EJT5__mnmA
ERR1913205.1029554__1.1029554	820__A0A139KHX1__HMPREF2141_00289
ERR1913205.1029657__1.1029657	214856__I3YPQ4__Alfi_2712
ERR1913205.1029710__1.1029710	1897011__A0A1Q6RE52__BHW41_04690
ERR1913205.1029720__1.1029720	1262911__R6GKS1__BN557_00184
ERR1913205.1029884__1.1029884	239935__A0A2N8I8X8__B5G29_00185
ERR1913205.1029903__1.1029903	1262882__R5MH55__BN519_00725
ERR1913205.1029991__1.1029991	487174__K0X2Q8__DDY40_04590
ERR1913205.1030088__1.1030088	214856__I3YPN9__ERS852447_01389
ERR1913205.1030227__1.1030227	214856__R6XQX8__ERS852559_02550
ERR1913205.1030235__1.1030235	239935__A0A2N8ITG2__Amuc_0335
ERR1913205.1030251__1.1030251	214856__A0A175A6T5__ERS852447_02658
ERR1913205.1030316__1.1030316	47678__A5ZF31__DXB67_11050
ERR1913205.1030384__1.1030384	328814__GCA_004558275.1_00073
ERR1913205.1030404__1.1030404	384638__B7APR1__BACPEC_00667
ERR1913205.1030501__1.1030501	1262882__R5MKX3__BN519_00395
ERR1913205.1030576__1.1030576	410072__A0A3E4GPR9__ERS852481_01341
ERR1913205.1030762__1.1030762	487174__K0WV63__DIT83_11035
ERR1913205.1030806__1.1030806	1262882__R5MKI3__BN519_00334
ERR1913205.1030811__1.1030811	651822__GCA_000210715.1_00753
ERR1913205.1030907__1.1030907	487174__K0X070__HMPREF9448_01324
ERR1913205.1030872__1.1030872	214856__I3YPP9__Alfi_2707
ERR1913205.1030932__1.1030932	853__A0A3E2U7E6__ERS852582_01640
ERR1913205.1030952__1.1030952	214856__R6XS46__ERS852559_00812
ERR1913205.1031254__1.1031254	214856__R6XKT4__ERS852559_01719
ERR1913205.1031349__1.1031349	1897011__A0A1Q6RIA1__BHW41_01225
ERR1913205.1031408__1.1031408	1262911__R6GPB1__BN557_00837
ERR1913205.1031596__1.1031596	214856__R6XS46__ERS852559_00812
ERR1913205.1031666__1.1031666	487174__K0WZP2__DDY40_04000
ERR1913205.1031639__1.1031639	214856__I3YPN9__ERS852447_01389
ERR1913205.1031807__1.1031807	821__E5UY21__C800_02204
ERR1913205.1032015__1.1032015	214856__R5UN64__ERS852447_02669
ERR1913205.1032032__1.1032032	1262882__R5MZ41__BN519_00356
ERR1913205.1032062__1.1032062	214856__A0A173ZSL2__ERS852559_00010
ERR1913205.1032218__1.1032218	818__A0A3E5HNS1__BSIG_0465
ERR1913205.1032256__1.1032256	328814__GCA_004558275.1_00074
ERR1913205.1032265__1.1032265	487174__K0XH97__HMPREF9448_01909
ERR1913205.1032311__1.1032311	1262889__R7H889__BN634_02048
ERR1913205.1032439__1.1032439	214856__R6Z4Q8__ERS852447_00885
ERR1913205.1032556__1.1032556	214856__I3YPP3__Alfi_2701
ERR1913205.1032584__1.1032584	214856__I3YPP0__ERS852447_01388
ERR1913205.1032603__1.1032603	214856__I3YMN6__Alfi_1938
ERR1913205.1032672__1.1032672	328814__GCA_004558275.1_01002
ERR1913205.1033009__1.1033009	47678__A5ZHL2__DXB67_12495
ERR1913205.1033108__1.1033108	214856__I3YPP3__Alfi_2701
ERR1913205.1033153__1.1033153	47678__A5ZBD0__ERS852494_02920
ERR1913205.1033154__1.1033154	214856__R6Z5D0__resA_4
ERR1913205.1033256__1.1033256	214856__A0A174EJT5__mnmA
ERR1913205.1033277__1.1033277	1501391__GCA_000786575.1_00103
ERR1913205.1033288__1.1033288	239935__A0A2N8IU14__ADH72_05655
ERR1913205.1033390__1.1033390	487174__K0XRA9__HMPREF9448_00572
ERR1913205.1033394__1.1033394	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913205.1033387__1.1033387	39492__D4JQS6__ykoD
ERR1913205.1033463__1.1033463	487174__K0X2Q8__DDY40_04590
ERR1913205.1033512__1.1033512	1262882__R5MQ68__BN519_01178
ERR1913205.1033754__1.1033754	487174__K0XK80__DIT83_00335
ERR1913205.1033766__1.1033766	214856__I3YPP0__ERS852447_01388
ERR1913205.1033780__1.1033780	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1033852__1.1033852	1262882__R5MQ63__BN519_01173
ERR1913205.1033942__1.1033942	214856__R5UN64__ERS852447_02669
ERR1913205.1034304__1.1034304	818__A0A0N7I9H8__ERS852461_00040
ERR1913205.1034555__1.1034555	214856__R6XKT4__ERS852559_01719
ERR1913205.1034715__1.1034715	1262882__R5N532__BN519_01420
ERR1913205.1034838__1.1034838	2293125__A0A374C0H7__DW917_10480
ERR1913205.1034885__1.1034885	28118__F9Z5M3__B5F93_14990
ERR1913205.1034892__1.1034892	1262882__R5MLP0__BN519_01597
ERR1913205.1034972__1.1034972	328814__GCA_004558275.1_00236
ERR1913205.1035122__1.1035122	214856__R6XQX8__ERS852559_02550
ERR1913205.1035297__1.1035297	818__A0A174TT69__SAMN02910322_02680
ERR1913205.1035322__1.1035322	214856__I3YPP2__Alfi_2700
ERR1913205.1035324__1.1035324	1262882__R5MS31__BN519_01529
ERR1913205.1035380__1.1035380	214856__I3YPP9__Alfi_2707
ERR1913205.1035475__1.1035475	1262882__R5N0H9__BN519_00764
ERR1913205.1035522__1.1035522	1262882__R5MGK3__BN519_00655
ERR1913205.1035532__1.1035532	214856__A0A174EJT5__mnmA
ERR1913205.1035582__1.1035582	1501391__GCA_000786575.1_00154
ERR1913205.1035630__1.1035630	487174__K0X429__HMPREF9448_00932
ERR1913205.1035655__1.1035655	47678__R5U558__ERS852558_02232
ERR1913205.1035728__1.1035728	1262911__R6GQ41__BN557_00435
ERR1913205.1035749__1.1035749	821__A0A174NVL6__NCTC10583_01782
ERR1913205.1035874__1.1035874	1262882__R5MEK3__BN519_00296
ERR1913205.1036091__1.1036091	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1036260__1.1036260	328813__A0A1Y3QXE7__B5G41_03065
ERR1913205.1036244__1.1036244	1262882__R5MT42__BN519_01729
ERR1913205.1036332__1.1036332	47678__R5U6B9__BACCAC_01372
ERR1913205.1036463__1.1036463	239935__A0A2N8HTZ8__CXU09_01270
ERR1913205.1036519__1.1036519	214856__R6Z288__ERS852447_00734
ERR1913205.1036544__1.1036544	1965604__A0A1Y4ETL4__B5F54_06395
ERR1913205.1036723__1.1036723	214856__I3YPP0__ERS852447_01388
ERR1913205.1036743__1.1036743	1235835__R9LCU2__C814_02677
ERR1913205.1036757__1.1036757	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1036766__1.1036766	214856__R6Z5D0__resA_4
ERR1913205.1036929__1.1036929	214856__I3YPQ4__Alfi_2712
ERR1913205.1036940__1.1036940	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1037145__1.1037145	214856__R6Y9P5__ERS852559_01811
ERR1913205.1037444__1.1037444	47678__A5ZEA3__ERS852558_00257
ERR1913205.1037455__1.1037455	239935__A0A2N8IYM5__CXT84_05130
ERR1913205.1037606__1.1037606	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1037611__1.1037611	818__Q8A3I3__HMPREF2534_00068
ERR1913205.1037688__1.1037688	301302__R5VCU3__cbiK_2
ERR1913205.1037935__1.1037935	1262911__R6GTZ4__BN557_01440
ERR1913205.1038088__1.1038088	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.1038245__1.1038245	214856__R6Z7Q9__ERS852447_02172
ERR1913205.1038250__1.1038250	214856__I3YPP0__ERS852447_01388
ERR1913205.1038446__1.1038446	214856__I3YPR6__Alfi_2724
ERR1913205.1038757__1.1038757	47678__R5UAY9__DW706_07200
ERR1913205.1038763__1.1038763	214856__I3YPR6__Alfi_2724
ERR1913205.1038809__1.1038809	1262882__R5MLT4__BN519_01496
ERR1913205.1039047__1.1039047	649756__D4MW50__HMPREF0369_01323
ERR1913205.1039015__1.1039015	371601__G1UK36__HMPREF1074_03496
ERR1913205.1039017__1.1039017	214856__I3YMC8__ERS852447_02666
ERR1913205.1039191__1.1039191	1262882__R5N5S3__BN519_00085
ERR1913205.1039272__1.1039272	39492__D4MIK7__EUBSIR_00676
ERR1913205.1039322__1.1039322	1235835__R9LCU2__C814_02677
ERR1913205.1039340__1.1039340	214856__I3YPP9__Alfi_2707
ERR1913205.1039381__1.1039381	1262882__R5MKV8__BN519_01281
ERR1913205.1039452__1.1039452	214856__A0A174AYS4__ERS852447_01192
ERR1913205.1039662__1.1039662	301302__R5UQ61__M72_23071
ERR1913205.1040003__1.1040003	818__Q8A3A6__Btheta7330_00071
ERR1913205.1040135__1.1040135	214856__R6Z288__ERS852447_00734
ERR1913205.1040431__1.1040431	214856__I3YMN6__Alfi_1938
ERR1913205.1040564__1.1040564	487174__K0X3V7__DIT83_01400
ERR1913205.1040734__1.1040734	239935__B2UL21__CXT98_03395
ERR1913205.1040844__1.1040844	328814__GCA_004558275.1_00992
ERR1913205.1040888__1.1040888	214856__R6XS46__ERS852559_00812
ERR1913205.1040976__1.1040976	239935__A0A2N8INK7__Amuc_0521
ERR1913205.1041159__1.1041159	28116__A0A395VSP8__ERS852555_02642
ERR1913205.1041226__1.1041226	1262882__R5MHQ8__BN519_00707
ERR1913205.1041291__1.1041291	1262882__R5MND9__BN519_00831
ERR1913205.1041299__1.1041299	239935__A0A139TVJ4__CXT86_02020
ERR1913205.1041334__1.1041334	301302__R5VGE0__ERS852420_00121
ERR1913205.1041554__1.1041554	1262882__R5MRT2__BN519_01494
ERR1913205.1041616__1.1041616	1501391__GCA_000786575.1_00038
ERR1913205.1041643__1.1041643	818__A0A0P0F391__BJP75_009470
ERR1913205.1041657__1.1041657	214856__R6YD52__ERS852447_02171
ERR1913205.1041747__1.1041747	214856__R6YD52__ERS852447_02171
ERR1913205.1041727__1.1041727	745368__A0A1T4WPN5__SAMN02745178_00931
ERR1913205.1041814__1.1041814	214856__I3YPP0__ERS852447_01388
ERR1913205.1042329__1.1042329	214856__R6XTZ7__ERS852447_02314
ERR1913205.1042376__1.1042376	214856__A0A173YXX1__ERS852559_01651
ERR1913205.1042458__1.1042458	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913205.1042566__1.1042566	214856__I3YPQ4__Alfi_2712
ERR1913205.1042725__1.1042725	214856__I3YPP0__ERS852447_01388
ERR1913205.1042804__1.1042804	214856__I3YPN0__ERS852447_01398
ERR1913205.1042945__1.1042945	1262882__R5MEI8__BN519_00283
ERR1913205.1043022__1.1043022	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.1043064__1.1043064	487174__K0X429__HMPREF9448_00932
ERR1913205.1043116__1.1043116	214856__I3YMN6__Alfi_1938
ERR1913205.1043190__1.1043190	214856__R5UN64__ERS852447_02669
ERR1913205.1043312__1.1043312	214856__I3YPR6__Alfi_2724
ERR1913205.1043387__1.1043387	214856__R6Z288__ERS852447_00734
ERR1913205.1043433__1.1043433	1501391__GCA_000786575.1_00043
ERR1913205.1043630__1.1043630	214856__A0A175A6T5__ERS852447_02658
ERR1913205.1043789__1.1043789	239935__A0A2N8IHY1__CXU06_00035
ERR1913205.1044135__1.1044135	214856__A0A173YXX1__ERS852559_01651
ERR1913205.1044229__1.1044229	214856__R6XS46__ERS852559_00812
ERR1913205.1044313__1.1044313	1550024__A0A0D8J259__TQ39_04100
ERR1913205.1044367__1.1044367	1235835__R9LCU2__C814_02677
ERR1913205.1044427__1.1044427	410072__A0A173RMJ4__ydfH_1
ERR1913205.1044461__1.1044461	214856__I3YPP0__ERS852447_01388
ERR1913205.1044634__1.1044634	487174__K0X4L2__pgl
ERR1913205.1044694__1.1044694	214856__I3YPN3__ERS852447_01395
ERR1913205.1044724__1.1044724	487174__K0XER9__DDY40_08885
ERR1913205.1044762__1.1044762	39491__R6TQ09__DXC13_03010
ERR1913205.1044936__1.1044936	39492__D4JSD3__EUBSIR_00131
ERR1913205.1044981__1.1044981	1501391__GCA_000786575.1_00106
ERR1913205.1044982__1.1044982	818__A0A139KDV3__HMPREF2534_02467
ERR1913205.1045434__1.1045434	239935__A0A2N8HDT1__CXT94_05270
ERR1913205.1045515__1.1045515	214856__I3YPP3__Alfi_2701
ERR1913205.1045576__1.1045576	28117__B0MYI9__BHV66_05415
ERR1913205.1045774__1.1045774	853__A0A173XRA8__CGS56_09290
ERR1913205.1045849__1.1045849	214856__A0A174ZEW0__ERS852447_00985
ERR1913205.1046084__1.1046084	239935__A0A2N8ITG2__Amuc_0335
ERR1913205.1046115__1.1046115	214856__R6Y6H8__ERS852447_01719
ERR1913205.1046199__1.1046199	28118__R6FCN5__Odosp_2070
ERR1913205.1046174__1.1046174	214856__R6YD52__ERS852447_02171
ERR1913205.1046216__1.1046216	214856__I3YPI7__pepD_1
ERR1913205.1046560__1.1046560	487174__K0WYI1__DDY40_08675
ERR1913205.1046589__1.1046589	239935__A0A2N8IUQ8__CXU09_01665
ERR1913205.1046659__1.1046659	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1046733__1.1046733	853__C7H7F5__DWZ46_01780
ERR1913205.1046740__1.1046740	239935__A0A139TMY7__CXU13_02020
ERR1913205.1046760__1.1046760	1262882__R5MEN9__BN519_00201
ERR1913205.1046914__1.1046914	28118__F9Z7S2__DF785_12600
ERR1913205.1047064__1.1047064	214856__I3YMN6__Alfi_1938
ERR1913205.1047303__1.1047303	239935__A0A2N8HEH9__CXU07_11710
ERR1913205.1047446__1.1047446	214856__I3YMC8__ERS852447_02666
ERR1913205.1047576__1.1047576	214856__R6Y7P0__ERS852447_00307
ERR1913205.1047696__1.1047696	239935__A0A2N8IF99__lpdA
ERR1913205.1047733__1.1047733	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.1047749__1.1047749	214856__I3YMC8__ERS852447_02666
ERR1913205.1047856__1.1047856	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1047925__1.1047925	214856__A0A173Z1B0__ERS852447_00765
ERR1913205.1047905__1.1047905	214856__I3YPP3__Alfi_2701
ERR1913205.1048011__1.1048011	214856__R6Y0B9__ERS852559_00164
ERR1913205.1048125__1.1048125	214856__I3YMC8__ERS852447_02666
ERR1913205.1048161__1.1048161	47678__A5ZH12__DXB67_04890
ERR1913205.1048096__1.1048096	214856__I3YPP0__ERS852447_01388
ERR1913205.1048101__1.1048101	214856__A0A175A6T5__ERS852447_02658
ERR1913205.1048456__1.1048456	487174__K0X079__DIT83_00640
ERR1913205.1048541__1.1048541	1262882__R5MQW1__BN519_01295
ERR1913205.1048820__1.1048820	39492__D4JVG7__ERS852540_00946
ERR1913205.1048866__1.1048866	214856__I3YPN9__ERS852447_01389
ERR1913205.1048900__1.1048900	1501391__GCA_000786575.1_00076
ERR1913205.1048912__1.1048912	487174__K0X455__HMPREF9448_00399
ERR1913205.1048926__1.1048926	487174__K0WUZ1__DIT83_10815
ERR1913205.1048973__1.1048973	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.1049173__1.1049173	410072__C0B4V0__ERS852481_02420
ERR1913205.1049206__1.1049206	1965604__A0A1Y4F7K6__B5F54_02365
ERR1913205.1049283__1.1049283	239935__A0A2N8HB50__CXU17_02615
ERR1913205.1049378__1.1049378	239935__B2UQB8__CXT86_01740
ERR1913205.1049459__1.1049459	357276__I9QBT7__BSEG_03340
ERR1913205.1049621__1.1049621	214856__I3YPR5__ERS852447_01364
ERR1913205.1049692__1.1049692	214856__A0A174C683__ERS852559_00523
ERR1913205.1049768__1.1049768	214856__R5UN64__ERS852447_02669
ERR1913205.1049965__1.1049965	1897011__A0A1Q6REX7__BHW41_04490
ERR1913205.1050082__1.1050082	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1050298__1.1050298	1262882__R5MQ68__BN519_01178
ERR1913205.1050590__1.1050590	301302__A0A173S3L8__vpr
ERR1913205.1050635__1.1050635	1965576__A0A1Y4LQA6__B5F19_06455
ERR1913205.1050781__1.1050781	328813__A0A1Y3QQ66__B5G41_14240
ERR1913205.1050864__1.1050864	214856__I3YPP3__Alfi_2701
ERR1913205.1050901__1.1050901	487174__K0WWY0__DIT83_10195
ERR1913205.1051132__1.1051132	214856__A0A174ZD89__ERS852559_00526
ERR1913205.1051171__1.1051171	214856__A0A174AYS4__ERS852447_01192
ERR1913205.1051377__1.1051377	39492__D4JTF2__mutS2
ERR1913205.1051548__1.1051548	1262743__R5C5J9__BN727_01192
ERR1913205.1051583__1.1051583	214856__I3YPQ9__ERS852447_01370
ERR1913205.1051806__1.1051806	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913205.1051767__1.1051767	1262882__R5N5S3__BN519_00085
ERR1913205.1051854__1.1051854	214856__I3YMN6__Alfi_1938
ERR1913205.1052014__1.1052014	214856__R6Y9P5__ERS852559_01811
ERR1913205.1052035__1.1052035	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913205.1052251__1.1052251	214856__I3YPR6__Alfi_2724
ERR1913205.1052512__1.1052512	487174__K0XJ34__DDY40_06890
ERR1913205.1052580__1.1052580	39492__A0A174ZG93__EUBSIR_00254
ERR1913205.1052696__1.1052696	301302__R5UQK8__M72_11501
ERR1913205.1052829__1.1052829	214856__R6XS46__ERS852559_00812
ERR1913205.1053045__1.1053045	214856__A0A173YXX1__ERS852559_01651
ERR1913205.1053182__1.1053182	239935__R6JAS2__CXU02_10725
ERR1913205.1053291__1.1053291	328814__GCA_004558275.1_02278
ERR1913205.1053391__1.1053391	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1053421__1.1053421	214856__I3YPQ3__Alfi_2711
ERR1913205.1053507__1.1053507	214856__R6Z186__ERS852447_00718
ERR1913205.1053604__1.1053604	239935__A0A2N8I1R3__CXU05_06075
ERR1913205.1053606__1.1053606	47678__R5UER2__CGC64_00710
ERR1913205.1053683__1.1053683	1628085__A0A2U1BGN2__C7386_10147
ERR1913205.1053700__1.1053700	1501391__GCA_000786575.1_00031
ERR1913205.1053731__1.1053731	214856__I3YPN9__ERS852447_01389
ERR1913205.1053740__1.1053740	214856__A0A175A6T5__ERS852447_02658
ERR1913205.1053800__1.1053800	214856__R5UN64__ERS852447_02669
ERR1913205.1053841__1.1053841	214856__A0A173YDP1__ERS852559_00120
ERR1913205.1053845__1.1053845	410072__A0A3E4GQ67__sigV_1
ERR1913205.1053906__1.1053906	1262882__R5N4P6__BN519_01346
ERR1913205.1053927__1.1053927	214856__I3YMN6__Alfi_1938
ERR1913205.1054051__1.1054051	216816__C2GV16__APC1504_1666
ERR1913205.1054151__1.1054151	28118__F9Z7B3__SAMEA44545918_00670
ERR1913205.1054192__1.1054192	1262882__R5MM90__BN519_01721
ERR1913205.1054286__1.1054286	1501391__GCA_000786575.1_00003
ERR1913205.1054324__1.1054324	214856__R6YD52__ERS852447_02171
ERR1913205.1054341__1.1054341	214856__A0A173ZR84__ERS852559_00013
ERR1913205.1054348__1.1054348	47678__R5UT83__DW706_09750
ERR1913205.1054484__1.1054484	572010__adhR
ERR1913205.1054561__1.1054561	214856__A0A173YXX1__ERS852559_01651
ERR1913205.1054573__1.1054573	214856__R6Z288__ERS852447_00734
ERR1913205.1054825__1.1054825	649756__A0A173S8W9__DCR88_01065
ERR1913205.1054978__1.1054978	1262882__R5MMP8__BN519_01654
ERR1913205.1055044__1.1055044	39492__D4JQS6__ykoD
ERR1913205.1055121__1.1055121	1501391__GCA_000786575.1_00054
ERR1913205.1055156__1.1055156	214856__R6Z4Q8__ERS852447_00885
ERR1913205.1055224__1.1055224	214856__A0A174ZD89__ERS852559_00526
ERR1913205.1055368__1.1055368	214856__A0A174EJT5__mnmA
ERR1913205.1055442__1.1055442	214856__R6Z288__ERS852447_00734
ERR1913205.1055465__1.1055465	214856__R6Z288__ERS852447_00734
ERR1913205.1055514__1.1055514	1262882__R5MNC1__BN519_00818
ERR1913205.1055662__1.1055662	239935__A0A2N8ITX2__CXT86_11265
ERR1913205.1055771__1.1055771	1262882__R5MMD8__BN519_01576
ERR1913205.1055824__1.1055824	1262882__R5N4I8__BN519_01293
ERR1913205.1055867__1.1055867	1262882__R5N0F4__BN519_00593
ERR1913205.1055941__1.1055941	239935__A0A2N8HB50__CXU17_02615
ERR1913205.1056016__1.1056016	214856__I3YMN6__Alfi_1938
ERR1913205.1056311__1.1056311	47678__A5ZEX0__DW706_08045
ERR1913205.1056423__1.1056423	214856__R6Z7Q9__ERS852447_02172
ERR1913205.1056478__1.1056478	1262882__R5N4P6__BN519_01346
ERR1913205.1056550__1.1056550	487174__K0WYI1__DDY40_08675
ERR1913205.1056617__1.1056617	1235835__R9LCU2__C814_02677
ERR1913205.1056737__1.1056737	1262882__R5MND9__BN519_00831
ERR1913205.1056782__1.1056782	1262882__R5MZZ3__BN519_00482
ERR1913205.1056843__1.1056843	214856__I3YPP0__ERS852447_01388
ERR1913205.1056932__1.1056932	214856__I3YPQ0__ERS852447_01379
ERR1913205.1057316__1.1057316	239935__A0A2N8IQX1__dnaA
ERR1913205.1057411__1.1057411	214856__I3YMB7__Alfi_1811
ERR1913205.1057687__1.1057687	214856__R6Z5D0__resA_4
ERR1913205.1057694__1.1057694	1262911__R6HIV6__BN557_01807
ERR1913205.1057766__1.1057766	818__A0A174RFL1__ERS852511_03380
ERR1913205.1057925__1.1057925	487174__K0WV19__HMPREF9448_01820
ERR1913205.1057983__1.1057983	301302__A0A0M6WI31__znuC_2
ERR1913205.1057985__1.1057985	39492__D4JRS7__ERS852540_02076
ERR1913205.1058017__1.1058017	39492__D4JV38__EUBSIR_01205
ERR1913205.1058038__1.1058038	821__A0A174RA14__M099_1655
ERR1913205.1058187__1.1058187	1262882__R5N678__BN519_01604
ERR1913205.1058336__1.1058336	214856__R5UN64__ERS852447_02669
ERR1913205.1058421__1.1058421	214856__I3YPN9__ERS852447_01389
ERR1913205.1058438__1.1058438	39485__A0A174Z7G5__EUBELI_01168
ERR1913205.1058588__1.1058588	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.1058641__1.1058641	47678__A5ZJ80__BACCAC_02965
ERR1913205.1058701__1.1058701	214856__I3YMN6__Alfi_1938
ERR1913205.1058871__1.1058871	214856__I3YPN9__ERS852447_01389
ERR1913205.1059006__1.1059006	214856__R6Y9P5__ERS852559_01811
ERR1913205.1059102__1.1059102	818__A0A3E5GY47__SAMN02910322_02002
ERR1913205.1059438__1.1059438	214856__I3YPQ4__Alfi_2712
ERR1913205.1059442__1.1059442	214856__A0A174EQR4__rsmA
ERR1913205.1059625__1.1059625	1262882__R5MT42__BN519_01729
ERR1913205.1059720__1.1059720	214856__A0A174ZLW6__ERS852559_01424
ERR1913205.1059760__1.1059760	1501391__GCA_000786575.1_00002
ERR1913205.1059770__1.1059770	214856__I3YK71__ERS852559_02472
ERR1913205.1059859__1.1059859	1262911__R6H212__BN557_01031
ERR1913205.1059852__1.1059852	214856__I3YMC8__ERS852447_02666
ERR1913205.1059998__1.1059998	214856__R6XTZ7__ERS852447_02314
ERR1913205.1060089__1.1060089	1262882__R5MIY9__BN519_01097
ERR1913205.1060176__1.1060176	214856__I3YMN6__Alfi_1938
ERR1913205.1060473__1.1060473	214856__R6XQX8__ERS852559_02550
ERR1913205.1060635__1.1060635	33025__A0A395J973__C8D73_11010
ERR1913205.1060663__1.1060663	1235835__R9LCU2__C814_02677
ERR1913205.1060798__1.1060798	214856__I3YMB7__Alfi_1811
ERR1913205.1061030__1.1061030	214856__I3YMN6__Alfi_1938
ERR1913205.1061043__1.1061043	47678__R5U8Y1__BACCAC_02615
ERR1913205.1061045__1.1061045	1262882__R5N4P6__BN519_01346
ERR1913205.1061092__1.1061092	328813__A0A1Y3QZ64__B5G41_14235
ERR1913205.1061058__1.1061058	239935__A0A2N8IMC9__CXU09_02095
ERR1913205.1061221__1.1061221	487174__K0XL35__DDY40_11955
ERR1913205.1061236__1.1061236	1262882__R5MSX6__BN519_01697
ERR1913205.1061404__1.1061404	239935__A0A2N8IEP3__CXT84_03735
ERR1913205.1061471__1.1061471	39492__D4JUR4__ERS852540_01427
ERR1913205.1061624__1.1061624	214856__I3YMC8__ERS852447_02666
ERR1913205.1061745__1.1061745	88431__A6BIL9__ERS852573_01301
ERR1913205.1061778__1.1061778	214856__A0A174EQR4__rsmA
ERR1913205.1061783__1.1061783	301302__R5UL57__ERS852420_00622
ERR1913205.1061883__1.1061883	214856__I3YMC8__ERS852447_02666
ERR1913205.1061928__1.1061928	301302__R5UVE7__ERS852420_01292
ERR1913205.1062260__1.1062260	214856__A0A174AYS4__ERS852447_01192
ERR1913205.1062336__1.1062336	487174__K0X694__DIT83_09060
ERR1913205.1062403__1.1062403	214856__A0A174FW22__ERS852447_02437
ERR1913205.1062381__1.1062381	214856__R6XTZ7__ERS852447_02314
ERR1913205.1062446__1.1062446	1262882__R5N5J6__BN519_01504
ERR1913205.1062519__1.1062519	239935__A0A2N8IJI1__B5G29_04615
ERR1913205.1062547__1.1062547	239935__A0A2N8HL50__CXT98_09135
ERR1913205.1062638__1.1062638	239935__A0A2N8I368__CXT95_04550
ERR1913205.1062679__1.1062679	1262882__R5MRT2__BN519_01494
ERR1913205.1062786__1.1062786	214856__R6XQX8__ERS852559_02550
ERR1913205.1062860__1.1062860	487174__K0X694__DIT83_09060
ERR1913205.1062868__1.1062868	214856__I3YPN0__ERS852447_01398
ERR1913205.1062880__1.1062880	1262911__R6H1A6__BN557_01286
ERR1913205.1063053__1.1063053	39492__D4JX34__ERS852540_00411
ERR1913205.1063098__1.1063098	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913205.1063169__1.1063169	39492__D4JQS7__ERS852540_01645
ERR1913205.1063266__1.1063266	214856__A0A174CRY5__ERS852559_01060
ERR1913205.1063432__1.1063432	214856__I3YPQ0__ERS852447_01379
ERR1913205.1063444__1.1063444	301302__A0A0M6WWE7__ERS852420_01309
ERR1913205.1063452__1.1063452	1262911__R6H0U7__BN557_01104
ERR1913205.1063478__1.1063478	1965569__A0A1Y4NK94__B5F07_19320
ERR1913205.1063554__1.1063554	100884__E7GFK8__HMPREF9488_03551
ERR1913205.1063651__1.1063651	214856__I3YPQ9__ERS852447_01370
ERR1913205.1063675__1.1063675	239935__A0A2N8IIB9__CXU04_01970
ERR1913205.1064017__1.1064017	214856__I3YPN9__ERS852447_01389
ERR1913205.1064026__1.1064026	214856__A0A173W3Y5__ERS852559_02032
ERR1913205.1064171__1.1064171	487174__K0X773__DIT83_07170
ERR1913205.1064369__1.1064369	214856__R6Z5D0__resA_4
ERR1913205.1064519__1.1064519	39488__A0A173URJ8__misCB
ERR1913205.1064592__1.1064592	487174__K0X694__DIT83_09060
ERR1913205.1064544__1.1064544	214856__A0A174EJT5__mnmA
ERR1913205.1064629__1.1064629	214856__I3YPP0__ERS852447_01388
ERR1913205.1064660__1.1064660	239935__A0A2N8IMC3__CXT96_03840
ERR1913205.1064704__1.1064704	214856__I3YPN9__ERS852447_01389
ERR1913205.1064771__1.1064771	214856__A0A175A6T5__ERS852447_02658
ERR1913205.1064840__1.1064840	239935__A0A2N8HB50__CXU17_02615
ERR1913205.1064976__1.1064976	47678__R5U8Y1__BACCAC_02615
ERR1913205.1065049__1.1065049	214856__R6YD52__ERS852447_02171
ERR1913205.1065153__1.1065153	301302__A0A0M6WPH4__ERS852420_01173
ERR1913205.1065359__1.1065359	239935__A0A2N8J1K0__CXT97_05765
ERR1913205.1065506__1.1065506	1262777__R5W5T6__BN512_01843
ERR1913205.1065547__1.1065547	214856__R6Y2Y4__ERS852447_01086
ERR1913205.1065583__1.1065583	214856__I3YPP3__Alfi_2701
ERR1913205.1065689__1.1065689	821__A0A395VLM8__BvMPK_3650
ERR1913205.1065840__1.1065840	1262882__R5MMP8__BN519_01654
