ERR1913221.832__1.832	33043__A0A173X520__ERS852575_01617
ERR1913221.1945045__1.1945045	1262886__R6Q800__BN563_00921
ERR1913221.1945508__1.1945508	45851__R5LYV2__BHV86_00590
ERR1913221.1945850__1.1945850	33043__A0A374K1H3__ykoD_2
ERR1913221.1946183__1.1946183	1379702__U6EE28__MBMB1_1515
ERR1913221.1946648__1.1946648	165179__A0A3E5E2S3__DXB80_03455
ERR1913221.1946847__1.1946847	165179__D1PCL6__DXB80_13435
ERR1913221.1947126__1.1947126	45851__D4RYS8__BUTYVIB_00989
ERR1913221.1947222__1.1947222	418240__A0A173WPF0__spoIIIAE
ERR1913221.1947643__1.1947643	33039__D4M0U9__mucD
ERR1913221.1948007__1.1948007	45851__D4RZK8__BUTYVIB_01274
ERR1913221.1948167__1.1948167	1263006__R6LPA6__BN515_01864
ERR1913221.1948480__1.1948480	33043__A0A173YPE0__thiD
ERR1913221.1948498__1.1948498	39485__A0A174Z7G5__EUBELI_01168
ERR1913221.1948941__1.1948941	2293125__A0A374BZ50__DW917_11090
ERR1913221.1948990__1.1948990	45851__D4RZF4__BUTYVIB_01220
ERR1913221.1949170__1.1949170	165179__A0A3E5E189__PREVCOP_06699
ERR1913221.1949202__1.1949202	39485__C4Z685__EUBELI_20332
ERR1913221.1949240__1.1949240	39485__A0A174YMI9__cph2_5
ERR1913221.1949414__1.1949414	45851__D4RYB8__BHV86_01965
ERR1913221.1949556__1.1949556	1735__A0A395WAL9__EUBIFOR_01618
ERR1913221.1949646__1.1949646	1263006__R6LT73__BN515_01094
ERR1913221.1949690__1.1949690	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913221.1949786__1.1949786	1262882__R5MZZ3__BN519_00482
ERR1913221.1949898__1.1949898	165179__A0A174K816__DXB80_12000
ERR1913221.1950018__1.1950018	165179__D1PEW8__DXB80_13775
ERR1913221.1950309__1.1950309	45851__D4RW33__ylbJ
ERR1913221.1950589__1.1950589	39485__R5ZT06__EUBELI_20526
ERR1913221.1950640__1.1950640	45851__D4S080__BHV86_10275
ERR1913221.1950854__1.1950854	572010__feoB_2
ERR1913221.1950997__1.1950997	821__A0A174NSU0__BVU_3144
ERR1913221.1951157__1.1951157	39485__C4Z028__ERS852492_00100
ERR1913221.1951655__1.1951655	39485__C4Z1J7__ERS852490_01574
ERR1913221.1951784__1.1951784	165179__A0A3E5EA43__DXC61_07775
ERR1913221.1951861__1.1951861	45851__D4S0P6__BUTYVIB_01665
ERR1913221.1951937__1.1951937	165179__A0A3E5DWZ6__DXC61_10880
ERR1913221.1952066__1.1952066	39492__D4JWX2__accB
ERR1913221.1952222__1.1952222	1284775__A0A095Y5J4__HMPREF1640_07320
ERR1913221.1952710__1.1952710	39491__A0A396FMF1__EUR_28700
ERR1913221.1952842__1.1952842	46503__R6X0L4__DXB61_05325
ERR1913221.1952900__1.1952900	45851__D4RW33__ylbJ
ERR1913221.1952913__1.1952913	45851__D4RYC5__BHV86_01930
ERR1913221.1953099__1.1953099	39485__A0A174ZBJ8__speA_2
ERR1913221.1953237__1.1953237	39485__A0A174ZNZ2__ERS852492_02345
ERR1913221.1953339__1.1953339	45851__D4RWJ0__BHV86_05915
ERR1913221.1953495__1.1953495	45851__D4RWY2__BHV86_07415
ERR1913221.1953539__1.1953539	458033__GCA_001482755.1_02203
ERR1913221.1953724__1.1953724	1262992__R5CXM8__BN795_01024
ERR1913221.1953751__1.1953751	39485__A0A175A023__yhhT
ERR1913221.1953774__1.1953774	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913221.1953880__1.1953880	100886__A0A174H497__ERS852383_03913
ERR1913221.1954169__1.1954169	165179__A0A229I1J2__DXB80_03950
ERR1913221.1954269__1.1954269	39485__C4Z6J9__ERS852492_02049
ERR1913221.1954382__1.1954382	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913221.1954613__1.1954613	45851__D4S2F3__BUTYVIB_02275
ERR1913221.1954681__1.1954681	45851__D4RYR7__BHV86_05495
ERR1913221.1954758__1.1954758	39485__A0A174ZLN0__EUBELI_00120
ERR1913221.1954686__1.1954686	853__A0A2A7B9I6__DW855_13690
ERR1913221.1954693__1.1954693	853__A0A329UEG4__CHR60_00585
ERR1913221.1954695__1.1954695	45851__D4RYC5__BHV86_01930
ERR1913221.1954713__1.1954713	165179__A0A229I2W6__PREVCOP_04332
ERR1913221.1954833__1.1954833	1262961__R6DRK8__BN710_01062
ERR1913221.1954932__1.1954932	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913221.1955069__1.1955069	88431__A0A3D0F1X8__ERS852408_00673
ERR1913221.1955347__1.1955347	45851__D4RYU0__BHV86_05340
ERR1913221.1955589__1.1955589	2173__A0A1D2WW38__METSMIF1_03111
ERR1913221.1955699__1.1955699	45851__D4S069__spoIVA
ERR1913221.1955705__1.1955705	1262760__R5L4T1__BN758_00546
ERR1913221.1955799__1.1955799	1262886__R6Q7L1__BN563_00804
ERR1913221.1956044__1.1956044	39491__A0A396FSR4__ERS852580_02287
ERR1913221.1956192__1.1956192	39496__A5Z5I2__EUBVEN_00963
ERR1913221.1956279__1.1956279	45851__D4RYK6__BHV86_00465
ERR1913221.1956351__1.1956351	1262886__R6Q7L1__BN563_00804
ERR1913221.1956672__1.1956672	45851__D4S247__BUTYVIB_02169
ERR1913221.1956727__1.1956727	45851__D4RWN6__BUTYVIB_00072
ERR1913221.1956900__1.1956900	1262886__R6QJF6__BN563_01169
ERR1913221.1957055__1.1957055	45851__R5LHE7__BUTYVIB_00061
ERR1913221.1957124__1.1957124	45851__D4S069__spoIVA
ERR1913221.1957359__1.1957359	322505__xre_3
ERR1913221.1957402__1.1957402	39485__R5ZRT8__gmr_6
ERR1913221.1957418__1.1957418	821__A0A395UNT8__DXD64_15275
ERR1913221.1957446__1.1957446	39485__C4Z6V7__walK
ERR1913221.1957540__1.1957540	45851__D4RY78__BUTYVIB_00783
ERR1913221.1957562__1.1957562	853__A0A174CVG7__CGS58_09335
ERR1913221.1957755__1.1957755	1262911__R6GZ01__BN557_00641
ERR1913221.1958021__1.1958021	630129__S2ZXU6__BKAS_1980
ERR1913221.1958090__1.1958090	1262886__R6QA85__BN563_00826
ERR1913221.1958463__1.1958463	1262760__R5L7M6__BN758_01020
ERR1913221.1958558__1.1958558	45851__D4RWZ9__murF
ERR1913221.1958524__1.1958524	45851__D4RYU3__BUTYVIB_01007
ERR1913221.1958686__1.1958686	46503__R6X6L7__HMPREF1060_00291
ERR1913221.1958738__1.1958738	100886__A0A174LEG5__ERS852383_05606
ERR1913221.1958832__1.1958832	45851__D4RZ82__BHV86_03550
ERR1913221.1958892__1.1958892	1263011__R6DWR3__BN553_00805
ERR1913221.1959123__1.1959123	39485__A0A174YMD0__EUBELI_01093
ERR1913221.1959518__1.1959518	100886__A0A174HSH4__CATMIT_02717
ERR1913221.1959435__1.1959435	410072__C0B4V0__ERS852481_02420
ERR1913221.1959620__1.1959620	39485__A0A174ZTY8__ycfH
ERR1913221.1959723__1.1959723	1262886__R6QP39__BN563_00737
ERR1913221.1959766__1.1959766	39485__A0A175A403__EUBELI_20577
ERR1913221.1959880__1.1959880	1262825__R5EHM5__BN724_01843
ERR1913221.1959930__1.1959930	100886__A0A174HN43__ERS852383_04112
ERR1913221.1959957__1.1959957	45851__D4RWG7__BUTYVIB_00298
ERR1913221.1960393__1.1960393	45851__D4RW69__BUTYVIB_00200
ERR1913221.1960738__1.1960738	45851__D4RYR7__BHV86_05495
ERR1913221.1960782__1.1960782	1262760__R5LYY0__BN758_00267
ERR1913221.1960978__1.1960978	33039__A0A174ZHW3__ERS852424_00452
ERR1913221.1961032__1.1961032	45851__D4RZD5__BUTYVIB_01201
ERR1913221.1961136__1.1961136	1262825__R5EAF0__BN724_01054
ERR1913221.1961211__1.1961211	1262816__R6C2E4__BN687_01567
ERR1913221.1961718__1.1961718	1262911__R6H1J5__BN557_00905
ERR1913221.1961733__1.1961733	1262882__R5MLP0__BN519_01597
ERR1913221.1961738__1.1961738	39491__A0A396FSK3__ERS852417_00383
ERR1913221.1961931__1.1961931	39485__C4Z5L9__ERS852490_00668
ERR1913221.1962419__1.1962419	33043__D5HFE5__ERS852445_00644
ERR1913221.1962443__1.1962443	39485__A0A174Z1T6__sfp
ERR1913221.1962909__1.1962909	165179__D1PDJ4__DXB80_08505
ERR1913221.1963045__1.1963045	39485__A0A175A403__EUBELI_20577
ERR1913221.1963277__1.1963277	1680__R5GPK0__B0487_0620
ERR1913221.1963550__1.1963550	418240__C6J9W6__ERS852523_00370
ERR1913221.1963868__1.1963868	1297617__A0A0S2W724__IB211_02743
ERR1913221.1964030__1.1964030	1262886__R6QIL5__BN563_00897
ERR1913221.1964435__1.1964435	39491__A0A395ZHV7__ykvU
ERR1913221.1964490__1.1964490	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913221.1964648__1.1964648	45851__D4RW43__BUTYVIB_00173
ERR1913221.1965016__1.1965016	45851__D4S1R9__BHV86_08150
ERR1913221.1965121__1.1965121	165179__A0A174SA26__PREVCOP_05758
ERR1913221.1965178__1.1965178	45851__D4RY55__BHV86_05010
ERR1913221.1965579__1.1965579	45851__D4S0T7__BHV86_09275
ERR1913221.1965741__1.1965741	45851__D4RWC1__BHV86_06985
ERR1913221.1965839__1.1965839	165179__D1PCT4__DXB80_09470
ERR1913221.1966086__1.1966086	1262992__R5D1K9__BN795_01025
ERR1913221.1966378__1.1966378	165179__A0A3E5DZD8__DXB80_09150
ERR1913221.1966308__1.1966308	39485__C4Z2X2__ERS852492_01808
ERR1913221.1966318__1.1966318	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913221.1966798__1.1966798	1262825__R5EJL5__BN724_02201
ERR1913221.1966821__1.1966821	33043__D5HF50__ERS852386_02415
ERR1913221.1967053__1.1967053	45851__D4RY62__BHV86_05035
ERR1913221.1967598__1.1967598	853__E2ZGD9__C7J97_11715
ERR1913221.1967645__1.1967645	2173__A0A1D2WU48__Msm_1454
ERR1913221.1967650__1.1967650	45851__D4RZ82__BHV86_03550
ERR1913221.1968066__1.1968066	165179__D1PES9__DXB80_11585
ERR1913221.1968437__1.1968437	88431__A0A3D0F1X8__ERS852408_00673
ERR1913221.1968555__1.1968555	165179__A0A3E4SEG4__DXC61_11235
ERR1913221.1968625__1.1968625	45851__D4RWN6__BUTYVIB_00072
ERR1913221.1969117__1.1969117	165179__A0A3E5DN34__DXC61_07865
ERR1913221.1969118__1.1969118	45851__D4RZF4__BUTYVIB_01220
ERR1913221.1969269__1.1969269	1284775__A0A095Y5I6__HMPREF1640_07260
ERR1913221.1969353__1.1969353	2022527__A0A264YA17__CHL74_03025
ERR1913221.1969381__1.1969381	301302__R5UP16__M72_22551
ERR1913221.1969416__1.1969416	410072__C0B543__DXD67_15070
ERR1913221.1969510__1.1969510	384638__B7AT14__BACPEC_01282
ERR1913221.1969515__1.1969515	1262911__R6GPB5__BN557_00842
ERR1913221.1970117__1.1970117	1262882__R5MS31__BN519_01529
ERR1913221.1970428__1.1970428	1262825__R5EGM6__BN724_01636
ERR1913221.1971273__1.1971273	1262961__R6EFP3__BN710_01985
ERR1913221.1971423__1.1971423	1262882__R5MLP0__BN519_01597
ERR1913221.1971430__1.1971430	853__A0A3E2U7E6__ERS852582_01640
ERR1913221.1971500__1.1971500	853__A0A173YYY4__DWZ04_09420
ERR1913221.1971645__1.1971645	1262882__R5MIY9__BN519_01097
ERR1913221.1971909__1.1971909	1262825__R5DZJ8__BN724_01044
ERR1913221.1972018__1.1972018	39485__A0A1Q6PG30__ERS852492_00010
ERR1913221.1972021__1.1972021	1262911__R6GII0__BN557_01496
ERR1913221.1972276__1.1972276	39486__B0G868__DXD84_08295
ERR1913221.1972433__1.1972433	114416__GeneID:951193
ERR1913221.1972575__1.1972575	328814__GCA_004558275.1_00076
ERR1913221.1972602__1.1972602	39485__A0A174ZKZ4__spoIIQ_1
ERR1913221.1972919__1.1972919	33043__A0A173ZL29__ERS852386_01345
ERR1913221.1972957__1.1972957	39485__R5ZT06__EUBELI_20526
ERR1913221.1973062__1.1973062	45851__D4RYS4__BHV86_05460
ERR1913221.1973219__1.1973219	39486__R6S7Q3__DXD84_03220
ERR1913221.1973698__1.1973698	821__A0A174NVL6__NCTC10583_01782
ERR1913221.1973783__1.1973783	1042156__F7V3A8__HipB
ERR1913221.1973920__1.1973920	1262886__R6QN23__BN563_00445
ERR1913221.1973988__1.1973988	1262760__R5L6U4__BN758_00921
ERR1913221.1974045__1.1974045	301302__R5UNJ6__M72_26701
ERR1913221.1974475__1.1974475	165179__A0A3E5DV57__DXB80_11400
ERR1913221.1975069__1.1975069	1262760__R5LSJ2__BN758_01510
ERR1913221.1975179__1.1975179	45851__D4S2F3__BUTYVIB_02275
ERR1913221.1975200__1.1975200	1262816__R6BWN3__BN687_00521
ERR1913221.1975217__1.1975217	1262825__R5DZF1__BN724_01019
ERR1913221.1975325__1.1975325	165179__A0A3E5AE59__DXC61_12885
ERR1913221.1975442__1.1975442	1262882__R5ML49__BN519_01361
ERR1913221.1975584__1.1975584	39486__A0A3E4M8R7__mobB
ERR1913221.1975880__1.1975880	1299998__GCA_001494635.1_02087
ERR1913221.1976084__1.1976084	33039__D4M1B1__ERS852577_03971
ERR1913221.1976271__1.1976271	165179__A0A3E5ED28__PREVCOP_06655
ERR1913221.1976394__1.1976394	165179__A0A3E5DRF6__DXC61_00200
ERR1913221.1976449__1.1976449	165179__A0A3E5A5E5__DXC61_13965
ERR1913221.1976474__1.1976474	39491__A0A395ZDC6__addB
ERR1913221.1976611__1.1976611	45851__D4RZA1__rimI
ERR1913221.1976636__1.1976636	39485__A0A174YSU1__ERS852492_00576
ERR1913221.1976658__1.1976658	1262882__R5MEK3__BN519_00296
ERR1913221.1976718__1.1976718	165179__A0A3E5E6S6__DXB80_07575
ERR1913221.1976742__1.1976742	45851__D4RWP4__BHV86_06190
ERR1913221.1976988__1.1976988	1262761__R6QRP2__BN606_00241
ERR1913221.1977436__1.1977436	39485__R5ZVC3__ERS852490_00250
ERR1913221.1977599__1.1977599	100886__A0A174HGR4__pepD
ERR1913221.1977763__1.1977763	45851__D4RWN6__BUTYVIB_00072
ERR1913221.1978030__1.1978030	1262929__R6F053__BN691_00334
ERR1913221.1978349__1.1978349	2173__A0A1D2WVA1__Msm_0411
ERR1913221.1978410__1.1978410	45851__D4S1J8__BUTYVIB_01969
ERR1913221.1978470__1.1978470	45851__D4RYI3__BHV86_01630
ERR1913221.1978490__1.1978490	28118__F9ZBL4__NCTC10826_02348
ERR1913221.1978526__1.1978526	39485__A0A174YVS4__EUBELI_00620
ERR1913221.1979845__1.1979845	39491__A0A395V464__EUBREC_1509
ERR1913221.1979926__1.1979926	1262992__R5CXM8__BN795_01024
ERR1913221.1980335__1.1980335	165179__D1PCT4__DXB80_09470
ERR1913221.1980470__1.1980470	418240__A0A174E8U8__sigM_3
ERR1913221.1980691__1.1980691	165179__D1PGU8__PREVCOP_06463
ERR1913221.1980765__1.1980765	45851__D4S288__BHV86_04325
ERR1913221.1981574__1.1981574	1262961__R6EFP3__BN710_01985
ERR1913221.1981494__1.1981494	39485__C4Z6J7__ERS852492_02047
ERR1913221.1981802__1.1981802	338188__K5CB50__BACFIN_05402
ERR1913221.1981903__1.1981903	165179__D1PDJ4__DXB80_08505
ERR1913221.1981952__1.1981952	165179__D1P9T6__PREVCOP_04016
ERR1913221.1982099__1.1982099	1262761__R6QM05__BN606_00047
ERR1913221.1982178__1.1982178	853__A0A3E2U7E6__ERS852582_01640
ERR1913221.1982588__1.1982588	165179__D1P8Q2__trpF
ERR1913221.1982696__1.1982696	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913221.1982710__1.1982710	853__A0A2A7B9I6__DW855_13690
ERR1913221.1982638__1.1982638	2173__A5UNB7__BK798_05290
ERR1913221.1982966__1.1982966	1263000__R5EXT3__BN466_02213
ERR1913221.1983004__1.1983004	745368__A0A1T4XIF3__SAMN02745178_01889
ERR1913221.1983344__1.1983344	853__A0A173XRA8__CGS56_09290
ERR1913221.1983236__1.1983236	821__A6KZK3__ERS852457_04265
ERR1913221.1983392__1.1983392	45851__D4RY62__BHV86_05035
ERR1913221.1983452__1.1983452	384638__B7APN3__BACPEC_00639
ERR1913221.1983883__1.1983883	39485__A0A175A403__EUBELI_20577
ERR1913221.1984406__1.1984406	33043__A0A174A3W6__ERS852445_00349
ERR1913221.1984381__1.1984381	39491__A0A395ZJZ1__LD38_01870
ERR1913221.1984387__1.1984387	39491__D4JM76__DXC13_02150
ERR1913221.1984512__1.1984512	45851__D4RZF5__BUTYVIB_01221
ERR1913221.1984513__1.1984513	45851__D4RYU3__BUTYVIB_01007
ERR1913221.1984653__1.1984653	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913221.1984622__1.1984622	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913221.1985000__1.1985000	2022527__A0A264YC84__CHL74_01220
ERR1913221.1984932__1.1984932	45851__D4S1R9__BHV86_08150
ERR1913221.1985078__1.1985078	216816__A0A087AWM6__APK78_00765
ERR1913221.1985259__1.1985259	853__A0A2A7B9I6__DW855_13690
ERR1913221.1985226__1.1985226	39492__D4JVT0__EUBSIR_00059
ERR1913221.1985328__1.1985328	357276__A0A076ISJ4__B5F95_19420
ERR1913221.1985714__1.1985714	39491__A0A395UWA3__DXB69_11805
ERR1913221.1985881__1.1985881	39485__C4Z6J7__ERS852492_02047
ERR1913221.1986041__1.1986041	61171__B9Y5T8__HOLDEFILI_01170
ERR1913221.1986202__1.1986202	165179__A0A174IHQ2__PREVCOP_05478
ERR1913221.1986205__1.1986205	45851__D4RZD5__BUTYVIB_01201
ERR1913221.1986183__1.1986183	39485__A0A174ZNW9__luxQ_1
ERR1913221.1986300__1.1986300	39491__A0A0M6WPN4__DXB69_06325
ERR1913221.1986347__1.1986347	39485__A0A174YTX0__mro
ERR1913221.1986431__1.1986431	418240__A0A174DNS5__ERS852478_02290
ERR1913221.1986834__1.1986834	1262825__R5EER7__BN724_00148
ERR1913221.1987450__1.1987450	33043__A8SV35__ERS852386_01106
ERR1913221.1987738__1.1987738	45851__D4S2J5__BUTYVIB_02317
ERR1913221.1987744__1.1987744	39485__A0A174ZA72__glgB_1
ERR1913221.1988380__1.1988380	1262886__R6QHZ9__BN563_00710
ERR1913221.1988504__1.1988504	1262825__R5E849__BN724_01960
ERR1913221.1988517__1.1988517	45851__D4RX43__BUTYVIB_00394
ERR1913221.1988531__1.1988531	1262825__R5DZL7__BN724_01018
ERR1913221.1988584__1.1988584	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913221.1988686__1.1988686	165179__A0A3E5E2S3__DXB80_03455
ERR1913221.1988911__1.1988911	1262958__R7GZM7__BN645_01711
ERR1913221.1989066__1.1989066	45851__D4S1R9__BHV86_08150
ERR1913221.1989328__1.1989328	39491__D4JM76__DXC13_02150
ERR1913221.1989264__1.1989264	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913221.1989949__1.1989949	45851__D4RYR7__BHV86_05495
ERR1913221.1989990__1.1989990	45851__D4S288__BHV86_04325
ERR1913221.1990363__1.1990363	1262882__R5MND9__BN519_00831
ERR1913221.1990864__1.1990864	74426__group_4851
ERR1913221.1990970__1.1990970	28052__R5HJU0__ERS852451_00148
ERR1913221.1991211__1.1991211	45851__D4RYI3__BHV86_01630
ERR1913221.1991330__1.1991330	165179__A0A174SA26__PREVCOP_05758
ERR1913221.1991961__1.1991961	1262961__R6EKE2__BN710_00905
ERR1913221.1992252__1.1992252	45851__D4RY08__BUTYVIB_00711
ERR1913221.1992344__1.1992344	45851__D4RZ40__BHV86_03390
ERR1913221.1992419__1.1992419	45851__D4RXN5__BUTYVIB_00586
ERR1913221.1992565__1.1992565	45851__D4S2J5__BUTYVIB_02317
ERR1913221.1992849__1.1992849	45851__D4RXA4__BUTYVIB_00455
ERR1913221.1992942__1.1992942	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913221.1993026__1.1993026	1262882__R5MLP5__BN519_01602
ERR1913221.1993061__1.1993061	45851__D4RWN6__BUTYVIB_00072
ERR1913221.1993124__1.1993124	39485__C4Z685__EUBELI_20332
ERR1913221.1993139__1.1993139	1262760__R5L6U4__BN758_00921
ERR1913221.1993661__1.1993661	165179__A0A3E5A554__DXB80_13805
ERR1913221.1993927__1.1993927	2173__A0A1D2WX16__METSMIALI_00508
ERR1913221.1994004__1.1994004	40520__A0A396A2X4__RUMOBE_00875
ERR1913221.1994613__1.1994613	1262743__R5C054__BN727_01980
ERR1913221.1995021__1.1995021	1735__B7C934__EUBIFOR_00691
ERR1913221.1995111__1.1995111	39485__A0A175A023__yhhT
ERR1913221.1995178__1.1995178	1262825__R5EKK9__BN724_00408
ERR1913221.1995225__1.1995225	45851__D4RZ17__BUTYVIB_01081
ERR1913221.1995487__1.1995487	165179__A0A3E5ED28__PREVCOP_06655
ERR1913221.1995572__1.1995572	45851__D4RZ82__BHV86_03550
ERR1913221.1995804__1.1995804	1150298__R7JUX4__ERS852535_02669
ERR1913221.1995849__1.1995849	821__A0A174NM17__lacZ_6
ERR1913221.1996076__1.1996076	1263030__R5CZV8__BN705_01159
ERR1913221.1996165__1.1996165	901__B6WQE3__DHV46_07200
ERR1913221.1996210__1.1996210	165179__A0A3E5DV57__DXB80_11400
ERR1913221.1996246__1.1996246	1262761__R6QYZ5__BN606_00402
ERR1913221.1996435__1.1996435	40520__A0A174RXB2__DXD81_16980
ERR1913221.1996453__1.1996453	39485__A0A174ZNW9__luxQ_1
ERR1913221.1996692__1.1996692	39491__A0A395ZHW3__ERS852417_01359
ERR1913221.1996858__1.1996858	1262825__R5EGI3__BN724_01623
ERR1913221.1996880__1.1996880	165179__A0A3E5EB26__CFT61_02800
ERR1913221.1997084__1.1997084	1262961__R6DV84__BN710_01922
ERR1913221.1997194__1.1997194	45851__D4RYC4__BHV86_01935
ERR1913221.1997749__1.1997749	1262825__R5EBR2__BN724_01996
ERR1913221.1997897__1.1997897	45851__R5LJL1__BHV86_09305
ERR1913221.1998227__1.1998227	1262761__R6RB22__BN606_01933
ERR1913221.1998443__1.1998443	1262992__R5DEQ5__BN795_00722
ERR1913221.1998572__1.1998572	165179__A0A229I6N7__DXC61_06720
ERR1913221.1998547__1.1998547	1262825__R5EGI3__BN724_01623
ERR1913221.1998608__1.1998608	1262959__R5Y0V4__BN680_01500
ERR1913221.1998638__1.1998638	45851__D4RWR5__BHV86_06295
ERR1913221.1998767__1.1998767	1262959__R5YDI8__BN680_00380
ERR1913221.1998790__1.1998790	137732__GCF_000162475.2_00311
ERR1913221.1998809__1.1998809	45851__D4RWZ9__murF
ERR1913221.1999187__1.1999187	821__D4VD59__BHV80_04260
ERR1913221.1999196__1.1999196	821__A0A396F598__CUU_3259
ERR1913221.1999560__1.1999560	45851__D4RYA4__BHV86_02030
ERR1913221.1999622__1.1999622	39485__C4Z6V7__walK
ERR1913221.1999677__1.1999677	418240__A0A173X9L0__ERS852523_01318
ERR1913221.1999718__1.1999718	165179__D1PB89__DXC61_08425
ERR1913221.1999773__1.1999773	45851__D4S1A8__BHV86_08940
ERR1913221.2000008__1.2000008	1263006__R6M176__BN515_00274
ERR1913221.2000242__1.2000242	33039__A0A174ZCB2__ERS852577_04014
ERR1913221.2000527__1.2000527	39485__A0A174Z851__cdaR_1
ERR1913221.2000797__1.2000797	45851__D4RYD2__BUTYVIB_00837
ERR1913221.2000863__1.2000863	1262825__R5E978__BN724_00307
ERR1913221.2001041__1.2001041	1262825__R5EAJ1__BN724_00766
ERR1913221.2001121__1.2001121	1262761__R6RBJ5__BN606_02022
ERR1913221.2001158__1.2001158	165179__D1P8V8__DXC61_01940
ERR1913221.2001169__1.2001169	165179__A0A3E5E7J5__DXC61_10360
ERR1913221.2001199__1.2001199	1262911__R6GY22__BN557_00023
ERR1913221.2001494__1.2001494	821__U6RDC2__DXD46_15675
ERR1913221.2001526__1.2001526	487174__K0X9T7__HMPREF9448_00996
ERR1913221.2001574__1.2001574	820__A0A139KIL9__DXC68_05945
ERR1913221.2001891__1.2001891	1262761__R6RPK4__BN606_00541
ERR1913221.2002016__1.2002016	39485__A0A174ZNW9__luxQ_1
ERR1913221.2001971__1.2001971	2293125__A0A374CHN9__DW917_02240
ERR1913221.2002150__1.2002150	1262886__R6QBM7__BN563_01264
ERR1913221.2002306__1.2002306	100886__E2NSE0__CATMIT_01500
ERR1913221.2002390__1.2002390	853__A0A329UEG4__CHR60_00585
ERR1913221.2002632__1.2002632	45851__D4RZC9__BUTYVIB_01195
ERR1913221.2002702__1.2002702	88431__A6BFJ3__ERS852408_01680
ERR1913221.2002899__1.2002899	2022527__A0A264YB35__CHL74_00015
ERR1913221.2003090__1.2003090	2173__A0A1D2WVA1__Msm_0411
ERR1913221.2003137__1.2003137	39485__R5ZRT8__gmr_6
ERR1913221.2003745__1.2003745	45851__D4RWZ9__murF
ERR1913221.2003981__1.2003981	821__A6L0C7__ERS852556_03520
ERR1913221.2004016__1.2004016	301301__A0A395VD41__RHOM_11540
ERR1913221.2004328__1.2004328	1150298__A0A174DX06__ERS852498_00491
ERR1913221.2004386__1.2004386	853__A0A173T6P2__DWZ46_14595
ERR1913221.2004411__1.2004411	33039__D4M1B1__ERS852577_03971
ERR1913221.2004554__1.2004554	39492__A0A174ZHV5__msbA_2
ERR1913221.2004855__1.2004855	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913221.2005068__1.2005068	45851__D4S031__BHV86_10500
ERR1913221.2005124__1.2005124	45851__D4RWC5__BHV86_07005
ERR1913221.2005140__1.2005140	165179__A0A3E5A554__DXB80_13805
ERR1913221.2005236__1.2005236	246787__A0A3D6AZF8__BACCELL_02529
ERR1913221.2005313__1.2005313	39485__A0A175A023__yhhT
ERR1913221.2005517__1.2005517	45851__D4RXL5__BHV86_02950
ERR1913221.2005803__1.2005803	1150298__R7JRU1__degA_3
ERR1913221.2006392__1.2006392	572010__ppdK
ERR1913221.2006539__1.2006539	39485__A0A174ZPH7__ERS852490_01992
ERR1913221.2006541__1.2006541	45851__D4RY55__BHV86_05010
ERR1913221.2006965__1.2006965	1262886__R6Q7C7__BN563_00709
ERR1913221.2007032__1.2007032	1262825__R5E9Z5__BN724_01773
ERR1913221.2007182__1.2007182	39485__R5ZRN3__ERS852490_00208
ERR1913221.2007359__1.2007359	39485__C4Z6J7__ERS852492_02047
ERR1913221.2007363__1.2007363	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913221.2007792__1.2007792	45851__D4RWN6__BUTYVIB_00072
ERR1913221.2007832__1.2007832	172901__A0A2U1B7N5__C8D82_10518
ERR1913221.2007889__1.2007889	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913221.2008009__1.2008009	39485__C4Z1J7__ERS852490_01574
ERR1913221.2008246__1.2008246	2173__A5ULV3__Msm_0976
ERR1913221.2008352__1.2008352	2173__A5UJ55__METSMIF1_03396
ERR1913221.2008673__1.2008673	45851__D4RW73__BHV86_06745
ERR1913221.2008634__1.2008634	1262825__R5E090__BN724_01145
ERR1913221.2008888__1.2008888	544580__F9PLP1__AXE84_07765
ERR1913221.2009087__1.2009087	1263107__GCA_000436995.1_00071
ERR1913221.2009582__1.2009582	1262961__R6DSZ1__BN710_01276
ERR1913221.2009519__1.2009519	1263000__R5EKG2__BN466_02040
ERR1913221.2009558__1.2009558	418240__A0A173XT66__ERS852478_00742
ERR1913221.2009597__1.2009597	1150298__A0A174S2H3__spoIIQ
ERR1913221.2009676__1.2009676	1262992__R5CXM7__BN795_01016
ERR1913221.2009824__1.2009824	40520__A0A174IER6__ywaD
ERR1913221.2009955__1.2009955	39485__A0A174YSU1__ERS852492_00576
ERR1913221.2010159__1.2010159	45851__D4RYD1__ytvI
