ERR1913040.45__1.45	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913040.1627422__1.1627422	310297__B5D370__DXC17_06570
ERR1913040.1627435__1.1627435	39491__D4JMW8__ERS852497_01971
ERR1913040.1627458__1.1627458	40518__R5DVX3__RBL263_01584
ERR1913040.1627463__1.1627463	1262924__R7HLK0__BN585_01496
ERR1913040.1627578__1.1627578	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1627602__1.1627602	1262924__R7HU74__BN585_00690
ERR1913040.1627512__1.1627512	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1627686__1.1627686	28117__B0MSS1__ALIPUT_00273
ERR1913040.1627776__1.1627776	39488__A0A285PS63__DXD91_02115
ERR1913040.1627780__1.1627780	165179__W1I4H6__DXB80_13655
ERR1913040.1627784__1.1627784	39491__A0A395UYA6__EUBREC_0408
ERR1913040.1627834__1.1627834	165179__A0A229I7F5__DXB80_02650
ERR1913040.1627851__1.1627851	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1627930__1.1627930	165179__A0A3E5A554__DXB80_13805
ERR1913040.1627986__1.1627986	853__A0A173T6P2__DWZ46_14595
ERR1913040.1628086__1.1628086	487173__H1CYR3__HMPREF9453_00501
ERR1913040.1628160__1.1628160	821__D4VC51__M099_1508
ERR1913040.1628183__1.1628183	39485__C4Z684__ERS852492_01895
ERR1913040.1628227__1.1628227	28117__B0MTH2__ALIPUT_00061
ERR1913040.1628235__1.1628235	310298__B3JNH3__BACCOP_03486
ERR1913040.1628208__1.1628208	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1628296__1.1628296	820__A0A174FUG6__DXC91_11265
ERR1913040.1628377__1.1628377	39485__A0A174YMM2__ERS852490_01019
ERR1913040.1628403__1.1628403	301301__G2T455__RHOM_11960
ERR1913040.1628434__1.1628434	1262924__R7HPU8__BN585_00010
ERR1913040.1628502__1.1628502	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1628576__1.1628576	165179__A0A3E5DZ45__DXC61_02820
ERR1913040.1628654__1.1628654	40518__R5DYP7__envC
ERR1913040.1628745__1.1628745	28117__B0MY45__ALIPUT_02164
ERR1913040.1628784__1.1628784	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1628831__1.1628831	39488__A0A173U8N3__yhbU_1
ERR1913040.1628857__1.1628857	1262739__R6MZI8__BN659_01574
ERR1913040.1628961__1.1628961	310298__B3JNG7__BACCOP_03480
ERR1913040.1629009__1.1629009	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1629011__1.1629011	39491__C4Z9K7__EUBREC_0050
ERR1913040.1629059__1.1629059	39491__A0A396FJV5__ERS852417_00035
ERR1913040.1629105__1.1629105	39488__A0A173SQY9__minC
ERR1913040.1629188__1.1629188	1262992__R5D1H8__BN795_00995
ERR1913040.1629224__1.1629224	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1629193__1.1629193	165179__D1PHC0__PREVCOP_06640
ERR1913040.1629208__1.1629208	39485__A0A1Q6PH92__cbbX
ERR1913040.1629254__1.1629254	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1629299__1.1629299	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1629327__1.1629327	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1629351__1.1629351	853__C7H1R8__DW905_06675
ERR1913040.1629390__1.1629390	1680__A0A087DHN0__AL0462_1532
ERR1913040.1629404__1.1629404	216816__B7GTR6__BLD_0992
ERR1913040.1629408__1.1629408	487174__K0XMA0__HMPREF9448_01432
ERR1913040.1629465__1.1629465	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1629484__1.1629484	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913040.1629546__1.1629546	165179__A0A3E5EA43__DXC61_07775
ERR1913040.1629631__1.1629631	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1629912__1.1629912	165179__A0A3E5EB26__CFT61_02800
ERR1913040.1629976__1.1629976	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1629995__1.1629995	39491__C4ZF05__vpr
ERR1913040.1630022__1.1630022	853__A0A2A7B9I6__DW855_13690
ERR1913040.1630039__1.1630039	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1630337__1.1630337	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1630411__1.1630411	310298__B3JNG7__BACCOP_03480
ERR1913040.1630520__1.1630520	28116__I9ST00__M088_5588
ERR1913040.1630548__1.1630548	28116__C3QVY2__SAMN05444282_12234
ERR1913040.1630573__1.1630573	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1630593__1.1630593	47678__R5U978__ERS852558_01076
ERR1913040.1630646__1.1630646	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1630722__1.1630722	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1630790__1.1630790	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1630870__1.1630870	821__A0A396F1N0__M099_1553
ERR1913040.1630957__1.1630957	1262924__R7HPG6__BN585_00099
ERR1913040.1631039__1.1631039	410072__C0BC88__DXD67_11180
ERR1913040.1631043__1.1631043	165179__A0A3E5DZ45__DXC61_02820
ERR1913040.1631117__1.1631117	28117__B0MXX3__BHV66_07695
ERR1913040.1631154__1.1631154	40518__R5DYU1__DXD86_01160
ERR1913040.1631175__1.1631175	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1631237__1.1631237	74426__groL
ERR1913040.1631267__1.1631267	39485__A0A174ZAI7__outO
ERR1913040.1631347__1.1631347	165179__A0A3E5A554__DXB80_13805
ERR1913040.1631369__1.1631369	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913040.1631431__1.1631431	821__E5UY21__C800_02204
ERR1913040.1631463__1.1631463	214856__A0A174AYS4__ERS852447_01192
ERR1913040.1631548__1.1631548	39491__A0A395ZDC6__addB
ERR1913040.1631613__1.1631613	820__A7VAR9__ERS852421_00197
ERR1913040.1631595__1.1631595	165179__A0A229I4J4__proA
ERR1913040.1631660__1.1631660	853__A0A2A7B1Y7__C7K05_11930
ERR1913040.1631740__1.1631740	74426__pdxS
ERR1913040.1631943__1.1631943	165179__A0A3E5AAM8__DXB80_10240
ERR1913040.1632001__1.1632001	204516__U6REI9__HMPREF1534_02357
ERR1913040.1632080__1.1632080	28118__F9Z3G8__B5F99_01835
ERR1913040.1632101__1.1632101	74426__infB
ERR1913040.1632202__1.1632202	853__A0A173YYY4__DWZ04_09420
ERR1913040.1632204__1.1632204	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1632249__1.1632249	165179__A0A174IPI3__CFT61_10940
ERR1913040.1632260__1.1632260	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1632265__1.1632265	1261__D3MR67__SAMN05660467_01650
ERR1913040.1632325__1.1632325	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1632376__1.1632376	820__A0A174QLF0__SAMN05444418_109151
ERR1913040.1632401__1.1632401	487173__H1CYA6__HMPREF9453_00344
ERR1913040.1632404__1.1632404	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1632577__1.1632577	39491__C4Z9K0__DXD95_07445
ERR1913040.1632591__1.1632591	33039__D4LZZ3__psf-1
ERR1913040.1632652__1.1632652	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1632837__1.1632837	487174__K0XDZ0__HMPREF9448_02863
ERR1913040.1632860__1.1632860	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1632875__1.1632875	301301__A0A395V396__RHOM_09170
ERR1913040.1632919__1.1632919	820__A0A174CK74__DXB48_07060
ERR1913040.1632967__1.1632967	820__A0A139KEW8__DXB64_06405
ERR1913040.1632978__1.1632978	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1633029__1.1633029	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1633094__1.1633094	39491__A0A174K9A3__DXB69_07785
ERR1913040.1633103__1.1633103	40518__R5E304__thiT
ERR1913040.1633150__1.1633150	216816__A0A083XVP2__HMPREF1315_0108
ERR1913040.1633208__1.1633208	28117__B0MY41__BHV66_05165
ERR1913040.1633216__1.1633216	853__A0A173T8T3__DW882_06555
ERR1913040.1633224__1.1633224	821__E5UY21__C800_02204
ERR1913040.1633276__1.1633276	28118__R6F5X8__DF785_07935
ERR1913040.1633386__1.1633386	165179__A0A229I3Z6__PREVCOP_03666
ERR1913040.1633413__1.1633413	821__A0A0P0LQT3__DXC03_05050
ERR1913040.1633557__1.1633557	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1633619__1.1633619	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1633698__1.1633698	39485__A0A174YRS0__ERS852492_00307
ERR1913040.1633828__1.1633828	384639__GCA_003096855.1_00975
ERR1913040.1633843__1.1633843	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1633919__1.1633919	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1633931__1.1633931	28116__A0A395VZB9__Bovatus_03205
ERR1913040.1634032__1.1634032	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1634060__1.1634060	1160721__R6T157__BHW50_04000
ERR1913040.1634167__1.1634167	310298__B3JLT9__BACCOP_02886
ERR1913040.1634191__1.1634191	1262929__R6EYU3__BN691_00676
ERR1913040.1634310__1.1634310	821__A0A173WG51__BVU_2549
ERR1913040.1634400__1.1634400	28117__B0MXW9__ALIPUT_01981
ERR1913040.1634433__1.1634433	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1634452__1.1634452	165179__A0A3E5AHY4__CFT61_07675
ERR1913040.1634466__1.1634466	39491__A0A0M6WNS5__DXC13_02015
ERR1913040.1634473__1.1634473	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1634579__1.1634579	39491__A0A395UZZ5__htpG_1
ERR1913040.1634596__1.1634596	39485__R5ZSH7__EUBELI_00953
ERR1913040.1634665__1.1634665	853__A0A2A7B9I6__DW855_13690
ERR1913040.1634710__1.1634710	165179__A0A3E5E189__PREVCOP_06699
ERR1913040.1634736__1.1634736	487173__H1D168__HMPREF9453_01356
ERR1913040.1634757__1.1634757	204516__U6RM57__HMPREF1534_00757
ERR1913040.1634811__1.1634811	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1634907__1.1634907	47678__R5V1A3__BACCAC_02796
ERR1913040.1635007__1.1635007	310298__B3JFK5__BACCOP_00655
ERR1913040.1635233__1.1635233	1262929__R6F6C8__BN691_01344
ERR1913040.1635352__1.1635352	165179__D1PES9__DXB80_11585
ERR1913040.1635360__1.1635360	301301__G2T455__RHOM_11960
ERR1913040.1635543__1.1635543	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913040.1635561__1.1635561	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1635630__1.1635630	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1635830__1.1635830	310298__B3JF96__BACCOP_00544
ERR1913040.1635895__1.1635895	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913040.1635914__1.1635914	1262739__R6MZI8__BN659_01574
ERR1913040.1635988__1.1635988	261299__B0AD94__ERS852493_00417
ERR1913040.1636030__1.1636030	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1636073__1.1636073	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1636066__1.1636066	165179__A0A3E5EA43__DXC61_07775
ERR1913040.1636129__1.1636129	40518__R5DZ16__DXD86_01455
ERR1913040.1636204__1.1636204	165179__D1PGU8__PREVCOP_06463
ERR1913040.1636219__1.1636219	165179__A0A174SA26__PREVCOP_05758
ERR1913040.1636239__1.1636239	310298__B3JEE8__BACCOP_00239
ERR1913040.1636246__1.1636246	28117__R7JJM9__ALIPUT_00662
ERR1913040.1636277__1.1636277	1262924__R7HMZ4__BN585_01629
ERR1913040.1636285__1.1636285	310298__B3JFS5__BACCOP_00726
ERR1913040.1636396__1.1636396	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1636490__1.1636490	418240__C6JAX8__ERS852478_02355
ERR1913040.1636494__1.1636494	39491__A0A0M6WLC7__ERS852497_00640
ERR1913040.1636529__1.1636529	39485__C4Z0T2__ykvU
ERR1913040.1636601__1.1636601	357276__I9QBT7__BSEG_03340
ERR1913040.1636641__1.1636641	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1636667__1.1636667	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913040.1636759__1.1636759	39485__C4Z0I4__ERS852492_00258
ERR1913040.1636840__1.1636840	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1636799__1.1636799	820__A0A174CK74__DXB48_07060
ERR1913040.1636859__1.1636859	301301__A0A395V7G5__RHOM_16755
ERR1913040.1636868__1.1636868	1262911__R6GPL1__BN557_00927
ERR1913040.1636964__1.1636964	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1637028__1.1637028	165179__A0A3E5DN34__DXC61_07865
ERR1913040.1637031__1.1637031	820__A0A139KHD8__ERS417307_00569
ERR1913040.1637079__1.1637079	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1637115__1.1637115	39485__A0A174YYW2__benM
ERR1913040.1637231__1.1637231	39491__A0A395UWZ1__DXC13_02175
ERR1913040.1637232__1.1637232	165179__A0A3E5DN34__DXC61_07865
ERR1913040.1637288__1.1637288	357276__I8WEY2__ABI39_04185
ERR1913040.1637295__1.1637295	39485__A0A174ZBK4__ERS852490_01585
ERR1913040.1637354__1.1637354	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1637445__1.1637445	39485__A0A174ZG53__ERS852492_00924
ERR1913040.1637464__1.1637464	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1637482__1.1637482	310298__B3JH76__BACCOP_01230
ERR1913040.1637643__1.1637643	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1637876__1.1637876	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1637903__1.1637903	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1637910__1.1637910	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1637978__1.1637978	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1638067__1.1638067	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1638043__1.1638043	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1638102__1.1638102	39485__A0A174ZMD4__ERS852492_01969
ERR1913040.1638123__1.1638123	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1638181__1.1638181	310298__B3JK99__BACCOP_02328
ERR1913040.1638304__1.1638304	821__A0A0P0M4G3__M099_3092
ERR1913040.1638446__1.1638446	143393__X8K4C6__murF
ERR1913040.1638647__1.1638647	1262743__R5C054__BN727_01980
ERR1913040.1638652__1.1638652	165179__D1PER3__DXB80_11525
ERR1913040.1638741__1.1638741	39491__C4ZHS4__EUR_24420
ERR1913040.1638896__1.1638896	1262924__R7HL71__BN585_01341
ERR1913040.1639141__1.1639141	39485__C4Z6K2__ERS852490_00407
ERR1913040.1639154__1.1639154	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1639223__1.1639223	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1639254__1.1639254	88431__A0A173UIQ4__lip2
ERR1913040.1639263__1.1639263	1262992__R5D9A6__BN795_00819
ERR1913040.1639364__1.1639364	39485__C4Z6R3__mcp2_1
ERR1913040.1639395__1.1639395	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913040.1639411__1.1639411	310298__B3JK99__BACCOP_02328
ERR1913040.1639520__1.1639520	28117__R7JJM9__ALIPUT_00662
ERR1913040.1639525__1.1639525	165179__A0A3E5DR10__DXC61_03505
ERR1913040.1639573__1.1639573	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1639697__1.1639697	821__A0A174T998__DXB82_10860
ERR1913040.1639734__1.1639734	853__A0A173T8T3__DW882_06555
ERR1913040.1639751__1.1639751	204516__U6RFU0__HMPREF1534_02545
ERR1913040.1639906__1.1639906	39485__C4Z1J7__ERS852490_01574
ERR1913040.1640298__1.1640298	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1640305__1.1640305	1262924__R7HU74__BN585_00690
ERR1913040.1640467__1.1640467	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1640495__1.1640495	40518__R5DVL2__penA
ERR1913040.1640524__1.1640524	310298__B3JFS5__BACCOP_00726
ERR1913040.1640596__1.1640596	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1640664__1.1640664	28116__C3QMW5__M089_4133
ERR1913040.1640725__1.1640725	821__A0A174K302__CUU_3129
ERR1913040.1640825__1.1640825	1262924__R7HTA4__BN585_00391
ERR1913040.1640807__1.1640807	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1640911__1.1640911	204516__U6R921__HMPREF1534_03932
ERR1913040.1640951__1.1640951	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1640966__1.1640966	165179__W1I4H6__DXB80_13655
ERR1913040.1641021__1.1641021	39491__A0A174LTW7__DXD13_08720
ERR1913040.1641106__1.1641106	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1641193__1.1641193	28116__C3QSX8__SAMN05444282_101331
ERR1913040.1641199__1.1641199	818__A0A139KDV3__HMPREF2534_02467
ERR1913040.1641216__1.1641216	261299__W1UL02__CLOBAR_01724
ERR1913040.1641308__1.1641308	39492__D4JW25__EUBSIR_02203
ERR1913040.1641402__1.1641402	40518__R5E5W1__RBL263_01034
ERR1913040.1641474__1.1641474	384639__GCA_003096855.1_00996
ERR1913040.1641563__1.1641563	165179__A0A3E5EAM5__DXC61_07785
ERR1913040.1641674__1.1641674	39491__C4ZAT2__ERE_28440
ERR1913040.1641772__1.1641772	165179__D1PHC0__PREVCOP_06640
ERR1913040.1641890__1.1641890	310298__B3JGJ2__BACCOP_00994
ERR1913040.1642023__1.1642023	165179__A0A174SA26__PREVCOP_05758
ERR1913040.1642085__1.1642085	216816__B3DP82__DVB78_09640
ERR1913040.1642086__1.1642086	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1642232__1.1642232	39491__D6E555__DXB99_06765
ERR1913040.1642316__1.1642316	487173__H1D187__HMPREF9453_01375
ERR1913040.1642264__1.1642264	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1642384__1.1642384	410072__A0A173SR68__ERS852525_01153
ERR1913040.1642387__1.1642387	310298__B3JNH3__BACCOP_03486
ERR1913040.1642464__1.1642464	853__A0A173XRA8__CGS56_09290
ERR1913040.1642558__1.1642558	165179__D1PHM6__DXC61_06700
ERR1913040.1642519__1.1642519	487174__R5ER56__HMPREF9448_02812
ERR1913040.1642579__1.1642579	28117__R7JH62__BHV66_05735
ERR1913040.1642586__1.1642586	853__C7H1R8__DW905_06675
ERR1913040.1642737__1.1642737	39485__A0A174YR79__EUBELI_20418
ERR1913040.1642790__1.1642790	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1642809__1.1642809	33039__A0A174YCL2__ERS852424_00029
ERR1913040.1642835__1.1642835	1262924__R7HQL9__BN585_00607
ERR1913040.1642958__1.1642958	204516__U6RJY4__HMPREF1534_01494
ERR1913040.1643022__1.1643022	39491__A0A396FJV5__ERS852417_00035
ERR1913040.1643027__1.1643027	39485__A0A174YNW2__cph2_3
ERR1913040.1643040__1.1643040	1262911__R6HIJ8__BN557_01742
ERR1913040.1643096__1.1643096	820__A0A078STJ8__DXC68_04690
ERR1913040.1643168__1.1643168	821__A0A3E4KIM1__M097_3660
ERR1913040.1643193__1.1643193	1262924__R7HTW2__BN585_00604
ERR1913040.1643296__1.1643296	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913040.1643273__1.1643273	165179__A0A3E5E4T9__DXB80_08030
ERR1913040.1643325__1.1643325	39491__A0A395UXH0__EUBREC_0021
ERR1913040.1643333__1.1643333	204516__U6R838__HMPREF1534_03867
ERR1913040.1643335__1.1643335	487173__H1D2G6__HMPREF9453_01797
ERR1913040.1643549__1.1643549	418240__C6J892__ERS852478_02502
ERR1913040.1643658__1.1643658	310298__B3JQL6__BACCOP_04252
ERR1913040.1643892__1.1643892	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1643990__1.1643990	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1644000__1.1644000	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1644042__1.1644042	853__E2ZGD9__C7J97_11715
ERR1913040.1644049__1.1644049	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1644112__1.1644112	1262739__R6MJ86__BN659_00644
ERR1913040.1644120__1.1644120	310298__B3JMG0__BACCOP_03099
ERR1913040.1644241__1.1644241	1501392__A0A0B2JNW5__PU94_07665
ERR1913040.1644376__1.1644376	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1644396__1.1644396	39491__A0A396FNY7__LD38_16155
ERR1913040.1644505__1.1644505	39492__D4JW10__pppA
ERR1913040.1644625__1.1644625	39491__A0A395V0H3__ERS852417_01192
ERR1913040.1644587__1.1644587	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1644720__1.1644720	28117__B0MWP2__ALIPUT_01468
ERR1913040.1644748__1.1644748	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1644945__1.1644945	165179__A0A229I4J4__proA
ERR1913040.1644965__1.1644965	487173__H1D3C1__HMPREF9453_02109
ERR1913040.1644990__1.1644990	310298__B3JK49__BACCOP_02273
ERR1913040.1645104__1.1645104	487173__H1D187__HMPREF9453_01375
ERR1913040.1645257__1.1645257	1262948__R7EEL8__BN671_00728
ERR1913040.1645237__1.1645237	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1645282__1.1645282	310298__B3JFK4__BACCOP_00654
ERR1913040.1645579__1.1645579	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1645660__1.1645660	410072__A0A173S248__ERS852525_02992
ERR1913040.1645940__1.1645940	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913040.1645943__1.1645943	820__A0A3E4W9W8__C801_01069
ERR1913040.1645990__1.1645990	39488__C0EVS1__ERS852450_02297
ERR1913040.1646121__1.1646121	39491__A0A395V0H3__ERS852417_01192
ERR1913040.1646222__1.1646222	487173__H1D1S1__HMPREF9453_01559
ERR1913040.1646223__1.1646223	39491__C4Z875__T1815_09771
ERR1913040.1646227__1.1646227	28117__B0MUX7__ALIPUT_00918
ERR1913040.1646277__1.1646277	40518__R5DU92__DXD93_03170
ERR1913040.1646258__1.1646258	204516__U6RAM4__HMPREF1534_03439
ERR1913040.1646307__1.1646307	1262924__R7HU74__BN585_00690
ERR1913040.1646455__1.1646455	1262924__R7HLK0__BN585_01496
ERR1913040.1646483__1.1646483	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1646572__1.1646572	165179__D1PHC0__PREVCOP_06640
ERR1913040.1646541__1.1646541	165179__A0A3E5E8N5__DXC61_13460
ERR1913040.1646717__1.1646717	28117__B0MUL5__ALIPUT_00722
ERR1913040.1646755__1.1646755	40518__R5DU52__RB5AMG_02245
ERR1913040.1646758__1.1646758	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1646876__1.1646876	39491__D4JMW8__ERS852497_01971
ERR1913040.1646882__1.1646882	1262913__R7J6B7__BN646_00856
ERR1913040.1646988__1.1646988	853__A0A2A7B9I6__DW855_13690
ERR1913040.1647082__1.1647082	418240__A0A173YZJ8__ERS852523_03030
ERR1913040.1647123__1.1647123	310298__B3JI31__BACCOP_01543
ERR1913040.1647205__1.1647205	1262924__R7HU74__BN585_00690
ERR1913040.1647253__1.1647253	1262992__R5D3X7__BN795_00539
ERR1913040.1647228__1.1647228	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1647288__1.1647288	1262992__R5D4Q0__BN795_01630
ERR1913040.1647609__1.1647609	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913040.1647731__1.1647731	165179__A0A229I443__DXB80_10950
ERR1913040.1647850__1.1647850	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1648131__1.1648131	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1648182__1.1648182	39491__C4Z8Y4__ERS852417_00909
ERR1913040.1648260__1.1648260	310298__B3JM32__BACCOP_00571
ERR1913040.1648388__1.1648388	1735__B7C8J4__EUBIFOR_00498
ERR1913040.1648421__1.1648421	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1648496__1.1648496	487173__H1D020__HMPREF9453_00958
ERR1913040.1648528__1.1648528	1262924__R7HRF6__BN585_01735
ERR1913040.1648533__1.1648533	165179__A0A229I3Z6__PREVCOP_03666
ERR1913040.1648595__1.1648595	410072__A0A173XU61__ykvU
ERR1913040.1648738__1.1648738	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1648818__1.1648818	28116__A0A139LD88__CUY_2408
ERR1913040.1648820__1.1648820	853__A0A173T8T3__DW882_06555
ERR1913040.1648954__1.1648954	853__A0A329UEG4__CHR60_00585
ERR1913040.1648973__1.1648973	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1649056__1.1649056	820__A0A3E4G2R7__DXC07_00510
ERR1913040.1649201__1.1649201	39491__A0A395V297__EUR_01010
ERR1913040.1649256__1.1649256	216816__D6ZW33__azlC
ERR1913040.1649260__1.1649260	310298__B3JH75__BACCOP_01229
ERR1913040.1649307__1.1649307	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1649321__1.1649321	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1649517__1.1649517	853__E2ZJT1__C4N23_03535
ERR1913040.1649542__1.1649542	39485__A0A174ZBK4__ERS852490_01585
ERR1913040.1649753__1.1649753	310298__B3JPY4__BACCOP_04016
ERR1913040.1649921__1.1649921	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1649965__1.1649965	165179__A0A174IPI3__CFT61_10940
ERR1913040.1650003__1.1650003	39491__A0A395UYA6__EUBREC_0408
ERR1913040.1650066__1.1650066	40518__R5E7G3__DXD86_03405
ERR1913040.1650143__1.1650143	88431__A0A173XSN2__ERS852526_00723
ERR1913040.1650212__1.1650212	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1650224__1.1650224	28117__B0MXI8__BHV66_08505
ERR1913040.1650230__1.1650230	28116__E5C3S2__HMPREF1070_02476
ERR1913040.1650258__1.1650258	626933__H1DGX0__HMPREF9449_01506
ERR1913040.1650269__1.1650269	69974__A0A090FEL8__MPL3365_630008
ERR1913040.1650323__1.1650323	301301__A0A395VEZ0__mcp4_1
ERR1913040.1650334__1.1650334	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1650491__1.1650491	39492__A0A174ZL16__EUBSIR_01269
ERR1913040.1650673__1.1650673	165179__A0A3E5DY64__CFT61_10025
ERR1913040.1650700__1.1650700	301302__A0A0M6WPV4__M72_29701
ERR1913040.1650893__1.1650893	165179__R6C330__DXC61_04975
ERR1913040.1650897__1.1650897	487173__H1D2L5__HMPREF9453_01853
ERR1913040.1650969__1.1650969	40518__R5DZU5__RBL263_00458
ERR1913040.1651035__1.1651035	1262911__R6GKS1__BN557_00184
ERR1913040.1651114__1.1651114	1262924__R7HPY0__BN585_01950
ERR1913040.1651144__1.1651144	1965604__A0A1Y4ETL6__B5F54_06555
ERR1913040.1651161__1.1651161	204516__U6R8Z4__HMPREF1534_03879
ERR1913040.1651167__1.1651167	39488__A0A173TAA3__EUBHAL_03220
ERR1913040.1651177__1.1651177	410072__C0B8G3__DXD67_01535
ERR1913040.1651178__1.1651178	1150298__R7JTX5__ERS852535_01291
ERR1913040.1651192__1.1651192	1735__B7CAX9__EUBIFOR_01350
ERR1913040.1651353__1.1651353	204516__U6RDD8__HMPREF1534_02559
ERR1913040.1651509__1.1651509	165179__D1PGU8__PREVCOP_06463
ERR1913040.1651579__1.1651579	165179__A0A174IPI3__CFT61_10940
ERR1913040.1651671__1.1651671	1379__haeIIIM
ERR1913040.1651630__1.1651630	1965604__A0A1Y4EWF0__B5F54_02430
ERR1913040.1651698__1.1651698	116085__D4J7V4__DW747_05820
