ERR1913022.106__1.106	454154__G5SMG6__HMPREF9441_00541
ERR1913022.6895819__1.6895819	46228__V8C458__DXD17_08090
ERR1913022.6895942__1.6895942	46228__V8BSH8__HMPREF1202_02173
ERR1913022.6896050__1.6896050	1262888__R6P6G4__BN582_00070
ERR1913022.6896573__1.6896573	39492__D4JW10__pppA
ERR1913022.6896617__1.6896617	745368__A0A1T4XCE1__SAMN02745178_01686
ERR1913022.6896671__1.6896671	357276__A0A1Y4PPG2__B5F95_02305
ERR1913022.6896781__1.6896781	418240__C6JAJ9__ERS852523_02796
ERR1913022.6897153__1.6897153	1262889__R7HBY1__BN634_01290
ERR1913022.6897160__1.6897160	821__A6L0C7__ERS852556_03520
ERR1913022.6897214__1.6897214	1262935__R5GH23__BN773_00804
ERR1913022.6897373__1.6897373	1262761__R6RU22__BN606_01110
ERR1913022.6897542__1.6897542	1262935__R5GFW3__BN773_00404
ERR1913022.6897825__1.6897825	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913022.6898165__1.6898165	46506__S3YVT5__BACSTE_02352
ERR1913022.6898407__1.6898407	47678__A5ZJ80__BACCAC_02965
ERR1913022.6898713__1.6898713	1262935__R5GK32__BN773_00174
ERR1913022.6898739__1.6898739	47678__R5U8P0__DW706_15950
ERR1913022.6898808__1.6898808	39492__D4JW10__pppA
ERR1913022.6898837__1.6898837	1262980__R5BMR8__BN814_00052
ERR1913022.6899508__1.6899508	1262886__R6QH52__BN563_00488
ERR1913022.6899545__1.6899545	357276__A0A076INK2__BSEG_04225
ERR1913022.6899689__1.6899689	823__A0A174VHT1__DHP27_04775
ERR1913022.6899711__1.6899711	820__A0A3E4VXP2__yesR
ERR1913022.6899758__1.6899758	384638__B7APR1__BACPEC_00667
ERR1913022.6899796__1.6899796	1547597__A0A0C3R6I8__DMB45_02420
ERR1913022.6899826__1.6899826	357276__I9R002__HMPREF1064_01826
ERR1913022.6899900__1.6899900	291644__I9HP97__HMPREF1532_00061
ERR1913022.6899944__1.6899944	1262889__R7HCG5__BN634_01481
ERR1913022.6900150__1.6900150	291644__R5JG91__HMPREF1532_01961
ERR1913022.6900355__1.6900355	239935__A0A2N8IF99__lpdA
ERR1913022.6900411__1.6900411	291644__I9SML5__HMPREF1532_02988
ERR1913022.6900523__1.6900523	291644__I9SRU1__ERS852428_04178
ERR1913022.6900528__1.6900528	40518__R5DVL2__penA
ERR1913022.6900599__1.6900599	28118__R6FBG5__B5F93_07375
ERR1913022.6900635__1.6900635	820__A7V470__HMPREF1072_02076
ERR1913022.6900681__1.6900681	39492__A0A174ZG93__EUBSIR_00254
ERR1913022.6900683__1.6900683	552398__F4XCQ4__HMPREF0866_01621
ERR1913022.6900706__1.6900706	357276__B6W5Q9__HMPREF1063_03125
ERR1913022.6900759__1.6900759	820__A0A173YYG4__evgS_3
ERR1913022.6900956__1.6900956	357276__B6W1Y1__BSEG_03960
ERR1913022.6901003__1.6901003	410072__A0A174E1G6__phoR_6
ERR1913022.6901018__1.6901018	35833__E5YA05__HMPREF0179_03023
ERR1913022.6901090__1.6901090	46228__B5CPY7__DXD17_03515
ERR1913022.6901127__1.6901127	246787__A0A120A560__BACCELL_01375
ERR1913022.6901346__1.6901346	823__D0TDY6__DHP27_09090
ERR1913022.6901426__1.6901426	357276__A0A0M1W657__HMPREF1064_04629
ERR1913022.6901554__1.6901554	33039__A0A3D0EY88__ERS852390_03120
ERR1913022.6901666__1.6901666	291645__I8XPK0__HMPREF1068_01554
ERR1913022.6901694__1.6901694	357276__B6W5Q9__HMPREF1063_03125
ERR1913022.6901698__1.6901698	357276__I9QBT7__BSEG_03340
ERR1913022.6901831__1.6901831	28111__E5WYP5__BACEGG_00185
ERR1913022.6901903__1.6901903	818__A0A139K2A0__SAMN02910322_00898
ERR1913022.6902009__1.6902009	291644__I9T671__HMPREF1071_02076
ERR1913022.6902192__1.6902192	338188__A0A174ETX3__ERS852397_01955
ERR1913022.6902340__1.6902340	821__C6ZAA5__ERS852556_00403
ERR1913022.6902546__1.6902546	853__A0A173YYY4__DWZ04_09420
ERR1913022.6902748__1.6902748	46506__R6ALX0__HMPREF1181_01042
ERR1913022.6902962__1.6902962	291644__I9HF91__ERS852428_01588
ERR1913022.6903034__1.6903034	165179__A0A3E5DWZ6__DXC61_10880
ERR1913022.6903345__1.6903345	39488__A0A285PNU6__ERS852578_01621
ERR1913022.6903369__1.6903369	410072__C0B9G6__ERS852481_03113
ERR1913022.6903442__1.6903442	46228__B5CS18__RUMLAC_02269
ERR1913022.6903558__1.6903558	821__A0A0P0M2J4__DXD46_10295
ERR1913022.6903646__1.6903646	410072__C0BAZ4__ERS852574_02324
ERR1913022.6903705__1.6903705	40520__R7DB69__lgt_1
ERR1913022.6903808__1.6903808	1262736__R5YX38__BN496_01145
ERR1913022.6903826__1.6903826	1262825__R5EHM5__BN724_01843
ERR1913022.6903887__1.6903887	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913022.6903923__1.6903923	1262825__R5E090__BN724_01145
ERR1913022.6903911__1.6903911	357276__A0A0K2HDP3__IY41_00705
ERR1913022.6904083__1.6904083	28118__R6F390__ypdA_1
ERR1913022.6904143__1.6904143	818__R6VB25__BSIG_5053
ERR1913022.6904198__1.6904198	1262963__R6D9I4__BN718_00461
ERR1913022.6904360__1.6904360	40518__R5DRG6__ylbJ
ERR1913022.6904566__1.6904566	1262886__R6Q6Q1__BN563_00546
ERR1913022.6904582__1.6904582	35833__E5Y8N1__HMPREF0179_02549
ERR1913022.6904883__1.6904883	821__A0A0P0M2J4__DXD46_10295
ERR1913022.6904953__1.6904953	291644__I9HGA0__wzc
ERR1913022.6904973__1.6904973	39492__D4JVT0__EUBSIR_00059
ERR1913022.6905151__1.6905151	46228__V8BPJ7__DXD17_00330
ERR1913022.6905223__1.6905223	1262935__R5GM63__BN773_00882
ERR1913022.6905271__1.6905271	39492__D4JRL2__ERS852540_01608
ERR1913022.6905376__1.6905376	1965604__A0A1Y4ES10__B5F54_07725
ERR1913022.6905454__1.6905454	28118__F9Z7M5__B5F99_15930
ERR1913022.6905458__1.6905458	39492__D4JVT0__EUBSIR_00059
ERR1913022.6905705__1.6905705	1550024__G9RX78__TQ39_04855
ERR1913022.6905865__1.6905865	39486__B0G928__DORFOR_02790
ERR1913022.6905990__1.6905990	454154__G5SSX4__HMPREF9441_02474
ERR1913022.6906325__1.6906325	1262886__R6Q673__BN563_00372
ERR1913022.6906403__1.6906403	165179__A0A3E5EA43__DXC61_07775
ERR1913022.6906434__1.6906434	357276__A0A076J8M3__ABI39_13695
ERR1913022.6906620__1.6906620	1262743__R5C054__BN727_01980
ERR1913022.6906623__1.6906623	371601__D7K8P3__SAMN05216250_10395
ERR1913022.6906709__1.6906709	214856__I3YPQ0__ERS852447_01379
ERR1913022.6906678__1.6906678	357276__A0A0K2HG61__BACDOR_02028
ERR1913022.6906688__1.6906688	46506__B0NUC3__SAMN05444283_1019
ERR1913022.6906711__1.6906711	46503__R6X0L4__DXB61_05325
ERR1913022.6906797__1.6906797	28118__R6F6F1__B5F93_10805
ERR1913022.6907034__1.6907034	46503__R6WUV4__DD461_04535
ERR1913022.6907104__1.6907104	292800__H1C711__A4U99_09750
ERR1913022.6907175__1.6907175	671267__R9ICM6__C802_00589
ERR1913022.6907445__1.6907445	28117__B0MXG8__ALIPUT_01814
ERR1913022.6907505__1.6907505	821__A0A3E4HP25__SAMN04487923_102450
ERR1913022.6907528__1.6907528	1262935__R5GRP8__BN773_01395
ERR1913022.6907691__1.6907691	28117__B0MZ50__ALIPUT_02424
ERR1913022.6907802__1.6907802	357276__A0A0P0M2G3__BACDOR_03913
ERR1913022.6907816__1.6907816	204516__U6RFU0__HMPREF1534_02545
ERR1913022.6908217__1.6908217	28118__F9Z7B3__SAMEA44545918_00670
ERR1913022.6908315__1.6908315	487174__K0X6A4__HMPREF9448_00105
ERR1913022.6908452__1.6908452	384638__B7APR1__BACPEC_00667
ERR1913022.6908498__1.6908498	166486__D4KW38__ERS852572_02341
ERR1913022.6908500__1.6908500	820__A0A3E4W4Y7__B5G17_02055
ERR1913022.6908656__1.6908656	821__A0A174NM17__lacZ_6
ERR1913022.6908757__1.6908757	821__E5UY21__C800_02204
ERR1913022.6908944__1.6908944	454155__F3QXY1__HMPREF9442_03071
ERR1913022.6909096__1.6909096	418240__C6J887__ERS852523_03392
ERR1913022.6909102__1.6909102	1262886__R6QML7__BN563_00260
ERR1913022.6909203__1.6909203	2293125__A0A374CLA5__DW917_01130
ERR1913022.6909285__1.6909285	33039__A0A174XW11__RTO_07780
ERR1913022.6909341__1.6909341	1262889__R7HAQ6__BN634_02130
ERR1913022.6909473__1.6909473	671267__R9IEN1__C802_02405
ERR1913022.6909497__1.6909497	40518__R5DRG6__ylbJ
ERR1913022.6909508__1.6909508	357276__B6W1J2__BACDOR_03380
ERR1913022.6909534__1.6909534	357276__A0A174L570__GV66_05720
ERR1913022.6909660__1.6909660	1262889__R7HEG5__BN634_01757
ERR1913022.6909677__1.6909677	35833__E5Y8N1__HMPREF0179_02549
ERR1913022.6909716__1.6909716	1796613__I9UNF9__ADH74_14465
ERR1913022.6909831__1.6909831	821__A0A0P0LNX8__ERS852509_03015
ERR1913022.6909854__1.6909854	1262935__R5GVF6__BN773_00033
ERR1913022.6910068__1.6910068	357276__A0A076IRV2__BACDOR_02822
ERR1913022.6910147__1.6910147	28116__A0A1G8H1M8__DXF98_11065
ERR1913022.6910178__1.6910178	39492__D4JR58__EUBSIR_02090
ERR1913022.6910255__1.6910255	28118__F9Z5M3__B5F93_14990
ERR1913022.6910316__1.6910316	410072__A0A173YQW3__dtpT_1
ERR1913022.6910360__1.6910360	35833__E5Y5Y1__HMPREF0179_01594
ERR1913022.6910425__1.6910425	40518__R5DUJ5__DXD83_01635
ERR1913022.6910510__1.6910510	47678__A5ZLX1__C5Z00_04825
ERR1913022.6910713__1.6910713	487174__K0X694__DIT83_09060
ERR1913022.6910796__1.6910796	204516__U6RAM4__HMPREF1534_03439
ERR1913022.6910837__1.6910837	1547597__A0A0C3NK89__BA92_01830
ERR1913022.6911105__1.6911105	487174__R5F2W8__HMPREF9448_01730
ERR1913022.6911548__1.6911548	556259__E5CDQ6__BSGG_3921
ERR1913022.6911566__1.6911566	418240__R7CMZ7__ERS852523_03210
ERR1913022.6911927__1.6911927	1262736__R5YLP8__BN496_00010
ERR1913022.6912012__1.6912012	1318__T0TTB0__strH_1
ERR1913022.6912365__1.6912365	1263000__R5EKG2__BN466_02040
ERR1913022.6912348__1.6912348	291644__I8Y0K6__HMPREF1532_04085
ERR1913022.6912356__1.6912356	823__A6LDT7__CEQ22_002595
ERR1913022.6912386__1.6912386	1263044__GCA_000433375.1_03428
ERR1913022.6912474__1.6912474	823__A0A355XPA0__DXB14_05710
ERR1913022.6912505__1.6912505	291644__I9SZW4__HMPREF1071_02889
ERR1913022.6912609__1.6912609	1235835__R9LCU2__C814_02677
ERR1913022.6912633__1.6912633	1160721__W0U4Y3__sipW2
ERR1913022.6912908__1.6912908	291644__R5JCI3__HMPREF1532_04074
ERR1913022.6912955__1.6912955	357276__D1JYA0__EL88_06560
ERR1913022.6913075__1.6913075	1262958__R7H1C2__BN645_01795
ERR1913022.6913180__1.6913180	2293125__A0A374CLA5__DW917_01130
ERR1913022.6913228__1.6913228	357276__D1K3K9__EL88_23995
ERR1913022.6913234__1.6913234	821__A0A174WBC9__ERS852556_03145
ERR1913022.6913531__1.6913531	487174__K0WZP2__DDY40_04000
ERR1913022.6913571__1.6913571	1262942__R7QWC6__BN520_00967
ERR1913022.6913601__1.6913601	39491__C4Z9Y3__ERS852417_01808
ERR1913022.6913608__1.6913608	487174__K0X1V7__DIT83_03020
ERR1913022.6913662__1.6913662	310298__B3JQJ5__BACCOP_04231
ERR1913022.6913840__1.6913840	487174__K0XL60__DDY40_11760
ERR1913022.6913850__1.6913850	821__A0A0P0M2J4__DXD46_10295
ERR1913022.6913935__1.6913935	357276__A0A0K2HI25__DXD47_04465
ERR1913022.6914278__1.6914278	823__K6APS3__DDY96_02400
ERR1913022.6914511__1.6914511	46228__V8BY98__RUMLAC_00452
ERR1913022.6914867__1.6914867	454155__F3QPW2__HMPREF9442_00199
ERR1913022.6915115__1.6915115	28111__E5WUX3__HMPREF1016_00550
ERR1913022.6915303__1.6915303	821__A0A0P0L952__M097_4235
ERR1913022.6915317__1.6915317	39488__A0A285PP79__murD
ERR1913022.6915431__1.6915431	821__A0A0P0LJ37__DXB82_14270
ERR1913022.6915608__1.6915608	821__A0A3E4WAR6__DXD64_10735
ERR1913022.6915852__1.6915852	39488__A0A374N3K6__EHLA_0222
ERR1913022.6915862__1.6915862	189722__E0NQU7__HMPREF0658_0548
ERR1913022.6916033__1.6916033	1150298__A0A174HHW8__yhbU_1
ERR1913022.6916054__1.6916054	166486__D4L334__mcp3_1
ERR1913022.6916261__1.6916261	40518__R5E6K5__speA
ERR1913022.6916231__1.6916231	1262889__R7HAY6__BN634_02225
ERR1913022.6916246__1.6916246	357276__I9RAC4__BSEG_00561
ERR1913022.6916287__1.6916287	1262935__R5GUD0__BN773_00454
ERR1913022.6916465__1.6916465	39488__C0ERS5__EHLA_2242
ERR1913022.6916579__1.6916579	166486__D4KZP0__ERS852572_00486
ERR1913022.6916732__1.6916732	28117__B0MUX7__ALIPUT_00918
ERR1913022.6916783__1.6916783	28117__R7JIY2__BHV66_06465
ERR1913022.6916789__1.6916789	357276__I9RD92__BACDOR_04262
ERR1913022.6916795__1.6916795	46503__K5ZKR1__dnaB
ERR1913022.6916796__1.6916796	357276__U6R8F9__DXD47_04035
ERR1913022.6916833__1.6916833	1262736__R5Y8Z5__BN496_01182
ERR1913022.6916912__1.6916912	1262935__R5GM63__BN773_00882
ERR1913022.6916921__1.6916921	214856__I3YPQ0__ERS852447_01379
ERR1913022.6916961__1.6916961	1262889__R7HGJ7__BN634_01746
ERR1913022.6917124__1.6917124	487174__K0WX10__DIT83_10030
ERR1913022.6917136__1.6917136	291644__I8YR49__ERS852428_01188
ERR1913022.6917159__1.6917159	823__A0A173W8N5__ERS852513_00780
ERR1913022.6917205__1.6917205	853__A0A174BA00__DW905_01145
ERR1913022.6917256__1.6917256	821__A0A3E4WAR6__DXD64_10735
ERR1913022.6917459__1.6917459	1547597__A0A0C3REG5__BA92_07610
ERR1913022.6917545__1.6917545	1262889__R7HAY6__BN634_02225
ERR1913022.6917847__1.6917847	487174__K0XRP0__DDY40_09260
ERR1913022.6918003__1.6918003	333367__C0DA74__CLOSTASPAR_06177
ERR1913022.6918022__1.6918022	487175__R5EB20__HMPREF9439_00784
ERR1913022.6918287__1.6918287	823__A0A174VBJ5__M091_5021
ERR1913022.6918413__1.6918413	1263044__GCA_000433375.1_03428
ERR1913022.6918431__1.6918431	357276__A0A076IN21__BSEG_03078
ERR1913022.6919105__1.6919105	39491__A0A0M6WNS5__DXC13_02015
ERR1913022.6919334__1.6919334	1262889__R7HF34__BN634_01261
ERR1913022.6919396__1.6919396	357276__B6W1J2__BACDOR_03380
ERR1913022.6919537__1.6919537	410072__A0A174K1W4__apxIB
ERR1913022.6919578__1.6919578	544644__GCA_001915615.1_00073
ERR1913022.6919608__1.6919608	821__A0A3E4XY72__NCTC10583_01067
ERR1913022.6919675__1.6919675	1262935__R5GRK6__BN773_01192
ERR1913022.6920139__1.6920139	821__A0A0P0LFP6__C5Z04_13890
ERR1913022.6920249__1.6920249	820__A0A3E4VXP2__yesR
ERR1913022.6920268__1.6920268	821__A0A078R9Y9__M097_2119
ERR1913022.6920290__1.6920290	823__A0A174L7J4__CF162_00380
ERR1913022.6920308__1.6920308	1262935__R5GG37__BN773_00249
ERR1913022.6920336__1.6920336	1262736__R5Y3S3__BN496_00193
ERR1913022.6920431__1.6920431	46228__B5CLC6__RUMLAC_00247
ERR1913022.6920498__1.6920498	28111__E5X237__NCTC11155_00628
ERR1913022.6920568__1.6920568	28117__B0MUX7__ALIPUT_00918
ERR1913022.6920738__1.6920738	823__D0TCC2__HMPREF1075_01590
ERR1913022.6920781__1.6920781	1262889__R7HGV8__BN634_01881
ERR1913022.6920816__1.6920816	246787__A0A0P0FV02__AA416_03728
ERR1913022.6920836__1.6920836	246787__A0A108T1Y3__fepA_8
ERR1913022.6920851__1.6920851	454155__F3QRD9__HMPREF9442_00740
ERR1913022.6920858__1.6920858	2293125__A0A374BMK9__DW917_16190
ERR1913022.6920905__1.6920905	357276__B6W5Q7__DXD47_13945
ERR1913022.6920938__1.6920938	39492__D4JRX7__EUBSIR_01480
ERR1913022.6921035__1.6921035	204516__U6R921__HMPREF1534_03932
ERR1913022.6921114__1.6921114	2173__A0A1D2WT96__BK798_08100
ERR1913022.6921149__1.6921149	357276__A0A0K2HHN3__GV66_08845
ERR1913022.6921242__1.6921242	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913022.6921296__1.6921296	821__A0A3E4XY72__NCTC10583_01067
ERR1913022.6921675__1.6921675	821__A0A396F1N0__M099_1553
ERR1913022.6921875__1.6921875	371601__I9UNU3__DXD03_06250
ERR1913022.6922125__1.6922125	1262888__R6QEP6__BN582_00777
ERR1913022.6922352__1.6922352	410072__C0BF75__ERS852389_02248
ERR1913022.6922452__1.6922452	1262825__R5EKK9__BN724_00408
ERR1913022.6922576__1.6922576	74426__argF
ERR1913022.6922644__1.6922644	821__A0A174WBC9__ERS852556_03145
ERR1913022.6922711__1.6922711	1262935__R5GEB1__BN773_01644
ERR1913022.6922906__1.6922906	1262935__R5GUD0__BN773_00454
ERR1913022.6922976__1.6922976	820__A0A396EWL3__ERS417307_03868
ERR1913022.6923003__1.6923003	818__A0A396EBF0__ERS852430_00820
ERR1913022.6923075__1.6923075	76489__A0A1E8EUC5__CLOACE_23150
ERR1913022.6923111__1.6923111	291644__I9SQZ5__ERS852428_01656
ERR1913022.6923193__1.6923193	39488__C0EVP9__ERS852450_03163
ERR1913022.6923431__1.6923431	1262935__R5GT62__BN773_01738
ERR1913022.6923457__1.6923457	1262935__R5GF37__BN773_01715
ERR1913022.6923815__1.6923815	1262886__R6QCS6__BN563_01563
ERR1913022.6924183__1.6924183	487174__K0WRH0__DDY40_05725
ERR1913022.6924273__1.6924273	28111__E5WVZ4__NCTC11155_02635
ERR1913022.6924339__1.6924339	1262935__R5GLG0__BN773_00612
ERR1913022.6924420__1.6924420	820__A0A139K2N9__DXB62_12420
ERR1913022.6924450__1.6924450	357276__I9FRW5__B5F95_21685
ERR1913022.6924542__1.6924542	1262911__R6HG22__BN557_01336
ERR1913022.6924657__1.6924657	818__Q8A7D8__Btheta7330_01478
ERR1913022.6924758__1.6924758	821__A0A0P0L8F8__ERS852509_03705
ERR1913022.6924876__1.6924876	820__A0A374QGD2__ERS852421_02382
ERR1913022.6925172__1.6925172	357276__C3R9Y0__HMPREF1064_01889
ERR1913022.6925179__1.6925179	28117__B0MUB3__ALIPUT_00727
ERR1913022.6925234__1.6925234	291644__I8Y011__HMPREF1071_04228
ERR1913022.6925270__1.6925270	818__A0A3E5HDS4__BJP75_002620
ERR1913022.6925282__1.6925282	246787__A0A3D6AWM8__BACCELL_01963
ERR1913022.6925316__1.6925316	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913022.6925330__1.6925330	487174__K0WRZ5__HMPREF9448_02826
ERR1913022.6925485__1.6925485	204516__U6RA51__HMPREF1534_03959
ERR1913022.6925707__1.6925707	1262889__R7H9H9__BN634_02436
ERR1913022.6925828__1.6925828	357276__I8WEZ6__BACDOR_02323
ERR1913022.6926066__1.6926066	487174__K0XRP0__DDY40_09260
ERR1913022.6926155__1.6926155	165179__A0A174SA26__PREVCOP_05758
ERR1913022.6926207__1.6926207	487174__K0XL35__DDY40_11955
ERR1913022.6926291__1.6926291	823__A6LEQ6__DXB14_05705
ERR1913022.6926499__1.6926499	487174__K0X028__DIT83_00950
ERR1913022.6926608__1.6926608	39488__A0A374NTX6__DXD91_03400
ERR1913022.6926631__1.6926631	454155__F3QSU2__HMPREF9442_01256
ERR1913022.6926645__1.6926645	310298__B3JFI7__BACCOP_00636
ERR1913022.6926703__1.6926703	46228__B5CQI4__RUMLAC_01730
ERR1913022.6926879__1.6926879	2293125__A0A374C3L4__DW917_09100
ERR1913022.6926890__1.6926890	39492__D4JWT3__ERS852540_00301
ERR1913022.6927075__1.6927075	39488__A0A285PRH2__EUBHAL_01264
ERR1913022.6927139__1.6927139	823__A0A174PLE5__DXD05_03010
ERR1913022.6927863__1.6927863	1262935__R5GTR5__BN773_00263
ERR1913022.6928060__1.6928060	28116__A0A1Y4PWN5__M088_3731
ERR1913022.6928102__1.6928102	823__A6LH14__B5F32_11640
ERR1913022.6928103__1.6928103	39488__A0A173Y251__mscS
ERR1913022.6928180__1.6928180	291644__R5JSL7__HMPREF1071_01282
ERR1913022.6928183__1.6928183	39492__B0MPL6__EUBSIR_01779
ERR1913022.6928379__1.6928379	1262889__R7H9Z3__BN634_00978
ERR1913022.6928537__1.6928537	28116__D4WLZ3__C5Z02_24105
ERR1913022.6928512__1.6928512	487173__H1CXZ3__HMPREF9453_00231
ERR1913022.6928931__1.6928931	823__A0A174LWY0__lepB
ERR1913022.6929124__1.6929124	820__A0A3E4RTP0__C801_01067
ERR1913022.6929227__1.6929227	572010__group_1842
ERR1913022.6929343__1.6929343	46506__R6AEP1__HMPREF1181_01415
ERR1913022.6929425__1.6929425	291644__I9HGA0__wzc
ERR1913022.6929482__1.6929482	410072__C0B511__DXD67_14355
ERR1913022.6929836__1.6929836	1262736__R5Y4P7__BN496_00298
ERR1913022.6930230__1.6930230	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913022.6930250__1.6930250	357276__A0A076IN30__DXD47_09350
ERR1913022.6930305__1.6930305	357276__D1K3K9__EL88_23995
ERR1913022.6930289__1.6930289	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913022.6930399__1.6930399	204516__U6RPN2__HMPREF1534_00368
ERR1913022.6930770__1.6930770	821__I9R3W6__DXC16_12455
ERR1913022.6930777__1.6930777	28118__F9Z4Q2__Odosp_2759
ERR1913022.6930954__1.6930954	261299__B0A7K6__melR_4
ERR1913022.6931055__1.6931055	357276__A0A076IKP7__BACDOR_04239
ERR1913022.6931091__1.6931091	1262958__R7H3V4__BN645_01834
ERR1913022.6931124__1.6931124	1318__U5PE10__HMPREF8577_1394
ERR1913022.6931325__1.6931325	823__A0A078TL61__ERS852429_00610
ERR1913022.6931509__1.6931509	572010__rpoA
ERR1913022.6931814__1.6931814	823__A0A174U5E4__BDI_3390
ERR1913022.6932085__1.6932085	1862668__GCA_001945525.1_00031
ERR1913022.6932139__1.6932139	357276__C3RA36__HMPREF1065_03270
ERR1913022.6932765__1.6932765	2293125__A0A374BSW4__DW917_13420
ERR1913022.6932904__1.6932904	357276__I8WEZ6__BACDOR_02323
ERR1913022.6932975__1.6932975	165179__A0A229I7F5__DXB80_02650
ERR1913022.6933205__1.6933205	820__A0A374Q8T2__DXB64_16190
ERR1913022.6933256__1.6933256	1501391__GCA_000786575.1_00064
ERR1913022.6933285__1.6933285	487174__K0WZN5__HMPREF9448_01108
ERR1913022.6933394__1.6933394	371601__D7K8P3__SAMN05216250_10395
ERR1913022.6933434__1.6933434	47678__R5U9Z0__HMPREF1061_03210
ERR1913022.6933540__1.6933540	1262889__R7HAE5__BN634_02047
ERR1913022.6933555__1.6933555	357276__A0A076J0Y3__IY41_06810
ERR1913022.6933661__1.6933661	357276__B6W1Y5__IY41_11405
ERR1913022.6933672__1.6933672	29361__B6FKH5__CLONEX_00621
ERR1913022.6933763__1.6933763	487173__H1CXZ3__HMPREF9453_00231
ERR1913022.6933976__1.6933976	357276__B6VT86__IY41_22515
ERR1913022.6934073__1.6934073	46228__V8CCW7__DXD17_07330
ERR1913022.6934089__1.6934089	1262958__R7GTD9__BN645_01214
ERR1913022.6934093__1.6934093	28128__A0A133Q950__HMPREF3226_01242
ERR1913022.6934184__1.6934184	552398__F4XHU2__HMPREF0866_03196
ERR1913022.6934210__1.6934210	1262886__R6Q946__BN563_00499
ERR1913022.6934278__1.6934278	454154__G5STF9__HMPREF9441_02662
ERR1913022.6934405__1.6934405	33039__A0A173VTT4__frdB_1
ERR1913022.6934652__1.6934652	2293125__A0A374CJZ2__DW917_00735
ERR1913022.6934666__1.6934666	204516__U6RA51__HMPREF1534_03959
ERR1913022.6934835__1.6934835	28111__R5K5Y3__BACEGG_03205
ERR1913022.6934837__1.6934837	357276__I8VN48__ABI39_07855
ERR1913022.6934920__1.6934920	820__A0A174F0C1__nreB
ERR1913022.6934953__1.6934953	1262935__R5GSZ0__BN773_01827
ERR1913022.6935074__1.6935074	1262935__R5GLG4__BN773_00617
ERR1913022.6935080__1.6935080	165179__A0A174SA26__PREVCOP_05758
ERR1913022.6935378__1.6935378	821__A0A397WGD6__M098_0084
ERR1913022.6935462__1.6935462	46506__B0NM94__HMPREF1181_03250
ERR1913022.6935584__1.6935584	821__E5UPR6__SAMN04487923_101768
ERR1913022.6935627__1.6935627	46228__B5CQI6__RUMLAC_01732
ERR1913022.6935803__1.6935803	1262958__R7H4H1__BN645_00346
ERR1913022.6935875__1.6935875	1897011__A0A1Q6REU3__BHW41_04025
ERR1913022.6936277__1.6936277	818__A0A174N1L6__ERS852511_02039
ERR1913022.6936339__1.6936339	2173__A0A1D2WX19__METSMIF1_03132
ERR1913022.6936356__1.6936356	1897011__A0A1Q6RE52__BHW41_04690
ERR1913022.6936483__1.6936483	28111__E5X119__NCTC11155_02426
ERR1913022.6936696__1.6936696	1262935__R5GG03__BN773_00437
ERR1913022.6936734__1.6936734	1262889__R7HGV8__BN634_01881
ERR1913022.6936945__1.6936945	28132__D9RV83__HMPREF0660_00835
ERR1913022.6936931__1.6936931	853__A0A174BZY1__xerD_1
ERR1913022.6937209__1.6937209	820__A0A174EV88__HMPREF1072_01427
ERR1913022.6937220__1.6937220	165179__A0A3E5AER8__DXB80_07075
ERR1913022.6937630__1.6937630	823__A0A355XLH0__fepA_1
ERR1913022.6937744__1.6937744	823__A6L930__DDY96_14995
ERR1913022.6937792__1.6937792	1263000__R5EXT3__BN466_02213
ERR1913022.6937840__1.6937840	357276__A0A076INK2__BSEG_04225
ERR1913022.6938074__1.6938074	46503__A7A9H8__DD461_05910
ERR1913022.6938223__1.6938223	410072__A0A173Y4Y6__ERS852389_02300
ERR1913022.6938227__1.6938227	28111__E5X0X9__HMPREF1016_02597
ERR1913022.6938320__1.6938320	1150298__A0A174APS6__kinA
ERR1913022.6938637__1.6938637	39492__D4JVZ6__truB
ERR1913022.6938638__1.6938638	454155__F3QQA0__HMPREF9442_00338
ERR1913022.6938762__1.6938762	204516__U6RFU0__HMPREF1534_02545
ERR1913022.6939047__1.6939047	39492__B0MP07__ERS852540_02083
ERR1913022.6939030__1.6939030	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913022.6939062__1.6939062	821__E5UY21__C800_02204
ERR1913022.6939238__1.6939238	39492__D4JWB3__EUBSIR_00040
ERR1913022.6939211__1.6939211	357276__I9F327__DXD47_22495
ERR1913022.6939355__1.6939355	40518__R5DT93__DXD86_08730
ERR1913022.6939366__1.6939366	823__A0A355XH29__lolE_1
ERR1913022.6939625__1.6939625	310298__B3JQJ5__BACCOP_04231
ERR1913022.6939706__1.6939706	1262992__R5CXM7__BN795_01016
ERR1913022.6939856__1.6939856	357276__A0A076IS46__BACDOR_03265
ERR1913022.6939900__1.6939900	1262911__R6GPC5__BN557_00852
ERR1913022.6940006__1.6940006	357276__I9R002__HMPREF1064_01826
ERR1913022.6940142__1.6940142	39492__D4JTG7__EUBSIR_00572
ERR1913022.6940155__1.6940155	239935__A0A139TT05__CXU09_03335
