ERR1913139.199__1.199	901__B6WW26__DESPIG_02294
ERR1913139.2500317__1.2500317	853__A8S882__C4N23_07600
ERR1913139.2500338__1.2500338	28117__B0MWZ9__ALIPUT_01735
ERR1913139.2500412__1.2500412	1680__A0A174BEE7__BSTER_1311
ERR1913139.2500482__1.2500482	204516__U6RDD8__HMPREF1534_02559
ERR1913139.2500866__1.2500866	165179__D1PCU4__PREVCOP_05029
ERR1913139.2500916__1.2500916	901__B6WXH1__DESPIGER_1644
ERR1913139.2501076__1.2501076	39491__A0A174IJH1__DXB76_01865
ERR1913139.2501068__1.2501068	10680__GeneID:1261099
ERR1913139.2501139__1.2501139	901__B6WXG2__DESPIG_02788
ERR1913139.2501297__1.2501297	1262911__R6GR13__BN557_00618
ERR1913139.2501475__1.2501475	39491__A0A395ZGU6__ERS852417_01456
ERR1913139.2501529__1.2501529	563769__GeneID:6973158
ERR1913139.2501591__1.2501591	214856__A0A174ZLY7__ERS852447_02456
ERR1913139.2501571__1.2501571	33043__A0A173W9Y8__ERS852575_00062
ERR1913139.2501579__1.2501579	39491__A0A395ZDC6__addB
ERR1913139.2502033__1.2502033	853__A0A173XRA8__CGS56_09290
ERR1913139.2502054__1.2502054	46503__R6Y9P8__evgS_3
ERR1913139.2502064__1.2502064	10680__GeneID:1261099
ERR1913139.2502170__1.2502170	1262741__R6CZZ8__BN697_00602
ERR1913139.2502262__1.2502262	357276__A0A0K2HHN3__GV66_08845
ERR1913139.2502331__1.2502331	1304__T0T9N5__CQA85_09935
ERR1913139.2502373__1.2502373	626940__E8LF94__DCQ00_07860
ERR1913139.2502641__1.2502641	165179__D1PHD6__DXC61_03380
ERR1913139.2502717__1.2502717	33043__D5HF50__ERS852386_02415
ERR1913139.2502996__1.2502996	165179__D1PER3__DXB80_11525
ERR1913139.2503081__1.2503081	166486__C7GFB3__ERS852572_03826
ERR1913139.2503146__1.2503146	165179__D1PEW8__DXB80_13775
ERR1913139.2503287__1.2503287	33043__A0A174AEP1__apr
ERR1913139.2503324__1.2503324	384639__GCA_003096855.1_00975
ERR1913139.2503342__1.2503342	853__A0A2A7ATM9__DWZ89_13645
ERR1913139.2503587__1.2503587	821__A0A174V2F3__NCTC10583_01474
ERR1913139.2503617__1.2503617	165179__D1PE06__DXC61_05975
ERR1913139.2503827__1.2503827	10680__GeneID:1261100
ERR1913139.2503999__1.2503999	348058__GeneID:7353029
ERR1913139.2504058__1.2504058	905__D2RKT0__SAMN05216495_10162
ERR1913139.2504073__1.2504073	823__A0A174PAQ4__ERS852429_04218
ERR1913139.2504080__1.2504080	39491__R6TQ09__DXC13_03010
ERR1913139.2504223__1.2504223	165179__D1P9T6__PREVCOP_04016
ERR1913139.2504358__1.2504358	165179__D1PEQ5__PREVCOP_05711
ERR1913139.2504380__1.2504380	360807__A0A396ACQ8__ROSEINA2194_00690
ERR1913139.2504372__1.2504372	853__A0A173XRA8__CGS56_09290
ERR1913139.2504525__1.2504525	820__A0A3E4W7J3__DXC07_00330
ERR1913139.2504575__1.2504575	39491__A0A173VH71__ERS852497_01827
ERR1913139.2504710__1.2504710	905__D2RJC2__SAMN05216495_11131
ERR1913139.2504722__1.2504722	1357825__GeneID:17494397
ERR1913139.2504858__1.2504858	328814__GCA_004558275.1_00060
ERR1913139.2504939__1.2504939	2108523__A0A2P2F3W3__LAWASA_692
ERR1913139.2504983__1.2504983	165179__A0A3E5DX33__PREVCOP_05190
ERR1913139.2505005__1.2505005	33043__A0A173X520__ERS852575_01617
ERR1913139.2505139__1.2505139	28117__R7JMT0__BHV66_05875
ERR1913139.2505170__1.2505170	853__A0A174C5M1__CGS58_04460
ERR1913139.2505231__1.2505231	820__A0A174CK74__DXB48_07060
ERR1913139.2505234__1.2505234	28117__B0MTH2__ALIPUT_00061
ERR1913139.2505266__1.2505266	671232__X8HDM9__agaS
ERR1913139.2505293__1.2505293	1263000__R5EXT3__BN466_02213
ERR1913139.2505298__1.2505298	1263000__R5F0H8__BN466_00254
ERR1913139.2505338__1.2505338	39491__A0A395ZG74__licR
ERR1913139.2505354__1.2505354	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.2505379__1.2505379	820__A0A139KHX1__HMPREF2141_00289
ERR1913139.2505485__1.2505485	820__A0A3E4VXP2__yesR
ERR1913139.2505487__1.2505487	562__C6EBU6__ESQG_00710
ERR1913139.2505581__1.2505581	360807__C0FWL1__RIL183_24711
ERR1913139.2505614__1.2505614	823__A0A3E4PAQ2__DDY96_18275
ERR1913139.2505643__1.2505643	1262886__R6Q9S2__BN563_00641
ERR1913139.2505711__1.2505711	1262936__R7J1I2__BN799_01776
ERR1913139.2505815__1.2505815	626940__E8LFE6__DCQ00_00370
ERR1913139.2505851__1.2505851	165179__A0A229I9X5__CFT61_01205
ERR1913139.2506070__1.2506070	562__P69229__G746_02312
ERR1913139.2506075__1.2506075	2292352__A0A374UMB7__DXC23_09370
ERR1913139.2506805__1.2506805	1262936__R7J146__BN799_01697
ERR1913139.2506847__1.2506847	562__P23837__phoQ
ERR1913139.2507057__1.2507057	165179__W1I4H6__DXB80_13655
ERR1913139.2507119__1.2507119	39492__D4JR31__EUBSIR_00106
ERR1913139.2507174__1.2507174	165179__D1PCT4__DXB80_09470
ERR1913139.2507276__1.2507276	905__D2RJV1__SAMN02910455_00072
ERR1913139.2507280__1.2507280	2292352__A0A374UML6__DXC23_09355
ERR1913139.2507286__1.2507286	626940__E8LGW1__BHW43_07850
ERR1913139.2507335__1.2507335	165179__D1PES9__DXB80_11585
ERR1913139.2507432__1.2507432	165179__A0A3E5AE59__DXC61_12885
ERR1913139.2507463__1.2507463	39492__R6SPM9__pheT
ERR1913139.2507579__1.2507579	821__A0A3E4HP25__SAMN04487923_102450
ERR1913139.2507788__1.2507788	1262936__R7J358__BN799_01390
ERR1913139.2507839__1.2507839	39492__D4JT87__clpC
ERR1913139.2508509__1.2508509	166486__D4KRN2__ERS852572_01816
ERR1913139.2508527__1.2508527	1262929__R6F4F7__BN691_01167
ERR1913139.2508591__1.2508591	1262936__R7J5M6__BN799_00272
ERR1913139.2508633__1.2508633	823__A6LBY1__ERS852380_00510
ERR1913139.2508717__1.2508717	626940__E8LCR5__BN587_00836
ERR1913139.2508776__1.2508776	155148__GeneID:921005
ERR1913139.2508838__1.2508838	165179__A0A3E5AE59__DXC61_12885
ERR1913139.2509104__1.2509104	905__D2RLY8__SAMN02910455_00548
ERR1913139.2509333__1.2509333	166486__D4L2T9__lytM
ERR1913139.2509396__1.2509396	166486__C7GE31__ganB_3
ERR1913139.2509723__1.2509723	40519__U2KNI1__RUMCAL_02150
ERR1913139.2509824__1.2509824	246787__A0A3D6ARC7__BACCELL_03328
ERR1913139.2509896__1.2509896	239935__A0A2N8IUE8__CXU20_02935
ERR1913139.2509922__1.2509922	28037__A0A139R9V4__B7694_08545
ERR1913139.2509976__1.2509976	45634__E8JSA5__TW70_00796
ERR1913139.2509966__1.2509966	165179__D1PES9__DXB80_11585
ERR1913139.2510054__1.2510054	165179__A0A3E5E3D6__DXC61_05750
ERR1913139.2510229__1.2510229	165179__D1PES9__DXB80_11585
ERR1913139.2510465__1.2510465	214856__I3YK71__ERS852559_02472
ERR1913139.2510498__1.2510498	1262936__R7IY78__BN799_00717
ERR1913139.2510689__1.2510689	165179__A0A3E5DZA5__DXB80_12550
ERR1913139.2510787__1.2510787	39491__A0A0M6WWT1__dus_2
ERR1913139.2510842__1.2510842	823__D7IT19__DHP27_03495
ERR1913139.2510989__1.2510989	626940__E8LER3__HMPREF9443_01347
ERR1913139.2510997__1.2510997	39492__D4JUR4__ERS852540_01427
ERR1913139.2511101__1.2511101	28116__R6JIR4__DXA80_14190
ERR1913139.2511117__1.2511117	1262936__R7IY41__BN799_00608
ERR1913139.2511237__1.2511237	39491__A0A174LTW7__DXD13_08720
ERR1913139.2511570__1.2511570	820__A7V092__hldE
ERR1913139.2511670__1.2511670	853__A0A2A7ATM9__DWZ89_13645
ERR1913139.2511693__1.2511693	155148__GeneID:920998
ERR1913139.2511880__1.2511880	1262911__R6H1M1__BN557_00925
ERR1913139.2511911__1.2511911	626940__R6XYY7__DCQ00_03935
ERR1913139.2512242__1.2512242	1235835__R9LCU2__C814_02677
ERR1913139.2512260__1.2512260	905__D2RM99__Acfer_1847
ERR1913139.2512275__1.2512275	1318__A0A0F3H5H2__HMPREF9626_0677
ERR1913139.2512635__1.2512635	905__D2RKU2__SAMN02910455_01052
ERR1913139.2512666__1.2512666	39491__A0A395ZGU6__ERS852417_01456
ERR1913139.2512677__1.2512677	165179__D1PEQ5__PREVCOP_05711
ERR1913139.2512722__1.2512722	1263000__R5ES99__BN466_01121
ERR1913139.2512739__1.2512739	165179__A0A3E5DZD8__DXB80_09150
ERR1913139.2512839__1.2512839	360807__A0A173VD35__suhB
ERR1913139.2512873__1.2512873	821__A0A174T998__DXB82_10860
ERR1913139.2512823__1.2512823	28118__F9Z690__SAMEA44545918_01782
ERR1913139.2512933__1.2512933	165179__A0A3E5E4T9__DXB80_08030
ERR1913139.2513041__1.2513041	626940__E8LF94__DCQ00_07860
ERR1913139.2513074__1.2513074	33043__D5HIL5__ERS852445_01761
ERR1913139.2513202__1.2513202	626940__E8LGM9__DCQ00_02420
ERR1913139.2513179__1.2513179	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913139.2513282__1.2513282	165179__D1PGD2__DXC61_10875
ERR1913139.2513259__1.2513259	166486__A0A173VSA0__ROSINTL182_06124
ERR1913139.2513369__1.2513369	1680__A0A076JM61__DXD63_05245
ERR1913139.2513400__1.2513400	328814__GCA_004558275.1_00992
ERR1913139.2513568__1.2513568	165179__D1P9T6__PREVCOP_04016
ERR1913139.2513726__1.2513726	1897011__A0A1Q6RE52__BHW41_04690
ERR1913139.2513784__1.2513784	165179__R6BPK1__DXB80_04445
ERR1913139.2514014__1.2514014	172901__A0A2U1ARD1__C8D82_12318
ERR1913139.2514027__1.2514027	165179__A0A174IYW3__DXC61_01235
ERR1913139.2514378__1.2514378	33043__A0A174AEP1__apr
ERR1913139.2514385__1.2514385	410072__C0B8G3__DXD67_01535
ERR1913139.2514451__1.2514451	2292352__A0A374UKE7__DXC23_09500
ERR1913139.2514458__1.2514458	823__A0A174W1A8__panE
ERR1913139.2514467__1.2514467	905__D2RL94__Acfer_1487
ERR1913139.2514516__1.2514516	1262911__R6HN72__BN557_00911
ERR1913139.2514709__1.2514709	1739341__T0TWM6__HMPREF2837_10225
ERR1913139.2514956__1.2514956	33039__A0A3D0EY88__ERS852390_03120
ERR1913139.2515086__1.2515086	39492__D4JRX7__EUBSIR_01480
ERR1913139.2515112__1.2515112	1262988__R7N524__BN816_01860
ERR1913139.2515188__1.2515188	39491__A0A396FGM9__fliU_1
ERR1913139.2515299__1.2515299	165179__D1PES9__DXB80_11585
ERR1913139.2515548__1.2515548	1262886__R6QJF6__BN563_01169
ERR1913139.2515556__1.2515556	39486__G1WPD7__DORFOR_00931
ERR1913139.2515536__1.2515536	165179__D1PGU8__PREVCOP_06463
ERR1913139.2515482__1.2515482	901__B6WXK8__DESPIG_02835
ERR1913139.2516039__1.2516039	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913139.2516041__1.2516041	626940__E8LBR4__BHW43_02255
ERR1913139.2516171__1.2516171	820__A0A1Y3V743__M093_0235
ERR1913139.2516198__1.2516198	33043__D5HDF1__ERS852386_02231
ERR1913139.2516362__1.2516362	39491__C4ZC33__DXC13_11585
ERR1913139.2516725__1.2516725	39491__C4ZHS4__EUR_24420
ERR1913139.2516874__1.2516874	33043__A0A174CC83__ERS852575_02077
ERR1913139.2516967__1.2516967	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.2517076__1.2517076	1263000__R5ESM1__BN466_01440
ERR1913139.2517104__1.2517104	1262741__R6CM18__BN697_00228
ERR1913139.2517115__1.2517115	165179__R6BQP4__DXC61_02015
ERR1913139.2517553__1.2517553	39492__D4JX05__EUBSIR_01678
ERR1913139.2517690__1.2517690	165179__A0A3E5EB26__CFT61_02800
ERR1913139.2517846__1.2517846	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913139.2518009__1.2518009	1357825__GeneID:17494407
ERR1913139.2518046__1.2518046	562__P23837__phoQ
ERR1913139.2518184__1.2518184	626940__A0A1Q6R984__BHW43_02680
ERR1913139.2518233__1.2518233	165179__A0A3E5EA43__DXC61_07775
ERR1913139.2518245__1.2518245	1262911__R6GR13__BN557_00618
ERR1913139.2518472__1.2518472	410072__A0A3E4GRE0__DXD67_07105
ERR1913139.2518573__1.2518573	33039__A0A174Y8E4__suhB
ERR1913139.2518641__1.2518641	1262886__R6RDI4__BN563_00643
ERR1913139.2518751__1.2518751	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913139.2519003__1.2519003	301301__A0A395VDQ5__RHOM_08975
ERR1913139.2519016__1.2519016	853__A0A3E2U7E6__ERS852582_01640
ERR1913139.2519063__1.2519063	166486__D4KYW5__ROSINTL182_05595
ERR1913139.2519098__1.2519098	626940__E8LCG7__DCQ00_01770
ERR1913139.2519113__1.2519113	626940__R6XYY7__DCQ00_03935
ERR1913139.2519213__1.2519213	165179__R6CNX7__DXB80_02200
ERR1913139.2519326__1.2519326	33039__A0A174ZQJ6__ERS852530_06709
ERR1913139.2519424__1.2519424	165179__R6XIF8__DXC61_07265
ERR1913139.2519426__1.2519426	626940__E8LG67__DCQ00_09020
ERR1913139.2519428__1.2519428	1262882__R5N3T7__BN519_01188
ERR1913139.2519430__1.2519430	33043__A0A173WPI1__ERS852400_02100
ERR1913139.2520001__1.2520001	204516__U6RDD8__HMPREF1534_02559
ERR1913139.2520050__1.2520050	28117__B0MXU6__ALIPUT_01958
ERR1913139.2520061__1.2520061	901__B6WUN6__DHV46_11020
ERR1913139.2520103__1.2520103	39491__A0A395V297__EUR_01010
ERR1913139.2520152__1.2520152	165179__D1PCT4__DXB80_09470
ERR1913139.2520321__1.2520321	165179__A0A174SR12__DXB80_04410
ERR1913139.2520416__1.2520416	414970__GeneID:5204415
ERR1913139.2520436__1.2520436	1262936__R7J1I2__BN799_01776
ERR1913139.2520512__1.2520512	165179__D1PGU8__PREVCOP_06463
ERR1913139.2520653__1.2520653	823__E1YQ32__DXC05_04185
ERR1913139.2520696__1.2520696	187979__A0A174AJG6__dosP_4
ERR1913139.2520698__1.2520698	39496__A5Z5I2__EUBVEN_00963
ERR1913139.2520850__1.2520850	39491__A0A173QT73__alaS_2
ERR1913139.2520917__1.2520917	39491__A0A174EQV2__DXB69_10230
ERR1913139.2520933__1.2520933	901__A0A1K1LG50__DESPIG_01817
ERR1913139.2521043__1.2521043	166486__D4KUE4__ROSINTL182_08606
ERR1913139.2521177__1.2521177	1262824__R6RRJ9__BN719_00224
ERR1913139.2521298__1.2521298	166486__D4KVZ4__sleB_3
ERR1913139.2521523__1.2521523	410072__A0A174D6E7__ERS852574_01257
ERR1913139.2521722__1.2521722	901__B6WR54__DESPIG_00535
ERR1913139.2521743__1.2521743	39488__R5GCC7__DXD91_10385
ERR1913139.2521799__1.2521799	905__D2RKI2__SAMN02910455_00781
ERR1913139.2521875__1.2521875	357276__B6VT86__IY41_22515
ERR1913139.2521965__1.2521965	1262889__R7HAK5__BN634_00884
ERR1913139.2522089__1.2522089	2292352__A0A374UKJ4__DXC23_09360
ERR1913139.2522136__1.2522136	1263109__GCA_000438135.1_01230
ERR1913139.2522238__1.2522238	1262886__R6QRM1__BN563_01480
ERR1913139.2522288__1.2522288	414970__GeneID:5204371
ERR1913139.2522432__1.2522432	821__A0A174AYT0__DXC02_03530
ERR1913139.2522498__1.2522498	165179__A0A3E5E3D6__DXC61_05750
ERR1913139.2522737__1.2522737	905__D2RJ24__Acfer_0684
ERR1913139.2522988__1.2522988	1262911__R6H1J5__BN557_00905
ERR1913139.2523016__1.2523016	458033__GCA_001482755.1_02203
ERR1913139.2523080__1.2523080	165179__A0A3E5AE59__DXC61_12885
ERR1913139.2523128__1.2523128	165179__D1PDJ4__DXB80_08505
ERR1913139.2523208__1.2523208	165179__D1PAJ7__PREVCOP_04222
ERR1913139.2523246__1.2523246	1262886__R6QKS8__BN563_01572
ERR1913139.2523249__1.2523249	175950__GeneID:955654
ERR1913139.2523592__1.2523592	1262936__R7IYY7__BN799_00701
ERR1913139.2523962__1.2523962	29361__B6FLM7__CLONEX_01049
ERR1913139.2524040__1.2524040	310298__B3JQJ5__BACCOP_04231
ERR1913139.2524143__1.2524143	39491__A0A396FM36__DXB99_00820
ERR1913139.2524305__1.2524305	100886__E2NSF9__rpoB
ERR1913139.2524503__1.2524503	1262959__R5Y0L7__BN680_01410
ERR1913139.2524548__1.2524548	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.2524708__1.2524708	1262959__R5XUW0__BN680_01859
ERR1913139.2524873__1.2524873	853__A0A174C5M1__CGS58_04460
ERR1913139.2524954__1.2524954	28117__B0MXR1__BHV66_08035
ERR1913139.2524988__1.2524988	563769__GeneID:6973158
ERR1913139.2525074__1.2525074	853__A0A174C5M1__CGS58_04460
ERR1913139.2525263__1.2525263	1263006__R6LU28__BN515_01365
ERR1913139.2525284__1.2525284	410072__A0A3E4GRP6__DXD67_05285
ERR1913139.2525304__1.2525304	29361__B6FLM7__CLONEX_01049
ERR1913139.2525342__1.2525342	165179__A0A3E5EB26__CFT61_02800
ERR1913139.2525355__1.2525355	1124654__GeneID:14005780
ERR1913139.2525477__1.2525477	1262911__R6H1K1__BN557_00910
ERR1913139.2525590__1.2525590	165179__A0A229I443__DXB80_10950
ERR1913139.2525592__1.2525592	1297617__A0A0S2W146__IB211_00701
ERR1913139.2525708__1.2525708	1680__A0A374QDL4__LMG18897_0432
ERR1913139.2525699__1.2525699	1407493__GeneID:17503257
ERR1913139.2525941__1.2525941	165179__A0A174PS14__DXC61_13945
ERR1913139.2525947__1.2525947	1262911__R6GQM3__BN557_01245
ERR1913139.2526212__1.2526212	166486__D4L2Y9__ROSINTL182_06221
ERR1913139.2526291__1.2526291	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913139.2526269__1.2526269	165179__A0A3E5EAM5__DXC61_07785
ERR1913139.2526317__1.2526317	820__A7UYG6__M094_0070
ERR1913139.2526457__1.2526457	360807__A0A0M6X0M8__ERS852444_00740
ERR1913139.2526552__1.2526552	1263000__R5EQI3__BN466_00125
ERR1913139.2526565__1.2526565	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913139.2526717__1.2526717	410072__A0A3E4GT65__ERS852574_02325
ERR1913139.2526774__1.2526774	626940__E8LE59__HMPREF9443_01130
ERR1913139.2526830__1.2526830	1262959__R5Y113__BN680_01545
ERR1913139.2526832__1.2526832	1262959__R5YH34__BN680_01621
ERR1913139.2526842__1.2526842	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913139.2526847__1.2526847	147206__GCF_000156215.1_01108
ERR1913139.2527006__1.2527006	328814__GCA_004558275.1_00199
ERR1913139.2527037__1.2527037	187979__A0A173Y1G6__ERS852385_00801
ERR1913139.2527102__1.2527102	626940__E8LEB0__BHW43_01865
ERR1913139.2527211__1.2527211	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913139.2527249__1.2527249	165179__D1PCT4__DXB80_09470
ERR1913139.2527255__1.2527255	1262959__R5Y6L0__BN680_01484
ERR1913139.2527409__1.2527409	563769__GeneID:6973141
ERR1913139.2527605__1.2527605	1262911__R6GT76__BN557_01150
ERR1913139.2527618__1.2527618	33043__A0A173QUA9__ERS852400_01795
ERR1913139.2527882__1.2527882	363265__R6F4I0__HMPREF0673_00778
ERR1913139.2527978__1.2527978	357276__I9F327__DXD47_22495
ERR1913139.2527985__1.2527985	165179__D1PES9__DXB80_11585
ERR1913139.2528177__1.2528177	165179__D1PEW8__DXB80_13775
ERR1913139.2528194__1.2528194	39491__C4Z9Y3__ERS852417_01808
ERR1913139.2528273__1.2528273	214856__I3YMN6__Alfi_1938
ERR1913139.2528464__1.2528464	905__D2RNB4__SAMN02910455_00421
ERR1913139.2528494__1.2528494	901__B6WQQ5__DHV46_03695
ERR1913139.2528520__1.2528520	33043__D5HHT2__ERS852445_02796
ERR1913139.2528657__1.2528657	39491__C4Z9K7__EUBREC_0050
ERR1913139.2528688__1.2528688	901__B6WV59__feoB
ERR1913139.2528702__1.2528702	328814__GCA_004558275.1_00078
ERR1913139.2528849__1.2528849	33043__D5HHY4__luxQ_1
ERR1913139.2528941__1.2528941	10680__GeneID:1261099
ERR1913139.2528976__1.2528976	821__A0A174JYD3__ERS852457_02610
ERR1913139.2529063__1.2529063	1262911__R6HIJ8__BN557_01742
ERR1913139.2529066__1.2529066	33043__A0A174EI47__inlJ
ERR1913139.2529438__1.2529438	1735__B7C7R1__EUBIFOR_00209
ERR1913139.2529516__1.2529516	1262886__R6QH52__BN563_00488
ERR1913139.2529547__1.2529547	1262936__R7IY41__BN799_00608
ERR1913139.2529583__1.2529583	2292352__A0A374UIX0__DXC23_12260
ERR1913139.2529784__1.2529784	1263000__R5EXT3__BN466_02213
ERR1913139.2529875__1.2529875	2292352__A0A374UNS4__DXC23_05055
ERR1913139.2529931__1.2529931	301302__R5UNJ6__M72_26701
ERR1913139.2529948__1.2529948	39492__D4JUD9__EUBSIR_01875
ERR1913139.2529950__1.2529950	905__D2RJD5__SAMN05216495_11145
ERR1913139.2530193__1.2530193	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913139.2530252__1.2530252	901__B6WVJ0__BHW59_08380
ERR1913139.2530298__1.2530298	1262911__R6GHG8__BN557_01301
ERR1913139.2530334__1.2530334	1263000__R5EMZ8__BN466_00707
ERR1913139.2530507__1.2530507	328814__GCA_004558275.1_00035
ERR1913139.2530512__1.2530512	165179__R6CNX7__DXB80_02200
ERR1913139.2530527__1.2530527	328814__GCA_004558275.1_00035
ERR1913139.2530550__1.2530550	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913139.2530676__1.2530676	1262882__R5MFT7__BN519_00494
ERR1913139.2530677__1.2530677	1262911__R6GN99__BN557_01784
ERR1913139.2530684__1.2530684	360807__A0A1Q6T542__RIL183_02161
ERR1913139.2530710__1.2530710	821__A0A396F9T7__M097_3427
ERR1913139.2531057__1.2531057	165179__A0A3E5EB26__CFT61_02800
ERR1913139.2531070__1.2531070	1262911__R6GR13__BN557_00618
ERR1913139.2531089__1.2531089	360807__C0FYL6__ROSEINA2194_03855
ERR1913139.2531094__1.2531094	10680__GeneID:1261100
ERR1913139.2531184__1.2531184	39491__A0A396FFW0__ERE_10580
ERR1913139.2531197__1.2531197	626940__E8LEM1__BHW43_06255
ERR1913139.2531210__1.2531210	1262959__R5Y393__BN680_00348
ERR1913139.2531285__1.2531285	322505__manY_2
ERR1913139.2531358__1.2531358	2292352__A0A374UMB7__DXC23_09370
ERR1913139.2531474__1.2531474	39492__D4JQY4__EUBSIR_01325
ERR1913139.2531527__1.2531527	562__P77294__fimG
ERR1913139.2531543__1.2531543	1147152__GeneID:14181982
ERR1913139.2531608__1.2531608	28117__B0MSR5__BHV66_02095
ERR1913139.2531684__1.2531684	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913139.2531694__1.2531694	39492__D4JR58__EUBSIR_02090
ERR1913139.2531985__1.2531985	165179__A0A3E5EAT2__DXC61_07585
ERR1913139.2532135__1.2532135	165179__A0A3E5E0D5__PREVCOP_04205
ERR1913139.2532205__1.2532205	901__B6WTR4__DESPIGER_1248
ERR1913139.2532369__1.2532369	2292352__A0A374UKI4__DXC23_09350
ERR1913139.2532344__1.2532344	626940__E8LB53__holA
ERR1913139.2532495__1.2532495	905__D2RJH4__SAMN05216495_102207
ERR1913139.2532484__1.2532484	1262743__R5C054__BN727_01980
ERR1913139.2532651__1.2532651	165179__D1PCU4__PREVCOP_05029
ERR1913139.2532753__1.2532753	1262959__R5YE35__BN680_00548
ERR1913139.2532798__1.2532798	165179__A0A3E5E8N5__DXC61_13460
ERR1913139.2532920__1.2532920	626940__E8LFV6__DCQ00_05640
ERR1913139.2532874__1.2532874	1262936__R7J158__BN799_01406
ERR1913139.2532883__1.2532883	1262882__R5MZF2__BN519_00592
ERR1913139.2532978__1.2532978	165179__A0A3E5EAM5__DXC61_07785
ERR1913139.2533018__1.2533018	563769__GeneID:6973156
ERR1913139.2533248__1.2533248	165179__A0A3E4SB95__DXC61_13455
ERR1913139.2533286__1.2533286	28117__B0MTS2__ALIPUT_00159
ERR1913139.2533300__1.2533300	2292352__A0A374UKE7__DXC23_09500
ERR1913139.2533301__1.2533301	74426__infB
ERR1913139.2533318__1.2533318	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913139.2533615__1.2533615	39496__A5Z5I2__EUBVEN_00963
ERR1913139.2533622__1.2533622	626940__E8LCL1__BHW43_00460
ERR1913139.2533666__1.2533666	1262936__R7J0J5__BN799_01369
ERR1913139.2534013__1.2534013	820__A0A1Y3V743__M093_0235
ERR1913139.2534096__1.2534096	1262886__R6QPP8__BN563_00924
ERR1913139.2534152__1.2534152	39491__A0A395ZHV7__ykvU
ERR1913139.2534208__1.2534208	33043__A0A174CPX4__ERS852386_02360
ERR1913139.2534352__1.2534352	39492__B0MNQ2__EUBSIR_01459
ERR1913139.2534360__1.2534360	360807__C0FN02__ERS852392_01841
ERR1913139.2534361__1.2534361	165179__A0A229I443__DXB80_10950
ERR1913139.2534381__1.2534381	1262959__R5XXE7__BN680_00354
ERR1913139.2534513__1.2534513	10680__GeneID:1261099
ERR1913139.2534575__1.2534575	133926__E1QYC8__Olsu_0268
ERR1913139.2534770__1.2534770	1262936__R7J2T4__BN799_01966
ERR1913139.2534896__1.2534896	818__A0A174TT69__SAMN02910322_02680
ERR1913139.2534951__1.2534951	907__G0VPU5__CJO36_07000
ERR1913139.2534979__1.2534979	28117__B0MWH8__BHV66_01330
ERR1913139.2534981__1.2534981	907__G0VPQ1__AZ49_11950
ERR1913139.2535075__1.2535075	360807__A0A1Q6T542__RIL183_02161
ERR1913139.2535091__1.2535091	165179__A0A3E5E189__PREVCOP_06699
ERR1913139.2535301__1.2535301	821__I9R3W6__DXC16_12455
ERR1913139.2535291__1.2535291	33043__A0A173WXS1__ERS852445_00262
ERR1913139.2535626__1.2535626	74426__pdxS
ERR1913139.2535756__1.2535756	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913139.2535875__1.2535875	165179__R6XIF8__DXC61_07265
ERR1913139.2536032__1.2536032	74426__rpoC
ERR1913139.2536311__1.2536311	165179__A0A3E5AG99__DXB80_04390
ERR1913139.2536355__1.2536355	292800__A0A174M480__ADH75_04280
ERR1913139.2536340__1.2536340	39492__D4JU30__EUBSIR_00838
ERR1913139.2536511__1.2536511	33043__D5HDZ9__ERS852386_00394
ERR1913139.2536479__1.2536479	1304__J7TGU8__Ssal_02017
ERR1913139.2536553__1.2536553	1262936__R7J1I2__BN799_01776
ERR1913139.2536581__1.2536581	33043__A0A173YPE0__thiD
ERR1913139.2536639__1.2536639	165179__D1PE06__DXC61_05975
ERR1913139.2536748__1.2536748	907__G0VRN7__SAMN02910401_00240
ERR1913139.2536854__1.2536854	905__D2RNB4__SAMN02910455_00421
ERR1913139.2536886__1.2536886	907__G0VMD0__SAMN02910401_01607
ERR1913139.2537000__1.2537000	33043__D5HFE3__lacR
ERR1913139.2537080__1.2537080	2292352__A0A374UMB7__DXC23_09370
ERR1913139.2537208__1.2537208	1262948__R7EDK5__BN671_00579
ERR1913139.2537337__1.2537337	821__A0A396F9T7__M097_3427
ERR1913139.2537560__1.2537560	166486__D4L0E1__ypdA_4
ERR1913139.2537575__1.2537575	165179__A0A3E5DR10__DXC61_03505
ERR1913139.2537614__1.2537614	28117__B0MY41__BHV66_05165
ERR1913139.2537675__1.2537675	165179__D1PES9__DXB80_11585
