ERR1913163.20__1.20	47678__R5UU99__C5Z00_11925
ERR1913163.4792588__1.4792588	821__A0A3E4WAR6__DXD64_10735
ERR1913163.4792845__1.4792845	823__E1YT73__NCTC11152_02675
ERR1913163.4792809__1.4792809	28111__R5JSC9__HMPREF1016_01677
ERR1913163.4792821__1.4792821	820__A0A374Q854__HMPREF1073_03281
ERR1913163.4792903__1.4792903	820__A0A3E4WA06__ERS852554_03404
ERR1913163.4793029__1.4793029	821__A0A396F9T7__M097_3427
ERR1913163.4793112__1.4793112	28116__R6K4N7__ERS852555_03750
ERR1913163.4793173__1.4793173	28111__E5X120__NCTC11155_02427
ERR1913163.4793560__1.4793560	821__A0A173WG51__BVU_2549
ERR1913163.4793761__1.4793761	818__A0A0P0FBH7__ERS852557_03343
ERR1913163.4793810__1.4793810	310298__B3JFI7__BACCOP_00636
ERR1913163.4793824__1.4793824	28116__R6JAK2__DXD69_23875
ERR1913163.4793829__1.4793829	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4793907__1.4793907	818__A0A139L1D5__BT_2967
ERR1913163.4793996__1.4793996	821__A0A396F598__CUU_3259
ERR1913163.4794113__1.4794113	28111__E5X237__NCTC11155_00628
ERR1913163.4794117__1.4794117	292800__A0A174SPT3__HMPREF0372_02343
ERR1913163.4794252__1.4794252	820__A0A174CG08__DXB62_13215
ERR1913163.4794234__1.4794234	820__A0A139K1Y6__DXB48_02610
ERR1913163.4794342__1.4794342	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913163.4794452__1.4794452	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913163.4794456__1.4794456	28111__R5K5X6__NCTC11155_02508
ERR1913163.4794517__1.4794517	28111__E5WWI8__HMPREF1016_01036
ERR1913163.4794612__1.4794612	1550024__G9RZN9__ASJ35_05735
ERR1913163.4794725__1.4794725	33043__A8SPT5__yfiN_2
ERR1913163.4794767__1.4794767	28111__E5WYP5__BACEGG_00185
ERR1913163.4794874__1.4794874	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913163.4795008__1.4795008	1262924__R7HU74__BN585_00690
ERR1913163.4795151__1.4795151	28111__R5JPB6__NCTC11155_02514
ERR1913163.4795172__1.4795172	28111__E5WUE9__NCTC11155_01729
ERR1913163.4795250__1.4795250	28111__E5WUE9__NCTC11155_01729
ERR1913163.4795496__1.4795496	821__A0A396F598__CUU_3259
ERR1913163.4795566__1.4795566	214856__I3YMN6__Alfi_1938
ERR1913163.4795641__1.4795641	374840__GeneID:2546403
ERR1913163.4795827__1.4795827	820__A0A139KG04__ERS852459_01249
ERR1913163.4796023__1.4796023	214856__R6Z5D0__resA_4
ERR1913163.4796138__1.4796138	39490__A0A173UIK6__LG34_15110
ERR1913163.4796254__1.4796254	47678__R5UBT0__CGC64_12195
ERR1913163.4796306__1.4796306	246787__A0A0P0GM08__BcellWH2_01845
ERR1913163.4796459__1.4796459	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4796494__1.4796494	28111__E5X120__NCTC11155_02427
ERR1913163.4796563__1.4796563	28111__R5K222__bglX_7
ERR1913163.4796653__1.4796653	28111__R5JTT9__BACEGG_01644
ERR1913163.4796834__1.4796834	28111__R5JSC9__HMPREF1016_01677
ERR1913163.4797031__1.4797031	1550024__G9RZN9__ASJ35_05735
ERR1913163.4797046__1.4797046	823__A0A355XLH0__fepA_1
ERR1913163.4797047__1.4797047	821__R7P1Q7__M099_2990
ERR1913163.4797391__1.4797391	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4797330__1.4797330	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4797551__1.4797551	821__A0A3E4XY72__NCTC10583_01067
ERR1913163.4797595__1.4797595	820__A0A174F0C1__nreB
ERR1913163.4797793__1.4797793	820__A0A174EV88__HMPREF1072_01427
ERR1913163.4797808__1.4797808	47678__R5U2W6__CGC64_03455
ERR1913163.4797828__1.4797828	821__E5UY21__C800_02204
ERR1913163.4797950__1.4797950	47678__A5ZEA3__ERS852558_00257
ERR1913163.4798025__1.4798025	357276__A0A0M1W657__HMPREF1064_04629
ERR1913163.4798060__1.4798060	671267__R9I7B5__C802_04018
ERR1913163.4798237__1.4798237	214856__R5UN64__ERS852447_02669
ERR1913163.4798363__1.4798363	821__E5UY21__C800_02204
ERR1913163.4798593__1.4798593	28111__E5X205__NCTC11155_00661
ERR1913163.4798624__1.4798624	28111__E5WUE7__BACEGG_02087
ERR1913163.4798667__1.4798667	28111__E5X0Y0__HMPREF1016_02598
ERR1913163.4798668__1.4798668	338188__A0A174GJJ1__ERS852397_02405
ERR1913163.4798728__1.4798728	28111__E5X0Y0__HMPREF1016_02598
ERR1913163.4798745__1.4798745	28111__R5JSC9__HMPREF1016_01677
ERR1913163.4798766__1.4798766	821__U6RDC2__DXD46_15675
ERR1913163.4798784__1.4798784	28111__R5K9F8__BACEGG_01519
ERR1913163.4798859__1.4798859	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4798956__1.4798956	564886__GeneID:6973115
ERR1913163.4799031__1.4799031	820__A0A374QGD2__ERS852421_02382
ERR1913163.4799146__1.4799146	820__A0A174QT76__B5G17_18060
ERR1913163.4799147__1.4799147	820__A0A174B4N2__M093_2531
ERR1913163.4799286__1.4799286	28111__E5WUE9__NCTC11155_01729
ERR1913163.4799401__1.4799401	28111__R5K5Y3__BACEGG_03205
ERR1913163.4799484__1.4799484	28116__A7LS02__DXF98_24100
ERR1913163.4799505__1.4799505	626932__G5H6M5__HMPREF9450_00585
ERR1913163.4799517__1.4799517	821__D4VD59__BHV80_04260
ERR1913163.4799730__1.4799730	1550024__A0A0D8J0U7__ASJ35_13230
ERR1913163.4799746__1.4799746	1550024__A0A0W7TR16__TQ39_07995
ERR1913163.4799779__1.4799779	46506__A0A108TBL0__BACSTE_01998
ERR1913163.4800270__1.4800270	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913163.4800512__1.4800512	821__A0A174WBC9__ERS852556_03145
ERR1913163.4800668__1.4800668	1112008__GeneID:12978683
ERR1913163.4800855__1.4800855	46506__R6AC22__HMPREF1181_00516
ERR1913163.4800864__1.4800864	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4800892__1.4800892	821__A0A3E4XY72__NCTC10583_01067
ERR1913163.4800971__1.4800971	28111__E5WYC3__NCTC11155_03517
ERR1913163.4801041__1.4801041	818__R7KZU1__ERS852430_01306
ERR1913163.4801097__1.4801097	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913163.4801303__1.4801303	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913163.4801379__1.4801379	820__A0A174EV88__HMPREF1072_01427
ERR1913163.4801506__1.4801506	28111__R5JSC9__HMPREF1016_01677
ERR1913163.4801554__1.4801554	823__A6LGI3__DXB14_09215
ERR1913163.4801685__1.4801685	818__A0A3E5HY51__rpfC_2
ERR1913163.4801750__1.4801750	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913163.4801887__1.4801887	821__A0A174RA14__M099_1655
ERR1913163.4801902__1.4801902	47678__A5ZEX0__DW706_08045
ERR1913163.4801918__1.4801918	28111__E5X237__NCTC11155_00628
ERR1913163.4801920__1.4801920	458033__GCA_001482755.1_02203
ERR1913163.4801926__1.4801926	292800__A0A174RGQ5__HMPREF0372_03387
ERR1913163.4801974__1.4801974	47678__A5ZG68__ERS852494_02968
ERR1913163.4802031__1.4802031	47678__R5U7T0__CGC64_00755
ERR1913163.4802138__1.4802138	1550024__G9RXV5__TQ39_13455
ERR1913163.4802143__1.4802143	821__A0A174NM17__lacZ_6
ERR1913163.4802180__1.4802180	28111__E5X121__BACEGG_03113
ERR1913163.4802203__1.4802203	821__A0A0P0M5Z6__BVU_0429
ERR1913163.4802253__1.4802253	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4802313__1.4802313	292800__A0A173ZCZ3__A4U99_03035
ERR1913163.4802329__1.4802329	28111__R5JUK8__NCTC11155_02515
ERR1913163.4802371__1.4802371	46506__A0A3E4USX2__BACSTE_03107
ERR1913163.4802455__1.4802455	387090__S0F8B2__BACCOPRO_02129
ERR1913163.4802618__1.4802618	457421__C5ERC0__CBFG_04276
ERR1913163.4802619__1.4802619	821__A0A0P0M6M0__M097_4734
ERR1913163.4802622__1.4802622	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913163.4802691__1.4802691	28111__E5WYC3__NCTC11155_03517
ERR1913163.4802719__1.4802719	47678__R5UAF6__ERS852494_02966
ERR1913163.4802754__1.4802754	820__A0A1Y3V743__M093_0235
ERR1913163.4802833__1.4802833	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4802938__1.4802938	1550024__G9RQ59__TQ39_14360
ERR1913163.4803037__1.4803037	1262924__R7HPS8__BN585_00646
ERR1913163.4803106__1.4803106	39490__A0A2V1JRB7__fusA
ERR1913163.4803092__1.4803092	820__A0A139K8X8__DXC80_17665
ERR1913163.4803218__1.4803218	28116__A0A1Y4PVG3__imd
ERR1913163.4803241__1.4803241	357276__A0A0M1W657__HMPREF1064_04629
ERR1913163.4803267__1.4803267	1550024__A0A3B9WLJ1__TQ39_10125
ERR1913163.4803353__1.4803353	818__A0A1H7L4U6__BSIG_3287
ERR1913163.4803373__1.4803373	47678__R5U7T0__CGC64_00755
ERR1913163.4803386__1.4803386	28116__F7L4N5__BACOVA_00137
ERR1913163.4803473__1.4803473	820__A0A3E4G493__ERS417307_00253
ERR1913163.4803592__1.4803592	820__A0A3E4WA06__ERS852554_03404
ERR1913163.4803648__1.4803648	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4803662__1.4803662	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.4803695__1.4803695	821__A0A3E4KIM1__M097_3660
ERR1913163.4803753__1.4803753	487175__R5EF92__HMPREF9439_00378
ERR1913163.4803722__1.4803722	821__A0A395UNT8__DXD64_15275
ERR1913163.4804191__1.4804191	28111__R5K5Y3__BACEGG_03205
ERR1913163.4804200__1.4804200	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913163.4804239__1.4804239	1262924__R7HSB4__BN585_00816
ERR1913163.4804492__1.4804492	820__A0A3E5BMG9__DXD40_05130
ERR1913163.4804586__1.4804586	671267__R9I7B5__C802_04018
ERR1913163.4804780__1.4804780	1550024__A0A0D8J136__TQ39_12150
ERR1913163.4804761__1.4804761	28111__E5WYY8__HMPREF1016_01893
ERR1913163.4804936__1.4804936	28111__R5K222__bglX_7
ERR1913163.4804865__1.4804865	820__A0A374QGD2__ERS852421_02382
ERR1913163.4805052__1.4805052	28111__R5K3D9__NCTC11155_02788
ERR1913163.4805087__1.4805087	214856__A0A174ZER9__ERS852559_00614
ERR1913163.4805104__1.4805104	820__A0A139KH21__DXC80_01780
ERR1913163.4805136__1.4805136	511969__GeneID:3959334
ERR1913163.4805160__1.4805160	818__Q8A3R2__C799_03293
ERR1913163.4805232__1.4805232	820__A0A3E4G3J9__ERS852459_02265
ERR1913163.4805342__1.4805342	28111__E5WUE9__NCTC11155_01729
ERR1913163.4805409__1.4805409	820__R9I2U8__DXC68_09590
ERR1913163.4805504__1.4805504	821__A0A396F9T7__M097_3427
ERR1913163.4805555__1.4805555	820__A0A139K5A6__DXB48_12175
ERR1913163.4805608__1.4805608	821__A6L0C7__ERS852556_03520
ERR1913163.4805656__1.4805656	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913163.4805670__1.4805670	1796613__A0A1C7H6N8__ADH74_01350
ERR1913163.4805686__1.4805686	291645__I9SDB4__HMPREF1068_00575
ERR1913163.4805786__1.4805786	820__A7UYX8__DXD40_11635
ERR1913163.4805876__1.4805876	1112008__GeneID:12978697
ERR1913163.4806040__1.4806040	357276__I9QBT7__BSEG_03340
ERR1913163.4806111__1.4806111	28111__E5X333__NCTC11155_03016
ERR1913163.4806181__1.4806181	820__A0A174G065__DXB62_08975
ERR1913163.4806267__1.4806267	820__A0A139JRH8__HMPREF2141_04326
ERR1913163.4806377__1.4806377	821__A0A0P0M2J4__DXD46_10295
ERR1913163.4806441__1.4806441	544644__GCA_001915615.1_00725
ERR1913163.4806554__1.4806554	28111__E5X119__NCTC11155_02426
ERR1913163.4806564__1.4806564	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913163.4806659__1.4806659	28111__E5X118__NCTC11155_02425
ERR1913163.4806629__1.4806629	357276__I9QBT7__BSEG_03340
ERR1913163.4806762__1.4806762	47678__I8UYF7__DW706_16415
ERR1913163.4806802__1.4806802	821__A0A3E4XY72__NCTC10583_01067
ERR1913163.4806829__1.4806829	28118__R6FAT1__DHW44_00720
ERR1913163.4806879__1.4806879	820__A0A174QLF0__SAMN05444418_109151
ERR1913163.4806968__1.4806968	46506__A0A108TCU0__etk
ERR1913163.4807054__1.4807054	1550024__G9RZN9__ASJ35_05735
ERR1913163.4807163__1.4807163	1262744__R6FST0__BN744_00381
ERR1913163.4807193__1.4807193	1112008__GeneID:2777532
ERR1913163.4807271__1.4807271	544644__GCA_001915615.1_00360
ERR1913163.4807418__1.4807418	820__A0A174CK74__DXB48_07060
ERR1913163.4807488__1.4807488	214856__R6Z186__ERS852447_00718
ERR1913163.4807642__1.4807642	371601__A0A1H4EI15__SAMN05216250_1169
ERR1913163.4807669__1.4807669	28111__E5WYY8__HMPREF1016_01893
ERR1913163.4808181__1.4808181	47678__R5V127__HMPREF1061_04334
ERR1913163.4808281__1.4808281	46503__A7AII9__ERS852463_00984
ERR1913163.4808317__1.4808317	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4808340__1.4808340	817__A0A1C0WW19__macB_12
ERR1913163.4808366__1.4808366	292800__A0A174TQ07__ERS852504_00522
ERR1913163.4808471__1.4808471	511969__GeneID:3959334
ERR1913163.4808741__1.4808741	357276__I9QBT7__BSEG_03340
ERR1913163.4808763__1.4808763	820__A0A174A6K0__M093_0079
ERR1913163.4808888__1.4808888	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.4808890__1.4808890	821__A0A396F598__CUU_3259
ERR1913163.4808917__1.4808917	28111__R5K5V1__NCTC11155_02461
ERR1913163.4808951__1.4808951	47678__R5U2W6__CGC64_03455
ERR1913163.4809077__1.4809077	821__A0A3E4HP25__SAMN04487923_102450
ERR1913163.4809090__1.4809090	1550024__G9RT56__TQ39_09200
ERR1913163.4809124__1.4809124	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.4809176__1.4809176	28111__R5K222__bglX_7
ERR1913163.4809261__1.4809261	818__A0A3E5HE16__C5Z03_22745
ERR1913163.4809253__1.4809253	47678__A5ZHP9__bioD1
ERR1913163.4809478__1.4809478	1262746__R5SS80__BN750_02125
ERR1913163.4809612__1.4809612	28111__E5WYY8__HMPREF1016_01893
ERR1913163.4809676__1.4809676	1686__B6XUW3__BIFCAT_00676
ERR1913163.4809699__1.4809699	374840__GeneID:2546403
ERR1913163.4809880__1.4809880	28111__R5JPB6__NCTC11155_02514
ERR1913163.4810027__1.4810027	292800__A0A174DY95__HMPREF0372_02254
ERR1913163.4810106__1.4810106	28111__E5X237__NCTC11155_00628
ERR1913163.4810113__1.4810113	28111__E5X333__NCTC11155_03016
ERR1913163.4810178__1.4810178	28111__E5X3F5__BACEGG_02868
ERR1913163.4810219__1.4810219	292800__A0A174TQ47__HMPREF0372_00674
ERR1913163.4810270__1.4810270	820__A0A396EXA7__DXB37_15530
ERR1913163.4810356__1.4810356	820__A7VAS1__HMPREF2141_03259
ERR1913163.4810368__1.4810368	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4810444__1.4810444	821__A0A395UNT8__DXD64_15275
ERR1913163.4810539__1.4810539	820__A7V470__HMPREF1072_02076
ERR1913163.4810683__1.4810683	820__A0A139K024__B5G17_02060
ERR1913163.4810756__1.4810756	820__A0A3E4VXP2__yesR
ERR1913163.4810936__1.4810936	821__A0A174WBC9__ERS852556_03145
ERR1913163.4811106__1.4811106	820__A0A3E4FZM1__adaA_2
ERR1913163.4811211__1.4811211	28111__R5K222__bglX_7
ERR1913163.4811326__1.4811326	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4811418__1.4811418	292800__H1C6M9__ERS852518_00105
ERR1913163.4811474__1.4811474	292800__A0A096DG10__HMPREF9460_01046
ERR1913163.4811559__1.4811559	28116__F7LBW8__C5Z02_16055
ERR1913163.4811573__1.4811573	292800__A0A174V3E4__ydgI
ERR1913163.4811587__1.4811587	821__D4VD59__BHV80_04260
ERR1913163.4811617__1.4811617	214856__A0A173W3Y5__ERS852559_02032
ERR1913163.4811801__1.4811801	977927__GeneID:10324129
ERR1913163.4811822__1.4811822	1262924__R7HUJ5__BN585_00830
ERR1913163.4811997__1.4811997	214856__R6Y0B9__ERS852559_00164
ERR1913163.4812059__1.4812059	821__A0A173XDD3__DXB82_17180
ERR1913163.4812129__1.4812129	28111__R5JN40__HMPREF1016_01803
ERR1913163.4812182__1.4812182	292800__H1C6M9__ERS852518_00105
ERR1913163.4812191__1.4812191	28118__F9Z667__NCTC10826_00403
ERR1913163.4812219__1.4812219	821__A0A174NM17__lacZ_6
ERR1913163.4812310__1.4812310	28116__F7L8I3__M089_1421
ERR1913163.4812568__1.4812568	820__A0A174DZ97__SAMN05444418_101240
ERR1913163.4812573__1.4812573	1262924__R7HP42__BN585_02018
ERR1913163.4812603__1.4812603	818__A0A0P0FI06__BJP75_017205
ERR1913163.4812712__1.4812712	820__A0A174QLF0__SAMN05444418_109151
ERR1913163.4812741__1.4812741	823__A0A3E4P9U5__ERS852380_02719
ERR1913163.4812849__1.4812849	1550024__G9RT62__ASJ35_10800
ERR1913163.4812892__1.4812892	823__A0A355XLT7__HMPREF1075_03402
ERR1913163.4812907__1.4812907	214856__R5UN64__ERS852447_02669
ERR1913163.4813109__1.4813109	46506__B0NM94__HMPREF1181_03250
ERR1913163.4813172__1.4813172	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913163.4813223__1.4813223	46503__B7BG40__ERS852463_01623
ERR1913163.4813340__1.4813340	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4813435__1.4813435	820__R9I3N4__M093_0061
ERR1913163.4813526__1.4813526	1262986__R5ZUC3__BN492_00941
ERR1913163.4813550__1.4813550	820__A0A173WUD7__DXB48_08055
ERR1913163.4813591__1.4813591	292800__A0A1C7FHV2__HMPREF9460_00045
ERR1913163.4813592__1.4813592	818__A0A3E5HGB5__ERS852511_02145
ERR1913163.4813696__1.4813696	821__A0A0P0M6M0__M097_4734
ERR1913163.4813703__1.4813703	28111__E5WYC1__BACEGG_00354
ERR1913163.4813704__1.4813704	821__E5UY21__C800_02204
ERR1913163.4813736__1.4813736	28111__E5X3F5__BACEGG_02868
ERR1913163.4814059__1.4814059	821__A0A0P0M2J4__DXD46_10295
ERR1913163.4814091__1.4814091	28111__R5JSC9__HMPREF1016_01677
ERR1913163.4814144__1.4814144	28111__E5X121__BACEGG_03113
ERR1913163.4814357__1.4814357	820__A7V092__hldE
ERR1913163.4814401__1.4814401	357276__B6W1J2__BACDOR_03380
ERR1913163.4814502__1.4814502	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4814507__1.4814507	28111__R5JPF7__BACEGG_02051
ERR1913163.4814525__1.4814525	28111__E5WVR8__NCTC11155_02792
ERR1913163.4814587__1.4814587	28111__E5WUE7__BACEGG_02087
ERR1913163.4814928__1.4814928	820__A7UYX8__DXD40_11635
ERR1913163.4814891__1.4814891	28111__R5JN40__HMPREF1016_01803
ERR1913163.4814972__1.4814972	820__A0A174A6K0__M093_0079
ERR1913163.4815037__1.4815037	1262744__R6FST0__BN744_00381
ERR1913163.4815189__1.4815189	820__A0A374Q351__DXD40_05850
ERR1913163.4815252__1.4815252	214856__I3YMN6__Alfi_1938
ERR1913163.4815228__1.4815228	47678__R5UHH8__HMPREF1061_02584
ERR1913163.4815176__1.4815176	28116__A0A139LKF7__DXA80_16100
ERR1913163.4815319__1.4815319	214856__I3YPP3__Alfi_2701
ERR1913163.4815434__1.4815434	1112008__GeneID:10324215
ERR1913163.4815478__1.4815478	626933__H1DGX0__HMPREF9449_01506
ERR1913163.4815606__1.4815606	821__E5UY21__C800_02204
ERR1913163.4815655__1.4815655	1263064__GCA_000431175.1_02668
ERR1913163.4815707__1.4815707	292800__A0A174RMP1__yhjX_3
ERR1913163.4815751__1.4815751	28117__B0MSS1__ALIPUT_00273
ERR1913163.4815782__1.4815782	821__A0A0P0M6M0__M097_4734
ERR1913163.4815867__1.4815867	821__A0A174NM17__lacZ_6
ERR1913163.4815938__1.4815938	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913163.4815906__1.4815906	291645__I9S767__HMPREF1068_01118
ERR1913163.4815961__1.4815961	820__A0A174CK74__DXB48_07060
ERR1913163.4816197__1.4816197	1550024__G9RX51__TQ39_04720
ERR1913163.4816239__1.4816239	1112008__GeneID:10324213
ERR1913163.4816295__1.4816295	47678__A5ZG68__ERS852494_02968
ERR1913163.4816337__1.4816337	821__A0A0P0M5Z6__BVU_0429
ERR1913163.4816408__1.4816408	28111__E5X3F5__BACEGG_02868
ERR1913163.4816670__1.4816670	28111__E5X3F5__BACEGG_02868
ERR1913163.4816770__1.4816770	47678__R5U8Y1__BACCAC_02615
ERR1913163.4816900__1.4816900	820__A7VAR9__ERS852421_00197
ERR1913163.4817034__1.4817034	10726__GeneID:2777589
ERR1913163.4817160__1.4817160	1262924__R7HMZ4__BN585_01629
ERR1913163.4817341__1.4817341	28111__E5WYP5__BACEGG_00185
ERR1913163.4817499__1.4817499	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4817552__1.4817552	292800__A0A174P338__HMPREF0372_00533
ERR1913163.4817599__1.4817599	28111__E5WWI8__HMPREF1016_01036
ERR1913163.4817678__1.4817678	1550024__G9RWQ7__ASJ35_03880
ERR1913163.4817738__1.4817738	46506__A0A108TBL0__BACSTE_01998
ERR1913163.4817885__1.4817885	820__A0A374QGD2__ERS852421_02382
ERR1913163.4817957__1.4817957	246787__A0A3D6AWJ7__AA416_00506
ERR1913163.4817928__1.4817928	820__A0A3E4RU03__M093_0563
ERR1913163.4818011__1.4818011	544645__A0A1U7LBV3__DXC42_12245
ERR1913163.4818085__1.4818085	821__A0A078R9Y9__M097_2119
ERR1913163.4818137__1.4818137	47678__A5ZL09__BACCAC_03608
ERR1913163.4818118__1.4818118	214856__I3YMC8__ERS852447_02666
ERR1913163.4818121__1.4818121	1262924__R7HSB4__BN585_00816
ERR1913163.4818271__1.4818271	1262986__R6A821__BN492_01136
ERR1913163.4818382__1.4818382	821__A0A173XDD3__DXB82_17180
ERR1913163.4818544__1.4818544	821__E5UY21__C800_02204
ERR1913163.4818564__1.4818564	28111__R5K5Y3__BACEGG_03205
ERR1913163.4818572__1.4818572	28111__E5WYC3__NCTC11155_03517
ERR1913163.4818661__1.4818661	820__A0A3E4RU03__M093_0563
ERR1913163.4818669__1.4818669	1739406__S2ZU66__HMPREF2902_03165
ERR1913163.4818670__1.4818670	820__A0A174CG08__DXB62_13215
ERR1913163.4818702__1.4818702	28116__F7LBW8__C5Z02_16055
ERR1913163.4818864__1.4818864	821__A0A174MBW9__SAMN04487923_10272
ERR1913163.4818951__1.4818951	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913163.4819178__1.4819178	214856__I3YPP0__ERS852447_01388
ERR1913163.4819296__1.4819296	454155__F3QS51__HMPREF9442_01006
ERR1913163.4819473__1.4819473	46506__B0NQN6__AA415_00632
ERR1913163.4819403__1.4819403	28111__E5WUX1__HMPREF1016_00548
ERR1913163.4819769__1.4819769	28116__R6DIL2__DXD69_10970
ERR1913163.4819812__1.4819812	820__A0A173YYG4__evgS_3
ERR1913163.4819831__1.4819831	820__A0A3E4W6P0__gmhA
ERR1913163.4820082__1.4820082	214856__A0A173W3Y5__ERS852559_02032
ERR1913163.4820105__1.4820105	28111__R5K5V1__NCTC11155_02461
ERR1913163.4820174__1.4820174	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4820236__1.4820236	189722__E0NQU7__HMPREF0658_0548
ERR1913163.4820284__1.4820284	28111__R5K5Y0__NCTC11155_03071
ERR1913163.4820358__1.4820358	820__A0A374Q854__HMPREF1073_03281
ERR1913163.4820369__1.4820369	46506__S3YS03__DXC34_03445
ERR1913163.4820313__1.4820313	817__A0A1C0WW19__macB_12
ERR1913163.4820487__1.4820487	544645__A0A3E4T3K9__DXC42_11565
ERR1913163.4820461__1.4820461	1262924__R7HP42__BN585_02018
ERR1913163.4820511__1.4820511	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4820563__1.4820563	292800__G9YN70__ERS852504_04698
ERR1913163.4820676__1.4820676	116085__D4J7N3__DW747_15125
ERR1913163.4820749__1.4820749	374840__GeneID:2546403
ERR1913163.4821112__1.4821112	821__A0A396F9T7__M097_3427
ERR1913163.4821224__1.4821224	10726__GeneID:2777589
ERR1913163.4821314__1.4821314	821__A0A174NM17__lacZ_6
ERR1913163.4821336__1.4821336	853__A0A174BZY1__xerD_1
ERR1913163.4821897__1.4821897	820__A0A3E4VZT7__DXB48_16145
ERR1913163.4822032__1.4822032	328813__A0A1Y3QZ64__B5G41_14235
ERR1913163.4822204__1.4822204	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913163.4822258__1.4822258	28111__E5X119__NCTC11155_02426
ERR1913163.4822343__1.4822343	820__A0A139K4W5__HMPREF2141_02394
ERR1913163.4822387__1.4822387	820__A0A174A6K0__M093_0079
ERR1913163.4822413__1.4822413	39496__A5Z5I2__EUBVEN_00963
ERR1913163.4822438__1.4822438	1262924__R7HST1__BN585_00215
ERR1913163.4822591__1.4822591	214856__R6YD52__ERS852447_02171
ERR1913163.4822620__1.4822620	820__A0A139K5E7__DXC68_09550
ERR1913163.4822632__1.4822632	821__A0A396F9T7__M097_3427
ERR1913163.4822675__1.4822675	28116__A0A395VZB9__Bovatus_03205
ERR1913163.4822678__1.4822678	28111__E5WYC3__NCTC11155_03517
ERR1913163.4822792__1.4822792	47678__R5UXJ2__DW706_08325
ERR1913163.4822893__1.4822893	374840__GeneID:2546403
ERR1913163.4823059__1.4823059	454155__F3QYB1__HMPREF9442_03204
ERR1913163.4823102__1.4823102	820__A7V092__hldE
ERR1913163.4823104__1.4823104	821__R9HFW2__DXD01_00365
ERR1913163.4823281__1.4823281	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4823315__1.4823315	820__A0A139KHX1__HMPREF2141_00289
ERR1913163.4823465__1.4823465	821__A0A396F598__CUU_3259
ERR1913163.4823626__1.4823626	818__A0A139KMC9__C799_02694
ERR1913163.4823759__1.4823759	821__A0A3E4HP25__SAMN04487923_102450
ERR1913163.4823828__1.4823828	1550024__G9RZG0__ASJ35_05540
ERR1913163.4823884__1.4823884	28111__R5JUK8__NCTC11155_02515
ERR1913163.4823984__1.4823984	47678__R5U7P3__DXB67_08985
ERR1913163.4824028__1.4824028	69974__A0A090FEL8__MPL3365_630008
ERR1913163.4824083__1.4824083	1262924__R7HM17__BN585_01318
ERR1913163.4824123__1.4824123	818__A0A0P0F525__C799_04575
ERR1913163.4824261__1.4824261	28116__A0A1G8H1M8__DXF98_11065
ERR1913163.4824311__1.4824311	28111__R5JN40__HMPREF1016_01803
ERR1913163.4824324__1.4824324	28111__R5K222__bglX_7
ERR1913163.4824485__1.4824485	214856__A0A174H6R3__ERS852447_02809
ERR1913163.4824746__1.4824746	821__A0A174NVL6__NCTC10583_01782
ERR1913163.4824820__1.4824820	820__A0A173WZS4__DXD90_10250
ERR1913163.4824811__1.4824811	28111__R5JVV2__BACEGG_02950
ERR1913163.4824813__1.4824813	821__A0A396F9T7__M097_3427
ERR1913163.4824815__1.4824815	823__A0A355XKQ8__DHP27_04010
ERR1913163.4825389__1.4825389	28111__E5X0X9__HMPREF1016_02597
