ERR1913279.29__1.29	363265__G6AYV3__HMPREF0673_01814
ERR1913279.685730__1.685730	853__A0A2A7B9I6__DW855_13690
ERR1913279.685748__1.685748	239935__B2UQP8__CXU15_01110
ERR1913279.685783__1.685783	820__A0A3E4G826__C801_01612
ERR1913279.685803__1.685803	214856__A0A174ZLY7__ERS852447_02456
ERR1913279.685951__1.685951	1160721__W0U4D5__RBI_I01230
ERR1913279.685991__1.685991	1680__A0A2R4G1K8__BBMN23_0315
ERR1913279.686025__1.686025	328814__GCA_004558275.1_00990
ERR1913279.686191__1.686191	28117__B0MWC6__BHV66_00965
ERR1913279.686293__1.686293	214856__R6YD52__ERS852447_02171
ERR1913279.686335__1.686335	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913279.686343__1.686343	10678__GeneID:2777387
ERR1913279.686540__1.686540	820__A0A3E4WCC2__lptB_1
ERR1913279.686583__1.686583	28117__B0MYI9__BHV66_05415
ERR1913279.686597__1.686597	1262911__R6GLA5__BN557_01456
ERR1913279.687066__1.687066	820__A0A3E4W4Y7__B5G17_02055
ERR1913279.687039__1.687039	28117__B0MWC6__BHV66_00965
ERR1913279.687185__1.687185	47678__R5UG22__ERS852558_01514
ERR1913279.687277__1.687277	214856__A0A173ZZ16__umuC_2
ERR1913279.687421__1.687421	1160721__W0U330__BHW50_08125
ERR1913279.687491__1.687491	487174__K0X455__HMPREF9448_00399
ERR1913279.687493__1.687493	214856__D4IMT6__Alfi_1830
ERR1913279.687737__1.687737	74426__rpsS
ERR1913279.687757__1.687757	820__R9HP61__DXC91_01090
ERR1913279.687934__1.687934	28117__B0MZ14__ALIPUT_02383
ERR1913279.687943__1.687943	28117__B0MYI9__BHV66_05415
ERR1913279.687895__1.687895	116085__D4JA02__DW747_02945
ERR1913279.688010__1.688010	626940__E8LE59__HMPREF9443_01130
ERR1913279.688165__1.688165	387661__R6WWH2__HMPREF1077_01384
ERR1913279.688304__1.688304	1965537__A0A1Y4WLK0__B5E42_08175
ERR1913279.688553__1.688553	818__A0A139KW23__HMPREF2534_00792
ERR1913279.688558__1.688558	573__A0A1D3U609__A9R14_17980
ERR1913279.688962__1.688962	29361__B6FKH5__CLONEX_00621
ERR1913279.688974__1.688974	28117__B0MXG8__ALIPUT_01814
ERR1913279.689085__1.689085	246787__R6KCH8__csbC
ERR1913279.689053__1.689053	1796613__C6Z8X0__ADH74_11325
ERR1913279.689183__1.689183	853__A0A2A7B9I6__DW855_13690
ERR1913279.689187__1.689187	671267__R9ICM6__C802_00589
ERR1913279.689267__1.689267	246787__R6KCH8__csbC
ERR1913279.689221__1.689221	40518__R5DVL2__penA
ERR1913279.689479__1.689479	410072__A0A174DIZ5__ERS852574_01258
ERR1913279.689481__1.689481	328814__GCA_004558275.1_00234
ERR1913279.689626__1.689626	820__A0A174F696__macB_13
ERR1913279.689754__1.689754	239935__A0A2N8J2P6__ADH72_06730
ERR1913279.689849__1.689849	853__A0A173XRA8__CGS56_09290
ERR1913279.689878__1.689878	821__A0A395UNT8__DXD64_15275
ERR1913279.690020__1.690020	1262911__R6GTZ0__BN557_01437
ERR1913279.690217__1.690217	1550024__G9RPI3__ASJ35_09180
ERR1913279.690355__1.690355	239935__R6JD78__CXU05_09250
ERR1913279.690609__1.690609	853__A0A2A7B9I6__DW855_13690
ERR1913279.690645__1.690645	28117__B0MXI8__BHV66_08505
ERR1913279.690687__1.690687	820__A0A139KH21__DXC80_01780
ERR1913279.690752__1.690752	214856__A0A174ZB00__ERS852559_00631
ERR1913279.690773__1.690773	246787__A0A3D6ARN8__yehU_6
ERR1913279.690825__1.690825	817__A0A396EMA4__M108_0298
ERR1913279.690725__1.690725	1262924__R7HM98__BN585_01697
ERR1913279.690870__1.690870	820__A7V049__DXB48_04755
ERR1913279.690923__1.690923	823__D0TCC2__HMPREF1075_01590
ERR1913279.691103__1.691103	1680__A0A1X2ZFB6__AD0028_0856
ERR1913279.691143__1.691143	214856__A0A174ZB00__ERS852559_00631
ERR1913279.691165__1.691165	823__A0A174UR44__M095_2641
ERR1913279.691338__1.691338	820__A0A139KJ23__celCCA
ERR1913279.691472__1.691472	487174__K0X591__DDY40_01805
ERR1913279.691998__1.691998	214856__A0A174AYS4__ERS852447_01192
ERR1913279.692047__1.692047	671232__X8HDM9__agaS
ERR1913279.692180__1.692180	328814__GCA_004558275.1_00995
ERR1913279.692285__1.692285	28117__B0MYI9__BHV66_05415
ERR1913279.692388__1.692388	255431__GeneID:2777903
ERR1913279.692501__1.692501	817__A0A396EMA4__M108_0298
ERR1913279.692520__1.692520	214856__I3YPP3__Alfi_2701
ERR1913279.692542__1.692542	820__A0A174M9V5__M093_0237
ERR1913279.692550__1.692550	374840__GeneID:2546403
ERR1913279.692677__1.692677	817__A0A396EMA4__M108_0298
ERR1913279.692849__1.692849	818__A0A3E5HWN5__BSIG_3066
ERR1913279.692918__1.692918	40518__R5E2F3__artQ
ERR1913279.693043__1.693043	823__A0A355XF06__B5F32_11480
ERR1913279.693058__1.693058	214856__A0A174A0R8__ERS852447_00998
ERR1913279.693166__1.693166	387661__K5ZPK9__PRABACTJOHN_01822
ERR1913279.693295__1.693295	818__Q8A3A6__Btheta7330_00071
ERR1913279.693301__1.693301	1550024__A0A0D8IWH3__ASJ35_08185
ERR1913279.693377__1.693377	28117__B0MYW7__ALIPUT_02336
ERR1913279.693384__1.693384	33039__R6P284__spoIIIE
ERR1913279.693441__1.693441	357276__A0A0K2HDP3__IY41_00705
ERR1913279.693537__1.693537	214856__A0A174A1J3__ERS852447_01000
ERR1913279.693557__1.693557	818__R7KLE6__BJP75_004275
ERR1913279.693580__1.693580	1262992__R5DC57__BN795_01509
ERR1913279.693882__1.693882	823__A0A355XLS2__ERS852380_02644
ERR1913279.693886__1.693886	820__A0A396CMY7__HMPREF1072_03009
ERR1913279.693955__1.693955	820__A0A173YYG4__evgS_3
ERR1913279.693990__1.693990	28117__B0MXG7__BHV66_08620
ERR1913279.694113__1.694113	817__Q64UC5__M139_2208
ERR1913279.694115__1.694115	28117__B0MXW9__ALIPUT_01981
ERR1913279.694197__1.694197	823__A0A173W8N5__ERS852513_00780
ERR1913279.694283__1.694283	165179__D1PEZ7__DXC61_06515
ERR1913279.694336__1.694336	357276__D1JY58__BACDOR_04277
ERR1913279.694574__1.694574	1550024__A0A3B9WI04__ASJ35_06105
ERR1913279.694882__1.694882	387661__B7B704__B5F96_16210
ERR1913279.694907__1.694907	357276__C3RA36__HMPREF1065_03270
ERR1913279.694977__1.694977	28117__B0MYI9__BHV66_05415
ERR1913279.695035__1.695035	1150298__A0A174Q3G7__hyaD_2
ERR1913279.695036__1.695036	820__A0A3E4W3Y0__HMPREF2141_00338
ERR1913279.695073__1.695073	820__A0A174G065__DXB62_08975
ERR1913279.695162__1.695162	823__D7IPM3__DER51_17585
ERR1913279.695258__1.695258	410072__A0A173S248__ERS852525_02992
ERR1913279.695492__1.695492	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913279.695612__1.695612	820__A0A3E4VZT7__DXB48_16145
ERR1913279.695633__1.695633	820__A0A139K2N9__DXB62_12420
ERR1913279.695656__1.695656	820__A7VAR9__ERS852421_00197
ERR1913279.695676__1.695676	47678__R5U7X8__C5Z00_18270
ERR1913279.696014__1.696014	823__A0A174GGT1__queG
ERR1913279.696032__1.696032	214856__A0A174FWM7__ERS852559_00590
ERR1913279.696057__1.696057	46228__V8C9H7__RUMLAC_01008
ERR1913279.696065__1.696065	1262989__R6YP31__BN815_01593
ERR1913279.696085__1.696085	410072__C0BAS6__ERS852481_01274
ERR1913279.696313__1.696313	387661__K5ZPK9__PRABACTJOHN_01822
ERR1913279.696371__1.696371	214856__I3YMN6__Alfi_1938
ERR1913279.696479__1.696479	363265__G6AUV0__HMPREF0673_00385
ERR1913279.696574__1.696574	214856__I3YPP9__Alfi_2707
ERR1913279.696832__1.696832	626940__E8LFT0__BN587_01223
ERR1913279.697068__1.697068	40518__R5E4Y8__RBATCC27255_01448
ERR1913279.697129__1.697129	46503__K5ZX50__dnaG_1
ERR1913279.697132__1.697132	817__A0A396EEF1__HMPREF2533_00532
ERR1913279.697268__1.697268	820__I9TWZ7__DXC80_10550
ERR1913279.697396__1.697396	214856__R6Y6H8__ERS852447_01719
ERR1913279.697564__1.697564	39492__D4JTG7__EUBSIR_00572
ERR1913279.697593__1.697593	214856__I3YMC8__ERS852447_02666
ERR1913279.697596__1.697596	820__A0A139KJR5__M093_4469
ERR1913279.697814__1.697814	214856__A0A174G1M7__ERS852559_00594
ERR1913279.697955__1.697955	817__Q64ZX9__M067_0167
ERR1913279.697956__1.697956	820__E5VA63__DXC80_01025
ERR1913279.698128__1.698128	1680__A7A2Y2__NCTC11814_00537
ERR1913279.698155__1.698155	28117__R7JIY2__BHV66_06465
ERR1913279.698654__1.698654	39492__D4JQL8__ywpJ
ERR1913279.698630__1.698630	216816__B7GPE8__I118_0062
ERR1913279.698694__1.698694	1262924__R7HSH9__BN585_00133
ERR1913279.698738__1.698738	39491__C4ZF05__vpr
ERR1913279.698842__1.698842	820__A0A173YYG4__evgS_3
ERR1913279.698936__1.698936	28117__B0MTD2__ALIPUT_00428
ERR1913279.698960__1.698960	363265__R7H219__HMPREF0673_01818
ERR1913279.699161__1.699161	28117__R7JJM9__ALIPUT_00662
ERR1913279.699178__1.699178	28117__B0MWP2__ALIPUT_01468
ERR1913279.699245__1.699245	820__A0A174G065__DXB62_08975
ERR1913279.699611__1.699611	817__A0A396EMA4__M108_0298
ERR1913279.699659__1.699659	820__A0A174GK47__ERS852421_00200
ERR1913279.699698__1.699698	165179__D1PES9__DXB80_11585
ERR1913279.699735__1.699735	40518__R5E4V5__RBL263_01242
ERR1913279.699810__1.699810	47678__R5UG30__ERS852558_03525
ERR1913279.699886__1.699886	28117__B0MY40__BHV66_05170
ERR1913279.700083__1.700083	39492__A0A174ZL16__EUBSIR_01269
ERR1913279.700097__1.700097	823__D0TCC2__HMPREF1075_01590
ERR1913279.700067__1.700067	214856__A0A174H3U9__ERS852559_00612
ERR1913279.700106__1.700106	357276__A0A0K2HJA6__DXD47_07320
ERR1913279.700183__1.700183	147206__GCF_000156215.1_01773
ERR1913279.700227__1.700227	165179__W1I4H6__DXB80_13655
ERR1913279.700292__1.700292	853__A0A174C5M1__CGS58_04460
ERR1913279.700293__1.700293	214856__I3YPP3__Alfi_2701
ERR1913279.700372__1.700372	1260__A0A233VK16__B9N53_01810
ERR1913279.700917__1.700917	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913279.701199__1.701199	818__D7I7V5__BJP75_001030
ERR1913279.701200__1.701200	28117__B0MXD0__ALIPUT_01669
ERR1913279.701202__1.701202	28116__A0A078Q626__HMPREF1070_02735
ERR1913279.701365__1.701365	40518__R5E426__DXD93_04485
ERR1913279.701392__1.701392	487174__K0WZU9__HMPREF9448_01159
ERR1913279.701396__1.701396	74426__purL
ERR1913279.701465__1.701465	28116__E5CH91__B5F02_11815
ERR1913279.701532__1.701532	1965537__A0A1Y4WQA6__B5E42_02750
ERR1913279.701536__1.701536	387661__K5YX34__B5F96_10110
ERR1913279.701625__1.701625	239935__A0A2N8IRW0__A4V05_11620
ERR1913279.701632__1.701632	374840__GeneID:2546403
ERR1913279.701781__1.701781	28117__B0MZ14__ALIPUT_02383
ERR1913279.701816__1.701816	165179__D1PGD2__DXC61_10875
ERR1913279.701895__1.701895	28117__B0MUT8__ALIPUT_00879
ERR1913279.701923__1.701923	651609__E6KTA5__HMPREF9006_1457
ERR1913279.702040__1.702040	820__R9I324__HMPREF2141_02414
ERR1913279.702097__1.702097	410072__A0A174DEZ0__COPCOM_01936
ERR1913279.702168__1.702168	214856__A0A174G1M7__ERS852559_00594
ERR1913279.702169__1.702169	301302__R5VFU2__xynA1
ERR1913279.702304__1.702304	239935__A0A2N8IMD6__CXU03_05585
ERR1913279.702330__1.702330	28117__B0MUL5__ALIPUT_00722
ERR1913279.702747__1.702747	1262929__R6F9I6__BN691_00385
ERR1913279.702769__1.702769	28117__B0MUX7__ALIPUT_00918
ERR1913279.702936__1.702936	820__A7V8C2__ERS852554_01338
ERR1913279.703017__1.703017	39492__D4JQY4__EUBSIR_01325
ERR1913279.703943__1.703943	28117__R7JR95__ALIPUT_01367
ERR1913279.704000__1.704000	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913279.704054__1.704054	820__R9I2U8__DXC68_09590
ERR1913279.704086__1.704086	214851__D1PSL1__SUBVAR_07394
ERR1913279.704239__1.704239	28117__B0MTI4__ALIPUT_00084
ERR1913279.704283__1.704283	1680__R5GKP2__DXD60_06200
ERR1913279.704365__1.704365	39485__C4Z6K2__ERS852490_00407
ERR1913279.704417__1.704417	40518__R5DUU0__DXD93_03985
ERR1913279.704493__1.704493	817__A0A395WRC9__CQW37_02759
ERR1913279.704443__1.704443	28117__B0MZ50__ALIPUT_02424
ERR1913279.704530__1.704530	39492__D4JQS6__ykoD
ERR1913279.704563__1.704563	823__A0A174UR44__M095_2641
ERR1913279.704613__1.704613	1550024__A0A0W7TQU7__TQ39_10940
ERR1913279.704626__1.704626	853__A0A2A7B1Y7__C7K05_11930
ERR1913279.704689__1.704689	214856__A0A174ZEF7__mboIIM_1
ERR1913279.704751__1.704751	28117__B0MTY2__BHV66_06485
ERR1913279.704797__1.704797	1965629__A0A1Y4BIF5__B5F88_17990
ERR1913279.704943__1.704943	239935__A0A139TPD4__CXT86_06450
ERR1913279.705170__1.705170	328814__GCA_004558275.1_01002
ERR1913279.705274__1.705274	357276__C3REQ8__GV66_09740
ERR1913279.705504__1.705504	28117__R7JJM9__ALIPUT_00662
ERR1913279.705822__1.705822	853__A0A173SUU8__CGS54_06840
ERR1913279.705827__1.705827	820__A0A3E4W084__BACUNI_04042
ERR1913279.705790__1.705790	1262929__R6FUB1__BN691_00386
ERR1913279.706057__1.706057	820__A0A174CK74__DXB48_07060
ERR1913279.706396__1.706396	1263107__GCA_000436995.1_00249
ERR1913279.706550__1.706550	820__A0A173YYG4__evgS_3
ERR1913279.706696__1.706696	1262929__R6F558__BN691_01421
ERR1913279.706722__1.706722	853__D4K7X0__DW905_09540
ERR1913279.706739__1.706739	28117__B0MUL5__ALIPUT_00722
ERR1913279.706792__1.706792	818__A0A0P0EV21__NCTC13706_01181
ERR1913279.706892__1.706892	214851__D1PSK8__SUBVAR_07391
ERR1913279.706960__1.706960	1262924__R7HNN4__BN585_01505
ERR1913279.707255__1.707255	820__A0A374Q854__HMPREF1073_03281
ERR1913279.707822__1.707822	214856__A0A174ZEF7__mboIIM_1
ERR1913279.707970__1.707970	820__A0A174TRB5__DXD40_11305
ERR1913279.708061__1.708061	357276__A0A076IKP7__BACDOR_04239
ERR1913279.708088__1.708088	28117__B0MSS1__ALIPUT_00273
ERR1913279.708143__1.708143	28117__B0MXR4__BHV66_08025
ERR1913279.708428__1.708428	33039__A0A174ZC42__ppaC
ERR1913279.708455__1.708455	1150298__A0A174HEB6__ypdC_2
ERR1913279.708376__1.708376	328814__GCA_004558275.1_00996
ERR1913279.708471__1.708471	35833__E5Y355__HMPREF0179_00616
ERR1913279.708579__1.708579	214856__A0A174G1M7__ERS852559_00594
ERR1913279.708618__1.708618	820__A0A3E4G3J9__ERS852459_02265
ERR1913279.708833__1.708833	1680__R5GZJ8__BSTER_1195
ERR1913279.708845__1.708845	1633__C2EV42__HMPREF0549_1328
ERR1913279.708848__1.708848	823__D7IUM6__M091_1082
ERR1913279.708855__1.708855	817__E1WPG4__M133_4264
ERR1913279.708902__1.708902	410072__A0A3E4GPS4__tagA
ERR1913279.708930__1.708930	214856__A0A174A1J3__ERS852447_01000
ERR1913279.708935__1.708935	33039__A0A174XW11__RTO_07780
ERR1913279.708961__1.708961	40518__R5DZC6__mreC
ERR1913279.709027__1.709027	357276__I9QXD4__IY41_00345
ERR1913279.709049__1.709049	853__A0A3E2U7E6__ERS852582_01640
ERR1913279.709398__1.709398	39491__D4JMW8__ERS852497_01971
ERR1913279.709470__1.709470	214856__A0A174FWM7__ERS852559_00590
ERR1913279.709739__1.709739	214856__I3YPN9__ERS852447_01389
ERR1913279.709826__1.709826	818__A0A139JW76__BJP75_002555
ERR1913279.709844__1.709844	1550024__G9RZN9__ASJ35_05735
ERR1913279.709925__1.709925	214856__A0A173Z1B0__ERS852447_00765
ERR1913279.710003__1.710003	817__Q5LF48__M109_1766
ERR1913279.710044__1.710044	292800__A0A096CNX9__ADH75_06125
ERR1913279.710055__1.710055	47678__A0A174TQR6__CGC64_14735
ERR1913279.710077__1.710077	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913279.710083__1.710083	1262929__R6EYQ0__BN691_00631
ERR1913279.710101__1.710101	817__A0A0K6BYY8__M130_4302
ERR1913279.710134__1.710134	818__Q8A112__BT_3859
ERR1913279.710285__1.710285	1897011__A0A1Q6RE67__BHW41_04635
ERR1913279.710416__1.710416	818__A0A3E5HVB7__Btheta7330_02386
ERR1913279.710429__1.710429	28117__B0MUB3__ALIPUT_00727
ERR1913279.710893__1.710893	818__A0A139K9H8__C5Z03_23905
ERR1913279.711126__1.711126	46228__V8C484__HMPREF1202_01707
ERR1913279.711342__1.711342	1965537__A0A1Y4WHL4__B5E42_10190
ERR1913279.711529__1.711529	1262989__R6XV98__BN815_00688
ERR1913279.711460__1.711460	214856__I3YPQ9__ERS852447_01370
ERR1913279.711708__1.711708	28117__B0MUB4__BHV66_01895
ERR1913279.711676__1.711676	40518__R5E6X5__sbcD
ERR1913279.711685__1.711685	214856__A0A173ZZ16__umuC_2
ERR1913279.711729__1.711729	39485__A0A174ZTY8__ycfH
ERR1913279.711743__1.711743	1262929__R6EVW8__BN691_00941
ERR1913279.711929__1.711929	28116__A0A395VSP8__ERS852555_02642
ERR1913279.712047__1.712047	357276__I8WEY2__ABI39_04185
ERR1913279.712035__1.712035	74426__sufB
ERR1913279.712513__1.712513	818__Q8A0R7__ERS852461_00039
ERR1913279.712531__1.712531	1262989__R6ZIJ7__BN815_01511
ERR1913279.712579__1.712579	214856__A0A174A1J3__ERS852447_01000
ERR1913279.712584__1.712584	328814__GCA_004558275.1_00035
ERR1913279.712743__1.712743	626940__E8LE41__DCQ00_06695
ERR1913279.712831__1.712831	28117__B0MU76__ALIPUT_00202
ERR1913279.712899__1.712899	39492__D4JT75__EUBSIR_01776
ERR1913279.713208__1.713208	214856__A0A175A6T5__ERS852447_02658
ERR1913279.713239__1.713239	820__A0A174F696__macB_13
ERR1913279.713305__1.713305	1680__R5GZJ8__BSTER_1195
ERR1913279.713393__1.713393	820__A0A173W419__DXC68_17760
ERR1913279.713369__1.713369	817__A0A081UA45__M112_0802
ERR1913279.713582__1.713582	28117__R7JJM9__ALIPUT_00662
ERR1913279.713772__1.713772	39492__D4JRZ7__smc
ERR1913279.713866__1.713866	214856__R6Z5D0__resA_4
ERR1913279.714110__1.714110	1160721__A0A373ML50__RBI_I01893
ERR1913279.714168__1.714168	28123__F4KN65__Poras_0449
ERR1913279.714302__1.714302	28117__B0MXW9__ALIPUT_01981
ERR1913279.714371__1.714371	28117__B0MSR5__BHV66_02095
ERR1913279.714613__1.714613	214856__A0A174H3U9__ERS852559_00612
ERR1913279.714667__1.714667	817__A0A0I9S4K8__AC141_04970
ERR1913279.714790__1.714790	820__A0A139K8N1__ERS852554_00951
ERR1913279.714876__1.714876	820__A0A173XIP7__B5G17_16050
ERR1913279.714918__1.714918	626940__E8LD43__DCQ00_06340
ERR1913279.715202__1.715202	1680__A0A087DHN0__AL0462_1532
ERR1913279.715135__1.715135	1680__A0A173XYA2__B0703_0121
ERR1913279.715168__1.715168	1965537__A0A1Y4WI10__B5E42_10950
ERR1913279.715211__1.715211	301302__A0A173T010__M72_26571
ERR1913279.715529__1.715529	853__A0A173SUU8__CGS54_06840
ERR1913279.715605__1.715605	33039__A0A173U4W1__ERS852502_00464
ERR1913279.715914__1.715914	357276__A0A076IXE0__HMPREF1064_04364
ERR1913279.715925__1.715925	39491__C4ZF05__vpr
ERR1913279.715950__1.715950	1550024__A0A0W7TNX6__ASJ35_13710
ERR1913279.716089__1.716089	40518__R5DZC6__mreC
ERR1913279.716161__1.716161	39492__D4JRR5__ERS852540_02089
ERR1913279.716106__1.716106	1965604__A0A1Y4EWN6__B5F54_02865
ERR1913279.716302__1.716302	1897011__A0A1Q6REX8__BHW41_04475
ERR1913279.716369__1.716369	39492__A0A174ZYY6__EUBSIR_02510
ERR1913279.716393__1.716393	291645__I8WZT8__HMPREF1068_04327
ERR1913279.716570__1.716570	214856__A0A174A1J3__ERS852447_01000
ERR1913279.716602__1.716602	33039__A0A174XLA4__araR
ERR1913279.716783__1.716783	1550024__G9RWQ7__ASJ35_03880
ERR1913279.716845__1.716845	1262989__R6YA50__BN815_01999
ERR1913279.716939__1.716939	446660__GCA_003428235.1_00818
ERR1913279.716957__1.716957	39492__D4MM10__EUBSIR_01460
ERR1913279.717203__1.717203	39492__D4JWG6__EUBSIR_00253
ERR1913279.717211__1.717211	74426__group_4808
ERR1913279.717586__1.717586	239935__A0A2N8IVK9__CXU08_03750
ERR1913279.717613__1.717613	74426__sigA
ERR1913279.717635__1.717635	28117__B0N028__BHV66_05935
ERR1913279.717832__1.717832	626940__E8LCG7__DCQ00_01770
ERR1913279.717841__1.717841	28117__B0MXU6__ALIPUT_01958
ERR1913279.718082__1.718082	820__A0A139KHD8__ERS417307_00569
ERR1913279.718163__1.718163	357276__B6VXX7__HMPREF1063_02683
ERR1913279.718225__1.718225	1550024__A0A3B9WFY5__ASJ35_10340
ERR1913279.718276__1.718276	649756__D4MUE9__ERS852425_03110
ERR1913279.718466__1.718466	671232__E6J2M6__HMPREF1043_0031
ERR1913279.718538__1.718538	1965549__A0A1Y4TLK0__B5E65_04435
ERR1913279.718666__1.718666	1633__C2EU30__FC58_GL000027
ERR1913279.718633__1.718633	165179__R6BQP4__DXC61_02015
ERR1913279.718641__1.718641	28117__R7JIJ8__BHV66_01635
ERR1913279.718769__1.718769	28117__B0MU58__BHV66_05630
ERR1913279.718852__1.718852	1897011__A0A1Q6RI37__BHW41_00895
ERR1913279.718926__1.718926	28116__A7M0E3__AA414_00536
ERR1913279.718884__1.718884	39491__A0A395UZZ5__htpG_1
ERR1913279.718998__1.718998	374840__GeneID:2546403
ERR1913279.719018__1.719018	33039__A0A174ZHW3__ERS852424_00452
ERR1913279.718983__1.718983	357276__B6VXX7__HMPREF1063_02683
ERR1913279.719067__1.719067	357276__A0A076IYE6__IY41_04275
ERR1913279.719260__1.719260	214856__R6Z4Q8__ERS852447_00885
ERR1913279.719329__1.719329	214856__A0A174C683__ERS852559_00523
ERR1913279.719271__1.719271	40518__R5DLW4__thiN
ERR1913279.719485__1.719485	46228__V8C8N0__RUMLAC_01038
ERR1913279.719525__1.719525	28117__B0MTH2__ALIPUT_00061
ERR1913279.719544__1.719544	1550024__G9RZ38__ASJ35_12765
ERR1913279.719740__1.719740	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913279.719753__1.719753	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913279.719762__1.719762	39488__A0A173U8N3__yhbU_1
ERR1913279.720199__1.720199	28117__B0MSS1__ALIPUT_00273
ERR1913279.720252__1.720252	671232__W1TTP4__CYK09_09425
ERR1913279.720488__1.720488	214856__A0A175A6T5__ERS852447_02658
ERR1913279.720739__1.720739	28117__B0MZ50__ALIPUT_02424
ERR1913279.720824__1.720824	823__A0A395YS82__M091_1569
ERR1913279.720847__1.720847	214856__A0A174EJT5__mnmA
ERR1913279.720919__1.720919	1150298__A0A174L6T3__cobD
ERR1913279.721138__1.721138	853__A0A2A7B9I6__DW855_13690
ERR1913279.721172__1.721172	216816__C2GSX7__DD678_03555
ERR1913279.721320__1.721320	28117__B0MY41__BHV66_05165
ERR1913279.721391__1.721391	39492__D4JXA0__ERS852540_02538
ERR1913279.721537__1.721537	1262740__R7CYB0__BN666_02324
ERR1913279.721667__1.721667	74426__sigA
ERR1913279.721721__1.721721	165179__A0A229I1J2__DXB80_03950
ERR1913279.721735__1.721735	28117__B0MZ14__ALIPUT_02383
ERR1913279.721915__1.721915	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913279.721963__1.721963	39486__B0G932__DXD84_11630
ERR1913279.721999__1.721999	39492__A0A174ZG93__EUBSIR_00254
ERR1913279.722523__1.722523	165179__A0A3E5AG99__DXB80_04390
ERR1913279.722595__1.722595	357276__I8WPR6__EL88_06675
ERR1913279.722773__1.722773	387661__B7B9W9__B5F96_13865
ERR1913279.722803__1.722803	39492__D4JS06__ERS852540_02297
ERR1913279.723072__1.723072	1262929__R6FUB1__BN691_00386
ERR1913279.723165__1.723165	626932__G5H5E0__HMPREF9450_00150
ERR1913279.723245__1.723245	823__A0A395YRX4__ERS852513_03444
ERR1913279.723438__1.723438	820__A0A078S4C2__ERS417307_00828
ERR1913279.723458__1.723458	214856__A0A174FW22__ERS852447_02437
ERR1913279.723468__1.723468	1599__A0A330LI05__LSAJ64_2047
ERR1913279.723679__1.723679	1262929__R6F9R1__BN691_00465
ERR1913279.723787__1.723787	28117__B0MTV3__BHV66_06405
ERR1913279.723871__1.723871	374840__GeneID:2546403
ERR1913279.724180__1.724180	1965576__A0A1Y4LPA8__B5F19_05805
ERR1913279.724264__1.724264	2108523__A0A2P2F4H9__LAWASA_905
ERR1913279.724327__1.724327	360807__A0A396AFY2__ERS852444_00427
ERR1913279.724363__1.724363	301302__A0A173UN64__manA_2
ERR1913279.724384__1.724384	33039__A0A174XW11__RTO_07780
ERR1913279.724465__1.724465	214856__A0A174CRY5__ERS852559_01060
ERR1913279.724495__1.724495	292800__A0A174LIV0__HMPREF0372_01538
ERR1913279.724594__1.724594	165179__D1PES9__DXB80_11585
ERR1913279.724902__1.724902	823__A0A355XF06__B5F32_11480
ERR1913279.725224__1.725224	1262740__R7D389__BN666_00879
ERR1913279.725272__1.725272	214856__I3YPQ6__Alfi_2714
ERR1913279.725386__1.725386	357276__A0A076IXE0__HMPREF1064_04364
ERR1913279.725634__1.725634	28117__B0MZ22__BHV66_04430
ERR1913279.725693__1.725693	28117__R7JN92__BHV66_00550
ERR1913279.725870__1.725870	626940__E8LCB1__BHW43_07535
ERR1913279.725881__1.725881	165179__A0A3E5DZ45__DXC61_02820
ERR1913279.725951__1.725951	35833__S2KTV4__HMPREF0179_05216
ERR1913279.725960__1.725960	28117__B0MU76__ALIPUT_00202
ERR1913279.726163__1.726163	39485__C4Z355__ERS852490_01971
ERR1913279.726467__1.726467	28116__A0A3D2LPA1__CUY_3388
ERR1913279.726548__1.726548	214856__I3YPR6__Alfi_2724
ERR1913279.726552__1.726552	214856__I3YK71__ERS852559_02472
ERR1913279.726564__1.726564	820__A0A174CG08__DXB62_13215
ERR1913279.726717__1.726717	1262989__R6YE51__BN815_01189
ERR1913279.726971__1.726971	1262989__R6YI44__BN815_02217
ERR1913279.726903__1.726903	1862668__GCA_001945525.1_00030
ERR1913279.727225__1.727225	410072__A0A174J5N8__sbcC
ERR1913279.727312__1.727312	214856__A0A174ZEW0__ERS852447_00985
ERR1913279.727419__1.727419	216816__B3DNW2__BL171B_07980
ERR1913279.727459__1.727459	1796613__A0A1C7GYD6__A4V03_03700
ERR1913279.727492__1.727492	28116__C3QMW5__M089_4133
ERR1913279.727613__1.727613	357276__A0A076IP73__BACDOR_04237
ERR1913279.727810__1.727810	328814__GCA_004558275.1_00835
ERR1913279.727876__1.727876	28117__B0MTI4__ALIPUT_00084
ERR1913279.727961__1.727961	1262989__R6Y9H3__BN815_01748
ERR1913279.727952__1.727952	214856__A0A174ZJU0__ERS852559_00619
ERR1913279.728012__1.728012	820__A0A173YYG4__evgS_3
ERR1913279.728029__1.728029	821__A0A173XDD3__DXB82_17180
