ERR1912985.39__1.39	820__A7V092__hldE
ERR1912985.3973770__1.3973770	151535__GeneID:920293
ERR1912985.3973788__1.3973788	823__D7IUM6__M091_1082
ERR1912985.3973812__1.3973812	28117__B0MYM2__BHV66_04910
ERR1912985.3973838__1.3973838	823__A0A355XF06__B5F32_11480
ERR1912985.3973917__1.3973917	1263006__R6MRG8__BN515_00513
ERR1912985.3974016__1.3974016	246787__A0A0P0FVC6__BACCELL_03671
ERR1912985.3974051__1.3974051	1160721__R6UA13__BHW50_07285
ERR1912985.3974270__1.3974270	1263006__R6MLU5__BN515_01014
ERR1912985.3974320__1.3974320	1262761__R6QH71__BN606_00371
ERR1912985.3974408__1.3974408	1897011__A0A1Q6RCY9__BHW41_06000
ERR1912985.3974427__1.3974427	301301__A0A395V5S1__ERS852391_01890
ERR1912985.3974692__1.3974692	818__A0A0P0EV21__NCTC13706_01181
ERR1912985.3974707__1.3974707	46503__R6Y2Y6__ERS852463_03103
ERR1912985.3974742__1.3974742	818__A0A0P0EV21__NCTC13706_01181
ERR1912985.3974781__1.3974781	301301__A0A395V736__ERS852391_01566
ERR1912985.3974811__1.3974811	410072__C0B8G3__DXD67_01535
ERR1912985.3974860__1.3974860	28117__B0MVL5__BHV66_01660
ERR1912985.3974867__1.3974867	246787__A0A0P0GNB7__xyl4
ERR1912985.3974993__1.3974993	1304__A0A1V0GHA0__SSALIVM18_08666
ERR1912985.3975018__1.3975018	1262927__R7F1Y0__BN677_00489
ERR1912985.3975237__1.3975237	820__A7V470__HMPREF1072_02076
ERR1912985.3975269__1.3975269	818__A0A139JW76__BJP75_002555
ERR1912985.3975292__1.3975292	1535__G9RWN9__CH238_11575
ERR1912985.3975365__1.3975365	246787__R6LGA6__tmoS_11
ERR1912985.3975392__1.3975392	46228__B5CLE1__HMPREF1202_01861
ERR1912985.3975420__1.3975420	823__A0A174W1A8__panE
ERR1912985.3975473__1.3975473	1262886__R6Q901__BN563_01213
ERR1912985.3975491__1.3975491	310297__B5CU49__DXD04_00310
ERR1912985.3975560__1.3975560	47678__R5UGC2__ERS852494_02070
ERR1912985.3975598__1.3975598	47678__A5ZEP4__DXB67_14045
ERR1912985.3975733__1.3975733	46228__V8C3F9__HMPREF1202_01724
ERR1912985.3975766__1.3975766	820__A0A174Q0F0__DXB48_08080
ERR1912985.3975770__1.3975770	28117__B0MYP3__BHV66_04995
ERR1912985.3975799__1.3975799	28117__B0MWP2__ALIPUT_01468
ERR1912985.3975868__1.3975868	1263044__GCA_000433375.1_00346
ERR1912985.3976057__1.3976057	823__A6LC27__DXB14_11470
ERR1912985.3976064__1.3976064	310297__B5CTT3__DXC17_00385
ERR1912985.3976262__1.3976262	328814__GCA_004558275.1_00033
ERR1912985.3976313__1.3976313	820__A0A139K5A6__DXB48_12175
ERR1912985.3976531__1.3976531	310297__R5VXY5__DXB87_12985
ERR1912985.3976842__1.3976842	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3977033__1.3977033	328814__GCA_004558275.1_00034
ERR1912985.3977126__1.3977126	1862668__GCA_001945525.1_00021
ERR1912985.3977154__1.3977154	1263000__R5EHB0__BN466_01647
ERR1912985.3977195__1.3977195	239935__A0A2N8ITG2__Amuc_0335
ERR1912985.3977316__1.3977316	46506__S3YT03__AA415_01895
ERR1912985.3977373__1.3977373	1897011__A0A1Q6RI70__BHW41_00995
ERR1912985.3977536__1.3977536	1263006__R6LPA6__BN515_01864
ERR1912985.3977643__1.3977643	239935__A0A2N8ITX2__CXT86_11265
ERR1912985.3977874__1.3977874	1263006__R6LWV2__BN515_00272
ERR1912985.3978124__1.3978124	1263109__GCA_000438135.1_00176
ERR1912985.3978297__1.3978297	817__K1FT28__M124_1346
ERR1912985.3978410__1.3978410	310297__B5CXJ7__DXB87_06645
ERR1912985.3978435__1.3978435	853__A0A3E2U7E6__ERS852582_01640
ERR1912985.3978650__1.3978650	821__A0A395VIK7__BVU_1225
ERR1912985.3978705__1.3978705	310297__B5CU49__DXD04_00310
ERR1912985.3978668__1.3978668	310297__B5CVS6__DXB87_08665
ERR1912985.3978842__1.3978842	46228__V8CAH7__HMPREF1202_00795
ERR1912985.3978889__1.3978889	46506__B0NUC3__SAMN05444283_1019
ERR1912985.3979107__1.3979107	1263006__R6LK25__BN515_01963
ERR1912985.3979248__1.3979248	1262911__R6H2J2__BN557_01228
ERR1912985.3979257__1.3979257	847__C3X8F6__OFBG_00510
ERR1912985.3979407__1.3979407	214856__I3YPI7__pepD_1
ERR1912985.3979392__1.3979392	310297__R5VRJ6__DXC17_13755
ERR1912985.3979393__1.3979393	28117__B0MU57__ALIPUT_00175
ERR1912985.3979456__1.3979456	246787__R6K7I2__BcellWH2_03256
ERR1912985.3979470__1.3979470	1263109__GCA_000438135.1_00512
ERR1912985.3979512__1.3979512	1432052__A0A1E3UPZ7__BEI62_12885
ERR1912985.3979516__1.3979516	1262927__R7EWB3__BN677_01133
ERR1912985.3979551__1.3979551	46506__B0NRL7__arlS
ERR1912985.3979576__1.3979576	246787__A0A108T429__BACCELL_00192
ERR1912985.3979674__1.3979674	301301__A0A395VE27__RHOM_06555
ERR1912985.3979747__1.3979747	46228__V8CE73__DXD17_11635
ERR1912985.3979930__1.3979930	301301__A0A173WYG1__ERS852391_00117
ERR1912985.3979946__1.3979946	46506__B0NM94__HMPREF1181_03250
ERR1912985.3980013__1.3980013	28118__F9Z3J9__B5F93_07500
ERR1912985.3980114__1.3980114	1304__A0A0Y1WH36__STRSA0001_0605
ERR1912985.3980149__1.3980149	820__A0A374Q8T2__DXB64_16190
ERR1912985.3980269__1.3980269	1262761__R6QN98__BN606_00094
ERR1912985.3980249__1.3980249	1263000__R5F0H8__BN466_00254
ERR1912985.3980444__1.3980444	301301__A0A174ENJ9__RHOM_05945
ERR1912985.3980490__1.3980490	2108523__A0A2P2FEH2__LAWASA_4478
ERR1912985.3980656__1.3980656	39486__R6SE83__DXD82_03080
ERR1912985.3980657__1.3980657	1304__A0A0A1DWN1__TZ99_02028
ERR1912985.3980661__1.3980661	1262927__R7F1X6__BN677_00303
ERR1912985.3980666__1.3980666	246787__A0A0P0G684__cirA_10
ERR1912985.3980673__1.3980673	246787__A0A0P0GM17__BACCELL_03224
ERR1912985.3980684__1.3980684	47678__A0A174VGP6__HMPREF1061_01625
ERR1912985.3980691__1.3980691	820__A0A139KG60__M094_2679
ERR1912985.3980746__1.3980746	357276__D1JZM4__HMPREF1065_01278
ERR1912985.3980909__1.3980909	847__C3X8F4__rnfC
ERR1912985.3981306__1.3981306	47678__A5ZHJ2__DXB67_12405
ERR1912985.3981585__1.3981585	28117__R7JIY2__BHV66_06465
ERR1912985.3981613__1.3981613	46506__B0NT08__BACSTE_02624
ERR1912985.3981709__1.3981709	562__P77616__CSC08_0123
ERR1912985.3981734__1.3981734	46506__A0A120A0V1__DXC41_00280
ERR1912985.3981803__1.3981803	446660__GCA_003428235.1_02052
ERR1912985.3981870__1.3981870	310298__B3JII2__BACCOP_01694
ERR1912985.3982047__1.3982047	46228__V8BL71__DXD17_11775
ERR1912985.3982090__1.3982090	1150298__A0A174QNY9__ERS852498_01028
ERR1912985.3982174__1.3982174	1263107__GCA_000436995.1_00133
ERR1912985.3982181__1.3982181	301301__A0A395V8C2__rhaR_3
ERR1912985.3982252__1.3982252	39491__A0A395UYA6__EUBREC_0408
ERR1912985.3982299__1.3982299	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912985.3982301__1.3982301	28117__B0MXU0__BHV66_07550
ERR1912985.3982376__1.3982376	569__A0A097R354__AT03_12550
ERR1912985.3982428__1.3982428	310297__B5D0X9__BACPLE_02656
ERR1912985.3982459__1.3982459	410072__A0A3E4GP91__COPCOM_03835
ERR1912985.3982563__1.3982563	487174__K0WZA7__DDY40_11890
ERR1912985.3982595__1.3982595	246787__R6KQ08__AA416_01934
ERR1912985.3982642__1.3982642	310297__B5D3X3__DXB87_14935
ERR1912985.3982686__1.3982686	239935__A0A2N8HB50__CXU17_02615
ERR1912985.3982733__1.3982733	1262927__R7F2G2__BN677_00425
ERR1912985.3982888__1.3982888	28117__B0MWZ9__ALIPUT_01735
ERR1912985.3982908__1.3982908	820__A7V8C2__ERS852554_01338
ERR1912985.3982931__1.3982931	214856__A0A175A6T5__ERS852447_02658
ERR1912985.3983098__1.3983098	1304__A0A1V0H636__RSSL_01707
ERR1912985.3983125__1.3983125	820__A0A3E4G8F8__ERS852421_01645
ERR1912985.3983223__1.3983223	246787__A0A108TBH4__BACCELL_02980
ERR1912985.3983323__1.3983323	357276__A0A0K2HKT7__B5F95_21090
ERR1912985.3983335__1.3983335	1150298__R7JSE8__coaX_1
ERR1912985.3983480__1.3983480	301301__G2SZ87__RHOM_00995
ERR1912985.3983486__1.3983486	239935__A0A2N8IEP3__CXT84_03735
ERR1912985.3983520__1.3983520	46506__B0NU72__DXC41_00075
ERR1912985.3983608__1.3983608	1263006__R6MLA8__BN515_00853
ERR1912985.3983976__1.3983976	823__A0A174PDQ0__DXC05_08200
ERR1912985.3983996__1.3983996	820__A7V8C2__ERS852554_01338
ERR1912985.3984014__1.3984014	239935__R7DVL7__CXT93_01180
ERR1912985.3984055__1.3984055	818__E5C5U7__SAMN05216253_101163
ERR1912985.3984115__1.3984115	28117__B0MWC6__BHV66_00965
ERR1912985.3984277__1.3984277	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912985.3984257__1.3984257	246787__A0A108T429__BACCELL_00192
ERR1912985.3984259__1.3984259	310297__R5W4D8__DXD04_03445
ERR1912985.3984339__1.3984339	820__A0A3E4XM43__DXC91_13960
ERR1912985.3984477__1.3984477	1262986__R5ZUP0__BN492_01284
ERR1912985.3984504__1.3984504	1262777__R5VLP6__BN512_00469
ERR1912985.3984608__1.3984608	387090__S0F8B2__BACCOPRO_02129
ERR1912985.3984864__1.3984864	1263006__R6LKC6__BN515_02058
ERR1912985.3985018__1.3985018	853__A0A3E2U7E6__ERS852582_01640
ERR1912985.3985031__1.3985031	820__A0A1Y3V743__M093_0235
ERR1912985.3985152__1.3985152	820__A0A374MMF0__HMPREF1073_03811
ERR1912985.3985356__1.3985356	310297__R5VHE6__BACPLE_02321
ERR1912985.3985447__1.3985447	310297__B5CU85__DXB87_05250
ERR1912985.3985467__1.3985467	820__A7V470__HMPREF1072_02076
ERR1912985.3985479__1.3985479	310298__B3JII2__BACCOP_01694
ERR1912985.3985556__1.3985556	301301__A0A395V5B0__ERS852391_02078
ERR1912985.3985571__1.3985571	823__A0A174U5E4__BDI_3390
ERR1912985.3985670__1.3985670	239935__A0A2N8J1K0__CXT97_05765
ERR1912985.3985853__1.3985853	817__A0A139T481__M114_3532
ERR1912985.3985885__1.3985885	410072__A0A174J5N8__sbcC
ERR1912985.3986222__1.3986222	246787__A0A0P0GM17__BACCELL_03224
ERR1912985.3986320__1.3986320	310297__B5CZW4__BACPLE_02283
ERR1912985.3986520__1.3986520	818__A0A139JW76__BJP75_002555
ERR1912985.3986613__1.3986613	818__A0A139JW76__BJP75_002555
ERR1912985.3986627__1.3986627	301301__A0A395VBI2__RHOM_00545
ERR1912985.3986671__1.3986671	820__I9TWZ7__DXC80_10550
ERR1912985.3986936__1.3986936	47678__R5UZR1__CGC64_00800
ERR1912985.3987039__1.3987039	820__A0A374Q8T2__DXB64_16190
ERR1912985.3987318__1.3987318	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3987506__1.3987506	246787__A0A3D6AWV8__gltP
ERR1912985.3987480__1.3987480	1550024__G9RPS1__TQ39_05000
ERR1912985.3987546__1.3987546	820__A7V859__ERS852462_00341
ERR1912985.3987592__1.3987592	820__A0A174GK47__ERS852421_00200
ERR1912985.3987733__1.3987733	310297__R5W7P0__mreD
ERR1912985.3987778__1.3987778	1305__F0IJ02__HMPREF9395_0481
ERR1912985.3987818__1.3987818	1263000__R5EV67__BN466_01611
ERR1912985.3987858__1.3987858	818__A0A3E5HY51__rpfC_2
ERR1912985.3987889__1.3987889	1150298__A0A174PC05__ERS852498_00682
ERR1912985.3988238__1.3988238	28117__B0MU76__ALIPUT_00202
ERR1912985.3988271__1.3988271	46228__B5CKX6__RUMLAC_00090
ERR1912985.3988278__1.3988278	487174__K0X4Y9__DDY40_09115
ERR1912985.3988292__1.3988292	328814__GCA_004558275.1_00035
ERR1912985.3988439__1.3988439	1628085__A0A2U1BC68__C7386_10857
ERR1912985.3988519__1.3988519	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3988588__1.3988588	246787__R6KDR9__BcellWH2_02360
ERR1912985.3988603__1.3988603	310297__B5D214__DXD04_07920
ERR1912985.3988889__1.3988889	853__A0A3E2V168__FAEPRAM212_00929
ERR1912985.3988961__1.3988961	820__A0A396CMY7__HMPREF1072_03009
ERR1912985.3988969__1.3988969	310297__B5CUD7__BHV76_11070
ERR1912985.3989016__1.3989016	166486__D4KW49__ROSINTL182_07746
ERR1912985.3989031__1.3989031	46506__R5JSP7__AA415_01143
ERR1912985.3989039__1.3989039	820__A0A3E4RU03__M093_0563
ERR1912985.3989098__1.3989098	246787__A0A3D6AV26__BcellWH2_02579
ERR1912985.3989303__1.3989303	28117__B0MWH8__BHV66_01330
ERR1912985.3989340__1.3989340	46506__A0A108TAK3__fepA_3
ERR1912985.3989350__1.3989350	853__A0A173RZ39__C4N22_01650
ERR1912985.3989508__1.3989508	1235835__R9LCU2__C814_02677
ERR1912985.3989618__1.3989618	239935__R6JD78__CXU05_09250
ERR1912985.3989685__1.3989685	28117__B0MXG8__ALIPUT_01814
ERR1912985.3989787__1.3989787	328814__GCA_004558275.1_00986
ERR1912985.3989872__1.3989872	28117__R7JLL3__ALIPUT_02219
ERR1912985.3989904__1.3989904	820__A0A174QT76__B5G17_18060
ERR1912985.3989964__1.3989964	46506__S3YU07__AA415_02597
ERR1912985.3990041__1.3990041	106588__A6NUL8__BACCAP_01900
ERR1912985.3990120__1.3990120	310297__B5CTT3__DXC17_00385
ERR1912985.3990145__1.3990145	310297__B5CXJ7__DXB87_06645
ERR1912985.3990336__1.3990336	823__K6APS3__DDY96_02400
ERR1912985.3990408__1.3990408	357276__A0A0K2HJA6__DXD47_07320
ERR1912985.3990366__1.3990366	106588__A6NUL8__BACCAP_01900
ERR1912985.3990461__1.3990461	820__A0A078S4C2__ERS417307_00828
ERR1912985.3990466__1.3990466	310297__B5CZI0__BACPLE_02145
ERR1912985.3990702__1.3990702	357276__I9QPN0__B5F95_09195
ERR1912985.3990714__1.3990714	239935__A0A2N8IFA0__CXT92_02050
ERR1912985.3990760__1.3990760	310297__R5VT57__BACPLE_00602
ERR1912985.3990961__1.3990961	239935__A0A139TMZ5__CXU00_03150
ERR1912985.3991021__1.3991021	818__A0A3E5HN77__HMPREF2534_00072
ERR1912985.3991081__1.3991081	28117__B0MU57__ALIPUT_00175
ERR1912985.3991113__1.3991113	1981510__A0A2K9P2W2__B9O19_01432
ERR1912985.3991126__1.3991126	853__A0A173T0Y8__CGS54_07215
ERR1912985.3991144__1.3991144	357276__A0A076II57__GV66_07710
ERR1912985.3991204__1.3991204	46506__R6LAK5__SAMN05444283_11231
ERR1912985.3991292__1.3991292	818__A0A139K9H8__C5Z03_23905
ERR1912985.3991256__1.3991256	246787__A0A108T1Y3__fepA_8
ERR1912985.3991383__1.3991383	239935__R7E524__CXT91_06180
ERR1912985.3991466__1.3991466	820__A7V092__hldE
ERR1912985.3991606__1.3991606	239935__A0A2N8I3G2__CXT89_00720
ERR1912985.3991700__1.3991700	1262777__R5VL00__BN512_01852
ERR1912985.3991714__1.3991714	310297__B5CZW4__BACPLE_02283
ERR1912985.3991747__1.3991747	360807__A0A1Q6T326__appA_1
ERR1912985.3991778__1.3991778	29363__A0A174QW83__CP373A1_10170
ERR1912985.3991855__1.3991855	1150298__A0A174RP87__uppP_1
ERR1912985.3991862__1.3991862	1262761__R6R8K0__BN606_01521
ERR1912985.3991969__1.3991969	1263109__GCA_000438135.1_01183
ERR1912985.3991992__1.3991992	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3992087__1.3992087	1304__A0A0F3HH70__CKU37_07480
ERR1912985.3992107__1.3992107	39488__A0A374NJ86__mltG
ERR1912985.3992173__1.3992173	1780381__A0A143ZR12__BN3661_00376
ERR1912985.3992181__1.3992181	310297__B5CZI0__BACPLE_02145
ERR1912985.3992257__1.3992257	246787__A0A0P0GNB7__xyl4
ERR1912985.3992272__1.3992272	357276__I9QBT4__GV66_09000
ERR1912985.3992348__1.3992348	46506__A0A108TCU0__etk
ERR1912985.3992360__1.3992360	33025__A0A395JBA6__C8D73_1039
ERR1912985.3992487__1.3992487	28117__B0MST8__ALIPUT_00310
ERR1912985.3992613__1.3992613	1262761__R6QTV2__BN606_01879
ERR1912985.3992709__1.3992709	328814__GCA_004558275.1_01003
ERR1912985.3993018__1.3993018	28117__B0MTH2__ALIPUT_00061
ERR1912985.3993191__1.3993191	310297__B5D2R6__DXB87_15610
ERR1912985.3993299__1.3993299	246787__A0A0N7IFH2__BcellWH2_02957
ERR1912985.3993278__1.3993278	310297__B5D3X3__DXB87_14935
ERR1912985.3993293__1.3993293	28116__A0A1Y4PWZ5__DXF98_14885
ERR1912985.3993362__1.3993362	823__D7IUM6__M091_1082
ERR1912985.3993368__1.3993368	301301__G2T1Q7__RHOM_08085
ERR1912985.3993401__1.3993401	246787__A0A108T1Y3__fepA_8
ERR1912985.3993481__1.3993481	853__A0A2A7AXC8__C4N21_14120
ERR1912985.3993505__1.3993505	1262824__R6RBQ5__BN719_01014
ERR1912985.3993585__1.3993585	820__A0A173YYG4__evgS_3
ERR1912985.3993636__1.3993636	246787__R6KUE5__BcellWH2_01117
ERR1912985.3993728__1.3993728	310297__R5VBY3__DXC17_13855
ERR1912985.3993885__1.3993885	487174__K0X9T7__HMPREF9448_00996
ERR1912985.3993823__1.3993823	1263006__R6LJG8__BN515_01754
ERR1912985.3993973__1.3993973	46506__A0A108TCV1__AA415_00106
ERR1912985.3994068__1.3994068	106588__A6P303__BACCAP_04887
ERR1912985.3994111__1.3994111	106588__A6P303__BACCAP_04887
ERR1912985.3994188__1.3994188	46506__A0A108TAK3__fepA_3
ERR1912985.3994242__1.3994242	46506__A0A108TAK3__fepA_3
ERR1912985.3994201__1.3994201	357276__I9RD92__BACDOR_04262
ERR1912985.3994402__1.3994402	1897011__A0A1Q6RI90__BHW41_01230
ERR1912985.3994410__1.3994410	818__A0A139KMR0__Btheta7330_03958
ERR1912985.3994463__1.3994463	487175__R6AAH6__HMPREF9439_02585
ERR1912985.3994478__1.3994478	1262761__R6RP35__BN606_00461
ERR1912985.3994570__1.3994570	301301__A0A395V573__RHOM_13925
ERR1912985.3994582__1.3994582	28117__B0MZ50__ALIPUT_02424
ERR1912985.3994529__1.3994529	1262777__R5WFT1__BN512_00254
ERR1912985.3994676__1.3994676	1262986__R6A9J1__BN492_01353
ERR1912985.3994726__1.3994726	820__A7VAS1__HMPREF2141_03259
ERR1912985.3994744__1.3994744	310297__B5CZ49__BACPLE_02006
ERR1912985.3994777__1.3994777	46506__A0A108TDB0__DXC34_12240
ERR1912985.3994835__1.3994835	246787__A0A0P0GCR8__xynD_3
ERR1912985.3994940__1.3994940	301301__A0A395VDE1__ERS852391_03099
ERR1912985.3995000__1.3995000	28111__E5WZR2__HMPREF1016_02168
ERR1912985.3995023__1.3995023	820__A0A173WUD7__DXB48_08055
ERR1912985.3995134__1.3995134	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3995118__1.3995118	310297__R5VA64__DXD04_05100
ERR1912985.3995170__1.3995170	246787__A0A3D6AXI0__AA416_04256
ERR1912985.3995280__1.3995280	301301__A0A395VA65__eutA
ERR1912985.3995266__1.3995266	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1912985.3995306__1.3995306	239935__A0A2N8HT18__CXT93_06135
ERR1912985.3995313__1.3995313	360807__A0A174CZ42__RIL183_11251
ERR1912985.3995383__1.3995383	1263000__R5EGY7__BN466_01478
ERR1912985.3995574__1.3995574	301301__A0A395V407__ERS852391_02230
ERR1912985.3995740__1.3995740	246787__R6KQ08__AA416_01934
ERR1912985.3995745__1.3995745	820__A0A3E4XDK3__ERS852554_03650
ERR1912985.3995824__1.3995824	47678__A5ZF31__DXB67_11050
ERR1912985.3995837__1.3995837	166486__D4L3V9__ROSINTL182_07680
ERR1912985.3995847__1.3995847	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3995869__1.3995869	853__A0A2A7B9I6__DW855_13690
ERR1912985.3995929__1.3995929	39491__A0A395V5R3__EUBREC_1883
ERR1912985.3995989__1.3995989	820__A0A3E4QZJ7__C801_01798
ERR1912985.3996116__1.3996116	1262886__R6Q824__BN563_00941
ERR1912985.3996209__1.3996209	301301__G2T0P1__RHOM_03005
ERR1912985.3996247__1.3996247	301301__A0A395VAL3__mcp2_2
ERR1912985.3996418__1.3996418	246787__A0A108T429__BACCELL_00192
ERR1912985.3996470__1.3996470	1304__J7TU64__CYK22_02490
ERR1912985.3996558__1.3996558	1318__I1ZNI2__HMPREF9971_0986
ERR1912985.3996758__1.3996758	1897011__A0A1Q6RGA5__BHW41_02775
ERR1912985.3996859__1.3996859	46228__V8C8N0__RUMLAC_01038
ERR1912985.3996914__1.3996914	46506__R6L6Y9__wza_1
ERR1912985.3996968__1.3996968	310297__B5CUF3__DXB87_07245
ERR1912985.3997100__1.3997100	487174__K0WUW8__DDY40_02615
ERR1912985.3997109__1.3997109	820__A0A3E4W4Y7__B5G17_02055
ERR1912985.3997220__1.3997220	301301__A0A395V7G5__RHOM_16755
ERR1912985.3997242__1.3997242	46506__R6AEM4__DXC41_06545
ERR1912985.3997340__1.3997340	820__A0A139K2N9__DXB62_12420
ERR1912985.3997372__1.3997372	1897011__A0A1Q6RCX0__BHW41_05880
ERR1912985.3997382__1.3997382	246787__A0A3D6AV26__BcellWH2_02579
ERR1912985.3997451__1.3997451	246787__R6KBH9__HMPREF1062_04676
ERR1912985.3997490__1.3997490	357276__I8WFU9__BACDOR_02006
ERR1912985.3997584__1.3997584	46228__V8BPL7__DXD17_00445
ERR1912985.3997541__1.3997541	46506__A0A108TCU0__etk
ERR1912985.3997609__1.3997609	310297__B5D2R6__DXB87_15610
ERR1912985.3997651__1.3997651	239935__A0A2N8HL50__CXT98_09135
ERR1912985.3998050__1.3998050	46506__B0NRJ1__DXC41_14065
ERR1912985.3998222__1.3998222	28117__B0MSS1__ALIPUT_00273
ERR1912985.3998231__1.3998231	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1912985.3998233__1.3998233	310297__B5CV67__DXD04_03690
ERR1912985.3998276__1.3998276	487174__K0XJ34__DDY40_06890
ERR1912985.3998481__1.3998481	46506__A0A108T991__AA415_01433
ERR1912985.3998894__1.3998894	823__A6LEQ6__DXB14_05705
ERR1912985.3999017__1.3999017	820__A7V859__ERS852462_00341
ERR1912985.3999064__1.3999064	46506__A0A108TCU0__etk
ERR1912985.3999172__1.3999172	47678__R5UBT0__CGC64_12195
ERR1912985.3999235__1.3999235	1304__C2LTN8__DL07_04840
ERR1912985.3999532__1.3999532	853__A0A3E2U7E6__ERS852582_01640
ERR1912985.3999557__1.3999557	301301__A0A395VBD1__bcrC_1
ERR1912985.3999518__1.3999518	46506__A0A3E4USX2__BACSTE_03107
ERR1912985.3999578__1.3999578	818__A0A0P0FI06__BJP75_017205
ERR1912985.3999590__1.3999590	569__A0A1B7KEY5__marC_1
ERR1912985.3999608__1.3999608	360807__C0FYL6__ROSEINA2194_03855
ERR1912985.3999719__1.3999719	820__A0A139JRS5__HMPREF1073_04025
ERR1912985.3999768__1.3999768	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3999786__1.3999786	1263107__GCA_000436995.1_00136
ERR1912985.3999837__1.3999837	487174__K0WUW8__DDY40_02615
ERR1912985.3999853__1.3999853	820__R9I2U8__DXC68_09590
ERR1912985.3999879__1.3999879	853__A0A174BZY1__xerD_1
ERR1912985.3999891__1.3999891	1263006__R6LR21__BN515_00462
ERR1912985.4000024__1.4000024	239935__R6K0V8__CXT94_02055
ERR1912985.4000068__1.4000068	394340__uvrA_2
ERR1912985.4000114__1.4000114	46506__S3YJA2__AA415_02195
ERR1912985.4000394__1.4000394	1263000__R5EQL2__BN466_00892
ERR1912985.4000425__1.4000425	1099853__G9S6V8__NSB1T_06170
ERR1912985.4000427__1.4000427	310297__R5VHE6__BACPLE_02321
ERR1912985.4000438__1.4000438	1262927__R7EWI3__BN677_01423
ERR1912985.4000449__1.4000449	357276__B6W1Y5__IY41_11405
ERR1912985.4000458__1.4000458	310297__R5W5U2__DXC17_08125
ERR1912985.4000501__1.4000501	46506__B0NU72__DXC41_00075
ERR1912985.4000503__1.4000503	46506__B0NU72__DXC41_00075
ERR1912985.4000522__1.4000522	1262536__GeneID:16385454
ERR1912985.4000536__1.4000536	1262986__D9Y8M4__BN492_01202
ERR1912985.4000559__1.4000559	818__A0A3E5HVG2__C5Z03_11060
ERR1912985.4000582__1.4000582	1262761__R6RU22__BN606_01110
ERR1912985.4000661__1.4000661	310297__B5CXG9__DXB87_06535
ERR1912985.4000723__1.4000723	46503__R6WZ80__PARMER_04397
ERR1912985.4000840__1.4000840	310297__R5VHE6__BACPLE_02321
ERR1912985.4000863__1.4000863	1263107__GCA_000436995.1_00021
ERR1912985.4000957__1.4000957	46506__R6LDN0__HMPREF1181_03103
ERR1912985.4000940__1.4000940	310297__R5V6Q5__DXD04_04860
ERR1912985.4000944__1.4000944	239935__A0A2N8IVR0__CXT87_07115
ERR1912985.4000987__1.4000987	556259__E5C445__BSGG_0931
ERR1912985.4001136__1.4001136	46503__R6Y0Q3__DCY29_15880
ERR1912985.4001221__1.4001221	2027459__E4LDL7__VRHSUH10_02900
ERR1912985.4001261__1.4001261	310297__B5CZS7__BACPLE_02243
ERR1912985.4001265__1.4001265	246787__R6LGB3__BcellWH2_02361
ERR1912985.4001330__1.4001330	1160721__W0U309__BHW50_02320
ERR1912985.4001482__1.4001482	28117__B0MYW7__ALIPUT_02336
ERR1912985.4001549__1.4001549	1150298__A0A174HYM9__ERS852406_01664
ERR1912985.4001666__1.4001666	301301__A0A395V3C0__mcpC_6
ERR1912985.4001800__1.4001800	820__A7VAR9__ERS852421_00197
ERR1912985.4001805__1.4001805	46503__R6X275__DD461_10840
ERR1912985.4002072__1.4002072	544645__A0A1U7LE84__DXC42_14430
ERR1912985.4002093__1.4002093	1262886__R6QIL5__BN563_00897
ERR1912985.4002183__1.4002183	301301__A0A395V7G5__RHOM_16755
ERR1912985.4002296__1.4002296	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1912985.4002379__1.4002379	310297__R5VA64__DXD04_05100
ERR1912985.4002684__1.4002684	1263000__R5EJ27__BN466_01916
ERR1912985.4002771__1.4002771	487175__D9Y8B5__HMPREF9439_02353
ERR1912985.4002812__1.4002812	2173__A0A1D2WST6__METSMIALI_00213
ERR1912985.4002882__1.4002882	1304__A0A1W5ZCY0__CKU37_03270
ERR1912985.4002981__1.4002981	328814__GCA_004558275.1_00997
ERR1912985.4002988__1.4002988	46506__B0NLK0__AA415_02543
ERR1912985.4002970__1.4002970	820__R9I3N4__M093_0061
ERR1912985.4002972__1.4002972	46506__A0A108TCV1__AA415_00106
ERR1912985.4003049__1.4003049	357276__A0A0M1W657__HMPREF1064_04629
ERR1912985.4003053__1.4003053	46503__R6X5W5__HMPREF1078_03156
ERR1912985.4003140__1.4003140	28117__B0MWP2__ALIPUT_01468
ERR1912985.4003318__1.4003318	46506__A0A120A336__SAMN05444283_1528
ERR1912985.4003354__1.4003354	1262886__R6Q805__BN563_00926
ERR1912985.4003374__1.4003374	820__A0A3E4W980__M093_3873
ERR1912985.4003405__1.4003405	569__A0A085GXZ1__PU01_16210
