ERR1913264.104__1.104	487174__K0X079__DIT83_00640
ERR1913264.852143__1.852143	2108523__A0A2P2FD44__LAWASA_3973
ERR1913264.852195__1.852195	853__A0A173YYY4__DWZ04_09420
ERR1913264.852209__1.852209	1262922__R6E6U3__BN487_00260
ERR1913264.852225__1.852225	1262740__R7CUN5__BN666_01166
ERR1913264.852236__1.852236	823__A6LER2__ERS852513_00365
ERR1913264.852307__1.852307	39491__A0A396FFW0__ERE_10580
ERR1913264.852339__1.852339	39491__A0A174EQV2__DXB69_10230
ERR1913264.852504__1.852504	1150298__A0A174RP87__uppP_1
ERR1913264.852649__1.852649	853__A0A2A7A4A9__C4N21_14870
ERR1913264.852681__1.852681	853__A0A2A7B1Y7__C7K05_11930
ERR1913264.852845__1.852845	28117__B0MY40__BHV66_05170
ERR1913264.852932__1.852932	1262922__R6E4S1__BN487_00090
ERR1913264.853008__1.853008	328814__GCA_004558275.1_01745
ERR1913264.853138__1.853138	823__K6ACX1__ERS852513_00266
ERR1913264.853578__1.853578	1262922__R6EDI1__BN487_01092
ERR1913264.853625__1.853625	28118__R6FFY9__DHW44_14630
ERR1913264.853655__1.853655	28117__B0MTH2__ALIPUT_00061
ERR1913264.853766__1.853766	823__A0A355XF06__B5F32_11480
ERR1913264.854174__1.854174	168384__C6LLM7__BRYFOR_09575
ERR1913264.854484__1.854484	1965537__A0A1Y4WQ40__B5E42_02845
ERR1913264.854576__1.854576	46228__V8CBW1__HMPREF1202_00636
ERR1913264.854626__1.854626	39485__A0A174YR79__EUBELI_20418
ERR1913264.854925__1.854925	360807__C0FPW0__ROSEINA2194_00763
ERR1913264.855004__1.855004	301302__R5UMB3__M72_01421
ERR1913264.855254__1.855254	2108523__A0A2P2FD44__LAWASA_3973
ERR1913264.855534__1.855534	1262922__R6E0J0__BN487_00426
ERR1913264.855536__1.855536	1262933__R7PB85__BN736_00258
ERR1913264.855723__1.855723	39491__A0A174K265__DXB76_05915
ERR1913264.855909__1.855909	1501391__GCA_000786575.1_00005
ERR1913264.856312__1.856312	1262945__R6YM76__BN600_01248
ERR1913264.856432__1.856432	39491__A0A395ZE48__DXB76_02395
ERR1913264.856472__1.856472	1550024__G9RP65__ASJ35_11645
ERR1913264.856672__1.856672	823__D7ILK2__ERS852380_00031
ERR1913264.856642__1.856642	39491__A0A395ZGU6__ERS852417_01456
ERR1913264.856932__1.856932	28117__B0MXG8__ALIPUT_01814
ERR1913264.856957__1.856957	823__A0A355XLS2__ERS852380_02644
ERR1913264.856995__1.856995	1262922__R6E5Q5__BN487_01326
ERR1913264.857197__1.857197	823__D7IT19__DHP27_03495
ERR1913264.857388__1.857388	1262933__R7PB79__BN736_00852
ERR1913264.857562__1.857562	39491__A0A395ZKJ0__DXD13_11010
ERR1913264.857601__1.857601	39491__C4ZCH3__EUR_17560
ERR1913264.857682__1.857682	820__A0A3E4RU03__M093_0563
ERR1913264.857797__1.857797	28117__B0MUR5__BHV66_03900
ERR1913264.857885__1.857885	1712665__A0A2G3E1H3__CSX02_08860
ERR1913264.857865__1.857865	28118__R6FAT1__DHW44_00720
ERR1913264.858018__1.858018	28117__B0MTW8__ALIPUT_00502
ERR1913264.858359__1.858359	46503__A7AG53__DD461_14240
ERR1913264.858477__1.858477	328814__GCA_004558275.1_00296
ERR1913264.858514__1.858514	1262922__R6EEP0__BN487_01314
ERR1913264.858565__1.858565	39491__A0A395UYM9__DXC13_07980
ERR1913264.858813__1.858813	39491__A0A396FPV7__ERS852580_01177
ERR1913264.858956__1.858956	1262922__R6E3T0__BN487_00967
ERR1913264.859106__1.859106	823__A0A3E4PAQ2__DDY96_18275
ERR1913264.859250__1.859250	651822__GCA_000210715.1_00753
ERR1913264.859330__1.859330	1262922__R6EEP0__BN487_01314
ERR1913264.859395__1.859395	39491__A0A396FPV7__ERS852580_01177
ERR1913264.859463__1.859463	2108523__A0A2P2FCZ8__LAWASA_3945
ERR1913264.859504__1.859504	46503__K5ZM81__DCY29_16460
ERR1913264.859589__1.859589	39491__A0A395ZDC6__addB
ERR1913264.859599__1.859599	39491__A0A395ZE48__DXB76_02395
ERR1913264.859822__1.859822	1150298__A0A173YHI7__ERS852406_00466
ERR1913264.859835__1.859835	28117__B0MY34__BHV66_05195
ERR1913264.859990__1.859990	39491__A0A395ZEI6__ERE_07950
ERR1913264.860080__1.860080	1262933__R7PAS5__BN736_01896
ERR1913264.860141__1.860141	1262989__R6YC95__BN815_00996
ERR1913264.860189__1.860189	28117__B0MWP2__ALIPUT_01468
ERR1913264.860546__1.860546	39491__D4JMW8__ERS852497_01971
ERR1913264.860561__1.860561	39485__C4Z6Z5__EUBELI_20593
ERR1913264.860663__1.860663	821__A0A396F1N0__M099_1553
ERR1913264.860636__1.860636	487174__R5EP60__DIT83_09045
ERR1913264.860875__1.860875	1262933__R7P7I6__BN736_01446
ERR1913264.860985__1.860985	2137880__A0A316NQX2__DBY21_08720
ERR1913264.860986__1.860986	2137880__A0A316NQX2__DBY21_08720
ERR1913264.861087__1.861087	28117__B0MVL5__BHV66_01660
ERR1913264.861233__1.861233	39491__A0A173U0X0__DXB72_05865
ERR1913264.861259__1.861259	214856__A0A174H6R3__ERS852447_02809
ERR1913264.861276__1.861276	160404__R7B6P9__SAMN02745138_02198
ERR1913264.861333__1.861333	1150298__A0A174TDE7__ERS852535_00299
ERR1913264.861480__1.861480	1262922__R6EAM2__BN487_00919
ERR1913264.861630__1.861630	1262922__R6E9C2__BN487_00401
ERR1913264.861865__1.861865	39491__R6UMS6__DXD13_07035
ERR1913264.861967__1.861967	39491__A0A395ZG74__licR
ERR1913264.862183__1.862183	820__A0A174CG08__DXB62_13215
ERR1913264.862199__1.862199	1160721__A0A1C6DCM8__RBI_I01997
ERR1913264.862253__1.862253	39491__A0A395UZZ5__htpG_1
ERR1913264.862327__1.862327	376805__F0R8H8__Bacsa_0435
ERR1913264.862405__1.862405	1262945__R6ZXV9__BN600_01599
ERR1913264.862447__1.862447	1501391__GCA_000786575.1_00029
ERR1913264.862508__1.862508	1965604__A0A1Y4EWE6__B5F54_10205
ERR1913264.862479__1.862479	1262922__R6EEP0__BN487_01314
ERR1913264.862535__1.862535	39491__A0A395ZE48__DXB76_02395
ERR1913264.862628__1.862628	1262922__R6E4Q0__BN487_01510
ERR1913264.862669__1.862669	821__A0A174V2F3__NCTC10583_01474
ERR1913264.862783__1.862783	39491__A0A174LTW7__DXD13_08720
ERR1913264.862757__1.862757	46228__B5CM88__HMPREF1202_01682
ERR1913264.863012__1.863012	1501391__GCA_000786575.1_00110
ERR1913264.863019__1.863019	39491__A0A396FKI0__DXC13_11560
ERR1913264.863591__1.863591	28117__B0MWH8__BHV66_01330
ERR1913264.863546__1.863546	823__A0A355XKQ8__DHP27_04010
ERR1913264.863680__1.863680	301301__A0A395VCJ3__cbiT
ERR1913264.863624__1.863624	1262933__R7PBM6__BN736_01468
ERR1913264.863626__1.863626	39491__D6E408__EUBREC_1466
ERR1913264.863712__1.863712	39491__C4ZCH3__EUR_17560
ERR1913264.863744__1.863744	671267__R9I7B5__C802_04018
ERR1913264.863765__1.863765	46503__R6Y2Q2__DCY29_15375
ERR1913264.863853__1.863853	821__A0A395US34__C5Z04_18975
ERR1913264.863951__1.863951	1262824__R6R9V8__BN719_01085
ERR1913264.863971__1.863971	160404__R6Q0J9__SAMN02745138_03459
ERR1913264.864411__1.864411	214856__A0A173YE57__ERS852559_00126
ERR1913264.864452__1.864452	818__A0A0P0F989__BJP75_019080
ERR1913264.864762__1.864762	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913264.864854__1.864854	1262922__R6EDI1__BN487_01092
ERR1913264.865032__1.865032	160404__R6R654__SAMN02745138_00824
ERR1913264.865255__1.865255	39491__A0A396FRE7__EUR_27520
ERR1913264.865247__1.865247	39491__C4Z9K0__DXD95_07445
ERR1913264.865430__1.865430	39491__A0A395V1R3__T1815_08181
ERR1913264.865558__1.865558	28117__R7JR95__ALIPUT_01367
ERR1913264.865851__1.865851	1262922__R6EIW5__BN487_01923
ERR1913264.865808__1.865808	1263000__R5ES99__BN466_01121
ERR1913264.866135__1.866135	160404__R6R4R4__B5G26_02020
ERR1913264.866166__1.866166	39485__A0A174Z851__cdaR_1
ERR1913264.866224__1.866224	39485__C4Z0R8__EUBELI_01181
ERR1913264.866237__1.866237	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913264.866574__1.866574	28117__B0MU53__ALIPUT_00569
ERR1913264.866697__1.866697	39491__A0A174LTW7__DXD13_08720
ERR1913264.867026__1.867026	39491__A0A395V0X2__EUBREC_3007
ERR1913264.867077__1.867077	39491__A0A395ZHW9__DXC13_02590
ERR1913264.867198__1.867198	39491__A0A174M1X5__DXB99_18695
ERR1913264.867402__1.867402	39485__A0A174YMI9__cph2_5
ERR1913264.867415__1.867415	39491__A0A395V0X2__EUBREC_3007
ERR1913264.867850__1.867850	39491__A0A395ZDC6__addB
ERR1913264.868077__1.868077	1501391__GCA_000786575.1_00077
ERR1913264.868078__1.868078	28117__B0MY40__BHV66_05170
ERR1913264.868103__1.868103	39491__A0A395ZG96__DXB69_15120
ERR1913264.868487__1.868487	410072__A0A174AMX4__dacB_1
ERR1913264.868491__1.868491	1262922__R6E9U7__BN487_01899
ERR1913264.868557__1.868557	2137880__A0A316NNE6__DBY21_08645
ERR1913264.868711__1.868711	1262922__R6EEH5__BN487_01593
ERR1913264.868751__1.868751	328814__GCA_004558275.1_00061
ERR1913264.868938__1.868938	2108523__A0A2P2FD97__LAWASA_4055
ERR1913264.869248__1.869248	39485__A0A174Z1T6__sfp
ERR1913264.869268__1.869268	823__A0A355XIK0__CEQ22_011965
ERR1913264.869367__1.869367	1262922__R6EG39__BN487_01800
ERR1913264.869513__1.869513	1262922__R6ETB6__BN487_00396
ERR1913264.869543__1.869543	1550024__G9RTW5__TQ39_08270
ERR1913264.869714__1.869714	39491__A0A395V464__EUBREC_1509
ERR1913264.870125__1.870125	39491__A0A396FQV7__T1815_10751
ERR1913264.870226__1.870226	1262933__R7P835__BN736_01586
ERR1913264.870179__1.870179	160404__A0A1Y3TT09__SAMN02745138_03131
ERR1913264.870302__1.870302	1232426__group_1840
ERR1913264.870382__1.870382	1262922__R6E4Q0__BN487_01510
ERR1913264.870400__1.870400	39491__A0A395V5R3__EUBREC_1883
ERR1913264.870434__1.870434	853__E2ZJT1__C4N23_03535
ERR1913264.870655__1.870655	39485__C4Z355__ERS852490_01971
ERR1913264.870661__1.870661	1501391__GCA_000786575.1_00027
ERR1913264.870707__1.870707	853__A0A2A7B1Y7__C7K05_11930
ERR1913264.871074__1.871074	1262933__R7PCY6__BN736_01858
ERR1913264.871300__1.871300	626933__H1DGX0__HMPREF9449_01506
ERR1913264.871328__1.871328	1262933__R7PAN9__BN736_00645
ERR1913264.871481__1.871481	39485__C4Z5L2__ERS852490_00659
ERR1913264.871539__1.871539	160404__A0A1M6UF84__B5G26_00740
ERR1913264.871554__1.871554	1262922__R6E8Y1__BN487_01778
ERR1913264.871715__1.871715	1262922__R6E290__BN487_01114
ERR1913264.871956__1.871956	1150298__A0A174DX06__ERS852498_00491
ERR1913264.871961__1.871961	39491__A0A395ZHW9__DXC13_02590
ERR1913264.872007__1.872007	1501391__GCA_000786575.1_00048
ERR1913264.872014__1.872014	1262922__R6EDI1__BN487_01092
ERR1913264.872596__1.872596	239935__R6JCH3__CXT95_08205
ERR1913264.872728__1.872728	2108523__A0A2P2F586__LAWASA_1166
ERR1913264.872850__1.872850	39491__C4ZF05__vpr
ERR1913264.872945__1.872945	1262933__R7PBM6__BN736_01468
ERR1913264.872918__1.872918	39491__A0A395ZE48__DXB76_02395
ERR1913264.873026__1.873026	853__A8S882__C4N23_07600
ERR1913264.873052__1.873052	39491__A0A395UWA3__DXB69_11805
ERR1913264.873083__1.873083	39491__A0A174G6M3__DXD13_14470
ERR1913264.873153__1.873153	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913264.873155__1.873155	853__A0A173XRA8__CGS56_09290
ERR1913264.873294__1.873294	1262824__R6RN55__BN719_00811
ERR1913264.873469__1.873469	458033__GCA_001482755.1_02203
ERR1913264.873541__1.873541	39491__C4ZAT2__ERE_28440
ERR1913264.873554__1.873554	853__A0A329UEG4__CHR60_00585
ERR1913264.873605__1.873605	39491__D4JMW8__ERS852497_01971
ERR1913264.873653__1.873653	821__A0A395US34__C5Z04_18975
ERR1913264.873695__1.873695	1150298__A0A174LKY6__ERS852535_00447
ERR1913264.873975__1.873975	40518__R5DX93__DXD93_03055
ERR1913264.873978__1.873978	39491__A0A395ZBW8__DXC13_08840
ERR1913264.874108__1.874108	1262922__R6E3T8__BN487_00972
ERR1913264.874250__1.874250	292800__A0A1C7FRP6__HMPREF9460_00386
ERR1913264.874301__1.874301	39485__A0A174ZUV1__tig_3
ERR1913264.874267__1.874267	44742__A0A0X8JL56__AXF13_10980
ERR1913264.874470__1.874470	853__A0A174C5M1__CGS58_04460
ERR1913264.874504__1.874504	39485__C4Z069__EUBELI_00981
ERR1913264.874658__1.874658	360807__C0FNK4__ERS852444_02115
ERR1913264.874710__1.874710	39491__A0A173VH71__ERS852497_01827
ERR1913264.874712__1.874712	1262922__R6E4G3__BN487_01085
ERR1913264.874728__1.874728	1262922__R6E3V4__BN487_00986
ERR1913264.874807__1.874807	1262922__R6E5H3__BN487_01250
ERR1913264.874931__1.874931	28117__B0MTV0__BHV66_06395
ERR1913264.875104__1.875104	853__A0A2A7B9I6__DW855_13690
ERR1913264.875198__1.875198	1262922__R6E0Y8__BN487_00893
ERR1913264.875293__1.875293	214856__I3YK71__ERS852559_02472
ERR1913264.875738__1.875738	39491__A0A395ZDC6__addB
ERR1913264.875782__1.875782	39491__A0A395V0H3__ERS852417_01192
ERR1913264.875791__1.875791	39491__A0A3E4E7C5__DXB69_03255
ERR1913264.875886__1.875886	39491__A0A396FFW0__ERE_10580
ERR1913264.875939__1.875939	853__A0A173YYY4__DWZ04_09420
ERR1913264.875950__1.875950	39491__A0A396FBR6__DXC13_08575
ERR1913264.876023__1.876023	39491__D4JMW8__ERS852497_01971
ERR1913264.876057__1.876057	1965586__A0A1Y4HM59__B5F34_07730
ERR1913264.876335__1.876335	46228__V8BPJ7__DXD17_00330
ERR1913264.876433__1.876433	28117__B0MTH2__ALIPUT_00061
ERR1913264.876788__1.876788	823__A6LH14__B5F32_11640
ERR1913264.876886__1.876886	39490__U2RM63__ERS852448_02368
ERR1913264.877006__1.877006	39491__A0A395V5L2__ERE_28270
ERR1913264.877053__1.877053	1262933__R7PBW4__BN736_01558
ERR1913264.877119__1.877119	823__A0A355XIK0__CEQ22_011965
ERR1913264.877431__1.877431	39491__A0A396FI89__DXD95_01300
ERR1913264.877439__1.877439	360807__A0A173XR05__RIL183_10401
ERR1913264.877667__1.877667	239935__A0A139TPD4__CXT86_06450
ERR1913264.877748__1.877748	1262922__R6E0J0__BN487_00426
ERR1913264.877754__1.877754	1262933__R7PDU8__BN736_00041
ERR1913264.877915__1.877915	39488__A0A285PSK3__yihY
ERR1913264.877952__1.877952	360807__C0FNY7__ERS852392_01257
ERR1913264.878050__1.878050	39485__C4Z0F4__ERS852490_00945
ERR1913264.878162__1.878162	40518__R5DWH8__DXD86_04530
ERR1913264.878146__1.878146	823__A0A355XLT7__HMPREF1075_03402
ERR1913264.878092__1.878092	1262922__R6F3R3__BN487_01995
ERR1913264.878530__1.878530	487174__K0X3L3__DDY40_11345
ERR1913264.878953__1.878953	39485__C4Z389__ERS852490_01920
ERR1913264.879038__1.879038	360807__A0A173WE18__prkC_2
ERR1913264.879136__1.879136	39491__A0A395ZBW8__DXC13_08840
ERR1913264.879295__1.879295	1501391__GCA_000786575.1_00040
ERR1913264.879362__1.879362	208479__A8RYF2__CGC65_09970
ERR1913264.879428__1.879428	160404__R6PN47__B5G26_10890
ERR1913264.879447__1.879447	39491__A0A396FGM9__fliU_1
ERR1913264.879712__1.879712	1262922__R6ECX9__BN487_01332
ERR1913264.879952__1.879952	1263000__R5EK63__BN466_02075
ERR1913264.879958__1.879958	28117__B0MUX7__ALIPUT_00918
ERR1913264.879999__1.879999	39496__A5Z5I2__EUBVEN_00963
ERR1913264.880012__1.880012	1262933__R7PCP8__BN736_00732
ERR1913264.880080__1.880080	39485__A0A174YR99__ERS852492_00943
ERR1913264.880083__1.880083	28117__B0MWX3__BHV66_03010
ERR1913264.880145__1.880145	301302__A0A173UN64__manA_2
ERR1913264.880210__1.880210	39491__A0A174A751__DXB69_15525
ERR1913264.880315__1.880315	39491__R6TNE7__T1815_09811
ERR1913264.880288__1.880288	39491__C4ZCH3__EUR_17560
ERR1913264.880497__1.880497	39491__A0A396FGM9__fliU_1
ERR1913264.880614__1.880614	1262922__R6F2R2__BN487_01821
ERR1913264.880720__1.880720	39491__D6E4H2__DXB99_00485
ERR1913264.880835__1.880835	1965537__A0A1Y4WJ55__B5E42_12300
ERR1913264.880903__1.880903	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913264.880941__1.880941	1262945__R6YP20__BN600_01819
ERR1913264.881013__1.881013	1965537__A0A1Y4WKT0__B5E42_11060
ERR1913264.880958__1.880958	39485__A0A174ZTY8__ycfH
ERR1913264.881262__1.881262	39491__A0A396FSR4__ERS852580_02287
ERR1913264.881319__1.881319	1150298__A0A174DSD1__dacB_3
ERR1913264.881531__1.881531	1262922__R6F3P6__BN487_01980
ERR1913264.881677__1.881677	1262922__R6EAM2__BN487_00919
ERR1913264.881634__1.881634	39491__D6E4H2__DXB99_00485
ERR1913264.882064__1.882064	39491__A0A173VYV1__DXC13_02710
ERR1913264.882248__1.882248	39485__R5ZVC3__ERS852490_00250
ERR1913264.882476__1.882476	39491__A0A395ZHW9__DXC13_02590
ERR1913264.882543__1.882543	1262922__R6E3V4__BN487_00986
ERR1913264.882583__1.882583	1262922__R6EBQ6__BN487_01100
ERR1913264.882878__1.882878	39491__A0A396FKI0__DXC13_11560
ERR1913264.882889__1.882889	1262922__R6ECX9__BN487_01332
ERR1913264.883645__1.883645	651822__GCA_000210715.1_00753
ERR1913264.884020__1.884020	39491__A0A395UZ82__EUR_31520
ERR1913264.884151__1.884151	39491__D4JMW8__ERS852497_01971
ERR1913264.884212__1.884212	28117__B0MY34__BHV66_05195
ERR1913264.884228__1.884228	39491__C4Z9K0__DXD95_07445
ERR1913264.884296__1.884296	39491__D6E408__EUBREC_1466
ERR1913264.884273__1.884273	39485__A0A174Z551__glnL
ERR1913264.884275__1.884275	39491__D4JMW8__ERS852497_01971
ERR1913264.884348__1.884348	410072__A0A174E1G6__phoR_6
ERR1913264.884541__1.884541	823__A0A073I9P2__CF162_18000
ERR1913264.884553__1.884553	820__A0A173XIP7__B5G17_16050
ERR1913264.884673__1.884673	28117__B0MXW9__ALIPUT_01981
ERR1913264.884735__1.884735	1262933__R7PD23__BN736_01898
ERR1913264.884821__1.884821	39485__C4Z6U7__EUBELI_20545
ERR1913264.884910__1.884910	487174__K0WRI1__DIT83_06780
ERR1913264.884931__1.884931	214856__E4MF20__Alfi_0697
ERR1913264.885067__1.885067	2108523__A0A2P2FDC5__LAWASA_4082
ERR1913264.885070__1.885070	39491__A0A395ZDC6__addB
ERR1913264.885416__1.885416	823__A0A395YQ63__B5F32_15335
ERR1913264.885502__1.885502	39491__A0A396FEW6__T1815_18721
ERR1913264.885486__1.885486	39485__R5ZVC3__ERS852490_00250
ERR1913264.885594__1.885594	39491__A0A396FF66__DXD95_01810
ERR1913264.885790__1.885790	328814__GCA_004558275.1_02030
ERR1913264.885826__1.885826	39491__A0A395V1Y4__DXB99_08035
ERR1913264.885919__1.885919	46503__R6WTN6__PARMER_00136
ERR1913264.886009__1.886009	2137880__A0A316NQX2__DBY21_08720
ERR1913264.886149__1.886149	1262933__R7PA55__BN736_01698
ERR1913264.886321__1.886321	39491__A0A174EQV2__DXB69_10230
ERR1913264.886535__1.886535	160404__A0A1M7AGI5__SAMN02745138_03397
ERR1913264.886643__1.886643	39491__A0A395V5R3__EUBREC_1883
ERR1913264.886622__1.886622	328814__GCA_004558275.1_00089
ERR1913264.886793__1.886793	823__E1YSG0__DHP27_00465
ERR1913264.886845__1.886845	1262922__R6F3R3__BN487_01995
ERR1913264.886918__1.886918	1262920__R5KD76__BN467_01465
ERR1913264.887112__1.887112	1262922__R6E736__BN487_01852
ERR1913264.887230__1.887230	823__A0A355XLQ9__DXC05_02185
ERR1913264.887301__1.887301	823__A0A073I5R7__cloSI
ERR1913264.887579__1.887579	2137880__A0A316P364__DBY21_00435
ERR1913264.887599__1.887599	28117__B0MYW5__ALIPUT_02334
ERR1913264.887563__1.887563	39491__A0A174EQV2__DXB69_10230
ERR1913264.887674__1.887674	39491__A0A395V0E5__ERE_31370
ERR1913264.888108__1.888108	1262933__R7PCY6__BN736_01858
ERR1913264.888131__1.888131	28117__B0N007__BHV66_10275
ERR1913264.888201__1.888201	28117__B0MXG8__ALIPUT_01814
ERR1913264.888277__1.888277	39485__A0A174Z1A6__EUBELI_00220
ERR1913264.888279__1.888279	1465754__A0A1H4DTE1__SAMN05444145_10611
ERR1913264.888454__1.888454	1465754__A0A1H4FKL6__SAMN05444145_11114
ERR1913264.888610__1.888610	1262922__R6EE49__BN487_01193
ERR1913264.888613__1.888613	39491__A0A396FRE7__EUR_27520
ERR1913264.888721__1.888721	1550024__A0A3B9WG46__ASJ35_14590
ERR1913264.888900__1.888900	39491__A0A173TM76__DXB72_10535
ERR1913264.889011__1.889011	160404__R6PW10__B5G26_08785
ERR1913264.889172__1.889172	28117__B0MSS1__ALIPUT_00273
ERR1913264.889461__1.889461	853__A0A2A7A4A9__C4N21_14870
ERR1913264.889594__1.889594	1262945__R6ZXV9__BN600_01599
ERR1913264.889601__1.889601	28117__B0MZ22__BHV66_04430
ERR1913264.889825__1.889825	1150298__A0A174MLY5__ERS852498_01797
ERR1913264.889991__1.889991	39491__A0A395V0E5__ERE_31370
ERR1913264.890097__1.890097	39491__A0A396FRE7__EUR_27520
ERR1913264.890172__1.890172	1262922__R6EBN7__BN487_01095
ERR1913264.890176__1.890176	1262933__R7PA34__BN736_01673
ERR1913264.890238__1.890238	39491__A0A395V0H3__ERS852417_01192
ERR1913264.890261__1.890261	1160721__W0U532__RBI_I00944
ERR1913264.890352__1.890352	28117__B0MTY2__BHV66_06485
ERR1913264.890488__1.890488	823__A6LBY1__ERS852380_00510
ERR1913264.890642__1.890642	1262922__R6EVJ0__BN487_00736
ERR1913264.890903__1.890903	39491__A0A173U130__ERE_16110
ERR1913264.891044__1.891044	487174__R5FJY1__DDY40_07045
ERR1913264.891080__1.891080	39491__A0A173TFQ1__rsmF
ERR1913264.891122__1.891122	165179__A0A3E5E4P9__DXB80_07930
ERR1913264.891416__1.891416	1262922__R6E9J4__BN487_00738
ERR1913264.891426__1.891426	821__A0A174V2F3__NCTC10583_01474
ERR1913264.891574__1.891574	39491__A0A395ZL98__DXB99_00620
ERR1913264.891761__1.891761	487174__K0X3E9__DDY40_04905
ERR1913264.891789__1.891789	487174__K0XG34__HMPREF9448_02234
ERR1913264.892310__1.892310	28118__R6F891__NCTC10826_02656
ERR1913264.892441__1.892441	487174__K0XK80__DIT83_00335
ERR1913264.892490__1.892490	39491__A0A395V0H6__ERS852580_02570
ERR1913264.892597__1.892597	39491__A0A0M6WPN4__DXB69_06325
ERR1913264.892877__1.892877	39491__A0A395ZF49__DXB69_05290
ERR1913264.892891__1.892891	1262922__R6E3X2__BN487_01003
ERR1913264.892965__1.892965	28117__B0N028__BHV66_05935
ERR1913264.893554__1.893554	39491__D4JIB6__ERS852417_01685
ERR1913264.893632__1.893632	239935__A0A139TQT9__Amuc_1197
ERR1913264.893646__1.893646	28117__B0MT84__ALIPUT_00402
ERR1913264.894012__1.894012	39491__A0A396FQV7__T1815_10751
ERR1913264.894078__1.894078	487174__K0WR72__HMPREF9448_02610
ERR1913264.894113__1.894113	39491__A0A173RJ81__DXB76_01570
ERR1913264.894268__1.894268	1262889__R7H960__BN634_00690
ERR1913264.894314__1.894314	820__A0A3E4FZM1__adaA_2
ERR1913264.894327__1.894327	189722__E0NQU7__HMPREF0658_0548
ERR1913264.894422__1.894422	39491__C4ZC33__DXC13_11585
ERR1913264.894559__1.894559	39491__A0A395V297__EUR_01010
ERR1913264.894584__1.894584	1262922__R6E195__BN487_00989
ERR1913264.894620__1.894620	1262933__R7PAH1__BN736_00085
ERR1913264.894677__1.894677	28117__B0MTW8__ALIPUT_00502
ERR1913264.894859__1.894859	823__A0A395YZ10__NCTC11152_02955
ERR1913264.894904__1.894904	357276__I9R4T1__IY41_06800
ERR1913264.895048__1.895048	39491__A0A173TAZ5__DXB99_09520
ERR1913264.895098__1.895098	821__A0A173WG51__BVU_2549
ERR1913264.895130__1.895130	1262922__R6E5U1__BN487_01344
ERR1913264.895173__1.895173	39491__R6TNE2__LD38_07270
ERR1913264.895253__1.895253	1263000__R5EI35__BN466_01649
ERR1913264.895373__1.895373	39491__A0A395UYA6__EUBREC_0408
ERR1913264.895384__1.895384	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913264.895448__1.895448	1150298__A0A174Q3G7__hyaD_2
ERR1913264.895797__1.895797	39485__A0A174YWE7__EUBELI_00979
ERR1913264.895853__1.895853	853__A8S882__C4N23_07600
ERR1913264.896292__1.896292	39491__C4Z9E9__T1815_12341
ERR1913264.896916__1.896916	39485__A0A174Z9M2__yhbU_1
ERR1913264.896930__1.896930	2137880__A0A316NNE6__DBY21_08645
ERR1913264.896938__1.896938	823__A6LEF1__CF162_12695
ERR1913264.897109__1.897109	39491__A0A395V0E5__ERE_31370
ERR1913264.897143__1.897143	1550024__A0A0D8IWH3__ASJ35_08185
ERR1913264.897278__1.897278	28117__B0MWP2__ALIPUT_01468
ERR1913264.897384__1.897384	46228__V8CAH7__HMPREF1202_00795
ERR1913264.897415__1.897415	1262922__R6ECW3__BN487_01323
ERR1913264.897615__1.897615	28117__B0MSS1__ALIPUT_00273
ERR1913264.897785__1.897785	39491__C4Z872__LD38_07250
ERR1913264.898086__1.898086	1262824__R6RLS2__BN719_02323
ERR1913264.898145__1.898145	821__A0A3E4HP25__SAMN04487923_102450
ERR1913264.898249__1.898249	28117__B0MUT8__ALIPUT_00879
ERR1913264.898264__1.898264	1550024__G9RXV5__TQ39_13455
ERR1913264.898500__1.898500	1262933__R7P8U6__BN736_01079
ERR1913264.898568__1.898568	40518__R5DU52__RB5AMG_02245
ERR1913264.898592__1.898592	1262922__R6EDI1__BN487_01092
ERR1913264.898748__1.898748	39491__A0A395V1R3__T1815_08181
ERR1913264.899136__1.899136	487174__K0WRI1__DIT83_06780
ERR1913264.899399__1.899399	1150298__A0A174KMK7__rluD_3
ERR1913264.899475__1.899475	39491__A0A395UXH0__EUBREC_0021
ERR1913264.899538__1.899538	28117__B0MU76__ALIPUT_00202
ERR1913264.899735__1.899735	39485__A0A174YTW2__EUBELI_20520
ERR1913264.899754__1.899754	39491__A0A396FJA4__DXB99_05435
ERR1913264.899783__1.899783	626931__K9E2X9__DXB65_08470
ERR1913264.900244__1.900244	821__D4V4X2__DXC16_18525
ERR1913264.900281__1.900281	2108523__A0A2P2FCZ2__LAWASA_3938
ERR1913264.900339__1.900339	39491__C4ZD70__LD38_03510
ERR1913264.900414__1.900414	1150298__A0A174BC67__ERS852498_00837
ERR1913264.900491__1.900491	28117__B0MU76__ALIPUT_00202
ERR1913264.900617__1.900617	1262824__R6RKS2__BN719_01131
ERR1913264.900855__1.900855	39491__D4JMW8__ERS852497_01971
ERR1913264.900922__1.900922	40518__R5DUU0__DXD93_03985
ERR1913264.900965__1.900965	40518__R5DQK2__DXD93_03730
ERR1913264.901002__1.901002	1262922__R6E0J0__BN487_00426
