ERR1913293.45__1.45	216816__B3DQ11__APC1466_1528
ERR1913293.862632__1.862632	46228__B5CM12__DXD17_00945
ERR1913293.862723__1.862723	1263000__R5EC87__BN466_00713
ERR1913293.863366__1.863366	1262917__R5AV78__BN456_01458
ERR1913293.863523__1.863523	820__A0A3E4GA19__SAMN05444418_10562
ERR1913293.863795__1.863795	1263000__R5ENX5__BN466_00466
ERR1913293.863879__1.863879	165179__D1PE06__DXC61_05975
ERR1913293.863992__1.863992	1262917__R5AMM7__BN456_01546
ERR1913293.863993__1.863993	1262917__R5APB4__BN456_02020
ERR1913293.863999__1.863999	1262992__R5DG08__BN795_00475
ERR1913293.864213__1.864213	820__A7V470__HMPREF1072_02076
ERR1913293.864279__1.864279	357276__I8WPR6__EL88_06675
ERR1913293.864316__1.864316	39491__R6TNE7__T1815_09811
ERR1913293.864565__1.864565	1262917__R5AWS1__BN456_01932
ERR1913293.864650__1.864650	1262917__R5AVT6__BN456_01663
ERR1913293.864665__1.864665	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913293.864942__1.864942	1262917__R5AWQ2__BN456_01907
ERR1913293.864957__1.864957	301301__A0A395VAZ8__RHOM_11660
ERR1913293.865032__1.865032	1262736__R5Y3F9__BN496_01794
ERR1913293.865273__1.865273	1150298__R7JTW4__yvhJ
ERR1913293.865316__1.865316	820__A0A174CG08__DXB62_13215
ERR1913293.865410__1.865410	1263000__R5F0H4__BN466_00249
ERR1913293.865504__1.865504	820__A0A396EUV1__B5G17_06465
ERR1913293.865694__1.865694	1262917__R5AP34__BN456_00216
ERR1913293.865963__1.865963	1262917__R5B074__BN456_00067
ERR1913293.866069__1.866069	1739406__A0A1S1EMS2__HMPREF2902_05890
ERR1913293.866379__1.866379	820__A0A078S569__gmhB
ERR1913293.866519__1.866519	1262917__R5AXC2__BN456_02072
ERR1913293.866582__1.866582	820__A0A078STJ8__DXC68_04690
ERR1913293.866814__1.866814	1262917__R5AMB8__BN456_00351
ERR1913293.867153__1.867153	1262917__R5B074__BN456_00067
ERR1913293.867475__1.867475	1897011__A0A1Q6RG48__BHW41_02345
ERR1913293.867482__1.867482	1262917__R5AT79__BN456_01363
ERR1913293.867489__1.867489	901__B6WVE1__DESPIGER_2036
ERR1913293.867618__1.867618	454155__F3QTG9__HMPREF9442_01487
ERR1913293.867744__1.867744	384638__B7APR0__BACPEC_00666
ERR1913293.867835__1.867835	820__A0A174QLF0__SAMN05444418_109151
ERR1913293.867841__1.867841	1262911__R6GLA5__BN557_01456
ERR1913293.867949__1.867949	310298__B3JED9__BACCOP_00230
ERR1913293.868137__1.868137	1680__A0A174BEE7__BSTER_1311
ERR1913293.868175__1.868175	357276__B6VYT9__HMPREF1063_05030
ERR1913293.868204__1.868204	820__A0A174CG08__DXB62_13215
ERR1913293.868259__1.868259	291645__I8XPK0__HMPREF1068_01554
ERR1913293.868326__1.868326	1262917__R5B101__BN456_01330
ERR1913293.868835__1.868835	1263000__R5EMC1__BN466_00539
ERR1913293.868887__1.868887	357276__A0A0K2HDP3__IY41_00705
ERR1913293.868913__1.868913	46503__R6Y8M7__ERS852463_01228
ERR1913293.868972__1.868972	820__A0A139JUD3__DXC91_19380
ERR1913293.869321__1.869321	1262917__R5AJI3__BN456_01440
ERR1913293.869606__1.869606	410072__A0A174LWU8__ERS852481_03155
ERR1913293.869702__1.869702	1680__A0A0C2YNK5__BADO_0780
ERR1913293.870017__1.870017	39491__A0A173VH71__ERS852497_01827
ERR1913293.870204__1.870204	1263000__R5ESM1__BN466_01440
ERR1913293.870292__1.870292	454155__F3QU38__HMPREF9442_01709
ERR1913293.870354__1.870354	1262911__R6GZ01__BN557_00641
ERR1913293.870856__1.870856	29361__B6FKH5__CLONEX_00621
ERR1913293.870948__1.870948	820__A0A173WUD7__DXB48_08055
ERR1913293.871082__1.871082	1263000__R5ESM1__BN466_01440
ERR1913293.871178__1.871178	1262917__R5AMI0__BN456_01476
ERR1913293.871257__1.871257	1262917__R5ATI8__BN456_00325
ERR1913293.871548__1.871548	1897011__A0A1Q6RIC6__BHW41_01345
ERR1913293.871963__1.871963	1262911__R6GKS1__BN557_00184
ERR1913293.872053__1.872053	820__A0A174M9V5__M093_0237
ERR1913293.872189__1.872189	1263000__R5EMC8__BN466_00317
ERR1913293.872576__1.872576	1262917__R5AVT6__BN456_01663
ERR1913293.872720__1.872720	1262917__R5AXK0__BN456_02133
ERR1913293.872683__1.872683	40518__R5DVR2__RBL236_00303
ERR1913293.872788__1.872788	1680__A0A0C2YPV2__AL0462_1474
ERR1913293.872814__1.872814	39491__A0A395V5R3__EUBREC_1883
ERR1913293.872909__1.872909	1262917__R5AQ31__BN456_01284
ERR1913293.872902__1.872902	1262917__R5AP58__BN456_01384
ERR1913293.873243__1.873243	1262917__R5AJI3__BN456_01440
ERR1913293.873336__1.873336	45851__D4RZ86__BHV86_03570
ERR1913293.873315__1.873315	1897011__A0A1Q6RE47__BHW41_04715
ERR1913293.873392__1.873392	1263000__R5ER71__BN466_00316
ERR1913293.873462__1.873462	821__A0A173WG51__BVU_2549
ERR1913293.874225__1.874225	1262917__R5AQ31__BN456_01284
ERR1913293.874382__1.874382	1262917__R5AXP5__BN456_02173
ERR1913293.874389__1.874389	820__A0A174M9V5__M093_0237
ERR1913293.874489__1.874489	39491__A0A395V5R3__EUBREC_1883
ERR1913293.874586__1.874586	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913293.874635__1.874635	1262917__R5AL85__BN456_00375
ERR1913293.874863__1.874863	1263000__R5F0H4__BN466_00249
ERR1913293.875061__1.875061	1263000__R5EXT3__BN466_02213
ERR1913293.874987__1.874987	1262992__R5CXV1__BN795_01088
ERR1913293.875241__1.875241	394340__eno
ERR1913293.875348__1.875348	1262917__R5AQG6__BN456_00469
ERR1913293.875406__1.875406	33043__A0A173WWJ5__ERS852386_00339
ERR1913293.875592__1.875592	821__A0A174WBC9__ERS852556_03145
ERR1913293.875521__1.875521	649756__A0A173SZT9__ptsG_1
ERR1913293.875777__1.875777	820__A0A396EUU8__luxQ_3
ERR1913293.876022__1.876022	1262988__R7N4Z9__BN816_00543
ERR1913293.876053__1.876053	239935__R6JAS2__CXU02_10725
ERR1913293.876422__1.876422	371601__A0A1H4CLA7__ERS852396_03474
ERR1913293.876444__1.876444	1262917__R5ARE2__BN456_00150
ERR1913293.876556__1.876556	853__A0A174C5M1__CGS58_04460
ERR1913293.876602__1.876602	301301__A0A395VFD3__ERS852391_02492
ERR1913293.876619__1.876619	1628085__A0A2U1BAW1__C7386_11048
ERR1913293.876699__1.876699	901__B6WUL1__DESPIG_01755
ERR1913293.876703__1.876703	823__A0A173V751__DXD05_02690
ERR1913293.876850__1.876850	1262917__R5AWT2__BN456_01401
ERR1913293.877386__1.877386	820__A0A396EWL3__ERS417307_03868
ERR1913293.877436__1.877436	1262917__R5AQ31__BN456_01284
ERR1913293.877497__1.877497	1262917__R5AP34__BN456_00216
ERR1913293.877723__1.877723	46503__R6WNB1__PARMER_00135
ERR1913293.877947__1.877947	1262917__R5ARG0__BN456_01693
ERR1913293.878125__1.878125	1263000__R5F0H8__BN466_00254
ERR1913293.878423__1.878423	820__A0A139JRS5__HMPREF1073_04025
ERR1913293.878825__1.878825	1262917__R5AVU6__BN456_01673
ERR1913293.878864__1.878864	40518__R5DYM0__DXD86_08165
ERR1913293.878947__1.878947	1263000__R5EVY6__BN466_01709
ERR1913293.878966__1.878966	1897011__A0A1Q6RH58__BHW41_01950
ERR1913293.879259__1.879259	1262917__R5B074__BN456_00067
ERR1913293.879454__1.879454	1628085__A0A2U1B8P9__C7386_11441
ERR1913293.879749__1.879749	1897011__A0A1Q6RBY8__BHW41_06910
ERR1913293.879974__1.879974	214856__R6Z186__ERS852447_00718
ERR1913293.880042__1.880042	45851__D4RXA4__BUTYVIB_00455
ERR1913293.880140__1.880140	165179__A0A3E5AE59__DXC61_12885
ERR1913293.880224__1.880224	1262911__R6HKM0__BN557_00430
ERR1913293.880403__1.880403	674529__A0A174P761__SAMN05444400_106145
ERR1913293.880673__1.880673	820__A0A374QGD2__ERS852421_02382
ERR1913293.880974__1.880974	28118__F9ZBL4__NCTC10826_02348
ERR1913293.881150__1.881150	47678__R5U7A9__C5Z00_03635
ERR1913293.881365__1.881365	328814__GCA_004558275.1_01005
ERR1913293.881747__1.881747	1262917__R5ASX8__BN456_01240
ERR1913293.881887__1.881887	310298__B3JJ24__BACCOP_01886
ERR1913293.881945__1.881945	29361__B6FKH5__CLONEX_00621
ERR1913293.882110__1.882110	39488__A0A285PP79__murD
ERR1913293.882297__1.882297	39491__A0A395ZDC6__addB
ERR1913293.882423__1.882423	1262917__R5AXS0__BN456_02198
ERR1913293.882624__1.882624	33039__A0A173VTT4__frdB_1
ERR1913293.882657__1.882657	487174__K0X429__HMPREF9448_00932
ERR1913293.882829__1.882829	357276__C3REQ8__GV66_09740
ERR1913293.882986__1.882986	1262917__R5ASB7__BN456_01080
ERR1913293.883309__1.883309	1262917__R5AT45__BN456_00081
ERR1913293.883384__1.883384	820__A0A396EWL3__ERS417307_03868
ERR1913293.883498__1.883498	544645__A0A1Y3VP90__DXC42_05845
ERR1913293.883623__1.883623	239935__R6IZT7__CXU18_11710
ERR1913293.883897__1.883897	1262917__R5AP34__BN456_00216
ERR1913293.884035__1.884035	1680__A0A374QDL4__LMG18897_0432
ERR1913293.884069__1.884069	1262917__R5AIW0__BN456_01592
ERR1913293.884240__1.884240	820__A0A173WUD7__DXB48_08055
ERR1913293.884257__1.884257	853__A0A2A7B9I6__DW855_13690
ERR1913293.884438__1.884438	384638__B7APR1__BACPEC_00667
ERR1913293.884812__1.884812	1262917__R5ARE2__BN456_00150
ERR1913293.884813__1.884813	1262917__R5AXK0__BN456_02133
ERR1913293.884840__1.884840	1262736__R5Y8Z5__BN496_01182
ERR1913293.885031__1.885031	116085__D4JAK3__DW747_10755
ERR1913293.885102__1.885102	1262992__R5D8P4__BN795_00650
ERR1913293.885203__1.885203	820__A0A3E4W984__pssA
ERR1913293.885207__1.885207	820__A0A3E4VXP2__yesR
ERR1913293.885302__1.885302	1263000__R5ER71__BN466_00316
ERR1913293.885417__1.885417	1262917__R5ASD7__BN456_01963
ERR1913293.885511__1.885511	1262917__R5ATC3__BN456_01418
ERR1913293.885858__1.885858	1262917__R5APL3__BN456_01119
ERR1913293.885899__1.885899	901__B6WQT6__DESPIG_00415
ERR1913293.886167__1.886167	487174__K0X3H8__HMPREF9448_02822
ERR1913293.886222__1.886222	328814__GCA_004558275.1_00998
ERR1913293.886508__1.886508	820__A0A1Q6IDS8__chtA
ERR1913293.886643__1.886643	1262917__R5ALZ5__BN456_00616
ERR1913293.886676__1.886676	1680__A0A087DHN0__AL0462_1532
ERR1913293.886782__1.886782	1263030__R5CZ82__BN705_00990
ERR1913293.886804__1.886804	820__A0A174CK74__DXB48_07060
ERR1913293.887115__1.887115	28117__B0MWH8__BHV66_01330
ERR1913293.887302__1.887302	1262917__R5APN9__BN456_02126
ERR1913293.887437__1.887437	1262917__R5AS64__BN456_00169
ERR1913293.887503__1.887503	39491__A0A395ZG74__licR
ERR1913293.887738__1.887738	1262917__R5AM67__BN456_00686
ERR1913293.887804__1.887804	45851__D4S1J6__BHV86_08535
ERR1913293.887760__1.887760	1262917__R5AMM7__BN456_01546
ERR1913293.888287__1.888287	310297__B5D214__DXD04_07920
ERR1913293.888841__1.888841	165179__R6BQP4__DXC61_02015
ERR1913293.888853__1.888853	239935__R6IZU4__CXT87_08085
ERR1913293.889043__1.889043	820__A0A3E4W9D9__B5G17_12400
ERR1913293.889057__1.889057	853__A0A2A7B9I6__DW855_13690
ERR1913293.889166__1.889166	1263000__R5EHI3__BN466_01684
ERR1913293.889225__1.889225	944036__A0A196SL42__AV274_0505
ERR1913293.889389__1.889389	1262992__R5CXL9__BN795_01014
ERR1913293.889403__1.889403	820__A0A174A6K0__M093_0079
ERR1913293.889658__1.889658	1263000__R5EXT3__BN466_02213
ERR1913293.889842__1.889842	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.890103__1.890103	454155__F3QT57__HMPREF9442_01374
ERR1913293.890166__1.890166	384638__B7APR1__BACPEC_00667
ERR1913293.890368__1.890368	853__A0A3E2U7E6__ERS852582_01640
ERR1913293.890427__1.890427	40518__R5E6K4__RB5AMG_02070
ERR1913293.890559__1.890559	1262917__R5AT45__BN456_00081
ERR1913293.890579__1.890579	1262917__R5B074__BN456_00067
ERR1913293.890580__1.890580	820__A0A3E4W9D9__B5G17_12400
ERR1913293.890779__1.890779	1262917__R5AJI0__BN456_01803
ERR1913293.890865__1.890865	1262917__R5AJ42__BN456_01672
ERR1913293.890867__1.890867	1263000__R5EKG2__BN466_02040
ERR1913293.890798__1.890798	301301__G2SZJ7__RHOM_00620
ERR1913293.890967__1.890967	820__A0A3E4PYB0__yejM
ERR1913293.891389__1.891389	301301__A0A395V747__ERS852391_01535
ERR1913293.891723__1.891723	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913293.891669__1.891669	1263000__R5EKT2__BN466_02168
ERR1913293.891675__1.891675	328814__GCA_004558275.1_01740
ERR1913293.891771__1.891771	853__A0A2A6Z8X1__FPR_03410
ERR1913293.891795__1.891795	1262917__R5AYN8__BN456_00554
ERR1913293.892093__1.892093	437898__GCF_000250875.1_01052
ERR1913293.892041__1.892041	357276__A0A076IRV2__BACDOR_02822
ERR1913293.892185__1.892185	1262917__R5ANE3__BN456_01111
ERR1913293.892265__1.892265	328814__GCA_004558275.1_01745
ERR1913293.892865__1.892865	310298__B3JFK5__BACCOP_00655
ERR1913293.892969__1.892969	357276__A0A076INK2__BSEG_04225
ERR1913293.893009__1.893009	1897011__A0A1Q6RF20__BHW41_02930
ERR1913293.893154__1.893154	1262736__R5Y3W9__BN496_01449
ERR1913293.893439__1.893439	39491__A0A396FEW6__T1815_18721
ERR1913293.893557__1.893557	39491__A0A395ZHW3__ERS852417_01359
ERR1913293.893721__1.893721	1262917__R5AVJ4__BN456_00135
ERR1913293.893822__1.893822	1263000__R5EF36__BN466_01303
ERR1913293.893939__1.893939	1263000__R5EBF6__BN466_00505
ERR1913293.894052__1.894052	1262917__R5AJ42__BN456_01672
ERR1913293.894128__1.894128	1263000__R5EMC8__BN466_00317
ERR1913293.894106__1.894106	1235835__R9LCU2__C814_02677
ERR1913293.894306__1.894306	820__A0A1T4IY71__HMPREF2141_02402
ERR1913293.894707__1.894707	39491__C4Z8S1__DXB76_06750
ERR1913293.894770__1.894770	1262917__R5B0J7__BN456_01197
ERR1913293.894792__1.894792	552398__F4XCR9__HMPREF0866_01636
ERR1913293.894825__1.894825	384638__B7APR1__BACPEC_00667
ERR1913293.895010__1.895010	1262917__R5ANI9__BN456_01166
ERR1913293.895103__1.895103	40518__R5DR72__RBL236_02110
ERR1913293.895497__1.895497	818__A0A139K1T6__SAMN05216253_11033
ERR1913293.895516__1.895516	40518__R5E6X5__sbcD
ERR1913293.895627__1.895627	28117__B0MZ50__ALIPUT_02424
ERR1913293.895732__1.895732	310298__B3JFS5__BACCOP_00726
ERR1913293.895757__1.895757	847__C3X8L2__ntdC
ERR1913293.896437__1.896437	1263044__GCA_000433375.1_00903
ERR1913293.896806__1.896806	1263000__R5EET9__BN466_01245
ERR1913293.896872__1.896872	116085__D4J6H3__DW747_13755
ERR1913293.896962__1.896962	387090__S0FDS0__BACCOPRO_03642
ERR1913293.897012__1.897012	39491__A0A396FFW0__ERE_10580
ERR1913293.897308__1.897308	1262992__R5D2Z2__BN795_00316
ERR1913293.897535__1.897535	454154__G5ST90__HMPREF9441_02591
ERR1913293.897615__1.897615	1262917__R5APN9__BN456_02126
ERR1913293.897681__1.897681	1262917__R5APN9__BN456_02126
ERR1913293.898251__1.898251	1262917__R5AS71__BN456_00179
ERR1913293.898269__1.898269	1262736__R5YX38__BN496_01145
ERR1913293.898227__1.898227	39491__A0A395ZDC6__addB
ERR1913293.898364__1.898364	1262917__R5AX17__BN456_01972
ERR1913293.898657__1.898657	651822__GCA_000210715.1_00753
ERR1913293.898883__1.898883	239935__A0A2N8IYM5__CXT84_05130
ERR1913293.899097__1.899097	454154__G5SLP5__HMPREF9441_00264
ERR1913293.899336__1.899336	1262917__R5AXK0__BN456_02133
ERR1913293.899709__1.899709	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913293.899838__1.899838	310298__B3JFK5__BACCOP_00655
ERR1913293.899862__1.899862	1262911__R6GPC5__BN557_00852
ERR1913293.899891__1.899891	301301__A0A395V8M7__ERS852391_00967
ERR1913293.899946__1.899946	1262917__R5AJ42__BN456_01672
ERR1913293.900164__1.900164	853__A0A173YYY4__DWZ04_09420
ERR1913293.900522__1.900522	1263000__R5EI35__BN466_01649
ERR1913293.900659__1.900659	1263000__R5EPJ2__BN466_00954
ERR1913293.900660__1.900660	310298__B3JFK4__BACCOP_00654
ERR1913293.900951__1.900951	246787__A0A0P0FSC0__cytR_2
ERR1913293.901124__1.901124	820__A0A174M9V5__M093_0237
ERR1913293.901257__1.901257	33043__A0A174BZH6__ERS852400_01477
ERR1913293.901241__1.901241	820__A7UYX8__DXD40_11635
ERR1913293.901481__1.901481	45851__D4RWN6__BUTYVIB_00072
ERR1913293.901502__1.901502	1263044__GCA_000433375.1_00546
ERR1913293.901550__1.901550	1262917__R5APL3__BN456_01119
ERR1913293.901762__1.901762	1262917__R5AVT6__BN456_01663
ERR1913293.901865__1.901865	1262917__R5ARG0__BN456_01693
ERR1913293.902034__1.902034	853__A0A174UDE9__C4N25_12775
ERR1913293.902297__1.902297	1897011__A0A1Q6REU9__BHW41_04345
ERR1913293.902408__1.902408	901__B6WQM5__cobM
ERR1913293.902596__1.902596	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913293.902599__1.902599	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913293.902622__1.902622	40518__R5DS23__DXD86_01715
ERR1913293.902980__1.902980	46228__V8C7P7__HMPREF1202_01523
ERR1913293.902992__1.902992	820__A0A3E4RUC4__DHU98_02635
ERR1913293.903340__1.903340	1308__Q5M3L8__CW339_06600
ERR1913293.903335__1.903335	40518__R5DVR2__RBL236_00303
ERR1913293.903484__1.903484	1263000__R5EKG2__BN466_02040
ERR1913293.903791__1.903791	40518__R5DP21__RBATCC27255_00348
ERR1913293.903833__1.903833	820__A0A174QLF0__SAMN05444418_109151
ERR1913293.904136__1.904136	40518__R5DR72__RBL236_02110
ERR1913293.904204__1.904204	28117__B0MXG8__ALIPUT_01814
ERR1913293.904318__1.904318	901__B6WXK8__DESPIG_02835
ERR1913293.904323__1.904323	1262917__R5AJI3__BN456_01440
ERR1913293.904584__1.904584	820__A0A139K426__B5G17_09115
ERR1913293.904680__1.904680	1263000__R5F0H4__BN466_00249
ERR1913293.904718__1.904718	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913293.904735__1.904735	301301__G2T0A9__RHOM_03910
ERR1913293.904908__1.904908	310297__B5CV97__DXD04_03850
ERR1913293.905063__1.905063	1262917__R5AWQ2__BN456_01907
ERR1913293.905744__1.905744	418240__R7CMZ7__ERS852523_03210
ERR1913293.905767__1.905767	28117__B0MXW9__ALIPUT_01981
ERR1913293.905894__1.905894	821__A0A395UNT8__DXD64_15275
ERR1913293.906052__1.906052	1263000__R5EBF6__BN466_00505
ERR1913293.906117__1.906117	1262917__R5ARP6__BN456_01765
ERR1913293.906181__1.906181	384638__B7APR0__BACPEC_00666
ERR1913293.906298__1.906298	626932__G5H801__HMPREF9450_00804
ERR1913293.906403__1.906403	671267__R9IB12__C802_00696
ERR1913293.906524__1.906524	853__A0A3E2V168__FAEPRAM212_00929
ERR1913293.906630__1.906630	1262739__R6N513__BN659_01551
ERR1913293.906707__1.906707	1263000__R5EF60__BN466_01316
ERR1913293.906829__1.906829	1263000__R5EMM7__BN466_00616
ERR1913293.907354__1.907354	820__A0A174LIN6__HMPREF1072_03144
ERR1913293.907554__1.907554	40518__R5E2F3__artQ
ERR1913293.907824__1.907824	1263000__R5EBF6__BN466_00505
ERR1913293.907925__1.907925	820__A0A139K1Y6__DXB48_02610
ERR1913293.907947__1.907947	1262917__R5ASX8__BN456_01240
ERR1913293.907956__1.907956	1263030__R5CSI9__BN705_01723
ERR1913293.908159__1.908159	1263030__R5CTQ1__BN705_00449
ERR1913293.908499__1.908499	1262917__R5AVM2__BN456_01598
ERR1913293.908652__1.908652	1263000__R5EV67__BN466_01611
ERR1913293.908614__1.908614	40518__R5DPI9__DXD83_07375
ERR1913293.908696__1.908696	1680__A0A1E7Y0K2__DXC59_05185
ERR1913293.909196__1.909196	1263000__R5EKT2__BN466_02168
ERR1913293.909526__1.909526	674529__A0A174P1K0__SAMN05444400_14316
ERR1913293.909571__1.909571	1262917__R5AYV2__BN456_00612
ERR1913293.910111__1.910111	1262911__R6H092__BN557_00938
ERR1913293.910498__1.910498	1262917__R5ASX8__BN456_01240
ERR1913293.910784__1.910784	853__C7H1R8__DW905_06675
ERR1913293.910892__1.910892	1897011__A0A1Q6RH35__BHW41_01705
ERR1913293.911649__1.911649	40518__R5DMC7__blaR1
ERR1913293.911848__1.911848	1262917__R5AQ15__BN456_01259
ERR1913293.911885__1.911885	28117__B0MTV0__BHV66_06395
ERR1913293.911948__1.911948	1263030__R5D2P7__BN705_00388
ERR1913293.912022__1.912022	454155__F3QXK9__HMPREF9442_02930
ERR1913293.912114__1.912114	821__A0A174RA14__M099_1655
ERR1913293.912200__1.912200	1262917__R5AP22__BN456_00201
ERR1913293.912313__1.912313	1262736__R5YL83__BN496_01990
ERR1913293.912682__1.912682	1262917__R5AQX1__BN456_00592
ERR1913293.912823__1.912823	1262917__R5ANP2__BN456_01221
ERR1913293.912847__1.912847	818__A0A1H7S810__BJP75_003270
ERR1913293.912919__1.912919	310297__B5CUZ5__BACPLE_00521
ERR1913293.913017__1.913017	1262917__R5ALP9__BN456_02079
ERR1913293.912983__1.912983	1263000__R5ECE2__BN466_00896
ERR1913293.913081__1.913081	853__E2ZGD9__C7J97_11715
ERR1913293.913113__1.913113	821__A0A173XDD3__DXB82_17180
ERR1913293.913265__1.913265	1262917__R5AVU6__BN456_01673
ERR1913293.913310__1.913310	1263000__R5ENX5__BN466_00466
ERR1913293.913319__1.913319	301301__A0A395V8W4__RHOM_04130
ERR1913293.913386__1.913386	1897011__A0A1Q6RH97__BHW41_01945
ERR1913293.913557__1.913557	33043__D5HIL5__ERS852445_01761
ERR1913293.913611__1.913611	28117__B0MVL5__BHV66_01660
ERR1913293.913697__1.913697	1897011__A0A1Q6RE92__BHW41_04980
ERR1913293.913699__1.913699	328812__S0GEV6__HMPREF1535_04989
ERR1913293.913738__1.913738	572010__tufA
ERR1913293.913847__1.913847	1099853__G9S4N2__NSB1T_14365
ERR1913293.913863__1.913863	1262917__R5AMV7__BN456_01591
ERR1913293.914276__1.914276	1262917__R5AQX1__BN456_00592
ERR1913293.914640__1.914640	1262917__R5ALK4__BN456_02039
ERR1913293.914684__1.914684	1262917__R5AZJ8__BN456_00840
ERR1913293.915120__1.915120	1262917__R5AJI3__BN456_01440
ERR1913293.915779__1.915779	310297__B5CZ49__BACPLE_02006
ERR1913293.916033__1.916033	1262911__R6H2J2__BN557_01228
ERR1913293.916086__1.916086	1262917__R5AXK0__BN456_02133
ERR1913293.916232__1.916232	1262917__R5AXK0__BN456_02133
ERR1913293.916459__1.916459	1262917__R5AXC2__BN456_02072
ERR1913293.916544__1.916544	820__R7E9Z4__DXC68_06065
ERR1913293.916680__1.916680	1263000__R5EGY6__BN466_00973
ERR1913293.916700__1.916700	28117__B0MXG7__BHV66_08620
ERR1913293.916708__1.916708	39491__A0A174EQV2__DXB69_10230
ERR1913293.916918__1.916918	45851__D4S069__spoIVA
ERR1913293.916975__1.916975	820__A0A174QLF0__SAMN05444418_109151
ERR1913293.917226__1.917226	544645__A0A1Y3VSQ7__DXC42_05530
ERR1913293.917644__1.917644	1263000__R5EEL2__BN466_01100
ERR1913293.917719__1.917719	1262736__R5Z142__BN496_00440
ERR1913293.917855__1.917855	40518__R5DME2__DXD86_07315
ERR1913293.917920__1.917920	853__A0A173RZ39__C4N22_01650
ERR1913293.918173__1.918173	1262917__R5AJ42__BN456_01672
ERR1913293.918304__1.918304	39485__A0A174YYW2__benM
ERR1913293.918347__1.918347	821__A0A0P0L8F8__ERS852509_03705
ERR1913293.918680__1.918680	165179__R6BQP4__DXC61_02015
ERR1913293.918791__1.918791	1262917__R5AYV2__BN456_00612
ERR1913293.918794__1.918794	39491__A0A0M6WPN4__DXB69_06325
ERR1913293.918828__1.918828	39486__R6SMY9__DXD82_06000
ERR1913293.918874__1.918874	487174__K0XDI7__DIT83_12065
ERR1913293.919175__1.919175	1262917__R5ATI8__BN456_00325
ERR1913293.919560__1.919560	33043__A0A173ZDC4__malL_1
ERR1913293.919723__1.919723	1262917__R5ASI0__BN456_01125
ERR1913293.919895__1.919895	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913293.920053__1.920053	853__A0A2J4JL53__CRH10_10795
ERR1913293.920198__1.920198	1897011__A0A1Q6RH97__BHW41_01945
ERR1913293.920343__1.920343	820__A0A3E4RUC4__DHU98_02635
ERR1913293.920356__1.920356	1262917__R5AZ23__BN456_00687
ERR1913293.920622__1.920622	357276__I9F327__DXD47_22495
ERR1913293.920703__1.920703	1263000__R5EQI3__BN466_00125
ERR1913293.920763__1.920763	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913293.921241__1.921241	28118__F9ZB36__B5F99_17235
ERR1913293.921300__1.921300	1262917__R5AWQ2__BN456_01907
ERR1913293.921331__1.921331	1262917__R5AY58__BN456_00376
ERR1913293.921773__1.921773	1262917__R5AK62__BN456_00212
ERR1913293.921803__1.921803	1262917__R5ATI8__BN456_00325
ERR1913293.921864__1.921864	239935__A0A139TPD4__CXT86_06450
ERR1913293.921913__1.921913	1897011__A0A1Q6RF88__BHW41_03295
ERR1913293.922103__1.922103	1150298__A0A174AP40__ERS852535_01165
ERR1913293.922412__1.922412	853__A0A2A7B1Y7__C7K05_11930
ERR1913293.922504__1.922504	1262917__R5ALK4__BN456_02039
ERR1913293.922577__1.922577	1262911__R6H2J2__BN557_01228
ERR1913293.923306__1.923306	246787__A0A3D6AXH7__BACCELL_04262
ERR1913293.923458__1.923458	901__B6WW58__DHV46_03340
ERR1913293.923510__1.923510	820__A0A174M9V5__M093_0237
ERR1913293.923516__1.923516	47678__A5ZL09__BACCAC_03608
ERR1913293.923759__1.923759	1262917__R5AP34__BN456_00216
ERR1913293.923858__1.923858	1897011__A0A1Q6RH29__BHW41_01570
ERR1913293.923919__1.923919	1262917__R5B074__BN456_00067
ERR1913293.923925__1.923925	39485__A0A174YYW2__benM
ERR1913293.924214__1.924214	1262917__R5ALP9__BN456_02079
ERR1913293.924274__1.924274	1262917__R5APN9__BN456_02126
ERR1913293.924452__1.924452	820__A0A139KJ23__celCCA
ERR1913293.924660__1.924660	853__A8S882__C4N23_07600
ERR1913293.924720__1.924720	706562__GCA_900112995.1_02127
ERR1913293.924744__1.924744	820__A0A139K426__B5G17_09115
ERR1913293.924769__1.924769	1897011__A0A1Q6RC34__BHW41_06455
ERR1913293.924790__1.924790	1262917__R5AXC2__BN456_02072
ERR1913293.925027__1.925027	820__A0A3E4PYB0__yejM
ERR1913293.925789__1.925789	239935__A0A2N8I9P4__CXT85_05050
ERR1913293.925821__1.925821	1262917__R5ARP6__BN456_01765
ERR1913293.925955__1.925955	1262917__R5AP34__BN456_00216
ERR1913293.925907__1.925907	820__A0A3E4W4Y7__B5G17_02055
ERR1913293.926010__1.926010	28117__B0MU76__ALIPUT_00202
ERR1913293.926456__1.926456	820__A0A3E4GA19__SAMN05444418_10562
