ERR1913162.17__1.17	239935__R6JD78__CXU05_09250
ERR1913162.882199__1.882199	239935__A0A2N8HUU6__CXT90_06150
ERR1913162.882502__1.882502	823__A0A078SLK0__ERS852513_02755
ERR1913162.882810__1.882810	821__A0A174ALF2__BvMPK_3016
ERR1913162.882816__1.882816	1262882__R5MZQ5__BN519_00648
ERR1913162.882971__1.882971	487175__R5E1I8__HMPREF9439_00724
ERR1913162.882988__1.882988	1262882__R5N048__BN519_00502
ERR1913162.883012__1.883012	1262938__R5FEY7__BN812_01027
ERR1913162.883049__1.883049	1262869__R7CR03__BN625_01769
ERR1913162.883423__1.883423	239935__A0A2N8IMC9__CXU09_02095
ERR1913162.883733__1.883733	823__A0A078TL61__ERS852429_00610
ERR1913162.883783__1.883783	1683__C4FGL0__BIANG_0978
ERR1913162.883799__1.883799	239935__A0A139TPU7__CXT91_06575
ERR1913162.883924__1.883924	53442__A0A1E7S3R5__SAMN04515649_10324
ERR1913162.884018__1.884018	371601__C3R2J2__ERS852396_04353
ERR1913162.884174__1.884174	820__A0A374Q854__HMPREF1073_03281
ERR1913162.884228__1.884228	239935__A0A2N8IVR0__CXT87_07115
ERR1913162.884374__1.884374	239935__A0A2N8I8X8__B5G29_00185
ERR1913162.884620__1.884620	360807__C0FR49__ROSEINA2194_01203
ERR1913162.884651__1.884651	1897011__A0A1Q6RC19__BHW41_06415
ERR1913162.884857__1.884857	1262882__R5MHQ8__BN519_00707
ERR1913162.884909__1.884909	1262882__R5MZ41__BN519_00356
ERR1913162.885673__1.885673	820__A0A139K426__B5G17_09115
ERR1913162.885847__1.885847	47678__R5UGC2__ERS852494_02070
ERR1913162.885907__1.885907	239935__A0A139TSG7__CXU17_09600
ERR1913162.886395__1.886395	28117__B0N028__BHV66_05935
ERR1913162.886530__1.886530	239935__A0A2N8IRL2__CXU06_01170
ERR1913162.886455__1.886455	1262869__R7CLN4__BN625_00089
ERR1913162.886487__1.886487	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913162.886574__1.886574	1263006__R6LU28__BN515_01365
ERR1913162.886776__1.886776	357276__D1K3K9__EL88_23995
ERR1913162.887365__1.887365	239935__A0A2N8IRW0__A4V05_11620
ERR1913162.887412__1.887412	357276__I8VQA2__HMPREF1065_04183
ERR1913162.887644__1.887644	28117__B0MXQ6__ALIPUT_01917
ERR1913162.887965__1.887965	239935__R7DVL7__CXT93_01180
ERR1913162.887934__1.887934	39486__G1WMX5__HMPREF9457_00476
ERR1913162.887978__1.887978	74426__rpoC
ERR1913162.888080__1.888080	28117__B0MUL5__ALIPUT_00722
ERR1913162.888085__1.888085	1263005__R6FM26__BN497_00689
ERR1913162.888239__1.888239	47678__R5UG30__ERS852558_03525
ERR1913162.888303__1.888303	2049039__A0A316S5S8__DBY32_08720
ERR1913162.888384__1.888384	47678__R5UAF6__ERS852494_02966
ERR1913162.888452__1.888452	301301__A0A395VDQ5__RHOM_08975
ERR1913162.888580__1.888580	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913162.888663__1.888663	1262743__R5C054__BN727_01980
ERR1913162.888696__1.888696	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.888745__1.888745	2293125__A0A374BSW4__DW917_13420
ERR1913162.888787__1.888787	1262882__R5N3T7__BN519_01188
ERR1913162.888792__1.888792	1263006__R6LU28__BN515_01365
ERR1913162.888919__1.888919	544645__A0A1Y3W1L7__DXC42_19080
ERR1913162.889082__1.889082	28117__B0MWP2__ALIPUT_01468
ERR1913162.889282__1.889282	1262882__R5MLT4__BN519_01496
ERR1913162.889356__1.889356	239935__A0A139TMG9__CXU07_10650
ERR1913162.889368__1.889368	1262882__R5MH55__BN519_00725
ERR1913162.889431__1.889431	74426__purC
ERR1913162.889563__1.889563	357276__A0A076ISJ4__B5F95_19420
ERR1913162.889652__1.889652	106588__A6NUL8__BACCAP_01900
ERR1913162.889790__1.889790	1262869__R7CQL0__BN625_01594
ERR1913162.889801__1.889801	239935__B2UNC5__B5G29_07685
ERR1913162.889803__1.889803	214856__R6Z288__ERS852447_00734
ERR1913162.889841__1.889841	1262882__R5MZZ3__BN519_00482
ERR1913162.889914__1.889914	410072__A0A174JCL9__tee6
ERR1913162.890050__1.890050	328814__GCA_004558275.1_01743
ERR1913162.890235__1.890235	1262882__R5MLP5__BN519_01602
ERR1913162.890611__1.890611	1262882__R5MH81__BN519_00748
ERR1913162.890702__1.890702	39488__R5G6A7__DXD91_05835
ERR1913162.890724__1.890724	78345__C4FGD5__SAMN02745589_1130
ERR1913162.890881__1.890881	239935__B2UNC5__B5G29_07685
ERR1913162.891295__1.891295	820__A0A3E4VZY4__ERS852554_01211
ERR1913162.891501__1.891501	1262869__R7CPS6__BN625_01465
ERR1913162.891872__1.891872	1235835__R9LCU2__C814_02677
ERR1913162.891960__1.891960	821__A0A396F9T7__M097_3427
ERR1913162.892132__1.892132	1262882__R5MK82__BN519_00260
ERR1913162.892360__1.892360	1262992__R5DCV6__BN795_00412
ERR1913162.892427__1.892427	357276__U6R8F9__DXD47_04035
ERR1913162.892482__1.892482	1262869__R7CLN4__BN625_00089
ERR1913162.892555__1.892555	1262869__R7CT13__BN625_00558
ERR1913162.892679__1.892679	1262882__R5MM69__BN519_00075
ERR1913162.892848__1.892848	28116__D4WLZ3__C5Z02_24105
ERR1913162.892932__1.892932	357276__A0A0M1W657__HMPREF1064_04629
ERR1913162.892979__1.892979	1262869__R7CRP7__BN625_01723
ERR1913162.893654__1.893654	1550024__G9RT86__ASJ35_16935
ERR1913162.893702__1.893702	1235835__R9LCU2__C814_02677
ERR1913162.893735__1.893735	239935__A0A2N8IYM5__CXT84_05130
ERR1913162.893795__1.893795	218139__GCA_002259595.1_00966
ERR1913162.893983__1.893983	821__A0A174WBC9__ERS852556_03145
ERR1913162.894175__1.894175	1262869__R7CUK0__BN625_00521
ERR1913162.894177__1.894177	239935__A0A2N8IXN0__CXT95_01765
ERR1913162.894224__1.894224	357276__A0A076IXE0__HMPREF1064_04364
ERR1913162.894385__1.894385	239935__A0A139TT05__CXU09_03335
ERR1913162.894556__1.894556	214856__A0A173YE57__ERS852559_00126
ERR1913162.894622__1.894622	328814__GCA_004558275.1_01621
ERR1913162.894672__1.894672	328814__GCA_004558275.1_00076
ERR1913162.894812__1.894812	1262882__R5N3T7__BN519_01188
ERR1913162.894886__1.894886	1683__C4FCW5__BIFANG_02141
ERR1913162.895051__1.895051	357276__A0A076J8D4__HMPREF1064_00553
ERR1913162.895345__1.895345	1550024__G9RZN9__ASJ35_05735
ERR1913162.895472__1.895472	239935__B2UPZ6__CXU03_03800
ERR1913162.895520__1.895520	1262882__R5MLA4__BN519_01536
ERR1913162.895790__1.895790	1780376__A0A143XQT4__BN3659_01658
ERR1913162.895920__1.895920	214856__I3YMC8__ERS852447_02666
ERR1913162.896125__1.896125	1550024__A0A3B9WEG3__ASJ35_04505
ERR1913162.896265__1.896265	371601__F7LA63__HMPREF1074_04288
ERR1913162.896247__1.896247	47678__R5U9Z0__HMPREF1061_03210
ERR1913162.896447__1.896447	328814__GCA_004558275.1_00079
ERR1913162.896479__1.896479	28116__I9AKR7__DXA80_22960
ERR1913162.896481__1.896481	1262882__R5MGJ7__BN519_00652
ERR1913162.896659__1.896659	39485__A0A174ZPJ9__tig_2
ERR1913162.896738__1.896738	239935__A0A2N8I791__CXT99_09415
ERR1913162.896751__1.896751	818__C6IJ08__BJP75_000645
ERR1913162.897141__1.897141	2173__A0A1D2WXE6__Msm_0136
ERR1913162.897213__1.897213	853__A0A2A7A628__CGS57_13755
ERR1913162.897368__1.897368	328814__GCA_004558275.1_01977
ERR1913162.897474__1.897474	556259__E5C690__BSGG_1431
ERR1913162.897567__1.897567	1897011__A0A1Q6RBV8__BHW41_06760
ERR1913162.897608__1.897608	371601__C3QR34__DXD03_22980
ERR1913162.897692__1.897692	1262882__R5MEK3__BN519_00296
ERR1913162.897740__1.897740	357276__B6VT86__IY41_22515
ERR1913162.897789__1.897789	239935__A0A2N8I8X8__B5G29_00185
ERR1913162.897866__1.897866	823__A0A078TL61__ERS852429_00610
ERR1913162.898036__1.898036	410072__C0BAJ3__ERS852574_01527
ERR1913162.898047__1.898047	239935__A0A2N8I390__CXU16_10675
ERR1913162.898050__1.898050	544645__A0A3E4SW24__DXC42_17195
ERR1913162.898476__1.898476	28117__B0MUR5__BHV66_03900
ERR1913162.898624__1.898624	239935__A0A2N8HL14__CXT98_09285
ERR1913162.898715__1.898715	1550024__A0A3B9WKW6__TQ39_07780
ERR1913162.898877__1.898877	239935__A0A2N8IKW7__pstA
ERR1913162.898948__1.898948	291645__I9SGK8__HMPREF1068_00004
ERR1913162.898954__1.898954	1262882__R5MM10__BN519_01679
ERR1913162.899277__1.899277	239935__R7E524__CXT91_06180
ERR1913162.899278__1.899278	47678__R5UGC2__ERS852494_02070
ERR1913162.899302__1.899302	1897011__A0A1Q6RE77__BHW41_04655
ERR1913162.899354__1.899354	1034346__A0A3C0DI00__DBX92_03100
ERR1913162.899477__1.899477	1550024__G9RTW4__TQ39_08265
ERR1913162.899543__1.899543	1262882__R5MND9__BN519_00831
ERR1913162.899605__1.899605	1160721__W0U2H8__BHW50_07775
ERR1913162.899681__1.899681	100886__E2NVF3__CATMIT_02584
ERR1913162.899627__1.899627	1897011__A0A1Q6RC54__BHW41_06555
ERR1913162.899963__1.899963	239935__A0A2N8HTZ8__CXU09_01270
ERR1913162.900050__1.900050	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913162.900239__1.900239	1262882__R5N3T7__BN519_01188
ERR1913162.900241__1.900241	29361__B6FKH5__CLONEX_00621
ERR1913162.900477__1.900477	1263109__GCA_000438135.1_00246
ERR1913162.900585__1.900585	572010__tgt
ERR1913162.900747__1.900747	47678__I9ECI0__HMPREF1061_03742
ERR1913162.900851__1.900851	823__K6AMD2__B5F32_04565
ERR1913162.900957__1.900957	28118__F9ZCN9__DHW44_07820
ERR1913162.901016__1.901016	29361__B6FKH5__CLONEX_00621
ERR1913162.901132__1.901132	1262924__R7HU74__BN585_00690
ERR1913162.901266__1.901266	821__A0A395UNT8__DXD64_15275
ERR1913162.901307__1.901307	818__R7KVH8__SAMN02910322_00597
ERR1913162.901434__1.901434	239935__A0A2N8IQX1__dnaA
ERR1913162.901500__1.901500	1262869__R7CPP0__BN625_01332
ERR1913162.901542__1.901542	1911679__A0A3D2WRQ0__VCHSUH03_09380
ERR1913162.901910__1.901910	239935__A0A2N8IUK0__CXU01_07370
ERR1913162.902045__1.902045	47678__R5U8Y1__BACCAC_02615
ERR1913162.902190__1.902190	328814__GCA_004558275.1_02025
ERR1913162.902464__1.902464	28117__B0MVL5__BHV66_01660
ERR1913162.902408__1.902408	239935__R6JFR5__CXT84_04850
ERR1913162.902498__1.902498	1262911__R6GTG0__BN557_01247
ERR1913162.902600__1.902600	239935__A0A2N8HB50__CXU17_02615
ERR1913162.902650__1.902650	239935__A0A2N8I694__CXU04_06245
ERR1913162.902686__1.902686	1683__A0A126SU27__Bang102_001985
ERR1913162.902739__1.902739	28117__B0MXG8__ALIPUT_01814
ERR1913162.902904__1.902904	1262869__R7CQK4__BN625_01693
ERR1913162.903264__1.903264	820__A0A374Q4X1__HMPREF2141_02370
ERR1913162.903585__1.903585	1262869__R7CM75__BN625_00831
ERR1913162.903761__1.903761	328814__GCA_004558275.1_00056
ERR1913162.903910__1.903910	821__A0A174T998__DXB82_10860
ERR1913162.903937__1.903937	823__A6LB62__B5F32_04550
ERR1913162.904055__1.904055	820__A0A174TRB5__DXD40_11305
ERR1913162.904085__1.904085	1262882__R5MFT7__BN519_00494
ERR1913162.904075__1.904075	1034346__A0A3C0DDH3__DES51_111125
ERR1913162.904167__1.904167	1262869__R7CRP7__BN625_01723
ERR1913162.904235__1.904235	47678__A5ZEA3__ERS852558_00257
ERR1913162.904542__1.904542	1262869__R7CNH9__BN625_01092
ERR1913162.904651__1.904651	28116__A0A1Y4PVC6__C5Z02_22085
ERR1913162.904967__1.904967	47678__R5U558__ERS852558_02232
ERR1913162.905014__1.905014	1262882__R5MF51__BN519_00287
ERR1913162.905338__1.905338	214856__I3YPQ8__ERS852447_01371
ERR1913162.905360__1.905360	328814__GCA_004558275.1_00391
ERR1913162.905508__1.905508	563769__GeneID:6973158
ERR1913162.905570__1.905570	47678__R5U206__C5Z00_07065
ERR1913162.905629__1.905629	239935__A0A2N8J2P6__ADH72_06730
ERR1913162.905731__1.905731	301301__A0A395V9V0__RHOM_01245
ERR1913162.906097__1.906097	1262986__R6ASP8__BN492_01782
ERR1913162.906225__1.906225	28116__E5CCI1__HMPREF1070_04782
ERR1913162.906294__1.906294	2292352__A0A374UQ84__DXC23_03855
ERR1913162.906392__1.906392	1550024__G9RPC6__TQ39_05630
ERR1913162.906413__1.906413	1262992__R5DCV6__BN795_00412
ERR1913162.906578__1.906578	884684__GCA_002892425.1_00036
ERR1913162.906650__1.906650	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913162.906695__1.906695	239935__A0A139TMG9__CXU07_10650
ERR1913162.906726__1.906726	301301__G2T3Q2__ERS852391_00522
ERR1913162.906779__1.906779	360807__A0A174F8N1__ERS852444_00648
ERR1913162.906821__1.906821	28116__A0A139LF77__HMPREF2532_01174
ERR1913162.907094__1.907094	1262869__R7CUK0__BN625_00521
ERR1913162.907122__1.907122	214856__A0A174ZB00__ERS852559_00631
ERR1913162.907102__1.907102	823__A0A3E4P9U5__ERS852380_02719
ERR1913162.907372__1.907372	239935__A0A2N8I9P4__CXT85_05050
ERR1913162.907391__1.907391	1262882__R5MIW5__BN519_00945
ERR1913162.907432__1.907432	239935__A0A2N8IVR0__CXT87_07115
ERR1913162.907502__1.907502	328814__GCA_004558275.1_00056
ERR1913162.907506__1.907506	1262938__R5FBS8__BN812_01978
ERR1913162.907557__1.907557	239935__A0A139TPG3__CXT86_08810
ERR1913162.907661__1.907661	1262882__R5ML49__BN519_01361
ERR1913162.907741__1.907741	239935__A0A2N8IEP3__CXT84_03735
ERR1913162.907964__1.907964	165179__A0A3E5E2S3__DXB80_03455
ERR1913162.908450__1.908450	820__A0A139K5A6__DXB48_12175
ERR1913162.908416__1.908416	552398__F4XHN7__HMPREF0866_03141
ERR1913162.908727__1.908727	1262869__R7CTK3__BN625_00198
ERR1913162.908811__1.908811	239935__A0A2N8I9I3__CXU19_12035
ERR1913162.909160__1.909160	820__A0A174GYA8__DXB64_07370
ERR1913162.909482__1.909482	1739394__A0A1F1DSY9__HMPREF2890_07635
ERR1913162.909584__1.909584	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913162.909711__1.909711	1262882__R5MLA4__BN519_01536
ERR1913162.909673__1.909673	239935__A0A2N8I1R3__CXU05_06075
ERR1913162.909645__1.909645	1897011__A0A1Q6RC30__BHW41_06700
ERR1913162.909646__1.909646	39029__A0A0J6WW00__AB840_08435
ERR1913162.909775__1.909775	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.909896__1.909896	1262882__R5N511__BN519_01592
ERR1913162.909900__1.909900	1965629__A0A1Y4B8Y3__B5F88_18835
ERR1913162.909921__1.909921	1897011__A0A1Q6RBY8__BHW41_06910
ERR1913162.910045__1.910045	1262882__R5MLT4__BN519_01496
ERR1913162.910156__1.910156	1262882__R5MQ63__BN519_01173
ERR1913162.910351__1.910351	301301__A0A395VCJ3__cbiT
ERR1913162.910363__1.910363	1897011__A0A1Q6RG62__BHW41_02455
ERR1913162.910530__1.910530	47678__R5UER2__CGC64_00710
ERR1913162.910569__1.910569	1550024__A0A3B9WFD4__ASJ35_04875
ERR1913162.910494__1.910494	214856__I3YPP9__Alfi_2707
ERR1913162.910765__1.910765	1262882__R5MEK3__BN519_00296
ERR1913162.910802__1.910802	47678__A5ZF31__DXB67_11050
ERR1913162.911034__1.911034	46503__K5ZBF7__DD461_15285
ERR1913162.911214__1.911214	239935__A0A2N8HPX2__CXT90_09930
ERR1913162.911218__1.911218	357276__I9QBT7__BSEG_03340
ERR1913162.911442__1.911442	239935__R7DVL7__CXT93_01180
ERR1913162.911679__1.911679	214856__A0A173XU24__ERS852559_00240
ERR1913162.911903__1.911903	1262869__R7CN33__BN625_01339
ERR1913162.912057__1.912057	1262882__R5N1N6__BN519_00968
ERR1913162.912146__1.912146	1683__C4FGI7__BIANG_0957
ERR1913162.912308__1.912308	1780376__A0A143XSC4__BN3659_01663
ERR1913162.912309__1.912309	239935__A0A2N8IYM5__CXT84_05130
ERR1913162.912487__1.912487	2173__A0A1D2WY02__BK798_00680
ERR1913162.912496__1.912496	214856__A0A174G9T6__ERS852447_02535
ERR1913162.913023__1.913023	239935__A0A2N8IKW7__pstA
ERR1913162.913203__1.913203	239935__A0A2N8HL50__CXT98_09135
ERR1913162.913613__1.913613	28118__R6FJY6__DF785_09470
ERR1913162.913987__1.913987	214856__I3YPP0__ERS852447_01388
ERR1913162.914031__1.914031	1262869__R7CP00__BN625_01342
ERR1913162.914061__1.914061	214856__E4MF20__Alfi_0697
ERR1913162.914310__1.914310	1262992__R5DCV6__BN795_00412
ERR1913162.914460__1.914460	214856__A0A174Z9G9__ERS852447_00497
ERR1913162.914521__1.914521	239935__A0A2N8I6R6__CXU04_04335
ERR1913162.914536__1.914536	1262882__R5N5S3__BN519_00085
ERR1913162.914541__1.914541	1262882__R5MYP2__BN519_00435
ERR1913162.914696__1.914696	1263005__R6EPV9__BN497_00274
ERR1913162.915027__1.915027	1262882__R5N4P6__BN519_01346
ERR1913162.915235__1.915235	84024__A0A174FDD0__hypF
ERR1913162.915245__1.915245	544645__A0A3E4T275__DXC42_12265
ERR1913162.915371__1.915371	1262882__R5N3T7__BN519_01188
ERR1913162.915549__1.915549	1147152__GeneID:14182021
ERR1913162.915596__1.915596	239935__A0A2N8HSC0__CXU06_05505
ERR1913162.915697__1.915697	360807__A0A173YFC9__ROSEINA2194_03541
ERR1913162.915776__1.915776	1262882__R5MKL9__BN519_00353
ERR1913162.915924__1.915924	1262882__R5MKW1__BN519_00390
ERR1913162.916071__1.916071	214856__A0A174ZTW9__ERS852447_01287
ERR1913162.916223__1.916223	214856__R6Y0B9__ERS852559_00164
ERR1913162.916631__1.916631	823__A0A174LDE8__M096_3277
ERR1913162.916693__1.916693	1683__A0A126SUX7__BIANG_0765
ERR1913162.916885__1.916885	239935__A0A2N8INK7__Amuc_0521
ERR1913162.916960__1.916960	239935__R6IZU4__CXT87_08085
ERR1913162.917215__1.917215	418240__A0A174C465__ydaM
ERR1913162.917517__1.917517	214856__R5UN64__ERS852447_02669
ERR1913162.917645__1.917645	1262882__R5MHZ2__BN519_00742
ERR1913162.917606__1.917606	1034346__A0A3C0DBQ1__DBX92_04865
ERR1913162.917609__1.917609	239935__A0A139TPG3__CXT86_08810
ERR1913162.917780__1.917780	821__A0A396F1N0__M099_1553
ERR1913162.917918__1.917918	239935__A0A2N8I9I3__CXU19_12035
ERR1913162.917959__1.917959	820__A0A173YYG4__evgS_3
ERR1913162.918299__1.918299	28117__B0MYP3__BHV66_04995
ERR1913162.918408__1.918408	1262882__R5MKI3__BN519_00334
ERR1913162.918423__1.918423	47678__A5ZF31__DXB67_11050
ERR1913162.918643__1.918643	338188__A0A174ETX3__ERS852397_01955
ERR1913162.918615__1.918615	28117__B0MSS9__BHV66_06085
ERR1913162.918726__1.918726	821__A0A3E4HP25__SAMN04487923_102450
ERR1913162.918866__1.918866	1263006__R6LLF3__BN515_00392
ERR1913162.919032__1.919032	214856__I3YPP9__Alfi_2707
ERR1913162.919193__1.919193	328814__GCA_004558275.1_00007
ERR1913162.919476__1.919476	1262882__R5MYS9__BN519_00290
ERR1913162.919666__1.919666	1897011__A0A1Q6RF88__BHW41_03295
ERR1913162.919808__1.919808	1550024__G9RX76__ASJ35_12355
ERR1913162.919840__1.919840	820__A0A3E4G2R7__DXC07_00510
ERR1913162.920020__1.920020	1550024__G9RP65__ASJ35_11645
ERR1913162.920106__1.920106	28116__C3QXZ9__DXA80_15295
ERR1913162.920517__1.920517	1262882__R5N3T7__BN519_01188
ERR1913162.920610__1.920610	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913162.920679__1.920679	821__A0A174JYD3__ERS852457_02610
ERR1913162.920756__1.920756	821__A0A173XDD3__DXB82_17180
ERR1913162.920933__1.920933	1262869__R7CTE2__BN625_00321
ERR1913162.921102__1.921102	47678__R5USR9__HMPREF1061_01404
ERR1913162.921089__1.921089	328814__GCA_004558275.1_00018
ERR1913162.921128__1.921128	410072__C0BAH4__COPCOM_02077
ERR1913162.921513__1.921513	239935__A0A2N8HPS5__Amuc_0950
ERR1913162.921927__1.921927	1263000__R5EXT3__BN466_02213
ERR1913162.922040__1.922040	214856__I3YPR5__ERS852447_01364
ERR1913162.922149__1.922149	2173__A5UK74__pyrP
ERR1913162.922173__1.922173	1262911__R6H2J2__BN557_01228
ERR1913162.922229__1.922229	1262869__R7CRN3__BN625_01760
ERR1913162.922289__1.922289	1262882__R5MQ68__BN519_01178
ERR1913162.922423__1.922423	2293125__A0A374BSW4__DW917_13420
ERR1913162.922607__1.922607	47678__A5ZEA3__ERS852558_00257
ERR1913162.922765__1.922765	1262869__R7CMJ2__BN625_01158
ERR1913162.922838__1.922838	2173__A5ULV3__Msm_0976
ERR1913162.923070__1.923070	28116__A0A1Y4Q112__evgS_13
ERR1913162.923114__1.923114	1262924__R7HQS1__BN585_00657
ERR1913162.923152__1.923152	357276__B6VT86__IY41_22515
ERR1913162.923163__1.923163	328814__GCA_004558275.1_00296
ERR1913162.923268__1.923268	74426__group_1871
ERR1913162.923307__1.923307	360807__A0A0M6WZU2__ROSEINA2194_04025
ERR1913162.923350__1.923350	328814__GCA_004558275.1_00391
ERR1913162.923360__1.923360	1262869__R7CPQ0__BN625_01575
ERR1913162.923437__1.923437	1262869__R7CLS0__BN625_01160
ERR1913162.923498__1.923498	1262882__R5MEW7__BN519_00010
ERR1913162.923658__1.923658	1550024__A0A0D8IU01__TQ39_19670
ERR1913162.923733__1.923733	100886__E2NUE4__CATMIT_02219
ERR1913162.923903__1.923903	1262803__R6NL95__BN649_00814
ERR1913162.924339__1.924339	1262924__R7HLJ9__BN585_01064
ERR1913162.924507__1.924507	1262869__R7CNN0__BN625_01419
ERR1913162.924712__1.924712	1262882__R5MGX3__BN519_00046
ERR1913162.924877__1.924877	1262882__A0A356PSJ4__BN519_01180
ERR1913162.925165__1.925165	544645__A0A1Y3VSG8__DXC42_08680
ERR1913162.925270__1.925270	1262869__R7CLN4__BN625_00089
ERR1913162.925442__1.925442	28117__B0MWP2__ALIPUT_01468
ERR1913162.925528__1.925528	1262882__R5MY46__BN519_00355
ERR1913162.925539__1.925539	328814__GCA_004558275.1_00075
ERR1913162.925556__1.925556	1262882__R5MYP8__BN519_00439
ERR1913162.925633__1.925633	410072__C0B8H9__ERS852481_01810
ERR1913162.925741__1.925741	1897011__A0A1Q6REW8__BHW41_04435
ERR1913162.926200__1.926200	1262882__R5MEN9__BN519_00201
ERR1913162.926610__1.926610	1550024__G9RTW4__TQ39_08265
ERR1913162.926779__1.926779	823__A0A395YZG9__M092_4358
ERR1913162.926796__1.926796	239935__A0A139TPD8__CXU12_11015
ERR1913162.926754__1.926754	147206__GCF_000156215.1_02107
ERR1913162.926872__1.926872	216816__D6D9J4__DPC6320_0487
ERR1913162.926926__1.926926	1262882__R5MSX6__BN519_01697
ERR1913162.926968__1.926968	1160721__W0U811__RBI_II00162
ERR1913162.927051__1.927051	239935__A0A139TMG9__CXU07_10650
ERR1913162.927108__1.927108	239935__R6JWJ7__CXT94_02580
ERR1913162.927331__1.927331	360807__A0A173VD35__suhB
ERR1913162.927396__1.927396	1897011__A0A1Q6REX8__BHW41_04475
ERR1913162.927422__1.927422	28118__R6F9B8__Odosp_3480
ERR1913162.927596__1.927596	239935__B2UNC5__B5G29_07685
ERR1913162.927742__1.927742	410072__R6LKC9__ERS852525_01807
ERR1913162.927876__1.927876	1550024__G9RWG1__ASJ35_03770
ERR1913162.927963__1.927963	410072__C0BF38__DXD67_15395
ERR1913162.928292__1.928292	47678__A5ZL09__BACCAC_03608
ERR1913162.928332__1.928332	1683__C4FGW1__BIANG_0902
ERR1913162.928424__1.928424	239935__A0A2N8ILG3__CXT93_10135
ERR1913162.928522__1.928522	821__C3RB94__DXC03_15585
ERR1913162.928683__1.928683	820__A0A3E4G3J9__ERS852459_02265
ERR1913162.928760__1.928760	1550024__G9RZG0__ASJ35_05540
ERR1913162.928942__1.928942	328814__GCA_004558275.1_02278
ERR1913162.929046__1.929046	239935__A0A2N8IRW0__A4V05_11620
ERR1913162.929133__1.929133	1897011__A0A1Q6RG59__BHW41_02475
ERR1913162.929190__1.929190	1550024__G9RT56__TQ39_09200
ERR1913162.929262__1.929262	360807__A0A173WE18__prkC_2
ERR1913162.929288__1.929288	28116__A7M617__SAMN05192582_105025
ERR1913162.929361__1.929361	47678__R5UFW6__ERS852558_01575
ERR1913162.929355__1.929355	47678__R5UUD7__bga_1
ERR1913162.929405__1.929405	46503__R6X275__DD461_10840
ERR1913162.929433__1.929433	239935__A0A2N8IUW6__Amuc_1525
ERR1913162.929483__1.929483	46503__R6Y2Y6__ERS852463_03103
ERR1913162.929554__1.929554	712622__G6CBF5__HMPREF9184_01645
ERR1913162.929597__1.929597	818__Q8A0R7__ERS852461_00039
ERR1913162.929810__1.929810	1299998__GCA_001494635.1_01805
ERR1913162.929985__1.929985	1262882__R5MJ49__BN519_01124
ERR1913162.930025__1.930025	626930__F3PVE3__HMPREF9446_02721
ERR1913162.930011__1.930011	823__A6LB63__M095_1847
ERR1913162.930085__1.930085	552398__T5RKT4__HMPREF0866_04531
ERR1913162.930173__1.930173	301301__G2T2X5__ERS852391_00403
ERR1913162.930291__1.930291	239935__R7E524__CXT91_06180
ERR1913162.930249__1.930249	357276__C3R5A0__B5F00_02960
ERR1913162.930314__1.930314	818__A0A0P0F004__SAMN02910322_02925
ERR1913162.930507__1.930507	301301__G2T3Q2__ERS852391_00522
ERR1913162.930668__1.930668	239935__A0A2N8HUU6__CXT90_06150
ERR1913162.930641__1.930641	823__A0A174U5E4__BDI_3390
ERR1913162.931045__1.931045	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913162.931174__1.931174	649756__B0NZZ8__DO83_09740
ERR1913162.931212__1.931212	47678__R5U9X5__BACCAC_01339
ERR1913162.931397__1.931397	328814__GCA_004558275.1_00073
ERR1913162.931483__1.931483	821__A0A396F598__CUU_3259
ERR1913162.931532__1.931532	1897011__A0A1Q6REV3__BHW41_04080
ERR1913162.931574__1.931574	823__A0A174U5E4__BDI_3390
ERR1913162.931743__1.931743	1262882__R5N3H1__BN519_01121
ERR1913162.931880__1.931880	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913162.931977__1.931977	1262882__R5MLK3__BN519_00491
ERR1913162.932077__1.932077	328814__GCA_004558275.1_00075
ERR1913162.932324__1.932324	28117__B0MVL5__BHV66_01660
ERR1913162.932328__1.932328	508460__GCF_000585335.1_00267
ERR1913162.932359__1.932359	239935__A0A2N8IMC3__CXT96_03840
ERR1913162.932534__1.932534	239935__A0A2N8I9P4__CXT85_05050
ERR1913162.932557__1.932557	1550024__G9RPG8__TQ39_05515
ERR1913162.932679__1.932679	239935__A0A2N8HT44__CXT84_11035
ERR1913162.933312__1.933312	28117__B0MYI9__BHV66_05415
ERR1913162.933472__1.933472	328814__GCA_004558275.1_00293
ERR1913162.933661__1.933661	239935__B2UNC5__B5G29_07685
ERR1913162.933704__1.933704	1262869__R7CP96__BN625_01193
ERR1913162.933882__1.933882	1262869__R7CKB6__BN625_00834
ERR1913162.933908__1.933908	214856__A0A173YXX1__ERS852559_01651
ERR1913162.933971__1.933971	671267__R9IEN1__C802_02405
