ERR1913014.505__1.505	487174__K0WU53__DDY40_07650
ERR1913014.4198993__1.4198993	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.4198995__1.4198995	820__A0A139KIL9__DXC68_05945
ERR1913014.4198996__1.4198996	1262700__R5X902__BN695_00437
ERR1913014.4199187__1.4199187	818__A0A0P0FKC9__Btheta7330_01050
ERR1913014.4199323__1.4199323	818__A0A139K023__trxA_3
ERR1913014.4199358__1.4199358	544644__GCA_001915615.1_01749
ERR1913014.4199500__1.4199500	821__A6L0C7__ERS852556_03520
ERR1913014.4199694__1.4199694	100884__E7GEE2__DXB30_12490
ERR1913014.4199738__1.4199738	2108523__A0A2P2F8E3__LAWASA_2315
ERR1913014.4199889__1.4199889	239935__A0A2N8I375__menA
ERR1913014.4199895__1.4199895	820__R9HXK9__DXB62_08265
ERR1913014.4199943__1.4199943	821__D4V4X2__DXC16_18525
ERR1913014.4199916__1.4199916	1099853__G9S865__NSB1T_02675
ERR1913014.4199966__1.4199966	1099853__U5CNF1__NSB1T_01130
ERR1913014.4200050__1.4200050	820__A0A374Q854__HMPREF1073_03281
ERR1913014.4200075__1.4200075	818__A0A3E5HN72__C799_03359
ERR1913014.4200078__1.4200078	239935__R6J4Y4__CXU17_09810
ERR1913014.4200142__1.4200142	239935__B2URL9__CXU12_02290
ERR1913014.4200206__1.4200206	1512__A0A174J4W7__HMPREF9474_03081
ERR1913014.4200378__1.4200378	39492__D4JUS6__accD5
ERR1913014.4200386__1.4200386	239935__A0A139TSG7__CXU17_09600
ERR1913014.4200390__1.4200390	1262700__R5Y8X3__BN695_01271
ERR1913014.4200423__1.4200423	47678__R5U969__C5Z00_13130
ERR1913014.4200466__1.4200466	820__A0A3E5BMG9__DXD40_05130
ERR1913014.4200659__1.4200659	821__A0A3E4HP25__SAMN04487923_102450
ERR1913014.4200674__1.4200674	821__A0A3E4HP25__SAMN04487923_102450
ERR1913014.4200764__1.4200764	246787__R6K7I2__BcellWH2_03256
ERR1913014.4200771__1.4200771	2108523__A0A2P2F3I3__LAWASA_548
ERR1913014.4201076__1.4201076	821__C6Z451__BHV80_04265
ERR1913014.4201105__1.4201105	487174__K0X068__DDY40_07105
ERR1913014.4201184__1.4201184	1262700__R5XWP0__BN695_01552
ERR1913014.4201218__1.4201218	239935__A0A2N8I365__CXU20_11690
ERR1913014.4201248__1.4201248	214856__A0A174ZLY7__ERS852447_02456
ERR1913014.4201373__1.4201373	853__A0A173XRA8__CGS56_09290
ERR1913014.4201444__1.4201444	820__A0A173YYG4__evgS_3
ERR1913014.4201549__1.4201549	246787__A0A0P0FSC9__BACCELL_02534
ERR1913014.4201768__1.4201768	28117__B0MXU6__ALIPUT_01958
ERR1913014.4201810__1.4201810	671267__R9ICM6__C802_00589
ERR1913014.4201931__1.4201931	292800__A0A174T130__HMPREF9460_00060
ERR1913014.4202048__1.4202048	246787__A0A0P0FW66__sigW_7
ERR1913014.4202054__1.4202054	1262700__R5XCZ6__BN695_01654
ERR1913014.4202055__1.4202055	818__Q8AAI7__SAMN05216253_10875
ERR1913014.4202328__1.4202328	239935__A0A2N8I7W6__CXT90_04245
ERR1913014.4202462__1.4202462	820__A0A173YYG4__evgS_3
ERR1913014.4202540__1.4202540	239935__A0A2N8I9I3__CXU19_12035
ERR1913014.4202559__1.4202559	1895721__A0A1M3FDW9__BGO34_17260
ERR1913014.4202566__1.4202566	1262986__R6ACU6__BN492_00089
ERR1913014.4202623__1.4202623	821__A0A397WGD6__M098_0084
ERR1913014.4202664__1.4202664	47678__R5U7L8__DXB67_16595
ERR1913014.4202796__1.4202796	28116__E5C3S2__HMPREF1070_02476
ERR1913014.4202812__1.4202812	246787__A0A139LTD3__BACCELL_01107
ERR1913014.4203030__1.4203030	820__A0A374Q1D8__SAMN05444418_112114
ERR1913014.4203079__1.4203079	818__A0A174V5M6__BT_1963
ERR1913014.4203193__1.4203193	292800__G9YLJ9__ERS852544_02950
ERR1913014.4203345__1.4203345	820__A0A174CK74__DXB48_07060
ERR1913014.4203361__1.4203361	823__A6LEF1__CF162_12695
ERR1913014.4203470__1.4203470	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.4203546__1.4203546	28117__R7JN92__BHV66_00550
ERR1913014.4203680__1.4203680	820__A0A374Q854__HMPREF1073_03281
ERR1913014.4203712__1.4203712	1965547__A0A1Y4TY64__B5E62_09815
ERR1913014.4203764__1.4203764	1262824__R6S516__BN719_00505
ERR1913014.4203816__1.4203816	246787__A0A3D6AV26__BcellWH2_02579
ERR1913014.4203859__1.4203859	821__A0A0P0M3U7__DXB90_14325
ERR1913014.4203880__1.4203880	820__A0A174QLF0__SAMN05444418_109151
ERR1913014.4204012__1.4204012	1262700__R5XK42__BN695_01020
ERR1913014.4204034__1.4204034	818__R9H646__SAMN02910322_03387
ERR1913014.4204105__1.4204105	1262700__R5XLR5__BN695_01665
ERR1913014.4204210__1.4204210	239935__A0A2N8IQX1__dnaA
ERR1913014.4204512__1.4204512	246787__A0A3D6AV26__BcellWH2_02579
ERR1913014.4204562__1.4204562	246787__A0A0P0GR24__BcellWH2_03263
ERR1913014.4204633__1.4204633	1547__G9QWY6__CLORAM_00329
ERR1913014.4204747__1.4204747	818__A0A1H7TGM1__BJP75_010615
ERR1913014.4204807__1.4204807	821__A0A174AYT0__DXC02_03530
ERR1913014.4205085__1.4205085	28117__B0MTH2__ALIPUT_00061
ERR1913014.4205170__1.4205170	820__A7UYX8__DXD40_11635
ERR1913014.4205243__1.4205243	1262700__R5XJU2__BN695_00943
ERR1913014.4205322__1.4205322	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913014.4205363__1.4205363	820__A0A139JRH8__HMPREF2141_04326
ERR1913014.4205373__1.4205373	487174__K0XBH1__DIT83_01445
ERR1913014.4205393__1.4205393	329854__R5MDN7__DXK01_06665
ERR1913014.4205425__1.4205425	246787__A0A0P0GNB7__xyl4
ERR1913014.4205534__1.4205534	818__Q8A5L9__BJP75_000955
ERR1913014.4205587__1.4205587	818__C6IJ08__BJP75_000645
ERR1913014.4205724__1.4205724	1501391__GCA_000786575.1_00063
ERR1913014.4205691__1.4205691	1262700__R5XLR2__BN695_01660
ERR1913014.4205763__1.4205763	333367__C0D6P1__CLOSTASPAR_04938
ERR1913014.4205765__1.4205765	47678__A5ZBL9__C5Z00_18710
ERR1913014.4205819__1.4205819	1550024__A0A0D8J112__TQ39_05560
ERR1913014.4205916__1.4205916	1099853__R7DMC8__NSB1T_00120
ERR1913014.4205936__1.4205936	39492__D4JTW7__EUBSIR_00859
ERR1913014.4205944__1.4205944	239935__A0A139TVG9__CXU13_01700
ERR1913014.4205998__1.4205998	821__A0A396F9T7__M097_3427
ERR1913014.4206056__1.4206056	47678__R5U3L4__C5Z00_12600
ERR1913014.4206161__1.4206161	246787__A0A0P0GNB7__xyl4
ERR1913014.4206199__1.4206199	1262700__R5XJU2__BN695_00943
ERR1913014.4206215__1.4206215	818__A0A3E5HVB7__Btheta7330_02386
ERR1913014.4206262__1.4206262	820__A0A3E4VXP2__yesR
ERR1913014.4206304__1.4206304	820__A0A174A6K0__M093_0079
ERR1913014.4206438__1.4206438	246787__A0A0P0GET5__AA416_04410
ERR1913014.4206627__1.4206627	1512__A0A174E5Q5__HMPREF9474_01982
ERR1913014.4206647__1.4206647	333367__C0CUA7__CLOSTASPAR_00556
ERR1913014.4206690__1.4206690	47678__R5U9Z6__HMPREF1061_03205
ERR1913014.4206736__1.4206736	820__I9A4U7__DHU98_12785
ERR1913014.4206808__1.4206808	820__A0A3E4G3J9__ERS852459_02265
ERR1913014.4206816__1.4206816	239935__A0A139TSG7__CXU17_09600
ERR1913014.4206918__1.4206918	821__A0A397WGD6__M098_0084
ERR1913014.4206934__1.4206934	208479__R5FBW9__HMPREF1089_05086
ERR1913014.4206963__1.4206963	1262989__R6Y8S0__BN815_01559
ERR1913014.4206988__1.4206988	204516__U6RAM4__HMPREF1534_03439
ERR1913014.4207158__1.4207158	239935__A0A139TSG7__CXU17_09600
ERR1913014.4207231__1.4207231	818__A0A3E5HVB7__Btheta7330_02386
ERR1913014.4207270__1.4207270	544645__A0A1Y3W153__DXC42_10830
ERR1913014.4207345__1.4207345	821__A0A174JYD3__ERS852457_02610
ERR1913014.4207447__1.4207447	823__A0A174UI22__CF162_13840
ERR1913014.4207552__1.4207552	246787__A0A0P0GF82__HMPREF1062_02163
ERR1913014.4207566__1.4207566	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913014.4207650__1.4207650	1262746__R5SS80__BN750_02125
ERR1913014.4207700__1.4207700	40518__R5DWP7__ansA
ERR1913014.4207788__1.4207788	820__E5VEH7__ERS852459_01300
ERR1913014.4207832__1.4207832	47678__R5U3D5__DW706_05635
ERR1913014.4207836__1.4207836	820__A7VAR9__ERS852421_00197
ERR1913014.4207878__1.4207878	821__A0A174JYD3__ERS852457_02610
ERR1913014.4207924__1.4207924	821__I9R3W6__DXC16_12455
ERR1913014.4207986__1.4207986	47678__R5U3U1__BACCAC_03593
ERR1913014.4208099__1.4208099	1099853__G9S6K9__NSB1T_13415
ERR1913014.4208221__1.4208221	239935__A0A2N8HX65__CXU17_02540
ERR1913014.4208271__1.4208271	246787__A0A3D6AS39__ina
ERR1913014.4208427__1.4208427	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913014.4208428__1.4208428	820__A0A139KJ23__celCCA
ERR1913014.4208436__1.4208436	818__A0A3E5HVB7__Btheta7330_02386
ERR1913014.4208440__1.4208440	818__A0A174L0X1__NCTC10582_00394
ERR1913014.4208482__1.4208482	818__A0A2J6AAA9__NCTC10582_00162
ERR1913014.4208486__1.4208486	820__A0A396EUU8__luxQ_3
ERR1913014.4208747__1.4208747	28117__B0MXU0__BHV66_07550
ERR1913014.4208757__1.4208757	47678__R5UBT0__CGC64_12195
ERR1913014.4208769__1.4208769	821__A0A3E4XY72__NCTC10583_01067
ERR1913014.4208893__1.4208893	820__R9HP61__DXC91_01090
ERR1913014.4208901__1.4208901	28118__F9Z408__NCTC10826_01194
ERR1913014.4208903__1.4208903	821__A0A397WGD6__M098_0084
ERR1913014.4209026__1.4209026	239935__A0A139TPD8__CXU12_11015
ERR1913014.4209116__1.4209116	28117__B0MWP2__ALIPUT_01468
ERR1913014.4209154__1.4209154	239935__B2URL9__CXU12_02290
ERR1913014.4209178__1.4209178	820__A0A139JRS5__HMPREF1073_04025
ERR1913014.4209414__1.4209414	821__D4V4X2__DXC16_18525
ERR1913014.4209443__1.4209443	820__A0A3E4G493__ERS417307_00253
ERR1913014.4209493__1.4209493	820__A7VAS1__HMPREF2141_03259
ERR1913014.4209525__1.4209525	818__A0A1H7S810__BJP75_003270
ERR1913014.4209541__1.4209541	239935__A0A2N8IAY7__CXU13_02935
ERR1913014.4209601__1.4209601	47678__A5ZF31__DXB67_11050
ERR1913014.4209647__1.4209647	333367__C0DBQ2__CLOSTASPAR_06709
ERR1913014.4209713__1.4209713	818__A0A139JVX2__ERS852557_01101
ERR1913014.4209875__1.4209875	1512__G5FIC8__HMPREF9475_03442
ERR1913014.4210036__1.4210036	39492__D4JSS2__EUBSIR_00553
ERR1913014.4210159__1.4210159	818__A0A174N1L6__ERS852511_02039
ERR1913014.4210351__1.4210351	820__A0A174LJB2__HMPREF1072_04112
ERR1913014.4210360__1.4210360	487175__R5EJE4__HMPREF9439_01295
ERR1913014.4210554__1.4210554	239935__A0A2N8HWS3__CXU19_10285
ERR1913014.4210582__1.4210582	39492__D4JVC7__yfgF
ERR1913014.4210642__1.4210642	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.4210780__1.4210780	821__A0A174JYD3__ERS852457_02610
ERR1913014.4210792__1.4210792	820__A0A174QLF0__SAMN05444418_109151
ERR1913014.4210821__1.4210821	47678__R5U2W6__CGC64_03455
ERR1913014.4210852__1.4210852	246787__I8V2S2__BACCELL_02524
ERR1913014.4211009__1.4211009	40520__A0A173WIQ7__apu
ERR1913014.4211011__1.4211011	1099853__U5CNI5__NSB1T_06225
ERR1913014.4211025__1.4211025	239935__A0A2N8IQU3__CXU22_05890
ERR1913014.4211050__1.4211050	820__A0A139KJR5__M093_4469
ERR1913014.4211207__1.4211207	47678__R5U8P0__DW706_15950
ERR1913014.4211352__1.4211352	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.4211356__1.4211356	40518__R5DS68__hcpC
ERR1913014.4211371__1.4211371	823__A0A174EFT7__luxQ_5
ERR1913014.4211384__1.4211384	1547__H1AIH8__DW242_09485
ERR1913014.4211491__1.4211491	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913014.4211633__1.4211633	820__A0A139K9Q2__DXD40_08795
ERR1913014.4211701__1.4211701	333367__C0CW58__CLOSTASPAR_01212
ERR1913014.4211832__1.4211832	357276__B6VXX7__HMPREF1063_02683
ERR1913014.4211837__1.4211837	818__A0A0P0FBI1__NCTC10582_00163
ERR1913014.4211917__1.4211917	820__A0A139K426__B5G17_09115
ERR1913014.4211920__1.4211920	189722__E0NQU7__HMPREF0658_0548
ERR1913014.4211973__1.4211973	39492__D4JQS6__ykoD
ERR1913014.4212044__1.4212044	239935__B2UQP8__CXU15_01110
ERR1913014.4212078__1.4212078	1501391__GCA_000786575.1_00015
ERR1913014.4212198__1.4212198	821__A0A0P0M2J4__DXD46_10295
ERR1913014.4212358__1.4212358	310298__B3JII2__BACCOP_01694
ERR1913014.4212392__1.4212392	820__A0A3E4VZY4__ERS852554_01211
ERR1913014.4212488__1.4212488	821__E5UY21__C800_02204
ERR1913014.4212578__1.4212578	820__A0A139K1Y6__DXB48_02610
ERR1913014.4212598__1.4212598	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913014.4212607__1.4212607	1501392__A0A0B2JRQ5__PU94_02610
ERR1913014.4212682__1.4212682	820__A0A078S569__gmhB
ERR1913014.4212699__1.4212699	40518__R5DUG7__sbcC
ERR1913014.4212724__1.4212724	487174__K0X2W8__HMPREF9448_02611
ERR1913014.4212744__1.4212744	821__A0A174AYT0__DXC02_03530
ERR1913014.4212830__1.4212830	239935__A0A2N8IQX1__dnaA
ERR1913014.4212897__1.4212897	28117__B0MWC6__BHV66_00965
ERR1913014.4212957__1.4212957	821__A0A174NSU0__BVU_3144
ERR1913014.4213043__1.4213043	1099853__U5CDG7__NSB1T_14260
ERR1913014.4213123__1.4213123	818__A0A0N7I9H8__ERS852461_00040
ERR1913014.4213126__1.4213126	292800__A0A174U3S2__mleN_3
ERR1913014.4213157__1.4213157	239935__A0A139TMD2__CXU18_02250
ERR1913014.4213180__1.4213180	818__R9H3B0__SAMN02910322_04803
ERR1913014.4213347__1.4213347	821__A0A3E4WAR6__DXD64_10735
ERR1913014.4213807__1.4213807	47678__R5U9X5__BACCAC_01339
ERR1913014.4213843__1.4213843	239935__A0A139TMY7__CXU13_02020
ERR1913014.4213870__1.4213870	333367__C0CT96__CLOSTASPAR_00194
ERR1913014.4213959__1.4213959	820__A0A174KKV6__DXC07_02635
ERR1913014.4213992__1.4213992	818__A0A3E5HXH0__NCTC13706_02166
ERR1913014.4214054__1.4214054	821__A0A174WBC9__ERS852556_03145
ERR1913014.4214085__1.4214085	821__A0A174WBC9__ERS852556_03145
ERR1913014.4214094__1.4214094	246787__A0A0P0GIA4__AA416_04405
ERR1913014.4214176__1.4214176	821__R7P1Q7__M099_2990
ERR1913014.4214211__1.4214211	820__A0A174CK74__DXB48_07060
ERR1913014.4214224__1.4214224	818__A0A139KCA0__SAMN05216253_102371
ERR1913014.4214427__1.4214427	820__A0A174I980__gldH
ERR1913014.4214450__1.4214450	820__A0A374Q351__DXD40_05850
ERR1913014.4214523__1.4214523	1262700__R5X8Q0__BN695_00340
ERR1913014.4214476__1.4214476	671267__R9IB12__C802_00696
ERR1913014.4214613__1.4214613	487174__K0WYI1__DDY40_08675
ERR1913014.4214655__1.4214655	544644__GCA_001915615.1_00514
ERR1913014.4214635__1.4214635	487174__K0XKD7__HMPREF9448_01550
ERR1913014.4214642__1.4214642	292800__A0A174V693__HMPREF9460_03050
ERR1913014.4214795__1.4214795	820__A0A174CG08__DXB62_13215
ERR1913014.4214812__1.4214812	239935__A0A3F3K9J9__DEF40_00940
ERR1913014.4214821__1.4214821	1262700__R5XEQ4__BN695_01576
ERR1913014.4215084__1.4215084	818__Q8A3I3__HMPREF2534_00068
ERR1913014.4215198__1.4215198	821__A0A0P0LFP6__C5Z04_13890
ERR1913014.4215386__1.4215386	820__A0A174G065__DXB62_08975
ERR1913014.4215472__1.4215472	820__A0A139K1Y6__DXB48_02610
ERR1913014.4215508__1.4215508	328814__GCA_004558275.1_00076
ERR1913014.4215723__1.4215723	239935__B2UNF6__CXU17_03450
ERR1913014.4215741__1.4215741	1262989__R6YB80__BN815_02299
ERR1913014.4215876__1.4215876	333367__C0DBH4__CLOSTASPAR_06629
ERR1913014.4215907__1.4215907	821__A0A3E4XY72__NCTC10583_01067
ERR1913014.4215925__1.4215925	28117__B0MYW7__ALIPUT_02336
ERR1913014.4215936__1.4215936	821__U6RDC2__DXD46_15675
ERR1913014.4215995__1.4215995	818__E5C5U7__SAMN05216253_101163
ERR1913014.4216141__1.4216141	239935__B2URL9__CXU12_02290
ERR1913014.4216142__1.4216142	820__A0A174G065__DXB62_08975
ERR1913014.4216382__1.4216382	820__A0A174G065__DXB62_08975
ERR1913014.4216393__1.4216393	1263005__R6F114__BN497_00356
ERR1913014.4216432__1.4216432	1965660__A0A1Y3SHL5__B5G34_07185
ERR1913014.4216589__1.4216589	292800__A0A174P641__tap_4
ERR1913014.4216641__1.4216641	1262989__R6YP31__BN815_01593
ERR1913014.4216859__1.4216859	239935__R6J4Y4__CXU17_09810
ERR1913014.4216871__1.4216871	818__A0A3E5HHL6__C799_04659
ERR1913014.4216971__1.4216971	820__A0A174DZ97__SAMN05444418_101240
ERR1913014.4216985__1.4216985	820__A0A174M9V5__M093_0237
ERR1913014.4217014__1.4217014	47678__R5UXJ2__DW706_08325
ERR1913014.4217023__1.4217023	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.4217042__1.4217042	357276__B6W1J2__BACDOR_03380
ERR1913014.4217238__1.4217238	33025__A0A395JB30__C8D73_1034
ERR1913014.4217345__1.4217345	487174__K0X1V7__DIT83_03020
ERR1913014.4217289__1.4217289	47678__R5UU99__C5Z00_11925
ERR1913014.4217294__1.4217294	820__A7V9F9__B5G17_14640
ERR1913014.4217431__1.4217431	487174__K0X0F6__HMPREF9448_01444
ERR1913014.4217567__1.4217567	821__A0A0P0L952__M097_4235
ERR1913014.4217727__1.4217727	239935__A0A2N8IQU3__CXU22_05890
ERR1913014.4217744__1.4217744	28118__R6F6B2__B5F99_03180
ERR1913014.4217881__1.4217881	1099853__U5CER2__NSB1T_13270
ERR1913014.4217896__1.4217896	818__A0A1H7L4U6__BSIG_3287
ERR1913014.4218026__1.4218026	39492__D4JUJ6__ssuB_2
ERR1913014.4218039__1.4218039	84112__C8WKI5__Elen_0301
ERR1913014.4218225__1.4218225	246787__R6KCH8__csbC
ERR1913014.4218237__1.4218237	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913014.4218312__1.4218312	823__D0TCC2__HMPREF1075_01590
ERR1913014.4218426__1.4218426	28117__R7JIJ8__BHV66_01635
ERR1913014.4218429__1.4218429	1512__A0A174IEH4__HMPREF9474_03659
ERR1913014.4218454__1.4218454	471189__GCA_003340385.1_00088
ERR1913014.4218484__1.4218484	820__A0A3E4IBC1__M094_0628
ERR1913014.4218498__1.4218498	333367__C0DBP7__CLOSTASPAR_06704
ERR1913014.4218652__1.4218652	821__R6F3Y1__SAMN04487923_104318
ERR1913014.4218738__1.4218738	820__R9HUV5__HMPREF2141_02582
ERR1913014.4219026__1.4219026	239935__A0A2N8HX65__CXU17_02540
ERR1913014.4219113__1.4219113	1099853__G9S8L1__NSB1T_03030
ERR1913014.4219129__1.4219129	818__A0A174N1L6__ERS852511_02039
ERR1913014.4219491__1.4219491	239935__A0A139TSG7__CXU17_09600
ERR1913014.4219475__1.4219475	246787__I8V2S2__BACCELL_02524
ERR1913014.4219522__1.4219522	820__R7E9Z4__DXC68_06065
ERR1913014.4219558__1.4219558	1547__B0N4V4__DW242_11360
ERR1913014.4219577__1.4219577	820__A0A139KG60__M094_2679
ERR1913014.4219658__1.4219658	28116__A0A078Q626__HMPREF1070_02735
ERR1913014.4219712__1.4219712	626929__F3PKG7__SAMN05444376_0720
ERR1913014.4219767__1.4219767	239935__A0A2N8HB50__CXU17_02615
ERR1913014.4219737__1.4219737	106588__A6P303__BACCAP_04887
ERR1913014.4219803__1.4219803	818__A0A174N1L6__ERS852511_02039
ERR1913014.4219854__1.4219854	820__A0A174B4N2__M093_2531
ERR1913014.4219864__1.4219864	821__A0A174T998__DXB82_10860
ERR1913014.4219870__1.4219870	820__A0A174FUF0__HMPREF1073_03308
ERR1913014.4219934__1.4219934	820__A0A3E4HWJ4__DXD40_05945
ERR1913014.4220037__1.4220037	471189__GCA_003340385.1_00109
ERR1913014.4220237__1.4220237	821__A0A396F598__CUU_3259
ERR1913014.4220283__1.4220283	487174__K0WUW8__DDY40_02615
ERR1913014.4220345__1.4220345	239935__R7E4Y3__CXU15_13135
ERR1913014.4220401__1.4220401	39492__D4JUR4__ERS852540_01427
ERR1913014.4220423__1.4220423	820__A0A139JRS5__HMPREF1073_04025
ERR1913014.4220523__1.4220523	1780381__A0A143ZW14__BN3661_01776
ERR1913014.4220530__1.4220530	820__A0A173XIP7__B5G17_16050
ERR1913014.4220610__1.4220610	820__A0A3E4W984__pssA
ERR1913014.4220657__1.4220657	1262743__R5C054__BN727_01980
ERR1913014.4220734__1.4220734	239935__A0A2N8IAZ5__xseA
ERR1913014.4220780__1.4220780	818__A0A0P0EV21__NCTC13706_01181
ERR1913014.4220883__1.4220883	239935__A0A2N8IQX1__dnaA
ERR1913014.4220912__1.4220912	239935__R6IYQ1__CXU15_06450
ERR1913014.4220986__1.4220986	820__A0A374Q351__DXD40_05850
ERR1913014.4221111__1.4221111	820__A7VAR9__ERS852421_00197
ERR1913014.4221126__1.4221126	821__A0A0P0L952__M097_4235
ERR1913014.4221135__1.4221135	1262700__R5X9S4__BN695_00717
ERR1913014.4221239__1.4221239	1263109__GCA_000438135.1_01189
ERR1913014.4221297__1.4221297	821__A0A395UNT8__DXD64_15275
ERR1913014.4221356__1.4221356	1512__E7GTK1__ERS852479_01641
ERR1913014.4221384__1.4221384	39492__D4JV38__EUBSIR_01205
ERR1913014.4221435__1.4221435	820__A0A174GK47__ERS852421_00200
ERR1913014.4221519__1.4221519	820__A0A174M9V5__M093_0237
ERR1913014.4221660__1.4221660	821__A0A395VIK7__BVU_1225
ERR1913014.4221677__1.4221677	239935__A0A2N8HHN7__folK
ERR1913014.4221712__1.4221712	1512__A0A174JPE2__NCTC13233_04247
ERR1913014.4221686__1.4221686	820__A0A139KJR5__M093_4469
ERR1913014.4221824__1.4221824	239935__B2UNF6__CXU17_03450
ERR1913014.4221857__1.4221857	1522__G1VR19__ADH65_13210
ERR1913014.4221876__1.4221876	246787__I8V2S2__BACCELL_02524
ERR1913014.4221896__1.4221896	821__D4VC51__M099_1508
ERR1913014.4221899__1.4221899	1262989__R6Y585__BN815_02251
ERR1913014.4221908__1.4221908	1522__G1VKG0__SAMN05216507_10222
ERR1913014.4221952__1.4221952	1547__B0N0R6__DXB93_16040
ERR1913014.4221960__1.4221960	1547__B0N0G0__CLORAM_00245
ERR1913014.4222100__1.4222100	820__A0A174CK74__DXB48_07060
ERR1913014.4222310__1.4222310	1263005__R6ETF4__BN497_00777
ERR1913014.4222347__1.4222347	820__A0A174R952__DXB48_02570
ERR1913014.4222365__1.4222365	28117__B0MTS2__ALIPUT_00159
ERR1913014.4222400__1.4222400	1653434__A0A150YCD4__DW871_00535
ERR1913014.4222441__1.4222441	239935__A0A2N8HB50__CXU17_02615
ERR1913014.4222446__1.4222446	246787__R6KBH9__HMPREF1062_04676
ERR1913014.4222502__1.4222502	189722__E0NQU7__HMPREF0658_0548
ERR1913014.4222561__1.4222561	821__A0A0P0LFP6__C5Z04_13890
ERR1913014.4222574__1.4222574	820__A7V9F9__B5G17_14640
ERR1913014.4222581__1.4222581	544644__GCA_001915615.1_00060
ERR1913014.4222652__1.4222652	820__A0A174CK74__DXB48_07060
ERR1913014.4222682__1.4222682	818__A0A3E5GY47__SAMN02910322_02002
ERR1913014.4222733__1.4222733	39492__D4JRS7__ERS852540_02076
ERR1913014.4222773__1.4222773	28117__B0MWP2__ALIPUT_01468
ERR1913014.4222859__1.4222859	818__A0A3E5GX69__NCTC13706_00796
ERR1913014.4222860__1.4222860	239935__A0A2N8IVT6__CXU13_08520
ERR1913014.4222974__1.4222974	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913014.4223018__1.4223018	820__A0A174M9V5__M093_0237
ERR1913014.4223085__1.4223085	292800__G9YQ32__ERS852518_04089
ERR1913014.4223317__1.4223317	333367__C0CYQ5__CLOSTASPAR_02132
ERR1913014.4223363__1.4223363	47678__R5U3L4__C5Z00_12600
ERR1913014.4223402__1.4223402	820__A7VAS1__HMPREF2141_03259
ERR1913014.4223626__1.4223626	818__R7KZU1__ERS852430_01306
ERR1913014.4223691__1.4223691	818__Q8A0V7__BSIG_2755
ERR1913014.4223765__1.4223765	818__A0A0P0FBI1__NCTC10582_00163
ERR1913014.4223782__1.4223782	487174__K0WXI9__HMPREF9448_02340
ERR1913014.4223918__1.4223918	1262743__R5C054__BN727_01980
ERR1913014.4224107__1.4224107	1262743__R5C054__BN727_01980
ERR1913014.4224143__1.4224143	821__C3RB94__DXC03_15585
ERR1913014.4224170__1.4224170	239935__A0A2N8IDX4__CXU20_07380
ERR1913014.4224182__1.4224182	208479__A8RTF5__HMPREF1089_01378
ERR1913014.4224199__1.4224199	853__A0A173XRA8__CGS56_09290
ERR1913014.4224369__1.4224369	1099853__G9S871__NSB1T_02700
ERR1913014.4224386__1.4224386	1263005__R6END4__BN497_01517
ERR1913014.4224471__1.4224471	239935__A0A2N8IZH1__CXU17_10040
ERR1913014.4224542__1.4224542	28117__R7JIJ8__BHV66_01635
ERR1913014.4224564__1.4224564	239935__A0A2N8IAY7__CXU13_02935
ERR1913014.4224601__1.4224601	189722__E0NQU7__HMPREF0658_0548
ERR1913014.4224571__1.4224571	818__A0A1H7TGM1__BJP75_010615
ERR1913014.4224746__1.4224746	47678__R5USS6__C5Z00_03300
ERR1913014.4224770__1.4224770	820__A0A174F0C1__nreB
ERR1913014.4224791__1.4224791	246787__A0A0P0FS62__HMPREF1062_05447
ERR1913014.4224965__1.4224965	239935__A0A139TPD8__CXU12_11015
ERR1913014.4224918__1.4224918	818__C6IEV5__ERS852430_00644
ERR1913014.4225023__1.4225023	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.4225068__1.4225068	820__A0A3E4W984__pssA
ERR1913014.4225127__1.4225127	820__I9J701__ERS852510_01809
ERR1913014.4225158__1.4225158	820__A0A3E4WA06__ERS852554_03404
ERR1913014.4225301__1.4225301	239935__A0A2N8HB50__CXU17_02615
ERR1913014.4225312__1.4225312	28117__B0MU76__ALIPUT_00202
ERR1913014.4225398__1.4225398	239935__A0A2N8IAZ5__xseA
ERR1913014.4225423__1.4225423	239935__A0A2N8HB50__CXU17_02615
ERR1913014.4225639__1.4225639	239935__A0A2N8IVT6__CXU13_08520
ERR1913014.4225770__1.4225770	246787__A0A0P0GIA4__AA416_04405
ERR1913014.4225782__1.4225782	189722__E0NQU7__HMPREF0658_0548
ERR1913014.4225785__1.4225785	1381__group_451
ERR1913014.4225788__1.4225788	820__A0A139KH21__DXC80_01780
ERR1913014.4225829__1.4225829	818__A0A0N7IAV7__ERS852557_04536
