ERR1913147.60__1.60	28117__B0MTV5__BHV66_06415
ERR1913147.577390__1.577390	1263107__GCA_000436995.1_00011
ERR1913147.577704__1.577704	1263107__GCA_000436995.1_00040
ERR1913147.577826__1.577826	1263107__GCA_000436995.1_00032
ERR1913147.577846__1.577846	39488__A0A285PQW6__EHLA_1294
ERR1913147.578089__1.578089	28116__D4WLZ3__C5Z02_24105
ERR1913147.578070__1.578070	39485__A0A174Z3B9__ERS852492_00779
ERR1913147.578230__1.578230	239935__A0A2N8I368__CXT95_04550
ERR1913147.578313__1.578313	1685__A0A3D8UE34__NRBB18_0294
ERR1913147.578383__1.578383	239935__A0A2N8IU14__ADH72_05655
ERR1913147.578345__1.578345	820__A0A173YYG4__evgS_3
ERR1913147.578437__1.578437	46503__A7AG59__ERS852463_00349
ERR1913147.578511__1.578511	239935__A0A2N8IIB9__CXU04_01970
ERR1913147.578595__1.578595	40520__A0A396A315__DXB81_12480
ERR1913147.578758__1.578758	28117__B0MTH2__ALIPUT_00061
ERR1913147.578792__1.578792	28116__A0A3D2LWY1__ERS852555_01619
ERR1913147.578951__1.578951	1150298__A0A174E950__ERS852498_02096
ERR1913147.579030__1.579030	239935__A0A139TMD2__CXU18_02250
ERR1913147.579078__1.579078	823__K6AMD2__B5F32_04565
ERR1913147.579115__1.579115	239935__A0A2N8ITG2__Amuc_0335
ERR1913147.579134__1.579134	46503__R6X0P0__DXB61_03855
ERR1913147.579249__1.579249	40520__R7DDA4__RUMOBE_00531
ERR1913147.579290__1.579290	820__A0A174DZ97__SAMN05444418_101240
ERR1913147.579305__1.579305	29348__B1C554__CLOSPI_02223
ERR1913147.579340__1.579340	1262739__R6MVZ8__BN659_00759
ERR1913147.579518__1.579518	820__A0A139K1Y6__DXB48_02610
ERR1913147.579490__1.579490	823__E1YV41__BDI_1376
ERR1913147.579502__1.579502	46503__R6X6Y1__DCY29_15600
ERR1913147.579571__1.579571	28116__A0A3A9HSJ8__DXD69_15065
ERR1913147.579652__1.579652	239935__A0A139TPD4__CXT86_06450
ERR1913147.579694__1.579694	172901__A0A2U1ARD1__C8D82_12318
ERR1913147.579763__1.579763	116085__D4J8J7__DW747_08845
ERR1913147.579940__1.579940	1263107__GCA_000436995.1_00129
ERR1913147.580027__1.580027	39491__A0A395V5R3__EUBREC_1883
ERR1913147.580128__1.580128	239935__A0A2N8ITW6__CXT91_06265
ERR1913147.580286__1.580286	239935__A0A2N8ITG2__Amuc_0335
ERR1913147.580302__1.580302	239935__A0A2N8HTZ8__CXU09_01270
ERR1913147.580444__1.580444	410072__A0A174DEZ0__COPCOM_01936
ERR1913147.580566__1.580566	39485__C4Z6K2__ERS852490_00407
ERR1913147.580906__1.580906	820__A0A3E4G3J9__ERS852459_02265
ERR1913147.581134__1.581134	821__A0A174NM17__lacZ_6
ERR1913147.581245__1.581245	818__A0A0P0F391__BJP75_009470
ERR1913147.581257__1.581257	821__A0A173XDD3__DXB82_17180
ERR1913147.581292__1.581292	28116__A0A396DFW5__C5Z02_07010
ERR1913147.581331__1.581331	239935__A0A139TPG3__CXT86_08810
ERR1913147.581552__1.581552	39485__C4Z6F3__EUBELI_20400
ERR1913147.581570__1.581570	820__A0A3E4IGA7__DXD40_07110
ERR1913147.581640__1.581640	1150298__A0A174L2G3__ERS852498_01371
ERR1913147.581650__1.581650	820__I9J701__ERS852510_01809
ERR1913147.581673__1.581673	214856__R6XQX8__ERS852559_02550
ERR1913147.581943__1.581943	239935__A0A2N8IMC9__CXU09_02095
ERR1913147.581965__1.581965	239935__A0A2N8J2P6__ADH72_06730
ERR1913147.582247__1.582247	1262869__R7CPD0__BN625_00137
ERR1913147.582260__1.582260	239935__R7E524__CXT91_06180
ERR1913147.582285__1.582285	821__A0A395UNT8__DXD64_15275
ERR1913147.582294__1.582294	239935__R6JFR5__CXT84_04850
ERR1913147.582310__1.582310	147206__GCF_000156215.1_01820
ERR1913147.582486__1.582486	820__R9I324__HMPREF2141_02414
ERR1913147.582499__1.582499	820__A0A3E4GE89__DXB48_02565
ERR1913147.582804__1.582804	239935__A0A3F3K9J9__DEF40_00940
ERR1913147.582852__1.582852	239935__A0A2N8IU14__ADH72_05655
ERR1913147.582910__1.582910	239935__A0A139TVJ4__CXT86_02020
ERR1913147.582899__1.582899	239935__R6IZT7__CXU18_11710
ERR1913147.583033__1.583033	823__A0A073I9P2__CF162_18000
ERR1913147.583390__1.583390	556259__I0PYM3__BSGG_5385
ERR1913147.583458__1.583458	28116__I9ST00__M088_5588
ERR1913147.583642__1.583642	166486__D4KUE6__ROSINTL182_08604
ERR1913147.583790__1.583790	239935__A0A2N8IEP3__CXT84_03735
ERR1913147.583897__1.583897	239935__A0A2N8IIB9__CXU04_01970
ERR1913147.584100__1.584100	239935__A0A139TLF5__CXU18_06685
ERR1913147.584178__1.584178	301302__A0A173T7E8__M72_26791
ERR1913147.584331__1.584331	216816__A0A395XZB7__DXD37_04075
ERR1913147.584413__1.584413	820__A7VAR9__ERS852421_00197
ERR1913147.584737__1.584737	39491__A0A396FIU1__DXC13_07905
ERR1913147.584839__1.584839	239935__A0A2N8HT44__CXT84_11035
ERR1913147.584944__1.584944	387661__B7B842__B5F96_11290
ERR1913147.585147__1.585147	2173__A0A1D2WSZ3__Msm_1724
ERR1913147.585152__1.585152	46503__R6WQ01__PARMER_03826
ERR1913147.585183__1.585183	387661__K5YL92__PRABACTJOHN_01669
ERR1913147.585232__1.585232	2292352__A0A374UQE7__DXC23_04185
ERR1913147.585402__1.585402	239935__A0A2N8IU45__DEF40_02365
ERR1913147.585561__1.585561	820__A0A139KIL9__DXC68_05945
ERR1913147.585775__1.585775	239935__A0A2N8IF99__lpdA
ERR1913147.585984__1.585984	46503__A7AG59__ERS852463_00349
ERR1913147.586025__1.586025	301302__A0A0M6WZT5__M72_18331
ERR1913147.586299__1.586299	328814__GCA_004558275.1_01621
ERR1913147.586452__1.586452	46503__A7AG53__DD461_14240
ERR1913147.586462__1.586462	39492__D4JTF2__mutS2
ERR1913147.586635__1.586635	301302__A0A0M6W9N8__tig_2
ERR1913147.586600__1.586600	239935__A0A2N8IL82__CXU02_11740
ERR1913147.586716__1.586716	28116__I9ST00__M088_5588
ERR1913147.586747__1.586747	239935__R6JAS2__CXU02_10725
ERR1913147.587159__1.587159	46503__R6Y8M7__ERS852463_01228
ERR1913147.587245__1.587245	239935__A0A2N8IRW0__A4V05_11620
ERR1913147.587321__1.587321	239935__A0A2N8INZ4__CXU08_03560
ERR1913147.587458__1.587458	418240__A0A174DPG4__ERS852523_03206
ERR1913147.587573__1.587573	239935__A0A139TPG3__CXT86_08810
ERR1913147.587696__1.587696	823__A0A355XLS2__ERS852380_02644
ERR1913147.587747__1.587747	1550024__G9RXY7__TQ39_00100
ERR1913147.587783__1.587783	239935__A0A3F3K9J9__DEF40_00940
ERR1913147.588122__1.588122	239935__R6J5N6__CXT99_10770
ERR1913147.588190__1.588190	28116__A0A1Y4PWE4__M089_4352
ERR1913147.588230__1.588230	46503__R6XDP9__ERS852463_01752
ERR1913147.588207__1.588207	454154__G5SVN0__HMPREF9441_03447
ERR1913147.588335__1.588335	239935__A0A2N8HT18__CXT93_06135
ERR1913147.588367__1.588367	239935__A0A2N8IL82__CXU02_11740
ERR1913147.588408__1.588408	1150298__A0A174HDJ7__ERS852535_00590
ERR1913147.588456__1.588456	1262911__R6GP42__BN557_00222
ERR1913147.588483__1.588483	2173__A0A1D2WTF2__METSMIALI_00289
ERR1913147.588670__1.588670	28116__R6JI94__ERS852555_01222
ERR1913147.588756__1.588756	28116__A7LS02__DXF98_24100
ERR1913147.588783__1.588783	410072__A0A173SHF2__COPCOM_03201
ERR1913147.588837__1.588837	28117__B0MT86__BHV66_02450
ERR1913147.588844__1.588844	487175__F3QIX2__HMPREF9439_00872
ERR1913147.589296__1.589296	823__D7IUM6__M091_1082
ERR1913147.589352__1.589352	166486__D4KZ14__inlA_1
ERR1913147.589391__1.589391	214856__R6XP73__ERS852447_00886
ERR1913147.589419__1.589419	410072__C0B9G6__ERS852481_03113
ERR1913147.589535__1.589535	1262869__R7CUB7__BN625_00451
ERR1913147.589728__1.589728	239935__A0A2N8HB50__CXU17_02615
ERR1913147.589799__1.589799	1150298__R7JTY5__ERS852406_02079
ERR1913147.589801__1.589801	239935__A0A2N8HTZ8__CXU09_01270
ERR1913147.589980__1.589980	46503__R6Y837__PARMER_03866
ERR1913147.589988__1.589988	239935__B2UPZ6__CXU03_03800
ERR1913147.590074__1.590074	820__A0A174R952__DXB48_02570
ERR1913147.590230__1.590230	39485__C4Z5L2__ERS852490_00659
ERR1913147.590369__1.590369	239935__A0A2N8IF99__lpdA
ERR1913147.590502__1.590502	823__A0A355XH29__lolE_1
ERR1913147.591032__1.591032	823__C7XC05__ERS852429_02119
ERR1913147.591114__1.591114	239935__R6K0V8__CXT94_02055
ERR1913147.591163__1.591163	820__A0A3E4VZT7__DXB48_16145
ERR1913147.591315__1.591315	820__R9I2U8__DXC68_09590
ERR1913147.591461__1.591461	239935__A0A2N8HT18__CXT93_06135
ERR1913147.591538__1.591538	46503__A7AHZ8__PARMER_03051
ERR1913147.591551__1.591551	820__A0A139KH21__DXC80_01780
ERR1913147.591638__1.591638	1150298__R7JNQ8__ERS852406_00857
ERR1913147.591667__1.591667	28052__A0A174KY36__mepA_13
ERR1913147.591992__1.591992	310298__B3JQJ5__BACCOP_04231
ERR1913147.592020__1.592020	301302__A0A0M6WIU8__M72_26811
ERR1913147.592149__1.592149	39492__D4JX87__EUBSIR_00361
ERR1913147.592184__1.592184	239935__B2UL21__CXT98_03395
ERR1913147.592417__1.592417	46503__R6X6Y7__ERS852463_01453
ERR1913147.592381__1.592381	820__A0A174KKV6__DXC07_02635
ERR1913147.592480__1.592480	28116__A0A1Y4Q112__evgS_13
ERR1913147.592806__1.592806	39488__A0A285PMW6__ERS852450_00808
ERR1913147.592814__1.592814	46503__R6X5E7__PARMER_00245
ERR1913147.592890__1.592890	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913147.592932__1.592932	33039__D4M6E9__ERS852390_02866
ERR1913147.593066__1.593066	28116__I9ST00__M088_5588
ERR1913147.593209__1.593209	46503__A7ABE8__ERS852463_00185
ERR1913147.593262__1.593262	239935__A0A2N8HZW2__A4V05_11120
ERR1913147.593295__1.593295	28116__A7LYG5__M089_5828
ERR1913147.593343__1.593343	552398__T5RKT4__HMPREF0866_04531
ERR1913147.593376__1.593376	1150298__A0A174SLE6__mlc_1
ERR1913147.593477__1.593477	28116__A0A1G8H1M8__DXF98_11065
ERR1913147.593481__1.593481	853__A0A173T0Y8__CGS54_07215
ERR1913147.593517__1.593517	1150298__A0A174J629__ERS852498_00833
ERR1913147.593640__1.593640	39492__D4MIX3__ERS852540_01230
ERR1913147.593649__1.593649	239935__A0A139TVJ4__CXT86_02020
ERR1913147.593806__1.593806	239935__A0A2N8IRW0__A4V05_11620
ERR1913147.593838__1.593838	239935__A0A2N8HT44__CXT84_11035
ERR1913147.593956__1.593956	239935__A0A2N8I3Z7__CXU05_10555
ERR1913147.594189__1.594189	1262743__R5C054__BN727_01980
ERR1913147.594202__1.594202	1150298__A0A174M5S6__ERS852498_01656
ERR1913147.594360__1.594360	301301__A0A173YZL6__RHOM_00815
ERR1913147.594453__1.594453	239935__A0A3F3K9J9__DEF40_00940
ERR1913147.594471__1.594471	820__A7VAR9__ERS852421_00197
ERR1913147.594544__1.594544	214856__R6XNE7__ERS852447_02267
ERR1913147.594650__1.594650	46503__R6Y8M7__ERS852463_01228
ERR1913147.594664__1.594664	46503__B7B776__DXB85_00355
ERR1913147.594678__1.594678	39488__A0A174CKH9__EUBHAL_00342
ERR1913147.594719__1.594719	28117__B0MYZ8__BHV66_04535
ERR1913147.594844__1.594844	820__A0A174R952__DXB48_02570
ERR1913147.594997__1.594997	39492__D4JWG6__EUBSIR_00253
ERR1913147.595062__1.595062	214856__R6XTZ7__ERS852447_02314
ERR1913147.595072__1.595072	28117__B0MZ14__ALIPUT_02383
ERR1913147.595086__1.595086	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913147.595098__1.595098	239935__A0A2N8I9I3__CXU19_12035
ERR1913147.595139__1.595139	823__A0A355XLQ9__DXC05_02185
ERR1913147.595290__1.595290	28117__B0MY41__BHV66_05165
ERR1913147.595406__1.595406	1262869__R7CL54__BN625_00830
ERR1913147.595444__1.595444	239935__A0A2N8IMD6__CXU03_05585
ERR1913147.595939__1.595939	823__A0A355XF06__B5F32_11480
ERR1913147.595978__1.595978	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913147.596062__1.596062	46503__R5DDT4__DD461_14650
ERR1913147.596070__1.596070	28116__A0A078Q626__HMPREF1070_02735
ERR1913147.596109__1.596109	460384__A0A1I0CZ01__C7256_13465
ERR1913147.596181__1.596181	46503__R6XAG6__DXB85_14995
ERR1913147.596204__1.596204	214856__A0A174FS21__ERS852447_02393
ERR1913147.596320__1.596320	46503__R6WTW1__NCTC13052_03440
ERR1913147.596447__1.596447	46503__R6X8Q3__fepA_2
ERR1913147.596494__1.596494	823__A0A355XF06__B5F32_11480
ERR1913147.596643__1.596643	552398__F4XHU2__HMPREF0866_03196
ERR1913147.596788__1.596788	214856__I3YPI7__pepD_1
ERR1913147.596843__1.596843	46503__A7ABE8__ERS852463_00185
ERR1913147.596905__1.596905	239935__A0A139TPU7__CXT91_06575
ERR1913147.596999__1.596999	239935__A0A139TQT9__Amuc_1197
ERR1913147.597282__1.597282	239935__A0A2N8IVR0__CXT87_07115
ERR1913147.597314__1.597314	46503__K5YT67__HMPREF1060_04023
ERR1913147.597368__1.597368	46503__A7AFM3__HMPREF1078_00209
ERR1913147.597370__1.597370	310298__B3JQJ5__BACCOP_04231
ERR1913147.597391__1.597391	172901__A0A2U1A9V8__C8D82_1656
ERR1913147.597422__1.597422	820__A0A174DZ97__SAMN05444418_101240
ERR1913147.597577__1.597577	823__A0A355XN36__DXB14_02385
ERR1913147.597562__1.597562	820__A0A374Q351__DXD40_05850
ERR1913147.597767__1.597767	328814__GCA_004558275.1_00239
ERR1913147.597780__1.597780	239935__A0A139TPD4__CXT86_06450
ERR1913147.597801__1.597801	28116__A0A1G6G9R4__CUY_0131
ERR1913147.597840__1.597840	46503__R6Y901__HMPREF1060_01754
ERR1913147.597919__1.597919	458033__GCA_001482755.1_02203
ERR1913147.597953__1.597953	28116__A0A395VRD0__HMPREF1017_03376
ERR1913147.598035__1.598035	46503__R6Y9P8__evgS_3
ERR1913147.598070__1.598070	823__D0T9E4__DHW69_09115
ERR1913147.598164__1.598164	28116__C3QMW4__BACOVA_04147
ERR1913147.598173__1.598173	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.598248__1.598248	821__A0A173WG51__BVU_2549
ERR1913147.598366__1.598366	239935__A0A2N8HSC0__CXU06_05505
ERR1913147.598536__1.598536	39485__C4Z6F3__EUBELI_20400
ERR1913147.598538__1.598538	1263107__GCA_000436995.1_00076
ERR1913147.598542__1.598542	28116__A7LXT4__DXF98_03755
ERR1913147.598570__1.598570	28116__A7M344__BACOV975_04644
ERR1913147.598617__1.598617	28116__A0A1Y4Q112__evgS_13
ERR1913147.598655__1.598655	28052__A0A174H9I6__ERS852451_00172
ERR1913147.598731__1.598731	239935__A0A2N8HUU6__CXT90_06150
ERR1913147.599045__1.599045	46503__R6X0P2__DD461_08655
ERR1913147.599202__1.599202	78448__A0A087CJL2__BPULL_1635
ERR1913147.599374__1.599374	394340__rplT
ERR1913147.599483__1.599483	1680__A0A173Y6N7__yhaH
ERR1913147.599662__1.599662	853__A0A173YYY4__DWZ04_09420
ERR1913147.599753__1.599753	28116__A0A3A9HSJ8__DXD69_15065
ERR1913147.599757__1.599757	35833__E5Y355__HMPREF0179_00616
ERR1913147.600035__1.600035	46503__R6Y1Q8__DXB85_01295
ERR1913147.600069__1.600069	46503__R6WYJ8__DXB85_13825
ERR1913147.600253__1.600253	1150298__R7JRK4__ERS852406_01648
ERR1913147.600378__1.600378	239935__A0A139TMY7__CXU13_02020
ERR1913147.600388__1.600388	28117__B0MTI4__ALIPUT_00084
ERR1913147.600476__1.600476	239935__A0A2N8I5A2__DEF40_08455
ERR1913147.600542__1.600542	820__A0A3E4QZJ7__C801_01798
ERR1913147.600609__1.600609	820__A0A173WUD7__DXB48_08055
ERR1913147.600793__1.600793	28116__A7LXT4__DXF98_03755
ERR1913147.600897__1.600897	821__A0A396ER29__ERS852457_02298
ERR1913147.600940__1.600940	28116__R6DIL2__DXD69_10970
ERR1913147.601031__1.601031	39492__D4JRM9__bglB_2
ERR1913147.601098__1.601098	823__A0A174JYU9__DER51_02115
ERR1913147.601107__1.601107	214856__R6XS46__ERS852559_00812
ERR1913147.601126__1.601126	39496__A5Z8C5__EUBVEN_01966
ERR1913147.601206__1.601206	46503__A0A3E4ZQ73__ERS852463_01043
ERR1913147.601550__1.601550	823__A0A355WYX8__CF162_07950
ERR1913147.601631__1.601631	39496__A5Z937__EUBVEN_02230
ERR1913147.601698__1.601698	239935__A0A2N8INK7__Amuc_0521
ERR1913147.601732__1.601732	820__A0A174KKV6__DXC07_02635
ERR1913147.601749__1.601749	239935__A0A2N8INZ4__CXU08_03560
ERR1913147.601724__1.601724	556259__I0PYJ6__BSGG_5210
ERR1913147.602149__1.602149	1150298__R7JNQ8__ERS852406_00857
ERR1913147.602275__1.602275	214856__A0A173W3Y5__ERS852559_02032
ERR1913147.602446__1.602446	820__A0A173YYG4__evgS_3
ERR1913147.602581__1.602581	1150298__A0A174KW35__cbbX
ERR1913147.602631__1.602631	1680__A0A3E4SB79__BAD_1517
ERR1913147.602695__1.602695	33039__D4M4L0__ERS852577_02891
ERR1913147.602928__1.602928	239935__A0A2N8J1K0__CXT97_05765
ERR1913147.603007__1.603007	39485__R6AKA4__rssA
ERR1913147.602995__1.602995	239935__A0A2N8ILG3__CXT93_10135
ERR1913147.603609__1.603609	1262869__R7CRP7__BN625_01723
ERR1913147.603653__1.603653	239935__A0A2N8IMC9__CXU09_02095
ERR1913147.603678__1.603678	239935__B2URG6__CXU02_00030
ERR1913147.603739__1.603739	384638__B7ASI3__BACPEC_02038
ERR1913147.604012__1.604012	1099853__U5CER2__NSB1T_13270
ERR1913147.604054__1.604054	28116__A0A3A9HSJ8__DXD69_15065
ERR1913147.604258__1.604258	301302__R5UIY5__M72_17461
ERR1913147.604364__1.604364	28116__E5C3L0__B5F02_21065
ERR1913147.604444__1.604444	2292352__A0A374UM14__DXC23_07860
ERR1913147.604621__1.604621	1262869__R7CV70__BN625_00699
ERR1913147.604638__1.604638	28116__A0A3D2LPA1__CUY_3388
ERR1913147.604653__1.604653	853__A0A2A7A4A9__C4N21_14870
ERR1913147.604723__1.604723	46503__R6Y901__HMPREF1060_01754
ERR1913147.604793__1.604793	239935__A0A2N8IVR0__CXT87_07115
ERR1913147.604909__1.604909	239935__A0A2N8IEP3__CXT84_03735
ERR1913147.605066__1.605066	1150298__A0A174SLJ2__ERS852498_03294
ERR1913147.605134__1.605134	214856__A0A173YGE2__xerD_2
ERR1913147.605302__1.605302	216816__A0A396FVC5__BL71B_00290
ERR1913147.605236__1.605236	39491__A0A395UWA3__DXB69_11805
ERR1913147.605246__1.605246	1680__R5GRA4__ERS852382_01548
ERR1913147.605413__1.605413	239935__A0A139TPU7__CXT91_06575
ERR1913147.605549__1.605549	239935__A0A2N8IV82__CXT99_06735
ERR1913147.605705__1.605705	322505__group_157
ERR1913147.605771__1.605771	239935__A0A2N8INK7__Amuc_0521
ERR1913147.605894__1.605894	823__D7IRG1__NCTC11152_02276
ERR1913147.605856__1.605856	820__A7VAS1__HMPREF2141_03259
ERR1913147.605918__1.605918	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913147.605962__1.605962	820__A7V9F9__B5G17_14640
ERR1913147.605985__1.605985	820__A0A174LJB2__HMPREF1072_04112
ERR1913147.606087__1.606087	33039__D4M4L0__ERS852577_02891
ERR1913147.606119__1.606119	821__A0A0P0M2J4__DXD46_10295
ERR1913147.606259__1.606259	1550024__A0A0D8J3F2__ASJ35_12800
ERR1913147.606343__1.606343	1263107__GCA_000436995.1_00213
ERR1913147.606480__1.606480	2292352__A0A374UQ84__DXC23_03855
ERR1913147.606511__1.606511	239935__A0A2N8HEH9__CXU07_11710
ERR1913147.606594__1.606594	820__A0A139KG60__M094_2679
ERR1913147.606709__1.606709	1263107__GCA_000436995.1_00007
ERR1913147.606857__1.606857	820__A7V9F9__B5G17_14640
ERR1913147.606885__1.606885	458033__GCA_001482755.1_02203
ERR1913147.606886__1.606886	28116__A0A1Y4Q112__evgS_13
ERR1913147.607129__1.607129	239935__A0A2N8IV82__CXT99_06735
ERR1913147.607165__1.607165	39485__A0A174YWE7__EUBELI_00979
ERR1913147.607232__1.607232	820__A0A374QGD2__ERS852421_02382
ERR1913147.607262__1.607262	76489__A0A1E8EUC5__CLOACE_23150
ERR1913147.607339__1.607339	28116__A0A1G8H1M8__DXF98_11065
ERR1913147.607457__1.607457	214856__I3YK71__ERS852559_02472
ERR1913147.607582__1.607582	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913147.607593__1.607593	239935__R7E524__CXT91_06180
ERR1913147.607730__1.607730	39492__D4JQL8__ywpJ
ERR1913147.607710__1.607710	239935__A0A2N8HT44__CXT84_11035
ERR1913147.607851__1.607851	28116__A0A078QF71__HMPREF1070_01231
ERR1913147.607873__1.607873	88431__A0A173WD09__zntR_1
ERR1913147.607969__1.607969	239935__A0A2N8IJI1__B5G29_04615
ERR1913147.608058__1.608058	28116__A0A1G8H1M8__DXF98_11065
ERR1913147.608190__1.608190	239935__A0A2N8HQR1__Amuc_0287
ERR1913147.608212__1.608212	239935__A0A139TVJ4__CXT86_02020
ERR1913147.608254__1.608254	291645__I8XPK0__HMPREF1068_01554
ERR1913147.608430__1.608430	39496__A5Z774__EUBVEN_01557
ERR1913147.608505__1.608505	1550024__G9RXA1__TQ39_18810
ERR1913147.608613__1.608613	371601__I9UUB0__SAMN04487924_11836
ERR1913147.608646__1.608646	28117__B0MYM2__BHV66_04910
ERR1913147.608689__1.608689	46503__R6WYJ8__DXB85_13825
ERR1913147.608786__1.608786	821__C6Z451__BHV80_04265
ERR1913147.608831__1.608831	239935__A0A139TVJ4__CXT86_02020
ERR1913147.608885__1.608885	328814__GCA_004558275.1_00066
ERR1913147.608962__1.608962	46503__R6Y837__PARMER_03866
ERR1913147.609353__1.609353	1680__A0A1V8QAM8__BIFADO_02272
ERR1913147.609485__1.609485	1680__A7A7Z9__AAX71_05385
ERR1913147.609452__1.609452	239935__A0A2N8IVR0__CXT87_07115
ERR1913147.609590__1.609590	239935__A0A139TPG3__CXT86_08810
ERR1913147.609654__1.609654	1262869__R7CS43__BN625_00206
ERR1913147.609696__1.609696	387661__B7B835__HMPREF1077_03360
ERR1913147.609707__1.609707	239935__A0A2N8IYM5__CXT84_05130
ERR1913147.610257__1.610257	39496__A5Z774__EUBVEN_01557
ERR1913147.610376__1.610376	820__A0A1T4IY71__HMPREF2141_02402
ERR1913147.610389__1.610389	387661__K5ZS68__PRABACTJOHN_02984
ERR1913147.610416__1.610416	46503__R5DLM3__HMPREF1078_03417
ERR1913147.610690__1.610690	28116__A0A1G6G9R4__CUY_0131
ERR1913147.610730__1.610730	1150298__A0A174HIS8__ERS852535_00284
ERR1913147.610751__1.610751	28116__A0A139L6N6__HMPREF2532_02529
ERR1913147.610941__1.610941	1262882__R5MH62__BN519_00734
ERR1913147.611045__1.611045	2173__A0A1D2WT40__METSMIALI_00302
ERR1913147.611152__1.611152	1262869__R7CR66__BN625_01456
ERR1913147.611159__1.611159	1897011__A0A1Q6RI93__BHW41_01175
ERR1913147.611381__1.611381	239935__A0A2N8HAQ1__DEF40_05290
ERR1913147.611329__1.611329	172901__A0A2U1BBK2__C8D82_101240
ERR1913147.611416__1.611416	387661__B7B850__HMPREF1077_03351
ERR1913147.611521__1.611521	1262869__R7CPS6__BN625_01465
ERR1913147.611453__1.611453	410072__A0A174LAX8__DXD67_10655
ERR1913147.611484__1.611484	46503__R6WNB1__PARMER_00135
ERR1913147.611630__1.611630	214856__A0A173W3Y5__ERS852559_02032
ERR1913147.611869__1.611869	1965537__A0A1Y4WGD8__B5E42_12680
ERR1913147.611906__1.611906	46503__K5ZM81__DCY29_16460
ERR1913147.611964__1.611964	239935__R6J5N6__CXT99_10770
ERR1913147.612063__1.612063	1796613__A0A1V0QDA8__A4V03_02465
ERR1913147.612141__1.612141	88431__A0A3D0F1H3__ERS852573_02429
ERR1913147.612080__1.612080	172901__A0A2U1AXN3__C8D82_11568
ERR1913147.612179__1.612179	39488__A0A285PMW6__ERS852450_00808
ERR1913147.612231__1.612231	214856__A0A174EJT5__mnmA
ERR1913147.612363__1.612363	823__A0A173VS36__M091_4727
ERR1913147.612456__1.612456	1263107__GCA_000436995.1_00004
ERR1913147.612518__1.612518	28116__A0A3D2LPA1__CUY_3388
ERR1913147.612538__1.612538	239935__A0A2N8HAQ1__DEF40_05290
ERR1913147.612714__1.612714	823__A0A073I5R7__cloSI
ERR1913147.612802__1.612802	820__A0A396EWL3__ERS417307_03868
ERR1913147.612872__1.612872	410072__C0B543__DXD67_15070
ERR1913147.613083__1.613083	1262911__R6HN81__BN557_00921
ERR1913147.613280__1.613280	239935__A0A2N8ITX2__CXT86_11265
ERR1913147.613302__1.613302	239935__B2URG6__CXU02_00030
ERR1913147.613425__1.613425	40520__R7D9K2__DXC87_04105
ERR1913147.613408__1.613408	301302__R5VEI6__cysA_2
ERR1913147.613553__1.613553	1780376__A0A143XQT4__BN3659_01658
ERR1913147.613646__1.613646	28117__B0MXU0__BHV66_07550
ERR1913147.613704__1.613704	28117__B0MY40__BHV66_05170
ERR1913147.613707__1.613707	1262700__R5XBD0__BN695_00459
ERR1913147.613731__1.613731	853__A0A2J4JL53__CRH10_10795
ERR1913147.613808__1.613808	410072__A0A173T062__oxyR
ERR1913147.613881__1.613881	28117__B0MXQ6__ALIPUT_01917
ERR1913147.614137__1.614137	204516__U6RDD8__HMPREF1534_02559
ERR1913147.614553__1.614553	239935__A0A2N8IXN0__CXT95_01765
ERR1913147.614591__1.614591	1965542__A0A1Y4UZQ9__B5E53_16990
ERR1913147.614853__1.614853	239935__A0A2N8HM32__CXT85_08075
ERR1913147.614969__1.614969	853__A0A174AML0__FPR_08640
ERR1913147.615292__1.615292	39491__A0A395V464__EUBREC_1509
ERR1913147.615367__1.615367	239935__A0A2N8HH03__CXU09_08875
ERR1913147.615368__1.615368	820__A0A1T4IYF4__mprA_1
ERR1913147.615376__1.615376	823__A0A174LWY0__lepB
ERR1913147.615528__1.615528	820__E5VA63__DXC80_01025
ERR1913147.615538__1.615538	1150298__R7JU97__ERS852498_02579
ERR1913147.615560__1.615560	239935__A0A2N8IMC9__CXU09_02095
ERR1913147.615615__1.615615	239935__B2UL21__CXT98_03395
ERR1913147.615708__1.615708	40520__A0A174FE08__DXC87_08625
ERR1913147.615753__1.615753	239935__A0A2N8HAQ1__DEF40_05290
ERR1913147.615911__1.615911	46503__R6X0L4__DXB61_05325
ERR1913147.616124__1.616124	820__A0A139K1Y6__DXB48_02610
ERR1913147.616154__1.616154	2173__A0A1D2WU48__Msm_1454
ERR1913147.616157__1.616157	172901__A0A2U1AV31__C8D82_1175
ERR1913147.616185__1.616185	39491__A0A395UXH0__EUBREC_0021
ERR1913147.616285__1.616285	823__A6LHK0__M090_1297
ERR1913147.616335__1.616335	239935__A0A2N8J1K0__CXT97_05765
ERR1913147.616559__1.616559	46503__R6Y4W3__DXB85_01650
ERR1913147.616759__1.616759	1262869__R7CVG2__BN625_00790
ERR1913147.616732__1.616732	239935__A0A2N8IF99__lpdA
