ERR1913190.25__1.25	39491__C4ZC33__DXC13_11585
ERR1913190.793723__1.793723	1897011__A0A1Q6RG62__BHW41_02455
ERR1913190.793954__1.793954	1262882__R5MT42__BN519_01729
ERR1913190.794041__1.794041	47678__R5UAF6__ERS852494_02966
ERR1913190.794019__1.794019	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.794327__1.794327	1897011__A0A1Q6RI93__BHW41_01175
ERR1913190.794498__1.794498	46228__B5CLV0__DXD17_01245
ERR1913190.794590__1.794590	165179__R6C330__DXC61_04975
ERR1913190.794561__1.794561	165179__R6BQP4__DXC61_02015
ERR1913190.794702__1.794702	165179__D1PER3__DXB80_11525
ERR1913190.794777__1.794777	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913190.794919__1.794919	1262882__R5MFA5__BN519_00331
ERR1913190.794877__1.794877	1263000__R5ES99__BN466_01121
ERR1913190.794972__1.794972	28116__I9TDA4__BACOV975_03134
ERR1913190.794985__1.794985	487174__K0X2A4__DDY40_04095
ERR1913190.795002__1.795002	301301__G2T0P1__RHOM_03005
ERR1913190.795063__1.795063	165179__A0A3E5DX15__DXC61_00345
ERR1913190.795175__1.795175	165179__A0A174SA26__PREVCOP_05758
ERR1913190.795215__1.795215	301302__A0A0M6WCE2__M72_20161
ERR1913190.795261__1.795261	165179__D1PCL6__DXB80_13435
ERR1913190.795601__1.795601	1897011__A0A1Q6RI93__BHW41_01175
ERR1913190.795734__1.795734	165179__D1PCL6__DXB80_13435
ERR1913190.795832__1.795832	47678__R5UBT0__CGC64_12195
ERR1913190.795873__1.795873	301301__A0A395VAL3__mcp2_2
ERR1913190.795877__1.795877	1965604__A0A1Y4EPL5__B5F54_11490
ERR1913190.796043__1.796043	165179__A0A3E5AI09__DXC61_05815
ERR1913190.796236__1.796236	165179__D1PEW8__DXB80_13775
ERR1913190.796347__1.796347	1262882__R5N1T9__BN519_00804
ERR1913190.796382__1.796382	165179__D1PEQ5__PREVCOP_05711
ERR1913190.796539__1.796539	1262882__R5MKI3__BN519_00334
ERR1913190.796567__1.796567	165179__D1PGJ6__DXC61_07300
ERR1913190.796569__1.796569	165179__A0A3E5E8N5__DXC61_13460
ERR1913190.796606__1.796606	1262882__R5MKV8__BN519_01281
ERR1913190.796794__1.796794	165179__A0A229I1J2__DXB80_03950
ERR1913190.797062__1.797062	1262882__R5MEI8__BN519_00283
ERR1913190.797130__1.797130	1393034__GCA_001552785.1_00515
ERR1913190.797142__1.797142	1897011__A0A1Q6RE47__BHW41_04715
ERR1913190.797177__1.797177	214856__R6Y6H8__ERS852447_01719
ERR1913190.797253__1.797253	165179__D1PGU8__PREVCOP_06463
ERR1913190.797282__1.797282	1263000__R5EHB0__BN466_01647
ERR1913190.797306__1.797306	1897011__A0A1Q6RG37__BHW41_02405
ERR1913190.797340__1.797340	165179__A0A229I740__DXC61_10430
ERR1913190.797363__1.797363	1263000__R5EK63__BN466_02075
ERR1913190.797498__1.797498	165179__D1PCL6__DXB80_13435
ERR1913190.797500__1.797500	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913190.797653__1.797653	39485__A0A174ZKZ4__spoIIQ_1
ERR1913190.797708__1.797708	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.797727__1.797727	1262882__R5N4P6__BN519_01346
ERR1913190.798099__1.798099	1160721__W0U4D5__RBI_I01230
ERR1913190.798349__1.798349	1262882__R5MIW5__BN519_00945
ERR1913190.798934__1.798934	301301__A0A395V7X3__RHOM_05050
ERR1913190.799046__1.799046	165179__A0A174W369__PREVCOP_04548
ERR1913190.799056__1.799056	487174__K0WY34__DDY40_07435
ERR1913190.799063__1.799063	165179__D1PES9__DXB80_11585
ERR1913190.799248__1.799248	1262882__R5MGX3__BN519_00046
ERR1913190.799364__1.799364	1680__A0A2R4G1K8__BBMN23_0315
ERR1913190.799371__1.799371	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.799438__1.799438	1262992__R5DH03__BN795_00664
ERR1913190.799633__1.799633	165179__D1PDT3__PREVCOP_05375
ERR1913190.799611__1.799611	1262882__R5N1T9__BN519_00804
ERR1913190.799613__1.799613	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913190.800009__1.800009	165179__A0A3E5E920__DXB80_11625
ERR1913190.800048__1.800048	310298__B3JMI6__BACCOP_03139
ERR1913190.800330__1.800330	1501391__GCA_000786575.1_00158
ERR1913190.800339__1.800339	853__A0A173YYY4__DWZ04_09420
ERR1913190.800387__1.800387	1262882__R5MLK3__BN519_00491
ERR1913190.800488__1.800488	1263000__R5ESM1__BN466_01440
ERR1913190.800712__1.800712	1262882__R5MQ68__BN519_01178
ERR1913190.800727__1.800727	820__A0A173YYG4__evgS_3
ERR1913190.800824__1.800824	1263000__R5EHB0__BN466_01647
ERR1913190.800941__1.800941	410072__C0BEV2__ERS852525_03010
ERR1913190.800985__1.800985	1680__A0A1X2ZFB6__AD0028_0856
ERR1913190.800988__1.800988	820__A0A173YYG4__evgS_3
ERR1913190.801144__1.801144	165179__A0A3E5ED28__PREVCOP_06655
ERR1913190.801176__1.801176	1262882__R5MT08__BN519_01706
ERR1913190.801400__1.801400	446660__GCA_003428235.1_01547
ERR1913190.801518__1.801518	1262736__R5YCY9__BN496_00487
ERR1913190.801605__1.801605	214856__A0A173YDP1__ERS852559_00120
ERR1913190.801612__1.801612	301302__A0A173RQG1__M72_18491
ERR1913190.801655__1.801655	165179__D1PES9__DXB80_11585
ERR1913190.801717__1.801717	165179__D1PEQ5__PREVCOP_05711
ERR1913190.802040__1.802040	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.802182__1.802182	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913190.802161__1.802161	214856__R6XS02__ERS852447_01685
ERR1913190.802232__1.802232	39491__A0A395V5L2__ERE_28270
ERR1913190.802287__1.802287	1262882__R5MYI1__BN519_00416
ERR1913190.802549__1.802549	165179__D1PGD2__DXC61_10875
ERR1913190.802644__1.802644	165179__A0A3E5AEF7__DXC61_05000
ERR1913190.803233__1.803233	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913190.803269__1.803269	1897011__A0A1Q6REX7__BHW41_04490
ERR1913190.803390__1.803390	165179__A0A3E5E920__DXB80_11625
ERR1913190.803409__1.803409	1897011__A0A1Q6RE54__BHW41_04745
ERR1913190.803649__1.803649	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913190.803952__1.803952	165179__A0A3E5DZ45__DXC61_02820
ERR1913190.804047__1.804047	214856__R6Y8K1__ERS852447_02509
ERR1913190.804092__1.804092	165179__A0A3E5A554__DXB80_13805
ERR1913190.804097__1.804097	28116__A0A1Y4Q374__ERS852555_04681
ERR1913190.804123__1.804123	165179__D1PGU8__PREVCOP_06463
ERR1913190.804153__1.804153	39485__C4Z0T2__ykvU
ERR1913190.804182__1.804182	165179__D1PES9__DXB80_11585
ERR1913190.804212__1.804212	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913190.804215__1.804215	39485__R6A1W2__ERS852490_01584
ERR1913190.804447__1.804447	1262948__R7E9R0__BN671_01977
ERR1913190.804452__1.804452	1262882__R5N3H1__BN519_01121
ERR1913190.804473__1.804473	165179__D1PAJ7__PREVCOP_04222
ERR1913190.804674__1.804674	165179__D1PAJ7__PREVCOP_04222
ERR1913190.804796__1.804796	165179__A0A3E5DX15__DXC61_00345
ERR1913190.804973__1.804973	165179__A0A3E5DR10__DXC61_03505
ERR1913190.805033__1.805033	39492__D4JR58__EUBSIR_02090
ERR1913190.805161__1.805161	39485__A0A175A403__EUBELI_20577
ERR1913190.805294__1.805294	1897011__A0A1Q6RE67__BHW41_04635
ERR1913190.805374__1.805374	820__A0A174FUF0__HMPREF1073_03308
ERR1913190.805395__1.805395	1262882__R5N532__BN519_01420
ERR1913190.805449__1.805449	1897011__A0A1Q6RH37__BHW41_01795
ERR1913190.805499__1.805499	301301__A0A395VA63__sbcC
ERR1913190.805806__1.805806	712124__F9EJ00__HMPREF9062_2317
ERR1913190.805809__1.805809	39485__C4Z028__ERS852492_00100
ERR1913190.806184__1.806184	33025__A0A395JAA6__C8D73_10641
ERR1913190.806276__1.806276	165179__D1PCL6__DXB80_13435
ERR1913190.806528__1.806528	1262882__R5N678__BN519_01604
ERR1913190.806810__1.806810	853__A0A173YYY4__DWZ04_09420
ERR1913190.807150__1.807150	1680__R5GRA4__ERS852382_01548
ERR1913190.807611__1.807611	1262882__R5MM90__BN519_01721
ERR1913190.807806__1.807806	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.807813__1.807813	1263000__R5ECE2__BN466_00896
ERR1913190.807964__1.807964	165179__A0A3E5DZD8__DXB80_09150
ERR1913190.808052__1.808052	1262882__R5MEN9__BN519_00201
ERR1913190.808102__1.808102	1262882__R5N0M6__BN519_00794
ERR1913190.808420__1.808420	1262882__R5MQ68__BN519_01178
ERR1913190.808523__1.808523	301302__A0A0M6WJW1__ERS852420_02245
ERR1913190.808579__1.808579	165179__D1PCL6__DXB80_13435
ERR1913190.808595__1.808595	165179__D1PEW8__DXB80_13775
ERR1913190.808652__1.808652	1501391__GCA_000786575.1_00027
ERR1913190.808697__1.808697	165179__A0A174W369__PREVCOP_04548
ERR1913190.808749__1.808749	165179__A0A3E5E4T9__DXB80_08030
ERR1913190.808811__1.808811	301301__A0A395V4S5__RHOM_15770
ERR1913190.808825__1.808825	214856__R6Z4Q8__ERS852447_00885
ERR1913190.809091__1.809091	1680__R5GMB5__AD0028_1137
ERR1913190.809103__1.809103	1262736__R5YWL7__BN496_00968
ERR1913190.809124__1.809124	1263000__R5EGY6__BN466_00973
ERR1913190.809444__1.809444	33025__A0A395JBU5__C8D73_10423
ERR1913190.809515__1.809515	1262911__R6GPC5__BN557_00852
ERR1913190.809683__1.809683	820__A0A3E4W084__BACUNI_04042
ERR1913190.810261__1.810261	28117__B0MTY2__BHV66_06485
ERR1913190.810470__1.810470	301301__A0A395V683__RHOM_00495
ERR1913190.810739__1.810739	33025__A0A395JBU5__C8D73_10423
ERR1913190.810856__1.810856	165179__A0A3E5E8N5__DXC61_13460
ERR1913190.810988__1.810988	301302__A0A173T010__M72_26571
ERR1913190.810994__1.810994	165179__A0A3E5EDV6__DXC61_03365
ERR1913190.811165__1.811165	1262911__R6GT99__BN557_01335
ERR1913190.811213__1.811213	165179__A0A3E5EDV6__DXC61_03365
ERR1913190.811381__1.811381	1263030__R5CTB6__BN705_00381
ERR1913190.811438__1.811438	165179__A0A174XZU8__DXB80_12180
ERR1913190.811667__1.811667	820__A0A173YYG4__evgS_3
ERR1913190.811633__1.811633	165179__A0A174W369__PREVCOP_04548
ERR1913190.811641__1.811641	1160721__W0U5X6__RBI_I01796
ERR1913190.811643__1.811643	1262882__R5MM25__BN519_00600
ERR1913190.811712__1.811712	165179__D1PDJ4__DXB80_08505
ERR1913190.811718__1.811718	165179__A0A3E5E920__DXB80_11625
ERR1913190.811812__1.811812	165179__A0A3E5AER8__DXB80_07075
ERR1913190.811827__1.811827	165179__A0A174SR12__DXB80_04410
ERR1913190.812039__1.812039	214856__A0A174A0P3__ERS852447_00994
ERR1913190.812065__1.812065	310298__B3JFI7__BACCOP_00636
ERR1913190.812110__1.812110	1263000__R5ECL2__BN466_00920
ERR1913190.812234__1.812234	28116__F7L4N5__BACOVA_00137
ERR1913190.812241__1.812241	33025__A0A395J8P0__C8D73_1144
ERR1913190.812276__1.812276	165179__A0A229I7F5__DXB80_02650
ERR1913190.812387__1.812387	28116__A0A1Y4Q119__DXD69_10975
ERR1913190.812398__1.812398	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.812679__1.812679	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913190.812704__1.812704	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.812794__1.812794	301301__A0A395VAV8__ERS852391_02437
ERR1913190.813024__1.813024	410072__C0B9A1__COPCOM_01727
ERR1913190.813240__1.813240	1263000__R5EK63__BN466_02075
ERR1913190.813285__1.813285	165179__R6C3K4__PREVCOP_05795
ERR1913190.813379__1.813379	165179__D1PE06__DXC61_05975
ERR1913190.813425__1.813425	1262882__R5MMP8__BN519_01654
ERR1913190.813481__1.813481	165179__A0A3E5EDS1__DXC61_03115
ERR1913190.813506__1.813506	1262882__R5MKL9__BN519_00353
ERR1913190.813736__1.813736	165179__D1PAJ7__PREVCOP_04222
ERR1913190.813936__1.813936	28117__R7JN92__BHV66_00550
ERR1913190.814052__1.814052	214856__I3YMN6__Alfi_1938
ERR1913190.814294__1.814294	239935__A0A2N8IRH4__CXT92_05605
ERR1913190.814670__1.814670	457421__C5ERC0__CBFG_04276
ERR1913190.814931__1.814931	165179__D1PE06__DXC61_05975
ERR1913190.815238__1.815238	165179__D1P9T6__PREVCOP_04016
ERR1913190.815711__1.815711	884684__GCA_002892425.1_01032
ERR1913190.815848__1.815848	165179__A0A3E5DR10__DXC61_03505
ERR1913190.815940__1.815940	823__A0A173TMY6__M096_4753
ERR1913190.816201__1.816201	165179__A0A3E5DR10__DXC61_03505
ERR1913190.816307__1.816307	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.816357__1.816357	544645__A0A1Y3W153__DXC42_10830
ERR1913190.816491__1.816491	165179__A0A174IPI3__CFT61_10940
ERR1913190.816567__1.816567	165179__A0A3E4SB80__DXC61_12880
ERR1913190.816687__1.816687	1897011__A0A1Q6RGA1__BHW41_02610
ERR1913190.816959__1.816959	165179__D1PDJ4__DXB80_08505
ERR1913190.816985__1.816985	165179__D1PDJ4__DXB80_08505
ERR1913190.816998__1.816998	1263000__R5EHB0__BN466_01647
ERR1913190.817009__1.817009	410072__A0A3E4GN60__truA
ERR1913190.817148__1.817148	1262882__R5MLT4__BN519_01496
ERR1913190.817159__1.817159	301301__G2SZ82__RHOM_00970
ERR1913190.817252__1.817252	165179__D1PAN5__PREVCOP_04260
ERR1913190.817502__1.817502	165179__D1PGD2__DXC61_10875
ERR1913190.817523__1.817523	165179__D1PAJ7__PREVCOP_04222
ERR1913190.817603__1.817603	165179__A0A3E5EB26__CFT61_02800
ERR1913190.817744__1.817744	165179__D1PAJ7__PREVCOP_04222
ERR1913190.817846__1.817846	1262882__R5MIW5__BN519_00945
ERR1913190.817984__1.817984	28117__B0MYW7__ALIPUT_02336
ERR1913190.818002__1.818002	165179__A0A229I4J4__proA
ERR1913190.818265__1.818265	544645__A0A1U7L9C2__DXC42_03640
ERR1913190.818388__1.818388	39496__A5Z5I2__EUBVEN_00963
ERR1913190.818420__1.818420	1263006__R6LN71__BN515_01528
ERR1913190.818523__1.818523	853__C7H7F5__DWZ46_01780
ERR1913190.818659__1.818659	1897011__A0A1Q6RI93__BHW41_01175
ERR1913190.818726__1.818726	214856__R6Y6H8__ERS852447_01719
ERR1913190.818860__1.818860	46503__K5ZK07__PARMER_03787
ERR1913190.818903__1.818903	823__D7IRG1__NCTC11152_02276
ERR1913190.819013__1.819013	165179__A0A3E4SID1__DXB80_01945
ERR1913190.819429__1.819429	204516__U6R9E7__HMPREF1534_03313
ERR1913190.819634__1.819634	1262882__R5ML49__BN519_01361
ERR1913190.819684__1.819684	301301__A0A395V4S5__RHOM_15770
ERR1913190.819709__1.819709	2108523__A0A2P2F828__LAWASA_2158
ERR1913190.819788__1.819788	165179__A0A174W369__PREVCOP_04548
ERR1913190.819864__1.819864	47678__A5ZHJ2__DXB67_12405
ERR1913190.819881__1.819881	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913190.820218__1.820218	214856__R6Z288__ERS852447_00734
ERR1913190.820251__1.820251	357276__B6VXX7__HMPREF1063_02683
ERR1913190.820298__1.820298	1550024__A0A3B9WKW6__TQ39_07780
ERR1913190.820529__1.820529	165179__A0A3E5EA83__DXC61_07750
ERR1913190.820579__1.820579	165179__A0A229I1J2__DXB80_03950
ERR1913190.820700__1.820700	301302__A0A0M6WTN6__ERS852420_01659
ERR1913190.820745__1.820745	626932__G5HBL4__HMPREF9450_02324
ERR1913190.820883__1.820883	46228__B5CNQ2__HMPREF1202_00124
ERR1913190.820950__1.820950	1262882__R5MYI1__BN519_00416
ERR1913190.820973__1.820973	301301__A0A395V8K9__RHOM_00130
ERR1913190.821358__1.821358	1262882__R5MYG7__BN519_00405
ERR1913190.821447__1.821447	165179__A0A3E5EB26__CFT61_02800
ERR1913190.821609__1.821609	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.821619__1.821619	1263000__R5ESM1__BN466_01440
ERR1913190.821893__1.821893	2108523__A0A2P2F4H9__LAWASA_905
ERR1913190.821911__1.821911	357276__C3RDQ5__HMPREF1065_03827
ERR1913190.821917__1.821917	214856__A0A174CRY5__ERS852559_01060
ERR1913190.822135__1.822135	165179__R6CJG8__DXC61_09290
ERR1913190.822396__1.822396	39488__C0EY66__prkC_1
ERR1913190.822423__1.822423	301301__G2T5V7__RHOM_15795
ERR1913190.822496__1.822496	165179__A0A3E5AFJ9__CFT61_15180
ERR1913190.822451__1.822451	1160721__R6T8U0__atpF
ERR1913190.822527__1.822527	626932__G5H617__HMPREF9450_00377
ERR1913190.822551__1.822551	46228__V8CCX0__HMPREF1202_00620
ERR1913190.822575__1.822575	165179__R6CNX7__DXB80_02200
ERR1913190.822631__1.822631	1263000__R5EDV4__BN466_01097
ERR1913190.822652__1.822652	33025__A0A395JD30__C8D73_101259
ERR1913190.822674__1.822674	214856__R6XKW1__ERS852559_01141
ERR1913190.822680__1.822680	1262882__R5MRT2__BN519_01494
ERR1913190.822728__1.822728	165179__R6C3K4__PREVCOP_05795
ERR1913190.822729__1.822729	214856__R6Z288__ERS852447_00734
ERR1913190.822927__1.822927	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913190.823717__1.823717	28117__B0MXG8__ALIPUT_01814
ERR1913190.823738__1.823738	165179__A0A3E4SB80__DXC61_12880
ERR1913190.823896__1.823896	1262948__R7EBV0__BN671_00243
ERR1913190.823909__1.823909	33025__A0A395JE11__C8D73_101318
ERR1913190.824018__1.824018	165179__D1PDJ4__DXB80_08505
ERR1913190.824134__1.824134	487174__R5FN40__HMPREF9448_01366
ERR1913190.824212__1.824212	165179__D1PDT3__PREVCOP_05375
ERR1913190.824303__1.824303	1897011__A0A1Q6RH97__BHW41_01945
ERR1913190.824548__1.824548	1263000__R5EI35__BN466_01649
ERR1913190.824641__1.824641	1263000__R5EGY6__BN466_00973
ERR1913190.824752__1.824752	165179__A0A229I1J2__DXB80_03950
ERR1913190.824836__1.824836	1262882__R5MKV8__BN519_01281
ERR1913190.824943__1.824943	214856__R6Z4Q8__ERS852447_00885
ERR1913190.824986__1.824986	46228__B5CQY8__RUMLAC_01887
ERR1913190.824998__1.824998	1262736__R5YAV6__BN496_01775
ERR1913190.825209__1.825209	1262882__R5MRT2__BN519_01494
ERR1913190.825239__1.825239	1262882__R5MYP8__BN519_00439
ERR1913190.825351__1.825351	410072__A0A174DIZ5__ERS852574_01258
ERR1913190.825657__1.825657	165179__A0A3E5E8M8__DXB80_11580
ERR1913190.825895__1.825895	165179__R6CNX7__DXB80_02200
ERR1913190.825991__1.825991	301302__R5VFU2__xynA1
ERR1913190.826019__1.826019	165179__A0A3E5E8N5__DXC61_13460
ERR1913190.826048__1.826048	1262882__R5MND9__BN519_00831
ERR1913190.826119__1.826119	1262882__R5MRS7__BN519_01490
ERR1913190.826142__1.826142	1262882__R5MNC1__BN519_00818
ERR1913190.826362__1.826362	165179__R6CNX7__DXB80_02200
ERR1913190.826768__1.826768	165179__R6CNX7__DXB80_02200
ERR1913190.826964__1.826964	165179__R6CNX7__DXB80_02200
ERR1913190.827053__1.827053	1262736__R5Y1K8__BN496_00775
ERR1913190.827068__1.827068	165179__A0A3E5AHK7__PREVCOP_04289
ERR1913190.827160__1.827160	853__A0A173TAZ8__DWZ46_14590
ERR1913190.827261__1.827261	487174__R5FN40__HMPREF9448_01366
ERR1913190.827295__1.827295	165179__A0A174W369__PREVCOP_04548
ERR1913190.827546__1.827546	165179__D1PAR0__DXB80_01190
ERR1913190.827565__1.827565	165179__D1PCY7__DXB80_02765
ERR1913190.827681__1.827681	214856__A0A174ZJU0__ERS852559_00619
ERR1913190.827651__1.827651	1262743__R5C054__BN727_01980
ERR1913190.827932__1.827932	301301__G2T1C2__RHOM_06165
ERR1913190.827941__1.827941	1262882__R5N3H1__BN519_01121
ERR1913190.828048__1.828048	1262882__R5MFM2__BN519_00460
ERR1913190.828125__1.828125	1262882__R5N5S3__BN519_00085
ERR1913190.828700__1.828700	28117__B0MT73__ALIPUT_00412
ERR1913190.828887__1.828887	552398__F4XCQ4__HMPREF0866_01621
ERR1913190.828909__1.828909	165179__A0A3E5EBY9__CFT61_01220
ERR1913190.828976__1.828976	39496__A5Z5I2__EUBVEN_00963
ERR1913190.829112__1.829112	33025__A0A395JB55__C8D73_104122
ERR1913190.829463__1.829463	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.829517__1.829517	39485__A0A174YW66__ERS852490_03040
ERR1913190.829540__1.829540	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913190.829817__1.829817	1262882__A0A356PSJ4__BN519_01180
ERR1913190.829963__1.829963	28117__R7JIJ8__BHV66_01635
ERR1913190.830075__1.830075	1262911__R6H1B2__BN557_00840
ERR1913190.830185__1.830185	1262942__R7QUX7__BN520_00660
ERR1913190.830262__1.830262	301302__R5UNJ6__M72_26701
ERR1913190.830316__1.830316	39486__B0G873__DXC93_02310
ERR1913190.830378__1.830378	165179__A0A3E5DY64__CFT61_10025
ERR1913190.830523__1.830523	39485__C4Z6B7__EUBELI_20364
ERR1913190.830575__1.830575	556259__E5C614__BSGG_0177
ERR1913190.830578__1.830578	487174__K0WT60__DDY40_05170
ERR1913190.830580__1.830580	1262882__R5MSI5__BN519_01596
ERR1913190.830640__1.830640	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.830693__1.830693	165179__A0A174SA26__PREVCOP_05758
ERR1913190.830702__1.830702	39486__R6S7Q3__DXD84_03220
ERR1913190.830870__1.830870	165179__A0A229I4J4__proA
ERR1913190.830874__1.830874	39492__D4MIY5__EUBSIR_00233
ERR1913190.830927__1.830927	165179__D1P9T6__PREVCOP_04016
ERR1913190.830905__1.830905	165179__A0A3E5E3D6__DXC61_05750
ERR1913190.830958__1.830958	552398__F4XCR9__HMPREF0866_01636
ERR1913190.831023__1.831023	165179__A0A3E5DZA5__DXB80_12550
ERR1913190.831434__1.831434	165179__A0A174SR12__DXB80_04410
ERR1913190.831509__1.831509	1262882__R5N532__BN519_01420
ERR1913190.831547__1.831547	46503__K5ZV67__PARMER_03859
ERR1913190.831523__1.831523	165179__A0A3E5EA83__DXC61_07750
ERR1913190.831669__1.831669	371601__A0A174A4M7__SAMN04487924_102183
ERR1913190.831850__1.831850	1262882__R5N2A9__BN519_00921
ERR1913190.831928__1.831928	1262882__R5MLP5__BN519_01602
ERR1913190.831945__1.831945	28117__B0MYI9__BHV66_05415
ERR1913190.832315__1.832315	165179__A0A3E5E9I4__DXB80_09745
ERR1913190.832472__1.832472	1262882__R5MLA4__BN519_01536
ERR1913190.832551__1.832551	28117__B0MSR5__BHV66_02095
ERR1913190.832866__1.832866	165179__A0A174IHQ2__PREVCOP_05478
ERR1913190.832997__1.832997	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913190.833125__1.833125	556259__E5CG85__BSGG_4458
ERR1913190.833176__1.833176	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913190.833144__1.833144	46503__R6X5E7__PARMER_00245
ERR1913190.833247__1.833247	165179__R6CNX7__DXB80_02200
ERR1913190.833289__1.833289	384638__B7APR0__BACPEC_00666
ERR1913190.833297__1.833297	165179__A0A174W369__PREVCOP_04548
ERR1913190.833661__1.833661	626932__G5H9X8__HMPREF9450_01443
ERR1913190.833704__1.833704	165179__D1PGD2__DXC61_10875
ERR1913190.833748__1.833748	165179__A0A3E5A554__DXB80_13805
ERR1913190.833874__1.833874	33025__A0A395JB55__C8D73_104122
ERR1913190.834326__1.834326	1897011__A0A1Q6RC19__BHW41_06415
ERR1913190.834564__1.834564	626932__G5H8A5__HMPREF9450_01165
ERR1913190.834703__1.834703	1262882__R5MFA5__BN519_00331
ERR1913190.834675__1.834675	165179__D1P8K1__DXB80_06045
ERR1913190.834846__1.834846	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.835192__1.835192	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913190.835220__1.835220	214856__A0A174CRY5__ERS852559_01060
ERR1913190.835732__1.835732	1263000__R5ES99__BN466_01121
ERR1913190.835952__1.835952	76489__A0A1E8EUC5__CLOACE_23150
ERR1913190.835993__1.835993	823__A6LBY1__ERS852380_00510
ERR1913190.836135__1.836135	1262882__R5MND9__BN519_00831
ERR1913190.836138__1.836138	39485__C4Z0I4__ERS852492_00258
ERR1913190.836336__1.836336	28132__D9RV83__HMPREF0660_00835
ERR1913190.836355__1.836355	165179__D1PES9__DXB80_11585
ERR1913190.836517__1.836517	165179__D1PHV2__PREVCOP_06822
ERR1913190.836760__1.836760	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913190.836782__1.836782	165179__D1PHV2__PREVCOP_06822
ERR1913190.836880__1.836880	28117__B0MY40__BHV66_05170
ERR1913190.836953__1.836953	165179__A0A3E5E6S6__DXB80_07575
ERR1913190.837217__1.837217	820__A0A173WZS4__DXD90_10250
ERR1913190.837666__1.837666	1263000__R5EF60__BN466_01316
ERR1913190.837712__1.837712	820__A0A174Q0F0__DXB48_08080
ERR1913190.837817__1.837817	33025__A0A395J8P0__C8D73_1144
ERR1913190.837825__1.837825	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.837907__1.837907	214856__A0A174ZED5__ERS852559_00591
ERR1913190.838075__1.838075	165179__A0A3E5DR10__DXC61_03505
ERR1913190.838376__1.838376	1263000__R5EGY6__BN466_00973
ERR1913190.838553__1.838553	47678__R5U206__C5Z00_07065
ERR1913190.838748__1.838748	853__A0A2A7AXC8__C4N21_14120
ERR1913190.839166__1.839166	165179__A0A174MTF2__DXC61_13200
ERR1913190.839547__1.839547	46503__R6X6L7__HMPREF1060_00291
ERR1913190.839697__1.839697	28117__B0MT38__BHV66_05995
ERR1913190.839707__1.839707	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913190.839743__1.839743	165179__A0A174W369__PREVCOP_04548
ERR1913190.839889__1.839889	1263000__R5EDV4__BN466_01097
ERR1913190.839942__1.839942	1263000__R5EKR3__BN466_00099
ERR1913190.839992__1.839992	357276__I9FGI3__EL88_12385
ERR1913190.839958__1.839958	1263000__R5EUM2__BN466_01747
ERR1913190.840154__1.840154	165179__A0A174XZU8__DXB80_12180
ERR1913190.840183__1.840183	165179__A0A174SR12__DXB80_04410
ERR1913190.840692__1.840692	1897011__A0A1Q6RD70__BHW41_05845
ERR1913190.841264__1.841264	165179__A0A229I4J4__proA
ERR1913190.841300__1.841300	1550024__G9RX51__TQ39_04720
ERR1913190.841453__1.841453	820__A0A139KHD8__ERS417307_00569
ERR1913190.841503__1.841503	165179__R6C3K4__PREVCOP_05795
ERR1913190.841519__1.841519	165179__R6C3K4__PREVCOP_05795
ERR1913190.841564__1.841564	1263000__R5EKT2__BN466_02168
ERR1913190.841570__1.841570	28117__B0MXU6__ALIPUT_01958
ERR1913190.841602__1.841602	1160721__R6T2L9__BHW50_11315
ERR1913190.841646__1.841646	626932__G5H7N2__HMPREF9450_00685
ERR1913190.841741__1.841741	28117__B0MZ14__ALIPUT_02383
ERR1913190.841748__1.841748	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913190.842066__1.842066	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913190.842269__1.842269	1262882__R5N532__BN519_01420
ERR1913190.842298__1.842298	165179__A0A174K816__DXB80_12000
