ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.1402233__1.1402233	28117__B0MZ14__ALIPUT_02383
ERR1913041.1402346__1.1402346	165179__A0A3E5E4T9__DXB80_08030
ERR1913041.1402328__1.1402328	39491__A0A174EQV2__DXB69_10230
ERR1913041.1402436__1.1402436	818__A0A3E5HY51__rpfC_2
ERR1913041.1402542__1.1402542	310298__B3JNG7__BACCOP_03480
ERR1913041.1402613__1.1402613	165179__A0A174IPI3__CFT61_10940
ERR1913041.1402739__1.1402739	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1402957__1.1402957	214856__R6Z7Q9__ERS852447_02172
ERR1913041.1402962__1.1402962	310298__B3JLC6__BACCOP_02712
ERR1913041.1402969__1.1402969	853__E2ZGD9__C7J97_11715
ERR1913041.1403054__1.1403054	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1403249__1.1403249	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1403296__1.1403296	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1403596__1.1403596	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1403632__1.1403632	40518__R5DPA7__RBATCC27255_01319
ERR1913041.1403650__1.1403650	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913041.1403666__1.1403666	165179__A0A3E5A554__DXB80_13805
ERR1913041.1403935__1.1403935	820__A7VAR9__ERS852421_00197
ERR1913041.1403876__1.1403876	39485__C4Z389__ERS852490_01920
ERR1913041.1403889__1.1403889	165179__D1PCL6__DXB80_13435
ERR1913041.1403962__1.1403962	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1403963__1.1403963	39485__A0A174YS20__EUBELI_20202
ERR1913041.1404036__1.1404036	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.1404089__1.1404089	818__A0A0P0FI06__BJP75_017205
ERR1913041.1404158__1.1404158	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1404281__1.1404281	165179__A0A3E5AER8__DXB80_07075
ERR1913041.1404372__1.1404372	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913041.1404403__1.1404403	28117__B0MWC6__BHV66_00965
ERR1913041.1404474__1.1404474	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1404566__1.1404566	28117__B0MXU6__ALIPUT_01958
ERR1913041.1404621__1.1404621	165179__A0A3E5A554__DXB80_13805
ERR1913041.1404584__1.1404584	853__A0A2A6Z8X1__FPR_03410
ERR1913041.1404652__1.1404652	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1404802__1.1404802	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1404815__1.1404815	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1404819__1.1404819	2293125__A0A374BMF4__DW917_15260
ERR1913041.1404888__1.1404888	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.1404885__1.1404885	39491__A0A396FNY7__LD38_16155
ERR1913041.1405001__1.1405001	1262924__R7HPC8__BN585_00139
ERR1913041.1405020__1.1405020	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1405092__1.1405092	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1405077__1.1405077	487173__H1CYC1__HMPREF9453_00359
ERR1913041.1405227__1.1405227	39492__D4JVG7__ERS852540_00946
ERR1913041.1405314__1.1405314	165179__A0A3E5A554__DXB80_13805
ERR1913041.1405342__1.1405342	39491__C4ZCV7__ERE_23110
ERR1913041.1405515__1.1405515	310298__B3JM32__BACCOP_00571
ERR1913041.1405645__1.1405645	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.1405650__1.1405650	487173__H1D0N4__HMPREF9453_01172
ERR1913041.1405793__1.1405793	204516__U6RJY4__HMPREF1534_01494
ERR1913041.1405806__1.1405806	39491__A0A173U130__ERE_16110
ERR1913041.1405857__1.1405857	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1406145__1.1406145	310298__B3JK97__BACCOP_02326
ERR1913041.1406173__1.1406173	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1406241__1.1406241	39491__A0A395V0H3__ERS852417_01192
ERR1913041.1406314__1.1406314	40518__R5DZC6__mreC
ERR1913041.1406391__1.1406391	371601__D6D4P3__BN890_24980
ERR1913041.1406347__1.1406347	853__A0A2A7A628__CGS57_13755
ERR1913041.1406352__1.1406352	204516__U6R7Y8__HMPREF1534_03942
ERR1913041.1406417__1.1406417	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1406495__1.1406495	310298__B3JH76__BACCOP_01230
ERR1913041.1406438__1.1406438	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.1406541__1.1406541	820__A0A3E4QZJ7__C801_01798
ERR1913041.1406619__1.1406619	301301__A0A395VAT7__dhaS_1
ERR1913041.1406633__1.1406633	33039__D4M6R9__truA_4
ERR1913041.1406696__1.1406696	853__E2ZGD9__C7J97_11715
ERR1913041.1406722__1.1406722	410072__A0A173Z452__COPCOM_02514
ERR1913041.1406833__1.1406833	853__A0A2A7B9I6__DW855_13690
ERR1913041.1406885__1.1406885	39491__A0A396FJJ9__DXB76_11995
ERR1913041.1406991__1.1406991	39485__C4Z1Y6__EUBELI_00140
ERR1913041.1407284__1.1407284	261299__W1UPA8__yehU
ERR1913041.1407319__1.1407319	487175__D9Y712__HMPREF9439_02495
ERR1913041.1407321__1.1407321	820__A7VAR9__ERS852421_00197
ERR1913041.1407453__1.1407453	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1407554__1.1407554	204516__U6R9E6__HMPREF1534_03149
ERR1913041.1407553__1.1407553	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913041.1407591__1.1407591	1262924__R7HML0__BN585_01508
ERR1913041.1407777__1.1407777	40518__R5DP91__RBL236_00890
ERR1913041.1407792__1.1407792	28116__A0A3A9HTT7__BACOVA_05446
ERR1913041.1407850__1.1407850	165179__A0A3E5AER8__DXB80_07075
ERR1913041.1407960__1.1407960	310298__B3JFS5__BACCOP_00726
ERR1913041.1408009__1.1408009	28116__A7LYG5__M089_5828
ERR1913041.1408069__1.1408069	39485__A0A174ZBJ8__speA_2
ERR1913041.1408125__1.1408125	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1408160__1.1408160	165179__A0A3E5DZ45__DXC61_02820
ERR1913041.1408182__1.1408182	216816__A0A3D8U3T8__DXD41_09580
ERR1913041.1408202__1.1408202	204516__U6R838__HMPREF1534_03867
ERR1913041.1408283__1.1408283	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1408352__1.1408352	1262913__R7JEY4__BN646_02004
ERR1913041.1408356__1.1408356	410072__A0A173R660__ERS852389_00536
ERR1913041.1408646__1.1408646	310298__B3JH76__BACCOP_01230
ERR1913041.1408746__1.1408746	1147153__GeneID:14181500
ERR1913041.1408855__1.1408855	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1408873__1.1408873	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1408951__1.1408951	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1408952__1.1408952	1262924__R7HMZ4__BN585_01629
ERR1913041.1409009__1.1409009	1262924__R7HLK0__BN585_01496
ERR1913041.1409021__1.1409021	204516__U6R9E6__HMPREF1534_03149
ERR1913041.1409094__1.1409094	40518__R5DUU2__yvhJ_2
ERR1913041.1409140__1.1409140	544644__GCA_001915615.1_01468
ERR1913041.1409235__1.1409235	39485__C4Z434__tilS
ERR1913041.1409504__1.1409504	39491__C4Z9Y3__ERS852417_01808
ERR1913041.1409509__1.1409509	39491__A0A395ZDC6__addB
ERR1913041.1409608__1.1409608	39485__A0A174ZPJ9__tig_2
ERR1913041.1409714__1.1409714	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1409721__1.1409721	216816__A0A2N0SME6__BLIF_1881
ERR1913041.1409902__1.1409902	216816__B7GTR6__BLD_0992
ERR1913041.1409935__1.1409935	357276__A0A076ITU4__EL88_22160
ERR1913041.1409945__1.1409945	39491__A0A173RJ81__DXB76_01570
ERR1913041.1409956__1.1409956	204516__U6R921__HMPREF1534_03932
ERR1913041.1410013__1.1410013	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1410040__1.1410040	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1410091__1.1410091	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1410094__1.1410094	626937__A0A136Q1F3__HMPREF3293_02574
ERR1913041.1410140__1.1410140	1535__A7VNQ0__CLOLEP_01787
ERR1913041.1410145__1.1410145	165179__D1PGU8__PREVCOP_06463
ERR1913041.1410209__1.1410209	1262924__R7HQB7__BN585_02057
ERR1913041.1410275__1.1410275	39492__D4JU94__ispE
ERR1913041.1410309__1.1410309	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1410387__1.1410387	165179__D1PGU8__PREVCOP_06463
ERR1913041.1410360__1.1410360	165179__R6B8D8__DXC61_09245
ERR1913041.1410393__1.1410393	28117__B0MXX3__BHV66_07695
ERR1913041.1410463__1.1410463	28118__A0A1Q6IM78__B5F99_09295
ERR1913041.1410866__1.1410866	1897011__A0A1Q6REP0__BHW41_04040
ERR1913041.1410828__1.1410828	40518__R5DX17__DXD86_01230
ERR1913041.1411070__1.1411070	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913041.1411155__1.1411155	28117__B0MZ14__ALIPUT_02383
ERR1913041.1411169__1.1411169	820__A0A174M9V5__M093_0237
ERR1913041.1411240__1.1411240	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1411305__1.1411305	310298__B3JNG7__BACCOP_03480
ERR1913041.1411404__1.1411404	165179__A0A174SA26__PREVCOP_05758
ERR1913041.1411447__1.1411447	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1411459__1.1411459	28117__B0N028__BHV66_05935
ERR1913041.1411480__1.1411480	39485__C4Z6R3__mcp2_1
ERR1913041.1411526__1.1411526	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1411674__1.1411674	204516__U6RJY4__HMPREF1534_01494
ERR1913041.1411750__1.1411750	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1411822__1.1411822	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1411841__1.1411841	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1411943__1.1411943	40518__R5DPA7__RBATCC27255_01319
ERR1913041.1412045__1.1412045	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1412123__1.1412123	821__A0A173XDD3__DXB82_17180
ERR1913041.1412146__1.1412146	39491__D6E118__DXB69_05765
ERR1913041.1412188__1.1412188	1150298__A0A174DX06__ERS852498_00491
ERR1913041.1412191__1.1412191	310298__B3JLC6__BACCOP_02712
ERR1913041.1412254__1.1412254	1262743__R5C054__BN727_01980
ERR1913041.1412336__1.1412336	820__A0A174FUG6__DXC91_11265
ERR1913041.1412474__1.1412474	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1412517__1.1412517	853__A0A2A7B9I6__DW855_13690
ERR1913041.1412656__1.1412656	204516__U6R7Y8__HMPREF1534_03942
ERR1913041.1412729__1.1412729	39485__A0A174YW66__ERS852490_03040
ERR1913041.1412838__1.1412838	33039__D4M6V6__yjjG
ERR1913041.1412841__1.1412841	216816__A0A133LQN7__BL15B_00780
ERR1913041.1412901__1.1412901	28117__B0MWP2__ALIPUT_01468
ERR1913041.1413151__1.1413151	39485__R5ZNS8__rsmG
ERR1913041.1413234__1.1413234	33038__A0A2N5P754__CDL19_09130
ERR1913041.1413349__1.1413349	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1413436__1.1413436	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.1413498__1.1413498	1262924__R7HLU6__BN585_01291
ERR1913041.1413570__1.1413570	28117__B0MZ22__BHV66_04430
ERR1913041.1413648__1.1413648	28118__R6F1C2__rpoE_1
ERR1913041.1413585__1.1413585	821__A0A3E4WAR6__DXD64_10735
ERR1913041.1413587__1.1413587	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.1413602__1.1413602	204516__U6RDD8__HMPREF1534_02559
ERR1913041.1413681__1.1413681	165179__A0A3E5EA83__DXC61_07750
ERR1913041.1413728__1.1413728	1308__G6EP88__BEN14_03280
ERR1913041.1413919__1.1413919	165179__A0A229I3Z6__PREVCOP_03666
ERR1913041.1413928__1.1413928	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414024__1.1414024	40518__R5DN55__RBATCC27255_01652
ERR1913041.1414148__1.1414148	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414235__1.1414235	310298__B3JLT9__BACCOP_02886
ERR1913041.1414247__1.1414247	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414299__1.1414299	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414346__1.1414346	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414417__1.1414417	1262924__R7HNA9__BN585_00137
ERR1913041.1414440__1.1414440	40518__R5DT16__ysdC_2
ERR1913041.1414455__1.1414455	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414475__1.1414475	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414528__1.1414528	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414530__1.1414530	28116__R6JI94__ERS852555_01222
ERR1913041.1414597__1.1414597	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414643__1.1414643	1262913__R7JPE8__BN646_00316
ERR1913041.1414672__1.1414672	28116__A0A395VZB9__Bovatus_03205
ERR1913041.1414753__1.1414753	165179__D1PGU8__PREVCOP_06463
ERR1913041.1414812__1.1414812	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414822__1.1414822	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414826__1.1414826	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1414974__1.1414974	33038__A7B090__ccpA_4
ERR1913041.1415530__1.1415530	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1415535__1.1415535	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1415591__1.1415591	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1415605__1.1415605	853__A0A2A7B9I6__DW855_13690
ERR1913041.1415672__1.1415672	39491__R6TQ09__DXC13_03010
ERR1913041.1415807__1.1415807	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1415854__1.1415854	28116__E5C5U2__HMPREF2532_02418
ERR1913041.1415969__1.1415969	39491__A0A395UWA3__DXB69_11805
ERR1913041.1415998__1.1415998	39491__A0A395UYA6__EUBREC_0408
ERR1913041.1416132__1.1416132	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1416222__1.1416222	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1416264__1.1416264	310298__B3JH76__BACCOP_01230
ERR1913041.1416375__1.1416375	28118__R6F5T0__Odosp_2509
ERR1913041.1416535__1.1416535	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1416587__1.1416587	39490__A0A2V1JRB7__fusA
ERR1913041.1416667__1.1416667	39492__D4JUD9__EUBSIR_01875
ERR1913041.1416676__1.1416676	165179__D1PHC0__PREVCOP_06640
ERR1913041.1416885__1.1416885	1735__B7CAW7__EUBIFOR_01338
ERR1913041.1417029__1.1417029	39485__A0A174YJA4__EUBELI_20421
ERR1913041.1417257__1.1417257	310298__B3JGJ2__BACCOP_00994
ERR1913041.1417273__1.1417273	165179__A0A174SA26__PREVCOP_05758
ERR1913041.1417297__1.1417297	1262743__R5C054__BN727_01980
ERR1913041.1417386__1.1417386	39491__A0A396FJA4__DXB99_05435
ERR1913041.1417444__1.1417444	1262924__R7HRF6__BN585_01735
ERR1913041.1417556__1.1417556	487173__H1D020__HMPREF9453_00958
ERR1913041.1417558__1.1417558	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1417590__1.1417590	853__A0A173YYY4__DWZ04_09420
ERR1913041.1417711__1.1417711	165179__R6PU83__CFT61_14275
ERR1913041.1417813__1.1417813	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1418241__1.1418241	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1418423__1.1418423	116085__D4JC97__DW747_00040
ERR1913041.1418506__1.1418506	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1418522__1.1418522	39488__A0A285PUH7__ERS852450_00520
ERR1913041.1418669__1.1418669	1262911__R6GPM2__BN557_00937
ERR1913041.1418645__1.1418645	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1418678__1.1418678	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1418728__1.1418728	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.1418861__1.1418861	28117__B0MUB4__BHV66_01895
ERR1913041.1419148__1.1419148	165179__A0A3E5A554__DXB80_13805
ERR1913041.1419149__1.1419149	853__A0A173T8T3__DW882_06555
ERR1913041.1419255__1.1419255	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1419274__1.1419274	1262924__R7HPU8__BN585_00010
ERR1913041.1419336__1.1419336	165179__A0A229I6N7__DXC61_06720
ERR1913041.1419423__1.1419423	40518__R5DS23__DXD86_01715
ERR1913041.1419565__1.1419565	820__A0A174A6K0__M093_0079
ERR1913041.1419554__1.1419554	165179__A0A3E5DV57__DXB80_11400
ERR1913041.1419673__1.1419673	1263000__R5EXT3__BN466_02213
ERR1913041.1419993__1.1419993	28116__A0A078Q626__HMPREF1070_02735
ERR1913041.1420082__1.1420082	1262911__R6GSH8__BN557_00939
ERR1913041.1420129__1.1420129	1263000__R5EXT3__BN466_02213
ERR1913041.1420258__1.1420258	39485__R6AKA4__rssA
ERR1913041.1420263__1.1420263	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.1420287__1.1420287	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1420313__1.1420313	39491__C4Z8S1__DXB76_06750
ERR1913041.1420337__1.1420337	310298__B3JH75__BACCOP_01229
ERR1913041.1420470__1.1420470	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1420602__1.1420602	310298__B3JED9__BACCOP_00230
ERR1913041.1420606__1.1420606	39491__C4ZF05__vpr
ERR1913041.1420618__1.1420618	821__D4VD59__BHV80_04260
ERR1913041.1420734__1.1420734	1262924__R7HRW9__BN585_00665
ERR1913041.1420756__1.1420756	165179__A0A3E5EA43__DXC61_07775
ERR1913041.1420791__1.1420791	214856__R6Y6H8__ERS852447_01719
ERR1913041.1420915__1.1420915	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1420938__1.1420938	40518__R5E8B6__RB5AMG_00876
ERR1913041.1420971__1.1420971	165179__A0A229I443__DXB80_10950
ERR1913041.1420993__1.1420993	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1421012__1.1421012	1262924__R7HTA4__BN585_00391
ERR1913041.1421092__1.1421092	1160721__R6TB54__RBI_I01327
ERR1913041.1421112__1.1421112	310298__B3JGL4__BACCOP_01016
ERR1913041.1421116__1.1421116	1262992__R5D3X7__BN795_00539
ERR1913041.1421298__1.1421298	216816__A0A3D8U3T8__DXD41_09580
ERR1913041.1421373__1.1421373	1262913__R7JGU2__BN646_02213
ERR1913041.1421413__1.1421413	40518__R5DQD6__DXD83_09060
ERR1913041.1421441__1.1421441	853__D4JY61__C4N21_10560
ERR1913041.1421502__1.1421502	204516__U6R9H3__HMPREF1534_03348
ERR1913041.1421606__1.1421606	216816__A0A1D7MV89__EK5BL_04715
ERR1913041.1421622__1.1421622	165179__D1PAV8__DXB80_13055
ERR1913041.1421674__1.1421674	165179__A0A3E5AER8__DXB80_07075
ERR1913041.1421685__1.1421685	39485__A0A174ZPH7__ERS852490_01992
ERR1913041.1421944__1.1421944	1262924__R7HLJ9__BN585_01064
ERR1913041.1421957__1.1421957	100884__E7GDG9__DXB30_03935
ERR1913041.1421997__1.1421997	165179__A0A3E5AER8__DXB80_07075
ERR1913041.1422000__1.1422000	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1422099__1.1422099	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1422203__1.1422203	39488__A0A285PT56__ERS852450_02640
ERR1913041.1422243__1.1422243	1262913__R7JGU5__BN646_02158
ERR1913041.1422256__1.1422256	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1422276__1.1422276	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1422321__1.1422321	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1422350__1.1422350	28117__R7JLL3__ALIPUT_02219
ERR1913041.1422417__1.1422417	310298__B3JNH3__BACCOP_03486
ERR1913041.1422478__1.1422478	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1422571__1.1422571	39488__C0EVP9__ERS852450_03163
ERR1913041.1422734__1.1422734	487173__H1D020__HMPREF9453_00958
ERR1913041.1422820__1.1422820	204516__U6REI9__HMPREF1534_02357
ERR1913041.1422848__1.1422848	28118__R6F6C0__Odosp_0731
ERR1913041.1422920__1.1422920	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1422938__1.1422938	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1422960__1.1422960	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1423103__1.1423103	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1423217__1.1423217	39485__C4Z6J7__ERS852492_02047
ERR1913041.1423230__1.1423230	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1423241__1.1423241	47678__R5UAY9__DW706_07200
ERR1913041.1423535__1.1423535	2293125__A0A374CIC9__DW917_02045
ERR1913041.1423577__1.1423577	853__A0A2A7B9I6__DW855_13690
ERR1913041.1423628__1.1423628	820__A0A139JUD3__DXC91_19380
ERR1913041.1423801__1.1423801	165179__W1I4H6__DXB80_13655
ERR1913041.1423860__1.1423860	40518__R5DME2__DXD86_07315
ERR1913041.1423882__1.1423882	310298__B3JK99__BACCOP_02328
ERR1913041.1423918__1.1423918	310298__B3JJX9__BACCOP_02203
ERR1913041.1423991__1.1423991	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1424015__1.1424015	39485__A0A174ZKZ4__spoIIQ_1
ERR1913041.1424100__1.1424100	820__A0A173W419__DXC68_17760
ERR1913041.1424153__1.1424153	1628085__A0A374VRS5__C7386_10481
ERR1913041.1424292__1.1424292	1160721__W0U633__BHW50_00240
ERR1913041.1424419__1.1424419	1680__A0A087DLC6__C8077_00815
ERR1913041.1424383__1.1424383	204516__U6R8Z4__HMPREF1534_03879
ERR1913041.1424557__1.1424557	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1424764__1.1424764	40518__R5DYF6__RBL263_01812
ERR1913041.1424859__1.1424859	165179__R6C330__DXC61_04975
ERR1913041.1424860__1.1424860	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1424879__1.1424879	1262924__R7HRW7__BN585_01894
ERR1913041.1424947__1.1424947	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913041.1424963__1.1424963	371601__D0TRG1__HMPREF1074_04676
ERR1913041.1424976__1.1424976	1150298__R7JVR8__ERS852498_01126
ERR1913041.1424980__1.1424980	204516__U6RHM5__HMPREF1534_02096
ERR1913041.1425191__1.1425191	1262924__R7HRT1__BN585_00630
ERR1913041.1425244__1.1425244	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1425290__1.1425290	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1425342__1.1425342	165179__A0A174IPI3__CFT61_10940
ERR1913041.1425371__1.1425371	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1425372__1.1425372	165179__A0A174IPI3__CFT61_10940
ERR1913041.1425414__1.1425414	820__A0A174CK74__DXB48_07060
ERR1913041.1425426__1.1425426	487173__H1D2G6__HMPREF9453_01797
ERR1913041.1425490__1.1425490	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1425546__1.1425546	40518__R5E5I9__yvhJ_2
ERR1913041.1425548__1.1425548	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1425631__1.1425631	39485__C4Z0G6__spoIVB
ERR1913041.1425649__1.1425649	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.1425691__1.1425691	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1425710__1.1425710	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1425772__1.1425772	39491__A0A396FJJ9__DXB76_11995
ERR1913041.1425826__1.1425826	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1425861__1.1425861	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1425999__1.1425999	357276__B6VYT9__HMPREF1063_05030
ERR1913041.1426068__1.1426068	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1426153__1.1426153	1262743__R5C054__BN727_01980
ERR1913041.1426157__1.1426157	310298__B3JPY4__BACCOP_04016
ERR1913041.1426273__1.1426273	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1426332__1.1426332	1262924__R7HQD9__BN585_00129
ERR1913041.1426342__1.1426342	39485__A0A175A403__EUBELI_20577
ERR1913041.1426387__1.1426387	310298__B3JLT9__BACCOP_02886
ERR1913041.1426570__1.1426570	165179__A0A3E5AER8__DXB80_07075
ERR1913041.1426573__1.1426573	39485__R5ZHA7__ERS852490_00039
ERR1913041.1426612__1.1426612	246796__GCA_002003685.1_02864
ERR1913041.1426615__1.1426615	853__A0A174CVG7__CGS58_09335
ERR1913041.1426732__1.1426732	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913041.1426754__1.1426754	310298__B3JFS5__BACCOP_00726
ERR1913041.1426833__1.1426833	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1426841__1.1426841	204516__U6R921__HMPREF1534_03932
ERR1913041.1426872__1.1426872	40518__R5E2F3__artQ
ERR1913041.1427150__1.1427150	39485__C4Z028__ERS852492_00100
ERR1913041.1427141__1.1427141	39491__A0A395ZEI6__ERE_07950
ERR1913041.1427471__1.1427471	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1427533__1.1427533	1262739__R6MJ86__BN659_00644
ERR1913041.1427626__1.1427626	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1427630__1.1427630	39488__A0A374NU13__mtnK_2
ERR1913041.1427714__1.1427714	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1427791__1.1427791	39485__A0A174Z4K7__dosC_2
ERR1913041.1427878__1.1427878	28117__B0MTV5__BHV66_06415
ERR1913041.1427965__1.1427965	487174__K0XRP0__DDY40_09260
ERR1913041.1428245__1.1428245	39491__A0A395ZM93__DXD13_03490
ERR1913041.1428266__1.1428266	821__A0A174WBC9__ERS852556_03145
ERR1913041.1428369__1.1428369	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1428388__1.1428388	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1428468__1.1428468	28117__B0MY40__BHV66_05170
ERR1913041.1428438__1.1428438	88431__A0A174G8Q6__ERS852526_02711
ERR1913041.1428500__1.1428500	1262924__R7HQ14__BN585_00419
ERR1913041.1428660__1.1428660	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.1428614__1.1428614	310298__B3JK49__BACCOP_02273
ERR1913041.1428741__1.1428741	39488__A0A173REY4__ecfT_1
ERR1913041.1428745__1.1428745	39491__A0A395ZG96__DXB69_15120
ERR1913041.1428759__1.1428759	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1428791__1.1428791	487173__H1D0R8__HMPREF9453_01206
ERR1913041.1428833__1.1428833	40518__R5DS17__RBATCC27255_00416
ERR1913041.1428854__1.1428854	1680__A1A0V3__C8077_03025
ERR1913041.1428992__1.1428992	310298__B3JF96__BACCOP_00544
ERR1913041.1429012__1.1429012	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1429020__1.1429020	40518__R5E1J7__RBL236_02062
ERR1913041.1429238__1.1429238	310298__B3JNH3__BACCOP_03486
ERR1913041.1429257__1.1429257	1262911__R6HN72__BN557_00911
ERR1913041.1429393__1.1429393	39491__A0A395ZDC6__addB
ERR1913041.1429485__1.1429485	69974__A0A090FEL8__MPL3365_630008
