ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.1565543__1.1565543	1262739__R6MNX4__BN659_01528
ERR1913041.1565566__1.1565566	39491__A0A395V397__EUR_09960
ERR1913041.1565568__1.1565568	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1565571__1.1565571	1262924__R7HKZ9__BN585_01304
ERR1913041.1565585__1.1565585	204516__U6R838__HMPREF1534_03867
ERR1913041.1565614__1.1565614	165179__D1PHC0__PREVCOP_06640
ERR1913041.1565640__1.1565640	28117__B0MXD0__ALIPUT_01669
ERR1913041.1565669__1.1565669	165179__A0A229I3Z6__PREVCOP_03666
ERR1913041.1565798__1.1565798	28116__C3QSX8__SAMN05444282_101331
ERR1913041.1565820__1.1565820	1262924__R7HQ03__BN585_01295
ERR1913041.1565948__1.1565948	1262924__R7HQ73__BN585_02030
ERR1913041.1566159__1.1566159	116085__D4J9Y4__rsmB
ERR1913041.1566145__1.1566145	39491__A0A395UZ82__EUR_31520
ERR1913041.1566359__1.1566359	165179__R6PU83__CFT61_14275
ERR1913041.1566401__1.1566401	165179__A0A3E5E4T9__DXB80_08030
ERR1913041.1566407__1.1566407	74426__rpsS
ERR1913041.1566455__1.1566455	374840__GeneID:2546403
ERR1913041.1566551__1.1566551	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1566621__1.1566621	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1566629__1.1566629	853__A0A2A7B9I6__DW855_13690
ERR1913041.1566806__1.1566806	28117__B0MUX7__ALIPUT_00918
ERR1913041.1566859__1.1566859	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1566911__1.1566911	817__F7LJ01__M074_4674
ERR1913041.1567253__1.1567253	47678__R5UXJ2__DW706_08325
ERR1913041.1567256__1.1567256	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1567288__1.1567288	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913041.1567291__1.1567291	88431__A0A174G8Q6__ERS852526_02711
ERR1913041.1567306__1.1567306	821__C6Z087__DXB90_00750
ERR1913041.1567307__1.1567307	39485__A0A174Z2K9__ERS852490_02052
ERR1913041.1567368__1.1567368	40518__R5DS37__DXD93_01965
ERR1913041.1567346__1.1567346	1262924__R7HU74__BN585_00690
ERR1913041.1567389__1.1567389	310298__B3JQC6__BACCOP_04084
ERR1913041.1567432__1.1567432	1262924__R7HPC8__BN585_00139
ERR1913041.1567687__1.1567687	28118__F9ZCH6__DHW44_07090
ERR1913041.1567748__1.1567748	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1567841__1.1567841	371601__D7J3Z9__CW1_1788
ERR1913041.1568183__1.1568183	853__A0A173T6P2__DWZ46_14595
ERR1913041.1568198__1.1568198	165179__D1PAV8__DXB80_13055
ERR1913041.1568207__1.1568207	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1568235__1.1568235	39491__A0A173SH34__EUR_24920
ERR1913041.1568283__1.1568283	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1568316__1.1568316	39485__R5ZRT8__gmr_6
ERR1913041.1568414__1.1568414	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1568421__1.1568421	310298__B3JF96__BACCOP_00544
ERR1913041.1568449__1.1568449	204516__U6RFV1__HMPREF1534_02560
ERR1913041.1568506__1.1568506	165179__D1PGU8__PREVCOP_06463
ERR1913041.1568613__1.1568613	165179__A0A3E5DN34__DXC61_07865
ERR1913041.1568715__1.1568715	28118__R6FH70__NCTC10826_02742
ERR1913041.1568730__1.1568730	28117__R7JIJ8__BHV66_01635
ERR1913041.1568865__1.1568865	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913041.1568998__1.1568998	204516__U6R9H3__HMPREF1534_03348
ERR1913041.1569052__1.1569052	39491__A0A395ZBQ4__cph2_2
ERR1913041.1569075__1.1569075	410072__A0A174AIQ9__DXD67_07210
ERR1913041.1569070__1.1569070	310298__B3JMG0__BACCOP_03099
ERR1913041.1569088__1.1569088	28117__B0MWC6__BHV66_00965
ERR1913041.1569142__1.1569142	310298__B3JH67__BACCOP_01223
ERR1913041.1569158__1.1569158	1262743__R5C054__BN727_01980
ERR1913041.1569261__1.1569261	39490__U2PBH7__HMPREF0373_03331
ERR1913041.1569322__1.1569322	47678__R5UUB5__ERS852558_00247
ERR1913041.1569338__1.1569338	165179__R6C330__DXC61_04975
ERR1913041.1569346__1.1569346	39485__A0A174ZJ84__EUBELI_00107
ERR1913041.1569418__1.1569418	1262992__R5D586__BN795_00723
ERR1913041.1569468__1.1569468	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1569506__1.1569506	204516__U6RFU0__HMPREF1534_02545
ERR1913041.1569533__1.1569533	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1569534__1.1569534	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1569550__1.1569550	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1569583__1.1569583	853__A0A173XRA8__CGS56_09290
ERR1913041.1569610__1.1569610	1262743__R5C3A8__BN727_00457
ERR1913041.1569616__1.1569616	28118__F9Z5M5__DHW44_03300
ERR1913041.1569664__1.1569664	310298__B3JJG1__BACCOP_02031
ERR1913041.1569814__1.1569814	410072__A0A174AIQ9__DXD67_07210
ERR1913041.1569817__1.1569817	40518__R5E4X1__DXD93_05270
ERR1913041.1569800__1.1569800	165179__A0A3E5DZ45__DXC61_02820
ERR1913041.1569838__1.1569838	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1569944__1.1569944	310298__B3JFK4__BACCOP_00654
ERR1913041.1569924__1.1569924	165179__A0A174IPI3__CFT61_10940
ERR1913041.1569928__1.1569928	39491__A0A396FSR4__ERS852580_02287
ERR1913041.1569935__1.1569935	853__A0A173TAZ8__DWZ46_14590
ERR1913041.1570022__1.1570022	1262911__R6HHR1__BN557_01622
ERR1913041.1570096__1.1570096	40518__R5DYP7__envC
ERR1913041.1570203__1.1570203	310298__B3JNG7__BACCOP_03480
ERR1913041.1570271__1.1570271	28118__F9Z923__B5F93_10455
ERR1913041.1570296__1.1570296	310298__B3JMG0__BACCOP_03099
ERR1913041.1570407__1.1570407	165179__D1PGU8__PREVCOP_06463
ERR1913041.1570448__1.1570448	310298__B3JF96__BACCOP_00544
ERR1913041.1570473__1.1570473	310298__B3JM32__BACCOP_00571
ERR1913041.1570493__1.1570493	487173__H1CYN8__HMPREF9453_00476
ERR1913041.1570494__1.1570494	39491__A0A3E4YFT8__DXB69_10940
ERR1913041.1570684__1.1570684	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1570697__1.1570697	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1570713__1.1570713	165179__A0A3E5DR10__DXC61_03505
ERR1913041.1570748__1.1570748	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1570837__1.1570837	165179__A0A229I7F5__DXB80_02650
ERR1913041.1570916__1.1570916	39485__A0A174YMP3__ERS852490_01032
ERR1913041.1570990__1.1570990	471189__GCA_003340385.1_00221
ERR1913041.1571007__1.1571007	1897011__A0A1Q6RD70__BHW41_05845
ERR1913041.1570966__1.1570966	39485__A0A174Z851__cdaR_1
ERR1913041.1571094__1.1571094	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1571157__1.1571157	853__A0A173XRA8__CGS56_09290
ERR1913041.1571181__1.1571181	1262924__R7HRF6__BN585_01735
ERR1913041.1571204__1.1571204	39491__C4ZHS4__EUR_24420
ERR1913041.1571239__1.1571239	820__A0A3E4GE89__DXB48_02565
ERR1913041.1571427__1.1571427	1262913__R7JGU5__BN646_02158
ERR1913041.1571496__1.1571496	39491__A0A395ZM93__DXD13_03490
ERR1913041.1571520__1.1571520	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.1571532__1.1571532	820__A0A139KHX1__HMPREF2141_00289
ERR1913041.1571621__1.1571621	165179__A0A3E5DR10__DXC61_03505
ERR1913041.1571622__1.1571622	216816__D6DC09__BLIC_a02334
ERR1913041.1571654__1.1571654	410072__A0A174J5N8__sbcC
ERR1913041.1571743__1.1571743	1262913__R7JGU2__BN646_02213
ERR1913041.1571847__1.1571847	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1571889__1.1571889	1262924__R7HU74__BN585_00690
ERR1913041.1571973__1.1571973	28118__R6FAT1__DHW44_00720
ERR1913041.1572035__1.1572035	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913041.1572153__1.1572153	204516__U6R898__HMPREF1534_03335
ERR1913041.1572316__1.1572316	39485__A0A174YMC1__recN
ERR1913041.1572324__1.1572324	165179__D1PGU8__PREVCOP_06463
ERR1913041.1572350__1.1572350	165179__R6C330__DXC61_04975
ERR1913041.1572445__1.1572445	28118__F9ZBL4__NCTC10826_02348
ERR1913041.1572571__1.1572571	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.1572591__1.1572591	487173__H1D0W9__HMPREF9453_01257
ERR1913041.1572617__1.1572617	28117__B0MT84__ALIPUT_00402
ERR1913041.1572630__1.1572630	310298__B3JH75__BACCOP_01229
ERR1913041.1572791__1.1572791	853__A0A3E2V168__FAEPRAM212_00929
ERR1913041.1572943__1.1572943	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1572987__1.1572987	310298__B3JJ24__BACCOP_01886
ERR1913041.1573035__1.1573035	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1573053__1.1573053	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1573241__1.1573241	1262924__R7HML0__BN585_01508
ERR1913041.1573345__1.1573345	310298__B3JM32__BACCOP_00571
ERR1913041.1573355__1.1573355	301301__A0A395VA49__RHOM_13895
ERR1913041.1573433__1.1573433	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1573551__1.1573551	28117__B0MU76__ALIPUT_00202
ERR1913041.1573555__1.1573555	310298__B3JH76__BACCOP_01230
ERR1913041.1573578__1.1573578	204516__U6R921__HMPREF1534_03932
ERR1913041.1573643__1.1573643	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1573747__1.1573747	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1573790__1.1573790	165179__A0A229I7F5__DXB80_02650
ERR1913041.1573793__1.1573793	39491__A0A395V0H6__ERS852580_02570
ERR1913041.1573866__1.1573866	47678__R5UU99__C5Z00_11925
ERR1913041.1573998__1.1573998	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1574098__1.1574098	310298__B3JQL6__BACCOP_04252
ERR1913041.1574182__1.1574182	39491__A0A395ZG74__licR
ERR1913041.1574202__1.1574202	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1574309__1.1574309	28116__A0A1G6G5G9__SAMN05192581_101892
ERR1913041.1574421__1.1574421	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1574484__1.1574484	487173__H1D020__HMPREF9453_00958
ERR1913041.1574506__1.1574506	165179__A0A3E5E8M8__DXB80_11580
ERR1913041.1574513__1.1574513	165179__A0A3E5EB26__CFT61_02800
ERR1913041.1574619__1.1574619	28117__B0MY82__BHV66_04755
ERR1913041.1574639__1.1574639	410072__C0B8Z3__ERS852525_03236
ERR1913041.1574739__1.1574739	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1574697__1.1574697	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1574723__1.1574723	40518__R5E6X1__DXD83_01720
ERR1913041.1574818__1.1574818	853__A0A173T751__C4N24_10280
ERR1913041.1575114__1.1575114	310298__B3JN71__BACCOP_03383
ERR1913041.1575203__1.1575203	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1575288__1.1575288	165179__A0A174IPI3__CFT61_10940
ERR1913041.1575420__1.1575420	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1575395__1.1575395	39485__A0A174Z501__EUBELI_00678
ERR1913041.1575401__1.1575401	310298__B3JH76__BACCOP_01230
ERR1913041.1575440__1.1575440	28118__F9Z750__Odosp_3044
ERR1913041.1575477__1.1575477	74426__purL
ERR1913041.1575560__1.1575560	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1575637__1.1575637	853__A0A173XRA8__CGS56_09290
ERR1913041.1575658__1.1575658	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1575820__1.1575820	28117__B0MWP2__ALIPUT_01468
ERR1913041.1575938__1.1575938	820__A7UYG6__M094_0070
ERR1913041.1575957__1.1575957	853__A0A173TAZ8__DWZ46_14590
ERR1913041.1575962__1.1575962	165179__A0A3E5EA43__DXC61_07775
ERR1913041.1575963__1.1575963	1262924__R7HRW9__BN585_00665
ERR1913041.1576199__1.1576199	1262924__R7HLK0__BN585_01496
ERR1913041.1576203__1.1576203	1262924__R7HQB7__BN585_02057
ERR1913041.1576273__1.1576273	1262924__R7HPZ6__BN585_00681
ERR1913041.1576279__1.1576279	487175__R6A8J0__HMPREF9439_01209
ERR1913041.1576345__1.1576345	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1576437__1.1576437	40520__R7D9B5__RUMOBE_02828
ERR1913041.1576525__1.1576525	165179__A0A3E4SID1__DXB80_01945
ERR1913041.1576744__1.1576744	39485__A0A174YYW2__benM
ERR1913041.1577083__1.1577083	310298__B3JF96__BACCOP_00544
ERR1913041.1577084__1.1577084	165179__A0A229I443__DXB80_10950
ERR1913041.1577103__1.1577103	1262924__R7HPZ6__BN585_00681
ERR1913041.1577217__1.1577217	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1577428__1.1577428	165179__D1PGU8__PREVCOP_06463
ERR1913041.1577684__1.1577684	28117__B0MVL2__BHV66_01645
ERR1913041.1577650__1.1577650	165179__D1PCL6__DXB80_13435
ERR1913041.1577882__1.1577882	823__D7IUM6__M091_1082
ERR1913041.1577951__1.1577951	39485__A0A174Z2K9__ERS852490_02052
ERR1913041.1577929__1.1577929	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913041.1578138__1.1578138	1262924__R7HP42__BN585_02018
ERR1913041.1578191__1.1578191	821__A0A397WGD6__M098_0084
ERR1913041.1578223__1.1578223	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1578247__1.1578247	28117__B0MXR4__BHV66_08025
ERR1913041.1578401__1.1578401	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1578471__1.1578471	165179__D1PAV8__DXB80_13055
ERR1913041.1578480__1.1578480	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1578512__1.1578512	820__A0A174Q0F0__DXB48_08080
ERR1913041.1578524__1.1578524	40518__R5E6G1__DXD83_06815
ERR1913041.1578566__1.1578566	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1578653__1.1578653	39492__D4JSS2__EUBSIR_00553
ERR1913041.1578678__1.1578678	821__E5UY21__C800_02204
ERR1913041.1578735__1.1578735	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1578846__1.1578846	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1578890__1.1578890	165179__A0A229I4J4__proA
ERR1913041.1578973__1.1578973	165179__D1PHC0__PREVCOP_06640
ERR1913041.1579022__1.1579022	1262929__R6EYU3__BN691_00676
ERR1913041.1579217__1.1579217	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1579513__1.1579513	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1579777__1.1579777	33038__A7AYC4__CDL21_13075
ERR1913041.1579855__1.1579855	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913041.1579869__1.1579869	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1579911__1.1579911	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1579963__1.1579963	1262924__R7HU74__BN585_00690
ERR1913041.1579978__1.1579978	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1580099__1.1580099	28117__B0MU53__ALIPUT_00569
ERR1913041.1580167__1.1580167	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1580413__1.1580413	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1580433__1.1580433	310298__B3JQC6__BACCOP_04084
ERR1913041.1580599__1.1580599	40518__A0A1C6H844__DXD93_02510
ERR1913041.1580766__1.1580766	28116__I8YA52__M088_0798
ERR1913041.1580783__1.1580783	28117__B0MXD0__ALIPUT_01669
ERR1913041.1580883__1.1580883	216816__Q8G464__BFS25_05925
ERR1913041.1580916__1.1580916	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1581139__1.1581139	820__A0A139K5E7__DXC68_09550
ERR1913041.1581111__1.1581111	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1581234__1.1581234	28117__B0MWP2__ALIPUT_01468
ERR1913041.1581247__1.1581247	204516__U6R9H3__HMPREF1534_03348
ERR1913041.1581273__1.1581273	214856__A0A174CRY5__ERS852559_01060
ERR1913041.1581325__1.1581325	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1581533__1.1581533	821__A0A174NVL6__NCTC10583_01782
ERR1913041.1581543__1.1581543	410072__C0B733__ERS852525_00482
ERR1913041.1581689__1.1581689	40518__R5DZ88__DXD93_06320
ERR1913041.1581763__1.1581763	28117__B0MWX3__BHV66_03010
ERR1913041.1581775__1.1581775	165179__A0A3E5E4T9__DXB80_08030
ERR1913041.1582063__1.1582063	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1582104__1.1582104	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.1582165__1.1582165	165179__D1PHC0__PREVCOP_06640
ERR1913041.1582247__1.1582247	310298__B3JMZ2__BACCOP_03297
ERR1913041.1582301__1.1582301	39485__A0A174YMI9__cph2_5
ERR1913041.1582492__1.1582492	39485__R5ZRT8__gmr_6
ERR1913041.1582461__1.1582461	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1582469__1.1582469	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1582564__1.1582564	310298__B3JMZ2__BACCOP_03297
ERR1913041.1582585__1.1582585	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1582586__1.1582586	165179__A0A229I6N7__DXC61_06720
ERR1913041.1582670__1.1582670	39485__C4Z1Y9__EUBELI_00143
ERR1913041.1582715__1.1582715	310298__B3JH76__BACCOP_01230
ERR1913041.1582949__1.1582949	165179__A0A3E5DR10__DXC61_03505
ERR1913041.1583081__1.1583081	310298__B3JH76__BACCOP_01230
ERR1913041.1583044__1.1583044	853__A0A2A7AXC8__C4N21_14120
ERR1913041.1583143__1.1583143	154288__A0A174D5C6__ERS852422_02227
ERR1913041.1583236__1.1583236	165179__D1PCT4__DXB80_09470
ERR1913041.1583278__1.1583278	39485__A0A174ZA72__glgB_1
ERR1913041.1583336__1.1583336	39491__C4ZAT2__ERE_28440
ERR1913041.1583346__1.1583346	820__A0A374Q854__HMPREF1073_03281
ERR1913041.1583481__1.1583481	1262924__R7HNA9__BN585_00137
ERR1913041.1583648__1.1583648	630129__A0A087B5Z5__BKAS_1297
ERR1913041.1583666__1.1583666	154288__A0A173ZJP7__rsiV
ERR1913041.1583727__1.1583727	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1583751__1.1583751	1262924__R7HQ14__BN585_00419
ERR1913041.1583807__1.1583807	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1583811__1.1583811	853__D4KAK8__C4N21_13380
ERR1913041.1583848__1.1583848	165179__D1PGU8__PREVCOP_06463
ERR1913041.1583868__1.1583868	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1583891__1.1583891	1262924__R7HU74__BN585_00690
ERR1913041.1583977__1.1583977	204516__U6RNF5__HMPREF1534_00381
ERR1913041.1584306__1.1584306	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1584314__1.1584314	216816__C2GW26__chb
ERR1913041.1584491__1.1584491	821__D4VD59__BHV80_04260
ERR1913041.1584573__1.1584573	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913041.1584553__1.1584553	310298__B3JK99__BACCOP_02328
ERR1913041.1584663__1.1584663	853__A0A173T8T3__DW882_06555
ERR1913041.1584753__1.1584753	853__A0A2A7B9I6__DW855_13690
ERR1913041.1584808__1.1584808	371601__R6DWQ9__SAMN04487924_11954
ERR1913041.1584865__1.1584865	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1584902__1.1584902	165179__A0A3E5A554__DXB80_13805
ERR1913041.1585049__1.1585049	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1585096__1.1585096	39491__A0A395UVM9__DXB76_04540
ERR1913041.1585160__1.1585160	40518__R5DW64__RBL236_01394
ERR1913041.1585179__1.1585179	1262929__R6EYU3__BN691_00676
ERR1913041.1585184__1.1585184	47678__R5U2B3__ERS852558_04029
ERR1913041.1585231__1.1585231	204516__U6RFU0__HMPREF1534_02545
ERR1913041.1585452__1.1585452	165179__D1PHC0__PREVCOP_06640
ERR1913041.1585453__1.1585453	1262743__R5C054__BN727_01980
ERR1913041.1585680__1.1585680	821__A0A0P0LJ37__DXB82_14270
ERR1913041.1585865__1.1585865	39485__R6A1W2__ERS852490_01584
ERR1913041.1585889__1.1585889	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1585966__1.1585966	410072__A0A174LZA3__ERS852389_01302
ERR1913041.1586128__1.1586128	39485__A0A174ZTY8__ycfH
ERR1913041.1586131__1.1586131	418240__R7CJP2__cycB_1
ERR1913041.1586177__1.1586177	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1586264__1.1586264	40518__R5DVH6__DXD86_08955
ERR1913041.1586313__1.1586313	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.1586322__1.1586322	39485__A0A174Z7L4__EUBELI_01085
ERR1913041.1586491__1.1586491	1263044__GCA_000433375.1_01436
ERR1913041.1586458__1.1586458	1628085__A0A2U1BFW2__C7386_10288
ERR1913041.1586538__1.1586538	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1586669__1.1586669	1680__A0A1X2ZKM8__B5789_0981
ERR1913041.1586768__1.1586768	1099853__G9S7Q1__NSB1T_02290
ERR1913041.1586889__1.1586889	165179__A0A3E5DY64__CFT61_10025
ERR1913041.1586896__1.1586896	310298__B3JFK6__BACCOP_00656
ERR1913041.1586917__1.1586917	39485__A0A174ZLN0__EUBELI_00120
ERR1913041.1586926__1.1586926	820__A0A3E4G8F8__ERS852421_01645
ERR1913041.1587069__1.1587069	40518__R5DZ16__DXD86_01455
ERR1913041.1587154__1.1587154	165179__A0A174IPI3__CFT61_10940
ERR1913041.1587287__1.1587287	1796652__ltrA_3
ERR1913041.1587330__1.1587330	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1587431__1.1587431	39491__A0A396FSK3__ERS852417_00383
ERR1913041.1587517__1.1587517	39485__C4Z6F3__EUBELI_20400
ERR1913041.1587541__1.1587541	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1587664__1.1587664	39491__C4ZF05__vpr
ERR1913041.1587691__1.1587691	853__A0A173YYY4__DWZ04_09420
ERR1913041.1587692__1.1587692	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1587811__1.1587811	165179__D1PHC0__PREVCOP_06640
ERR1913041.1587816__1.1587816	1150298__R7JTG8__smf
ERR1913041.1587855__1.1587855	39485__A0A174Z768__ERS852492_00306
ERR1913041.1587871__1.1587871	853__D4JY61__C4N21_10560
ERR1913041.1587948__1.1587948	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1588056__1.1588056	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1588060__1.1588060	165179__A0A174UTZ7__DXC61_06705
ERR1913041.1588079__1.1588079	39485__A0A174YSS6__trxB_2
ERR1913041.1588093__1.1588093	28117__B0MY40__BHV66_05170
ERR1913041.1588094__1.1588094	165179__D1PGU8__PREVCOP_06463
ERR1913041.1588149__1.1588149	821__C6ZAA5__ERS852556_00403
ERR1913041.1588216__1.1588216	39491__A0A0M6WPN4__DXB69_06325
ERR1913041.1588302__1.1588302	1628085__A0A374VPA3__C7386_11438
ERR1913041.1588242__1.1588242	853__A0A173T8T3__DW882_06555
ERR1913041.1588341__1.1588341	39491__A0A396FKI0__DXC13_11560
ERR1913041.1588348__1.1588348	1680__A1A1R1__BIFADO_00076
ERR1913041.1588385__1.1588385	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1588468__1.1588468	354276__A0A172UXX1__SAMEA2273396_02683
ERR1913041.1588713__1.1588713	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1588820__1.1588820	310298__B3JEE8__BACCOP_00239
ERR1913041.1588836__1.1588836	39485__C4Z434__tilS
ERR1913041.1588926__1.1588926	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1588962__1.1588962	487175__D9Y311__HMPREF9439_01466
ERR1913041.1588886__1.1588886	853__A0A2A7B9I6__DW855_13690
ERR1913041.1589032__1.1589032	410072__A0A174J2F2__rimI
ERR1913041.1589149__1.1589149	39491__A0A395UXH0__EUBREC_0021
ERR1913041.1589225__1.1589225	487175__R5EIB6__HMPREF9439_01345
ERR1913041.1589362__1.1589362	165179__A0A3E5EA43__DXC61_07775
ERR1913041.1589469__1.1589469	165179__R6C330__DXC61_04975
ERR1913041.1589550__1.1589550	487173__H1D115__HMPREF9453_02150
ERR1913041.1589777__1.1589777	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1589787__1.1589787	39485__R5ZRT8__gmr_6
ERR1913041.1589949__1.1589949	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1589987__1.1589987	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1589974__1.1589974	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1590019__1.1590019	165179__A0A3E5EA43__DXC61_07775
ERR1913041.1590203__1.1590203	39485__C4Z0T2__ykvU
ERR1913041.1590239__1.1590239	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1590301__1.1590301	820__A0A139JV05__B5G17_18125
ERR1913041.1590420__1.1590420	310298__B3JMZ2__BACCOP_03297
ERR1913041.1590458__1.1590458	853__A0A173YYY4__DWZ04_09420
ERR1913041.1590470__1.1590470	204516__U6RHM5__HMPREF1534_02096
ERR1913041.1590477__1.1590477	165179__A0A174UTZ7__DXC61_06705
ERR1913041.1590492__1.1590492	74426__rpoC
ERR1913041.1590516__1.1590516	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1590567__1.1590567	39491__A0A173TFQ1__rsmF
ERR1913041.1590592__1.1590592	310298__B3JQJ5__BACCOP_04231
ERR1913041.1590627__1.1590627	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1590659__1.1590659	310298__B3JI31__BACCOP_01543
ERR1913041.1590660__1.1590660	853__A0A174AML0__FPR_08640
ERR1913041.1590692__1.1590692	165179__A0A3E5AFJ9__CFT61_15180
ERR1913041.1590908__1.1590908	1262924__R7HPY0__BN585_01950
ERR1913041.1590989__1.1590989	39485__C4Z0G6__spoIVB
ERR1913041.1590992__1.1590992	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1590951__1.1590951	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.1591083__1.1591083	28117__B0MXU0__BHV66_07550
ERR1913041.1591252__1.1591252	310298__B3JQL6__BACCOP_04252
ERR1913041.1591284__1.1591284	1680__A7A2Y2__NCTC11814_00537
ERR1913041.1591355__1.1591355	310298__B3JFK6__BACCOP_00656
ERR1913041.1591377__1.1591377	39485__A0A1Q6PGI7__pehX_3
ERR1913041.1591439__1.1591439	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1591541__1.1591541	28117__B0MXI8__BHV66_08505
ERR1913041.1591680__1.1591680	39485__C4Z0S8__hisK
ERR1913041.1591738__1.1591738	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.1591758__1.1591758	69974__A0A090FEL8__MPL3365_630008
ERR1913041.1591775__1.1591775	626933__H1DGX0__HMPREF9449_01506
ERR1913041.1591869__1.1591869	40519__U2KGE3__RUMCAL_00004
ERR1913041.1591929__1.1591929	884684__GCA_002892425.1_01408
ERR1913041.1592057__1.1592057	39485__A0A174YMI9__cph2_5
