ERR1913314.38__1.38	28116__R6DIL2__DXD69_10970
ERR1913314.894038__1.894038	820__R7E9Z4__DXC68_06065
ERR1913314.894008__1.894008	1680__A0A0C2YNK5__BADO_0780
ERR1913314.894000__1.894000	47678__R5UWN2__BACCAC_01649
ERR1913314.894114__1.894114	214856__A0A174ZLY7__ERS852447_02456
ERR1913314.894239__1.894239	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1913314.894243__1.894243	821__E5UY21__C800_02204
ERR1913314.894211__1.894211	47678__R5UHH8__HMPREF1061_02584
ERR1913314.894326__1.894326	820__A0A3E4VXP2__yesR
ERR1913314.894467__1.894467	821__A0A0P0M4G3__M099_3092
ERR1913314.894484__1.894484	820__A0A174DZ97__SAMN05444418_101240
ERR1913314.894524__1.894524	821__A0A0P0M2J4__DXD46_10295
ERR1913314.894534__1.894534	853__A0A173YYY4__DWZ04_09420
ERR1913314.894627__1.894627	820__A0A396EWL3__ERS417307_03868
ERR1913314.894724__1.894724	47678__R5UGX6__CGC64_16275
ERR1913314.894820__1.894820	823__A0A395YVY3__ERS852513_03204
ERR1913314.894771__1.894771	820__A7V8C2__ERS852554_01338
ERR1913314.894853__1.894853	820__A0A1T4IYF4__mprA_1
ERR1913314.895019__1.895019	187327__G4Q682__Acin_1672
ERR1913314.895154__1.895154	820__A0A174CK74__DXB48_07060
ERR1913314.895327__1.895327	1550024__A0A0W7TR16__TQ39_07995
ERR1913314.895339__1.895339	820__A0A173YYG4__evgS_3
ERR1913314.895384__1.895384	820__A0A3E4WA06__ERS852554_03404
ERR1913314.895470__1.895470	246787__A0A139L268__BcellWH2_03192
ERR1913314.895471__1.895471	823__A0A395YY84__DXC05_19515
ERR1913314.895483__1.895483	820__A0A173YYG4__evgS_3
ERR1913314.895528__1.895528	301302__A0A173RMN7__ERS852420_00721
ERR1913314.895655__1.895655	187327__G4Q3P2__ACDG_00349
ERR1913314.895662__1.895662	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913314.895722__1.895722	626929__R6LKK1__B5F24_07400
ERR1913314.895879__1.895879	487174__K0WUM9__HMPREF9448_02608
ERR1913314.895965__1.895965	821__A0A174NVL6__NCTC10583_01782
ERR1913314.895954__1.895954	820__A0A3E4G826__C801_01612
ERR1913314.895987__1.895987	214856__A0A173Z1B0__ERS852447_00765
ERR1913314.896028__1.896028	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913314.896130__1.896130	1796613__A0A1C7H6N8__ADH74_01350
ERR1913314.896141__1.896141	820__A0A3E4G493__ERS417307_00253
ERR1913314.896152__1.896152	820__A0A139K4T0__ERS852510_03146
ERR1913314.896170__1.896170	40518__R5DVX3__RBL263_01584
ERR1913314.896238__1.896238	39488__A0A174GS53__dnaC_1
ERR1913314.896289__1.896289	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913314.896397__1.896397	40518__R5DU28__DXD86_07960
ERR1913314.896406__1.896406	487174__K0XA48__DDY40_03955
ERR1913314.896460__1.896460	626929__F3PKG7__SAMN05444376_0720
ERR1913314.896596__1.896596	821__I9R3W6__DXC16_12455
ERR1913314.896623__1.896623	487174__K0WUM9__HMPREF9448_02608
ERR1913314.896787__1.896787	821__C6ZAA5__ERS852556_00403
ERR1913314.896885__1.896885	187327__G4Q445__Acin_0599
ERR1913314.896888__1.896888	821__A0A0P0M3U7__DXB90_14325
ERR1913314.897015__1.897015	357276__E5UTL1__HMPREF1065_03551
ERR1913314.897205__1.897205	818__A0A174TXD9__C799_03229
ERR1913314.897249__1.897249	28116__A0A396DFW5__C5Z02_07010
ERR1913314.897319__1.897319	384639__GCA_003096855.1_01177
ERR1913314.897267__1.897267	649756__L1QA71__HMPREF0369_00510
ERR1913314.897417__1.897417	28117__B0MXL6__ALIPUT_01851
ERR1913314.897475__1.897475	572010__adhR
ERR1913314.897546__1.897546	40518__R5DZB1__DXD83_08840
ERR1913314.897591__1.897591	28116__A0A078QF71__HMPREF1070_01231
ERR1913314.897742__1.897742	187327__G4Q3J1__ACDG_01977
ERR1913314.897763__1.897763	40518__R5DS23__DXD86_01715
ERR1913314.897841__1.897841	28116__A0A078Q626__HMPREF1070_02735
ERR1913314.897920__1.897920	820__A0A1T4IYF4__mprA_1
ERR1913314.898118__1.898118	292800__A0A174B4M5__ERS852544_02169
ERR1913314.898129__1.898129	214856__A0A174ZED5__ERS852559_00591
ERR1913314.898407__1.898407	47678__R5U2X1__ERS852494_00033
ERR1913314.898523__1.898523	1150298__A0A174K7D2__ERS852498_01147
ERR1913314.898584__1.898584	28116__A0A1Y4Q114__DXF98_00470
ERR1913314.898592__1.898592	40518__R5DV58__htrA
ERR1913314.898544__1.898544	626929__F3PER9__HMPREF9445_00479
ERR1913314.898649__1.898649	39491__C4ZHS4__EUR_24420
ERR1913314.898705__1.898705	821__A0A395UNT8__DXD64_15275
ERR1913314.898787__1.898787	1603888__A0A133SFZ8__HMPREF3201_01866
ERR1913314.898856__1.898856	40518__R5DZE2__DXD86_07400
ERR1913314.899091__1.899091	28116__R6JI94__ERS852555_01222
ERR1913314.899128__1.899128	47678__R5U3A7__ERS852494_02965
ERR1913314.899178__1.899178	820__A0A139KIL9__DXC68_05945
ERR1913314.899190__1.899190	820__A0A3E4WA06__ERS852554_03404
ERR1913314.899358__1.899358	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913314.899362__1.899362	371601__A0A1Y4VIV8__SAMN05216250_12923
ERR1913314.899357__1.899357	853__A0A173XRA8__CGS56_09290
ERR1913314.899407__1.899407	820__A0A3E4VXP2__yesR
ERR1913314.899421__1.899421	820__A0A3E4WA06__ERS852554_03404
ERR1913314.899502__1.899502	820__A0A139K8N1__ERS852554_00951
ERR1913314.899523__1.899523	820__A0A139K0J1__HMPREF2141_03205
ERR1913314.899529__1.899529	820__A0A139JRS5__HMPREF1073_04025
ERR1913314.899622__1.899622	187327__G4Q2Z3__ACDG_00762
ERR1913314.899764__1.899764	292800__A0A174V693__HMPREF9460_03050
ERR1913314.899846__1.899846	820__A0A3E4G826__C801_01612
ERR1913314.899862__1.899862	820__A0A3E4RU03__M093_0563
ERR1913314.899950__1.899950	820__A0A139KJR5__M093_4469
ERR1913314.900007__1.900007	2108523__A0A2P2FA11__LAWASA_2878
ERR1913314.900041__1.900041	218139__GCA_002259595.1_01048
ERR1913314.900110__1.900110	28116__F7L4X5__M089_2857
ERR1913314.900152__1.900152	40518__R5DP61__DXD86_06345
ERR1913314.900272__1.900272	820__A0A173YYG4__evgS_3
ERR1913314.900297__1.900297	820__A0A139KG60__M094_2679
ERR1913314.900369__1.900369	821__A0A0P0LQT3__DXC03_05050
ERR1913314.900385__1.900385	1776081__A0A1B8WXY4__A0U42_00820
ERR1913314.900432__1.900432	40520__A5ZY33__DXC87_11790
ERR1913314.900681__1.900681	187327__G4Q6A3__ACDG_01732
ERR1913314.900687__1.900687	820__A0A1T4IYF4__mprA_1
ERR1913314.900699__1.900699	820__A7V859__ERS852462_00341
ERR1913314.900784__1.900784	821__I9R3W6__DXC16_12455
ERR1913314.900867__1.900867	40518__R5DYU1__DXD86_01160
ERR1913314.900890__1.900890	187327__G4Q6A3__ACDG_01732
ERR1913314.901025__1.901025	649756__B0P0D0__ERS852571_02742
ERR1913314.901055__1.901055	820__A0A3E4W6P0__gmhA
ERR1913314.901089__1.901089	820__A0A174R952__DXB48_02570
ERR1913314.901096__1.901096	40518__R5E6K4__RB5AMG_02070
ERR1913314.901300__1.901300	28116__F7LEX0__CUY_5042
ERR1913314.901431__1.901431	820__A0A3E4RUC4__DHU98_02635
ERR1913314.901434__1.901434	40518__R5E550__aroK
ERR1913314.901654__1.901654	1680__A0A174BEE7__BSTER_1311
ERR1913314.901771__1.901771	28117__R7JPX7__BHV66_00900
ERR1913314.901806__1.901806	821__A0A395VIK7__BVU_1225
ERR1913314.901843__1.901843	821__I9R3W6__DXC16_12455
ERR1913314.901939__1.901939	821__I9R3W6__DXC16_12455
ERR1913314.902141__1.902141	820__A0A174G065__DXB62_08975
ERR1913314.902355__1.902355	28117__B0MY40__BHV66_05170
ERR1913314.902417__1.902417	39491__A0A174LTW7__DXD13_08720
ERR1913314.902269__1.902269	301302__A0A173R048__M72_22311
ERR1913314.902487__1.902487	187327__G4Q572__Acin_0824
ERR1913314.902509__1.902509	823__A0A355XH29__lolE_1
ERR1913314.902530__1.902530	820__A0A3E4WA06__ERS852554_03404
ERR1913314.902704__1.902704	28052__A0A174NY34__ERS852499_02326
ERR1913314.902786__1.902786	46503__R6WVI6__HMPREF1060_03610
ERR1913314.902734__1.902734	40518__R5E7S2__RBL263_00671
ERR1913314.902751__1.902751	40518__R5E4X1__DXD93_05270
ERR1913314.902877__1.902877	1262869__R7CKK9__BN625_00850
ERR1913314.902974__1.902974	187327__G4Q682__Acin_1672
ERR1913314.902994__1.902994	28026__A0A174APF5__DXC83_00515
ERR1913314.903017__1.903017	820__A0A139KHX1__HMPREF2141_00289
ERR1913314.903060__1.903060	487174__K0XM88__DDY40_02935
ERR1913314.903145__1.903145	821__A0A395UNT8__DXD64_15275
ERR1913314.903153__1.903153	821__A0A395UNT8__DXD64_15275
ERR1913314.903220__1.903220	187327__G4Q3B5__arcB
ERR1913314.903222__1.903222	649756__A0A174J035__DO83_03925
ERR1913314.903225__1.903225	820__A0A396EWL3__ERS417307_03868
ERR1913314.903265__1.903265	47678__R5UER2__CGC64_00710
ERR1913314.903272__1.903272	214856__R6Y0B9__ERS852559_00164
ERR1913314.903355__1.903355	1680__A0A0B5BIU5__BSTER_0145
ERR1913314.903356__1.903356	187327__G4Q628__ACDG_01178
ERR1913314.903486__1.903486	47678__R5U7M7__CGC64_14730
ERR1913314.903552__1.903552	820__A0A3E4RTP0__C801_01067
ERR1913314.903705__1.903705	820__R9HP61__DXC91_01090
ERR1913314.903716__1.903716	301302__A0A0M6WSS7__ERS852420_02367
ERR1913314.903776__1.903776	39488__A0A174ALY3__ERS852450_00805
ERR1913314.903991__1.903991	28052__A0A174HXG0__galK_3
ERR1913314.904022__1.904022	821__D4VD59__BHV80_04260
ERR1913314.904064__1.904064	820__A0A173WZS4__DXD90_10250
ERR1913314.904081__1.904081	818__A0A3E5HVB7__Btheta7330_02386
ERR1913314.904146__1.904146	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913314.904175__1.904175	820__A0A396EUU8__luxQ_3
ERR1913314.904208__1.904208	28116__E5C5U2__HMPREF2532_02418
ERR1913314.904307__1.904307	39491__A0A395UZ82__EUR_31520
ERR1913314.904322__1.904322	820__R9HVB9__DXC68_17285
ERR1913314.904399__1.904399	357276__A0A076J9V8__BACDOR_01395
ERR1913314.904439__1.904439	1099853__R7DKZ4__NSB1T_03875
ERR1913314.904486__1.904486	823__A0A078SYK6__DXB14_02485
ERR1913314.904600__1.904600	823__A0A173TL14__M095_0764
ERR1913314.904670__1.904670	39491__A0A395V5R3__EUBREC_1883
ERR1913314.904740__1.904740	1680__A0A3E4SB79__BAD_1517
ERR1913314.904744__1.904744	821__I9R3W6__DXC16_12455
ERR1913314.904902__1.904902	823__A0A355XGQ3__prmC
ERR1913314.904871__1.904871	47678__R5U9X5__BACCAC_01339
ERR1913314.904997__1.904997	28052__A0A174IP79__gmr_4
ERR1913314.905079__1.905079	39491__A0A395UXH0__EUBREC_0021
ERR1913314.905222__1.905222	820__A7VAR9__ERS852421_00197
ERR1913314.905292__1.905292	820__A0A3E4RUC4__DHU98_02635
ERR1913314.905293__1.905293	187327__G4Q5W1__thi80
ERR1913314.905314__1.905314	187327__G4Q7L1__Acin_1124
ERR1913314.905413__1.905413	169435__A0A174MKJ9__B5F11_16090
ERR1913314.905437__1.905437	1680__A0A087DHN0__AL0462_1532
ERR1913314.905588__1.905588	169435__A0A3E3IC26__B5F55_09505
ERR1913314.905668__1.905668	820__A7V470__HMPREF1072_02076
ERR1913314.905699__1.905699	820__E5VA63__DXC80_01025
ERR1913314.905717__1.905717	818__A0A3E5HDS4__BJP75_002620
ERR1913314.905769__1.905769	820__A0A174TRB5__DXD40_11305
ERR1913314.905786__1.905786	1262783__R6D165__BN558_02339
ERR1913314.905878__1.905878	820__A0A3E4VZT7__DXB48_16145
ERR1913314.905903__1.905903	47678__R5UES3__CGC64_00760
ERR1913314.905996__1.905996	821__R6F3Y1__SAMN04487923_104318
ERR1913314.906014__1.906014	74426__purL
ERR1913314.906229__1.906229	820__R9I3Q7__HMPREF1072_01668
ERR1913314.906269__1.906269	46506__B0NM94__HMPREF1181_03250
ERR1913314.906270__1.906270	246787__A0A0P0G254__axeA1_2
ERR1913314.906429__1.906429	1304__J7TNT8__AWB63_08895
ERR1913314.906464__1.906464	214856__A0A174FS21__ERS852447_02393
ERR1913314.906497__1.906497	820__A7VAS1__HMPREF2141_03259
ERR1913314.906507__1.906507	187327__G4Q4X8__ACDG_00099
ERR1913314.906610__1.906610	40518__R5DUG7__sbcC
ERR1913314.906651__1.906651	820__A7V470__HMPREF1072_02076
ERR1913314.906657__1.906657	821__A0A0P0M2J4__DXD46_10295
ERR1913314.906711__1.906711	626929__A0A1Y4JTW9__B5F97_02770
ERR1913314.906742__1.906742	820__A0A3E4G8F8__ERS852421_01645
ERR1913314.906758__1.906758	823__D7IV95__DXC05_09565
ERR1913314.906792__1.906792	40518__R5E6K5__speA
ERR1913314.906938__1.906938	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913314.906900__1.906900	88431__A0A174MU92__DXB16_00390
ERR1913314.906966__1.906966	47678__R5UAG4__DW706_17045
ERR1913314.907018__1.907018	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913314.907166__1.907166	820__A0A139K4W1__M093_0353
ERR1913314.907202__1.907202	39491__C4ZCV5__DXB99_11855
ERR1913314.907270__1.907270	820__A0A174DZ97__SAMN05444418_101240
ERR1913314.907323__1.907323	40518__R5DYU1__DXD86_01160
ERR1913314.907367__1.907367	40518__R5DUU2__yvhJ_2
ERR1913314.907381__1.907381	821__A0A174RA14__M099_1655
ERR1913314.907396__1.907396	820__A7VAS1__HMPREF2141_03259
ERR1913314.907554__1.907554	28117__B0MXG8__ALIPUT_01814
ERR1913314.907563__1.907563	40518__R5E670__DXD93_06195
ERR1913314.907641__1.907641	649756__D4MUH8__tufA
ERR1913314.907784__1.907784	28118__R6FJE6__NCTC10826_00111
ERR1913314.907843__1.907843	28116__A7M617__SAMN05192582_105025
ERR1913314.908034__1.908034	47678__R5U969__C5Z00_13130
ERR1913314.908083__1.908083	1150298__A0A174QAL8__ERS852498_02570
ERR1913314.908105__1.908105	821__A0A0P0M2J4__DXD46_10295
ERR1913314.908145__1.908145	820__A0A3E4G8F8__ERS852421_01645
ERR1913314.908220__1.908220	820__A0A174M9V5__M093_0237
ERR1913314.908299__1.908299	1150298__R7JT16__ERS852498_00500
ERR1913314.908300__1.908300	820__A0A3E4IGA7__DXD40_07110
ERR1913314.908292__1.908292	46506__B0NSD0__HMPREF1181_00408
ERR1913314.908368__1.908368	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913314.908507__1.908507	823__A0A355XP97__M092_2525
ERR1913314.908530__1.908530	820__A0A174CG08__DXB62_13215
ERR1913314.908626__1.908626	418240__C6JEJ0__ERS852478_00752
ERR1913314.908661__1.908661	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913314.908758__1.908758	820__A0A3E4PYB0__yejM
ERR1913314.908812__1.908812	1628085__A0A3E2Y1H6__C7386_104158
ERR1913314.908813__1.908813	40518__R5E6X1__DXD83_01720
ERR1913314.908904__1.908904	821__I9R3W6__DXC16_12455
ERR1913314.908926__1.908926	40518__R5DT93__DXD86_08730
ERR1913314.909123__1.909123	187327__G4Q6A3__ACDG_01732
ERR1913314.909103__1.909103	821__A0A0P0L8F8__ERS852509_03705
ERR1913314.909110__1.909110	39491__A0A395UZ89__DXB72_12805
ERR1913314.909221__1.909221	214856__A0A174CRY5__ERS852559_01060
ERR1913314.909254__1.909254	821__E5UY21__C800_02204
ERR1913314.909345__1.909345	28116__C3QVY2__SAMN05444282_12234
ERR1913314.909380__1.909380	40518__R5DRY6__RB5AMG_00549
ERR1913314.909388__1.909388	214856__A0A174EJT5__mnmA
ERR1913314.909446__1.909446	74426__rplS
ERR1913314.909534__1.909534	823__A0A174UR44__M095_2641
ERR1913314.909519__1.909519	821__A0A396F9T7__M097_3427
ERR1913314.909686__1.909686	187327__G4Q441__ACDG_01975
ERR1913314.909711__1.909711	820__A0A3E4PYB0__yejM
ERR1913314.909725__1.909725	820__A0A174M9V5__M093_0237
ERR1913314.909871__1.909871	39488__C0EUW7__ERS852578_01381
ERR1913314.910030__1.910030	74426__purL
ERR1913314.910140__1.910140	820__A0A3E4VZS7__DXC07_14435
ERR1913314.910087__1.910087	46506__A0A108TAK3__fepA_3
ERR1913314.910247__1.910247	821__C6Z451__BHV80_04265
ERR1913314.910293__1.910293	820__R9HVB9__DXC68_17285
ERR1913314.910375__1.910375	74426__purC
ERR1913314.910431__1.910431	820__A0A3E4VZY4__ERS852554_01211
ERR1913314.910410__1.910410	28026__A0A396BEF1__DXD43_08450
ERR1913314.910539__1.910539	821__A0A396F9T7__M097_3427
ERR1913314.910705__1.910705	28117__B0MXG8__ALIPUT_01814
ERR1913314.910708__1.910708	47678__R5UT79__ERS852558_03890
ERR1913314.910882__1.910882	187327__G4Q590__Acin_2065
ERR1913314.910905__1.910905	28116__E5C458__BACOV975_02730
ERR1913314.910977__1.910977	820__A0A3E5BMG9__DXD40_05130
ERR1913314.911057__1.911057	187327__U2VMS3__ACDG_00972
ERR1913314.911060__1.911060	28117__B0N007__BHV66_10275
ERR1913314.911225__1.911225	487174__K0X3V7__DIT83_01400
ERR1913314.911253__1.911253	1680__A0A0B5BL52__ERS852382_00480
ERR1913314.911354__1.911354	28116__I9ST00__M088_5588
ERR1913314.911428__1.911428	246787__A0A3D6AV26__BcellWH2_02579
ERR1913314.911489__1.911489	39491__A0A395V464__EUBREC_1509
ERR1913314.911549__1.911549	1150298__R7JRJ7__ERS852406_01438
ERR1913314.911603__1.911603	820__A0A396EWL3__ERS417307_03868
ERR1913314.911608__1.911608	818__R7KVH8__SAMN02910322_00597
ERR1913314.911660__1.911660	28117__B0MTW8__ALIPUT_00502
ERR1913314.911635__1.911635	74426__yccM
ERR1913314.911722__1.911722	820__A0A139JV05__B5G17_18125
ERR1913314.911723__1.911723	28116__A0A1Y4PWN5__M088_3731
ERR1913314.911752__1.911752	357276__A0A076J9V8__BACDOR_01395
ERR1913314.911878__1.911878	301302__R5UPH9__M72_00521
ERR1913314.911997__1.911997	28116__D7K7K3__SAMN05192581_103348
ERR1913314.912002__1.912002	1262869__R7CPN9__BN625_01440
ERR1913314.912052__1.912052	820__A0A174CG08__DXB62_13215
ERR1913314.912125__1.912125	820__A0A3E4VZY4__ERS852554_01211
ERR1913314.912150__1.912150	39491__C4Z875__T1815_09771
ERR1913314.912267__1.912267	556259__I0PYM3__BSGG_5385
ERR1913314.912299__1.912299	1263107__GCA_000436995.1_00132
ERR1913314.912565__1.912565	1308__G6ERN5__A9497_05625
ERR1913314.912650__1.912650	820__A0A139KG60__M094_2679
ERR1913314.912699__1.912699	487174__K0X591__DDY40_01805
ERR1913314.912780__1.912780	820__A0A139K4T0__ERS852510_03146
ERR1913314.912866__1.912866	28117__R7JJM9__ALIPUT_00662
ERR1913314.912983__1.912983	39491__A0A395ZE48__DXB76_02395
ERR1913314.912997__1.912997	820__A0A3E4VZS7__DXC07_14435
ERR1913314.913034__1.913034	28116__A0A395W017__HMPREF1017_03721
ERR1913314.913041__1.913041	187327__G4Q2T7__ACDG_01747
ERR1913314.913066__1.913066	820__A0A173XIP7__B5G17_16050
ERR1913314.913149__1.913149	40518__R5DZB3__RB5AMG_01719
ERR1913314.913247__1.913247	357276__A0A076ISJ4__B5F95_19420
ERR1913314.913311__1.913311	820__A0A139K1Y6__DXB48_02610
ERR1913314.913371__1.913371	1150298__A0A174QSN4__rpoD
ERR1913314.913385__1.913385	28116__A0A1Y4PWX5__rpoE_4
ERR1913314.913412__1.913412	821__E5UY21__C800_02204
ERR1913314.913503__1.913503	28117__B0MXU0__BHV66_07550
ERR1913314.913504__1.913504	169435__A0A174NDA9__ANACOL_03940
ERR1913314.913512__1.913512	820__A0A3E4XM43__DXC91_13960
ERR1913314.913620__1.913620	626929__F3PL44__SAMN05444376_0934
ERR1913314.913680__1.913680	818__A0A0P0FT56__BSIG_1453
ERR1913314.913826__1.913826	40518__R5DZE2__DXD86_07400
ERR1913314.914012__1.914012	187327__R6MEG4__Acin_2254
ERR1913314.914231__1.914231	820__A0A139K4W1__M093_0353
ERR1913314.914388__1.914388	820__I9A4U7__DHU98_12785
ERR1913314.914517__1.914517	1680__A0A087DHN0__AL0462_1532
ERR1913314.914572__1.914572	187327__G4Q449__ACDG_01773
ERR1913314.914592__1.914592	187327__G4Q2R6__Acin_2204
ERR1913314.914637__1.914637	820__A0A139JRH8__HMPREF2141_04326
ERR1913314.914868__1.914868	28116__C3QVY2__SAMN05444282_12234
ERR1913314.914924__1.914924	28117__B0MTY2__BHV66_06485
ERR1913314.915525__1.915525	410072__A0A3E4GN60__truA
ERR1913314.915894__1.915894	820__A0A078S569__gmhB
ERR1913314.915927__1.915927	820__A0A174DZ97__SAMN05444418_101240
ERR1913314.915968__1.915968	1680__A0A0B5BKZ3__DXD60_01450
ERR1913314.915975__1.915975	40518__R5DPA7__RBATCC27255_01319
ERR1913314.916001__1.916001	28052__A0A174KNE1__ptsI_2
ERR1913314.916217__1.916217	28117__B0MST6__BHV66_06090
ERR1913314.916260__1.916260	823__A6L930__DDY96_14995
ERR1913314.916293__1.916293	40520__R7D9N7__RUMOBE_02765
ERR1913314.916319__1.916319	820__A0A374Q351__DXD40_05850
ERR1913314.916505__1.916505	246787__A0A3D6AV26__BcellWH2_02579
ERR1913314.916512__1.916512	1603888__A0A133SBT7__HMPREF3201_02293
ERR1913314.916540__1.916540	1263107__GCA_000436995.1_00213
ERR1913314.916575__1.916575	821__A0A0P0LFP6__C5Z04_13890
ERR1913314.916662__1.916662	28116__F7L4N5__BACOVA_00137
ERR1913314.916729__1.916729	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913314.916934__1.916934	28116__A0A1Y4PHM7__DXA80_25130
ERR1913314.916951__1.916951	821__A0A3E4XY72__NCTC10583_01067
ERR1913314.916957__1.916957	649756__L1Q987__ERS852520_02359
ERR1913314.916971__1.916971	74426__purC
ERR1913314.917043__1.917043	823__A6LEQ6__DXB14_05705
ERR1913314.916996__1.916996	40518__R5E6X1__DXD83_01720
ERR1913314.917111__1.917111	40518__R5DUU0__DXD93_03985
ERR1913314.917137__1.917137	28116__F7L4X5__M089_2857
ERR1913314.917150__1.917150	187327__G4Q8J8__crr
ERR1913314.917165__1.917165	1262869__R7CRP7__BN625_01723
ERR1913314.917239__1.917239	40518__R5DVL2__penA
ERR1913314.917271__1.917271	820__A0A173YYG4__evgS_3
ERR1913314.917406__1.917406	820__A0A139JRH8__HMPREF2141_04326
ERR1913314.917498__1.917498	820__A0A139K4W1__M093_0353
ERR1913314.917501__1.917501	310298__B3JII2__BACCOP_01694
ERR1913314.917506__1.917506	1262954__R7FDF8__BN611_02103
ERR1913314.917465__1.917465	187327__G4Q682__Acin_1672
ERR1913314.917550__1.917550	820__A0A3E4XM43__DXC91_13960
ERR1913314.917625__1.917625	1550024__G9RWW8__TQ39_12140
ERR1913314.917640__1.917640	572010__napA
ERR1913314.917881__1.917881	1680__A0A0B5BME4__DXD63_05015
ERR1913314.917858__1.917858	292800__G9YRQ7__ERS852518_04236
ERR1913314.918031__1.918031	1550024__G9RTN6__TQ39_08170
ERR1913314.918155__1.918155	2108523__A0A2P2F6U5__LAWASA_1727
ERR1913314.918425__1.918425	28026__R6P5K1__DXC83_00535
ERR1913314.918514__1.918514	1680__A0A0C2VBJ4__birA
ERR1913314.918523__1.918523	47678__R5UG96__C5Z00_12630
ERR1913314.918529__1.918529	40518__R5DYT8__mscS
ERR1913314.918622__1.918622	216816__D6DC09__BLIC_a02334
ERR1913314.918736__1.918736	28116__A0A139LD88__CUY_2408
ERR1913314.918758__1.918758	820__A0A396CMY7__HMPREF1072_03009
ERR1913314.918796__1.918796	214856__A0A175A6T5__ERS852447_02658
ERR1913314.919006__1.919006	823__A0A078SYK6__DXB14_02485
ERR1913314.919200__1.919200	820__A7VAR9__ERS852421_00197
ERR1913314.919280__1.919280	28052__A0A174K0K8__ERS852451_01224
ERR1913314.919315__1.919315	28117__B0N028__BHV66_05935
ERR1913314.919753__1.919753	820__A0A139K1Y6__DXB48_02610
ERR1913314.919834__1.919834	823__A0A174DZM1__DDY96_10310
ERR1913314.919791__1.919791	820__A0A3E4VZT7__DXB48_16145
ERR1913314.919895__1.919895	39488__A0A285PS10__ERS852578_00426
ERR1913314.919927__1.919927	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913314.919928__1.919928	823__A0A395YRW4__DD466_15895
ERR1913314.920085__1.920085	820__A0A374MMF0__HMPREF1073_03811
ERR1913314.920366__1.920366	821__A0A0P0M2J4__DXD46_10295
ERR1913314.920373__1.920373	820__A0A174EV88__HMPREF1072_01427
ERR1913314.920449__1.920449	187327__G4Q682__Acin_1672
ERR1913314.920502__1.920502	40518__R5DR39__mreB_2
ERR1913314.920428__1.920428	1550024__G9RZ99__TQ39_02720
ERR1913314.920468__1.920468	39491__C4Z9D4__DXD95_00055
ERR1913314.920587__1.920587	187327__G4Q7P5__ACDG_00844
ERR1913314.920807__1.920807	820__A0A139KA34__B5G17_05520
ERR1913314.920842__1.920842	28052__R7NDD4__ywtF
ERR1913314.920857__1.920857	216816__D6DBD5__DXC32_04335
ERR1913314.920924__1.920924	189722__E0NQU7__HMPREF0658_0548
ERR1913314.920961__1.920961	40518__R5E4X1__DXD93_05270
ERR1913314.920998__1.920998	187327__G4Q6G7__Acin_2262
ERR1913314.921076__1.921076	28117__B0MU76__ALIPUT_00202
ERR1913314.921203__1.921203	39488__R5G6A7__DXD91_05835
ERR1913314.921210__1.921210	1550024__A0A0D8IU01__TQ39_19670
ERR1913314.921314__1.921314	1550024__G9RX78__TQ39_04855
ERR1913314.921425__1.921425	74426__infB
ERR1913314.921448__1.921448	820__A0A174M9V5__M093_0237
ERR1913314.921523__1.921523	28116__C3QVY2__SAMN05444282_12234
ERR1913314.921617__1.921617	820__A0A174GYA8__DXB64_07370
ERR1913314.921658__1.921658	187327__G4Q4X9__ACDG_00100
ERR1913314.921789__1.921789	216816__C5E8I1__yciB
ERR1913314.921850__1.921850	821__A0A0P0M2J4__DXD46_10295
ERR1913314.921866__1.921866	821__A0A174NM17__lacZ_6
ERR1913314.922001__1.922001	28117__R7JJM9__ALIPUT_00662
ERR1913314.922037__1.922037	821__A0A396F1N0__M099_1553
ERR1913314.922064__1.922064	820__A0A3E5E0T0__ERS852554_00312
ERR1913314.922068__1.922068	187327__G4Q440__pepD
ERR1913314.922123__1.922123	487174__K0XG34__HMPREF9448_02234
ERR1913314.922213__1.922213	40518__R5E1X3__clcA
ERR1913314.922282__1.922282	187327__G4Q2J4__Acin_1428
ERR1913314.922409__1.922409	820__A0A396CMY7__HMPREF1072_03009
ERR1913314.922496__1.922496	820__A0A3E4W4Y7__B5G17_02055
ERR1913314.922504__1.922504	40518__R5DVL2__penA
ERR1913314.922636__1.922636	649756__L1Q4N9__CL2_26970
ERR1913314.922541__1.922541	820__A0A139KHX1__HMPREF2141_00289
ERR1913314.922565__1.922565	40518__R5DWQ2__DXD93_03810
ERR1913314.922704__1.922704	40518__R5DNI6__RBATCC27255_00844
ERR1913314.922854__1.922854	556259__I0PXW0__BSGG_5187
ERR1913314.923004__1.923004	28116__A0A1G6G9R4__CUY_0131
