ERR1913154.149__1.149	328814__GCA_004558275.1_00079
ERR1913154.1961473__1.1961473	820__A0A139K5A6__DXB48_12175
ERR1913154.1961687__1.1961687	40518__R5E1J7__RBL236_02062
ERR1913154.1961715__1.1961715	823__A0A078SYK6__DXB14_02485
ERR1913154.1961799__1.1961799	40519__U2MCQ8__RUMCAL_00556
ERR1913154.1961856__1.1961856	853__A0A173XRA8__CGS56_09290
ERR1913154.1961982__1.1961982	820__A0A174NUS8__DXC80_12885
ERR1913154.1962007__1.1962007	853__A0A2A7B9I6__DW855_13690
ERR1913154.1961999__1.1961999	1150298__A0A174LKY6__ERS852535_00447
ERR1913154.1962065__1.1962065	387090__S0F8B2__BACCOPRO_02129
ERR1913154.1962244__1.1962244	40518__R5E304__thiT
ERR1913154.1962187__1.1962187	246787__R6LCC2__BACCELL_00607
ERR1913154.1962198__1.1962198	328814__GCA_004558275.1_00135
ERR1913154.1962539__1.1962539	821__A0A174ALF2__BvMPK_3016
ERR1913154.1962509__1.1962509	39491__A0A395UZZ5__htpG_1
ERR1913154.1962521__1.1962521	40518__R5DU92__DXD93_03170
ERR1913154.1962526__1.1962526	745368__A0A1T4YBU5__SAMN02745178_02911
ERR1913154.1962729__1.1962729	100886__E2NP44__aroD
ERR1913154.1962806__1.1962806	821__A0A0P0M2J4__DXD46_10295
ERR1913154.1962888__1.1962888	823__D7IXG8__ERS852560_01232
ERR1913154.1962901__1.1962901	823__A0A355XKQ8__DHP27_04010
ERR1913154.1962910__1.1962910	820__R9I3N4__M093_0061
ERR1913154.1963314__1.1963314	1262911__R6GLA5__BN557_01456
ERR1913154.1963445__1.1963445	33043__A0A174EI47__inlJ
ERR1913154.1963549__1.1963549	33043__A8SQU6__ERS852386_01237
ERR1913154.1963595__1.1963595	39491__A0A396FTE5__ERS852417_01346
ERR1913154.1963653__1.1963653	39492__D4JTG7__EUBSIR_00572
ERR1913154.1963623__1.1963623	820__A0A139KHX1__HMPREF2141_00289
ERR1913154.1963704__1.1963704	821__A0A3E4XY72__NCTC10583_01067
ERR1913154.1963725__1.1963725	1105031__J1H3W2__HMPREF1141_2783
ERR1913154.1963742__1.1963742	823__A6L9D3__ERS852560_03374
ERR1913154.1963783__1.1963783	40518__R5DQN7__DXD93_03540
ERR1913154.1963875__1.1963875	820__A0A3E4RTP0__C801_01067
ERR1913154.1963919__1.1963919	166486__D4KNM9__ERS852572_00072
ERR1913154.1963929__1.1963929	1262911__R6GY78__BN557_00532
ERR1913154.1964012__1.1964012	1262886__R6QHZ9__BN563_00710
ERR1913154.1964066__1.1964066	1150298__A0A173W9F4__ERS852498_02567
ERR1913154.1964067__1.1964067	471189__GCA_003340385.1_00572
ERR1913154.1964095__1.1964095	88431__A0A174KC10__ERS852423_00293
ERR1913154.1964280__1.1964280	820__A0A139KIL9__DXC68_05945
ERR1913154.1964344__1.1964344	1150298__R7JTH7__ERS852498_00177
ERR1913154.1964409__1.1964409	338188__R6RPM1__BACFIN_05401
ERR1913154.1964470__1.1964470	820__R9HUV5__HMPREF2141_02582
ERR1913154.1964602__1.1964602	40518__R5DYM0__DXD86_08165
ERR1913154.1964636__1.1964636	820__A0A3E4IBC1__M094_0628
ERR1913154.1964861__1.1964861	40518__R5E6X5__sbcD
ERR1913154.1964961__1.1964961	1262886__R6Q9S2__BN563_00641
ERR1913154.1964977__1.1964977	39491__A0A2U2EED4__ERS852580_01584
ERR1913154.1965169__1.1965169	1150298__A0A174MSM0__toxA_2
ERR1913154.1965238__1.1965238	33043__D5HFE3__lacR
ERR1913154.1965194__1.1965194	40518__R5DP61__DXD86_06345
ERR1913154.1965288__1.1965288	216816__B3DU85__APC1504_0160
ERR1913154.1965302__1.1965302	649756__A0A174FNS3__trkA
ERR1913154.1965454__1.1965454	823__A0A355XJT5__ERS852429_03504
ERR1913154.1965464__1.1965464	410072__A0A174HCW3__ERS852574_00529
ERR1913154.1965544__1.1965544	823__A0A355XJ56__DDY96_07685
ERR1913154.1965591__1.1965591	820__A0A173YYG4__evgS_3
ERR1913154.1965681__1.1965681	1099853__U5CA60__NSB1T_01535
ERR1913154.1965780__1.1965780	39491__A0A395V0E5__ERE_31370
ERR1913154.1965873__1.1965873	40518__R5E1X3__clcA
ERR1913154.1966033__1.1966033	820__A0A139K2N9__DXB62_12420
ERR1913154.1966041__1.1966041	820__A0A3E5E0T0__ERS852554_00312
ERR1913154.1966235__1.1966235	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913154.1966257__1.1966257	1262924__R7HPX8__BN585_00310
ERR1913154.1966288__1.1966288	39491__A0A395ZBQ4__cph2_2
ERR1913154.1966320__1.1966320	410072__C0B8G7__ERS852525_00626
ERR1913154.1966424__1.1966424	39491__A0A396FUZ3__phoR_1
ERR1913154.1966483__1.1966483	1150298__A0A174LE54__cysA
ERR1913154.1966557__1.1966557	301302__A0A173V3Z4__ecfA1_3
ERR1913154.1966573__1.1966573	820__A0A3E4RU03__M093_0563
ERR1913154.1966734__1.1966734	2292352__A0A374UKS3__DXC23_09270
ERR1913154.1966774__1.1966774	301302__A0A0M6WVU2__M72_13551
ERR1913154.1966800__1.1966800	1150298__R7JRK4__ERS852406_01648
ERR1913154.1966899__1.1966899	1550024__G9RPC6__TQ39_05630
ERR1913154.1966921__1.1966921	1150298__R7JUS7__ytlR
ERR1913154.1966922__1.1966922	649756__A0A174F5S4__ecfA2
ERR1913154.1966950__1.1966950	1628085__A0A374VPP0__C7386_11442
ERR1913154.1966996__1.1966996	649756__A0A173RGN8__DO83_04830
ERR1913154.1967249__1.1967249	33039__D4M340__sleB_2
ERR1913154.1967267__1.1967267	1501392__A0A0B2JER2__PU94_14280
ERR1913154.1967281__1.1967281	1501392__A0A0B2JER2__PU94_14280
ERR1913154.1967424__1.1967424	1150298__A0A174HYM9__ERS852406_01664
ERR1913154.1967453__1.1967453	40518__R5DW64__RBL236_01394
ERR1913154.1967481__1.1967481	166486__D4KPQ7__ROSINTL182_09065
ERR1913154.1967581__1.1967581	33043__D5HF29__eglS_1
ERR1913154.1967556__1.1967556	821__R9HFW2__DXD01_00365
ERR1913154.1967646__1.1967646	371601__W6P7Q9__BN890_32770
ERR1913154.1967721__1.1967721	820__A0A139K8N1__ERS852554_00951
ERR1913154.1967757__1.1967757	853__A0A173YYY4__DWZ04_09420
ERR1913154.1967846__1.1967846	820__A0A3E4RU03__M093_0563
ERR1913154.1967971__1.1967971	1150298__A0A174I056__ERS852535_01387
ERR1913154.1968056__1.1968056	28111__E5WVR8__NCTC11155_02792
ERR1913154.1968256__1.1968256	301302__A0A173V3Z4__ecfA1_3
ERR1913154.1968287__1.1968287	820__A0A3E4RUC4__DHU98_02635
ERR1913154.1968300__1.1968300	572010__ydhV
ERR1913154.1968386__1.1968386	301302__R5VFU2__xynA1
ERR1913154.1968475__1.1968475	418240__C6J8M5__yiaD
ERR1913154.1968499__1.1968499	40518__R5E2Z2__DXD93_09295
ERR1913154.1968631__1.1968631	1262911__R6GZW9__BN557_00833
ERR1913154.1968654__1.1968654	1262886__R6RDI4__BN563_00643
ERR1913154.1968719__1.1968719	301302__A0A173UPG6__ERS852420_03127
ERR1913154.1968724__1.1968724	820__R9I2U8__DXC68_09590
ERR1913154.1968739__1.1968739	301302__A0A0M6W9I4__M72_19871
ERR1913154.1968781__1.1968781	384638__B7ASI3__BACPEC_02038
ERR1913154.1968877__1.1968877	165179__D1PCL6__DXB80_13435
ERR1913154.1968881__1.1968881	33043__D5HIE6__ERS852445_01796
ERR1913154.1968966__1.1968966	39491__A0A395V0E5__ERE_31370
ERR1913154.1969362__1.1969362	820__A0A174F0C1__nreB
ERR1913154.1969380__1.1969380	29361__B6FTW8__CLONEX_03596
ERR1913154.1969431__1.1969431	338188__A0A173ZJ94__BACFIN_06122
ERR1913154.1969523__1.1969523	40518__R5DPI9__DXD83_07375
ERR1913154.1969737__1.1969737	40518__R5DU92__DXD93_03170
ERR1913154.1969852__1.1969852	28117__B0MTH2__ALIPUT_00061
ERR1913154.1969987__1.1969987	820__A0A396EUV1__B5G17_06465
ERR1913154.1969965__1.1969965	2173__A0A1D2WTV4__Msm_1285
ERR1913154.1970052__1.1970052	28111__E5WVI9__BACEGG_03583
ERR1913154.1970107__1.1970107	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913154.1970208__1.1970208	29361__B6FRT6__CLONEX_02860
ERR1913154.1970352__1.1970352	820__A0A139K8N1__ERS852554_00951
ERR1913154.1970447__1.1970447	820__A0A3E4RUC4__DHU98_02635
ERR1913154.1970454__1.1970454	40518__R5E6Y7__DXD83_08230
ERR1913154.1970425__1.1970425	671267__R9I6R0__C802_02914
ERR1913154.1970437__1.1970437	28052__A0A174K6D6__ERS852451_01708
ERR1913154.1970470__1.1970470	821__I9R3W6__DXC16_12455
ERR1913154.1970493__1.1970493	28052__R7NDD4__ywtF
ERR1913154.1970648__1.1970648	301302__A0A0M6WVS7__ERS852420_01704
ERR1913154.1970651__1.1970651	74426__nifJ
ERR1913154.1970690__1.1970690	1150298__A0A174PZ15__lytA
ERR1913154.1970743__1.1970743	40518__R5DQR9__DXD83_00030
ERR1913154.1970725__1.1970725	46503__R6X3F9__DCY29_09585
ERR1913154.1970999__1.1970999	40518__R5DS23__DXD86_01715
ERR1913154.1970966__1.1970966	454155__F3QXB7__HMPREF9442_02852
ERR1913154.1971190__1.1971190	28118__F9Z4U0__B5F99_17595
ERR1913154.1971233__1.1971233	376805__F0R8H8__Bacsa_0435
ERR1913154.1971298__1.1971298	544645__A0A3E4T972__DXC42_08370
ERR1913154.1971344__1.1971344	1263107__GCA_000436995.1_00085
ERR1913154.1971347__1.1971347	166486__D4L2Y9__ROSINTL182_06221
ERR1913154.1971387__1.1971387	166486__D4L2Y9__ROSINTL182_06221
ERR1913154.1971587__1.1971587	1150298__A0A174DU21__toxA_3
ERR1913154.1971589__1.1971589	357276__A0A0M1W657__HMPREF1064_04629
ERR1913154.1971645__1.1971645	1262746__R5SS80__BN750_02125
ERR1913154.1971945__1.1971945	40518__R5E4X5__RB5AMG_01438
ERR1913154.1972241__1.1972241	1680__A0A1V8QAM8__BIFADO_02272
ERR1913154.1972258__1.1972258	147206__GCF_000156215.1_01775
ERR1913154.1972260__1.1972260	301302__R5UPH9__M72_00521
ERR1913154.1972378__1.1972378	46503__R6WWH2__DXB85_00365
ERR1913154.1972346__1.1972346	1262886__R6QI91__BN563_00800
ERR1913154.1972494__1.1972494	40518__R5E642__RBATCC27255_00729
ERR1913154.1972558__1.1972558	1263000__R5EXT3__BN466_02213
ERR1913154.1972608__1.1972608	47678__A5ZI88__BACCAC_02617
ERR1913154.1972624__1.1972624	371601__W6P7Q9__BN890_32770
ERR1913154.1972642__1.1972642	823__A0A355XEX9__ERS852560_03521
ERR1913154.1972795__1.1972795	821__D4VC51__M099_1508
ERR1913154.1972820__1.1972820	39490__R5U5S2__ERS852448_00874
ERR1913154.1972953__1.1972953	33025__A0A395JBU5__C8D73_10423
ERR1913154.1973080__1.1973080	39496__A5Z5I2__EUBVEN_00963
ERR1913154.1973201__1.1973201	246787__R6K7I2__BcellWH2_03256
ERR1913154.1973205__1.1973205	39491__A0A395ZHV7__ykvU
ERR1913154.1973210__1.1973210	301302__R5UI99__M72_25591
ERR1913154.1973341__1.1973341	46503__R5DDT4__DD461_14650
ERR1913154.1973342__1.1973342	28116__D7J6B1__B5F02_07870
ERR1913154.1973362__1.1973362	1262886__R6RCU2__BN563_00491
ERR1913154.1973543__1.1973543	39491__A0A396FTE5__ERS852417_01346
ERR1913154.1973641__1.1973641	39488__A0A173V2K5__EHLA_3132
ERR1913154.1973651__1.1973651	1262911__R6GMZ7__BN557_01741
ERR1913154.1973706__1.1973706	572010__hgdC_1
ERR1913154.1973709__1.1973709	820__A0A139KHX1__HMPREF2141_00289
ERR1913154.1973752__1.1973752	39491__A0A396FPV7__ERS852580_01177
ERR1913154.1973797__1.1973797	28111__E5X120__NCTC11155_02427
ERR1913154.1973976__1.1973976	1150298__A0A174RP87__uppP_1
ERR1913154.1974006__1.1974006	1262911__R6H212__BN557_01031
ERR1913154.1974007__1.1974007	40518__R5E6K5__speA
ERR1913154.1974046__1.1974046	1262924__R7HRJ9__BN585_00557
ERR1913154.1974122__1.1974122	1262911__R6GY22__BN557_00023
ERR1913154.1974274__1.1974274	1150298__A0A174EA00__ERS852406_01720
ERR1913154.1974327__1.1974327	40518__R5DMC7__blaR1
ERR1913154.1974446__1.1974446	33043__D5HFA1__ERS852400_02183
ERR1913154.1974470__1.1974470	820__R9I2U8__DXC68_09590
ERR1913154.1974514__1.1974514	40518__R5DZB3__RB5AMG_01719
ERR1913154.1974536__1.1974536	1680__A0A0C2YNK5__BADO_0780
ERR1913154.1974560__1.1974560	376805__F0R8H8__Bacsa_0435
ERR1913154.1974758__1.1974758	301302__A0A173T3P5__ERS852420_01836
ERR1913154.1974780__1.1974780	371601__D7K8P3__SAMN05216250_10395
ERR1913154.1974810__1.1974810	40518__R5DME2__DXD86_07315
ERR1913154.1974830__1.1974830	820__E5VA63__DXC80_01025
ERR1913154.1974942__1.1974942	1150298__A0A173W9F4__ERS852498_02567
ERR1913154.1975024__1.1975024	820__A0A174M9V5__M093_0237
ERR1913154.1975231__1.1975231	33025__A0A395JBB5__C8D73_107104
ERR1913154.1975232__1.1975232	39491__A0A396FTE5__ERS852417_01346
ERR1913154.1975415__1.1975415	39492__D4JWI6__EUBSIR_01073
ERR1913154.1975491__1.1975491	33043__A8SWM2__ERS852575_01910
ERR1913154.1975506__1.1975506	292800__A0A096CPP2__yfkN_3
ERR1913154.1975514__1.1975514	28117__B0MWH8__BHV66_01330
ERR1913154.1975517__1.1975517	820__A0A174CG08__DXB62_13215
ERR1913154.1975634__1.1975634	823__K6AMD2__B5F32_04565
ERR1913154.1975639__1.1975639	88431__A0A3D0EYE9__rafA
ERR1913154.1975672__1.1975672	1262911__R6H212__BN557_01031
ERR1913154.1975840__1.1975840	239935__A0A2N8IQX1__dnaA
ERR1913154.1975874__1.1975874	1262911__R6GPA3__BN557_00827
ERR1913154.1975937__1.1975937	360807__C0FP30__ROSEINA2194_00482
ERR1913154.1975952__1.1975952	328814__GCA_004558275.1_00036
ERR1913154.1975987__1.1975987	39491__A0A396FVC0__ERE_15900
ERR1913154.1976088__1.1976088	40518__R5DV58__htrA
ERR1913154.1976119__1.1976119	216816__A0A0S2ML20__B5780_2007
ERR1913154.1976153__1.1976153	47678__A5ZEA3__ERS852558_00257
ERR1913154.1976226__1.1976226	853__A0A2A7B9I6__DW855_13690
ERR1913154.1976241__1.1976241	40518__R5DXI4__DXD86_07420
ERR1913154.1976326__1.1976326	1262911__R6H212__BN557_01031
ERR1913154.1976251__1.1976251	552398__F4XCR9__HMPREF0866_01636
ERR1913154.1976393__1.1976393	1150298__A0A174L6T3__cobD
ERR1913154.1976461__1.1976461	820__A0A139K5A6__DXB48_12175
ERR1913154.1976484__1.1976484	301302__R5UJV1__ERS852420_01672
ERR1913154.1976520__1.1976520	28111__E5WZI1__BACEGG_01444
ERR1913154.1976589__1.1976589	1262911__R6H1D2__BN557_00855
ERR1913154.1976680__1.1976680	1150298__A0A174L2G3__ERS852498_01371
ERR1913154.1976730__1.1976730	40518__R5E670__DXD93_06195
ERR1913154.1976836__1.1976836	100886__E2NNB9__CATMIT_00043
ERR1913154.1976874__1.1976874	39491__A0A395ZGU6__ERS852417_01456
ERR1913154.1977038__1.1977038	40518__R5DP61__DXD86_06345
ERR1913154.1977083__1.1977083	40518__R5DZB1__DXD83_08840
ERR1913154.1977352__1.1977352	1262886__R6QAI4__BN563_00898
ERR1913154.1977467__1.1977467	820__A0A174VD39__DXD90_12235
ERR1913154.1977680__1.1977680	40518__R5DS23__DXD86_01715
ERR1913154.1977742__1.1977742	40518__R5DUG7__sbcC
ERR1913154.1977975__1.1977975	88431__A0A174UTT9__clcA
ERR1913154.1977994__1.1977994	40518__R5DVL2__penA
ERR1913154.1978000__1.1978000	40518__R5DYU1__DXD86_01160
ERR1913154.1978003__1.1978003	33043__D5HI86__ERS852575_00288
ERR1913154.1978007__1.1978007	2173__A0A1D2WT18__METSMIALI_00395
ERR1913154.1978024__1.1978024	100886__E2NWG3__CATMIT_02958
ERR1913154.1978026__1.1978026	853__A0A173XRA8__CGS56_09290
ERR1913154.1978133__1.1978133	46503__R6WWH2__DXB85_00365
ERR1913154.1978244__1.1978244	820__A0A3E4VZY4__ERS852554_01211
ERR1913154.1978264__1.1978264	820__A0A174Q0F0__DXB48_08080
ERR1913154.1978439__1.1978439	46503__R6Y449__ERS852463_00137
ERR1913154.1978405__1.1978405	1262924__R7HM17__BN585_01318
ERR1913154.1978479__1.1978479	47678__R5U558__ERS852558_02232
ERR1913154.1978513__1.1978513	28052__R7NEJ4__ERS852451_01746
ERR1913154.1978638__1.1978638	166486__D4KX00__ROSINTL182_07577
ERR1913154.1978751__1.1978751	100886__A0A174HGR4__pepD
ERR1913154.1978891__1.1978891	820__A0A1Q6IDS8__chtA
ERR1913154.1978942__1.1978942	246787__A0A0P0GG22__BACCELL_01899
ERR1913154.1979097__1.1979097	820__A0A1T4IYF4__mprA_1
ERR1913154.1979144__1.1979144	39491__A0A395ZE48__DXB76_02395
ERR1913154.1979219__1.1979219	387090__S0F8B2__BACCOPRO_02129
ERR1913154.1979382__1.1979382	33043__D5HIL8__ERS852386_02009
ERR1913154.1979450__1.1979450	33025__A0A395JB55__C8D73_104122
ERR1913154.1979484__1.1979484	214856__A0A175A6T5__ERS852447_02658
ERR1913154.1979512__1.1979512	39491__A0A395V297__EUR_01010
ERR1913154.1979529__1.1979529	216816__A0A133LQN7__BL15B_00780
ERR1913154.1979535__1.1979535	1150298__A0A174DU21__toxA_3
ERR1913154.1979662__1.1979662	28111__E5WYC3__NCTC11155_03517
ERR1913154.1979678__1.1979678	820__A0A174CK74__DXB48_07060
ERR1913154.1979793__1.1979793	33043__A0A173WZE5__ERS852386_00374
ERR1913154.1979925__1.1979925	39491__A0A395V0E5__ERE_31370
ERR1913154.1980046__1.1980046	301302__A0A0M6WH46__M72_23101
ERR1913154.1980109__1.1980109	301302__A0A173UAS4__M72_15061
ERR1913154.1980288__1.1980288	40518__R5DVL2__penA
ERR1913154.1980404__1.1980404	446660__GCA_003428235.1_00291
ERR1913154.1980555__1.1980555	301302__R5UMB9__M72_25011
ERR1913154.1980577__1.1980577	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913154.1980601__1.1980601	301302__A0A173SCU7__M72_12871
ERR1913154.1980599__1.1980599	820__A0A139K1Y6__DXB48_02610
ERR1913154.1980746__1.1980746	301302__A0A0M6WH46__M72_23101
ERR1913154.1980875__1.1980875	40518__R5DRG6__ylbJ
ERR1913154.1980843__1.1980843	216816__A0A0S2MCH0__AYW81_04880
ERR1913154.1980971__1.1980971	1897011__A0A1Q6RI90__BHW41_01230
ERR1913154.1980977__1.1980977	360807__C0FNY7__ERS852392_01257
ERR1913154.1980957__1.1980957	572010__rpoB
ERR1913154.1981030__1.1981030	88431__A0A174JYP5__DORLON_02789
ERR1913154.1981124__1.1981124	820__A0A1T4IYF4__mprA_1
ERR1913154.1981217__1.1981217	1160721__W0U4W5__BHW50_05260
ERR1913154.1981711__1.1981711	40518__R5DU74__RBATCC27255_00707
ERR1913154.1981905__1.1981905	1262911__R6GUQ4__BN557_01581
ERR1913154.1982080__1.1982080	820__A0A174NUS8__DXC80_12885
ERR1913154.1982092__1.1982092	821__A0A0P0L8F8__ERS852509_03705
ERR1913154.1982101__1.1982101	1628085__A0A396QBL9__C7386_10351
ERR1913154.1982129__1.1982129	116085__D4JC97__DW747_00040
ERR1913154.1982173__1.1982173	39485__R5ZSH7__EUBELI_00953
ERR1913154.1982257__1.1982257	39491__D6E2U1__EUBREC_3278
ERR1913154.1982292__1.1982292	853__A0A173T6P2__DWZ46_14595
ERR1913154.1982350__1.1982350	40518__R5E2F3__artQ
ERR1913154.1982370__1.1982370	216816__D6DCL7__BFS26_02835
ERR1913154.1982473__1.1982473	246787__R6K7I2__BcellWH2_03256
ERR1913154.1982477__1.1982477	46503__R6Y6S8__xynB_2
ERR1913154.1982512__1.1982512	301301__G2SXZ6__RHOM_11570
ERR1913154.1982666__1.1982666	40518__R5DTJ1__DXD86_03635
ERR1913154.1982671__1.1982671	39491__A0A395ZIT8__EUR_13460
ERR1913154.1982762__1.1982762	301302__A0A173T1J1__M72_18951
ERR1913154.1982809__1.1982809	40518__R5DPA7__RBATCC27255_01319
ERR1913154.1982878__1.1982878	820__A0A3E5E9Y8__DXD90_09110
ERR1913154.1982891__1.1982891	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913154.1983004__1.1983004	301302__A0A173SUI7__M72_11091
ERR1913154.1983028__1.1983028	40518__R5E1J2__DXD93_04070
ERR1913154.1983200__1.1983200	1262746__R5SS80__BN750_02125
ERR1913154.1983301__1.1983301	371601__I9UNH8__SAMN04487924_12147
ERR1913154.1983537__1.1983537	46503__A7AFM3__HMPREF1078_00209
ERR1913154.1983602__1.1983602	1150298__A0A174S2H3__spoIIQ
ERR1913154.1983611__1.1983611	853__A0A3E2U7E6__ERS852582_01640
ERR1913154.1983641__1.1983641	821__R9HFW2__DXD01_00365
ERR1913154.1983659__1.1983659	301302__R5UQ67__M72_23121
ERR1913154.1983934__1.1983934	40518__R5E2F3__artQ
ERR1913154.1984078__1.1984078	216816__E8MVM4__APC1480_1562
ERR1913154.1984152__1.1984152	823__A0A355XJ56__DDY96_07685
ERR1913154.1984275__1.1984275	1965650__A0A1Y3VEZ6__B5G16_11190
ERR1913154.1984459__1.1984459	39486__B0G7S5__DXD50_04355
ERR1913154.1984587__1.1984587	39491__A0A395ZGE4__ERS852497_01269
ERR1913154.1984591__1.1984591	47678__A5ZI88__BACCAC_02617
ERR1913154.1984596__1.1984596	1150298__A0A174HD82__yusO_2
ERR1913154.1984630__1.1984630	821__E5UMZ6__BVU_1450
ERR1913154.1984667__1.1984667	216816__Q8G464__BFS25_05925
ERR1913154.1984713__1.1984713	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913154.1984848__1.1984848	338188__A0A174ETX3__ERS852397_01955
ERR1913154.1984949__1.1984949	820__A0A3E5BMG9__DXD40_05130
ERR1913154.1984954__1.1984954	338188__C9KWZ9__BACFIN_06841
ERR1913154.1984968__1.1984968	40518__R5DU28__DXD86_07960
ERR1913154.1985246__1.1985246	1150298__A0A174DX06__ERS852498_00491
ERR1913154.1985230__1.1985230	338188__C9L2Y9__BACFIN_08971
ERR1913154.1985328__1.1985328	821__A0A396F9T7__M097_3427
ERR1913154.1985415__1.1985415	1150298__R7JMX3__ERS852498_00681
ERR1913154.1985439__1.1985439	40518__R5DW64__RBL236_01394
ERR1913154.1985716__1.1985716	1262886__R6QHU6__BN563_00640
ERR1913154.1985837__1.1985837	100886__A0A174K8B7__lolD_6
ERR1913154.1985838__1.1985838	246787__A0A108TE61__HMPREF1062_02205
ERR1913154.1986053__1.1986053	40518__R5DVU7__RBL236_00839
ERR1913154.1986075__1.1986075	410072__C0BF75__ERS852389_02248
ERR1913154.1986172__1.1986172	28111__R5K222__bglX_7
ERR1913154.1986207__1.1986207	28117__B0MST6__BHV66_06090
ERR1913154.1986235__1.1986235	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913154.1986238__1.1986238	46506__R6AC22__HMPREF1181_00516
ERR1913154.1986247__1.1986247	28111__R5JQ07__BACEGG_03203
ERR1913154.1986393__1.1986393	820__A0A173YYG4__evgS_3
ERR1913154.1986417__1.1986417	1263005__R6FJL6__BN497_01675
ERR1913154.1986550__1.1986550	40518__R5DU38__DXD83_06770
ERR1913154.1986557__1.1986557	338188__C9KT62__HMPREF1057_04108
ERR1913154.1986566__1.1986566	1262886__R6RDB4__BN563_00049
ERR1913154.1986573__1.1986573	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913154.1986750__1.1986750	823__A0A174WTX5__DD466_11965
ERR1913154.1986829__1.1986829	820__A0A174P0L5__glcK_3
ERR1913154.1986867__1.1986867	371601__A0A139LNM6__BN891_32770
ERR1913154.1986850__1.1986850	40518__R5E426__DXD93_04485
ERR1913154.1986952__1.1986952	216816__A0A133LD41__NL89_06245
ERR1913154.1986994__1.1986994	39491__A0A395UZ89__DXB72_12805
ERR1913154.1987297__1.1987297	820__R7E9Z4__DXC68_06065
ERR1913154.1987366__1.1987366	820__A7VAR9__ERS852421_00197
ERR1913154.1987429__1.1987429	47678__R5UES3__CGC64_00760
ERR1913154.1987744__1.1987744	46506__B0NU77__AA415_02810
ERR1913154.1987805__1.1987805	821__A0A0P0M5Z6__BVU_0429
ERR1913154.1987809__1.1987809	820__A7VAS1__HMPREF2141_03259
ERR1913154.1987885__1.1987885	1150298__A0A174R4D7__tmpC_2
ERR1913154.1987899__1.1987899	821__A0A0P0M5Z6__BVU_0429
ERR1913154.1988182__1.1988182	28116__A7LRV6__BACOVA_00536
ERR1913154.1988469__1.1988469	1262911__R6H212__BN557_01031
ERR1913154.1988477__1.1988477	46228__B5CKX6__RUMLAC_00090
ERR1913154.1988679__1.1988679	820__A7V470__HMPREF1072_02076
ERR1913154.1988845__1.1988845	239935__A0A2N8HWQ2__CXU13_01775
ERR1913154.1988893__1.1988893	1262924__R7HKZ9__BN585_01304
ERR1913154.1988888__1.1988888	1150298__R7JT16__ERS852498_00500
ERR1913154.1988951__1.1988951	40518__R5E1J2__DXD93_04070
ERR1913154.1989098__1.1989098	216816__C5E9N8__DD678_02795
ERR1913154.1989143__1.1989143	33043__A0A173X520__ERS852575_01617
ERR1913154.1989155__1.1989155	1150298__A0A174HYM9__ERS852406_01664
ERR1913154.1989170__1.1989170	47678__R5UAF6__ERS852494_02966
ERR1913154.1989495__1.1989495	40518__R5DW64__RBL236_01394
ERR1913154.1989523__1.1989523	544645__A0A3E4T962__DXC42_08310
ERR1913154.1989566__1.1989566	360807__C0FPW0__ROSEINA2194_00763
ERR1913154.1989755__1.1989755	40518__R5DU92__DXD93_03170
ERR1913154.1989830__1.1989830	1150298__R7JPB1__corA
ERR1913154.1989835__1.1989835	40518__R5DYP7__envC
ERR1913154.1989962__1.1989962	239935__A0A139TQT9__Amuc_1197
ERR1913154.1990109__1.1990109	100886__E2NS04__ERS852383_04089
ERR1913154.1990214__1.1990214	39491__D6DXZ8__DXB72_15035
ERR1913154.1990251__1.1990251	820__A0A374Q351__DXD40_05850
ERR1913154.1990294__1.1990294	28117__B0MVL5__BHV66_01660
ERR1913154.1990296__1.1990296	216816__C2GUV2__APC1478_0430
ERR1913154.1990443__1.1990443	88431__A0A3D0EXT6__ERS852423_01007
ERR1913154.1990478__1.1990478	40518__R5E304__thiT
ERR1913154.1990577__1.1990577	40518__R5DTP7__DXD83_02415
ERR1913154.1990623__1.1990623	40518__R5E670__DXD93_06195
ERR1913154.1990672__1.1990672	820__A0A374Q854__HMPREF1073_03281
ERR1913154.1990683__1.1990683	40518__R5E2Z2__DXD93_09295
ERR1913154.1990839__1.1990839	817__A0A149MT62__M081_0273
ERR1913154.1990852__1.1990852	301302__A0A0M6WSS7__ERS852420_02367
ERR1913154.1990855__1.1990855	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913154.1990893__1.1990893	216816__C5E8I1__yciB
ERR1913154.1991026__1.1991026	1262886__R6QBQ5__BN563_01294
ERR1913154.1991174__1.1991174	884684__GCA_002892425.1_01408
ERR1913154.1991187__1.1991187	820__A0A3E4W4Y7__B5G17_02055
ERR1913154.1991205__1.1991205	216816__C2GUV2__APC1478_0430
ERR1913154.1991212__1.1991212	853__A0A174C5M1__CGS58_04460
ERR1913154.1991225__1.1991225	28117__B0MXG8__ALIPUT_01814
ERR1913154.1991275__1.1991275	47678__A5ZBL9__C5Z00_18710
