ERR1913021.342__1.342	1262935__R5GDB4__BN773_01091
ERR1913021.6367706__1.6367706	165179__R6PU83__CFT61_14275
ERR1913021.6367712__1.6367712	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.6367958__1.6367958	357276__A0A076J726__IY41_15030
ERR1913021.6367926__1.6367926	818__A0A0P0FBI1__NCTC10582_00163
ERR1913021.6368025__1.6368025	28111__R5JUK8__NCTC11155_02515
ERR1913021.6368157__1.6368157	487174__K0WV63__DIT83_11035
ERR1913021.6368313__1.6368313	1262743__R5C054__BN727_01980
ERR1913021.6368291__1.6368291	357276__I9QWD4__DXD47_15075
ERR1913021.6368642__1.6368642	357276__A0A0K2HNG3__HMPREF1064_03004
ERR1913021.6368651__1.6368651	818__A0A3E5HY51__rpfC_2
ERR1913021.6368658__1.6368658	291644__U6RCK0__HMPREF1532_04079
ERR1913021.6368791__1.6368791	458033__GCA_001482755.1_02203
ERR1913021.6368899__1.6368899	35833__E5Y2V2__HMPREF0179_00466
ERR1913021.6368853__1.6368853	823__A0A355XLQ9__DXC05_02185
ERR1913021.6369020__1.6369020	1262935__R5GEC6__BN773_01664
ERR1913021.6369327__1.6369327	626932__G5HAB4__HMPREF9450_01579
ERR1913021.6369396__1.6369396	1262825__R5EHP5__BN724_01707
ERR1913021.6369575__1.6369575	291644__R5J6I1__HMPREF1532_01472
ERR1913021.6369636__1.6369636	1262889__R7H7F9__BN634_02079
ERR1913021.6369798__1.6369798	820__A0A139KH21__DXC80_01780
ERR1913021.6369902__1.6369902	357276__A0A0K2HDP3__IY41_00705
ERR1913021.6370105__1.6370105	821__A0A396F598__CUU_3259
ERR1913021.6370155__1.6370155	45634__E8JSA5__TW70_00796
ERR1913021.6370138__1.6370138	1501391__GCA_000786575.1_00021
ERR1913021.6370315__1.6370315	291644__I9TLT3__inlJ_2
ERR1913021.6370285__1.6370285	47678__R5UG30__ERS852558_03525
ERR1913021.6370349__1.6370349	1160721__W0U3I6__RBI_I00579
ERR1913021.6370659__1.6370659	357276__I9QBT7__BSEG_03340
ERR1913021.6370827__1.6370827	823__A0A174DZM1__DDY96_10310
ERR1913021.6370850__1.6370850	821__A0A0P0LH09__ERS852457_03390
ERR1913021.6370965__1.6370965	556259__E5CDQ6__BSGG_3921
ERR1913021.6371053__1.6371053	357276__A0A076ITU4__EL88_22160
ERR1913021.6371208__1.6371208	28111__E5X333__NCTC11155_03016
ERR1913021.6371252__1.6371252	544645__A0A1U7LE84__DXC42_14430
ERR1913021.6371429__1.6371429	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.6371443__1.6371443	357276__A0A0M1W1I8__ABI39_13620
ERR1913021.6371506__1.6371506	28116__A0A139LD88__CUY_2408
ERR1913021.6371569__1.6371569	40518__R5DQD6__DXD83_09060
ERR1913021.6371723__1.6371723	357276__A0A076IRV2__BACDOR_02822
ERR1913021.6371781__1.6371781	46228__V8CE24__thiD
ERR1913021.6371800__1.6371800	1262889__R7HA29__BN634_00657
ERR1913021.6371854__1.6371854	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.6372047__1.6372047	291644__I9TD23__HMPREF1532_01622
ERR1913021.6372321__1.6372321	39491__A0A396FIZ8__ERE_20410
ERR1913021.6372384__1.6372384	820__A0A173WUD7__DXB48_08055
ERR1913021.6372546__1.6372546	40519__U2MCQ8__RUMCAL_00556
ERR1913021.6372567__1.6372567	820__A0A139K426__B5G17_09115
ERR1913021.6372793__1.6372793	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913021.6373080__1.6373080	357276__I9FRW5__B5F95_21685
ERR1913021.6373360__1.6373360	821__A0A396F598__CUU_3259
ERR1913021.6373471__1.6373471	410072__A0A174DIZ5__ERS852574_01258
ERR1913021.6373479__1.6373479	39491__A0A174EQV2__DXB69_10230
ERR1913021.6373591__1.6373591	39492__B0MPL6__EUBSIR_01779
ERR1913021.6373592__1.6373592	487174__K0WRH0__DDY40_05725
ERR1913021.6373661__1.6373661	28116__C3QMW5__M089_4133
ERR1913021.6373710__1.6373710	166486__C7GAX1__ERS852572_03188
ERR1913021.6373925__1.6373925	454155__F3QST7__HMPREF9442_01251
ERR1913021.6373942__1.6373942	46228__V8BLW9__DXD17_14090
ERR1913021.6373946__1.6373946	46506__A0A108TAK3__fepA_3
ERR1913021.6374203__1.6374203	39492__B0MM84__lgt
ERR1913021.6374216__1.6374216	357276__A0A076IRX7__HMPREF1064_00526
ERR1913021.6374279__1.6374279	2293125__A0A374BSW4__DW917_13420
ERR1913021.6374289__1.6374289	1378168__V2YA11__N510_02528
ERR1913021.6374293__1.6374293	204516__U6R921__HMPREF1534_03932
ERR1913021.6374366__1.6374366	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.6374711__1.6374711	357276__A0A076IS73__GV66_00410
ERR1913021.6374968__1.6374968	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913021.6374993__1.6374993	39492__D4JRZ7__smc
ERR1913021.6374994__1.6374994	821__U6RDC2__DXD46_15675
ERR1913021.6375077__1.6375077	487174__K0X1V7__DIT83_03020
ERR1913021.6375132__1.6375132	1262825__R5E9A9__BN724_00864
ERR1913021.6375327__1.6375327	204516__U6RFU0__HMPREF1534_02545
ERR1913021.6375314__1.6375314	821__R9HFW2__DXD01_00365
ERR1913021.6375415__1.6375415	2317__Q2NFC8__CA615_05430
ERR1913021.6375767__1.6375767	853__C7H1R8__DW905_06675
ERR1913021.6375768__1.6375768	410072__A0A173YGR9__ERS852389_00952
ERR1913021.6375795__1.6375795	1262958__R7H597__BN645_00658
ERR1913021.6375831__1.6375831	821__A6L0C7__ERS852556_03520
ERR1913021.6375883__1.6375883	823__E1YSG0__DHP27_00465
ERR1913021.6375926__1.6375926	745368__A0A1T4WAW2__SAMN02745178_00328
ERR1913021.6376003__1.6376003	357276__I9QBT7__BSEG_03340
ERR1913021.6376019__1.6376019	165179__D1PHD6__DXC61_03380
ERR1913021.6376086__1.6376086	820__A0A139K4T0__ERS852510_03146
ERR1913021.6376101__1.6376101	357276__D1JZM4__HMPREF1065_01278
ERR1913021.6376209__1.6376209	357276__I8VLL2__HMPREF1065_03395
ERR1913021.6376297__1.6376297	1628085__A0A2U1B7S9__C7386_11634
ERR1913021.6376520__1.6376520	357276__A0A076IS26__EL88_15950
ERR1913021.6376944__1.6376944	1262889__R7HD87__BN634_01680
ERR1913021.6376999__1.6376999	820__A0A174FUG6__DXC91_11265
ERR1913021.6377052__1.6377052	820__A0A174LJB2__HMPREF1072_04112
ERR1913021.6377166__1.6377166	357276__I8WAB8__B5F00_08100
ERR1913021.6377313__1.6377313	1262886__R6RFE5__BN563_01256
ERR1913021.6377684__1.6377684	821__A0A396F598__CUU_3259
ERR1913021.6377957__1.6377957	1262889__R7HCG5__BN634_01481
ERR1913021.6377985__1.6377985	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.6378104__1.6378104	384638__B7APR0__BACPEC_00666
ERR1913021.6378202__1.6378202	357276__B6W1J2__BACDOR_03380
ERR1913021.6378403__1.6378403	1262736__R5Y8Z5__BN496_01182
ERR1913021.6378421__1.6378421	820__A7VAR9__ERS852421_00197
ERR1913021.6378934__1.6378934	291644__I9I5I3__HMPREF1532_01361
ERR1913021.6378980__1.6378980	384638__B7AN60__BACPEC_00112
ERR1913021.6379052__1.6379052	291644__I8YWL3__HMPREF1532_01571
ERR1913021.6379062__1.6379062	357276__A0A1Y3Z3W0__IY41_20500
ERR1913021.6379143__1.6379143	1262736__R5Y285__BN496_00964
ERR1913021.6379153__1.6379153	46228__V8C9Y1__DXD17_09525
ERR1913021.6379339__1.6379339	1262777__R5VV55__BN512_00056
ERR1913021.6379402__1.6379402	1262935__R5GUT3__BN773_00488
ERR1913021.6379427__1.6379427	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.6379474__1.6379474	820__A0A173WUD7__DXB48_08055
ERR1913021.6379548__1.6379548	454155__F3QY50__HMPREF9442_03142
ERR1913021.6379733__1.6379733	357276__A0A0M1W9N4__GV66_05135
ERR1913021.6379819__1.6379819	357276__I9RAC4__BSEG_00561
ERR1913021.6379833__1.6379833	820__A0A174G065__DXB62_08975
ERR1913021.6379965__1.6379965	823__D7ILK2__ERS852380_00031
ERR1913021.6380065__1.6380065	1262958__R7GSA1__BN645_00987
ERR1913021.6380202__1.6380202	46503__R6WSB3__DCY29_07745
ERR1913021.6380205__1.6380205	649756__L1PTR2__ERS852571_01304
ERR1913021.6380315__1.6380315	487174__K0X455__HMPREF9448_00399
ERR1913021.6380537__1.6380537	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913021.6380908__1.6380908	1262889__R7H9A4__BN634_00112
ERR1913021.6381180__1.6381180	544644__GCA_001915615.1_01854
ERR1913021.6381414__1.6381414	1262935__R5GH23__BN773_00804
ERR1913021.6381475__1.6381475	487174__K0XDZ0__HMPREF9448_02863
ERR1913021.6381806__1.6381806	1263109__GCA_000438135.1_01127
ERR1913021.6381882__1.6381882	371601__F7LA63__HMPREF1074_04288
ERR1913021.6381926__1.6381926	487174__K0WV63__DIT83_11035
ERR1913021.6382153__1.6382153	1262886__R6QS75__BN563_01599
ERR1913021.6382429__1.6382429	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.6382445__1.6382445	204516__U6RAM4__HMPREF1534_03439
ERR1913021.6382684__1.6382684	1262958__R7H0I7__BN645_01812
ERR1913021.6382747__1.6382747	357276__A0A076ISD9__EL88_07480
ERR1913021.6382964__1.6382964	291644__I9HGE0__HMPREF1071_03565
ERR1913021.6383129__1.6383129	821__D4VC51__M099_1508
ERR1913021.6383221__1.6383221	1262736__R5Y6X9__BN496_00558
ERR1913021.6383275__1.6383275	823__K6APS3__DDY96_02400
ERR1913021.6383295__1.6383295	28052__A0A174HXN2__ERS852499_00609
ERR1913021.6383305__1.6383305	1262743__R5C054__BN727_01980
ERR1913021.6383322__1.6383322	291644__R5JS80__HMPREF1532_00848
ERR1913021.6383672__1.6383672	39492__D4JR58__EUBSIR_02090
ERR1913021.6383970__1.6383970	357276__A0A0K2HI42__ABI39_06975
ERR1913021.6384114__1.6384114	1262825__R5E3B8__BN724_00171
ERR1913021.6384257__1.6384257	46503__R6Y1Q8__DXB85_01295
ERR1913021.6384402__1.6384402	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.6384634__1.6384634	821__A6L0C7__ERS852556_03520
ERR1913021.6384689__1.6384689	821__U6RDC2__DXD46_15675
ERR1913021.6384676__1.6384676	821__A0A174NM17__lacZ_6
ERR1913021.6384719__1.6384719	821__A0A174NVL6__NCTC10583_01782
ERR1913021.6384717__1.6384717	820__A0A3E4RTP0__C801_01067
ERR1913021.6384906__1.6384906	357276__B6VW91__BACDOR_01584
ERR1913021.6384987__1.6384987	39492__D4JWM0__atpF
ERR1913021.6385106__1.6385106	357276__I9QBT7__BSEG_03340
ERR1913021.6385124__1.6385124	291644__I8YWU4__HMPREF1532_01473
ERR1913021.6385328__1.6385328	371601__D4WBK5__BN891_3970
ERR1913021.6385382__1.6385382	1735__B7CDK7__EUBIFOR_02290
ERR1913021.6385565__1.6385565	1262886__R6Q8T6__BN563_00369
ERR1913021.6385720__1.6385720	2293125__A0A374CMH5__DW917_00750
ERR1913021.6385740__1.6385740	40518__R5DS68__hcpC
ERR1913021.6385847__1.6385847	823__A0A355XIK0__CEQ22_011965
ERR1913021.6386123__1.6386123	28118__F9Z587__Odosp_2804
ERR1913021.6386271__1.6386271	1262886__R6RDI4__BN563_00643
ERR1913021.6386514__1.6386514	357276__I8WEY2__ABI39_04185
ERR1913021.6386851__1.6386851	357276__D1K3K9__EL88_23995
ERR1913021.6386889__1.6386889	357276__A0A076J4B1__DXD47_03445
ERR1913021.6387101__1.6387101	821__A0A395UNT8__DXD64_15275
ERR1913021.6387312__1.6387312	1262743__R5C054__BN727_01980
ERR1913021.6387474__1.6387474	357276__A0A0M1W9N4__GV66_05135
ERR1913021.6387528__1.6387528	818__A0A0P0FI06__BJP75_017205
ERR1913021.6387531__1.6387531	821__C6Z451__BHV80_04265
ERR1913021.6387725__1.6387725	1263000__R5EQY7__BN466_01150
ERR1913021.6387775__1.6387775	357276__A0A0K2HDP3__IY41_00705
ERR1913021.6387842__1.6387842	40518__R5DY98__mepA_5
ERR1913021.6387984__1.6387984	357276__I9RAC4__BSEG_00561
ERR1913021.6387985__1.6387985	166486__D4KX18__ROSINTL182_07596
ERR1913021.6388003__1.6388003	1262889__R7H889__BN634_02048
ERR1913021.6388014__1.6388014	40518__R5E1J7__RBL236_02062
ERR1913021.6388108__1.6388108	291644__I9SMF9__HMPREF1532_02933
ERR1913021.6388369__1.6388369	46503__R6Y837__PARMER_03866
ERR1913021.6388391__1.6388391	165179__D1PER3__DXB80_11525
ERR1913021.6388392__1.6388392	39492__R6SA81__EUBSIR_00402
ERR1913021.6388755__1.6388755	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.6388957__1.6388957	357276__B6W1Y5__IY41_11405
ERR1913021.6389052__1.6389052	572010__lepA
ERR1913021.6389194__1.6389194	46228__B5CM12__DXD17_00945
ERR1913021.6390137__1.6390137	357276__B6W1Y1__BSEG_03960
ERR1913021.6390120__1.6390120	28117__B0MU58__BHV66_05630
ERR1913021.6390203__1.6390203	166486__D4KZY5__ROSINTL182_07635
ERR1913021.6390185__1.6390185	1235835__R9LCU2__C814_02677
ERR1913021.6390222__1.6390222	1262935__R5GR54__BN773_00986
ERR1913021.6390364__1.6390364	1897011__A0A1Q6REU8__BHW41_04300
ERR1913021.6390498__1.6390498	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913021.6390706__1.6390706	820__A7VAR9__ERS852421_00197
ERR1913021.6390856__1.6390856	2293125__A0A374BSW4__DW917_13420
ERR1913021.6390866__1.6390866	823__A0A173W1W2__M095_4076
ERR1913021.6390870__1.6390870	823__A0A174GGT1__queG
ERR1913021.6391066__1.6391066	821__R9HFW2__DXD01_00365
ERR1913021.6391118__1.6391118	1628085__A0A396MQV4__C7386_1213
ERR1913021.6391196__1.6391196	246787__A0A108TGC9__BACCELL_01371
ERR1913021.6391258__1.6391258	39492__D4JT90__coaE
ERR1913021.6391282__1.6391282	1547597__A0A0C3NFL1__BA92_07715
ERR1913021.6391304__1.6391304	46228__V8C4T8__RUMLAC_02058
ERR1913021.6391811__1.6391811	1262935__R5GRK6__BN773_01192
ERR1913021.6392127__1.6392127	454154__G5SVM9__HMPREF9441_03446
ERR1913021.6392226__1.6392226	821__A0A396F1N0__M099_1553
ERR1913021.6392339__1.6392339	487174__K0X079__DIT83_00640
ERR1913021.6392360__1.6392360	1227276__U2J3A0__HMPREF9148_02309
ERR1913021.6392573__1.6392573	821__U6RDC2__DXD46_15675
ERR1913021.6392578__1.6392578	246787__I9QX02__HMPREF1062_01641
ERR1913021.6393413__1.6393413	821__A0A174RA14__M099_1655
ERR1913021.6393487__1.6393487	1501391__GCA_000786575.1_00109
ERR1913021.6393521__1.6393521	821__E5UY21__C800_02204
ERR1913021.6393704__1.6393704	487174__R5FN40__HMPREF9448_01366
ERR1913021.6393738__1.6393738	357276__A0A076IS26__EL88_15950
ERR1913021.6393897__1.6393897	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.6393910__1.6393910	39492__D4JR04__phoU
ERR1913021.6394076__1.6394076	46506__B0NM94__HMPREF1181_03250
ERR1913021.6394498__1.6394498	84109__D0WHE7__HMPREF0762_01179
ERR1913021.6394603__1.6394603	1262761__R6RU22__BN606_01110
ERR1913021.6394757__1.6394757	1262935__R5GEF5__BN773_00089
ERR1913021.6394771__1.6394771	357276__C3RDQ5__HMPREF1065_03827
ERR1913021.6394784__1.6394784	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.6394865__1.6394865	357276__A0A076IYE6__IY41_04275
ERR1913021.6394866__1.6394866	301301__A0A395VD41__RHOM_11540
ERR1913021.6395021__1.6395021	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913021.6395063__1.6395063	46506__A0A108TCU0__etk
ERR1913021.6395238__1.6395238	823__A0A078SYK6__DXB14_02485
ERR1913021.6395277__1.6395277	291644__R5IZM2__HMPREF1071_04522
ERR1913021.6395553__1.6395553	821__A0A3E4HP25__SAMN04487923_102450
ERR1913021.6395609__1.6395609	33043__A0A173X5R2__ERS852445_01329
ERR1913021.6395676__1.6395676	821__A0A173WG51__BVU_2549
ERR1913021.6395851__1.6395851	454154__G5ST89__HMPREF9441_02589
ERR1913021.6396092__1.6396092	1262935__R5GQA8__BN773_00915
ERR1913021.6396328__1.6396328	357276__C3R5A0__B5F00_02960
ERR1913021.6396375__1.6396375	820__A0A3E4QZJ7__C801_01798
ERR1913021.6396392__1.6396392	46228__B5CNQ2__HMPREF1202_00124
ERR1913021.6396591__1.6396591	28111__E5WUE9__NCTC11155_01729
ERR1913021.6396645__1.6396645	487174__K0X591__DDY40_01805
ERR1913021.6396746__1.6396746	1262942__R7QZQ4__BN520_02217
ERR1913021.6396773__1.6396773	821__A0A397WGD6__M098_0084
ERR1913021.6396776__1.6396776	1262911__R6GPB5__BN557_00842
ERR1913021.6397037__1.6397037	1318__I1ZKU9__CYK20_09005
ERR1913021.6397174__1.6397174	1318__K8MWD6__CYK20_04200
ERR1913021.6397391__1.6397391	1262935__R5GT45__BN773_01713
ERR1913021.6397981__1.6397981	1263000__R5EKG2__BN466_02040
ERR1913021.6398087__1.6398087	820__A0A139K8N1__ERS852554_00951
ERR1913021.6398100__1.6398100	1263044__GCA_000433375.1_03430
ERR1913021.6398170__1.6398170	1628085__A0A374VUI1__C7386_11920
ERR1913021.6398238__1.6398238	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913021.6398273__1.6398273	39492__R6RYB8__ERS852540_00322
ERR1913021.6398289__1.6398289	823__A0A073I748__M096_3057
ERR1913021.6398398__1.6398398	1262777__R5WGC7__BN512_00376
ERR1913021.6398372__1.6398372	291644__I9HRU8__ERS852428_03635
ERR1913021.6398359__1.6398359	1263006__R6LGI4__BN515_00844
ERR1913021.6398652__1.6398652	1262935__R5GL68__BN773_00556
ERR1913021.6398770__1.6398770	454154__G5SME1__HMPREF9441_00516
ERR1913021.6398981__1.6398981	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.6399070__1.6399070	291644__I9TEJ3__luxQ_1
ERR1913021.6399166__1.6399166	823__A0A355XFH7__ERS852513_00769
ERR1913021.6399189__1.6399189	46228__V8C3Q5__DXD17_04230
ERR1913021.6399201__1.6399201	1262886__R6Q7L1__BN563_00804
ERR1913021.6399330__1.6399330	357276__A0A076IS26__EL88_15950
ERR1913021.6399387__1.6399387	820__R9I2U8__DXC68_09590
ERR1913021.6399377__1.6399377	821__A0A396F598__CUU_3259
ERR1913021.6399454__1.6399454	1262942__R7QV19__BN520_01170
ERR1913021.6399821__1.6399821	35833__E5YB58__HMPREF0179_03431
ERR1913021.6399864__1.6399864	1262911__R6GPB5__BN557_00842
ERR1913021.6399914__1.6399914	821__E5UY21__C800_02204
ERR1913021.6400046__1.6400046	28111__E5X120__NCTC11155_02427
ERR1913021.6400152__1.6400152	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913021.6400170__1.6400170	410072__A0A173XQG6__ERS852574_01620
ERR1913021.6400187__1.6400187	1263000__R5EKG2__BN466_02040
ERR1913021.6400239__1.6400239	28118__F9Z667__NCTC10826_00403
ERR1913021.6400420__1.6400420	40518__R5DPI9__DXD83_07375
ERR1913021.6400684__1.6400684	821__A0A0P0LFP6__C5Z04_13890
ERR1913021.6400805__1.6400805	671267__R9I7B5__C802_04018
ERR1913021.6400999__1.6400999	166486__D4L0Q4__ERS852572_03675
ERR1913021.6401135__1.6401135	291644__I9TL44__HMPREF1532_01311
ERR1913021.6401267__1.6401267	823__C7X996__DD466_12595
ERR1913021.6401210__1.6401210	371601__F7LA63__HMPREF1074_04288
ERR1913021.6401348__1.6401348	28117__B0MY36__BHV66_05185
ERR1913021.6401463__1.6401463	46228__V8C458__DXD17_08090
ERR1913021.6401687__1.6401687	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913021.6401784__1.6401784	46228__V8BTB9__RUMLAC_01945
ERR1913021.6402156__1.6402156	357276__I9QWD4__DXD47_15075
ERR1913021.6402206__1.6402206	39496__A5Z5I2__EUBVEN_00963
ERR1913021.6402212__1.6402212	823__A0A355XKQ8__DHP27_04010
ERR1913021.6402246__1.6402246	384638__B7APR0__BACPEC_00666
ERR1913021.6402446__1.6402446	291644__I8YYM8__HMPREF1532_01562
ERR1913021.6402706__1.6402706	1262889__R7HB16__BN634_02255
ERR1913021.6402736__1.6402736	487174__K0XL35__DDY40_11955
ERR1913021.6402745__1.6402745	357276__A0A076IS26__EL88_15950
ERR1913021.6402898__1.6402898	821__A6L0C7__ERS852556_03520
ERR1913021.6403024__1.6403024	291644__I8YWU4__HMPREF1532_01473
ERR1913021.6403290__1.6403290	2293125__A0A374C3L4__DW917_09100
ERR1913021.6403313__1.6403313	1501391__GCA_000786575.1_00064
ERR1913021.6403335__1.6403335	204516__U6RDD8__HMPREF1534_02559
ERR1913021.6403379__1.6403379	1262935__R5GT62__BN773_01738
ERR1913021.6403505__1.6403505	28111__E5WWI4__HMPREF1016_01032
ERR1913021.6403556__1.6403556	1628085__A0A3E2XY31__C7386_10449
ERR1913021.6403627__1.6403627	357276__I9R201__B5F00_01910
ERR1913021.6403720__1.6403720	291644__R5JSX2__HMPREF1071_01120
ERR1913021.6403734__1.6403734	39492__B0MP07__ERS852540_02083
ERR1913021.6403866__1.6403866	28111__E5WYC8__BACEGG_00347
ERR1913021.6403869__1.6403869	46228__B5CLE1__HMPREF1202_01861
ERR1913021.6403965__1.6403965	39486__B0G868__DXD84_08295
ERR1913021.6404130__1.6404130	823__A0A395YY84__DXC05_19515
ERR1913021.6404133__1.6404133	487174__K0XRP0__DDY40_09260
ERR1913021.6404256__1.6404256	823__A0A173V751__DXD05_02690
ERR1913021.6404267__1.6404267	246787__A0A3D6B182__HMPREF1062_00600
ERR1913021.6404734__1.6404734	39491__A0A395V297__EUR_01010
ERR1913021.6404745__1.6404745	291644__I9SQZ5__ERS852428_01656
ERR1913021.6404769__1.6404769	371601__F7LA63__HMPREF1074_04288
ERR1913021.6404783__1.6404783	28117__R7JIJ8__BHV66_01635
ERR1913021.6405220__1.6405220	1262935__R5GU54__BN773_00232
ERR1913021.6405546__1.6405546	1262889__R7H5X2__BN634_01934
ERR1913021.6405597__1.6405597	818__Q8A335__HMPREF2534_01154
ERR1913021.6405666__1.6405666	823__A0A174EFT7__luxQ_5
ERR1913021.6405684__1.6405684	1262935__R5GUT3__BN773_00488
ERR1913021.6405744__1.6405744	357276__I9QWD4__DXD47_15075
ERR1913021.6405854__1.6405854	649756__A0A173RGN8__DO83_04830
ERR1913021.6405962__1.6405962	1897011__A0A1Q6RH12__BHW41_01505
ERR1913021.6406102__1.6406102	291644__I9TDL9__HMPREF1532_01624
ERR1913021.6406178__1.6406178	46228__V8BPL7__DXD17_00445
ERR1913021.6406235__1.6406235	47678__A5ZF31__DXB67_11050
ERR1913021.6406517__1.6406517	46228__V8C6J2__DXD17_03715
ERR1913021.6406580__1.6406580	204516__U6RAM4__HMPREF1534_03439
ERR1913021.6406629__1.6406629	166486__D4L273__ERS852572_01638
ERR1913021.6406925__1.6406925	46506__S3YGB4__DXC41_06355
ERR1913021.6406935__1.6406935	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.6406977__1.6406977	291644__I8Z4G9__ina_1
ERR1913021.6406960__1.6406960	39492__A0A174ZHV5__msbA_2
ERR1913021.6407135__1.6407135	116085__D4J7G1__DW747_10355
ERR1913021.6407281__1.6407281	1263006__R6LLP6__BN515_01041
ERR1913021.6407346__1.6407346	821__A0A396F9T7__M097_3427
ERR1913021.6407432__1.6407432	552398__F4XCQ4__HMPREF0866_01621
ERR1913021.6407548__1.6407548	39496__A5Z5I2__EUBVEN_00963
ERR1913021.6407929__1.6407929	28117__B0N007__BHV66_10275
ERR1913021.6408212__1.6408212	291644__R5JAW4__HMPREF1071_01744
ERR1913021.6408214__1.6408214	820__A0A174TRB5__DXD40_11305
ERR1913021.6408388__1.6408388	28116__A0A1Y4PHM7__DXA80_25130
ERR1913021.6408495__1.6408495	39492__D4JTF2__mutS2
ERR1913021.6408514__1.6408514	166486__D4KUM5__afr
ERR1913021.6408651__1.6408651	821__A0A396F9T7__M097_3427
ERR1913021.6408808__1.6408808	214856__R6XS46__ERS852559_00812
ERR1913021.6408916__1.6408916	1262889__R7HB69__BN634_01104
ERR1913021.6409193__1.6409193	823__A6LB62__B5F32_04550
ERR1913021.6409282__1.6409282	823__A0A173RD26__B5F32_03910
ERR1913021.6409307__1.6409307	1262889__R7HA49__BN634_00677
ERR1913021.6409338__1.6409338	487174__K0X2W9__HMPREF9448_00062
ERR1913021.6409464__1.6409464	384639__GCA_003096855.1_00494
ERR1913021.6409486__1.6409486	204516__U6RDD8__HMPREF1534_02559
ERR1913021.6409635__1.6409635	230143__J0DET3__HMPREF9156_00917
ERR1913021.6409686__1.6409686	1262992__R5DDR5__BN795_00121
ERR1913021.6409693__1.6409693	1099853__U5CB66__NSB1T_01370
ERR1913021.6409726__1.6409726	47678__R5UV30__C5Z00_12615
ERR1913021.6409891__1.6409891	39488__C0EY66__prkC_1
ERR1913021.6410178__1.6410178	1150298__R7JU58__ssuC_2
ERR1913021.6410218__1.6410218	1501391__GCA_000786575.1_00124
ERR1913021.6410290__1.6410290	487174__K0XLF2__DDY40_04010
ERR1913021.6410431__1.6410431	291644__I9HGA3__mshA_4
ERR1913021.6410473__1.6410473	46228__B5CLV0__DXD17_01245
ERR1913021.6410894__1.6410894	39488__A0A173Z3L4__DXD91_07055
ERR1913021.6411237__1.6411237	454155__F3QPW2__HMPREF9442_00199
ERR1913021.6411308__1.6411308	544645__A0A1U7LBV3__DXC42_12245
ERR1913021.6411557__1.6411557	487174__K0X429__HMPREF9448_00932
ERR1913021.6411611__1.6411611	166486__D4L0E1__ypdA_4
ERR1913021.6411691__1.6411691	291644__I9I0P6__HMPREF1532_01982
ERR1913021.6411745__1.6411745	28111__R5K5X6__NCTC11155_02508
ERR1913021.6411868__1.6411868	46228__V8C3Q5__DXD17_04230
ERR1913021.6412067__1.6412067	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913021.6412070__1.6412070	454154__G5ST56__HMPREF9441_02556
ERR1913021.6412192__1.6412192	39491__A0A395V297__EUR_01010
ERR1913021.6412334__1.6412334	458033__GCA_001482755.1_02203
ERR1913021.6412355__1.6412355	165179__A0A229I7F5__DXB80_02650
ERR1913021.6412461__1.6412461	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913021.6412506__1.6412506	821__A0A396F598__CUU_3259
ERR1913021.6412556__1.6412556	46228__V8BYC1__RUMLAC_00426
ERR1913021.6412647__1.6412647	1304__F8LKN2__CYK22_02495
ERR1913021.6412699__1.6412699	1262825__R5EIY5__BN724_01999
ERR1913021.6413176__1.6413176	1628085__A0A2U1AX94__C7386_1283
ERR1913021.6413492__1.6413492	46503__R6Y2Y6__ERS852463_03103
ERR1913021.6413547__1.6413547	35833__E5YB58__HMPREF0179_03431
ERR1913021.6413574__1.6413574	371601__I9UMY2__DXD03_18740
ERR1913021.6413609__1.6413609	1150298__R7JMX3__ERS852498_00681
ERR1913021.6413698__1.6413698	454155__F3QTL7__HMPREF9442_01535
ERR1913021.6413712__1.6413712	165179__A0A3E5EA43__DXC61_07775
ERR1913021.6413723__1.6413723	821__A0A395UNT8__DXD64_15275
ERR1913021.6413740__1.6413740	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.6413851__1.6413851	28111__E5X118__NCTC11155_02425
ERR1913021.6413857__1.6413857	1262935__R5GGB1__BN773_00342
