ERR1913021.161__1.161	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913021.5907809__1.5907809	97253__N2A756__C823_05027
ERR1913021.5907835__1.5907835	33039__D4M6I1__nadB_2
ERR1913021.5907865__1.5907865	166486__D4KY48__gmr_5
ERR1913021.5907899__1.5907899	1262888__R6P6L1__BN582_00113
ERR1913021.5908012__1.5908012	1501391__GCA_000786575.1_00146
ERR1913021.5908019__1.5908019	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.5908053__1.5908053	40518__R5DXH2__DXD83_10135
ERR1913021.5908137__1.5908137	820__A0A1T4IY71__HMPREF2141_02402
ERR1913021.5908334__1.5908334	357276__I9QWD4__DXD47_15075
ERR1913021.5908447__1.5908447	1262888__R6P5W6__BN582_01933
ERR1913021.5908558__1.5908558	46506__B0NT08__BACSTE_02624
ERR1913021.5908761__1.5908761	487174__K0WUJ5__HMPREF9448_02567
ERR1913021.5908819__1.5908819	357276__A0A076INK2__BSEG_04225
ERR1913021.5908853__1.5908853	454154__G5STF9__HMPREF9441_02662
ERR1913021.5909054__1.5909054	39492__R6RT40__prkC_3
ERR1913021.5909196__1.5909196	1262935__R5GIS0__BN773_01547
ERR1913021.5909268__1.5909268	28116__I9JM49__NCTC11153_01044
ERR1913021.5909314__1.5909314	46228__V8CCW7__DXD17_07330
ERR1913021.5909440__1.5909440	357276__A0A076ISD9__EL88_07480
ERR1913021.5909456__1.5909456	487174__K0X4L2__pgl
ERR1913021.5909508__1.5909508	556259__E5C690__BSGG_1431
ERR1913021.5909512__1.5909512	301301__G2T5S1__gsiA_1
ERR1913021.5909516__1.5909516	39492__D4JTG7__EUBSIR_00572
ERR1913021.5910012__1.5910012	39491__A0A395ZG74__licR
ERR1913021.5910233__1.5910233	820__A0A139K4T0__ERS852510_03146
ERR1913021.5910293__1.5910293	2293125__A0A374C671__DW917_09135
ERR1913021.5910394__1.5910394	1150298__A0A174KMK7__rluD_3
ERR1913021.5910435__1.5910435	454155__F3QQI3__HMPREF9442_00425
ERR1913021.5910483__1.5910483	820__A0A3E4VZS7__DXC07_14435
ERR1913021.5910934__1.5910934	1547597__A0A0C3RDA3__DMB45_13865
ERR1913021.5910972__1.5910972	2293125__A0A374BSW4__DW917_13420
ERR1913021.5911044__1.5911044	1262935__R5GS65__BN773_01399
ERR1913021.5911077__1.5911077	821__A0A174NM17__lacZ_6
ERR1913021.5911089__1.5911089	39491__A0A395V5R3__EUBREC_1883
ERR1913021.5911094__1.5911094	1262935__R5GG37__BN773_00249
ERR1913021.5911394__1.5911394	818__A0A3E5HGN6__Btheta7330_00798
ERR1913021.5911948__1.5911948	1262911__R6GPC5__BN557_00852
ERR1913021.5912045__1.5912045	357276__A0A076IYE6__IY41_04275
ERR1913021.5912131__1.5912131	39492__D4JRZ7__smc
ERR1913021.5912190__1.5912190	1262980__R5BMR8__BN814_00052
ERR1913021.5912215__1.5912215	291644__I9T317__ERS852428_03619
ERR1913021.5912543__1.5912543	357276__I9RHT4__EL88_09235
ERR1913021.5912650__1.5912650	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913021.5912988__1.5912988	1796613__A0A1C7H6N8__ADH74_01350
ERR1913021.5913078__1.5913078	2173__A5UKK6__BK798_01380
ERR1913021.5913321__1.5913321	357276__I9RAC4__BSEG_00561
ERR1913021.5913379__1.5913379	214856__I3YK71__ERS852559_02472
ERR1913021.5913554__1.5913554	1262889__R7H9A4__BN634_00112
ERR1913021.5913584__1.5913584	823__A6L9W2__DXB14_07905
ERR1913021.5913923__1.5913923	821__R9HFW2__DXD01_00365
ERR1913021.5913992__1.5913992	246787__A0A0P0G684__cirA_10
ERR1913021.5914125__1.5914125	1262889__R7HAZ8__BN634_01039
ERR1913021.5914326__1.5914326	28111__E5WUX3__HMPREF1016_00550
ERR1913021.5914400__1.5914400	47678__A5ZF31__DXB67_11050
ERR1913021.5914434__1.5914434	46228__V8BRM9__HMPREF1202_02379
ERR1913021.5914450__1.5914450	820__R9I3Q7__HMPREF1072_01668
ERR1913021.5914608__1.5914608	46506__B0NQN6__AA415_00632
ERR1913021.5915067__1.5915067	1262935__R5GFU9__BN773_00394
ERR1913021.5915147__1.5915147	39488__C0ERS5__EHLA_2242
ERR1913021.5915262__1.5915262	291644__I9T2X5__ERS852428_03729
ERR1913021.5915451__1.5915451	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.5915495__1.5915495	1262886__R6Q7L1__BN563_00804
ERR1913021.5915602__1.5915602	820__A0A139JRS5__HMPREF1073_04025
ERR1913021.5915688__1.5915688	28118__R6F707__B5F99_15665
ERR1913021.5915904__1.5915904	487174__K0WRZ5__HMPREF9448_02826
ERR1913021.5915942__1.5915942	1262743__R5C054__BN727_01980
ERR1913021.5916007__1.5916007	261299__W1UL69__CLOBAR_01396
ERR1913021.5916042__1.5916042	88431__A0A3D0EYA4__atpH
ERR1913021.5916149__1.5916149	291644__R5JCR7__HMPREF1071_01119
ERR1913021.5916197__1.5916197	1262825__R5E511__BN724_01711
ERR1913021.5916253__1.5916253	410072__A0A173Y2U9__aprX_2
ERR1913021.5916568__1.5916568	46228__V8C7M2__RUMLAC_01453
ERR1913021.5916674__1.5916674	823__A6LC27__DXB14_11470
ERR1913021.5917141__1.5917141	821__A0A174AYT0__DXC02_03530
ERR1913021.5917359__1.5917359	246787__A0A0P0GG22__BACCELL_01899
ERR1913021.5917725__1.5917725	487174__K0WTW4__DDY40_12630
ERR1913021.5917829__1.5917829	88431__A0A174G8Q6__ERS852526_02711
ERR1913021.5917869__1.5917869	230143__J0LMS7__HMPREF9156_00566
ERR1913021.5917890__1.5917890	2293125__A0A374C671__DW917_09135
ERR1913021.5918029__1.5918029	1262886__R6RCF6__BN563_00371
ERR1913021.5918194__1.5918194	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.5918290__1.5918290	823__A0A078SYK6__DXB14_02485
ERR1913021.5918483__1.5918483	39492__D4JQY4__EUBSIR_01325
ERR1913021.5918489__1.5918489	821__A0A3E4WAR6__DXD64_10735
ERR1913021.5918586__1.5918586	33039__D4M6R8__bglB_8
ERR1913021.5918537__1.5918537	46228__V8C7M2__RUMLAC_01453
ERR1913021.5918735__1.5918735	820__A7V049__DXB48_04755
ERR1913021.5918746__1.5918746	1262911__R6GKX4__BN557_01388
ERR1913021.5918825__1.5918825	818__A0A0N7IB02__BT_3500
ERR1913021.5918971__1.5918971	291644__R5JEU7__HMPREF1532_03611
ERR1913021.5919056__1.5919056	823__A0A174PDQ0__DXC05_08200
ERR1913021.5919088__1.5919088	1262935__R5GGB1__BN773_00342
ERR1913021.5919132__1.5919132	1680__A0A076JNS9__BIFADO_02309
ERR1913021.5919203__1.5919203	823__A0A355XLH0__fepA_1
ERR1913021.5919220__1.5919220	291644__I9HGA0__wzc
ERR1913021.5919294__1.5919294	39486__G1WUB8__DXD82_09390
ERR1913021.5919327__1.5919327	28118__R6F7J8__Odosp_3206
ERR1913021.5919417__1.5919417	487174__K0XL60__DDY40_11760
ERR1913021.5919476__1.5919476	460384__A0A1I0GCZ4__C7256_00570
ERR1913021.5919512__1.5919512	1262886__R6REZ5__BN563_01087
ERR1913021.5919539__1.5919539	1262935__R5GIS0__BN773_01547
ERR1913021.5919741__1.5919741	821__A0A173XDD3__DXB82_17180
ERR1913021.5919810__1.5919810	39492__D4JR58__EUBSIR_02090
ERR1913021.5920074__1.5920074	1262935__R5GHP4__BN773_01210
ERR1913021.5920180__1.5920180	28111__R5JUK8__NCTC11155_02515
ERR1913021.5920252__1.5920252	165179__A0A174IYW3__DXC61_01235
ERR1913021.5920278__1.5920278	1262736__R5Y1K8__BN496_00775
ERR1913021.5920714__1.5920714	39491__A0A396FQV7__T1815_10751
ERR1913021.5920784__1.5920784	28111__E5X237__NCTC11155_00628
ERR1913021.5920872__1.5920872	357276__I9FGI3__EL88_12385
ERR1913021.5921021__1.5921021	301301__A0A395VAX9__ERS852391_01264
ERR1913021.5921098__1.5921098	46506__B0NQN6__AA415_00632
ERR1913021.5921140__1.5921140	204516__U6RFV1__HMPREF1534_02560
ERR1913021.5921191__1.5921191	1262889__R7HAE5__BN634_02047
ERR1913021.5921343__1.5921343	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.5921467__1.5921467	39491__A0A0M6WPN4__DXB69_06325
ERR1913021.5921568__1.5921568	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913021.5921574__1.5921574	821__A0A174NM17__lacZ_6
ERR1913021.5921637__1.5921637	46228__V8CB03__HMPREF1202_00647
ERR1913021.5921973__1.5921973	410072__C0B830__ERS852525_01946
ERR1913021.5922037__1.5922037	820__A7V9F9__B5G17_14640
ERR1913021.5922044__1.5922044	165179__A0A3E5AER8__DXB80_07075
ERR1913021.5922140__1.5922140	357276__A0A076INK2__BSEG_04225
ERR1913021.5922220__1.5922220	820__A0A1Y3V743__M093_0235
ERR1913021.5922344__1.5922344	46506__S3YBS6__AA415_01011
ERR1913021.5922345__1.5922345	818__C6IIW4__dapH_1
ERR1913021.5922335__1.5922335	357276__A0A076IS26__EL88_15950
ERR1913021.5922402__1.5922402	46503__R6WY21__DXB85_01605
ERR1913021.5922498__1.5922498	291644__I8Y2A3__HMPREF1532_03851
ERR1913021.5922516__1.5922516	357276__I8WPR6__EL88_06675
ERR1913021.5922604__1.5922604	28111__E5WWI4__HMPREF1016_01032
ERR1913021.5922900__1.5922900	823__A0A355XF06__B5F32_11480
ERR1913021.5923172__1.5923172	28117__B0MT73__ALIPUT_00412
ERR1913021.5923229__1.5923229	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.5923300__1.5923300	1160721__W0U3K4__RBI_I00339
ERR1913021.5923607__1.5923607	166486__D4KWP5__ROSINTL182_06014
ERR1913021.5923774__1.5923774	35833__E5Y8N1__HMPREF0179_02549
ERR1913021.5923789__1.5923789	46228__V8C6J2__DXD17_03715
ERR1913021.5923978__1.5923978	821__I9R3W6__DXC16_12455
ERR1913021.5923992__1.5923992	1262935__R5GT80__BN773_01758
ERR1913021.5924053__1.5924053	28111__R5JN40__HMPREF1016_01803
ERR1913021.5924162__1.5924162	821__D4VC51__M099_1508
ERR1913021.5924933__1.5924933	1150298__A0A174S2H3__spoIIQ
ERR1913021.5924969__1.5924969	1262889__R7HFT7__BN634_01537
ERR1913021.5925185__1.5925185	1262935__R5GRH6__BN773_01325
ERR1913021.5925236__1.5925236	165179__A0A229I3Z6__PREVCOP_03666
ERR1913021.5925344__1.5925344	820__A7V859__ERS852462_00341
ERR1913021.5925435__1.5925435	1262935__R5GKU2__BN773_00436
ERR1913021.5925473__1.5925473	291644__R5JGS8__HMPREF1071_01205
ERR1913021.5925700__1.5925700	821__D4VC51__M099_1508
ERR1913021.5926443__1.5926443	28117__B0MYM2__BHV66_04910
ERR1913021.5926800__1.5926800	28116__R6JAK2__DXD69_23875
ERR1913021.5927067__1.5927067	820__A0A173W419__DXC68_17760
ERR1913021.5927173__1.5927173	39492__D4JWY0__EUBSIR_01648
ERR1913021.5927397__1.5927397	1262886__R6QRM1__BN563_01480
ERR1913021.5927418__1.5927418	28117__R7JMT0__BHV66_05875
ERR1913021.5927499__1.5927499	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.5928061__1.5928061	1262911__R6H2J2__BN557_01228
ERR1913021.5928121__1.5928121	28111__E5WTU8__BACEGG_01922
ERR1913021.5928188__1.5928188	1262825__R5ECH5__BN724_02253
ERR1913021.5928201__1.5928201	1263000__R5EC87__BN466_00713
ERR1913021.5928310__1.5928310	46228__B5CLQ5__RUMLAC_00379
ERR1913021.5928812__1.5928812	28116__A0A1Y4Q112__evgS_13
ERR1913021.5928935__1.5928935	823__A0A395YSW8__CF162_05645
ERR1913021.5929032__1.5929032	291645__I8XPK0__HMPREF1068_01554
ERR1913021.5929162__1.5929162	2293125__A0A374BSW4__DW917_13420
ERR1913021.5929324__1.5929324	1262886__R6Q951__BN563_00504
ERR1913021.5929554__1.5929554	46503__A7ABE8__ERS852463_00185
ERR1913021.5929608__1.5929608	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.5930251__1.5930251	1262888__R6P459__BN582_01532
ERR1913021.5930311__1.5930311	384638__B7APN3__BACPEC_00639
ERR1913021.5930361__1.5930361	291644__I9HRU8__ERS852428_03635
ERR1913021.5930412__1.5930412	357276__A0A0K2HDP3__IY41_00705
ERR1913021.5930562__1.5930562	46228__V8C8S2__RUMLAC_01015
ERR1913021.5930783__1.5930783	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.5930847__1.5930847	28111__E5WTR3__BACEGG_01888
ERR1913021.5931002__1.5931002	39492__R6SA81__EUBSIR_00402
ERR1913021.5931048__1.5931048	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.5931384__1.5931384	291644__R5JCI3__HMPREF1532_04074
ERR1913021.5931323__1.5931323	1262935__R5GG37__BN773_00249
ERR1913021.5931756__1.5931756	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913021.5931728__1.5931728	46228__V8CG89__RUMLAC_00663
ERR1913021.5931918__1.5931918	1796613__A0A1C7GYD6__A4V03_03700
ERR1913021.5931948__1.5931948	40518__R5DY98__mepA_5
ERR1913021.5931977__1.5931977	357276__B6VYT9__HMPREF1063_05030
ERR1913021.5932051__1.5932051	357276__I9QDB8__B5F95_08105
ERR1913021.5932055__1.5932055	46503__A7AII9__ERS852463_00984
ERR1913021.5932065__1.5932065	853__A0A173YYY4__DWZ04_09420
ERR1913021.5932133__1.5932133	821__C6Z087__DXB90_00750
ERR1913021.5932138__1.5932138	46228__B5CP50__DXD17_00075
ERR1913021.5932278__1.5932278	28111__E5X429__BACEGG_00952
ERR1913021.5932282__1.5932282	1628085__A0A3E2XSL7__C7386_12131
ERR1913021.5932364__1.5932364	1262911__R6GTG0__BN557_01247
ERR1913021.5932494__1.5932494	1262911__R6H1D2__BN557_00855
ERR1913021.5932600__1.5932600	487174__K0X3E8__DIT83_11025
ERR1913021.5932614__1.5932614	1099853__U5CIB8__NSB1T_06390
ERR1913021.5932635__1.5932635	28118__F9Z8K4__Odosp_0843
ERR1913021.5932750__1.5932750	39492__D4JR08__ERS852540_02467
ERR1913021.5933088__1.5933088	544645__A0A1U7LB28__DXC42_12535
ERR1913021.5933301__1.5933301	39492__D4MIK7__EUBSIR_00676
ERR1913021.5933314__1.5933314	823__A0A395YSW8__CF162_05645
ERR1913021.5933363__1.5933363	46228__V8BRM9__HMPREF1202_02379
ERR1913021.5933505__1.5933505	357276__A0A0M1W1I8__ABI39_13620
ERR1913021.5933609__1.5933609	204516__U6RFV1__HMPREF1534_02560
ERR1913021.5934095__1.5934095	28111__E5WYP5__BACEGG_00185
ERR1913021.5934043__1.5934043	291644__I9TLT3__inlJ_2
ERR1913021.5934154__1.5934154	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913021.5934287__1.5934287	28111__R5K5X6__NCTC11155_02508
ERR1913021.5934324__1.5934324	357276__I8VQA2__HMPREF1065_04183
ERR1913021.5934343__1.5934343	116085__D4J7N3__DW747_15125
ERR1913021.5934390__1.5934390	1262935__R5GF26__BN773_01700
ERR1913021.5934570__1.5934570	1862668__GCA_001945525.1_00031
ERR1913021.5934623__1.5934623	357276__B6W1J2__BACDOR_03380
ERR1913021.5934655__1.5934655	853__A0A2A7B9I6__DW855_13690
ERR1913021.5934887__1.5934887	28117__R7JN92__BHV66_00550
ERR1913021.5934957__1.5934957	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.5934916__1.5934916	357276__A0A076J8M3__ABI39_13695
ERR1913021.5935045__1.5935045	820__A0A3E4WA06__ERS852554_03404
ERR1913021.5935089__1.5935089	1262911__R6GPC5__BN557_00852
ERR1913021.5935094__1.5935094	28116__A7LS06__HMPREF2532_04668
ERR1913021.5935123__1.5935123	1262935__R5GT76__BN773_01902
ERR1913021.5935280__1.5935280	46506__R6A5T2__DXC41_10795
ERR1913021.5935327__1.5935327	556259__E5CDQ6__BSGG_3921
ERR1913021.5935457__1.5935457	1393034__GCA_001552785.1_00511
ERR1913021.5935484__1.5935484	1550024__A0A0D8J179__ASJ35_09245
ERR1913021.5935679__1.5935679	357276__A0A076IYE6__IY41_04275
ERR1913021.5935731__1.5935731	357276__B6VXX7__HMPREF1063_02683
ERR1913021.5935780__1.5935780	1263044__GCA_000433375.1_03426
ERR1913021.5935834__1.5935834	1262935__R5GQM6__BN773_00997
ERR1913021.5935898__1.5935898	853__A8S882__C4N23_07600
ERR1913021.5935922__1.5935922	823__A0A173UDF6__CEQ22_003270
ERR1913021.5936017__1.5936017	1262889__R7H8M8__BN634_00534
ERR1913021.5936099__1.5936099	1897011__A0A1Q6RDJ0__BHW41_05420
ERR1913021.5936225__1.5936225	2108523__A0A2P2F8Z8__LAWASA_2511
ERR1913021.5936202__1.5936202	39486__B0G9K3__DXD18_11205
ERR1913021.5936377__1.5936377	671267__R9HYS1__C802_04097
ERR1913021.5936402__1.5936402	357276__I9FRW5__B5F95_21685
ERR1913021.5936494__1.5936494	28118__R6F051__NCTC10826_00301
ERR1913021.5936671__1.5936671	39492__D4JWT3__ERS852540_00301
ERR1913021.5936917__1.5936917	487174__K0XRL3__HMPREF9448_00669
ERR1913021.5937373__1.5937373	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.5937724__1.5937724	357276__B6W5Q9__HMPREF1063_03125
ERR1913021.5937736__1.5937736	28117__B0MZ50__ALIPUT_02424
ERR1913021.5937759__1.5937759	454154__G5ST56__HMPREF9441_02556
ERR1913021.5937874__1.5937874	246787__A0A0P0G684__cirA_10
ERR1913021.5937911__1.5937911	291644__R5JUW8__wecA_3
ERR1913021.5937920__1.5937920	1262889__R7HCR1__BN634_01576
ERR1913021.5938057__1.5938057	357276__E5UTL1__HMPREF1065_03551
ERR1913021.5938230__1.5938230	1262992__R5DC38__BN795_00276
ERR1913021.5938423__1.5938423	821__U6RDC2__DXD46_15675
ERR1913021.5938489__1.5938489	818__Q8A0R7__ERS852461_00039
ERR1913021.5938661__1.5938661	454155__F3QU73__HMPREF9442_01744
ERR1913021.5938691__1.5938691	291644__R5JNC3__HMPREF1071_03576
ERR1913021.5938862__1.5938862	1262958__R7GS30__BN645_00957
ERR1913021.5938962__1.5938962	487174__K0WV96__HMPREF9448_01901
ERR1913021.5938998__1.5938998	1501391__GCA_000786575.1_00129
ERR1913021.5939000__1.5939000	820__A0A173YYG4__evgS_3
ERR1913021.5939085__1.5939085	33039__A0A174P3P0__ERS852424_01681
ERR1913021.5939136__1.5939136	487174__K0WWY0__DIT83_10195
ERR1913021.5939405__1.5939405	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913021.5939460__1.5939460	1262886__R6RCG0__BN563_00376
ERR1913021.5939512__1.5939512	357276__A0A0P0M2G3__BACDOR_03913
ERR1913021.5939599__1.5939599	28111__R5K5X6__NCTC11155_02508
ERR1913021.5939629__1.5939629	821__A0A3E4WAR6__DXD64_10735
ERR1913021.5939781__1.5939781	291644__R5JRX7__HMPREF1532_01053
ERR1913021.5940127__1.5940127	46503__R6Y837__PARMER_03866
ERR1913021.5940149__1.5940149	246787__A0A0P0GET5__AA416_04410
ERR1913021.5940245__1.5940245	1735__B7CCF2__EUBIFOR_01879
ERR1913021.5940208__1.5940208	40518__R5DR72__RBL236_02110
ERR1913021.5940450__1.5940450	357276__I9R994__BACDOR_04044
ERR1913021.5940428__1.5940428	410072__A0A173WZ94__DXD67_05780
ERR1913021.5940484__1.5940484	46228__V8CAV6__addA
ERR1913021.5940689__1.5940689	39488__A0A374MTU0__ERS852578_02616
ERR1913021.5940718__1.5940718	357276__I9FGI3__EL88_12385
ERR1913021.5940721__1.5940721	1262935__R5GU54__BN773_00232
ERR1913021.5940792__1.5940792	246787__A0A108T4D5__HMPREF1062_06346
ERR1913021.5941062__1.5941062	1735__B7CDK7__EUBIFOR_02290
ERR1913021.5941230__1.5941230	246787__A0A3D6AVT6__BACCELL_02130
ERR1913021.5941384__1.5941384	1262825__R5EN22__BN724_00572
ERR1913021.5941444__1.5941444	28116__F7M1Q5__CUY_1584
ERR1913021.5941453__1.5941453	2293125__A0A374BSW4__DW917_13420
ERR1913021.5941492__1.5941492	820__E5VEH7__ERS852459_01300
ERR1913021.5941569__1.5941569	823__D0T9E4__DHW69_09115
ERR1913021.5941819__1.5941819	1547597__A0A0C3RGK7__DMB45_11390
ERR1913021.5942157__1.5942157	544645__A0A1U7L9U1__DXC42_00420
ERR1913021.5942268__1.5942268	357276__A0A076INK2__BSEG_04225
ERR1913021.5942439__1.5942439	116085__D4JBM5__DW747_01240
ERR1913021.5942440__1.5942440	78345__A0A087BJN2__BMERY_1596
ERR1913021.5942447__1.5942447	820__A0A3E4G493__ERS417307_00253
ERR1913021.5942449__1.5942449	1262886__R6QNU9__BN563_00617
ERR1913021.5942551__1.5942551	291644__R5JG91__HMPREF1532_01961
ERR1913021.5942614__1.5942614	39491__D4JIB6__ERS852417_01685
ERR1913021.5943076__1.5943076	820__A0A139KG04__ERS852459_01249
ERR1913021.5943101__1.5943101	291644__I9SRU1__ERS852428_04178
ERR1913021.5943137__1.5943137	88431__A6BGH9__ERS852408_02691
ERR1913021.5943228__1.5943228	28117__B0MU57__ALIPUT_00175
ERR1913021.5943412__1.5943412	47678__R5U2I4__ERS852558_03712
ERR1913021.5943451__1.5943451	291644__I9HLV6__ERS852428_02603
ERR1913021.5943569__1.5943569	357276__I9QBT4__GV66_09000
ERR1913021.5943609__1.5943609	1262935__R5GG37__BN773_00249
ERR1913021.5943797__1.5943797	291644__I9SQZ5__ERS852428_01656
ERR1913021.5944018__1.5944018	818__A0A139JVX2__ERS852557_01101
ERR1913021.5944025__1.5944025	1262935__R5GGB1__BN773_00342
ERR1913021.5944380__1.5944380	338188__A0A174ETX3__ERS852397_01955
ERR1913021.5944708__1.5944708	821__A0A396F1N0__M099_1553
ERR1913021.5944873__1.5944873	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913021.5945036__1.5945036	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.5945167__1.5945167	28118__F9ZAS2__B5F93_06130
ERR1913021.5945187__1.5945187	28116__A7LUQ0__CUY_2205
ERR1913021.5945359__1.5945359	1262825__R5E704__BN724_01845
ERR1913021.5945619__1.5945619	357276__I9QBT7__BSEG_03340
ERR1913021.5945664__1.5945664	556259__I0PXW0__BSGG_5187
ERR1913021.5945675__1.5945675	823__A0A395YVY3__ERS852513_03204
ERR1913021.5946148__1.5946148	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.5946259__1.5946259	1628085__A0A2U1APD9__C7386_1551
ERR1913021.5946274__1.5946274	1262889__R7HBT3__BN634_01319
ERR1913021.5946278__1.5946278	291644__R5JG91__HMPREF1532_01961
ERR1913021.5946525__1.5946525	1262935__R5GGB5__BN773_00347
ERR1913021.5946564__1.5946564	357276__A0A0M1W4C0__DXD47_07095
ERR1913021.5946767__1.5946767	28111__R5JN40__HMPREF1016_01803
ERR1913021.5946782__1.5946782	1262935__R5GM63__BN773_00882
ERR1913021.5946949__1.5946949	1235793__R9KSF0__C809_01679
ERR1913021.5946985__1.5946985	291644__I8Y2A3__HMPREF1532_03851
ERR1913021.5947115__1.5947115	371601__A0A395W6D8__BXY_21530
ERR1913021.5947249__1.5947249	820__R9I3Q7__HMPREF1072_01668
ERR1913021.5947334__1.5947334	291644__I9I2F9__HMPREF1532_01625
ERR1913021.5947525__1.5947525	39492__B0MNQ2__EUBSIR_01459
ERR1913021.5947829__1.5947829	39488__A0A174HDU7__EUBHAL_01339
ERR1913021.5948171__1.5948171	28116__A0A1G6G9R4__CUY_0131
ERR1913021.5948418__1.5948418	357276__A0A174L570__GV66_05720
ERR1913021.5948609__1.5948609	166486__D4KQG8__ERS852572_02379
ERR1913021.5948700__1.5948700	40518__R5E6K4__RB5AMG_02070
ERR1913021.5948749__1.5948749	820__A0A3E4WA06__ERS852554_03404
ERR1913021.5948776__1.5948776	39488__C0EWC5__EHLA_2843
ERR1913021.5948818__1.5948818	1262889__R7HAH9__BN634_01158
ERR1913021.5948953__1.5948953	46228__V8BLW9__DXD17_14090
ERR1913021.5948928__1.5948928	47678__R5V127__HMPREF1061_04334
ERR1913021.5949010__1.5949010	487174__K0X2A4__DDY40_04095
ERR1913021.5949128__1.5949128	28111__E5WWI4__HMPREF1016_01032
ERR1913021.5949443__1.5949443	357276__C3R5C9__HMPREF1063_00213
ERR1913021.5949474__1.5949474	246787__A0A0P0FV02__AA416_03728
ERR1913021.5949624__1.5949624	204516__U6RFV1__HMPREF1534_02560
ERR1913021.5949760__1.5949760	1308__G6ER27__DV947_00285
ERR1913021.5949851__1.5949851	291644__R5JET0__ERS852428_02433
ERR1913021.5949921__1.5949921	47678__R5U8S9__DW706_06260
ERR1913021.5950072__1.5950072	1262889__R7HFT7__BN634_01537
ERR1913021.5950171__1.5950171	291644__I8YWR0__HMPREF1071_01375
ERR1913021.5950437__1.5950437	649756__B0P4Q3__ERS852425_01640
ERR1913021.5950438__1.5950438	649756__B0P4Q3__ERS852425_01640
ERR1913021.5950637__1.5950637	39492__D4JVZ6__truB
ERR1913021.5951064__1.5951064	357276__I9QWD4__DXD47_15075
ERR1913021.5951131__1.5951131	40518__R5E6X5__sbcD
ERR1913021.5951233__1.5951233	357276__I9F327__DXD47_22495
ERR1913021.5951431__1.5951431	1262911__R6GTG0__BN557_01247
ERR1913021.5951409__1.5951409	552398__F4XCQ4__HMPREF0866_01621
ERR1913021.5951588__1.5951588	39486__R6SIF3__DXB12_00775
ERR1913021.5951681__1.5951681	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.5951701__1.5951701	357276__A0A0K2HI42__ABI39_06975
ERR1913021.5951916__1.5951916	46228__B5CPX5__RUMLAC_01520
ERR1913021.5952022__1.5952022	357276__B6VYT9__HMPREF1063_05030
ERR1913021.5952080__1.5952080	1262825__R5EL88__BN724_00578
ERR1913021.5952119__1.5952119	371601__R6DWQ9__SAMN04487924_11954
ERR1913021.5952142__1.5952142	301301__A0A395V714__evgS
ERR1913021.5952362__1.5952362	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913021.5952484__1.5952484	357276__A0A076IRX7__HMPREF1064_00526
ERR1913021.5952524__1.5952524	357276__I8WPR6__EL88_06675
ERR1913021.5952587__1.5952587	28118__F9ZCN9__DHW44_07820
ERR1913021.5952627__1.5952627	821__I9R3W6__DXC16_12455
ERR1913021.5952783__1.5952783	487174__K0WV96__HMPREF9448_01901
ERR1913021.5952809__1.5952809	487174__K0X3E8__DIT83_11025
ERR1913021.5953053__1.5953053	357276__C3REQ8__GV66_09740
ERR1913021.5953083__1.5953083	1160721__R6U304__BHW50_05725
ERR1913021.5953251__1.5953251	1262935__R5GU54__BN773_00232
ERR1913021.5953277__1.5953277	1263006__R6LQ17__BN515_02097
ERR1913021.5953601__1.5953601	47678__R5U8Y1__BACCAC_02615
ERR1913021.5953604__1.5953604	28117__B0MZ50__ALIPUT_02424
ERR1913021.5953681__1.5953681	820__A0A3E4VZS7__DXC07_14435
ERR1913021.5953873__1.5953873	821__A0A0P0LQT3__DXC03_05050
ERR1913021.5954032__1.5954032	28117__B0MUL5__ALIPUT_00722
ERR1913021.5954177__1.5954177	291644__I9T0B6__ERS852428_02426
ERR1913021.5954251__1.5954251	39488__A0A174CKH9__EUBHAL_00342
ERR1913021.5954267__1.5954267	487174__K0X347__DIT83_07775
ERR1913021.5954586__1.5954586	454155__F3QTG9__HMPREF9442_01487
ERR1913021.5954590__1.5954590	1227276__U2K7J0__HMPREF9148_02764
ERR1913021.5955049__1.5955049	821__A0A396F598__CUU_3259
ERR1913021.5955344__1.5955344	28116__C3QMW5__M089_4133
ERR1913021.5955450__1.5955450	821__A0A396F9T7__M097_3427
