ERR1912985.39__1.39	820__A7V092__hldE
ERR1912985.3596635__1.3596635	46506__A0A108TAK3__fepA_3
ERR1912985.3596712__1.3596712	2292352__A0A374UL63__DXC23_08410
ERR1912985.3596728__1.3596728	301301__A0A395V7N0__ERS852391_02330
ERR1912985.3596809__1.3596809	28117__B0MXG8__ALIPUT_01814
ERR1912985.3596897__1.3596897	487174__K0WTW4__DDY40_12630
ERR1912985.3596973__1.3596973	2292352__A0A374UKE7__DXC23_09500
ERR1912985.3597094__1.3597094	28117__B0MWZ9__ALIPUT_01735
ERR1912985.3597228__1.3597228	360807__A0A1Q6T5B1__ERS852444_03147
ERR1912985.3597238__1.3597238	28116__A0A1Y4Q112__evgS_13
ERR1912985.3597343__1.3597343	28117__R7JIJ8__BHV66_01635
ERR1912985.3597667__1.3597667	1262886__R6QIW7__BN563_00997
ERR1912985.3597792__1.3597792	28117__B0MYW7__ALIPUT_02336
ERR1912985.3597774__1.3597774	246787__A0A0P0G254__axeA1_2
ERR1912985.3597839__1.3597839	216816__C2GV16__APC1504_1666
ERR1912985.3597889__1.3597889	28117__B0MTY2__BHV66_06485
ERR1912985.3597901__1.3597901	1263109__GCA_000438135.1_01186
ERR1912985.3597931__1.3597931	301301__A0A174AM08__gluP_1
ERR1912985.3598011__1.3598011	28116__C3QVY2__SAMN05444282_12234
ERR1912985.3598111__1.3598111	28117__B0MXR4__BHV66_08025
ERR1912985.3598153__1.3598153	310297__B5CZI0__BACPLE_02145
ERR1912985.3598176__1.3598176	46506__R6L6Y9__wza_1
ERR1912985.3598266__1.3598266	310297__B5CXG7__DXD04_11450
ERR1912985.3598267__1.3598267	1160721__W0U4N3__BHW50_05270
ERR1912985.3598332__1.3598332	820__A7V470__HMPREF1072_02076
ERR1912985.3598361__1.3598361	360807__A0A396AF38__RIL183_00781
ERR1912985.3598433__1.3598433	1262761__R6RB22__BN606_01933
ERR1912985.3598656__1.3598656	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1912985.3598667__1.3598667	28117__B0MUT8__ALIPUT_00879
ERR1912985.3598704__1.3598704	46506__A0A108T991__AA415_01433
ERR1912985.3598842__1.3598842	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1912985.3598896__1.3598896	328814__GCA_004558275.1_00987
ERR1912985.3598977__1.3598977	1304__Q55242__V471_04485
ERR1912985.3599277__1.3599277	46506__A0A108TCU0__etk
ERR1912985.3599359__1.3599359	328814__GCA_004558275.1_00998
ERR1912985.3599499__1.3599499	544645__A0A1U7LBV3__DXC42_12245
ERR1912985.3599690__1.3599690	28116__I9JM49__NCTC11153_01044
ERR1912985.3599726__1.3599726	46506__B0NUC3__SAMN05444283_1019
ERR1912985.3599776__1.3599776	1304__A0A0Y1VYX0__DL08_03795
ERR1912985.3599793__1.3599793	556259__I0PXW0__BSGG_5187
ERR1912985.3599861__1.3599861	246787__R6KM92__AA416_01456
ERR1912985.3599896__1.3599896	1849041__A0A3E2T368__DW086_03410
ERR1912985.3600016__1.3600016	310297__R5W7P0__mreD
ERR1912985.3600371__1.3600371	28117__B0MUX4__ALIPUT_00911
ERR1912985.3600593__1.3600593	310297__B5CZS7__BACPLE_02243
ERR1912985.3600568__1.3600568	28117__R7JIJ8__BHV66_01635
ERR1912985.3600805__1.3600805	1628085__A0A2U1BCE8__C7386_10723
ERR1912985.3601001__1.3601001	1262986__R6A8H3__BN492_00409
ERR1912985.3601354__1.3601354	820__A0A139KIL9__DXC68_05945
ERR1912985.3601376__1.3601376	820__A0A139JY23__B5G17_06330
ERR1912985.3601417__1.3601417	820__R9I3N4__M093_0061
ERR1912985.3601438__1.3601438	310297__B5CZW4__BACPLE_02283
ERR1912985.3601596__1.3601596	410072__A0A174QX27__murE_2
ERR1912985.3601616__1.3601616	310297__B5CWI6__DXB87_12520
ERR1912985.3601759__1.3601759	310297__R5W7P0__mreD
ERR1912985.3601770__1.3601770	239935__A0A139TPG3__CXT86_08810
ERR1912985.3601802__1.3601802	46506__B0NUC3__SAMN05444283_1019
ERR1912985.3601842__1.3601842	310297__B5CZW4__BACPLE_02283
ERR1912985.3601864__1.3601864	246787__A0A0P0FV02__AA416_03728
ERR1912985.3601877__1.3601877	301301__A0A395V944__ERS852391_00514
ERR1912985.3601942__1.3601942	1263109__GCA_000438135.1_00973
ERR1912985.3601974__1.3601974	818__R9HBA6__HMPREF2534_04317
ERR1912985.3602043__1.3602043	246787__A0A0P0GUU5__BACCELL_02894
ERR1912985.3602113__1.3602113	820__A0A173WZS4__DXD90_10250
ERR1912985.3602148__1.3602148	47678__R5UT79__ERS852558_03890
ERR1912985.3602179__1.3602179	46228__V8CB83__RUMLAC_02479
ERR1912985.3602381__1.3602381	310297__B5CVS6__DXB87_08665
ERR1912985.3602320__1.3602320	328814__GCA_004558275.1_00998
ERR1912985.3602476__1.3602476	310297__B5CU49__DXD04_00310
ERR1912985.3602409__1.3602409	1263109__GCA_000438135.1_00299
ERR1912985.3602411__1.3602411	820__A0A396CMY7__HMPREF1072_03009
ERR1912985.3602507__1.3602507	360807__A0A173V2S2__phoR_7
ERR1912985.3602689__1.3602689	246787__A0A0P0FYF1__HMPREF1062_05374
ERR1912985.3602805__1.3602805	1263107__GCA_000436995.1_00097
ERR1912985.3603001__1.3603001	1897011__A0A1Q6RDY7__BHW41_05255
ERR1912985.3603013__1.3603013	46506__A0A3E4USX2__BACSTE_03107
ERR1912985.3603043__1.3603043	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3603188__1.3603188	46506__R6LDN0__HMPREF1181_03103
ERR1912985.3603272__1.3603272	357276__A0A076IRX4__ABI39_13585
ERR1912985.3603379__1.3603379	818__A0A3E5HGB5__ERS852511_02145
ERR1912985.3603383__1.3603383	823__A0A395YSW8__CF162_05645
ERR1912985.3603410__1.3603410	1262927__R7F4P0__BN677_00625
ERR1912985.3603500__1.3603500	818__R7KZF1__C5Z03_07410
ERR1912985.3603699__1.3603699	820__R9I3N4__M093_0061
ERR1912985.3603709__1.3603709	820__A0A078S569__gmhB
ERR1912985.3603829__1.3603829	1262761__R6QV93__BN606_01806
ERR1912985.3604037__1.3604037	301301__A0A395VAV8__ERS852391_02437
ERR1912985.3604041__1.3604041	357276__A0A0K2HP62__HMPREF1063_01560
ERR1912985.3604022__1.3604022	39488__A0A374MV67__DXD91_15895
ERR1912985.3604112__1.3604112	569__A0A2J9H168__XK86_13645
ERR1912985.3604124__1.3604124	239935__A0A2N8IKW7__pstA
ERR1912985.3604248__1.3604248	246787__A0A108T429__BACCELL_00192
ERR1912985.3604349__1.3604349	818__A0A3E5HEU1__NCTC10582_02468
ERR1912985.3604359__1.3604359	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912985.3604433__1.3604433	853__A0A3E2U7E6__ERS852582_01640
ERR1912985.3604524__1.3604524	1304__J7TGU8__Ssal_02017
ERR1912985.3604549__1.3604549	310297__R5VBJ5__DXC17_12085
ERR1912985.3604728__1.3604728	820__A0A396EXA7__DXB37_15530
ERR1912985.3604771__1.3604771	357276__A0A076IRX7__HMPREF1064_00526
ERR1912985.3605068__1.3605068	39491__A0A395ZG74__licR
ERR1912985.3605500__1.3605500	818__A0A3E5HNS1__BSIG_0465
ERR1912985.3605501__1.3605501	246787__R6KIG0__BcellWH2_02358
ERR1912985.3605553__1.3605553	310297__B5CZW4__BACPLE_02283
ERR1912985.3605570__1.3605570	1304__A0A2P1BV91__A6J87_10220
ERR1912985.3605603__1.3605603	28117__B0MXG8__ALIPUT_01814
ERR1912985.3605608__1.3605608	310297__B5D2R6__DXB87_15610
ERR1912985.3605658__1.3605658	328814__GCA_004558275.1_00236
ERR1912985.3605777__1.3605777	820__A0A3E4PYB0__yejM
ERR1912985.3605780__1.3605780	36343__GeneID:1261160
ERR1912985.3605936__1.3605936	1262761__R6QQ60__BN606_01316
ERR1912985.3605943__1.3605943	818__A0A3E5HGB5__ERS852511_02145
ERR1912985.3606116__1.3606116	246787__A0A0P0GCR8__xynD_3
ERR1912985.3606171__1.3606171	310297__R5VA64__DXD04_05100
ERR1912985.3606460__1.3606460	820__A0A3E4WA06__ERS852554_03404
ERR1912985.3606419__1.3606419	28117__B0MYM2__BHV66_04910
ERR1912985.3606521__1.3606521	1262761__R6R5E1__BN606_01164
ERR1912985.3606497__1.3606497	1262777__R5VKL1__BN512_01959
ERR1912985.3606842__1.3606842	487174__K0WRR5__DDY40_06130
ERR1912985.3606836__1.3606836	387090__S0F8B2__BACCOPRO_02129
ERR1912985.3606887__1.3606887	853__A0A2A7B1Y7__C7K05_11930
ERR1912985.3606996__1.3606996	357276__A0A076J726__IY41_15030
ERR1912985.3607004__1.3607004	562__P76135__CTY41_23560
ERR1912985.3607158__1.3607158	28117__B0MXJ1__BHV66_08445
ERR1912985.3607139__1.3607139	46506__S3YVT5__BACSTE_02352
ERR1912985.3607204__1.3607204	853__C7H1R8__DW905_06675
ERR1912985.3607297__1.3607297	310297__B5CZ21__DXB87_00235
ERR1912985.3607363__1.3607363	301301__A0A395VA63__sbcC
ERR1912985.3607479__1.3607479	328814__GCA_004558275.1_00989
ERR1912985.3607524__1.3607524	1263109__GCA_000438135.1_00036
ERR1912985.3607556__1.3607556	46506__B0NUC3__SAMN05444283_1019
ERR1912985.3607617__1.3607617	46506__S3YVT5__BACSTE_02352
ERR1912985.3607623__1.3607623	357276__I9FRW5__B5F95_21685
ERR1912985.3607631__1.3607631	357276__D1JZM4__HMPREF1065_01278
ERR1912985.3607675__1.3607675	357276__I8WC65__EL88_00520
ERR1912985.3607676__1.3607676	357276__I8WEY2__ABI39_04185
ERR1912985.3607868__1.3607868	246787__A0A0P0GG22__BACCELL_01899
ERR1912985.3608158__1.3608158	853__A0A2A7A4A9__C4N21_14870
ERR1912985.3608160__1.3608160	1262761__R6QR25__BN606_01386
ERR1912985.3608430__1.3608430	310297__B5D038__BACPLE_02359
ERR1912985.3608406__1.3608406	1235835__R9LCU2__C814_02677
ERR1912985.3608416__1.3608416	817__A0A015NVK9__HMPREF1204_01972
ERR1912985.3608607__1.3608607	1150298__A0A174PHI0__ERS852498_00826
ERR1912985.3608924__1.3608924	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1912985.3609095__1.3609095	818__C6IJ08__BJP75_000645
ERR1912985.3609188__1.3609188	853__A0A173RZ39__C4N22_01650
ERR1912985.3609227__1.3609227	820__A0A139KEW8__DXB64_06405
ERR1912985.3609440__1.3609440	1160721__W0U811__RBI_II00162
ERR1912985.3609747__1.3609747	246787__A0A3D6AZF7__BcellWH2_04504
ERR1912985.3609860__1.3609860	853__A0A2A6Z8X1__FPR_03410
ERR1912985.3610088__1.3610088	563038__E9FKL8__HMPREF0851_00827
ERR1912985.3610285__1.3610285	46506__B0NT08__BACSTE_02624
ERR1912985.3610323__1.3610323	310297__B5CZW4__BACPLE_02283
ERR1912985.3610334__1.3610334	310297__B5CXJ7__DXB87_06645
ERR1912985.3610383__1.3610383	1262945__R6YL13__BN600_00850
ERR1912985.3610404__1.3610404	46503__R6Y8M7__ERS852463_01228
ERR1912985.3610432__1.3610432	39491__A0A395UXH0__EUBREC_0021
ERR1912985.3610583__1.3610583	820__A0A139K2N9__DXB62_12420
ERR1912985.3610623__1.3610623	1981510__A0A2K9P3A7__B9O19_01578
ERR1912985.3610741__1.3610741	28117__B0MYW7__ALIPUT_02336
ERR1912985.3610730__1.3610730	1262761__R6QT59__BN606_01822
ERR1912985.3611006__1.3611006	458033__GCA_001482755.1_02203
ERR1912985.3611149__1.3611149	371601__A0A139LNL6__ERS852396_04350
ERR1912985.3611183__1.3611183	46506__R6LAK5__SAMN05444283_11231
ERR1912985.3611247__1.3611247	39491__A0A173VYV1__DXC13_02710
ERR1912985.3611324__1.3611324	357276__D1JZM4__HMPREF1065_01278
ERR1912985.3611390__1.3611390	357276__A0A076IRZ5__BACDOR_00630
ERR1912985.3611418__1.3611418	1262536__GeneID:16385479
ERR1912985.3611578__1.3611578	371601__A0A174KV09__B5E50_18085
ERR1912985.3611632__1.3611632	301301__A0A395V8M7__ERS852391_00967
ERR1912985.3611894__1.3611894	310297__B5CZW4__BACPLE_02283
ERR1912985.3611951__1.3611951	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912985.3611955__1.3611955	46228__B5CQI6__RUMLAC_01732
ERR1912985.3612136__1.3612136	46228__V8BQP5__HMPREF1202_02378
ERR1912985.3612195__1.3612195	1304__A0A1C7C632__NX99_03420
ERR1912985.3612304__1.3612304	853__A0A2A7A4A9__C4N21_14870
ERR1912985.3612306__1.3612306	47678__R5U8S9__DW706_06260
ERR1912985.3612498__1.3612498	820__A0A374Q854__HMPREF1073_03281
ERR1912985.3612687__1.3612687	301301__A0A395V747__ERS852391_01535
ERR1912985.3612704__1.3612704	46506__B0NU77__AA415_02810
ERR1912985.3612804__1.3612804	246787__A0A0P0FV02__AA416_03728
ERR1912985.3612891__1.3612891	47678__A5ZF31__DXB67_11050
ERR1912985.3612906__1.3612906	884684__GCA_002892425.1_01416
ERR1912985.3612908__1.3612908	823__K6ACX1__ERS852513_00266
ERR1912985.3613131__1.3613131	1304__A0A1W5ZCY0__CKU37_03270
ERR1912985.3613246__1.3613246	1897011__A0A1Q6RFG0__BHW41_03665
ERR1912985.3613218__1.3613218	820__A0A139JY23__B5G17_06330
ERR1912985.3613220__1.3613220	39491__C4ZF05__vpr
ERR1912985.3613195__1.3613195	1535__A7VS87__CLOLEP_01425
ERR1912985.3613196__1.3613196	410072__A0A3E4GUH0__COPCOM_01729
ERR1912985.3613268__1.3613268	853__A0A3E2V168__FAEPRAM212_00929
ERR1912985.3613497__1.3613497	46506__A0A108TAK3__fepA_3
ERR1912985.3613731__1.3613731	239935__A0A139TPU7__CXT91_06575
ERR1912985.3613763__1.3613763	218538__C9LM16__csm1
ERR1912985.3613837__1.3613837	410072__A0A174LWU8__ERS852481_03155
ERR1912985.3613818__1.3613818	239935__A0A2N8IMC9__CXU09_02095
ERR1912985.3613888__1.3613888	1263109__GCA_000438135.1_01104
ERR1912985.3613920__1.3613920	823__A6LEF3__ERS852560_01356
ERR1912985.3614136__1.3614136	1263006__R6LMY4__BN515_01429
ERR1912985.3614256__1.3614256	310297__R5VAZ2__DXC17_01480
ERR1912985.3614396__1.3614396	820__A0A174KKV6__DXC07_02635
ERR1912985.3614397__1.3614397	39491__C4ZCH3__EUR_17560
ERR1912985.3614478__1.3614478	1160721__R6U983__RBI_I00047
ERR1912985.3614696__1.3614696	46506__A0A3E4USX2__BACSTE_03107
ERR1912985.3614925__1.3614925	820__A0A3E4RUC4__DHU98_02635
ERR1912985.3615009__1.3615009	410072__C0BC38__ERS852574_02017
ERR1912985.3615054__1.3615054	820__R9I324__HMPREF2141_02414
ERR1912985.3615058__1.3615058	820__A0A174DZ97__SAMN05444418_101240
ERR1912985.3615238__1.3615238	387090__S0F8B2__BACCOPRO_02129
ERR1912985.3615499__1.3615499	310298__B3JQJ5__BACCOP_04231
ERR1912985.3615507__1.3615507	310298__B3JQJ5__BACCOP_04231
ERR1912985.3615658__1.3615658	246787__A0A3D6AZF8__BACCELL_02529
ERR1912985.3615693__1.3615693	239935__A0A139TVJ4__CXT86_02020
ERR1912985.3615749__1.3615749	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3615767__1.3615767	1263000__R5EMZ8__BN466_00707
ERR1912985.3615995__1.3615995	310297__R5VRJ6__DXC17_13755
ERR1912985.3616030__1.3616030	310297__B5CU49__DXD04_00310
ERR1912985.3616087__1.3616087	246787__A0A3D6AXH7__BACCELL_04262
ERR1912985.3616190__1.3616190	823__D7IV95__DXC05_09565
ERR1912985.3616427__1.3616427	301301__A0A395VAV8__ERS852391_02437
ERR1912985.3616430__1.3616430	487174__K0X5B1__DDY40_01695
ERR1912985.3616465__1.3616465	301301__A0A395VD41__RHOM_11540
ERR1912985.3616516__1.3616516	246787__A0A0P0GG22__BACCELL_01899
ERR1912985.3616636__1.3616636	46506__S3YS03__DXC34_03445
ERR1912985.3616863__1.3616863	39496__A5ZAD7__licT
ERR1912985.3616868__1.3616868	301301__R6NZ24__dapF_2
ERR1912985.3616929__1.3616929	310297__B5CZI0__BACPLE_02145
ERR1912985.3616942__1.3616942	820__A0A1T4IYF4__mprA_1
ERR1912985.3616967__1.3616967	46506__A0A3E4TL81__HMPREF1181_01022
ERR1912985.3617267__1.3617267	820__A0A3E4G3J9__ERS852459_02265
ERR1912985.3617474__1.3617474	853__E2ZGD9__C7J97_11715
ERR1912985.3617543__1.3617543	28117__B0MUB4__BHV66_01895
ERR1912985.3617722__1.3617722	310297__R5W0Z1__BACPLE_02183
ERR1912985.3617870__1.3617870	1351__Q82ZA4__SQ1_03119
ERR1912985.3617941__1.3617941	246787__A0A3D6ARC7__BACCELL_03328
ERR1912985.3617987__1.3617987	1262886__R6REZ5__BN563_01087
ERR1912985.3618289__1.3618289	39491__A0A395ZHW3__ERS852417_01359
ERR1912985.3618246__1.3618246	1262986__R5ZUP0__BN492_01284
ERR1912985.3618441__1.3618441	40520__R7DC80__RUMOBE_00153
ERR1912985.3618738__1.3618738	1965639__A0A1Y3XLD7__B5G03_08045
ERR1912985.3618937__1.3618937	818__D7I7V5__BJP75_001030
ERR1912985.3618911__1.3618911	310298__B3JII2__BACCOP_01694
ERR1912985.3619058__1.3619058	239935__A0A2N8IV82__CXT99_06735
ERR1912985.3619072__1.3619072	28116__A0A078Q626__HMPREF1070_02735
ERR1912985.3619114__1.3619114	487174__K0WZN5__HMPREF9448_01108
ERR1912985.3619180__1.3619180	310298__B3JII2__BACCOP_01694
ERR1912985.3619508__1.3619508	310297__R5VAZ2__DXC17_01480
ERR1912985.3619555__1.3619555	1263006__R6LWF1__BN515_02111
ERR1912985.3619583__1.3619583	28117__R7JH62__BHV66_05735
ERR1912985.3619547__1.3619547	371601__D7K8P3__SAMN05216250_10395
ERR1912985.3619594__1.3619594	46506__S3YS03__DXC34_03445
ERR1912985.3619871__1.3619871	823__D7IUM6__M091_1082
ERR1912985.3619901__1.3619901	552398__F4XHN7__HMPREF0866_03141
ERR1912985.3619879__1.3619879	556259__I0PXW0__BSGG_5187
ERR1912985.3619962__1.3619962	487174__K0WYI1__DDY40_08675
ERR1912985.3620063__1.3620063	310297__R5V814__DXC17_10530
ERR1912985.3620118__1.3620118	387090__S0F8B2__BACCOPRO_02129
ERR1912985.3620406__1.3620406	46503__R6WUT7__NCTC13052_01657
ERR1912985.3620461__1.3620461	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.3620826__1.3620826	46506__S3YS03__DXC34_03445
ERR1912985.3620880__1.3620880	301301__A0A395V7C8__RHOM_02390
ERR1912985.3621034__1.3621034	246787__A0A0P0FV02__AA416_03728
ERR1912985.3621003__1.3621003	357276__I8VQA2__HMPREF1065_04183
ERR1912985.3621011__1.3621011	301301__A0A395VDE4__ERS852391_00518
ERR1912985.3621092__1.3621092	820__A0A139KIL9__DXC68_05945
ERR1912985.3621150__1.3621150	569__A0A097R774__NCTC8535_03445
ERR1912985.3621260__1.3621260	1262746__R5SS80__BN750_02125
ERR1912985.3621337__1.3621337	820__A0A173WZS4__DXD90_10250
ERR1912985.3621400__1.3621400	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3621461__1.3621461	47678__R5U3L4__C5Z00_12600
ERR1912985.3621559__1.3621559	387090__S0F8B2__BACCOPRO_02129
ERR1912985.3621607__1.3621607	239935__A0A2N8HT68__ADH72_00510
ERR1912985.3621685__1.3621685	1263107__GCA_000436995.1_00112
ERR1912985.3621750__1.3621750	357276__A0A1Y3Z6X3__GV66_07715
ERR1912985.3621952__1.3621952	46506__B0NRJ1__DXC41_14065
ERR1912985.3622011__1.3622011	310297__B5CVZ7__DXB87_08345
ERR1912985.3622338__1.3622338	1628085__A0A374VUI1__C7386_11920
ERR1912985.3622365__1.3622365	246787__A0A3D6B2C7__BcellWH2_03259
ERR1912985.3622368__1.3622368	28117__B0MWP2__ALIPUT_01468
ERR1912985.3622613__1.3622613	39491__A0A173SH34__EUR_24920
ERR1912985.3622693__1.3622693	28116__C3QVY2__SAMN05444282_12234
ERR1912985.3622724__1.3622724	1304__F8LL78__A6J87_06705
ERR1912985.3622833__1.3622833	28117__R7JIJ8__BHV66_01635
ERR1912985.3622861__1.3622861	246787__A0A0P0GCR8__xynD_3
ERR1912985.3623140__1.3623140	1262927__R7EV52__BN677_01072
ERR1912985.3623256__1.3623256	310297__B5CUD7__BHV76_11070
ERR1912985.3623220__1.3623220	246787__A0A3D6AQP8__AA416_04153
ERR1912985.3623272__1.3623272	1263109__GCA_000438135.1_00512
ERR1912985.3623350__1.3623350	818__A0A3E5HWN5__BSIG_3066
ERR1912985.3623549__1.3623549	1304__A0A1V0GL68__CGZ74_06870
ERR1912985.3623581__1.3623581	46506__B0NT08__BACSTE_02624
ERR1912985.3623726__1.3623726	310297__B5D3X5__BHV76_01155
ERR1912985.3623759__1.3623759	1160721__W0U3Z9__RBI_I00543
ERR1912985.3623877__1.3623877	328814__GCA_004558275.1_00986
ERR1912985.3623824__1.3623824	246787__A0A3D6AXJ7__BACCELL_02379
ERR1912985.3624013__1.3624013	823__A0A355XH29__lolE_1
ERR1912985.3624019__1.3624019	310297__B5CZ21__DXB87_00235
ERR1912985.3624182__1.3624182	556259__E5C690__BSGG_1431
ERR1912985.3624383__1.3624383	371601__R6JE01__SAMN05216250_10396
ERR1912985.3624385__1.3624385	46228__V8BRM9__HMPREF1202_02379
ERR1912985.3624422__1.3624422	28117__B0MY41__BHV66_05165
ERR1912985.3624548__1.3624548	301301__A0A395V9V0__RHOM_01245
ERR1912985.3624582__1.3624582	310297__R5V814__DXC17_10530
ERR1912985.3624630__1.3624630	301301__A0A395VD41__RHOM_11540
ERR1912985.3624905__1.3624905	823__K6AS99__ERS852429_01856
ERR1912985.3625349__1.3625349	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3625411__1.3625411	853__A0A174CVG7__CGS58_09335
ERR1912985.3625544__1.3625544	310297__B5CVZ7__DXB87_08345
ERR1912985.3625742__1.3625742	487174__K0XES7__HMPREF9448_00566
ERR1912985.3625785__1.3625785	40520__R7DC80__RUMOBE_00153
ERR1912985.3625956__1.3625956	820__A0A3E5BMG9__DXD40_05130
ERR1912985.3626006__1.3626006	46506__A0A108TCU0__etk
ERR1912985.3626087__1.3626087	2173__A0A1D2WXC5__METSMIALI_01265
ERR1912985.3626190__1.3626190	246787__A0A3D6B2C7__BcellWH2_03259
ERR1912985.3626421__1.3626421	471189__GCA_003340385.1_00170
ERR1912985.3626469__1.3626469	46503__R6WPS1__lepB
ERR1912985.3626473__1.3626473	824__C8PKV4__hypE_1
ERR1912985.3626673__1.3626673	820__A0A173WZS4__DXD90_10250
ERR1912985.3626686__1.3626686	39491__A0A396FMT0__EUBREC_3020
ERR1912985.3626780__1.3626780	818__A0A0P0FPQ9__BT_4391
ERR1912985.3626830__1.3626830	820__A0A139KG04__ERS852459_01249
ERR1912985.3626862__1.3626862	820__R9HP61__DXC91_01090
ERR1912985.3626840__1.3626840	46506__R6A5T2__DXC41_10795
ERR1912985.3626890__1.3626890	46506__B0NU77__AA415_02810
ERR1912985.3626919__1.3626919	820__A0A174Q0F0__DXB48_08080
ERR1912985.3626937__1.3626937	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1912985.3626940__1.3626940	46228__V8C458__DXD17_08090
ERR1912985.3626983__1.3626983	246787__A0A0P0FV02__AA416_03728
ERR1912985.3627031__1.3627031	310298__B3JQJ5__BACCOP_04231
ERR1912985.3627050__1.3627050	246787__A0A3D6AQP8__AA416_04153
ERR1912985.3627234__1.3627234	310297__B5D038__BACPLE_02359
ERR1912985.3627366__1.3627366	310297__R5V778__BACPLE_02189
ERR1912985.3627458__1.3627458	46506__A0A108TCU0__etk
ERR1912985.3627494__1.3627494	1263006__R6LRT3__BN515_00657
ERR1912985.3627698__1.3627698	46506__B0NM94__HMPREF1181_03250
ERR1912985.3627767__1.3627767	820__A7V470__HMPREF1072_02076
ERR1912985.3627866__1.3627866	1263109__GCA_000438135.1_01131
ERR1912985.3627881__1.3627881	328814__GCA_004558275.1_01001
ERR1912985.3627885__1.3627885	47678__R5UUS9__ERS852558_01432
ERR1912985.3627938__1.3627938	46506__A0A108TAK3__fepA_3
ERR1912985.3628400__1.3628400	328814__GCA_004558275.1_00076
ERR1912985.3628431__1.3628431	1150298__A0A174I2L4__ERS852535_01377
ERR1912985.3628481__1.3628481	39488__C0ERK9__cbiK
ERR1912985.3628542__1.3628542	28117__B0MSS1__ALIPUT_00273
ERR1912985.3628551__1.3628551	46506__B0NRL7__arlS
ERR1912985.3628555__1.3628555	1160721__R6TB54__RBI_I01327
ERR1912985.3628630__1.3628630	246787__R6KQ08__AA416_01934
ERR1912985.3628682__1.3628682	1263109__GCA_000438135.1_00334
ERR1912985.3628703__1.3628703	246787__R6K756__HMPREF1062_01819
ERR1912985.3628808__1.3628808	301301__A0A395V7P2__ERS852391_05080
ERR1912985.3629205__1.3629205	357276__I8VQA2__HMPREF1065_04183
ERR1912985.3629214__1.3629214	46503__A7AB74__DD461_00855
ERR1912985.3629239__1.3629239	820__A0A3E4XDK3__ERS852554_03650
ERR1912985.3629319__1.3629319	1262927__R7F6Z2__BN677_00644
ERR1912985.3629340__1.3629340	394340__gatB
ERR1912985.3629401__1.3629401	1263006__R6LZ65__BN515_01602
ERR1912985.3629553__1.3629553	46506__S3YT03__AA415_01895
ERR1912985.3629687__1.3629687	818__A0A139KQP8__BJP75_006755
ERR1912985.3630003__1.3630003	310297__B5CXG7__DXD04_11450
ERR1912985.3630150__1.3630150	823__A0A174L7J4__CF162_00380
ERR1912985.3630412__1.3630412	820__R9I324__HMPREF2141_02414
ERR1912985.3630478__1.3630478	820__A0A3E4HWJ4__DXD40_05945
ERR1912985.3630736__1.3630736	1150298__A0A174BC67__ERS852498_00837
ERR1912985.3630811__1.3630811	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3631038__1.3631038	166486__D4KV38__ROSINTL182_06841
ERR1912985.3631057__1.3631057	818__A0A3E5H5M0__SAMN05216253_12081
ERR1912985.3631082__1.3631082	410072__A0A173SHF2__COPCOM_03201
ERR1912985.3631175__1.3631175	820__A0A3E4VZF8__C801_00319
ERR1912985.3631272__1.3631272	310297__B5D0X9__BACPLE_02656
ERR1912985.3631317__1.3631317	246787__A0A0P0GK12__BcellWH2_04154
ERR1912985.3631395__1.3631395	46506__S3YS03__DXC34_03445
ERR1912985.3631571__1.3631571	166486__D4L458__ROSINTL182_07088
ERR1912985.3631583__1.3631583	818__D7I7V5__BJP75_001030
ERR1912985.3631623__1.3631623	1304__A0A1V0H636__RSSL_01707
ERR1912985.3631656__1.3631656	46506__A0A108TDB0__DXC34_12240
ERR1912985.3631688__1.3631688	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1912985.3631754__1.3631754	28117__B0MSL1__BHV66_06710
ERR1912985.3631821__1.3631821	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.3631860__1.3631860	47678__A5ZEP5__CGC64_03450
ERR1912985.3631936__1.3631936	246787__A0A3D6AXJ7__BACCELL_02379
ERR1912985.3631958__1.3631958	820__A0A174DZ97__SAMN05444418_101240
ERR1912985.3632161__1.3632161	1304__J7TGU8__Ssal_02017
ERR1912985.3632188__1.3632188	569__A0A377P2I7__PU01_08335
ERR1912985.3632244__1.3632244	46228__V8CE73__DXD17_11635
ERR1912985.3632282__1.3632282	310297__B5D252__BACPLE_03055
ERR1912985.3632324__1.3632324	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.3632368__1.3632368	328814__GCA_004558275.1_01004
ERR1912985.3632525__1.3632525	46228__V8CE73__DXD17_11635
ERR1912985.3632635__1.3632635	47678__A5ZJ14__ERS852494_02225
