ERR1913062.307__1.307	28118__F9Z6D0__DHW44_12795
ERR1913062.4567371__1.4567371	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.4567438__1.4567438	1262992__R5DC96__BN795_01524
ERR1913062.4567446__1.4567446	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4567927__1.4567927	88431__A0A174G8Q6__ERS852526_02711
ERR1913062.4567938__1.4567938	360807__A0A0M6WIS4__ROSEINA2194_02000
ERR1913062.4567975__1.4567975	166486__D4KVA1__ROSINTL182_06909
ERR1913062.4567993__1.4567993	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.4568119__1.4568119	357276__B6VYT9__HMPREF1063_05030
ERR1913062.4568162__1.4568162	357276__A0A0K2HKT7__B5F95_21090
ERR1913062.4568262__1.4568262	46506__R6B8Z4__SAMN05444283_11711
ERR1913062.4568332__1.4568332	46503__R6WYJ8__DXB85_13825
ERR1913062.4568386__1.4568386	820__A0A3E4W6P0__gmhA
ERR1913062.4568410__1.4568410	853__A0A173TAZ8__DWZ46_14590
ERR1913062.4568456__1.4568456	818__A0A3E5HN77__HMPREF2534_00072
ERR1913062.4568537__1.4568537	310298__B3JQJ5__BACCOP_04231
ERR1913062.4568576__1.4568576	165179__A0A3E5AAM8__DXB80_10240
ERR1913062.4568641__1.4568641	33025__A0A395J947__C8D73_11315
ERR1913062.4568663__1.4568663	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.4568670__1.4568670	823__A0A355XN73__DXC05_07000
ERR1913062.4568870__1.4568870	46503__R6WQ01__PARMER_03826
ERR1913062.4568991__1.4568991	2293125__A0A374BUM7__DW917_12980
ERR1913062.4569110__1.4569110	28118__F9Z5A4__DHW44_14035
ERR1913062.4569231__1.4569231	166486__D4L0E1__ypdA_4
ERR1913062.4569279__1.4569279	310298__B3JHN8__BACCOP_01400
ERR1913062.4569402__1.4569402	216816__C5E9N8__DD678_02795
ERR1913062.4569469__1.4569469	2108523__A0A2P2F504__LAWASA_1087
ERR1913062.4569752__1.4569752	1262930__R6A1X5__BN693_02075
ERR1913062.4569815__1.4569815	166486__D4KU79__ROSINTL182_06970
ERR1913062.4569862__1.4569862	166486__D4KYC3__ROSINTL182_05485
ERR1913062.4569978__1.4569978	166486__D4KQG8__ERS852572_02379
ERR1913062.4570121__1.4570121	310298__B3JK97__BACCOP_02326
ERR1913062.4570211__1.4570211	853__A0A173RZ39__C4N22_01650
ERR1913062.4570310__1.4570310	820__A0A1T4IYF4__mprA_1
ERR1913062.4570612__1.4570612	818__A0A174LFW3__C5Z03_04710
ERR1913062.4570666__1.4570666	165179__A0A3E5AER8__DXB80_07075
ERR1913062.4570731__1.4570731	410072__C0B830__ERS852525_01946
ERR1913062.4570816__1.4570816	1262930__R6AES4__BN693_02093
ERR1913062.4570909__1.4570909	1262948__R7E9E1__BN671_00103
ERR1913062.4570939__1.4570939	29361__B6FRT6__CLONEX_02860
ERR1913062.4570966__1.4570966	371601__A0A1H4GXQ8__CW1_1432
ERR1913062.4571242__1.4571242	820__A0A3E4VZY4__ERS852554_01211
ERR1913062.4571246__1.4571246	1628085__A0A396MGZ2__C7386_12111
ERR1913062.4571255__1.4571255	310298__B3JGJ2__BACCOP_00994
ERR1913062.4571350__1.4571350	165179__D1PGU8__PREVCOP_06463
ERR1913062.4571473__1.4571473	1262911__R6HN87__BN557_00926
ERR1913062.4571545__1.4571545	821__C6Z087__DXB90_00750
ERR1913062.4571595__1.4571595	649756__L1Q1A0__ERS852425_01427
ERR1913062.4571603__1.4571603	310298__B3JFK6__BACCOP_00656
ERR1913062.4571893__1.4571893	410072__C0B4V0__ERS852481_02420
ERR1913062.4572026__1.4572026	28116__E5C3L0__B5F02_21065
ERR1913062.4571980__1.4571980	310298__B3JQJ5__BACCOP_04231
ERR1913062.4572082__1.4572082	626932__G5HA68__HMPREF9450_01533
ERR1913062.4572129__1.4572129	357276__A0A1Y4PPG2__B5F95_02305
ERR1913062.4572217__1.4572217	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913062.4572200__1.4572200	1150298__A0A174AP40__ERS852535_01165
ERR1913062.4572235__1.4572235	371601__C3R2J2__ERS852396_04353
ERR1913062.4572372__1.4572372	487174__R5EUJ8__DDY40_00460
ERR1913062.4572460__1.4572460	821__A0A0P0LFP6__C5Z04_13890
ERR1913062.4572549__1.4572549	1150298__A0A174LLX0__dhaD
ERR1913062.4572904__1.4572904	2293125__A0A374C8A8__DW917_07550
ERR1913062.4572977__1.4572977	166486__C7GAX1__ERS852572_03188
ERR1913062.4572999__1.4572999	1099853__G9S127__NSB1T_01845
ERR1913062.4573015__1.4573015	823__A6L9D3__ERS852560_03374
ERR1913062.4573028__1.4573028	820__A7VAR9__ERS852421_00197
ERR1913062.4573069__1.4573069	165179__A0A229I2W6__PREVCOP_04332
ERR1913062.4573232__1.4573232	165179__A0A3E5AHY4__CFT61_07675
ERR1913062.4573262__1.4573262	821__C6Z087__DXB90_00750
ERR1913062.4573363__1.4573363	1965639__A0A1Y3XLA9__B5G03_07890
ERR1913062.4573463__1.4573463	310298__B3JGJ2__BACCOP_00994
ERR1913062.4573437__1.4573437	626932__G5HAU1__HMPREF9450_01756
ERR1913062.4573470__1.4573470	166486__D4L0B2__ERS852572_03035
ERR1913062.4573547__1.4573547	1262930__R5ZVG4__BN693_00969
ERR1913062.4573613__1.4573613	820__A0A3E5BMG9__DXD40_05130
ERR1913062.4573808__1.4573808	487174__K0XL35__DDY40_11955
ERR1913062.4573827__1.4573827	218538__C9LNQ3__GCWU000321_01176
ERR1913062.4573836__1.4573836	821__E5UY21__C800_02204
ERR1913062.4574061__1.4574061	165179__D1PHM6__DXC61_06700
ERR1913062.4574168__1.4574168	310298__B3JNH4__BACCOP_03487
ERR1913062.4574225__1.4574225	410072__C0B8G3__DXD67_01535
ERR1913062.4574401__1.4574401	649756__D4MX84__ERS852520_02352
ERR1913062.4574404__1.4574404	39492__D4JTG7__EUBSIR_00572
ERR1913062.4574437__1.4574437	1099853__R7DD94__NSB1T_13210
ERR1913062.4574439__1.4574439	357276__I9QBT7__BSEG_03340
ERR1913062.4574528__1.4574528	626933__H1DGX0__HMPREF9449_01506
ERR1913062.4574594__1.4574594	410072__A0A174A5E2__dtpT
ERR1913062.4574598__1.4574598	310298__B3JQJ5__BACCOP_04231
ERR1913062.4574721__1.4574721	357276__A0A0K2HJA6__DXD47_07320
ERR1913062.4574772__1.4574772	357276__C3RA36__HMPREF1065_03270
ERR1913062.4574874__1.4574874	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.4575148__1.4575148	1262924__R7HU74__BN585_00690
ERR1913062.4575447__1.4575447	360807__A0A174EVF2__RIL183_27331
ERR1913062.4575441__1.4575441	1262930__R6A1N0__BN693_00917
ERR1913062.4575537__1.4575537	818__A0A3E5HNR9__BSIG_1712
ERR1913062.4575522__1.4575522	28052__R7NEM3__fabD
ERR1913062.4575806__1.4575806	165179__R6XLJ7__CFT61_06250
ERR1913062.4576022__1.4576022	853__A0A174BA00__DW905_01145
ERR1913062.4576075__1.4576075	165179__D1PGU8__PREVCOP_06463
ERR1913062.4576083__1.4576083	487174__K0X109__DDY40_03235
ERR1913062.4576127__1.4576127	2293125__A0A374BSW4__DW917_13420
ERR1913062.4576139__1.4576139	204516__U6R9E0__HMPREF1534_03742
ERR1913062.4576366__1.4576366	823__A0A355XIK0__CEQ22_011965
ERR1913062.4576534__1.4576534	357276__A0A0K2HHN3__GV66_08845
ERR1913062.4576567__1.4576567	166486__D4KQG8__ERS852572_02379
ERR1913062.4576612__1.4576612	853__A0A174C5M1__CGS58_04460
ERR1913062.4576655__1.4576655	46503__R6XAG6__DXB85_14995
ERR1913062.4576673__1.4576673	1150298__R7JSE8__coaX_1
ERR1913062.4576807__1.4576807	820__A0A1Q6IDS8__chtA
ERR1913062.4576914__1.4576914	410072__A0A3E4GP91__COPCOM_03835
ERR1913062.4577011__1.4577011	823__A0A173RD26__B5F32_03910
ERR1913062.4577196__1.4577196	1263044__GCA_000433375.1_00023
ERR1913062.4577291__1.4577291	39488__A0A173TCD3__lytR_1
ERR1913062.4577535__1.4577535	821__A0A174MBW9__SAMN04487923_10272
ERR1913062.4577822__1.4577822	821__A0A174MBW9__SAMN04487923_10272
ERR1913062.4577933__1.4577933	166486__D4L1H3__sacC
ERR1913062.4577980__1.4577980	357276__B6VVS0__HMPREF1064_03951
ERR1913062.4577983__1.4577983	165179__D1PHC0__PREVCOP_06640
ERR1913062.4578091__1.4578091	2293125__A0A374CBD1__DW917_06995
ERR1913062.4578191__1.4578191	387661__K5ZS68__PRABACTJOHN_02984
ERR1913062.4578529__1.4578529	46506__A0A108TCU0__etk
ERR1913062.4578591__1.4578591	166486__D4KYD7__ERS852572_03817
ERR1913062.4578803__1.4578803	1262746__R5SLM9__BN750_01953
ERR1913062.4578888__1.4578888	33039__A0A3D0EY88__ERS852390_03120
ERR1913062.4579259__1.4579259	820__R9I3N4__M093_0061
ERR1913062.4579338__1.4579338	410072__C0B8D2__DXD67_01675
ERR1913062.4579312__1.4579312	39488__A0A173SK21__EUBHAL_00799
ERR1913062.4579446__1.4579446	1262743__R5C054__BN727_01980
ERR1913062.4579486__1.4579486	39496__A5Z8D5__EUBVEN_01976
ERR1913062.4579616__1.4579616	487174__R5EP60__DIT83_09045
ERR1913062.4579785__1.4579785	1262924__R7HQ03__BN585_01295
ERR1913062.4579862__1.4579862	2293125__A0A374BUM7__DW917_12980
ERR1913062.4580138__1.4580138	360807__A0A0M6WIL3__ERS852444_01365
ERR1913062.4580146__1.4580146	1735__B7CC21__EUBIFOR_01746
ERR1913062.4580228__1.4580228	853__A0A329UEG4__CHR60_00585
ERR1913062.4580210__1.4580210	39491__A0A395UWA3__DXB69_11805
ERR1913062.4580223__1.4580223	2293125__A0A374BUM7__DW917_12980
ERR1913062.4580259__1.4580259	357276__D1JY58__BACDOR_04277
ERR1913062.4580261__1.4580261	853__A0A173XRA8__CGS56_09290
ERR1913062.4580268__1.4580268	2293125__A0A374CJ42__DW917_03305
ERR1913062.4580344__1.4580344	39496__A5Z7X3__EUBVEN_01813
ERR1913062.4580520__1.4580520	820__A0A139K5A6__DXB48_12175
ERR1913062.4580542__1.4580542	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.4580801__1.4580801	2293125__A0A374BN09__DW917_16245
ERR1913062.4580894__1.4580894	371601__C3QP88__BN890_39790
ERR1913062.4581003__1.4581003	39496__A5Z3I6__EUBVEN_00232
ERR1913062.4581034__1.4581034	39496__A5Z5I2__EUBVEN_00963
ERR1913062.4581213__1.4581213	1262930__R5ZWP2__BN693_01542
ERR1913062.4581185__1.4581185	166486__D4KZA5__ERS852572_03317
ERR1913062.4581664__1.4581664	1735__B7CC21__EUBIFOR_01746
ERR1913062.4581673__1.4581673	165179__D1PGU8__PREVCOP_06463
ERR1913062.4581678__1.4581678	1262930__R5ZWP2__BN693_01542
ERR1913062.4581684__1.4581684	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4581728__1.4581728	357276__I9QWN0__ABI39_00335
ERR1913062.4582077__1.4582077	410072__A0A174GUH9__ERS852481_02532
ERR1913062.4582394__1.4582394	1262924__R7HQB3__BN585_00435
ERR1913062.4582409__1.4582409	1262739__R6MMI4__BN659_01195
ERR1913062.4582414__1.4582414	360807__C0FP74__ERS852444_00195
ERR1913062.4582425__1.4582425	818__Q8A112__BT_3859
ERR1913062.4582637__1.4582637	28118__F9Z6D1__DER54_04565
ERR1913062.4582647__1.4582647	818__A0A1H7TGM1__BJP75_010615
ERR1913062.4582720__1.4582720	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913062.4582751__1.4582751	556259__E5C690__BSGG_1431
ERR1913062.4582885__1.4582885	2293125__A0A374BUM7__DW917_12980
ERR1913062.4582889__1.4582889	2293125__A0A374CBD1__DW917_06995
ERR1913062.4582908__1.4582908	2293125__A0A374BUM7__DW917_12980
ERR1913062.4582939__1.4582939	357276__A0A076IXE0__HMPREF1064_04364
ERR1913062.4583161__1.4583161	853__A0A173T6P2__DWZ46_14595
ERR1913062.4583199__1.4583199	204516__U6RDD8__HMPREF1534_02559
ERR1913062.4583274__1.4583274	1262930__R6A8N0__BN693_02179
ERR1913062.4583446__1.4583446	39488__C0EY05__EUBHAL_02306
ERR1913062.4583639__1.4583639	821__A0A3E4XY72__NCTC10583_01067
ERR1913062.4583875__1.4583875	1262930__R6AUX8__BN693_00160
ERR1913062.4583943__1.4583943	2293125__A0A374BUM7__DW917_12980
ERR1913062.4584148__1.4584148	310298__B3JQJ5__BACCOP_04231
ERR1913062.4584194__1.4584194	39486__R6S4F3__DXD84_10345
ERR1913062.4584221__1.4584221	204516__U6RFV1__HMPREF1534_02560
ERR1913062.4584247__1.4584247	28116__D4WPD7__HMPREF1069_02183
ERR1913062.4584293__1.4584293	166486__A0A173RAP7__ROSINTL182_07969
ERR1913062.4584384__1.4584384	853__A8S882__C4N23_07600
ERR1913062.4584386__1.4584386	1262739__R6MRD4__BN659_02013
ERR1913062.4584425__1.4584425	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4584546__1.4584546	821__A0A0P0M405__DXC02_15075
ERR1913062.4584660__1.4584660	820__A0A173WZS4__DXD90_10250
ERR1913062.4584802__1.4584802	46503__A7AB27__DXB85_00430
ERR1913062.4585137__1.4585137	818__A0A3E5HHE1__Btheta7330_00796
ERR1913062.4585148__1.4585148	823__K6APS3__DDY96_02400
ERR1913062.4585228__1.4585228	2293125__A0A374BY09__DW917_11855
ERR1913062.4585306__1.4585306	823__A0A395YY84__DXC05_19515
ERR1913062.4585469__1.4585469	1262924__R7HRE7__BN585_00055
ERR1913062.4585481__1.4585481	310298__B3JNG7__BACCOP_03480
ERR1913062.4585557__1.4585557	487174__K0XDI7__DIT83_12065
ERR1913062.4585606__1.4585606	357276__I9R994__BACDOR_04044
ERR1913062.4585609__1.4585609	166486__C7GAX1__ERS852572_03188
ERR1913062.4585631__1.4585631	821__A6L0C7__ERS852556_03520
ERR1913062.4585743__1.4585743	39486__R6SE83__DXD82_03080
ERR1913062.4585876__1.4585876	33039__A0A174ZC42__ppaC
ERR1913062.4585992__1.4585992	821__D4VD59__BHV80_04260
ERR1913062.4586124__1.4586124	820__A0A139KHX1__HMPREF2141_00289
ERR1913062.4586332__1.4586332	1628085__A0A2U1BHQ4__C7386_101458
ERR1913062.4586356__1.4586356	310298__B3JQJ5__BACCOP_04231
ERR1913062.4586364__1.4586364	39491__A0A2U2EKL1__ERS852580_00911
ERR1913062.4586459__1.4586459	2293125__A0A374BSW4__DW917_13420
ERR1913062.4586564__1.4586564	310298__B3JK99__BACCOP_02328
ERR1913062.4586566__1.4586566	487174__R5F2W8__HMPREF9448_01730
ERR1913062.4586691__1.4586691	166486__D4KZI1__ERS852572_00422
ERR1913062.4586671__1.4586671	1262924__R7HNF7__BN585_01769
ERR1913062.4586886__1.4586886	1262930__R5ZZI5__BN693_01682
ERR1913062.4586905__1.4586905	410072__A0A174EHQ6__ERS852481_02629
ERR1913062.4586948__1.4586948	33039__D4M378__cysL_1
ERR1913062.4587009__1.4587009	310298__B3JQD7__BACCOP_04095
ERR1913062.4587023__1.4587023	821__D4VD59__BHV80_04260
ERR1913062.4587106__1.4587106	487174__K0WYG8__HMPREF9448_01522
ERR1913062.4587320__1.4587320	820__A0A139K4W5__HMPREF2141_02394
ERR1913062.4587400__1.4587400	410072__A0A174LAX8__DXD67_10655
ERR1913062.4587407__1.4587407	823__A0A395YS82__M091_1569
ERR1913062.4587410__1.4587410	310298__B3JK99__BACCOP_02328
ERR1913062.4587652__1.4587652	418240__C6JET3__ERS852478_01564
ERR1913062.4587770__1.4587770	165179__D1PHC0__PREVCOP_06640
ERR1913062.4587971__1.4587971	28118__F9Z408__NCTC10826_01194
ERR1913062.4588282__1.4588282	39486__G1WLK1__DXD50_02145
ERR1913062.4588408__1.4588408	357276__I9R2M6__BSEG_03499
ERR1913062.4588480__1.4588480	1308__A0A0E2Q4M9__U730_02155
ERR1913062.4588527__1.4588527	410072__A0A174DIZ5__ERS852574_01258
ERR1913062.4588645__1.4588645	357276__A0A076ITH2__BSEG_03273
ERR1913062.4588923__1.4588923	166486__R6AZI2__ydaF
ERR1913062.4589017__1.4589017	410072__A0A3E4GP91__COPCOM_03835
ERR1913062.4589101__1.4589101	820__A0A139JV05__B5G17_18125
ERR1913062.4589139__1.4589139	310298__B3JN86__BACCOP_03398
ERR1913062.4589167__1.4589167	357276__I9R002__HMPREF1064_01826
ERR1913062.4589218__1.4589218	820__I9TWZ7__DXC80_10550
ERR1913062.4589267__1.4589267	418240__A0A174C465__ydaM
ERR1913062.4589287__1.4589287	820__A0A139K4T0__ERS852510_03146
ERR1913062.4589290__1.4589290	820__A0A3E4W4Y7__B5G17_02055
ERR1913062.4589321__1.4589321	357276__B6W1J2__BACDOR_03380
ERR1913062.4589383__1.4589383	165179__D1PHC0__PREVCOP_06640
ERR1913062.4589449__1.4589449	820__A0A3E4W4Y7__B5G17_02055
ERR1913062.4589593__1.4589593	39488__A0A285PPV7__DXD91_14610
ERR1913062.4589693__1.4589693	821__A0A3E4KIM1__M097_3660
ERR1913062.4590118__1.4590118	820__A0A396EXA7__DXB37_15530
ERR1913062.4590146__1.4590146	310298__B3JNR4__BACCOP_03579
ERR1913062.4590261__1.4590261	301301__A0A395VA63__sbcC
ERR1913062.4590278__1.4590278	28118__F9Z6F1__DER54_08365
ERR1913062.4590280__1.4590280	410072__A0A173Y4Y6__ERS852389_02300
ERR1913062.4590379__1.4590379	1262873__R6W6D9__BN605_02180
ERR1913062.4590427__1.4590427	820__A0A173XIP7__B5G17_16050
ERR1913062.4590519__1.4590519	487174__K0XH97__HMPREF9448_01909
ERR1913062.4590645__1.4590645	2293125__A0A374BSW4__DW917_13420
ERR1913062.4590736__1.4590736	357276__A0A0M1W4C0__DXD47_07095
ERR1913062.4590796__1.4590796	310298__B3JNH3__BACCOP_03486
ERR1913062.4590895__1.4590895	626929__F3PDS3__HMPREF9445_00131
ERR1913062.4591066__1.4591066	357276__A0A076IRX4__ABI39_13585
ERR1913062.4591168__1.4591168	820__A7V859__ERS852462_00341
ERR1913062.4591202__1.4591202	821__A6L0C7__ERS852556_03520
ERR1913062.4591340__1.4591340	823__D7IUM6__M091_1082
ERR1913062.4591582__1.4591582	39486__B0G5I5__DXD50_01395
ERR1913062.4591650__1.4591650	820__A0A3E4W9W8__C801_01069
ERR1913062.4591711__1.4591711	310298__B3JK49__BACCOP_02273
ERR1913062.4591749__1.4591749	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.4591827__1.4591827	165179__A0A229I7F5__DXB80_02650
ERR1913062.4591828__1.4591828	821__A0A173XDD3__DXB82_17180
ERR1913062.4591901__1.4591901	853__A0A173RZ39__C4N22_01650
ERR1913062.4591970__1.4591970	166486__D4L0E1__ypdA_4
ERR1913062.4592027__1.4592027	853__A0A2A7A4A9__C4N21_14870
ERR1913062.4592059__1.4592059	166486__D4KZ14__inlA_1
ERR1913062.4591997__1.4591997	39488__R6GWX1__EUBHAL_01710
ERR1913062.4592148__1.4592148	387661__K5ZEG7__B5F96_01000
ERR1913062.4592397__1.4592397	823__A0A3E4PAQ2__DDY96_18275
ERR1913062.4592550__1.4592550	487174__K0X7X4__DIT83_09125
ERR1913062.4592570__1.4592570	1099853__G9S5Y3__NSB1T_01335
ERR1913062.4592704__1.4592704	487174__K0WT60__DDY40_05170
ERR1913062.4592658__1.4592658	165179__R6XLJ7__CFT61_06250
ERR1913062.4592815__1.4592815	1262992__R5CY03__BN795_01148
ERR1913062.4592904__1.4592904	487174__K0WRR5__DDY40_06130
ERR1913062.4593162__1.4593162	216816__C5E9C3__CJO32_03030
ERR1913062.4593344__1.4593344	853__A0A2A7AXC8__C4N21_14120
ERR1913062.4593619__1.4593619	33039__D4M1B1__ERS852577_03971
ERR1913062.4593804__1.4593804	820__A0A173YYG4__evgS_3
ERR1913062.4594051__1.4594051	820__A7VAR9__ERS852421_00197
ERR1913062.4594099__1.4594099	1262924__R7HM98__BN585_01697
ERR1913062.4594547__1.4594547	46503__A7AG59__ERS852463_00349
ERR1913062.4594554__1.4594554	46503__R6Y901__HMPREF1060_01754
ERR1913062.4594616__1.4594616	2293125__A0A374CBD1__DW917_06995
ERR1913062.4594809__1.4594809	2293125__A0A374BY09__DW917_11855
ERR1913062.4594836__1.4594836	360807__A0A174F8N1__ERS852444_00648
ERR1913062.4594888__1.4594888	46503__R6Y0Q3__DCY29_15880
ERR1913062.4594909__1.4594909	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913062.4594920__1.4594920	166486__D4KZ45__ROSINTL182_05738
ERR1913062.4594934__1.4594934	2108523__A0A2P2F3I3__LAWASA_548
ERR1913062.4594972__1.4594972	39496__A5Z4B0__EUBVEN_00535
ERR1913062.4595037__1.4595037	823__A0A355XLQ9__DXC05_02185
ERR1913062.4595634__1.4595634	39486__B0G932__DXD84_11630
ERR1913062.4595931__1.4595931	821__A6L0C7__ERS852556_03520
ERR1913062.4595965__1.4595965	1262992__R5D7H2__BN795_00443
ERR1913062.4596058__1.4596058	821__A0A173XDD3__DXB82_17180
ERR1913062.4596185__1.4596185	818__A0A1H7TGM1__BJP75_010615
ERR1913062.4596396__1.4596396	166486__C7GE31__ganB_3
ERR1913062.4596495__1.4596495	1262992__R5D224__BN795_00203
ERR1913062.4596638__1.4596638	820__A0A139KHX1__HMPREF2141_00289
ERR1913062.4596798__1.4596798	853__A0A174CVG7__CGS58_09335
ERR1913062.4596993__1.4596993	1262739__R6MRD4__BN659_02013
ERR1913062.4597013__1.4597013	2293125__A0A374BSW4__DW917_13420
ERR1913062.4597039__1.4597039	1262992__R5DCN3__BN795_00359
ERR1913062.4597246__1.4597246	28118__R6F7E3__ompH_2
ERR1913062.4597278__1.4597278	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.4597311__1.4597311	823__D7IUM6__M091_1082
ERR1913062.4597315__1.4597315	310298__B3JEE8__BACCOP_00239
ERR1913062.4597675__1.4597675	2293125__A0A374BUM7__DW917_12980
ERR1913062.4597701__1.4597701	33039__A0A174YCL2__ERS852424_00029
ERR1913062.4597787__1.4597787	2293125__A0A374BSW4__DW917_13420
ERR1913062.4597955__1.4597955	818__A0A3E5GYI4__NCTC10582_00013
ERR1913062.4598205__1.4598205	165179__A0A229I3Z6__PREVCOP_03666
ERR1913062.4598371__1.4598371	853__A0A329UEG4__CHR60_00585
ERR1913062.4598394__1.4598394	357276__A0A174L570__GV66_05720
ERR1913062.4598437__1.4598437	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913062.4598473__1.4598473	165179__D1PGU8__PREVCOP_06463
ERR1913062.4598629__1.4598629	39488__R5G6A7__DXD91_05835
ERR1913062.4598679__1.4598679	820__A0A396EUV1__B5G17_06465
ERR1913062.4598724__1.4598724	820__A0A139K1Y6__DXB48_02610
ERR1913062.4598825__1.4598825	2293125__A0A374BUM7__DW917_12980
ERR1913062.4599252__1.4599252	357276__I8VLL2__HMPREF1065_03395
ERR1913062.4599555__1.4599555	310298__B3JQJ5__BACCOP_04231
ERR1913062.4599658__1.4599658	1262948__R7EBX1__BN671_01946
ERR1913062.4599661__1.4599661	360807__A0A1Q6T542__RIL183_02161
ERR1913062.4599749__1.4599749	1262924__R7HM98__BN585_01697
ERR1913062.4599823__1.4599823	823__A0A173W404__DHP27_04905
ERR1913062.4599918__1.4599918	820__A0A174NUS8__DXC80_12885
ERR1913062.4599961__1.4599961	820__A7V092__hldE
ERR1913062.4600024__1.4600024	166486__D4L1P5__ERS852572_00758
ERR1913062.4600125__1.4600125	1628085__A0A2U1BCM4__C7386_10792
ERR1913062.4600286__1.4600286	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.4600288__1.4600288	165179__R6B8D8__DXC61_09245
ERR1913062.4600453__1.4600453	821__A0A0P0LFP6__C5Z04_13890
ERR1913062.4600625__1.4600625	821__A6L0C7__ERS852556_03520
ERR1913062.4600633__1.4600633	818__A0A3E5HWN5__BSIG_3066
ERR1913062.4600637__1.4600637	46503__A7AG59__ERS852463_00349
ERR1913062.4600769__1.4600769	165179__A0A3E5DN34__DXC61_07865
ERR1913062.4600781__1.4600781	853__A0A2A7B9I6__DW855_13690
ERR1913062.4600788__1.4600788	166486__D4KUK5__thiM
ERR1913062.4600829__1.4600829	1262930__R6A468__BN693_01366
ERR1913062.4600952__1.4600952	28118__F9Z3G8__B5F99_01835
ERR1913062.4600938__1.4600938	853__D4JY61__C4N21_10560
ERR1913062.4601135__1.4601135	165179__A0A3E5AER8__DXB80_07075
ERR1913062.4601337__1.4601337	820__A0A139K5A6__DXB48_12175
ERR1913062.4601662__1.4601662	218538__C9LQ92__GCWU000321_01724
ERR1913062.4601691__1.4601691	823__A0A174GGT1__queG
ERR1913062.4602034__1.4602034	310298__B3JNH3__BACCOP_03486
ERR1913062.4602110__1.4602110	1735__B7CBP5__EUBIFOR_01620
ERR1913062.4602164__1.4602164	165179__D1PGU8__PREVCOP_06463
ERR1913062.4602222__1.4602222	821__A0A395VIK7__BVU_1225
ERR1913062.4602349__1.4602349	2293125__A0A374BUM7__DW917_12980
ERR1913062.4602465__1.4602465	1262930__R6A8N0__BN693_02179
ERR1913062.4602675__1.4602675	166486__D4KZ24__ROSINTL182_05766
ERR1913062.4602687__1.4602687	310298__B3JM32__BACCOP_00571
ERR1913062.4602723__1.4602723	2108523__A0A2P2F8A7__LAWASA_2275
ERR1913062.4602927__1.4602927	166486__D4L456__rpfG_10
ERR1913062.4602982__1.4602982	214851__D1PN40__SUBVAR_05755
ERR1913062.4603158__1.4603158	301301__A0A395VDW7__RHOM_05405
ERR1913062.4603221__1.4603221	357276__B6W1Y5__IY41_11405
ERR1913062.4603357__1.4603357	310298__B3JQJ5__BACCOP_04231
ERR1913062.4603453__1.4603453	2293125__A0A374CCM7__DW917_05375
ERR1913062.4603513__1.4603513	1262930__R6AUX8__BN693_00160
ERR1913062.4603608__1.4603608	28118__F9Z750__Odosp_3044
ERR1913062.4603617__1.4603617	820__A7VAR9__ERS852421_00197
ERR1913062.4603955__1.4603955	329854__B3C787__BACINT_00778
ERR1913062.4604019__1.4604019	28118__F9Z8K4__Odosp_0843
ERR1913062.4604021__1.4604021	821__A0A173WG51__BVU_2549
ERR1913062.4604039__1.4604039	1262930__R5ZZ59__BN693_01578
ERR1913062.4604087__1.4604087	820__A0A174F696__macB_13
ERR1913062.4604349__1.4604349	487174__K0WTQ3__HMPREF9448_02140
ERR1913062.4604672__1.4604672	1262930__R6A468__BN693_01366
ERR1913062.4604637__1.4604637	28118__F9Z7B3__SAMEA44545918_00670
ERR1913062.4604646__1.4604646	853__A0A173T6P2__DWZ46_14595
ERR1913062.4604817__1.4604817	2293125__A0A374BSW4__DW917_13420
ERR1913062.4604818__1.4604818	360807__A0A173R6E5__ERS852444_00251
ERR1913062.4604838__1.4604838	1796613__A0A1C7GYE7__ADH74_04570
ERR1913062.4604909__1.4604909	410072__C0BAS6__ERS852481_01274
ERR1913062.4605132__1.4605132	360807__A0A1Q6T5B1__ERS852444_03147
ERR1913062.4605314__1.4605314	1796613__A0A1C7H300__A4V03_17350
ERR1913062.4605316__1.4605316	2293125__A0A374BUM7__DW917_12980
ERR1913062.4605479__1.4605479	310298__B3JPD1__BACCOP_02317
ERR1913062.4605491__1.4605491	2293125__A0A374BUM7__DW917_12980
ERR1913062.4605495__1.4605495	544644__GCA_001915615.1_02237
ERR1913062.4605496__1.4605496	1262930__R5ZWP2__BN693_01542
ERR1913062.4605596__1.4605596	457421__C5ER41__CBFG_04197
ERR1913062.4605607__1.4605607	418240__A0A174SJB0__toxA_3
