ERR1913257.130__1.130	1550024__A0A0D8IYY8__TQ39_09180
ERR1913257.646054__1.646054	39491__A0A0M6WNS5__DXC13_02015
ERR1913257.646087__1.646087	74426__rpoB
ERR1913257.646093__1.646093	39492__D4MJF3__EUBSIR_02248
ERR1913257.646259__1.646259	239935__A0A2N8HEH9__CXU07_11710
ERR1913257.646352__1.646352	853__A0A2A7B1Y7__C7K05_11930
ERR1913257.646369__1.646369	239935__A0A2N8I375__menA
ERR1913257.646412__1.646412	1263030__R5CRR4__BN705_00100
ERR1913257.646496__1.646496	39491__C4Z9K7__EUBREC_0050
ERR1913257.646973__1.646973	1680__R5GKP2__DXD60_06200
ERR1913257.647018__1.647018	418240__C6JFI7__ERS852523_01130
ERR1913257.647423__1.647423	246787__A0A3D6AS39__ina
ERR1913257.647333__1.647333	216816__A0A0M4NCP0__HMPREF1313_0712
ERR1913257.647439__1.647439	418240__C6JET3__ERS852478_01564
ERR1913257.647593__1.647593	39491__C4Z9K7__EUBREC_0050
ERR1913257.647751__1.647751	1681__A0A0H2P0H2__IF232_0799
ERR1913257.648024__1.648024	1550024__G9RXY7__TQ39_00100
ERR1913257.648215__1.648215	360807__C0FZM4__RIL183_06871
ERR1913257.648490__1.648490	239935__A0A3F3K985__CXT98_05805
ERR1913257.648768__1.648768	46228__B5CPY7__DXD17_03515
ERR1913257.649017__1.649017	823__A6L9W2__DXB14_07905
ERR1913257.649060__1.649060	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913257.649066__1.649066	1660__A7B9J8__HMPREF0970_01036
ERR1913257.649354__1.649354	28117__R7JJM9__ALIPUT_00662
ERR1913257.649540__1.649540	357276__A0A0K2HDV9__DXD47_02600
ERR1913257.649542__1.649542	626929__F3PM80__HMPREF9445_02977
ERR1913257.649616__1.649616	1262924__R7HP98__BN585_02065
ERR1913257.649737__1.649737	39491__A0A396FPV7__ERS852580_01177
ERR1913257.650084__1.650084	820__A0A139KJR5__M093_4469
ERR1913257.650223__1.650223	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913257.650258__1.650258	2173__A5UNC4__METSMIALI_00562
ERR1913257.650373__1.650373	1262924__R7HP04__BN585_02027
ERR1913257.650472__1.650472	239935__R6JCH3__CXT95_08205
ERR1913257.650507__1.650507	1262924__R7HQD9__BN585_00129
ERR1913257.651223__1.651223	40518__R5DXI4__DXD86_07420
ERR1913257.651280__1.651280	46503__A7AG59__ERS852463_00349
ERR1913257.651380__1.651380	1680__A1A1R1__BIFADO_00076
ERR1913257.651591__1.651591	39491__A0A396FQ67__DXB99_07505
ERR1913257.651718__1.651718	649756__A0A348YI82__ERS852520_03326
ERR1913257.651720__1.651720	39491__A0A396FQ67__DXB99_07505
ERR1913257.651735__1.651735	39491__A0A395ZDC6__addB
ERR1913257.651838__1.651838	1262924__R7HUR1__BN585_00057
ERR1913257.651921__1.651921	214856__R6Y1K2__ERS852447_02306
ERR1913257.651967__1.651967	1263107__GCA_000436995.1_00088
ERR1913257.651983__1.651983	1680__A1A0V3__C8077_03025
ERR1913257.652080__1.652080	1680__A0A0B5BIU5__BSTER_0145
ERR1913257.652156__1.652156	1262848__R6U1W9__BN818_00751
ERR1913257.652360__1.652360	1263107__GCA_000436995.1_00133
ERR1913257.652390__1.652390	853__C7H1R8__DW905_06675
ERR1913257.652435__1.652435	454154__G5STF9__HMPREF9441_02662
ERR1913257.653017__1.653017	820__A0A078S4C2__ERS417307_00828
ERR1913257.653018__1.653018	239935__A0A2N8INK7__Amuc_0521
ERR1913257.652966__1.652966	1550024__G9RTN6__TQ39_08170
ERR1913257.653047__1.653047	74426__sugC
ERR1913257.653123__1.653123	1680__A0A087DHN0__AL0462_1532
ERR1913257.653194__1.653194	1263107__GCA_000436995.1_00020
ERR1913257.653260__1.653260	39491__D4JMW8__ERS852497_01971
ERR1913257.653281__1.653281	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913257.653222__1.653222	357276__A0A076IN21__BSEG_03078
ERR1913257.653524__1.653524	39492__A0A174ZHV5__msbA_2
ERR1913257.653661__1.653661	239935__A0A2N8IU14__ADH72_05655
ERR1913257.653734__1.653734	40520__A5ZY33__DXC87_11790
ERR1913257.653813__1.653813	28025__D3R7B4__CDD75_01389
ERR1913257.653999__1.653999	239935__A0A2N8I7W6__CXT90_04245
ERR1913257.654065__1.654065	39491__D4JM76__DXC13_02150
ERR1913257.654172__1.654172	823__A0A355XJ56__DDY96_07685
ERR1913257.654416__1.654416	820__A0A174M9V5__M093_0237
ERR1913257.654427__1.654427	853__A0A173TAZ8__DWZ46_14590
ERR1913257.654451__1.654451	1550024__G9RT56__TQ39_09200
ERR1913257.654581__1.654581	360807__C0FVL1__ERS852392_00394
ERR1913257.654704__1.654704	267818__A0A0R1P9V4__B8W86_03395
ERR1913257.654741__1.654741	1739406__A0A2I1HZU8__HMPREF2902_04570
ERR1913257.654792__1.654792	1897011__A0A1Q6RH61__BHW41_01970
ERR1913257.655150__1.655150	40518__R5DS23__DXD86_01715
ERR1913257.655174__1.655174	1681__I3WKG9__BBJK_01327
ERR1913257.655184__1.655184	40520__R7DE21__DXD81_02990
ERR1913257.655187__1.655187	239935__A0A2N8INK7__Amuc_0521
ERR1913257.655123__1.655123	1262848__R6VHS2__BN818_01514
ERR1913257.655132__1.655132	2173__A0A1D2WTP5__BK798_02785
ERR1913257.655321__1.655321	1262924__R7HMF7__BN585_01507
ERR1913257.655387__1.655387	2173__A0A1D2WT96__BK798_08100
ERR1913257.655532__1.655532	418240__C6JFD7__ERS852523_02475
ERR1913257.655580__1.655580	239935__A0A2N8IRL2__CXU06_01170
ERR1913257.656033__1.656033	39492__D4JWM0__atpF
ERR1913257.656125__1.656125	40520__R7D4X0__DXC87_13050
ERR1913257.656275__1.656275	39491__A0A395ZF49__DXB69_05290
ERR1913257.656420__1.656420	28117__B0MVL5__BHV66_01660
ERR1913257.656486__1.656486	1262882__R5MPY4__BN519_01128
ERR1913257.656512__1.656512	39491__A0A173RA59__EUR_24800
ERR1913257.656761__1.656761	2173__A0A1D2WU59__Msm_1444
ERR1913257.656781__1.656781	446660__GCA_003428235.1_00881
ERR1913257.656883__1.656883	1263011__R6E1J2__BN553_01468
ERR1913257.656933__1.656933	1680__A0A0C2VBJ4__birA
ERR1913257.656960__1.656960	39491__A0A395ZKJ0__DXD13_11010
ERR1913257.656991__1.656991	39491__A0A395ZG74__licR
ERR1913257.657069__1.657069	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913257.657148__1.657148	357276__A0A076IN21__BSEG_03078
ERR1913257.657132__1.657132	39491__A0A396FEV5__EUR_24750
ERR1913257.657189__1.657189	74426__rpoB
ERR1913257.657350__1.657350	239935__A0A139TPD4__CXT86_06450
ERR1913257.657394__1.657394	1262989__R6YJX4__BN815_00450
ERR1913257.657601__1.657601	1262924__R7HUG0__BN585_00790
ERR1913257.657913__1.657913	1262924__R7HLK0__BN585_01496
ERR1913257.657920__1.657920	39485__A0A174ZQT9__EUBELI_20278
ERR1913257.657861__1.657861	1680__A7A7Z9__AAX71_05385
ERR1913257.658278__1.658278	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913257.658386__1.658386	2173__A5ULD0__BK798_05990
ERR1913257.658453__1.658453	1680__R5GKP2__DXD60_06200
ERR1913257.658585__1.658585	572010__aspS
ERR1913257.658638__1.658638	301301__A0A395VBK4__RHOM_13190
ERR1913257.658672__1.658672	39485__A0A174YTX0__mro
ERR1913257.658598__1.658598	1262736__R5YAS8__BN496_01746
ERR1913257.658727__1.658727	74426__sigA
ERR1913257.658907__1.658907	820__A0A139KHX1__HMPREF2141_00289
ERR1913257.659072__1.659072	1263107__GCA_000436995.1_00140
ERR1913257.659078__1.659078	239935__A0A2N8IU14__ADH72_05655
ERR1913257.659012__1.659012	239935__A0A2N8HT44__CXT84_11035
ERR1913257.659100__1.659100	46228__B5CQY8__RUMLAC_01887
ERR1913257.659373__1.659373	39491__A0A174LTW7__DXD13_08720
ERR1913257.659598__1.659598	820__A0A139K5E7__DXC68_09550
ERR1913257.659628__1.659628	239935__R6JD78__CXU05_09250
ERR1913257.659790__1.659790	39492__A0A174ZG93__EUBSIR_00254
ERR1913257.659842__1.659842	820__A0A174A6K0__M093_0079
ERR1913257.659872__1.659872	1680__A0A076JNH5__DXC60_03835
ERR1913257.659893__1.659893	1262848__R6UMZ1__BN818_01403
ERR1913257.659913__1.659913	1262911__R6GMD8__BN557_01647
ERR1913257.660016__1.660016	28052__A0A174GK20__ERS852451_00454
ERR1913257.660035__1.660035	39491__C4ZEW3__T1815_18241
ERR1913257.660213__1.660213	649756__D4MZI8__ERS852387_00933
ERR1913257.660250__1.660250	1897011__A0A1Q6REW8__BHW41_04435
ERR1913257.660402__1.660402	818__A0A139KE06__HMPREF2534_02512
ERR1913257.660499__1.660499	74426__infB
ERR1913257.660479__1.660479	1680__A0A0B5BIU5__BSTER_0145
ERR1913257.660639__1.660639	239935__A0A2N8I3Z7__CXU05_10555
ERR1913257.660616__1.660616	1680__A0A087DHN0__AL0462_1532
ERR1913257.660853__1.660853	384638__B7APR0__BACPEC_00666
ERR1913257.660953__1.660953	76489__A0A1E8EUC5__CLOACE_23150
ERR1913257.661031__1.661031	39491__A0A3E4E7C5__DXB69_03255
ERR1913257.661104__1.661104	40518__R5DSI5__fieF
ERR1913257.661108__1.661108	649756__A0A174FRG0__blaR1_3
ERR1913257.661172__1.661172	418240__A0A174FAS2__btr_1
ERR1913257.661440__1.661440	1263107__GCA_000436995.1_00213
ERR1913257.661500__1.661500	1680__A1A1R1__BIFADO_00076
ERR1913257.661652__1.661652	239935__A0A2N8HZW2__A4V05_11120
ERR1913257.661685__1.661685	40520__A0A174HHX4__RUMOBE_03561
ERR1913257.661698__1.661698	39491__A0A0M6WLC7__ERS852497_00640
ERR1913257.661713__1.661713	28117__B0MU76__ALIPUT_00202
ERR1913257.661671__1.661671	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913257.661823__1.661823	2173__A0A1D2WT86__METSMIF1_02584
ERR1913257.662115__1.662115	239935__A0A2N8I6R6__CXU04_04335
ERR1913257.662168__1.662168	301302__A0A173UAS4__M72_15061
ERR1913257.662252__1.662252	1680__A0A087DLC6__C8077_00815
ERR1913257.662698__1.662698	216816__C2GUV2__APC1478_0430
ERR1913257.662998__1.662998	1680__A0A076JNH5__DXC60_03835
ERR1913257.663063__1.663063	1262761__R6RU22__BN606_01110
ERR1913257.663110__1.663110	1522__T4P4Q6__SAMN04487929_111122
ERR1913257.663496__1.663496	1263107__GCA_000436995.1_00210
ERR1913257.663770__1.663770	46503__K5ZKR1__dnaB
ERR1913257.664202__1.664202	1262848__R6UA76__BN818_01720
ERR1913257.664306__1.664306	39491__A0A396FSN2__EUBREC_0707
ERR1913257.664499__1.664499	39485__R5ZSH7__EUBELI_00953
ERR1913257.664638__1.664638	39485__A0A174YW66__ERS852490_03040
ERR1913257.664951__1.664951	649756__D4MVS5__yxeP
ERR1913257.665004__1.665004	1150298__R7JUV3__yfnB
ERR1913257.665167__1.665167	239935__A0A139TQT9__Amuc_1197
ERR1913257.665411__1.665411	1262777__R5VQJ8__BN512_00852
ERR1913257.665452__1.665452	28111__E5WYP5__BACEGG_00185
ERR1913257.665437__1.665437	357276__A0A076IYE6__IY41_04275
ERR1913257.665442__1.665442	1263011__R6DSV1__BN553_00294
ERR1913257.665552__1.665552	1262924__R7HRE7__BN585_00055
ERR1913257.666202__1.666202	1681__A0A0E2ZAJ3__BJL93_03770
ERR1913257.666299__1.666299	820__A0A173W419__DXC68_17760
ERR1913257.666390__1.666390	301301__A0A395VC27__adaA_5
ERR1913257.666409__1.666409	820__A0A174Q0F0__DXB48_08080
ERR1913257.666486__1.666486	40518__R5DME2__DXD86_07315
ERR1913257.666496__1.666496	418240__A0A173ZFY9__ERS852478_00591
ERR1913257.666721__1.666721	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913257.666855__1.666855	418240__A0A174AQ30__ERS852478_00945
ERR1913257.666963__1.666963	487174__K0X3E8__DIT83_11025
ERR1913257.666972__1.666972	1262736__R5YKF5__BN496_01748
ERR1913257.667038__1.667038	1680__A0A0B5BKZ3__DXD60_01450
ERR1913257.667082__1.667082	1263000__R5EMU9__BN466_00667
ERR1913257.667155__1.667155	40520__R7D6C0__RUMOBE_01488
ERR1913257.667532__1.667532	39488__C0EY66__prkC_1
ERR1913257.667691__1.667691	1550024__G9RZN9__ASJ35_05735
ERR1913257.667833__1.667833	1308__A0A2X3U5B4__MNA02_088
ERR1913257.668088__1.668088	1262848__R6U8Z6__BN818_01584
ERR1913257.668353__1.668353	1263000__R5EI25__BN466_01781
ERR1913257.668505__1.668505	39496__A5Z937__EUBVEN_02230
ERR1913257.668607__1.668607	239935__A0A2N8HAQ1__DEF40_05290
ERR1913257.668652__1.668652	39491__A0A395UWZ1__DXC13_02175
ERR1913257.668671__1.668671	39491__A0A396FBR6__DXC13_08575
ERR1913257.668704__1.668704	357276__B6W5Q7__DXD47_13945
ERR1913257.668720__1.668720	2173__A5UKM7__METSMIALI_01538
ERR1913257.668796__1.668796	39492__D4JRZ7__smc
ERR1913257.669150__1.669150	1262911__R6GTN3__BN557_01365
ERR1913257.669913__1.669913	1550024__A0A3B9WIA4__TQ39_14495
ERR1913257.669969__1.669969	40518__R5E2Z2__DXD93_09295
ERR1913257.670209__1.670209	1680__A0A0C2YNK5__BADO_0780
ERR1913257.670220__1.670220	1681__E4VBT1__LMG13200_0158
ERR1913257.670303__1.670303	1550024__G9RPC6__TQ39_05630
ERR1913257.670443__1.670443	45851__D4S200__BHV86_07815
ERR1913257.670606__1.670606	39491__A0A396FFW0__ERE_10580
ERR1913257.670635__1.670635	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913257.670747__1.670747	39491__A0A395ZG74__licR
ERR1913257.670842__1.670842	39491__A0A395ZG74__licR
ERR1913257.670819__1.670819	39491__D4JMW8__ERS852497_01971
ERR1913257.670989__1.670989	216816__C2GW26__chb
ERR1913257.671010__1.671010	216816__A0A2U0BT35__BL1206_1860
ERR1913257.671434__1.671434	552398__T5S086__HMPREF0866_01580
ERR1913257.671493__1.671493	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913257.671503__1.671503	45851__D4RXK7__BUTYVIB_00558
ERR1913257.671574__1.671574	1681__A0A286T9U4__DD698_01470
ERR1913257.671678__1.671678	40520__A0A395XAI7__DXB81_16005
ERR1913257.671871__1.671871	239935__A0A2N8IMD6__CXU03_05585
ERR1913257.671900__1.671900	40518__R5DS23__DXD86_01715
ERR1913257.671973__1.671973	116085__D4J4J2__DW747_14050
ERR1913257.672042__1.672042	239935__A0A2N8I694__CXU04_06245
ERR1913257.672083__1.672083	1150298__R7JRU1__degA_3
ERR1913257.672158__1.672158	1263107__GCA_000436995.1_00102
ERR1913257.672290__1.672290	1680__R5GR82__AD0028_0014
ERR1913257.672347__1.672347	239935__A0A2N8HSC0__CXU06_05505
ERR1913257.672407__1.672407	39491__A0A396FP46__cobD_2
ERR1913257.672364__1.672364	1150298__A0A174PHI0__ERS852498_00826
ERR1913257.672493__1.672493	1680__A0A1X3A951__AL0462_1583
ERR1913257.672750__1.672750	1262924__R7HMB7__BN585_01717
ERR1913257.672932__1.672932	418240__A0A174DPU9__ERS852523_01652
ERR1913257.672977__1.672977	267818__A0A0N7I585__B8W86_09720
ERR1913257.672996__1.672996	823__A0A355XP97__M092_2525
ERR1913257.673015__1.673015	33043__A0A174EI47__inlJ
ERR1913257.673359__1.673359	116085__D4J519__DW747_07275
ERR1913257.673795__1.673795	39492__D4JWB3__EUBSIR_00040
ERR1913257.673851__1.673851	1262761__R6RU22__BN606_01110
ERR1913257.673913__1.673913	458033__GCA_001482755.1_02203
ERR1913257.673947__1.673947	1680__A0A174BEE7__BSTER_1311
ERR1913257.673952__1.673952	45851__D4RXA4__BUTYVIB_00455
ERR1913257.674037__1.674037	1263107__GCA_000436995.1_00021
ERR1913257.674176__1.674176	45851__D4RYK6__BHV86_00465
ERR1913257.674364__1.674364	1393034__GCA_001552785.1_00506
ERR1913257.674409__1.674409	1150298__A0A174N5I7__ERS852498_01953
ERR1913257.674456__1.674456	39492__D4JWB3__EUBSIR_00040
ERR1913257.674541__1.674541	204516__U6RAM4__HMPREF1534_03439
ERR1913257.674635__1.674635	1381__group_853
ERR1913257.674821__1.674821	88431__A0A3D0EYE9__rafA
ERR1913257.674832__1.674832	1262882__R5MQ68__BN519_01178
ERR1913257.675009__1.675009	40520__A5ZSL9__DXC87_07025
ERR1913257.675180__1.675180	28117__B0N007__BHV66_10275
ERR1913257.675311__1.675311	357276__A0A076IN30__DXD47_09350
ERR1913257.675419__1.675419	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913257.675512__1.675512	301301__G2SZ87__RHOM_00995
ERR1913257.675518__1.675518	1681__A0A286TFH5__LMG13200_1490
ERR1913257.675670__1.675670	239935__A0A2N8IYM5__CXT84_05130
ERR1913257.675821__1.675821	1680__A0A174BEE7__BSTER_1311
ERR1913257.675764__1.675764	40518__R5DP91__RBL236_00890
ERR1913257.675783__1.675783	45851__D4RWS3__BUTYVIB_00110
ERR1913257.676167__1.676167	1680__R5GSL8__DXD60_03315
ERR1913257.676253__1.676253	28025__D3R7T1__BalV_0139
ERR1913257.676445__1.676445	1680__A0A374QDL4__LMG18897_0432
ERR1913257.676486__1.676486	39492__B0MNU1__ERS852540_02349
ERR1913257.676556__1.676556	329854__R7DRH1__DXD27_19880
ERR1913257.676698__1.676698	239935__R6JCH3__CXT95_08205
ERR1913257.676843__1.676843	1262736__R5YJ29__BN496_01288
ERR1913257.676850__1.676850	40518__R5DUG7__sbcC
ERR1913257.676978__1.676978	1150298__A0A174I6Y0__ERS852498_00576
ERR1913257.677014__1.677014	28025__D3R5J3__BAAA27672_04610
ERR1913257.677142__1.677142	884684__GCA_002892425.1_01408
ERR1913257.677179__1.677179	46503__R6Y6S8__xynB_2
ERR1913257.677361__1.677361	1262736__R5YDL6__BN496_00749
ERR1913257.677501__1.677501	216816__D6DCL7__BFS26_02835
ERR1913257.677785__1.677785	1263107__GCA_000436995.1_00055
ERR1913257.677828__1.677828	40518__R5E6K4__RB5AMG_02070
ERR1913257.677849__1.677849	74426__group_4851
ERR1913257.677895__1.677895	246787__A0A0P0GCR8__xynD_3
ERR1913257.678012__1.678012	301301__A0A174EZ95__graS_1
ERR1913257.678103__1.678103	1262700__R5XBD0__BN695_00459
ERR1913257.678282__1.678282	1680__A0A1E7Y0K2__DXC59_05185
ERR1913257.678227__1.678227	1263000__R5EAZ0__BN466_00537
ERR1913257.678328__1.678328	2173__A0A1D2WTR8__METSMIALI_00113
ERR1913257.678435__1.678435	1263107__GCA_000436995.1_00124
ERR1913257.678539__1.678539	1550024__G9RXI8__TQ39_11495
ERR1913257.679037__1.679037	626940__E8LD48__DCQ00_06315
ERR1913257.679586__1.679586	626929__F3PIZ9__B5F24_03600
ERR1913257.679556__1.679556	2173__A5UNC4__METSMIALI_00562
ERR1913257.679750__1.679750	1550024__G9RTW5__TQ39_08270
ERR1913257.679821__1.679821	246787__A0A3D6B182__HMPREF1062_00600
ERR1913257.679907__1.679907	246787__R6LGA6__tmoS_11
ERR1913257.679922__1.679922	147206__GCF_000156215.1_01777
ERR1913257.679954__1.679954	218139__GCA_002259595.1_01323
ERR1913257.679955__1.679955	2173__A0A1D2WVA1__Msm_0411
ERR1913257.679978__1.679978	301302__R5UMB3__M72_01421
ERR1913257.680087__1.680087	46503__R6X8Q3__fepA_2
ERR1913257.680293__1.680293	1150298__A0A174QRU8__ERS852498_00962
ERR1913257.680312__1.680312	1262848__R6UBC5__BN818_01849
ERR1913257.680430__1.680430	214856__A0A174EJT5__mnmA
ERR1913257.680829__1.680829	214856__I3YMC8__ERS852447_02666
ERR1913257.680811__1.680811	45851__D4RZA1__rimI
ERR1913257.681047__1.681047	39491__A0A395V297__EUR_01010
ERR1913257.681188__1.681188	74426__purC
ERR1913257.681238__1.681238	1263107__GCA_000436995.1_00191
ERR1913257.681482__1.681482	1680__A0A087DHN0__AL0462_1532
ERR1913257.681514__1.681514	39492__B0MPL6__EUBSIR_01779
ERR1913257.681630__1.681630	1680__A0A076JNH5__DXC60_03835
ERR1913257.681793__1.681793	853__A0A174C5M1__CGS58_04460
ERR1913257.681767__1.681767	626940__R6X1L5__HMPREF9443_00059
ERR1913257.682075__1.682075	239935__A0A2N8I9P4__CXT85_05050
ERR1913257.682044__1.682044	239935__A0A2N8I3G2__CXT89_00720
ERR1913257.682123__1.682123	78343__A0A086ZPF2__BBOU_0532
ERR1913257.682245__1.682245	1681__A0A292FUY6__DD684_00535
ERR1913257.682410__1.682410	1680__R5GZF2__DXC60_01925
ERR1913257.682464__1.682464	46503__R6WPS1__lepB
ERR1913257.682434__1.682434	116085__D4J6H3__DW747_13755
ERR1913257.682584__1.682584	40518__R5DRY6__RB5AMG_00549
ERR1913257.682720__1.682720	39491__D6E4H2__DXB99_00485
ERR1913257.682851__1.682851	357276__A0A1Y3ZD00__B5F00_16730
ERR1913257.682907__1.682907	39491__A0A395ZEN3__DXD95_12655
ERR1913257.682963__1.682963	239935__A0A2N8IUW6__Amuc_1525
ERR1913257.683002__1.683002	45851__D4RXC9__BUTYVIB_00480
ERR1913257.683221__1.683221	1897011__A0A1Q6RC54__BHW41_06555
ERR1913257.683200__1.683200	165179__A0A3E5EB26__CFT61_02800
ERR1913257.683514__1.683514	39491__A0A174K9A3__DXB69_07785
ERR1913257.683607__1.683607	40518__R5DVH6__DXD86_08955
ERR1913257.683702__1.683702	907__A0A1M6P8N3__AZ49_10195
ERR1913257.683831__1.683831	1263107__GCA_000436995.1_00142
ERR1913257.684088__1.684088	214856__A0A173W3Y5__ERS852559_02032
ERR1913257.684089__1.684089	1262777__R5VHN4__BN512_00064
ERR1913257.684212__1.684212	39488__A0A173SMQ7__EUBHAL_00819
ERR1913257.684473__1.684473	1680__A7A7Z9__AAX71_05385
ERR1913257.684513__1.684513	1263000__R5EXT3__BN466_02213
ERR1913257.684561__1.684561	184870__A0A2I1YD62__Q618_VCMC00001G0322
ERR1913257.684612__1.684612	239935__A0A2N8I390__CXU16_10675
ERR1913257.684582__1.684582	1262848__R6VIN8__BN818_01634
ERR1913257.684641__1.684641	820__A7V049__DXB48_04755
ERR1913257.684932__1.684932	39492__D4JUS6__accD5
ERR1913257.685304__1.685304	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913257.685491__1.685491	1262924__R7HQS1__BN585_00657
ERR1913257.685571__1.685571	1680__A0A0C2YNK5__BADO_0780
ERR1913257.685506__1.685506	39491__A0A396FRE7__EUR_27520
ERR1913257.685664__1.685664	387090__S0F7Y3__BACCOPRO_02028
ERR1913257.685693__1.685693	2173__A0A1D2WSD4__METSMIALI_00416
ERR1913257.685737__1.685737	147206__GCF_000156215.1_01777
ERR1913257.685947__1.685947	239935__A0A139TPD4__CXT86_06450
ERR1913257.686121__1.686121	1197717__A0A1B2I270__BED41_02545
ERR1913257.686132__1.686132	39491__A0A3E4E7C5__DXB69_03255
ERR1913257.686145__1.686145	820__E5VA63__DXC80_01025
ERR1913257.686149__1.686149	853__A0A174AML0__FPR_08640
ERR1913257.686240__1.686240	1680__A0A0B5BME4__DXD63_05015
ERR1913257.686271__1.686271	1680__R5GRA4__ERS852382_01548
ERR1913257.686526__1.686526	1680__A0A076JNH5__DXC60_03835
ERR1913257.686723__1.686723	1150298__A0A174K7D2__ERS852498_01147
ERR1913257.686774__1.686774	239935__A0A2N8ITW6__CXT91_06265
ERR1913257.686825__1.686825	487174__K0XH97__HMPREF9448_01909
ERR1913257.686835__1.686835	216816__A0A133LQN7__BL15B_00780
ERR1913257.686988__1.686988	1680__R5GPK0__B0487_0620
ERR1913257.687098__1.687098	301302__A0A173UPG6__ERS852420_03127
ERR1913257.687147__1.687147	1262848__R6TXS3__BN818_00318
ERR1913257.687171__1.687171	246787__E2NH87__BcellWH2_04496
ERR1913257.687212__1.687212	28025__D3R7N9__DD695_06270
ERR1913257.687360__1.687360	239935__R6JAS2__CXU02_10725
ERR1913257.687542__1.687542	39491__R6TNE7__T1815_09811
ERR1913257.687650__1.687650	820__A0A3E4G3J9__ERS852459_02265
ERR1913257.687660__1.687660	40518__R5DZC6__mreC
ERR1913257.687698__1.687698	1263107__GCA_000436995.1_00133
ERR1913257.687754__1.687754	239935__R6J776__CXU07_02355
ERR1913257.687727__1.687727	1263107__GCA_000436995.1_00188
ERR1913257.687867__1.687867	1262848__R6VHM5__BN818_01501
ERR1913257.688041__1.688041	1262924__R7HQD9__BN585_00129
ERR1913257.688168__1.688168	39491__C4ZC33__DXC13_11585
ERR1913257.688224__1.688224	626940__E8LGB4__DCQ00_00235
ERR1913257.688301__1.688301	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913257.688411__1.688411	1550024__A0A0D8IYM8__ASJ35_18670
ERR1913257.688426__1.688426	39491__A0A395V5R3__EUBREC_1883
ERR1913257.688431__1.688431	823__D0TBY4__M090_0431
ERR1913257.688439__1.688439	40520__R7DA59__DXC87_14480
ERR1913257.688651__1.688651	239935__A0A2N8HB50__CXU17_02615
ERR1913257.688680__1.688680	239935__A0A2N8IVR0__CXT87_07115
ERR1913257.688917__1.688917	39492__D4MJF3__EUBSIR_02248
ERR1913257.688951__1.688951	39491__C4Z9E9__T1815_12341
ERR1913257.689051__1.689051	1681__E4VBF7__DD684_05570
ERR1913257.689277__1.689277	246787__R6LGB3__BcellWH2_02361
ERR1913257.689330__1.689330	1550024__G9RWE3__TQ39_04170
ERR1913257.689740__1.689740	39491__A0A395ZHH5__ERS852497_02076
ERR1913257.689800__1.689800	40518__R5DYU1__DXD86_01160
ERR1913257.689832__1.689832	239935__A0A2N8HDT1__CXT94_05270
ERR1913257.690123__1.690123	1150298__A0A174IG30__ERS852535_01135
ERR1913257.690191__1.690191	267818__A0A0R1NXA7__WANG_0856
ERR1913257.690397__1.690397	39491__A0A174K1W6__DXB99_15020
ERR1913257.690405__1.690405	239935__A0A139TVJ4__CXT86_02020
ERR1913257.690694__1.690694	116085__D4J7I3__DW747_10245
ERR1913257.690721__1.690721	239935__A0A2N8IMC9__CXU09_02095
ERR1913257.690670__1.690670	1263107__GCA_000436995.1_00208
ERR1913257.690760__1.690760	907__G0VNX0__C6362_06250
ERR1913257.690903__1.690903	1680__A0A173XYA2__B0703_0121
ERR1913257.691470__1.691470	39485__A0A174Z9M2__yhbU_1
ERR1913257.691527__1.691527	360807__A0A173VUT6__RIL183_10071
ERR1913257.691590__1.691590	1263000__R5EMU9__BN466_00667
ERR1913257.691876__1.691876	1262848__R6UMZ1__BN818_01403
ERR1913257.692028__1.692028	1262848__R6VGZ4__BN818_01442
ERR1913257.692042__1.692042	410072__A0A173SHF2__COPCOM_03201
ERR1913257.692276__1.692276	2173__A0A1D2WSN7__Msm_1465
ERR1913257.692287__1.692287	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913257.692330__1.692330	39485__A0A174YW66__ERS852490_03040
ERR1913257.692443__1.692443	907__G0VPU5__CJO36_07000
ERR1913257.692543__1.692543	1308__V8LS64__stu1670
ERR1913257.692672__1.692672	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913257.692714__1.692714	239935__A0A2N8HZW2__A4V05_11120
ERR1913257.692755__1.692755	246787__A0A3D6AQP8__AA416_04153
ERR1913257.692967__1.692967	1150298__A0A174E950__ERS852498_02096
ERR1913257.693029__1.693029	40520__D4LUV4__DXB81_08455
ERR1913257.693226__1.693226	239935__A0A2N8IL82__CXU02_11740
ERR1913257.693415__1.693415	28117__B0MXX2__ALIPUT_01984
ERR1913257.693554__1.693554	216816__D6ZSV1__CE169_00930
