ERR1913153.510__1.510	454155__G5SS31__HMPREF9442_03407
ERR1913153.2048705__1.2048705	46503__R6Y9P8__evgS_3
ERR1913153.2048832__1.2048832	1150298__A0A174GDE8__ERS852535_00119
ERR1913153.2048902__1.2048902	823__A0A174W1A8__panE
ERR1913153.2048988__1.2048988	820__A7VAR9__ERS852421_00197
ERR1913153.2049019__1.2049019	39485__A0A174YJA4__EUBELI_20421
ERR1913153.2049085__1.2049085	338188__A0A174J0B2__nucA_2
ERR1913153.2049098__1.2049098	1262886__R6RCD3__BN563_00341
ERR1913153.2049140__1.2049140	33043__A0A174GAW5__ydcV_2
ERR1913153.2049231__1.2049231	39492__D4JWI6__EUBSIR_01073
ERR1913153.2049211__1.2049211	47678__R5UPZ8__ERS852494_01752
ERR1913153.2049226__1.2049226	46228__V8C7Q2__RUMLAC_01460
ERR1913153.2049209__1.2049209	820__A0A139JRS5__HMPREF1073_04025
ERR1913153.2049427__1.2049427	46503__R6Y9P8__evgS_3
ERR1913153.2049453__1.2049453	33039__D4M1J4__ERS852390_02215
ERR1913153.2049498__1.2049498	28111__E5WYP5__BACEGG_00185
ERR1913153.2049677__1.2049677	820__A0A3E4WCC2__lptB_1
ERR1913153.2049681__1.2049681	40518__R5DTJ1__DXD86_03635
ERR1913153.2049701__1.2049701	820__A0A174QLF0__SAMN05444418_109151
ERR1913153.2049719__1.2049719	301302__R5UNJ6__M72_26701
ERR1913153.2049791__1.2049791	40518__R5DVL2__penA
ERR1913153.2049808__1.2049808	301302__R5VGE0__ERS852420_00121
ERR1913153.2049839__1.2049839	820__A0A174CK74__DXB48_07060
ERR1913153.2049854__1.2049854	1150298__A0A174I6Y0__ERS852498_00576
ERR1913153.2049877__1.2049877	28111__E5WZI1__BACEGG_01444
ERR1913153.2049988__1.2049988	301302__A0A173RJJ7__ERS852420_00620
ERR1913153.2050024__1.2050024	1262924__R7HKX0__BN585_01279
ERR1913153.2050040__1.2050040	1262700__R5XC07__BN695_01332
ERR1913153.2050042__1.2050042	39492__D4JT68__spoIIIE
ERR1913153.2050102__1.2050102	47678__R5UFW6__ERS852558_01575
ERR1913153.2050252__1.2050252	88431__A6BJD4__DXB16_02900
ERR1913153.2050375__1.2050375	39491__A0A174EQV2__DXB69_10230
ERR1913153.2050395__1.2050395	1150298__R7JRU1__degA_3
ERR1913153.2050418__1.2050418	821__A0A174NSU0__BVU_3144
ERR1913153.2050447__1.2050447	1262886__R6Q6Q1__BN563_00546
ERR1913153.2050528__1.2050528	821__C6ZAA5__ERS852556_00403
ERR1913153.2050484__1.2050484	29361__B6FRT6__CLONEX_02860
ERR1913153.2050679__1.2050679	216816__C2GUV2__APC1478_0430
ERR1913153.2050746__1.2050746	216816__A0A0S2MI06__pepV
ERR1913153.2050735__1.2050735	40518__R5DY73__DXD86_02865
ERR1913153.2050755__1.2050755	28111__E5WUX1__HMPREF1016_00548
ERR1913153.2050783__1.2050783	1150298__A0A174LTU2__recX
ERR1913153.2050798__1.2050798	39488__A0A173V5H8__appA
ERR1913153.2050803__1.2050803	1150298__A0A174S4G4__dacB_1
ERR1913153.2050885__1.2050885	46503__R6X0R5__DXB85_12380
ERR1913153.2050925__1.2050925	301302__A0A173UN64__manA_2
ERR1913153.2050976__1.2050976	40518__R5DUJ5__DXD83_01635
ERR1913153.2051115__1.2051115	820__A0A3E5BMG9__DXD40_05130
ERR1913153.2051122__1.2051122	487174__K0WV63__DIT83_11035
ERR1913153.2051133__1.2051133	1262924__R7HUJ5__BN585_00830
ERR1913153.2051167__1.2051167	47678__R5UG96__C5Z00_12630
ERR1913153.2051149__1.2051149	820__A0A3E4W7J3__DXC07_00330
ERR1913153.2051160__1.2051160	1262992__R5CXM7__BN795_01016
ERR1913153.2051287__1.2051287	216816__C2GSX7__DD678_03555
ERR1913153.2051327__1.2051327	74426__thrZ
ERR1913153.2051337__1.2051337	310298__B3JQJ5__BACCOP_04231
ERR1913153.2051379__1.2051379	1150298__A0A174HHW8__yhbU_1
ERR1913153.2051416__1.2051416	820__A0A174DZ97__SAMN05444418_101240
ERR1913153.2051615__1.2051615	39491__A0A395V2P3__DXB69_08700
ERR1913153.2051693__1.2051693	40518__R5DVU7__RBL236_00839
ERR1913153.2051738__1.2051738	239935__A0A2N8HB50__CXU17_02615
ERR1913153.2051873__1.2051873	40518__R5DRY6__RB5AMG_00549
ERR1913153.2051946__1.2051946	357276__B6VT86__IY41_22515
ERR1913153.2051971__1.2051971	40518__R5E304__thiT
ERR1913153.2052128__1.2052128	47678__R5UST1__ERS852558_03505
ERR1913153.2052129__1.2052129	1150298__R7JQR1__sipW
ERR1913153.2052130__1.2052130	823__E1YV41__BDI_1376
ERR1913153.2052167__1.2052167	40518__A0A2N0UQR6__RBATCC27255_01177
ERR1913153.2052241__1.2052241	28116__A0A1Y4P6Z8__HMPREF1069_04439
ERR1913153.2052265__1.2052265	1628085__A0A374VPA3__C7386_11438
ERR1913153.2052385__1.2052385	28116__A0A1G6G396__DXD69_22115
ERR1913153.2052408__1.2052408	821__C3RB94__DXC03_15585
ERR1913153.2052418__1.2052418	39491__A0A174EQV2__DXB69_10230
ERR1913153.2052446__1.2052446	216816__E8MVC5__B5787_1493
ERR1913153.2052449__1.2052449	1160721__R6U304__BHW50_05725
ERR1913153.2052497__1.2052497	33043__A0A173YUV6__ERS852386_00507
ERR1913153.2052504__1.2052504	33043__A0A173YUV6__ERS852386_00507
ERR1913153.2052505__1.2052505	820__A0A3E4RUC4__DHU98_02635
ERR1913153.2052533__1.2052533	360807__A0A396AF38__RIL183_00781
ERR1913153.2052537__1.2052537	820__A0A174CG08__DXB62_13215
ERR1913153.2052629__1.2052629	1897011__A0A1Q6RE52__BHW41_04690
ERR1913153.2052741__1.2052741	40518__R5E175__RB5AMG_00757
ERR1913153.2052747__1.2052747	1262948__R7EGL5__BN671_00676
ERR1913153.2052932__1.2052932	301302__A0A0M6WB53__mcp4_4
ERR1913153.2052971__1.2052971	216816__D6DCQ7__HMPREF1312_1623
ERR1913153.2053088__1.2053088	820__A0A174DZ97__SAMN05444418_101240
ERR1913153.2053045__1.2053045	1150298__A0A174PHI0__ERS852498_00826
ERR1913153.2053107__1.2053107	820__A0A139K4W5__HMPREF2141_02394
ERR1913153.2053145__1.2053145	40518__R5DZ88__DXD93_06320
ERR1913153.2053118__1.2053118	40518__R5DV58__htrA
ERR1913153.2053121__1.2053121	821__U6RDC2__DXD46_15675
ERR1913153.2053206__1.2053206	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913153.2053221__1.2053221	360807__C0FZC5__ROSEINA2194_04122
ERR1913153.2053317__1.2053317	328814__GCA_004558275.1_00128
ERR1913153.2053469__1.2053469	46503__A7AG59__ERS852463_00349
ERR1913153.2053510__1.2053510	39491__D4JMW8__ERS852497_01971
ERR1913153.2053629__1.2053629	40518__R5DLM5__RB5AMG_00422
ERR1913153.2053667__1.2053667	47678__A5ZG68__ERS852494_02968
ERR1913153.2053719__1.2053719	46503__R6Y8M7__ERS852463_01228
ERR1913153.2053725__1.2053725	39491__A0A396FEW6__T1815_18721
ERR1913153.2053817__1.2053817	418240__C6JGZ2__ERS852478_02682
ERR1913153.2053845__1.2053845	1150298__A0A174R4D7__tmpC_2
ERR1913153.2053866__1.2053866	40518__R5DZB1__DXD83_08840
ERR1913153.2053897__1.2053897	544644__GCA_001915615.1_01913
ERR1913153.2053912__1.2053912	39485__A0A174Z551__glnL
ERR1913153.2053973__1.2053973	821__A0A0P0L8F8__ERS852509_03705
ERR1913153.2054025__1.2054025	649756__A0A173TB83__HMPREF0369_01758
ERR1913153.2054032__1.2054032	1262911__R6GLA5__BN557_01456
ERR1913153.2054096__1.2054096	40518__R5E4X5__RB5AMG_01438
ERR1913153.2054103__1.2054103	1150298__R7JPI7__cotI
ERR1913153.2054350__1.2054350	338188__C9KX00__BACFIN_06842
ERR1913153.2054445__1.2054445	820__A7VAR9__ERS852421_00197
ERR1913153.2054606__1.2054606	820__A0A1Y3V743__M093_0235
ERR1913153.2054660__1.2054660	28052__A0A174GWB0__amiC
ERR1913153.2054683__1.2054683	823__A0A173W404__DHP27_04905
ERR1913153.2054775__1.2054775	39491__D6DXZ8__DXB72_15035
ERR1913153.2055358__1.2055358	47678__R5U9Z0__HMPREF1061_03210
ERR1913153.2055386__1.2055386	88431__R7FUI2__ERS852423_02700
ERR1913153.2055477__1.2055477	820__A0A3E5BMG9__DXD40_05130
ERR1913153.2055499__1.2055499	1262924__R7HPZ6__BN585_00681
ERR1913153.2055531__1.2055531	357276__I8VLL2__HMPREF1065_03395
ERR1913153.2055536__1.2055536	46503__R6WYJ8__DXB85_13825
ERR1913153.2055582__1.2055582	853__A0A2A7B1Y7__C7K05_11930
ERR1913153.2055657__1.2055657	1150298__A0A174MDR2__ERS852498_01766
ERR1913153.2055687__1.2055687	216816__B7GN29__BL72_08765
ERR1913153.2055702__1.2055702	301302__A0A0M6WB53__mcp4_4
ERR1913153.2055754__1.2055754	40518__R5DZU5__RBL263_00458
ERR1913153.2056152__1.2056152	216816__A0A1S2VTC3__BLIC_e00847
ERR1913153.2056206__1.2056206	823__A0A395YY84__DXC05_19515
ERR1913153.2056244__1.2056244	40518__R5E4V5__RBL263_01242
ERR1913153.2056349__1.2056349	40518__A0A1C6H8C4__DXD93_02535
ERR1913153.2056353__1.2056353	821__A0A174JYD3__ERS852457_02610
ERR1913153.2056395__1.2056395	338188__R6RR59__ERS852397_00954
ERR1913153.2056385__1.2056385	1262886__R6RCG0__BN563_00376
ERR1913153.2056430__1.2056430	301302__R5VE75__M72_12161
ERR1913153.2056509__1.2056509	239935__A0A2N8I390__CXU16_10675
ERR1913153.2056526__1.2056526	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913153.2056544__1.2056544	40518__R5DVL2__penA
ERR1913153.2056608__1.2056608	40518__R5E4E8__phoR_4
ERR1913153.2056912__1.2056912	39491__A0A174A751__DXB69_15525
ERR1913153.2057033__1.2057033	418240__R6PCU6__ERS852478_00410
ERR1913153.2057043__1.2057043	28117__B0MZ50__ALIPUT_02424
ERR1913153.2057072__1.2057072	216816__A0A395XYV2__APC1468_1887
ERR1913153.2057219__1.2057219	1262886__R6QIW7__BN563_00997
ERR1913153.2057199__1.2057199	454154__G5SQ59__HMPREF9441_01496
ERR1913153.2057341__1.2057341	1262886__R6Q673__BN563_00372
ERR1913153.2057353__1.2057353	1680__R5GKP2__DXD60_06200
ERR1913153.2057441__1.2057441	1105031__J1H3W2__HMPREF1141_2783
ERR1913153.2057495__1.2057495	39492__D4JRR5__ERS852540_02089
ERR1913153.2057579__1.2057579	1160721__W0U4N3__BHW50_05270
ERR1913153.2057632__1.2057632	28117__B0MT86__BHV66_02450
ERR1913153.2057592__1.2057592	40518__R5DW64__RBL236_01394
ERR1913153.2057719__1.2057719	1150298__A0A174AM35__ERS852498_00645
ERR1913153.2057740__1.2057740	820__A7VAR9__ERS852421_00197
ERR1913153.2057751__1.2057751	820__A0A139KJ23__celCCA
ERR1913153.2058039__1.2058039	1150298__A0A174N5I7__ERS852498_01953
ERR1913153.2058069__1.2058069	823__E1YSG0__DHP27_00465
ERR1913153.2058021__1.2058021	28117__R7JQW0__ALIPUT_01453
ERR1913153.2058147__1.2058147	820__A0A173YYG4__evgS_3
ERR1913153.2058122__1.2058122	40518__R5DVR2__RBL236_00303
ERR1913153.2058125__1.2058125	39491__A0A395ZHW3__ERS852417_01359
ERR1913153.2058284__1.2058284	820__A0A3E4RTP0__C801_01067
ERR1913153.2058339__1.2058339	28116__A0A1Y4Q112__evgS_13
ERR1913153.2058454__1.2058454	28111__E5WYP5__BACEGG_00185
ERR1913153.2058510__1.2058510	40518__R5DVQ2__DXD93_00365
ERR1913153.2058559__1.2058559	47678__R5U7T0__CGC64_00755
ERR1913153.2058753__1.2058753	40518__R5DX93__DXD93_03055
ERR1913153.2058780__1.2058780	28117__B0MU57__ALIPUT_00175
ERR1913153.2058799__1.2058799	40518__R5DS23__DXD86_01715
ERR1913153.2058867__1.2058867	216816__A0A3D8U3T8__DXD41_09580
ERR1913153.2058881__1.2058881	338188__C9KWZ9__BACFIN_06841
ERR1913153.2058938__1.2058938	301302__A0A173T010__M72_26571
ERR1913153.2058988__1.2058988	823__A0A174KUS4__araC_7
ERR1913153.2059024__1.2059024	100886__E2NSF9__rpoB
ERR1913153.2059026__1.2059026	823__A0A174PDQ0__DXC05_08200
ERR1913153.2059039__1.2059039	394340__clpB_1
ERR1913153.2059186__1.2059186	46503__R6X0F0__DD461_05620
ERR1913153.2059189__1.2059189	47678__R5UET0__BACCAC_02656
ERR1913153.2059192__1.2059192	301302__R5UJW6__ERS852420_01698
ERR1913153.2059226__1.2059226	410072__A0A173SWT8__ERS852389_01443
ERR1913153.2059316__1.2059316	376805__F0R8H8__Bacsa_0435
ERR1913153.2059427__1.2059427	40518__R5DU74__RBATCC27255_00707
ERR1913153.2059436__1.2059436	820__A0A139KJR5__M093_4469
ERR1913153.2059481__1.2059481	301302__R5VF67__M72_01841
ERR1913153.2059469__1.2059469	821__E5UY21__C800_02204
ERR1913153.2059497__1.2059497	216816__A0A1S2VTC3__BLIC_e00847
ERR1913153.2059710__1.2059710	820__A0A3E4RTP0__C801_01067
ERR1913153.2059791__1.2059791	853__A0A174C5M1__CGS58_04460
ERR1913153.2059808__1.2059808	28117__B0MTV3__BHV66_06405
ERR1913153.2059859__1.2059859	1150298__R7JNQ8__ERS852406_00857
ERR1913153.2059912__1.2059912	88431__A0A3D0EWY9__ERS852423_01238
ERR1913153.2059984__1.2059984	1262911__R6GTE6__BN557_01358
ERR1913153.2059991__1.2059991	29348__B1C5I9__DXB31_09890
ERR1913153.2060155__1.2060155	820__A0A174DZ97__SAMN05444418_101240
ERR1913153.2060170__1.2060170	357276__A0A076ISJ4__B5F95_19420
ERR1913153.2060256__1.2060256	239935__A0A2N8I375__menA
ERR1913153.2060268__1.2060268	40518__R5DVH6__DXD86_08955
ERR1913153.2060383__1.2060383	40518__R5DP61__DXD86_06345
ERR1913153.2060430__1.2060430	1262886__R6QKQ6__BN563_01547
ERR1913153.2060524__1.2060524	216816__C2GV16__APC1504_1666
ERR1913153.2060542__1.2060542	40518__R5DX93__DXD93_03055
ERR1913153.2060595__1.2060595	310298__B3JQJ5__BACCOP_04231
ERR1913153.2060673__1.2060673	40518__R5DYU1__DXD86_01160
ERR1913153.2060764__1.2060764	1304__T0SYC6__TZ98_01429
ERR1913153.2060866__1.2060866	1262886__R6Q673__BN563_00372
ERR1913153.2060896__1.2060896	40518__R5DW64__RBL236_01394
ERR1913153.2060987__1.2060987	387090__S0F5W0__BACCOPRO_01138
ERR1913153.2061093__1.2061093	40518__R5DUG7__sbcC
ERR1913153.2061230__1.2061230	820__A0A3E5BMG9__DXD40_05130
ERR1913153.2061277__1.2061277	40518__R5DX31__DXD86_09775
ERR1913153.2061280__1.2061280	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913153.2061346__1.2061346	820__A0A3E4G3J9__ERS852459_02265
ERR1913153.2061475__1.2061475	47678__R5UU99__C5Z00_11925
ERR1913153.2061494__1.2061494	544645__A0A1U7L9B0__DXC42_03910
ERR1913153.2061506__1.2061506	116085__D4J7I0__DW747_10260
ERR1913153.2061561__1.2061561	116085__D4J7I0__DW747_10260
ERR1913153.2061598__1.2061598	853__A0A173XRA8__CGS56_09290
ERR1913153.2061648__1.2061648	853__A0A173XRA8__CGS56_09290
ERR1913153.2061703__1.2061703	820__A0A3E4QZJ7__C801_01798
ERR1913153.2061781__1.2061781	821__A0A396F9T7__M097_3427
ERR1913153.2061799__1.2061799	821__A0A174V2F3__NCTC10583_01474
ERR1913153.2061808__1.2061808	853__A0A173XRA8__CGS56_09290
ERR1913153.2061822__1.2061822	47678__R5U8S9__DW706_06260
ERR1913153.2061903__1.2061903	410072__A0A173XQG6__ERS852574_01620
ERR1913153.2061883__1.2061883	216816__A0A0A0UDU9__BL1246
ERR1913153.2061937__1.2061937	820__A0A374MXK3__HMPREF1072_00166
ERR1913153.2061917__1.2061917	853__A0A173T0Y8__CGS54_07215
ERR1913153.2062001__1.2062001	46503__R6WTW1__NCTC13052_03440
ERR1913153.2062044__1.2062044	40518__R5DUG7__sbcC
ERR1913153.2062112__1.2062112	1680__A0A087DHN0__AL0462_1532
ERR1913153.2062181__1.2062181	33025__A0A395JJE3__C8D73_101669
ERR1913153.2062217__1.2062217	853__A0A173T6P2__DWZ46_14595
ERR1913153.2062284__1.2062284	338188__C9KWZ9__BACFIN_06841
ERR1913153.2062331__1.2062331	33043__A0A173X520__ERS852575_01617
ERR1913153.2062386__1.2062386	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913153.2062413__1.2062413	1628085__A0A374VKR8__C7386_1272
ERR1913153.2062512__1.2062512	33043__A0A173YUV6__ERS852386_00507
ERR1913153.2062559__1.2062559	410072__A0A174J5N8__sbcC
ERR1913153.2062572__1.2062572	310298__B3JFI7__BACCOP_00636
ERR1913153.2062666__1.2062666	301301__A0A395VAV2__RHOM_03775
ERR1913153.2062698__1.2062698	301301__A0A395V714__evgS
ERR1913153.2062776__1.2062776	40518__R5E4E8__phoR_4
ERR1913153.2062875__1.2062875	216816__A0A3D8U3T8__DXD41_09580
ERR1913153.2062961__1.2062961	820__R9HVB9__DXC68_17285
ERR1913153.2062980__1.2062980	46503__R6XDP9__ERS852463_01752
ERR1913153.2063053__1.2063053	292800__A0A174SJV9__dppA_6
ERR1913153.2063061__1.2063061	1262886__R6QIW2__BN563_00992
ERR1913153.2063094__1.2063094	1150298__A0A174R4D7__tmpC_2
ERR1913153.2063174__1.2063174	39491__A0A396FVC0__ERE_15900
ERR1913153.2063242__1.2063242	301302__A0A0M6X038__M72_18501
ERR1913153.2063282__1.2063282	28117__B0MVL5__BHV66_01660
ERR1913153.2063296__1.2063296	301302__A0A0M6W9N8__tig_2
ERR1913153.2063300__1.2063300	40518__R5E7G3__DXD86_03405
ERR1913153.2063306__1.2063306	649756__L1Q497__ERS852571_03051
ERR1913153.2063330__1.2063330	172901__A0A2U1AJG6__C8D82_13519
ERR1913153.2063388__1.2063388	821__A0A174NM17__lacZ_6
ERR1913153.2063515__1.2063515	40518__R5DV66__DXD83_04215
ERR1913153.2063594__1.2063594	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913153.2063665__1.2063665	821__A0A0P0LQT3__DXC03_05050
ERR1913153.2063732__1.2063732	216816__Q8G5T7__HMPREF0175_0394
ERR1913153.2063771__1.2063771	301302__R5V671__M72_27831
ERR1913153.2063810__1.2063810	1262924__R7HPG6__BN585_00099
ERR1913153.2063787__1.2063787	100884__E7GEA6__DXB26_08415
ERR1913153.2064040__1.2064040	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913153.2064142__1.2064142	74426__purL
ERR1913153.2064289__1.2064289	40518__R5DR39__mreB_2
ERR1913153.2064364__1.2064364	371601__A0A1C7H1B8__BN890_22320
ERR1913153.2064327__1.2064327	1680__A0A1V8QAM8__BIFADO_02272
ERR1913153.2064386__1.2064386	1262911__R6H0U7__BN557_01104
ERR1913153.2064428__1.2064428	820__A0A1T4IYF4__mprA_1
ERR1913153.2064480__1.2064480	1796613__A0A3A9BZY7__A4V03_19925
ERR1913153.2064487__1.2064487	39491__A0A395V397__EUR_09960
ERR1913153.2064594__1.2064594	1160721__W0U7T4__BHW50_09645
ERR1913153.2064706__1.2064706	39491__A0A395V297__EUR_01010
ERR1913153.2064708__1.2064708	821__A0A395UNT8__DXD64_15275
ERR1913153.2064710__1.2064710	1262743__R5C054__BN727_01980
ERR1913153.2065034__1.2065034	301302__A0A173SUI7__M72_11091
ERR1913153.2065341__1.2065341	46503__R6X3F9__DCY29_09585
ERR1913153.2065335__1.2065335	46503__K5ZAK9__NCTC13052_03308
ERR1913153.2065389__1.2065389	820__A0A174CK74__DXB48_07060
ERR1913153.2065364__1.2065364	100886__E2NQ08__ERS852383_05630
ERR1913153.2065417__1.2065417	39491__A0A395V0E5__ERE_31370
ERR1913153.2065421__1.2065421	301301__A0A395V700__RHOM_03405
ERR1913153.2065483__1.2065483	47678__A5ZJ80__BACCAC_02965
ERR1913153.2065570__1.2065570	88431__R7FUI2__ERS852423_02700
ERR1913153.2065642__1.2065642	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913153.2065692__1.2065692	1897011__A0A1Q6RE22__BHW41_04590
ERR1913153.2065707__1.2065707	820__A0A139KH21__DXC80_01780
ERR1913153.2065714__1.2065714	40518__R5DZ16__DXD86_01455
ERR1913153.2065724__1.2065724	1262924__R7HST1__BN585_00215
ERR1913153.2066007__1.2066007	1150298__R7JUS2__ERS852498_02193
ERR1913153.2066010__1.2066010	1150298__A0A174EBT8__ERS852406_01739
ERR1913153.2065982__1.2065982	100886__E2NW15__CATMIT_02805
ERR1913153.2065952__1.2065952	239935__A0A2N8IKW7__pstA
ERR1913153.2066073__1.2066073	100884__E7GDK7__DXB30_04375
ERR1913153.2066164__1.2066164	46503__R6Y9P8__evgS_3
ERR1913153.2066196__1.2066196	820__A0A174A6K0__M093_0079
ERR1913153.2066200__1.2066200	40518__R5DME2__DXD86_07315
ERR1913153.2066179__1.2066179	33025__A0A395JBB5__C8D73_107104
ERR1913153.2066372__1.2066372	46503__R6Y0Q3__DCY29_15880
ERR1913153.2066458__1.2066458	39491__A0A0M6WNS5__DXC13_02015
ERR1913153.2066467__1.2066467	40518__R5DUG7__sbcC
ERR1913153.2066560__1.2066560	33043__D5HIK4__ERS852400_01112
ERR1913153.2066644__1.2066644	387661__K5ZFR2__B5F96_11430
ERR1913153.2066886__1.2066886	47678__R5UZM4__DW706_15680
ERR1913153.2066997__1.2066997	39491__A0A395ZGU6__ERS852417_01456
ERR1913153.2067099__1.2067099	823__A0A078SYK6__DXB14_02485
ERR1913153.2067189__1.2067189	40518__R5DZU5__RBL263_00458
ERR1913153.2067235__1.2067235	39491__A0A395ZHW3__ERS852417_01359
ERR1913153.2067324__1.2067324	2173__A0A1D2WVA1__Msm_0411
ERR1913153.2067333__1.2067333	100886__A0A174JS50__CATMIT_02208
ERR1913153.2067548__1.2067548	88431__A0A174GCE2__ERS852423_01397
ERR1913153.2067575__1.2067575	1160721__R6TBU4__BHW50_04080
ERR1913153.2067679__1.2067679	823__A0A174XJM9__CEQ22_007230
ERR1913153.2067660__1.2067660	387090__S0F8B2__BACCOPRO_02129
ERR1913153.2067753__1.2067753	338188__R6S978__HMPREF1057_03708
ERR1913153.2067787__1.2067787	46228__V8BQJ8__DXD17_00240
ERR1913153.2067802__1.2067802	1150298__A0A174QNY9__ERS852498_01028
ERR1913153.2067856__1.2067856	820__A0A174A6K0__M093_0079
ERR1913153.2068009__1.2068009	47678__A5ZB44__C5Z00_17730
ERR1913153.2068144__1.2068144	40518__R5DTW7__phoU
ERR1913153.2068252__1.2068252	820__R9I3N4__M093_0061
ERR1913153.2068265__1.2068265	39496__A5Z9X4__EUBVEN_02521
ERR1913153.2068156__1.2068156	821__A0A174JYD3__ERS852457_02610
ERR1913153.2068160__1.2068160	47678__R5UD76__BACCAC_01373
ERR1913153.2068367__1.2068367	410072__A0A173YNZ0__ERS852481_00766
ERR1913153.2068335__1.2068335	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913153.2068308__1.2068308	46503__R6Y4M7__HMPREF1078_03269
ERR1913153.2068422__1.2068422	1262948__R7EEL8__BN671_00728
ERR1913153.2068436__1.2068436	46228__V8CCW7__DXD17_07330
ERR1913153.2068445__1.2068445	360807__A0A173XR05__RIL183_10401
ERR1913153.2068479__1.2068479	301302__A0A173TWC1__phoR_7
ERR1913153.2068490__1.2068490	301302__A0A173UAS4__M72_15061
ERR1913153.2068453__1.2068453	100886__E2NQ04__CATMIT_00655
ERR1913153.2068563__1.2068563	33043__D5HIK4__ERS852400_01112
ERR1913153.2068570__1.2068570	301302__R5UPN9__M72_25701
ERR1913153.2068583__1.2068583	46503__K5ZBF7__DD461_15285
ERR1913153.2068662__1.2068662	1150298__A0A174L2G3__ERS852498_01371
ERR1913153.2068727__1.2068727	853__A0A174C5M1__CGS58_04460
ERR1913153.2068785__1.2068785	394340__gatB
ERR1913153.2068793__1.2068793	446660__GCA_003428235.1_01598
ERR1913153.2068815__1.2068815	1262924__R7HQN1__BN585_00550
ERR1913153.2068867__1.2068867	1160721__R6TAA3__BHW50_03385
ERR1913153.2068870__1.2068870	1262886__R6Q629__BN563_00317
ERR1913153.2068937__1.2068937	823__A0A174WTX5__DD466_11965
ERR1913153.2069023__1.2069023	216816__B7GP87__HMPREF0177_01055
ERR1913153.2069106__1.2069106	410072__A0A174LWU8__ERS852481_03155
ERR1913153.2069107__1.2069107	820__A7V9F9__B5G17_14640
ERR1913153.2069170__1.2069170	39485__A0A175A023__yhhT
ERR1913153.2069183__1.2069183	1262924__R7HQ14__BN585_00419
ERR1913153.2069211__1.2069211	2293125__A0A374C671__DW917_09135
ERR1913153.2069225__1.2069225	1160721__R6SUP4__vanY3
ERR1913153.2069193__1.2069193	47678__R5UU99__C5Z00_11925
ERR1913153.2069204__1.2069204	165179__A0A3E5DY64__CFT61_10025
ERR1913153.2069324__1.2069324	40518__R5DLJ7__lytR_4
ERR1913153.2069304__1.2069304	40518__R5DSI5__fieF
ERR1913153.2069487__1.2069487	823__A0A395YRE1__DXC05_20005
ERR1913153.2069560__1.2069560	301302__A0A173T8V6__ERS852420_01966
ERR1913153.2069615__1.2069615	40518__R5DUU2__yvhJ_2
ERR1913153.2069652__1.2069652	39491__A0A395UVM9__DXB76_04540
ERR1913153.2069722__1.2069722	40518__R5DU52__RB5AMG_02245
ERR1913153.2069743__1.2069743	100886__A0A174HQD3__araC_3
ERR1913153.2070033__1.2070033	821__E5UY21__C800_02204
ERR1913153.2070081__1.2070081	1262911__R6GY22__BN557_00023
ERR1913153.2070097__1.2070097	46503__A7AHZ8__PARMER_03051
ERR1913153.2070106__1.2070106	1262743__R5C054__BN727_01980
ERR1913153.2070114__1.2070114	626933__H1DGX0__HMPREF9449_01506
ERR1913153.2070055__1.2070055	100886__E2NRI8__ERS852383_05979
ERR1913153.2070063__1.2070063	1262886__R6QHX8__BN563_00685
ERR1913153.2070231__1.2070231	40518__R5DZU5__RBL263_00458
ERR1913153.2070249__1.2070249	820__A0A139KH21__DXC80_01780
ERR1913153.2070353__1.2070353	39491__C4Z9J5__DXB69_02495
ERR1913153.2070376__1.2070376	1262924__R7HLJ5__BN585_01491
ERR1913153.2070410__1.2070410	821__A0A395UNT8__DXD64_15275
ERR1913153.2070446__1.2070446	823__A0A069SAX6__ERS852380_00710
ERR1913153.2070450__1.2070450	46228__V8C458__DXD17_08090
ERR1913153.2070566__1.2070566	216816__C2GSX7__DD678_03555
ERR1913153.2070613__1.2070613	39485__C4Z389__ERS852490_01920
ERR1913153.2070665__1.2070665	821__A0A395UNT8__DXD64_15275
ERR1913153.2070677__1.2070677	88431__A0A174LBC0__DORLON_00105
ERR1913153.2070679__1.2070679	46228__V8CDM9__HMPREF1202_00303
ERR1913153.2070843__1.2070843	572010__infC
ERR1913153.2070803__1.2070803	820__A0A174KKV6__DXC07_02635
ERR1913153.2070894__1.2070894	1284680__A0A095YUF3__HMPREF1627_06780
ERR1913153.2070938__1.2070938	40518__R5DYU1__DXD86_01160
ERR1913153.2070942__1.2070942	28111__E5WUX1__HMPREF1016_00548
ERR1913153.2071031__1.2071031	820__A0A3E4RU03__M093_0563
ERR1913153.2071043__1.2071043	100886__E2NSC8__ERS852383_03490
ERR1913153.2071176__1.2071176	1262980__R5C0H7__BN814_00054
ERR1913153.2071249__1.2071249	1150298__R7JUV3__yfnB
ERR1913153.2071495__1.2071495	28117__B0MTV3__BHV66_06405
